"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"NCOA1","Ncoa1",28.239003,22.088475,17.400678,1876,2386,495,22.576052,23.12562,23.12562,0.977220564694296
"NCOA2","Ncoa2",14.910012,10.399476,11.338517,1329,1752,300,12.2160016666667,22.75875,22.75875,0.556258290805142
"NCOA3","Ncoa3",12.520755,14.388349,8.810717,1023,1531,272,11.906607,24.17564,24.17564,0.512662518212049
"NCOA5","Ncoa5",13.153032,8.237845,10.337112,614,630,188,10.5759963333333,10.85437,10.85437,0.976517211233776
"NCOA6","Ncoa6",7.623484,6.929685,6.006497,851,1052,202,6.853222,17.57193,17.57193,0.422854382931661
"NCOA7","Ncoa7",32.102496,23.762746,23.795271,1538,1911,390,26.5535043333333,11.42365,11.42365,2.2178268329624
"NCOR1","Ncor1",68.325586,44.67715,46.327066,2539,2907,483,53.109934,54.28449,54.28449,0.978754330554555
"NCOR2","Ncor2",45.165252,45.149023,47.918443,2673,3851,666,46.0775726666667,9.13386,9.13386,4.64557164463163
"NCR1","Ncr1",0,0,0,0,0,0,0,0.12651,0.12651,0.887697401709705
"NCS1","Ncs1",90.74079,74.730031,66.306845,6805,8562,2111,77.259222,0.63254,0.63254,47.9370931186985
"NCSTN","Ncstn",21.492289,16.938332,21.010579,946,1260,288,19.8137333333333,104.34361,104.34361,0.197579457675063
"NDC80","Ndc80",0.29548,0.384411,0.231598,18,31,4,0.303829666666667,0.32892,0.32892,0.981119756393663
"NDE1","Nde1",20.639644,26.091123,25.557316,729,1517,260,24.0960276666667,10.82907,10.82907,2.12155542799786
"NDEL1","Ndel1",53.504588,38.714577,42.872855,1518,1809,455,45.0306733333333,37.61076,37.61076,1.19217216478861
"NDFIP1","Ndfip1",263.806485,214.126351,251.386124,6596,8231,1988,243.10632,91.8573,91.8573,2.62883284351365
"NDFIP2","Ndfip2",45.342309,36.249639,46.549431,1525,2038,493,42.713793,46.74462,46.74462,0.9155752627207
"NDN","Ndn",31.556137,22.947005,30.8449,2400,2728,726,28.4493473333333,19.26713,19.26713,1.45305957643403
"NDNF","Ndnf",4.752644,3.443614,3.419297,364,360,84,3.87185166666667,7.02118,7.02118,0.607373437158456
"NDOR1","Ndor1",18.253559,18.090288,18.676037,450,765,170,18.3399613333333,0.21506,0.21506,15.9168776301856
"NDP","Ndp",3.624358,3.20573,3.940348,143,187,49,3.59014533333333,0.10121,0.10121,4.16827429221795
"NDRG1","Ndrg1",177.361991,216.60262,155.701397,5178,8451,1959,183.222002666667,79.66195,79.66195,2.28387737547464
"NDRG2","Ndrg2",1311.662996,1109.90919,1190.598089,14919,19335,4822,1204.05675833333,904.42939,904.42939,1.33092295395153
"NDRG3","Ndrg3",641.013291,600.350322,543.679691,6845,8655,2244,595.014434666667,57.58634,57.58634,10.1732662369192
"NDRG4","Ndrg4",702.724561,612.750952,686.979989,22614,29930,7663,667.485167333333,660.05432,660.05432,1.01124090276474
"NDST1","Ndst1",28.974075,32.773516,29.938045,2081,2983,625,30.5618786666667,13.44778,13.44778,2.18454867575964
"NDST2","Ndst2",8.351471,11.569596,11.72967,252,319,84,10.5502456666667,15.56046,15.56046,0.697459229192104
"NDST3","Ndst3",5.047154,3.123745,3.508993,501,509,122,3.89329733333333,0,0,4.89329733333333
"NDST4","Ndst4",9.537641,5.011602,5.028961,410,590,95,6.526068,0.0759,0.0759,6.99513709452551
"NDUFA1","Ndufa1",138.025188,130.723455,146.159561,547,780,183,138.302734666667,868.45057,868.45057,0.160219268896065
"NDUFA10","Ndufa10",724.674962,636.266968,931.031089,2269,2997,786,763.991006333333,316.42125,316.42125,2.41001825282124
"NDUFA11","Ndufa11",198.970335,178.855257,272.740102,868,1144,371,216.855231333333,6.11033,6.11033,30.6392574371841
"NDUFA12","Ndufa12",113.923549,110.845395,99.391304,948,1333,266,108.053416,828.23375,828.23375,0.131511067898527
"NDUFA13","Ndufa13",64.358606,54.94683,77.687017,1536,2022,578,65.664151,43.74639,43.74639,1.48982188283792
"NDUFA2","Ndufa2",75.742062,81.636224,97.607012,571,926,233,84.9950993333333,62.44424,62.44424,1.3554437618503
"NDUFA3","Ndufa3",345.389733,364.125094,348.809304,752,1252,254,352.774710333333,73.60222,73.60222,4.74214722207105
"NDUFA4","Ndufa4",538.781241,492.682752,631.444884,2572,3667,924,554.302959,2011.24591,2011.24591,0.275961777951881
"NDUFA4L2","Ndufa4l2",3.691799,4.006548,9.50799,29,39,13,5.73544566666667,3.02354,3.02354,1.67400986859001
"NDUFA5","Ndufa5",297.774835,265.194677,393.192284,714,1033,285,318.720598666667,723.76363,723.76363,0.44113775227196
"NDUFA6","Ndufa6",386.440919,307.412233,365.689828,1103,1432,373,353.180993333333,709.97428,709.97428,0.498162877753234
"NDUFA7","Ndufa7",171.32384,163.058511,242.581564,588,833,249,192.321305,44.02471,44.02471,4.29367129738315
"NDUFA8","Ndufa8",68.822303,62.313844,81.621739,992,1357,373,70.9192953333333,481.08377,481.08377,0.149184228569515
"NDUFA9","Ndufa9",69.93682,58.646365,77.766652,1755,2189,605,68.783279,356.49891,356.49891,0.195198578367693
"NDUFAB1","Ndufab1",249.55026,228.244273,278.18084,1015,1405,358,251.991791,756.73156,756.73156,0.333880498523778
"NDUFAF1","Ndufaf1",16.597843,27.68795,46.55379,349,450,113,30.279861,121.44746,121.44746,0.255455368367788
"NDUFAF2","Ndufaf2",183.216077,174.988947,241.603442,363,513,118,199.936155333333,125.02763,125.02763,1.5943817663899
"NDUFAF3","Ndufaf3",32.820978,31.211501,35.676889,271,366,88,33.236456,54.44895,54.44895,0.617441015564767
"NDUFAF4","Ndufaf4",12.656428,11.249068,13.50423,478,620,147,12.4699086666667,164.54866,164.54866,0.0813652533742446
"NDUFAF5","Ndufaf5",23.755971,19.024054,26.240841,504,602,173,23.0069553333333,121.06794,121.06794,0.196668800451071
"NDUFAF6","Ndufaf6",16.921932,8.63815,20.758425,96,110,30,15.4395023333333,74.045,74.045,0.219061927288072
"NDUFB10","Ndufb10",174.8899,155.289352,222.589823,1519,2076,593,184.256358333333,656.588,656.588,0.281721014272361
"NDUFB11","Ndufb11",68.825236,59.610502,77.462401,1072,1407,380,68.632713,60.00264,60.00264,1.14147048390037
"NDUFB2","Ndufb2",107.163239,111.246849,127.20963,962,1281,339,115.206572666667,731.3288,731.3288,0.158680872125563
"NDUFB3","Ndufb3",57.583426,56.406646,60.414164,696,1014,230,58.1347453333333,862.75772,862.75772,0.0684621902231257
"NDUFB4","Ndufb4",24.034225,21.737923,21.635128,141,204,42,22.469092,657.16994,657.16994,0.0356581037414137
"NDUFB5","Ndufb5",185.696718,171.751719,243.950539,1797,2273,632,200.466325333333,741.38616,741.38616,0.271376725737093
"NDUFB6","Ndufb6",90.809291,86.484219,97.573971,719,1016,282,91.6224936666667,113.94555,113.94555,0.805794514591184
"NDUFB7","Ndufb7",69.754443,76.075564,97.121566,667,1084,284,80.9838576666667,2.01147,2.01147,27.2238666387733
"NDUFB8","Ndufb8",793.628262,669.924613,1006.333482,2403,3162,975,823.295452333333,519.12465,519.12465,1.58480366645444
"NDUFB9","Ndufb9",133.283513,129.804679,166.069799,1428,2084,563,143.052663666667,777.08666,777.08666,0.185137043303977
"NDUFC1","Ndufc1",386.254659,357.568229,354.102032,586,825,169,365.974973333333,774.34144,774.34144,0.473307570576046
"NDUFC2","Ndufc2",106.650153,105.488209,135.47878,956,1418,329,115.872380666667,207.86493,207.86493,0.55955961906418
"NDUFS1","Ndufs1",113.478867,100.31898,121.227315,3260,4074,1024,111.675054,497.44122,497.44122,0.22605484755053
"NDUFS2","Ndufs2",271.901106,230.061468,319.31087,3132,3984,1124,273.757814666667,470.92519,470.92519,0.582206291354498
"NDUFS3","Ndufs3",190.36644,155.558233,229.39308,1333,1657,490,191.772584333333,347.68132,347.68132,0.55286180611377
"NDUFS4","Ndufs4",81.53203,76.63113,99.619262,815,1016,297,85.927474,410.60629,410.60629,0.21119082995549
"NDUFS5","Ndufs5",198.479133,188.835621,206.587976,808,1119,252,197.967576666667,1304.25721,1304.25721,0.152435531588955
"NDUFS6","Ndufs6",73.184016,71.951522,68.94144,539,801,162,71.3589926666667,75.70225,75.70225,0.94337509873135
"NDUFS7","Ndufs7",87.256981,75.791266,111.384159,968,1363,397,91.4774686666667,2.50485,2.50485,26.3855710420322
"NDUFS8","Ndufs8",76.886144,73.051649,88.425873,930,1324,357,79.4545553333333,42.40541,42.40541,1.85356054310588
"NDUFV1","Ndufv1",183.540455,161.699308,218.622831,2575,3251,965,187.954198,184.05616,184.05616,1.02106408130375
"NDUFV2","Ndufv2",127.161008,102.99278,125.987683,2085,2525,654,118.713823666667,933.05809,933.05809,0.128165287521536
"NDUFV3","Ndufv3",72.396047,75.894346,93.133393,625,950,253,80.4745953333333,179.69164,179.69164,0.45090406691385
"NEBL","Nebl",44.433115,41.343448,32.547715,2144,3275,489,39.441426,769.43294,769.43294,0.0524918184313355
"NECAB1","Necab1",7.1598,4.564337,3.530182,711,702,108,5.084773,13.29597,13.29597,0.425628551263048
"NECAB2","Necab2",16.862868,10.641695,14.334659,450,448,113,13.9464073333333,0.63254,0.63254,9.15530849678007
"NECAB3","Necab3",34.549353,28.732556,41.471568,827,1078,338,34.9178256666667,17.76169,17.76169,1.91442378947028
"NECAP1","Necap1",56.575167,47.192029,60.069733,2912,3566,979,54.6123096666667,25.30156,25.30156,2.11441107168802
"NECAP2","Necap2",27.323729,29.310861,41.215535,456,849,205,32.6167083333333,14.33333,14.33333,2.19239449834663
"NEDD1","Nedd1",1.407727,1.267975,1.010924,92,137,22,1.22887533333333,19.20388,19.20388,0.110319173016932
"NEDD4","Nedd4",115.4731,88.070165,82.109923,8942,10296,2191,95.2177293333333,38.77463,38.77463,2.41907289479081
"NEDD4L","Nedd4l",28.847969,28.977797,32.264614,940,1071,243,30.0301266666667,22.07561,22.07561,1.34471533652487
"NEDD8","Nedd8",162.255381,130.317377,194.357358,807,1078,302,162.310038666667,422.06789,422.06789,0.386013787684683
"NEDD9","Nedd9",3.865302,4.239829,3.192465,383,524,99,3.76586533333333,26.28832,26.28832,0.174648543161812
"NEFH","Nefh",218.201375,227.298547,228.674996,17793,27743,5855,224.724972666667,0.20241,0.20241,187.727125245687
"NEFL","Nefl",448.986311,471.90571,519.116908,32436,52135,11696,480.002976333333,0.0253,0.0253,469.133888943074
"NEFM","Nefm",422.230847,452.072249,431.473287,30575,49139,9839,435.258794333333,0.03795,0.03795,420.308101867463
"NEGR1","Negr1",29.448514,18.001185,12.973664,1896,2022,414,20.141121,19.27978,19.27978,1.04247289664878
"NEIL1","Neil1",3.689145,3.423072,5.442155,123,165,48,4.18479066666667,7.69167,7.69167,0.596524104880497
"NEIL2","Neil2",1.61626,1.854912,3.010436,72,116,28,2.160536,11.19594,11.19594,0.259146568448189
"NEIL3","Neil3",0.267108,0.328161,0.123586,16,23,2,0.239618333333333,0.03795,0.03795,1.1942948440034
"NEK1","Nek1",11.018207,8.571889,10.691077,1112,1263,243,10.0937243333333,12.78994,12.78994,0.804479521544933
"NEK10","Nek10",0.142212,0.113964,0.059968,21,16,4,0.105381333333333,8.28626,8.28626,0.119034071125871
"NEK11","Nek11",0.633782,0.487428,0.369153,28,33,8,0.496787666666667,1.50544,1.50544,0.59741509142772
"NEK2","Nek2",0.36803,0.192701,0.662362,12,19,2,0.407697666666667,0.17711,0.17711,1.19589304879465
"NEK3","Nek3",1.160963,1.243838,0.836304,43,65,11,1.08036833333333,22.91056,22.91056,0.0870062572074152
"NEK4","Nek4",5.141773,4.464785,3.95926,426,604,115,4.52193933333333,14.43454,14.43454,0.357765073227536
"NEK5","Nek5",0.783292,0.184011,0.426745,20,13,6,0.464682666666667,0.68314,0.68314,0.870208459585457
"NEK6","Nek6",12.852462,12.882822,15.394045,530,744,162,13.7097763333333,1.80906,1.80906,5.23654757582014
"NEK7","Nek7",17.058792,18.435869,17.586755,1381,2300,448,17.6938053333333,293.09321,293.09321,0.0635642194300689
"NEK8","Nek8",2.260317,2.19829,3.944183,85,93,29,2.80093,0.8476,0.8476,2.05722558995454
"NEK9","Nek9",15.670703,15.595336,14.532666,1877,2784,549,15.266235,99.42246,99.42246,0.161978057498293
"NELL1","Nell1",12.803985,10.770225,13.101552,839,1066,272,12.225254,0,0,13.225254
"NELL2","Nell2",26.3488,23.360648,28.482289,1713,2282,606,26.0639123333333,0.24036,0.24036,21.8194010878562
"NEMF","Nemf",20.098325,17.074654,19.354337,1860,2272,543,18.8424386666667,64.15209,64.15209,0.304555673757613
"NENF","Nenf",38.574467,31.601868,41.954296,415,513,141,37.376877,79.14326,79.14326,0.478853455674251
"NEO1","Neo1",16.558993,16.770792,12.477173,2101,3253,548,15.268986,9.36158,9.36158,1.57012598464713
"NEPNP","Nepn",0.027218,0,0.086583,1,0,1,0.0379336666666667,0,0,1.03793366666667
"NES","Nes",4.177786,1.726569,4.637726,563,326,196,3.514027,173.303,173.303,0.0258975863869239
"NET1","Net1",19.824507,12.197111,21.406987,598,670,192,17.809535,15.97793,15.97793,1.10788152619312
"NETO1","Neto1",15.667465,13.950027,7.56604,528,775,110,12.3945106666667,0.0759,0.0759,12.4495870124237
"NETO2","Neto2",6.269209,4.728645,3.605052,589,726,121,4.86763533333333,2.34039,2.34039,1.75657193720893
"NEU1","Neu1",21.152461,14.763906,20.076012,779,1103,303,18.6641263333333,20.11474,20.11474,0.931298530473656
"NEU2","Neu2",1.469598,0.489229,0.771298,26,17,7,0.910041666666667,0,0,1.91004166666667
"NEU3","Neu3",1.233243,1.137589,1.032259,88,123,23,1.13436366666667,4.70609,4.70609,0.374050123055659
"NEU4","Neu4",2.861474,3.852518,4.114802,201,411,78,3.609598,0,0,4.609598
"NEURL1B","Neurl1b",0.215054,0.204126,0.14074,27,35,6,0.18664,16.67372,16.67372,0.0671414959612351
"NEURL2","Neurl2",1.129621,0.79253,2.169204,20,22,12,1.363785,0.97411,0.97411,1.19739274913759
"NEURL3","Neurl3",0.637413,0.571661,0.79942,34,46,14,0.669498,0.06325,0.06325,1.57018387020926
"NEURL4","Neurl4",37.536162,31.209538,35.721552,1577,1885,464,34.8224173333333,11.79052,11.79052,2.80070062306562
"NEUROD1","Neurod1",0.507422,0.360643,0.327994,25,29,5,0.398686333333333,0,0,1.39868633333333
"NEUROD2","Neurod2",0.728619,0.459994,1.052363,49,47,22,0.746992,0,0,1.746992
"NEUROD4","Neurod4",0.07741,0.068043,0.05047,5,7,1,0.0653076666666667,0,0,1.06530766666667
"NEUROD6","Neurod6",0.971706,0.5579,0.684567,41,36,9,0.738057666666667,0,0,1.73805766666667
"NEUROG1","Neurog1",0,0,0,0,0,0,0,0,0,1
"NEUROG2","Neurog2",0.333218,0.103889,0.21525,15,7,3,0.217452333333333,0,0,1.21745233333333
"NEUROG3","Neurog3",0.041902,0.021385,0,1,1,0,0.0210956666666667,0,0,1.02109566666667
"NEXN","Nexn",29.229275,25.863192,34.100038,341,356,91,29.730835,1037.41436,1037.41436,0.029594000414247
"NF1","Nf1",18.193972,15.984582,13.243985,2869,3885,720,15.807513,18.20447,18.20447,0.875187547482435
"NF2","Nf2",46.918626,40.791067,41.085359,1575,2249,483,42.931684,16.39541,16.39541,2.52547562834104
"NFAM1","Nfam1",0.465232,0.679923,0.724289,46,87,23,0.623148,0.15181,0.15181,1.40921506151188
"NFASC","Nfasc",357.921238,254.490795,390.714856,9456,14447,2429,334.375629666667,11.49956,11.49956,26.8309948243511
"NFAT5","Nfat5",16.329817,16.539975,18.016211,2404,3136,527,16.962001,8.40012,8.40012,1.91082677667945
"NFATC1","Nfatc1",1.524437,1.42857,1.486582,108,145,45,1.479863,11.52486,11.52486,0.197995267012965
"NFATC2","Nfatc2",7.458414,6.194968,7.905141,557,679,176,7.18617433333333,2.78317,2.78317,2.16383993670211
"NFATC2IP","Nfatc2ip",3.197282,3.218869,2.877354,117,137,26,3.097835,24.26419,24.26419,0.162199342231039
"NFATC3","Nfatc3",3.51968,3.304362,3.294858,415,596,126,3.37296666666667,9.36158,9.36158,0.422036664935914
"NFATC4","Nfatc4",1.126391,0.631908,1.006682,47,46,15,0.921660333333333,10.68991,10.68991,0.164386238502549
"NFE2","Nfe2",0.142701,0.06989,0.08249,3,4,1,0.0983603333333333,0.16446,0.16446,0.943235777384653
"NFE2L1","Nfe2l1",144.721744,125.576885,106.175562,6646,9140,2045,125.491397,754.75804,754.75804,0.167370230027589
"NFE2L2","Nfe2l2",8.624685,9.408363,10.311894,434,710,160,9.448314,85.12708,85.12708,0.121312762490032
"NFE2L3","Nfe2l3",3.058294,4.421586,3.024205,153,302,49,3.50136166666667,3.01089,3.01089,1.12228499576569
"NFIA","Nfia",7.811684,9.379951,6.973533,1134,1817,404,8.055056,23.78346,23.78346,0.365366901957999
"NFIB","Nfib",7.437389,9.922431,9.28593,982,1652,262,8.88191666666667,41.84877,41.84877,0.23062311162413
"NFIC","Nfic",62.052491,58.332948,60.985516,3814,5384,1275,60.456985,20.81053,20.81053,2.81776669342744
"NFIL3","Nfil3",2.22577,1.783837,1.969062,93,112,26,1.99288966666667,47.2633,47.2633,0.0620117079989695
"NFIX","Nfix",41.349671,48.639466,48.971361,1749,3011,570,46.320166,18.07796,18.07796,2.48035775313503
"NFKB1","Nfkb1",10.432956,8.933932,9.797652,541,682,142,9.72151333333333,14.49779,14.49779,0.691809176233084
"NFKB2","Nfkb2",1.114621,0.670945,1.020335,76,71,21,0.935300333333333,4.66814,4.66814,0.341434815183346
"NFKBIA","Nfkbia",17.657161,17.207167,39.592476,389,644,222,24.8189346666667,69.0859,69.0859,0.368389856828073
"NFKBIB","Nfkbib",10.58193,10.387444,14.347128,249,335,111,11.7721673333333,5.35128,5.35128,2.01095957560261
"NFKBID","Nfkbid",0.807145,0.650408,0.770188,34,29,10,0.742580333333333,1.12592,1.12592,0.819682929429768
"NFKBIE","Nfkbie",0.717765,1.091762,1.84771,39,88,30,1.219079,2.96028,2.96028,0.560333865282253
"NFKBIL1","Nfkbil1",3.572342,2.45576,4.130065,91,93,36,3.38605566666667,2.71992,2.71992,1.17907257862176
"NFKBIZ","Nfkbiz",10.896364,7.274475,1.075147,86,144,26,6.41532866666667,11.42365,11.42365,0.596871987432571
"NFRKB","Nfrkb",5.125825,5.287476,3.971768,540,683,142,4.795023,5.90791,5.90791,0.838896714056784
"NFS1","Nfs1",21.41465,18.798176,20.971757,661,820,210,20.394861,87.26506,87.26506,0.242393320754555
"NFU1","Nfu1",26.192575,22.087863,27.294825,364,467,129,25.1917543333333,280.35388,280.35388,0.0930918540499009
"NFX1","Nfx1",28.402872,20.60702,24.571845,1688,1858,439,24.5272456666667,46.87113,46.87113,0.533249281282198
"NFYA","Nfya",6.127511,5.495398,4.17988,282,361,80,5.26759633333333,8.81759,8.81759,0.638404774831026
"NFYB","Nfyb",11.347571,9.02156,10.160071,363,466,100,10.1764006666667,97.46159,97.46159,0.113510259855307
"NFYC","Nfyc",27.317916,18.0435,29.87139,525,625,186,25.077602,126.77344,126.77344,0.204092509366579
"NGB","Ngb",3.383932,1.407783,1.784507,90,68,18,2.192074,0,0,3.192074
"NGDN","Ngdn",38.218047,28.514537,23.822765,246,321,79,30.1851163333333,43.63253,43.63253,0.698708236645633
"NGEF","Ngef",16.654592,13.561357,16.077281,751,881,201,15.4310766666667,0.20241,0.20241,13.6651197733441
"NGF","Ngf",0.585441,0.388387,0.307453,9,9,2,0.427093666666667,7.89409,7.89409,0.160454151764449
"NGFR","Ngfr",0.5182,0.556441,0.886596,39,64,21,0.653745666666667,1.72051,1.72051,0.607880752751016
"NGLY1","Ngly1",11.586561,9.567765,9.565646,509,681,154,10.2399906666667,54.19593,54.19593,0.20363803393958
"NGRN","Ngrn",13.183313,11.428127,14.09418,386,492,129,12.9018733333333,288.79195,288.79195,0.0479719099627624
"NHEJ1","Nhej1",1.634289,1.514881,1.996788,31,43,12,1.71531933333333,9.23507,9.23507,0.265295628982834
"NHLH1","Nhlh1",0.096191,0.063674,0.060958,5,5,1,0.0736076666666667,0,0,1.07360766666667
"NHLH2","Nhlh2",0.725958,0.568592,0.479098,42,51,8,0.591216,0,0,1.591216
"NHLRC1","Nhlrc1",2.903804,3.220224,3.585712,134,221,52,3.23658,1.50544,1.50544,1.69095248738744
"NHLRC2","Nhlrc2",3.591323,2.785164,3.166504,533,743,156,3.180997,23.36599,23.36599,0.171591509312776
"NHLRC3","Nhlrc3",2.39494,2.539972,2.543606,247,330,89,2.49283933333333,18.90026,18.90026,0.175517271298633
"NHLRC4","Nhlrc4",0.06783,0.19482,10.504444,3,13,5,3.58903133333333,0.08856,0.08856,4.2156898410132
"NHP2","Nhp2",11.661643,8.376242,9.383555,195,208,46,9.80714666666667,49.05972,49.05972,0.21588508019355
"NHSL1","Nhsl1",4.902487,4.004856,3.931824,679,872,187,4.27972233333333,17.40747,17.40747,0.286824986450247
"NHSL2","Nhsl2",3.511049,2.280358,2.231425,586,563,121,2.67427733333333,0.24036,0.24036,2.96226686875853
"NICN1","Nicn1",36.32329,33.623731,33.377295,1406,1791,467,34.4414386666667,19.4569,19.4569,1.7324931278281
"NID1","Nid1",5.663854,8.796645,11.600854,589,1269,223,8.68711766666667,81.00293,81.00293,0.118131360265623
"NID2","Nid2",1.757178,1.353919,3.654032,99,102,34,2.255043,73.1974,73.1974,0.0438700412682924
"NIF3L1","Nif3l1",17.13098,9.728774,14.974871,422,531,111,13.944875,45.79581,45.79581,0.319363528486845
"NIN","Nin",8.81755,3.439803,4.783748,454,509,100,5.680367,17.47072,17.47072,0.361673340292095
"NINJ1","Ninj1",13.773762,10.291775,16.224687,211,280,89,13.4300746666667,3.46631,3.46631,3.23087171886113
"NINJ2","Ninj2",3.479563,4.877625,6.283723,49,104,27,4.88030366666667,4.02295,4.02295,1.17068727872399
"NINL","Ninl",2.029707,0.992343,0.607059,56,104,17,1.209703,6.23683,6.23683,0.30534128893452
"NIP7","Nip7",14.133056,9.735695,16.950804,242,267,96,13.6065183333333,11.72727,11.72727,1.14765525783089
"NIPA1","Nipa1",22.717805,24.333826,18.406645,1494,2431,377,21.8194253333333,5.57899,5.57899,3.46853017459113
"NIPA2","Nipa2",14.566188,9.938995,7.781166,450,589,101,10.7621163333333,26.54133,26.54133,0.427071471614963
"NIPAL1","Nipal1",0.078214,0.014719,0.45362,7,2,3,0.182184333333333,0.31627,0.31627,0.89813209549206
"NIPAL2","Nipal2",7.714169,4.249061,3.535171,390,448,100,5.16613366666667,20.24124,20.24124,0.290290664135741
"NIPAL3","Nipal3",27.727339,21.957002,18.422427,2059,2592,593,22.702256,17.23036,17.23036,1.30015293170294
"NIPAL4","Nipal4",3.844591,6.988918,5.355654,289,782,127,5.39638766666667,0,0,6.39638766666667
"NIPBL","Nipbl",5.519463,4.639513,2.956115,1172,1480,196,4.371697,39.36922,39.36922,0.133064176122303
"NIPSNAP1","Nipsnap1",33.631294,27.382586,27.062457,679,828,214,29.358779,27.64195,27.64195,1.05994106546517
"NIPSNAP3B","Nipsnap3b",10.476366,12.647227,8.291632,159,318,60,10.4717416666667,45.82112,45.82112,0.245012115615061
"NISCH","Nisch",202.854922,153.238825,147.305447,6132,7708,1678,167.799731333333,28.57811,28.57811,5.70691404330207
"NIT1","Nit1",16.695462,15.263904,14.838792,406,550,113,15.599386,25.27625,25.27625,0.631725836068693
"NIT2","Nit2",9.134962,6.915295,10.438291,162,179,51,8.829516,70.09796,70.09796,0.138253136939513
"NKAIN1","Nkain1",28.317754,24.961057,29.885097,536,716,167,27.7213026666667,0.20241,0.20241,23.8864469412818
"NKAIN2","Nkain2",79.213732,83.787931,39.645808,896,2191,291,67.549157,0.30362,0.30362,52.5836954020343
"NKAIN3","Nkain3",1.078346,0.738493,0.803952,101,106,23,0.873597,0,0,1.873597
"NKAIN4","Nkain4",74.034258,63.894649,69.297575,332,414,93,69.075494,0,0,70.075494
"NKAP","Nkap",7.045296,6.186137,5.462311,300,419,94,6.231248,23.42924,23.42924,0.296007898731193
"NKAPL","Nkapl",0.21141,0.279908,0.113034,6,12,1,0.201450666666667,7.17299,7.17299,0.147002586160838
"NKD1","Nkd1",5.915866,7.158349,7.248014,273,482,102,6.77407633333333,0.0506,0.0506,7.39965384859445
"NKD2","Nkd2",2.59513,1.205278,2.575346,161,138,47,2.12525133333333,0.03795,0.03795,3.01098447259823
"NKG7","Nkg7",0.098047,0.101811,0.962807,1,1,2,0.387555,0.25302,0.25302,1.10736859746852
"NKIRAS1","Nkiras1",68.106172,54.284025,65.876444,1790,2247,597,62.755547,32.32274,32.32274,1.91327444861977
"NKIRAS2","Nkiras2",5.001195,4.673613,6.609975,163,233,77,5.428261,32.81612,32.81612,0.190094576196205
"NKPD1","Nkpd1",0.724868,0.663703,1.185679,39,56,21,0.858083333333333,0,0,1.85808333333333
"NKRF","Nkrf",15.446369,11.684173,12.713291,1064,1209,273,13.2812776666667,7.83083,7.83083,1.61720672537764
"NKTR","Nktr",55.649377,39.071334,30.382361,3337,3634,566,41.701024,54.18328,54.18328,0.773803659369287
"NLE1","Nle1",8.811824,8.863359,12.360508,137,179,53,10.011897,0.68314,0.68314,6.54247240277101
"NLGN1","Nlgn1",7.460858,5.880479,5.336495,660,807,140,6.225944,5.56634,5.56634,1.1004523067645
"NLGN2","Nlgn2",81.436481,68.419613,55.367351,3045,3979,826,68.407815,2.59341,2.59341,19.3153063524619
"NLGN3","Nlgn3",9.135908,7.624107,6.947082,1022,1338,312,7.90236566666667,0.49338,0.49338,5.96121929225426
"NLK","Nlk",15.932534,10.93724,6.669995,637,911,167,11.179923,19.09002,19.09002,0.606267340699512
"NLN","Nln",8.162741,12.191102,12.281831,392,549,118,10.878558,7.26155,7.26155,1.4378122749363
"NLRC3","Nlrc3",0.844209,0.640156,1.092463,73,85,21,0.858942666666667,1.6193,1.6193,0.709709718881635
"NLRC4","Nlrc4",0.226102,0.279737,0.309265,24,43,10,0.271701333333333,1.594,1.594,0.490247237214084
"NLRC5","Nlrc5",0.547241,0.803103,0.606299,40,42,15,0.652214333333333,5.27537,5.27537,0.263285564569632
"NLRP1","Nlrp1a",0.036258,0.024397,0,3,3,0,0.0202183333333333,11.22124,11.22124,0.083479117776374
"NLRP10","Nlrp10",0.020454,0.058065,0,2,9,0,0.026173,0,0,1.026173
"NLRP12","Nlrp12",0.036143,0.021866,0.020198,2,3,1,0.026069,0.0506,0.0506,0.976650485436893
"NLRP14","Nlrp14",0,0,0,0,0,0,0,0.0506,0.0506,0.951837045497811
"NLRP3","Nlrp3",0.198494,0.069348,0.03649,10,9,1,0.101444,0.15181,0.15181,0.956272301855341
"NLRP4","Nlrp4c",0,0,0,0,0,0,0,0,0,1
"NLRP5","Nlrp5",0.05906,0.015116,0.342193,3,1,1,0.138789666666667,0,0,1.13878966666667
"NLRP6","Nlrp6",0.294953,0.118362,0.075118,4,4,2,0.162811,0,0,1.162811
"NLRP9","Nlrp9b",0.842133,0.311421,0.668598,4,2,1,0.607384,0.15181,0.15181,1.3955287764475
"NLRX1","Nlrx1",1.498123,1.753592,1.585191,87,173,39,1.612302,4.35187,4.35187,0.488110137204379
"NMB","Nmb",3.865276,3.224983,5.258949,29,41,14,4.11640266666667,1.75846,1.75846,1.85480400900019
"NMBR","Nmbr",2.372876,0.928259,2.386435,60,38,15,1.89585666666667,0.06325,0.06325,2.72358962301121
"NMD3","Nmd3",19.017866,12.350406,17.849902,468,484,121,16.406058,61.00205,61.00205,0.280733588647472
