"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"LMAN2L","Lman2l",11.606199,8.383558,10.869018,547,617,156,10.2862583333333,7.40607,7.40607,1.34263197110342
"LMBR1","Lmbr1",10.214498,7.747768,6.465652,627,690,150,8.14263933333333,28.54554,28.54554,0.309442282433604
"LMBR1L","Lmbr1l",14.281883,10.325339,11.475556,208,262,60,12.0275926666667,53.41917,53.41917,0.239393446586316
"LMBRD1","Lmbrd1",73.46038,77.427037,68.889692,3778,5294,1082,73.2590363333333,51.22016,51.22016,1.42203770216969
"LMBRD2","Lmbrd2",10.459298,9.76374,7.458739,1539,2495,375,9.227259,7.15713,7.15713,1.25378153835969
"LMCD1","Lmcd1",0.929187,1.036286,1.833204,32,54,20,1.26622566666667,15.84941,15.84941,0.134498814300718
"LMF1","Lmf1",11.955361,12.042244,16.62014,298,467,93,13.5392483333333,42.29968,42.29968,0.335781888765306
"LMF2","Lmf2",19.020034,19.060255,22.866522,330,483,152,20.3156036666667,58.21133,58.21133,0.359991975634843
"LMLN","Lmln",13.452918,7.848832,11.930266,466,569,134,11.0773386666667,3.58894,3.58894,2.63183625557681
"LMNA","Lmna",14.462163,13.844363,15.236389,581,806,202,14.514305,161.27402,161.27402,0.0956055997133737
"LMNB1","Lmnb1",3.025199,2.806424,2.636224,121,153,40,2.82261566666667,5.16558,5.16558,0.619992874420033
"LMNB2","Lmnb2",5.617572,3.056574,4.437959,332,335,98,4.37070166666667,10.37265,10.37265,0.472247160219181
"LMO1","Lmo1",9.006328,6.733784,13.852722,160,187,75,9.864278,6.38955,6.38955,1.47022186736675
"LMO2","Lmo2",13.529981,11.223696,22.365501,264,268,81,15.7063926666667,18.96121,18.96121,0.836942884056962
"LMO3","Lmo3",9.342425,8.045947,8.705556,420,510,105,8.697976,43.75185,43.75185,0.216705588707506
"LMO4","Lmo4",19.289259,13.575425,21.003829,497,554,156,17.956171,99.57748,99.57748,0.188473314304554
"LMOD1","Lmod1",1.107607,0.606245,0.509359,96,79,14,0.741070333333333,13.42221,13.42221,0.120721465942691
"LMOD2","Lmod2",0,0.033188,0,0,2,0,0.0110626666666667,1.41068,1.41068,0.419409737777999
"LMOD3","Lmod3",0.065137,0.058399,0,3,4,0,0.0411786666666667,1.63888,1.63888,0.39455324481093
"LMTK2","Lmtk2",13.602138,10.284205,10.436511,2493,2838,603,11.4409513333333,6.80446,6.80446,1.59408227261506
"LMTK3","Lmtk3",31.833697,23.910687,15.710663,1856,2066,437,23.818349,24.12679,24.12679,0.987724615838315
"LMX1A","Lmx1a",0,0.031694,0,0,3,0,0.0105646666666667,0.41491,0.41491,0.714225404207099
"LMX1B","Lmx1b",1.840986,1.488833,1.801452,196,181,46,1.71042366666667,0.60161,0.60161,1.69231190281446
"LNPEP","Lnpep",18.533644,13.244775,9.398261,3584,4944,760,13.72556,3.40223,3.40223,3.34502286341241
"LNX1","Lnx1",9.740308,7.744966,8.475376,408,497,102,8.65355,8.1944,8.1944,1.04993800574263
"LNX2","Lnx2",1.251528,1.272278,1.838062,106,141,35,1.453956,0.82981,0.82981,1.34109880260792
"LONP1","Lonp1",19.010203,17.024936,21.340967,1259,1731,452,19.1253686666667,87.25476,87.25476,0.228037203507966
"LONP2","Lonp2",30.947718,26.488658,30.37372,1371,1830,420,29.270032,13.48445,13.48445,2.08982957585549
"LONRF1","Lonrf1",3.779393,3.089758,3.608913,286,348,85,3.492688,16.5755,16.5755,0.255622201359847
"LONRF3","Lonrf3",3.082851,2.921345,2.128571,160,237,31,2.71092233333333,0.85056,0.85056,2.00529695515592
"LOX","Lox",1.45551,0.043242,1.696864,135,6,48,1.06520533333333,1.82559,1.82559,0.73089348891146
"LOXHD1","Loxhd1",0.052513,0.050191,0.084197,4,5,1,0.0623003333333333,0.47714,0.47714,0.719160224036539
"LOXL1","Loxl1",0.522888,0.556161,0.769255,37,59,17,0.616101333333333,2.90434,2.90434,0.413924333775576
"LOXL2","Loxl2",0.499198,0.96896,0.691056,60,174,22,0.719738,4.6262,4.6262,0.305665991255199
"LOXL3","Loxl3",1.923272,2.564574,1.669418,65,109,30,2.05242133333333,10.20669,10.20669,0.272374923669106
"LOXL4","Loxl4",0.265455,0.342452,0.511462,15,26,13,0.373123,0.51863,0.51863,0.904185351270553
"LPAR1","Lpar1",30.587755,41.723315,35.800143,1399,3064,488,36.037071,783.50878,783.50878,0.047210524527208
"LPAR2","Lpar2",0.160837,0.136698,0.121428,17,17,5,0.139654333333333,8.75452,8.75452,0.116833461137333
"LPAR3","Lpar3",0.10767,0.218414,0.185632,6,17,3,0.170572,0.41491,0.41491,0.827311984507849
"LPAR4","Lpar4",0.913446,0.593435,0.5329,61,67,11,0.679927,0.43565,0.43565,1.17015080277226
"LPAR5","Lpar5",0.078417,0.259429,0.117336,2,8,1,0.151727333333333,6.09912,6.09912,0.162235225398829
"LPAR6","Lpar6",1.002084,0.986899,0.983732,103,163,31,0.990905,50.826,50.826,0.0384151777100297
"LPCAT1","Lpcat1",13.542266,10.232768,9.129343,535,614,135,10.9681256666667,22.86133,22.86133,0.501569932047655
"LPCAT2","Lpcat2",10.427711,15.609301,12.331468,396,947,164,12.7894933333333,9.64657,9.64657,1.29520524763688
"LPCAT2BP","Lpcat2b",0.033799,0.011366,0,2,1,0,0.015055,0,0,1.015055
"LPCAT3","Lpcat3",17.182114,18.268868,21.190838,253,415,87,18.8806066666667,23.06878,23.06878,0.825991457259847
"LPCAT4","Lpcat4",47.639087,34.564449,49.824352,1128,1335,379,44.009296,77.87788,77.87788,0.570620001450343
"LPGAT1","Lpgat1",29.518062,25.453581,22.734786,4531,5939,1102,25.902143,28.67002,28.67002,0.906711320046296
"LPIN1","Lpin1",16.604598,14.705504,15.245272,1729,2395,500,15.518458,17.69575,17.69575,0.883540804728348
"LPIN2","Lpin2",22.20196,12.889828,16.506257,1508,1623,311,17.1993483333333,12.55091,12.55091,1.34303514179737
"LPIN3","Lpin3",1.188051,1.005947,0.27235,36,57,6,0.822116,4.8544,4.8544,0.311238726427986
"LPL","Lpl",1.49238,2.277069,1.174503,95,267,30,1.647984,8.63005,8.63005,0.274970950306592
"LPP","Lpp",0.896586,0.736053,1.092462,301,362,88,0.908367,15.37227,15.37227,0.116560928936549
"LPXN","Lpxn",0.623072,0.570832,0.563237,21,29,6,0.585713666666667,7.65502,7.65502,0.183213171854793
"LRAT","Lrat",0.114747,0.179175,0.056666,13,31,2,0.116862666666667,5.64272,5.64272,0.168133334939101
"LRBA","Lrba",5.450124,3.880458,5.510014,679,835,153,4.94686533333333,25.08108,25.08108,0.228014535185404
"LRCH1","Lrch1",149.352889,137.384455,110.93751,574,699,165,132.558284666667,2.86285,2.86285,34.5750636619767
"LRCH2","Lrch2",5.877511,5.246914,5.478219,255,358,63,5.53421466666667,2.53093,2.53093,1.85056477094325
"LRCH3","Lrch3",13.811664,11.277662,9.969843,973,1096,281,11.6863896666667,22.13524,22.13524,0.548357815465354
"LRCH4","Lrch4",23.389945,17.211734,26.910184,243,344,76,22.5039543333333,72.38038,72.38038,0.320302979261396
"LRCOL1","Lrcol1",0.082401,0,0,1,0,0,0.027467,2.03304,2.03304,0.33875814364466
"LRFN1","Lrfn1",10.1305,6.410169,9.054591,475,481,155,8.53175333333333,7.19862,7.19862,1.16260460093691
"LRFN2","Lrfn2",2.301197,1.653207,2.278125,160,175,50,2.07750966666667,3.07031,3.07031,0.756087292286501
"LRFN3","Lrfn3",4.243955,3.112324,4.365524,269,303,86,3.90726766666667,14.18979,14.18979,0.323063562212951
"LRFN4","Lrfn4",4.673364,3.880253,5.836836,281,365,104,4.79681766666667,29.97697,29.97697,0.187133140093
"LRFN5","Lrfn5",9.03226,7.471924,8.082239,665,769,184,8.19547433333333,5.14484,5.14484,1.49645464053309
"LRGUK","Lrguk",0.683712,0.486207,0.465755,65,85,15,0.545224666666667,1.3277,1.3277,0.663841846744283
"LRIF1","Lrif1",7.807186,8.322051,6.332266,251,387,63,7.48716766666667,8.73377,8.73377,0.871930163407053
"LRIG1","Lrig1",39.321354,34.031664,62.150729,2005,2696,701,45.1679156666667,31.26318,31.26318,1.43097846110231
"LRIG2","Lrig2",9.339115,7.132261,5.68707,969,1186,234,7.38614866666667,3.69266,3.69266,1.78707783360965
"LRIG3","Lrig3",1.889095,1.853649,1.913099,145,222,33,1.885281,6.67999,6.67999,0.375688119385572
"LRIT1","Lrit1",0,0,0,0,0,0,0,0,0,1
"LRIT2","Lrit2",0,0,0,0,0,0,0,0.49789,0.49789,0.66760576544339
"LRIT3","Lrit3",0.038543,0.064304,0.25873,2,5,1,0.120525666666667,0.12447,0.12447,0.996492273396948
"LRP1","Lrp1",108.165124,92.038423,110.895865,9325,11985,2192,103.699804,68.77069,68.77069,1.50062732646044
"LRP10","Lrp10",25.723333,19.959747,16.004878,565,837,188,20.5626526666667,21.8863,21.8863,0.94216420595145
"LRP11","Lrp11",46.025937,35.918466,47.259124,2235,2749,717,43.0678423333333,21.78257,21.78257,1.93427880758551
"LRP12","Lrp12",11.175125,8.792276,10.34155,997,1185,289,10.1029836666667,10.80831,10.80831,0.940268646966981
"LRP1B","Lrp1b",8.814155,6.78798,5.691971,885,1291,152,7.09803533333333,7.61353,7.61353,0.940152914465188
"LRP2","Lrp2",0.299995,0.242942,0.27916,77,94,19,0.274032333333333,19.39686,19.39686,0.0624621796361466
"LRP2BP","Lrp2bp",0.216251,0.377057,0.528779,8,15,5,0.374029,12.23973,12.23973,0.103780741752286
"LRP4","Lrp4",3.603776,2.916329,4.171985,631,760,185,3.56403,30.59933,30.59933,0.14443439148868
"LRP5","Lrp5",1.850456,1.72585,2.303253,207,306,72,1.959853,22.05226,22.05226,0.128397519375541
"LRP6","Lrp6",10.495244,9.37063,7.474253,1320,1618,308,9.11337566666667,6.4103,6.4103,1.36477277123283
"LRP8","Lrp8",15.837916,10.784709,6.810487,1286,1425,251,11.1443706666667,9.39762,9.39762,1.16799523993632
"LRPAP1","Lrpap1",67.491299,53.667405,68.107853,2177,2751,704,63.0888523333333,80.15987,80.15987,0.789661840677336
"LRPPRC","Lrpprc",31.002965,24.54175,23.497725,1698,2156,450,26.34748,32.63237,32.63237,0.813129731862488
"LRRC1","Lrrc1",9.266496,13.524778,6.86725,314,468,98,9.88617466666667,46.30353,46.30353,0.23013450934141
"LRRC10","Lrrc10",0,0.023849,0,0,1,0,0.00794966666666667,0.08298,0.08298,0.930718634385369
"LRRC14","Lrrc14",12.705203,8.359913,16.267336,361,433,135,12.4441506666667,19.35537,19.35537,0.660471937708166
"LRRC14B","Lrrc14b",0.018411,0,0.1134,1,0,2,0.043937,0.6846,0.6846,0.619694289445566
"LRRC15","Lrrc15",0.033504,0.028095,0,4,5,0,0.020533,0,0,1.020533
"LRRC17","Lrrc17",0.089191,0.089976,0.141206,4,6,2,0.106791,4.10757,4.10757,0.216696197996307
"LRRC18","Lrrc18",0.253505,0.222547,0.403847,8,16,5,0.293299666666667,0.29043,0.29043,1.00222380653477
"LRRC19","Lrrc19",0.146943,0.151236,0.137035,7,12,2,0.145071333333333,0.06224,0.06224,1.07797798363207
"LRRC2","Lrrc2",0.898547,0.97962,0.327256,47,61,7,0.735141,2.05379,2.05379,0.568192639310496
"LRRC20","Lrrc20",6.389798,5.375136,7.422477,445,565,164,6.39580366666667,21.47139,21.47139,0.32912088066945
"LRRC23","Lrrc23",4.911063,1.608625,1.405557,53,42,11,2.64174833333333,23.94008,23.94008,0.14601991386288
"LRRC24","Lrrc24",11.311878,6.931776,10.248933,354,363,95,9.497529,21.84481,21.84481,0.459514830720851
"LRRC25","Lrrc25",0.19546,0.566083,0.670206,8,15,3,0.477249666666667,1.65962,1.65962,0.555436365596088
"LRRC26","Lrrc26",0.404383,0.318766,0.431116,9,11,3,0.384755,0,0,1.384755
"LRRC27","Lrrc27",17.879831,15.933443,10.732561,192,284,70,14.8486116666667,18.96121,18.96121,0.793970489096937
"LRRC28","Lrrc28",9.281346,17.101849,14.854091,248,423,89,13.745762,15.84941,15.84941,0.875150049764354
"LRRC3","Lrrc3",0.706204,0.788217,0.531484,67,113,16,0.675301666666667,0.10373,0.10373,1.51785460816202
"LRRC30","Lrrc30",0,0.018884,0,0,1,0,0.00629466666666667,0,0,1.00629466666667
"LRRC32","Lrrc32",1.935095,0.749096,0.680652,56,43,18,1.12161433333333,11.76259,11.76259,0.166236973320724
"LRRC34","Lrrc34",0.165,0.090453,0.176301,6,5,2,0.143918,3.04956,3.04956,0.28247957802823
"LRRC36","Lrrc36",0.742857,0.449466,0.567839,28,24,7,0.586720666666667,1.92931,1.92931,0.541670450265307
"LRRC38","Lrrc38",0.256899,0.312101,0.273603,12,22,4,0.280867666666667,0.12447,0.12447,1.13908567295407
"LRRC39","Lrrc39",0.11161,0.333854,0.098419,7,22,2,0.181294333333333,3.23627,3.23627,0.278852465337038
"LRRC3B","Lrrc3b",7.430226,4.847016,3.591657,222,208,35,5.289633,15.51749,15.51749,0.380786245367789
"LRRC4","Lrrc4",10.149835,7.222627,9.142082,793,850,210,8.83818133333333,11.01576,11.01576,0.818773122410345
"LRRC40","Lrrc40",13.735282,10.346573,9.809766,402,502,107,11.297207,6.47254,6.47254,1.6456528837584
"LRRC41","Lrrc41",19.958982,22.010917,20.53833,666,868,266,20.8360763333333,29.14716,29.14716,0.724316198717668
"LRRC42","Lrrc42",32.742527,25.270479,35.089562,248,340,80,31.0341893333333,8.09067,8.09067,3.52385350401382
"LRRC43","Lrrc43",0.665363,0.396667,0.608381,28,25,8,0.556803666666667,4.48099,4.48099,0.28403694709654
"LRRC45","Lrrc45",24.589847,17.289368,22.474165,853,936,262,21.4511266666667,10.89129,10.89129,1.88803121164034
"LRRC46","Lrrc46",0.390706,0.702817,0.246268,10,27,2,0.446597,1.18248,1.18248,0.662822568820791
"LRRC47","Lrrc47",31.522175,23.01357,28.363019,660,905,191,27.6329213333333,40.45335,40.45335,0.690726354645242
"LRRC49","Lrrc49",66.029171,64.120417,62.028079,2486,3392,774,64.0592223333333,23.79487,23.79487,2.62389850534943
"LRRC4B","Lrrc4b",37.371979,34.949729,48.196795,1829,2596,728,40.1728343333333,112.64702,112.64702,0.362286968310593
"LRRC4C","Lrrc4c",13.123003,13.951625,9.720301,952,1140,221,12.2649763333333,30.28815,30.28815,0.423961670259614
"LRRC52","Lrrc52",0.47609,0.319231,0.451653,10,10,3,0.415658,0,0,1.415658
"LRRC55","Lrrc55",5.077461,4.088143,3.065984,363,434,67,4.077196,1.05801,1.05801,2.46704146238356
"LRRC56","Lrrc56",2.235301,2.64907,2.414212,74,131,35,2.432861,4.54322,4.54322,0.619290051630641
"LRRC57","Lrrc57",16.156371,16.660227,17.955542,383,493,134,16.9240466666667,7.61353,7.61353,2.08091765706588
"LRRC58","Lrrc58",10.331919,12.183202,9.154326,1865,3387,514,10.5564823333333,5.99539,5.99539,1.65201401685014
"LRRC59","Lrrc59",22.098331,17.955044,23.702627,1313,1616,451,21.2520006666667,16.76221,16.76221,1.25277207434585
"LRRC6","Lrrc6",1.012536,0.955638,1.032546,41,59,13,1.00024,7.24011,7.24011,0.242744332296535
"LRRC61","Lrrc61",24.88139,23.087176,31.014502,387,564,133,26.3276893333333,5.20707,5.20707,4.4026713623873
"LRRC63","Lrrc63",0.05849,0.012896,0,3,1,0,0.0237953333333333,2.73838,2.73838,0.273860691886147
"LRRC66","Lrrc66",0,0,0,0,0,0,0,0.43565,0.43565,0.696548601678682
"LRRC69","Lrrc69",0.090015,0.122368,0,2,4,0,0.0707943333333333,5.80869,5.80869,0.157268774659051
"LRRC7","Lrrc7",2.243043,1.820275,0.96884,261,235,41,1.677386,22.77835,22.77835,0.112597636084926
"LRRC71","Lrrc71",1.094692,0.703613,0.876024,29,32,9,0.891443,0.12447,0.12447,1.68207511094115
"LRRC8A","Lrrc8a",13.230822,13.738426,14.990727,1253,1957,443,13.9866583333333,37.90168,37.90168,0.385244501865558
"LRRC8B","Lrrc8b",9.072239,9.568264,8.364778,1334,2139,385,9.00176033333333,8.96197,8.96197,1.00399422336479
"LRRC8C","Lrrc8c",3.896357,3.613313,3.095046,595,815,148,3.53490533333333,22.13524,22.13524,0.196017215872121
"LRRC8D","Lrrc8d",11.96063,10.271401,14.729206,780,1160,211,12.3204123333333,85.82334,85.82334,0.153419717939132
"LRRC8E","Lrrc8e",0.134135,0.040302,0.1114,11,5,3,0.095279,0.06224,0.06224,1.03110314053321
"LRRC9","Lrrc9",0.840528,0.783541,0.765024,77,112,24,0.796364333333333,0.72609,0.72609,1.04071301805429
"LRRCC1","Lrrcc1",9.879906,8.154918,6.166175,666,850,175,8.06699966666667,14.97811,14.97811,0.567463840633634
"LRRD1","Lrrd1",0.141979,0.070935,0.058058,8,6,1,0.090324,0.2282,0.2282,0.88774141019378
"LRRFIP1","Lrrfip1",97.723441,75.00337,142.789803,703,774,203,105.172204666667,31.13871,31.13871,3.30356148914087
"LRRFIP2","Lrrfip2",31.342122,20.471487,16.36723,739,846,174,22.7269463333333,95.88481,95.88481,0.244898517459376
"LRRIQ1","Lrriq1",0.95273,1.016132,0.181099,33,45,5,0.716653666666667,5.87092,5.87092,0.249843349459267
"LRRIQ3","Lrriq3",0.244199,0.553497,0.385048,9,36,5,0.394248,2.80062,2.80062,0.366847514352921
"LRRIQ4","Lrriq4",0.027609,0,0.175202,1,0,2,0.0676036666666667,0,0,1.06760366666667
"LRRK1","Lrrk1",1.280434,1.439702,1.317094,106,113,38,1.34574333333333,4.68844,4.68844,0.412370233901269
"LRRK2","Lrrk2",9.211568,7.137628,8.500914,476,547,114,8.28337,3.63043,3.63043,2.00486131957507
"LRRN1","Lrrn1",25.338405,29.537966,24.050907,2020,3531,600,26.3090926666667,9.45986,9.45986,2.61084686283245
"LRRN3","Lrrn3",6.555783,4.464335,5.533255,551,555,146,5.517791,7.15713,7.15713,0.799029928418451
"LRRN4","Lrrn4",0.249002,0.099598,0.237864,20,12,6,0.195488,0.18671,0.18671,1.00739692089896
"LRRN4CL","Lrrn4cl",0.479841,0.462226,1.038761,24,36,17,0.660276,0.8713,0.8713,0.887231336504035
"LRRTM1","Lrrtm1",4.703565,3.93208,4.063815,263,334,70,4.23315333333333,9.16943,9.16943,0.514596524420084
"LRRTM2","Lrrtm2",5.366562,3.841227,3.853027,499,663,132,4.35360533333333,7.57204,7.57204,0.624542738173566
"LRRTM3","Lrrtm3",15.009959,13.834825,14.161548,497,575,125,14.335444,29.35461,29.35461,0.505209719380351
"LRRTM4","Lrrtm4",4.684648,3.829291,3.774327,283,356,76,4.09608866666667,8.87899,8.87899,0.515851181817844
"LRSAM1","Lrsam1",34.477187,28.870631,25.312399,1071,1637,366,29.5534056666667,55.61817,55.61817,0.539639583311624
"LRTM1","Lrtm1",0.015289,0.040708,0.038622,1,6,2,0.0315396666666667,0,0,1.03153966666667
"LRTM2","Lrtm2",8.760297,7.484786,7.462629,673,650,179,7.90257066666667,3.7549,3.7549,1.87229398445113
"LRTOMT","Lrrc51",3.646834,4.168702,6.914678,47,80,25,4.91007133333333,73.68733,73.68733,0.0791308423173426
"LSAMP","Lsamp",81.841239,64.111419,59.53145,7578,9493,1544,68.4947026666667,113.26938,113.26938,0.608165570397482
"LSG1","Lsg1",9.860848,9.346719,7.269141,280,418,83,8.82556933333333,7.55129,7.55129,1.14901603539739
"LSM1","Lsm1",24.732327,18.386142,20.01431,235,282,62,21.0442596666667,29.3961,29.3961,0.72523316039448
"LSM10","Lsm10",6.241475,4.694065,9.153719,41,59,23,6.69641966666667,41.07571,41.07571,0.182918355190362
"LSM11","Lsm11",6.321243,5.292596,6.057494,905,1132,273,5.89044433333333,2.46869,2.46869,1.98646876294317
"LSM12","Lsm12",15.193004,11.929339,13.932065,469,545,150,13.6848026666667,23.19325,23.19325,0.606979329633954
"LSM14A","Lsm14a",44.474235,37.910327,44.488869,1095,1493,327,42.2911436666667,48.75147,48.75147,0.870148031136902
"LSM14B","Lsm14b",22.885304,18.516478,18.432374,846,1112,230,19.9447186666667,35.8064,35.8064,0.569050998377094
"LSM2","Lsm2",7.930638,9.128313,8.034503,70,113,20,8.36448466666667,34.60317,34.60317,0.263023901148877
"LSM3","Lsm3",20.754239,19.772767,24.817351,181,255,68,21.7814523333333,10.04073,10.04073,2.06340091038666
"LSM4","Lsm4",47.980615,47.291131,57.28597,267,350,101,50.852572,127.87408,127.87408,0.402350666635215
"LSM5","Lsm5",16.759874,23.964309,8.459886,38,73,7,16.3946896666667,18.11065,18.11065,0.910209211443183
"LSM6","Lsm6",47.457548,45.11681,43.584294,721,933,202,45.3862173333333,9.89551,9.89551,4.25736999308278
"LSM7","Lsm7",20.851696,18.943484,24.608623,141,182,53,21.4679343333333,77.69118,77.69118,0.285520363696838
"LSP1","Lsp1",5.101202,5.504084,5.665416,43,68,17,5.42356733333333,15.57973,15.57973,0.387434978333986
"LSR","Lsr",2.313633,1.535097,4.120029,96,97,52,2.656253,12.55091,12.55091,0.269816049254257
"LSS","Lss",23.357072,38.023398,18.442693,1174,2282,343,26.607721,117.75037,117.75037,0.23248534720355
"LST1","Lst1",0.513989,0.853314,1.615896,2,5,2,0.994399666666667,50.97122,50.97122,0.0383750788737818
"LTA","Lta",0.111893,0.22196,0.118432,3,9,1,0.150761666666667,0.20745,0.20745,0.953051196046765
"LTA4H","Lta4h",28.820994,25.119065,40.07404,660,798,244,31.338033,15.55898,15.55898,1.9529000578538
"LTB","Ltb",0,0.092835,0.301486,0,3,2,0.131440333333333,2.61391,2.61391,0.313079277938115
"LTB4R2","Ltb4r2",0.111939,0.016766,0,5,2,0,0.0429016666666667,5.35229,5.35229,0.164177275701624
"LTBP1","Ltbp1",13.810232,6.894453,15.448486,177,191,66,12.051057,16.65848,16.65848,0.739081563079042
"LTBP2","Ltbp2",0.18245,0.125905,0.680838,8,13,5,0.329731,5.91241,5.91241,0.192368652901087
"LTBP3","Ltbp3",156.553889,128.636129,170.828727,1687,1814,469,152.006248333333,152.08385,152.08385,0.999493077377746
"LTBP4","Ltbp4",18.241696,13.670756,34.167219,912,1044,348,22.026557,45.90937,45.90937,0.490873294610437
"LTBR","Ltbr",32.99255,39.749831,12.414344,203,293,68,28.385575,32.77759,32.77759,0.869972517281428
"LTC4S","Ltc4s",2.024012,2.727379,2.138227,13,38,6,2.29653933333333,15.45525,15.45525,0.200333591609567
"LTF","Ltf",2.440767,17.225282,14.358771,19,47,5,11.3416066666667,10.06147,10.06147,1.11572934399014
"LTK","Ltk",3.426569,2.014642,3.652708,163,141,58,3.03130633333333,0.95428,0.95428,2.06280897994828
"LTN1","Ltn1",7.799131,7.156379,5.730582,1249,1695,298,6.895364,7.55129,7.55129,0.923295081794677
"LTV1","Ltv1",6.73276,7.32058,6.157276,227,330,74,6.736872,10.43489,10.43489,0.676602223545657
"LUC7L","Luc7l",22.320934,18.877857,13.836024,1660,1845,388,18.3449383333333,101.94244,101.94244,0.187919951512062
"LUC7L2","Luc7l2",58.424436,64.226677,45.157671,3320,5254,816,55.9362613333333,86.01005,86.01005,0.654364195093938
"LUC7L3","Luc7l3",80.160972,67.274082,78.242682,2434,2742,593,75.225912,281.74202,281.74202,0.269595272750757
"LUM","Lum",1.38713,0.73774,2.749603,68,55,42,1.62482433333333,8.69228,8.69228,0.27081598275466
"LURAP1","Lurap1",4.175104,5.547414,3.606927,538,666,146,4.44314833333333,8.67154,8.67154,0.562800581224224
"LURAP1L","Lurap1l",3.388112,2.074413,3.582632,210,198,69,3.01505233333333,5.58049,5.58049,0.610144887893353
"LUZP1","Luzp1",33.080307,21.872621,20.817804,3919,4127,985,25.2569106666667,6.11987,6.11987,3.68783568613846
"LUZP2","Luzp2",19.357326,19.056879,17.544111,1851,2931,518,18.652772,39.68577,39.68577,0.483037976176929
"LVRN","Lvrn",0,0.018081,0,0,3,0,0.006027,0.10373,0.10373,0.911479256702273
"LXN","Lxn",51.289625,45.511303,62.545664,924,1236,350,53.1155306666667,2.57242,2.57242,15.1481434620416
"LY6D","Ly6d",0,0,0,0,0,0,0,6.45179,6.45179,0.134195944866938
"LY6E","Ly6e",82.237781,60.465704,104.12629,1308,1525,518,82.2765916666667,144.28361,144.28361,0.573200181814498
"LY6G5B","Ly6g5b",0.212807,0.141887,0.144239,4,4,1,0.166311,21.67885,21.67885,0.0514272549093098
"LY6G5C","Ly6g5c",0,0,0.516655,0,0,1,0.172218333333333,7.03266,7.03266,0.145931526210911
"LY6G6C","Ly6g6c",0.061531,0,0,1,0,0,0.0205103333333333,4.68844,4.68844,0.179400737870723
"LY6G6D","Ly6g6d",0.931857,1.927759,3.84417,7,26,7,2.23459533333333,0.93354,0.93354,1.67288772579483
"LY6G6E","Ly6g6e",1.189852,1.953631,1.900578,16,46,9,1.68135366666667,0,0,2.68135366666667
"LY6H","Ly6h",43.717462,27.802456,45.956157,676,634,207,39.1586916666667,171.48071,171.48071,0.232830046134821
"LY6K","Ly6k",0,0.078392,0,0,1,0,0.0261306666666667,0.18671,0.18671,0.864685278346577
"LY75","Ly75",0.495355,0.410344,0.331714,71,88,14,0.412471,1.53515,1.53515,0.557154803463306
"LY86","Ly86",5.431272,9.342915,7.709072,112,287,50,7.49441966666667,7.13639,7.13639,1.04400350360131
"LY9","Ly9",0.229494,0.107816,0.65336,11,7,9,0.330223333333333,0.2282,0.2282,1.08306736145036
"LY96","Ly96",1.931974,3.957085,0.758654,15,29,2,2.21590433333333,0.99577,0.99577,1.61136019347587
"LYAR","Lyar",6.400596,6.561287,8.195016,132,174,52,7.05229966666667,7.738,7.738,0.92152662699321
"LYG1","Lyg1",0,0,0,0,0,0,0,2.199,2.199,0.312597686777118
"LYG2","Lyg2",0.036933,0,0,2,0,0,0.012311,0.49789,0.49789,0.675824660021764
"LYL1","Lyl1",0.428278,0.536679,1.296424,13,26,11,0.753793666666667,7.5098,7.5098,0.20609105580233
"LYN","Lyn",2.142772,2.043488,1.621431,113,160,38,1.935897,6.88744,6.88744,0.372224321199274
"LYNX1","Lynx1",78.179294,65.759853,75.163214,6779,8601,2100,73.0341203333333,166.04544,166.04544,0.443197493648036
"LYPD1","Lypd1",45.34574,30.073843,30.346174,610,593,142,35.2552523333333,41.17944,41.17944,0.859547977245154
"LYPD2","Lypd2",0,0.4546,0,0,3,0,0.151533333333333,0,0,1.15153333333333
"LYPD3","Lypd3",0.060521,0,0,2,0,0,0.0201736666666667,4.23204,4.23204,0.19498583089324
"LYPD4","Lypd4",0,0,0,0,0,0,0,0,0,1
"LYPD5","Lypd5",0.088169,0.214621,0.068163,4,15,1,0.123651,7.80024,7.80024,0.127684131341873
"LYPD6","Lypd6",11.30283,11.593932,7.894735,361,492,97,10.2638323333333,3.13254,3.13254,2.72564387358219
"LYPD6B","Lypd6b",13.694165,10.007887,11.998017,523,592,181,11.900023,5.33154,5.33154,2.03742264915013
"LYPD8","Lypd8",0.050169,0.067343,0.158709,1,2,1,0.0920736666666667,1.18248,1.18248,0.500381981354545
"LYPLA1","Lypla1",26.344924,24.373817,23.942842,531,899,132,24.8871943333333,5.64272,5.64272,3.89707745220833
"LYPLA2","Lypla2",37.258384,29.482256,50.452348,957,1253,422,39.0643293333333,35.82715,35.82715,1.08790197811488
"LYPLAL1","Lyplal1",3.429389,1.879758,1.252349,59,76,12,2.18716533333333,44.83061,44.83061,0.0695422848033952
"LYRM1","Lyrm1",10.702681,7.31733,9.904549,188,237,63,9.30818666666667,25.78642,25.78642,0.384828829931983
