"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"LYRM2","Lyrm2",13.979345,15.959054,26.31141,102,171,51,18.7499363333333,23.27624,23.27624,0.813550052781375
"LYRM4","Lyrm4",4.485339,3.798028,5.350851,192,240,72,4.54473933333333,62.94126,62.94126,0.0867161412417167
"LYRM7","Lyrm7",24.402204,20.236925,19.943269,182,224,54,21.527466,24.12679,24.12679,0.896551688456822
"LYSMD1","Lysmd1",6.706012,5.997768,7.420926,339,454,119,6.70823533333333,5.35229,5.35229,1.21345771892236
"LYSMD2","Lysmd2",29.109154,22.066466,25.862238,575,705,174,25.679286,17.75798,17.75798,1.42228992674051
"LYSMD3","Lysmd3",5.479307,6.112662,5.861974,150,259,49,5.817981,4.93738,4.93738,1.14831474488748
"LYSMD4","Lysmd4",15.558672,10.719431,12.918159,392,452,111,13.0654206666667,8.56781,8.56781,1.47007733918908
"LYST","Lyst",17.650442,19.14104,13.902238,1392,1688,299,16.8979066666667,5.3108,5.3108,2.83607572204264
"LYVE1","Lyve1",0.24667,0.141297,0.968071,15,13,9,0.452012666666667,5.89167,5.89167,0.210690974272806
"LYZ","Lyz1",0.045594,0.09139,0,1,3,0,0.0456613333333333,4.66769,4.66769,0.184495152934147
"LYZL2","Lyzl1",0,0,0,0,0,0,0,0,0,1
"LYZL4","Lyzl4",0.120077,0.131803,0,2,1,0,0.08396,0.53938,0.53938,0.704153620288688
"LYZL6","Lyzl6",0,0,0,0,0,0,0,0,0,1
"LZIC","Lzic",10.496497,9.949748,4.941135,161,213,48,8.46246,19.14792,19.14792,0.46964947250138
"LZTFL1","Lztfl1",22.456798,20.340993,20.075177,910,1184,223,20.957656,8.33961,8.33961,2.35102493573072
"LZTR1","Lztr1",83.516431,72.692671,75.228926,1688,2291,514,77.1460093333333,60.51406,60.51406,1.27037638766378
"LZTS1","Lzts1",23.205265,8.793547,1.52726,158,214,49,11.1753573333333,8.81676,8.81676,1.24026229971328
"LZTS2","Lzts2",23.838227,28.448161,19.067152,733,1154,270,23.7845133333333,123.7665,123.7665,0.198647179598156
"M6PR","M6pr",36.219347,34.067687,41.843018,1939,2719,704,37.376684,112.52255,112.52255,0.338053399963267
"MAB21L1","Mab21l1",3.728147,2.431635,2.717416,178,179,41,2.959066,0.66385,0.66385,2.37946088890224
"MAB21L2","Mab21l2",6.592825,4.893496,5.935867,360,403,102,5.807396,0.18671,0.18671,5.73636018909422
"MACF1","Macf1",76.316109,61.330908,62.383911,11772,15091,1924,66.676976,227.03665,227.03665,0.296781135839349
"MACROD1","Macrod1",6.339074,6.860463,10.789028,136,225,72,7.99618833333333,229.60906,229.60906,0.0390105589664748
"MACROD2","Macrod2",7.68947,9.825596,5.570551,560,711,133,7.69520566666667,22.23897,22.23897,0.37416484752408
"MAD1L1","Mad1l1",18.738992,16.976181,29.421221,329,548,120,21.7121313333333,225.99938,225.99938,0.100053715271528
"MAD2L1","Mad2l1",12.274035,8.140288,19.508255,134,167,44,13.307526,2.92509,2.92509,3.64514597117518
"MAD2L1BP","Mad2l1bp",4.295143,3.32154,5.507478,103,120,42,4.37472033333333,12.3642,12.3642,0.402172994517692
"MAD2L2","Mad2l2",17.143221,12.51208,19.236464,150,197,88,16.297255,48.21209,48.21209,0.351483852849981
"MADCAM1","Madcam1",0.263871,0.046384,0.11376,5,2,1,0.141338333333333,4.6262,4.6262,0.20286131551195
"MADD","Madd",92.560336,60.290737,41.105982,2480,2633,634,64.6523516666667,143.74424,143.74424,0.453574882611333
"MAEA","Maea",65.882541,54.459765,77.855685,1366,1734,527,66.065997,41.26242,41.26242,1.58689438512986
"MAEL","Mael",0.099238,0.044781,0,3,2,0,0.0480063333333333,2.15751,2.15751,0.331909109815435
"MAF","Maf",5.984959,3.728544,4.486231,521,534,118,4.73324466666667,12.23973,12.23973,0.433033352392131
"MAF1","Maf1",44.958392,33.736736,53.091124,630,741,229,43.9287506666667,79.82794,79.82794,0.555856683551092
"MAFA","Mafa",2.34687,1.315084,1.656769,115,96,25,1.77290766666667,0.10373,0.10373,2.51230614975281
"MAFB","Mafb",2.526386,2.284708,3.00398,179,245,66,2.60502466666667,4.75068,4.75068,0.626886675430848
"MAFF","Maff",0.704075,0.868754,0.931469,27,46,11,0.834766,15.22706,15.22706,0.113068294564758
"MAFG","Mafg",27.90898,23.104756,19.002114,1634,2010,475,23.3386166666667,20.14369,20.14369,1.15110544406708
"MAFK","Mafk",3.140557,4.013931,4.222166,192,366,81,3.792218,51.48985,51.48985,0.0912979938026114
"MAG","Mag",355.121194,546.173835,380.105503,9375,20722,4108,427.133510666667,492.45211,492.45211,0.867629303817683
"MAGEB16","Mageb16",0,0,0,0,0,0,0,0,0,1
"MAGEB18","Mageb18",0,0,0,0,0,0,0,0,0,1
"MAGEB2","Mageb4",0,0,0,0,0,0,0,0,0,1
"MAGED1","Maged1",144.281859,106.211757,144.270305,8289,9293,2513,131.587973666667,84.74458,84.74458,1.54631317415826
"MAGEE1","Magee1",37.191862,30.655212,32.943975,2890,3611,799,33.5970163333333,11.2647,11.2647,2.82086119785509
"MAGEH1","Mageh1",13.441057,12.755447,14.811653,354,517,122,13.6693856666667,50.55631,50.55631,0.28453133412121
"MAGEL2","Magel2",1.337132,0.550159,1.025096,138,87,33,0.970795666666667,0.49789,0.49789,1.31571454957752
"MAGI1","Magi1",35.836319,27.241063,26.393808,2311,2987,564,29.82373,12.8206,12.8206,2.23027437303735
"MAGI2","Magi2",19.879256,16.509191,13.166619,1344,1678,301,16.5183553333333,60.26512,60.26512,0.285943377460671
"MAGI3","Magi3",9.752884,6.960558,8.071741,1376,1467,351,8.26172766666667,7.40607,7.40607,1.10179045221687
"MAGIX","Magix",0.117921,0.122688,0.368317,7,11,6,0.202975333333333,9.91626,9.91626,0.110200318912643
"MAGOH","Magoh",20.096756,15.846348,22.857311,202,240,63,19.6001383333333,33.8356,33.8356,0.591353050710576
"MAGOHB","Magohb",5.458685,5.698202,6.502751,32,62,14,5.886546,10.87054,10.87054,0.580137550608481
"MAGT1","Magt1",7.872222,12.164161,8.808328,667,1471,240,9.61490366666667,24.29276,24.29276,0.419681508331501
"MAK","Mak",0.60598,0.70876,0.578144,60,65,17,0.630961333333333,1.24472,1.24472,0.726576737113463
"MAK16","Mak16",8.873029,8.810571,8.887415,314,420,101,8.857005,4.77142,4.77142,1.70789944242491
"MAL","Mal",180.242048,219.230894,211.241565,10175,18138,3521,203.571502333333,570.35074,570.35074,0.358048897133367
"MAL2","Mal2",6.054613,4.094565,4.662274,350,366,83,4.93715066666667,14.16905,14.16905,0.391398977962804
"MALL","Mall",0.481196,0.337758,0.304373,20,21,4,0.374442333333333,2.17826,2.17826,0.432451194469091
"MALSU1","Malsu1",8.977118,10.094945,12.549073,140,161,39,10.5403786666667,47.88017,47.88017,0.236095305451406
"MALT1","Malt1",4.602898,3.708499,3.247103,248,327,64,3.85283333333333,1.9708,1.9708,1.63351061442485
"MAMDC2","Mamdc2",0.417706,0.760996,0.971981,30,80,21,0.716894333333333,1.34844,1.34844,0.731078645114771
"MAMDC4","Mamdc4",3.893494,1.605813,1.517577,88,72,12,2.33896133333333,7.5098,7.5098,0.392366604777237
"MAML1","Maml1",1.615769,1.632648,1.866309,177,280,65,1.70490866666667,19.99848,19.99848,0.128814498319243
"MAMLD1","Mamld1",2.754763,1.999296,2.079526,294,305,70,2.27786166666667,9.48061,9.48061,0.312754855553891
"MAMSTR","Mamstr",0.528357,1.118574,0.721095,23,27,10,0.789342,4.75068,4.75068,0.311153115805435
"MAN1A2","Man1a2",13.500321,11.518403,6.3327,1562,1888,337,10.4504746666667,6.55552,6.55552,1.51551113181709
"MAN1B1","Man1b1",35.689608,29.101672,29.004964,1393,1806,455,31.2654146666667,42.54863,42.54863,0.740905389369692
"MAN2A1","Man2a1",2.348717,1.077271,2.19254,232,210,62,1.87284266666667,32.5079,32.5079,0.0857362791063202
"MAN2A2","Man2a2",81.400763,57.969279,26.881906,3283,4189,792,55.417316,213.324,213.324,0.263233776898527
"MAN2B1","Man2b1",10.558456,9.58197,10.961689,756,1087,254,10.3673716666667,48.56476,48.56476,0.229343825465243
"MAN2B2","Man2b2",8.919358,8.301577,7.981369,498,725,164,8.400768,26.20132,26.20132,0.345599698838145
"MAN2C1","Man2c1",73.787715,58.823826,68.426111,1029,1322,285,67.0125506666667,178.22294,178.22294,0.37948574365908
"MANBA","Manba",18.281348,21.696577,15.154616,297,389,95,18.3775136666667,13.17327,13.17327,1.3671872240257
"MANBAL","Manbal",17.015097,16.332195,17.442194,341,496,111,16.9298286666667,49.12489,49.12489,0.357703102523849
"MANEA","Manea",9.987394,7.613977,6.5895,752,1058,192,8.06362366666667,1.86708,1.86708,3.16127337453669
"MANEAL","Maneal",16.326401,13.844848,18.763618,914,1161,331,16.3116223333333,12.03228,12.03228,1.32836482436944
"MANF","Manf",35.442861,29.449417,40.288812,435,507,143,35.0603633333333,42.09223,42.09223,0.836818222991322
"MANSC1","Mansc1",2.052846,1.559153,2.392112,101,116,37,2.00137033333333,14.16905,14.16905,0.197861456935888
"MANSC4","Mansc4",0.243495,0.193432,0.307198,3,6,2,0.248041666666667,0.29043,0.29043,0.967151776281291
"MAOA","Maoa",12.523246,11.209369,12.323899,1089,1497,332,12.018838,9.2939,9.2939,1.26471385966446
"MAOB","Maob",8.551144,7.521203,8.201561,404,485,120,8.09130266666667,47.77644,47.77644,0.186387171074122
"MAP1A","Map1a",138.417667,126.36861,67.790757,28457,39777,5179,110.859011333333,100.46952,100.46952,1.10239026786895
"MAP1B","Map1b",131.69076,124.649248,92.373781,35197,49731,7786,116.237929666667,106.58939,106.58939,1.08967928590976
"MAP1LC3A","Map1lc3a",108.14882,97.673421,141.799919,1511,2079,630,115.874053333333,295.12275,295.12275,0.394681102121783
"MAP1LC3B","Map1lc3b",91.939614,90.856455,129.639342,3486,5097,1441,104.145137,55.86711,55.86711,1.84896220328411
"MAP1S","Map1s",16.261712,8.335933,8.832095,624,748,204,11.1432466666667,27.57051,27.57051,0.425027297960963
"MAP2","Map2",197.25825,155.934822,116.065057,17026,21203,3477,156.419376333333,164.82147,164.82147,0.949330483762647
"MAP2K1","Map2k1",56.466331,42.995772,51.158807,1818,2186,546,50.20697,51.67656,51.67656,0.972101633060321
"MAP2K2","Map2k2",56.121161,55.344057,75.854965,1006,1437,438,62.440061,125.19793,125.19793,0.50270286525302
"MAP2K3","Map2k3",8.26373,6.294069,7.968711,249,283,91,7.50883666666667,9.25241,9.25241,0.829935270503878
"MAP2K4","Map2k4",74.561301,53.966886,57.421441,4222,4998,1245,61.9832093333333,20.64158,20.64158,2.91028701847709
"MAP2K5","Map2k5",8.853842,7.763189,11.017623,418,552,162,9.21155133333333,57.65121,57.65121,0.174106405193232
"MAP2K6","Map2k6",3.669832,3.698385,4.824003,150,209,51,4.06407333333333,7.11564,7.11564,0.623989399891239
"MAP2K7","Map2k7",81.984465,86.110291,117.435434,1488,1985,432,95.17673,52.79681,52.79681,1.78777756524969
"MAP3K1","Map3k1",3.792352,4.56678,7.279281,228,310,74,5.21280433333333,5.78794,5.78794,0.9152709560387
"MAP3K10","Map3k10",26.042739,23.906932,27.275326,1234,1596,422,25.7416656666667,110.11609,110.11609,0.240664206836892
"MAP3K11","Map3k11",10.6187,10.817337,10.443253,413,598,143,10.62643,70.22287,70.22287,0.163240122168624
"MAP3K12","Map3k12",21.325503,16.032044,18.990161,1724,2013,534,18.7825693333333,32.40417,32.40417,0.592218556345909
"MAP3K13","Map3k13",3.189356,2.479274,2.371352,616,718,144,2.679994,44.45719,44.45719,0.0809551580289059
"MAP3K14","Map3k14",0.766637,0.830072,0.566199,49,81,13,0.720969333333333,4.27353,4.27353,0.326341053020147
"MAP3K15","Map3k15",0.490491,0.193904,0.373633,46,27,11,0.352676,5.39378,5.39378,0.211561236076312
"MAP3K2","Map3k2",3.037927,2.839062,2.376374,635,903,154,2.751121,9.21092,9.21092,0.367363665565884
"MAP3K3","Map3k3",7.576159,6.383504,5.668281,368,439,102,6.542648,10.43489,10.43489,0.65961701424325
"MAP3K4","Map3k4",8.497453,7.952567,7.03644,963,1234,267,7.82882,25.80716,25.80716,0.329345592744625
"MAP3K5","Map3k5",4.963163,4.767957,5.003485,294,394,77,4.911535,9.41837,9.41837,0.567414576368472
"MAP3K6","Map3k6",1.507719,1.60578,3.558957,101,102,22,2.224152,17.0319,17.0319,0.178802677477138
"MAP3K7","Map3k7",16.773892,13.99004,14.546009,1245,1594,331,15.1033136666667,18.3596,18.3596,0.831799916664945
"MAP3K8","Map3k8",1.196379,0.912347,1.002446,48,41,12,1.03705733333333,4.93738,4.93738,0.343090274385896
"MAP3K9","Map3k9",8.002372,5.912564,4.146592,702,796,119,6.02050933333333,5.12409,5.12409,1.14637592415091
"MAP4","Map4",207.096636,217.657417,217.594764,13925,20222,4315,214.116272333333,972.68523,972.68523,0.220929994319964
"MAP4K1","Map4k1",0.137747,0.469987,0.496826,8,33,4,0.368186666666667,9.7088,9.7088,0.127762836794661
"MAP4K2","Map4k2",294.949478,223.445609,251.615464,2322,2905,719,256.670183666667,34.85212,34.85212,7.18702781499857
"MAP4K3","Map4k3",10.980277,8.439113,9.619644,901,1046,251,9.679678,27.23859,27.23859,0.378194449510404
"MAP4K4","Map4k4",153.986847,185.11731,151.104425,3178,4865,862,163.402860666667,1394.56181,1394.56181,0.117804069650392
"MAP4K5","Map4k5",12.28168,12.013446,10.829947,777,1214,232,11.7083576666667,36.11758,36.11758,0.342381094528972
"MAP6","Map6",40.202156,35.424551,41.432551,2167,2864,650,39.0197526666667,55.09954,55.09954,0.713370424546559
"MAP6D1","Map6d1",13.078675,13.844598,17.666125,915,1441,389,14.8631326666667,95.13798,95.13798,0.165003806681466
"MAP7","Map7",100.316521,120.433125,44.213108,2471,4879,646,88.320918,136.31742,136.31742,0.650470406449524
"MAP7D1","Map7d1",104.9481,97.226641,133.118984,3101,5137,1130,111.764575,387.12818,387.12818,0.290534366765124
"MAP7D2","Map7d2",82.270069,73.086981,72.923961,5233,6967,1555,76.0936703333333,16.13985,16.13985,4.49791977953911
"MAP7D3","Map7d3",0.035041,0.023882,0.052207,2,2,1,0.0370433333333333,3.92086,3.92086,0.210744327888486
"MAP9","Map9",54.876702,25.977097,7.417883,1338,1611,310,29.423894,4.68844,4.68844,5.34837213717645
"MAPK1","Mapk1",100.851738,76.397104,93.242303,4604,5288,1315,90.163715,50.53557,50.53557,1.76894744736499
"MAPK10","Mapk10",162.350398,137.654067,115.022781,4492,5689,1227,138.342415333333,455.91962,455.91962,0.304960455261985
"MAPK11","Mapk11",10.820669,8.608194,8.116554,487,567,136,9.18180566666667,25.53747,25.53747,0.3836765775587
"MAPK12","Mapk12",16.018099,13.534192,16.644426,368,429,118,15.3989056666667,16.38879,16.38879,0.943073420673127
"MAPK13","Mapk13",0.097048,0.064199,0.305552,2,3,2,0.155599666666667,2.38571,2.38571,0.341316789289888
"MAPK14","Mapk14",170.217425,99.885683,84.578957,1014,1130,279,118.227355,8.79601,8.79601,12.1710119732422
"MAPK15","Mapk15",2.690863,1.755034,2.786102,41,42,14,2.41066633333333,6.82521,6.82521,0.435856204924
"MAPK1IP1L","Mapk1ip1l",8.083197,6.845292,6.977369,666,825,199,7.30195266666667,16.13985,16.13985,0.484365538010348
"MAPK3","Mapk3",137.580166,186.051063,139.11703,2032,3357,850,154.249419666667,269.19111,269.19111,0.574591146491336
"MAPK4","Mapk4",6.755845,7.134968,6.205463,638,911,197,6.69875866666667,16.45103,16.45103,0.441163568377721
"MAPK6","Mapk6",57.489839,35.691878,47.69919,2076,2663,581,46.9603023333333,17.17711,17.17711,2.63849986787412
"MAPK7","Mapk7",6.328229,7.809748,4.638332,226,382,77,6.25876966666667,10.6216,10.6216,0.624592970560565
"MAPK8","Mapk8",29.027707,22.993019,18.863263,1610,1859,406,23.6279963333333,39.7895,39.7895,0.603782746376723
"MAPK8IP1","Mapk8ip1",88.205971,86.730031,92.846751,5654,8458,1849,89.2609176666667,510.45904,510.45904,0.176477314129919
"MAPK8IP2","Mapk8ip2",104.815775,89.058308,69.036366,5567,6998,1646,87.6368163333333,146.44113,146.44113,0.601167505521243
"MAPK8IP3","Mapk8ip3",133.894079,100.878576,92.734407,8637,10523,2503,109.169020666667,205.52376,205.52376,0.533444774909515
"MAPK9","Mapk9",81.593544,61.868311,61.086634,6208,7317,1711,68.1828296666667,29.14716,29.14716,2.29483737992788
"MAPKAP1","Mapkap1",22.763781,24.151195,31.51253,687,1054,220,26.142502,153.619,153.619,0.175544415628092
"MAPKAPK2","Mapkapk2",10.664865,12.166746,12.297771,564,786,223,11.709794,69.55902,69.55902,0.180129967791503
"MAPKAPK3","Mapkapk3",1.94073,1.879305,0.989276,79,84,19,1.60310366666667,10.95352,10.95352,0.217768796694753
"MAPKAPK5","Mapkapk5",36.94792,41.664779,45.865645,376,531,128,41.4927813333333,25.45449,25.45449,1.60625970613432
"MAPKBP1","Mapkbp1",10.366803,7.155151,4.513335,873,817,176,7.34509633333333,19.10643,19.10643,0.415046148586961
"MAPRE1","Mapre1",31.772797,33.504449,35.165094,1868,2697,587,33.48078,27.23859,27.23859,1.22105175931235
"MAPRE2","Mapre2",62.260955,55.274743,47.964251,4062,5492,1205,55.1666496666667,236.66247,236.66247,0.236329487220539
"MAPRE3","Mapre3",128.267209,99.491967,122.211028,2307,2957,751,116.656734666667,221.64287,221.64287,0.528454985630874
"MAPT","Mapt",146.764098,133.386378,89.432842,7239,9548,2167,123.194439333333,456.54198,456.54198,0.271438348309227
"MARCKS","Marcks",14.657747,16.776098,11.576234,1108,2005,266,14.336693,87.66967,87.66967,0.172964363124392
"MARCKSL1","Marcksl1",21.169629,33.747739,22.44947,646,1559,214,25.788946,617.73302,617.73302,0.0432964544222967
"MARCO","Marco",0.025354,0.067023,0,1,4,0,0.0307923333333333,2.55167,2.55167,0.290227507998585
"MARK1","Mark1",17.664274,11.318228,12.40317,1327,1503,357,13.795224,18.89898,18.89898,0.743516702866177
"MARK2","Mark2",29.983564,24.564341,22.114894,1090,1393,317,25.5542663333333,27.75722,27.75722,0.92339476254427
"MARK3","Mark3",39.60979,34.494048,34.744075,1093,1311,314,36.2826376666667,79.45453,79.45453,0.463400105210566
"MARK4","Mark4",18.210617,14.974945,18.071232,1153,1392,355,17.085598,34.45796,34.45796,0.510057487796816
"MARS2","Mars2",1.339522,1.498602,0.716822,291,526,48,1.184982,1.76335,1.76335,0.790700417970941
"MARVELD1","Marveld1",2.665616,1.819265,3.531873,175,183,71,2.67225133333333,6.26508,6.26508,0.505466055891103
"MARVELD2","Marveld2",0.21233,0.196297,0.429127,14,18,6,0.279251333333333,1.53515,1.53515,0.504605776121071
"MARVELD3","Marveld3",0.174984,0.382209,0.503371,9,16,5,0.353521333333333,0.6431,0.6431,0.823760777392328
"MAS1","Mas1",0.752846,0.663738,1.67819,6,14,2,1.03159133333333,1.01652,1.01652,1.00747393198844
"MASP1","Masp1",5.904838,5.405514,4.850756,311,449,91,5.387036,9.48061,9.48061,0.609414528352834
"MASP2","Masp2",0.091895,0.568039,0.274841,2,17,1,0.311591666666667,0.91279,0.91279,0.685695589514095
"MAST1","Mast1",24.818231,20.830855,22.911368,2440,3052,742,22.8534846666667,36.73994,36.73994,0.632048823253738
"MAST2","Mast2",52.596361,39.515289,37.038777,2238,2595,606,43.0501423333333,39.27087,39.27087,1.09384630462002
"MAST3","Mast3",31.382469,30.115613,19.02776,1670,3027,447,26.8419473333333,49.97545,49.97545,0.546183453669037
"MAST4","Mast4",12.245871,10.988144,8.369286,2023,3101,478,10.5344336666667,16.28507,16.28507,0.667306158821843
"MASTL","Mastl",0.591949,0.421463,0.305618,44,65,11,0.439676666666667,3.54745,3.54745,0.316589883707719
"MAT1A","Mat1a",0.171836,0.009643,0,1,1,0,0.060493,0.6431,0.6431,0.645422068042115
"MAT2A","Mat2a",140.955254,162.938947,112.331719,4500,5723,1195,138.741973333333,187.01895,187.01895,0.743233452443668
"MAT2B","Mat2b",25.876101,22.418758,30.105411,934,1194,309,26.1334233333333,26.98965,26.98965,0.969409168508121
"MATK","Matk",32.593304,24.357283,27.966029,1026,1094,309,28.3055386666667,56.46873,56.46873,0.509938860083852
"MATN1","Matn1",0.121605,0.143767,0,5,9,0,0.0884573333333333,0.74683,0.74683,0.623104328030394
"MATN2","Matn2",3.894761,2.592971,3.580658,300,292,67,3.35613,37.79795,37.79795,0.112277323930775
"MATN3","Matn3",0.073875,0.011445,0,4,1,0,0.02844,2.28198,2.28198,0.313359618279209
"MATN4","Matn4",2.274924,2.282685,2.757039,131,200,44,2.438216,0.16596,0.16596,2.94882843322241
"MATR3","Matr3",154.233498,148.493799,122.907435,5225,6938,1180,141.878244,151.10882,151.10882,0.939315971289502
"MAU2","Mau2",14.045107,12.591283,13.193992,1366,1777,384,13.276794,48.37806,48.37806,0.289132339342615
"MAVS","Mavs",3.557182,3.578839,3.944903,222,331,78,3.69364133333333,8.69228,8.69228,0.484265965627627
"MAX","Max",159.250433,112.49604,71.466581,751,948,243,114.404351333333,154.28285,154.28285,0.74318800391243
"MAZ","Maz",45.413795,41.757513,40.117067,1326,1881,420,42.4294583333333,155.07117,155.07117,0.278267013269224
"MB","Mb",2.481486,2.312387,0.520524,14,30,2,1.77146566666667,78.35503,78.35503,0.0349248896593785
"MB21D2","Mb21d2",5.945352,4.857729,6.239001,384,477,129,5.680694,2.26124,2.26124,2.04851344887221
"MBD1","Mbd1",14.342555,9.732781,9.439646,792,927,205,11.1716606666667,52.58935,52.58935,0.227128350440277
"MBD2","Mbd2",31.216047,31.708601,31.790631,514,684,161,31.5717596666667,31.38765,31.38765,1.00568456392071
"MBD3","Mbd3",55.708443,49.783949,72.463946,1031,1415,407,59.3187793333333,102.41958,102.41958,0.583243321364613
"MBD3L1","Mbd3l1",0,0,0,0,0,0,0,0,0,1
"MBD4","Mbd4",3.166674,2.356355,3.214068,123,150,37,2.91236566666667,21.07723,21.07723,0.177212705881429
"MBD5","Mbd5",17.20684,10.771348,10.472919,742,899,166,12.8170356666667,48.93818,48.93818,0.27668280395214
"MBD6","Mbd6",12.723658,13.531608,16.719314,707,956,225,14.32486,39.1049,39.1049,0.382119391894756
"MBIP","Mbip",10.708024,9.651304,8.754017,233,300,70,9.70444833333333,15.35153,15.35153,0.654645059718163
"MBL1P","Mbl1",0,0,0,0,0,0,0,1.74261,1.74261,0.364616186770995
"MBL2","Mbl2",0.050455,0.033815,0,1,1,0,0.02809,0,0,1.02809
"MBLAC1","Mblac1",0.886586,1.067412,1.55734,22,40,12,1.170446,6.72148,6.72148,0.281091966825013
"MBLAC2","Mblac2",6.091205,5.570873,6.590313,442,598,103,6.08413033333333,1.72186,1.72186,2.6026799076122
"MBNL1","Mbnl1",34.124832,29.818643,23.462461,2192,3390,567,29.135312,26.13909,26.13909,1.11040244901358
"MBNL2","Mbnl2",75.050249,65.380306,79.87436,3323,5188,1003,73.4349716666667,81.94396,81.94396,0.897412803375516
"MBNL3","Mbnl3",0.182118,0.149754,0.042079,14,20,1,0.124650333333333,1.68037,1.68037,0.419587718610988
"MBOAT1","Mboat1",7.038034,7.155536,8.140994,259,379,107,7.44485466666667,5.06186,5.06186,1.39311278496479
"MBOAT2","Mboat2",19.827033,18.457603,13.140711,1739,2360,459,17.1417823333333,71.88249,71.88249,0.248918256406077
"MBOAT4","Mboat4",0.107477,0.071196,0.340378,4,4,4,0.173017,0,0,1.173017
"MBOAT7","Mboat7",74.568141,60.007457,61.50944,2191,2419,651,65.3616793333333,80.18061,80.18061,0.817457263912323
"MBP","Mbp",9141.103611,15535.576799,10460.063739,153855,365409,64758,11712.2480496667,43264.75377,43264.75377,0.270727932117723
"MBTD1","Mbtd1",4.582081,4.79312,3.444514,416,596,90,4.27323833333333,4.93738,4.93738,0.888142300700533
