"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"PGK1","Pgk1",132.830024,115.134578,144.928619,4929,6326,1697,130.964407,165.56803,165.56803,0.792255314540251
"PGK2","Pgk2",0,0,0,0,0,0,0,0,0,1
"PGLS","Pgls",10.695654,8.226917,15.160251,206,233,75,11.3609406666667,83.79263,83.79263,0.145778479411084
"PGLYRP1","Pglyrp1",8.401719,7.565471,7.966014,94,116,28,7.97773466666667,1.89309,1.89309,3.10316466707454
"PGLYRP2","Pglyrp2",0.049836,0.033088,0,3,3,0,0.0276413333333333,0.0931,0.0931,0.940116488274937
"PGLYRP3","Pglyrp3",0,0,0,0,0,0,0,0.34138,0.34138,0.745500902056091
"PGLYRP4","Pglyrp4",0,0,0,0,0,0,0,0,0,1
"PGM1","Pgm1",3.558544,3.698746,4.067678,133,155,45,3.77498933333333,21.53781,21.53781,0.211865719576717
"PGM2","Pgm2",29.601924,27.702367,31.139882,1479,2076,492,29.481391,7.29306,7.29306,3.67553002148785
"PGM2L1","Pgm2l1",16.540395,13.644704,10.977364,2930,3721,562,13.720821,2.2655,2.2655,4.50798376971367
"PGM3","Pgm3",5.76343,5.115956,4.04515,198,316,60,4.97484533333333,32.05844,32.05844,0.180735852427802
"PGM5","Pgm5",3.002715,5.595497,5.297254,148,325,49,4.631822,24.14469,24.14469,0.223976593069948
"PGP","Pgp",24.876566,20.58062,28.212947,1338,1640,472,24.556711,14.7413,14.7413,1.62354513286704
"PGPEP1","Pgpep1",35.137411,38.446853,39.937185,329,536,122,37.840483,44.56526,44.56526,0.852414383238458
"PGPEP1L","Pgpep1l",0.362579,0.198489,0,6,4,0,0.187022666666667,0.31034,0.31034,0.905889056784244
"PGR","Pgr",3.566273,2.69768,2.547904,481,561,106,2.93728566666667,0.62069,0.62069,2.42938851147762
"PGRMC1","Pgrmc1",61.966259,46.108756,51.617222,2300,2617,595,53.2307456666667,146.01641,146.01641,0.368875458642111
"PGRMC2","Pgrmc2",29.765245,30.572474,27.062894,1545,2162,532,29.1335376666667,28.83087,28.83087,1.01014612267985
"PGS1","Pgs1",28.644949,24.399557,34.598506,1409,1803,517,29.2143373333333,40.06529,40.06529,0.735763398561981
"PHACTR1","Phactr1",93.183949,129.651927,99.633153,2546,3781,821,107.489676333333,18.34128,18.34128,5.60922939605514
"PHACTR3","Phactr3",22.987152,20.380891,21.839576,1124,1547,328,21.735873,125.99929,125.99929,0.17902362288797
"PHACTR4","Phactr4",10.219138,10.391637,7.497455,492,885,132,9.36941,16.44818,16.44818,0.594297514124682
"PHAX","Phax",17.869037,14.355609,18.269961,479,587,154,16.8315356666667,21.04126,21.04126,0.809007092455997
"PHB","Phb",45.896076,47.578116,47.602042,1056,1583,422,47.0254113333333,105.79595,105.79595,0.449693189051957
"PHB2","Phb2",85.46404,85.74269,61.580209,734,970,259,77.5956463333333,115.13728,115.13728,0.676747779294756
"PHC1","Phc1",10.279572,12.73101,10.856277,808,1263,243,11.288953,13.59303,13.59303,0.842111131135892
"PHC2","Phc2",21.508112,21.805312,25.422241,1090,1569,405,22.9118883333333,79.35472,79.35472,0.297579138267588
"PHC3","Phc3",7.520476,6.376278,5.00266,1731,2168,369,6.29980466666667,6.64134,6.64134,0.955304261643464
"PHEX","Phex",0.042145,0.090314,0.044811,3,10,1,0.05909,2.23447,2.23447,0.327438498424781
"PHF1","Phf1",13.51261,10.728155,13.825862,650,741,205,12.6888756666667,93.6305,93.6305,0.14465606402446
"PHF10","Phf10",24.164535,22.559698,28.169446,1078,1690,294,24.9645596666667,60.88931,60.88931,0.419532220777169
"PHF11","Phf11a",0.107139,0.039889,0,3,2,0,0.0490093333333333,59.33759,59.33759,0.0173856684254929
"PHF12","Phf12",19.568527,16.308617,19.108541,630,752,182,18.3285616666667,25.63434,25.63434,0.725700793286662
"PHF13","Phf13",2.607514,2.149189,2.770733,176,217,59,2.50914533333333,9.6827,9.6827,0.328488615549752
"PHF14","Phf14",22.169374,22.114545,30.167092,865,1356,228,24.8170036666667,118.24071,118.24071,0.216511656687273
"PHF19","Phf19",1.06702,0.997313,0.147486,31,31,3,0.737273,19.83092,19.83092,0.0833987649129275
"PHF2","Phf2",6.450551,5.200581,5.406862,766,936,202,5.685998,28.7688,28.7688,0.224597498051651
"PHF20","Phf20",53.967904,34.977158,32.672821,1718,2116,444,40.5392943333333,10.4896,10.4896,3.61538211367962
"PHF20L1","Phf20l1",12.820895,12.654199,9.58557,1062,1473,240,11.686888,11.63787,11.63787,1.00387865993241
"PHF21A","Phf21a",24.523966,16.534374,15.975557,664,855,178,19.011299,103.59252,103.59252,0.191326291784537
"PHF21B","Phf21b",10.891164,7.224477,21.325695,87,125,41,13.147112,1.48965,1.48965,5.68236981101761
"PHF23","Phf23",18.434844,24.466141,18.375505,587,772,205,20.4254966666667,16.97577,16.97577,1.19190981341365
"PHF5A","Phf5a",35.26097,28.769777,28.427075,347,433,109,30.819274,28.6757,28.6757,1.07223330873408
"PHF6","Phf6",8.604264,6.98829,4.551586,437,511,117,6.71471333333333,7.82065,7.82065,0.874619595305712
"PHF7","Phf7",2.643289,1.729813,2.496764,75,82,26,2.28995533333333,16.10681,16.10681,0.192318458750248
"PHF8","Phf8",5.326177,4.798518,5.035434,570,589,129,5.05337633333333,7.60341,7.60341,0.703601982624719
"PHGDH","Phgdh",49.055402,62.184329,48.279443,1039,1959,396,53.173058,107.31663,107.31663,0.500136110216871
"PHGR1","Phgr1",0,0,0,0,0,0,0,2.54481,2.54481,0.282102566851256
"PHIP","Phip",3.162229,3.732587,2.300415,623,1081,142,3.065077,2.23447,2.23447,1.25679848630533
"PHKA1","Phka1",8.384938,6.413478,6.792769,1149,1275,292,7.19706166666667,1.9862,1.9862,2.74498080057152
"PHKA2","Phka2",23.959008,20.080774,7.179806,499,581,121,17.073196,17.68955,17.68955,0.967021463866171
"PHKB","Phkb",26.903372,23.2262,20.854138,1284,1587,339,23.6612366666667,31.56189,31.56189,0.757365026006373
"PHKG1","Phkg1",24.735269,22.802284,17.53517,646,913,209,21.6909076666667,13.8413,13.8413,1.52890297121321
"PHKG2","Phkg2",38.017839,34.683123,39.577818,812,1064,313,37.42626,32.52395,32.52395,1.14623306621087
"PHLDA1","Phlda1",3.001609,3.470643,3.644882,112,182,42,3.372378,3.44481,3.44481,0.983704140334458
"PHLDA2","Phlda2",0,0,0,0,0,0,0,5.08963,5.08963,0.164213589331372
"PHLDA3","Phlda3",50.326811,41.286709,64.076136,836,1007,353,51.896552,116.09934,116.09934,0.451723741568484
"PHLDB1","Phldb1",93.714599,99.68889,84.420285,4097,6753,1399,92.6079246666667,155.60601,155.60601,0.597728814281564
"PHLDB2","Phldb2",2.144424,1.520309,1.85942,180,222,54,1.84138433333333,4.93445,4.93445,0.47879488972581
"PHLPP1","Phlpp1",23.428975,21.919059,21.927343,2906,4166,866,22.4251256666667,31.00327,31.00327,0.731960379882014
"PHLPP2","Phlpp2",7.185079,5.115618,5.658209,1242,1327,315,5.986302,2.60688,2.60688,1.9369377412057
"PHOSPHO1","Phospho1",45.744334,39.158652,64.046569,814,1108,319,49.6498516666667,1.76896,1.76896,18.2920127653222
"PHOSPHO2","Phospho2",10.599295,9.332557,13.199225,481,587,137,11.0436923333333,5.36894,5.36894,1.89100420687482
"PHOX2A","Phox2a",0.103056,0.045648,0.11142,3,2,1,0.086708,0,0,1.086708
"PHOX2B","Phox2b",0,0,0,0,0,0,0,0,0,1
"PHPT1","Phpt1",37.39391,35.758071,41.69911,430,630,160,38.283697,297.30866,297.30866,0.131688087767884
"PHRF1","Phrf1",14.428428,13.512059,17.742997,713,889,187,15.227828,17.47231,17.47231,0.878494784896962
"PHTF1","Phtf1",17.233828,15.931948,18.77572,946,1079,246,17.313832,5.95859,5.95859,2.63183087378334
"PHTF2","Phtf2",3.387422,3.489575,3.447705,269,304,77,3.44156733333333,6.29996,6.29996,0.608437215181088
"PHYH","Phyh",68.964969,62.292722,78.28156,1541,2170,512,69.846417,12.22752,12.22752,5.35598638293497
"PHYHD1","Phyhd1",25.775742,25.91085,27.739055,362,572,119,26.4752156666667,56.29623,56.29623,0.479529205790096
"PHYHIP","Phyhip",59.756772,36.855342,44.507629,1584,1870,432,47.0399143333333,19.64472,19.64472,2.32698308978438
"PHYHIPL","Phyhipl",116.799073,106.872723,128.376679,3405,4618,1189,117.349491666667,596.138,596.138,0.198194540737094
"PI15","Pi15",0.719385,0.822713,0.507415,93,175,20,0.683171,0.31034,0.31034,1.28452996932094
"PI16","Pi16",2.027543,0.747088,4.61344,59,58,40,2.46269033333333,44.19285,44.19285,0.0766203134640399
"PI4K2A","Pi4k2a",22.781031,21.529541,25.422266,1663,2218,577,23.2442793333333,9.89994,9.89994,2.22425805401987
"PI4K2B","Pi4k2b",1.030583,0.947475,1.430341,49,76,15,1.136133,8.93788,8.93788,0.214948560457562
"PI4KA","Pi4ka",77.543087,62.370115,80.527928,4085,5004,1046,73.4803766666667,50.30661,50.30661,1.45167214646742
"PI4KB","Pi4kb",24.278605,21.915754,25.274478,804,991,238,23.8229456666667,41.77218,41.77218,0.580352595230514
"PIANP","Pianp",328.64929,208.366618,179.423913,1189,1240,314,238.813273666667,23.05849,23.05849,9.96792706718779
"PIAS1","Pias1",8.565434,6.815179,8.874077,840,993,209,8.08489666666667,15.0206,15.0206,0.567075931404983
"PIAS2","Pias2",16.877197,13.409867,14.778138,849,1062,230,15.021734,14.30682,14.30682,1.04670558613742
"PIAS3","Pias3",10.812466,10.921739,13.292546,357,481,128,11.6755836666667,11.91717,11.91717,0.981297270738611
"PIAS4","Pias4",52.076399,41.002624,176.555294,224,353,97,89.8781056666667,14.9275,14.9275,5.70573571914404
"PICALM","Picalm",126.721361,147.676747,106.853999,3887,6093,1123,127.084035666667,105.1132,105.1132,1.2070509198353
"PICK1","Pick1",28.725062,23.987056,26.195412,629,822,206,26.30251,46.33422,46.33422,0.576802786652025
"PID1","Pid1",18.607309,11.75182,16.210952,811,884,252,15.5233603333333,55.21003,55.21003,0.293957507820817
"PIEZO1","Piezo1",1.441865,2.084177,6.512994,114,150,40,3.34634533333333,49.46868,49.46868,0.0861196554642074
"PIEZO2","Piezo2",1.33741,1.41826,1.174051,144,222,19,1.309907,14.9275,14.9275,0.145026338094491
"PIF1","Pif1",0.097794,0.111213,0.177765,7,12,4,0.128924,1.11724,1.11724,0.533205493944947
"PIGA","Piga",5.290721,7.103326,6.30054,398,782,141,6.231529,24.39297,24.39297,0.284784686470311
"PIGB","Pigb",6.719045,5.914929,5.741227,386,477,108,6.125067,8.53443,8.53443,0.747298684871565
"PIGC","Pigc",9.141517,7.557249,7.401164,298,376,91,8.03331,18.96196,18.96196,0.452526204841609
"PIGF","Pigf",5.438074,3.931661,5.62758,93,100,30,4.999105,48.44455,48.44455,0.121329954464142
"PIGH","Pigh",1.97516,1.782463,1.569577,99,135,25,1.77573333333333,63.71343,63.71343,0.0428926937319399
"PIGK","Pigk",140.132861,94.071335,174.777908,1524,1982,433,136.327368,60.39276,60.39276,2.23686584541891
"PIGL","Pigl",3.266889,4.072309,4.318822,98,159,32,3.88600666666667,42.57907,42.57907,0.112118194965305
"PIGM","Pigm",2.033558,2.019487,2.101333,338,509,109,2.05145933333333,11.73097,11.73097,0.239687889715657
"PIGN","Pign",8.312803,8.607911,4.704049,547,787,182,7.20825433333333,5.67928,5.67928,1.22891304651599
"PIGO","Pigo",12.931934,8.106884,11.468315,401,446,123,10.835711,12.97234,12.97234,0.847081519630928
"PIGP","Pigp",37.2071,37.958816,51.454219,290,481,115,42.2067116666667,38.11013,38.11013,1.10474477243279
"PIGQ","Pigq",78.423031,65.033009,83.27409,1874,2617,644,75.57671,42.54803,42.54803,1.75844257478467
"PIGR","Pigr",0.036108,0,0,3,0,0,0.012036,2.14137,2.14137,0.322163896643821
"PIGS","Pigs",21.181875,19.706732,22.621814,1116,1574,378,21.1701403333333,27.43433,27.43433,0.779696245114034
"PIGT","Pigt",29.558783,27.363663,36.569969,1436,2050,535,31.1641383333333,71.1927,71.1927,0.445531727353781
"PIGU","Pigu",12.459801,10.758674,11.703726,436,564,139,11.6407336666667,31.31362,31.31362,0.391189030095256
"PIGV","Pigv",2.548373,3.17442,1.941296,145,263,54,2.55469633333333,6.20686,6.20686,0.493237877984772
"PIGW","Pigw",1.385355,0.936519,1.320686,50,59,14,1.21418666666667,2.45171,2.45171,0.641475288093921
"PIGX","Pigx",9.132812,9.208579,14.87071,100,150,50,11.0707003333333,23.18263,23.18263,0.49914754240268
"PIGZ","Pigz",21.173731,29.936267,14.980663,349,593,139,22.0302203333333,4.37584,4.37584,4.28402265196385
"PIH1D1","Pih1d1",26.777489,24.5203,29.362425,182,250,77,26.886738,50.21351,50.21351,0.544519170820356
"PIH1D2","Pih1d2",2.389315,1.492326,1.023985,27,31,5,1.63520866666667,3.50688,3.50688,0.584707972403673
"PIK3AP1","Pik3ap1",0.735357,0.61418,1.023221,73,85,32,0.790919333333333,3.13446,3.13446,0.433168862035993
"PIK3C2A","Pik3c2a",8.197164,8.953809,6.645066,840,1358,177,7.932013,15.39302,15.39302,0.544866839667127
"PIK3C2G","Pik3c2g",0.0432,0.076717,0.399826,4,8,3,0.173247666666667,1.76896,1.76896,0.423714198351246
"PIK3C3","Pik3c3",13.167913,10.986143,11.609378,908,1138,253,11.9211446666667,55.73761,55.73761,0.227735089064673
"PIK3CA","Pik3ca",32.163113,23.806306,19.303981,1787,2020,399,25.0911333333333,4.40687,4.40687,4.8255521833026
"PIK3CB","Pik3cb",7.702532,6.642202,7.285772,898,1162,279,7.21016866666667,15.48612,15.48612,0.498004907562645
"PIK3CD","Pik3cd",4.936598,3.14872,5.173204,301,484,110,4.41950733333333,7.91375,7.91375,0.607994091525265
"PIK3CG","Pik3cg",0.464692,0.915556,0.529509,50,84,18,0.636585666666667,0.40345,0.40345,1.16611611861247
"PIK3IP1","Pik3ip1",21.800704,27.301868,24.554559,641,945,227,24.552377,38.2653,38.2653,0.650762301574163
"PIK3R1","Pik3r1",21.426916,20.473659,16.432819,2415,3589,652,19.4444646666667,29.20328,29.20328,0.676895511569163
"PIK3R2","Pik3r2",51.46588,36.042422,40.67818,831,1003,260,42.7288273333333,13.62406,13.62406,2.99019747821968
"PIK3R3","Pik3r3",12.446588,11.318586,8.67336,1407,1929,317,10.8128446666667,6.20686,6.20686,1.63911116168021
"PIK3R4","Pik3r4",9.227606,7.353138,9.354714,677,817,176,8.64515266666667,23.89642,23.89642,0.387411228870121
"PIK3R5","Pik3r5",0.588642,0.717351,0.589484,44,88,15,0.631825666666667,4.37584,4.37584,0.30354803466373
"PIK3R6","Pik3r6",0.551364,1.044173,1.709251,37,43,11,1.101596,3.01033,3.01033,0.524045652103443
"PIKFYVE","Pikfyve",5.183508,4.670836,4.900129,961,1268,214,4.91815766666667,7.07582,7.07582,0.732824365410158
"PILRA","Pilra",0.055678,0.247084,0.058001,3,8,1,0.120254333333333,24.76538,24.76538,0.0434790534171564
"PILRB","Pilrb2",0.058823,0.237257,0,1,3,0,0.0986933333333333,116.16141,116.16141,0.00937760422423504
"PIM1","Pim1",5.279112,3.267382,6.708897,104,117,39,5.08513033333333,44.13078,44.13078,0.134833263093023
"PIM2","Pim2",11.06216,6.461003,9.047438,379,391,118,8.856867,9.65167,9.65167,0.925382310942791
"PIM3","Pim3",28.455396,32.158213,44.624226,823,1270,407,35.0792783333333,37.48944,37.48944,0.937381222832375
"PIN1","Pin1",9.605626,8.523248,11.83018,811,1078,316,9.98635133333333,179.03692,179.03692,0.0610227687372864
"PIN4","Pin4",12.329488,12.849385,14.335155,70,108,25,13.1713426666667,19.39644,19.39644,0.694794908653994
"PINK1","Pink1",157.382504,150.156452,189.475902,7098,10215,2680,165.671619333333,129.56823,129.56823,1.27650975534656
"PINLYP","Pinlyp",0,0,0,0,0,0,0,18.55852,18.55852,0.0511286130034379
"PINX1","Pinx1",1.721684,2.126872,2.246792,42,76,14,2.03178266666667,45.89974,45.89974,0.064643912027373
"PIP","Pip",0,0,0,0,0,0,0,57.07209,57.07209,0.0172199760676773
"PIP4K2A","Pip4k2a",118.276506,161.362017,120.876114,3387,6713,1080,133.504879,273.78465,273.78465,0.489491967619006
"PIP4K2B","Pip4k2b",25.684823,19.834997,15.594631,2070,2463,530,20.3714836666667,39.78598,39.78598,0.523990931851255
"PIP4K2C","Pip4k2c",15.120138,13.836698,14.327461,1081,1489,326,14.428099,13.8413,13.8413,1.03953824799714
"PIP5K1A","Pip5k1a",5.540459,5.689143,4.930323,365,398,112,5.38664166666667,12.44476,12.44476,0.475028313385041
"PIP5K1B","Pip5k1b",5.627567,5.014074,5.610163,288,332,91,5.417268,8.53443,8.53443,0.673062574270302
"PIP5K1C","Pip5k1c",34.961336,24.953298,32.35097,2621,3081,829,30.7552013333333,14.67923,14.67923,2.02530362354104
"PIP5KL1","Pip5kl1",8.05036,7.626714,8.337011,166,230,61,8.004695,1.61378,1.61378,3.44508527879163
"PIPOX","Pipox",2.671737,3.316117,6.888669,93,133,45,4.29217433333333,9.46546,9.46546,0.505680049738218
"PIR","Pir",3.610302,3.210509,3.116392,90,106,27,3.312401,57.07209,57.07209,0.0742594420142275
"PIRT","Pirt",0.45161,0.188605,0.341158,42,26,10,0.327124333333333,13.81027,13.81027,0.0896083821114222
"PISD","Pisd",49.23173,41.868539,45.428612,2207,2641,646,45.509627,22.59298,22.59298,1.97133329490382
"PITHD1","Pithd1",91.369308,64.502497,75.870992,1237,1450,424,77.247599,74.5444,74.5444,1.03578291706599
"PITPNA","Pitpna",144.385014,119.572559,167.269882,5709,6998,1837,143.742485,37.58255,37.58255,3.75150126158069
"PITPNB","Pitpnb",42.24752,32.35038,34.235068,1236,1540,390,36.277656,22.06539,22.06539,1.61617280262766
"PITPNC1","Pitpnc1",14.99845,13.691714,9.816468,1474,1895,412,12.835544,74.01682,74.01682,0.184432557925009
"PITPNM1","Pitpnm1",67.140129,53.065804,80.031508,2592,2977,819,66.7458136666667,40.46874,40.46874,1.63365980414806
"PITPNM2","Pitpnm2",20.246302,18.124307,17.575975,1690,2285,522,18.6488613333333,2.82412,2.82412,5.13813931919849
"PITPNM3","Pitpnm3",15.061362,5.913246,8.105437,1053,990,212,9.69334833333333,5.61721,5.61721,1.61599047534132
"PITRM1","Pitrm1",17.044176,16.100276,15.722712,644,813,205,16.2890546666667,45.15492,45.15492,0.374587469042665
"PITX1","Pitx1",0.264475,0,0,3,0,0,0.0881583333333333,0.80689,0.80689,0.602227215454916
"PITX2","Pitx2",0.063519,0.212559,0,2,11,0,0.092026,0.40345,0.40345,0.778101107983897
"PITX3","Pitx3",0,0.07889,0,0,3,0,0.0262966666666667,0.34138,0.34138,0.76510509077716
"PIWIL1","Piwil1",0.030791,0.120488,0,2,1,0,0.0504263333333333,0.77586,0.77586,0.591502896249329
"PIWIL2","Piwil2",0.361582,0.431663,0.322474,33,55,6,0.371906333333333,0.9931,0.9931,0.688327897914472
"PIWIL4","Piwil4",0.023244,0.015269,0,1,1,0,0.0128376666666667,2.01723,2.01723,0.335684606962899
"PJA1","Pja1",52.706945,36.733466,56.746645,2436,2701,764,48.7290186666667,50.55489,50.55489,0.964583935038299
"PJA2","Pja2",100.581058,83.565872,84.114284,9287,11834,2416,89.4204046666667,67.62375,67.62375,1.31762552566228
"PKD1","Pkd1",155.981975,117.502881,117.004921,3405,3767,782,130.163259,140.86472,140.86472,0.924565734172668
"PKD1L1","Pkd1l1",0.099467,0.066248,0.022534,6,4,1,0.0627496666666667,1.0862,1.0862,0.509418879621641
"PKD1L2","Pkd1l2",0.988222,0.584628,1.647085,102,124,32,1.07331166666667,1.11724,1.11724,0.979252076602873
"PKD1L3","Pkd1l3",0.307828,0.502519,0.539606,19,39,5,0.449984333333333,0,0,1.44998433333333
"PKD2","Pkd2",9.314758,8.197778,6.708347,959,1282,213,8.07362766666667,9.40339,9.40339,0.872179901615403
"PKD2L1","Pkd2l1",4.834016,4.20779,3.980086,350,455,91,4.34063066666667,7.63444,7.63444,0.618526582692875
"PKD2L2","Pkd2l2",4.611906,3.838026,4.41077,231,280,71,4.28690066666667,2.2655,2.2655,1.61901720002042
"PKDCC","Pkdcc",5.206903,3.313622,8.320875,145,135,56,5.6138,9.52753,9.52753,0.628238532685255
"PKDREJ","Pkdrej",0.175578,0.071931,0.039824,28,17,2,0.0957776666666667,0.03103,0.03103,1.06279901328445
"PKHD1L1","Pkhd1l1",0.19829,0.016303,0.032888,20,7,3,0.0824936666666667,0.68275,0.68275,0.643288466300203
"PKIA","Pkia",32.215894,24.431244,24.828688,1772,1853,378,27.1586086666667,28.86191,28.86191,0.942960737162046
"PKIB","Pkib",15.585289,11.737872,12.149497,151,154,28,13.1575526666667,16.38611,16.38611,0.814302490129573
"PKIG","Pkig",14.528322,16.98804,17.365108,228,312,94,16.2938233333333,352.8911,352.8911,0.0488676412979398
"PKLR","Pklr",1.040848,0.278984,0.159284,10,4,3,0.493038666666667,0.18621,0.18621,1.25866302481573
"PKM","Pkm",642.928558,554.611559,598.611824,21467,29050,7803,598.717313666667,309.13273,309.13273,1.9337440252329
"PKMYT1","Pkmyt1",2.885835,2.477771,3.326818,119,137,43,2.896808,18.86886,18.86886,0.196126400810112
"PKN1","Pkn1",14.284191,16.150342,15.71112,929,1193,249,15.3818843333333,133.69579,133.69579,0.121621353817616
"PKN2","Pkn2",6.098447,5.027959,4.096128,565,736,141,5.074178,7.16892,7.16892,0.743571732860647
"PKN3","Pkn3",0.400135,0.683144,2.439039,30,45,18,1.174106,4.03446,4.03446,0.431844924778427
"PKNOX1","Pknox1",15.304857,13.11364,9.163987,325,452,90,12.5274946666667,10.6758,10.6758,1.15859253041904
"PKNOX2","Pknox2",10.128344,9.062497,6.265132,462,480,114,8.48532433333333,12.69303,12.69303,0.692711863870402
"PKP1","Pkp1",0.019874,0.013134,0.091369,1,1,3,0.041459,1.55172,1.55172,0.408139999686486
"PKP3","Pkp3",0.175599,0,0,2,0,0,0.058533,2.42068,2.42068,0.309451044821497
"PKP4","Pkp4",201.346319,277.2742,157.452999,7652,16022,2384,212.024506,2064.49519,2064.49519,0.103134835186907
"PLA1A","Pla1a",2.304285,1.361769,1.610303,28,31,9,1.75878566666667,10.64477,10.64477,0.236911992823101
"PLA2G10","Pla2g10",0,0.113752,0,0,2,0,0.0379173333333333,0,0,1.03791733333333
"PLA2G12A","Pla2g12a",12.469724,8.768677,14.948494,250,299,99,12.0622983333333,79.63403,79.63403,0.161994859159753
"PLA2G12B","Pla2g12b",0,0,0,0,0,0,0,0.18621,0.18621,0.843021050235624
"PLA2G15","Pla2g15",3.384056,3.055265,3.02408,182,261,49,3.154467,10.30339,10.30339,0.367541684397336
"PLA2G1B","Pla2g1b",0.383564,0,1.100369,1,0,1,0.494644333333333,0.80689,0.80689,0.827191657119876
"PLA2G2A","Pla2g2a",0,0,0,0,0,0,0,15.23784,15.23784,0.0615845457277569
"PLA2G2C","Pla2g2c",0.262323,0.124101,0.041932,6,6,1,0.142785333333333,0,0,1.14278533333333
"PLA2G2D","Pla2g2d",0.317444,0.15103,0.140083,14,10,2,0.202852333333333,0,0,1.20285233333333
"PLA2G2E","Pla2g2e",0,0.052178,0,0,1,0,0.0173926666666667,0,0,1.01739266666667
"PLA2G2F","Pla2g2f",0.385747,0.216782,0.060679,20,17,1,0.221069333333333,0.0931,0.0931,1.11707010642515
"PLA2G3","Pla2g3",5.261265,6.476372,4.982081,297,551,91,5.57323933333333,0.12414,0.12414,5.84734938115656
"PLA2G4A","Pla2g4a",19.522613,21.88474,4.935824,193,495,50,15.4477256666667,6.76548,6.76548,2.1180565356767
"PLA2G4B","Pla2g4b",3.81232,2.424817,1.417891,144,128,21,2.551676,53.06866,53.06866,0.0656882563762446
"PLA2G4C","Pla2g4c",0.297316,0.17595,0.089271,13,17,2,0.187512333333333,23.2447,23.2447,0.0489802857256775
"PLA2G4D","Pla2g4d",0.024949,0.024872,0,2,3,0,0.016607,0.12414,0.12414,0.904341985873646
"PLA2G4E","Pla2g4e",1.699798,1.432599,1.274722,135,163,34,1.46903966666667,0.18621,0.18621,2.08145241286675
"PLA2G4F","Pla2g4f",0,0.023976,0,0,2,0,0.007992,0.27931,0.27931,0.787918487309565
"PLA2G5","Pla2g5",1.450442,1.010196,3.254637,33,28,15,1.90509166666667,4.31377,4.31377,0.546710088443171
"PLA2G6","Pla2g6",8.944361,9.739069,10.097824,347,517,126,9.59375133333333,46.27215,46.27215,0.224101322519355
"PLA2G7","Pla2g7",127.722458,110.709643,133.035447,4158,5133,1456,123.822516,7.97582,7.97582,13.9065306568091
"PLA2R1","Pla2r1",0.692158,0.193827,0.121172,24,18,3,0.335719,2.60688,2.60688,0.370325322716586
"PLAA","Plaa",22.185006,17.503624,13.971088,930,1147,248,17.8865726666667,7.57237,7.57237,2.20319149391203
"PLAC1","Plac1",0,0,0,0,0,0,0,0,0,1
"PLAC8","Plac8",0.174747,0.176255,0,2,3,0,0.117000666666667,5.30687,5.30687,0.177108560453389
"PLAC8L1","Plac8l1",0,0.05867,0,0,1,0,0.0195566666666667,5.18273,5.18273,0.164903960979481
"PLAG1","Plag1",1.006592,1.042977,0.662342,80,119,20,0.903970333333333,0.96206,0.96206,0.970393531968102
"PLAT","Plat",12.475092,17.416774,13.448115,673,1394,229,14.4466603333333,24.95158,24.95158,0.595210786138391
"PLAU","Plau",0.761467,0.595672,0.920496,37,44,14,0.759211666666667,4.87239,4.87239,0.299573370751375
"PLAUR","Plaur",0.547876,0.221797,1.382752,13,10,6,0.717475,8.68961,8.68961,0.177249135930135
"PLB1","Plb1",0.515509,0.073277,0.050487,4,5,1,0.213091,5.55514,5.55514,0.185059510552025
"PLBD1","Plbd1",0.120201,0.031969,0.076603,5,2,1,0.0762576666666667,7.75858,7.75858,0.122880383197581
"PLBD2","Plbd2",25.536846,22.118423,29.715207,2215,2832,851,25.7901586666667,12.35165,12.35165,2.00650546312004
"PLCB1","Plcb1",15.679698,9.821021,7.647236,1532,1818,336,11.0493183333333,12.38269,12.38269,0.900365945361757
"PLCB2","Plcb2",0.607063,0.795989,0.408182,32,55,8,0.603744666666667,32.33775,32.33775,0.0481059659595104
"PLCB3","Plcb3",6.897467,4.801092,5.08767,379,498,97,5.59540966666667,10.14822,10.14822,0.591611007556961
"PLCD1","Plcd1",3.386924,4.44876,5.083067,163,319,80,4.30625033333333,37.70668,37.70668,0.137088748849897
"PLCD3","Plcd3",3.61879,2.554928,2.136455,114,123,29,2.77005766666667,124.69584,124.69584,0.0299934959396164
"PLCD4","Plcd4",17.358944,16.575111,20.742359,825,1023,258,18.2254713333333,6.82755,6.82755,2.45612884406147
"PLCE1","Plce1",6.95027,5.32339,8.739698,1124,1517,242,7.00445266666667,4.46894,4.46894,1.46362049440416
"PLCG1","Plcg1",27.833218,24.38121,20.945613,1590,1973,426,24.3866803333333,34.32394,34.32394,0.718682013765546
"PLCG2","Plcg2",0.629219,0.730761,0.960416,60,105,29,0.773465333333333,17.37921,17.37921,0.096493012122574
"PLCH1","Plch1",3.945883,3.365335,1.935645,425,492,66,3.08228766666667,1.11724,1.11724,1.92811758074978
"PLCH2","Plch2",5.360313,3.382716,3.967847,508,430,100,4.23695866666667,71.78235,71.78235,0.0719536902376286
"PLCL1","Plcl1",23.78653,26.604075,20.498147,1404,2608,402,23.629584,29.29639,29.29639,0.812954414700893
"PLCL2","Plcl2",5.589668,3.732434,5.726351,498,496,160,5.016151,3.32067,3.32067,1.39241159357229
