"Hs_symbol","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"OBSL1","Obsl1",9.313713,6.171328,8.425377,261,235,72,7.97013933333333,91.73324,91.73324,0.0967305718352269
"OC90","Oc90",0.031199,0.151065,0,1,3,0,0.0607546666666667,0.02091,0.02091,1.03902857907814
"OCA2","Oca2",0.05182,0.12533,0,3,3,0,0.05905,0.35543,0.35543,0.781338763344474
"OCEL1","Ocel1",3.099321,2.235375,4.92157,171,204,56,3.41875533333333,18.68117,18.68117,0.22451690287383
"OCIAD1","Ociad1",268.653728,244.239185,268.239308,5001,6539,1469,260.377407,213.87696,213.87696,1.21640499288523
"OCIAD2","Ociad2",14.284147,12.59484,14.379216,361,501,120,13.7527343333333,258.89159,258.89159,0.0567649547002784
"OCLN","Ocln",5.162451,5.253661,4.83681,179,229,48,5.08430733333333,0.60633,0.60633,3.7877069676426
"OCM2","Ocm",0.528104,0,0,2,0,0,0.176034666666667,0,0,1.17603466666667
"OCRL","Ocrl",19.383562,15.656922,13.469823,1325,1592,315,16.1701023333333,10.88254,10.88254,1.44498586441395
"OCSTAMP","Ocstamp",0.14254,0.16128,0.199888,11,20,5,0.167902666666667,0,0,1.16790266666667
"ODAM","Odam",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"ODC1","Odc1",56.181712,56.216789,57.167034,1663,2074,545,56.521845,37.05918,37.05918,1.5113789892478
"ODF1","Odf1",0,0,0,0,0,0,0,0.14636,0.14636,0.872326319829722
"ODF2","Odf2",28.318118,25.362156,20.991289,1120,1341,269,24.890521,7.88226,7.88226,2.91485736738173
"ODF2L","Odf2l",20.075739,16.543162,13.937015,301,392,77,16.851972,16.24541,16.24541,1.03517237340255
"ODF3","Odf3",0,0.040412,0,0,2,0,0.0134706666666667,0,0,1.01347066666667
"ODF3B","Odf3b",6.129303,1.93834,6.503229,52,43,13,4.85695733333333,29.95051,29.95051,0.189236213985919
"ODF3L1","Odf3l1",0.204857,0.102171,0,4,3,0,0.102342666666667,0.29271,0.29271,0.852737788573359
"ODF3L2","Odf3l2",0.127185,0.054755,0,3,2,0,0.0606466666666667,0.87813,0.87813,0.564735490443509
"ODF4","Odf4",0.623855,0.232788,0.322807,13,7,2,0.39315,0,0,1.39315
"OFCC1","Ofcc1",0,0,0,0,0,0,0,0,0,1
"OFD1","Ofd1",2.421476,1.869023,2.198972,236,273,67,2.163157,17.5626,17.5626,0.170404846303858
"OGDH","Ogdh",64.411875,53.593669,57.293881,5627,6934,1610,58.4331416666667,54.48589,54.48589,1.07113973780842
"OGFOD1","Ogfod1",30.105796,17.954844,14.031684,2144,2051,453,20.6974413333333,17.33262,17.33262,1.18354285057637
"OGFOD2","Ogfod2",12.467076,12.745519,14.999827,301,432,118,13.4041406666667,36.49467,36.49467,0.384165020432682
"OGFR","Ogfr",11.181066,9.414422,12.572943,407,575,159,11.0561436666667,41.98298,41.98298,0.280486454561007
"OGFRL1","Ogfrl1",18.969057,15.05456,16.227054,1305,1673,318,16.7502236666667,27.85972,27.85972,0.61505183233471
"OGG1","Ogg1",2.854352,3.928848,4.940294,64,118,33,3.90783133333333,18.25256,18.25256,0.254918376222868
"OGN","Ogn",16.724431,0.693558,15.658461,845,55,243,11.0254833333333,6.94141,6.94141,1.51427559253751
"OGT","Ogt",64.94586,49.98222,43.011693,5595,6514,1238,52.646591,18.80662,18.80662,2.70851821259761
"OIP5","Oip5",0.40966,0.114695,0.180699,11,5,2,0.235018,0.73178,0.73178,0.713149476261419
"OIT3","Oit3",0.052488,0.046271,0.055319,3,4,1,0.0513593333333333,0.02091,0.02091,1.02982567839803
"OLA1","Ola1",36.347075,31.706803,27.165717,1100,1495,291,31.739865,105.69969,105.69969,0.306841238245397
"OLAH","Olah",0,0.022732,0,0,1,0,0.00757733333333333,0.74223,0.74223,0.57832624471702
"OLFM1","Olfm1",68.95113,61.667206,70.849746,2473,3341,778,67.1560273333333,825.96504,825.96504,0.0824170600166282
"OLFM2","Olfm2",27.973154,21.873712,29.689562,1066,1268,353,26.5121426666667,6.42917,6.42917,3.70325926942938
"OLFM3","Olfm3",13.95544,9.237102,11.400275,611,770,151,11.530939,7.10867,7.10867,1.54537538215268
"OLFM4","Olfm4",0.35654,0.191862,0.377848,19,17,4,0.30875,0.34498,0.34498,0.97306279647281
"OLFML2A","Olfml2a",0.506178,0.264338,0.482055,63,49,19,0.417523666666667,27.99563,27.99563,0.0488874932762857
"OLFML2B","Olfml2b",1.680164,2.170618,1.941171,112,218,41,1.930651,9.87896,9.87896,0.269387055380294
"OLFML3","Olfml3",2.240563,3.046353,3.560217,207,406,102,2.94904433333333,35.74199,35.74199,0.107480415005647
"OLIG1","Olig1",64.441053,73.278569,89.492019,2838,4865,1226,75.7372136666667,1.43219,1.43219,31.5506657237579
"OLIG2","Olig2",11.648609,12.979343,15.122849,581,975,235,13.250267,0.04182,0.04182,13.6782428826477
"OLIG3","Olig3",0.752668,0.504739,0.601419,32,32,8,0.619608666666667,0.08363,0.08363,1.49461409029527
"OLR1","Olr1",0.040284,0.168586,0.042967,3,3,1,0.0839456666666667,9.10537,9.10537,0.107264322500479
"OMA1","Oma1",8.461475,6.378116,4.028616,144,172,35,6.28940233333333,7.45365,7.45365,0.862278700127558
"OMD","Omd",0.106557,0.111658,0,4,5,0,0.0727383333333333,15.18956,15.18956,0.0662611172467524
"OMG","Omg",49.812262,42.540822,59.380387,2226,2866,830,50.5778236666667,17.87622,17.87622,2.73242331709774
"OMP","Omp",0.090411,0.133884,0.071355,4,9,1,0.09855,0.71087,0.71087,0.642100218017734
"ONECUT1","Onecut1",0.310292,0.075558,0.037823,19,5,1,0.141224333333333,0.29271,0.29271,0.882815429085668
"ONECUT2","Onecut2",0.482717,0.474912,0.236184,171,257,26,0.397937666666667,1.42173,1.42173,0.577247532411403
"ONECUT3","Onecut3",0.24167,0.158807,0.167049,23,23,5,0.189175333333333,0,0,1.18917533333333
"OOEP","Ooep",0.097603,0.092761,0.072285,4,6,1,0.0875496666666667,0.4077,0.4077,0.772572044232909
"OPA1","Opa1",32.316883,27.235303,23.863067,3677,4816,928,27.8050843333333,31.81131,31.81131,0.877901075371064
"OPA3","Opa3",10.533752,9.741344,10.179114,770,1065,234,10.1514033333333,12.48199,12.48199,0.827133333679474
"OPALIN","Opalin",18.901028,21.29516,24.40919,764,1265,313,21.535126,0,0,22.535126
"OPHN1","Ophn1",23.076065,24.541532,20.721289,947,936,235,22.7796286666667,4.95516,4.95516,3.99311331125724
"OPLAH","Oplah",11.78825,13.660053,15.92108,428,641,122,13.7897943333333,16.79947,16.79947,0.830912062737449
"OPN1LW","Opn1mw",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"OPN1SW","Opn1sw",0.039411,0.052936,0,2,4,0,0.0307823333333333,0.39725,0.39725,0.737722192401741
"OPN3","Opn3",0.55477,0.580509,0.653081,21,32,8,0.59612,7.26548,7.26548,0.193106752420912
"OPN4","Opn4",0.517307,0.774533,0.988851,16,33,6,0.760230333333333,0.06272,0.06272,1.65634441182375
"OPN5","Opn5",0,0.034467,0,0,2,0,0.011489,0.02091,0.02091,0.990771958350883
"OPRD1","Oprd1",1.770589,1.610381,0.896015,157,214,25,1.42566166666667,0.5436,0.5436,1.57143150211626
"OPRK1","Oprk1",2.454209,1.622233,1.617873,218,220,49,1.898105,2.74938,2.74938,0.772955795358166
"OPRL1","Oprl1",25.373482,17.034688,24.374866,1304,1325,381,22.261012,4.67291,4.67291,4.10036683113252
"OPRM1","Oprm1",19.146121,22.868993,5.937295,100,139,13,15.9841363333333,0.59587,0.59587,10.6425563068003
"OPTC","Optc",0.280923,0.373084,1.070126,9,18,6,0.574711,0.02091,0.02091,1.5424581990577
"OPTN","Optn",12.000506,9.83963,11.21308,615,743,174,11.0177386666667,158.22024,158.22024,0.0754787121704293
"OR10H3","Olfr63",0.452415,0.358572,0.310036,69,83,12,0.373674333333333,0,0,1.37367433333333
"OR1J1","Olfr3",0,0,0,0,0,0,0,0,0,1
"OR1M1","Olfr24",0,0.009231,0,0,1,0,0.003077,0,0,1.003077
"OR2A7","Olfr13",0.014322,0,0,1,0,0,0.004774,0.08363,0.08363,0.927229774000351
"OR2B6","Olfr11",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"OR2C1","Olfr15",0.007626,0.014788,0,1,3,0,0.00747133333333333,0.07318,0.07318,0.938771998484256
"OR2V1","Olfr56",0.269447,0.097025,0.337327,11,6,5,0.234599666666667,0,0,1.23459966666667
"OR2Y1","Olfr10",0.017457,0.011625,0,1,1,0,0.009694,0,0,1.009694
"OR4C3","Olfr140",0,0.027113,0,0,3,0,0.00903766666666667,0,0,1.00903766666667
"OR4E2","Olfr1509",0,0,0,0,0,0,0,0,0,1
"OR5AP2","Olfr1020",0.039106,0,0.063103,2,0,1,0.0340696666666667,0,0,1.03406966666667
"OR5AR1","Olfr1019",0,0.010421,0,0,1,0,0.00347366666666667,0,0,1.00347366666667
"OR5B21","Olfr1444",0,0,0,0,0,0,0,0,0,1
"OR5H15","Olfr183",0,0.021123,0,0,1,0,0.007041,0,0,1.007041
"OR5H6","Olfr187",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"OR5J2","Olfr1052",0,0,0,0,0,0,0,0,0,1
"OR5K4","Olfr180",0,0,0,0,0,0,0,0,0,1
"OR5P2","Olfr502",0,0,0,0,0,0,0,0,0,1
"OR5P3","Olfr480",0,0,0,0,0,0,0,0,0,1
"OR5T2","Olfr1086",0,0,0,0,0,0,0,0,0,1
"OR7A17","Olfr19",0,0.032891,0,0,1,0,0.0109636666666667,0,0,1.01096366666667
"OR8A1","Olfr151",0,0,0,0,0,0,0,0,0,1
"OR8B3","Olfr147",0.139003,0.241476,0.170772,13,38,5,0.183750333333333,0.01045,0.01045,1.17150807396045
"OR8B8","Olfr145",0.014138,0.004574,0.045674,2,1,2,0.021462,0,0,1.021462
"OR8U1","Olfr1044",0.096084,0.127587,0.076882,4,8,1,0.100184333333333,0,0,1.10018433333333
"ORAI1","Orai1",3.607583,4.045016,4.285771,102,178,39,3.97945666666667,13.8201,13.8201,0.335993459333383
"ORAI2","Orai2",10.526883,9.479538,9.784268,887,1095,248,9.93022966666667,17.5626,17.5626,0.588830749284403
"ORAI3","Orai3",4.002808,2.981538,3.775542,139,184,49,3.58662933333333,10.6421,10.6421,0.393969243807675
"ORC1","Orc1",6.481458,4.152362,0,10,14,0,3.54460666666667,0.86768,0.86768,2.43328978554499
"ORC2","Orc2",15.178753,10.108825,8.898392,530,698,158,11.3953233333333,2.78075,2.78075,3.27853556393132
"ORC3","Orc3",27.258493,23.580449,19.988086,791,957,182,23.6090093333333,42.38023,42.38023,0.567286280716661
"ORC4","Orc4",50.551974,42.637786,38.098673,681,884,192,43.762811,27.96426,27.96426,1.54544984059665
"ORC5","Orc5",11.425829,8.903497,10.998193,470,563,149,10.4425063333333,15.8168,15.8168,0.680421146314003
"ORC6","Orc6",11.099269,12.459359,15.843107,211,339,76,13.1339116666667,6.35599,6.35599,1.92141529103039
"ORM2","Orm3",0,0.055041,0,0,1,0,0.018347,0,0,1.018347
"ORMDL1","Ormdl1",3.815967,4.192716,4.189672,143,238,49,4.06611833333333,57.28754,57.28754,0.086915974380345
"ORMDL2","Ormdl2",5.646545,7.124009,5.998536,82,129,25,6.25636333333333,85.75359,85.75359,0.0836433781395483
"ORMDL3","Ormdl3",15.211781,13.061006,16.404833,692,900,236,14.89254,49.96979,49.96979,0.311803128873005
"OS9","Os9",27.426867,24.733078,27.564856,1451,1983,463,26.5749336666667,143.33384,143.33384,0.191049678070414
"OSBP","Osbp",13.932332,13.48438,14.940445,1357,1956,458,14.1190523333333,12.80606,12.80606,1.0951026095304
"OSBP2","Osbp2",17.712112,13.766315,16.405738,553,769,156,15.9613883333333,6.08419,6.08419,2.39425937663068
"OSBPL10","Osbpl10",4.581334,4.368742,4.189384,197,246,58,4.37982,8.94856,8.94856,0.540763688413198
"OSBPL11","Osbpl11",4.828919,4.212818,5.136712,375,528,109,4.72614966666667,4.17112,4.17112,1.10733258301232
"OSBPL1A","Osbpl1a",75.112554,71.862225,65.112144,2788,4260,941,70.695641,47.52357,47.52357,1.47754258394426
"OSBPL2","Osbpl2",22.497869,18.559881,20.190409,1270,1547,351,20.416053,15.34637,15.34637,1.31014121177974
"OSBPL3","Osbpl3",1.974637,1.20389,2.094875,221,184,59,1.75780066666667,24.79672,24.79672,0.106905089742675
"OSBPL5","Osbpl5",21.03614,13.654136,26.95284,752,833,255,20.5477053333333,29.46963,29.46963,0.707186314153908
"OSBPL6","Osbpl6",16.067493,12.507853,13.261255,2320,2687,598,13.9455336666667,5.22697,5.22697,2.40012938341869
"OSBPL8","Osbpl8",6.854837,6.327148,4.779076,991,1407,216,5.98702033333333,19.99837,19.99837,0.332741081014066
"OSBPL9","Osbpl9",79.786214,62.438463,70.446735,1901,2106,526,70.8904706666667,42.48477,42.48477,1.65323331977303
"OSCAR","Oscar",1.621856,0.995294,0.878186,30,49,10,1.165112,6.83687,6.83687,0.276272542481884
"OSCP1","Oscp1",27.971842,18.293834,37.714622,620,754,183,27.9934326666667,17.09218,17.09218,1.60253947653996
"OSGEP","Osgep",21.096618,21.102131,28.097534,333,454,110,23.4320943333333,30.88091,30.88091,0.766354985893857
"OSGEPL1","Osgepl1",9.619571,8.899889,9.704711,325,431,103,9.408057,4.56837,4.56837,1.86913890420356
"OSGIN1","Osgin1",0.194727,0.209531,0.238204,8,7,3,0.214154,6.81596,6.81596,0.155342913730367
"OSM","Osm",0,0,0,0,0,0,0,1.30674,1.30674,0.433512229379991
"OSMR","Osmr",1.851376,0.847545,1.064541,128,123,41,1.25448733333333,46.76043,46.76043,0.0472040836594925
"OSR1","Osr1",0.132465,0.158603,0.382408,3,10,5,0.224492,0.62724,0.62724,0.752496251321256
"OSR2","Osr2",0,0,0.19178,0,0,2,0.0639266666666667,16.07814,16.07814,0.0622975726084144
"OST4","Ost4",35.941087,39.159974,41.781127,312,493,105,38.9607293333333,368.97147,368.97147,0.108010299641033
"OSTC","Ostc",21.47979,19.216471,25.345541,406,525,135,22.013934,69.45591,69.45591,0.326643059467971
"OSTF1","Ostf1",11.844692,11.524237,16.095929,306,456,110,13.1549526666667,90.2906,90.2906,0.15505378063751
"OSTM1","Ostm1",13.369868,13.293584,16.039116,828,1233,307,14.2341893333333,25.85257,25.85257,0.567327050384128
"OSTN","Ostn",0.114434,0,0.123386,3,0,1,0.0792733333333333,0.08363,0.08363,0.995979562519802
"OTC","Otc",0,0.014506,0,0,1,0,0.00483533333333333,0.82586,0.82586,0.550335367078162
"OTOA","Otoa",0.19417,0.062856,0.056042,15,8,1,0.104356,0.15681,0.15681,0.954656339416153
"OTOF","Otof",3.684687,2.268925,1.776495,599,527,90,2.57670233333333,10.43302,10.43302,0.312839681320713
"OTOG","Otog",0.056478,0.086315,0.040578,5,10,2,0.0611236666666667,0.03136,0.03136,1.02885865911676
"OTOGL","Otogl",0.041471,0.020597,0.066386,8,6,4,0.042818,0.06272,0.06272,0.981272583559169
"OTOL1","Otol1",0,0,0,0,0,0,0,0,0,1
"OTOP1","Otop1",0.076225,0.015434,0.221045,5,1,4,0.104234666666667,0.01045,0.01045,1.09281475250301
"OTOP2","Otop2",0.650153,0.190978,0.068282,5,5,1,0.303137666666667,0.04182,0.04182,1.25082803811279
"OTOP3","Otop3",0.020188,0.013269,0,1,1,0,0.0111523333333333,0.02091,0.02091,0.990442187199002
"OTOR","Otor",0,0.125075,0,0,3,0,0.0416916666666667,0.01045,0.01045,1.03091856763488
"OTOS","Otos",0.015517,0.187364,0.592687,1,7,5,0.265189333333333,3.87841,3.87841,0.259344608865047
"OTP","Otp",1.657091,1.468863,1.526026,81,108,23,1.55066,0.26135,0.26135,2.02216672612677
"OTUB1","Otub1",90.688031,70.426172,84.647073,2029,2432,656,81.9204253333333,241.24535,241.24535,0.342299347885659
"OTUB2","Otub2",5.601642,3.256116,4.963347,201,260,95,4.607035,3.04209,3.04209,1.38716233433694
"OTUD1","Otud1",1.929405,1.502464,1.653721,92,111,24,1.69519666666667,5.22697,5.22697,0.432826345183399
"OTUD3","Otud3",3.704599,2.652947,2.074854,119,128,21,2.8108,1.89216,1.89216,1.31763111307811
"OTUD4","Otud4",9.415576,9.253776,6.254998,1005,1325,262,8.30811666666667,4.00386,4.00386,1.86018726876185
"OTUD5","Otud5",24.167825,19.560966,22.572488,1163,1322,379,22.1004263333333,56.63939,56.63939,0.400774996635692
"OTUD6A","Otud6a",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"OTUD6B","Otud6b",16.749433,16.566286,14.471795,1005,1479,272,15.9291713333333,3.57524,3.57524,3.70017121141915
"OTUD7A","Otud7a",8.712658,10.145087,10.332591,444,652,131,9.730112,3.08391,3.08391,2.6274114757671
"OTUD7B","Otud7b",24.348253,29.073147,17.516463,2881,5632,794,23.6459543333333,5.12243,5.12243,4.02551835355134
"OTX1","Otx1",0.008555,0,0,1,0,0,0.00285166666666667,0.06272,0.06272,0.943664997992572
"OTX2","Otx2",0,0,0,0,0,0,0,0,0,1
"OVCA2","Ovca2",5.4519,5.988931,8.56611,251,370,106,6.66898033333333,0,0,7.66898033333333
"OVCH2","Ovch2",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"OVGP1","Ovgp1",5.663509,2.814232,1.663229,152,141,29,3.38032333333333,1.94443,1.94443,1.48766427910778
"OVOL1","Ovol1",0.046836,0.010351,0,3,1,0,0.0190623333333333,0.03136,0.03136,0.988076261764402
"OVOL2","Ovol2",0.032793,0.113964,0,1,1,0,0.048919,0.28226,0.28226,0.818023645750472
"OVOL3","Ovol3",0.088687,0,0,1,0,0,0.0295623333333333,0.08363,0.08363,0.950105048156043
"OXA1L","Oxa1l",28.192661,23.459012,40.301706,674,826,279,30.6511263333333,75.56101,75.56101,0.413410511869336
"OXCT1","Oxct1",162.10422,127.421709,140.845024,4817,6152,1334,143.456984333333,40.75987,40.75987,3.45922974217433
"OXGR1","Oxgr1",0.062337,0.016641,0,5,2,0,0.026326,0.06272,0.06272,0.965753914483589
"OXLD1","Oxld1",3.841873,4.854489,9.992033,34,49,20,6.229465,73.96156,73.96156,0.096442296558396
"OXNAD1","Oxnad1",33.569462,23.133924,17.568989,288,355,85,24.7574583333333,8.92766,8.92766,2.59451455159961
"OXR1","Oxr1",77.857232,70.499586,72.159104,2968,4071,789,73.5053073333333,50.96291,50.96291,1.43381706939302
"OXSM","Oxsm",2.668026,2.598341,2.714108,196,287,59,2.66015833333333,12.37745,12.37745,0.27360657923097
"OXSR1","Oxsr1",27.306401,29.297735,22.53461,1870,3192,639,26.379582,11.93839,11.93839,2.11615061843089
"OXT","Oxt",0,0.502701,0,0,5,0,0.167567,0.24044,0.24044,0.941252297571829
"OXTR","Oxtr",1.02298,0.686732,0.544767,88,88,16,0.751493,0.36589,0.36589,1.28230897070774
"P2RX1","P2rx1",0.367933,0.038043,0.373387,15,3,3,0.259787666666667,0.57497,0.57497,0.799880421002728
"P2RX2","P2rx2",0.096833,0.042997,0,3,2,0,0.04661,0.11499,0.11499,0.938672095713863
"P2RX3","P2rx3",1.124562,0.89376,0.376085,30,41,4,0.798135666666667,53.91092,53.91092,0.0327464130389122
"P2RX4","P2rx4",16.863335,13.135264,9.320888,302,436,82,13.1064956666667,21.38874,21.38874,0.630070994020506
"P2RX6","P2rx6",5.680151,5.557692,6.636605,281,416,107,5.95814933333333,22.02643,22.02643,0.30218098651564
"P2RX7","P2rx7",5.615707,6.364225,6.291284,299,417,62,6.09040533333333,1.46355,1.46355,2.87812519873083
"P2RY1","P2ry1",4.727768,4.858218,4.31678,304,489,85,4.63425533333333,1.27538,1.27538,2.47618214686485
"P2RY10","P2ry10",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"P2RY12","P2ry12",10.891943,13.304823,8.026495,321,640,87,10.741087,23.36453,23.36453,0.481892611923973
"P2RY14","P2ry14",1.074786,0.911124,1.78803,39,51,18,1.25798,6.42917,6.42917,0.303934356058618
"P2RY2","P2ry2",0.827741,0.131761,1.694219,38,11,20,0.884573666666667,1.48446,1.48446,0.758544579774545
"P2RY4","P2ry4",0.021199,0.048482,0.067075,2,7,2,0.0455853333333333,0,0,1.04558533333333
"P2RY6","P2ry6",0.502123,0.813088,0.874423,20,44,11,0.729878,3.88886,3.88886,0.353840772695475
"P4HA1","P4ha1",10.182429,7.318411,8.802284,654,671,169,8.767708,9.28309,9.28309,0.949880629266106
"P4HA2","P4ha2",8.281525,7.022247,12.101902,222,279,59,9.13522466666667,28.02699,28.02699,0.349165540990184
"P4HA3","P4ha3",3.525175,4.002066,4.118184,142,237,46,3.88180833333333,0.26135,0.26135,3.87030430359007
"P4HB","P4hb",88.956131,81.510032,131.506392,2423,3433,920,100.657518333333,172.08215,172.08215,0.587336812798624
"P4HTM","P4htm",112.445608,91.455014,80.758095,922,1226,314,94.886239,101.88401,101.88401,0.93198388165469
"PA2G4","Pa2g4",19.670845,15.540881,17.142548,917,1139,261,17.4514246666667,75.12194,75.12194,0.242392990334543
"PABPC1","Pabpc1",70.269335,58.052113,70.835679,1729,2358,528,66.385709,320.97748,320.97748,0.209287025291334
"PABPN1L","Pabpn1l",0,0,0,0,0,0,0,0.07318,0.07318,0.931810134367021
"PACRG","Pacrg",21.018761,15.607941,26.027702,276,349,107,20.8848013333333,5.90647,5.90647,3.16873907123803
"PACRGL","Pacrgl",6.230014,5.969315,6.852854,154,202,43,6.35072766666667,6.04237,6.04237,1.04378606444516
"PACS1","Pacs1",9.649269,6.622698,8.979194,686,738,211,8.41705366666667,16.19314,16.19314,0.547721571898249
"PACS2","Pacs2",67.654171,88.45783,67.266026,7006,13765,2211,74.4593423333333,76.15688,76.15688,0.977998881413211
"PACSIN1","Pacsin1",85.769618,66.645158,73.952109,5733,7119,1812,75.4556283333333,16.30813,16.30813,4.41732459447285
"PACSIN2","Pacsin2",55.238881,52.321752,53.292156,1647,2501,556,53.6175963333333,45.31779,45.31779,1.17919262411556
"PACSIN3","Pacsin3",36.772802,35.482413,33.280764,606,1020,225,35.1786596666667,34.57115,34.57115,1.0170787187557
"PADI1","Padi1",0.024436,0.064102,0.038583,2,8,1,0.0423736666666667,0.01045,0.01045,1.03159351444076
"PADI2","Padi2",36.012763,64.046203,27.052517,1534,4565,562,42.3704943333333,7.92408,7.92408,4.85994010960607
"PADI3","Padi3",0.125376,0.113964,0.095458,9,9,2,0.111599333333333,0,0,1.11159933333333
"PADI4","Padi4",0.171837,0.145074,0,5,5,0,0.105637,0.16726,0.16726,0.947207134657231
"PADI6","Padi6",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"PAF1","Paf1",60.600678,46.155949,45.596792,750,1012,252,50.784473,50.62838,50.62838,1.00302339527214
"PAFAH1B1","Pafah1b1",125.122759,110.652028,79.530007,11811,15812,3040,105.101598,147.51541,147.51541,0.714414739857635
"PAFAH1B2","Pafah1b2",73.615264,57.996768,66.834121,4260,5786,1226,66.1487176666667,60.25645,60.25645,1.09619015902271
"PAFAH1B3","Pafah1b3",18.427973,15.714988,23.258099,204,273,87,19.1336866666667,144.47332,144.47332,0.138401231694352
"PAFAH2","Pafah2",3.858599,3.618855,2.48157,160,203,43,3.31967466666667,5.25833,5.25833,0.690228010773907
"PAG1","Pag1",4.172963,3.497157,3.455755,734,938,189,3.708625,4.15021,4.15021,0.914258836047462
"PAH","Pah",0.116349,0.538233,0.073294,5,12,1,0.242625333333333,0,0,1.24262533333333
"PAICS","Paics",74.04383,72.413775,58.415367,1903,2708,611,68.2909906666667,29.56372,29.56372,2.26709938013654
"PAIP1","Paip1",69.370804,60.240419,68.08802,1097,1590,310,65.8997476666667,67.50103,67.50103,0.97662396706541
"PAIP2","Paip2",146.23164,124.510518,152.341371,2871,3572,879,141.027843,172.94982,172.94982,0.816487438733768
"PAIP2B","Paip2b",31.835905,22.018299,23.106844,1626,2016,493,25.6536826666667,3.01073,3.01073,6.64559386113417
"PAK1","Pak1",117.661999,95.081722,123.861586,5680,6800,1868,112.201769,32.16674,32.16674,3.41311111673924
"PAK1IP1","Pak1ip1",17.448728,21.930093,21.714185,480,653,163,20.3643353333333,15.12684,15.12684,1.3247688532492
"PAK2","Pak2",10.96785,9.222619,9.808356,1248,1585,357,9.99960833333333,13.69465,13.69465,0.748545105418185
"PAK3","Pak3",14.834869,11.09737,10.696227,2158,2638,521,12.2094886666667,1.17084,1.17084,6.08496649530443
"PAK4","Pak4",1.895911,1.92642,2.624621,111,174,47,2.148984,17.51033,17.51033,0.170120359820706
"PAK6","Pak6",6.077247,4.540341,4.725419,288,299,68,5.11433566666667,0.51224,0.51224,4.04323101271403
"PALB2","Palb2",1.210674,0.788038,1.312895,43,50,9,1.103869,4.28611,4.28611,0.397999474093426
"PALD1","Pald1",4.076926,3.624245,4.738115,294,392,111,4.14642866666667,26.98159,26.98159,0.183921952493288
"PALLD","Palld",2.130278,2.630206,1.997634,179,263,54,2.252706,20.56288,20.56288,0.150847474919862
"PALM","Palm",49.941142,54.466452,29.4862,1393,1965,442,44.6312646666667,98.87327,98.87327,0.456891665474322
"PALM3","Palm3",4.108938,5.318553,4.904811,171,303,80,4.777434,51.89331,51.89331,0.109228066838698
"PALMD","Palmd",4.663852,3.387277,3.344076,214,238,57,3.79840166666667,10.25531,10.25531,0.426323367962914
"PAM","Pam",102.420965,72.973628,102.370662,3074,3003,783,92.5884183333333,111.62707,111.62707,0.830958475021443
"PAM16","Pam16",52.944757,44.046923,48.233599,179,252,42,48.4084263333333,122.07054,122.07054,0.401464284899809
"PAMR1","Pamr1",4.068243,5.925204,7.309788,186,343,61,5.767745,1.59945,1.59945,2.60352959279848
"PAN2","Pan2",5.438438,4.463041,4.705472,559,697,157,4.86898366666667,18.79617,18.79617,0.296470664106576
"PAN3","Pan3",38.003465,22.641293,17.583703,656,790,183,26.0761536666667,4.27566,4.27566,5.13227798354456
"PANK1","Pank1",6.745244,5.812772,6.173195,524,720,149,6.243737,5.95874,5.95874,1.04095525914174
"PANK3","Pank3",9.163345,9.766087,8.410866,1343,2250,380,9.11343266666667,5.3315,5.3315,1.59732017162863
"PANK4","Pank4",14.012953,10.746168,17.276317,588,697,203,14.0118126666667,13.28695,13.28695,1.05073599800284
"PANX1","Panx1",9.98146,11.206963,15.836699,224,313,74,12.3417073333333,13.19286,13.19286,0.940029517189159
"PANX2","Panx2",67.127657,57.602097,87.265011,2346,3018,809,70.6649216666667,45.81958,45.81958,1.53066135293539
"PANX3","Panx3",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"PAOX","Paox",3.196344,4.123468,6.900158,215,290,77,4.73999,9.02174,9.02174,0.572753833166696
"PAPLN","Papln",0.598276,0.328314,0.277734,55,46,8,0.401441333333333,13.49602,13.49602,0.0966776627883608
"PAPOLA","Papola",85.775959,76.183845,55.608283,1623,1946,451,72.5226956666667,45.7464,45.7464,1.57279909611578
"PAPOLB","Papolb",0.066752,0.036576,0.107369,6,5,3,0.0702323333333333,0.02091,0.02091,1.04831212676272
"PAPOLG","Papolg",3.914225,3.495913,3.416561,257,355,74,3.60889966666667,2.61348,2.61348,1.27547396600138
"PAPPA","Pappa",1.17029,1.059897,0.856109,279,383,64,1.02876533333333,0.48088,0.48088,1.36997280896044
"PAPSS1","Papss1",25.411482,27.840286,28.857112,1315,2138,481,27.3696266666667,52.92825,52.92825,0.52606243789974
