"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"ETV4","Etv4",2.01179,2.123362,1.793147,118,25,37,1.97609966666667,39.436836,37.399216,57.625065,789,868,893,9.13940933333333,0.29351805108437
"ETV5","Etv5",44.818535,40.125436,50.504048,4593,949,1535,45.1493396666667,72.069106,127.286643,145.731482,657,859,740,115.830540333333,0.395010923813212
"ETV6","Etv6",3.607977,3.861546,3.908742,806,178,356,3.792755,3.25322,2.201415,3.370322,265,196,195,1.28356466666667,2.09880415035323
"EVA1A","Eva1a",0.542035,0.691515,0.629571,30,7,17,0.621040333333333,0.39622,0.994871,0.531391,5,12,1,0.113924666666667,1.45525131262617
"EVA1B","Eva1b",1.547735,0.711441,1.799559,60,8,33,1.35291166666667,0,1.638888,0.239482,0,10,1,0,2.35291166666667
"EVA1C","Eva1c",9.483798,7.471866,9.775656,490,94,199,8.91044,1.191885,2.665783,1.238264,14,16,6,10.507115,0.861244543050104
"EVC","Evc",2.916629,3.654402,4.47428,249,51,114,3.68177033333333,1.466606,1.386845,1.342332,126,122,70,6.477025,0.626154163364885
"EVC2","Evc2",2.515592,1.500555,2.248636,271,64,102,2.088261,0.051964,0.078732,0,3,5,0,454.374000666667,0.00678181230258818
"EVI2A","Evi2a",0.761581,1.381095,1.328862,16,7,7,1.15717933333333,0,0.103664,0,0,2,0,25.903444,0.0801822745568684
"EVI2B","Evi2b",0.254918,0.193132,0.294432,18,3,8,0.247494,0,0,0,0,0,0,0,1.247494
"EVI5","Evi5",66.885733,59.425598,80.583436,6999,1682,2910,68.9649223333333,9.064217,8.549516,8.941526,295,365,223,16.7120786666667,3.95012486394407
"EVL","Evl",91.765134,85.759861,90.520782,3610,757,1331,89.3485923333333,510.877869,597.705224,700.569495,3231,3731,2897,103.550007666667,0.864166290847044
"EVPL","Evpl",0.200062,0.250963,0.294835,56,17,33,0.24862,0,0.382727,0,0,2,0,3.17789333333333,0.298863542072241
"EVX1","Evx1",0,0,0,0,0,0,0,0.367097,0.080132,0.089499,7,3,2,0.0782793333333333,0.927403474300722
"EVX2","Evx2",0,0,0,0,0,0,0,0.144135,0.366633,0.265491,7,20,9,0,1
"EWSR1","Ewsr1",206.020453,200.954252,175.85899,3339,1086,1472,194.277898333333,110.823958,108.15185,122.7759,2455,2549,2137,0,195.277898333333
"EXD1","Exd1",0.72155,0.738776,0.761716,166,41,71,0.740680666666667,0.144738,0.071609,0.24889,4,2,5,0.476061666666667,1.17927367533199
"EXD2","Exd2",21.352644,23.295368,18.603718,1113,269,442,21.08391,17.081748,12.215648,17.624174,423,394,352,3.67418633333333,4.72465332468917
"EXO1","Exo1",0.432809,0.259147,0.485495,9,2,7,0.392483666666667,0.628277,0.590996,0.27585,6,6,3,3.24559966666667,0.327982800074022
"EXO5","Exo5",6.307377,5.343709,4.674838,261,59,103,5.44197466666667,6.385316,8.822186,10.524566,111,132,81,25.7100073333333,0.241182062822846
"EXOC1","Exoc1",58.912681,58.917383,67.097818,2828,662,1075,61.6426273333333,30.863304,41.236989,42.567171,975,1164,765,118.195673,0.525544474532505
"EXOC2","Exoc2",15.336585,14.942098,15.430026,2651,628,1062,15.2362363333333,17.454622,18.078231,20.576455,996,1167,871,0.176865333333333,13.7961718078194
"EXOC3","Exoc3",49.85028,48.364967,45.360667,4858,1201,1925,47.858638,29.163853,23.284268,26.071414,679,639,485,22.7464073333333,2.05751705149166
"EXOC3L4","Exoc3l4",0.67417,1.395108,1.39956,19,6,13,1.15627933333333,0,0,0,0,0,0,75.181487,0.0283045057040345
"EXOC4","Exoc4",34.232942,28.92828,34.406606,4492,942,1714,32.5226093333333,68.483938,76.109579,92.977252,1215,1153,936,73.0407636666667,0.452758827343448
"EXOC5","Exoc5",38.294968,26.178436,37.056169,3417,844,1521,33.843191,31.692525,31.137963,36.918985,1092,1170,953,0,34.843191
"EXOC6","Exoc6",9.859035,10.30441,10.208616,1355,338,568,10.1240203333333,121.877316,26.784354,75.042019,316,241,195,0,11.1240203333333
"EXOC6B","Exoc6b",14.750369,13.480447,15.258057,3259,724,1303,14.496291,20.836451,25.783965,23.722983,1123,1247,831,1.60543066666667,5.94768887856288
"EXOC7","Exoc7",70.65621,77.807622,69.341292,2283,512,821,72.601708,125.392829,124.264398,149.620352,2357,2768,2032,4.206429,14.1366967647115
"EXOC8","Exoc8",5.765744,4.896852,5.402524,1088,224,411,5.35504,5.569157,6.416803,6.637647,377,469,321,0.437608333333333,4.42056424733209
"EXOG","Exog",6.208678,5.675639,5.521442,732,157,261,5.80191966666667,62.360037,28.524274,39.529664,410,405,305,42.7269633333333,0.155554357040877
"EXOSC1","Exosc1",7.76989,7.700425,8.381926,303,74,121,7.950747,15.577926,19.288472,26.385278,95,127,78,1.77848533333333,3.22144835267561
"EXOSC10","Exosc10",17.349273,19.038819,16.120514,865,185,339,17.5028686666667,68.226894,50.878887,69.842421,846,879,686,75.5747023333333,0.241631610739051
"EXOSC2","Exosc2",11.863968,10.768687,11.229612,670,148,279,11.2874223333333,13.053561,17.095817,14.802525,223,248,192,11.073083,1.01775348793124
"EXOSC3","Exosc3",10.050424,4.451452,9.920341,124,15,55,8.140739,29.288608,48.397765,52.487677,111,149,128,58.8651456666667,0.152688829171089
"EXOSC4","Exosc4",9.110592,6.708408,8.460106,552,115,230,8.09303533333333,6.074722,10.315145,10.680473,51,100,63,11.6261943333333,0.720172293667902
"EXOSC5","Exosc5",11.660901,11.279752,9.988676,452,95,167,10.976443,9.380495,11.087439,6.291368,56,67,42,7.78501833333333,1.36328036500019
"EXOSC6","Exosc6",0,0,0,0,0,0,0,6.941385,7.887202,8.724862,431,536,381,7.125934,0.123062776537442
"EXOSC7","Exosc7",11.921832,22.761041,13.816622,342,117,126,16.1664983333333,27.322772,30.381848,43.258306,207,214,148,24.2532863333333,0.679772846462135
"EXOSC8","Exosc8",14.789125,15.732692,14.052336,285,60,117,14.858051,100.694087,48.176281,31.763333,135,135,108,5.88680933333333,2.30267025445939
"EXOSC9","Exosc9",29.095728,29.923688,29.584679,1088,296,431,29.5346983333333,15.573334,16.922475,20.324435,165,225,160,0.022534,29.8617926967058
"EXPH5","Exph5",0.276938,0.331477,0.452369,59,18,21,0.353594666666667,0.066684,0.054126,0.039948,9,8,4,18.7494373333333,0.0685383914397426
"EXT1","Ext1",8.902448,6.492618,7.256183,967,197,360,7.55041633333333,15.033226,14.898142,14.969233,485,520,447,2.29788033333333,2.59270060435789
"EXT2","Ext2",16.817432,17.372291,14.416408,1459,306,544,16.2020436666667,30.083982,33.761482,45.560792,942,1102,731,6.802247,2.20475507461718
"EXTL1","Extl1",0.511464,0.948794,0.996509,84,13,49,0.818922333333333,0.873421,2.39374,1.213609,37,51,33,32.0484806666667,0.0550380016461069
"EXTL2","Extl2",122.74517,71.975993,134.438805,2414,565,970,109.719989333333,16.561975,15.457844,16.685216,576,587,394,53.0705283333333,2.04769571791065
"EXTL3","Extl3",38.638445,30.75363,35.71322,7249,1551,2713,35.0350983333333,51.980812,48.12827,46.559614,1415,1600,1153,5.11106,5.89670177241482
"EYA1","Eya1",0.123453,0.234707,0.071853,10,7,4,0.143337666666667,8.437809,8.065384,19.678626,318,420,476,10.5027463333333,0.0993969295274673
"EYA2","Eya2",5.675795,7.066373,5.320902,158,38,66,6.02102333333333,0.130913,0.445212,0.303664,4,12,6,0.904239666666667,3.68704814642555
"EYA3","Eya3",24.211173,25.003126,24.225489,3012,656,1193,24.4799293333333,6.341529,5.232868,5.783842,423,410,315,0.343285,18.9683718148668
"EYA4","Eya4",0.212264,0.263444,0.333712,34,11,22,0.269806666666667,0.13633,0.049233,0.38493,2,4,5,5.16068733333333,0.206114447619535
"EZH1","Ezh1",23.860498,18.746463,22.101267,3142,703,1190,21.5694093333333,17.114438,21.347614,16.125239,475,615,381,7.346324,2.70411373118673
"EZH2","Ezh2",3.693164,4.21901,4.448665,128,24,56,4.12027966666667,5.700644,2.465432,3.526709,89,76,79,7.004945,0.639639581117255
"EZR","Ezr",13.067783,13.879377,13.359841,1303,301,495,13.435667,11.140042,20.400827,15.966953,441,869,437,9.48052933333333,1.37737957128628
"F10","F10",0.071027,0.080653,0.025201,7,2,1,0.0589603333333333,0.861212,2.082492,0.90699,13,33,10,0.538258333333333,0.688415144833713
"F11","F11",0,0,0.028812,0,0,1,0.009604,0.179034,0.204499,0.120356,2,5,2,38.9673413333333,0.0252607245395624
"F11R","F11r",3.197386,4.287643,3.035037,225,57,77,3.50668866666667,6.286049,6.692129,8.287154,192,256,132,0.139651666666667,3.95444397484027
"F12","F12",0,0,0,0,0,0,0,6.49966,8.278124,11.913557,66,89,64,12.1558623333333,0.0760117409762092
"F13A1","F13a1",1.024334,1.282142,1.319905,162,49,82,1.20879366666667,0.346077,0.126781,0.304503,6,7,7,0.840751333333333,1.19994136452253
"F13B","F13b",0,0,0,0,0,0,0,0,0.258936,0,0,1,0,0.686865,0.592815666932446
"F2","F2",0.040359,0.052666,0,4,1,0,0.0310083333333333,0.043734,0.178155,0.126584,1,2,2,55.107086,0.0183757241167957
"F2R","F2r",5.829994,5.629909,5.438654,783,187,285,5.63285233333333,14.945413,14.857547,16.472243,715,768,560,0,6.63285233333333
"F2RL1","F2rl1",0.320678,0.146844,0.36996,36,4,16,0.279160666666667,6.658249,6.296703,1.135362,142,206,24,0.01578,1.25928908490684
"F2RL2","F2rl2",38.447875,32.241753,37.332994,3858,790,1467,36.0075406666667,1.147653,1.781934,1.578158,51,68,47,3.996785,7.40627036517814
"F2RL3","F2rl3",1.112525,1.028716,1.069231,76,16,29,1.07015733333333,0.167228,0.17311,0.19091,7,8,5,227.130571333333,0.00907444066454609
"F3","F3",8.960894,9.263725,12.428286,516,129,269,10.217635,1.076515,0.874783,0.789809,23,22,12,56.2142553333333,0.196063637194008
"F5","F5",0.040922,0.102834,0.056271,13,8,7,0.0666756666666667,0.400051,1.035743,0.56436,11,16,9,35.031997,0.0296035678140922
"F7","F7",0.013619,0.056225,0,1,1,0,0.0232813333333333,1.418488,4.051047,2.340382,31,60,44,108.639854666667,0.00933311464562199
"F8","F8",2.071776,1.937014,1.395124,346,82,151,1.80130466666667,1.857425,1.9486,1.429152,56,62,39,0.0515606666666667,2.66394964690577
"F9","F9",1.221813,1.148431,1.103657,132,31,47,1.157967,0.027317,0,0,1,0,0,89.4929936666666,0.0238467853980931
"FA2H","Fa2h",9.579623,9.29241,10.961297,755,167,369,9.94444333333333,0.058719,0.619824,0.298231,1,4,3,0.00973033333333333,10.8389764791986
"FAAH","Faah",5.954033,6.037141,5.03835,629,166,254,5.676508,18.556448,22.297209,25.84838,267,300,229,6.81810566666667,0.853980271521017
"FAAP100","Faap100",9.645362,9.126371,7.552872,701,147,236,8.77486833333333,15.18079,16.037706,18.036365,497,603,428,0,9.77486833333333
"FAAP20","Faap20",45.494535,45.862614,39.605934,1383,263,531,43.654361,21.599903,24.887523,27.85193,278,359,261,11.93681,3.45172890380241
"FAAP24","Faap24",4.094176,3.295394,2.548635,213,44,57,3.312735,1.642927,1.508201,1.629079,20,16,13,4.05576933333333,0.853032390454522
"FABP1","Fabp1",0,0,0,0,0,0,0,0,0,0,0,0,0,35.1849643333333,0.0276357879142306
"FABP12","Fabp12",0,0,0,0,0,0,0,0,0,0.389501,0,0,1,0,1
"FABP2","Fabp2",0,0.130701,0,0,1,0,0.043567,0.037503,0.09263,0.099999,1,3,2,0.0803973333333333,0.965910381119045
"FABP3","Fabp3",38.721665,42.064831,41.231006,1008,265,418,40.6725006666667,40.294801,44.521895,31.178283,231,281,137,871.762083666667,0.0477478358037637
"FABP4","Fabp4",0.671224,2.194039,0.477128,22,8,6,1.11413033333333,0,0.248535,0,0,1,0,13.631503,0.144491672067684
"FABP5","Fabp5",144.644002,143.986709,137.146231,4800,1183,1784,141.925647333333,55.301957,64.4878,68.447993,340,432,299,8.76306033333333,14.6394309216089
"FABP6","Fabp6",0,0,0,0,0,0,0,35.428872,26.518678,30.803988,144,118,79,2.298834,0.303137411582395
"FABP7","Fabp7",128.458691,121.476085,86.995617,3131,729,837,112.310131,1.704857,3.397925,28.661154,13,28,161,5.29992233333333,17.985956811002
"FABP9","Fabp9",0,0,0,0,0,0,0,0,0.193425,0,0,1,0,0.300016666666667,0.769220907424264
"FADD","Fadd",0.356561,0.437841,0.591139,59,18,38,0.461847,6.483999,7.186791,6.606795,132,163,95,83.23141,0.0173551291614375
"FADS1","Fads1",53.292757,55.664039,50.294047,5376,1294,2055,53.0836143333333,49.664157,47.761441,42.700838,1506,1508,865,0,54.0836143333333
"FADS2","Fads2",78.514288,73.589739,61.601811,5281,1253,2079,71.2352793333333,180.2134,142.862078,145.984207,3736,3211,2394,0.049071,68.8564256693144
"FADS3","Fads3",64.441933,60.249831,53.462012,2900,608,1110,59.384592,54.587294,59.81639,44.199664,436,518,234,0.117383666666667,54.0410548331504
"FADS6","Fads6",8.600922,8.132792,8.988645,1791,415,733,8.57411966666667,1.042287,2.424121,1.512753,23,42,28,15.806248,0.569676210101545
"FAF1","Faf1",19.274997,23.289443,22.806683,2723,689,1153,21.7903743333333,39.324983,44.403868,45.723619,822,842,622,0.854229333333333,12.2910224337586
"FAF2","Faf2",41.342996,37.407091,37.376251,3062,716,1242,38.7087793333333,18.664104,19.127939,22.11719,1003,1093,774,7.09159266666667,4.90741204718741
"FAH","Fah",14.06287,14.247412,15.178356,826,187,327,14.4962126666667,15.16027,17.51496,20.576003,81,90,59,8.61086166666667,1.61236455212046
"FAHD1","Fahd1",4.832212,5.847082,5.759419,265,79,125,5.479571,17.795864,15.445094,17.076671,375,408,288,0.0255986666666667,6.31784265190152
"FAIM","Faim",27.537515,24.67547,29.162007,621,151,278,27.1249973333333,17.716698,16.747736,16.85494,182,182,130,5.301456,4.46325378346422
"FAIM2","Faim2",61.324806,59.311436,56.021494,5689,1348,2114,58.885912,121.323588,132.551901,135.390994,2538,3478,2055,0,59.885912
"FAM102A","Fam102a",25.160612,19.912393,19.204176,2925,628,1171,21.425727,9.683795,13.899961,8.453251,154,175,134,5.32885233333333,3.5434113199144
"FAM102B","Fam102b",52.285932,47.940183,48.808394,11807,2677,4336,49.6781696666667,9.645384,14.041891,15.87796,681,1085,813,70.0585823333333,0.71318858331478
"FAM107A","Fam107a",9.255018,8.600742,9.386241,840,188,453,9.080667,0.102747,0.141032,0.173798,4,6,4,0.0303603333333333,9.78363265148988
"FAM107B","Fam107b",162.602136,162.034467,204.198187,2542,648,1050,176.278263333333,21.019733,14.179835,22.115459,541,462,430,262.645587333333,0.67241126667975
"FAM110A","Fam110a",1.083249,0.728559,0.840469,70,11,21,0.884092333333333,4.921464,4.800752,5.939095,85,95,70,70.6818633333333,0.0262840870161532
"FAM110B","Fam110b",16.014763,14.617144,12.038833,1010,217,351,14.22358,33.834057,38.711551,33.683049,551,672,473,0.213959666666667,12.5404331115888
"FAM110C","Fam110c",0,0,0,0,0,0,0,0.319064,0.878741,0.891511,15,19,14,38.0546886666667,0.0256051202593123
"FAM111A","Fam111a",1.691075,1.590662,1.636372,223,52,85,1.63936966666667,0.147127,0.497364,1.142899,7,20,11,27.015026,0.0942126438385839
"FAM114A1","Fam114a1",11.595391,9.685083,12.277366,1265,246,447,11.1859466666667,1.191657,1.458778,1.071052,29,43,21,0,12.1859466666667
"FAM114A2","Fam114a2",28.874128,30.26498,27.054229,2718,654,1041,28.7311123333333,10.105435,10.131674,16.587976,159,183,155,0.091735,27.232902062619
"FAM117A","Fam117a",3.845133,4.64926,6.073501,242,58,82,4.85596466666667,1.19024,1.412894,1.184577,24,22,18,0.177082666666667,4.97498164954713
"FAM117B","Fam117b",13.409478,12.4223,12.815203,2772,657,1116,12.882327,7.208707,6.623941,8.925007,547,548,479,151.571915666667,0.0909887441560974
"FAM118A","Fam118a",9.865323,8.236104,11.622701,547,136,205,9.90804266666667,20.251065,13.595037,15.165372,252,237,173,15.375303,0.666127684273486
"FAM118B","Fam118b",5.301356,5.572509,6.070998,305,66,140,5.64828766666667,11.878719,9.104273,14.650471,177,170,164,56.4464466666667,0.115730180932572
"FAM120B","Fam120b",15.398882,13.888403,14.929202,3019,679,1148,14.738829,11.552228,12.721763,15.679158,546,589,471,3.12072133333333,3.81943541599998
"FAM120C","Fam120c",4.551432,3.75617,4.139752,1027,206,379,4.149118,2.327322,3.143588,2.635463,88,86,85,284.669297333333,0.018024751165302
"FAM124B","Fam124b",0.085687,0.191084,0.236121,10,3,11,0.170964,0.1585,0.257882,0.334407,5,9,8,23.262405,0.0482624867567745
"FAM126A","Fam126a",4.025162,4.251911,4.490026,869,215,374,4.25569966666667,5.333397,5.018559,4.695786,423,369,201,1.76304333333333,1.90214159990252
"FAM126B","Fam126b",17.24318,14.474582,14.915431,4885,1133,1933,15.5443976666667,3.506046,5.241583,6.348584,413,465,408,1.20359,7.50792918222839
"FAM131A","Fam131a",19.871911,17.266765,20.689185,1602,375,626,19.2759536666667,22.964615,26.803679,22.564207,547,667,440,0.362741666666667,14.8787948314978
"FAM131B","Fam131b",44.964849,43.09508,42.845285,7635,1776,2848,43.6350713333333,57.238549,53.336246,74.209758,2406,2858,2316,20.494458,2.07658510548781
"FAM133B","Fam133b",10.443131,9.882936,9.938775,690,161,268,10.0882806666667,35.299878,48.603454,68.252427,173,175,170,22.6456573333333,0.468935183757209
"FAM135A","Fam135a",12.916898,10.082441,14.431724,1503,368,613,12.477021,10.050638,8.790088,12.786811,431,439,319,0,13.477021
"FAM135B","Fam135b",0.108794,0.035035,0.063259,45,7,8,0.0690293333333333,0.010121,0.013543,0.061663,1,1,3,50.9524963333333,0.0205770542087971
"FAM136A","Fam136a",11.300125,10.051159,9.886933,673,147,231,10.412739,15.816095,15.405441,17.543457,349,376,259,2.281311,3.47810341659172
"FAM13A","Fam13a",5.334848,6.228878,6.693652,962,259,423,6.08579266666667,16.458152,25.847677,14.581858,204,299,188,0,7.08579266666667
"FAM13B","Fam13b",112.551743,109.569547,106.098274,4667,1134,1886,109.406521333333,25.257489,19.911919,34.804605,1696,1438,1656,124.103707333333,0.882519980316491
"FAM13C","Fam13c",6.262856,8.498988,6.553013,869,234,357,7.10495233333333,24.019587,24.0374,22.942551,336,511,195,113.443858333333,0.0708203345410337
"FAM149A","Fam149a",12.988204,10.717983,12.681545,1787,360,694,12.129244,16.131742,16.479314,17.937733,183,221,154,0.0726716666666667,12.2397602248591
"FAM151A","Fam151a",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669126666666667,0.93728383891465
"FAM155A","Fam155a",5.569575,4.309232,6.090246,673,136,306,5.32301766666667,4.944809,5.706355,6.563567,605,756,571,41.8017366666667,0.147728063370637
"FAM160A1","Fam160a1",0.325401,0.27373,0.265565,56,12,18,0.288232,3.850895,3.530942,1.804783,59,57,33,0.806885666666667,0.71295711940453
"FAM160A2","Fam160a2",9.857784,10.257365,9.725678,1972,465,710,9.94694233333333,10.823933,12.813697,17.407581,234,291,214,7.68086166666667,1.26104328736951
"FAM160B1","Fam160b1",8.600497,7.843644,8.020303,2013,454,738,8.15481466666667,18.610256,20.07222,27.517485,555,587,469,0,9.15481466666667
"FAM160B2","Fam160b2",7.201894,5.890961,6.736141,1245,247,455,6.60966533333333,42.365826,43.777566,50.997867,550,681,515,3.85590833333333,1.5670941070071
"FAM161A","Fam161a",4.549998,5.053637,5.212187,243,59,95,4.93860733333333,5.512061,5.668754,6.234462,175,158,125,22.3424913333333,0.254411889824842
"FAM161B","Fam161b",3.502615,3.869834,3.248231,423,109,166,3.54022666666667,6.091365,6.360942,7.571068,323,367,283,0.08999,4.16538378027933
"FAM162A","Fam162a",51.848929,40.670633,59.62182,738,131,309,50.713794,18.234932,19.388305,21.780941,260,317,247,10.138622,4.64274611347795
"FAM162B","Fam162b",0,0,0,0,0,0,0,48.36595,5.04185,12.819364,490,57,91,22.106146,0.0432785285785003
"FAM163A","Fam163a",0.493126,0.499872,0.511919,81,20,33,0.501639,1.534413,2.091343,0.799259,57,86,21,0.408394666666667,1.06620611078713
"FAM163B","Fam163b",0.795402,0.643078,0.717441,97,19,35,0.718640333333333,3.501041,3.948194,2.451818,118,124,50,16.869079,0.0961795699338132
"FAM166A","Fam166a",3.090676,4.180004,0,8,3,0,2.42356,0.166827,0,0.117311,2,0,1,8.76937366666667,0.350438023645392
"FAM166B","Fam166b",2.129216,0,0.051143,6,0,1,0.726786333333333,0,0.505917,0.260241,0,3,1,0.935606666666667,0.892116339063377
"FAM167A","Fam167a",2.842759,2.574979,2.778113,509,112,195,2.73195033333333,3.417635,3.973739,2.930541,122,176,96,2.58231433333333,1.04177076215999
"FAM167B","Fam167b",0.722432,0.651285,0.748583,22,4,9,0.707433333333333,0.320514,0.559773,0,3,6,0,0.241692666666667,1.37508530022727
"FAM168A","Fam168a",86.101889,55.473999,101.160492,7299,1646,2810,80.9121266666667,38.740664,45.12508,50.164381,3431,4379,3194,2.93621233333333,20.8098851713369
"FAM168B","Fam168b",46.677763,43.760283,46.760885,9395,2130,3611,45.732977,47.867257,55.434471,63.438998,3434,4329,3243,0.896275,24.6446201104798
"FAM169A","Fam169a",10.709939,11.193986,10.508662,1971,516,757,10.8041956666667,10.522613,9.977782,12.154067,740,793,653,0.0109883333333333,11.6758970182643
"FAM169B","Fam169b",1.356916,1.120127,1.151237,94,12,31,1.20942666666667,0.5103,0.350682,0.17966,8,5,1,37.7518353333333,0.0570147619502856
"FAM170A","Fam170a",0,0,0,0,0,0,0,0,0,0,0,0,0,28.0483346666667,0.0344253814022431
"FAM170B","Fam170b",0.030182,0.062249,0,3,1,0,0.0308103333333333,0,0,0,0,0,0,4.81502233333333,0.177266788370604
"FAM171A2","Fam171a2",35.665686,18.363803,33.417228,1122,233,480,29.1489056666667,32.958696,41.64038,46.075536,791,1112,698,0.0843863333333333,27.8027348186793
"FAM171B","Fam171b",48.292825,37.797956,50.544401,7311,1691,2997,45.5450606666667,23.978706,25.19114,29.555061,1814,2032,1602,1.80559833333333,16.590065696028
"FAM172A","Fam172a",9.820125,6.760362,11.815649,1094,240,478,9.46537866666667,24.289782,19.101817,24.450546,381,398,304,0.0333516666666667,10.1276061231172
"FAM174A","Fam174a",19.937619,16.548866,19.724335,1433,296,600,18.73694,12.960254,11.215089,11.03328,141,143,98,5.91799966666667,2.8529836587156
