"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"TMCC2","Tmcc2",19.92157,15.842353,18.192081,2795,542,1013,17.9853346666667,0.507465,0.541584,0.453642,35,38,32,0.374312666666667,13.8144216575656
"TMCC3","Tmcc3",10.350412,12.676779,14.455809,2121,444,817,12.4943333333333,0.373632,0.066445,0.101084,12,7,9,0.0856236666666667,12.4300286993252
"TMCO1","Tmco1",41.881156,41.181973,39.363877,1443,352,562,40.809002,35.168397,29.167702,33.547138,518,530,457,1.402764,17.4003780645956
"TMCO2","Tmco2",0.048725,0,0,1,0,0,0.0162416666666667,0,0,0,0,0,0,0.0649923333333333,0.95422439660755
"TMCO3","Tmco3",30.426274,27.279497,28.745666,1820,449,687,28.8171456666667,28.994593,23.807432,19.636942,547,419,398,0.0317536666666667,28.8994811746085
"TMCO4","Tmco4",2.109038,2.353037,2.223788,165,42,62,2.228621,6.049859,4.960288,3.470576,175,144,117,0.490467333333333,2.16618031659869
"TMCO6","Tmco6",5.067565,4.353017,4.726573,324,66,115,4.71571833333333,3.202127,2.663235,1.762237,48,39,30,2.72855833333333,1.53295666108661
"TMED1","Tmed1",4.601519,4.852698,5.818934,231,42,104,5.09105033333333,23.230459,19.276244,15.964644,330,324,227,0.0601496666666667,5.7454626689502
"TMED10","Tmed10",96.157915,101.902644,92.47172,6454,1546,2457,96.844093,64.826167,51.863188,42.033633,1195,1264,997,0.0284906666666667,95.1336712827081
"TMED11P","Tmed11",0,0,0,0,0,0,0,0,0,0,0,0,0,0.023446,0.977091121563815
"TMED2","Tmed2",90.806997,101.282068,79.028017,3143,855,1235,90.3723606666667,41.050294,28.834569,24.102121,884,1052,835,0,91.3723606666667
"TMED3","Tmed3",22.029839,21.373867,19.668564,1097,258,386,21.02409,17.781687,18.228513,15.613732,430,392,372,0,22.02409
"TMED4","Tmed4",34.601755,39.872738,34.265258,1981,476,745,36.2465836666667,25.463811,19.390301,18.5319,880,795,671,1.36236766666667,15.7666328540731
"TMED5","Tmed5",8.786989,8.584907,8.907198,1136,300,464,8.759698,4.913211,3.116161,2.756931,196,226,180,0.134675666666667,8.60131074165981
"TMED6","Tmed6",0,0,0,0,0,0,0,0.245383,0.35669,0.405426,3,4,6,0.505709666666667,0.664138659754902
"TMED8","Tmed8",15.411466,13.625172,14.298252,4815,1045,1771,14.4449633333333,1.076824,0.81006,0.454919,170,131,72,0.113766,13.8673323959731
"TMED9","Tmed9",40.184497,41.322638,40.890731,2111,536,848,40.7992886666667,191.672456,108.269527,91.05584,1214,1086,919,0.076365,38.8337493941801
"TMEFF1","Tmeff1",18.97899,17.977659,18.15253,1013,275,427,18.3697263333333,0,0,0,0,0,0,14.6259566666667,1.23958658957841
"TMEFF2","Tmeff2",31.826294,29.341025,30.992682,4281,988,1646,30.7200003333333,1.28024,0.058351,0.058923,2,3,3,0,31.7200003333333
"TMEM100","Tmem100",19.842709,18.381498,18.167821,1327,303,475,18.7973426666667,0.091109,0.035119,0,1,1,0,0.705501333333333,11.6079315094838
"TMEM101","Tmem101",12.001892,9.881707,8.516607,612,144,196,10.133402,6.652748,7.858809,5.426313,165,187,139,0,11.133402
"TMEM102","Tmem102",0.150499,0.22795,0.164365,11,4,5,0.180938,1.384656,1.144107,0.779926,58,43,30,0.00619133333333333,1.17367140908257
"TMEM104","Tmem104",10.612539,11.35927,8.922665,1605,302,539,10.298158,3.875983,2.369183,3.409141,204,144,111,0,11.298158
"TMEM106A","Tmem106a",6.895829,5.438354,7.000296,394,77,127,6.44482633333333,0.912674,1.065456,0.559509,40,29,23,0,7.44482633333333
"TMEM106B","Tmem106b",34.209713,24.932267,39.299596,5271,1184,2182,32.8138586666667,12.174079,11.242711,10.774735,213,255,232,4.06191933333333,6.6800469229129
"TMEM106C","Tmem106c",19.037555,19.918994,19.024974,657,139,244,19.3271743333333,72.776592,49.32565,44.468303,575,532,379,15.4215276666667,1.23783698727339
"TMEM107","Tmem107",23.873948,24.997802,11.647581,156,28,38,20.1731103333333,9.168344,8.340177,10.307686,152,129,125,0.143708666666667,18.5126780537934
"TMEM108","Tmem108",4.383558,3.87251,4.273928,530,112,209,4.17666533333333,0.112683,0.254892,0.029095,7,9,3,2.097034,1.67149128273481
"TMEM109","Tmem109",31.803153,31.733319,30.148338,1669,379,611,31.22827,14.464058,19.979391,19.568906,577,557,508,60.900637,0.520645207576781
"TMEM11","Tmem11",10.922938,9.879131,9.959863,572,119,191,10.2539773333333,15.872177,14.764636,14.663558,284,260,244,0.05391,10.6783096595851
"TMEM114","Tmem114",0.138835,0.330734,0.187273,7,4,4,0.218947333333333,0,0,0,0,0,0,0,1.21894733333333
"TMEM115","Tmem115",10.400768,9.283535,8.854106,921,199,314,9.512803,10.031544,9.895527,8.649871,458,418,368,6.78036333333333,1.35119692353699
"TMEM117","Tmem117",17.290649,16.750652,18.005465,1876,448,768,17.348922,5.663443,6.083815,6.375553,181,155,145,8.961268,1.84202673796147
"TMEM119","Tmem119",0.448148,1.045463,0.632384,41,13,23,0.708665,0.194154,0,0.0185,5,0,1,0.439088333333333,1.18732461407859
"TMEM120A","Tmem120a",28.854386,20.591595,27.316956,606,100,244,25.5876456666667,58.480095,45.524981,41.741531,388,341,265,0,26.5876456666667
"TMEM120B","Tmem120b",11.188369,10.013947,10.877923,521,115,215,10.693413,10.913753,6.508369,8.265487,924,749,637,0.052282,11.1124327889292
"TMEM121","Tmem121",1.480626,1.017645,1.482815,85,14,36,1.32702866666667,0.224972,0.382569,0.353602,7,10,10,68.3556893333333,0.0335520948466482
"TMEM121B","Tmem121b",0.042778,0.044661,0.037981,8,2,3,0.0418066666666667,0.777525,0.773565,0.986238,72,64,85,1.751875,0.378580664698312
"TMEM123","Tmem123",5.374672,5.113037,4.172169,610,144,188,4.886626,19.59022,10.429171,7.092333,471,364,319,0.211362666666667,4.85950752981216
"TMEM125","Tmem125",0.057944,0,0,2,0,0,0.0193146666666667,0.1576,0.169851,6.503988,6,6,5,0.070324,0.95234215682977
"TMEM126A","Tmem126a",22.268181,15.603443,23.55558,407,88,162,20.4757346666667,17.206627,18.886689,14.286137,172,188,151,0.327578666666667,16.1766192888507
"TMEM126B","Tmem126b",18.914634,18.516348,19.576538,1694,407,688,19.0025066666667,33.256288,43.972742,40.268986,223,308,261,0.095606,18.2570254878731
"TMEM127","Tmem127",24.39813,21.88881,22.758703,4848,1058,1814,23.0152143333333,20.029587,18.977964,15.351399,1746,1599,1319,49.488739,0.47565486500531
"TMEM128","Tmem128",19.818335,19.901746,19.49846,759,173,283,19.7395136666667,4.191405,3.613976,3.315198,83,70,65,0,20.7395136666667
"TMEM129","Tmem129",15.068972,15.139199,13.445052,1271,295,414,14.5510743333333,23.548493,19.376814,16.916984,1113,863,806,0.64044,9.47981903229215
"TMEM130","Tmem130",48.589003,40.651749,43.246039,5289,1146,1766,44.1622636666667,0.069058,0.025297,0.182125,2,1,1,0.23049,36.7026661465487
"TMEM131","Tmem131",15.837749,13.859235,14.654401,3291,700,1278,14.783795,9.136891,5.707225,6.124511,589,420,337,0,15.783795
"TMEM131L","Tmem131l",26.348689,23.284854,29.219221,2626,562,996,26.2842546666667,2.047585,1.772904,1.494351,164,144,86,0.24285,21.952974748897
"TMEM132A","Tmem132a",6.560201,10.145097,8.761878,671,158,268,8.48905866666667,39.225934,31.834665,25.34018,1040,794,661,0.041007,9.11526883744938
"TMEM132C","Tmem132c",4.34133,4.080765,5.568209,741,171,224,4.66343466666667,0,0,0,0,0,0,3.62734433333333,1.2239060373938
"TMEM132D","Tmem132d",0.565431,0.578847,0.548737,145,36,56,0.564338333333333,0,0.023381,0,0,3,0,0,1.56433833333333
"TMEM132E","Tmem132e",42.700147,41.977104,49.034423,5669,1299,2241,44.570558,0,0,0,0,0,0,0,45.570558
"TMEM134","Tmem134",25.374937,19.487714,58.619646,840,159,372,34.494099,41.049604,38.376556,37.436526,311,256,244,0,35.494099
"TMEM135","Tmem135",74.740891,86.489099,83.076766,2254,622,956,81.4355853333333,58.791005,18.352444,16.920152,267,291,215,0,82.4355853333333
"TMEM138","Tmem138",3.794216,2.61156,4.122449,194,30,71,3.50940833333333,15.72535,15.711122,13.168854,174,169,131,0,4.50940833333333
"TMEM140","Tmem140",9.871216,11.454183,10.716204,335,56,123,10.6805343333333,1.379981,1.179887,0.566834,57,46,22,0,11.6805343333333
"TMEM141","Tmem141",76.259834,73.750526,44.779461,386,100,124,64.9299403333333,46.74491,43.158772,39.216858,556,459,455,0,65.9299403333333
"TMEM143","Tmem143",88.475023,55.42359,87.206968,877,219,340,77.0351936666667,7.113468,4.997498,4.767386,167,132,104,0,78.0351936666667
"TMEM144","Tmem144",0.526378,0.323866,0.601042,62,8,27,0.483762,5.959806,4.743057,3.112169,163,179,167,0,1.483762
"TMEM145","Tmem145",2.833267,3.382682,3.071767,236,67,110,3.09590533333333,1.797473,0.432029,0.694689,13,7,7,0,4.09590533333333
"TMEM147","Tmem147",75.513199,54.595188,73.929311,1454,279,568,68.012566,35.22607,32.958249,28.328369,507,465,399,0,69.012566
"TMEM14A","Tmem14a",19.117869,15.033761,19.097398,794,155,310,17.749676,2.851499,2.511174,1.588127,33,31,20,0.0451503333333333,17.9396928862865
"TMEM14C","Tmem14c",42.407456,48.456094,38.784869,1277,354,455,43.2161396666667,47.256164,52.605417,40.696749,730,830,659,0,44.2161396666667
"TMEM150A","Tmem150a",3.091157,3.584706,2.7652,96,29,38,3.147021,4.48589,5.31154,6.94526,117,102,111,0,4.147021
"TMEM150B","Tmem150b",0.505921,0.883533,0.346958,33,12,10,0.578804,0.04417,0,0,1,0,0,0.328602,1.18831975264225
"TMEM150C","Tmem150c",35.511079,25.910003,37.271691,3528,745,1219,32.897591,1.263296,0.190135,1.030846,23,12,18,11.1480076666667,2.79038274671268
"TMEM151A","Tmem151a",88.789962,68.931497,152.453751,5560,1156,2265,103.391736666667,0.035223,0.122,0.058079,2,6,3,0,104.391736666667
"TMEM151B","Tmem151b",13.63521,11.18234,12.309802,2610,514,994,12.375784,0.150039,0.049132,0.128118,3,1,5,0,13.375784
"TMEM154","Tmem154",1.324833,1.307542,2.453388,171,44,63,1.69525433333333,0.084212,0.079432,0.034077,17,11,7,0.012123,2.66297113427255
"TMEM158","Tmem158",37.02352,39.632004,38.453383,1577,386,874,38.3696356666667,0.79041,0.64872,0.57445,23,15,15,0,39.3696356666667
"TMEM159","Tmem159",6.533524,5.895118,6.445554,358,77,130,6.29139866666667,5.353534,4.019788,2.828537,84,92,53,0.425435,5.11520950914399
"TMEM160","Tmem160",26.180326,21.902028,26.854585,533,104,237,24.9789796666667,7.197934,10.815941,9.459624,71,87,83,0,25.9789796666667
"TMEM161A","Tmem161a",71.038433,74.3417,25.425635,806,204,325,56.935256,15.112422,13.45908,12.338508,269,224,188,0,57.935256
"TMEM161B","Tmem161b",28.736987,6.416653,6.369371,447,123,207,13.8410036666667,3.914432,3.576235,1.230204,119,112,49,0,14.8410036666667
"TMEM163","Tmem163",25.415213,24.051524,29.548192,1048,228,445,26.3383096666667,1.956725,1.669876,1.615742,75,61,60,0,27.3383096666667
"TMEM164","Tmem164",19.816035,17.110862,19.171068,3504,779,1308,18.6993216666667,24.891504,11.518412,28.526092,1343,1014,950,1.523642,7.80590973944271
"TMEM165","Tmem165",32.5292,31.622686,32.091226,1029,252,475,32.0810373333333,18.329087,22.49289,18.486356,383,400,342,5.05865766666667,5.46012650877067
"TMEM167B","Tmem167b",21.01626,21.011524,21.660356,2358,579,950,21.22938,8.981914,5.97782,4.844068,317,290,214,0.011517,21.9762791925395
"TMEM168","Tmem168",6.54981,6.52608,6.151874,1141,291,423,6.40925466666667,10.549917,7.264095,4.332151,272,262,168,0,7.40925466666667
"TMEM169","Tmem169",7.677464,7.669276,7.621524,691,195,278,7.656088,0.03448,0.031559,0.021406,2,2,1,0.316118,6.5769847384505
"TMEM17","Tmem17",2.87884,3.147087,2.43731,166,44,57,2.821079,0.892851,1.120921,0.319934,28,36,10,0,3.821079
"TMEM170B","Tmem170b",3.623003,3.504079,3.925317,1089,262,432,3.684133,0.20617,0.136318,0.080746,27,20,12,0.0131143333333333,4.62349889433341
"TMEM171","Tmem171",0,0,0,0,0,0,0,0.042538,0.089104,0.134797,1,2,3,0,1
"TMEM174","Tmem174",0.022209,0,0.028446,2,0,1,0.016885,0,0,0,0,0,0,0,1.016885
"TMEM175","Tmem175",19.094527,18.668461,16.186959,1452,344,487,17.9833156666667,21.907062,10.71664,13.154577,167,160,119,3.75935866666667,3.98862893011635
"TMEM176A","Tmem176a",85.59602,97.585067,80.631469,1886,414,705,87.9375186666667,4.964813,5.400429,5.789409,63,78,73,0,88.9375186666667
"TMEM176B","Tmem176b",67.689566,55.814347,69.487487,2194,398,876,64.3304666666667,5.70439,6.163462,4.616714,118,121,86,0.130909333333333,57.7680851515359
"TMEM177","Tmem177",3.170846,3.416956,2.941238,439,115,159,3.17634666666667,2.643263,2.648235,2.184445,66,63,53,0,4.17634666666667
"TMEM179","Tmem179",39.330336,39.068781,34.408766,3008,681,1091,37.6026276666667,1.459325,1.297496,0.78662,41,38,20,0,38.6026276666667
"TMEM179B","Tmem179b",8.241316,4.888658,4.563998,163,30,40,5.89799066666667,13.647454,20.177681,11.215996,144,167,128,0,6.89799066666667
"TMEM18","Tmem18",12.468168,11.487572,13.991274,1289,332,560,12.6490046666667,8.266293,7.834413,6.349333,194,198,137,0,13.6490046666667
"TMEM182","Tmem182",0.082639,0,0.093537,9,0,4,0.0587253333333333,2.862425,2.343725,1.943019,41,41,30,0,1.05872533333333
"TMEM184A","Tmem184a",0.21442,0.050071,0.055056,14,1,4,0.106515666666667,1.548012,0.348699,0.762649,43,20,23,0,1.10651566666667
"TMEM184B","Tmem184b",40.745757,34.791368,36.672785,4261,860,1537,37.4033033333333,23.600643,10.817965,8.522977,904,723,619,0,38.4033033333333
"TMEM184C","Tmem184c",79.571532,72.760856,87.669828,6520,1531,2590,80.0007386666667,7.090685,6.214105,4.810502,280,247,176,0,81.0007386666667
"TMEM185A","Tmem185a",19.098961,16.05019,18.716936,1163,234,457,17.9553623333333,26.517231,26.22898,15.602493,414,329,291,0,18.9553623333333
"TMEM185B","Tmem185b",3.245988,2.770848,2.246613,291,50,102,2.754483,2.930063,2.671698,1.996329,373,328,244,0,3.754483
"TMEM186","Tmem186",4.531955,4.222951,4.598276,637,145,253,4.45106066666667,4.605924,4.399415,4.064036,116,106,93,0,5.45106066666667
"TMEM19","Tmem19",31.606244,25.188716,33.630791,1770,426,724,30.141917,8.69091,9.585883,6.195269,230,222,159,0,31.141917
"TMEM190","Tmem190",0.331771,0.571512,0.166184,4,1,1,0.356489,0,0,0.122845,0,0,1,0,1.356489
"TMEM192","Tmem192",17.236789,18.328101,18.652968,571,123,234,18.0726193333333,1.771637,1.834504,1.402413,195,181,154,0,19.0726193333333
"TMEM198","Tmem198",4.449131,3.557065,4.556181,332,78,97,4.187459,3.472989,2.997644,2.971846,109,92,68,0,5.187459
"TMEM199","Tmem199",24.816192,34.716385,24.01448,1050,271,393,27.849019,5.512986,5.61203,4.665421,170,196,150,0,28.849019
"TMEM200A","Tmem200a",18.506895,16.15089,19.499801,2507,528,918,18.0525286666667,0.241342,0.134015,0.096639,12,7,5,0,19.0525286666667
"TMEM201","Tmem201",7.092157,6.950964,6.506223,1048,225,407,6.84978133333333,3.744522,3.331832,2.363311,299,263,192,0,7.84978133333333
"TMEM202","Tmem202",2.473252,1.274676,1.770365,92,10,26,1.839431,0,0,0,0,0,0,0,2.839431
"TMEM203","Tmem203",4.24557,5.010228,4.394834,113,32,48,4.55021066666667,11.82515,12.004655,8.69683,364,343,251,0,5.55021066666667
"TMEM204","Tmem204",1.796544,2.502115,1.942547,126,39,52,2.080402,0.251706,0.123929,0.121186,9,4,4,0,3.080402
"TMEM205","Tmem205",31.04563,23.450373,29.224084,733,146,265,27.9066956666667,49.612886,59.874019,51.109869,372,407,387,0,28.9066956666667
"TMEM207","Tmem207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM208","Tmem208",35.111407,30.796559,32.52886,865,187,315,32.8122753333333,16.401538,14.26939,12.204271,165,126,117,0,33.8122753333333
"TMEM209","Tmem209",16.44497,14.83128,15.781508,1320,305,537,15.6859193333333,2.084309,1.813168,1.477464,98,72,68,0,16.6859193333333
"TMEM210","Tmem210",1.304559,1.187251,1.369033,7,1,4,1.28694766666667,0,0,0,0,0,0,8.44310566666667,0.242181729972523
"TMEM211","Tmem211",0.055817,0.057589,0.143438,4,1,4,0.0856146666666667,0,0,0,0,0,0,1.432419,0.446310716478808
"TMEM212","Tmem212",0,0,0,0,0,0,0,0.722646,0.411756,0.327572,25,15,11,0,1
"TMEM213","Tmem213",0.285815,0,0,5,0,0,0.0952716666666667,0.075693,0.100694,0.01192,7,6,1,0,1.09527166666667
"TMEM214","Tmem214",20.552693,18.762506,27.546097,1740,439,696,22.2870986666667,17.999913,14.134174,12.669469,644,548,444,5.012478,3.87312829529965
"TMEM215","Tmem215",0,0,0,0,0,0,0,0,0,0,0,0,0,40.6198563333333,0.0240269930773187
"TMEM216","Tmem216",3.174882,2.73527,2.898311,107,21,39,2.93615433333333,1.444931,1.733054,1.311504,30,30,18,0,3.93615433333333
"TMEM218","Tmem218",3.635141,3.836172,4.367415,380,98,179,3.94624266666667,5.778,7.191408,4.225099,83,104,65,0,4.94624266666667
"TMEM219","Tmem219",35.996054,16.062454,26.894217,351,88,139,26.317575,29.739797,33.693868,26.791305,296,260,221,0,27.317575
"TMEM220","Tmem220",0.823999,0.716926,1.28266,46,9,30,0.941195,1.713706,2.524504,0.430888,24,22,10,0,1.941195
"TMEM221","Tmem221",0.44291,0.296161,0.336349,25,4,8,0.358473333333333,0.111977,0,0.129232,1,0,5,5.012478,0.225942337474388
"TMEM222","Tmem222",26.965879,21.830709,24.077163,1174,241,440,24.2912503333333,10.829263,11.027368,7.486966,301,279,222,0,25.2912503333333
"TMEM223","Tmem223",19.960723,16.683893,19.815485,454,92,177,18.8200336666667,14.727395,12.478179,10.401212,260,201,165,0.164821666666667,17.0155090979592
"TMEM225","Tmem225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM229A","Tmem229a",15.477142,14.395527,15.925294,3040,697,1316,15.2659876666667,0.025223,0,0.025685,1,0,1,3.62734433333333,3.51518851741672
"TMEM230","Tmem230",37.492772,24.877487,40.622559,1686,355,672,34.3309393333333,91.981707,79.358143,54.411417,768,862,602,0.257381333333333,28.0988260257297
"TMEM231","Tmem231",5.991994,4.468506,4.827983,735,134,233,5.096161,2.655016,2.548543,2.323517,149,117,111,0,6.096161
"TMEM232","Tmem232",0.422736,0.404099,0.384355,29,6,9,0.40373,0.877233,1.266085,0.958909,14,12,9,0,1.40373
"TMEM233","Tmem233",202.566422,177.814691,192.649435,20230,4322,7519,191.010182666667,0,0,0.018249,0,0,1,0,192.010182666667
"TMEM234","Tmem234",63.608257,55.194366,80.82363,2471,535,965,66.5420843333333,9.717785,9.135469,6.352064,137,128,80,0,67.5420843333333
"TMEM235","Tmem235",0,0.057951,0,0,1,0,0.019317,0.133518,0,0,3,0,0,0,1.019317
"TMEM236","Tmem236",0.093973,0.107884,0.153731,14,4,9,0.118529333333333,0.09057,0.03964,0.039872,9,4,4,0.492475,0.749445942701441
"TMEM237","Tmem237",17.867017,17.464539,17.458917,887,200,347,17.5968243333333,10.08386,7.660581,8.939979,209,241,170,0,18.5968243333333
"TMEM238","Tmem238",4.163031,0.419507,13.868101,16,4,17,6.150213,0,0.175644,0,0,1,0,0,7.150213
"TMEM239","Tmem239",0.209516,0,0,10,0,0,0.0698386666666667,0.023341,0.036723,0.024595,2,3,2,0,1.06983866666667
"TMEM240","Tmem240",1.120935,0.742251,1.572107,80,17,40,1.14509766666667,3.36069,2.702053,1.934437,41,34,29,0,2.14509766666667
"TMEM241","Tmem241",9.600527,9.210687,9.974037,333,77,129,9.59508366666667,1.736428,0.779174,1.878244,42,35,41,0,10.5950836666667
"TMEM242","Tmem242",46.799891,44.024767,44.300244,1480,339,545,45.041634,6.223251,4.798199,4.249569,344,352,322,0,46.041634
"TMEM245","Tmem245",6.535275,7.170903,7.566308,4325,1203,1873,7.09082866666667,12.839621,8.553138,7.109327,1776,1345,1115,0,8.09082866666667
"TMEM247","Tmem247",0.043403,0,0,1,0,0,0.0144676666666667,0,0,0,0,0,0,0,1.01446766666667
"TMEM248","Tmem248",19.221839,21.766265,16.873363,2214,502,783,19.2871556666667,12.367956,7.311563,8.578465,558,582,497,2.257684,6.22747806928685
"TMEM25","Tmem25",61.930805,58.873004,64.985841,3811,850,1336,61.9298833333333,26.683212,23.285509,12.551759,788,666,365,0,62.9298833333333
"TMEM251","Tmem251",1.629762,1.321634,1.345416,219,44,72,1.43227066666667,6.096315,5.172381,3.661395,100,78,56,0,2.43227066666667
"TMEM252","Tmem252",0.181611,0.282042,0.253023,38,15,21,0.238892,0.086107,0.267743,0.091048,2,6,2,0,1.238892
"TMEM253","Tmem253",0.729122,1.131779,1.206293,12,2,7,1.022398,0.563953,0.408244,0.184291,15,11,5,0,2.022398
"TMEM254","Tmem254b",15.809548,8.578243,12.058383,851,112,254,12.1487246666667,4.672956,1.927884,2.676888,75,47,52,0,13.1487246666667
"TMEM255A","Tmem255a",81.346749,77.59139,76.226578,10338,2376,3934,78.388239,0.020016,0.015653,0.038845,1,1,2,0,79.388239
"TMEM255B","Tmem255b",0.458337,0,0.475536,15,0,7,0.311291,0.679489,0.455275,0.189707,15,4,3,0,1.311291
"TMEM256","Tmem256",91.192874,73.179921,85.801942,808,176,299,83.391579,50.822222,46.819006,37.782991,222,204,163,0,84.391579
"TMEM258","Tmem258",63.622268,67.847098,64.265281,601,154,238,65.2448823333333,70.463007,63.329295,58.955663,431,382,332,0,66.2448823333333
"TMEM259","Tmem259",34.45373,33.055853,36.409039,2409,532,1135,34.6395406666667,90.050378,74.968477,54.535524,2090,1670,1437,0,35.6395406666667
"TMEM26","Tmem26",0.114705,0.212234,0.108278,22,3,9,0.145072333333333,0.010523,0,0,1,0,0,0,1.14507233333333
"TMEM260","Tmem260",5.812233,5.621305,5.020425,1082,218,417,5.48465433333333,2.08788,1.711147,1.319399,110,75,86,0,6.48465433333333
"TMEM263","Tmem263",7.659996,7.117214,6.51163,1063,246,356,7.09628,8.916066,6.116967,3.929632,273,281,206,0.00949833333333333,8.02010239409343
"TMEM266","Tmem266",1.231828,0.897967,1.17271,131,24,49,1.100835,0.344496,0.42729,0.342447,13,15,12,0,2.100835
"TMEM267","Tmem267",13.910719,13.971473,16.438088,703,165,322,14.7734266666667,4.287045,3.514731,2.106516,54,48,39,0,15.7734266666667
"TMEM268","Tmem268",5.122479,9.79482,6.681283,393,81,149,7.19952733333333,0.978005,0.777755,0.524086,42,47,31,0,8.19952733333333
"TMEM269","Tmem269",0.133738,0.182995,0.610327,7,2,13,0.30902,0.600893,0.146251,0.119326,12,6,8,0,1.30902
"TMEM270","Tmem270",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMEM30A","Tmem30a",181.785528,187.688405,189.954907,25282,6582,10582,186.47628,12.466216,9.272282,6.8869,542,563,430,0,187.47628
"TMEM30B","Tmem30b",0.510207,0.61633,0.581362,58,17,28,0.569299666666667,0.118255,0,0,1,0,0,0,1.56929966666667
"TMEM30CP","Tmem30c",0.080171,0.16088,0.159323,10,4,9,0.133458,0,0,0,0,0,0,3.62734433333333,0.244947840132638
"TMEM33","Tmem33",48.443148,41.841269,43.873975,4628,1104,1758,44.719464,3.720501,3.273058,1.595577,180,177,135,0,45.719464
"TMEM35A","Tmem35a",26.786339,25.601631,26.246154,1985,463,761,26.2113746666667,1.335987,1.363194,0.939468,52,53,36,0,27.2113746666667
"TMEM35B","Tmem35b",2.020199,1.361206,1.914703,109,16,40,1.76536933333333,0.783997,2.018487,1.054495,11,29,15,0,2.76536933333333
"TMEM37","Tmem37",0.232163,0.611699,0.416307,11,7,8,0.420056333333333,0.497597,0.725187,0.28032,17,22,9,0,1.42005633333333
"TMEM38A","Tmem38a",37.639729,35.294503,39.642778,2755,646,1134,37.52567,33.372913,27.377457,25.881619,1633,1299,1229,0,38.52567
"TMEM38B","Tmem38b",2.347184,3.132805,3.45943,207,53,82,2.97980633333333,7.77567,6.041451,5.12095,128,123,108,0,3.97980633333333
"TMEM39A","Tmem39a",18.657897,16.8849,21.790055,242,58,88,19.1109506666667,10.981769,7.179661,4.799766,267,204,177,0,20.1109506666667
"TMEM39B","Tmem39b",3.134845,2.397313,2.407978,141,25,46,2.646712,2.868084,3.163178,2.665226,79,78,71,0,3.646712
"TMEM40","Tmem40",1.560956,1.286905,1.756265,52,13,21,1.53470866666667,25.286218,21.378721,16.688924,321,258,231,0,2.53470866666667
"TMEM41A","Tmem41a",19.627265,11.12526,17.90812,901,130,339,16.220215,5.361156,7.031508,4.252527,268,321,215,0,17.220215
"TMEM41B","Tmem41b",46.969629,49.458903,47.266008,3043,783,1261,47.89818,8.174547,9.658404,7.148979,380,422,360,0,48.89818
"TMEM42","Tmem42",9.957044,10.507284,10.268127,325,81,144,10.2441516666667,5.234689,5.537557,4.965786,118,111,101,0,11.2441516666667
"TMEM43","Tmem43",13.384587,13.877297,13.985879,1371,302,571,13.7492543333333,5.749563,5.766783,3.774646,386,368,244,0,14.7492543333333
"TMEM45A","Tmem45a",0.515024,0.07495,0.726853,13,2,2,0.438942333333333,5.413255,5.274436,4.833292,175,180,143,0,1.43894233333333
"TMEM45B","Tmem45b",170.87094,201.013942,142.494839,6603,1495,2306,171.459907,0.217431,0.127629,0.130288,8,5,5,0,172.459907
"TMEM47","Tmem47",29.096374,32.979595,31.311623,4407,1194,1888,31.1291973333333,6.625396,5.791233,3.749241,406,390,252,0,32.1291973333333
"TMEM50A","Tmem50a",138.39633,131.51602,124.635705,5514,1256,1959,131.516018333333,34.819647,37.184486,31.269129,643,672,546,6.07038933333333,18.7423933938951
"TMEM50B","Tmem50b",63.291862,57.174592,61.053966,5370,1271,2065,60.5068066666667,24.766052,23.480662,17.560253,252,336,268,0.272154333333333,48.3485415684627
"TMEM51","Tmem51",6.250851,6.630537,6.356956,457,117,184,6.41278133333333,3.166861,2.566429,3.006669,123,96,112,0,7.41278133333333
"TMEM52","Tmem52",0.033033,0,0.084253,1,0,1,0.0390953333333333,0.066136,0.38723,0.195265,1,2,2,0.628331666666667,0.638134941796256
"TMEM52B","Tmem52b",0,0,0.022009,0,0,1,0.00733633333333333,0.055677,0,0.038574,3,0,2,4.98360433333333,0.168349422391064
"TMEM53","Tmem53",11.084407,12.306311,6.541673,210,37,65,9.97746366666667,5.76854,4.266354,4.262833,107,85,90,0,10.9774636666667
"TMEM54","Tmem54",2.865497,3.212226,3.399587,103,21,38,3.15910333333333,0.847855,1.217522,0.878644,11,15,10,0,4.15910333333333
"TMEM59","Tmem59",168.359009,166.622965,177.73072,6748,1593,2748,170.904231333333,102.349977,124.033844,84.260974,941,1093,759,0,171.904231333333
"TMEM59L","Tmem59l",74.118341,69.859625,70.908893,4208,957,1559,71.628953,0.803636,0.84885,0.284218,9,8,5,0,72.628953
"TMEM60","Tmem60",14.420888,12.07516,14.82453,579,119,234,13.773526,5.690317,8.298985,4.581041,79,116,63,0,14.773526
