"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol7b",0,3e-06,0.411327,0,0,23,0.13711,5.62293064581849
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol9b",0.362647,0.372289,0.073097,3,2,3,0.269344333333333,5.03716012965224
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol7e",0.309952,0.421802,0,9,12,0,0.243918,5.14012231245682
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol7a",0.112958,0.135584,0.369109,2,4,2,0.205883666666667,5.30224502031843
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol10a",0,0,0,0,0,0,0,6.39389066666667
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol10b",0.226007,0.164886,0.067704,7,5,4,0.152865666666667,5.54608472741982
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol8",2.77635,4.655629,2.080252,39,40,67,3.17074366666667,1.53303371716842
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol11a",0,0,0,0,0,0,0,6.39389066666667
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol9a",0.033493,0,0.045428,2,0,2,0.026307,6.22999810647951
"APOL2",4.236197,5.358159,6.587316,5.39389066666667,94,103,120,"Apol11b",0.039718,0,0.041673,1,0,2,0.0271303333333333,6.2250042269871
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol7c",0,0,0,0,0,0,0,1.020292
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol9b",0.362647,0.372289,0.073097,3,2,3,0.269344333333333,0.803794504932074
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol8",2.77635,4.655629,2.080252,39,40,67,3.17074366666667,0.24463071373922
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol11b",0.039718,0,0.041673,1,0,2,0.0271303333333333,0.993342292490632
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol7b",0,3e-06,0.411327,0,0,23,0.13711,0.897267634617583
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol10b",0.226007,0.164886,0.067704,7,5,4,0.152865666666667,0.885005104671056
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol11a",0,0,0,0,0,0,0,1.020292
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol7e",0.309952,0.421802,0,9,12,0,0.243918,0.820224484250569
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol9a",0.033493,0,0.045428,2,0,2,0.026307,0.994139180576572
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol10a",0,0,0,0,0,0,0,1.020292
"APOL3",0.060876,0,0,0.020292,1,0,0,"Apol7a",0.112958,0.135584,0.369109,2,4,2,0.205883666666667,0.846094883116144
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol11a",0,0,0,0,0,0,0,1.253741
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol7a",0.112958,0.135584,0.369109,2,4,2,0.205883666666667,1.03968652586996
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol10b",0.226007,0.164886,0.067704,7,5,4,0.152865666666667,1.08749964219595
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol7b",0,3e-06,0.411327,0,0,23,0.13711,1.10256791339448
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol7c",0,0,0,0,0,0,0,1.253741
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol7e",0.309952,0.421802,0,9,12,0,0.243918,1.00789682278092
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol11b",0.039718,0,0.041673,1,0,2,0.0271303333333333,1.22062503590099
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol9b",0.362647,0.372289,0.073097,3,2,3,0.269344333333333,0.987707564509026
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol10a",0,0,0,0,0,0,0,1.253741
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol9a",0.033493,0,0.045428,2,0,2,0.026307,1.22160425681594
"APOL4",0.238489,0.343091,0.179643,0.253741,11,6,8,"Apol8",2.77635,4.655629,2.080252,39,40,67,3.17074366666667,0.300603705286451
"APOL6",0.172446,0.236968,0.19049,0.199968,27,30,26,"Apol6",0,0.032998,0.094053,0,1,3,0.0423503333333333,1.1512137154143
"APOLD1",1.135298,1.334465,0.905396,1.125053,79,75,56,"Apold1",1.5703,1.445276,1.240257,74,68,115,1.418611,0.878625376300695
"APOM",1.826316,2.055315,1.39998,1.760537,15,16,12,"Apom",0.17356,0.089078,0.045844,2,1,1,0.102827333333333,2.50314524909007
"APOO",27.980803,73.787785,67.365416,56.3780013333333,73,63,73,"Apoo",16.188304,22.209844,14.280356,176,239,319,17.5595013333333,3.09157020454429
"APOOL",3.697055,3.59563,3.723551,3.67207866666667,357,281,319,"Apool",1.728904,3.509552,2.056016,31,44,60,2.43149066666667,1.36153034366406
"APP",876.336148,702.606619,742.15159,773.698119,30341,19084,23710,"App",423.857327,489.400677,415.503634,15354,17284,28701,442.920546,1.74512787475261
"APPBP2",11.757397,15.899791,8.557698,12.0716286666667,858,882,752,"Appbp2",14.70953,13.845648,12.824983,1323,1215,2202,13.793387,0.883612972922744
"APPL1",4.101336,5.757736,5.17871,5.012594,352,324,316,"Appl1",15.754895,19.275646,18.484909,1457,1358,2585,17.8384833333333,0.319165502530724
"APPL2",28.952702,34.27762,31.506232,31.5788513333333,369,299,305,"Appl2",71.775235,50.08097,62.852184,867,720,1664,61.569463,0.520682930159291
"APRT",59.195087,46.668058,59.195935,55.0196933333333,379,263,331,"Aprt",19.244444,22.336011,22.69318,117,142,262,21.424545,2.49814180547848
"APTX",18.649532,17.08648,19.218196,18.3180693333333,317,247,280,"Aptx",21.404706,12.597026,15.47406,293,289,546,16.4919306666667,1.10439891979143
"AQP1",1.489087,3.341296,2.124054,2.31814566666667,18,52,13,"Aqp1",0.140245,0.085973,0.117881,5,3,8,0.114699666666667,2.97671719647056
"AQP11",1.472309,1.201189,1.351747,1.34174833333333,38,25,31,"Aqp11",5.528878,8.152834,5.782185,128,152,274,6.48796566666667,0.312734918611851
"AQP12A",0,0,0,0,0,0,0,"Aqp12",0.082916,0,0,1,0,0,0.0276386666666667,0.97310468400696
"AQP12B",0.02163,0,0,0.00721,1,0,0,"Aqp12",0.082916,0,0,1,0,0,0.0276386666666667,0.98012076877865
"AQP2",0,0,0,0,0,0,0,"Aqp2",0,0.063909,0.094267,0,1,3,0.0527253333333333,0.949915394202223
"AQP3",1.191343,1.963339,0.940196,1.36495933333333,24,23,19,"Aqp3",0,0,0,0,0,0,0,2.36495933333333
"AQP4",0.012854,0.213629,0,0.0754943333333333,1,5,0,"Aqp4",25.436385,22.639781,22.212338,1675,1416,2689,23.4295013333333,0.0440244079753627
"AQP5",0.15073,0.125874,0.291449,0.189351,3,2,4,"Aqp5",0.136975,0.132253,0.121274,2,2,4,0.130167333333333,1.05236717158698
"AQP6",0.400719,0.126771,0.112793,0.213427666666667,9,2,5,"Aqp6",0.144769,0.075442,0.150687,3,2,6,0.123632666666667,1.07991490694764
"AQP7",39.022827,36.088341,37.321938,37.477702,754,566,702,"Aqp7",0.077543,0.072873,0.146951,2,2,8,0.0991223333333333,35.0076609610031
"AQP8",0.057931,0,0.263728,0.107219666666667,1,0,4,"Aqp8",0,0,0,0,0,0,0,1.10721966666667
"AQP9",0,0,0,0,0,0,0,"Aqp9",1.221343,1.961907,1.580223,13,19,31,1.58782433333333,0.38642499304113
"AQR",7.916412,8.805032,8.650287,8.45724366666667,596,461,527,"Aqr",7.734376,10.729297,10.932581,522,575,1005,9.79875133333333,0.87577196425241
"AR",0.401869,0.812855,0.604647,0.606457,58,108,57,"Ar",3.167891,3.336925,2.748991,458,474,762,3.08460233333333,0.393295814109036
"ARAF",25.464839,22.033196,21.530345,23.00946,407,313,343,"Araf",73.888212,72.713983,65.462115,1372,1321,2304,70.6881033333333,0.334915542239435
"ARAP1",67.608462,58.434656,57.183528,61.0755486666667,821,671,597,"Arap1",14.866315,23.380031,21.668537,148,174,328,19.9716276666667,2.95997762564384
"ARAP2",0.304386,0.379908,0.214705,0.299666333333333,16,20,19,"Arap2",65.429773,47.290051,54.16678,1593,1473,2501,55.628868,0.0229505970935766
"ARAP3",4.343141,6.160321,3.936235,4.81323233333333,267,303,222,"Arap3",5.305629,5.023781,6.479255,115,93,202,5.60288833333333,0.880407488339068
"ARC",0.092247,0.476165,0.165626,0.244679333333333,4,9,6,"Arc",46.820241,35.510868,31.937944,1908,1454,2555,38.0896843333333,0.031841631738938
"ARCN1",90.829301,96.584344,87.909051,91.774232,3507,3225,3145,"Arcn1",28.576286,33.063706,29.628853,1266,1405,2389,30.4229483333333,2.95243562175818
"AREG",0,0,0,0,0,0,0,"Areg",0.073471,0,0,1,0,0,0.0244903333333333,0.97609510550124
"AREL1",28.12448,26.717328,24.010724,26.2841773333333,1095,797,1011,"Arel1",32.229948,35.018092,29.900283,1924,2223,3869,32.3827743333333,0.81731305675483
"ARF1",136.672751,148.103822,149.757266,144.844613,2634,2371,2650,"Arf1",135.481313,146.10152,132.741052,3132,3309,5849,138.107961666667,1.0484275037361
"ARF3",88.469146,68.273875,78.115867,78.286296,2123,1499,1745,"Arf3",160.168234,188.236549,195.083903,10035,11340,20920,181.162895333333,0.435249428018351
"ARF4",289.239103,343.105318,325.591776,319.312065666667,3371,3195,3306,"Arf4",47.869286,49.566681,48.318513,924,939,1624,48.5848266666667,6.45988071754209
"ARF5",52.371488,56.661139,51.049495,53.3607073333333,541,447,512,"Arf5",54.228213,68.304199,67.279147,553,706,1361,63.2705196666667,0.845810919458413
"ARF6",11.007957,13.024237,11.774434,11.9355426666667,620,585,581,"Arf6",13.315441,15.59231,12.368693,190,235,381,13.7588146666667,0.876462165751161
"ARFGAP1",130.319939,120.878034,113.815618,121.671197,2842,2082,2268,"Arfgap1",49.985945,41.264658,38.206669,900,895,1675,43.152424,2.77835701614027
"ARFGAP2",255.38762,245.609271,119.878658,206.958516333333,914,649,814,"Arfgap2",32.424054,21.610663,26.49664,626,570,1056,26.8437856666667,7.46875869621033
"ARFGAP3",23.003916,30.408025,23.566706,25.659549,655,639,605,"Arfgap3",6.103181,6.578686,7.239826,140,168,310,6.64056433333333,3.48921203158946
"ARFGEF1",21.293353,17.808345,21.445757,20.182485,788,693,698,"Arfgef1",37.444536,37.257409,33.060263,1531,1778,3006,35.920736,0.573728676481422
"ARFGEF2",3.90863,4.54311,4.175829,4.20918966666667,555,520,516,"Arfgef2",9.406494,10.266847,10.635564,974,1025,1883,10.1029683333333,0.469170901895454
"ARFGEF3",0.685651,0.853867,0.902968,0.814162,163,164,191,"Arfgef3",11.97902,12.243785,11.306965,2559,2537,4566,11.8432566666667,0.141254048492893
"ARFIP1",23.803214,21.656579,21.33807,22.2659543333333,475,393,412,"Arfip1",5.644143,5.89366,5.774077,205,212,392,5.77062666666667,3.43630737282812
"ARFIP2",44.067871,45.635128,39.555222,43.0860736666667,800,714,725,"Arfip2",42.407516,40.947128,48.391314,770,754,1448,43.9153193333333,0.981537576065918
"ARFRP1",18.764335,36.308775,67.429819,40.8343096666667,334,241,284,"Arfrp1",25.115007,18.979163,18.320027,317,275,516,20.8047323333333,1.9185885443186
"ARG1",0.650561,0.216746,0.309903,0.392403333333333,5,2,4,"Arg1",0.345452,0.110996,0,1,2,0,0.152149333333333,1.20852678819412
"ARG2",22.095382,15.984478,20.884881,19.6549136666667,342,236,389,"Arg2",2.193363,2.520617,1.995699,38,43,67,2.23655966666667,6.38174969532978
"ARGLU1",117.23624,121.974525,107.529718,115.580161,3498,2805,2991,"Arglu1",45.913683,37.53613,50.601067,1661,1307,3191,44.6836266666667,2.55190249781687
"ARHGAP1",16.220553,18.076508,17.494279,17.26378,792,646,769,"Arhgap1",30.076137,32.493321,29.787085,716,742,1300,30.7855143333333,0.574594446025586
"ARHGAP10",2.233656,3.055403,1.978662,2.42257366666667,93,111,86,"Arhgap10",6.175577,7.55278,7.085258,233,281,514,6.93787166666667,0.431170194025561
"ARHGAP11A",1.728748,5.141248,2.457684,3.10922666666667,73,129,53,"Arhgap11a",0.992218,0.857933,0.606663,64,50,78,0.818938,2.25913509238174
"ARHGAP11B",0.110774,0.184068,0,0.0982806666666667,2,4,0,"Arhgap11a",0.992218,0.857933,0.606663,64,50,78,0.818938,0.603803244897114
"ARHGAP12",21.159659,19.742615,18.814489,19.9055876666667,659,558,594,"Arhgap12",8.867741,12.00479,12.035111,444,502,802,10.969214,1.74661324182746
"ARHGAP15",17.440953,11.160626,16.884994,15.162191,118,71,116,"Arhgap15",3.164994,4.277676,3.515978,111,145,232,3.65288266666667,3.47358662529494
"ARHGAP17",36.835501,39.498249,31.070982,35.8015773333333,582,558,477,"Arhgap17",5.139959,4.727806,5.576748,138,156,330,5.148171,5.98577647455371
"ARHGAP18",11.53702,12.539012,16.990965,13.688999,372,363,358,"Arhgap18",4.307545,2.097136,5.271826,98,73,208,3.892169,3.00255346861484
"ARHGAP19",27.712429,24.587686,18.325903,23.542006,1524,1049,1089,"Arhgap19",1.035718,0.706875,0.834787,64,50,115,0.859126666666667,13.2008251186041
"ARHGAP20",0.20602,0.25602,0.208929,0.223656333333333,18,18,17,"Arhgap20",12.595612,14.418291,13.89684,1194,1215,2298,13.6369143333333,0.0836007033631838
"ARHGAP21",83.324479,94.745873,77.509359,85.193237,1356,1241,1200,"Arhgap21",150.621279,160.138991,161.201973,1978,1993,4173,157.320747666667,0.544421614161865
"ARHGAP22",15.724195,15.686154,12.871526,14.760625,186,122,129,"Arhgap22",18.025879,2.088774,5.078907,60,45,115,8.39785333333333,1.67704521883721
"ARHGAP23",42.509993,52.753076,35.429239,43.5641026666667,891,958,770,"Arhgap23",17.152917,16.327753,15.523194,1054,1046,2041,16.3346213333333,2.57081489175497
"ARHGAP24",8.620012,7.166421,6.941392,7.57594166666667,311,187,274,"Arhgap24",1.507789,1.973553,1.634207,74,85,136,1.705183,3.17018910242548
"ARHGAP25",0.242277,0.135406,0.061083,0.146255333333333,2,3,1,"Arhgap25",4.548122,3.501373,3.600598,144,100,210,3.88336433333333,0.234726564534437
"ARHGAP26",2.889729,3.308757,3.007692,3.068726,174,194,102,"Arhgap26",14.598129,14.734687,14.076927,1399,1386,2487,14.4699143333333,0.263008954822266
"ARHGAP27",8.815817,3.777733,8.789036,7.12752866666667,93,47,76,"Arhgap27",4.334961,7.025731,4.097449,145,208,319,5.15271366666667,1.32096650469839
"ARHGAP28",6.061892,12.681107,6.819545,8.520848,471,420,453,"Arhgap28",0.063141,0.152283,0.23456,3,3,27,0.149994666666667,8.27903665640188
"ARHGAP29",1.737288,4.127028,1.377454,2.41392333333333,170,293,98,"Arhgap29",7.186275,7.536948,8.940668,325,267,575,7.88796366666667,0.384106355670296
"ARHGAP30",0.379222,0.204304,0.187583,0.257036333333333,17,11,10,"Arhgap30",0.600869,0.837115,0.584896,39,52,71,0.674293333333333,0.750786202338101
"ARHGAP31",10.034165,10.164177,6.57755,8.92529733333333,826,598,684,"Arhgap31",4.734866,3.98537,3.86618,514,418,798,4.195472,1.91037452099315
"ARHGAP32",3.421907,5.388679,3.001369,3.93731833333333,512,462,423,"Arhgap32",71.601623,87.922509,90.753645,5160,5931,10683,83.4259256666667,0.0584810683963007
"ARHGAP33",211.593685,88.296101,73.543946,124.477910666667,852,368,692,"Arhgap33",40.660847,38.894863,41.319982,1713,1752,3693,40.2918973333333,3.03880225347197
"ARHGAP35",16.174088,20.620307,15.843499,17.5459646666667,1970,1532,1420,"Arhgap35",24.148842,25.388771,22.623469,2779,2834,5028,24.053694,0.740248710097069
"ARHGAP36",0.083096,0.068738,0,0.0506113333333333,3,2,0,"Arhgap36",0.942757,4.143138,1.948079,38,67,92,2.344658,0.31411622154891
"ARHGAP39",8.491754,6.258213,6.635613,7.12852666666667,369,218,320,"Arhgap39",19.263133,16.937323,17.335975,690,566,1179,17.845477,0.431325068963055
"ARHGAP4",3.986429,4.897215,6.378867,5.08750366666667,56,46,67,"Arhgap4",2.697612,1.064741,1.86283,44,24,73,1.875061,2.11734765511642
"ARHGAP40",0.11337,0.394107,0.085673,0.197716666666667,3,7,3,"Arhgap40",0.19831,0.405076,0.521031,2,5,11,0.374805666666667,0.871189794824335
"ARHGAP42",7.144393,6.199927,8.47163,7.27198333333333,489,370,424,"Arhgap42",5.756291,5.180518,3.712674,243,238,371,4.883161,1.40604401839986
"ARHGAP44",1.202348,0.911493,1.086197,1.06667933333333,77,48,59,"Arhgap44",27.767852,30.089554,26.993233,1395,1520,2662,28.2835463333333,0.0705747626946686
"ARHGAP45",4.723596,6.306107,4.392963,5.14088866666667,85,84,76,"Arhgap45",1.48822,1.537437,1.220848,77,78,121,1.41550166666667,2.54228293501488
"ARHGAP5",28.512315,43.318087,27.614568,33.1483233333333,1373,1424,1195,"Arhgap5",35.434607,35.3772,31.254588,2384,2218,3804,34.0221316666667,0.975049824446722
"ARHGAP6",0.759654,0.917315,0.659068,0.778679,50,37,40,"Arhgap6",7.490794,7.158403,2.881317,163,157,316,5.84350466666667,0.259907618484369
"ARHGAP8",0.651654,1.960492,3.545267,2.052471,19,6,10,"Arhgap8",0.16489,0.106917,0.278297,3,2,2,0.183368,2.57947738995815
"ARHGAP9",0.651587,0.10633,0.207272,0.321729666666667,9,3,5,"Arhgap9",0.228011,0.331454,0.235192,6,8,13,0.264885666666667,1.04494003015292
"ARHGDIA",637.02629,575.258067,755.952271,656.078876,1937,1525,1803,"Arhgdia",91.95973,95.794146,82.975613,2214,2308,3890,90.243163,7.20140396711149
"ARHGDIB",7.082205,6.381346,4.994418,6.15265633333333,66,66,48,"Arhgdib",10.530776,14.446476,12.329881,86,92,212,12.435711,0.53236157977299
"ARHGDIG",23.986338,12.754349,20.462207,19.0676313333333,251,115,175,"Arhgdig",27.011729,35.113931,29.517417,271,359,602,30.5476923333333,0.636104572128398
"ARHGEF1",79.989172,89.846624,95.522155,88.4526503333333,1240,921,1015,"Arhgef1",22.513777,15.702252,23.464114,383,319,819,20.5600476666667,4.14900058276
"ARHGEF10",33.258769,31.252789,27.41112,30.6408926666667,1189,1034,906,"Arhgef10",7.808574,7.45813,6.784113,576,471,912,7.35027233333333,3.7892048790265
"ARHGEF10L",12.993214,12.983843,14.316634,13.4312303333333,650,495,523,"Arhgef10l",12.944776,15.034241,16.372061,439,472,848,14.7836926666667,0.914312679428333
"ARHGEF11",59.435089,58.641255,45.711274,54.5958726666667,2646,2341,2036,"Arhgef11",12.857165,13.958714,12.600474,1031,1068,1813,13.1387843333333,3.93215366724244
"ARHGEF12",16.536599,21.445693,14.517452,17.4999146666667,2095,1974,1771,"Arhgef12",24.92843,31.417182,29.154277,3424,3493,6413,28.499963,0.627116537965375
"ARHGEF15",0.165577,0.180778,0,0.115451666666667,2,1,0,"Arhgef15",6.477628,6.188512,5.622604,227,223,413,6.096248,0.157188935148076
"ARHGEF16",1.886839,3.644539,2.850458,2.79394533333333,70,79,48,"Arhgef16",0.167441,0.822051,0.118306,2,3,6,0.369266,2.77078765801045
"ARHGEF17",26.865639,37.865532,23.941043,29.5574046666667,945,1022,766,"Arhgef17",40.057442,42.562859,35.551915,2032,2308,3954,39.3907386666667,0.756544833677053
"ARHGEF18",6.802773,7.397017,4.66495,6.28824666666667,316,317,305,"Arhgef18",7.960916,7.759804,11.353481,563,552,1132,9.02473366666667,0.727026463645701
"ARHGEF19",4.879295,5.447097,4.719057,5.01514966666667,166,114,138,"Arhgef19",4.86939,6.202007,4.756366,138,139,245,5.275921,0.958448913978788
"ARHGEF2",36.428553,48.135954,38.317348,40.9606183333333,587,687,525,"Arhgef2",57.758436,79.174788,79.670759,1445,1473,2852,72.2013276666667,0.573222094063749
"ARHGEF25",24.512944,27.944861,21.133469,24.5304246666667,331,197,219,"Arhgef25",75.619233,74.992501,76.708366,1226,1239,2541,75.7733666666667,0.332542726405555
"ARHGEF26",8.541999,9.691486,9.987835,9.40710666666667,561,522,482,"Arhgef26",8.216209,7.804606,8.057702,258,329,569,8.02617233333333,1.15299224104481
"ARHGEF28",0.855827,1.934975,0.699153,1.16331833333333,33,54,32,"Arhgef28",8.207973,5.83169,7.623409,304,283,590,7.221024,0.263144631779853
"ARHGEF3",8.762323,7.403775,9.460365,8.54215433333333,450,304,414,"Arhgef3",18.576324,21.040682,20.102233,835,925,1698,19.906413,0.456422358696029
"ARHGEF33",0.834639,0.75829,1.214323,0.935750666666667,15,14,14,"Arhgef33",3.458032,3.150612,8.191802,11,14,33,4.933482,0.326241937982902
"ARHGEF37",0.591993,0.174304,1.09198,0.619425666666667,22,11,28,"Arhgef37",0.538894,0.449068,0.53984,42,34,75,0.509267333333333,1.07298795309512
"ARHGEF38",1.233446,0.208375,0.35159,0.597803666666667,7,3,2,"Arhgef38",0.11875,0.121319,0.023497,4,4,4,0.0878553333333333,1.46876484189381
"ARHGEF39",1.296575,1.251247,1.048483,1.19876833333333,42,34,30,"Arhgef39",1.974151,1.465121,1.078449,13,16,23,1.505907,0.877434131966323
"ARHGEF40",36.385275,42.202731,31.010522,36.5328426666667,1384,1426,1081,"Arhgef40",14.563548,17.39636,21.029947,185,189,417,17.663285,2.01105232367542
"ARHGEF5",0.541934,0.651258,0.555703,0.582965,30,44,20,"Arhgef5",2.260232,0.731508,1.429108,50,44,101,1.473616,0.639939667272527
"ARHGEF6",2.225082,4.1039,2.150706,2.82656266666667,164,243,141,"Arhgef6",7.02071,6.936098,5.303263,146,133,268,6.42002366666667,0.515707609378245
"ARHGEF7",46.836094,52.219406,40.758733,46.6047443333333,2265,1947,1978,"Arhgef7",54.276662,62.299299,53.985468,1454,1298,2690,56.8538096666667,0.822845454908072
"ARHGEF9",34.325859,80.665466,30.56049,48.5172716666667,1364,1043,1249,"Arhgef9",128.648817,155.84694,135.526452,5824,6140,10695,140.007403,0.351167886317761
"ARID1A",35.798039,42.682124,28.42511,35.635091,2287,1872,1805,"Arid1a",14.236523,13.700155,13.315406,1460,1437,2726,13.7506946666667,2.48361801446458
"ARID1B",32.03524,46.270387,27.090112,35.131913,1240,1065,1042,"Arid1b",8.37848,7.867238,7.180047,891,836,1547,7.80858833333333,4.10189597160196
"ARID2",3.290809,6.201278,3.842946,4.445011,282,339,211,"Arid2",4.650481,5.209757,4.585341,561,557,999,4.815193,0.936342267573922
"ARID3A",13.16699,13.287496,11.787235,12.7472403333333,650,512,515,"Arid3a",1.020704,1.208174,1.001938,72,65,141,1.07693866666667,6.61899195867764
"ARID3B",21.828321,18.687955,15.871333,18.7958696666667,628,535,499,"Arid3b",1.73276,3.476535,4.035118,72,65,176,3.081471,4.85018015971856
"ARID3C",0.052737,0.132562,0.18396,0.123086333333333,1,2,3,"Arid3c",0.183025,0.046088,0.149547,3,1,6,0.12622,0.997217535946204
"ARID4A",11.349498,12.286496,6.745857,10.1272836666667,342,370,309,"Arid4a",9.45274,9.216189,8.439445,469,454,841,9.03612466666667,1.10872314127624
"ARID4B",17.417753,18.151633,15.695101,17.0881623333333,582,587,477,"Arid4b",11.695243,10.50188,13.702003,775,730,1429,11.9663753333333,1.39500530166153
"ARID5A",2.45844,3.952212,2.571963,2.994205,72,104,69,"Arid5a",4.955395,3.214794,3.266732,90,74,165,3.812307,0.829997961476689
"ARID5B",2.240766,3.363552,1.837514,2.48061066666667,258,292,189,"Arid5b",5.074846,4.365525,5.272738,532,447,1043,4.90436966666667,0.589497416856634
"ARIH1",54.171004,62.149115,57.096369,57.805496,1104,1002,1055,"Arih1",27.086873,26.906932,25.033982,1267,1354,2323,26.3425956666667,2.1506917893567
