"Hs_symbol","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"MAP4K5",69.851696,80.287145,60.019637,70.052826,2037,1910,1795,"Map4k5",12.08919,11.733118,12.333191,572,514,1081,12.051833,5.44389634773905
"MAP6",33.751293,23.68015,40.031052,32.4874983333333,1072,529,1022,"Map6",28.514674,33.314867,30.996007,1022,1088,2067,30.9418493333333,1.04838946498902
"MAP6D1",1.695942,2.744034,0.86498,1.76831866666667,44,36,7,"Map6d1",12.592947,16.692306,12.413817,540,716,1049,13.89969,0.185797064681659
"MAP7D1",180.133754,151.658894,190.449791,174.080813,3183,1919,2717,"Map7d1",80.306847,80.037631,90.086977,1622,1812,3627,83.4771516666667,2.07252268271119
"MAP7D2",12.918309,7.820351,13.910479,11.549713,619,347,626,"Map7d2",40.043906,42.582538,39.240116,1791,1810,3156,40.6221866666667,0.301514985277083
"MAP7D3",9.653752,12.069822,13.508927,11.744167,249,252,218,"Map7d3",0.055606,0.113002,0.087162,2,2,3,0.0852566666666667,11.7429981233318
"MAP9",1.730035,2.617993,1.795132,2.04772,174,196,169,"Map9",69.284962,56.415267,73.224841,1645,1757,3087,66.3083566666667,0.04527996449376
"MAPK1",40.905961,45.836004,39.500417,42.080794,1849,1534,1696,"Mapk1",176.251907,218.670228,199.308201,6379,7371,12793,198.076778666667,0.216402908910508
"MAPK10",7.79017,7.330848,10.949351,8.690123,292,230,274,"Mapk10",263.706557,242.982604,227.329536,3685,3832,6714,244.672899,0.0394431906793268
"MAPK11",11.401634,8.703984,11.327761,10.477793,394,232,329,"Mapk11",12.315613,9.114382,11.46547,384,271,639,10.965155,0.959268225108659
"MAPK12",23.133464,16.248906,20.068762,19.817044,716,366,573,"Mapk12",6.831486,5.229797,5.989876,82,73,155,6.017053,2.96663627879111
"MAPK13",3.382777,3.851143,3.674862,3.63626066666667,122,134,134,"Mapk13",0.218013,0.7416,0.088527,3,7,4,0.34938,3.4358451041713
"MAPK14",10.518294,13.766759,10.939608,11.7415536666667,512,416,459,"Mapk14",142.881145,177.603878,193.645509,995,980,1857,171.376844,0.0739168520028518
"MAPK15",3.395768,6.190124,1.89245,3.826114,39,51,22,"Mapk15",1.370204,1.291122,0.674173,11,9,13,1.111833,2.28527255706299
"MAPK1IP1L",22.454537,25.938932,23.175713,23.856394,995,865,997,"Mapk1ip1",11.586592,12.099313,14.779433,247,243,592,12.8217793333333,1.79834979278355
"MAPK1IP1L",22.454537,25.938932,23.175713,23.856394,995,865,997,"Mapk1ip1l",10.541572,8.695235,9.57892,577,503,993,9.60524233333333,2.34378368911702
"MAPK3",45.566168,43.373316,46.053534,44.9976726666667,359,270,296,"Mapk3",106.459565,146.533275,124.243134,1001,1159,2063,125.745324666667,0.362914157091301
"MAPK4",1.41877,1.120393,1.102628,1.21393033333333,98,66,71,"Mapk4",15.805808,18.064227,16.913089,940,926,1768,16.927708,0.123492101351346
"MAPK6",20.597984,23.178316,19.309074,21.028458,1240,1187,1148,"Mapk6",43.615482,28.31055,24.586112,824,822,1540,32.1707146666667,0.664093560279437
"MAPK7",19.988748,22.014795,17.951156,19.9848996666667,325,265,305,"Mapk7",5.573005,9.574491,6.344874,160,175,265,7.16412333333333,2.57038004080454
"MAPK8",28.717717,30.210998,34.582455,31.17039,836,598,818,"Mapk8",34.836814,41.636875,31.315433,1410,1542,2534,35.9297073333333,0.871124964777679
"MAPK8IP1",18.924506,9.955366,17.094411,15.324761,644,358,600,"Mapk8ip1",80.855104,82.029903,82.422934,2992,3148,6279,81.7693136666667,0.197232045027509
"MAPK8IP2",16.540703,10.134508,16.926988,14.5340663333333,1410,676,1228,"Mapk8ip2",76.807126,86.531688,71.69431,2644,3070,5333,78.3443746666667,0.19578031081086
"MAPK8IP3",191.277349,139.761021,133.302788,154.780386,2950,1981,2345,"Mapk8ip3",102.541825,92.544968,92.751963,4573,4527,8349,95.946252,1.60687373453076
"MAPK9",11.665649,16.30059,14.771396,14.2458783333333,497,470,472,"Mapk9",52.757419,60.678975,54.987129,2645,2960,5080,56.1411743333333,0.266810728186936
"MAPKAP1",38.335048,50.799876,47.235651,45.4568583333333,706,646,657,"Mapkap1",22.66792,25.185913,23.751046,449,457,876,23.868293,1.86811609197838
"MAPKAPK2",82.819521,121.884944,53.7352,86.146555,657,690,626,"Mapkapk2",11.283478,9.237857,8.228896,294,252,505,9.58341033333333,8.23426024837426
"MAPKAPK3",10.769291,9.694478,8.338677,9.60081533333333,281,199,224,"Mapkapk3",1.448166,1.094999,1.253579,35,25,47,1.26558133333333,4.67907074328531
"MAPKAPK5",15.544841,17.84559,17.274311,16.8882473333333,571,483,500,"Mapkapk5",38.062748,30.897835,42.357342,257,217,487,37.105975,0.469434185408806
"MAPKBP1",42.791185,33.701769,36.264753,37.5859023333333,723,542,556,"Mapkbp1",8.811081,8.168394,9.415483,654,666,1334,8.79831933333333,3.93801232850886
"MAPRE1",39.560565,41.910642,42.194028,41.221745,1498,1280,1424,"Mapre1",36.18978,39.033526,31.184785,1051,1064,1927,35.4693636666667,1.15773188109095
"MAPRE2",42.828502,42.421215,40.580625,41.9434473333333,1845,1180,1753,"Mapre2",64.765905,65.129645,62.508396,2846,2909,5206,64.1346486666667,0.659302663212339
"MAPRE3",33.489228,21.854496,31.655175,28.999633,675,362,540,"Mapre3",111.138075,134.939028,119.904121,1244,1568,2735,121.993741333333,0.243911866366403
"MAPT",61.890581,31.510887,46.475373,46.6256136666667,2990,1640,2933,"Mapt",130.777015,170.436388,146.505768,5287,5344,9457,149.239723666667,0.316997479124313
"MARCHF1",4.701504,3.930897,4.442185,4.35819533333333,159,123,160,"Marchf1",5.270712,6.812326,6.154361,284,345,599,6.079133,0.756899938641262
"MARCHF10",0.07942,0.968327,0.168058,0.405268333333333,4,7,2,"Marchf10",1.567245,0.509962,1.272581,19,13,33,1.116596,0.66392846501332
"MARCHF11",13.68577,15.529406,11.425141,13.5467723333333,75,75,58,"Marchf11",3.761136,2.74665,2.578119,31,28,45,3.028635,3.61084395417637
"MARCHF2",12.076694,15.756844,14.759325,14.197621,173,157,163,"Marchf2",38.471853,62.508144,51.305812,479,576,997,50.7619363333333,0.293606114387439
"MARCHF3",5.826131,6.48087,6.146638,6.151213,83,73,82,"Marchf3",0.927104,1.242099,1.708867,11,12,35,1.29269,3.11913647287684
"MARCHF4",3.651355,3.587782,3.429987,3.55637466666667,278,218,227,"Marchf4",3.587372,4.053926,4.086904,223,253,501,3.90940066666667,0.92809183361282
"MARCHF5",40.393031,38.587702,42.340456,40.4403963333333,639,502,539,"Marchf5",34.769822,40.35836,35.530655,594,645,1118,36.886279,1.09381014518035
"MARCHF6",188.631446,326.228879,207.508787,240.789704,2672,2245,2373,"Marchf6",38.56716,43.166479,40.230862,3411,3725,6352,40.6548336666667,5.80460135634839
"MARCHF7",63.008159,81.926322,68.700475,71.211652,786,775,678,"Marchf7",65.671516,99.805104,57.793601,811,710,1402,74.423407,0.957416999208217
"MARCHF8",6.963906,6.939849,6.946377,6.950044,383,293,366,"Marchf8",62.629057,64.632964,69.82487,762,677,1369,65.6956303333333,0.119198873453434
"MARCHF9",11.563884,9.869346,11.749082,11.0607706666667,293,189,251,"Marchf9",4.671625,5.952045,5.211835,152,200,353,5.27850166666667,1.92096320220775
"MARCKS",105.055162,137.621846,110.890522,117.855843333333,6331,6540,5797,"Marcks",34.553959,36.979539,32.062617,1706,1825,3168,34.5320383333333,3.34503307179628
"MARCKSL1",300.371675,295.022544,327.966041,307.786753333333,6290,4917,5961,"Marcksl1",21.854454,24.392795,24.749167,388,449,911,23.665472,12.5189882169428
"MARCO",0,0,0,0,0,0,0,"Marco",0,0,0,0,0,0,0,1
"MARF1",14.326948,18.075892,11.931248,14.7780293333333,932,807,781,"Marf1",19.260863,18.517981,18.604511,2022,1910,3688,18.7944516666667,0.797093528986363
"MARK1",26.166168,28.537063,23.661161,26.121464,726,399,652,"Mark1",24.290135,24.846856,23.813705,1233,1167,2164,24.3168986666667,1.07127908347278
"MARK2",13.225062,11.422502,13.795264,12.814276,615,415,507,"Mark2",37.342844,48.887954,42.122116,1107,1185,2151,42.7843046666667,0.315507488474904
"MARK3",65.374377,90.718802,75.601229,77.2314693333333,1036,1040,915,"Mark3",44.288895,39.116443,45.444595,704,755,1370,42.9499776666667,1.78001158332026
"MARK4",47.214029,37.563157,42.170933,42.3160396666667,608,451,510,"Mark4",14.326248,16.462851,15.929428,554,659,1295,15.5728423333333,2.61367596429395
"MARS1",513.459142,666.308642,566.514215,582.093999666667,1774,1518,1583,"Mars1",19.357947,21.495253,19.165611,424,427,837,20.0062703333333,27.7580927225047
"MARS2",2.744439,2.770535,2.538756,2.68457666666667,122,100,99,"Mars2",2.559533,2.451247,2.35182,410,372,695,2.4542,1.06669465192133
"MARVELD1",31.736003,31.691261,40.761144,34.7294693333333,1021,783,973,"Marveld1",2.481722,2.490934,2.649259,94,101,206,2.54063833333333,10.0912507772845
"MARVELD2",0.183737,0.190781,0.057352,0.143956666666667,9,10,3,"Marveld2",0.181002,0.182226,0.137389,6,5,11,0.166872333333333,0.9803614619937
"MARVELD3",0.285329,0.297459,0.340797,0.307861666666667,10,9,12,"Marveld3",0.227484,0.066222,0.21795,7,2,12,0.170552,1.11730334634144
"MAS1",0.034059,0.01676,0.040887,0.0305686666666667,5,2,6,"Mas1",13.971669,8.455658,13.142098,147,117,230,11.856475,0.0801595045816732
"MASP1",0.097838,0.654286,0.047798,0.266640666666667,6,7,4,"Masp1",4.200613,4.568069,3.868375,140,152,258,4.21235233333333,0.243007491755002
"MASP2",3.181716,2.681332,2.991893,2.951647,115,78,95,"Masp2",0.272162,0,0.574718,2,0,8,0.282293333333333,3.08170283450485
"MAST1",52.210348,37.254675,39.098549,42.854524,1060,540,750,"Mast1",11.802016,13.719211,13.97078,679,752,1490,13.1640023333333,3.09619576218181
"MAST2",26.901549,30.622426,17.859009,25.1276613333333,733,545,603,"Mast2",43.105678,38.002291,37.293552,1316,1285,2424,39.4671736666667,0.645650757538697
"MAST3",2.657019,8.084273,6.684709,5.808667,199,164,206,"Mast3",42.166786,41.545658,55.383896,2383,2424,4688,46.3654466666667,0.143747551837014
"MAST4",1.954926,4.787582,2.037682,2.92673,214,227,201,"Mast4",9.639094,6.617704,8.812788,740,759,1388,8.35652866666667,0.419678081465113
"MASTL",1.692091,4.08171,2.403016,2.72560566666667,99,150,102,"Mastl",0.266938,0.145125,0.211559,21,11,31,0.207874,3.0844323718092
"MAT1A",0,0,0,0,0,0,0,"Mat1a",0.022625,0,0.011875,1,0,1,0.0115,0.988630746416214
"MAT2A",88.053819,84.761457,85.034727,85.950001,2924,2183,2541,"Mat2a",112.881059,114.418711,116.588124,2315,1854,3935,114.629298,0.751972056424661
"MAT2B",11.074021,9.334099,9.225914,9.87801133333333,274,223,232,"Mat2b",41.516602,55.332614,51.22353,1009,1348,2241,49.357582,0.216015362559174
"MATK",1.560801,0.912579,1.667173,1.38018433333333,10,5,11,"Matk",47.199129,63.678103,63.981787,1103,1117,2533,58.2863396666667,0.0401472640529969
"MATN1",1.111588,0.228104,0.705856,0.681849333333333,29,11,14,"Matn1",0.154942,0.117125,0.060082,4,3,3,0.110716333333333,1.51420239611134
"MATN2",308.618015,213.062916,318.993706,280.224879,5626,3050,5185,"Matn2",5.620498,5.009716,5.645003,276,238,472,5.42507233333333,43.7699164165052
"MATN3",1.357348,7.961388,2.145306,3.82134733333333,44,220,48,"Matn3",0.025402,0.026857,0.04128,1,1,3,0.0311796666666667,4.67556478195361
"MATN4",0.067032,0,0,0.022344,2,0,0,"Matn4",1.778029,1.916255,2.009275,65,71,139,1.90118633333333,0.35238825864224
"MATR3",298.981592,354.141607,321.27716,324.800119666667,5196,4175,4902,"Matr3",272.896611,284.852013,248.911885,5968,6068,10217,268.886836333333,1.20717306591521
"MATR3",298.981592,354.141607,321.27716,324.800119666667,5196,4175,4902,"Snhg4",3.656697,3.55745,4.090928,53,46,102,3.76835833333333,68.3254270949296
"MATR3",298.981592,354.141607,321.27716,324.800119666667,5196,4175,4902,"Snhg4",3.656697,3.55745,4.090928,53,46,102,3.76835833333333,68.3254270949296
"MATR3",298.981592,354.141607,321.27716,324.800119666667,5196,4175,4902,"Matr3",272.896611,284.852013,248.911885,5968,6068,10217,268.886836333333,1.20717306591521
"MAU2",27.505829,25.731809,25.631532,26.2897233333333,983,666,760,"Mau2",13.260089,12.899507,14.258687,813,737,1626,13.472761,1.88559206728649
"MAVS",8.099819,7.804903,6.888346,7.59768933333333,1535,1197,1153,"Mavs",1.577483,2.145814,2.132536,62,84,161,1.95194433333333,2.91255130940251
"MAX",41.664803,39.176401,42.619252,41.1534853333333,568,454,462,"Max",153.801342,101.335819,146.333646,486,441,880,133.823602333333,0.312656572023009
"MAZ",54.285385,61.625142,56.565237,57.4919213333333,774,657,687,"Maz",59.138795,49.470413,55.815689,1097,1016,2149,54.808299,1.0480864384226
"MB",0,0,0,0,0,0,0,"Mb",0.129448,0.83501,1.350862,1,4,7,0.771773333333333,0.564406282218192
"MB21D2",6.155126,6.969508,6.577393,6.56734233333333,282,258,268,"Mb21d2",10.324847,10.500059,9.027785,433,431,721,9.950897,0.691024884384661
"MBD1",36.208455,33.491456,25.156988,31.6189663333333,817,643,683,"Mbd1",13.704599,11.181376,11.103998,489,437,864,11.9966576666667,2.50979653153389
"MBD2",91.550627,79.112934,107.968239,92.8772666666667,269,214,216,"Mbd2",31.429048,33.782698,28.914317,323,358,612,31.3753543333333,2.89965217677978
"MBD3",31.443297,26.856625,25.576629,27.9588503333333,839,662,756,"Mbd3",59.450636,62.622657,54.20003,648,694,1252,58.7577743333333,0.484603897256928
"MBD3L1",0,0,0,0,0,0,0,"Mbd3l1",0,0,0,0,0,0,0,1
"MBD3L2",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD3L2B",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD3L3",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD3L4",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD3L5",0,0,0,0,0,0,0,"Mbd3l2",0,0,0,0,0,0,0,1
"MBD4",9.652699,14.301822,13.77099,12.5751703333333,173,179,192,"Mbd4",2.079995,2.814906,2.665586,94,111,195,2.52016233333333,3.85640463361207
"MBD5",21.907911,69.023541,34.589402,41.8402846666667,323,286,294,"Mbd5",30.411422,31.262265,32.052518,757,870,1475,31.2420683333333,1.32870770645866
"MBD6",56.238815,58.045404,58.63108,57.638433,895,635,709,"Mbd6",12.428535,8.966149,12.750363,279,277,693,11.3816823333333,4.73590190907552
"MBIP",11.74199,18.811219,15.033464,15.1955576666667,158,148,138,"Mbip",10.968909,11.118414,10.657092,144,138,272,10.914805,1.35928012809833
"MBL2",1.160402,0.861314,1.426391,1.149369,60,36,65,"Mbl2",0,0,0.041717,0,0,1,0.0139056666666667,2.11989050920911
"MBLAC1",1.57606,2.010492,1.37278,1.65311066666667,18,14,13,"Mblac1",1.319372,1.634251,1.588002,18,24,47,1.513875,1.05538686954072
"MBLAC2",3.624077,2.621559,3.023028,3.08955466666667,224,125,158,"Mblac2",6.166495,6.230871,5.763587,297,316,570,6.053651,0.579778424913093
"MBNL1",6.166699,11.164399,6.566087,7.96572833333333,436,544,388,"Mbnl1",26.995262,26.795105,28.288014,1300,1201,2301,27.3594603333333,0.316145943115678
"MBNL2",20.231327,23.844479,15.865267,19.9803576666667,964,928,783,"Mbnl2",66.626879,74.124165,69.18239,2772,2710,5082,69.9778113333333,0.295590372153581
"MBNL3",0.029871,0.101636,0.05862,0.0633756666666667,4,12,9,"Mbnl3",0.234819,0.144506,1.117691,9,8,18,0.499005333333333,0.709387513853631
"MBOAT1",1.036306,0.914212,0.932536,0.961018,69,49,55,"Mboat1",1.568126,0.740146,1.648424,26,24,61,1.31889866666667,0.845667828520896
"MBOAT2",47.39325,41.509776,34.048867,40.9839643333333,1195,927,985,"Mboat2",11.828273,10.242984,11.352803,652,687,1320,11.1413533333333,3.45793118614454
"MBOAT4",0.086008,0.106215,0.09704,0.096421,2,2,2,"Mboat4",0.04231,0.085997,0.176691,1,2,8,0.101666,0.995239028888974
"MBOAT7",51.466543,46.160034,56.356121,51.327566,889,632,776,"Mboat7",69.753473,81.885422,81.786487,1495,1617,2945,77.8084606666667,0.663984114869697
"MBP",1.785711,1.395421,1.334059,1.50506366666667,52,28,47,"Mbp",2431.435432,1963.987781,1849.130279,21812,20145,36269,2081.51783066667,0.00120290142527362
"MBTD1",6.674537,6.706719,5.629066,6.336774,398,404,339,"Mbtd1",6.469582,5.554537,6.819565,385,306,716,6.281228,1.00762865824281
"MBTPS1",51.996477,45.959644,44.745188,47.567103,2049,1535,1729,"Mbtps1",36.59067,42.127541,34.919287,959,1003,1860,37.879166,1.24918067944153
"MBTPS2",10.071851,8.883211,11.029432,9.99483133333333,674,476,653,"Mbtps2",5.348471,6.098883,7.460712,328,311,574,6.30268866666667,1.5055867551248
"MC1R",9.940526,9.014272,8.009358,8.988052,340,242,234,"Mc1r",0.157741,0.031721,0.046743,8,2,5,0.078735,9.25904137716863
"MC2R",0.036426,0,0.040418,0.0256146666666667,2,0,2,"Mc2r",0,0,0,0,0,0,0,1.02561466666667
"MC3R",0,0,0,0,0,0,0,"Mc3r",0.140697,0.431813,0.16274,5,15,11,0.245083333333333,0.803159092430226
"MC4R",0.08345,0.155619,0.046925,0.0953313333333333,2,3,1,"Mc4r",0.443959,0.4555,0.825256,17,17,60,0.574905,0.695490415824023
"MC5R",0.056308,0.050541,0.063642,0.0568303333333333,1,1,1,"Mc5r",0.256831,0.168869,0.182993,14,9,19,0.202897666666667,0.878570440877071
"MCAM",1852.313572,1420.575991,1403.363096,1558.75088633333,12451,8814,11029,"Mcam",9.53783,6.278121,5.124129,218,210,375,6.98002666666667,195.456851397322
"MCAT",3.818371,5.039654,5.473468,4.77716433333333,70,54,69,"Mcat",7.33683,8.975619,6.314672,108,111,201,7.54237366666667,0.676294968912037
"MCC",2.179386,3.007156,2.016203,2.400915,285,268,236,"Mcc",2.249894,1.560515,1.914269,211,166,361,1.908226,1.16941221211832
"MCCC1",27.880023,19.376514,18.772965,22.009834,168,125,181,"Mccc1",11.371279,8.785054,11.800184,282,234,492,10.6521723333333,1.97472482741916
"MCCC2",19.798321,15.812116,17.839352,17.8165963333333,784,471,692,"Mccc2",10.602941,10.332368,6.899356,184,176,273,9.27822166666667,1.83072490004351
"MCEE",13.971642,11.103761,16.923956,13.9997863333333,89,67,82,"Mcee",19.864997,30.947154,25.941077,89,129,203,25.5844093333333,0.564232447118003
"MCEMP1",0,0,0,0,0,0,0,"Mcemp1",0.107905,0.165204,0.254033,2,3,9,0.175714,0.85054698676719
"MCF2",0.206907,0.044114,0.119335,0.123452,3,1,3,"Mcf2",1.493949,1.747134,1.289891,76,87,125,1.51032466666667,0.447532550238522
"MCF2L",64.342862,40.855781,54.178512,53.1257183333333,1447,760,1152,"Mcf2l",57.446215,49.919461,63.792241,1668,1501,3464,57.052639,0.932355862983823
"MCFD2",54.945256,52.525806,55.307415,54.2594923333333,2356,1961,2337,"Mcfd2",25.814813,22.702577,29.471456,586,540,1043,25.996282,2.04692973400312
"MCHR1",2.835528,4.312992,1.660152,2.936224,55,70,30,"Mchr1",6.961782,7.469694,6.863394,200,212,380,7.09829,0.486056192109692
"MCIDAS",0,0,0,0,0,0,0,"Mcidas",0.032616,0.161834,0.100349,1,5,6,0.0982663333333333,0.910525953176506
"MCL1",42.53891,56.945306,43.999402,47.8278726666667,2206,2354,1991,"Mcl1",17.873953,16.517323,15.475716,743,691,1290,16.6223306666667,2.77079539535747
"MCM10",0.357282,2.090882,0.414285,0.954149666666667,14,41,12,"Mcm10",0.655653,0.552711,0.656166,19,8,22,0.62151,1.20514191504626
"MCM2",3.986183,6.929081,4.202267,5.039177,169,206,161,"Mcm2",1.08288,8.906797,2.261036,42,47,74,4.083571,1.18797927677217
"MCM3",9.41249,16.012613,9.921504,11.7822023333333,370,484,329,"Mcm3",0.85254,1.709099,0.978137,32,33,54,1.17992533333333,5.86359639840875
"MCM3AP",114.848942,71.148263,65.852652,83.9499523333333,1764,1444,1325,"Mcm3ap",26.134428,24.65296,37.369185,633,596,1293,29.3855243333333,2.79573758219278
"MCM4",74.579132,160.418616,104.298633,113.098793666667,448,553,387,"Mcm4",6.335929,7.439417,5.727138,103,136,240,6.500828,15.2114931400462
"MCM5",8.306911,16.398817,3.787282,9.49767,122,213,87,"Mcm5",1.835109,2.37796,1.580788,67,66,101,1.93128566666667,3.58125109380332
"MCM6",4.563122,8.603086,5.296098,6.154102,160,208,153,"Mcm6",2.390319,2.030477,1.681105,66,72,130,2.033967,2.35800257550593
"MCM7",28.563196,39.365285,23.180724,30.369735,653,711,535,"Mcm7",6.962823,6.799387,5.743015,121,99,237,6.50174166666667,4.18166025889543
"MCM8",1.184471,1.905567,1.274848,1.454962,139,169,124,"Mcm8",1.391881,1.802788,1.858061,58,78,128,1.68424333333333,0.914582508043856
"MCM9",3.036448,4.618584,3.228766,3.62793266666667,122,142,102,"Mcm9",15.146297,11.313421,11.536779,133,118,229,12.665499,0.338658154134486
"MCMBP",7.962762,9.808478,7.308786,8.36000866666667,378,394,316,"Mcmbp",10.686344,11.992228,10.102015,242,281,508,10.9268623333333,0.784783827051244
"MCMDC2",0.372337,0.365743,0.486059,0.408046333333333,26,13,32,"Mcmdc2",3.673565,1.855366,3.007993,47,23,86,2.84564133333333,0.366140836153554
"MCOLN1",23.655626,16.490098,25.264933,21.8035523333333,336,229,300,"Mcoln1",33.842587,44.33197,39.321608,459,563,1037,39.1653883333333,0.567741363386959
"MCOLN2",0.087402,0.475832,0.674358,0.412530666666667,4,5,6,"Mcoln2",0.029948,0,0,1,0,0,0.00998266666666667,1.39856921636939
"MCOLN3",0.310887,0.290176,0.442163,0.347742,13,9,14,"Mcoln3",0,0,0,0,0,0,0,1.347742
"MCPH1",5.726593,7.335474,5.963636,6.341901,197,195,171,"Mcph1",1.949572,2.385242,3.351759,99,123,225,2.562191,2.06106326134674
"MCRIP1",57.958752,60.000264,62.019669,59.992895,670,534,609,"Mcrip1",26.239759,32.780227,27.459715,371,458,745,28.826567,2.04491837763293
"MCRIP2",14.415393,9.954461,15.522849,13.2975676666667,160,95,145,"Mcrip2",10.093225,9.482393,11.067127,31,49,86,10.2142483333333,1.27494658952473
"MCRS1",28.346542,26.982068,27.251792,27.5268006666667,415,280,351,"Mcrs1",50.348302,75.389569,66.940455,534,629,1063,64.2261086666667,0.4373524843012
"MCTP1",2.419709,4.274845,2.602455,3.099003,69,56,89,"Mctp1",16.804211,20.145212,18.437331,880,1067,1911,18.4622513333333,0.210612992803128
"MCTP2",0.41052,0.525778,1.184009,0.706769,36,32,34,"Mctp2",0.519827,1.162658,0.27211,15,28,35,0.651531666666667,1.03344612425435
"MCU",9.585841,16.472108,16.988419,14.3487893333333,161,188,176,"Mcu",10.022489,8.258787,8.216588,330,299,559,8.83262133333333,1.56100685798809
"MCUB",1.924433,1.239003,2.78029,1.981242,34,21,45,"Mcub",2.958093,2.632923,3.869434,14,13,25,3.15348333333333,0.717769101436946
"MCUR1",5.876498,9.599232,10.406696,8.62747533333333,236,206,187,"Mcur1",5.09581,6.120703,5.981044,250,264,517,5.732519,1.42999601387435
"MDC1",47.376805,15.7688,50.182071,37.775892,653,587,523,"Mdc1",5.13913,2.730511,3.385742,223,231,483,3.75179433333333,8.16026310903046
"MDFI",24.553456,37.630771,23.878936,28.687721,312,436,252,"Mdfi",0.305343,0.27394,0.859158,2,2,4,0.479480333333333,20.0663167540134
"MDFIC",2.631301,2.143692,1.682635,2.15254266666667,92,108,67,"Mdfic",0.765895,1.928887,0.984511,28,40,81,1.226431,1.41596243794066
"MDGA1",45.92517,30.691103,13.614772,30.077015,894,330,652,"Mdga1",22.329319,22.658576,26.253204,354,287,537,23.747033,1.25578751198174
"MDGA2",2.480522,3.895379,3.512448,3.29611633333333,180,151,148,"Mdga2",13.199424,10.606493,12.652272,641,645,1151,12.1527296666667,0.326633059616598
"MDH1",100.740544,91.568772,121.495116,104.601477333333,1143,860,1208,"Mdh1",536.100365,611.036291,488.365616,6175,7007,11337,545.167424,0.193350010807919
"MDH1B",0.742516,0.291139,1.022785,0.68548,15,6,12,"Mdh1b",0.551927,0.140636,0.289082,12,3,12,0.327215,1.26993742536062
"MDH2",85.81628,84.823537,96.876514,89.1721103333333,1235,926,1142,"Mdh2",199.768111,242.265277,234.608857,2029,2274,4145,225.547415,0.398027540209776
"MDK",40.509941,41.995305,46.790037,43.0984276666667,332,306,323,"Mdk",8.699619,9.231517,11.603291,66,72,181,9.844809,4.06631667433393
"MDM1",4.518638,5.111403,6.854525,5.49485533333333,82,79,72,"Mdm1",4.649716,2.290903,5.525983,75,53,129,4.155534,1.2597832413351
"MDM2",68.830401,110.161257,86.186962,88.3928733333333,1293,1363,1247,"Mdm2",13.042243,19.559405,20.160594,394,390,784,17.587414,4.80932276718716
"MDM4",13.443287,10.512566,8.952584,10.969479,972,709,807,"Mdm4",17.947725,15.642127,22.205322,1143,986,2262,18.5983913333333,0.610737830285186
"MDN1",12.886168,11.152808,13.200177,12.413051,764,700,595,"Mdn1",7.526284,7.4908,12.478341,853,682,1790,9.16514166666667,1.31951441896612
"ME1",1.6234,2.720776,2.003243,2.11580633333333,79,107,86,"Me1",15.8636,15.753153,16.00626,591,584,1065,15.8743376666667,0.18464762261385
"ME2",23.514141,26.558065,24.376191,24.8161323333333,974,864,938,"Me2",5.939649,7.094171,7.788825,212,246,500,6.94088166666667,3.25104105778347
"ME3",6.627298,9.650677,6.498091,7.592022,149,182,117,"Me3",34.315058,33.930758,37.803033,545,522,1198,35.3496163333333,0.236371738320686
"MEA1",21.212075,24.977115,22.18493,22.7913733333333,282,263,262,"Mea1",46.56566,48.104739,44.652962,382,381,686,46.4411203333333,0.501492653760474
"MEAF6",17.341177,18.854597,21.43885,19.2115413333333,373,343,387,"Meaf6",62.030499,54.676342,49.954563,943,1011,1848,55.5538013333333,0.357386079393755
"MEAK7",10.871522,9.776653,9.515245,10.0544733333333,352,274,318,"Meak7",4.62778,4.509139,3.099533,103,129,203,4.07881733333333,2.1765841548938
"MECOM",0.580636,0.774774,0.179756,0.511722,12,19,4,"Mecom",1.15365,1.096068,0.795973,35,35,60,1.01523033333333,0.750148494191979
"MECP2",14.769877,31.10593,29.393954,25.0899203333333,868,743,694,"Mecp2",14.915123,14.843569,14.613014,2168,2098,3977,14.7905686666667,1.65224703961474
"MECR",11.926151,9.258203,11.696287,10.9602136666667,116,81,117,"Mecr",13.273181,19.098313,18.847824,92,121,228,17.073106,0.661768578498166
"MED1",7.638545,9.813042,7.398364,8.283317,898,879,756,"Med1",12.000955,9.28422,11.713655,619,587,1101,10.99961,0.773634893134027
"MED11",8.080941,7.604314,8.612014,8.09908966666667,77,57,65,"Med11",5.853075,8.539496,4.087293,52,74,75,6.15995466666667,1.27083062537081
"MED12",35.180765,37.309714,34.14333,35.544603,756,677,617,"Med12",5.272498,5.74473,6.612422,294,274,688,5.87655,5.31438046694927
