"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"NPPC","Nppc",5.534658,6.104402,6.618926,32,128,79,6.08599533333333,0.073953,0,0.338222,1,0,3,10.6290216666667,0.609337185572934
"NPR1","Npr1",4.920993,5.15549,5.861514,66,285,146,5.31266566666667,0.039638,0.177263,0.102048,3,8,5,0,6.31266566666667
"NPR2","Npr2",36.093085,40.787135,40.77553,236,1013,611,39.2185833333333,16.243394,16.889919,23.005864,484,422,367,5.10810933333333,6.5844570125573
"NPR3","Npr3",1.060037,1.296472,1.423363,36,192,118,1.25995733333333,3.010374,1.415665,2.119687,325,129,176,8.36005166666667,0.241447100274197
"NPRL2","Nprl2",12.499383,14.103456,16.937338,95,435,270,14.5133923333333,23.167061,23.278481,21.309222,313,208,207,0,15.5133923333333
"NPRL3","Nprl3",14.351506,20.24195,18.451459,108,494,225,17.6816383333333,15.793497,14.474753,18.327737,524,383,417,12.331554,1.40130987980346
"NPS","Nps",0.236815,0.440108,0.110898,1,7,1,0.262607,0,0,0,0,0,0,3.51546,0.279618687797035
"NPSR1","Npsr1",0,0.223065,0.144388,0,12,5,0.122484333333333,0,0,0.076544,0,0,1,7.117369,0.13828179220796
"NPTN","Nptn",648.015556,656.828763,694.748118,3278,11136,6685,666.530812333333,103.346766,104.785794,133.116993,1932,1579,1606,21.7984413333333,29.2796688411038
"NPTX1","Nptx1",75.363124,66.60052,79.665042,2711,8981,6069,73.8762286666667,39.636747,68.894339,58.802539,2882,3664,3195,180.033566,0.413604119507134
"NPTX2","Nptx2",1.301272,1.511582,1.49822,21,89,50,1.43702466666667,7.896177,9.428028,12.776134,350,317,377,17.461414,0.132006392720875
"NPTXR","Nptxr",34.397218,39.404165,43.139317,1110,4075,2670,38.9802333333333,4.882921,9.043212,9.063248,516,722,624,18.0474396666667,2.09898201716315
"NPVF","Npvf",0,0,0,0,0,0,0,0,0,0,0,0,0,5.11533,0.163523472976928
"NPY","Npy",10.52295,13.651175,16.464433,24,119,81,13.546186,3.116229,0,0,20,0,0,0.866618333333333,7.79280142075107
"NPY1R","Npy1r",1.450134,1.828615,2.060863,28,132,86,1.77987066666667,0.658374,4.007789,5.865547,24,105,129,0.0902883333333333,2.54966560833296
"NPY2R","Npy2r",0.86982,0.953287,1.071076,18,77,49,0.964727666666667,0.15455,0,0,9,0,0,24.616997,0.0766962523619246
"NPY4R","Npy4r",0.124004,0.195459,0.230172,3,18,12,0.183211666666667,0.0122,0,0.018925,0,0,0,0.0198963333333333,1.16012934647933
"NPY5R","Npy5r",0.746407,0.870165,0.759211,10,40,23,0.791927666666667,0.217839,0.398324,1.111967,5,8,22,5.48035366666667,0.276516955530359
"NPY6R","Npy6r",0,0,0,0,0,0,0,1.821974,1.394166,1.393246,68,39,40,0.0388693333333333,0.96258496416617
"NQO1","Nqo1",4.387161,4.463322,5.486726,41,158,110,4.77906966666667,16.775545,23.383477,29.785891,313,339,404,6.92478366666667,0.729240053703254
"NQO2","Nqo2",8.287538,4.657135,6.624306,123,330,218,6.522993,21.27846,16.33062,17.655039,368,219,228,2.30374066666667,2.27711365964762
"NR0B1","Nr0b1",0,0,0,0,0,0,0,0,0.291524,0.661101,0,3,3,3.45821366666667,0.224305086020627
"NR0B2","Nr0b2",0.767258,0.446789,0.216834,5,11,3,0.476960333333333,0.053772,0.070971,0.163313,1,1,2,20.3585543333333,0.069150763215669
"NR1D1","Nr1d1",27.44119,33.841404,39.262841,457,2202,1403,33.515145,1.708797,0.914274,1.068791,83,34,34,46.3021296666667,0.729674229114519
"NR1D2","Nr1d2",44.933519,50.555168,50.673578,1272,4857,2827,48.720755,6.510474,4.336475,7.254523,480,230,259,12.2673176666667,3.74761170639039
"NR1H2","Nr1h2",76.540337,109.339867,81.3735,227,891,500,89.084568,9.74767,6.981516,8.562631,275,147,164,34.5464973333333,2.53427411300872
"NR1H3","Nr1h3",6.48151,6.662811,8.391427,36,127,97,7.17858266666667,8.733955,4.366452,4.239265,102,39,35,0.205703666666667,6.78324441798994
"NR1H4","Nr1h4",0,0.085501,0.113305,0,4,3,0.0662686666666667,0.099469,0,0.109209,1,0,3,8.218099,0.115671210155876
"NR1I2","Nr1i2",0,0.031404,0,0,2,0,0.010468,0,0,0.030241,0,0,1,10.0618126666667,0.0913474156947996
"NR1I3","Nr1i3",0.692634,0.053448,0.118171,2,4,5,0.288084333333333,3.248041,3.171062,4.172065,48,34,36,14.5060946666667,0.0830695517487275
"NR2C1","Nr2c1",3.680276,3.340951,3.910163,81,307,184,3.64379666666667,34.161028,27.559933,35.004702,440,301,302,0.553253,2.98972328826448
"NR2C2","Nr2c2",18.103819,20.644562,21.60749,927,3257,2098,20.1186236666667,16.922271,16.059944,11.516348,2000,1357,1087,12.1775236666667,1.60262460541714
"NR2C2AP","Nr2c2ap",4.846861,7.264496,8.160662,30,169,107,6.75733966666667,3.715752,4.22991,3.065655,54,38,39,45.1186223333333,0.168204063221981
"NR2E1","Nr2e1",0.090871,0.181281,0.213688,2,15,10,0.161946666666667,0.021532,0.028906,0.03159,1,1,1,4.82470133333333,0.19948605090138
"NR2E3","Nr2e3",0,0,0,0,0,0,0,0.056041,0.113577,0.126011,2,3,3,5.531091,0.153113775324827
"NR2F1","Nr2f1",16.066882,14.735529,11.261035,229,680,359,14.0211486666667,22.102385,31.322879,28.686888,699,619,533,9.142724,1.48097775968928
"NR2F2","Nr2f2",10.042996,7.710064,9.839839,118,402,231,9.197633,39.527689,13.262621,25.210704,1149,386,475,3.02053266666667,2.53638854486777
"NR2F6","Nr2f6",36.655824,35.828663,22.395054,106,315,186,31.6265136666667,13.231551,11.757787,16.980579,399,262,311,348.784592,0.0932760173343103
"NR3C1","Nr3c1",15.380464,15.800533,18.179873,650,2396,1574,16.4536233333333,4.336354,1.616899,1.665669,417,154,119,0,17.4536233333333
"NR3C2","Nr3c2",16.363537,8.936776,22.748644,226,914,493,16.016319,1.269033,0.274954,0.206244,63,6,10,2.19721433333333,5.32223280203402
"NR4A1","Nr4a1",6.028804,6.282555,6.912722,89,339,232,6.408027,68.38963,32.720033,36.744497,1847,713,766,0.245482666666667,5.94791657745538
"NR4A2","Nr4a2",3.313577,4.579664,3.966675,69,264,182,3.95330533333333,23.55183,11.866442,17.838157,1191,481,572,0.0680256666666667,4.63781488397439
"NR4A3","Nr4a3",3.164793,2.901091,2.372252,100,375,173,2.812712,0.544638,0.317841,0.271466,49,23,18,5.14655933333333,0.620300202639113
"NR5A1","Nr5a1",0,0,0,0,0,0,0,0.095101,0.12566,0.028087,3,1,1,8.00534833333333,0.111045121519453
"NR5A2","Nr5a2",0.031137,0.172922,0.175555,1,10,10,0.126538,13.067245,92.21999,77.64171,503,1986,1749,107.222027333333,0.0104095074520288
"NR6A1","Nr6a1",0.756496,2.323089,1.31174,30,228,114,1.463775,3.288465,3.773783,4.392557,432,377,380,0.237765333333333,1.99050250774514
"NRAP","Nrap",0.1836,0.255436,0.397272,4,36,26,0.278769333333333,0.019381,0,0,2,0,0,0.744089666666667,0.733201599535498
"NRARP","Nrarp",2.230545,1.941353,2.265579,37,116,77,2.14582566666667,1.127297,0.39043,1.911657,46,12,51,10.3600713333333,0.276919534601514
"NRAS","Nras",50.657408,57.923996,37.500674,253,1060,600,48.694026,20.799298,21.384767,25.419546,1616,1277,1399,0,49.694026
"NRBF2","Nrbf2",10.681448,7.635697,9.3907,121,325,194,9.23594833333333,9.528377,9.137337,11.458997,289,212,240,0.121815333333333,9.12445037002525
"NRBP1","Nrbp1",64.097321,72.518602,77.131422,385,1819,983,71.249115,38.471699,41.550287,50.046136,1319,1121,1164,0.255162333333333,57.5615703891688
"NRBP2","Nrbp2",77.143683,85.083077,92.777321,498,2602,1410,85.0013603333333,55.313529,40.275749,41.008436,2703,1592,1407,3.51798433333333,19.0353383252841
"NRCAM","Nrcam",72.289379,89.579126,90.868385,1308,5581,3387,84.24563,84.811018,85.246929,87.077632,4404,3352,2794,4.77771633333333,14.7542082514839
"NRDE2","Nrde2",2.676012,3.654655,4.204774,67,297,192,3.51181366666667,6.758739,8.846396,10.426264,403,304,320,12.097335,0.344483337004564
"NREP","Nrep",203.578573,180.166361,234.424094,2681,9038,6567,206.056342666667,156.942004,166.267927,178.301132,3897,3004,3421,3.339025,47.7195551227906
"NRF1","Nrf1",10.948953,5.684535,12.1288,87,350,256,9.58742933333333,11.620889,13.794035,12.365343,319,321,259,7.976616,1.17944549854125
"NRG2","Nrg2",24.601628,20.436536,24.448439,85,216,125,23.162201,2.269625,3.574982,3.19359,64,90,65,1182.79090233333,0.0204108689738827
"NRG3","Nrg3",7.712681,5.013542,4.574902,98,412,229,5.76704166666667,13.971107,18.542367,20.940432,645,655,664,1.25369666666667,3.0026408463724
"NRG4","Nrg4",0.550906,0.825525,0.953313,5,32,22,0.776581333333333,7.503987,0.485535,0.566173,25,5,6,14.9025166666667,0.111716992383805
"NRGN","Nrgn",15.275587,28.918096,37.097121,127,595,400,27.0969346666667,6.231657,20.985648,24.109957,113,276,286,0,28.0969346666667
"NRIP1","Nrip1",6.052897,6.633201,8.702278,328,1271,825,7.12945866666667,3.701066,1.578821,2.01051,475,168,174,9.58596866666667,0.767946602020927
"NRIP2","Nrip2",14.316314,15.325427,16.53251,128,629,346,15.391417,1.471424,0.946248,1.065444,74,36,31,3.16340133333333,3.93702544810317
"NRIP3","Nrip3",37.048379,32.448537,29.294494,853,2866,1646,32.93047,18.452031,14.966694,11.422052,866,398,366,25.5079526666667,1.28001096224481
"NRK","Nrk",3.492615,3.227316,4.013122,194,664,472,3.57768433333333,1.083967,0.706697,0.495448,146,57,52,84.7032783333333,0.053413176512676
"NRL","Nrl",0.495821,0.262236,0.118993,7,15,7,0.29235,0.478449,0.400372,0.474503,19,14,12,1.766057,0.467217414536288
"NRM","Nrm",2.550489,10.253936,9.590707,15,67,38,7.465044,8.521384,3.960532,5.65358,173,60,74,0.475411666666667,5.7374115924708
"NRN1","Nrn1",79.993176,71.553331,66.535545,622,1996,1125,72.6940173333333,175.383149,140.274804,167.546894,4533,2639,2864,151.235333666667,0.484079586245682
"NRN1L","Nrn1l",0.753071,0.990059,0.645513,2,10,4,0.796214333333333,0.638218,0.439962,0.78416,2,1,4,5.31350866666667,0.28450334483847
"NRP1","Nrp1",3.192773,3.699,3.864451,76,337,199,3.585408,130.949035,131.011622,81.304436,5183,4012,3148,21.0043,0.208386906195607
"NRP2","Nrp2",3.157712,3.65478,3.64709,142,623,352,3.48652733333333,49.614133,86.677507,136.029896,646,899,1004,60.891434,0.072490279241766
"NRROS","Nrros",3.321316,2.224103,1.188085,32,92,42,2.24450133333333,0.128499,0.169711,0.097545,6,6,3,6.508448,0.432113445193112
"NRSN1","Nrsn1",57.501031,65.526228,61.232756,805,3341,1780,61.420005,3.243521,4.526455,8.214861,83,93,143,3.849158,12.8723388679024
"NRSN2","Nrsn2",39.675344,48.680346,48.02542,344,1618,901,45.46037,44.005549,63.529246,62.247111,1199,1199,1136,13.5141523333333,3.20103916046814
"NRTN","Nrtn",0.68066,0.406633,0.548353,3,5,4,0.545215333333333,3.531436,2.017034,3.479673,45,19,27,74.8418853333333,0.0203741682652263
"NRXN1","Nrxn1",127.994758,102.751436,108.774732,2028,6672,4407,113.173642,74.76612,118.555358,81.972806,3164,3673,2907,0,114.173642
"NRXN2","Nrxn2",174.546597,158.939029,180.017799,1905,6357,3961,171.167808333333,274.277585,267.549629,273.013273,5756,4641,4190,27.4677026666667,6.04782937173668
"NRXN3","Nrxn3",35.905101,35.040695,41.736516,1441,5344,3431,37.5607706666667,3.027545,10.20258,9.000288,203,565,464,4.48364233333333,7.03196312280761
"NSA2","Nsa2",37.71783,26.932972,24.612228,296,931,534,29.7543433333333,75.89612,51.802444,59.859032,707,425,478,160.920375333333,0.189934980511388
"NSD1","Nsd1",17.11252,17.789035,17.627378,941,3939,2499,17.5096443333333,13.624893,16.691846,10.001327,1965,1792,1415,4.357617,3.45482783359343
"NSD2","Nsd2",22.503632,24.404983,30.836617,726,2824,1671,25.9150773333333,39.890402,36.526666,35.017332,3007,2363,2264,6.19986566666667,3.73827493170359
"NSD3","Nsd3",14.387852,13.701487,13.238676,475,1844,1086,13.776005,26.208953,24.315935,24.875286,2470,1449,1392,0,14.776005
"NSDHL","Nsdhl",7.41575,10.239639,9.291995,102,533,274,8.98246133333333,17.105796,16.45834,19.620362,440,333,346,11.7291133333333,0.784222834059665
"NSF","Nsf",575.283891,541.679595,447.659982,4054,16238,8996,521.541156,93.069971,125.202678,104.997781,4347,4262,4151,48.2839903333333,10.602655192199
"NSFL1C","Nsfl1c",57.638355,66.841073,62.991273,385,1506,853,62.4902336666667,33.963477,41.435384,39.151782,809,757,731,0.0737123333333333,59.1315119474894
"NSG1","Nsg1",495.201594,432.063514,512.338818,3218,9991,6616,479.867975333333,59.184209,102.175832,118.390549,1626,2107,2029,8.57857266666667,50.2024667001535
"NSG2","Nsg2",61.268107,74.860994,69.756607,875,4068,2144,68.6285693333333,98.206271,154.233032,148.163997,3219,3708,3256,0,69.6285693333333
"NSL1","Nsl1",0.966241,0.202038,0.357058,2,19,13,0.508445666666667,10.294393,9.809646,12.027203,407,295,287,125.488492333333,0.0119255565375187
"NSMAF","Nsmaf",34.719187,26.147359,30.917473,278,1191,660,30.594673,21.999117,15.691543,20.110666,323,256,271,0,31.594673
"NSMCE1","Nsmce1",9.243387,12.385342,11.730916,39,164,96,11.1198816666667,114.677924,72.859222,75.417683,264,119,132,3.55491833333333,2.66083402153935
"NSMCE2","Nsmce2",10.789953,10.716743,9.961884,105,391,206,10.4895266666667,16.82647,14.297943,13.492611,206,137,147,5.627878,1.73351511097016
"NSMCE3","Nsmce3",2.20706,1.907626,1.988638,90,289,171,2.03444133333333,3.397731,3.712696,3.720499,296,248,226,21.6847323333333,0.133765798456192
"NSMF","Nsmf",64.205972,60.457034,66.334867,502,2180,1195,63.6659576666667,56.750304,44.140233,56.92503,1607,1004,1085,124.148581333333,0.516713469523309
"NSRP1","Nsrp1",16.093192,23.274212,28.930342,115,372,241,22.7659153333333,20.738703,13.973359,19.934846,439,246,300,2.420164,6.94876483505859
"NSUN2","Nsun2",35.489277,28.917389,28.803,391,1579,875,31.0698886666667,25.278987,21.973922,26.133011,799,588,585,0.052195,30.479035413271
"NSUN3","Nsun3",15.524286,11.109512,15.908374,85,276,212,14.180724,4.950817,4.837554,4.386367,243,221,233,0,15.180724
"NSUN4","Nsun4",24.618922,13.982567,16.786872,67,252,125,18.462787,6.703762,6.345684,6.907471,371,229,248,12.2271483333333,1.47142728799317
"NSUN5","Nsun5",11.125346,11.863248,9.026305,42,191,99,10.671633,18.114751,19.455883,14.432025,230,214,207,0.761823,6.62474777545758
"NSUN6","Nsun6",5.423579,3.626245,4.352086,28,124,53,4.46730333333333,13.435688,14.327558,16.147417,240,133,140,40.113926,0.132979354327128
"NSUN7","Nsun7",0.879921,1.560081,0.984751,14,116,46,1.14158433333333,2.178533,0.247144,0.824414,42,10,18,1.75864533333333,0.776317385731354
"NT5C","Nt5c",38.045981,43.261141,50.062443,73,319,192,43.789855,34.061776,20.659928,29.268053,222,116,134,0.327665333333333,33.7358021449181
"NT5C1A","Nt5c1a",4.278586,4.578896,4.565877,30,123,69,4.474453,0.057163,0.150583,0.173353,1,2,2,8.59695633333333,0.570436376894355
"NT5C1B","Nt5c1b",0,0.067559,0,0,3,0,0.0225196666666667,0.239467,0.101695,0.298046,2,1,1,0.199289666666667,0.852604416669979
"NT5C2","Nt5c2",42.685989,59.637627,60.910375,499,1976,1129,54.4113303333333,57.449224,61.340603,66.596659,1471,1170,1147,4.62649933333333,9.84827813007235
"NT5C3B","Nt5c3b",29.304173,29.844088,20.434686,130,555,295,26.527649,93.20656,104.114104,121.136927,1182,1064,1052,2.51919866666667,7.82213555055526
"NT5DC1","Nt5dc1",2.725108,1.996592,1.84061,20,78,36,2.18743666666667,16.745039,9.225771,9.84015,499,278,251,68.7491606666667,0.0456985666379488
"NT5DC3","Nt5dc3",38.435255,49.743674,51.917017,579,2435,1423,46.6986486666667,7.184401,7.696165,4.629582,397,438,359,1.48635566666667,19.1841615043812
"NT5E","Nt5e",1.669766,2.058896,1.619444,45,158,90,1.782702,4.218536,4.765413,6.900911,227,205,226,0.0218456666666667,2.72321162654373
"NT5M","Nt5m",18.664232,22.922642,24.409903,143,659,394,21.9989256666667,9.010115,7.265601,9.900148,146,111,112,0.194143666666667,19.259764389042
"NTAN1","Ntan1",39.719565,42.573714,43.615826,164,659,360,41.9697016666667,71.251466,53.16961,70.466897,441,258,287,3.565044,9.41276834717621
"NTF3","Ntf3",2.414738,1.444461,2.018006,19,43,34,1.95906833333333,1.712534,0,0.119861,23,0,1,9.30508566666667,0.287146408001719
"NTHL1","Nthl1",3.23943,2.92736,2.301501,10,58,29,2.82276366666667,22.02608,11.680627,22.060944,185,91,123,423.716042666667,0.00900075175560749
"NTM","Ntm",133.351563,98.248682,124.407525,1465,5064,3363,118.669256666667,106.210741,70.798351,84.07665,2169,1113,1270,0.166043666666667,102.628452164885
"NTMT1","Ntmt1",17.917482,12.398286,13.2954,70,269,133,14.537056,26.478211,22.395055,27.823329,279,173,204,39.3595933333333,0.384965623208295
"NTN1","Ntn1",6.674514,7.006633,8.819436,248,1025,714,7.50019433333333,4.149663,0.791397,1.846645,452,65,131,12.1757776666667,0.6451379606107
"NTN3","Ntn3",2.705681,2.020388,1.435201,20,112,55,2.05375666666667,0.591683,0.575578,0.954338,18,13,18,15.8254693333333,0.181496076345211
"NTN4","Ntn4",3.699532,5.763412,6.238355,88,460,311,5.23376633333333,1.6045,1.541018,3.465657,93,47,61,74.0737013333333,0.0830352869596093
"NTN5","Ntn5",0.108914,0.057848,0.05479,1,2,1,0.0738506666666667,0.832293,0.031563,0.166426,14,1,3,6.58637333333333,0.141549936904415
"NTNG1","Ntng1",11.024394,8.233503,8.007011,181,668,388,9.08830266666667,35.558206,45.903365,44.126148,1877,1694,1762,0,10.0883026666667
"NTNG2","Ntng2",3.963714,6.67108,5.002253,46,226,96,5.212349,12.566766,21.937945,26.570952,945,1297,1307,21.3815653333333,0.277565438675901
"NTPCR","Ntpcr",9.21592,17.287556,13.959202,48,260,134,13.4875593333333,29.189433,26.355213,29.515372,590,447,479,13.7486463333333,0.982297561816916
"NTRK1","Ntrk1",0.17565,0.635461,0.604962,3,41,22,0.472024333333333,0.779946,0.657115,0.298047,30,6,1,9.49798033333333,0.14021976481127
"NTRK2","Ntrk2",66.569699,63.845934,69.705481,2888,11359,6738,66.707038,31.838776,17.27664,15.747604,4533,2016,1636,40.0904183333333,1.6477573299631
"NTRK3","Ntrk3",119.614352,157.724307,172.42784,1045,5462,3305,149.922166333333,18.416027,18.852727,15.329292,605,313,368,0,150.922166333333
"NTS","Nts",3.419035,3.164385,2.977725,24,82,44,3.18704833333333,1.669579,228.552119,230.945044,30,3199,2928,20.187411,0.197619630512352
"NTSR1","Ntsr1",0.472223,0.561654,0.559179,9,57,32,0.531018666666667,0.052939,0.052647,0.139304,4,3,5,7.02261366666667,0.190837890278567
"NTSR2","Ntsr2",50.287016,54.620005,52.537912,461,1922,1009,52.4816443333333,0,0,0,0,0,0,1.81413233333333,19.0046657365201
"NUAK1","Nuak1",18.725964,16.816899,20.7784,505,1669,1064,18.7737543333333,5.216862,3.248685,6.083247,377,228,302,0,19.7737543333333
"NUAK2","Nuak2",0.666736,0.826979,0.407884,13,58,17,0.633866333333333,0.542528,0.489988,0.866179,34,24,36,1.785672,0.586525022807184
"NUB1","Nub1",21.154702,22.84509,23.636895,465,1906,1110,22.5455623333333,37.27624,40.441974,41.691211,655,498,513,9.52527833333333,2.23704890147798
"NUBP1","Nubp1",5.291862,5.269093,4.836322,62,241,127,5.13242566666667,16.255368,13.502176,19.932947,165,151,161,4.91267166666667,1.03716661644496
"NUBP2","Nubp2",11.133749,13.478472,14.81979,77,366,246,13.1440036666667,21.525108,20.400254,24.40679,399,275,315,0.006296,14.0555101746073
"NUBPL","Nubpl",2.459401,5.298485,1.457596,17,116,44,3.07182733333333,7.765028,7.71019,10.080109,298,226,235,0.493033666666667,2.72721735901914
"NUCB1","Nucb1",53.445272,59.448228,52.948568,410,1797,970,55.2806893333333,110.315089,98.534844,122.679465,2228,1520,1585,0,56.2806893333333
"NUCB2","Nucb2",7.27365,7.979515,5.919201,45,177,88,7.05745533333333,73.601373,86.608583,96.26818,741,636,705,0.129805333333333,7.13172003672609
"NUCKS1","Nucks1",28.818038,23.474203,24.269341,876,3020,1916,25.5205273333333,727.22124,511.177559,521.579808,6968,3344,3780,51.1211836666667,0.508824348712828
"NUDC","Nudc",705.699433,685.283968,720.45274,579,1889,1115,703.812047,36.578118,37.093013,44.964131,1007,804,875,12.3757523333333,52.6932638580305
"NUDCD1","Nudcd1",5.455612,5.531443,6.247272,122,465,330,5.74477566666667,7.977598,7.09237,7.958866,339,247,262,0.558596,4.3274688672797
"NUDCD2","Nudcd2",15.587336,13.914672,14.294072,69,240,128,14.5986933333333,30.975213,26.303411,28.104915,466,380,366,21.945559,0.679813175758034
"NUDCD3","Nudcd3",30.411665,32.884446,33.430763,618,2533,1465,32.2422913333333,76.565436,75.63015,83.809581,2217,1882,1733,4.52105566666667,6.02100274663656
"NUDT1","Nudt1",5.758574,15.701703,9.248182,23,58,34,10.236153,26.726309,17.836066,10.23556,91,36,38,0,11.236153
"NUDT11","Nudt10",7.28654,7.831973,8.504134,79,302,187,7.87421566666667,8.999315,8.948163,12.23796,367,280,347,4.99383366666667,1.48055754633609
"NUDT12","Nudt12",4.683339,4.8639,4.474481,67,259,155,4.67390666666667,2.4684,2.036658,2.682419,111,75,75,3.45976233333333,1.27224417863224
"NUDT13","Nudt13",8.661371,10.688832,13.231456,44,196,116,10.860553,3.290884,2.36273,1.561632,64,42,37,20.035069,0.563846641054517
"NUDT14","Nudt14",25.745183,22.35678,23.592499,184,611,354,23.898154,29.970229,39.878616,35.488639,231,203,189,19.6519066666667,1.2056104262851
"NUDT15","Nudt15",2.586126,2.92967,3.352848,46,195,137,2.95621466666667,6.910353,8.232691,9.300897,227,207,214,0.012062,3.9090635422204
"NUDT16","Nudt16",12.156439,11.397916,8.811849,46,178,95,10.7887346666667,12.577102,10.11364,10.537645,1289,772,699,0.104374,10.6745854816092
"NUDT16L1","Nudt16l1",19.863341,23.637065,23.136838,152,645,372,22.2124146666667,11.654686,13.28785,17.106751,261,225,247,1.90450233333333,7.99187330658023
"NUDT17","Nudt17",2.192489,4.584532,2.812501,14,87,37,3.19650733333333,2.81157,3.345578,1.850715,33,22,17,0.237972333333333,3.38982319744895
"NUDT18","Nudt18",12.3386,15.7669,14.340474,146,656,342,14.148658,3.167924,4.89935,4.083713,90,108,79,8.31708466666667,1.62590107764038
"NUDT19","Nudt19",38.365973,38.603572,41.196458,213,778,475,39.3886676666667,2.998893,3.745506,4.489764,151,143,153,0.0490553333333333,38.5000355875731
"NUDT2","Nudt2",12.74899,12.890543,13.60197,55,211,126,13.080501,17.736996,15.748223,16.840957,246,170,140,0.703292666666667,8.26663630716819
"NUDT21","Nudt21",19.8999,18.282735,16.364036,426,1508,906,18.1822236666667,54.516231,57.626161,53.21005,2467,2033,2077,0.230677333333333,15.5867205376335
"NUDT22","Nudt22",9.021187,11.132963,10.786198,36,209,118,10.3134493333333,32.702058,25.971611,36.485229,337,200,214,1.98277666666667,3.79292538384257
"NUDT3","Nudt3",261.560186,234.196181,273.347581,1329,4463,2759,256.367982666667,23.399317,32.26074,31.621479,4397,4615,4068,0.175901333333333,218.868688529423
"NUDT4","Nudt4",55.873297,58.36614,57.448613,1133,4313,2415,57.22935,34.594663,34.358361,45.451198,2278,1728,2091,8.22725,6.31058549405294
"NUDT5","Nudt5",13.429988,12.463097,14.164249,141,555,299,13.3524446666667,38.518001,32.033348,36.888609,736,478,521,14.3870836666667,0.932759252993382
"NUDT6","Nudt6",6.129604,3.495392,3.721628,16,43,15,4.44887466666667,3.740308,3.413557,5.869796,74,50,54,14.1732903333333,0.359109629286955
"NUDT7","Nudt7",3.837947,6.635541,6.249959,27,142,78,5.57448233333333,1.86119,0.296324,2.679058,20,2,21,0.232181333333333,5.33564513231819
"NUDT8","Nudt8",1.873484,3.003424,3.706242,9,50,33,2.86105,2.130263,1.37054,2.179061,27,13,14,1.14387666666667,1.80096647350672
"NUDT9","Nudt9",31.463373,29.777112,29.486341,241,707,413,30.2422753333333,35.013468,42.542621,44.137535,447,411,415,0.371686666666667,22.7765393457204
"NUF2","Nuf2",1.151676,1.303827,1.374465,16,64,39,1.276656,14.6954,9.035967,8.550139,193,24,75,11.648794,0.179989965841803
"NUFIP1","Nufip1",2.572075,2.60348,3.056074,69,260,173,2.74387633333333,2.704189,3.384803,4.017631,166,160,174,10.103539,0.337178653880833
"NUFIP2","Nufip2",8.054759,8.759281,9.264955,265,1040,621,8.69299833333333,9.335995,8.964735,8.806948,1902,1259,1270,26.795285,0.348728150595806
"NUGGC","Nuggc",0.120101,0,0.027757,2,0,1,0.049286,0.055185,0.036154,0.022065,4,2,1,0.137301,0.922610636937803
"NUMA1","Numa1",32.634906,29.472373,33.83958,667,2817,1739,31.9822863333333,167.005075,106.925102,122.040365,4558,2465,2361,91.8775716666667,0.355115726450141
"NUMB","Numb",24.442063,15.259781,19.303539,204,734,455,19.668461,27.082161,13.000661,17.235469,851,422,409,216.366864333333,0.0950856105110151
"NUMBL","Numbl",16.408787,12.487062,13.068298,159,677,359,13.988049,27.00852,37.067845,31.769547,860,694,666,0.397465,10.7251695033507
"NUP107","Nup107",11.796556,12.12209,11.956857,89,321,214,11.958501,36.935165,11.7179,34.874717,595,269,371,7.819399,1.46931792064289
"NUP133","Nup133",5.393268,7.34201,8.718352,187,758,476,7.15121,19.797425,20.605477,27.075381,1133,914,993,71.3917743333333,0.112598566274493
"NUP155","Nup155",4.580344,6.528021,6.250234,147,630,387,5.78619966666667,10.797093,5.745807,6.794534,658,479,383,0,6.78619966666667
"NUP160","Nup160",22.09385,27.494503,18.042222,105,384,234,22.543525,16.121339,10.979438,10.655959,869,483,544,0.026701,22.9312380137937
"NUP188","Nup188",8.162285,7.448195,6.534577,123,544,328,7.38168566666667,43.014109,34.132086,22.928417,1018,665,747,18.6936146666667,0.425604227996472
"NUP210","Nup210",13.272273,14.26472,18.695841,138,556,420,15.4109446666667,3.242848,3.942723,4.968232,433,411,453,1.59433666666667,6.32568042441163
"NUP210L","Nup210l",0.025694,0.027007,0.05961,1,4,5,0.037437,0.160338,0,0.079232,7,0,3,59.8260213333333,0.017055808965619
"NUP214","Nup214",16.887239,26.379687,36.439541,205,939,630,26.5688223333333,59.181146,49.642068,76.102867,824,554,548,21.2367036666667,1.23978907785058
"NUP35","Nup35",8.016545,8.190893,7.064575,39,272,143,7.75733766666667,6.64383,7.83765,9.821988,109,75,104,0,8.75733766666667
"NUP37","Nup37",1.098537,3.255566,2.503651,8,46,26,2.285918,5.250675,3.487566,3.538134,113,53,48,10.8903943333333,0.276350632946488
"NUP43","Nup43",2.563262,4.046785,3.796929,19,99,59,3.468992,10.110942,7.635828,12.915384,503,340,418,6.31855766666667,0.610638353012454
