"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"TMEM86A","Tmem86a",5.113048,7.049246,8.458882,59,283,143,6.87372533333333,8.531717,9.971125,9.678048,383,688,630,52.770877,0.146431038000986
"TMEM86B","Tmem86b",2.945773,5.68623,4.969792,17,104,56,4.53393166666667,2.37884,2.951866,2.751543,40,74,71,4.83510333333333,0.948386232520304
"TMEM87A","Tmem87a",9.606219,11.989004,12.191552,182,722,405,11.2622583333333,30.913165,33.82331,22.100323,619,877,744,0,12.2622583333333
"TMEM87B","Tmem87b",12.249771,9.900258,11.608121,275,913,575,11.2527166666667,9.512146,6.575013,6.896873,286,340,319,0,12.2527166666667
"TMEM88","Tmem88",1.030983,0.95119,0.674665,10,35,14,0.885612666666667,4.781413,5.412255,4.38533,35,60,47,3.54535,0.414844328086213
"TMEM88B","Tmem88b",34.158286,35.389059,33.720241,790,3029,1637,34.4225286666667,1.198786,0.351605,1.32153,5,2,8,0,35.4225286666667
"TMEM89","Tmem89",0,0.125549,0,0,1,0,0.0418496666666667,0,0.127505,0,0,1,0,0,1.04184966666667
"TMEM8B","Tmem8b",10.641104,20.018049,15.278352,222,1057,606,15.3125016666667,21.585474,16.234176,15.347172,1471,2011,1981,0,16.3125016666667
"TMEM9","Tmem9",33.548565,41.474267,39.328088,196,1004,588,38.1169733333333,79.977191,58.449925,69.358136,1299,1480,1672,0,39.1169733333333
"TMEM91","Tmem91",28.01514,26.126808,25.436504,35,188,83,26.5261506666667,21.011036,18.733319,34.752367,140,201,273,4.441809,5.05827210522579
"TMEM92","Tmem92",0,0,0,0,0,0,0,0.343173,0,0,13,0,0,0,1
"TMEM94","Tmem94",13.977529,15.275248,19.658605,277,1215,796,16.303794,44.499524,41.250214,29.776942,446,754,589,0,17.303794
"TMEM95","Tmem95",0.14737,0.038444,0.271808,1,1,4,0.152540666666667,0,0,0,0,0,0,0,1.15254066666667
"TMEM97","Tmem97",6.053215,6.864276,6.242368,49,212,109,6.38661966666667,21.540781,7.716482,7.694098,485,265,274,14.1814,0.486557212553959
"TMEM98","Tmem98",8.228645,7.407221,8.441013,80,268,173,8.02562633333333,9.791115,9.062014,6.084319,161,189,144,0,9.02562633333333
"TMEM9B","Tmem9b",44.967231,38.754549,42.203143,469,1522,938,41.9749743333333,26.222312,23.069657,20.48704,619,756,709,0,42.9749743333333
"TMF1","Tmf1",24.774778,17.0965,16.276889,353,1169,721,19.3827223333333,26.95621,33.968198,56.830858,480,625,643,0.0331546666666667,19.7286263044191
"TMIE","Tmie",2.435729,2.089999,3.239115,45,130,105,2.588281,2.250635,1.445575,1.675864,57,52,63,0,3.588281
"TMIGD1","Tmigd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMIGD3","Tmigd3",0,0.012582,0,0,0,0,0.004194,0,0,0,0,0,0,0,1.004194
"TMOD1","Tmod1",34.980454,26.892395,35.32267,356,1135,698,32.3985063333333,54.916123,38.087964,37.570183,2645,2468,2672,0,33.3985063333333
"TMOD2","Tmod2",56.8768,49.369636,50.39296,2940,10544,6275,52.213132,62.920464,63.10669,56.318631,9444,12570,11961,0,53.213132
"TMOD3","Tmod3",13.379205,21.760841,19.234037,201,677,431,18.1246943333333,9.723143,9.376758,8.285783,686,984,909,0,19.1246943333333
"TMOD4","Tmod4",0.33066,0.502567,0.622951,1,2,5,0.485392666666667,1.345025,2.917657,2.377418,10,18,20,0,1.48539266666667
"TMPO","Tmpo",30.187727,24.422304,25.011943,411,1198,683,26.540658,9.250898,7.923728,5.853073,366,425,369,0,27.540658
"TMPRSS11A","Tmprss11a",0,0.166131,0.272818,0,11,10,0.146316333333333,0.099387,0.046013,0,5,3,0,0,1.14631633333333
"TMPRSS11B","Tmprss11b",0.035937,0.069127,0,1,7,0,0.0350213333333333,0.129221,0.12415,0,3,3,0,37.3929743333333,0.0269586129052448
"TMPRSS11D","Tmprss11d",0.069153,0.089879,0.032501,1,6,1,0.0638443333333333,21.150534,0.01967,0.26919,125,1,3,10.8886136666667,0.0894843051647093
"TMPRSS11E","Tmprss11e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TMPRSS11F","Tmprss11f",0,0,0,0,0,0,0,0,0.023412,0.044254,0,1,2,13.215557,0.0703454672933322
"TMPRSS11GP","Tmprss11g",0,0.131969,0.117189,0,7,4,0.0830526666666667,0,0.045105,0,0,1,0,0,1.08305266666667
"TMPRSS12","Tmprss12",0,0,0,0,0,0,0,0.019131,0.070584,0.055007,1,5,4,0,1
"TMPRSS13","Tmprss13",0,0,0.043442,0,0,2,0.0144806666666667,0.393246,0.41373,0.246481,13,12,6,8.38045333333333,0.108148362410345
"TMPRSS15","Tmprss15",0.035484,0.019132,0,1,2,0,0.0182053333333333,0.015589,0.023058,0.022092,1,2,2,1.42235166666667,0.42033753700777
"TMPRSS2","Tmprss2",0,0.613638,0.503721,0,6,7,0.372453,0,0,0.159905,0,0,1,0,1.372453
"TMPRSS3","Tmprss3",0,0.13122,0.438716,0,9,17,0.189978666666667,0.094195,0.022493,0,3,1,0,0,1.18997866666667
"TMPRSS4","Tmprss4",0.115135,0.079907,0.095801,1,4,2,0.0969476666666667,0.578803,0.5564,0.407914,10,12,9,0,1.09694766666667
"TMPRSS5","Tmprss5",2.01976,3.925714,4.082574,25,93,61,3.34268266666667,2.595924,2.729656,1.816249,13,11,19,0,4.34268266666667
"TMPRSS6","Tmprss6",0.092945,0.073323,0.130036,1,6,2,0.098768,0.100464,0.043517,0.142251,5,3,6,0,1.098768
"TMPRSS7","Tmprss7",1.547488,1.028841,0.282522,6,31,10,0.952950333333333,0.024659,0.020198,0.240909,1,1,4,0,1.95295033333333
"TMPRSS9","Tmprss9",0.080341,0.087504,0.096341,1,6,5,0.088062,0.210982,0.13549,0.298572,6,8,13,0,1.088062
"TMSB10","Tmsb10",72.233183,80.497192,73.34154,169,713,369,75.357305,4143.737398,4712.151434,4766.998302,15505,23944,25620,0,76.357305
"TMSB4X","Tmsb4x",460.154874,340.842243,350.583542,1528,4238,2482,383.860219666667,1630.89952,1704.091656,1780.142864,8358,11957,13188,0,384.860219666667
"TMTC1","Tmtc1",7.878452,9.583952,9.122299,449,2035,1111,8.86156766666667,2.464035,2.161967,1.532239,334,401,293,0,9.86156766666667
"TMTC2","Tmtc2",11.73064,8.139561,11.333418,215,761,497,10.4012063333333,12.759829,14.848535,12.813203,959,1605,1363,0,11.4012063333333
"TMTC3","Tmtc3",5.57776,3.61434,5.448663,134,534,337,4.88025433333333,1.912339,1.682465,1.552418,214,254,238,0,5.88025433333333
"TMTC4","Tmtc4",14.451572,12.36957,17.397076,150,641,369,14.739406,19.289164,25.21436,21.130358,855,1438,1014,0,15.739406
"TMUB1","Tmub1",14.026813,14.695112,15.779589,68,264,148,14.833838,16.257861,20.99671,22.995892,187,298,476,0.144698333333333,13.8323238000114
"TMUB2","Tmub2",22.368934,26.027301,25.469792,219,982,575,24.622009,14.752783,15.328405,16.690013,432,629,677,0,25.622009
"TMX1","Tmx1",26.795891,25.311104,26.048217,299,1077,657,26.0517373333333,3.814114,1.770008,1.828928,170,99,112,0,27.0517373333333
"TMX2","Tmx2",130.497768,139.181517,147.031698,1364,5753,3334,138.903661,40.072969,36.287252,33.626399,826,1010,1026,0,139.903661
"TMX3","Tmx3",67.862101,65.467493,65.478083,665,2360,1446,66.2692256666667,13.956132,12.498235,8.987125,587,655,612,0,67.2692256666667
"TMX4","Tmx4",74.923189,48.676568,48.317077,1724,6777,3825,57.3056113333333,83.88581,84.705074,75.258965,8285,11275,10631,0,58.3056113333333
"TNC","Tnc",1.537719,1.47197,1.758387,74,275,183,1.58935866666667,112.446397,1.210275,5.361885,4597,105,278,0,2.58935866666667
"TNF","Tnf",0,0,0,0,0,0,0,0,0,0,0,0,0,0.238335,0.807535925254475
"TNFAIP1","Tnfaip1",14.02752,11.384408,13.211386,352,1084,710,12.874438,41.058323,41.041878,33.188484,1102,1526,1333,25.679217,0.520046671534626
"TNFAIP2","Tnfaip2",1.32841,3.177147,4.75645,7,59,39,3.08733566666667,17.325681,6.379338,8.024432,304,160,238,0,4.08733566666667
"TNFAIP3","Tnfaip3",0.851256,0.539241,0.665727,18,61,42,0.685408,1.680244,1.713688,0.810608,81,45,52,0,1.685408
"TNFAIP6","Tnfaip6",8.234099,9.495895,8.902431,84,359,192,8.877475,0.45905,0,0.038392,4,0,1,0,9.877475
"TNFAIP8","Tnfaip8",3.097103,5.695786,5.759972,42,229,147,4.85095366666667,1.106336,1.668062,0.71128,21,27,18,0,5.85095366666667
"TNFAIP8L1","Tnfaip8l1",0.231474,0.471515,0.370225,4,29,14,0.357738,2.192162,2.582858,2.197271,134,213,197,0,1.357738
"TNFAIP8L2","Tnfaip8l2",0.477653,0.622496,0.590286,3,15,8,0.563478333333333,0.18787,0.137882,0.130407,3,3,3,0.250006,1.25077666293868
"TNFAIP8L3","Tnfaip8l3",0.404233,0.346103,0.192438,12,38,12,0.314258,6.417526,4.624303,6.234441,179,179,256,0,1.314258
"TNFRSF10D","Tnfrsf10b",0.259384,0.594771,0.855333,5,42,31,0.569829333333333,4.102654,0.362904,0.634229,233,28,52,0,1.56982933333333
"TNFRSF11A","Tnfrsf11a",0.404861,0.451246,0.518762,14,59,38,0.458289666666667,0.012518,0.005447,0.020455,2,1,4,0,1.45828966666667
"TNFRSF11B","Tnfrsf11b",3.061699,1.812131,1.978927,54,119,74,2.28425233333333,0.686537,0,0.090725,10,0,2,0,3.28425233333333
"TNFRSF12A","Tnfrsf12a",13.167771,10.782955,14.174907,63,190,120,12.7085443333333,15.960768,12.051486,12.253302,185,83,224,0,13.7085443333333
"TNFRSF13B","Tnfrsf13b",0.782697,0.287144,1.019505,2,18,12,0.696448666666667,0,0,0,0,0,0,0,1.69644866666667
"TNFRSF13C","Tnfrsf13c",0.573258,0.217745,0.613143,1,10,5,0.468048666666667,0.37148,0.39154,0.313603,23,33,29,0,1.46804866666667
"TNFRSF14","Tnfrsf14",0.343778,0.549425,1.022805,2,14,12,0.638669333333333,0.505615,0.199283,0.233804,5,7,11,0,1.63866933333333
"TNFRSF17","Tnfrsf17",0,0.257311,0.113828,0,4,1,0.123713,0,0.166,0,0,1,0,0,1.123713
"TNFRSF18","Tnfrsf18",0.764016,1.503893,0.90228,5,38,13,1.05672966666667,0.30558,0.325313,0.345276,4,6,7,0,2.05672966666667
"TNFRSF19","Tnfrsf19",6.728337,7.216762,9.02725,180,735,453,7.65744966666667,2.745516,0.889735,0.966318,179,82,93,0,8.65744966666667
"TNFRSF1A","Tnfrsf1a",49.921747,49.664743,44.25162,42,222,152,47.9460366666667,75.803083,56.219175,52.222438,563,637,725,0,48.9460366666667
"TNFRSF1B","Tnfrsf1b",0.46641,1.912852,0.795189,12,78,44,1.05815033333333,0.03497,0.037922,0.083597,2,3,7,0,2.05815033333333
"TNFRSF21","Tnfrsf21",14.611568,18.83325,17.278565,354,1679,879,16.9077943333333,36.397203,31.745291,33.663913,2058,2447,2796,0,17.9077943333333
"TNFRSF4","Tnfrsf4",0,0.787974,0.229385,0,9,3,0.339119666666667,0.081856,0,0.268805,1,0,1,0,1.33911966666667
"TNFRSF8","Tnfrsf8",0.131561,0.145329,0.162405,3,12,8,0.146431666666667,0.061025,0,0.072517,3,0,6,0,1.14643166666667
"TNFRSF9","Tnfrsf9",0.238666,0.035515,0.03712,3,1,1,0.103767,26.895084,41.396934,38.188815,871,1916,1834,0,1.103767
"TNFSF10","Tnfsf10",0.944422,0.693222,0.906572,23,86,65,0.848072,0.299746,0.062937,0.059353,7,2,2,0,1.848072
"TNFSF11","Tnfsf11",0,0.020131,0.035202,0,1,1,0.0184443333333333,0.102656,0.033978,0.141929,3,1,2,0,1.01844433333333
"TNFSF12","Tnfsf12",18.939005,22.178709,13.24432,42,222,155,18.120678,5.216627,4.890726,9.345348,69,89,129,0.0413176666666667,18.3620028854467
"TNFSF13","Tnfsf13",1.360251,0.934208,0.960436,11,30,18,1.084965,0.888876,0.530332,1.981068,19,13,29,0,2.084965
"TNFSF13B","Tnfsf13b",1.587617,2.226713,1.408183,29,119,46,1.74083766666667,0.224796,0.177268,0.264089,8,7,7,0,2.74083766666667
"TNFSF14","Tnfsf14",0,0,0,0,0,0,0,0.100015,0.040521,0.107525,7,3,9,0,1
"TNFSF15","Tnfsf15",0.044748,0.071794,0.021129,1,6,1,0.0458903333333333,0.446187,0.020905,0.048035,48,3,5,17.0520236666667,0.0579375671473656
"TNFSF18","Tnfsf18",0,0.020858,0,0,1,0,0.00695266666666667,0.196868,0.145416,0.274007,6,6,12,0,1.00695266666667
"TNFSF4","Tnfsf4",0,0,0,0,0,0,0,0.260133,0.374199,0.163182,14,17,13,0,1
"TNFSF8","Tnfsf8",0,0.020959,0.036938,0,2,2,0.019299,0.045868,0,0,1,0,0,0,1.019299
"TNFSF9","Tnfsf9",0.395467,1.04315,1.355529,3,30,22,0.931382,3.224428,2.844018,3.48765,73,89,121,0,1.931382
"TNIK","Tnik",19.777464,26.596942,28.57428,718,3154,1918,24.9828953333333,32.080977,36.839077,27.853883,1763,2656,2070,0,25.9828953333333
"TNIP1","Tnip1",7.282411,13.955033,10.820044,130,605,317,10.6858293333333,17.011661,11.431156,16.080836,365,395,642,0,11.6858293333333
"TNIP2","Tnip2",1.794009,4.403837,3.358445,21,104,46,3.18543033333333,6.753269,7.722286,9.10204,135,190,243,0,4.18543033333333
"TNK1","Tnk1",0,0.023745,0,0,1,0,0.007915,9.711105,15.831127,7.238436,42,85,67,9.16894233333333,0.0991169943698176
"TNK2","Tnk2",345.033256,354.139381,395.922018,1241,5403,3096,365.031551666667,70.842622,50.114712,51.869792,1175,1503,1536,0,366.031551666667
"TNKS","Tnks",16.041006,21.469802,20.898468,979,3866,2342,19.4697586666667,14.382861,13.215047,12.308031,1945,2519,2550,0,20.4697586666667
"TNKS1BP1","Tnks1bp1",9.971722,13.295342,13.25629,199,935,477,12.1744513333333,20.569414,21.896774,19.679721,1056,1339,1197,0,13.1744513333333
"TNKS2","Tnks2",73.319235,80.049598,50.636165,951,3502,2162,68.001666,12.936333,11.214014,10.680215,1299,1531,1554,0,69.001666
"TNMD","Tnmd",0.502072,0.501772,0.472591,4,15,8,0.492145,0,0.045065,0,0,1,0,0.0567546666666667,1.41200701266519
"TNN","Tnn",0.099337,0.039149,0.188707,4,6,15,0.109064333333333,0.033347,0.024303,0.011352,2,2,1,0,1.10906433333333
"TNNC1","Tnnc1",0.830762,1.672961,2.570703,2,20,16,1.69147533333333,0.387939,0.477157,0.179832,3,3,2,0,2.69147533333333
"TNNC2","Tnnc2",0.308063,0.755384,0.142061,1,2,1,0.401836,0.322759,0.391221,0.182977,3,5,2,0,1.401836
"TNNI1","Tnni1",10.228065,9.059953,7.873352,25,116,62,9.05379,0.076108,0.014265,0.238396,4,2,3,0.0126046666666667,9.92864276746371
"TNNI2","Tnni2",0.539185,0.075015,0,1,1,0,0.204733333333333,0,0,0,0,0,0,0,1.20473333333333
"TNNI3","Tnni3",3.739119,2.574997,1.570673,8,18,8,2.628263,11.39308,9.911502,16.324737,63,77,110,0,3.628263
"TNNI3K","Tnni3k",0.055431,0.029176,0,1,2,0,0.0282023333333333,0.299917,0.125406,0.220821,2,1,2,0,1.02820233333333
"TNNT1","Tnnt1",2.41576,2.093902,3.407013,4,29,15,2.63889166666667,16.04817,8.102749,13.05517,64,56,110,0,3.63889166666667
"TNNT2","Tnnt2",0.854521,2.209681,2.959419,5,32,18,2.00787366666667,0.178245,0.114207,0.035568,3,1,2,0.640567,1.83343543218087
"TNNT3","Tnnt3",0.623197,0.722359,0.6961,1,4,1,0.680552,0,0,0,0,0,0,0,1.680552
"TNP1","Tnp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TNP2","Tnp2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"TNPO1","Tnpo1",13.382641,13.010031,12.789714,735,2613,1563,13.0607953333333,64.206743,79.032399,72.267811,2313,3682,3074,0,14.0607953333333
"TNPO2","Tnpo2",51.979291,45.455441,52.255723,728,3336,2038,49.8968183333333,184.778239,173.555339,133.354192,4012,5208,5086,0,50.8968183333333
"TNPO3","Tnpo3",33.285262,31.501218,24.689907,423,1675,1002,29.8254623333333,17.672171,19.258076,16.474438,1169,1712,1578,0,30.8254623333333
"TNR","Tnr",8.118385,10.173959,12.841717,554,2878,1745,10.3780203333333,5.464283,9.026509,7.92099,1183,2653,2473,0,11.3780203333333
"TNRC18","Tnrc18",10.488896,17.372229,19.965257,381,1668,1054,15.9421273333333,25.57891,27.364065,16.808903,973,1800,1340,0,16.9421273333333
"TNRC6A","Tnrc6a",27.29158,26.544961,30.295645,582,2802,1615,28.044062,165.303225,124.170755,128.729317,1950,2315,1999,0,29.044062
"TNRC6B","Tnrc6b",4.50785,52.96247,48.390546,516,3007,1853,35.2869553333333,5.635156,4.426087,3.770411,1529,1665,1503,0,36.2869553333333
"TNRC6C","Tnrc6c",9.087114,9.56504,10.707367,405,1726,1111,9.786507,9.640174,8.643698,5.192691,602,836,717,0,10.786507
"TNS2","Tns2",17.145672,23.659488,21.375629,144,717,360,20.7269296666667,18.868477,6.892731,13.017677,119,94,122,0,21.7269296666667
"TNS3","Tns3",17.504054,17.424023,19.100276,699,2587,1472,18.009451,4.490296,0.735405,1.56368,442,120,275,0,19.009451
"TNS4","Tns4",0,0.099772,0.150499,0,9,6,0.0834236666666667,0.059234,0.043954,0.061651,2,2,3,0,1.08342366666667
"TOB1","Tob1",18.271636,15.261404,18.472838,254,774,536,17.3352926666667,4.044658,3.184217,2.805317,89,103,107,0,18.3352926666667
"TOB2","Tob2",12.837478,12.452708,11.55448,268,1235,668,12.2815553333333,3.629718,3.333461,3.965412,253,318,335,0,13.2815553333333
"TOE1","Toe1",9.012535,9.226872,8.578646,86,253,151,8.939351,3.887512,4.4202,2.623199,70,112,81,0,9.939351
"TOGARAM1","Togaram1",11.992745,11.58461,11.160443,312,1122,674,11.579266,11.990912,9.055092,10.584815,322,438,432,3.717135,2.66671740367829
"TOGARAM2","Togaram2",0.188736,0.446972,0.33906,4,37,15,0.324922666666667,0.983336,0.50273,1.371746,33,33,49,0,1.32492266666667
"TOLLIP","Tollip",40.178302,37.520165,45.468043,1020,3609,2433,41.0555033333333,29.846481,27.080008,30.434913,724,994,1059,0,42.0555033333333
"TOM1","Tom1",66.349057,56.83813,55.744488,221,885,559,59.6438916666667,18.976603,21.619074,14.308029,437,655,577,0,60.6438916666667
"TOM1L1","Tom1l1",10.474811,8.994722,11.790574,159,523,324,10.4200356666667,10.181966,6.542303,6.005789,136,119,100,0,11.4200356666667
"TOM1L2","Tom1l2",58.807747,67.19356,72.36146,1654,7059,4188,66.1209223333333,24.911809,23.352457,19.540815,1356,2034,1819,0,67.1209223333333
"TOMM20","Tomm20",82.39288,78.979205,70.129972,1764,6518,4072,77.1673523333333,140.684794,111.888227,122.680128,4168,5043,5275,0,78.1673523333333
"TOMM20L","Tomm20l",0,0.244131,0,0,2,0,0.081377,0.30573,0.223554,0.112641,1,1,1,0,1.081377
"TOMM22","Tomm22",58.040839,53.592344,55.87479,271,1028,639,55.835991,22.194466,22.854646,21.772284,366,487,519,0,56.835991
"TOMM34","Tomm34",17.438441,19.037647,18.370341,213,890,485,18.282143,16.158835,12.131222,17.611663,483,494,761,0,19.282143
"TOMM40","Tomm40",33.261339,33.665529,34.822594,244,1014,588,33.9164873333333,20.058249,18.55266,27.38057,441,606,657,0.0416333333333333,33.5209005088163
"TOMM40L","Tomm40l",37.63936,48.769249,38.098459,278,1036,617,41.502356,12.148425,16.635497,12.297472,423,732,701,0,42.502356
"TOMM5","Tomm5",40.897303,32.16564,36.896893,114,341,217,36.6532786666667,37.475399,31.244294,29.935457,328,412,380,0,37.6532786666667
"TOMM6","Tomm6",56.96977,70.988586,66.852403,178,867,466,64.9369196666667,55.087012,51.715879,53.674828,339,433,481,0,65.9369196666667
"TOMM7","Tomm7",34.114791,28.462677,32.03562,216,673,429,31.537696,354.273456,412.971454,417.333689,425,646,650,0,32.537696
"TONSL","Tonsl",3.605006,4.576101,3.609353,25,144,56,3.93015333333333,1.608552,2.334667,2.106612,137,260,249,0,4.93015333333333
"TOP1","Top1",28.908786,21.557411,22.688328,642,1792,1125,24.3848416666667,21.466274,24.445116,19.335615,1262,1957,1635,0,25.3848416666667
"TOP1MT","Top1mt",5.678853,5.286331,4.548893,41,173,116,5.171359,20.123913,16.258875,17.180865,315,416,408,0,6.171359
"TOP2A","Top2a",0.494976,0.562783,0.457241,4,22,12,0.505,1.154939,0.023547,0.31981,65,3,2,0,1.505
"TOP2B","Top2b",56.527737,62.044954,63.002075,915,3316,2096,60.524922,78.772335,77.735829,61.966592,2983,4206,3647,4.65391766666667,10.8818213541961
"TOP3A","Top3a",2.063617,1.843616,2.364653,45,154,94,2.09062866666667,16.921897,15.354934,12.745044,414,574,504,71.5163783333333,0.0426197327789881
"TOP3B","Top3b",25.067106,25.83869,30.578371,125,665,374,27.161389,12.263678,14.565072,6.923251,293,382,262,0,28.161389
"TOPAZ1","Topaz1",0,0,0,0,0,0,0,0.011487,0,0.007964,1,0,1,0,1
"TOPBP1","Topbp1",19.387432,14.925001,12.057456,137,501,285,15.4566296666667,25.702762,24.989041,25.458991,761,951,1081,0,16.4566296666667
"TOPORS","Topors",6.462914,5.697259,6.46492,165,539,348,6.20836433333333,5.186332,4.947048,3.802788,304,397,321,0,7.20836433333333
"TOR1A","Tor1a",33.83151,22.164479,20.469897,104,342,215,25.4886286666667,20.306894,18.387021,16.777973,507,598,611,0,26.4886286666667
"TOR1AIP1","Tor1aip1",28.48378,22.420795,26.176192,361,1336,819,25.693589,7.636879,8.039901,6.963137,258,330,294,0,26.693589
"TOR1AIP2","Tor1aip2",21.619697,24.697747,22.384129,347,1431,809,22.9005243333333,12.285028,11.006006,9.701928,869,1079,1027,0,23.9005243333333
"TOR1B","Tor1b",12.385344,9.641004,11.668326,165,643,377,11.231558,17.846225,19.484792,13.182894,358,601,472,0,12.231558
"TOR2A","Tor2a",4.790927,7.91517,9.658982,50,225,151,7.45502633333333,6.005957,8.331898,5.470061,132,240,179,5.50495966666667,1.29978151542728
"TOR3A","Tor3a",5.714791,6.060044,8.220447,54,180,99,6.665094,9.303312,8.93867,8.046641,215,323,296,0,7.665094
"TOR4A","Tor4a",1.233928,1.298167,1.38195,15,96,65,1.30468166666667,0.620556,0.324003,0.31563,35,26,31,0,2.30468166666667
"TOX","Tox",1.478818,1.813076,1.838686,39,136,60,1.71019333333333,0.092849,0.387816,0.076838,6,34,7,0,2.71019333333333
"TOX3","Tox3",0.959208,1.449193,1.51071,20,111,46,1.30637033333333,0.696753,0.312629,0.243365,37,25,16,0,2.30637033333333
"TOX4","Tox4",15.972728,16.021662,19.424986,418,1498,922,17.139792,59.730275,60.98143,56.110881,1139,1500,1562,0,18.139792
"TP53I11","Trp53i11",14.709534,16.502019,17.983482,225,983,611,16.398345,167.519837,179.929711,211.677929,1315,1805,2049,0,17.398345
"TP53INP1","Trp53inp1",3.613626,4.208318,4.166344,125,540,292,3.996096,2.666244,1.71636,1.070248,244,214,140,0,4.996096
"TPBG","Tpbg",7.747113,7.012456,4.742446,109,413,220,6.50067166666667,3.510337,1.433478,1.335283,151,85,88,0,7.50067166666667
"TPBGL","Tpbgl",1.216248,1.597649,1.472969,23,104,55,1.42895533333333,1.638898,0.548739,0.961789,57,27,61,0,2.42895533333333
"TPCN1","Tpcn1",9.410679,10.102076,10.440757,298,1243,726,9.984504,6.182317,2.564273,4.523631,189,130,208,6.44680466666667,1.47506272712762
"TPCN2","Tpcn2",1.105731,3.404377,2.69896,20,143,77,2.40302266666667,2.580035,1.983884,1.740894,87,118,81,0,3.40302266666667
"TPD52","Tpd52",32.335918,27.991317,33.15602,420,1380,821,31.161085,98.434543,77.937962,83.231366,1809,1405,1579,0,32.161085
