"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"MYLK","Mylk",3.825735,3.209993,5.752286,82,354,159,4.26267133333333,22.755942,8.823142,2.441214,268,100,135,3.35056,1.20965377637208
"MYLK2","Mylk2",0,0.013306,0.023645,0,1,1,0.012317,0.126907,0.065673,0.085526,4,4,3,14.901954,0.0636599124862265
"MYLK3","Mylk3",0.866204,0.247281,0,1,2,0,0.371161666666667,1.207915,0.633986,0.467302,64,38,54,1.11557866666667,0.648126060387576
"MYLK4","Mylk4",0,0.1212,0.121743,0,18,10,0.080981,0.164818,0.113251,0.106456,15,14,14,20.6907643333333,0.049836003166509
"MYLPF","Mylpf",12.507209,16.467626,4.994074,6,22,4,11.3229696666667,1.491241,0.48171,1.228259,3,1,5,0,12.3229696666667
"MYMK","Mymk",0,0.113183,0.170104,0,3,3,0.094429,0,0,0,0,0,0,0.424945,0.768049994912084
"MYNN","Mynn",12.217669,14.929589,20.31178,123,534,329,15.8196793333333,5.619485,4.904746,3.908797,217,285,251,0.1866,14.1746834091803
"MYO10","Myo10",9.358211,7.627269,8.566666,316,1045,663,8.517382,1.091248,0.534822,0.397819,130,56,78,4.66789833333333,1.67917302680388
"MYO16","Myo16",4.288962,4.550076,5.850356,174,747,521,4.89646466666667,1.805106,3.403536,2.665086,155,332,234,0.198297333333333,4.92070248563796
"MYO18A","Myo18a",117.578956,89.076104,100.519347,741,3314,1795,102.391469,77.911581,67.300989,56.065932,2741,3565,2653,0,103.391469
"MYO19","Myo19",0.897398,2.012316,1.629928,25,165,79,1.513214,18.643161,15.788383,11.588964,310,343,338,11.4235416666667,0.202294487951302
"MYO1A","Myo1a",0.341122,0.272793,0.393791,3,24,13,0.335902,0,0.029542,0.027826,0,2,2,11.7803066666667,0.104528164686711
"MYO1B","Myo1b",5.691215,7.589074,10.477899,96,404,262,7.919396,16.076365,22.288381,15.858863,858,1434,1241,0,8.919396
"MYO1C","Myo1c",6.323358,5.726898,7.449463,135,603,336,6.49990633333333,32.581232,32.453108,32.863931,827,1009,1103,11.1511313333333,0.617218769807826
"MYO1D","Myo1d",5.288827,6.627536,6.194006,181,920,477,6.03678966666667,4.412603,2.902177,3.790689,93,109,100,44.2791236666667,0.155409139948682
"MYO1E","Myo1e",3.531414,3.269288,3.009609,111,392,204,3.27010366666667,11.122593,1.213821,3.290047,161,34,65,0,4.27010366666667
"MYO1F","Myo1f",3.14839,0.42149,2.731718,10,41,27,2.10053266666667,1.455276,0.87182,0.744398,8,13,12,0.06918,2.89991644687206
"MYO1G","Myo1g",0.155801,0.442233,0.655354,3,8,10,0.417796,0.124773,0.097105,0.043769,6,7,3,74.6020313333333,0.0187534114493414
"MYO1H","Myo1h",0,0.220868,0.654464,0,6,7,0.291777333333333,0.654753,0.426124,0.62421,5,5,5,4.56105333333333,0.232290045770705
"MYO3A","Myo3a",0,0,0,0,0,0,0,0.159169,0.007968,0.159904,6,1,1,0,1
"MYO3B","Myo3b",0.046557,0.073731,0.060468,2,12,3,0.060252,0.051399,0.066647,0.036983,4,6,4,0.417553,0.747945226739318
"MYO5A","Myo5a",67.972014,62.728533,64.439144,3093,12012,7217,65.0465636666667,22.552239,21.524575,18.773793,4441,5824,5329,4.696493,11.5942499475847
"MYO5B","Myo5b",6.751969,6.548694,7.836663,55,228,135,7.04577533333333,6.732526,4.830477,0.333197,61,34,35,0.254651666666667,6.41275626302652
"MYO6","Myo6",52.661386,45.56011,39.823429,1084,4187,2370,46.014975,6.600173,5.581898,5.710417,674,896,800,0.0907966666666667,43.101502265928
"MYO7A","Myo7a",4.59775,6.470559,7.516807,102,460,271,6.19503866666667,10.941925,10.899124,9.172429,571,867,762,24.112032,0.286517581160563
"MYO7B","Myo7b",0,0.005676,0.010066,0,1,1,0.00524733333333333,0.0173,0,0,1,0,0,0.426227,0.704829829566635
"MYO9A","Myo9a",26.083906,24.090005,26.513137,747,3088,1760,25.5623493333333,8.349754,7.150157,16.157533,1029,1376,1401,28.771827,0.892197490376836
"MYO9B","Myo9b",13.544361,13.41424,17.205171,185,951,529,14.7212573333333,95.771946,68.369198,48.539497,893,1027,823,0.0180253333333333,15.4428940209739
"MYOC","Myoc",2.362259,4.716766,4.124724,31,237,117,3.734583,0,0.031953,0,0,1,0,12.263085,0.356974489720906
"MYOCD","Myocd",0.550905,0.313338,0.054853,1,7,2,0.306365333333333,0.006989,0,0,1,0,0,13.615726,0.089380803480671
"MYOCOS","Myocos",0,0.125546,0,0,1,0,0.0418486666666667,0.128102,0.023453,0.022102,4,1,1,3.196163,0.248286033375411
"MYOD1","Myod1",0,0.069076,0,0,3,0,0.0230253333333333,0,0,0.050331,0,0,2,0.08897,0.939443082301012
"MYOF","Myof",2.123213,1.138848,1.601448,36,138,77,1.62116966666667,5.274325,0.18997,0.17842,490,8,19,2.702184,0.708006319152875
"MYOG","Myog",0,0,0,0,0,0,0,0.091691,0.033254,0.062513,2,1,2,15.1402516666667,0.0619569025720479
"MYOM1","Myom1",3.986867,1.768468,1.653593,19,63,23,2.46964266666667,1.937003,2.05288,2.934781,78,92,139,0.164943,2.97837977194306
"MYOM3","Myom3",0.246309,0.110506,0.407738,4,7,9,0.254851,0.68822,0.96718,0.410682,51,47,43,1.98027933333333,0.421051471909009
"MYORG","Myorg",7.395153,7.519153,7.561932,211,797,444,7.49207933333333,1.859498,0.957251,0.927164,198,140,145,71.5586116666667,0.117037511306664
"MYOT","Myot",0.075496,0.059915,0.035274,1,3,1,0.056895,0.198234,0.130237,0.177092,3,2,4,1.435992,0.433866367377233
"MYOZ1","Myoz1",0,0,0,0,0,0,0,0.762844,0.841047,0.98184,14,21,26,1.029526,0.492725887719596
"MYOZ2","Myoz2",0,0.076765,0,0,2,0,0.0255883333333333,0.159404,0.019632,0.153537,6,1,8,0.0140493333333333,1.01137913079837
"MYOZ3","Myoz3",0,0,0.020367,0,0,1,0.006789,8.650349,8.262999,11.853134,266,362,531,4.64077066666667,0.178484299308511
"MYPN","Mypn",0.611902,0.677641,0.581313,12,45,22,0.623618666666667,0.153071,0.100349,0.233352,8,6,22,0.153165333333333,1.40796694084919
"MYPOP","Mypop",14.07039,14.100282,13.745309,200,673,364,13.9719936666667,2.145118,2.14988,2.848731,54,76,120,15.971508,0.882184050272178
"MYRF","Myrf",14.28179,16.635467,15.522716,514,2340,1206,15.479991,6.368817,1.837252,3.063667,337,150,210,0,16.479991
"MYRFL","Myrfl",0.095447,0.075349,0.022198,2,6,1,0.0643313333333333,0.054859,0,0,1,0,0,8.76145966666667,0.109034034834749
"MYRIP","Myrip",11.890292,11.230168,8.62901,196,781,462,10.5831566666667,2.57793,4.529157,3.48729,170,453,374,0,11.5831566666667
"MYSM1","Mysm1",6.735384,8.978315,10.768585,158,891,480,8.827428,4.180518,3.644611,3.017509,389,403,352,0.0275233333333333,9.56418962099806
"MYT1","Myt1",20.299077,17.330122,21.680952,197,772,609,19.7700503333333,16.43652,19.709027,12.593162,1303,2285,1482,4.08078966666667,4.08795712792414
"MYT1L","Myt1l",31.974458,34.874938,36.70009,672,2903,1748,34.5164953333333,13.493806,13.800808,9.260741,687,823,652,0.0140913333333333,35.0229749194188
"MYZAP","Myzap",0.243565,0.805215,1.422797,2,33,19,0.823859,0.94922,0.222899,0.122663,12,4,6,9.08280633333333,0.180888032528246
"MZB1","Mzb1",0,0.055444,0.098265,0,1,1,0.0512363333333333,0.140478,0,0.098731,2,0,2,4.423407,0.193833199930105
"MZT1","Mzt1",31.709905,29.471066,31.866716,363,1345,807,31.0158956666667,5.498951,6.828673,5.728128,164,272,223,0.116887,28.6652952954656
"MZT2A","Mzt2",7.410989,11.617545,10.804412,42,225,126,9.94431533333333,63.684719,92.455031,75.635054,212,324,405,0,10.9443153333333
"N4BP1","N4bp1",7.746198,7.931764,8.977817,336,1271,820,8.218593,37.278793,32.23578,32.92915,627,867,746,1.096776,4.39655595065949
"N4BP2L1","N4bp2l1",13.022543,15.922424,13.732752,128,488,269,14.2259063333333,3.303237,3.077983,2.541903,65,78,78,0,15.2259063333333
"N4BP2L2","N4bp2l2",28.606372,24.849,18.64844,292,990,568,24.034604,26.681391,25.876444,30.001281,803,866,888,0.246494,20.0840148448368
"N4BP3","N4bp3",5.158946,5.752743,4.107568,70,256,123,5.006419,4.503666,4.766685,4.880731,442,647,715,19.148097,0.298113464512306
"N6AMT1","N6amt1",5.669543,6.664794,6.587415,68,288,160,6.30725066666667,3.578797,2.226572,2.008143,233,237,210,27.0032366666667,0.260943074318433
"NAA10","Naa10",39.039595,37.403186,41.672124,86,393,236,39.371635,42.403556,46.652991,49.243168,483,750,721,0.047116,38.5550741274128
"NAA11","Naa11",0,0,0,0,0,0,0,0.171371,0.02402,0.02272,4,1,1,237.951777333333,0.00418494480836197
"NAA15","Naa15",26.02387,26.309049,34.838817,424,1688,1118,29.0572453333333,9.532678,10.331968,8.25611,629,924,805,0.0987546666666667,27.3557384966738
"NAA16","Naa16",3.894603,5.10593,3.213986,66,332,147,4.07150633333333,15.658386,13.435164,11.36614,261,401,281,0,5.07150633333333
"NAA20","Naa20",84.153333,92.014684,81.602616,279,1004,598,85.9235443333333,34.604658,38.560675,33.181539,459,694,638,3.04436433333333,21.4925108544046
"NAA25","Naa25",9.085065,12.020503,10.936287,291,1170,672,10.6806183333333,8.540478,7.937413,7.187697,668,806,893,0.325389666666667,8.81296921735469
"NAA30","Naa30",9.541838,12.638249,15.361388,265,954,578,12.513825,9.178037,7.464793,6.92124,615,716,686,0,13.513825
"NAA35","Naa35",110.060475,106.529207,107.72806,230,975,585,108.105914,8.832665,11.851566,8.986295,708,1097,903,7.22738933333333,13.2613043554359
"NAA38","Naa38",54.027361,50.188198,48.432648,79,288,156,50.8827356666667,23.032039,28.627283,29.15498,118,192,201,22.99332,2.16238251591137
"NAA40","Naa40",4.74826,5.555928,6.416254,92,423,283,5.57348066666667,26.314443,27.924464,23.854049,644,873,804,37.724871,0.169748290876596
"NAA50","Naa50",28.21924,24.909708,26.322147,606,2148,1255,26.4836983333333,61.021831,96.919234,52.97341,844,1128,1054,0.042514,26.3629057579403
"NAA60","Naa60",153.466602,168.432386,161.985291,448,1965,1121,161.294759666667,38.508288,34.246858,25.220934,492,724,584,0.009777,160.72336730453
"NAA80","Naa80",5.302226,5.969878,6.665064,36,207,116,5.979056,12.320114,11.060429,10.357467,156,200,229,9.13468566666667,0.688630731089604
"NAAA","Naaa",10.498961,15.319596,17.13407,113,463,324,14.3175423333333,4.676792,1.466329,1.826694,50,33,32,0.746200333333333,8.77192727600365
"NAALAD2","Naalad2",0.922933,0.714874,0.512794,20,60,26,0.716867,3.216223,3.45903,2.858091,143,233,202,0,1.716867
"NAALADL1","Naaladl1",0.185569,0.161258,0.372147,3,10,13,0.239658,0.263855,0.383845,0.151615,3,6,2,0,1.239658
"NAB1","Nab1",13.585096,19.623847,16.552915,266,1042,558,16.587286,31.657992,17.201305,25.233697,365,315,374,2.28233133333333,5.35816900061074
"NAB2","Nab2",10.634732,12.140909,10.412378,171,580,350,11.062673,10.622633,13.154751,16.020998,341,559,849,2.56934366666667,3.37952131442279
"NABP1","Nabp1",3.638126,3.513555,3.519134,46,176,108,3.55693833333333,7.857236,5.737899,7.045274,196,261,279,0.442111,3.15990817165484
"NABP2","Nabp2",54.290155,45.920839,47.839981,208,756,442,49.350325,33.104756,38.027814,37.140417,554,881,897,0,50.350325
"NACA","Naca",108.431335,99.56169,109.792167,497,1751,1088,105.928397333333,441.12124,468.053198,466.037547,2562,3788,3853,0,106.928397333333
"NACAD","Nacad",24.562743,29.622482,27.706629,300,1297,705,27.2972846666667,83.925015,89.373248,80.231877,3198,4443,4025,0.339355333333333,21.1275409612485
"NACC1","Nacc1",27.432895,30.300149,31.800648,588,2714,1563,29.844564,16.353424,12.625676,9.722291,596,671,687,1.09439666666667,14.7271834848222
"NACC2","Nacc2",42.639579,51.515192,54.005278,1896,7521,4164,49.386683,11.328846,17.244154,16.601741,1242,2554,2702,0,50.386683
"NADK","Nadk",25.259385,20.48835,17.494316,279,1010,602,21.0806836666667,64.458054,56.727416,49.079842,667,884,808,0,22.0806836666667
"NADK2","Nadk2",39.69593,39.187861,42.637343,470,1559,913,40.5070446666667,18.078868,13.197908,12.302905,348,428,419,1.80809133333333,14.7812302876188
"NADSYN1","Nadsyn1",4.552942,3.510724,4.762767,14,109,60,4.27547766666667,33.148712,34.838928,29.849381,673,894,871,11.750726,0.413739395440437
"NAE1","Nae1",47.738793,37.967007,42.763666,328,1052,621,42.8231553333333,68.484595,69.189958,74.759097,830,1180,1179,0.011154,43.3397438306463
"NAF1","Naf1",6.275243,4.533099,6.344953,91,282,168,5.717765,2.761345,2.989263,4.232623,57,97,108,0,6.717765
"NAGA","Naga",27.834302,36.779098,30.557934,109,450,263,31.723778,7.706656,5.945459,7.302067,351,395,492,0.833529666666667,17.8474221578816
"NAGK","Nagk",17.178994,17.474477,15.570913,78,340,163,16.7414613333333,172.495416,170.173309,143.759758,1202,1616,1301,0.0213576666666667,17.3704686539779
"NAGPA","Nagpa",3.247105,6.245135,5.865642,45,156,86,5.119294,3.621554,7.543078,7.76433,101,175,177,1.20835533333333,2.77097345143429
"NAGS","Nags",0,0,0,0,0,0,0,2.178985,1.125344,1.570506,65,46,71,0.44433,0.692362548725014
"NAIF1","Naif1",0.997406,0.947609,0.844456,31,109,55,0.929823666666667,2.926272,4.783127,4.17574,56,92,106,7.83433866666667,0.218445742175155
"NAIP","Naip1",0,0.101526,0,0,1,0,0.033842,9.38295,12.980798,9.070152,517,879,612,0.0894086666666667,0.948993735439348
"NALCN","Nalcn",14.588019,15.854252,18.186925,713,2922,1886,16.209732,14.033518,11.667195,11.553869,889,1132,1138,0.00919333333333333,17.0529584684798
"NAMPT","Nampt",22.104246,18.061884,22.217264,446,1566,986,20.7944646666667,76.47176,90.642071,87.595915,1364,1574,1822,4.125857,4.2518674763394
"NANOG","Nanog",0.161874,0.063311,0.197716,2,3,5,0.140967,0.096716,0.039509,0.050714,8,5,6,5.713649,0.169947371392219
"NANOS1","Nanos1",5.310077,4.160794,5.622293,135,375,289,5.03105466666667,6.013484,4.094696,3.124107,170,141,141,0.0202776666666667,5.91118953565908
"NANOS2","Nanos2",0,0.497671,0.489302,0,18,10,0.328991,0.043849,0,0.059733,1,0,2,5.99029533333333,0.190119435106366
"NANOS3","Nanos3",0,0.588947,0.349362,0,3,1,0.312769666666667,15.391071,16.321389,18.902428,53,80,97,1.25041733333333,0.583344985493061
"NANP","Nanp",5.740978,5.761903,6.725573,46,174,115,6.07615133333333,1.884423,1.565501,1.365729,111,125,114,0,7.07615133333333
"NANS","Nans",20.933467,11.242831,14.459859,97,293,186,15.5453856666667,20.646353,23.6782,21.980566,335,520,518,0,16.5453856666667
"NAP1L1","Nap1l1",83.102176,76.782106,72.422355,968,3491,2027,77.4355456666667,199.076187,182.888297,208.150251,3834,4916,5674,20.9089606666667,3.58006693516969
"NAP1L2","Nap1l2",54.734576,52.324423,52.999273,872,3112,1786,53.3527573333333,44.925373,45.028009,39.525857,1776,2417,2209,0.131464666666667,48.0375206885235
"NAP1L3","Nap1l3",24.201976,23.311117,25.456518,446,1580,981,24.3232036666667,99.261854,72.700848,58.268608,3991,3986,3401,3.56208333333333,5.55079813681615
"NAP1L4","Nap1l4",431.99615,330.90343,428.084394,694,2517,1529,396.994658,164.706027,164.794597,132.538037,1783,2408,2251,0.391026333333333,286.115832937742
"NAP1L5","Nap1l5",368.713214,367.481612,354.384752,2853,10131,5790,363.526526,76.65537,85.104125,75.95313,2194,3320,3101,1.21591766666667,164.503641756846
"NAPA","Napa",196.670008,221.934839,203.017206,931,3789,2106,207.207351,118.924376,102.430392,79.43703,750,947,765,0.0896743333333333,191.073006522132
"NAPB","Napb",81.587103,88.148946,96.366377,2432,9829,6116,88.7008086666667,88.564044,73.364612,70.304533,5378,6087,6153,28.3880233333333,3.05229132457247
"NAPEPLD","Napepld",3.527426,3.646833,4.248696,91,352,231,3.80765166666667,4.453657,3.284719,2.807321,195,236,223,0.432906333333333,3.35517511146925
"NAPG","Napg",74.791058,75.106219,73.716383,914,3416,1988,74.5378866666667,22.256751,25.473511,24.807703,1122,1647,1787,67.4787486666667,1.10308509044699
"NAPRT","Naprt",2.881307,2.781356,1.312859,19,89,33,2.325174,14.630793,17.834489,16.35555,121,220,263,12.6349706666667,0.243871005027465
"NAPSA","Napsa",0.787401,1.118559,0.887828,2,13,6,0.931262666666667,0.450593,0.826699,1.070696,12,21,35,0.0114063333333333,1.90948247308451
"NARF","Narf",19.011152,20.194041,25.61655,345,1247,746,21.6072476666667,126.58623,114.380545,126.040197,1333,1829,1986,47.2832246666667,0.468221578462096
"NARS2","Nars2",9.314578,7.53744,8.67303,76,259,149,8.50834933333333,17.439647,26.195959,24.391753,291,511,435,65.4734313333333,0.143039845282747
"NASP","Nasp",9.466328,8.274145,8.97914,114,363,235,8.90653766666667,66.27577,59.19145,34.062455,762,1178,800,0.398739,7.08247762210582
"NAT10","Nat10",12.300506,18.564331,10.834746,137,572,330,13.899861,16.055612,16.586102,13.009713,387,490,427,0.034395,14.4044209417099
"NAT14","Nat14",9.750514,16.426687,11.26278,81,314,171,12.4799936666667,36.114559,31.490302,37.66261,343,421,508,0,13.4799936666667
"NAT2","Nat1",2.1821,1.01306,1.237986,15,26,18,1.47771533333333,0,0,0,0,0,0,0,2.47771533333333
"NAT8B","Nat8",0.494792,1.479693,1.155288,3,36,16,1.04325766666667,0,0,0,0,0,0,22.36757,0.0874398864180857
"NAT8L","Nat8l",75.325943,68.524286,71.3193,2712,11122,5901,71.7231763333333,8.588817,12.451601,11.316947,776,1572,1642,2.85849266666667,18.8475611115152
"NAT9","Nat9",22.031126,19.575468,18.878524,61,248,139,20.161706,21.209223,22.342779,21.112254,273,419,407,58.2207563333333,0.357335963101991
"NATD1","Natd1",7.795837,4.823957,6.10729,92,365,247,6.24236133333333,2.499761,2.991934,2.625057,202,332,311,0,7.24236133333333
"NAV1","Nav1",5.219537,8.222518,9.051188,354,2047,1114,7.49774766666667,54.59291,44.941402,41.888123,7420,9205,8832,3.261504,1.9940724370238
"NAV3","Nav3",2.543155,3.633341,5.777897,143,709,454,3.98479766666667,10.310751,7.679239,7.645536,473,513,441,40.3672613333333,0.120501031637063
"NAXD","Naxd",23.828613,25.02083,27.032236,159,625,361,25.293893,16.423247,16.60535,14.569315,631,867,823,9.42729666666667,2.52164044435934
"NAXE","Naxe",38.163364,37.880292,39.222777,182,691,404,38.4221443333333,28.315392,20.603546,26.18345,334,385,466,0,39.4221443333333
"NBEA","Nbea",24.989463,30.132261,33.286427,1274,5624,3706,29.4693836666667,23.064343,18.072041,19.86399,1755,1809,1890,11.3034406666667,2.47649291707615
"NBEAL2","Nbeal2",5.096583,5.402527,9.830488,70,366,198,6.77653266666667,35.133439,38.472905,30.707416,774,1245,1010,15.295345,0.47722418068882
"NBL1","Nbl1",26.924922,22.173063,20.324376,258,901,453,23.140787,43.293699,32.246432,43.914563,884,960,1374,2.005569,8.03201889559015
"NBN","Nbn",5.938429,6.418373,7.178009,98,396,251,6.51160366666667,10.028359,8.96925,8.466386,415,558,467,0.16554,6.44474120722298
"NBR1","Nbr1",231.977797,250.087268,211.561323,1085,4355,2641,231.208796,23.096074,21.691751,19.792441,1503,1942,1883,0,232.208796
"NCALD","Ncald",68.020843,60.133344,64.819619,1361,3967,2462,64.324602,81.602377,45.397063,62.616202,3409,2521,3923,408.303600333333,0.159599382821945
"NCAM1","Ncam1",62.438714,57.706094,61.166345,1161,5380,3145,60.437051,284.482185,247.458307,183.895165,13642,17171,15103,0,61.437051
"NCAM2","Ncam2",10.191671,10.769714,11.028711,392,1499,877,10.6633653333333,108.758114,77.255288,76.891399,3038,3169,3468,5.45040833333333,1.80815922506198
"NCAN","Ncan",3.414671,5.822006,5.312275,172,1106,570,4.84965066666667,32.50058,27.688493,25.779076,1723,2299,1837,0.220054666666667,4.79458078927611
"NCAPD2","Ncapd2",10.113737,18.52352,18.641747,135,622,362,15.759668,23.834645,17.256585,21.008639,311,312,303,6.744649,2.16403196581278
"NCAPD3","Ncapd3",7.924257,7.205838,7.807741,160,611,378,7.64594533333333,9.654224,8.455529,7.873445,238,374,268,1.50566433333333,3.45056008433159
"NCAPG2","Ncapg2",1.698446,2.033739,1.698133,33,153,94,1.810106,1.869978,1.519455,1.929259,96,111,129,0,2.810106
"NCAPH","Ncaph",0.483156,0.917877,0.918916,6,23,7,0.773316333333333,0.673454,0.308497,0.284726,25,24,26,0,1.77331633333333
"NCAPH2","Ncaph2",53.332598,66.53905,78.153921,459,2000,1288,66.008523,43.538115,48.788584,32.048608,649,1006,746,0.0477366666666667,63.9555005869795
"NCBP1","Ncbp1",13.381107,15.34613,16.496783,254,916,534,15.0746733333333,41.703055,64.934327,60.137359,806,1161,1074,0.035481,15.5238708709608
"NCBP2","Ncbp2",46.555419,44.525301,43.378971,275,889,513,44.819897,47.041354,46.778982,40.74233,1208,1716,1555,0.00497266666666667,45.5931773268792
"NCBP3","Ncbp3",1.795752,2.096134,2.983946,153,647,372,2.291944,51.076143,77.205651,59.153782,1042,1544,1196,16.8716293333333,0.18419943356032
"NCCRP1","Nccrp1",0,0.307459,0.049709,0,11,1,0.119056,0.152091,0.101669,0.094701,4,4,4,0.0491223333333333,1.06665921069897
"NCDN","Ncdn",120.918243,150.428003,154.394323,2810,13049,7460,141.913523,40.40295,42.879504,37.1767,1814,2651,2670,0.440677,99.1988648392388
"NCEH1","Nceh1",23.408467,23.956595,25.348942,708,2712,1593,24.2380013333333,2.764219,2.572896,2.43115,173,200,230,0,25.2380013333333
"NCF1","Ncf1",1.56308,1.114236,1.440408,28,76,55,1.37257466666667,0.333009,0.717454,0.571243,3,9,4,0.481745333333333,1.60120272579454
"NCF2","Ncf2",3.043679,1.309679,1.540809,9,69,42,1.96472233333333,0.113767,0.022118,0.041612,3,1,2,0,2.96472233333333
"NCF4","Ncf4",1.161875,0.796569,0.269473,5,8,5,0.742639,0,0,0,0,0,0,43.6571213333333,0.0390226451676643
"NCK1","Nck1",24.215884,23.394022,20.612043,177,661,377,22.7406496666667,23.537201,15.324967,20.924855,235,269,296,33.706755,0.684035418081197
"NCK2","Nck2",7.36817,9.668796,7.935187,99,361,242,8.324051,28.89432,31.478574,25.593763,530,837,816,6.29474366666667,1.27818761372058
"NCKAP1","Nckap1",144.475715,132.475909,129.016926,2833,9900,5907,135.32285,203.043251,180.013284,163.858239,3284,3904,3745,10.2595373333333,12.1073225270476
"NCKAP1L","Nckap1l",1.045921,1.321686,0.89518,32,137,62,1.08759566666667,0.389175,0.696343,0.023106,7,8,5,0,2.08759566666667
"NCKAP5L","Nckap5l",13.773562,9.839584,6.608771,74,406,208,10.0739723333333,13.835542,16.621391,12.333733,919,1554,1305,1.305971,4.80230338253748
"NCKIPSD","Nckipsd",118.6774,210.048307,148.696569,332,1369,792,159.140758666667,14.75942,20.38838,14.263612,271,480,392,4.51190066666667,29.0536365495701
"NCL","Ncl",97.22157,74.72886,89.627726,1888,6300,4041,87.1927186666667,249.365379,322.327285,224.545635,4000,6411,5372,106.916026666667,0.817234672094426
"NCLN","Ncln",31.422497,33.681755,26.5139,216,826,481,30.539384,13.694705,13.409832,17.77373,297,443,519,0.183145666666667,26.6572281744964
"NCMAP","Ncmap",0.815629,2.091771,1.295993,8,44,24,1.401131,0.879898,2.415129,2.568707,56,211,238,0.896194,1.26628973617678
"NCOA1","Ncoa1",28.432635,35.795428,31.890853,840,3098,1941,32.0396386666667,9.30633,8.498485,7.612654,846,1155,1072,0.130285,29.2312458067361
"NCOA2","Ncoa2",29.247408,25.087866,23.521978,632,2609,1501,25.9524173333333,6.640087,6.054582,5.196108,687,1004,802,4.50974433333333,4.89177277614757
"NCOA3","Ncoa3",6.004112,11.336422,10.190331,203,998,491,9.176955,6.21012,7.822284,9.334892,794,1363,1117,17.950503,0.537028225583247
"NCOA5","Ncoa5",16.974511,17.542224,14.789386,266,957,572,16.4353736666667,8.663268,10.168322,7.864955,331,705,481,8.968217,1.74909652013662
"NCOA6","Ncoa6",12.380067,10.013341,11.629219,328,1483,970,11.3408756666667,12.295472,11.041575,9.80429,1021,1170,921,0.241143,9.94315374349826
"NCOA7","Ncoa7",37.946419,35.027166,41.486177,696,2231,1498,38.153254,86.311491,78.336876,90.579006,2813,3450,3706,27.792442,1.35984485095082
"NCOR1","Ncor1",97.949357,92.242767,105.78039,1207,4573,2941,98.6575046666667,46.151404,38.652608,37.010014,1688,2053,1704,0.095551,90.9656462060339
"NCOR2","Ncor2",35.285673,45.003321,54.120772,772,3319,2007,44.8032553333333,77.102683,65.324387,58.782938,1568,1958,1794,0,45.8032553333333
"NCR1","Ncr1",0,0,0,0,0,0,0,0.083859,0.040193,0.029188,2,1,1,12.495271,0.074100031040503
"NCS1","Ncs1",61.088345,69.021026,72.173611,1356,6077,3443,67.4276606666667,313.314704,338.761871,261.178374,9030,14335,15076,0.288385666666667,53.1111626254768
"NCSTN","Ncstn",16.426006,18.494581,19.426364,274,1134,703,18.1156503333333,56.284825,44.193535,44.557792,1019,1022,1124,0,19.1156503333333
"NDC1","Ndc1",8.845455,7.377245,6.70536,149,591,346,7.64268666666667,3.140139,2.83596,2.936849,231,248,289,0.0286953333333333,8.40159995541278
"NDC80","Ndc80",0.316391,0.193584,0.03657,3,13,2,0.182181666666667,0.637397,0.31514,0.042962,13,10,2,33.5103586666667,0.0342558499053946
"NDE1","Nde1",16.598114,15.182841,12.840427,200,639,316,14.873794,2.697098,1.042508,0.987837,28,21,27,0,15.873794
"NDEL1","Ndel1",58.007913,44.146859,47.592668,449,1611,884,49.9158133333333,35.559788,39.715901,35.365834,617,947,1005,1.889074,17.6235753509025
"NDFIP1","Ndfip1",317.513795,282.207927,294.140374,2662,8629,5172,297.954032,142.150491,129.955811,115.75896,7931,9754,8996,0.00581766666666667,297.224876742073
"NDFIP2","Ndfip2",39.496636,39.949355,42.02678,514,1800,1073,40.4909236666667,20.091743,19.462788,16.766917,761,1047,918,3.640383,8.94127137063183
"NDN","Ndn",35.139808,34.35715,31.206836,878,3183,1637,33.5679313333333,44.42283,35.025163,37.072123,1216,1320,1523,0.566305666666667,22.0697224488111
"NDNF","Ndnf",5.539653,8.138466,6.352763,127,656,359,6.67696066666667,0.176703,0.065024,0.060862,2,1,1,4.360357,1.43217339193391
"NDOR1","Ndor1",7.282828,9.834982,9.647389,87,454,223,8.921733,7.345886,6.067976,4.503341,174,229,198,0,9.921733
"NDP","Ndp",2.979752,4.727545,5.835785,36,216,151,4.51436066666667,0.039628,0.029126,0,1,1,0,1.86479466666667,1.92487117168607
"NDRG1","Ndrg1",153.206832,109.29072,128.997249,1083,3657,2039,130.498267,136.910497,34.924577,281.391751,304,146,600,0.215796666666667,108.158107852464
"NDRG2","Ndrg2",1118.585894,1111.856137,1178.670747,4111,15261,9530,1136.370926,35.691138,33.837103,29.623495,425,557,579,4.21419833333333,218.129586427316
"NDRG3","Ndrg3",1071.398925,951.795714,1080.007186,3179,11754,7443,1034.40060833333,24.726489,29.179805,25.98294,1089,1794,1706,0,1035.40060833333
"NDRG4","Ndrg4",709.783622,808.886425,736.437309,7357,31175,16949,751.702452,900.520765,897.527527,789.276537,8922,11733,11770,0.193149333333333,630.85351596112
