"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"NAA11","Naa11",0,0,0,0,0,0,0,0.025767,0,0,1,0,0,0.266407333333333,0.78963535165884
"NAA15","Naa15",26.02387,26.309049,34.838817,424,1688,1118,29.0572453333333,6.276596,3.070134,1.800375,389,360,190,0.42135,21.1469696649899
"NAA16","Naa16",3.894603,5.10593,3.213986,66,332,147,4.07150633333333,3.047637,3.249321,1.791805,70,96,61,0,5.07150633333333
"NAA20","Naa20",84.153333,92.014684,81.602616,279,1004,598,85.9235443333333,35.140232,31.532894,27.689051,547,517,435,0.777902,48.891077423465
"NAA25","Naa25",9.085065,12.020503,10.936287,291,1170,672,10.6806183333333,3.580489,2.834233,2.491137,340,298,266,0.060613,11.0130823715468
"NAA30","Naa30",9.541838,12.638249,15.361388,265,954,578,12.513825,2.479659,2.011055,1.430269,162,160,121,0,13.513825
"NAA35","Naa35",110.060475,106.529207,107.72806,230,975,585,108.105914,4.757664,2.05486,1.787274,360,225,182,0,109.105914
"NAA38","Naa38",54.027361,50.188198,48.432648,79,288,156,50.8827356666667,40.575318,31.474508,26.77742,284,218,181,0.090046,47.5968313875439
"NAA40","Naa40",4.74826,5.555928,6.416254,92,423,283,5.57348066666667,38.675599,24.099487,17.828481,1159,890,788,4.23692833333333,1.25521684626198
"NAA50","Naa50",28.21924,24.909708,26.322147,606,2148,1255,26.4836983333333,88.911611,42.990423,49.561108,418,501,403,0,27.4836983333333
"NAA60","Naa60",153.466602,168.432386,161.985291,448,1965,1121,161.294759666667,20.86059,15.337403,14.816966,626,522,425,0,162.294759666667
"NAA80","Naa80",5.302226,5.969878,6.665064,36,207,116,5.979056,4.238654,4.893839,4.344691,93,106,95,3.81349466666667,1.44989378472356
"NAAA","Naaa",10.498961,15.319596,17.13407,113,463,324,14.3175423333333,9.295257,5.711618,4.750724,133,85,70,0.134574,13.5006992345438
"NAALAD2","Naalad2",0.922933,0.714874,0.512794,20,60,26,0.716867,3.66696,3.033749,2.203654,159,152,97,0,1.716867
"NAALADL1","Naaladl1",0.185569,0.161258,0.372147,3,10,13,0.239658,0.05918,0,0,1,0,0,0,1.239658
"NAB1","Nab1",13.585096,19.623847,16.552915,266,1042,558,16.587286,67.264353,20.429755,29.907297,531,388,313,3.23241933333333,4.15537417606227
"NAB2","Nab2",10.634732,12.140909,10.412378,171,580,350,11.062673,3.366736,2.419222,2.469336,145,123,123,1.03407566666667,5.930297086621
"NABP1","Nabp1",3.638126,3.513555,3.519134,46,176,108,3.55693833333333,1.158955,0.758077,0.858017,68,45,41,1.420946,1.88229656230801
"NABP2","Nabp2",54.290155,45.920839,47.839981,208,756,442,49.350325,9.504741,8.006117,7.058729,233,198,165,0,50.350325
"NACA","Naca",108.431335,99.56169,109.792167,497,1751,1088,105.928397333333,623.493122,585.581544,456.725939,5411,4696,3840,0,106.928397333333
"NACAD","Nacad",24.562743,29.622482,27.706629,300,1297,705,27.2972846666667,0.543593,1.142083,1.728909,42,29,28,0.448469666666667,19.535987061287
"NACC1","Nacc1",27.432895,30.300149,31.800648,588,2714,1563,29.844564,15.891693,9.79513,8.331329,971,832,647,0.653321333333333,18.6561216976575
"NACC2","Nacc2",42.639579,51.515192,54.005278,1896,7521,4164,49.386683,4.207796,3.386059,2.492223,658,493,365,0,50.386683
"NADK","Nadk",25.259385,20.48835,17.494316,279,1010,602,21.0806836666667,21.73144,19.285648,23.421299,425,299,264,0,22.0806836666667
"NADK2","Nadk2",39.69593,39.187861,42.637343,470,1559,913,40.5070446666667,10.024094,10.144003,5.216673,225,222,164,0.089674,38.0912499212303
"NADSYN1","Nadsyn1",4.552942,3.510724,4.762767,14,109,60,4.27547766666667,17.702241,11.716,10.839931,408,292,259,2.26409366666667,1.61621515967526
"NAE1","Nae1",47.738793,37.967007,42.763666,328,1052,621,42.8231553333333,22.004033,23.334255,16.235411,263,374,196,0,43.8231553333333
"NAF1","Naf1",6.275243,4.533099,6.344953,91,282,168,5.717765,4.631105,4.386714,2.727528,86,84,58,0,6.717765
"NAGA","Naga",27.834302,36.779098,30.557934,109,450,263,31.723778,4.846538,4.02404,3.320008,264,213,170,0.108700666666667,29.5154309759592
"NAGK","Nagk",17.178994,17.474477,15.570913,78,340,163,16.7414613333333,57.692959,53.392605,43.02833,463,386,307,0.912595333333333,9.27611869804834
"NAGPA","Nagpa",3.247105,6.245135,5.865642,45,156,86,5.119294,2.929431,3.063936,2.552646,105,86,71,0.063868,5.75192975068336
"NAGS","Nags",0,0,0,0,0,0,0,0.228184,0.232372,0.207258,10,9,8,0.133221,0.882440406593242
"NAIF1","Naif1",0.997406,0.947609,0.844456,31,109,55,0.929823666666667,3.249539,3.076015,1.133185,65,55,49,4.84059,0.330415876934807
"NAIP","Naip1",0,0.101526,0,0,1,0,0.033842,2.134013,2.857524,1.090689,147,182,90,0,1.033842
"NALCN","Nalcn",14.588019,15.854252,18.186925,713,2922,1886,16.209732,0.254168,0.00904,0.249609,8,1,8,0,17.209732
"NAMPT","Nampt",22.104246,18.061884,22.217264,446,1566,986,20.7944646666667,54.748665,27.380848,23.510166,559,521,437,0.0948143333333333,19.9069961025355
"NANOG","Nanog",0.161874,0.063311,0.197716,2,3,5,0.140967,0.060871,0.033408,0.047245,7,4,0,1.49649633333333,0.457027308538673
"NANOS1","Nanos1",5.310077,4.160794,5.622293,135,375,289,5.03105466666667,3.385586,3.07835,2.935936,122,94,96,0.0370463333333333,5.81560772437361
"NANOS2","Nanos2",0,0.497671,0.489302,0,18,10,0.328991,0,0,0,0,0,0,0.0662343333333333,1.24643425788515
"NANOS3","Nanos3",0,0.588947,0.349362,0,3,1,0.312769666666667,0.876832,0.473447,0.472916,4,2,2,7.32957066666667,0.157603521141866
"NANP","Nanp",5.740978,5.761903,6.725573,46,174,115,6.07615133333333,0.493521,0.480116,0.294863,32,33,20,0,7.07615133333333
"NANS","Nans",20.933467,11.242831,14.459859,97,293,186,15.5453856666667,12.544811,12.750449,9.899406,276,262,199,0,16.5453856666667
"NAP1L1","Nap1l1",83.102176,76.782106,72.422355,968,3491,2027,77.4355456666667,164.247682,163.472715,129.134698,3698,3818,3019,4.91428966666667,13.2620399215031
"NAP1L2","Nap1l2",54.734576,52.324423,52.999273,872,3112,1786,53.3527573333333,0.783953,0.7987,0.660413,34,37,30,0,54.3527573333333
"NAP1L3","Nap1l3",24.201976,23.311117,25.456518,446,1580,981,24.3232036666667,7.542713,6.795045,5.619948,356,329,270,2.64910933333333,6.93955739701962
"NAP1L4","Nap1l4",431.99615,330.90343,428.084394,694,2517,1529,396.994658,117.702433,79.132116,74.527627,2062,1715,1478,9.716586,37.1381947571736
"NAP1L5","Nap1l5",368.713214,367.481612,354.384752,2853,10131,5790,363.526526,1.080229,1.257163,0.866397,35,43,29,0.225868666666667,297.361810373379
"NAPA","Napa",196.670008,221.934839,203.017206,931,3789,2106,207.207351,119.158135,104.395059,74.396308,1099,926,776,0.0270423333333333,202.72518886758
"NAPB","Napb",81.587103,88.148946,96.366377,2432,9829,6116,88.7008086666667,3.104526,2.220666,2.444901,228,163,179,0.246146666666667,71.9825451257744
"NAPEPLD","Napepld",3.527426,3.646833,4.248696,91,352,231,3.80765166666667,2.325694,1.32036,2.560966,95,75,79,0.585864666666667,3.0315649044454
"NAPG","Napg",74.791058,75.106219,73.716383,914,3416,1988,74.5378866666667,6.000196,3.751474,3.496786,252,222,209,3.439382,17.0154058980882
"NAPRT","Naprt",2.881307,2.781356,1.312859,19,89,33,2.325174,23.502205,25.770203,17.374511,298,290,193,0,3.325174
"NAPSA","Napsa",0.787401,1.118559,0.887828,2,13,6,0.931262666666667,0,0,0,0,0,0,0,1.93126266666667
"NARF","Narf",19.011152,20.194041,25.61655,345,1247,746,21.6072476666667,69.542575,63.446403,48.093838,868,655,612,11.660528,1.78564809198058
"NARS2","Nars2",9.314578,7.53744,8.67303,76,259,149,8.50834933333333,5.995842,5.709132,6.320117,117,108,135,1.810516,3.38313296680515
"NASP","Nasp",9.466328,8.274145,8.97914,114,363,235,8.90653766666667,133.893769,89.170436,90.701321,1716,1397,1136,0,9.90653766666667
"NAT10","Nat10",12.300506,18.564331,10.834746,137,572,330,13.899861,9.530461,10.573193,7.216182,320,240,215,0.0337573333333333,14.4133062175778
"NAT14","Nat14",9.750514,16.426687,11.26278,81,314,171,12.4799936666667,23.41627,24.527055,26.891119,322,295,275,0,13.4799936666667
"NAT2","Nat1",2.1821,1.01306,1.237986,15,26,18,1.47771533333333,0.200587,0.09624,0.199197,2,2,2,0,2.47771533333333
"NAT8B","Nat8",0.494792,1.479693,1.155288,3,36,16,1.04325766666667,0,0,0,0,0,0,18.4615436666667,0.104989496293982
"NAT8L","Nat8l",75.325943,68.524286,71.3193,2712,11122,5901,71.7231763333333,4.214382,3.718939,3.502055,587,462,448,1.90389066666667,25.0433589556632
"NAT9","Nat9",22.031126,19.575468,18.878524,61,248,139,20.161706,13.324817,7.732287,7.834551,257,227,197,4.473616,3.8661290817624
"NATD1","Natd1",7.795837,4.823957,6.10729,92,365,247,6.24236133333333,4.265642,3.022405,2.612399,481,321,277,0,7.24236133333333
"NAV1","Nav1",5.219537,8.222518,9.051188,354,2047,1114,7.49774766666667,39.962504,23.964445,22.409504,9429,5883,5335,14.4339603333333,0.550587631634231
"NAV3","Nav3",2.543155,3.633341,5.777897,143,709,454,3.98479766666667,1.606384,0.917613,0.180819,40,24,20,5.748485,0.738654330070626
"NAXD","Naxd",23.828613,25.02083,27.032236,159,625,361,25.293893,10.32195,7.976059,7.596108,540,390,374,1.726516,9.64376992469511
"NAXE","Naxe",38.163364,37.880292,39.222777,182,691,404,38.4221443333333,34.312992,34.5418,26.547794,568,536,437,0,39.4221443333333
"NBEA","Nbea",24.989463,30.132261,33.286427,1274,5624,3706,29.4693836666667,2.172061,2.599973,1.288766,230,166,114,3.32044866666667,7.05236562622431
"NBEAL2","Nbeal2",5.096583,5.402527,9.830488,70,366,198,6.77653266666667,23.42489,19.572098,16.91628,847,496,444,0.869317,4.1600930535948
"NBL1","Nbl1",26.924922,22.173063,20.324376,258,901,453,23.140787,0.614179,0.661749,0.382415,21,25,15,3.130092,5.84509667097004
"NBN","Nbn",5.938429,6.418373,7.178009,98,396,251,6.51160366666667,5.325779,4.258607,3.566042,198,165,136,0.0370996666666667,7.24289468803866
"NBR1","Nbr1",231.977797,250.087268,211.561323,1085,4355,2641,231.208796,13.413925,8.954792,8.44806,1117,813,752,0,232.208796
"NCALD","Ncald",68.020843,60.133344,64.819619,1361,3967,2462,64.324602,1.343224,1.045359,0.598131,68,39,40,112.952109,0.573263650609573
"NCAM1","Ncam1",62.438714,57.706094,61.166345,1161,5380,3145,60.437051,98.045555,74.577002,62.292347,5423,4387,3708,0.102733,55.7134419664597
"NCAM2","Ncam2",10.191671,10.769714,11.028711,392,1499,877,10.6633653333333,0.036765,0.136172,0,4,2,0,5.29974733333333,1.8514020826867
"NCAN","Ncan",3.414671,5.822006,5.312275,172,1106,570,4.84965066666667,0,0,0,0,0,0,0.363583,4.28991170076678
"NCAPD2","Ncapd2",10.113737,18.52352,18.641747,135,622,362,15.759668,35.187842,13.287804,17.706866,700,468,403,4.033186,3.32983283351738
"NCAPD3","Ncapd3",7.924257,7.205838,7.807741,160,611,378,7.64594533333333,7.237286,5.033144,5.727146,220,147,171,0.013883,8.52755725594899
"NCAPG2","Ncapg2",1.698446,2.033739,1.698133,33,153,94,1.810106,4.487255,4.115534,3.12334,219,206,163,0,2.810106
"NCAPH","Ncaph",0.483156,0.917877,0.918916,6,23,7,0.773316333333333,4.800011,2.775598,3.244123,126,115,81,0,1.77331633333333
"NCAPH2","Ncaph2",53.332598,66.53905,78.153921,459,2000,1288,66.008523,20.322886,16.977523,16.917562,364,282,239,0.0452626666666667,64.106874890777
"NCBP1","Ncbp1",13.381107,15.34613,16.496783,254,916,534,15.0746733333333,33.455969,23.427017,16.664441,488,419,334,0.256278666666667,12.7954678845139
"NCBP2","Ncbp2",46.555419,44.525301,43.378971,275,889,513,44.819897,11.997888,10.579989,11.968286,400,410,430,0,45.819897
"NCBP3","Ncbp3",1.795752,2.096134,2.983946,153,647,372,2.291944,41.059824,34.27271,45.439504,685,477,409,0.607731666666667,2.0475705419333
"NCCRP1","Nccrp1",0,0.307459,0.049709,0,11,1,0.119056,0.222614,0.080103,0.079269,9,3,3,0,1.119056
"NCDN","Ncdn",120.918243,150.428003,154.394323,2810,13049,7460,141.913523,9.779603,6.925312,6.260809,609,455,382,0.461863,97.7612286513853
"NCEH1","Nceh1",23.408467,23.956595,25.348942,708,2712,1593,24.2380013333333,0.830904,0.813792,0.435693,63,62,34,0,25.2380013333333
"NCF1","Ncf1",1.56308,1.114236,1.440408,28,76,55,1.37257466666667,0.399625,0.259682,0,4,2,0,0,2.37257466666667
"NCF2","Ncf2",3.043679,1.309679,1.540809,9,69,42,1.96472233333333,0,0.023394,0.023706,0,1,1,0,2.96472233333333
"NCF4","Ncf4",1.161875,0.796569,0.269473,5,8,5,0.742639,0,0,0,0,0,0,5.50734933333333,0.267795520224108
"NCK1","Nck1",24.215884,23.394022,20.612043,177,661,377,22.7406496666667,12.313194,11.63506,6.282591,122,132,90,16.7410213333333,1.33817829428234
"NCK2","Nck2",7.36817,9.668796,7.935187,99,361,242,8.324051,15.496729,13.843041,13.342075,468,386,345,15.1772203333333,0.576369166511734
"NCKAP1","Nckap1",144.475715,132.475909,129.016926,2833,9900,5907,135.32285,99.408261,123.759811,75.379879,1953,1736,1120,5.63630133333333,20.5419921659173
"NCKAP1L","Nckap1l",1.045921,1.321686,0.89518,32,137,62,1.08759566666667,0.484125,0.168554,0,5,5,0,0,2.08759566666667
"NCKAP5L","Nckap5l",13.773562,9.839584,6.608771,74,406,208,10.0739723333333,11.001945,8.87968,6.873384,1103,810,659,0.076536,10.2866716332137
"NCKIPSD","Nckipsd",118.6774,210.048307,148.696569,332,1369,792,159.140758666667,19.846656,15.854198,12.484591,602,458,367,8.81215366666667,16.3206533557142
"NCL","Ncl",97.22157,74.72886,89.627726,1888,6300,4041,87.1927186666667,175.100715,115.942811,99.485916,3793,3176,2747,0.339167666666667,65.8563679977339
"NCLN","Ncln",31.422497,33.681755,26.5139,216,826,481,30.539384,14.697165,17.97129,16.587023,534,417,434,0.0189873333333333,30.9516938712356
"NCMAP","Ncmap",0.815629,2.091771,1.295993,8,44,24,1.401131,0.047851,0.012901,0.029768,4,1,2,0.849751,1.29808336365273
"NCOA1","Ncoa1",28.432635,35.795428,31.890853,840,3098,1941,32.0396386666667,4.53212,3.705939,2.413559,557,358,269,0,33.0396386666667
"NCOA2","Ncoa2",29.247408,25.087866,23.521978,632,2609,1501,25.9524173333333,3.249358,1.431399,1.5192,336,199,201,0.452531,18.5554851038176
"NCOA3","Ncoa3",6.004112,11.336422,10.190331,203,998,491,9.176955,10.721642,1.271456,0.935882,294,209,151,1.44285333333333,4.16601146746428
"NCOA5","Ncoa5",16.974511,17.542224,14.789386,266,957,572,16.4353736666667,5.572735,4.590461,3.878013,369,304,243,4.90963533333333,2.9503298737102
"NCOA6","Ncoa6",12.380067,10.013341,11.629219,328,1483,970,11.3408756666667,8.80701,12.219386,10.253138,721,508,419,0.0250203333333333,12.0396398640547
"NCOA7","Ncoa7",37.946419,35.027166,41.486177,696,2231,1498,38.153254,2.048217,0.624534,0.791002,74,39,36,2.245036,12.0655838640927
"NCOR1","Ncor1",97.949357,92.242767,105.78039,1207,4573,2941,98.6575046666667,24.273748,24.222984,16.527462,875,600,454,0.0268526666666667,97.0514153604639
"NCOR2","Ncor2",35.285673,45.003321,54.120772,772,3319,2007,44.8032553333333,44.060208,39.870479,37.718773,1539,1102,969,0,45.8032553333333
"NCR1","Ncr1",0,0,0,0,0,0,0,0,0,0,0,0,0,10.8422116666667,0.0844436857022907
"NCS1","Ncs1",61.088345,69.021026,72.173611,1356,6077,3443,67.4276606666667,14.509378,21.052408,9.105584,860,729,609,0.0885526666666667,62.8611391639908
"NCSTN","Ncstn",16.426006,18.494581,19.426364,274,1134,703,18.1156503333333,41.392685,42.870668,34.594093,1042,926,814,0.0221356666666667,18.7016762615008
"NDC1","Ndc1",8.845455,7.377245,6.70536,149,591,346,7.64268666666667,2.227726,2.001889,1.438355,151,163,126,0.187335666666667,7.27905924946245
"NDC80","Ndc80",0.316391,0.193584,0.03657,3,13,2,0.182181666666667,6.048928,6.02115,4.103583,216,221,134,6.24106166666667,0.163260820178993
"NDE1","Nde1",16.598114,15.182841,12.840427,200,639,316,14.873794,13.932698,7.852728,3.643492,230,185,148,0,15.873794
"NDEL1","Ndel1",58.007913,44.146859,47.592668,449,1611,884,49.9158133333333,11.682727,11.489228,7.350294,332,299,251,0.221137666666667,41.6953917016727
"NDFIP1","Ndfip1",317.513795,282.207927,294.140374,2662,8629,5172,297.954032,22.125395,21.003307,17.303706,1115,1108,935,0,298.954032
"NDFIP2","Ndfip2",39.496636,39.949355,42.02678,514,1800,1073,40.4909236666667,8.242005,6.783312,4.934316,219,196,165,0.874972666666667,22.1288152111729
"NDN","Ndn",35.139808,34.35715,31.206836,878,3183,1637,33.5679313333333,15.950936,14.062296,12.30784,583,495,434,0.520684666666667,22.7318207982632
"NDNF","Ndnf",5.539653,8.138466,6.352763,127,656,359,6.67696066666667,0.828861,0.450631,0.685159,45,25,24,3.225041,1.81701447788712
"NDOR1","Ndor1",7.282828,9.834982,9.647389,87,454,223,8.921733,4.161942,2.16105,1.781946,162,85,77,0,9.921733
"NDP","Ndp",2.979752,4.727545,5.835785,36,216,151,4.51436066666667,0,0,0,0,0,0,0.333191333333333,4.13621100647219
"NDRG1","Ndrg1",153.206832,109.29072,128.997249,1083,3657,2039,130.498267,98.53146,36.319063,40.881667,104,72,94,0.464246,89.8061302540693
"NDRG2","Ndrg2",1118.585894,1111.856137,1178.670747,4111,15261,9530,1136.370926,108.937037,78.248354,62.734263,1929,1649,1458,0.240529333333333,916.843234124787
"NDRG3","Ndrg3",1071.398925,951.795714,1080.007186,3179,11754,7443,1034.40060833333,23.000793,19.179724,17.299102,1432,1142,1023,0,1035.40060833333
"NDRG4","Ndrg4",709.783622,808.886425,736.437309,7357,31175,16949,751.702452,70.742147,37.352301,29.69635,1242,991,872,0.0100396666666667,745.220684732184
"NDST1","Ndst1",39.626876,43.185685,48.342734,644,2861,1694,43.7184316666667,13.614879,7.303165,5.927462,1547,1104,903,1.403875,18.6026443416012
"NDST2","Ndst2",16.873611,13.196379,10.911256,79,378,200,13.6604153333333,10.364753,8.382691,7.227865,215,129,110,0,14.6604153333333
"NDST3","Ndst3",12.536295,13.218232,14.761782,401,1594,1112,13.5054363333333,0.010039,0,0,1,0,0,1.556366,5.67424082988638
"NDST4","Ndst4",5.692357,9.611922,6.82441,143,604,330,7.37622966666667,0,0,0.003846,0,0,0,0.00524333333333333,8.33253938515716
"NDUFA1","Ndufa1",174.183452,165.514427,164.508843,215,768,432,168.068907333333,532.713474,544.494998,543.952763,2105,2076,2055,9.28639866666667,16.4361612661587
"NDUFA10","Ndufa10",728.025178,812.570117,852.354787,749,2559,1477,797.650027333333,144.446776,120.058401,117.091424,2413,1950,1746,6.64820366666667,104.423216501687
"NDUFA11","Ndufa11",151.27123,201.652983,198.41394,255,1071,582,183.779384333333,236.761728,205.259824,199.855239,1934,1425,1513,31.441829,5.69571414525776
"NDUFA12","Ndufa12",158.646405,115.636791,107.565991,392,1129,605,127.283062333333,255.290811,357.384967,269.381866,990,1068,910,0,128.283062333333
"NDUFA13","Ndufa13",68.800188,78.684769,76.648572,517,2188,1201,74.7111763333333,343.975855,315.74408,291.292231,2274,1977,1811,0,75.7111763333333
"NDUFA2","Ndufa2",60.017597,78.258709,68.853949,139,693,344,69.0434183333333,80.395855,73.610152,66.000668,748,655,579,0.0545163333333333,66.4223171507696
"NDUFA3","Ndufa3",374.205964,336.627787,360.600344,262,901,539,357.144698333333,682.734669,592.477488,766.585901,1154,1056,1074,0.638914,218.525620217616
"NDUFA4","Ndufa4",486.849557,536.148604,545.584346,752,3049,1792,522.860835666667,859.03987,980.613701,871.500309,3407,3469,3175,0,523.860835666667
"NDUFA4L2","Ndufa4l2",2.151975,7.687812,4.035084,9,53,25,4.624957,0.763051,0.761971,0.998479,14,15,16,1.27887633333333,2.46830287265844
"NDUFA5","Ndufa5",237.20049,272.97213,221.224146,198,798,384,243.798922,74.63029,63.393611,65.212641,591,717,597,0.114406,219.667627417656
"NDUFA6","Ndufa6",221.781437,303.007524,313.804736,250,1107,612,279.531232333333,196.533071,189.550651,161.597653,1975,1874,1622,0.0465546666666667,268.052153669947
"NDUFA7","Ndufa7",197.522984,205.149613,174.187077,212,811,411,192.286558,54.753087,57.457018,55.062545,423,422,402,0.0823726666666667,178.576717569241
"NDUFA8","Ndufa8",79.255176,75.387735,76.547881,351,1277,732,77.0635973333333,117.038336,124.821258,115.434652,1504,1526,1398,0.0355063333333333,75.3868854495981
"NDUFA9","Ndufa9",61.617687,74.454467,78.154336,469,2188,1299,71.40883,161.532701,145.435671,116.196488,1299,1087,883,0.0518416666666667,68.8400472187671
"NDUFAB1","Ndufab1",262.253954,250.674045,251.911142,340,1294,655,254.946380333333,136.55361,150.468254,117.05996,1184,1203,961,0.0342833333333333,247.46253960069
"NDUFAF1","Ndufaf1",46.952199,30.823739,30.897336,118,429,256,36.2244246666667,8.233092,10.392902,9.542245,229,282,204,0.094712,34.0038518502279
"NDUFAF2","Ndufaf2",179.226388,152.850105,146.800204,98,294,170,159.625565666667,19.804409,23.72429,18.322683,146,168,136,0,160.625565666667
"NDUFAF3","Ndufaf3",35.24425,40.918817,45.430183,109,383,244,40.5310833333333,50.054283,53.047575,47.416371,641,609,565,0.057872,39.2590817540623
"NDUFAF4","Ndufaf4",15.184863,16.662808,16.292145,207,665,374,16.0466053333333,24.44278,28.632456,20.40751,223,277,195,0.605879666666667,10.6151199788942
"NDUFAF5","Ndufaf5",23.650541,23.056986,25.043072,151,571,351,23.9168663333333,43.10052,50.770417,50.851526,345,362,376,0.155254,21.568301285547
"NDUFAF6","Ndufaf6",6.064664,16.777603,30.494719,21,87,53,17.7789953333333,9.598517,13.730039,11.938913,156,181,130,0.094779,17.1532294036818
"NDUFAF7","Ndufaf7",30.049893,33.218395,29.108981,129,503,296,30.792423,12.706246,9.874226,8.379158,204,190,189,0.584062,20.0701885406001
"NDUFAF8","Ndufaf8",20.605026,18.197675,17.26776,32,94,54,18.6901536666667,101.509655,108.066786,90.261904,259,229,199,3.186028,4.70377973264074
"NDUFB10","Ndufb10",190.760941,177.245032,183.686621,536,1881,1068,183.897531333333,156.861463,158.148795,134.196242,1492,1439,1207,0.106540666666667,167.095107214014
"NDUFB11","Ndufb11",71.277553,75.45908,82.795395,342,1375,851,76.510676,96.084018,89.237744,75.51417,845,735,602,0.0384086666666667,74.6437106007718
"NDUFB2","Ndufb2",96.676063,97.729628,112.461631,359,1172,683,102.289107333333,310.308194,298.688989,299.238358,1526,1395,1432,0,103.289107333333
"NDUFB3","Ndufb3",80.034615,60.240764,57.032377,294,843,452,65.769252,181.233438,164.363712,161.827362,1016,898,873,0,66.769252
"NDUFB4","Ndufb4",26.09694,22.995755,29.673755,47,161,111,26.2554833333333,414.798192,404.088051,429.182069,1616,1604,1480,0.035877,26.3115054522239
"NDUFB5","Ndufb5",161.726466,165.865467,163.219871,458,1803,991,163.603934666667,664.258521,718.080123,572.753592,1358,1491,1357,0.088423,151.231584289074
"NDUFB6","Ndufb6",110.682029,105.024328,87.145378,257,922,470,100.950578333333,50.651368,52.235423,45.395729,430,538,396,0.568786666666667,64.986897517402
"NDUFB7","Ndufb7",71.736188,85.932506,86.705419,200,931,517,81.4580376666667,127.698106,112.952262,106.060425,901,737,695,1.476179,33.300515700467
"NDUFB8","Ndufb8",685.374999,728.54005,754.179266,722,2688,1537,722.698105,284.804683,260.237266,240.982101,1926,1646,1599,0.048028,690.533177548691
"NDUFB9","Ndufb9",169.582136,148.052531,147.394466,553,1849,1040,155.009711,218.931695,204.087573,191.912349,2213,2013,1814,0.0525826666666667,148.216112558697
"NDUFC1","Ndufc1",446.354659,344.473699,351.861389,220,625,365,380.896582333333,61.403135,69.339752,64.297112,750,782,669,0.0525486666666667,362.830332152496
"NDUFC2","Ndufc2",136.269566,126.568661,113.72578,402,1331,720,125.521335666667,113.452903,78.055915,129.598465,711,485,758,6.327643,17.266307278707
"NDUFS1","Ndufs1",151.503533,134.7082,152.095065,1046,4156,2486,146.102266,89.375692,53.525937,49.628267,3523,2685,2270,0.223448333333333,120.235781105046
"NDUFS2","Ndufs2",283.338305,305.309268,324.069938,1025,4026,2368,304.239170333333,227.84279,197.302942,190.077136,3473,2939,2899,5.04465733333333,50.4973488985204
"NDUFS3","Ndufs3",195.894685,187.166221,200.55282,443,1573,904,194.537908666667,451.070515,463.331878,339.745394,1180,1125,932,21.422223,8.72071911275999
"NDUFS4","Ndufs4",91.311156,89.461092,98.983677,260,1040,612,93.251975,60.200684,53.743585,51.765027,583,509,482,0,94.251975
"NDUFS5","Ndufs5",216.608615,226.451545,198.674172,271,979,532,213.911444,333.112609,329.842826,327.493303,1903,1813,1790,0.122252666666667,191.500051978788
"NDUFS6","Ndufs6",91.470641,75.861432,80.622326,208,658,395,82.6514663333333,214.85999,214.139609,234.153738,1354,1274,1287,0.692575333333333,49.4225956658551
"NDUFS7","Ndufs7",94.168499,100.645896,91.750969,353,1374,725,95.521788,83.649905,81.967774,73.20683,1389,1205,1054,0.00952733333333333,95.6108713582792
"NDUFS8","Ndufs8",84.958392,81.675955,77.694026,332,1150,663,81.442791,237.051623,210.981045,174.037541,1255,1167,979,0.099884,74.9558962581509
"NDUFV1","Ndufv1",206.781657,206.649607,197.31617,762,3174,1800,203.582478,357.006278,297.206115,298.093734,3760,3051,2945,0.121713666666667,182.383868610557
"NDUFV2","Ndufv2",139.087639,119.190318,114.844138,669,2263,1238,124.374031666667,519.647184,402.538544,323.016393,1770,1739,1512,0.241396666666667,100.994335681047
"NDUFV3","Ndufv3",93.126748,107.607614,108.265472,242,989,558,102.999944666667,15.128574,14.523002,13.706289,984,984,908,0.080403,96.2603256994535
"NEBL","Nebl",44.776859,39.491748,33.35617,829,2761,1667,39.208259,332.888163,161.326015,133.03315,11909,9436,6336,0.0134313333333333,39.675365935005
"NECAB1","Necab1",7.084961,8.508951,8.4942,237,1048,595,8.02937066666667,0.318817,0.246099,0.532399,13,16,28,0,9.02937066666667
"NECAB2","Necab2",10.808889,17.010934,13.393973,97,562,267,13.737932,0.586583,0.688094,0.672053,8,12,12,0.0151406666666667,14.5181180145149
"NECAB3","Necab3",17.543286,28.209604,24.650384,139,757,412,23.467758,46.519225,34.812434,27.638518,988,851,689,2.84679133333333,6.36056283791149
"NECAP1","Necap1",69.426296,75.414331,75.433085,1096,4081,2467,73.4245706666667,12.016698,11.376904,8.593091,341,307,252,0.183699,62.8745742512807
"NECAP2","Necap2",19.784164,31.147983,32.004196,144,639,356,27.6454476666667,5.535866,5.540865,3.522996,138,130,107,0,28.6454476666667
"NECTIN1","Nectin1",15.608124,10.842719,13.224359,186,814,535,13.2250673333333,3.157088,3.692018,3.468376,312,279,262,0.0863986666666667,13.0937820247693
