"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"SEPSECS","Sepsecs",3.855107,4.017383,3.441894,116,433,260,3.77146133333333,2.706496,2.077773,3.791229,89,131,87,0,4.77146133333333
"SEPTIN14","Sept14",0,0.058653,0,0,1,0,0.019551,1.381701,1.829417,2.183399,67,94,75,0,1.019551
"SERAC1","Serac1",7.562261,7.203312,6.545944,91,358,195,7.103839,10.22962,15.336662,14.143759,492,531,434,6.54382166666667,1.0742352295797
"SERBP1","Serbp1",163.102441,144.697798,154.37656,1437,4886,3009,154.058933,100.062119,77.536494,95.691007,1984,1981,1596,0.406558333333333,110.239959001582
"SERF2","Serf2",59.920122,67.392855,68.687339,448,1793,1067,65.3334386666667,86.473044,104.526245,108.370022,720,921,680,0.0594033333333333,62.6139606885637
"SERGEF","Sergef",13.650351,8.621499,9.652867,81,237,171,10.6415723333333,65.483729,57.008018,67.2208,331,362,250,0.752089333333333,6.64439427365576
"SERHL2","Serhl",43.616492,28.512269,40.627956,18,116,66,37.5855723333333,2.53597,2.430877,3.183835,35,34,28,2.62701866666667,10.6383715881988
"SERINC1","Serinc1",325.495501,295.30614,307.708369,5799,19771,11922,309.503336666667,303.237717,310.159899,337.083952,12342,13533,9790,0,310.503336666667
"SERINC2","Serinc2",3.809185,5.132671,5.957664,45,200,128,4.96650666666667,4.185126,3.80967,4.276388,101,106,82,0,5.96650666666667
"SERINC3","Serinc3",86.134438,79.485889,77.614829,1470,5682,3357,81.0783853333333,54.299831,69.401673,77.997969,2432,3177,2101,0.100831666666667,74.5603418021829
"SERINC4","Serinc4",0,0.019667,0,0,1,0,0.00655566666666667,0,0,0,0,0,0,0.0364806666666667,0.971128260311657
"SERINC5","Serinc5",16.020571,17.755444,17.417435,574,2270,1282,17.0644833333333,5.294125,4.744013,4.68657,424,364,276,0.809033333333333,9.98571060050488
"SERP1","Serp1",9.048046,9.468965,10.083332,282,1080,655,9.53344766666667,12.790881,15.466381,16.35671,364,449,344,0,10.5334476666667
"SERP2","Serp2",38.579167,38.32539,39.929899,128,502,292,38.9448186666667,18.006427,19.395394,22.072681,140,167,122,0.211852,32.9617962149393
"SERPINA1","Serpina1a",0,0.041149,0,0,1,0,0.0137163333333333,2.595242,1.617307,0,25,22,0,0,1.01371633333333
"SERPINA10","Serpina10",0.128368,0.02341,0.054883,3,2,1,0.068887,0.080689,0.185572,0.340813,5,8,11,0,1.068887
"SERPINA11","Serpina11",0,0.030158,0,0,1,0,0.0100526666666667,0,0,0,0,0,0,1.19904733333333,0.459313745255142
"SERPINA12","Serpina12",0,0.010549,0,0,1,0,0.00351633333333333,0,0,0,0,0,0,0,1.00351633333333
"SERPINA3","Serpina3n",7.505626,7.091756,8.222289,98,355,233,7.606557,0.787421,0.460752,0,6,6,0,0,8.606557
"SERPINA5","Serpina5",0,0,0,0,0,0,0,0.207422,0.035246,0.291599,3,1,2,0.135710666666667,0.880505950459213
"SERPINA6","Serpina6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SERPINA7","Serpina7",0,0,0,0,0,0,0,0.03347,0,0,1,0,0,0.293310333333333,0.773209626666041
"SERPINA9","Serpina9",0.167768,0.340771,0.241329,4,22,9,0.249956,0,0,0,0,0,0,0,1.249956
"SERPINB1","Serpinb1a",22.726886,31.185083,27.161952,94,474,248,27.0246403333333,5.11972,9.129249,4.666761,120,124,71,4.18019866666667,5.40995474047456
"SERPINB10","Serpinb10",0.146974,0.039283,0,1,1,0,0.0620856666666667,0.349852,0.164471,0.215548,5,1,4,0.368931666666667,0.775850024167264
"SERPINB11","Serpinb11",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272283333333333,0.973493397281033
"SERPINB12","Serpinb12",0,0.054334,0,0,2,0,0.0181113333333333,0,0,0,0,0,0,0.569582666666667,0.648650978986346
"SERPINB13","Serpinb13",0.203211,0,0,2,0,0,0.067737,0,0,0,0,0,0,0.257607333333333,0.849022561891338
"SERPINB2","Serpinb2",0,0.022507,0.157377,0,1,4,0.0599613333333333,4.860403,3.403392,1.487351,109,83,24,242.397341,0.00435485995442051
"SERPINB5","Serpinb5",0.337934,0.09135,0.028816,2,2,1,0.1527,0,0.02769,0,0,1,0,5.172731,0.186740682527717
"SERPINB7","Serpinb7",0,0.279674,0,0,2,0,0.0932246666666667,0.464764,0.116427,0.321048,5,3,3,0.307715333333333,0.835980613517825
"SERPINB8","Serpinb8",1.430795,1.166786,1.044149,10,34,19,1.21391,8.151423,4.990347,8.201505,184,127,106,0.197978666666667,1.84803791720276
"SERPINC1","Serpinc1",0.689842,0.041977,0.122238,1,4,2,0.284685666666667,0.192886,0.174787,0.268419,2,3,1,0,1.28468566666667
"SERPIND1","Serpind1",3.48907,4.25371,4.187048,45,208,116,3.97660933333333,0.036151,0.041739,0,1,1,0,0.0300956666666667,4.83121082281354
"SERPINE1","Serpine1",0.227439,0.297669,0.16317,4,21,7,0.229426,10.594108,11.858578,1.863519,440,537,55,0,1.229426
"SERPINE2","Serpine2",122.463659,135.260202,127.343506,949,3654,2033,128.355789,127.84068,119.05875,238.773508,2537,2265,3115,0,129.355789
"SERPINF1","Serpinf1",24.280639,29.715702,27.937866,86,332,181,27.3114023333333,19.065727,31.186076,40.245055,114,174,162,0,28.3114023333333
"SERPINF2","Serpinf2",0.247699,0,0,1,0,0,0.0825663333333333,1.705327,0.315534,0.299599,36,7,6,0.322776333333333,0.818404673604431
"SERPING1","Serping1",6.344471,7.113704,6.339075,63,290,147,6.59908333333333,3.186475,4.98419,4.852015,52,78,49,0.543594,4.92298061105014
"SERPINH1","Serpinh1",14.633373,12.852851,11.976783,130,508,285,13.1543356666667,5.110601,12.607334,12.224597,97,223,169,0,14.1543356666667
"SERPINI1","Serpini1",46.854332,46.775338,46.779068,986,3686,2187,46.8029126666667,69.807134,80.488762,85.511192,896,1053,676,0,47.8029126666667
"SERPINI2","Serpini2",0,0,0,0,0,0,0,2.251446,0.851519,0.921227,21,15,6,0,1
"SERTAD1","Sertad1",3.248772,3.43742,6.408917,22,88,67,4.36503633333333,0.966657,1.090463,0.871656,25,31,16,0,5.36503633333333
"SERTAD2","Sertad2",4.724308,4.540861,4.949004,182,571,367,4.73805766666667,1.589339,2.484033,3.451501,101,128,111,0,5.73805766666667
"SERTAD3","Sertad3",1.542251,1.24112,1.842948,12,37,31,1.54210633333333,3.767392,2.114605,6.045182,38,38,48,0,2.54210633333333
"SERTAD4","Sertad4",4.702299,3.566939,3.334186,76,280,146,3.867808,1.509516,3.01088,3.648684,105,140,87,0.0861456666666667,4.48172666833822
"SERTM1","Sertm1",1.131649,1.810088,2.310613,23,137,100,1.75078333333333,6.902115,5.998295,3.373491,274,255,96,11.6932296666667,0.216712641744527
"SESN1","Sesn1",23.289408,20.766065,21.8805,407,1362,818,21.9786576666667,10.824399,12.992757,14.108378,226,339,239,0.508272,15.235088675429
"SESN2","Sesn2",4.086573,4.152881,5.087296,96,366,253,4.44225,3.778772,5.289409,6.787642,168,262,213,4.788762,0.940140568916117
"SESN3","Sesn3",19.147798,18.902572,19.560562,1218,4433,2552,19.203644,7.142965,7.667444,7.190452,854,1071,672,0.0283576666666667,19.6465146853899
"SESTD1","Sestd1",10.849345,9.993973,12.048665,454,1721,1165,10.9639943333333,14.714493,12.842251,18.080678,2118,1892,1858,0.0303893333333333,11.61113954337
"SET","Set",69.613769,69.540852,76.44998,760,2682,1611,71.8682003333333,228.126959,212.381086,259.263266,3530,3654,2746,0,72.8682003333333
"SETBP1","Setbp1",2.466367,3.490444,4.032323,171,905,593,3.32971133333333,3.656393,2.594067,3.206387,486,381,290,0,4.32971133333333
"SETD1A","Setd1a",15.740165,16.557953,19.486066,249,1084,704,17.2613946666667,6.075478,9.841766,4.519646,240,289,226,0,18.2613946666667
"SETD1B","Setd1b",7.314528,6.254281,5.950938,272,1202,772,6.50658233333333,4.319974,4.289782,5.69171,437,489,400,0.283148,5.85012978497674
"SETD2","Setd2",32.079727,30.024924,31.312743,606,2125,1378,31.1391313333333,11.704926,13.814637,16.507076,927,1000,832,0,32.1391313333333
"SETD3","Setd3",339.053101,193.587065,106.014536,845,3361,1885,212.884900666667,17.33378,17.049419,22.129734,437,532,408,0.0694813333333333,199.989372418531
"SETD4","Setd4",3.555248,5.827157,4.935169,19,102,62,4.77252466666667,16.30907,20.849978,23.316537,267,326,234,0.131618666666667,5.10112181488699
"SETD5","Setd5",19.228535,24.576552,23.477769,640,2641,1556,22.4276186666667,160.065351,158.743197,216.593572,2132,2379,1925,4.93516666666667,3.94725539861279
"SETD6","Setd6",12.306792,13.301132,11.401843,33,162,70,12.336589,14.145787,14.485081,13.774192,342,426,273,1.20723733333333,6.04220887287155
"SETD7","Setd7",67.518228,67.857694,76.964415,2147,7530,4543,70.7801123333333,8.228586,11.335705,15.455095,661,882,786,0.337109666666667,53.683040458661
"SETDB1","Setdb1",6.368146,8.200803,7.91055,189,989,550,7.49316633333333,22.292951,19.005908,24.735418,475,446,399,0,8.49316633333333
"SETDB2","Setdb2",2.900047,3.386507,4.440284,40,136,72,3.57561266666667,2.914422,5.760425,4.848668,158,234,179,0,4.57561266666667
"SETMAR","Setmar",2.771274,2.250111,2.344598,27,83,49,2.45532766666667,5.49532,6.590747,12.594389,113,135,144,0,3.45532766666667
"SETX","Setx",14.820588,15.543643,22.26368,603,2355,1506,17.542637,9.526633,9.673426,10.823225,631,713,458,0,18.542637
"SEZ6","Sez6",33.290878,43.768935,45.057394,335,1880,1146,40.7057356666667,33.097876,28.953882,15.615745,752,750,263,0,41.7057356666667
"SEZ6L","Sez6l",22.604026,22.474715,26.278937,886,3329,2207,23.7858926666667,50.154829,33.987331,38.482446,4106,3158,2311,0,24.7858926666667
"SEZ6L2","Sez6l2",139.022367,167.875162,167.729196,2085,9280,5048,158.208908333333,147.268068,186.911357,146.934323,3932,4754,2805,0,159.208908333333
"SF1","Sf1",67.380956,75.993769,72.515612,639,2583,1538,71.9634456666667,114.239297,132.251673,147.369769,1547,1745,1324,1.014327,36.2222447828315
"SF3A1","Sf3a1",18.94693,15.37243,18.36806,388,1600,901,17.5624733333333,47.678152,50.06218,58.803126,856,1058,718,11.7588946666667,1.45486531696424
"SF3A2","Sf3a2",29.988823,24.226606,27.53819,116,544,304,27.2512063333333,21.701532,27.367203,30.148368,264,345,289,5.99281933333333,4.04003092124312
"SF3A3","Sf3a3",17.13172,14.72469,15.034616,187,626,363,15.630342,122.608725,123.229683,116.192702,641,722,511,0.962048666666667,8.47600891992825
"SF3B1","Sf3b1",55.566004,53.241892,53.925434,1430,5758,3302,54.2444433333333,182.57944,132.125143,217.860784,2911,2898,2456,0.0846283333333333,50.9339850670814
"SF3B3","Sf3b3",32.417297,15.723172,25.022488,478,1746,1088,24.3876523333333,122.082622,118.232995,159.231554,1494,1617,1252,0.130902666666667,22.4490162430719
"SF3B4","Sf3b4",18.495099,19.14162,20.518769,230,863,525,19.3851626666667,23.215244,24.811623,21.352297,371,419,264,0,20.3851626666667
"SF3B5","Sf3b5",3.050596,3.293342,2.613706,79,318,143,2.98588133333333,36.169962,47.021656,47.817115,229,326,215,0.407574,2.83173839054525
"SF3B6","Sf3b6",124.178893,109.437634,119.624025,166,567,342,117.746850666667,49.869341,45.39983,53.814828,287,282,221,1.99291633333333,39.6759673313064
"SFI1","Sfi1",6.104205,11.150723,9.056981,67,381,203,8.77063633333333,24.221107,24.794236,28.501649,266,303,190,0,9.77063633333333
"SFMBT1","Sfmbt1",4.784457,5.553928,5.54042,252,1013,555,5.292935,1.575751,2.176176,2.220906,76,78,86,5.34348566666667,0.99203108995228
"SFMBT2","Sfmbt2",0.440912,1.161273,0.687521,19,135,64,0.763235333333333,6.607408,4.308981,4.037534,641,469,300,0.484654333333333,1.18764031043814
"SFN","Sfn",1.103341,1.552852,0.940257,11,59,20,1.19881666666667,0.135736,0.181602,0,2,3,0,0.369986666666667,1.60499128945294
"SFPQ","Sfpq",93.193593,88.907029,84.537962,776,3074,1661,88.879528,199.733951,190.926556,255.863241,3650,3714,3110,0,89.879528
"SFR1","Sfr1",54.72534,44.844565,46.819467,549,1667,995,48.7964573333333,1.072365,0.948777,1.568669,18,17,19,0,49.7964573333333
"SFRP1","Sfrp1",3.06092,3.143999,3.13677,89,340,192,3.11389633333333,6.040631,6.904944,8.098754,328,413,315,0.0849463333333333,3.7917970750627
"SFRP2","Sfrp2",0.883378,2.548898,2.193166,11,84,48,1.87514733333333,1.404442,2.542061,7.771407,33,66,129,0,2.87514733333333
"SFRP4","Sfrp4",0.687625,0.886216,0.913815,7,44,27,0.829218666666667,0,0.620294,0.875806,0,8,6,0,1.82921866666667
"SFRP5","Sfrp5",3.604294,3.367656,3.065526,43,145,75,3.34582533333333,0.330362,0.541156,0.472396,7,13,7,39.665974,0.106866377609284
"SFSWAP","Sfswap",48.157299,68.48824,65.267553,256,1205,601,60.6376973333333,33.539702,30.075817,30.484479,625,645,459,1.95235433333333,20.8774728146339
"SFT2D1","Sft2d1",41.31953,52.320136,48.392276,91,384,209,47.3439806666667,10.065241,14.847791,14.674192,94,118,94,0.029304,46.9676409172282
"SFT2D2","Sft2d2",4.721394,5.37208,5.646892,179,740,427,5.24678866666667,2.370146,2.215745,2.012345,361,364,218,0,6.24678866666667
"SFT2D3","Sft2d3",1.903157,2.056316,2.067557,32,122,70,2.00901,0.04932,0,0,2,0,0,0.350144333333333,2.22865802248797
"SFTA2","Sfta2",0.352629,0.09975,0,1,1,0,0.150793,0,0,0,0,0,0,0.195445333333333,0.962647950443015
"SFTPA2","Sftpa1",0,0,0,0,0,0,0,0.07146,0,0,2,0,0,0,1
"SFTPB","Sftpb",0,0.03946,0,0,1,0,0.0131533333333333,0.047486,0.137777,0.08421,1,7,3,0.184127333333333,0.855611812017964
"SFTPC","Sftpc",0,0.46718,0.472917,0,7,4,0.313365666666667,0.375024,0.578434,0.639745,2,3,4,0,1.31336566666667
"SFTPD","Sftpd",0,0,0,0,0,0,0,0.612843,1.294688,1.245189,9,21,13,0,1
"SFXN1","Sfxn1",12.882135,12.384184,13.479156,237,859,529,12.9151583333333,50.38967,63.37094,52.9356,1193,1539,996,1.968207,4.68806870050954
"SFXN2","Sfxn2",1.762966,1.736045,2.92355,22,144,69,2.14085366666667,1.331081,1.359818,1.680598,79,70,49,50.7185863333333,0.0607296890603977
"SFXN3","Sfxn3",25.533555,33.576637,27.081085,252,1300,678,28.7304256666667,86.991572,88.237873,84.328957,1572,1619,1096,0.263716333333333,23.526186124576
"SFXN4","Sfxn4",3.758553,5.65238,6.596487,35,198,133,5.33580666666667,71.506312,71.782653,43.228829,196,233,127,0,6.33580666666667
"SFXN5","Sfxn5",56.666211,49.3055,55.925284,1310,4417,2868,53.965665,10.429807,17.087034,11.814562,362,395,203,0.0503676666666667,52.3299285996046
"SGCA","Sgca",0.113928,0.569494,1.904037,1,9,9,0.862486333333333,0,0,0,0,0,0,5.264193,0.297322629320861
"SGCB","Sgcb",15.67716,13.652054,14.530012,399,1252,784,14.619742,27.516958,26.445912,24.77967,1218,1146,808,0.0301746666666667,15.1622268586169
"SGCD","Sgcd",2.41787,0.879996,1.19158,15,28,14,1.496482,2.198439,2.230188,3.38897,235,245,306,0,2.496482
"SGCE","Sgce",21.135694,16.777917,16.607219,170,542,334,18.17361,40.483771,35.925339,48.9961,362,349,274,0,19.17361
"SGCG","Sgcg",0.132605,1.387681,2.294636,2,28,28,1.27164066666667,1.318325,1.066023,1.560029,25,22,21,26.182003,0.0835714964297026
"SGCZ","Sgcz",0.78488,0.73389,0.556622,12,45,19,0.691797333333333,0.407735,0.236993,0.756507,39,24,52,8.91249,0.170673295340861
"SGF29","Sgf29",37.891153,29.37302,32.398194,58,193,113,33.220789,11.43481,4.50935,9.814031,58,56,66,0,34.220789
"SGIP1","Sgip1",43.842541,54.149427,57.288152,847,3249,1908,51.76004,31.813093,36.717251,22.062794,1660,1805,1334,0.819895,28.9907055077353
"SGK1","Sgk1",95.877036,117.042186,58.915126,768,3867,973,90.6114493333333,17.966883,19.197062,15.902468,96,108,60,0,91.6114493333333
"SGK2","Sgk2",0.912401,1.426578,1.30674,16,72,44,1.21523966666667,1.916806,1.323748,2.031462,20,27,13,0.04441,2.12104409826282
"SGK3","Sgk3",5.147835,4.850635,5.339024,115,380,241,5.112498,1.548737,1.03261,3.070298,36,37,34,0.028946,5.94054304113141
"SGMS1","Sgms1",25.951277,32.657931,33.152718,295,1088,569,30.5873086666667,6.016992,6.955069,3.69549,206,174,106,0,31.5873086666667
"SGMS2","Sgms2",3.996809,4.089098,7.403371,45,304,170,5.16309266666667,0.205293,0.333835,0.151561,17,27,9,0.150854333333333,5.35523261994061
"SGO1","Sgo1",0.162889,0.043713,0.115708,4,4,6,0.107436666666667,1.111589,0.551465,0.148923,13,8,4,1.515189,0.440299582523089
"SGPL1","Sgpl1",13.58753,14.237901,11.772903,251,895,588,13.1994446666667,23.594523,24.187058,25.160462,817,905,719,0,14.1994446666667
"SGPP1","Sgpp1",17.393408,17.135677,18.695159,369,1312,817,17.7414146666667,5.232568,5.1909,4.149279,202,216,114,0.0442326666666667,17.9475468110874
"SGPP2","Sgpp2",21.675887,22.060738,22.025783,584,2252,1273,21.9208026666667,1.619669,1.589551,1.743147,108,115,82,0.0250346666666667,22.3610024246334
"SGSM1","Sgsm1",16.708657,20.100127,19.950763,492,2280,1272,18.919849,9.917993,9.059487,7.686069,562,794,423,0,19.919849
"SGSM2","Sgsm2",7.163158,7.313246,7.118268,180,902,499,7.198224,170.965902,175.555396,268.462859,1878,1990,1657,3.014416,2.04219592588312
"SGSM3","Sgsm3",29.497259,41.269936,39.629985,172,846,475,36.79906,52.032305,61.128427,66.42773,556,708,495,0,37.79906
"SGTA","Sgta",40.01835,48.594297,49.416523,420,1970,1128,46.0097233333333,29.829197,37.992353,41.220425,686,873,659,337.598656333333,0.13883611896869
"SGTB","Sgtb",23.652752,19.135692,19.941778,459,1412,847,20.910074,11.269995,13.360885,14.181136,815,985,716,225.520027,0.0967246662035759
"SH2B1","Sh2b1",16.667532,22.985575,27.438274,270,1229,819,22.3637936666667,38.475665,48.349579,51.501101,562,728,532,0,23.3637936666667
"SH2B2","Sh2b2",8.101556,2.253404,1.686134,31,111,59,4.013698,8.316924,7.988642,7.01423,98,92,74,0,5.013698
"SH2B3","Sh2b3",4.251623,6.013918,7.976797,114,503,382,6.08077933333333,3.678697,3.578722,3.631222,225,253,167,0.0916633333333333,6.48622988161796
"SH2D1A","Sh2d1a",0.067744,0.272633,0,1,6,0,0.113459,0.073159,0,0.051149,2,0,1,0,1.113459
"SH2D1B","Sh2d1b2",0,0,0,0,0,0,0,0.212993,0.05796,0,2,2,0,0.501868,0.665837477061899
"SH2D2A","Sh2d2a",0.03284,0,0,1,0,0,0.0109466666666667,0.053087,0.386625,0.227416,1,3,3,0,1.01094666666667
"SH2D3C","Sh2d3c",7.791027,9.632444,10.932542,109,520,329,9.45200433333333,11.370648,12.263736,16.811308,230,315,318,0.0194776666666667,10.2523131943711
"SH2D4A","Sh2d4a",0.413368,0.32651,0.144137,5,14,4,0.294671666666667,1.1327,1.107301,1.197481,9,9,9,0.867024,0.693441362653435
"SH2D4B","Sh2d4b",0.153634,0.080472,0.281029,1,5,9,0.171711666666667,0.200197,0.258936,0.282072,7,4,6,2.7e-05,1.17168003130582
"SH2D5","Sh2d5",7.049909,10.169624,7.333205,130,585,331,8.184246,1.753691,1.893737,1.141632,59,48,22,0.291882,7.10919882775671
"SH2D6","Sh2d6",0.570763,0.294223,0.267318,3,7,4,0.377434666666667,0.194007,1.347544,0,3,9,0,1.54332133333333,0.541588924928086
"SH2D7","Sh2d7",0,0,0.025543,0,0,1,0.00851433333333333,0.727873,1.128332,0.786172,22,39,20,0,1.00851433333333
"SH3BGR","Sh3bgr",64.544639,59.255184,62.550905,85,277,141,62.1169093333333,11.032964,10.515099,23.879189,5,31,18,0.000664666666666667,63.0749854929757
"SH3BGRL","Sh3bgrl",33.049879,33.420118,28.7728,298,1289,742,31.747599,66.930813,71.179821,92.860263,1364,1601,1351,0.326438,24.688375182255
"SH3BGRL2","Sh3bgrl2",20.166983,17.457302,15.135104,411,1618,873,17.586463,16.442529,24.465898,26.615202,1015,1618,1174,0,18.586463
"SH3BGRL3","Sh3bgrl3",86.420165,67.499238,77.117923,147,582,341,77.012442,137.538031,163.049261,145.787798,989,1287,745,0.0709083333333333,72.8469837910185
"SH3BP1","Sh3bp1",4.849524,18.670294,14.065483,40,191,106,12.5284336666667,1.1737,2.246362,0.499351,12,32,10,11.8886233333333,1.04964147968221
"SH3BP2","Sh3bp2",0.999663,0.965537,11.770414,19,64,38,4.578538,38.18947,34.302529,44.674124,868,946,871,0.0113416666666667,5.51597762048764
"SH3BP4","Sh3bp4",1.924598,2.813132,2.951998,66,368,218,2.56324266666667,4.181577,4.856742,3.853211,183,332,189,0.011369,3.52318754743982
"SH3BP5","Sh3bp5",32.101654,56.202578,49.080584,327,1359,820,45.7949386666667,35.136719,40.374947,38.490734,854,966,706,0.0904333333333333,42.914075749702
"SH3BP5L","Sh3bp5l",54.391485,39.086951,46.867342,276,1274,693,46.781926,12.025667,14.049328,19.186166,448,577,472,0.372718666666667,34.8082437867822
"SH3D19","Sh3d19",4.871148,4.192558,4.068311,130,502,313,4.377339,7.597752,7.718912,8.44676,372,414,327,0.189192666666667,4.52184002704356
"SH3D21","Sh3d21",0.457306,0.674506,0.819601,6,30,20,0.650471,8.356827,9.832022,12.690909,205,284,222,16.1992173333333,0.0959619829212384
"SH3GL1","Sh3gl1",11.85963,12.361001,11.803569,139,627,337,12.0080666666667,15.385608,13.305695,12.779565,318,336,264,0,13.0080666666667
"SH3GL2","Sh3gl2",130.874606,131.192026,142.756703,2011,7676,4776,134.941111666667,11.596897,13.190325,14.83912,389,481,353,0.185317666666667,114.687493057417
"SH3GL3","Sh3gl3",16.767303,13.894504,12.948379,97,333,165,14.5367286666667,14.348517,18.307796,26.747041,289,302,282,2.07210566666667,5.05735490652069
"SH3GLB1","Sh3glb1",31.232902,32.893007,28.963148,560,2224,1369,31.0296856666667,42.830045,46.273355,49.11994,2499,2656,2104,2.073932,10.4197769067978
"SH3GLB2","Sh3glb2",88.741667,122.343518,124.165631,611,2965,1698,111.750272,20.60158,24.624093,25.286332,489,639,478,0.403315666666667,80.3456233534531
"SH3KBP1","Sh3kbp1",7.666382,8.165668,8.254567,138,490,299,8.02887233333333,34.106783,36.537246,47.62603,752,869,658,0.308268666666667,6.90139003048813
"SH3PXD2A","Sh3pxd2a",3.370331,3.752192,3.921455,243,993,598,3.681326,14.479037,14.741915,18.424754,2255,2520,2042,0,4.681326
"SH3PXD2B","Sh3pxd2b",3.053591,3.313408,3.598361,158,640,363,3.32178666666667,30.508015,21.215132,38.296406,1137,1194,1151,0.028619,4.20154271568644
"SH3RF1","Sh3rf1",1.777184,2.752099,2.520697,65,297,194,2.34999333333333,4.981501,4.047039,5.222598,293,287,254,0,3.34999333333333
"SH3RF2","Sh3rf2",0.500259,0.043666,0.061726,3,5,4,0.201883666666667,0.026555,0.046352,0.232281,2,2,2,0.0219066666666667,1.17611882363686
"SH3RF3","Sh3rf3",0.559864,1.177554,1.562022,18,101,59,1.09981333333333,1.896054,2.347277,1.965948,143,199,104,0.496789666666667,1.40287802628247
"SH3TC2","Sh3tc2",1.11345,1.128565,1.12131,34,127,75,1.12110833333333,0.022196,0.533591,0.037455,3,8,3,1.77134733333333,0.765370802793635
"SH3YL1","Sh3yl1",6.012587,4.640129,3.751769,56,191,87,4.801495,20.919335,19.228214,16.471534,247,268,198,0,5.801495
"SHANK1","Shank1",19.775951,22.716256,25.516944,1014,4356,2697,22.669717,50.806942,54.594235,72.928022,1130,1713,1248,0.442362666666667,16.410378295981
"SHANK2","Shank2",15.090478,15.027899,18.45581,866,3114,2105,16.1913956666667,7.409633,9.896772,8.918157,691,761,548,5.02829266666667,2.85178517654363
"SHANK3","Shank3",43.872683,40.854056,45.390608,776,2993,1824,43.372449,21.795688,24.457708,20.11391,712,1010,726,0.0166766666666667,43.6446025121064
"SHARPIN","Sharpin",49.675879,57.759108,60.675752,136,535,307,56.036913,15.370796,23.627482,25.891772,144,219,129,1.612182,21.8349690029255
"SHB","Shb",3.866329,4.689048,3.081373,22,131,54,3.87891666666667,1.445772,1.627951,1.478165,109,138,78,19.1912646666667,0.241635021243675
"SHBG","Shbg",0,0,0,0,0,0,0,0.255153,0.233247,0,1,1,0,3.29404866666667,0.232880453303355
"SHC1","Shc1",5.094946,3.320492,4.380335,65,231,141,4.26525766666667,54.129499,68.321876,84.405898,1204,1454,1169,1.96163433333333,1.77782165995509
"SHC2","Shc2",5.687102,6.731022,6.022414,120,531,272,6.146846,94.351455,99.28303,119.308911,1818,2064,1588,0,7.146846
"SHC3","Shc3",5.470337,6.429109,7.491614,93,348,233,6.46368666666667,23.628622,21.40592,25.396559,3067,3103,2323,0.0274233333333333,7.26447066609999
"SHC4","Shc4",2.405653,2.555688,2.352142,66,266,138,2.43782766666667,11.122429,15.760817,12.966443,677,897,513,0.132747,3.03494749195245
"SHCBP1","Shcbp1",0.492391,1.137638,0.840355,5,25,9,0.823461333333333,0.339238,0.301088,3.519766,16,10,21,0,1.82346133333333
"SHCBP1L","Shcbp1l",0.792334,1.032505,1.170871,9,32,24,0.99857,0.167721,0.157492,0,1,1,0,0.103660666666667,1.81085551054038
"SHD","Shd",29.867006,35.729233,34.487271,109,619,309,33.36117,3.393568,2.11709,7.950923,8,27,32,0.684866,20.3940075946693
"SHE","She",1.026135,1.069789,0.986317,40,143,81,1.02741366666667,0.072317,0.080903,0.034355,6,8,2,0,2.02741366666667
"SHF","Shf",71.501559,80.212546,89.047659,369,1511,1091,80.2539213333333,42.983527,36.676495,46.954257,474,449,350,0,81.2539213333333
"SHFL","Shfl",15.910514,22.607384,20.40468,163,887,440,19.6408593333333,10.483053,20.368595,13.415137,200,314,169,27.1172436666667,0.734099671291867
"SHH","Shh",1.861285,1.571299,1.431206,34,102,53,1.62126333333333,0.29472,0.59691,0.857897,17,22,13,0.094133,2.39574469770433
"SHISA2","Shisa2",0.84493,1.385061,1.559191,17,100,64,1.26306066666667,1.610774,3.514544,2.349777,73,180,74,0.045801,2.1639496105537
"SHISA3","Shisa3",0.080567,0.245042,0.18572,2,16,8,0.170443,0.038301,0.068404,0.054549,1,2,1,9.96119533333333,0.106780598685314
"SHISA4","Shisa4",40.590794,43.859017,43.771383,348,1408,806,42.740398,13.97763,22.625474,13.438822,158,284,100,0,43.740398
"SHISA5","Shisa5",29.303501,28.184738,27.60899,166,572,304,28.365743,116.074876,94.752668,96.138107,1636,1702,1122,0,29.365743
"SHISA6","Shisa6",49.749175,67.080066,59.870958,622,2485,1751,58.9000663333333,88.974062,55.494884,49.96985,5108,3230,2209,0,59.9000663333333
"SHISA7","Shisa7",2.19294,5.160837,4.834626,76,437,244,4.062801,11.067436,9.852901,12.397951,809,816,631,16.9998466666667,0.281269118218414
"SHISA8","Shisa8",9.227401,8.601031,9.095675,86,254,182,8.97470233333333,0,0.085857,0,0,1,0,0,9.97470233333333
"SHISA9","Shisa9",9.157559,8.788939,9.779643,242,865,552,9.242047,7.549088,3.898483,7.559676,438,265,290,0,10.242047
