"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"IL24","Il24",0,0,0,0,0,0,0,0.8729,0.8729,0.533931336430135
"IL27","Il27",0,0,0,0,0,0,0,0,0,1
"IL27RA","Il27ra",0.201839,0.200792,0.298438,18,17,19,0.233689666666667,2.12533,2.12533,0.394739008893994
"IL2RA","Il2ra",0.333112,0.213131,0.335982,32,27,34,0.294075,0.78435,0.78435,0.725236080365399
"IL2RB","Il2rb",0.0276,0.052481,0.091889,4,5,6,0.0573233333333333,0.25302,0.25302,0.84381999755258
"IL2RG","Il2rg",3.269824,2.087911,1.517426,83,67,46,2.29172033333333,2.3657,2.3657,0.978019530360203
"IL3","Il3",0,0,0,0,0,0,0,0,0,1
"IL31","Il31",0,0,0,0,0,0,0,0,0,1
"IL31RA","Il31ra",0,0,0,0,0,0,0,0.21506,0.21506,0.823004625285994
"IL33","Il33",0.515753,0.985869,1.158801,39,38,35,0.886807666666667,42.79758,42.79758,0.0430801808379976
"IL34","Il34",1.647026,1.454142,2.23985,28,39,41,1.78033933333333,0.40482,0.40482,1.97914276087565
"IL3RA","Il3ra",0.920215,0.758164,0.977074,20,25,18,0.885151,0,0,1.885151
"IL4","Il4",0.416068,0.336662,0.143974,4,3,1,0.298901333333333,0,0,1.29890133333333
"IL4I1","Il4i1",0.118201,0.156643,0.0204,1,3,1,0.0984146666666667,0,0,1.09841466666667
"IL5","Il5",0,0,0,0,0,0,0,0.11386,0.11386,0.897778895013736
"IL5RA","Il5ra",0.014921,0,0.064549,1,0,5,0.02649,0.10121,0.10121,0.932147365171039
"IL6","Il6",0.139295,0,0.112676,3,0,2,0.0839903333333333,0,0,1.08399033333333
"IL6R","Il6ra",0.340115,0.419052,0.277088,75,69,40,0.345418333333333,3.63077,3.63077,0.290538794484143
"IL6ST","Il6st",84.889812,71.651232,66.542078,2140,1858,1543,74.3610406666667,68.82023,68.82023,1.07935824139603
"IL7","Il7",0.057224,0.038528,0.076189,4,2,4,0.0573136666666667,0.8476,0.8476,0.57226329652883
"IL7R","Il7r",0.051531,0.036814,0,6,4,0,0.0294483333333333,0.35422,0.35422,0.760178060679456
"IL9","Il9",0,0,0,0,0,0,0,0,0,1
"IL9R","Il9r",0,0,0,0,0,0,0,0,0,1
"ILDR1","Ildr1",0,0,0,0,0,0,0,0,0,1
"ILDR2","Ildr2",0.058176,0.060494,0.037047,13,11,7,0.0519056666666667,0.7717,0.7717,0.593726740795093
"ILF2","Ilf2",4.967753,5.439911,5.311424,233,231,187,5.239696,134.36391,134.36391,0.0460957133995317
"ILF3","Ilf3",5.307478,6.599199,6.43572,277,282,251,6.11413233333333,51.53927,51.53927,0.135405998852541
"ILK","Ilk",19.121285,20.615066,21.824925,619,595,547,20.5204253333333,170.25416,170.25416,0.125663664656866
"ILKAP","Ilkap",9.453218,7.702454,9.389989,272,247,198,8.84855366666667,38.86319,38.86319,0.247058844680184
"ILVBL","Ilvbl",24.045928,29.479517,39.992514,229,211,165,31.172653,10.24713,10.24713,2.86052112850123
"IMMP1L","Immp1l",13.059081,13.584452,12.570297,322,305,221,13.0712766666667,48.35127,48.35127,0.285124915056222
"IMMP2L","Immp2l",29.56976,45.610957,29.886759,104,113,77,35.022492,27.7052,27.7052,1.25491172331146
"IMMT","Immt",216.380472,207.607752,253.873728,5444,5170,4487,225.953984,398.14527,398.14527,0.568599958606549
"IMP3","Imp3",7.429012,7.266026,6.936055,174,178,109,7.21036433333333,31.00706,31.00706,0.256517291289276
"IMP4","Imp4",6.057387,3.477575,5.819865,221,188,153,5.11827566666667,18.87496,18.87496,0.307838388940992
"IMPA1","Impa1",6.614288,6.278431,8.689382,160,178,145,7.19403366666667,70.08531,70.08531,0.115270421788505
"IMPA2","Impa2",6.420247,4.842706,8.624116,154,141,152,6.629023,27.08531,27.08531,0.271637485931257
"IMPACT","Impact",5.264048,6.681132,5.345399,233,249,156,5.76352633333333,22.24007,22.24007,0.291028655823039
"IMPDH1","Impdh1",7.234186,4.691505,5.515829,199,191,171,5.81384,4.31392,4.31392,1.28226243526436
"IMPDH2","Impdh2",29.043233,28.426033,27.085415,304,316,204,28.1848936666667,68.16239,68.16239,0.421976361237179
"IMPG1","Impg1",0,0,0,0,0,0,0,0.25302,0.25302,0.798071858390129
"IMPG2","Impg2",0.008713,0.01893,0.037361,2,4,3,0.021668,0.03795,0.03795,0.984313309889686
"INA","Ina",0,0,0.030025,0,0,2,0.0100083333333333,0.0506,0.0506,0.961363347928168
"INCA1","Inca1",1.132386,1.038983,1.334958,37,32,30,1.16877566666667,1.32833,1.32833,0.931472629166255
"INCENP","Incenp",1.920691,0.903101,1.315418,43,27,25,1.37973666666667,3.66873,3.66873,0.509718203165886
"INF2","Inf2",1.613723,1.68121,1.756257,181,180,134,1.68373,3.54222,3.54222,0.590841042485833
"ING1","Ing1",2.81959,4.180039,4.777361,131,128,136,3.92566333333333,3.99765,3.99765,0.985595896738134
"ING2","Ing2",1.231427,1.325685,1.16638,37,30,22,1.241164,18.45748,18.45748,0.115182644412329
"ING3","Ing3",2.202243,2.981208,3.028614,89,88,63,2.737355,20.92439,20.92439,0.170465632111087
"ING4","Ing4",4.297115,3.62898,4.245217,191,159,144,4.057104,34.44807,34.44807,0.142662322659598
"ING5","Ing5",0.993607,0.937389,0.843432,147,129,90,0.924809333333333,7.00853,7.00853,0.240344898918195
"INHA","Inha",0.642438,0.526936,0.360762,30,24,12,0.510045333333333,0.63254,0.63254,0.924966820618994
"INHBA","Inhba",0.128114,0.13773,0.118782,20,18,11,0.128208666666667,2.89703,2.89703,0.289504742500485
"INHBB","Inhbb",0.146591,0.100652,0.115974,17,13,9,0.121072333333333,0.64519,0.64519,0.681424232662084
"INHBC","Inhbc",0,0,0,0,0,0,0,0,0,1
"INHBE","Inhbe",0.005514,0,0.030725,1,0,4,0.0120796666666667,0.21506,0.21506,0.832946246824574
"INIP","Inip",1.345292,1.736095,1.429104,99,106,62,1.503497,15.50985,15.50985,0.15163656847276
"INMT","Inmt",1.965441,2.469412,2.304539,60,70,49,2.246464,31.98117,31.98117,0.0984338639290237
"INO80","Ino80",1.161817,1.248359,1.162379,193,248,159,1.19085166666667,14.91527,14.91527,0.137657210130062
"INO80B","Ino80b",2.829773,4.258585,5.713292,36,49,40,4.26721666666667,14.80141,14.80141,0.333338396172662
"INO80C","Ino80c",2.810499,3.753643,3.402327,206,222,189,3.32215633333333,29.23595,29.23595,0.142947594943547
"INO80D","Ino80d",0.763503,0.811891,0.937983,355,346,274,0.837792333333333,5.51574,5.51574,0.282054276771838
"INPP1","Inpp1",1.978341,3.100404,2.393378,161,163,118,2.49070766666667,36.18122,36.18122,0.0938836236860078
"INPP4A","Inpp4a",3.37766,1.519906,2.74053,258,183,186,2.546032,12.00559,12.00559,0.272654450893808
"INPP4B","Inpp4b",4.867746,4.834239,5.22448,645,617,569,4.97548833333333,27.30038,27.30038,0.211145162479562
"INPP5A","Inpp5a",61.212886,67.822036,53.804704,2840,2855,2378,60.946542,70.36362,70.36362,0.868040914964796
"INPP5B","Inpp5b",2.943288,7.06383,8.463865,110,85,80,6.15699433333333,16.10444,16.10444,0.418429035579846
"INPP5D","Inpp5d",2.217623,2.256438,1.359621,102,90,59,1.94456066666667,3.84584,3.84584,0.607647108997958
"INPP5E","Inpp5e",4.343334,3.837006,3.545359,255,215,193,3.90856633333333,3.41571,3.41571,1.11161428928379
"INPP5F","Inpp5f",1.357019,1.560246,1.384812,83,76,64,1.43402566666667,8.22301,8.22301,0.263907950513625
"INPP5J","Inpp5j",2.047443,1.627188,2.108267,225,186,156,1.92763266666667,6.27479,6.27479,0.402435350940256
"INPP5K","Inpp5k",4.638132,5.655646,6.625612,318,289,268,5.63979666666667,31.93056,31.93056,0.201630238497817
"INPPL1","Inppl1",34.785069,53.819688,50.621423,1745,1741,1686,46.4087266666667,87.64459,87.64459,0.534818048869837
"INS","Ins2",0.129148,0,0,1,0,0,0.0430493333333333,0,0,1.04304933333333
"INSC","Insc",0,0.018545,0.484856,0,1,4,0.167800333333333,0.26567,0.26567,0.922673630040479
"INSIG1","Insig1",2.068659,1.985788,1.945335,157,149,98,1.99992733333333,8.88085,8.88085,0.303610249455597
"INSIG2","Insig2",80.58014,79.890328,86.070224,553,504,471,82.1802306666667,25.65578,25.65578,3.12053260743699
"INSL3","Insl3",1.217325,1.225901,0.667285,14,17,5,1.036837,0,0,2.036837
"INSL5","Insl5",0,0,0,0,0,0,0,0,0,1
"INSL6","Insl6",0,0,0.087862,0,0,1,0.0292873333333333,0,0,1.02928733333333
"INSM1","Insm1",0,0,0.023168,0,0,1,0.00772266666666667,0.0253,0.0253,0.982856399752918
"INSM2","Insm2",0,0,0,0,0,0,0,0.06325,0.06325,0.940512579355749
"INSR","Insr",9.330195,8.984813,9.674991,2191,1842,1460,9.32999966666667,48.12356,48.12356,0.210286055543749
"INSRR","Insrr",0.005502,0,0,1,0,0,0.001834,0.08856,0.08856,0.920329609759682
"INTS1","Ints1",3.032807,4.400366,3.340995,366,398,322,3.59138933333333,1.37893,1.37893,1.93002288143549
"INTS10","Ints10",5.216836,3.431624,6.027689,235,196,174,4.89204966666667,33.34745,33.34745,0.171542564780403
"INTS12","Ints12",1.765639,1.442924,1.683585,76,86,57,1.630716,38.72403,38.72403,0.0662248014614831
"INTS2","Ints2",1.594745,1.09469,0.742243,83,79,66,1.14389266666667,9.02,9.02,0.213961343978709
"INTS3","Ints3",1.967826,2.542875,2.474048,273,285,211,2.32824966666667,34.04324,34.04324,0.0949755121577419
"INTS4","Ints4",7.603708,7.047911,6.033431,432,370,254,6.89501666666667,21.67078,21.67078,0.348246362351303
"INTS5","Ints5",0.893968,0.81199,0.993603,101,86,80,0.899853666666667,1.34098,1.34098,0.811563390830621
"INTS6","Ints6",4.719548,5.030856,5.469552,190,152,175,5.07331866666667,29.91909,29.91909,0.196426177700141
"INTS7","Ints7",1.546133,0.953305,1.373376,189,114,92,1.290938,9.89291,9.89291,0.210314599129158
"INTS8","Ints8",2.726063,2.848029,3.896374,155,164,105,3.156822,52.76639,52.76639,0.0773126482919906
"INTS9","Ints9",1.249909,1.344448,1.268339,109,108,80,1.28756533333333,14.51044,14.51044,0.147485521579874
"INTU","Intu",3.485947,3.234646,3.482346,538,553,469,3.40097966666667,9.51338,9.51338,0.418607495084042
"INVS","Invs",0.439046,0.392704,0.437426,51,44,44,0.423058666666667,5.21212,5.21212,0.22907778128347
"IP6K1","Ip6k1",18.685909,18.803418,56.072492,572,512,408,31.187273,6.26213,6.26213,4.43220831904689
"IP6K2","Ip6k2",3.206454,3.635974,4.398278,92,96,66,3.746902,75.62635,75.62635,0.0619486899741408
"IP6K3","Ip6k3",1.559187,2.013483,2.166453,120,145,119,1.913041,34.25831,34.25831,0.0826199837712017
"IPCEF1","Ipcef1",0,0.011094,0.007034,0,2,1,0.00604266666666667,0.20241,0.20241,0.836688539405583
"IPMK","Ipmk",1.788135,1.705135,1.646421,231,245,204,1.71323033333333,2.45425,2.45425,0.785475959566717
"IPO11","Ipo11",4.370289,5.185726,4.312409,344,318,235,4.622808,30.93115,30.93115,0.176091622130741
"IPO13","Ipo13",13.520516,15.027994,16.590065,806,778,774,15.0461916666667,30.33656,30.33656,0.512059768738709
"IPO4","Ipo4",14.699695,18.502342,22.460295,262,348,205,18.5541106666667,2.54281,2.54281,5.51937887345544
"IPO5","Ipo5",15.088627,14.45868,15.952604,2052,1840,1583,15.166637,101.96527,101.96527,0.157010582306053
"IPO7","Ipo7",11.988915,11.317975,11.992602,1745,1673,1356,11.7664973333333,105.38098,105.38098,0.120007329631042
"IPO8","Ipo8",3.997253,3.043813,4.558125,378,280,224,3.866397,25.99735,25.99735,0.180254617582837
"IPO9","Ipo9",7.794671,5.299426,7.770078,384,356,315,6.954725,16.23095,16.23095,0.46165330408364
"IPP","Ipp",1.638701,1.777455,1.978557,106,107,92,1.79823766666667,18.96352,18.96352,0.140167548942605
"IPPK","Ippk",0.893288,1.033741,0.9008,88,99,68,0.942609666666667,11.24654,11.24654,0.158625184473873
"IQCB1","Iqcb1",5.790918,8.999222,3.99195,83,86,72,6.26069666666667,12.44837,12.44837,0.539894178005711
"IQCC","Iqcc",4.085523,3.768897,4.607264,104,87,85,4.15389466666667,1.94822,1.94822,1.74813774639161
"IQCD","Iqcd",0.040503,0,0,2,0,0,0.013501,1.35363,1.35363,0.430611863376996
"IQCE","Iqce",0.925182,0.82024,1.134771,43,44,32,0.960064333333333,2.83377,2.83377,0.51126289092286
"IQCF1","Iqcf1",0,0,0,0,0,0,0,0,0,1
"IQCF5","Iqcf5",0,0,0,0,0,0,0,0,0,1
"IQCG","Iqcg",0.23197,0.062403,0.199899,4,2,3,0.164757333333333,8.9441,8.9441,0.117130492788018
"IQCH","Iqch",0.008464,0,0,1,0,0,0.00282133333333333,1.18917,1.18917,0.458082895952956
"IQCJ","Iqcj",0,0,0,0,0,0,0,0.11386,0.11386,0.897778895013736
"IQGAP1","Iqgap1",3.044923,3.290586,2.779618,557,643,486,3.03837566666667,94.28624,94.28624,0.0423815197941137
"IQGAP2","Iqgap2",1.642764,0.583214,1.309469,41,39,35,1.17848233333333,6.83142,6.83142,0.278172072667962
"IQSEC1","Iqsec1",36.140954,36.637097,31.556426,961,937,910,34.778159,25.55457,25.55457,1.34734469434075
"IQSEC2","Iqsec2",9.361061,8.84505,12.024881,475,459,395,10.0769973333333,5.84466,5.84466,1.61834150028392
"IQSEC3","Iqsec3",0.091484,0.100214,0.084285,23,24,15,0.0919943333333333,0.13916,0.13916,0.958596100050329
"IQUB","Iqub",0.008947,0.009816,0.012386,1,1,1,0.010383,0.49338,0.49338,0.676574615971822
"IRAK1","Irak1",18.475281,20.543319,24.881627,824,840,760,21.3000756666667,8.79229,8.79229,2.27730956361246
"IRAK1BP1","Irak1bp1",0.596436,0.507425,0.696067,25,22,22,0.599976,2.83377,2.83377,0.417337503293103
"IRAK2","Irak2",1.450223,1.663044,1.068923,67,71,77,1.39406333333333,1.21447,1.21447,1.08109991706067
"IRAK3","Irak3",0.685876,0.739907,0.661366,60,47,45,0.695716333333333,7.10974,7.10974,0.209096263669777
"IRAK4","Irak4",0.387062,0.605763,0.535462,35,51,35,0.509429,9.63989,9.63989,0.141865094469962
"IREB2","Ireb2",3.868862,4.326696,3.925532,576,532,469,4.04036333333333,19.38099,19.38099,0.247307090250932
"IRF1","Irf1",3.656406,4.095725,4.20769,203,187,153,3.986607,6.78082,6.78082,0.640884508316604
"IRF2","Irf2",5.917373,9.792902,10.13209,167,184,120,8.61412166666667,25.2889,25.2889,0.365710306124131
"IRF2BP1","Irf2bp1",1.474333,1.645383,2.039887,120,151,110,1.71986766666667,0.98676,0.98676,1.36899659076419
"IRF2BP2","Irf2bp2",2.558698,2.735909,2.934442,372,415,292,2.74301633333333,38.64813,38.64813,0.0944058731983913
"IRF2BPL","Irf2bpl",2.143393,2.526657,3.348619,276,371,271,2.67288966666667,7.05913,7.05913,0.45574270010121
"IRF3","Irf3",8.224272,7.482756,9.769556,180,191,126,8.49219466666667,6.89467,6.89467,1.2023548377154
"IRF4","Irf4",0.133344,0.095575,0.097027,21,14,11,0.108648666666667,0.13916,0.13916,0.97321593688917
"IRF5","Irf5",0.789447,1.122704,1.085538,34,33,25,0.999229666666667,0.98676,0.98676,1.00627638298872
"IRF6","Irf6",0.096016,0.184957,0.113108,12,8,10,0.131360333333333,23.35334,23.35334,0.0464560644795882
"IRF7","Irf7",2.18468,6.636829,4.50906,51,166,71,4.443523,0.22771,0.22771,4.43388340894837
"IRF8","Irf8",0.464217,0.309057,1.005543,32,21,42,0.592939,1.11327,1.11327,0.75377921420358
"IRF9","Irf9",1.682452,3.401211,3.014215,130,180,98,2.69929266666667,61.35627,61.35627,0.0593251114389406
"IRGQ","Irgq",1.534978,1.473075,1.947981,312,301,278,1.65201133333333,10.57605,10.57605,0.229094668158252
"IRS1","Irs1",1.329322,0.774214,0.829068,427,235,188,0.977534666666667,6.5784,6.5784,0.26094355888666
"IRS2","Irs2",0.775915,0.525649,1.153392,166,113,172,0.818318666666667,7.03383,7.03383,0.226332728806393
"IRS4","Irs4",0,0,0,0,0,0,0,0,0,1
"IRX1","Irx1",1.323479,2.383604,1.440255,39,65,27,1.71577933333333,0,0,2.71577933333333
"IRX2","Irx2",1.273272,0.921975,1.047025,33,41,27,1.08075733333333,4.26331,4.26331,0.395332468225002
"IRX3","Irx3",2.15586,2.116101,2.897471,158,192,133,2.38981066666667,94.27359,94.27359,0.0355797516044758
"IRX4","Irx4",2.352879,2.853567,3.821885,190,228,218,3.00944366666667,1.03736,1.03736,1.96796033428882
"IRX5","Irx5",0.865019,0.605386,1.253036,54,44,50,0.907813666666667,21.87319,21.87319,0.0834082900840096
"IRX6","Irx6",0,0,0,0,0,0,0,3.39041,3.39041,0.227769160511205
"ISCA1","Isca1",42.917448,48.714768,54.007005,2540,2650,2284,48.546407,181.90553,181.90553,0.270885232392919
"ISCA2","Isca2",18.603254,20.039406,19.74912,285,284,224,19.4639266666667,54.90437,54.90437,0.366052361678822
"ISCU","Iscu",27.588493,29.646694,31.708665,547,554,465,29.6479506666667,860.93601,860.93601,0.0355571066890066
"ISG15","Isg15",1.691865,3.185047,1.621837,28,49,19,2.16624966666667,0,0,3.16624966666667
"ISG20","Isg20",1.366972,1.080519,2.941444,28,28,51,1.79631166666667,0.30362,0.30362,2.14503587446239
"ISG20L2","Isg20l2",1.287394,1.404296,1.295913,115,119,83,1.329201,18.40688,18.40688,0.120019343655446
"ISL1","Isl1",0,0,0,0,0,0,0,0.03795,0.03795,0.963437545161135
"ISL2","Isl2",0.020671,0.021644,0.029177,1,1,1,0.0238306666666667,0,0,1.02383066666667
"ISLR","Islr",3.505312,4.31104,4.622459,239,278,224,4.14627033333333,6.18623,6.18623,0.716129365930861
"ISLR2","Islr2",0.07505,0.079555,0.052977,8,8,5,0.069194,0.27832,0.27832,0.836405594843232
"ISM1","Ism1",0.10545,0.093533,0.115595,9,8,7,0.104859333333333,1.36628,1.36628,0.466918257067352
"ISOC1","Isoc1",7.893104,7.851888,10.028902,861,807,778,8.591298,136.96997,136.96997,0.0695172869864363
"ISOC2","Isoc2b",2.628612,2.259526,2.513015,22,23,22,2.467051,1.60665,1.60665,1.33007922045537
"IST1","Ist1",6.215443,5.766371,5.880206,457,377,301,5.95400666666667,170.59573,170.59573,0.0405255227893297
"ISX","Isx",0,0,0,0,0,0,0,0,0,1
"ISY1-RAB43","Isy1",11.638028,13.977201,19.413926,169,160,135,15.0097183333333,0.55663,0.55663,10.2848578874449
"ISYNA1","Isyna1",1.721065,11.642274,3.332015,84,99,74,5.565118,3.11209,3.11209,1.59654044536963
"ITCH","Itch",2.510439,2.241133,2.8239,418,342,315,2.52515733333333,24.80817,24.80817,0.136590751430006
"ITFG1","Itfg1",6.3067,10.076281,7.87444,649,660,575,8.085807,165.19385,165.19385,0.0546699351389958
"ITFG2","Itfg2",6.3436,7.557887,7.071217,92,90,65,6.99090133333333,28.56546,28.56546,0.270278268402837
"ITGA1","Itga1",2.455518,2.945957,2.784185,863,900,672,2.72855333333333,17.87555,17.87555,0.197533493505267
"ITGA11","Itga11",0.159723,0.190035,0.190121,25,31,22,0.179959666666667,6.37599,6.37599,0.159973056724137
"ITGA2","Itga2",0.044406,0.259326,0.168016,10,10,10,0.157249333333333,0.64519,0.64519,0.703413790099219
"ITGA2B","Itga2b",0.269946,0.88749,0.846783,12,10,21,0.668073,0.0253,0.0253,1.62691212328099
"ITGA3","Itga3",1.133849,1.311816,1.130395,91,112,93,1.19202,9.00735,9.00735,0.219041004861427
"ITGA4","Itga4",0.187183,0.159289,0.155132,62,49,37,0.167201333333333,0.60724,0.60724,0.726214711762608
"ITGA5","Itga5",4.728689,5.607104,4.641318,555,534,457,4.99237033333333,33.436,33.436,0.174014703604755
"ITGA6","Itga6",8.459157,7.658723,8.089,845,763,624,8.06896,40.78611,40.78611,0.217032884850971
"ITGA7","Itga7",11.836767,10.509189,14.165381,1497,1358,1342,12.1704456666667,214.30417,214.30417,0.06117134501699
"ITGA8","Itga8",1.266175,0.815598,1.234697,55,58,59,1.10549,3.51692,3.51692,0.466134002816078
"ITGA9","Itga9",7.357465,7.158298,9.319426,772,761,655,7.945063,39.19211,39.19211,0.222557686073212
"ITGAD","Itgad",0.180174,0.210955,0.021215,1,3,2,0.137448,0.44278,0.44278,0.788372447635814
"ITGAE","Itgae",0.007901,0.008496,0.01091,1,1,1,0.00910233333333333,40.34333,40.34333,0.0244078629692706
"ITGAL","Itgal",0.330835,0.120237,0.16222,26,15,18,0.204430666666667,2.31509,2.31509,0.363317637429652
"ITGAM","Itgam",0.374829,0.409955,0.855728,58,59,62,0.546837333333333,1.96087,1.96087,0.522426629110138
"ITGAV","Itgav",2.94564,2.172421,2.779984,279,231,249,2.63268166666667,117.80404,117.80404,0.0305770886803737
"ITGAX","Itgax",0.036952,0.099414,0.084099,5,7,5,0.0734883333333333,0.35422,0.35422,0.792698626023344
"ITGB1","Itgb1",58.213212,60.086674,64.102133,4544,4414,3656,60.800673,781.76745,781.76745,0.0789515110777792
"ITGB1BP1","Itgb1bp1",9.156137,8.710027,11.390114,181,154,136,9.75209266666667,252.58542,252.58542,0.042400279427211
"ITGB1BP2","Itgb1bp2",35.589785,40.224857,44.877966,1346,1412,1238,40.2308693333333,196.50453,196.50453,0.208759107111788
"ITGB2","Itgb2",0.945737,0.691957,1.093994,45,61,47,0.910562666666667,2.65666,2.65666,0.522488463971675
"ITGB3","Itgb3",0.164235,0.097861,0.155014,29,18,22,0.139036666666667,2.83377,2.83377,0.297106155733564
"ITGB3BP","Itgb3bp",2.051909,1.692449,1.224373,33,37,22,1.65624366666667,17.42012,17.42012,0.144203385573311
"ITGB4","Itgb4",0.054383,0.103313,0.3004,10,13,15,0.152698666666667,0.94881,0.94881,0.591488481004647
"ITGB5","Itgb5",54.836759,44.828773,41.827425,871,887,730,47.164319,60.78699,60.78699,0.779522015880689
"ITGB6","Itgb6",4.080775,7.514278,11.803011,174,167,180,7.79935466666667,37.77522,37.77522,0.226932424024072
"ITGB7","Itgb7",0.022209,0.234894,0.370462,2,6,9,0.209188333333333,0.55663,0.55663,0.7767988111069
"ITGB8","Itgb8",0.130674,0.086071,0.156331,37,22,16,0.124358666666667,0.35422,0.35422,0.830262931183018
"ITGBL1","Itgbl1",0.833977,0.89476,0.94129,100,97,80,0.890009,2.93498,2.93498,0.480309683911989
"ITIH1","Itih1",0,0,0,0,0,0,0,0,0,1
"ITIH2","Itih2",0.041321,0.025441,0.014234,4,2,1,0.0269986666666667,0.0759,0.0759,0.954548440065681
"ITIH3","Itih3",0.010135,0,0.041711,1,0,2,0.017282,1.29038,1.29038,0.444154245147094
"ITIH4","Itih4",0.256828,0.110587,0.636591,23,6,17,0.334668666666667,3.70668,3.70668,0.283569026716638
"ITIH5","Itih5",0.587274,0.65463,0.776664,156,162,149,0.672856,6.36334,6.36334,0.227187118888982
"ITK","Itk",0.031269,0.033655,0.043144,4,4,4,0.0360226666666667,0.31627,0.31627,0.787089781478471
"ITLN2","Itln1",0,0,0,0,0,0,0,0.11386,0.11386,0.897778895013736
"ITM2A","Itm2a",1.385536,1.204363,1.483413,74,59,57,1.35777066666667,140.7652,140.7652,0.0166315193479547
"ITM2B","Itm2b",134.652548,162.911234,147.993956,4095,4384,3286,148.519246,884.09959,884.09959,0.168929290770545
"ITM2C","Itm2c",7.71867,8.612448,10.94687,422,474,364,9.09266266666667,16.23095,16.23095,0.585728741982692
"ITPA","Itpa",7.595621,9.399305,8.029352,173,212,156,8.341426,5.66755,5.66755,1.40102826375505
"ITPK1","Itpk1",0.944705,1.69329,1.323646,64,46,43,1.320547,9.94351,9.94351,0.212047779917047
"ITPKA","Itpka",0,0.055474,0.05531,0,3,2,0.036928,0.0506,0.0506,0.986986483913954
"ITPKC","Itpkc",0.556797,1.00049,0.873231,44,45,41,0.810172666666667,2.83377,2.83377,0.472165170750115
"ITPR1","Itpr1",2.537819,3.191511,3.89224,579,542,440,3.20719,18.02736,18.02736,0.221112650414981
"ITPR2","Itpr2",1.01835,0.741056,1.469809,260,250,206,1.076405,3.49161,3.49161,0.462285238477962
"ITPR3","Itpr3",0.543144,0.875915,1.513461,112,107,113,0.977506666666667,2.66931,2.66931,0.538931479397126
"ITPRIP","Itprip",1.230127,1.423331,1.391205,161,134,130,1.348221,17.02795,17.02795,0.130254465981989
"ITPRIPL1","Itpripl1",0.882694,1.002813,1.062557,92,87,65,0.982688,0.50603,0.50603,1.31649967132129
"ITPRIPL2","Itpripl2",2.258618,2.515474,2.653529,499,557,410,2.47587366666667,4.28861,4.28861,0.657237661061539
"ITSN1","Itsn1",11.557563,9.408161,12.085254,561,534,431,11.0169926666667,31.14621,31.14621,0.373823000181566
"ITSN2","Itsn2",4.635851,7.326134,3.932287,578,511,423,5.29809066666667,22.92321,22.92321,0.263262775633649
"IVD","Ivd",237.346277,248.928059,269.556236,4368,3844,3476,251.943524,94.2989,94.2989,2.6542124200804
"IVL","Ivl",0,0,0,0,0,0,0,0,0,1
"IVNS1ABP","Ivns1abp",136.136621,130.440265,133.574829,14931,13309,10555,133.383905,96.8164,96.8164,1.37383818050961
"IWS1","Iws1",2.997565,3.589164,3.773571,336,292,254,3.45343333333333,55.39775,55.39775,0.0789647341132108
"IYD","Iyd",0,0,0,0,0,0,0,0.01265,0.01265,0.987508023502691
"IZUMO1","Izumo1",0.046256,0.050067,0,3,3,0,0.0321076666666667,0.27832,0.27832,0.807393818970732
"IZUMO2","Izumo2",0,0,0,0,0,0,0,0,0,1
"IZUMO3","Izumo3",0,0,0,0,0,0,0,0,0,1
"IZUMO4","Izumo4",1.247849,1.02186,1.076747,21,14,13,1.11548533333333,1.36628,1.36628,0.894013106366674
"JAG1","Jag1",1.021389,0.84119,1.210264,174,127,127,1.024281,19.73521,19.73521,0.0976252953309853
"JAG2","Jag2",5.78112,7.050431,8.891206,348,349,280,7.240919,4.45307,4.45307,1.51124394148617
"JAGN1","Jagn1",3.181339,4.291526,3.927439,108,132,94,3.80010133333333,22.30332,22.30332,0.205983582310732
"JAK1","Jak1",14.313625,18.691241,17.398799,1886,1685,1413,16.8012216666667,148.54543,148.54543,0.119035544360444
"JAK2","Jak2",2.423786,2.792238,3.056094,352,358,307,2.75737266666667,41.19093,41.19093,0.0890564077792707
"JAK3","Jak3",1.284545,1.253954,1.61951,177,170,155,1.386003,0.50603,0.50603,1.58429978154486
"JAKMIP1","Jakmip1",0.035531,0.019038,0.022414,2,1,1,0.025661,0.08856,0.08856,0.942218159770706
"JAKMIP3","Jakmip3",0.008993,0.024589,0,1,1,0,0.011194,1.20182,1.20182,0.459253708295864
"JAM2","Jam2",21.586936,24.351703,23.921575,1928,1968,1642,23.286738,47.27596,47.27596,0.503081409463426
"JAM3","Jam3",2.671961,2.941075,3.692568,152,161,160,3.101868,30.10885,30.10885,0.131855340200618
"JARID2","Jarid2",1.979579,3.28228,4.929293,263,297,239,3.39705066666667,4.57958,4.57958,0.788061228025526
"JAZF1","Jazf1",0.325441,0.282332,0.423473,19,16,21,0.343748666666667,35.43483,35.43483,0.0368808820204916
"JDP2","Jdp2",1.146608,1.320951,1.166854,56,61,40,1.211471,6.94528,6.94528,0.278337704901526
"JKAMP","Jkamp",4.791802,5.134278,7.855642,138,170,145,5.92724066666667,60.05324,60.05324,0.113462294002197
"JMJD1C","Jmjd1c",3.17459,3.777256,2.728745,621,594,491,3.22686366666667,43.01264,43.01264,0.0960374943804022
