"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"JMJD4","Jmjd4",1.103555,1.338391,1.29189,159,180,134,1.244612,4.1115,4.1115,0.439129805340898
"JMJD6","Jmjd6",3.865259,4.58646,5.820804,194,206,180,4.75750766666667,22.31597,22.31597,0.246934082805333
"JMJD7","Jmjd7",1.295897,1.014111,1.839657,40,26,48,1.38322166666667,1.75846,1.75846,0.86396818031317
"JMJD8","Jmjd8",3.707723,4.402558,3.617089,178,208,126,3.90912333333333,6.00912,6.00912,0.700390824145304
"JMY","Jmy",2.61,2.2291,2.609348,751,629,527,2.482816,9.75375,9.75375,0.323869905846798
"JOSD1","Josd1",2.598571,2.955969,2.888355,274,305,217,2.81429833333333,13.67549,13.67549,0.25990943630048
"JOSD2","Josd2",32.914539,32.53598,38.536997,408,387,271,34.6625053333333,0,0,35.6625053333333
"JPH1","Jph1",2.359656,2.531333,3.477269,229,231,185,2.78941933333333,12.2586,12.2586,0.285808406116282
"JPH2","Jph2",33.192315,35.098282,38.170084,4418,4981,3351,35.4868936666667,29.66607,29.66607,1.18981316049519
"JPH3","Jph3",0.014432,0.013824,0.022376,1,1,2,0.0168773333333333,0.03795,0.03795,0.979697801756668
"JPH4","Jph4",0.010378,0,0,1,0,0,0.00345933333333333,0.10121,0.10121,0.911233400834839
"JRK","Jrk",0.18511,0.208655,0.190286,38,40,28,0.194683666666667,3.70668,3.70668,0.253827255446868
"JRKL","Jrkl",0.939902,0.72524,1.06517,84,55,70,0.910104,10.44954,10.44954,0.166828012304424
"JSRP1","Jsrp1",0.075639,0.114066,0,2,4,0,0.063235,0,0,1.063235
"JTB","Jtb",7.793277,10.111713,8.104799,225,291,173,8.66992966666667,82.79934,82.79934,0.11539386427944
"JUN","Jun",3.282208,4.384443,5.350993,342,462,384,4.33921466666667,27.76846,27.76846,0.185592647874327
"JUNB","Junb",1.150799,1.218151,1.386109,65,76,52,1.25168633333333,0.45543,0.45543,1.547093527915
"JUND","Jund",5.940924,9.642722,9.179998,228,484,213,8.254548,39.0403,39.0403,0.231130835683049
"JUP","Jup",40.35648,39.225183,46.334393,2021,2051,1942,41.9720186666667,14.06766,14.06766,2.85193710680137
"KALRN","Kalrn",2.252722,1.924722,2.651993,213,163,149,2.276479,44.83436,44.83436,0.0714852132766772
"KANK2","Kank2",6.003911,6.446113,6.888531,1017,1051,785,6.446185,201.18531,201.18531,0.0368285163744092
"KANK3","Kank3",21.969621,18.988815,24.207512,446,384,245,21.7219826666667,0.8223,0.8223,12.4688485247581
"KANK4","Kank4",0.067048,0.116668,0.152488,11,13,11,0.112068,0.08856,0.08856,1.02159550231498
"KANSL1","Kansl1",2.680557,2.332441,3.758531,364,343,306,2.923843,18.34363,18.34363,0.202849361779563
"KANSL1L","Kansl1l",2.891076,2.326493,3.432058,317,267,282,2.883209,19.98823,19.98823,0.185018412700833
"KANSL2","Kansl2",7.023281,6.1081,9.254982,409,414,385,7.462121,38.66078,38.66078,0.21336244521666
"KANSL3","Kansl3",13.694403,7.460392,7.783479,633,614,483,9.64609133333333,35.64989,35.64989,0.290480853648765
"KAT2A","Kat2a",1.722827,1.898755,1.785584,173,185,129,1.80238866666667,8.64048,8.64048,0.290689744355744
"KAT2B","Kat2b",40.161124,42.355225,47.262865,1332,1238,1177,43.259738,71.93232,71.93232,0.606860415245257
"KAT5","Kat5",7.138714,8.889308,11.13034,173,132,148,9.05278733333333,19.63401,19.63401,0.487195040291893
"KAT6A","Kat6a",1.748329,4.35807,2.758778,539,581,472,2.955059,10.00677,10.00677,0.359329667104882
"KAT6B","Kat6b",1.243957,1.289562,1.4477,249,222,205,1.327073,10.96822,10.96822,0.194437685804572
"KAT7","Kat7",4.487534,7.713302,6.930678,308,311,254,6.37717133333333,50.32479,50.32479,0.143735051489413
"KAT8","Kat8",2.601419,2.661071,2.192754,113,94,73,2.48508133333333,76.99263,76.99263,0.0446847520507173
"KATNA1","Katna1",3.314795,3.030269,5.597131,130,92,84,3.98073166666667,21.69608,21.69608,0.219453388720284
"KATNAL1","Katnal1",1.531471,1.527103,1.726598,184,144,122,1.59505733333333,18.7105,18.7105,0.131658625267412
"KATNAL2","Katnal2",0.024014,0,0.096956,1,0,1,0.0403233333333333,3.42836,3.42836,0.234922936105767
"KATNB1","Katnb1",1.233801,2.015381,1.753949,89,90,74,1.66771033333333,1.46749,1.46749,1.08114332108067
"KAZALD1","Kazald1",0.28465,0.310455,0.533783,12,13,14,0.376296,2.93498,2.93498,0.349759338039838
"KAZN","Kazn",0.36981,0.737477,2.748212,43,36,30,1.28516633333333,1.23978,1.23978,1.02026374614173
"KBTBD11","Kbtbd11",2.14823,0.135621,0.219867,31,28,28,0.834572666666667,4.87055,4.87055,0.312504393398688
"KBTBD12","Kbtbd12",16.150249,17.0359,17.420893,189,180,148,16.869014,29.81788,29.81788,0.579826191808132
"KBTBD13","Kbtbd13",0.34189,0.315518,0.509076,31,29,32,0.388828,7.84348,7.84348,0.157045416510243
"KBTBD3","Kbtbd3",1.310746,1.559629,1.709447,95,106,89,1.52660733333333,10.86702,10.86702,0.212910008859287
"KBTBD4","Kbtbd4",3.315687,3.959466,3.678255,183,150,137,3.651136,18.49544,18.49544,0.238575584854715
"KBTBD8","Kbtbd8",0.522266,0.120901,0.388423,19,17,12,0.343863333333333,5.37658,5.37658,0.210749858597137
"KCMF1","Kcmf1",27.372802,34.239186,28.501313,912,900,696,30.037767,90.32655,90.32655,0.339854806734734
"KCNA1","Kcna1",0.066064,0.051473,0.123811,9,5,12,0.0804493333333333,0.01265,0.01265,1.0669523856548
"KCNA10","Kcna10",0,0,0,0,0,0,0,0,0,1
"KCNA2","Kcna2",0.105183,0.125013,0.142549,41,28,40,0.124248333333333,0.41748,0.41748,0.793131707913574
"KCNA3","Kcna3",0,0,0.026622,0,0,1,0.008874,0.0759,0.0759,0.937702388697834
"KCNA4","Kcna4",0.230802,0.246468,0.139843,13,8,16,0.205704333333333,6.4519,6.4519,0.161798243848325
"KCNA5","Kcna5",2.969334,3.410931,1.863764,285,314,127,2.74800966666667,1.27773,1.27773,1.64550217394804
"KCNA6","Kcna6",0.160548,0.116061,0.351657,17,12,28,0.209422,0.10121,0.10121,1.09826645235695
"KCNA7","Kcna7",0.877171,0.652537,1.15246,54,44,47,0.894056,0.39217,0.39217,1.36050626001135
"KCNAB1","Kcnab1",0.299251,0.121403,0.468993,11,7,20,0.296549,7.62842,7.62842,0.150264938424416
"KCNAB2","Kcnab2",0.232802,0.438989,0.327411,12,19,11,0.333067333333333,15.80082,15.80082,0.0793453732218626
"KCNAB3","Kcnab3",0.054831,0.058954,0.020821,1,1,1,0.0448686666666667,0.63254,0.63254,0.640026380160159
"KCNB1","Kcnb1",3.628035,3.453709,3.559998,756,711,594,3.54724733333333,1.05001,1.05001,2.2181586106084
"KCNB2","Kcnb2",0,0.002254,0.002776,0,1,1,0.00167666666666667,0,0,1.00167666666667
"KCNC1","Kcnc1",0.095399,0.030699,0.033503,11,8,6,0.0532003333333333,0.22771,0.22771,0.857857583088297
"KCNC2","Kcnc2",0.0836,0.270339,0.021295,7,8,2,0.125078,0,0,1.125078
"KCNC3","Kcnc3",0.14251,0.341955,0.171285,15,25,18,0.218583333333333,1.08797,1.08797,0.583621092895651
"KCNC4","Kcnc4",0.008104,0.023931,0.011779,1,3,1,0.0146046666666667,1.65725,1.65725,0.381825069777652
"KCND1","Kcnd1",0.032845,0.02343,0.022893,6,4,3,0.0263893333333333,0.44278,0.44278,0.711396978980394
"KCND2","Kcnd2",1.843579,1.853588,2.898753,325,299,367,2.19864,0.0506,0.0506,3.04458404721112
"KCND3","Kcnd3",1.121188,3.412141,1.1564,244,162,179,1.89657633333333,13.005,13.005,0.206824443651077
"KCNE2","Kcne2",0,0,0,0,0,0,0,0.65784,0.65784,0.603194518168219
"KCNE3","Kcne3",0,0.083099,0.201845,0,2,1,0.0949813333333333,1.84701,1.84701,0.384607477084146
"KCNE4","Kcne4",0.320009,0.486933,0.364088,27,28,19,0.390343333333333,3.08679,3.08679,0.340204251584577
"KCNF1","Kcnf1",0,0,0,0,0,0,0,0,0,1
"KCNG1","Kcng1",0.012733,0.013158,0,1,1,0,0.00863033333333333,0.26567,0.26567,0.796914150871343
"KCNG3","Kcng3",0,0,0,0,0,0,0,0,0,1
"KCNG4","Kcng4",0,0,0,0,0,0,0,0,0,1
"KCNH1","Kcnh1",0.005745,0,0.007964,1,0,1,0.00456966666666667,0,0,1.00456966666667
"KCNH2","Kcnh2",9.282275,13.212572,12.957694,645,802,692,11.8175136666667,20.01353,20.01353,0.60996480204262
"KCNH3","Kcnh3",0.009148,0.007675,0.012777,1,1,1,0.00986666666666667,0,0,1.00986666666667
"KCNH5","Kcnh5",0,0,0,0,0,0,0,0,0,1
"KCNH7","Kcnh7",0.022152,0.024313,0.079444,10,10,26,0.0419696666666667,0,0,1.04196966666667
"KCNH8","Kcnh8",0,0,0,0,0,0,0,0.25302,0.25302,0.798071858390129
"KCNIP1","Kcnip1",0.14704,0.089701,0.090928,4,4,1,0.109223,0.22771,0.22771,0.903489423398034
"KCNIP2","Kcnip2",41.587076,37.185065,48.445635,1519,1481,1244,42.4059253333333,44.29037,44.29037,0.958391934827058
"KCNIP3","Kcnip3",0.277838,0.266364,0.200214,18,17,13,0.248138666666667,0.94881,0.94881,0.640461957125973
"KCNIP4","Kcnip4",0.015826,0.017407,0.087855,1,1,4,0.0403626666666667,0.7464,0.7464,0.595718430294702
"KCNJ1","Kcnj1",0,0,0.015363,0,0,1,0.005121,0.30362,0.30362,0.771022997499271
"KCNJ10","Kcnj10",0.011189,0.015585,0.031093,2,3,4,0.019289,0.12651,0.12651,0.904820196891284
"KCNJ11","Kcnj11",25.26609,24.218612,33.252362,1345,1315,1173,27.5790213333333,1.08797,1.08797,13.6874674125267
"KCNJ12","Kcnj12",3.315376,3.924205,4.156714,232,273,203,3.798765,1.31568,1.31568,2.07229194016444
"KCNJ13","Kcnj13",0,0,0,0,0,0,0,0.08856,0.08856,0.918644815168663
"KCNJ14","Kcnj14",0.077488,0.058347,0.181167,5,5,11,0.105667333333333,0.08856,0.08856,1.01571556306803
"KCNJ15","Kcnj15",0.078549,0.448587,0.336641,14,18,17,0.287925666666667,0.25302,0.25302,1.02785723026501
"KCNJ16","Kcnj16",0.017045,0,0,2,0,0,0.00568166666666667,0.11386,0.11386,0.902879775435572
"KCNJ2","Kcnj2",3.043769,2.171602,2.491354,548,361,322,2.56890833333333,21.83524,21.83524,0.156289504000542
"KCNJ3","Kcnj3",6.908221,7.255453,8.648835,873,849,823,7.60416966666667,0.94881,0.94881,4.41508903724153
"KCNJ4","Kcnj4",0.055597,0.043812,0.039244,4,3,2,0.0462176666666667,0.48073,0.48073,0.706555325188702
"KCNJ5","Kcnj5",6.33044,6.634623,8.634862,877,838,798,7.199975,3.68138,3.68138,1.75161490842444
"KCNJ6","Kcnj6",0,0,0,0,0,0,0,0.21506,0.21506,0.823004625285994
"KCNJ8","Kcnj8",4.974818,5.050677,6.077694,379,362,326,5.36772966666667,103.3948,103.3948,0.0609966173283216
"KCNJ9","Kcnj9",0.007401,0,0,1,0,0,0.002467,0.03795,0.03795,0.965814345585048
"KCNK1","Kcnk1",0.103593,0.026959,0.072766,4,1,3,0.0677726666666667,12.65078,12.65078,0.0782206340345875
"KCNK13","Kcnk13",0.060442,0.095013,0.058167,6,7,4,0.0712073333333333,0,0,1.07120733333333
"KCNK18","Kcnk18",0,0,0,0,0,0,0,0,0,1
"KCNK2","Kcnk2",0.413734,0.329595,0.576069,36,25,28,0.439799333333333,0.40482,0.40482,1.02489951263033
"KCNK3","Kcnk3",19.307386,20.901657,23.232033,2284,2321,1724,21.1470253333333,0.35422,0.35422,16.3540823007586
"KCNK4","Kcnk4",0.224303,0.042294,0.132123,4,2,1,0.132906666666667,0,0,1.13290666666667
"KCNK7","Kcnk7",0,0,0,0,0,0,0,0,0,1
"KCNK9","Kcnk9",0,0,0,0,0,0,0,0,0,1
"KCNMA1","Kcnma1",0.0216,0.015898,0.069398,3,2,5,0.035632,0.93616,0.93616,0.534889678538964
"KCNMB1","Kcnmb1",0.1314,0.188215,0.191838,18,24,19,0.170484333333333,1.83436,1.83436,0.412962479478024
"KCNMB2","Kcnmb2",0,0,0,0,0,0,0,2.10003,2.10003,0.322577523443322
"KCNMB4","Kcnmb4",0.159173,0,0.127953,1,0,4,0.0957086666666667,3.07414,3.07414,0.268942320751537
"KCNN1","Kcnn1",4.644047,4.3145,1.651744,114,109,111,3.53676366666667,0,0,4.53676366666667
"KCNN2","Kcnn2",3.022124,5.527826,3.204444,93,209,129,3.91813133333333,21.26596,21.26596,0.220881171677904
"KCNN3","Kcnn3",0.096963,0.063778,0.091781,22,12,16,0.084174,0.18976,0.18976,0.911254370629371
"KCNN4","Kcnn4",0.032714,0.126253,0,2,1,0,0.052989,0.03795,0.03795,1.01448913724168
"KCNQ1","Kcnq1",3.769226,7.600311,4.737481,284,317,326,5.369006,5.43983,5.43983,0.989002194157299
"KCNQ2","Kcnq2",0.004503,0.011277,0,1,1,0,0.00526,0,0,1.00526
"KCNQ3","Kcnq3",0.065939,0,0,3,0,0,0.0219796666666667,0.25302,0.25302,0.815613211813592
"KCNQ4","Kcnq4",0.441879,0.364402,0.546669,50,47,51,0.450983333333333,0.78435,0.78435,0.813171930021203
"KCNQ5","Kcnq5",0.018359,0.097731,0.006397,4,3,1,0.040829,0.0253,0.0253,1.01514581098215
"KCNRG","Kcnrg",0.227566,0.042009,0.162787,12,2,6,0.144120666666667,1.20182,1.20182,0.519624976913039
"KCNS1","Kcns1",0.011711,0.032786,0,1,3,0,0.0148323333333333,0,0,1.01483233333333
"KCNS2","Kcns2",0,0,0,0,0,0,0,0.22771,0.22771,0.814524602715625
"KCNS3","Kcns3",0.027146,0,0.018742,2,0,1,0.015296,5.21212,5.21212,0.163437924573254
"KCNT1","Kcnt1",0.234576,0.271382,0.312662,10,7,4,0.272873333333333,0.60724,0.60724,0.791962204358611
"KCNU1","Kcnu1",0,0,0.033532,0,0,1,0.0111773333333333,0,0,1.01117733333333
"KCNV1","Kcnv1",0,0,0,0,0,0,0,0,0,1
"KCNV2","Kcnv2",1.128777,0.751545,0.77027,190,119,93,0.883530666666667,0,0,1.88353066666667
"KCP","Kcp",0.818011,0.594195,0.414652,31,23,23,0.608952666666667,0.0506,0.0506,1.53146075258582
"KCTD1","Kctd1",2.066067,1.556219,2.050451,74,68,77,1.89091233333333,6.5025,6.5025,0.385326535599245
"KCTD10","Kctd10",5.17572,5.622187,6.377421,487,453,359,5.72510933333333,23.85937,23.85937,0.270526136958955
"KCTD11","Kctd11",0.43156,0.319942,0.509387,39,27,33,0.420296333333333,2.88438,2.88438,0.365642994077133
"KCTD12","Kctd12",1.85225,1.867332,3.595608,362,351,339,2.43839666666667,37.23124,37.23124,0.0899368335075364
"KCTD13","Kctd13",0.551882,0.946491,0.962348,28,41,34,0.820240333333333,2.68196,2.68196,0.494367221081525
"KCTD15","Kctd15",0.35083,0.518077,0.381189,22,30,15,0.416698666666667,3.45366,3.45366,0.318097624575443
"KCTD16","Kctd16",0.05041,0.027661,0,1,1,0,0.0260236666666667,0.08856,0.08856,0.942551321623674
"KCTD19","Kctd19",0.010111,0,0.014025,1,0,1,0.00804533333333333,0,0,1.00804533333333
"KCTD2","Kctd2",3.989299,4.08179,4.316993,173,188,151,4.12936066666667,22.7208,22.7208,0.216238940788956
"KCTD20","Kctd20",6.602817,6.623477,7.654396,455,415,337,6.96023,26.28832,26.28832,0.291708320629485
"KCTD21","Kctd21",0.381533,0.555005,0.585967,37,50,41,0.507501666666667,6.60371,6.60371,0.198258700906093
"KCTD3","Kctd3",1.90126,3.005129,2.776152,139,140,116,2.560847,26.40217,26.40217,0.129947628235282
"KCTD4","Kctd4",0,0,0,0,0,0,0,0.18976,0.18976,0.840505648197956
"KCTD5","Kctd5",1.20187,1.236426,1.653383,87,88,77,1.363893,8.38747,8.38747,0.251813640949052
"KCTD6","Kctd6",1.375779,1.151494,1.106659,74,60,41,1.21131066666667,18.28037,18.28037,0.114692335606976
"KCTD7","Kctd7",0.35612,0.222998,0.196094,37,30,20,0.258404,11.84113,11.84113,0.0979979176287445
"KCTD8","Kctd8",0.034837,0.082388,0,3,7,0,0.039075,0.13916,0.13916,0.912141402436883
"KCTD9","Kctd9",22.933134,22.42291,17.170432,769,717,615,20.8421586666667,102.90142,102.90142,0.210220020733756
"KDELR1","Kdelr1",24.398975,28.532113,31.380651,749,736,583,28.103913,44.73315,44.73315,0.636385488425792
"KDELR2","Kdelr2",3.912222,4.533247,4.642838,221,235,189,4.362769,53.96822,53.96822,0.0975612635810292
"KDELR3","Kdelr3",1.50978,1.09381,1.482473,62,42,44,1.362021,14.44719,14.44719,0.152909428834629
"KDM1A","Kdm1a",6.28895,4.868627,5.993109,319,269,218,5.71689533333333,36.25713,36.25713,0.18028482959727
"KDM1B","Kdm1b",2.154604,3.268843,2.860587,209,190,154,2.76134466666667,12.52427,12.52427,0.278118128865119
"KDM2A","Kdm2a",5.959172,6.226993,7.698522,590,558,451,6.628229,32.55045,32.55045,0.227365922066619
"KDM2B","Kdm2b",2.521686,1.473142,1.571062,135,119,84,1.85529666666667,4.8832,4.8832,0.485330545734748
"KDM3A","Kdm3a",4.142288,4.082767,4.306481,296,270,201,4.17717866666667,42.68372,42.68372,0.118515059309662
"KDM3B","Kdm3b",2.119617,2.636121,2.853627,435,383,400,2.536455,36.28243,36.28243,0.0948558074138408
"KDM4A","Kdm4a",2.604609,2.360855,2.766881,393,322,284,2.57744833333333,10.94292,10.94292,0.299545532694963
"KDM4B","Kdm4b",3.142647,2.547936,20.01361,270,253,245,8.56806433333333,4.70609,4.70609,1.6768162320141
"KDM4C","Kdm4c",1.428823,1.803223,1.636019,147,137,120,1.62268833333333,12.01824,12.01824,0.201462588900906
"KDM4D","Kdm4d",0,0,0,0,0,0,0,0.89821,0.89821,0.526812101927606
"KDM5A","Kdm5a",5.521079,4.24803,3.532875,444,461,382,4.43399466666667,6.31274,6.31274,0.743085993303012
"KDM5B","Kdm5b",0.793294,1.029837,2.39656,164,151,164,1.40656366666667,7.2489,7.2489,0.291743586013489
"KDM5C","Kdm5c",4.692722,4.078373,4.960941,433,467,353,4.57734533333333,26.93351,26.93351,0.199665037918018
"KDM5D","Kdm5d",1.519124,1.325646,1.621922,207,171,142,1.48889733333333,0,0,2.48889733333333
"KDM6A","Kdm6a",1.665549,1.942498,2.4112,200,181,167,2.00641566666667,33.96734,33.96734,0.0859778200648567
"KDM6B","Kdm6b",1.839881,1.276033,2.299073,259,307,236,1.80499566666667,2.69462,2.69462,0.759210870581187
"KDM8","Kdm8",0.535124,0.904466,1.288229,37,44,44,0.909273,1.65725,1.65725,0.718514629786433
"KDR","Kdr",9.032435,8.274716,10.747047,1792,1537,1530,9.35139933333333,37.83848,37.83848,0.266524316433942
"KDSR","Kdsr",0.408836,0.577817,0.287156,75,62,38,0.424603,26.76905,26.76905,0.0513018270340541
"KEAP1","Keap1",5.687572,4.941029,4.86606,463,531,375,5.164887,25.80759,25.80759,0.229967968026965
"KEL","Kel",0,0,0.063678,0,0,1,0.021226,0.15181,0.15181,0.886627134683672
"KERA","Kera",0,0,0,0,0,0,0,0,0,1
"KHDC1L","Khdc1c",0,0,0,0,0,0,0,0,0,1
"KHDC3L","Khdc3",0,0,0,0,0,0,0,0,0,1
"KHDRBS1","Khdrbs1",4.791351,4.521601,4.666801,538,469,391,4.65991766666667,83.52043,83.52043,0.0669650836687256
"KHDRBS2","Khdrbs2",0.933293,3.187026,3.871919,4,8,8,2.66407933333333,0,0,3.66407933333333
"KHDRBS3","Khdrbs3",21.846094,20.130158,22.890524,441,388,366,21.6222586666667,49.18622,49.18622,0.450766339179692
"KHK","Khk",4.255846,5.315937,4.549336,79,91,55,4.70703966666667,1.80906,1.80906,2.03165459857271
"KHNYN","Khnyn",1.418058,1.02269,0.965872,268,177,121,1.13554,16.30685,16.30685,0.123392760669908
"KHSRP","Khsrp",2.910812,2.245629,2.285381,289,241,202,2.48060733333333,14.20682,14.20682,0.228884627642948
"KIF11","Kif11",0.209304,0.212678,0.152243,32,31,17,0.191408333333333,0.68314,0.68314,0.707848624198423
"KIF12","Kif12",0,0,0,0,0,0,0,0,0,1
"KIF13A","Kif13a",20.790966,19.972164,23.863313,1689,1723,1424,21.5421476666667,55.97969,55.97969,0.395617239522831
"KIF14","Kif14",0.003492,0.027798,0.00863,1,5,1,0.0133066666666667,0,0,1.01330666666667
"KIF15","Kif15",0.416319,0.229514,0.41003,8,8,5,0.351954333333333,0.49338,0.49338,0.905298271929002
"KIF16B","Kif16b",4.273835,4.436528,4.605826,760,743,685,4.43872966666667,14.599,14.599,0.34865886702139
"KIF17","Kif17",0,0,0,0,0,0,0,0.72109,0.72109,0.581027139777699
"KIF18A","Kif18a",0.134835,0.177753,0.070721,12,18,6,0.127769666666667,0.16446,0.16446,0.968491546868649
"KIF18B","Kif18b",0.043884,0.075028,0.024705,5,8,2,0.0478723333333333,0.03795,0.03795,1.00955954846894
"KIF1A","Kif1a",0.216201,0.072105,0.03345,17,14,7,0.107252,0.55663,0.55663,0.71131354271728
"KIF1B","Kif1b",14.36976,14.118744,15.298676,3130,2637,2442,14.5957266666667,48.19946,48.19946,0.316989793519414
"KIF1C","Kif1c",37.881326,40.227049,45.0811,7192,7281,6081,41.0631583333333,351.98258,351.98258,0.119164969368554
"KIF20A","Kif20a",0.302962,0.258524,0.397292,12,22,15,0.319592666666667,0.11386,0.11386,1.18470244614823
"KIF20B","Kif20b",0.406801,0.125794,0.273543,14,6,14,0.268712666666667,1.72051,1.72051,0.466351039572237
"KIF21A","Kif21a",2.677468,2.963461,4.602963,317,327,303,3.41463066666667,56.14415,56.14415,0.0772542887883828
"KIF21B","Kif21b",0.08219,0.08558,0.083443,19,25,19,0.0837376666666667,0.11386,0.11386,0.972956804864765
"KIF22","Kif22",0.648589,0.884594,0.197074,16,12,5,0.576752333333333,5.13622,5.13622,0.256958246825136
"KIF23","Kif23",1.760657,1.108514,1.065464,22,18,13,1.311545,0.59459,0.59459,1.44961714296465
"KIF24","Kif24",0.256734,0.343354,0.256766,8,13,12,0.285618,1.32833,1.32833,0.552163138386741
"KIF26A","Kif26a",0.724863,1.023655,1.830776,182,207,160,1.193098,0.43013,0.43013,1.53349555634802
"KIF26B","Kif26b",0.099367,0.168947,0.18466,43,58,51,0.150991333333333,0.48073,0.48073,0.777313442243578
"KIF27","Kif27",0.037999,0.11929,0.156331,4,1,1,0.10454,10.05737,10.05737,0.0998917464098606
"KIF2A","Kif2a",6.92629,9.281366,7.600688,201,197,145,7.93611466666667,5.41453,5.41453,1.39310513267015
"KIF2B","Kif2b",0,0,0,0,0,0,0,0,0,1
"KIF2C","Kif2c",0.198064,0.03523,0.01837,5,3,1,0.083888,0.75905,0.75905,0.616178050652341
"KIF3A","Kif3a",1.482064,1.809512,2.912259,122,112,79,2.067945,13.46043,13.46043,0.212161394923941
"KIF3B","Kif3b",0.803306,0.934193,0.955512,150,162,129,0.897670333333333,8.79229,8.79229,0.193792293052323
"KIF3C","Kif3c",0.610113,0.670217,0.46837,94,78,46,0.5829,0.65784,0.65784,0.954796602808474
"KIF4A","Kif4",0.189982,0.046905,0.17916,14,7,11,0.138682333333333,0.0253,0.0253,1.110584544361
"KIF5A","Kif5a",0.058049,0.062143,0.244501,12,12,11,0.121564333333333,0.0759,0.0759,1.0424429160083
"KIF5B","Kif5b",13.481691,19.237596,17.951566,2037,1837,1670,16.8902843333333,119.18297,119.18297,0.148858730428557
"KIF5C","Kif5c",0.33838,0.154369,0.163109,10,22,13,0.218619333333333,0.67049,0.67049,0.729498131286828
"KIF7","Kif7",0.100388,0.058515,0.083093,15,9,9,0.0806653333333333,0.54398,0.54398,0.699921847001472
"KIF9","Kif9",0.052675,0.015494,0,5,1,0,0.022723,18.20447,18.20447,0.0532544246209346
"KIFAP3","Kifap3",3.285219,2.794124,3.469666,415,334,314,3.183003,100.24476,100.24476,0.0413157480940248
"KIFC1","Kifc1",0.068367,0.189952,0.248934,5,12,4,0.169084333333333,0.16446,0.16446,1.00397122557523
"KIFC2","Kifc2",0.708784,1.162694,0.682352,76,58,53,0.851276666666667,0.13916,0.13916,1.62512436064
"KIFC3","Kifc3",12.948565,14.383188,16.153306,623,609,560,14.4950196666667,7.43866,7.43866,1.83619433259151
"KIN","Kin",1.804769,2.288313,1.728227,66,53,46,1.94043633333333,15.78817,15.78817,0.175149306525567
"KIR3DL3","Kir3dl1",0,0,0,0,0,0,0,0,0,1
"KIRREL2","Kirrel2",0,0.009124,0,0,1,0,0.00304133333333333,0,0,1.00304133333333
"KIRREL3","Kirrel3",0.055848,0.026309,0.086002,3,3,4,0.056053,0.7717,0.7717,0.596067618671333
"KISS1","Kiss1",0,0,0,0,0,0,0,0,0,1
"KISS1R","Kiss1r",0.147869,0.015831,0.054164,7,2,1,0.0726213333333333,0,0,1.07262133333333
"KIT","Kit",0.789491,1.098705,1.770881,66,73,81,1.21969233333333,1.49279,1.49279,0.89044497664598
"KL","Kl",0,0.005903,0.033585,0,1,4,0.0131626666666667,1.07532,1.07532,0.48819587661983
