"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"ACSL4","Acsl4",36.923525,27.741878,18.657545,1487,1298,1009,27.774316,61.049607,65.37075,77.690858,3385,3357,2270,14.52366,1.85357808661102
"ACSL5","Acsl5",90.630157,64.187729,63.662764,978,1441,1317,72.8268833333333,0.344508,0.341116,0.484939,7,4,5,5.10368066666667,12.0954694986774
"ACSL6","Acsl6",88.954339,98.112671,85.343388,3610,5149,4996,90.803466,16.646079,21.155853,18.209522,1030,1182,804,27.3279526666667,3.24073776457642
"ACSM1","Acsm1",0,0,0,0,0,0,0,0.124507,0.048926,0,1,1,0,112.344829333333,0.0088226344852408
"ACSM2B","Acsm2",0.04055,0,0,4,0,0,0.0135166666666667,0.143928,1.678159,1.180417,5,15,6,3.854172,0.208792903643848
"ACSM3","Acsm3",0.261954,2.557811,0.041191,2,4,3,0.953652,3.546028,4.370048,3.432423,37,79,10,1.20873,0.884513725081834
"ACSM4","Acsm4",0.032515,0.018361,0,1,1,0,0.0169586666666667,0.149807,0.241539,0.10526,4,7,2,12.0525876666667,0.0779124180306214
"ACSM5","Acsm5",0,0.103164,0.161887,0,6,8,0.0883503333333333,0,0.179494,0,0,2,0,28.298986,0.0371463481136628
"ACSS1","Acss1",9.943921,7.44783,6.344807,292,386,415,7.912186,0.066638,0.220548,0.348834,3,9,8,10.7718276666667,0.757077511866396
"ACSS2","Acss2",18.226148,17.723046,18.224044,626,1144,1142,18.057746,148.399461,146.694353,101.822483,739,725,433,0.324533,14.3882757167998
"ACSS3","Acss3",0.734858,0.60194,0.346877,48,65,38,0.561225,0.627096,0.612727,1.358752,13,15,29,2.684256,0.423755841070762
"ACTA1","Acta1",3.585673,4.303819,3.346984,66,151,119,3.745492,0.242012,0.585729,0.672663,3,10,8,7.685498,0.546369592163858
"ACTA2","Acta2",15.624107,13.404868,15.517049,296,436,554,14.8486746666667,2.655925,3.057572,5.813821,28,47,56,2.60350566666667,4.39812675008975
"ACTB","Actb",1395.959313,1572.045538,1463.033274,8217,16340,16001,1477.01270833333,2178.850167,2041.670166,2557.016143,20799,21935,16943,154.999947666667,9.4744436164266
"ACTBL2","Actbl2",0.024943,0,0.014532,1,0,1,0.0131583333333333,0.259337,0.108094,0,9,4,0,45.262901,0.0219000173234561
"ACTC1","Actc1",0,0,0,0,0,0,0,0.551692,0.56988,1.037101,8,10,7,155.030611666667,0.00640899878119002
"ACTG1","Actg1",669.163615,698.177045,673.971237,10977,21201,20212,680.437299,1435.350734,1536.991071,1807.979395,23732,27012,21393,23.561692,27.7439070158522
"ACTG2","Actg2",0.611885,0.175024,0.099914,7,4,3,0.295607666666667,0.239946,0.184371,2.284464,2,2,27,91.6993783333333,0.0139764439628479
"ACTL10","Actl10",0.254595,0.105854,0.077653,5,4,3,0.146034,0.141201,0.158296,0.137933,3,4,2,273.123393333333,0.004180723089935
"ACTL6A","Actl6a",5.337694,7.134668,7.305312,89,203,211,6.592558,67.288182,35.925033,85.845286,123,104,102,274.393704,0.0275698314439316
"ACTL6B","Actl6b",38.475074,40.535358,35.640714,563,1196,1110,38.2170486666667,154.861852,109.866441,166.128293,576,645,448,47.409361,0.810112917348086
"ACTL7A","Actl7a",0.097759,0,0,2,0,0,0.0325863333333333,0,0,0.078863,0,0,1,41.222022,0.024456108078702
"ACTL7B","Actl7b",0,0,0,0,0,0,0,0,0,0.088939,0,0,1,4.55777233333333,0.179928205047622
"ACTL9","Actl9",0.055109,0.060875,0,1,2,0,0.0386613333333333,0,0,0,0,0,0,2.91668833333333,0.265188660658473
"ACTN1","Actn1",23.980828,10.2768,8.384307,975,632,532,14.2139783333333,42.915893,53.04208,30.351943,709,901,468,0.0815716666666667,14.0665466766727
"ACTN2","Actn2",7.314407,4.876111,3.283167,131,173,86,5.157895,10.431195,12.550374,2.658834,163,226,63,0.0764453333333333,5.72058311677695
"ACTN3","Actn3",0.23681,0.335929,0.780729,10,26,29,0.451156,0.026669,0.072504,0,1,3,0,49.261337,0.0288722124522871
"ACTN4","Actn4",63.1012,34.865722,27.396091,1672,1722,1634,41.787671,88.341101,89.90874,113.006576,944,1111,817,37.9276463333333,1.09915895334677
"ACTR10","Actr10",99.732217,132.025899,140.933302,1514,2604,2580,124.230472666667,175.090819,207.781083,223.094765,1347,1561,1119,1.644429,47.3563376693671
"ACTR1A","Actr1a",63.002197,75.013199,66.463893,2349,4256,4010,68.159763,135.467299,131.59114,164.703958,3143,3440,2547,15.951695,4.07981402449725
"ACTR1B","Actr1b",137.315193,170.468768,166.570017,3046,5855,5218,158.117992666667,28.348357,31.987461,34.845941,679,815,581,32.084725,4.80940955884224
"ACTR2","Actr2",92.32534,56.271803,49.74149,4892,5093,4363,66.1128776666667,90.130579,85.113097,98.337326,4098,3983,3193,0.138564,58.9451955855505
"ACTR3","Actr3",106.79007,92.095801,94.22518,2418,3617,3248,97.7036836666667,83.778842,80.647357,87.559013,1903,1958,1481,5.96989466666667,14.161431181839
"ACTR3B","Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,23.73554,20.329805,21.54651,309,312,235,14.474606,2.67781501728272
"ACTR5","Actr5",1.655298,3.488506,3.028739,57,111,87,2.724181,2.282428,2.070326,3.460384,72,72,77,75.849498,0.0484607069261532
"ACTR6","Actr6",11.018148,8.613238,9.329918,181,284,298,9.653768,24.835879,26.636835,23.772285,388,418,287,174.299529333333,0.0607746526218093
"ACTR8","Actr8",23.439745,26.829135,21.342911,523,1009,917,23.870597,23.771453,22.759294,31.53109,450,503,352,68.153203,0.359644903215835
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,0.167548,0,0,2,1.47183533333333,0.404557693028635
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.490042,0.401599651732782
"ACTRT3","Actrt3",0.363621,0.493898,0.649441,10,24,32,0.50232,1.443018,1.511988,0.769716,29,33,11,16.908232,0.0838899116339346
"ACVR1","Acvr1",10.711349,6.741105,6.615735,444,439,393,8.02272966666667,6.034686,8.207685,6.259893,217,313,134,8.64169033333333,0.935803718511184
"ACVR1B","Acvr1b",24.009448,11.368391,10.09028,1603,1375,1234,15.1560396666667,55.209179,56.089019,59.415097,1548,1896,1377,18.316011,0.836406630057659
"ACVR1C","Acvr1c",3.314034,1.219423,0.718173,468,213,168,1.75054333333333,0.137088,0.073565,0.237864,13,9,9,5.071992,0.452988629321866
"ACVR2A","Acvr2a",12.514011,5.744765,5.341047,825,707,544,7.86660766666667,25.003915,23.782342,23.796881,1564,1417,966,0.00500366666666667,8.82246300262254
"ACVR2B","Acvr2b",1.929773,0.686498,0.67679,71,29,40,1.097687,6.214092,4.560656,8.131002,990,790,922,94.6292986666667,0.0219356099986874
"ACVRL1","Acvrl1",12.582997,20.940623,17.187393,229,362,348,16.903671,2.000151,0.803904,0.719904,17,40,28,4.91758833333333,3.02550126698573
"ACY1","Acy1",6.602693,9.864639,8.338537,74,156,177,8.268623,10.842162,5.437314,8.266339,50,52,41,0.374443,6.74354847745596
"ACY3","Acy3",1.108628,1.280322,1.709566,12,37,47,1.366172,0,0,0,0,0,0,134.204316666667,0.0175007134264328
"ACYP1","Acyp1",15.402887,21.43491,22.59737,97,235,240,19.8117223333333,24.106168,34.772803,28.12398,116,175,91,16.6304893333333,1.18043929126717
"ACYP2","Acyp2",14.525832,16.757983,20.208801,131,261,297,17.1642053333333,20.955971,15.854271,16.292319,172,145,100,5.27768633333333,2.89345538608465
"ADA","Ada",0.60434,1.298299,0.401885,14,35,17,0.768174666666667,0.922875,1.829261,0.70398,13,16,8,0.513112666666667,1.16856775150914
"ADAD1","Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.652823666666667,0.605025218459481
"ADAD2","Adad2",0,0.020208,0.019589,0,1,1,0.0132656666666667,0,0.258936,0.627989,0,1,3,0.460879,0.693599994706383
"ADAL","Adal",8.868136,6.54983,6.090581,222,329,298,7.16951566666667,9.378484,7.193559,10.742324,227,237,166,31.2647763333333,0.253202302791933
"ADAM10","Adam10",20.699286,11.778541,9.67486,1332,1439,1149,14.0508956666667,34.061006,24.686719,34.283331,691,616,515,174.101646,0.085955192372473
"ADAM11","Adam11",48.344554,24.285039,26.595301,1655,1785,1743,33.0749646666667,23.644833,33.066844,44.802479,1084,1499,1443,26.7583006666667,1.22755946323419
"ADAM12","Adam12",0.827122,0.27961,0.555161,52,33,50,0.553964333333333,8.973317,5.716452,10.949544,581,454,513,0.424899333333333,1.09057832857432
"ADAM15","Adam15",46.208836,42.61884,40.50396,861,1418,1393,43.1105453333333,18.903104,21.508581,19.628954,201,239,154,9.84236733333333,4.06835001777902
"ADAM17","Adam17",6.531468,4.180438,3.7324,226,256,227,4.81476866666667,9.86407,13.149275,14.571838,391,394,303,79.359402,0.0723595313298457
"ADAM18","Adam18",2.352645,0.20333,0.237599,8,11,13,0.931191333333333,0,0,0,0,0,0,27.4355736666667,0.0679146253904191
"ADAM19","Adam19",3.027888,1.231458,0.981498,298,143,177,1.746948,18.28921,16.943459,15.284239,1567,1633,872,32.603663,0.0817454930434221
"ADAM2","Adam2",0,0,0.029683,0,0,1,0.00989433333333333,0,0,0,0,0,0,2.911115,0.258211362573929
"ADAM20","Adam25",0,0,0,0,0,0,0,0.055566,0.051316,0.039092,2,2,1,0.15919,0.862671348096516
"ADAM21","Adam21",0.327239,0.201938,0.079843,14,15,6,0.203006666666667,0.175871,0.28972,0.247976,6,11,6,7.914717,0.13494614205551
"ADAM22","Adam22",40.93577,14.501028,11.662182,3288,1921,1760,22.3663266666667,14.849654,14.25824,14.463086,1382,1676,1175,10.2849523333333,2.0705738027486
"ADAM23","Adam23",41.066406,24.382817,23.376903,1931,2038,1906,29.6087086666667,30.45531,32.68447,48.390528,1224,1432,1029,8.66138733333333,3.16814838393465
"ADAM28","Adam28",0.062589,0,0.012877,3,0,1,0.0251553333333333,0.264589,0.406801,0.059004,8,6,4,3.419737,0.231949397290683
"ADAM29","Adam29",0,0,0,0,0,0,0,0.651684,0.674166,0.788744,24,20,14,91.4575493333333,0.0108157744522813
"ADAM32","Adam32",1.358671,0.216618,0.095814,5,2,5,0.557034333333333,0.915902,4.743727,0.839031,58,83,36,25.0431763333333,0.0597866524960108
"ADAM33","Adam33",1.232301,1.066814,0.682982,34,39,24,0.994032333333333,0.541507,0.630154,0.831368,18,23,18,10.2720646666667,0.176900363181025
"ADAM3A","Adam3",0.994868,0.185508,0.178298,3,1,3,0.452891333333333,0,0.22629,0.585903,0,4,5,42.2394806666667,0.0336010356954488
"ADAM5","Adam5",0,0.11194,0.211581,0,4,13,0.107840333333333,0,0,0.408493,0,0,1,39.4104176666667,0.0274147211857985
"ADAM7","Adam7",0.050089,0,0,2,0,0,0.0166963333333333,0.067906,0.02098,0.122618,3,1,3,12.729611,0.0740513575609195
"ADAM8","Adam8",0.663245,0.992273,0.7227,23,26,20,0.792739333333333,2.265081,4.232185,7.470717,41,65,39,4.11504766666667,0.350483407029833
"ADAM9","Adam9",15.841952,8.76951,9.122416,925,905,798,11.244626,10.682031,11.502737,12.462503,377,445,328,1.765431,4.42774598245265
"ADAMDEC1","Adamdec1",0,0,0,0,0,0,0,0,0,0.059317,0,0,1,1.42295866666667,0.412718555110859
"ADAMTS1","Adamts1",2.782818,0.862728,1.160106,145,113,140,1.601884,14.234685,4.588657,3.552739,508,136,33,22.3113633333333,0.111614407222572
"ADAMTS10","Adamts10",4.399909,3.414722,3.055412,141,210,201,3.62334766666667,40.162073,43.284464,61.364231,489,643,476,33.279522,0.134871999284782
"ADAMTS12","Adamts12",0.022268,0.044537,0.008392,3,3,2,0.0250656666666667,0.710176,1.783791,0.892537,84,197,58,3.711311,0.217575461833589
"ADAMTS13","Adamts13",1.956722,1.346145,0.758726,13,19,12,1.35386433333333,7.587088,8.243445,8.27368,214,262,204,6.396224,0.318252169395266
"ADAMTS15","Adamts15",1.37491,0.984475,0.552745,123,71,93,0.97071,0.56087,0.968467,0.586154,42,81,31,9.013626,0.196802836455046
"ADAMTS16","Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,0.24045,0.264744,0.214627,12,15,10,142.022702,0.00858315952293131
"ADAMTS18","Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,1.411995,0.853451,1.538275,55,54,37,0.123286,1.1150932769274
"ADAMTS19","Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,0.147189,0.945675,0.829666,9,26,8,13.5823703333333,0.0768471088296551
"ADAMTS2","Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,0.175824,2.047144,0.477721,11,49,15,1.673346,2.04679641168782
"ADAMTS20","Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0.016112,0.074527,0.040071,1,4,1,46.7809133333333,0.0431034944636889
"ADAMTS4","Adamts4",5.699625,2.281185,3.050056,376,274,376,3.67695533333333,0.176331,0.196548,0.19162,24,29,18,1.74370833333333,1.7046109735911
"ADAMTS5","Adamts5",0.251188,0.214129,0.12924,42,63,37,0.198185666666667,0.116874,0.274268,0.109096,15,38,10,17.4511503333333,0.0649382637407738
"ADAMTS7","Adamts7",0,0.027061,0.079894,0,3,7,0.0356516666666667,2.369279,2.937719,5.177745,151,167,164,0.111755666666667,0.93154611010153
"ADAMTS8","Adamts8",1.065953,0.548142,0.553996,53,51,53,0.722697,0.211062,0.449382,0.148566,8,16,4,0.0922516666666667,1.57719786801271
"ADAMTSL1","Adamtsl1",1.938662,0.936835,0.857687,151,81,101,1.24439466666667,1.119975,1.214395,1.457011,21,44,54,30.8714383333333,0.0704202503568634
"ADAMTSL2","Adamtsl2",6.160742,7.833362,8.501026,67,114,117,7.49837666666667,1.004098,1.776381,1.365861,47,95,46,18.2157803333333,0.442260294364661
"ADAMTSL4","Adamtsl4",4.354472,8.353508,5.544521,110,147,216,6.084167,0.631448,0.521852,1.128889,18,20,28,10.992457,0.590718565845181
"ADAP2","Adap2",1.978714,1.077312,1.125662,48,48,51,1.393896,1.320459,15.044578,8.125916,24,52,21,0.789898333333333,1.33744803010227
"ADAR","Adar",44.154559,18.973492,18.319703,3062,2871,2715,27.1492513333333,90.499122,99.654405,78.045495,3324,3711,2823,56.4035133333333,0.490375060667018
"ADARB1","Adarb1",44.261493,26.110383,23.114212,4259,4277,4114,31.1620293333333,54.505339,78.157127,58.321949,1010,1399,747,34.824132,0.897775536706188
"ADARB2","Adarb2",5.902871,2.138354,3.292197,348,275,274,3.77780733333333,2.242743,3.617584,1.425322,203,287,100,48.1549696666667,0.0971988664774479
"ADAT1","Adat1",1.509519,1.346473,0.997993,63,98,81,1.28466166666667,50.081633,51.644642,49.027029,391,471,308,5.30926666666667,0.362112078529993
"ADAT2","Adat2",2.114458,1.637674,1.797428,41,58,65,1.84985333333333,0.865768,0.88184,1.068114,56,60,47,69.388276,0.0404876137800752
"ADAT3","Adat3",1.125383,0.468138,0.877987,5,16,10,0.823836,0.355735,0.817905,0.128549,4,9,1,4.91689266666667,0.308242197847316
"ADCK1","Adck1",11.74457,13.920957,13.356394,367,795,788,13.007307,7.036778,5.592912,6.381342,107,113,70,6.62487533333333,1.83705390418187
"ADCK2","Adck2",22.03558,27.324204,24.517113,209,401,418,24.6256323333333,17.806512,18.725946,17.522527,309,351,205,49.3276083333333,0.509176437783569
"ADCK5","Adck5",34.360221,31.261416,28.953374,90,182,213,31.5250036666667,4.463708,3.922499,4.011845,77,71,39,23.6285303333333,1.32062300212229
"ADCY1","Adcy1",73.475865,16.564693,18.638468,13972,5664,6473,36.226342,8.26322,11.820007,12.255044,1388,2194,1476,10.076362,3.36088166854785
"ADCY10","Adcy10",0.270517,0.081949,0.049085,7,4,5,0.133850333333333,0.159158,0.437994,0.487023,5,4,3,5.53383266666667,0.173535257356351
"ADCY2","Adcy2",30.508851,22.13851,19.184526,1856,2399,2121,23.9439623333333,52.673477,62.126591,38.152904,1084,1239,619,2.677871,6.7821743430733
"ADCY3","Adcy3",17.107358,10.657919,9.003626,840,954,871,12.256301,37.93581,32.768872,39.729462,493,498,442,2.282398,4.03860257043783
"ADCY4","Adcy4",0.968863,2.256381,3.309353,52,62,60,2.178199,0.052475,0.211763,0.531398,2,6,5,5.62129566666667,0.479996538441847
"ADCY5","Adcy5",28.669659,14.846082,11.291118,2748,2228,2003,18.268953,24.033085,26.112757,35.668678,943,1141,775,4.26452733333333,3.66014872370308
"ADCY6","Adcy6",18.557001,6.27736,7.069085,601,406,424,10.634482,37.722233,35.042786,42.586132,1164,1229,962,2.87813366666667,3.00002088633527
"ADCY7","Adcy7",1.379845,0.948447,1.147046,124,147,179,1.158446,19.699693,9.98426,9.347798,679,770,513,140.801953666667,0.0152215533297507
"ADCY8","Adcy8",5.307575,2.838948,2.954949,565,543,575,3.70049066666667,16.629796,19.169303,14.310797,834,858,493,0.023474,4.59268204826568
"ADCY9","Adcy9",12.806736,3.568863,3.911956,875,440,491,6.76251833333333,9.559925,7.271277,10.831919,523,645,494,302.890285333333,0.0255438186344744
"ADCYAP1","Adcyap1",43.795172,25.800562,22.787378,321,412,422,30.7943706666667,30.770944,19.176885,8.504428,1000,630,186,49.77565,0.626173582547277
"ADCYAP1R1","Adcyap1r1",33.74949,17.422351,18.614593,2887,2708,2873,23.2621446666667,12.345314,17.278545,14.464588,948,1221,693,2.32725933333333,7.29193075622399
"ADD1","Add1",253.694691,174.468415,165.730906,5145,6497,5987,197.964670666667,178.214398,172.875606,239.707079,3409,3808,2935,20.622838,9.20159835941363
"ADD2","Add2",38.882969,16.233037,14.787577,4692,3219,3236,23.3011943333333,58.077895,48.929165,56.121603,5598,5463,4263,4.55396833333333,4.37546505036489
"ADD3","Add3",29.537118,20.470542,20.002425,1687,2085,1913,23.336695,209.81734,182.717742,285.808152,1125,1260,1432,34.0845026666667,0.693659398031655
"ADGB","Adgb",0.351565,0.119097,0.199078,22,12,21,0.223246666666667,0.079156,0.085007,0.096214,7,8,6,1.32720533333333,0.525629023423803
"ADGRA1","Adgra1",24.465321,10.666674,11.368228,1039,843,844,15.5000743333333,1.652268,2.280675,1.787079,77,123,63,0.226397,13.4541052639018
"ADGRA2","Adgra2",3.902165,1.785187,2.093774,210,225,234,2.59370866666667,0.432798,2.175161,1.219293,19,94,41,20.4346533333333,0.167658819145819
"ADGRA3","Adgra3",52.927926,54.816909,38.034606,276,365,363,48.593147,44.940705,26.692998,48.172702,427,350,324,521.269214333333,0.0949570559377211
"ADGRB1","Adgrb1",116.967881,51.678282,48.693815,3743,3334,3492,72.4466593333333,13.615388,23.878413,22.757814,467,780,495,0.0319686666666667,71.1714044289458
"ADGRB2","Adgrb2",205.176993,145.993075,161.278149,3986,4733,4664,170.816072333333,21.653954,24.004818,27.136658,1013,1310,846,5.94716,24.7318432760053
"ADGRB3","Adgrb3",23.137777,13.958923,12.481891,1407,1342,1228,16.526197,16.821213,17.98073,16.318507,516,623,413,197.938641333333,0.088098505561993
"ADGRD1","Adgrd1",0.817857,0.182009,0.29662,65,26,43,0.432162,2.313068,1.045361,1.304333,30,37,19,164.76085,0.00863992915094246
"ADGRE1","Adgre1",4.182009,2.250254,2.486847,71,114,111,2.97303666666667,0,0,0,0,0,0,101.766663666667,0.0386607536423833
"ADGRE4P","Adgre4",0,0.023046,0.012,0,2,1,0.011682,0.083796,0.077561,0.039488,3,3,1,0.019974,0.991870381009712
"ADGRE5","Adgre5",9.124305,4.220371,3.689004,167,194,206,5.67789333333333,1.364574,1.447979,0.686546,8,21,9,0,6.67789333333333
"ADGRF1","Adgrf1",0,0,0,0,0,0,0,0.170765,0.110177,0.038495,10,12,2,35.670387,0.0272699603633853
"ADGRF2","Adgrf2",0.271127,0.046489,0.030539,10,3,2,0.116051666666667,0.045744,0.034567,0,3,2,0,144.646503333333,0.00766274260709452
"ADGRF4","Adgrf4",0.322525,0.256321,0.245318,14,19,17,0.274721333333333,0.89767,0.625015,0.070826,36,27,2,1.32855466666667,0.547430280070728
"ADGRF5","Adgrf5",11.275438,4.829541,4.958625,761,453,556,7.02120133333333,0.07962,0.148816,0.018554,6,12,1,10.4814166666667,0.698624705139465
"ADGRG1","Adgrg1",85.067034,41.863466,48.512136,984,1061,1218,58.4808786666667,38.153179,46.615681,24.604581,834,986,417,206.339111333333,0.286877272137242
"ADGRG2","Adgrg2",0.612248,0.27269,0.384423,44,33,44,0.423120333333333,3.775312,6.649666,9.579295,238,441,424,181.130449,0.0078137419698193
"ADGRG3","Adgrg3",0.151278,0.049381,0.038651,1,4,2,0.07977,0,0.341854,0,0,5,0,0.375724333333333,0.784873810717409
"ADGRG4","Adgrg4",0.070088,0.081032,0.040318,1,2,1,0.0638126666666667,0.920553,0.305711,0.19708,116,43,19,2.69015833333333,0.288283745729068
"ADGRG5","Adgrg5",0,0.020966,0.041356,0,1,3,0.020774,0.136137,0.543932,0.392484,6,12,4,12.9680063333333,0.0730794342184696
"ADGRG6","Adgrg6",0.706964,0.227842,0.152095,67,38,25,0.362300333333333,1.056112,0.392774,0.25247,26,18,8,17.973054,0.0718018476800484
"ADGRG7","Adgrg7",0,0,0,0,0,0,0,0.080335,0.37325,0.112855,3,10,2,1.301274,0.434541910263619
"ADGRL1","Adgrl1",148.500917,43.886538,54.139897,7399,4263,4809,82.175784,47.623211,65.292987,51.742662,3580,4449,2943,10.889571,6.99569261161736
"ADGRL2","Adgrl2",24.087142,6.294176,6.52,1085,561,567,12.3004393333333,66.130506,58.935871,59.74284,1700,1401,1040,3.66671233333333,2.8500662529231
"ADGRL3","Adgrl3",108.723366,33.419146,20.30024,1700,844,852,54.147584,17.729986,16.566549,19.430168,1545,1475,1244,0.0465713333333333,52.6935740006892
"ADGRL4","Adgrl4",14.059239,15.353869,16.306351,355,584,489,15.2398196666667,4.199905,1.046918,3.482546,42,15,21,39.7817203333333,0.398213207631481
"ADGRV1","Adgrv1",1.061887,1.521293,1.641189,52,64,74,1.408123,2.788787,2.591459,7.139199,55,77,98,0,2.408123
"ADH1C","Adh1",0.285241,0.549182,0.68209,5,17,18,0.505504333333333,0,0,0,0,0,0,55.4464716666667,0.0266713629546907
"ADH4","Adh4",0,0,0,0,0,0,0,0.219038,0.046003,0.059255,2,1,1,0.968209666666667,0.508075951935337
"ADH5","Adh5",34.543682,40.629671,40.552519,506,1139,1129,38.5752906666667,51.716203,53.859049,59.725452,1109,1257,965,7.301594,4.76719177867126
"ADH7","Adh7",0.039374,0.418506,0.415077,2,5,8,0.290985666666667,0,0,0,0,0,0,14.959765,0.0808900172820005
"ADHFE1","Adhfe1",10.146483,15.051984,14.42369,197,426,431,13.2073856666667,1.533176,2.904502,1.884413,19,29,9,56.7080616666667,0.246194123599773
"ADI1","Adi1",20.267311,20.491944,21.571207,372,685,773,20.7768206666667,7.688085,7.474887,5.776141,239,264,168,1.27575066666667,9.56907142141523
"ADIG","Adig",0,0,0,0,0,0,0,0,0,0,0,0,0,7.55615566666667,0.116874918942374
"ADIPOQ","Adipoq",0,0,0.033104,0,0,1,0.0110346666666667,0.18143,0.066405,0.046462,11,4,2,15.49733,0.0612847452688809
"ADIPOR1","Adipor1",19.249456,22.279618,20.76383,884,1838,1726,20.7643013333333,32.771179,36.510146,35.962588,820,990,665,0.209696333333333,17.9915411278147
"ADIPOR2","Adipor2",23.438313,19.767939,14.843038,1376,2160,1673,19.3497633333333,13.655648,15.76099,14.87993,680,771,497,6.45882833333333,2.72827881590875
"ADK","Adk",56.705652,60.376516,55.663904,666,1354,1322,57.582024,14.222672,15.490404,15.026664,199,236,149,6.30524333333333,8.01917490314035
