"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg_TPM","FoldChange"
"LAPTM4A","Laptm4a",88.857708,102.648358,109.573326,2133,4457,4825,100.359797333333,148.608228,193.441184,156.35822,2318,2360,2186,349.710029,0.289013113261535
"LAPTM4B","Laptm4b",52.195877,76.999635,67.099242,956,1951,1899,65.4315846666667,71.6597,62.059733,78.24194,2497,1769,2417,1.241032,29.6433003485299
"LAPTM5","Laptm5",22.054011,13.665395,16.346193,387,518,555,17.3551996666667,2.566703,1.765429,3.731506,81,45,104,1.33996,7.84423651116543
"LARGE1","Large1",40.169194,23.652588,19.852865,2284,2415,2064,27.891549,41.474556,36.104082,45.043252,2060,1489,1880,4.014233,5.7619079528215
"LARGE2","Large2",1.648479,0.525166,0.432014,12,7,9,0.868553,0.50117,0.059898,0,2,1,0,16.3223553333333,0.107869453318762
"LARP1","Larp1",20.230995,5.779121,5.94625,1985,1024,1068,10.652122,143.088178,155.602698,113.54396,4056,3168,3455,6.415423,1.57133611932859
"LARP4","Larp4",10.940197,6.171188,5.842764,851,755,571,7.651383,9.606122,14.364817,8.898958,807,818,732,0,8.651383
"LARP4B","Larp4b",20.373589,6.126059,8.412466,1306,897,903,11.6373713333333,12.141151,14.393757,10.427708,804,735,709,4.70710366666667,2.21432307374126
"LARP6","Larp6",11.324502,11.681078,11.770058,375,722,746,11.5918793333333,6.986918,7.414978,6.111188,122,138,98,0,12.5918793333333
"LARP7","Larp7",9.290083,6.261367,5.124411,227,269,260,6.89195366666667,42.564298,51.800422,28.325662,339,301,275,14.592644,0.506133127048028
"LARS2","Lars2",385.831477,647.414187,696.158022,21869,65326,71264,576.467895333333,8.474795,5.804881,8.975259,381,263,332,29.7178396666667,18.7991050672737
"LAS1L","Las1l",16.466365,11.88542,10.040853,535,748,608,12.797546,20.622478,17.424887,17.620713,661,453,562,0.194062333333333,11.555130427306
"LASP1","Lasp1",99.105326,45.082089,43.62858,1705,1900,1771,62.6053316666667,50.417948,66.575356,48.91284,2916,3190,2547,0,63.6053316666667
"LAT","Lat",0.321868,0.018739,0.220053,3,1,4,0.186886666666667,6.9556,7.833156,7.780183,69,49,68,18.4365333333333,0.0610647303359996
"LAT2","Lat2",2.591011,2.314337,1.251022,17,29,32,2.05212333333333,1.49721,1.693547,1.14968,30,21,18,4.90648466666667,0.51674109145801
"LATS1","Lats1",5.580705,2.56733,2.367389,608,484,434,3.50514133333333,3.210698,4.206064,3.065053,350,379,304,0.702336333333333,2.64644609006955
"LATS2","Lats2",36.367967,8.718876,8.647445,563,575,488,17.9114293333333,7.366699,8.385614,4.881238,393,450,348,0.023516,18.476925942861
"LAX1","Lax1",0.326501,0,0.089263,4,0,2,0.138588,0.077244,0.031718,0.027941,3,1,1,5.40258666666667,0.177832501030833
"LAYN","Layn",3.171148,2.941975,1.589341,53,80,70,2.567488,9.765177,9.104543,8.605102,154,200,183,226.011942666667,0.0157149793887202
"LBH","Lbh",14.791367,14.697648,15.005531,672,1191,1234,14.8315153333333,26.557306,42.05568,19.88591,592,654,494,0.012013,15.6435888998791
"LBP","Lbp",3.654876,2.797501,4.984142,72,165,202,3.812173,0,0,0.086617,0,0,2,6.517383,0.640139394254623
"LBR","Lbr",7.470378,2.889787,4.539535,145,240,258,4.96656666666667,19.459889,21.872613,20.237584,446,516,387,0.061152,5.62272574208659
"LBX1","Lbx1",0,0,0.034278,0,0,2,0.011426,0,0.031915,0,0,1,0,2.92016933333333,0.258005691590873
"LBX2","Lbx2",0.229527,0.116057,0.056292,1,1,1,0.133958666666667,0.243432,1.027384,2.937229,4,3,3,0.669173333333333,0.679353452407579
"LCA5","Lca5",2.692857,1.255517,1.515883,116,112,108,1.821419,0.652372,0.939353,0.485992,45,50,29,0.526730666666667,1.84801357672342
"LCA5L","Lca5l",1.3958,0.371117,0.287532,23,18,19,0.684816333333333,0.947431,1.123513,0.544839,12,11,15,3.10871366666667,0.410059320269012
"LCAT","Lcat",11.747535,16.78662,16.888856,207,536,547,15.1410036666667,26.337948,39.143295,27.575494,146,137,132,66.0618306666667,0.240688384230012
"LCK","Lck",1.342671,1.770951,1.307113,13,38,38,1.47357833333333,0.088806,0.110696,0.202546,1,1,2,0.411046333333333,1.75301000038033
"LCLAT1","Lclat1",9.135808,3.89477,7.155937,541,421,429,6.72883833333333,4.024451,3.966785,3.146913,229,183,198,0.402571666666667,5.51047658883741
"LCMT2","Lcmt2",2.490808,2.546048,2.899538,82,157,179,2.64546466666667,3.424867,3.638399,3.748836,135,116,128,76.71862,0.0469059366554201
"LCN10","Lcn10",0,0,0,0,0,0,0,0.038924,0.04817,0.08815,1,1,3,243.984828,0.00408188543006426
"LCN12","Lcn12",0,0,0,0,0,0,0,2.985341,2.495321,2.114818,23,12,14,5.54266833333333,0.152842838587009
"LCN2","Lcn2",0.126104,0.260082,0.16233,1,5,3,0.182838666666667,0,0,0,0,0,0,66.4448796666667,0.0175378571733335
"LCN8","Lcn8",0,0,0,0,0,0,0,0,0,0,0,0,0,1.01785066666667,0.495576811762747
"LCN9","Lcn9",0,0,0,0,0,0,0,0.325364,0.538802,0,3,2,0,0,1
"LCOR","Lcor",2.650106,0.469402,0.424325,186,48,55,1.18127766666667,7.080947,15.523675,4.805857,792,631,706,12.1999063333333,0.165249480684446
"LCORL","Lcorl",4.734358,4.940049,4.280494,400,433,310,4.65163366666667,3.200013,4.465475,4.349927,136,165,145,10.37924,0.496661786434478
"LCP1","Lcp1",4.149769,2.968235,3.319109,140,212,226,3.47903766666667,0.853258,0.338782,0.310382,18,16,14,0.856617,2.41247261371983
"LCP2","Lcp2",7.411021,8.062106,4.209241,34,37,28,6.56078933333333,0.090618,0.241477,0.123308,4,4,4,8.545476,0.792080911767347
"LCTL","Lctl",0,0.179765,0.177124,0,7,7,0.118963,46.658989,24.46548,22.094711,382,300,370,0.388469333333333,0.805896805306947
"LDAH","Ldah",29.772399,25.812998,29.897452,505,831,802,28.494283,21.517351,27.260268,20.016205,404,347,422,4.785896,5.09761720570159
"LDB1","Ldb1",32.024264,28.219658,27.53969,941,1547,1464,29.261204,56.883981,55.887918,57.57957,1678,1313,1583,9.870986,2.78366690933095
"LDB2","Ldb2",24.645004,18.962132,18.453648,519,792,719,20.686928,0.196156,0.943202,0,3,15,0,7.66673933333333,2.50231686518936
"LDB3","Ldb3",2.157814,1.844016,1.68494,136,155,148,1.89559,0.41392,1.88225,0.235179,23,31,17,2.29651633333333,0.878378781479317
"LDHA","Ldha",165.631255,185.415363,156.847955,2828,5799,4860,169.298191,787.202789,607.446999,873.054076,3445,2265,3503,5.22694533333333,27.3485925897535
"LDHB","Ldhb",503.106225,676.644903,688.880888,4565,11540,11844,622.877338666667,599.547805,579.039709,616.212895,4873,3713,4414,8.244728,67.4846613839441
"LDHC","Ldhc",0,0,0,0,0,0,0,0.209271,0.262096,0.231922,6,6,6,2.536967,0.282728111401661
"LDHD","Ldhd",4.081344,4.101372,4.350683,149,274,298,4.17779966666667,1.357354,0.160834,0.553025,25,3,14,0.184411333333333,4.37162286525458
"LDLR","Ldlr",5.401319,2.256727,3.242082,374,282,415,3.633376,29.775412,42.346109,20.735146,808,1021,717,12.5615333333333,0.341655761639539
"LDLRAD3","Ldlrad3",3.655638,1.934618,1.914849,206,190,191,2.50170166666667,11.236687,8.330482,12.040881,599,393,553,62.272752,0.0553429644828261
"LDLRAD4","Ldlrad4",8.569016,3.974761,4.083425,308,259,268,5.54240066666667,0.853534,2.000812,0.504472,26,112,23,16.4862833333333,0.374144724865299
"LDLRAP1","Ldlrap1",1.417912,1.078756,1.873244,63,98,124,1.45663733333333,25.642211,54.983681,24.765585,416,418,415,0.620648666666667,1.51583584021707
"LDOC1","Ldoc1",0.616884,1.199847,1.153494,12,42,41,0.990075,19.03625,11.354912,19.785841,314,150,278,39.8258133333333,0.0487455077441201
"LEAP2","Leap2",0.219612,0.12507,0.124305,1,1,1,0.156329,0.585211,0.22361,0.331485,5,2,3,0.672283333333333,0.69146715568534
"LECT2","Lect2",0.108479,0,0,1,0,0,0.0361596666666667,0.233357,0.337303,0.773671,2,3,6,88.18124,0.0116185833104212
"LEF1","Lef1",5.860507,3.604259,5.318616,153,140,171,4.927794,100.373223,160.357663,97.208073,1350,1909,1216,1.86731733333333,2.06736587230433
"LEFTY1","Lefty1",1.566407,2.573526,1.35097,23,62,50,1.830301,0.329026,0.154676,0.365783,7,3,7,0.26944,2.22956658053945
"LEFTY2","Lefty2",0.202594,0.336062,0.272958,7,22,18,0.270538,0.444436,1.355176,0.135158,7,30,3,19.3707746666667,0.0623706275676899
"LELP1","Lelp1",0,0,0,0,0,0,0,0,0,0,0,0,0,24.306207,0.0395159970042132
"LEMD1","Lemd1",2.813576,1.77048,1.775476,41,47,63,2.119844,0.515988,0.212901,1.067761,3,1,6,7.33554733333333,0.374281840800536
"LEMD2","Lemd2",15.465607,13.321917,18.466238,279,419,425,15.751254,34.338671,36.141495,42.972358,570,471,540,9.191846,1.6435937120714
"LEMD3","Lemd3",9.905668,4.298236,3.838671,630,495,436,6.01419166666667,11.95737,16.768358,13.51453,397,391,355,4.571214,1.25900596650329
"LENEP","Lenep",1.236765,1.235556,0,31,55,0,0.824107,0,0,0,0,0,0,2.65437633333333,0.499156855675054
"LENG1","Leng1",2.562188,2.375526,2.516422,81,137,148,2.484712,1.692882,2.538582,1.21411,32,39,20,10.689037,0.298117971566007
"LENG8","Leng8",34.806349,6.655855,9.656383,1178,667,805,17.039529,172.090274,157.766894,165.50046,7095,5199,5177,1.80998366666667,6.41979852551931
"LENG9","Leng9",2.046831,2.241925,1.713071,70,144,113,2.000609,0.455104,0.35055,0.230126,12,7,5,5.337902,0.473438844589266
"LEO1","Leo1",9.470822,8.146232,7.371237,298,453,416,8.32943033333333,8.576519,10.947896,9.295209,252,264,253,4.34252466666667,1.74625872886315
"LEP","Lep",0.020556,0,0,1,0,0,0.006852,0.11475,0.023721,0.15138,6,1,7,0.458286666666667,0.690434893916606
"LEPR","Lepr",1.378625,1.314576,0.741882,66,78,59,1.14502766666667,0.532121,1.054353,0.426944,47,68,35,3.407411,0.486686552868944
"LEPROT","Leprot",10.867656,9.758808,10.61038,277,456,497,10.4122813333333,60.959223,52.737618,50.319373,871,872,879,2.43226533333333,3.32499973778251
"LEPROTL1","Leprotl1",26.103588,18.419784,16.338711,1058,1326,1182,20.287361,40.708012,40.710759,42.999637,774,615,780,4.309877,4.00901207316102
"LETM1","Letm1",30.517938,21.781676,24.113731,1181,1724,1738,25.471115,12.064946,12.428082,15.018254,711,553,669,3.66371633333333,5.67597021516961
"LETM2","Letm2",12.858092,8.90046,12.463702,104,158,169,11.407418,3.174748,2.110708,1.224868,42,28,26,0,12.407418
"LETMD1","Letmd1",17.367112,18.982254,15.360977,479,784,677,17.236781,44.255486,42.346716,47.868995,510,399,472,10.2349116666667,1.6232242443087
"LEXM","Lexm",0,0.266225,0,0,1,0,0.0887416666666667,0,0,0,0,0,0,59.7212433333333,0.0179301609601428
"LFNG","Lfng",13.380846,17.123394,13.86833,233,548,470,14.7908566666667,1.207873,4.778114,1.305244,32,96,27,31.9642246666667,0.479030125123323
"LGALS1","Lgals1",12.748608,21.030878,22.080055,92,282,306,18.619847,781.095748,1441.583423,1043.78227,1228,1348,1387,25.1887646666667,0.749170388512916
"LGALS12","Lgals12",0.14019,0.0744,0.047066,5,5,3,0.0872186666666667,0,0,0,0,0,0,4.70207033333333,0.190670862179825
"LGALS2","Lgals2",0.361733,0.404168,0.099524,2,4,1,0.288475,1.545416,2.32207,1.16429,9,11,6,74.2016233333333,0.0171336062027384
"LGALS3","Lgals3",5.667735,6.341,1.271377,3,19,30,4.426704,19.043395,14.38885,19.631182,146,78,140,0,5.426704
"LGALS3BP","Lgals3bp",7.127554,11.112238,9.992575,160,338,310,9.410789,346.872678,341.913336,326.259952,3197,2351,2825,9.64433466666667,0.978059157854363
"LGALS4","Lgals4",1.534452,1.322095,1.154841,12,18,12,1.33712933333333,1.900673,1.36117,1.493786,14,5,9,34.7294693333333,0.0654118120683349
"LGALS8","Lgals8",16.516336,12.664269,11.785207,294,530,462,13.6552706666667,25.850151,23.522736,24.971341,503,360,434,0.247092,11.7515553517035
"LGALS9B","Lgals9",3.96878,5.278458,4.955083,76,184,175,4.734107,0,0,0,0,0,0,27.0669156666667,0.204301287255801
"LGALSL","Lgalsl",24.307098,22.38763,17.441479,1151,1860,1405,21.3787356666667,11.041575,12.137722,11.682094,245,200,227,13.5327456666667,1.53988352785917
"LGI1","Lgi1",40.530776,25.676453,21.660568,2334,2609,2131,29.2892656666667,2.233266,3.008369,1.593719,41,41,31,13.7130333333333,2.05866900321937
"LGI2","Lgi2",16.895305,6.907978,6.650905,1612,1167,1139,10.151396,10.934754,9.619486,13.321551,1091,607,1147,9.60767133333333,1.05125768414016
"LGI3","Lgi3",40.797512,38.853351,43.307551,1492,2668,2951,40.986138,1.933153,0.354791,1.656814,65,14,63,5.05212633333333,6.93741929489355
"LGI4","Lgi4",11.771755,13.096067,12.271591,380,760,787,12.3798043333333,60.839241,32.581676,52.536857,1451,606,1063,26.4436496666667,0.487537353662716
"LGMN","Lgmn",51.630768,61.504066,62.007136,1327,2850,2906,58.3806566666667,83.93931,59.614311,72.93421,1099,794,982,221.934532333333,0.266359168519843
"LGR4","Lgr4",5.946879,4.170188,3.966477,422,522,486,4.69451466666667,10.660055,15.444172,9.675952,746,659,612,6.28443166666667,0.781737673883961
"LGR5","Lgr5",1.300502,1.470827,0.591236,70,88,55,1.120855,0.050463,0.080092,0.056804,3,4,2,26.4475976666667,0.0772692395799593
"LGR6","Lgr6",0.63954,0.342132,0.395443,60,62,69,0.459038333333333,0,0.190233,0.030566,0,4,1,13.6196933333333,0.0997995169985326
"LGSN","Lgsn",0,0,0,0,0,0,0,0.050726,0.05745,0.096567,4,4,7,1.49002366666667,0.401602608596357
"LHB","Lhb",0.617095,0.233812,0.082664,4,3,1,0.311190333333333,0.232158,0.287762,0.269049,1,1,1,72.7473093333333,0.0177795006378719
"LHCGR","Lhcgr",0.061425,0.222802,0.145446,6,10,10,0.143224333333333,0.075664,0.054233,0,3,2,0,46.0005826666667,0.0243236204419253
"LHFPL1","Lhfpl1",0.842501,0.235645,0.353973,7,7,16,0.477373,0.046341,0,0,1,0,0,2.25323733333333,0.454123953657649
"LHFPL2","Lhfpl2",6.995078,3.471072,3.604053,331,377,412,4.69006766666667,5.489069,6.279477,5.283749,329,371,252,0.0274163333333333,5.53822971473103
"LHFPL3","Lhfpl3",13.298258,14.452925,14.911024,546,996,962,14.2207356666667,13.555629,5.766307,13.052505,307,103,257,137.411612,0.109967187338781
"LHFPL4","Lhfpl4",22.040345,6.26557,6.355254,1539,805,819,11.553723,4.6545,2.786447,4.40742,318,168,257,0.226881666666667,10.232219896241
"LHFPL5","Lhfpl5",1.965941,4.180524,4.278467,34,131,135,3.47497733333333,1.844299,2.401993,2.177939,82,94,82,7.20396533333333,0.545465168551013
"LHPP","Lhpp",6.352067,8.111071,7.957636,125,268,287,7.47359133333333,12.343429,12.622764,8.485948,54,31,43,22.5182793333333,0.360298098905705
"LHX1","Lhx1",0.852261,1.562037,0.512863,30,37,43,0.975720333333333,0,0,0,0,0,0,3.768735,0.414307008742011
"LHX2","Lhx2",22.482976,18.438046,17.641636,443,647,551,19.520886,0,0,0.202989,0,0,3,0,20.520886
"LHX3","Lhx3",0.07574,0.117609,0.190796,2,6,10,0.128048333333333,0,0.036509,0,0,1,0,0.167834666666667,0.965931535970845
"LHX4","Lhx4",0.011788,0.01992,0.052387,1,3,8,0.0280316666666667,0.544285,0.645849,0.459906,50,48,38,7.92538366666667,0.115180669544327
"LHX5","Lhx5",0.443072,0.484654,0.716498,16,34,52,0.548074666666667,0,0,0,0,0,0,0.358085333333333,1.13989498941647
"LHX6","Lhx6",3.635379,2.486863,1.519641,168,196,133,2.54729433333333,0.067493,0.181783,0,3,5,0,0.0446633333333333,3.39563400010849
"LHX8","Lhx8",0.482358,0.332946,0.322629,8,16,11,0.379311,0,0.052015,0.036248,0,1,1,202.990419666667,0.00676164597461921
"LHX9","Lhx9",1.899445,1.761087,1.652921,114,175,167,1.771151,0,0,0,0,0,0,5.138469,0.451440090354777
"LIAS","Lias",12.214531,16.043207,14.097691,326,598,624,14.1184763333333,5.395529,5.136785,6.501574,123,103,117,0.213665333333333,12.4568741630038
"LIF","Lif",0.070036,0.048563,0.537042,4,5,15,0.218547,3.64451,5.34905,3.552033,126,135,125,0.073699,1.13490559272198
"LIFR","Lifr",5.847754,1.824225,1.867665,883,438,439,3.17988133333333,1.921504,2.84797,1.871188,301,354,259,2.29805966666667,1.26737589849547
"LIG1","Lig1",2.726529,2.934239,2.692488,103,184,225,2.78441866666667,12.152296,13.667155,11.602818,204,174,159,2.08582133333333,1.22638943019384
"LIG3","Lig3",6.735422,4.882999,3.334244,326,350,335,4.98422166666667,52.495698,49.330821,52.678069,557,457,484,19.938875,0.285794803525341
"LIG4","Lig4",3.535511,1.973667,1.478058,207,214,149,2.32907866666667,6.793606,7.104365,5.951968,397,337,303,3.77287833333333,0.697499168042205
"LIM2","Lim2",0,0,0,0,0,0,0,0.095056,0,0,1,0,0,30.0194466666667,0.0322378413369506
"LIMA1","Lima1",4.572013,2.825337,2.863419,190,243,227,3.42025633333333,48.628151,63.683956,46.459355,1740,1672,1697,0.039673,4.2515832702526
"LIMCH1","Limch1",52.98303,18.260826,20.447718,1448,1200,1203,30.563858,4.692672,5.519398,4.84649,316,230,310,0,31.563858
"LIMD1","Limd1",11.479163,20.640061,9.207321,164,352,334,13.775515,14.521348,5.306701,13.556865,1190,398,1095,8.29612633333333,1.58942708717491
"LIMD2","Limd2",25.243581,33.501807,28.479126,478,1061,963,29.074838,19.392319,22.370434,15.496699,255,263,254,0.101324,27.3078930450984
"LIME1","Lime1",6.537375,5.136273,3.981679,118,179,137,5.21844233333333,9.637964,4.488315,7.651198,126,69,94,4.822668,1.06797130341852
"LIMK1","Limk1",25.888567,18.193714,20.169277,748,1367,1440,21.417186,15.512953,14.68348,13.447329,619,472,509,14.9563776666667,1.40490445064046
"LIMK2","Limk2",64.359512,50.623953,52.433666,1229,1901,1769,55.8057103333333,32.752255,38.233784,29.372696,921,825,901,0.0276003333333333,55.2799648760981
"LIMS1","Lims1",11.582394,6.826413,5.994904,427,590,466,8.13457033333333,13.903457,25.455298,14.817806,881,1325,794,0.0652343333333333,8.57517453906073
"LIMS2","Lims2",42.143948,61.363296,58.603754,135,284,248,54.0369993333333,45.130148,39.872554,46.792553,2600,1682,2406,22.391221,2.35289125494276
"LIN28A","Lin28a",0,0.010834,0.010675,0,1,1,0.00716966666666667,2.411523,1.202609,2.360263,132,52,114,6.55343833333333,0.133339232045097
"LIN28B","Lin28b",0.659653,0.389448,0.282615,43,43,32,0.443905333333333,5.710851,7.599623,6.220075,444,480,444,69.2795736666667,0.0205451635233549
"LIN37","Lin37",32.856316,40.349125,38.301914,119,291,274,37.1691183333333,14.942384,16.301378,14.8413,99,101,108,902.545464333333,0.0422437163817715
"LIN52","Lin52",14.169338,18.301117,17.86671,304,688,616,16.779055,15.845225,10.761432,20.585208,185,135,165,0.210341,14.6892941741212
"LIN54","Lin54",3.545343,2.367665,2.660702,193,243,208,2.85790333333333,3.489099,5.280389,3.174494,179,225,155,0.0131303333333333,3.80790428082468
"LIN7A","Lin7a",8.888429,4.478792,3.662867,295,250,194,5.676696,1.477575,1.279587,1.335655,125,96,110,2.47438233333333,1.92169293976186
"LIN7B","Lin7b",43.168583,75.021047,66.039983,202,581,571,61.409871,7.955864,7.651646,8.547001,40,36,37,2.08094033333333,20.2567606794506
"LIN7C","Lin7c",21.196373,11.194311,9.070438,1172,1161,881,13.820374,5.604978,5.626995,5.287583,375,303,309,14.3487893333333,0.965572833019099
"LIN9","Lin9",1.958922,1.416146,1.544651,49,81,81,1.63990633333333,1.623251,3.731068,1.080049,55,77,41,10.7920936666667,0.223870875516847
"LINGO1","Lingo1",117.579931,66.073018,52.115686,3749,3262,2995,78.589545,40.933483,20.825268,34.361359,1117,484,1004,0,79.589545
"LINGO2","Lingo2",9.640297,5.368609,4.91914,313,267,224,6.642682,2.076454,1.458146,2.561531,81,53,90,29.920135,0.247174923395386
"LINGO3","Lingo3",13.323716,7.374977,4.611971,346,482,371,8.436888,0.03527,0,0.044545,1,0,1,3.20428166666667,2.24458986057468
"LINGO4","Lingo4",0.330894,0.130855,0.247624,18,13,25,0.236457666666667,0,0,0.028386,0,0,1,4.28398933333333,0.23400078778862
"LINS1","Lins1",4.775566,1.780139,2.601825,117,133,115,3.05251,8.743768,8.186748,7.916778,156,129,153,0,4.05251
"LIPA","Lipa",9.621561,11.090736,8.914803,315,654,541,9.8757,41.600253,40.862105,45.784426,1402,944,1298,0.582907333333333,6.87071174096946
"LIPC","Lipc",0.08373,0.093918,0.115661,2,4,5,0.0977696666666667,0.095793,0.182753,0.202148,1,3,2,16.872103,0.0614236425711438
"LIPE","Lipe",5.451536,2.411283,3.519285,124,165,180,3.79403466666667,7.812824,5.008894,5.797687,70,45,45,3.340115,1.10458701363136
"LIPF","Lipf",0,0,0,0,0,0,0,0,0,0.065975,0,0,1,0.831700333333333,0.54594082984098
"LIPG","Lipg",1.034062,0.70025,0.389537,59,71,40,0.707949666666667,0.61285,2.176215,0.477479,33,64,24,0.262101333333333,1.35325874520377
"LIPH","Liph",0.137741,0.121969,0.230022,5,9,16,0.163244,8.731732,3.838486,6.734472,80,26,54,0.0287463333333333,1.13073938862156
"LIPK","Lipk",0,0,0,0,0,0,0,0,0,0,0,0,0,11.646814,0.0790712981150826
"LIPM","Lipm",0.050395,0.043767,0.095764,2,3,3,0.0633086666666667,0.064673,0,0,1,0,0,2.99929233333333,0.265874204244634
"LIPN","Lipn",0,0,0,0,0,0,0,0,0,0,0,0,0,5.62523,0.150938156109297
"LIPT1","Lipt1",2.541337,2.158865,2.400812,36,68,70,2.36700466666667,3.154818,3.010663,2.786358,33,30,28,90.148918,0.0369396010456939
"LIPT2","Lipt2",2.876767,3.645764,3.144063,39,77,68,3.222198,1.403048,6.514991,1.084062,21,15,31,0,4.222198
"LITAF","Litaf",11.096058,11.856541,18.977736,218,484,606,13.9767783333333,39.854654,45.049727,37.447487,1327,1133,1128,18.6772633333333,0.761120999380165
"LIX1","Lix1",14.046005,15.514068,12.416753,637,1215,950,13.9922753333333,0.450839,0.957458,0.61494,25,43,30,448.693453333333,0.0333388783452455
"LIX1L","Lix1l",8.226926,6.523496,6.224751,388,545,517,6.99172433333333,5.454294,6.014385,5.372308,327,289,284,23.231983,0.329800674312677
"LKAAEAR1","Lkaaear1",0,0.397544,0,0,2,0,0.132514666666667,0.291228,0,0,2,0,0,42.856379,0.0258232597512591
"LLCFC1","Llcfc1",0,0,0,0,0,0,0,0.890135,0.863577,0.718481,7,6,5,1.81186533333333,0.35563580806857
"LLGL1","Llgl1",9.729928,8.630768,8.652166,622,1018,1040,9.00428733333333,12.502392,13.021865,10.850393,877,740,681,26.503803,0.363741964459727
"LLGL2","Llgl2",1.563607,1.22781,1.756041,20,22,34,1.51581933333333,1.112458,1.32044,1.56017,28,19,30,12.546552,0.185716581852957
"LLPH","Llph",12.238418,11.827453,12.193959,171,294,298,12.08661,8.616654,10.908665,7.712666,254,235,211,4.70063933333333,2.29563900376554
"LMAN1","Lman1",10.613484,7.811216,7.214716,516,750,684,8.546472,42.338144,47.301367,39.010473,2659,2575,2440,15.728002,0.570688119238628
"LMAN1L","Lman1l",0.050587,0,0.027106,1,0,1,0.0258976666666667,0.119528,0.18745,0.369709,3,3,3,6.658812,0.133949973790539
"LMAN2","Lman2",16.389899,16.692601,13.326797,1069,1676,1439,15.4697656666667,121.081632,85.692433,122.950932,1827,992,1638,0.0745436666666667,15.3272185929469
"LMAN2L","Lman2l",16.790281,11.41814,10.128591,541,642,575,12.779004,26.943771,15.263189,35.521581,408,276,397,1.05074733333333,6.71901592947742
"LMBR1","Lmbr1",10.486529,9.118342,8.719777,451,680,614,9.44154933333333,16.846572,18.168343,18.390896,536,478,538,0.533316666666667,6.8097801063055
"LMBR1L","Lmbr1l",3.910338,3.39166,3.272084,74,103,116,3.524694,153.923445,117.141018,147.69322,1118,707,960,6.95859166666667,0.568529482289057
"LMBRD1","Lmbrd1",78.075302,64.265898,62.834902,2920,3484,3219,68.392034,20.530991,14.157801,18.646481,487,304,413,7.33427733333333,8.32610089929013
"LMBRD2","Lmbrd2",16.121777,6.997959,6.164484,1977,1463,1146,9.76140666666667,2.515836,2.349934,2.902181,301,228,304,0.083296,9.93394849299422
"LMCD1","Lmcd1",1.777764,2.272008,2.72166,42,98,119,2.257144,19.752335,31.789085,20.122368,400,451,336,2.33930233333333,0.975396557384691
"LMF1","Lmf1",8.594878,10.772005,10.542324,129,278,242,9.96973566666667,17.754543,14.10779,17.709795,384,257,321,0.00657666666666667,10.8980627407086
"LMF2","Lmf2",14.630635,7.149789,9.837553,159,245,206,10.5393256666667,52.91634,40.430413,53.600697,1364,877,1269,3.08382233333333,2.8256189238399
"LMLN","Lmln",8.25596,1.523394,1.95938,196,160,147,3.91291133333333,2.227129,2.390212,2.142594,173,157,128,0.485649666666667,3.30691107302327
"LMNA","Lmna",12.216505,12.642186,12.342689,330,665,644,12.40046,286.244755,296.404532,249.343817,3054,2386,2546,8.11257633333333,1.47054570626551
"LMNB1","Lmnb1",3.798871,1.701748,2.011652,91,87,96,2.50409033333333,10.762909,19.46879,12.814288,240,288,231,0.992571333333333,1.75857710823904
"LMNB2","Lmnb2",3.688058,3.891863,3.49267,183,360,330,3.69086366666667,15.719278,25.780597,13.810607,741,789,621,0.243061333333333,3.77363814711208
"LMNTD1","Lmntd1",0.488463,0.599631,0.310627,18,30,20,0.466240333333333,0.183865,0,0.358008,2,0,4,0.00810233333333333,1.45445584724038
"LMNTD2","Lmntd2",0,0.018709,0.036884,0,1,2,0.018531,2.398694,1.343142,1.889036,33,13,23,1993.73849233333,0.000510608786021159
"LMO1","Lmo1",7.432055,12.552344,12.945513,93,267,281,10.9766373333333,4.206465,1.888633,3.867286,60,16,55,0.133784,10.5634206633127
"LMO2","Lmo2",11.154164,11.379688,13.932251,137,279,294,12.1553676666667,6.597613,5.14106,6.76743,125,78,117,2.83364066666667,3.43155992189148
"LMO3","Lmo3",38.004104,30.109502,26.239656,1475,1672,1379,31.4510873333333,0.425045,1.39571,1.337898,10,25,18,0,32.4510873333333
"LMO4","Lmo4",78.524154,76.357496,74.297719,1427,2597,2361,76.393123,51.963445,104.176099,48.289146,1106,1895,904,47.3417123333333,1.60095948745768
"LMOD1","Lmod1",0.688965,0.47549,0.404345,41,51,44,0.522933333333333,0.645878,2.150154,0.649598,40,107,32,15.6958986666667,0.0912160144080095
"LMOD2","Lmod2",0.035984,0.020381,0,1,1,0,0.0187883333333333,0.090893,0,0,1,0,0,3.58295933333333,0.222299230526302
"LMOD3","Lmod3",0.031596,0.035802,0.052965,1,2,3,0.040121,0.390592,0.4122,0.258214,30,25,17,0.770985333333333,0.587312034957564
"LMTK2","Lmtk2",22.560269,7.032786,7.114528,2825,1587,1626,12.235861,4.493668,4.178884,4.322356,645,482,504,0.373447,9.63696524146909
