"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"NDST1","Ndst1",50.957399,18.070539,17.230634,1823,1211,1438,28.7528573333333,13.614879,7.303165,5.927462,1547,1104,903,1.403875,12.3770401261852
"NDST2","Ndst2",7.550717,9.799296,8.324998,140,208,182,8.558337,10.364753,8.382691,7.227865,215,129,110,0,9.558337
"NDST3","Ndst3",3.281285,2.880938,1.911246,259,323,266,2.69115633333333,0.010039,0,0,1,0,0,1.556366,1.4439076146895
"NDST4","Ndst4",9.563173,3.267979,4.150786,268,245,256,5.660646,0,0,0.003846,0,0,0,0.00524333333333333,6.6259041757717
"NDUFA1","Ndufa1",133.858569,189.148319,178.035621,365,922,875,167.014169666667,532.713474,544.494998,543.952763,2105,2076,2055,9.28639866666667,16.3336241488599
"NDUFA10","Ndufa10",810.945415,962.79407,897.409038,1430,3329,3316,890.382841,144.446776,120.058401,117.091424,2413,1950,1746,6.64820366666667,116.548000007496
"NDUFA11","Ndufa11",144.047459,251.996759,272.173823,436,1416,1493,222.739347,236.761728,205.259824,199.855239,1934,1425,1513,31.441829,6.89663172196611
"NDUFA12","Ndufa12",102.424599,137.684702,153.570154,612,1422,1615,131.226485,255.290811,357.384967,269.381866,990,1068,910,0,132.226485
"NDUFA13","Ndufa13",62.231538,89.07747,94.359142,963,2682,2914,81.8893833333333,343.975855,315.74408,291.292231,2274,1977,1811,0,82.8893833333333
"NDUFA2","Ndufa2",58.628167,76.711773,93.218993,303,716,883,76.186311,80.395855,73.610152,66.000668,748,655,579,0.0545163333333333,73.1959369050392
"NDUFA3","Ndufa3",303.155045,442.729207,477.341298,474,1233,1331,407.74185,682.734669,592.477488,766.585901,1154,1056,1074,0.638914,249.397985495273
"NDUFA4","Ndufa4",395.166469,486.882137,566.871307,1351,3012,3462,482.973304333333,859.03987,980.613701,871.500309,3407,3469,3175,0,483.973304333333
"NDUFA4L2","Ndufa4l2",5.35778,5.915051,6.097672,25,45,64,5.79016766666667,0.763051,0.761971,0.998479,14,15,16,1.27887633333333,2.97961217436254
"NDUFA5","Ndufa5",209.914013,220.722071,231.553576,399,715,731,220.729886666667,74.63029,63.393611,65.212641,591,717,597,0.114406,198.966881609276
"NDUFA6","Ndufa6",264.255155,267.90745,278.122616,455,956,968,270.095073666667,196.533071,189.550651,161.597653,1975,1874,1622,0.0465546666666667,259.035750640833
"NDUFA7","Ndufa7",166.569364,260.821326,301.043963,378,1066,1276,242.811551,54.753087,57.457018,55.062545,423,422,402,0.0823726666666667,225.256566900248
"NDUFA8","Ndufa8",73.848214,92.82653,97.957141,728,1663,1782,88.2106283333333,117.038336,124.821258,115.434652,1504,1526,1398,0.0355063333333333,86.1516974465632
"NDUFA9","Ndufa9",60.387325,70.748219,70.878217,1061,2118,2142,67.3379203333333,161.532701,145.435671,116.196488,1299,1087,883,0.0518416666666667,64.9697787214489
"NDUFAB1","Ndufab1",183.432394,258.291872,297.25161,580,1157,1220,246.325292,136.55361,150.468254,117.05996,1184,1203,961,0.0342833333333333,239.127214012924
"NDUFAF1","Ndufaf1",32.589477,29.42396,29.87299,245,420,431,30.628809,8.233092,10.392902,9.542245,229,282,204,0.094712,28.8923561630822
"NDUFAF2","Ndufaf2",100.070042,128.391103,132.328557,132,258,308,120.263234,19.804409,23.72429,18.322683,146,168,136,0,121.263234
"NDUFAF3","Ndufaf3",38.945697,69.68387,61.62057,217,676,624,56.7500456666667,50.054283,53.047575,47.416371,641,609,565,0.057872,54.5907687004351
"NDUFAF4","Ndufaf4",13.963527,14.467981,15.210171,387,623,579,14.5472263333333,24.44278,28.632456,20.40751,223,277,195,0.605879666666667,9.68143918629021
"NDUFAF5","Ndufaf5",20.11654,25.949056,26.64077,295,663,695,24.2354553333333,43.10052,50.770417,50.851526,345,362,376,0.155254,21.8440752711813
"NDUFAF6","Ndufaf6",20.248788,21.654505,17.893565,48,98,118,19.932286,9.598517,13.730039,11.938913,156,181,130,0.094779,19.120101865308
"NDUFAF7","Ndufaf7",30.294333,35.404956,33.513031,333,650,619,33.0707733333333,12.706246,9.874226,8.379158,204,190,189,0.584062,21.5084847268184
"NDUFAF8","Ndufaf8",13.98212,29.215575,33.827441,53,160,196,25.6750453333333,101.509655,108.066786,90.261904,259,229,199,3.186028,6.37240012091016
"NDUFB10","Ndufb10",149.924899,198.267106,205.715608,885,2144,2319,184.635871,156.861463,158.148795,134.196242,1492,1439,1207,0.106540666666667,167.762357581676
"NDUFB11","Ndufb11",62.113054,103.37176,105.938349,653,1995,2081,90.4743876666667,96.084018,89.237744,75.51417,845,735,602,0.0384086666666667,88.0909324074722
"NDUFB2","Ndufb2",75.780069,96.803323,128.501304,510,885,1152,100.361565333333,310.308194,298.688989,299.238358,1526,1395,1432,0,101.361565333333
"NDUFB3","Ndufb3",54.428457,67.593754,74.779564,451,982,1101,65.6005916666667,181.233438,164.363712,161.827362,1016,898,873,0,66.6005916666667
"NDUFB4","Ndufb4",25.235181,30.181709,40.487172,97,204,277,31.9680206666667,414.798192,404.088051,429.182069,1616,1604,1480,0.035877,31.8261923632503
"NDUFB5","Ndufb5",123.836274,178.725274,217.733979,820,2042,2345,173.431842333333,664.258521,718.080123,572.753592,1358,1491,1357,0.088423,160.26107711187
"NDUFB6","Ndufb6",85.031273,117.457968,122.730362,456,1081,1169,108.406534333333,50.651368,52.235423,45.395729,430,538,396,0.568786666666667,69.7395870694125
"NDUFB7","Ndufb7",72.967396,97.775698,102.425711,440,1090,1163,91.0562683333333,127.698106,112.952262,106.060425,901,737,695,1.476179,37.1767422037475
"NDUFB8","Ndufb8",459.292619,640.823113,826.898403,990,2554,3217,642.338045,284.804683,260.237266,240.982101,1926,1646,1599,0.048028,613.855779616575
"NDUFB9","Ndufb9",150.116153,192.234123,218.693223,1096,2523,2916,187.014499666667,218.931695,204.087573,191.912349,2213,2013,1814,0.0525826666666667,178.622074655736
"NDUFC1","Ndufc1",299.313554,457.494661,514.261795,326,860,969,423.690003333333,61.403135,69.339752,64.297112,750,782,669,0.0525486666666667,403.48728451511
"NDUFC2","Ndufc2",94.084404,125.360493,125.039613,610,1432,1441,114.82817,113.452903,78.055915,129.598465,711,485,758,6.327643,15.8070159804456
"NDUFS1","Ndufs1",117.261736,105.209058,106.724232,2185,3497,3339,109.731675333333,89.375692,53.525937,49.628267,3523,2685,2270,0.223448333333333,90.5078476274029
"NDUFS2","Ndufs2",237.262931,316.172645,321.855949,1816,4316,4514,291.763841666667,227.84279,197.302942,190.077136,3473,2939,2899,5.04465733333333,48.4334885374258
"NDUFS3","Ndufs3",166.67784,280.073529,286.085148,800,2346,2385,244.278839,451.070515,463.331878,339.745394,1180,1125,932,21.422223,10.939095512519
"NDUFS4","Ndufs4",86.711472,105.146083,111.008284,559,1140,1229,100.955279666667,60.200684,53.743585,51.765027,583,509,482,0,101.955279666667
"NDUFS5","Ndufs5",187.143083,240.229302,284.890018,497,1160,1377,237.420801,333.112609,329.842826,327.493303,1903,1813,1790,0.122252666666667,212.448415656843
"NDUFS6","Ndufs6",65.301241,93.942046,95.046433,334,861,879,84.76324,214.85999,214.139609,234.153738,1354,1274,1287,0.692575333333333,50.6702646026981
"NDUFS7","Ndufs7",72.436691,111.664107,123.164387,565,1670,1865,102.421728333333,83.649905,81.967774,73.20683,1389,1205,1054,0.00952733333333333,102.445694057483
"NDUFS8","Ndufs8",67.576957,99.792231,113.464921,544,1550,1778,93.6113696666667,237.051623,210.981045,174.037541,1255,1167,979,0.099884,86.0194071980924
"NDUFV1","Ndufv1",164.07161,222.203175,238.928379,1465,3696,3730,208.401054666667,357.006278,297.206115,298.093734,3760,3051,2945,0.121713666666667,186.679596486447
"NDUFV2","Ndufv2",98.568312,123.148942,135.81636,1107,2414,2681,119.177871333333,519.647184,402.538544,323.016393,1770,1739,1512,0.241396666666667,96.8085983797819
"NDUFV3","Ndufv3",84.300808,121.236639,122.902193,425,1071,1115,109.47988,15.128574,14.523002,13.706289,984,984,908,0.080403,102.258027791482
"NEBL","Nebl",25.099081,15.752837,20.866335,1391,1325,1271,20.572751,332.888163,161.326015,133.03315,11909,9436,6336,0.0134313333333333,21.2868403516239
"NECAB1","Necab1",30.969611,18.780328,14.663724,2295,2394,1779,21.471221,0.318817,0.246099,0.532399,13,16,28,0,22.471221
"NECAB2","Necab2",33.943831,41.823034,39.308954,674,1469,1421,38.3586063333333,0.586583,0.688094,0.672053,8,12,12,0.0151406666666667,38.7715787828419
"NECAB3","Necab3",25.128019,32.31505,34.325368,453,1122,1161,30.589479,46.519225,34.812434,27.638518,988,851,689,2.84679133333333,8.21190344437711
"NECAP1","Necap1",64.59331,77.713419,68.967257,2297,4681,4372,70.424662,12.016698,11.376904,8.593091,341,307,252,0.183699,60.3402233169074
"NECAP2","Necap2",15.96152,20.024833,25.418316,235,626,629,20.468223,5.535866,5.540865,3.522996,138,130,107,0,21.468223
"NECTIN1","Nectin1",25.111905,4.455584,5.623063,674,337,366,11.730184,3.157088,3.692018,3.468376,312,279,262,0.0863986666666667,11.7177831587913
"NECTIN2","Nectin2",5.403241,4.249866,5.28828,64,171,166,4.98046233333333,45.496248,46.418102,45.620562,1083,906,811,0.281996333333333,4.66496056020961
"NECTIN3","Nectin3",9.744444,5.594225,6.695307,405,405,353,7.34465866666667,2.461546,2.055659,1.140372,101,81,60,0,8.34465866666667
"NECTIN4","Nectin4",1.425083,1.076315,0.750099,68,93,66,1.08383233333333,0.068817,0.04153,0.013947,4,3,1,0.022974,2.03703352512706
"NEDD1","Nedd1",1.068611,1.209639,1.086983,55,72,81,1.12174433333333,5.656921,1.831078,1.680461,154,113,94,5.23829133333333,0.340116262604814
"NEDD4","Nedd4",146.731727,63.214728,58.914094,8011,6357,6232,89.620183,40.825868,23.891001,21.05508,356,289,186,0,90.620183
"NEDD4L","Nedd4l",86.98979,32.643456,25.579793,2094,1123,1090,48.4043463333333,26.856451,20.413226,14.658301,479,374,298,0.108158,44.5824028101889
"NEDD8","Nedd8",132.939399,189.821068,213.315863,475,1210,1321,178.69211,464.773798,500.278798,404.205833,1227,1119,1018,52.8864973333333,3.33464075218051
"NEDD9","Nedd9",2.281322,1.570688,1.736112,151,197,219,1.86270733333333,0.829083,0.952683,0.419005,69,58,31,26.0919216666667,0.105666455431087
"NEFH","Nefh",24.973837,14.650739,17.070232,1308,1443,1740,18.8982693333333,0.239387,0.327183,0.155118,20,25,12,0.00813333333333333,19.7377357492395
"NEFL","Nefl",125.550709,111.456017,113.759737,6241,10047,10262,116.922154333333,0.975447,0.517933,0.65777,66,36,45,0.0122026666666667,116.500537112462
"NEFM","Nefm",70.925147,30.237957,30.052221,3464,2685,2716,43.7384416666667,0.438543,0.160015,0.440625,12,8,11,0.117582333333333,40.0314503301323
"NEGR1","Negr1",58.535829,26.50797,23.586099,3518,3468,2606,36.209966,0.064235,0.180449,0.364224,13,11,12,0.138697,32.6776710573577
"NEIL1","Neil1",1.98656,1.988958,2.288187,45,83,88,2.08790166666667,12.441645,11.849586,7.041654,216,191,130,0,3.08790166666667
"NEIL2","Neil2",0.858733,0.547872,1.011944,34,28,49,0.806183,4.860595,3.451734,2.654942,137,124,107,22.82334,0.0758156916704375
"NEIL3","Neil3",0.151124,0.018536,0.033543,5,1,3,0.0677343333333333,0.982841,0.661089,0.528595,41,30,22,1.87642433333333,0.371201954092772
"NEK1","Nek1",8.824158,3.957285,4.36776,506,469,435,5.716401,2.101337,2.132383,1.549301,195,158,120,52.489135,0.125565706007398
"NEK10","Nek10",0.997522,0.303296,0.415077,73,79,60,0.571965,1.733132,1.323766,1.512005,69,46,41,4.92629733333333,0.265252469051502
"NEK11","Nek11",0.420321,0.392579,0.662367,18,26,47,0.491755666666667,0.421747,0.18045,0.047909,6,2,2,0.879434666666667,0.793725737384859
"NEK2","Nek2",0.315501,0.283806,0.166632,15,23,12,0.255313,5.894034,5.207409,4.696916,149,128,99,0.301149333333333,0.964772426839041
"NEK3","Nek3",1.69672,0.764831,1.098274,26,34,44,1.18660833333333,60.286007,16.328015,10.088522,198,181,151,1.218811,0.98548652108419
"NEK4","Nek4",5.343491,3.602422,3.746539,299,383,326,4.23081733333333,5.321638,3.38134,4.569997,191,128,134,0,5.23081733333333
"NEK5","Nek5",0.144449,0.338769,0.140454,5,15,8,0.207890666666667,0.267543,0.256481,0.162408,18,18,11,4.58189833333333,0.216394243415994
"NEK6","Nek6",14.883845,16.413084,21.441473,347,674,720,17.5794673333333,5.293883,2.75189,3.103732,200,139,121,116.903470333333,0.157582022656381
"NEK7","Nek7",14.123515,12.772472,11.588605,844,1296,1149,12.8281973333333,26.272293,20.255684,16.56145,1294,1263,1051,7.085712,1.710201567077
"NEK8","Nek8",1.029581,1.509255,1.017392,42,64,62,1.18540933333333,0.535144,0.581978,0.480235,34,35,17,3.88388133333333,0.447473880746761
"NEK9","Nek9",10.106115,6.502977,6.509642,820,944,962,7.70624466666667,26.846885,19.837595,11.615167,1352,1061,928,82.496086,0.104271290832323
"NELFA","Nelfa",5.376337,4.776617,4.368448,193,318,293,4.84046733333333,7.834178,5.281857,4.92262,208,179,165,0,5.84046733333333
"NELFB","Nelfb",30.61704,40.714429,38.779062,526,1056,1065,36.7035103333333,9.099079,7.35828,6.354314,508,380,330,0,37.7035103333333
"NELFCD","Nelfcd",15.152495,18.398106,14.808696,418,800,746,16.1197656666667,17.534902,16.270957,12.890059,454,389,311,0.999238666666667,8.5631425362588
"NELFE","Nelfe",27.378446,25.204807,20.330893,191,372,372,24.3047153333333,27.714635,22.063424,21.055797,581,466,423,0.0119173333333333,25.0067021285006
"NELL1","Nell1",17.226907,17.564973,16.290681,800,1412,1302,17.0275203333333,0,0,0.09224,0,0,1,0.354564333333333,13.3087221401814
"NELL2","Nell2",150.236378,101.569851,90.027767,6674,8081,7322,113.944665333333,0.905689,1.530108,0.301355,32,27,15,0.0450943333333333,109.984966588343
"NEMF","Nemf",18.751376,16.400161,15.156447,1238,1984,1853,16.769328,29.89817,16.855176,11.382509,628,416,336,0,17.769328
"NEMP2","Nemp2",1.38579,0.582534,1.151863,39,49,78,1.04006233333333,1.439866,0.159334,0.51046,41,19,20,12.150452,0.155132487714744
"NENF","Nenf",35.68181,53.560057,62.39734,238,703,853,50.5464023333333,10.479978,8.780637,9.784112,161,126,142,0,51.5464023333333
"NEO1","Neo1",20.332628,7.267259,8.340935,1788,1101,1262,11.980274,7.459327,5.707426,5.356929,362,317,222,1.46170833333333,5.27287242937662
"NEPRO","Nepro",3.088344,2.003423,2.441947,64,85,68,2.511238,7.252635,5.917536,5.370923,333,339,257,0.0335686666666667,3.39719857348617
"NES","Nes",1.951666,0.729521,0.75757,173,120,128,1.14625233333333,96.504428,76.068154,71.520035,12238,8952,8488,0,2.14625233333333
"NET1","Net1",23.994051,14.176668,12.803425,442,589,461,16.9913813333333,3.080357,1.401752,2.056198,121,83,74,1.020996,8.90223500359888
"NETO1","Neto1",63.23296,23.354135,21.047652,1631,1238,843,35.878249,0,0,0,0,0,0,5.73612833333333,5.47469513273822
"NETO2","Neto2",15.354807,9.67867,7.276021,1185,1256,894,10.7698326666667,4.946056,6.773489,5.600436,154,176,127,9.536475,1.11705600465684
"NEU1","Neu1",18.988351,26.278936,21.67447,505,1170,1125,22.313919,9.660908,8.712431,7.294471,425,367,302,0.035047,22.5245027520489
"NEU2","Neu2",1.912744,2.185726,1.957602,29,71,49,2.01869066666667,0,0,0,0,0,0,3.283955,0.704650414550729
"NEU3","Neu3",0.73059,0.637205,0.633809,36,56,56,0.667201333333333,5.559378,4.043394,3.168158,515,388,360,1.719948,0.612953384893143
"NEU4","Neu4",1.750681,3.225308,2.729599,94,253,229,2.56852933333333,0.094393,0,0.103709,4,0,4,0,3.56852933333333
"NEURL1B","Neurl1b",6.720201,2.775258,2.697717,582,448,434,4.064392,2.779895,2.366699,1.859275,400,310,248,0,5.064392
"NEURL2","Neurl2",1.319968,1.286424,1.49074,16,30,35,1.36571066666667,7.814728,9.349784,5.581068,126,98,75,7.44882466666667,0.280004705980011
"NEURL3","Neurl3",0.295112,0.334517,0.352949,11,20,24,0.327526,0,0,0,0,0,0,31.978043,0.040254844715922
"NEURL4","Neurl4",51.618892,31.537922,30.958194,1417,1756,1759,38.038336,16.185662,10.598964,11.356411,528,327,331,44.0527323333333,0.866503183672981
"NEUROD1","Neurod1",3.747479,1.957694,1.615742,143,130,100,2.440305,0,0.026038,0,0,1,0,0.235422666666667,2.78471902193797
"NEUROD2","Neurod2",13.189378,5.786085,6.242931,561,480,533,8.40613133333333,0.047091,0.050295,0.064503,3,3,4,3.52248333333333,2.07985981153422
"NEUROD4","Neurod4",0.101775,0.047631,0.076089,5,4,6,0.075165,0,0,0,0,0,0,0,1.075165
"NEUROD6","Neurod6",24.623265,22.110534,19.59588,748,1162,1008,22.109893,0,0,0,0,0,0,0,23.109893
"NEUROG1","Neurog1",0.047429,0.024099,0,1,1,0,0.0238426666666667,0,0,0,0,0,0,0,1.02384266666667
"NEUROG2","Neurog2",0.218339,0.202247,0.106406,6,11,6,0.175664,0.020789,0.044747,0.022011,1,2,1,0.214155333333333,0.968297850961409
"NEUROG3","Neurog3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.041931,0.959756452202689
"NEXMIF","Nexmif",5.929628,1.738212,1.571023,1025,520,459,3.079621,0.005208,0,0,1,0,0,0.198947333333333,3.40266906358411
"NEXN","Nexn",18.589374,11.010736,5.966414,119,88,82,11.855508,119.063093,76.705301,67.412633,3385,2684,2256,0,12.855508
"NF1","Nf1",17.942434,4.304878,4.957643,1980,771,903,9.06831833333333,14.096304,12.244546,6.825561,789,557,433,0.0142373333333333,9.92698454536611
"NF2","Nf2",45.339815,34.073991,33.405734,1282,1505,1396,37.6065133333333,5.182182,4.862675,3.859989,623,550,424,0,38.6065133333333
"NFAM1","Nfam1",0.701737,0.820754,1.03611,44,71,84,0.852867,0.024294,0.032562,0.327366,3,4,4,2.99611533333333,0.463667047981431
"NFASC","Nfasc",171.009254,35.056364,34.732592,4412,1556,2083,80.26607,0.377994,0.187329,0.550096,24,18,20,0,81.26607
"NFAT5","Nfat5",16.445207,1.743268,3.61867,1471,342,426,7.26904833333333,1.521659,0.896945,0.600353,323,187,149,3.02665966666667,2.05357517591711
"NFATC1","Nfatc1",2.483681,0.660758,1.038622,77,76,80,1.39435366666667,1.650417,1.138282,0.655138,46,47,29,0.036126,2.31087113600727
"NFATC2","Nfatc2",2.504369,1.965613,2.214648,122,157,172,2.22821,1.542038,1.278855,1.020691,255,203,161,0.008785,3.2000971465674
"NFATC2IP","Nfatc2ip",2.061564,1.115184,1.631602,72,72,74,1.60278333333333,11.652251,11.089276,6.909805,638,550,474,0.923988333333333,1.35280619338475
"NFATC3","Nfatc3",3.138275,1.099016,1.161823,246,167,175,1.79970466666667,3.94492,3.412712,2.624735,460,435,327,12.0443566666667,0.214629570335269
"NFATC4","Nfatc4",0.745056,0.257104,0.57788,27,18,21,0.52668,4.814475,3.626137,3.555584,108,63,86,0,1.52668
"NFE2","Nfe2",0,0,0.147782,0,0,3,0.0492606666666667,0.179737,0.196677,0.284468,6,7,6,0.0722673333333333,0.978543907893616
"NFE2L1","Nfe2l1",148.734491,79.191103,81.068782,4516,4796,4851,102.998125333333,149.931222,78.557315,70.072119,6281,4714,3844,6.76401666666667,13.3948869249379
"NFE2L2","Nfe2l2",5.957076,7.059278,6.731531,210,439,417,6.58262833333333,40.700938,25.586816,21.041686,1040,834,601,0.112397,6.8164767914093
"NFE2L3","Nfe2l3",2.229684,1.072719,1.526986,69,60,94,1.60979633333333,0.372751,1.381388,1.971956,19,22,8,0.127328666666667,2.31502702849746
"NFIA","Nfia",6.741028,1.857869,2.359206,612,317,302,3.652701,2.028158,1.122888,0.837852,218,194,158,0.0382893333333333,4.48112183245004
"NFIB","Nfib",14.578918,4.329168,3.195894,1516,697,702,7.36799333333333,5.368674,2.653147,2.605468,440,379,286,0.0402593333333333,8.04414155700918
"NFIC","Nfic",37.662145,12.107068,17.072303,1454,857,1127,22.2805053333333,8.178297,6.083537,4.210873,1060,830,715,26.604497,0.84335915750732
"NFIL3","Nfil3",4.517411,3.484614,4.094854,128,179,214,4.032293,4.629932,3.847612,3.882771,190,155,155,0,5.032293
"NFIX","Nfix",109.249299,36.52006,28.628212,2258,1304,1654,58.1325236666667,4.273426,1.282925,0.650399,90,70,46,8.016221,6.55845987655656
"NFKB1","Nfkb1",5.197486,3.992022,4.518855,222,291,335,4.56945433333333,2.645106,2.073345,1.618908,200,146,119,20.1832786666667,0.262917484161564
"NFKB2","Nfkb2",0.846993,0.577739,0.734366,39,58,74,0.719699333333333,12.574454,9.751884,8.232033,195,166,138,10.272259,0.152560310522792
"NFKBIA","Nfkbia",16.36278,20.632179,17.65262,253,559,473,18.2158596666667,20.908728,8.76934,16.07035,142,133,97,0.136259333333333,16.9115087576838
"NFKBIB","Nfkbib",9.616895,13.662171,13.048953,149,408,396,12.1093396666667,4.91555,5.343445,4.422568,179,174,156,1.63660333333333,4.97205609237137
"NFKBID","Nfkbid",0.485163,0.473919,0.561369,8,25,22,0.506817,2.458911,2.40251,3.422247,34,33,29,2.701646,0.407066748143934
"NFKBIE","Nfkbie",0.688667,0.374276,0.797126,25,24,53,0.620023,3.714624,3.462567,2.179716,65,56,34,0.112659333333333,1.45599192085748
"NFKBIL1","Nfkbil1",4.378563,3.322313,3.717082,71,116,135,3.805986,5.816527,5.000595,4.162933,150,129,113,0.0540296666666667,4.55963067453193
"NFKBIZ","Nfkbiz",0.891629,0.553034,0.609346,41,48,53,0.684669666666667,7.675366,4.574074,3.159453,195,114,109,0,1.68466966666667
"NFRKB","Nfrkb",5.324435,2.252999,2.103026,300,286,301,3.22682,3.933623,2.328754,2.223006,324,177,170,0.08599,3.89213528669693
"NFS1","Nfs1",21.541048,25.092163,20.763242,381,852,803,22.4654843333333,15.014916,20.679217,12.710229,388,385,284,0.571086666666667,14.9358306140548
"NFU1","Nfu1",31.042564,35.174057,44.754318,296,687,658,36.990313,37.03992,36.272956,34.65524,372,365,333,10.2137176666667,3.38784283047611
"NFX1","Nfx1",23.199704,18.413991,14.826378,1127,1607,1478,18.8133576666667,11.601254,6.36172,8.655424,674,491,418,1.83580666666667,6.98685065507522
"NFYA","Nfya",7.393673,7.272918,5.287414,236,322,275,6.651335,3.557835,1.535416,1.659445,237,120,127,79.8275653333333,0.0946624455214734
"NFYB","Nfyb",20.066478,11.11926,13.479122,510,616,551,14.8882866666667,9.009166,11.292311,6.350175,189,241,196,3.13329066666667,3.84398000237422
"NFYC","Nfyc",21.077773,15.964051,16.403365,355,590,520,17.815063,109.845286,85.11715,69.595709,1061,947,835,0.0486313333333333,17.9424955195566
"NGB","Ngb",5.215525,7.997734,8.254951,111,298,317,7.15607,0,0,0,0,0,0,0,8.15607
"NGDN","Ngdn",35.542969,31.7267,20.054616,152,258,303,29.108095,11.454082,13.295137,10.681044,159,152,128,0.0691723333333333,28.1601890184838
"NGEF","Ngef",92.063086,74.290762,53.009449,2578,3952,3042,73.121099,1.01102,0.913535,0.988367,29,16,16,2.08295933333333,24.042191604214
"NGF","Ngf",1.984735,2.246282,1.853896,26,49,40,2.02830433333333,0.362259,0.126808,0.448812,6,2,7,4.31440266666667,0.569829672924044
"NGFR","Ngfr",0.734539,0.749859,0.642026,37,71,62,0.708808,0.166366,0.263523,0.233979,13,19,17,36.1531946666667,0.0459935683951593
"NGLY1","Ngly1",8.815395,9.37854,9.730826,286,528,493,9.30825366666667,11.390978,13.342994,11.991123,379,344,282,1.579251,3.99660741303063
"NGRN","Ngrn",16.745138,21.603015,20.161964,323,753,722,19.5033723333333,49.593711,45.457895,38.364099,1463,1257,1085,0.0514743333333333,19.4996412973149
"NHEJ1","Nhej1",1.231275,1.554315,1.10534,16,36,26,1.29697666666667,2.657353,2.988171,1.866172,91,81,65,7.31478933333333,0.276251937912398
"NHLH1","Nhlh1",0.114282,0.139368,0.106504,4,9,7,0.120051333333333,0.10885,0.07711,0.05786,6,4,3,0.00119,1.11872005646614
"NHLH2","Nhlh2",0.793073,0.739537,0.845421,31,51,59,0.792677,0,0,0,0,0,0,0.430055333333333,1.25357177321344
"NHLRC1","Nhlrc1",6.788797,5.263891,4.459125,205,293,255,5.50393766666667,0.608887,0.479733,0.296969,28,21,13,0.142961,5.69042834065788
"NHLRC2","Nhlrc2",3.618617,1.797178,1.452983,356,328,341,2.28959266666667,1.804715,1.812026,1.083319,318,311,209,0.00777166666666667,3.26422420422616
"NHLRC3","Nhlrc3",2.595545,1.285466,1.377889,185,173,191,1.75296666666667,4.205864,2.450059,3.122372,189,131,146,15.3211603333333,0.168674690428975
"NHLRC4","Nhlrc4",4.828759,5.365462,0.129931,2,9,7,3.441384,0.152876,0.120702,0.063908,7,5,3,0.0102026666666667,4.39652769345293
"NHP2","Nhp2",13.070326,21.928328,23.263412,140,440,454,19.4206886666667,41.300685,40.146608,40.193347,474,404,374,1.31705233333333,8.81321857641828
"NHSL1","Nhsl1",5.611119,2.471512,2.542942,498,429,460,3.54185766666667,5.387207,4.491669,3.452478,590,502,415,0.031616,4.4026630710135
"NHSL2","Nhsl2",10.60712,1.576548,1.260531,1233,422,445,4.48139966666667,0.354447,0.306729,0.186096,74,35,33,0.054584,5.19768900975803
"NICN1","Nicn1",32.97916,45.253463,40.296083,952,2114,2013,39.5095686666667,15.132966,8.302395,9.070651,313,281,247,0.0835626666666667,37.3855337700819
"NID1","Nid1",3.125859,0.975978,0.873034,226,107,130,1.65829033333333,16.7105,12.457578,11.19851,2081,1487,1304,0,2.65829033333333
"NID2","Nid2",1.532643,0.763578,0.610132,50,39,51,0.968784333333333,71.791198,59.076598,54.599069,2205,1574,1368,6.35911933333333,0.267529882878196
"NIF3L1","Nif3l1",14.748685,17.235157,18.21324,262,531,535,16.7323606666667,15.254527,17.359595,14.592361,213,202,162,0.106601666666667,16.0241586478724
"NIFK","Nifk",26.443408,24.124519,23.054161,298,470,475,24.540696,21.893437,21.842324,25.39012,196,205,174,4.05786933333333,5.04969470675663
"NIM1K","Nim1k",4.267534,3.95581,3.720666,265,433,412,3.98133666666667,0.381991,0.354635,0.021922,6,6,1,8.56253633333333,0.520922116583505
"NIN","Nin",20.524588,3.101959,3.641672,681,226,225,9.08940633333333,4.77503,2.974191,1.661693,281,187,169,0.533512,6.5792809794337
"NINJ1","Ninj1",7.646373,12.406918,13.220439,96,317,349,11.0912433333333,6.391425,6.594516,5.822358,157,152,135,34.8537983333333,0.337237444717038
"NINJ2","Ninj2",2.695889,3.159983,4.129966,26,55,73,3.32861266666667,2.379842,0.957321,1.187489,26,15,17,7.921363,0.485196339019796
"NINL","Ninl",4.231294,1.127968,0.825921,98,74,45,2.06172766666667,18.038177,13.961128,17.535783,569,354,330,3.147493,0.738211653803073
"NIP7","Nip7",15.331731,18.65548,21.062838,253,480,519,18.3500163333333,4.285773,4.737125,3.494509,113,106,79,0.0734523333333333,18.0259669968267
"NIPA1","Nipa1",20.684883,16.62903,15.020027,936,1347,1217,17.4446466666667,2.586365,1.763591,1.586784,287,227,178,0.319712333333333,13.9762630088325
"NIPA2","Nipa2",14.276894,14.959816,14.787923,421,659,562,14.6748776666667,11.740885,10.795833,9.565302,461,458,375,0.839413,8.52167385283602
