"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"Cpox","CPOX",700,2.29478,829,2.51011,634,2.18966,2.33151666667,"CPOX",25.718414,20.395133,21.602685,594,759,684,22.5720773333333,0.141333180761243
"Cpox","CPOX",700,2.29478,829,2.51011,634,2.18966,2.33151666667,"",25.718414,20.395133,21.602685,594,759,684,22.5720773333333,0.141333180761243
"Cpped1","CPPED1",1084,1.59136,1115,1.51185,936,1.44764,1.51695,"CPPED1",12.967905,13.214332,13.067192,480,871,816,13.083143,0.178720758569305
"Cpq","CPQ",418,0.126856,458,0.12838,369,0.117979,0.124405,"CPQ",7.863014,9.364969,11.110317,205,403,466,9.4461,0.107638735987593
"Cps1","CPS1",8,0.0114721,7,0.00927142,8,0.0120861,0.0109432066667,"CPS1",0.058429,0.073396,0.086198,5,11,13,0.0726743333333333,0.942451194413495
"Cpsf1","CPSF1",812,10.6905,817,9.93475,728,10.0975,10.2409166667,"CPSF1",110.025819,65.439191,48.831238,646,710,624,74.765416,0.148364745554885
"Cpsf2","CPSF2",1741,8.87798,1812,8.53431,1535,8.24646,8.55291666667,"CPSF2",9.538618,6.717335,6.488535,842,1030,996,7.581496,1.11319945457878
"Cpsf3","CPSF3",826,4.32154,862,4.16543,774,4.26622,4.25106333333,"CPSF3",111.775116,123.482752,94.605855,516,882,795,109.954574333333,0.0473262446805896
"Cpsf4","CPSF4",224,2.34452,192,1.8561,163,1.79737,1.99933,"CPSF4",5.246423,5.022002,3.923517,146,244,203,4.73064733333333,0.523384152878133
"Cpsf4l","CPSF4L",150,1.96533,154,1.86363,121,1.67022,1.83306,"CPSF4L",0.421141,0.174459,0.192867,6,4,5,0.262822333333333,2.24343514144376
"Cpsf6","CPSF6",2377,10.4386,2421,9.81981,2217,10.2571,10.1718366667,"CPSF6",27.30857,11.325808,11.437889,1418,1182,759,16.6907556666667,0.631507035493698
"Cpsf7","CPSF7",1443,10.0039,1396,8.93886,1301,9.50217,9.48164333333,"CPSF7",21.096409,14.626664,14.310464,941,1136,1087,16.6778456666667,0.592925378520199
"Cpt1a","CPT1A",4171,10.211,4397,9.94212,4053,10.4532,10.2021066667,"CPT1A",12.976905,5.652285,4.940081,450,500,516,7.85642366666667,1.26485668350103
"Cpt1b","CPT1B",45,0.738387,37,0.560749,24,0.414884,0.57134,"CPT1B",1.920283,0.792686,0.990964,23,23,23,1.23464433333333,0.703172301990488
"Cpt1c","CPT1C",1358,13.6159,1451,13.4372,1387,14.651,13.9013666667,"CPT1C",26.336153,23.702371,22.378525,927,1582,1491,24.1390163333333,0.592758541906088
"Cpt2","CPT2",620,4.90217,625,4.56427,573,4.77304,4.74649333333,"CPT2",5.660562,5.326494,3.381706,102,180,160,4.78958733333333,0.992556637023986
"Cptp","CPTP",1368,45.0034,1405,42.6904,1235,42.8026,43.4988,"CPTP",18.140489,23.919718,22.067927,223,554,583,21.3760446666667,1.98868033483547
"Cpvl","CPVL",14,0.0206174,16,0.0217631,12,0.0186179,0.0203328,"CPVL",0.050052,0.028516,0,1,1,0,0.0261893333333333,0.994292930999088
"Cpxcr1","CPXCR1",1,0.00520138,1,0.00480411,3,0.0164393,0.00881493,"CPXCR1",0,0,0,0,0,0,0,1.00881493
"Cpxm1","CPXM1",209,4.7704,267,5.62878,222,5.33833,5.24583666667,"CPXM1",3.328559,3.366233,3.870866,70,122,166,3.521886,1.38124593735225
"Cpxm2","CPXM2",124,0.157685,167,0.196146,111,0.148708,0.167513,"CPXM2",0.814968,1.19082,0.855229,33,54,60,0.953672333333333,0.597599187990753
"Cpz","CPZ",7,0.0462699,5,0.0305257,3,0.0208913,0.0325623,"CPZ",0.670377,0.085544,0.050342,1,5,3,0.268754333333333,0.813839427280774
"Cr1l","CR1",1320,5.98965,1239,5.1927,1074,5.13423,5.43886,"CR1",13.059455,17.752868,14.648065,274,398,369,15.1534626666667,0.398605558007501
"Cr2","CR2",30,0.116681,33,0.118546,28,0.114731,0.116652666667,"CR2",1.109765,0.096485,0.388194,8,3,4,0.531481333333333,0.729132404269374
"Crabp1","CRABP1",27,0.501093,40,0.685661,34,0.66478,0.617178,"CRABP1",1.470291,1.956359,1.200444,13,32,20,1.54236466666667,0.636092068617484
"Crabp2","CRABP2",30,0.988383,46,1.39977,30,1.04128,1.14314433333,"CRABP2",2.639771,3.665395,4.11185,29,72,82,3.47233866666667,0.479199920458469
"Cracr2a","CRACR2A",207,0.284545,200,0.253925,177,0.256329,0.264933,"CRACR2A",0.366894,0.328902,0.202433,24,23,21,0.299409666666667,0.973467438675358
"Cracr2b","CRACR2B",188,5.2861,181,4.70058,147,4.35451,4.78039666667,"CRACR2B",5.989636,3.633558,3.880053,32,37,48,4.50108233333333,1.05077443245017
"Cradd","CRADD",256,0.265975,287,0.275409,304,0.332751,0.291378333333,"CRADD",2.001956,2.990005,2.670618,38,96,103,2.554193,0.363339394718576
"Cramp1l","CRAMP1",1022,2.90716,946,2.48545,912,2.73311,2.70857333333,"CRAMP1",4.699251,1.20863,1.413754,546,253,301,2.440545,1.07790287100735
"Crat","CRAT",1074,10.8645,1138,10.6327,984,10.4869,10.6613666667,"CRAT",56.076518,49.600374,49.091696,495,711,672,51.5895293333333,0.22174312671227
"Crb1","CRB1",27,0.0232755,46,0.0366259,43,0.0390525,0.0329846333333,"CRB1",0.343175,0.294547,0.322583,30,31,50,0.320101666666667,0.78250384755717
"Crb2","CRB2",7,0.0475372,6,0.0376341,6,0.042927,0.0426994333333,"CRB2",1.029311,0.811904,0.464416,77,97,84,0.768543666666667,0.589580824599355
"Crb3","CRB3",25,0.569449,16,0.336612,28,0.671919,0.525993333333,"CRB3",0.46377,1.877578,0.573586,7,15,15,0.971644666666667,0.773969751817856
"Crbn","CRBN",4859,37.9414,5109,36.8466,4359,35.8589,36.8823,"CRBN",28.54969,30.883388,26.992867,792,1411,1326,28.8086483333333,1.27084930441607
"Crcp","CRCP",970,4.77945,1025,4.66472,794,4.12165,4.52194,"CRCP",16.535429,17.660434,16.964643,212,386,413,17.053502,0.305865310785686
"Creb1","CREB1",1553,3.35224,1542,3.07428,1281,2.91311,3.11321,"CREB1",7.913599,3.596567,3.259088,889,712,557,4.92308466666667,0.694437144069188
"Creb3","CREB3",940,30.8514,1001,30.3443,859,29.7019,30.2992,"CREB3",81.659743,73.38644,70.195993,419,803,763,75.0807253333333,0.411394605701621
"Creb3l1","CREB3L1",356,1.31012,367,1.24745,327,1.26781,1.27512666667,"CREB3L1",0.84533,0.460961,0.568322,29,30,38,0.624871,1.40018910219334
"Creb3l2","CREB3L2",883,1.19286,933,1.16414,748,1.06457,1.14052333333,"CREB3L2",2.422561,0.798133,0.833718,264,155,164,1.35147066666667,0.910291318396204
"Creb3l3","CREB3L3",1,0.0106666,5,0.0492594,4,0.0449498,0.0349586,"CREB3L3",0.214212,0.340087,0.200889,7,12,6,0.251729333333333,0.826822997943112
"Creb3l4","CREB3L4",8,0.206498,9,0.214567,6,0.163163,0.194742666667,"CREB3L4",0.107014,0.132965,0.131036,2,5,5,0.123671666666667,1.06324890277884
"Creb5","CREB5",238,0.0894193,248,0.0860599,191,0.0756017,0.0836936333333,"CREB5",1.644596,0.30476,0.33491,87,46,65,0.761422,0.615237934653536
"Crebbp","CREBBP",951,1.11256,933,1.00814,846,1.0427,1.05446666667,"CREBBP",13.612706,3.272818,6.089249,923,312,409,7.65825766666667,0.237284075591729
"Crebl2","CREBL2",1589,8.56999,1643,8.18444,1347,7.65364,8.13602333333,"CREBL2",13.3606,10.953898,10.929794,599,925,902,11.7480973333333,0.716657795625815
"Crebrf","CREBRF",2059,5.24014,2153,5.06088,1794,4.81009,5.03703666667,"CREBRF",15.901784,9.626338,10.913103,977,1179,1032,12.147075,0.459192380561456
"Crebzf","CREBZF",1397,41.1749,1384,37.6762,1306,40.553,39.8013666667,"CREBZF",25.416437,18.812504,16.014077,397,440,382,20.081006,1.93545633764821
"Creg1","CREG1",406,5.4497,398,4.93429,347,4.90704,5.09701,"CREG1",22.670941,33.48841,33.607113,315,714,707,29.9221546666667,0.197172870575298
"Creg2","CREG2",926,4.34617,902,3.91019,790,3.90631,4.05422333333,"CREG2",21.888656,9.840846,9.482974,2019,1628,1582,13.737492,0.342950030665326
"Creld1","CRELD1",3365,51.9835,3421,48.8122,3106,50.5506,50.4487666667,"CRELD1",35.892152,30.262988,26.523962,760,1273,1132,30.893034,1.61316626905737
"Creld2","CRELD2",227,5.00603,247,5.03106,188,4.36787,4.80165333333,"CRELD2",5.881276,7.095605,7.160089,105,230,236,6.71232333333333,0.752257534153781
"Crem","CREM",299,0.647236,293,0.585807,284,0.64767,0.626904333333,"CREM",21.361128,16.483372,13.45011,223,264,204,17.0982033333333,0.0898931404056314
"Crhbp","CRHBP",15,0.171767,24,0.253837,12,0.144769,0.190124333333,"CRHBP",8.858812,8.5172,6.881867,215,371,296,8.08595966666667,0.130984989697804
"Crhr1","LINC02210-CRHR1",75,0.272813,70,0.235178,71,0.272086,0.260025666667,"CRHR1",5.741675,5.565355,6.096392,199,359,401,5.80114066666667,0.18526681455694
"Crhr1","LINC02210-CRHR1",75,0.272813,70,0.235178,71,0.272086,0.260025666667,"LINC02210-CRHR1",5.741675,5.565355,6.096392,199,359,401,5.80114066666667,0.18526681455694
"Crhr1","CRHR1",75,0.272813,70,0.235178,71,0.272086,0.260025666667,"CRHR1",5.741675,5.565355,6.096392,199,359,401,5.80114066666667,0.18526681455694
"Crhr1","CRHR1",75,0.272813,70,0.235178,71,0.272086,0.260025666667,"LINC02210-CRHR1",5.741675,5.565355,6.096392,199,359,401,5.80114066666667,0.18526681455694
"Crhr2","CRHR2",62,0.223956,82,0.273578,49,0.186471,0.228001666667,"CRHR2",0.708466,0.58141,0.557604,15,34,28,0.615826666666667,0.759983537838423
"Crim1","CRIM1",566,0.498162,632,0.513766,552,0.511843,0.507923666667,"CRIM1",26.499912,8.289776,9.216503,1159,636,692,14.6687303333333,0.0962377700418441
"Crip1","AL928654.3",261,5.35557,337,6.3869,257,5.55575,5.76607333333,"",15.935585,17.074876,20.228708,51,100,118,17.7463896666667,0.360926741289332
"Crip1","AL928654.3",261,5.35557,337,6.3869,257,5.55575,5.76607333333,"CRIP1",15.935585,17.074876,20.228708,51,100,118,17.7463896666667,0.360926741289332
"Crip1","CRIP1",261,5.35557,337,6.3869,257,5.55575,5.76607333333,"",15.935585,17.074876,20.228708,51,100,118,17.7463896666667,0.360926741289332
"Crip1","CRIP1",261,5.35557,337,6.3869,257,5.55575,5.76607333333,"CRIP1",15.935585,17.074876,20.228708,51,100,118,17.7463896666667,0.360926741289332
"Crip2","CRIP2",6094,179.443,6781,184.422,5818,180.485,181.45,"CRIP2",90.168183,94.444636,81.291509,742,1655,1462,88.634776,2.03548229986094
"Crip3","CRIP3",36,1.95985,20,1.00564,24,1.3765,1.44733,"CRIP3",0.268217,0.549682,0.410486,3,5,3,0.409461666666667,1.73635797118758
"Cript","CRIPT",1439,21.7665,1557,21.7526,1321,21.0511,21.5234,"CRIPT",40.80195,44.561886,46.735771,492,964,995,44.0332023333333,0.500150973792248
"Crisp2","CRISP2",1,0.00361086,0,0,1,0.00380412,0.00247166,"CRISP2",0,0,0.017607,0,0,1,0.005869,0.996622482649331
"Crisp4","CRISP1",0,0,3,0.0140031,2,0.0106484,0.00821716666667,"CRISP1",0,0,0,0,0,0,0,1.00821716666667
"Crispld1","CRISPLD1",160,0.631894,159,0.579985,135,0.561697,0.591192,"CRISPLD1",1.94238,1.205334,0.533287,81,78,54,1.22700033333333,0.714500117572202
"Crispld2","CRISPLD2",394,1.01319,410,0.973812,370,1.0024,0.996467333333,"CRISPLD2",0.861913,0.864117,0.660964,52,94,70,0.795664666666667,1.1118263729269
"Crk","CRK",4996,28.0443,5061,26.2393,4352,25.7368,26.6734666667,"CRK",38.994589,30.195511,28.827611,2087,2841,2687,32.6725703333333,0.821840043476139
"Crkl","CRKL",1752,7.67113,1739,7.03266,1644,7.58352,7.42910333333,"CRKL",11.931893,8.036864,7.379895,880,1061,1008,9.11621733333333,0.833226793730081
"Crlf1","CRLF1",36,0.511491,36,0.472425,21,0.314339,0.432751666667,"CRLF1",4.833638,6.789865,9.502181,37,91,101,7.04189466666667,0.178160959084144
"Crlf2","CRLF2",173,6.26632,162,5.41971,166,6.33459,6.00687333333,"CRLF2",4.935314,7.25721,7.981208,48,162,171,6.72457733333333,0.907088249747171
"Crlf3","CRLF3",863,3.88259,776,3.22453,686,3.25146,3.45286,"CRLF3",6.160593,7.223337,6.867002,139,216,214,6.75031066666667,0.574539549640419
"Crls1","CRLS1",707,5.45392,700,4.98749,638,5.18506,5.20882333333,"CRLS1",13.587729,13.457721,12.29814,302,517,449,13.11453,0.439888776553665
"Crmp1","CRMP1",3365,10.4052,3442,9.83039,2976,9.69487,9.97682,"CRMP1",49.500256,36.548977,32.103939,1963,2526,2413,39.3843906666667,0.27180848389178
"Crnkl1","CRNKL1",524,4.63786,586,4.79048,468,4.36392,4.59742,"CRNKL1",5.798381,6.508983,6.326374,243,430,358,6.211246,0.776207052151598
"Crocc","CROCC",332,1.17342,333,1.08706,327,1.2176,1.15936,"CROCC",8.035133,1.233388,1.716738,377,111,184,3.661753,0.463207724647788
"Crocc2","CROCC2",9,0.0224046,12,0.0275912,15,0.0393396,0.0297784666667,"CROCC2",0.064072,0.044128,0.07709,7,9,16,0.0617633333333333,0.969875709903996
"Crot","CROT",2955,14.6569,3069,14.0597,2704,14.1297,14.2821,"CROT",9.375579,9.363463,8.611339,404,695,648,9.11679366666667,1.51056752796612
"Crp","CRP",4,0.00459957,2,0.00212413,4,0.00484575,0.00385648333333,"CRP",0.045108,0.025516,0,1,1,0,0.0235413333333333,0.98076789929343
"Crppa","CRPPA",746,0.375862,723,0.336452,614,0.325914,0.346076,"CRPPA",4.336566,3.494136,4.40038,126,206,245,4.07702733333333,0.265130737264759
"Crtac1","CRTAC1",1789,1.69829,1871,1.64048,1672,1.67218,1.67031666667,"CRTAC1",42.875357,38.618515,45.821755,748,1196,1203,42.4385423333333,0.0614734409405098
"Crtam","CRTAM",14,0.0621938,11,0.0451343,18,0.0842433,0.0638571333333,"CRTAM",0.038115,0.043441,0.085469,1,2,4,0.055675,1.00775061769323
"Crtap","CRTAP",278,2.77623,304,2.804,272,2.86169,2.81397333333,"CRTAP",5.266257,5.822534,5.517866,65,121,130,5.53555233333333,0.583573222094414
"Crtc1","CRTC1",1279,3.46898,1364,3.41696,1222,3.49178,3.45924,"CRTC1",27.790519,10.504894,11.862487,2189,1535,1680,16.7193,0.251660054291084
"Crtc2","CRTC2",687,10.7025,748,10.7628,656,10.7665,10.7439333333,"CRTC2",8.338173,4.89553,5.289758,201,239,235,6.174487,1.63690216921433
"Crtc3","CRTC3",651,0.988167,714,1.00102,630,1.00747,0.998885666667,"CRTC3",3.067653,1.597824,1.260407,236,164,182,1.97529466666667,0.671827798792926
"Crx","CRX",0,0,1,0.0102236,0,0,0.00340786666667,"CRX",0,0.02669,0.067427,0,2,5,0.0313723333333333,0.972886157827907
"Cry1","CRY1",316,0.919068,340,0.913344,292,0.89472,0.909044,"CRY1",62.345088,72.656665,51.102939,238,463,379,62.0348973333333,0.0302855097852358
"Cry2","CRY2",2238,11.427,2511,11.8417,2164,11.6405,11.6364,"CRY2",25.776947,12.675669,11.462094,1523,1324,1218,16.6382366666667,0.716420821355725
"Cryab","CRYAB",2107,61.5635,2409,65.0116,2228,68.5833,65.0528,"CRYAB",148.201286,174.826857,179.580697,1165,2372,2618,167.53628,0.391920362784796
"Cryba1","CRYBA1",2,0.0465464,0,0,1,0.0245189,0.0236884333333,"CRYBA1",0.23514,0,0,2,0,0,0.07838,0.949283585872605
"Cryba2","CRYBA2",31,1.4989,43,1.92033,33,1.68101,1.70008,"CRYBA2",0,0.214484,0.4907,0,3,7,0.235061333333333,2.18619102317186
"Cryba4","CRYBA4",8,0.206052,2,0.0475787,3,0.0814054,0.1116787,"CRYBA4",0.25397,0.203896,0.790995,2,3,12,0.416287,0.784924736299917
"Crybb1","CRYBB1",44,0.495912,49,0.510085,41,0.486832,0.497609666667,"CRYBB1",3.286398,3.607233,3.82656,30,66,70,3.573397,0.327461111875265
"Crybb2","CRYBB2",3,0.0392603,3,0.0362617,4,0.0551488,0.0435569333333,"CRYBB2",0.157689,0,0,1,0,0,0.052563,0.991443679222336
"Crybb3","CRYBB3",43,1.1615,49,1.22248,35,0.996009,1.126663,"CRYBB3",0.255968,0.493834,0.323999,2,9,5,0.357933666666667,1.56610227156407
"Crybg1","CRYBG1",175,0.137029,181,0.130902,145,0.119615,0.129182,"CRYBG1",0.261432,0.131489,0.057335,18,16,12,0.150085333333333,0.981824537077828
"Crybg2","CRYBG2",6,0.0293864,2,0.00904731,2,0.0103197,0.0162511366667,"CRYBG2",3.942527,3.247309,7.264647,14,17,29,4.818161,0.17466878910135
"Crybg3","CRYBG3",682,0.960506,728,0.946982,646,0.9585,0.955329333333,"CRYBG3",3.16546,1.545837,1.75603,190,117,116,2.15577566666667,0.619603400199338
"Crygn","CRYGN",5,0.110769,3,0.0613851,3,0.0700184,0.0807241666667,"CRYGN",5.195424,3.231656,14.807066,1,6,15,7.74471533333333,0.123585974553931
"Crygs","CRYGS",7,0.170426,11,0.247357,8,0.205197,0.20766,"CRYGS",0,0.1662,0.05459,0,3,1,0.0735966666666667,1.12487309014248
"Cryl1","CRYL1",635,0.797799,728,0.844785,656,0.868296,0.83696,"CRYL1",6.943916,9.146369,10.816726,117,277,294,8.96900366666667,0.184267160633338
"Crym","CRYM",165,1.62786,170,1.54909,131,1.3616,1.51285,"CRYM",42.365636,53.038154,44.37083,761,1757,1500,46.59154,0.0528003506505568
"Cryz","CRYZ",193,1.13159,189,1.0235,181,1.11803,1.09104,"CRYZ",11.848239,19.454748,14.116021,194,453,410,15.1396693333333,0.129559035988511
"Cryzl1","CRYZL1",974,3.81232,979,3.53922,944,3.89266,3.74806666667,"CRYZL1",66.426805,63.125036,71.979785,642,1169,1250,67.1772086666667,0.0696430194126067
"Csad","CSAD",612,3.42595,598,3.0919,546,3.22008,3.24597666667,"CSAD",40.750937,30.524405,23.912924,214,331,293,31.729422,0.129729656291211
"Csdc2","CSDC2",1617,17.6953,1722,17.4051,1547,17.8354,17.6452666667,"CSDC2",39.459248,31.579789,31.743292,1412,2102,2129,34.2607763333333,0.528782080418176
"Csde1","CSDE1",7041,28.9406,7382,28.0248,6396,27.6966,28.2206666667,"CSDE1",70.603458,53.575655,47.26895,3222,4026,3636,57.1493543333333,0.502510595374739
"Cse1l","CSE1L",1882,7.23924,2038,7.24057,1708,6.92158,7.13379666667,"CSE1L",39.322549,36.346206,30.030886,1020,1527,1322,35.2332136666667,0.224484550045662
"Csf1","CSF1",452,3.61211,438,3.2329,375,3.15717,3.33406,"CSF1",6.106255,4.620505,5.684733,250,319,350,5.47049766666667,0.669818648158593
"Csf1r","CSF1R",401,1.97258,408,1.85372,330,1.7102,1.8455,"CSF1R",34.260982,16.772126,15.174411,1239,1467,1313,22.069173,0.123346424251966
"Csf2ra","CSF2RA",239,8.29308,186,5.96109,181,6.61669,6.95695333333,"CSF2RA",8.499603,4.256751,7.52897,83,105,138,6.76177466666667,1.02514613925879
"Csf2rb2","CSF2RB",97,0.648515,58,0.358155,57,0.401483,0.469384333333,"CSF2RB",0.142744,0.084822,0.129902,10,9,13,0.119156,1.31293969145767
"Csf3r","CSF3R",49,0.382346,63,0.454042,36,0.295942,0.377443333333,"CSF3R",1.339743,0.803822,0.803025,50,49,46,0.982196666666667,0.694907501609998
"Csgalnact2","CSGALNACT2",428,2.09629,441,1.995,372,1.91953,2.00360666667,"CSGALNACT2",4.544661,3.731773,4.223624,161,301,288,4.166686,0.581341050466392
"Csk","CSK",1827,10.5079,1862,9.89129,1648,9.98573,10.1283066667,"CSK",23.887209,31.433067,35.512558,304,639,644,30.2776113333333,0.355791449292686
"Csmd1","CSMD1",3855,0.364159,3946,0.344285,4018,0.399871,0.369438333333,"CSMD1",6.147941,1.308966,1.238645,1030,290,303,2.89851733333333,0.351271577433797
"Csmd2","CSMD2",1004,0.268765,1008,0.249226,1024,0.28879,0.268927,"CSMD2",6.865707,1.147219,1.31785,854,183,253,3.11025866666667,0.308721932828883
"Csmd3","CSMD3",186,0.0238305,177,0.0209454,190,0.0256459,0.0234739333333,"CSMD3",3.084689,1.137462,0.953338,500,224,248,1.725163,0.375564299578888
"Csn1s1","CSN1S1",1,0.00948073,0,0,0,0,0.00316024333333,"CSN1S1",0,0,0,0,0,0,0,1.00316024333333
"Csnk1a1","CSNK1A1",9275,41.381,9309,38.3606,8094,38.0447,39.2621,"CSNK1A1",94.161281,85.378648,75.37747,3744,5117,4133,84.9724663333333,0.46831388835462
"Csnk1d","CSNK1D",5492,26.3569,5768,25.5672,5187,26.2255,26.0498666667,"CSNK1D",83.32652,36.376219,35.871969,1710,1992,1828,51.858236,0.511743650822929
"Csnk1e","CSNK1E",1528,6.28887,1682,6.39396,1302,5.64552,6.10945,"CSNK1E",78.105781,49.249115,36.108555,990,1221,1137,54.487817,0.128126323657678
"Csnk1e","CSNK1E",1528,6.28887,1682,6.39396,1302,5.64552,6.10945,"TPTEP2-CSNK1E",78.105781,49.249115,36.108555,990,1221,1137,54.487817,0.128126323657678
"Csnk1e","TPTEP2-CSNK1E",1528,6.28887,1682,6.39396,1302,5.64552,6.10945,"CSNK1E",78.105781,49.249115,36.108555,990,1221,1137,54.487817,0.128126323657678
"Csnk1e","TPTEP2-CSNK1E",1528,6.28887,1682,6.39396,1302,5.64552,6.10945,"TPTEP2-CSNK1E",78.105781,49.249115,36.108555,990,1221,1137,54.487817,0.128126323657678
"Csnk1g1","CSNK1G1",1231,1.40392,1133,1.19346,1117,1.34209,1.31315666667,"CSNK1G1",8.235127,2.972086,3.034226,507,309,252,4.74714633333333,0.402487866587586
"Csnk1g2","CSNK1G2",2313,20.0423,2608,20.8725,2240,20.4487,20.4545,"CSNK1G2",317.833204,293.053281,292.923164,1397,2644,2718,301.269883,0.0709779611090133
"Csnk1g3","CSNK1G3",2060,3.42225,2175,3.33733,1881,3.29213,3.35057,"CSNK1G3",27.001304,15.393975,13.737343,913,994,818,18.710874,0.220719284188007
"Csnk2a1","CSNK2A3",5543,15.6383,5820,15.1657,5201,15.4588,15.4209333333,"CSNK2A1",45.432226,25.101018,21.926484,1864,2068,1790,30.8199093333333,0.516058457655568
"Csnk2a1","CSNK2A3",5543,15.6383,5820,15.1657,5201,15.4588,15.4209333333,"CSNK2A3",45.432226,25.101018,21.926484,1864,2068,1790,30.8199093333333,0.516058457655568
"Csnk2a1","CSNK2A1",5543,15.6383,5820,15.1657,5201,15.4588,15.4209333333,"CSNK2A1",45.432226,25.101018,21.926484,1864,2068,1790,30.8199093333333,0.516058457655568
"Csnk2a1","CSNK2A1",5543,15.6383,5820,15.1657,5201,15.4588,15.4209333333,"CSNK2A3",45.432226,25.101018,21.926484,1864,2068,1790,30.8199093333333,0.516058457655568
"Csnk2a2","CSNK2A2",1149,4.05824,1118,3.64715,1006,3.74334,3.81624333333,"CSNK2A2",48.321532,29.422878,27.271424,777,860,807,35.005278,0.133764925612573
"Csnk2b","CSNK2B",1056,27.979,1198,29.317,1012,28.2483,28.5147666667,"CSNK2B",173.094209,206.669713,170.969846,728,1596,1436,183.577922666667,0.159904100340328
"Csnk2b","CSNK2B",1056,27.979,1198,29.317,1012,28.2483,28.5147666667,"",173.094209,206.669713,170.969846,728,1596,1436,183.577922666667,0.159904100340328
"Csnka2ip","CSNKA2IP",5,0.00622834,4,0.00460211,5,0.0065617,0.00579738333333,"CSNKA2IP",0.057543,0,0,2,0,0,0.019181,0.986868263177326
"Cspg4","CSPG4",263,1.17171,320,1.31677,295,1.38462,1.29103333333,"CSPG4",3.539718,1.134727,1.229136,350,178,203,1.96786033333333,0.771947826384687
"Cspg5","CSPG5",170,1.40393,153,1.16704,135,1.17456,1.24851,"CSPG5",84.545706,95.793017,90.243574,2691,5359,5146,90.194099,0.0246563102728829
"Cspp1","CSPP1",805,1.26484,803,1.16533,728,1.20508,1.21175,"CSPP1",9.839329,10.156194,6.583602,221,164,117,8.85970833333333,0.224322051446755
"Csrnp1","CSRNP1",75,0.862528,76,0.807273,80,0.969272,0.879691,"CSRNP1",3.782052,2.814061,4.429078,124,149,141,3.67506366666667,0.402067465605281
