"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"Fubp1","FUBP1",2285,13.4313,2321,12.6009,1993,12.3419,12.7913666667,"FUBP1",38.41921,40.543039,40.187065,608,2327,1267,39.716438,0.338717415966004
"Fubp3","FUBP3",1077,3.72493,1094,3.49474,1001,3.64738,3.62235,"FUBP3",13.096751,23.248139,21.86821,175,632,371,19.4043666666667,0.226537293487832
"Fuca1","FUCA1",673,5.33563,754,5.52125,647,5.40405,5.42031,"FUCA1",72.801632,52.660831,73.615332,200,764,439,66.359265,0.0953144307616777
"Fuca2","FUCA2",1884,14.9987,1913,14.0663,1679,14.0821,14.3823666667,"FUCA2",59.677883,51.967138,46.009457,345,1156,618,52.5514926666667,0.287244405351091
"Fundc1","FUNDC1",2063,20.3144,2080,18.9175,1859,19.2854,19.5057666667,"FUNDC1",56.715649,44.321408,48.848737,407,1407,769,49.9619313333333,0.40237420620061
"Fundc2","FUNDC2",785,8.66504,883,9.00236,750,8.7218,8.7964,"FUNDC2",124.974001,82.443136,127.076876,379,1100,759,111.498004333333,0.0870806558574418
"Fuom","FUOM",126,3.44787,134,3.38673,123,3.54593,3.46017666667,"FUOM",52.521972,53.57553,47.623459,68,253,145,51.2403203333333,0.0853780497173572
"Furin","FURIN",799,7.35889,988,8.40461,793,7.69454,7.81934666667,"FURIN",21.707816,18.48554,27.022783,193,834,509,22.4053796666667,0.376808528307288
"Fus","FUS",3631,30.8887,4030,31.6645,3542,31.7443,31.4325,"FUS",300.813439,399.640487,436.953278,1057,4766,2766,379.135734666667,0.0853182088456888
"Fut1","FUT1",1,0.0411586,0,0,3,0.130085,0.0570812,"FUT1",0,0.015602,0,0,1,0,0.00520066666666667,1.05161211592246
"Fut10","FUT10",148,0.308716,163,0.314036,153,0.336227,0.319659666667,"FUT10",3.51414,3.351529,3.51433,77,273,162,3.45999966666667,0.295887839752529
"Fut11","FUT11",963,24.7093,925,21.9215,825,22.3014,22.9774,"FUT11",4.829158,4.464144,4.629013,136,450,256,4.64077166666667,4.25073047038777
"Fut4","FUT4",49,1.86678,82,2.88539,46,1.84628,2.19948333333,"FUT4",0.550807,0.292135,0.212782,15,29,12,0.351908,2.36664279916237
"Fut7","FUT7",13,0.649201,12,0.553493,3,0.157834,0.453509333333,"FUT7",0.080273,0.414259,0.111794,1,4,3,0.202108666666667,1.20913306229082
"Fut8","FUT8",1785,1.16302,2025,1.21862,1956,1.34265,1.24143,"FUT8",26.534229,24.744483,25.911572,458,1587,960,25.7300946666667,0.0838541736552523
"Fut9","FUT9",53,0.0430881,52,0.0390463,35,0.0299774,0.0373706,"FUT9",18.085704,16.656183,18.949344,1489,4932,3221,17.897077,0.0548958233064299
"Fuz","FUZ",1678,39.7437,1845,40.3616,1471,36.7057,38.937,"FUZ",13.866259,19.172363,20.350828,43,290,169,17.7964833333333,2.12470595120186
"Fxn","FXN",69,0.559151,87,0.65117,89,0.759826,0.656715666667,"FXN",3.063364,3.503718,2.28266,19,85,32,2.949914,0.419430819675314
"Fxr1","FXR1",4302,13.2535,4093,11.6465,3756,12.1907,12.3635666667,"FXR1",25.980875,27.757667,30.219424,417,1552,970,27.9859886666667,0.461035392664313
"Fxr2","FXR2",4063,31.0525,4272,30.1562,3814,30.7096,30.6394333333,"FXR2",163.389299,172.650651,167.535939,682,2718,1588,167.858629666667,0.187372320832861
"Fxyd1","FXYD1",441,12.3954,544,14.1226,538,15.9311,14.1497,"FXYD1",348.139959,493.188165,546.054328,113,576,346,462.460817333333,0.032688200239167
"Fxyd2","FXYD6-FXYD2",8296,121.359,9690,130.924,8204,126.436,126.239666667,"FXYD6-FXYD2",0.362835,0.301534,5.718777,1,4,4,2.12771533333333,40.6813450415244
"Fxyd2","FXYD6-FXYD2",8296,121.359,9690,130.924,8204,126.436,126.239666667,"FXYD2",0.362835,0.301534,5.718777,1,4,4,2.12771533333333,40.6813450415244
"Fxyd2","FXYD2",8296,121.359,9690,130.924,8204,126.436,126.239666667,"FXYD6-FXYD2",0.362835,0.301534,5.718777,1,4,4,2.12771533333333,40.6813450415244
"Fxyd2","FXYD2",8296,121.359,9690,130.924,8204,126.436,126.239666667,"FXYD2",0.362835,0.301534,5.718777,1,4,4,2.12771533333333,40.6813450415244
"Fxyd3","AC020907.6",1469,26.72,1462,24.5616,1439,27.5753,26.2856333333,"FXYD3",2.961859,0.0686,0.170027,2,5,7,1.06682866666667,13.2016909642083
"Fxyd3","AC020907.6",1469,26.72,1462,24.5616,1439,27.5753,26.2856333333,"",2.961859,0.0686,0.170027,2,5,7,1.06682866666667,13.2016909642083
"Fxyd3","FXYD3",1469,26.72,1462,24.5616,1439,27.5753,26.2856333333,"FXYD3",2.961859,0.0686,0.170027,2,5,7,1.06682866666667,13.2016909642083
"Fxyd3","FXYD3",1469,26.72,1462,24.5616,1439,27.5753,26.2856333333,"",2.961859,0.0686,0.170027,2,5,7,1.06682866666667,13.2016909642083
"Fxyd4","FXYD4",36,1.3516,40,1.38708,32,1.26573,1.33480333333,"FXYD4",0.148379,0.254893,0.533271,1,4,7,0.312181,1.77933023975351
"Fxyd6","FXYD6",1457,8.70605,1660,9.16145,1423,8.95798,8.94182666667,"FXYD6",31.186017,34.724553,37.594227,348,1463,895,34.501599,0.280038841818646
"Fxyd7","FXYD7",3158,54.7348,3416,54.6845,2862,52.2595,53.8929333333,"FXYD7",26.79263,27.792462,28.540137,84,319,182,27.7084096666667,1.91208548194281
"Fyb","FYB1",1305,1.44202,1506,1.53703,1362,1.58556,1.52153666667,"FYB1",6.130127,3.858618,9.716959,23,48,50,6.568568,0.333159015902348
"Fyb2","FYB2",95,0.142589,113,0.156652,127,0.200822,0.166687666667,"FYB2",0,0.052891,0.139763,0,4,6,0.064218,1.09628634985219
"Fyco1","FYCO1",546,1.35808,576,1.32327,538,1.4098,1.36371666667,"FYCO1",5.225666,6.744908,6.541738,255,1335,731,6.17077066666667,0.329632165989876
"Fyn","FYN",2360,1.86383,2554,1.86299,2274,1.89204,1.87295333333,"FYN",75.742488,87.651409,96.821028,616,2248,1478,86.7383083333333,0.032744571760093
"Fyttd1","FYTTD1",2147,10.6207,2222,10.1522,1778,9.26606,10.0129866667,"FYTTD1",61.648912,52.479581,46.778947,550,1827,1115,53.6358133333333,0.201570837785643
"Fzd1","FZD1",467,17.2701,541,18.4786,435,16.9477,17.5654666667,"FZD1",9.461481,9.782444,10.455748,265,988,601,9.899891,1.70327085534158
"Fzd10","FZD10",11,0.525323,4,0.176437,6,0.301876,0.334545333333,"FZD10",0.520783,0.691607,0.429915,11,54,19,0.547435,0.862424162134758
"Fzd2","FZD2",107,4.53382,134,5.24421,94,4.19616,4.65806333333,"FZD2",1.120395,1.006768,0.847077,27,88,42,0.991413333333333,2.8412300141926
"Fzd3","FZD3",1752,3.88383,1775,3.63429,1582,3.69468,3.7376,"FZD3",5.973425,7.244666,10.97242,537,2037,1264,8.06350366666667,0.522711765144833
"Fzd4","FZD4",278,4.91436,331,5.40437,256,4.76767,5.0288,"FZD4",3.334371,3.781499,3.730198,155,658,368,3.615356,1.30624809873821
"Fzd5","FZD5",67,1.44551,80,1.59416,76,1.72744,1.58903666667,"FZD5",0.062604,0.234982,0.325502,3,38,33,0.207696,2.14378176848313
"Fzd6","FZD6",118,0.569574,127,0.566196,124,0.630571,0.588780333333,"FZD6",2.784033,3.499108,4.74393,67,260,157,3.67569033333333,0.339795884686047
"Fzd7","FZD7",228,7.8084,248,7.84465,171,6.16974,7.27426333333,"FZD7",7.014925,5.950486,7.293524,214,665,462,6.75297833333333,1.06723674149268
"Fzd8","FZD8",240,6.23538,257,6.16708,225,6.15855,6.18700333333,"FZD8",0.513721,0.578985,0.901907,21,86,76,0.664871,4.31685297739585
"Fzd9","FZD9",7,0.473817,8,0.500147,16,1.14098,0.704981333333,"FZD9",1.878042,2.088988,1.94106,27,108,57,1.96936333333333,0.574190875934011
"Fzr1","FZR1",984,12.4218,1006,11.7295,915,12.169,12.1067666667,"FZR1",18.082888,19.772457,20.037262,230,1014,562,19.2975356666667,0.645731919477516
"G0s2","G0S2",106,15.565,104,14.1049,87,13.4588,14.3762333333,"G0S2",4.9684,5.133707,3.693517,23,89,36,4.59854133333333,2.74647134276762
"G2e3","G2E3",400,2.14629,373,1.84855,294,1.66196,1.8856,"G2E3",1.877547,3.533312,3.469585,83,367,211,2.960148,0.728659635953
"G3bp1","G3BP1",2319,10.2387,2407,9.81552,2142,9.96336,10.00586,"G3BP1",7.774326,9.139028,10.119186,359,1472,875,9.01084666666667,1.09939352449044
"G3bp2","G3BP2",11114,54.6333,11425,51.8727,10251,53.0882,53.1980666667,"G3BP2",82.551508,82.033654,84.36562,2018,7332,4288,82.983594,0.645341120632442
"G6pc","G6PC",0,0,0,0,1,0.0158094,0.0052698,"G6PC1",0.128668,0.0169,0,2,1,0,0.0485226666666667,0.958748753802175
"G6pc2","G6PC2",0,0,2,0.0170976,0,0,0.0056992,"G6PC2",0,0,0,0,0,0,0,1.0056992
"G6pc3","G6PC3",1069,37.1848,1124,36.1118,1035,37.929,37.0752,"G6PC3",31.779536,38.086934,33.619503,204,971,503,34.4953243333333,1.07268212687506
"G6pdx","G6PD",1169,9.20451,1235,8.98148,1063,8.81787,9.00128666667,"G6PD",28.404021,25.795276,23.307582,292,1255,735,25.8356263333333,0.372686910394452
"Gaa","GAA",6673,58.9543,7153,58.3684,6220,57.8934,58.4053666667,"GAA",160.886299,302.356164,284.879579,1263,6825,3654,249.374014,0.237266502691849
"Gab1","GAB1",1545,2.06576,1747,2.15745,1504,2.11858,2.11393,"GAB1",13.351033,16.577702,10.239059,309,1291,676,13.3892646666667,0.216406471917467
"Gab2","GAB2",1190,0.812359,1321,0.832911,1148,0.825633,0.823634333333,"GAB2",4.904291,5.669401,5.869789,193,859,532,5.48116033333333,0.281374667427041
"Gab3","GAB3",94,0.122999,66,0.079765,88,0.121311,0.108025,"GAB3",0.297962,1.025462,0.735634,4,37,16,0.686352666666667,0.657054139327914
"Gabarap","GABARAP",3319,135.243,3595,135.301,3157,135.527,135.357,"GABARAP",114.602799,118.367569,136.853368,522,2095,1308,123.274578666667,1.09722359522732
"Gabarapl1","GABARAPL1",12532,211.721,13469,210.171,11330,201.659,207.850333333,"GABARAPL1",265.883725,253.478696,263.715424,2000,7606,4307,261.025948333333,0.7970597364934
"Gabarapl2","GABARAPL2",6276,75.4525,6685,74.2313,5678,71.9168,73.8668666667,"GABARAPL2",192.164309,188.625179,212.126288,1084,3675,2334,197.638592,0.376899906070116
"Gabbr1","GABBR1",11728,62.5487,11978,59.0029,10791,60.6317,60.7277666667,"GABBR1",370.860785,329.143451,320.920546,3416,13342,8148,340.308260666667,0.180856351223756
"Gabbr2","GABBR2",6029,2.83933,6386,2.77776,5850,2.90249,2.83986,"GABBR2",39.39329,51.098041,54.598607,1295,5018,3260,48.3633126666667,0.0777877292378906
"Gabpa","GABPA",993,5.34128,983,4.88365,851,4.82247,5.0158,"GABPA",18.777577,18.422178,15.834002,227,625,356,17.677919,0.322080848514227
"Gabpb1","GABPB1",507,1.60935,494,1.44832,397,1.32763,1.46176666667,"GABPB1",7.915314,7.135878,8.021181,107,406,266,7.690791,0.283261519770755
"Gabpb2","GABPB2",600,2.57601,609,2.41495,492,2.22539,2.40545,"GABPB2",3.498088,4.134084,4.567659,185,831,504,4.06661033333333,0.672135762562097
"Gabra1","GABRA1",2283,6.81532,2534,6.98686,2294,7.21469,7.00562333333,"GABRA1",218.177455,170.655006,201.186339,3313,10212,6851,196.672933333333,0.0404993399871808
"Gabra2","GABRA2",1563,1.75469,1515,1.5709,1565,1.85098,1.72552333333,"GABRA2",8.654979,7.190334,7.108039,205,698,447,7.65111733333333,0.315048707388163
"Gabra4","GABRA4",44,0.0771138,62,0.100361,36,0.06647,0.0813149333333,"GABRA4",16.770078,7.672735,11.088309,201,639,428,11.8437073333333,0.0841902501567408
"Gabra5","GABRA5",213,0.322885,179,0.25062,187,0.298644,0.290716333333,"GABRA5",11.36159,10.671481,9.261461,179,643,316,10.4315106666667,0.112908640945997
"Gabrb1","GABRB1",692,0.21878,739,0.215795,583,0.194184,0.209586333333,"GABRB1",7.114188,7.38743,9.002631,546,2219,1254,7.83474966666667,0.136912349412315
"Gabrb2","GABRB2",395,0.292956,390,0.267156,385,0.300823,0.286978333333,"GABRB2",34.59886,39.021462,40.00002,929,3697,2289,37.8734473333333,0.0331068742706911
"Gabrb3","GABRB3",2961,1.12335,3128,1.09607,2734,1.09274,1.10405333333,"GABRB3",23.259505,24.045906,30.906254,878,3324,2088,26.070555,0.0777247948307672
"Gabrd","GABRD",15,0.177274,20,0.218312,8,0.0996063,0.1650641,"GABRD",42.869821,37.759209,41.827609,478,1591,1038,40.8188796666667,0.0278597635634093
"Gabrg1","GABRG1",720,1.22037,691,1.08176,671,1.19819,1.16677333333,"GABRG1",7.460062,9.454985,11.24811,180,713,467,9.387719,0.20858990634325
"Gabrg2","GABRG2",2835,4.85376,2936,4.64276,2663,4.80331,4.76661,"GABRG2",54.715967,58.62411,58.750017,1112,4351,2541,57.3633646666667,0.0988053041995625
"Gabrg3","GABRG3",1087,0.251537,1031,0.220357,826,0.201371,0.224421666667,"GABRG3",1.193616,1.009329,0.978371,49,221,118,1.06043866666667,0.594252906662756
"Gabrp","GABRP",0,0,2,0.0101746,3,0.0174083,0.0091943,"GABRP",0,0,0,0,0,0,0,1.0091943
"Gabrr1","GABRR1",6,0.0299747,7,0.0322996,6,0.031579,0.0312844333333,"GABRR1",0,0.076673,0,0,4,0,0.0255576666666667,1.00558405134374
"Gabrr2","GABRR2",29,0.136948,18,0.0785099,25,0.124377,0.1132783,"GABRR2",1.33848,0.753318,1.004143,7,24,13,1.03198033333333,0.547878481763521
"Gabrr3","GABRR3",477,1.29492,516,1.29381,462,1.32133,1.30335333333,"GABRR3",0,0.009518,0,0,1,0,0.00317266666666667,2.29606867278747
"Gad1","GAD1",28,0.0887942,33,0.0966574,19,0.0634781,0.0829765666667,"GAD1",200.738507,200.417853,232.956531,2428,8849,6089,211.370963666667,0.00509945685591237
"Gad2","GAD2",12,0.0259873,6,0.0120012,7,0.0159706,0.0179863666667,"GAD2",29.888611,33.921258,35.807519,1099,4521,2741,33.205796,0.0297606395906325
"Gadd45a","GADD45A",495,32.5269,447,27.1294,358,24.7836,28.1466333333,"GADD45A",8.389377,6.837474,9.105627,44,121,73,8.110826,3.19912084077777
"Gadd45b","GADD45B",112,8.15357,104,6.99291,94,7.20944,7.45197333333,"GADD45B",4.695468,4.663412,5.220525,32,127,71,4.85980166666667,1.4423650857347
"Gadd45g","GADD45G",215,18.632,211,16.8888,213,19.4467,18.3225,"GADD45G",6.845493,9.688888,10.1382,42,219,128,8.89086033333333,1.95357121107867
"Gadd45gip1","GADD45GIP1",828,32.4446,906,32.7895,817,33.727,32.9870333333,"GADD45GIP1",9.523545,7.066452,8.554533,152,417,286,8.38151,3.62276790551841
"Gadl1","GADL1",1587,1.47741,1844,1.58555,1520,1.49077,1.51791,"GADL1",0,0.14474,0.218709,0,8,6,0.121149666666667,2.24582861223702
"Gak","GAK",2904,7.46917,3060,7.26929,2707,7.33513,7.35786333333,"GAK",64.565158,55.592396,61.374479,554,2224,1250,60.5106776666667,0.135876625821328
"Gal","GAL",674,22.5941,558,17.2769,479,16.9167,18.9292333333,"GAL",4.590864,4.709611,3.946536,15,63,31,4.41567033333333,3.67991995573217
"Gal3st1","GAL3ST1",365,3.61043,405,3.70012,350,3.64736,3.65263666667,"GAL3ST1",6.40204,6.956936,6.799026,69,283,154,6.719334,0.602725140105351
"Gal3st2b","GAL3ST2",26,0.165794,21,0.123683,18,0.120924,0.136800333333,"GAL3ST2",0,0.03889,0.064638,0,3,2,0.0345093333333333,1.0988787599142
"Gal3st3","GAL3ST3",69,1.02896,72,0.991693,72,1.13117,1.05060766667,"GAL3ST3",6.239868,8.351265,8.31528,98,482,271,7.635471,0.237463326165996
"Gal3st4","GAL3ST4",94,1.84213,84,1.52043,87,1.7962,1.71958666667,"GAL3ST4",0.386808,0.474143,1.059943,4,22,25,0.640298,1.65798328515306
"Galc","GALC",1090,2.95941,1095,2.74592,937,2.68017,2.79516666667,"GALC",9.296618,9.157069,9.333746,184,714,394,9.26247766666667,0.369809980585585
"Gale","GALE",546,19.0351,589,18.9658,474,17.4094,18.4701,"GALE",6.441313,10.912303,7.037222,40,182,106,8.13027933333333,2.13247583005675
"Galk1","GALK1",94,3.42239,114,3.83355,130,4.98642,4.08078666667,"GALK1",2.935665,4.299433,4.105671,25,138,74,3.78025633333333,1.06286908324163
"Galk2","GALK2",559,0.693036,622,0.712245,539,0.704006,0.703095666667,"GALK2",9.018403,8.075442,11.71553,73,309,169,9.603125,0.160622049317253
"Galm","GALM",481,1.29541,485,1.20642,490,1.39028,1.29737,"GALM",2.41831,2.511735,3.229141,19,90,55,2.71972866666667,0.61761762909947
"Galns","GALNS",275,1.28477,303,1.30746,280,1.37814,1.32345666667,"GALNS",1.502174,3.597391,4.413905,25,122,84,3.17115666666667,0.557029345178436
"Galnt1","GALNT1",1698,3.23467,1737,3.05624,1514,3.03852,3.10981,"GALNT1",24.484184,28.879495,29.19079,439,1769,1011,27.5181563333333,0.144112051002268
"Galnt10","GALNT10",826,0.902372,878,0.885921,877,1.00937,0.932554333333,"GALNT10",3.595045,3.78665,4.106029,110,440,268,3.82924133333333,0.400177626244053
"Galnt11","GALNT11",1187,4.18569,1291,4.20472,1120,4.16081,4.18374,"GALNT11",14.602785,12.438755,14.526925,213,768,481,13.856155,0.348928777331685
"Galnt12","GALNT12",42,0.20919,35,0.161011,37,0.19415,0.188117,"GALNT12",0.231462,0.499792,0.362477,3,25,11,0.364577,0.87068520134811
"Galnt13","GALNT13",1793,0.408054,1842,0.387188,1602,0.384099,0.393113666667,"GALNT13",18.225354,16.503943,21.317383,625,1866,1399,18.6822266666667,0.0707802877316896
"Galnt14","GALNT14",2292,1.63765,2363,1.55942,2160,1.62593,1.60766666667,"GALNT14",3.685204,4.061879,3.937703,38,183,98,3.89492866666667,0.532728226343237
"Galnt15","GALNT15",127,0.59356,150,0.647511,126,0.620406,0.620492333333,"GALNT15",6.135844,6.891429,8.13748,232,958,680,7.05491766666667,0.201180496237599
"Galnt16","GALNT16",564,0.776761,635,0.80775,639,0.927157,0.837222666667,"GALNT16",20.088553,24.082749,22.856347,532,2391,1256,22.3425496666667,0.0787070261347914
"Galnt17","GALNT17",4434,1.57693,4651,1.52777,4191,1.57028,1.55832666667,"GALNT17",6.480873,7.154037,7.511179,308,1168,696,7.04869633333333,0.317856030432506
"Galnt18","GALNT18",1245,0.626742,1409,0.655127,1224,0.64915,0.643673,"GALNT18",5.806156,4.416522,5.537618,96,279,197,5.253432,0.262843347461042
"Galnt2","GALNT2",915,1.24212,960,1.20367,884,1.26426,1.23668333333,"GALNT2",7.055508,4.082723,5.188967,36,112,204,5.44239933333333,0.34718172804925
"Galnt3","GALNT3",264,0.970309,256,0.869042,238,0.921567,0.920306,"GALNT3",0.548964,0.146465,0.038479,3,7,2,0.244636,1.5428655446251
"Galnt4","POC1B-GALNT4",88,2.68391,93,2.61977,77,2.47411,2.59259666667,"POC1B-GALNT4",1.172066,1.08759,0.96713,41,143,72,1.07559533333333,1.73087528622471
"Galnt4","POC1B-GALNT4",88,2.68391,93,2.61977,77,2.47411,2.59259666667,"GALNT4",1.172066,1.08759,0.96713,41,143,72,1.07559533333333,1.73087528622471
"Galnt4","GALNT4",88,2.68391,93,2.61977,77,2.47411,2.59259666667,"POC1B-GALNT4",1.172066,1.08759,0.96713,41,143,72,1.07559533333333,1.73087528622471
"Galnt4","GALNT4",88,2.68391,93,2.61977,77,2.47411,2.59259666667,"GALNT4",1.172066,1.08759,0.96713,41,143,72,1.07559533333333,1.73087528622471
"Galnt5","GALNT5",1387,4.48704,1531,4.57461,1226,4.17848,4.41337666667,"GALNT5",0,0.056061,0.098616,0,6,6,0.051559,5.14795334039269
"Galnt6","GALNT6",111,0.458636,80,0.305302,89,0.387417,0.383785,"GALNT6",6.680593,6.283999,5.640222,171,616,312,6.20160466666667,0.192149536672706
"Galnt7","GALNT7",235,0.282297,256,0.284035,203,0.256908,0.274413333333,"GALNT7",6.26423,6.908413,9.191782,167,642,414,7.45480833333333,0.150732374181516
"Galnt9","GALNT9",859,1.7309,779,1.44981,845,1.79383,1.65818,"GALNT9",19.536956,22.256085,22.364281,350,1245,744,21.385774,0.118744163145755
"Galntl5","GALNTL5",9,0.0359669,11,0.040602,4,0.0168409,0.0311366,"GALNTL5",0,0,0,0,0,0,0,1.0311366
"Galntl6","GALNTL6",107,0.0145859,102,0.0128424,115,0.0165155,0.0146479333333,"GALNTL6",2.56505,2.45202,3.27019,44,197,110,2.76242,0.269679603375833
"Galp","GALP",2,0.0162966,1,0.00752597,0,0,0.00794085666667,"GALP",0,0,0,0,0,0,0,1.00794085666667
"Galr1","GALR1",251,2.70576,220,2.19045,199,2.26002,2.38541,"GALR1",0.351261,0.455462,0.379375,7,34,16,0.395366,2.42618065797791
"Galr2","GALR2",43,2.22466,28,1.33798,38,2.07121,1.87795,"GALR2",0.481695,0.280763,0.366179,6,13,9,0.376212333333333,2.09121073128977
"Galt","GALT",358,16.0222,460,19.0147,357,16.8326,17.2898333333,"GALT",24.02466,21.702002,22.747294,112,443,246,22.824652,0.767685225089542
"Gamt","GAMT",469,25.4343,567,28.4005,473,27.0242,26.953,"GAMT",6.773432,12.332386,13.760327,34,168,102,10.9553816666667,2.33811021507887
"Gan","GAN",3297,8.84372,3405,8.43583,2863,8.09061,8.45672,"GAN",1.578469,2.041206,2.248002,150,737,459,1.95589233333333,3.1992775560048
"Ganab","GANAB",3122,26.049,3155,24.3137,2814,24.7358,25.0328333333,"GANAB",25.407062,30.740965,32.658027,631,2681,1634,29.602018,0.850690086297577
"Gap43","GAP43",4551,7.6603,4379,6.80783,3685,6.53462,7.00091666667,"GAP43",105.828043,95.66181,99.502666,731,2755,1521,100.330839666667,0.078958357524614
"Gapdh","GAPDH",10316,336.869,11078,334.122,9793,336.906,335.965666667,"GAPDH",1513.924111,1629.887187,1651.778443,3167,13638,7587,1598.52991366667,0.210665436005858
"Gapdhs","GAPDHS",253,2.82361,279,2.87596,254,2.98649,2.89535333333,"GAPDHS",0.983099,0.355555,0.057247,8,11,1,0.465300333333333,2.65839926786113
"Gapt","GAPT",1,0.0338589,5,0.156364,1,0.0356711,0.075298,"GAPT",0,0,0,0,0,0,0,1.075298
"Gapvd1","GAPVD1",2591,4.987,2627,4.67011,2413,4.89298,4.85003,"GAPVD1",28.723166,30.483457,32.826065,622,2370,1416,30.6775626666667,0.184674245981551
"Gar1","GAR1",184,4.40377,210,4.64217,165,4.1604,4.40211333333,"GAR1",12.497923,19.672343,23.040787,32,162,93,18.4036843333333,0.278406576840141
"Garem1","GAREM1",583,0.523233,543,0.450113,539,0.509635,0.494327,"GAREM1",2.453402,3.16532,3.194703,81,390,223,2.93780833333333,0.379481903004421
"Garem2","GAREM2",8,0.093938,5,0.0542271,10,0.123707,0.0906240333333,"GAREM2",5.151864,6.220988,6.474417,132,566,335,5.94908966666667,0.156944878487436
"Garnl3","GARNL3",2984,3.18463,3247,3.20064,3111,3.49787,3.29438,"GARNL3",46.528402,39.124134,54.708011,661,2291,1530,46.786849,0.089865310014477
"Gars","GARS1",6076,22.7274,6026,20.8188,5361,21.1262,21.5574666667,"GARS1",47.992756,48.65446,50.242067,729,2800,1637,48.9630943333333,0.451482578645066
"Gart","GART",996,5.99946,1059,5.89175,953,6.0477,5.97963666667,"GART",13.656206,17.135765,12.433769,172,690,392,14.40858,0.452970790732825
"Gas1","GAS1",65,3.40716,115,5.56764,69,3.81041,4.26173666667,"GAS1",3.815257,3.155112,4.522497,67,181,150,3.83095533333333,1.08917104456841
"Gas2","GAS2",592,0.691058,606,0.653372,520,0.639499,0.661309666667,"GAS2",11.805125,10.841649,9.545681,78,292,164,10.7308183333333,0.141619247648424
"Gas2l1","GAS2L1",1491,20.6696,1634,20.9219,1499,21.8927,21.1614,"GAS2L1",18.613633,15.293939,15.992989,191,584,344,16.6335203333333,1.25677684212082
"Gas2l2","GAS2L2",47,0.96569,68,1.29046,36,0.779267,1.01180566667,"GAS2L2",0.179092,0.233728,0.387968,3,15,14,0.266929333333333,1.5879383433146
"Gas6","GAS6",3529,18.8114,3887,19.1373,3487,19.5824,19.1770333333,"GAS6",42.410016,44.135526,44.702501,695,2731,1564,43.7493476666667,0.450889999192763
"Gas7","AC005747.1",1382,0.918412,1498,0.919467,1352,0.946565,0.928148,"GAS7",62.741173,60.224744,77.790002,1927,7570,5379,66.9186396666667,0.0283890844908412
"Gas8","GAS8",443,3.8591,478,3.84596,381,3.49664,3.7339,"GAS8",7.340849,6.523652,7.402304,83,323,195,7.088935,0.585231553968477
"Gask1a","GASK1A",143,0.759527,133,0.652459,135,0.755414,0.722466666667,"GASK1A",1.051268,1.316027,1.436441,25,103,62,1.267912,0.75949448949827
"Gask1b","GASK1B",953,2.39545,1027,2.38429,855,2.26414,2.34796,"GASK1B",0.593485,1.061886,1.384754,27,112,58,1.013375,1.66285962624946
