"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"Ackr3","ACKR3",148,1.79854,188,2.11014,113,1.44671,1.78513,"ACKR3",7.941244,7.112321,8.687354,750,644,565,7.91363966666667,0.312457099922407
"Ackr4","ACKR4",337,1.22275,398,1.33378,359,1.37229,1.30960666667,"ACKR4",0.754575,1.177246,1.223792,37,56,45,1.051871,1.12561007327946
"Acly","ACLY",18275,54.9188,19582,54.352,16975,53.7424,54.3377333333,"ACLY",5.502024,5.385161,3.778894,400,366,307,4.888693,9.39728617764587
"Acmsd","ACMSD",29,0.116711,23,0.0854939,20,0.0847981,0.0956676666667,"ACMSD",0,0.051825,0.043596,0,3,2,0.031807,1.06189206573196
"Aco1","ACO1",834,2.34254,844,2.18957,733,2.16905,2.23372,"ACO1",3.025734,3.427605,3.641342,344,340,322,3.36489366666667,0.740847371539635
"Aco2","ACO2",6267,22.7133,6891,23.0673,6195,23.654,23.1448666667,"ACO2",417.561995,438.868693,454.781168,22690,21156,18663,437.070618666667,0.0551163799576162
"Acod1","ACOD1",0,0,0,0,2,0.0340765,0.0113588333333,"ACOD1",0,0.025515,0,0,2,0,0.008505,1.00282976617201
"Acot11","ACOT11",532,1.36608,514,1.21905,442,1.19572,1.26028333333,"ACOT11",3.849478,4.688608,4.957258,323,275,216,4.498448,0.411076604403643
"Acot12","ACOT12",24,0.0834513,32,0.10277,24,0.0879179,0.0913797333333,"ACOT12",0,0,0,0,0,0,0,1.0913797333333
"Acot13","ACOT13",650,7.4219,781,8.23659,586,7.04926,7.56925,"ACOT13",395.632453,377.75228,442.9371,1311,1270,1043,405.440611,0.0210836460926391
"Acot4","ACOT4",58,0.880576,49,0.687115,42,0.671787,0.746492666667,"ACOT4",0.165596,0.144667,0.185633,33,17,26,0.165298666666667,1.49875110701262
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0,0,0,0,0,0,0,1.144916
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0,0,0,0,0,0,0,1.144916
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0,0,0,0,0,0,0,1.144916
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0,0,0,0,0,0,0,1.144916
"Acot6","ACOT6",247,3.5842,231,3.09601,234,3.5773,3.41917,"ACOT6",0.552336,0.322506,0.388205,56,33,27,0.421015666666667,3.10986719123669
"Acot7","ACOT7",8577,14.204,9087,13.8992,8333,14.5385,14.2139,"ACOT7",12.066454,10.657095,11.339034,443,375,355,11.3541943333333,1.2314765001673
"Acot8","ACOT8",518,6.63462,525,6.2107,458,6.1801,6.34180666667,"ACOT8",1.641596,1.505389,1.975407,52,44,36,1.707464,2.71169133427813
"Acot9","ACOT9",1229,5.41724,1321,5.37804,1041,4.83416,5.20981333333,"ACOT9",4.072205,4.855018,4.790514,198,221,169,4.572579,1.11435178098507
"Acox1","ACOX1",4446,25.4091,4575,24.1493,4005,24.1138,24.5574,"ACOX1",32.90367,31.658302,34.80923,3684,3423,2793,33.123734,0.748962584223637
"Acox2","ACOX2",8,0.0366892,4,0.0169435,7,0.0338213,0.0291513333333,"ACOX2",0.180945,0.256774,0.112875,6,4,5,0.183531333333333,0.869559853928638
"Acox3","ACOX3",1340,6.43642,1479,6.56149,1216,6.15343,6.38378,"ACOX3",5.436548,3.876888,8.096525,278,282,221,5.80332033333333,1.08532005524165
"Acoxl","ACOXL",9,0.00490137,11,0.00553303,11,0.0063112,0.00558186666667,"ACOXL",0.021636,0,0,2,0,0,0.007212,0.998381539007349
"Acp2","ACP2",2450,33.9096,2551,32.6108,2179,31.773,32.7644666667,"ACP2",1.730692,1.916966,2.292059,251,242,234,1.97990566666667,11.3307166211302
"Acp4","ACP4",63,1.86927,57,1.56208,51,1.59421,1.67518666667,"ACP4",0,0,0,0,0,0,0,2.67518666667
"Acp5","ACP5",10,0.172742,15,0.239323,9,0.163789,0.191951333333,"ACP5",0.07349,0.157873,0.034358,3,6,1,0.0885736666666667,1.09496616520487
"Acp6","ACP6",197,1.65071,181,1.40081,166,1.46541,1.50564333333,"ACP6",3.884854,3.981793,3.69741,158,166,131,3.85468566666667,0.51612885063482
"Acpp","ACPP",14226,44.6079,15493,44.8704,12554,41.472,43.6501,"ACP3",0.022749,0.024615,0.063146,1,1,2,0.0368366666666667,43.063774107783
"Acr","ACR",18,0.446288,21,0.480902,14,0.365691,0.430960333333,"ACR",0.021936,0,0.11907,1,0,2,0.047002,1.36672168088791
"Acrbp","ACRBP",106,1.21159,114,1.20351,95,1.14398,1.18636,"ACRBP",0.973677,0.635086,0.428227,20,12,5,0.678996666666667,1.3021824542038
"Acsbg1","ACSBG1",1651,4.49609,1683,4.23318,1333,3.82439,4.18455333333,"ACSBG1",0.030745,0,0.04316,3,0,3,0.024635,5.0599026319909
"Acsbg2","ACSBG2",1,0.00495164,1,0.00457345,2,0.0104333,0.00665279666667,"ACSBG2",0.011693,0,0,1,0,0,0.00389766666666667,1.00274443311453
"Acsf2","ACSF2",154,0.533889,179,0.573163,144,0.52594,0.544330666667,"ACSF2",7.891,12.373069,10.895599,350,367,340,10.386556,0.135627547668233
"Acsf3","ACSF3",475,1.73899,459,1.55206,400,1.54279,1.61128,"ACSF3",2.997409,3.249149,4.273128,216,222,220,3.506562,0.579439492899465
"Acsl1","ACSL1",1240,2.96023,1385,3.05385,1140,2.86716,2.96041333333,"ACSL1",205.487387,212.938162,241.722004,10340,9955,9069,220.049184333333,0.0179164349566559
"Acsl3","ACSL3",2186,6.79675,2328,6.68542,1795,5.87976,6.45397666667,"ACSL3",1.316494,1.101578,1.23888,64,36,54,1.218984,3.35918450366023
"Acsl4","ACSL4",3311,7.08403,3420,6.75838,2842,6.40604,6.74948333333,"ACSL4",3.808227,3.388927,6.217699,163,151,156,4.47161766666667,1.41630570800664
"Acsl5","ACSL5",2154,7.30228,2123,6.64749,1988,7.10024,7.01667,"ACSL5",6.898301,9.129866,3.381648,183,235,138,6.46993833333333,1.0731909210317
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,3.19370566126586
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,3.19370566126586
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,3.19370566126586
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,3.19370566126586
"Acsm1","ACSM1",0,0,0,0,1,0.00294677,0.000982256666667,"ACSM1",0,0,0,0,0,0,0,1.00098225666667
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0,0,0.156331,0,0,1,0.0521103333333333,0.953572337628721
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0,0,0.156331,0,0,1,0.0521103333333333,0.953572337628721
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0,0,0.156331,0,0,1,0.0521103333333333,0.953572337628721
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0,0,0.156331,0,0,1,0.0521103333333333,0.953572337628721
"Acsm3","ACSM3",167,0.974762,175,0.943442,134,0.824007,0.914070333333,"ACSM3",0.028766,0.030908,0.038958,1,1,1,0.0328773333333333,1.8531439035029
"Acsm4","ACSM4",3,0.0189742,4,0.0233667,1,0.00666325,0.0163347166667,"ACSM4",0,0,0,0,0,0,0,1.0163347166667
"Acsm5","ACSM5",3,0.0178476,1,0.00549483,1,0.00626763,0.00987002,"ACSM5",0.870292,1.135048,0.688642,49,59,32,0.897994,0.532072293168471
"Acss1","ACSS1",413,1.27195,383,1.08947,352,1.14211,1.16784333333,"ACSS1",65.371472,67.562517,72.050659,4063,3934,3335,68.328216,0.0312692790671261
"Acss2","ACSS2",2985,6.83564,3050,6.45103,2588,6.24371,6.51012666667,"ACSS2",4.763676,4.718603,4.527287,336,365,266,4.66985533333333,1.32457112662428
"Acss3","ACSS3",116,0.0946835,98,0.0738817,107,0.0920119,0.0868590333333,"ACSS3",0.160808,0.170282,0.21361,18,20,20,0.181566666666667,0.919845713318447
"Acta1","ACTA1",86,4.47468,109,5.23824,234,12.827,7.51330666667,"ACTA1",51.289934,61.467194,82.964551,2091,2521,2549,65.2405596666667,0.128521055823054
"Acta2","ACTA2",175,1.87308,231,2.28363,213,2.40183,2.18618,"ACTA2",17.260344,17.274081,24.335669,702,685,755,19.6233646666667,0.154493704179599
"Actb","ACTB",14586,621.945,16226,639.031,13863,622.754,627.91,"ACTB",136.830217,155.493589,196.557468,1850,2109,1892,162.960424666667,3.83574268777713
"Actbl2","ACTBL2",1,0.0567077,2,0.104753,0,0,0.0538202333333,"ACTBL2",0,0,0,0,0,0,0,1.0538202333333
"Actc1","ACTC1",2,0.0495322,5,0.114373,8,0.208733,0.124212733333,"ACTC1",1652.587288,1979.343797,2200.213129,72329,80862,69991,1944.04807133333,0.000577987120165288
"Actg1","ACTG1",52393,2850.29,54873,2757.2,47692,2733.41,2780.3,"ACTG1",50.783003,73.060644,81.120304,2154,2389,1859,68.321317,40.1218574655759
"Actg2","ACTG2",27,0.179386,28,0.171822,22,0.15399,0.168399333333,"ACTG2",0.588708,0.126647,0.270987,11,4,6,0.328780666666667,0.879301876256227
"Actl10","ACTL10",35,3.61913,32,3.0562,27,2.94133,3.20555333333,"ACTL10",0.041749,0,0,2,0,0,0.0139163333333333,4.14783073816742
"Actl6a","ACTL6A",490,3.6783,519,3.59843,473,3.74072,3.67248333333,"ACTL6A",5.758671,7.408636,7.139931,198,174,137,6.76907933333333,0.601420468611081
"Actl6b","ACTL6B",697,6.73352,780,6.95983,740,7.53156,7.07497,"ACTL6B",0.019678,0,0,2,0,0,0.00655933333333333,8.02234874049485
"Actn1","ACTN1",1788,2.98964,1957,3.0223,1883,3.31701,3.10965,"ACTN1",3.268112,3.770261,3.860983,265,258,210,3.63311866666667,0.887015916420876
"Actn2","ACTN2",64,0.13925,54,0.108518,88,0.201716,0.149828,"ACTN2",327.332679,319.092711,346.539041,15681,14365,11696,330.988143666667,0.00346346103598955
"Actn3","ACTN3",33,0.306811,57,0.48947,70,0.685644,0.493975,"ACTN3",0.03636,0,0,2,0,0,0.01212,1.47608485159862
"Actr10","ACTR10",2892,16.71,3037,16.2076,2593,15.7843,16.2339666667,"ACTR10",29.53719,31.341786,36.781408,412,385,366,32.5534613333333,0.513627088886329
"Actr1a","ACTR1A",8838,72.4331,9202,69.6562,8072,69.696,70.5951,"ACTR1A",12.536819,14.606975,18.850522,933,877,754,15.3314386666667,4.38388199969972
"Actr1b","ACTR1B",7815,74.3736,8497,74.6879,7110,71.2858,73.4491,"ACTR1B",15.67809,21.241687,19.613595,865,888,683,18.8444573333333,3.7516319418292
"Actr2","ACTR2",9563,29.3275,10050,28.467,8511,27.4983,28.4309333333,"ACTR2",8.312352,7.902644,9.416639,925,794,758,8.54387833333333,3.08374984522889
"Actr3","ACTR3",7061,25.5921,6933,23.209,6101,23.2962,24.0324333333,"ACTR3",19.559059,27.877054,23.424273,871,852,820,23.6201286666667,1.01674664954906
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3C",6.941237,8.886885,7.689871,391,466,315,7.839331,0.43776050472598
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3B",6.941237,8.886885,7.689871,391,466,315,7.839331,0.43776050472598
"Actr5","ACTR5",136,1.47364,120,1.20096,132,1.50685,1.39381666667,"ACTR5",0.89832,0.671854,0.734117,34,37,33,0.768097,1.35389442246099
"Actr8","ACTR8",967,5.35681,996,5.09605,945,5.51513,5.32266333333,"ACTR8",5.710714,4.109577,5.914341,299,257,184,5.24487733333333,1.01245596924402
"Actrt3","ACTRT3",4,0.216546,4,0.200007,1,0.0570339,0.1578623,"ACTRT3",0,0.018259,0,0,1,0,0.00608633333333333,1.15085779583528
"Acvr1","ACVR1",528,0.45907,554,0.444887,481,0.440589,0.448182,"ACVR1",1.693994,1.35383,1.836462,137,113,117,1.62809533333333,0.551038610217843
"Acvr1b","ACVR1B",1431,5.60614,1544,5.58684,1373,5.66681,5.61993,"ACVR1B",1.643187,1.566738,1.574481,251,224,172,1.594802,2.55122741542515
"Acvr1c","ACVR1C",40,0.0686439,34,0.0538909,34,0.0614702,0.061335,"ACVR1C",0.006982,0.003505,0,1,1,0,0.00349566666666667,1.05763785062018
"Acvr2a","ACVR2A",1316,2.29086,1281,2.05962,1112,2.03935,2.12994333333,"ACVR2A",2.08354,1.882725,2.207467,282,231,222,2.05791066666667,1.02355617103159
"Acvr2b","ACVR2B",98,0.462634,110,0.479622,88,0.437661,0.459972333333,"ACVR2B",0.459848,0.362405,0.568235,35,25,22,0.463496,0.997592294979282
"Acvrl1","ACVRL1",181,1.6707,241,2.05462,232,2.25607,1.99379666667,"ACVRL1",10.263452,13.048464,12.868665,312,312,204,12.0601936666667,0.229230648723918
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",4.757062,3.849426,5.091179,101,91,77,4.565889,0.73455171911082
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",4.757062,3.849426,5.091179,101,91,77,4.565889,0.73455171911082
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",4.757062,3.849426,5.091179,101,91,77,4.565889,0.73455171911082
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",4.757062,3.849426,5.091179,101,91,77,4.565889,0.73455171911082
"Acy3","ACY3",34,1.53494,53,2.20995,49,2.33051,2.02513333333,"ACY3",5.171134,6.449468,5.868099,142,172,139,5.829567,0.442946578213524
"Acyp2","ACYP2",1322,1.4289,1372,1.36968,1226,1.39607,1.39821666667,"ACYP2",19.970122,18.999944,21.835026,397,333,315,20.268364,0.112759809201592
"Ada","ADA",99,0.649547,112,0.678717,97,0.670489,0.666251,"ADA",0.18598,0.200169,0.265664,9,6,10,0.217271,1.36884144943895
"Adad1","ADAD1",136,0.361421,177,0.434453,131,0.366767,0.387547,"ADAD1",0,0,0,0,0,0,0,1.387547
"Adal","ADAL",573,5.4719,583,5.14218,458,4.60779,5.07395666667,"ADAL",2.157559,1.683546,2.011885,130,108,87,1.95099666666667,2.05827296766516
"Adam10","ADAM10",3259,4.99665,3564,5.04693,3160,5.10418,5.04925333333,"ADAM10",3.834291,4.05923,4.559764,563,536,471,4.151095,1.17436260316108
"Adam11","ADAM11",6366,52.4894,6881,52.4024,6097,52.9621,52.6179666667,"ADAM11",1.448247,1.954793,3.153951,139,140,158,2.18566366666667,16.8310193030526
"Adam12","ADAM12",94,0.0418104,96,0.0394387,77,0.036082,0.0391103666667,"ADAM12",0.150907,0.080352,0.115723,10,9,10,0.115660666666667,0.931385678202064
"Adam15","ADAM15",2021,27.3835,2149,26.8939,1833,26.1655,26.8143,"ADAM15",17.491003,13.636563,13.20672,547,513,361,14.7780953333333,1.76284268870138
"Adam17","ADAM17",810,2.50817,738,2.11068,688,2.24442,2.28775666667,"ADAM17",6.123527,7.983441,5.618549,390,395,318,6.57517233333333,0.434017408713298
"Adam2","ADAM2",804,2.47571,860,2.44589,730,2.36816,2.42992,"ADAM2",0.050539,0.081262,0,2,3,0,0.0439336666666667,3.28557274232941
"Adam21","ADAM21",36,0.56491,42,0.608725,43,0.710868,0.628167666667,"ADAM21",0.033798,0.012098,0,3,1,0,0.0152986666666667,1.60363420156204
"Adam22","ADAM22",9686,5.08218,9704,4.70274,8864,4.89981,4.89491,"ADAM22",0.895829,1.635207,0.492153,144,161,94,1.00772966666667,2.93610743411837
"Adam23","ADAM23",10688,11.0308,10762,10.2588,9879,10.7415,10.6770333333,"ADAM23",0.655264,0.749025,0.282187,39,27,24,0.562158666666667,7.47493425761702
"Adam28","ADAM28",3,0.00934694,10,0.0287768,6,0.0196944,0.0192727133333,"ADAM28",0.010701,0,0,1,0,0,0.003567,1.01564989017505
"Adam29","ADAM29",3,0.0129208,1,0.00397799,1,0.00453746,0.00714541666667,"ADAM29",0,0,0,0,0,0,0,1.00714541666667
"Adam33","ADAM33",44,0.516425,41,0.44446,35,0.432779,0.464554666667,"ADAM33",0.209084,0.129254,0.201373,14,10,3,0.179903666666667,1.24124935623304
"Adam7","ADAM7",46,0.196111,38,0.149631,29,0.130252,0.158664666667,"ADAM7",0,0,0,0,0,0,0,1.158664666667
"Adam8","ADAM8",338,3.84863,269,2.82902,261,3.13093,3.26952666667,"ADAM8",0.319007,0.245131,0.090992,9,2,6,0.218376666666667,3.50427481375765
"Adamdec1","ADAMDEC1",2,0.0165857,3,0.0229784,0,0,0.0131880333333,"ADAMDEC1",0,0,0,0,0,0,0,1.0131880333333
"Adamts1","ADAMTS1",311,5.19759,379,5.85027,302,5.31732,5.45506,"ADAMTS1",3.856536,3.310445,4.459133,479,383,325,3.87537133333333,1.32401402040214
"Adamts10","ADAMTS10",278,1.45874,312,1.51211,261,1.44284,1.47123,"ADAMTS10",3.951995,3.513514,2.316164,242,203,155,3.26055766666667,0.58002500924566
"Adamts12","ADAMTS12",73,0.0398333,89,0.0448547,67,0.0385161,0.0410680333333,"ADAMTS12",0.095355,0.087801,0.080389,28,24,17,0.0878483333333333,0.956997406194767
"Adamts13","ADAMTS13",41,0.175726,34,0.134594,15,0.067731,0.126017,"ADAMTS13",0,0,0,0,0,0,0,1.126017
"Adamts14","ADAMTS14",48,0.0976068,79,0.148375,49,0.104973,0.116984933333,"ADAMTS14",0.048595,0.056218,0.076699,9,10,10,0.060504,1.05325857642498
"Adamts15","ADAMTS15",623,4.15037,714,4.39331,623,4.37251,4.30539666667,"ADAMTS15",0.346914,0.20895,0.849725,71,41,53,0.468529666666667,3.61272692482435
"Adamts16","ADAMTS16",50,0.0680682,58,0.0729284,39,0.0559349,0.0656438333333,"ADAMTS16",0,0,0,0,0,0,0,1.0656438333333
"Adamts17","ADAMTS17",373,0.184704,385,0.176085,334,0.174244,0.178344333333,"ADAMTS17",0.190093,1.242606,1.628445,9,9,5,1.02038133333333,0.583228677622409
"Adamts18","ADAMTS18",42,0.0429962,41,0.0387667,39,0.0420619,0.0412749333333,"ADAMTS18",0.017685,0,0.012506,2,0,1,0.0100636666666667,1.03090029638392
"Adamts19","ADAMTS19",48,0.0342697,52,0.03429,46,0.0345996,0.0343864333333,"ADAMTS19",0.032772,0.021315,0.071086,5,3,7,0.0417243333333333,0.992956005955478
"Adamts2","ADAMTS2",332,0.250764,373,0.260214,307,0.244292,0.251756666667,"ADAMTS2",5.077637,5.422281,10.754545,236,210,191,7.084821,0.154828000108722
"Adamts20","ADAMTS20",370,0.294113,396,0.290739,373,0.312367,0.299073,"ADAMTS20",0.13816,0.044996,0.024598,6,5,2,0.0692513333333333,1.21493699329811
"Adamts3","ADAMTS3",662,0.498179,678,0.47125,599,0.474895,0.481441333333,"ADAMTS3",0.872053,0.572352,0.534859,47,37,36,0.659754666666667,0.892566451587825
"Adamts4","ADAMTS4",23,0.349399,23,0.322713,30,0.48013,0.384080666667,"ADAMTS4",0.032952,0.042039,0.036994,5,6,4,0.0373283333333333,1.33427442613027
"Adamts5","ADAMTS5",1236,4.20182,1497,4.70041,1203,4.30853,4.40358666667,"ADAMTS5",0.864561,0.807712,0.929118,327,282,251,0.867130333333333,2.89405970767083
"Adamts6","ADAMTS6",258,0.191725,306,0.210027,269,0.210599,0.204117,"ADAMTS6",0.183717,0.260604,0.160965,39,36,26,0.201762,1.00195962262079
"Adamts7","ADAMTS7",489,1.68649,502,1.59909,397,1.44248,1.57602,"ADAMTS7",1.76571,1.758245,2.959173,246,217,232,2.16104266666667,0.814927310904166
"Adamts8","ADAMTS8",140,1.02126,180,1.21276,145,1.11434,1.11612,"ADAMTS8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,2.00275536758793
"Adamts9","ADAMTS9",577,0.524349,682,0.572432,625,0.598368,0.565049666667,"ADAMTS9",1.379221,0.847281,1.32475,327,198,218,1.18375066666667,0.716679651462194
"Adamtsl1","ADAMTSL1",164,0.0278428,180,0.0282252,141,0.0252193,0.0270957666667,"ADAMTSL1",0.307662,0.16213,0.688565,21,18,24,0.386119,0.740986716628731
"Adamtsl2","ADAMTSL2",92,0.482358,105,0.50847,99,0.54684,0.512556,"ADAMTSL2",1.860771,1.723828,1.757645,138,112,78,1.780748,0.543938537400728
"Adamtsl3","ADAMTSL3",315,0.175389,266,0.136794,256,0.150167,0.154116666667,"ADAMTSL3",1.139235,0.629925,0.845288,101,84,80,0.871482666666667,0.616685736514258
"Adamtsl4","ADAMTSL4",210,2.78176,214,2.61824,180,2.51199,2.63733,"ADAMTSL4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,0.178257641369899
"Adamtsl5","ADAMTSL5",289,4.82161,319,4.91563,337,5.92336,5.2202,"ADAMTSL5",22.14108,20.030403,30.03998,685,699,594,24.0704876666667,0.248108456552693
"Adap1","ADAP1",3913,11.2998,4218,11.2503,3835,11.6673,11.4058,"ADAP1",0.401047,0.782644,0.394686,16,34,20,0.526125666666667,8.12895049927081
"Adap2","ADAP2",59,0.368445,51,0.294161,59,0.388165,0.350257,"ADAP2",1.964154,2.02781,1.565743,110,98,63,1.852569,0.473347708679439
"Adar","ADAR",2293,9.26205,2361,8.80834,2147,9.13648,9.06895666667,"ADAR",1.032564,2.061203,1.430071,180,240,129,1.507946,4.01482195656127
"Adarb1","ADARB1",1982,2.41189,1950,2.19171,1810,2.32047,2.30802333333,"ADARB1",1.986814,1.694822,1.838799,320,262,242,1.840145,1.16473748112508
"Adarb2","ADARB2",274,0.0751522,298,0.0754922,242,0.0699279,0.0735241,"ADARB2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,1.05204691295434
"Adat1","ADAT1",309,1.88854,251,1.41689,258,1.66124,1.65555666667,"ADAT1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,1.97465339270758
"Adat2","ADAT2",96,1.42136,130,1.77775,74,1.15427,1.45112666667,"ADAT2",0.40984,0.616578,0.282704,18,26,9,0.436374,1.70646827822698
"Adat3","ADAT3",51,1.65773,54,1.62118,35,1.19855,1.49248666667,"ADAT3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,1.92693855178744
"Adck1","ADCK1",528,0.810018,591,0.83742,536,0.866303,0.837913666667,"ADCK1",3.591062,4.04341,4.426302,262,263,222,4.020258,0.366099444822756
"Adck5","ADCK5",190,1.51548,203,1.4955,168,1.41172,1.47423333333,"ADCK5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,0.43581433641048
"Adcy1","ADCY1",2824,3.8108,3164,3.94351,2985,4.24365,3.99932,"ADCY1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,4.08195947641477
"Adcy10","ADCY10",28,0.047448,31,0.0485195,29,0.0517728,0.0492467666667,"ADCY10",0,0,0,0,0,0,0,1.0492467666667
"Adcy2","ADCY2",1193,0.487918,1241,0.468784,1046,0.450694,0.469132,"ADCY2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,1.44926451584051
"Adcy3","ADCY3",766,1.47831,790,1.40818,679,1.38054,1.42234333333,"ADCY3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,1.42882927909991
"Adcy4","ADCY4",48,0.495381,52,0.495674,50,0.543641,0.511565333333,"ADCY4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,0.267435643357591
"Adcy5","ADCY5",2046,2.10495,2244,2.13233,1902,2.06154,2.09960666667,"ADCY5",3.629472,4.997427,4.835043,794,805,733,4.487314,0.564867741607278
"Adcy6","ADCY6",834,6.43874,803,5.72592,705,5.73413,5.96626333333,"ADCY6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,0.155809789726019
"Adcy7","ADCY7",381,1.02736,402,1.00119,304,0.863602,0.964050666667,"ADCY7",0.762151,0.984523,1.04764,158,167,145,0.931438,1.0168851739828
"Adcy8","ADCY8",375,0.258437,431,0.274344,353,0.256296,0.263025666667,"ADCY8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,1.21932780329511
"Adcy9","ADCY9",1153,1.34584,1190,1.28294,1097,1.34901,1.32593,"ADCY9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,0.76674814938699
"Adcyap1","ADCYAP1",3192,65.8725,3117,59.4118,2703,58.7667,61.3503333333,"ADCYAP1",0.010071,0.011162,0,1,1,0,0.00707766666666667,61.912139844858
"Adcyap1r1","ADCYAP1R1",100,0.313718,123,0.356402,129,0.426357,0.365492333333,"ADCYAP1R1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,0.929426912578928
"Add1","ADD1",9937,26.2991,10235,25.0189,9082,25.3228,25.5469333333,"ADD1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,0.825884255038834
"Add2","ADD2",12774,20.711,12777,19.1336,11569,19.7612,19.8686,"ADD2",0,0.028096,0,0,3,0,0.00936533333333333,20.6749719956038
"Add3","ADD3",1513,2.19557,1595,2.13778,1388,2.12198,2.15177666667,"ADD3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,0.593605531470291
"Adgb","ADGB",467,0.530526,425,0.445937,336,0.402136,0.459533,"ADGB",0,0.009494,0,0,1,0,0.00316466666666667,1.45492863584377
"Adgra1","ADGRA1",190,0.671518,193,0.630023,133,0.495222,0.598921,"ADGRA1",0,0,0,0,0,0,0,1.598921
"Adgra2","ADGRA2",489,2.005,506,1.91624,385,1.66307,1.86143666667,"ADGRA2",0.810751,0.954395,1.327309,113,156,111,1.03081833333333,1.40900671404385
"Adgra3","ADGRA3",922,1.44474,1002,1.45018,943,1.55673,1.48388333333,"ADGRA3",15.849236,36.202475,32.378263,214,228,197,28.1433246666667,0.0852299235499029
"Adgrb1","ADGRB1",1299,2.75166,1302,2.54736,1241,2.7695,2.68950666667,"ADGRB1",0,0.004904,0.022226,0,1,2,0.00904333333333333,3.65644025859808
"Adgrb2","ADGRB2",363,1.49192,349,1.32483,344,1.4895,1.43541666667,"ADGRB2",0.952137,1.019499,1.295453,18,29,19,1.08902966666667,1.16581238913473
"Adgrb3","ADGRB3",482,0.098147,572,0.107577,493,0.10576,0.103828,"ADGRB3",0.038428,0.035898,0.043041,3,2,2,0.0391223333333333,1.06226953708049
"Adgrd1","ADGRD1",1292,1.85934,1409,1.87285,1229,1.86334,1.86517666667,"ADGRD1",0.558539,0.495183,0.781655,86,80,70,0.611792333333333,1.77763388459886
"Adgre1","ADGRE1",64,0.0795708,81,0.0930151,54,0.0707313,0.0811057333333,"ADGRE1",3.747284,1.28269,1.66859,119,104,88,2.23285466666667,0.334412104719822
"Adgre5","ADGRE5",269,2.30976,334,2.64884,253,2.28865,2.41575,"ADGRE5",10.857707,12.930749,12.970681,525,533,465,12.2530456666667,0.257733209853121
