"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"Alas2","ALAS2",153,1.02076,574,3.53703,236,1.65878,2.07219,"ALAS2",1.744969,2.872398,2.246387,33,72,97,2.287918,0.934387658086363
"Alb","ALB",1,0.00988215,0,0,3,0.0312332,0.0137051166667,"ALB",0,0.038446,0,0,1,0,0.0128153333333333,1.00087852474591
"Alcam","ALCAM",6079,4.60074,6392,4.46815,5235,4.17404,4.41431,"ALCAM",57.580909,54.876026,54.598234,2535,2412,4589,55.6850563333333,0.095515649982977
"Aldh16a1","ALDH16A1",236,2.63501,275,2.83595,261,3.07012,2.84702666667,"ALDH16A1",2.35693,22.418121,22.815431,51,47,95,15.863494,0.228127496393689
"Aldh18a1","ALDH18A1",2219,9.01429,2188,8.20949,1967,8.41826,8.54734666667,"ALDH18A1",13.544476,11.487715,15.637796,291,246,464,13.5566623333333,0.655874708641658
"Aldh1a1","ALDH1A1",291,0.299606,324,0.308104,286,0.310218,0.305976,"ALDH1A1",20.111916,24.479595,17.969798,435,534,721,20.8537696666667,0.0597597586100668
"Aldh1a2","ALDH1A2",25,0.0482285,30,0.053454,15,0.0304859,0.0440561333333,"ALDH1A2",2.229917,2.413943,3.281156,67,71,188,2.641672,0.286696916507939
"Aldh1a3","ALDH1A3",84,0.355945,118,0.461828,91,0.406246,0.408006333333,"ALDH1A3",0.644339,0.428837,0.440383,18,17,31,0.504519666666667,0.935851065644428
"Aldh1b1","ALDH1B1",73,2.02942,78,2.00281,56,1.64014,1.89079,"ALDH1B1",5.494318,6.640718,4.114819,97,113,157,5.41661833333333,0.45051612077078
"Aldh1l1","ALDH1L1",227,0.309662,252,0.31751,258,0.370788,0.332653333333,"ALDH1L1",22.352514,26.268606,32.142252,632,534,1106,26.921124,0.0477292151036971
"Aldh1l2","ALDH1L2",267,0.887555,252,0.773712,264,0.924553,0.86194,"ALDH1L2",2.981225,0.448274,1.000743,59,33,94,1.47674733333333,0.751768246579317
"Aldh2","AC002996.1",1843,10.2903,2222,11.4589,1767,10.394,10.7144,"ALDH2",49.289917,52.904481,50.94894,634,641,1194,51.0477793333333,0.225070121147276
"Aldh2","ALDH2",1843,10.2903,2222,11.4589,1767,10.394,10.7144,"ALDH2",49.289917,52.904481,50.94894,634,641,1194,51.0477793333333,0.225070121147276
"Aldh3a1","ALDH3A1",7,0.0998129,8,0.105359,5,0.0751108,0.0934275666667,"ALDH3A1",0.450911,0.416304,0.451743,10,9,19,0.439652666666667,0.759507895191409
"Aldh3a2","ALDH3A2",2198,7.74495,2320,7.55046,2003,7.4356,7.57700333333,"ALDH3A2",29.706531,27.279893,26.150585,484,519,967,27.7123363333333,0.298721888520531
"Aldh3b1","ALDH3B1",209,1.98791,255,2.24019,205,2.05422,2.09410666667,"ALDH3B1",1.756324,1.611043,2.05176,44,37,76,1.80637566666667,1.10252761361243
"Aldh3b3","ALDH3B2",11,0.126852,21,0.223675,21,0.255133,0.201886666667,"ALDH3B2",0.019587,0,0.018686,1,0,2,0.0127576666666667,1.18674654976725
"Aldh4a1","ALDH4A1",660,3.81875,665,3.55381,606,3.69397,3.68884333333,"ALDH4A1",5.207173,5.147528,5.799703,245,238,508,5.38480133333333,0.7343757602685
"Aldh5a1","ALDH5A1",585,3.01823,637,3.0355,548,2.97866,3.01079666667,"ALDH5A1",16.638894,15.675936,15.242847,1299,1208,2300,15.852559,0.237993331853637
"Aldh6a1","ALDH6A1",1410,10.7869,1553,10.9735,1362,10.9774,10.9126,"ALDH6A1",20.255895,17.874205,19.338024,842,768,1529,19.1560413333333,0.591018831674024
"Aldh7a1","ALDH7A1",1677,4.11421,1720,3.89742,1530,3.95448,3.98870333333,"ALDH7A1",47.76671,46.084097,53.07377,790,724,1410,48.974859,0.0998242603011646
"Aldh8a1","ALDH8A1",6,0.048264,3,0.0222889,2,0.0169491,0.0291673333333,"ALDH8A1",0.040061,0.034074,0.088472,1,1,4,0.0542023333333333,0.976252186882499
"Aldh9a1","ALDH9A1",1184,9.91088,1276,9.8652,1184,10.4413,10.07246,"ALDH9A1",8.196816,10.715637,10.585725,274,290,545,9.832726,1.02213053297942
"Aldoart1","AC093512.2",787,59.5271,886,61.8968,746,59.446,60.2899666667,"ALDOA",0,0.038188,0.039222,0,1,2,0.0258033333333333,59.7482623375176
"Aldoart1","ALDOA",787,59.5271,886,61.8968,746,59.446,60.2899666667,"ALDOA",0,0.038188,0.039222,0,1,2,0.0258033333333333,59.7482623375176
"Aldob","ALDOB",14,0.16034,17,0.179828,15,0.180988,0.173718666667,"ALDOB",0.718951,0.310779,2.395235,17,8,49,1.141655,0.548042829805454
"Aldoc","ALDOC",2545,82.0538,2840,84.5715,2508,85.1888,83.9380333333,"ALDOC",827.117174,793.958204,704.518059,6665,6334,11668,775.197812333333,0.10942833383924
"Alg1","ALG1L",597,8.20579,684,8.68355,583,8.44226,8.44386666667,"ALG1L2",11.085976,14.491528,15.010244,172,208,391,13.5292493333333,0.649989992600903
"Alg1","ALG1L",597,8.20579,684,8.68355,583,8.44226,8.44386666667,"ALG1",11.085976,14.491528,15.010244,172,208,391,13.5292493333333,0.649989992600903
"Alg1","ALG1",597,8.20579,684,8.68355,583,8.44226,8.44386666667,"ALG1L2",11.085976,14.491528,15.010244,172,208,391,13.5292493333333,0.649989992600903
"Alg1","ALG1",597,8.20579,684,8.68355,583,8.44226,8.44386666667,"ALG1",11.085976,14.491528,15.010244,172,208,391,13.5292493333333,0.649989992600903
"Alg1","ALG1L2",597,8.20579,684,8.68355,583,8.44226,8.44386666667,"ALG1L2",11.085976,14.491528,15.010244,172,208,391,13.5292493333333,0.649989992600903
"Alg1","ALG1L2",597,8.20579,684,8.68355,583,8.44226,8.44386666667,"ALG1",11.085976,14.491528,15.010244,172,208,391,13.5292493333333,0.649989992600903
"Alg10b","ALG10",1416,23.9904,1456,22.784,1210,21.5975,22.7906333333,"ALG10",8.185016,8.503371,7.739116,777,784,1384,8.142501,2.60220188472498
"Alg10b","ALG10",1416,23.9904,1456,22.784,1210,21.5975,22.7906333333,"ALG10B",8.185016,8.503371,7.739116,777,784,1384,8.142501,2.60220188472498
"Alg10b","ALG10B",1416,23.9904,1456,22.784,1210,21.5975,22.7906333333,"ALG10",8.185016,8.503371,7.739116,777,784,1384,8.142501,2.60220188472498
"Alg10b","ALG10B",1416,23.9904,1456,22.784,1210,21.5975,22.7906333333,"ALG10B",8.185016,8.503371,7.739116,777,784,1384,8.142501,2.60220188472498
"Alg11","ALG11",1119,15.9236,1067,14.024,957,14.3472,14.7649333333,"ALG11",8.199879,7.87617,7.354006,399,423,698,7.81001833333333,1.7894325229327
"Alg12","ALG12",373,4.11318,373,3.79903,335,3.89186,3.93469,"ALG12",3.234318,3.445322,2.727866,80,88,128,3.13583533333333,1.1931543696211
"Alg14","ALG14",748,1.62778,781,1.56978,594,1.36183,1.51979666667,"ALG14",11.256864,16.186716,12.046891,133,122,212,13.1634903333333,0.177907889041993
"Alg2","ALG2",3769,63.1254,3662,56.6488,3388,59.7813,59.8518333333,"ALG2",51.389428,59.906352,44.718891,1341,1532,2426,52.0048903333333,1.14804186841288
"Alg3","ALG3",241,5.8795,220,4.95725,228,5.86006,5.56560333333,"ALG3",4.215918,4.06485,3.932076,68,59,124,4.070948,1.29474870050531
"Alg5","ALG5",484,4.76053,482,4.37877,390,4.04128,4.39352666667,"ALG5",6.01898,6.793466,7.388494,110,126,249,6.73364666666667,0.697410535952854
"Alg6","ALG6",418,1.35735,421,1.26268,361,1.235,1.28501,"ALG6",5.217472,5.504143,5.800572,145,143,248,5.50739566666667,0.351140474169211
"Alg8","ALG8",191,1.44047,186,1.29563,178,1.41428,1.38346,"ALG8",3.804218,3.188567,3.245165,60,49,103,3.41265,0.540142544729358
"Alg9","ALG9",297,0.672714,296,0.619243,279,0.665767,0.652574666667,"",35.857839,47.281083,26.98389,153,153,281,36.707604,0.0438260321888126
"Alg9","ALG9",297,0.672714,296,0.619243,279,0.665767,0.652574666667,"ALG9",35.857839,47.281083,26.98389,153,153,281,36.707604,0.0438260321888126
"Alg9","AP001781.2",297,0.672714,296,0.619243,279,0.665767,0.652574666667,"",35.857839,47.281083,26.98389,153,153,281,36.707604,0.0438260321888126
"Alg9","AP001781.2",297,0.672714,296,0.619243,279,0.665767,0.652574666667,"ALG9",35.857839,47.281083,26.98389,153,153,281,36.707604,0.0438260321888126
"Alk","ALK",118,0.0248957,115,0.0224096,108,0.0240055,0.0237702666667,"ALK",1.480584,1.129752,1.21968,94,79,161,1.276672,0.4496784194942
"Alkal1","ALKAL1",135,0.589999,136,0.548973,105,0.483449,0.540807,"ALKAL1",0,0,0.053715,0,0,1,0.017905,1.5137041275954
"Alkal2","ALKAL2",335,5.45421,376,5.65419,466,7.99314,6.36718,"ALKAL2",0.794375,0.279347,0.663894,12,5,22,0.579205333333333,4.6651184899747
"Alkbh1","ALKBH1",331,2.82617,300,2.36585,260,2.33877,2.51026333333,"ALKBH1",6.366803,4.001459,7.303324,160,118,312,5.89052866666667,0.509433093328688
"Alkbh2","ALKBH2",77,2.78386,107,3.57301,79,3.00903,3.12196666667,"ALKBH2",2.449702,1.960932,2.059842,25,18,41,2.15682533333333,1.30573162320563
"Alkbh3","ALKBH3",987,5.06284,975,4.6193,788,4.25841,4.64685,"ALKBH3",10.311901,7.313619,12.338513,64,63,166,9.988011,0.513910115306583
"Alkbh4","ALKBH4",134,3.8022,152,3.98353,150,4.48399,4.08990666667,"ALKBH4",3.109428,2.838181,2.939044,46,40,89,2.96221766666667,1.28461056278921
"Alkbh5","ALKBH5",1572,11.0242,1524,9.87134,1395,10.3066,10.4007133333,"ALKBH5",12.179294,9.486884,10.670696,684,684,1261,10.778958,0.967888104643891
"Alkbh6","ALKBH6",379,10.5269,449,11.5187,362,10.5929,10.8795,"ALKBH6",21.15661,20.99309,22.709228,148,161,330,21.6196426666667,0.525185131129687
"Alkbh7","ALKBH7",124,9.70056,169,12.2112,132,10.8791,10.9302866667,"ALKBH7",7.877631,12.181508,7.400086,47,88,125,9.153075,1.17504171560833
"Alkbh8","ALKBH8",825,2.28595,737,1.88614,733,2.13974,2.10394333333,"ALKBH8",9.534931,11.417375,9.087604,660,589,1108,10.0133033333333,0.281835816138422
"Allc","ALLC",3,0.016185,4,0.0199318,3,0.0170513,0.0177227,"ALLC",0.535442,0.164176,0.336452,10,3,12,0.345356666666667,0.756470551799151
"Alms1","ALMS1",312,0.420274,284,0.353339,278,0.394518,0.389377,"ALMS1",1.810034,1.643158,1.76597,199,176,386,1.73972066666667,0.507123597271839
"Alox12","ALOX12",31,0.346224,41,0.422936,36,0.423587,0.397582333333,"ALOX12",0.122063,0.263509,0.196729,5,9,14,0.194100333333333,1.17040611606869
"Alox12b","ALOX12B",20,0.242438,19,0.212726,9,0.114936,0.190033333333,"ALOX12B",1.588118,0.969432,0.996772,52,31,62,1.184774,0.544694020220398
"Alox15","ALOX15",0,0,1,0.0181922,0,0,0.00606406666667,"ALOX15",0,0,0,0,0,0,0,1.00606406666667
"Alox5","ALOX5",25,0.075931,18,0.0504948,14,0.0447972,0.0570743333333,"ALOX5",0.411826,0.327502,0.510975,8,2,12,0.416767666666667,0.746116923899284
"Alox5ap","ALOX5AP",41,0.272099,67,0.410688,40,0.27967,0.320819,"ALOX5AP",7.000745,2.757218,5.342693,27,19,37,5.033552,0.218912342182515
"Alox8","ALOX15B",4,0.0446259,3,0.0309132,4,0.0470145,0.0408512,"ALOX15B",0.696452,1.021251,1.273624,31,32,68,0.997109,0.521178964192741
"Aloxe3","ALOXE3",7,0.04679,6,0.0370426,5,0.0352102,0.0396809333333,"ALOXE3",0.793755,1.660709,3.028572,36,33,66,1.82767866666667,0.367680014560813
"Alpk1","ALPK1",447,0.629466,436,0.567082,385,0.571175,0.589241,"ALPK1",0.977527,1.206914,1.184876,60,52,129,1.12310566666667,0.748545409185946
"Alpk2","ALPK2",7,0.00845247,8,0.00892217,13,0.0165376,0.01130408,"ALPK2",1.745963,0.865054,1.314008,15,7,24,1.30834166666667,0.438108489139028
"Alpk3","ALPK3",9,0.0290938,11,0.0328432,11,0.0374623,0.0331331,"ALPK3",0.077263,0.033457,0.166978,7,3,10,0.092566,0.945602462459934
"Alpl","ALPL",185,0.525391,189,0.495756,139,0.415882,0.479009666667,"ALPL",2.447322,4.280242,1.885164,60,87,122,2.87090933333333,0.382083262434201
"Alppl2","ALPP",1,0.0479781,0,0,0,0,0.0159927,"ALPP",0,0,0,0,0,0,0,1.0159927
"Alppl2","ALPP",1,0.0479781,0,0,0,0,0.0159927,"ALPG",0,0,0,0,0,0,0,1.0159927
"Alppl2","ALPP",1,0.0479781,0,0,0,0,0.0159927,"ALPI",0,0,0,0,0,0,0,1.0159927
"Alppl2","ALPG",1,0.0479781,0,0,0,0,0.0159927,"ALPP",0,0,0,0,0,0,0,1.0159927
"Alppl2","ALPG",1,0.0479781,0,0,0,0,0.0159927,"ALPG",0,0,0,0,0,0,0,1.0159927
"Alppl2","ALPG",1,0.0479781,0,0,0,0,0.0159927,"ALPI",0,0,0,0,0,0,0,1.0159927
"Als2","ALS2",1373,2.8679,1432,2.76268,1295,2.84975,2.82677666667,"ALS2",5.440657,6.621652,6.297831,482,562,1046,6.12004666666667,0.537465110247873
"Als2cl","ALS2CL",123,0.923997,114,0.79098,84,0.664797,0.793258,"ALS2CL",1.955962,3.312814,2.967836,91,97,207,2.74553733333333,0.47877189316495
"Alx3","ALX3",5,0.0722171,6,0.0800417,2,0.030433,0.0608972666667,"ALX3",0.292176,0.376139,0.560564,6,8,18,0.409626333333333,0.752608859227256
"Alx4","ALX4",12,0.0478106,16,0.0588786,15,0.0629619,0.0565503666667,"ALX4",0.274321,0.26791,0.26953,21,19,39,0.270587,0.831545078508359
"Amacr","AMACR",360,3.75733,373,3.59568,345,3.7935,3.71550333333,"AMACR",4.666433,4.433857,5.831654,61,65,138,4.97731466666667,0.788899965335047
"Ambn","AMBN",1,0.0123761,0,0,0,0,0.00412536666667,"AMBN",0,0,0,0,0,0,0,1.00412536666667
"Ambp","AMBP",2,0.0269343,1,0.0124386,3,0.0425639,0.0273122666667,"AMBP",0,0,0,0,0,0,0,1.0273122666667
"Ambra1","AMBRA1",1502,1.23532,1509,1.14628,1433,1.24165,1.20775,"AMBRA1",61.128791,66.617397,59.25028,734,789,1320,62.332156,0.034859858552739
"Amd2","AMD1",2188,105.531,2207,98.3169,1957,99.4411,101.096333333,"AMD1",0.979914,0.519755,0.48206,43,22,40,0.660576333333333,61.4824692388928
"Amdhd1","AMDHD1",1,0.00929618,2,0.0171723,0,0,0.00882282666667,"AMDHD1",0.061986,0.094699,0.081103,2,3,5,0.0792626666666667,0.934733367348328
"Amdhd2","AMDHD2",292,5.71226,307,5.547,246,5.06995,5.44307,"",6.935166,11.163911,11.036208,74,91,192,9.71176166666667,0.601494898831611
"Amdhd2","AMDHD2",292,5.71226,307,5.547,246,5.06995,5.44307,"AMDHD2",6.935166,11.163911,11.036208,74,91,192,9.71176166666667,0.601494898831611
"Amdhd2","AC093525.1",292,5.71226,307,5.547,246,5.06995,5.44307,"",6.935166,11.163911,11.036208,74,91,192,9.71176166666667,0.601494898831611
"Amdhd2","AC093525.1",292,5.71226,307,5.547,246,5.06995,5.44307,"AMDHD2",6.935166,11.163911,11.036208,74,91,192,9.71176166666667,0.601494898831611
"Amer1","AMER1",1086,6.86447,1056,6.16504,1020,6.79237,6.60729333333,"AMER1",1.079966,1.073886,0.894591,132,129,209,1.01614766666667,3.77318261906246
"Amer2","AMER2",2993,31.0958,3029,29.0663,2687,29.4108,29.8576333333,"AMER2",7.989963,7.39786,7.535112,1169,1074,2082,7.64097833333333,3.57108097520208
"Amer3","AMER3",727,9.99619,775,9.8423,631,9.14057,9.65968666667,"AMER3",4.5705,5.275683,4.922161,283,320,581,4.92278133333333,1.79977717675941
"Amfr","AMFR",4133,15.5491,4190,14.5596,3714,14.7206,14.9431,"AMFR",79.542735,86.90778,76.951386,1526,1720,2904,81.133967,0.194110921246505
"Amh","AMH",2,0.129018,3,0.178746,2,0.135924,0.147896,"AMH",0.238616,0.158644,0.30888,4,3,12,0.23538,0.929184542408004
"Amigo1","AMIGO1",4954,129.184,5184,124.857,4595,126.236,126.759,"AMIGO1",22.434824,20.577418,18.903322,1305,1117,2086,20.6385213333333,5.90423892797111
"Amigo2","AMIGO2",1190,58.3935,1178,53.3898,1107,57.2281,56.3371333333,"AMIGO2",3.708333,2.918123,2.786601,137,109,205,3.13768566666667,13.8572955880167
"Amigo3","AMIGO3",1339,81.7243,1561,87.9971,1224,78.7039,82.8084333333,"AMIGO3",0.848665,0.654913,0.658182,29,22,43,0.720586666666667,48.7092193360211
"Ammecr1","AMMECR1",280,0.375994,290,0.35968,282,0.398948,0.378207333333,"AMMECR1",0.520451,0.633652,0.589882,39,46,84,0.581328333333333,0.871550394868238
"Ammecr1l","AMMECR1L",1184,8.01848,1121,7.01198,1039,7.4131,7.48118666667,"AMMECR1L",6.662683,7.233185,6.718268,286,307,563,6.87137866666667,1.07747156194959
"Amn","AMN",3,0.0873269,2,0.0537714,3,0.0920009,0.0776997333333,"AMN",2.588668,2.687241,1.728636,11,24,41,2.33484833333333,0.32316304239722
"Amn1","AMN1",602,2.96002,538,2.44329,457,2.36732,2.59021,"AMN1",18.022386,20.229349,13.163781,158,147,311,17.1385053333333,0.197933067472888
"Amot","AMOT",406,1.07247,389,0.949078,375,1.0436,1.021716,"AMOT",3.854909,3.525591,3.851433,327,296,636,3.74397766666667,0.426164738127983
"Amotl1","AMOTL1",3874,5.83252,3943,5.483,3523,5.58795,5.63449,"AMOTL1",3.307853,3.321124,3.309088,415,407,799,3.31268833333333,1.53836528105246
"Amotl2","AMOTL2",411,3.8091,463,3.96329,389,3.79816,3.85685,"AMOTL2",9.289652,9.036196,7.297163,171,177,318,8.54100366666666,0.509050218371505
"Ampd1","AMPD1",11,0.0664138,11,0.0613413,20,0.127215,0.0849900333333,"AMPD1",0,0,0,0,0,0,0,1.0849900333333
"Ampd2","AMPD2",1304,16.0757,1451,16.5217,1292,16.7802,16.4592,"AMPD2",29.914943,27.140586,22.893077,632,569,1087,26.6495353333333,0.631446416350867
"Ampd3","AMPD3",1824,6.40501,1928,6.25312,1662,6.14851,6.26888,"AMPD3",6.237071,10.320499,6.223162,259,269,539,7.59357733333333,0.845850304017745
"Amph","AMPH",4804,3.67815,4958,3.50613,4423,3.5677,3.58399333333,"AMPH",51.684338,53.62978,48.614172,1847,2033,3413,51.30943,0.0876322554715278
"Amt","AMT",224,6.37923,231,6.07613,157,4.71047,5.72194333333,"AMT",14.782347,11.401578,14.150175,219,190,437,13.4447,0.465357074451529
"Amt","AMT",224,6.37923,231,6.07613,157,4.71047,5.72194333333,"",14.782347,11.401578,14.150175,219,190,437,13.4447,0.465357074451529
"Amz1","AMZ1",2532,10.5322,2761,10.6076,2352,10.3071,10.4823,"AMZ1",6.708889,9.518108,7.139194,144,227,356,7.78873033333333,1.30647995381661
"Amz2","AMZ2",1830,10.5714,1768,9.43319,1574,9.57922,9.86127,"AMZ2",25.845204,30.121536,25.862988,447,425,850,27.276576,0.384108387097504
"Anapc1","ANAPC1",2646,5.31367,2647,4.90969,2355,4.98241,5.06859,"ANAPC1",20.277087,22.921391,20.091646,1034,1132,2087,21.096708,0.274637742418464
"Anapc10","ANAPC10",361,0.833291,372,0.793098,352,0.856004,0.827464333333,"ANAPC10",10.058834,5.813433,7.414815,97,105,222,7.76236066666667,0.208558447072939
"Anapc13","ANAPC13",193,3.68454,263,4.63743,207,4.16333,4.16176666667,"ANAPC13",42.32745,47.329629,43.18544,108,122,222,44.2808396666667,0.113994499763436
"Anapc16","ANAPC16",1126,11.1124,1203,10.9656,1010,10.5011,10.8597,"ANAPC16",30.408238,34.492587,30.003654,330,385,648,31.6348263333333,0.363406254375757
"Anapc2","ANAPC2",2645,30.5498,2926,31.2142,2576,31.3453,31.0364333333,"ANAPC2",36.594367,41.22477,33.802719,686,753,1267,37.2072853333333,0.838490174159281
"Anapc4","ANAPC4",2619,12.0314,2657,11.2737,2322,11.2379,11.5143333333,"ANAPC4",52.585383,50.420793,46.773284,492,497,950,49.9264866666667,0.245733294252382
"Anapc5","ANAPC5",5185,23.7525,5432,22.9835,4782,23.0789,23.2716333333,"ANAPC5",183.038082,164.448953,145.146358,1766,1744,3302,164.211131,0.146912821105861
"Anapc7","ANAPC7",780,5.21374,865,5.3403,737,5.18999,5.24801,"ANAPC7",22.791972,15.830694,19.594981,317,321,608,19.4058823333333,0.306186711161897
"Ang2","ANG",0,0,0,0,1,0.0427494,0.0142498,"ANG",0.356113,0,0,1,0,0,0.118704333333333,0.906629008022078
"Angel1","ANGEL1",1973,11.7966,2115,11.6798,1906,12.0059,11.8274333333,"ANGEL1",4.446149,4.349989,4.044289,99,96,199,4.28014233333333,2.42937264253672
"Angel2","ANGEL2",667,4.73774,709,4.65143,631,4.72192,4.70369666667,"ANGEL2",13.1103,15.754611,19.015848,500,580,1099,15.960253,0.336297852789696
"Angpt1","ANGPT1",85,0.0522993,114,0.0647854,71,0.0460235,0.0543694,"ANGPT1",0.870089,1.240659,1.071864,52,69,114,1.06087066666667,0.51161357044563
"Angpt2","ANGPT2",570,1.72454,537,1.50061,519,1.65429,1.62648,"ANGPT2",0.496045,0.847148,0.522364,16,15,31,0.621852333333333,1.61943226643938
"Angpt4","ANGPT4",25,0.113696,43,0.180622,13,0.0622864,0.118868133333,"ANGPT4",0,0,0.016818,0,0,1,0.005606,1.11263072548593
"Angptl1","ANGPTL1",89,0.613474,112,0.713049,87,0.631786,0.652769666667,"ANGPTL1",0.408817,0.063523,0.358814,9,1,22,0.277051333333333,1.29420769825515
"Angptl2","ANGPTL2",696,3.41324,701,3.17519,646,3.33759,3.30867333333,"ANGPTL2",1.48816,1.337768,1.608996,45,59,139,1.478308,1.73855442234379
"Angptl3","ANGPTL3",7,0.0716759,13,0.122946,12,0.129449,0.108023633333,"ANGPTL3",0.188766,0.064429,0.27054,3,2,8,0.174578333333333,0.943337367877834
"Angptl4","ANGPTL4",423,8.12442,435,7.71678,494,9.99592,8.61237333333,"ANGPTL4",1.371257,0.628959,1.087236,23,10,25,1.02915066666667,4.73714125384315
"Angptl6","ANGPTL6",220,5.7679,228,5.52109,198,5.46896,5.58598333333,"ANGPTL6",3.158939,2.626778,2.375648,51,47,86,2.720455,1.77020910972717
"Angptl7","ANGPTL7",152,4.46983,178,4.83462,154,4.77103,4.69182666667,"ANGPTL7",0.279564,0.179336,0.323913,8,5,18,0.260937666666667,4.51396355040812
"Angptl8","ANGPTL8",3,0.253334,5,0.389975,5,0.444821,0.36271,"ANGPTL8",0,0.222649,0.171526,0,2,3,0.131391666666667,1.20445469075696
"Ank","ANKH",3090,3.74004,3196,3.57288,3004,3.83055,3.71449,"ANKH",52.293925,56.704538,52.909449,1974,2110,3806,53.969304,0.0857658667099005
"Ank1","ANK1",12146,10.7323,12734,10.3925,11857,11.0377,10.7208333333,"ANK1",20.267165,20.176803,15.831229,689,735,1212,18.758399,0.593207644673032
"Ank2","ANK2",38158,10.2511,38122,9.45923,34970,9.89749,9.86927333333,"ANK2",432.455108,376.980712,318.19351,8964,8725,16459,375.876443333333,0.0288404158062926
"Ankar","ANKAR",5,0.013473,3,0.00746639,1,0.00283882,0.00792607,"ANKAR",0,0,0,0,0,0,0,1.00792607
"Ankdd1a","ANKDD1A",2,0.00978496,11,0.0497069,8,0.0412347,0.03357552,"ANKDD1A",0.612003,0.696402,0.645339,11,13,20,0.651248,0.625935970853561
"Ankef1","ANKEF1",65,0.167635,82,0.195326,48,0.130417,0.164459333333,"ANKEF1",3.198764,1.534948,2.268122,16,14,32,2.33394466666667,0.349273743195398
"Ankfy1","ANKFY1",2892,5.46456,3041,5.30723,2801,5.57589,5.44922666667,"ANKFY1",7.999475,6.941284,7.238478,724,690,1315,7.393079,0.768398184583989
"Ankhd1","ANKHD1-EIF4EBP3",2448,3.84073,2525,3.65897,2134,3.52728,3.67566,"ANKHD1-EIF4EBP3",28.90863,19.227766,25.589193,667,653,1377,24.5751963333333,0.182820101908895
"Ankhd1","ANKHD1-EIF4EBP3",2448,3.84073,2525,3.65897,2134,3.52728,3.67566,"ANKHD1",28.90863,19.227766,25.589193,667,653,1377,24.5751963333333,0.182820101908895
"Ankhd1","ANKHD1",2448,3.84073,2525,3.65897,2134,3.52728,3.67566,"ANKHD1-EIF4EBP3",28.90863,19.227766,25.589193,667,653,1377,24.5751963333333,0.182820101908895
"Ankhd1","ANKHD1",2448,3.84073,2525,3.65897,2134,3.52728,3.67566,"ANKHD1",28.90863,19.227766,25.589193,667,653,1377,24.5751963333333,0.182820101908895
"Ankib1","ANKIB1",2182,2.99901,2175,2.76107,1921,2.7816,2.84722666667,"ANKIB1",9.095263,10.451046,9.676405,708,768,1349,9.74090466666667,0.358184602327725
"Ankk1","ANKK1",5,0.0656109,2,0.0242399,0,0,0.0299502666667,"ANKK1",2.027962,0.880303,1.275162,19,15,29,1.39447566666667,0.430136033957065
"Ankle1","ANKLE1",5,0.199241,3,0.110414,3,0.125943,0.145199333333,"ANKLE1",0.104202,0.181823,0.062814,2,2,3,0.116279666666667,1.02590718753544
"Ankle2","ANKLE2",881,5.33138,882,4.92977,790,5.03657,5.09924,"ANKLE2",11.86115,11.27083,13.766504,404,467,865,12.2994946666667,0.45860689844757
