"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"Acd","ACD",744,22.0247,762,20.8347,731,22.7981,21.8858333333,"ACD",9.397863,8.513551,9.52039,513,112,212,9.14393466666667,2.2561100879823
"Ace","ACE",138,0.9727,237,1.54292,123,0.913374,1.142998,"ACE",1.529936,1.266676,2.28227,228,53,111,1.69296066666667,0.795777683100211
"Ace2","ACE2",48,0.151766,63,0.183979,43,0.143234,0.159659666667,"ACE2",0.39351,0.513533,0.554108,55,13,29,0.487050333333333,0.779838880145729
"Acer1","ACER1",7,0.0379391,3,0.0150178,5,0.0285498,0.0271689,"ACER1",0.010316,0,0,1,0,0,0.00343866666666667,1.02364891260585
"Acer2","ACER2",164,0.42124,123,0.2918,104,0.281425,0.331488333333,"ACER2",1.42388,1.059207,1.465725,188,45,74,1.31627066666667,0.574841426131402
"Acer3","ACER3",1535,2.07495,1585,1.9789,1417,2.01796,2.02393666667,"ACER3",11.530842,8.637076,12.811604,2090,500,908,10.993174,0.252138146805008
"Ache","ACHE",1971,44.0295,2243,46.2787,1766,41.5616,43.9566,"ACHE",38.543926,55.551307,51.784107,3098,717,1169,48.6264466666667,0.905900039589106
"Acin1","ACIN1",2198,7.61988,2253,7.214,1930,7.0489,7.29426,"ACIN1",47.715773,48.866846,39.717388,3077,703,1044,45.4333356666667,0.178627270277165
"Ackr1","ACKR1",3242,269.806,3228,248.123,2902,254.437,257.455333333,"ACKR1",401.909922,315.577281,419.361754,3251,659,1169,378.949652333333,0.680235741093019
"Ackr2","ACKR2",9,0.109818,13,0.14651,5,0.0642753,0.106867766667,"ACKR2",0.230189,0,0.108776,12,0,5,0.112988333333333,0.994500780930917
"Ackr3","ACKR3",148,1.79854,188,2.11014,113,1.44671,1.78513,"ACKR3",1.643219,1.944276,2.196828,207,60,91,1.92810766666667,0.951170625214943
"Ackr4","ACKR4",337,1.22275,398,1.33378,359,1.37229,1.30960666667,"ACKR4",0.241529,0.299142,0.237301,17,5,6,0.259324,1.83400512232753
"Acly","ACLY",18275,54.9188,19582,54.352,16975,53.7424,54.3377333333,"ACLY",260.392702,266.512395,241.396209,29254,7300,11058,256.100435333333,0.215237804874014
"Acmsd","ACMSD",29,0.116711,23,0.0854939,20,0.0847981,0.0956676666667,"ACMSD",0.189202,0.252901,0.032532,16,5,1,0.158211666666667,0.945999507862006
"Aco1","ACO1",834,2.34254,844,2.18957,733,2.16905,2.23372,"ACO1",7.573506,6.423898,6.797077,1067,248,407,6.93149366666667,0.407706308030001
"Aco2","ACO2",6267,22.7133,6891,23.0673,6195,23.654,23.1448666667,"ACO2",152.882375,199.289559,138.928187,10153,2348,3906,163.700040333333,0.146599033113979
"Acod1","ACOD1",0,0,0,0,2,0.0340765,0.0113588333333,"ACOD1",0,0,0,0,0,0,0,1.0113588333333
"Acot11","ACOT11",532,1.36608,514,1.21905,442,1.19572,1.26028333333,"ACOT11",5.597158,7.963591,11.898845,600,147,282,8.48653133333333,0.238262358907509
"Acot12","ACOT12",24,0.0834513,32,0.10277,24,0.0879179,0.0913797333333,"ACOT12",0.253707,0.347489,0.164709,20,3,8,0.255301666666667,0.869416302323054
"Acot13","ACOT13",650,7.4219,781,8.23659,586,7.04926,7.56925,"ACOT13",205.896612,167.600238,198.430747,1013,228,414,190.642532333333,0.0447147608397027
"Acot4","ACOT4",58,0.880576,49,0.687115,42,0.671787,0.746492666667,"ACOT4",0.992779,0.335627,0.515927,108,21,53,0.614777666666667,1.08156850489035
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0.022455,0,0.05176,1,0,1,0.0247383333333333,1.11727644292933
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0.022455,0,0.05176,1,0,1,0.0247383333333333,1.11727644292933
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0.022455,0,0.05176,1,0,1,0.0247383333333333,1.11727644292933
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0.022455,0,0.05176,1,0,1,0.0247383333333333,1.11727644292933
"Acot6","ACOT6",247,3.5842,231,3.09601,234,3.5773,3.41917,"ACOT6",2.60611,2.315262,2.593869,342,74,141,2.50508033333333,1.26078993339287
"Acot7","ACOT7",8577,14.204,9087,13.8992,8333,14.5385,14.2139,"ACOT7",344.989077,443.110743,384.06596,14119,3064,5131,390.721926666667,0.0388385202979617
"Acot8","ACOT8",518,6.63462,525,6.2107,458,6.1801,6.34180666667,"ACOT8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,1.01302050323645
"Acot9","ACOT9",1229,5.41724,1321,5.37804,1041,4.83416,5.20981333333,"ACOT9",26.639485,27.561747,26.413979,1699,442,663,26.871737,0.22279965304387
"Acox1","ACOX1",4446,25.4091,4575,24.1493,4005,24.1138,24.5574,"ACOX1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,0.549305912394547
"Acox2","ACOX2",8,0.0366892,4,0.0169435,7,0.0338213,0.0291513333333,"ACOX2",0.274602,0.923317,0.505337,7,3,3,0.567752,0.656450339934696
"Acox3","ACOX3",1340,6.43642,1479,6.56149,1216,6.15343,6.38378,"ACOX3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,0.240372807716935
"Acoxl","ACOXL",9,0.00490137,11,0.00553303,11,0.0063112,0.00558186666667,"ACOXL",0.278136,0.365673,0.129186,7,1,3,0.257665,0.799562575619636
"Acp2","ACP2",2450,33.9096,2551,32.6108,2179,31.773,32.7644666667,"ACP2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,1.50702462058592
"Acp4","ACP4",63,1.86927,57,1.56208,51,1.59421,1.67518666667,"ACP4",0.036404,0,0,2,0,0,0.0121346666666667,2.64311336699925
"Acp5","ACP5",10,0.172742,15,0.239323,9,0.163789,0.191951333333,"ACP5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,0.884048235996868
"Acp6","ACP6",197,1.65071,181,1.40081,166,1.46541,1.50564333333,"ACP6",4.6856,4.305309,3.799063,212,42,65,4.263324,0.476057208967185
"Acpp","ACPP",14226,44.6079,15493,44.8704,12554,41.472,43.6501,"ACP3",134.809442,127.300134,124.943353,24531,5637,8911,129.017643,0.343415700898377
"Acr","ACR",18,0.446288,21,0.480902,14,0.365691,0.430960333333,"ACR",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,1.0025270547351
"Acrbp","ACRBP",106,1.21159,114,1.20351,95,1.14398,1.18636,"ACRBP",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,0.643956868866395
"Acsbg1","ACSBG1",1651,4.49609,1683,4.23318,1333,3.82439,4.18455333333,"ACSBG1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,0.159407621197459
"Acsbg2","ACSBG2",1,0.00495164,1,0.00457345,2,0.0104333,0.00665279666667,"ACSBG2",0,0,0,0,0,0,0,1.00665279666667
"Acsf2","ACSF2",154,0.533889,179,0.573163,144,0.52594,0.544330666667,"ACSF2",2.962773,6.226708,2.39288,242,54,70,3.860787,0.317712063224947
"Acsf3","ACSF3",475,1.73899,459,1.55206,400,1.54279,1.61128,"ACSF3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,0.308261951041304
"Acsl1","ACSL1",1240,2.96023,1385,3.05385,1140,2.86716,2.96041333333,"ACSL1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,0.129449378399932
"Acsl3","ACSL3",2186,6.79675,2328,6.68542,1795,5.87976,6.45397666667,"ACSL3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,0.131807480243567
"Acsl4","ACSL4",3311,7.08403,3420,6.75838,2842,6.40604,6.74948333333,"ACSL4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,0.166768113870849
"Acsl5","ACSL5",2154,7.30228,2123,6.64749,1988,7.10024,7.01667,"ACSL5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,0.0894376150600029
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,0.220216624210384
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,0.220216624210384
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,0.220216624210384
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,0.220216624210384
"Acsm1","ACSM1",0,0,0,0,1,0.00294677,0.000982256666667,"ACSM1",0,0,0,0,0,0,0,1.00098225666667
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.96230596431546
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.96230596431546
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.96230596431546
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.96230596431546
"Acsm3","ACSM3",167,0.974762,175,0.943442,134,0.824007,0.914070333333,"ACSM3",1.668536,0.086036,4.170879,7,1,6,1.97515033333333,0.64335247597001
"Acsm4","ACSM4",3,0.0189742,4,0.0233667,1,0.00666325,0.0163347166667,"ACSM4",0.011681,0,0,1,0,0,0.00389366666666667,1.01239279658108
"Acsm5","ACSM5",3,0.0178476,1,0.00549483,1,0.00626763,0.00987002,"ACSM5",0.010922,0,0.067589,1,0,1,0.0261703333333333,0.984115392148997
"Acss1","ACSS1",413,1.27195,383,1.08947,352,1.14211,1.16784333333,"ACSS1",5.087956,4.342374,2.77257,379,83,138,4.06763333333333,0.427782199448132
"Acss2","ACSS2",2985,6.83564,3050,6.45103,2588,6.24371,6.51012666667,"ACSS2",32.116218,36.911547,32.976423,2928,717,1271,34.001396,0.214566489481448
"Acss3","ACSS3",116,0.0946835,98,0.0738817,107,0.0920119,0.0868590333333,"ACSS3",0.843975,1.166672,1.521837,128,38,81,1.17749466666667,0.499132810734768
"Acta1","ACTA1",86,4.47468,109,5.23824,234,12.827,7.51330666667,"ACTA1",1.394919,0.378221,25.322945,73,5,539,9.03202833333333,0.848612701619164
"Acta2","ACTA2",175,1.87308,231,2.28363,213,2.40183,2.18618,"ACTA2",4.303764,4.087699,3.435474,254,52,85,3.94231233333333,0.644673947154426
"Actb","ACTB",14586,621.945,16226,639.031,13863,622.754,627.91,"ACTB",1556.786857,1612.427402,1492.218794,24658,5626,8954,1553.81101766667,0.404492888752369
"Actbl2","ACTBL2",1,0.0567077,2,0.104753,0,0,0.0538202333333,"ACTBL2",0,0,0,0,0,0,0,1.0538202333333
"Actc1","ACTC1",2,0.0495322,5,0.114373,8,0.208733,0.124212733333,"ACTC1",0.036088,0.148678,0.092232,2,2,2,0.0923326666666667,1.02918530923699
"Actg1","ACTG1",52393,2850.29,54873,2757.2,47692,2733.41,2780.3,"ACTG1",2004.01029,1523.633044,1856.611586,88405,19214,32920,1794.75164,1.54882219681559
"Actg2","ACTG2",27,0.179386,28,0.171822,22,0.15399,0.168399333333,"ACTG2",0.473826,0.461321,0.243348,22,4,4,0.392831666666667,0.838866146782275
"Actl10","ACTL10",35,3.61913,32,3.0562,27,2.94133,3.20555333333,"ACTL10",0.710671,1.282088,1.125032,41,18,26,1.03926366666667,2.06229013053731
"Actl6a","ACTL6A",490,3.6783,519,3.59843,473,3.74072,3.67248333333,"ACTL6A",15.588001,15.09347,14.716698,542,125,207,15.132723,0.289627692320137
"Actl6b","ACTL6B",697,6.73352,780,6.95983,740,7.53156,7.07497,"ACTL6B",27.33672,29.359854,27.058544,1222,287,444,27.9183726666667,0.279233209042491
"Actn1","ACTN1",1788,2.98964,1957,3.0223,1883,3.31701,3.10965,"ACTN1",26.457163,22.758434,23.531673,2408,540,957,24.24909,0.162764281801839
"Actn2","ACTN2",64,0.13925,54,0.108518,88,0.201716,0.149828,"ACTN2",0.779912,0.277064,1.615409,32,6,43,0.890795,0.608118807168413
"Actn3","ACTN3",33,0.306811,57,0.48947,70,0.685644,0.493975,"ACTN3",0.298521,0.370089,4.380687,36,4,187,1.683099,0.556809495288843
"Actr10","ACTR10",2892,16.71,3037,16.2076,2593,15.7843,16.2339666667,"ACTR10",185.797811,187.589243,180.691628,4556,1115,1722,184.692894,0.0928089723600301
"Actr1a","ACTR1A",8838,72.4331,9202,69.6562,8072,69.696,70.5951,"ACTR1A",165.00618,161.356953,178.532191,14779,3373,5588,168.298441333333,0.422892847897139
"Actr1b","ACTR1B",7815,74.3736,8497,74.6879,7110,71.2858,73.4491,"ACTR1B",227.024848,189.513865,231.271463,13607,3035,5063,215.936725333333,0.343183478434117
"Actr2","ACTR2",9563,29.3275,10050,28.467,8511,27.4983,28.4309333333,"ACTR2",96.296041,101.249478,99.582966,13928,3643,5634,99.0428283333333,0.294183339511743
"Actr3","ACTR3",7061,25.5921,6933,23.209,6101,23.2962,24.0324333333,"ACTR3",145.131737,168.363044,170.156065,9217,2330,3769,161.216948666667,0.154314537038532
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3C",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.122751199553218
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3B",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.122751199553218
"Actr5","ACTR5",136,1.47364,120,1.20096,132,1.50685,1.39381666667,"ACTR5",3.185785,3.273232,1.840116,157,40,66,2.76637766666667,0.63557531361123
"Actr8","ACTR8",967,5.35681,996,5.09605,945,5.51513,5.32266333333,"ACTR8",24.912195,25.178437,23.250779,1393,346,585,24.447137,0.248462659407618
"Actrt3","ACTRT3",4,0.216546,4,0.200007,1,0.0570339,0.1578623,"ACTRT3",0.065465,0.160985,0.13359,5,3,4,0.120013333333333,1.03379331793669
"Acvr1","ACVR1",528,0.45907,554,0.444887,481,0.440589,0.448182,"ACVR1",6.331841,5.288368,7.568124,673,151,282,6.396111,0.19580317277553
"Acvr1b","ACVR1B",1431,5.60614,1544,5.58684,1373,5.66681,5.61993,"ACVR1B",11.607059,11.481997,11.118233,2190,527,822,11.4024296666667,0.53376073704268
"Acvr1c","ACVR1C",40,0.0686439,34,0.0538909,34,0.0614702,0.061335,"ACVR1C",0.080072,0.045659,0.043683,23,3,6,0.0564713333333333,1.00460369014588
"Acvr2a","ACVR2A",1316,2.29086,1281,2.05962,1112,2.03935,2.12994333333,"ACVR2A",7.64131,6.40039,7.648165,1424,353,587,7.229955,0.380311111461727
"Acvr2b","ACVR2B",98,0.462634,110,0.479622,88,0.437661,0.459972333333,"ACVR2B",1.358074,0.918885,2.699623,132,27,71,1.65886066666667,0.549096969102681
"Acvrl1","ACVRL1",181,1.6707,241,2.05462,232,2.25607,1.99379666667,"ACVRL1",6.082505,9.150695,10.053328,277,93,123,8.42884266666667,0.317514754727409
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,0.766101718205136
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,0.766101718205136
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,0.766101718205136
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,0.766101718205136
"Acy3","ACY3",34,1.53494,53,2.20995,49,2.33051,2.02513333333,"ACY3",1.653723,1.194308,1.348363,53,11,18,1.398798,1.26110382505321
"Acyp2","ACYP2",1322,1.4289,1372,1.36968,1226,1.39607,1.39821666667,"ACYP2",48.054839,48.618364,51.955606,1220,310,511,49.5429363333333,0.0474490965632395
"Ada","ADA",99,0.649547,112,0.678717,97,0.670489,0.666251,"ADA",2.553355,2.584854,2.5156,167,36,64,2.55126966666667,0.469198668757812
"Adad1","ADAD1",136,0.361421,177,0.434453,131,0.366767,0.387547,"ADAD1",0,0,0,0,0,0,0,1.387547
"Adal","ADAL",573,5.4719,583,5.14218,458,4.60779,5.07395666667,"ADAL",9.814622,8.060594,10.907806,724,153,280,9.59434066666667,0.573320875529394
"Adam10","ADAM10",3259,4.99665,3564,5.04693,3160,5.10418,5.04925333333,"ADAM10",20.803336,22.193819,23.33995,3832,1035,1664,22.1123683333333,0.261732300475914
"Adam11","ADAM11",6366,52.4894,6881,52.4024,6097,52.9621,52.6179666667,"ADAM11",137.812725,161.782235,134.020864,11859,2760,4460,144.538608,0.368410605292446
"Adam12","ADAM12",94,0.0418104,96,0.0394387,77,0.036082,0.0391103666667,"ADAM12",0.563817,0.709663,0.437105,105,22,29,0.570195,0.661771542175781
"Adam15","ADAM15",2021,27.3835,2149,26.8939,1833,26.1655,26.8143,"ADAM15",63.263206,51.405287,70.5958,3352,696,1175,61.7547643333333,0.443222124973003
"Adam17","ADAM17",810,2.50817,738,2.11068,688,2.24442,2.28775666667,"ADAM17",8.31185,6.102938,11.098401,847,190,321,8.50439633333333,0.345919567257454
"Adam2","ADAM2",804,2.47571,860,2.44589,730,2.36816,2.42992,"ADAM2",0,0.078051,0,0,1,0,0.026017,3.342946559365
"Adam21","ADAM21",36,0.56491,42,0.608725,43,0.710868,0.628167666667,"ADAM21",0.204589,0.03484,0.152023,24,1,7,0.130484,1.44023946085659
"Adam22","ADAM22",9686,5.08218,9704,4.70274,8864,4.89981,4.89491,"ADAM22",73.005469,65.709896,69.824886,12397,2947,4961,69.513417,0.0835998346243808
"Adam23","ADAM23",10688,11.0308,10762,10.2588,9879,10.7415,10.6770333333,"ADAM23",107.87443,102.211616,126.643939,15260,3452,6510,112.243328333333,0.103114536680947
"Adam28","ADAM28",3,0.00934694,10,0.0287768,6,0.0196944,0.0192727133333,"ADAM28",0.058131,0.12204,0.083089,7,4,4,0.0877533333333333,0.937043980559287
"Adam29","ADAM29",3,0.0129208,1,0.00397799,1,0.00453746,0.00714541666667,"ADAM29",0,0,0,0,0,0,0,1.00714541666667
"Adam33","ADAM33",44,0.516425,41,0.44446,35,0.432779,0.464554666667,"ADAM33",1.08604,1.806548,0.918762,72,23,28,1.27045,0.645050393828096
"Adam7","ADAM7",46,0.196111,38,0.149631,29,0.130252,0.158664666667,"ADAM7",0.220917,0.074536,0.327898,20,2,9,0.207783666666667,0.959331293049169
"Adam8","ADAM8",338,3.84863,269,2.82902,261,3.13093,3.26952666667,"ADAM8",7.150305,7.312317,5.429994,379,89,132,6.630872,0.559507048037236
"Adamdec1","ADAMDEC1",2,0.0165857,3,0.0229784,0,0,0.0131880333333,"ADAMDEC1",0,0,0.052747,0,0,2,0.0175823333333333,0.99568162707224
"Adamts1","ADAMTS1",311,5.19759,379,5.85027,302,5.31732,5.45506,"ADAMTS1",1.972872,2.418183,2.902107,371,102,193,2.431054,1.88136356932884
"Adamts10","ADAMTS10",278,1.45874,312,1.51211,261,1.44284,1.47123,"ADAMTS10",6.12289,6.497636,5.084381,491,119,180,5.90163566666667,0.35806439507311
"Adamts12","ADAMTS12",73,0.0398333,89,0.0448547,67,0.0385161,0.0410680333333,"ADAMTS12",0.178758,0.087886,0.199341,55,8,29,0.155328333333333,0.901101447351878
"Adamts13","ADAMTS13",41,0.175726,34,0.134594,15,0.067731,0.126017,"ADAMTS13",0.247012,0,0.680334,5,0,3,0.309115333333333,0.860135827095448
"Adamts14","ADAMTS14",48,0.0976068,79,0.148375,49,0.104973,0.116984933333,"ADAMTS14",0.192023,0.34364,0.261029,43,18,23,0.265564,0.882598535777724
"Adamts15","ADAMTS15",623,4.15037,714,4.39331,623,4.37251,4.30539666667,"ADAMTS15",3.714761,5.700539,6.051831,943,226,410,5.15571033333333,0.861865874022879
"Adamts16","ADAMTS16",50,0.0680682,58,0.0729284,39,0.0559349,0.0656438333333,"ADAMTS16",0.211167,0.245886,0.270788,42,11,23,0.242613666666667,0.857582579299895
"Adamts17","ADAMTS17",373,0.184704,385,0.176085,334,0.174244,0.178344333333,"ADAMTS17",9.208173,8.081907,4.724541,140,28,59,7.338207,0.141318671188302
"Adamts18","ADAMTS18",42,0.0429962,41,0.0387667,39,0.0420619,0.0412749333333,"ADAMTS18",0.220331,0.258775,0.412392,37,12,28,0.297166,0.80273067081106
"Adamts19","ADAMTS19",48,0.0342697,52,0.03429,46,0.0345996,0.0343864333333,"ADAMTS19",0.154421,0.135047,0.096842,31,6,8,0.12877,0.916383703795547
"Adamts2","ADAMTS2",332,0.250764,373,0.260214,307,0.244292,0.251756666667,"ADAMTS2",6.094016,1.726416,1.766584,414,103,172,3.195672,0.298344738737203
"Adamts20","ADAMTS20",370,0.294113,396,0.290739,373,0.312367,0.299073,"ADAMTS20",1.574943,1.493663,1.521023,361,75,147,1.52987633333333,0.513492688509544
"Adamts3","ADAMTS3",662,0.498179,678,0.47125,599,0.474895,0.481441333333,"ADAMTS3",2.699881,3.257766,2.563263,416,85,142,2.84030333333333,0.385761541405931
"Adamts4","ADAMTS4",23,0.349399,23,0.322713,30,0.48013,0.384080666667,"ADAMTS4",0.058826,0.154843,0.136769,11,7,10,0.116812666666667,1.23931318830583
"Adamts5","ADAMTS5",1236,4.20182,1497,4.70041,1203,4.30853,4.40358666667,"ADAMTS5",4.137986,4.408364,4.740094,1902,504,861,4.42881466666667,0.995352945063391
"Adamts6","ADAMTS6",258,0.191725,306,0.210027,269,0.210599,0.204117,"ADAMTS6",0.376293,0.30588,0.157867,52,20,19,0.280013333333333,0.940706607222842
"Adamts7","ADAMTS7",489,1.68649,502,1.59909,397,1.44248,1.57602,"ADAMTS7",1.506469,1.401897,1.187099,135,33,69,1.365155,1.08915483340415
"Adamts8","ADAMTS8",140,1.02126,180,1.21276,145,1.11434,1.11612,"ADAMTS8",1.705504,1.753598,1.893282,241,60,111,1.784128,0.760065629166475
"Adamts9","ADAMTS9",577,0.524349,682,0.572432,625,0.598368,0.565049666667,"ADAMTS9",1.969646,2.202028,1.971447,560,151,217,2.047707,0.513517102092491
"Adamtsl1","ADAMTSL1",164,0.0278428,180,0.0282252,141,0.0252193,0.0270957666667,"ADAMTSL1",1.041698,1.147851,1.06388,117,34,53,1.08447633333333,0.49273563352204
"Adamtsl2","ADAMTSL2",92,0.482358,105,0.50847,99,0.54684,0.512556,"ADAMTSL2",2.665958,2.016539,2.342673,119,34,44,2.34172333333333,0.452627536490653
"Adamtsl3","ADAMTSL3",315,0.175389,266,0.136794,256,0.150167,0.154116666667,"ADAMTSL3",2.561912,1.950429,2.810193,297,56,132,2.44084466666667,0.335416671914183
"Adamtsl4","ADAMTSL4",210,2.78176,214,2.61824,180,2.51199,2.63733,"ADAMTSL4",11.314464,7.309392,8.231005,298,67,137,8.95162033333333,0.365501283023894
"Adamtsl5","ADAMTSL5",289,4.82161,319,4.91563,337,5.92336,5.2202,"ADAMTSL5",11.286791,5.808438,10.442508,412,101,178,9.17924566666667,0.611066890778449
"Adap1","ADAP1",3913,11.2998,4218,11.2503,3835,11.6673,11.4058,"ADAP1",106.404698,100.798629,102.857309,6578,1401,2262,103.353545333333,0.118882400788325
"Adap2","ADAP2",59,0.368445,51,0.294161,59,0.388165,0.350257,"ADAP2",0.756104,1.038981,1.135843,42,14,31,0.976976,0.682991093468004
"Adar","ADAR",2293,9.26205,2361,8.80834,2147,9.13648,9.06895666667,"ADAR",17.754365,14.530618,18.285544,3192,734,1207,16.8568423333333,0.563871062907595
"Adarb1","ADARB1",1982,2.41189,1950,2.19171,1810,2.32047,2.30802333333,"ADARB1",11.689801,9.665161,10.36096,2984,649,1040,10.571974,0.285865085190305
"Adarb2","ADARB2",274,0.0751522,298,0.0754922,242,0.0699279,0.0735241,"ADARB2",0.098649,0.117972,0.093987,21,5,8,0.103536,0.972803877716721
"Adat1","ADAT1",309,1.88854,251,1.41689,258,1.66124,1.65555666667,"ADAT1",2.988552,2.521812,2.702469,384,77,129,2.737611,0.710495732881244
"Adat2","ADAT2",96,1.42136,130,1.77775,74,1.15427,1.45112666667,"ADAT2",1.887569,1.711842,1.641896,104,23,36,1.74710233333333,0.892258958440694
"Adat3","ADAT3",51,1.65773,54,1.62118,35,1.19855,1.49248666667,"ADAT3",2.379345,1.291363,1.587192,51,3,15,1.75263333333333,0.90549171096889
"Adck1","ADCK1",528,0.810018,591,0.83742,536,0.866303,0.837913666667,"ADCK1",8.364382,8.074955,7.663834,768,185,269,8.03439033333333,0.203435273311783
"Adck5","ADCK5",190,1.51548,203,1.4955,168,1.41172,1.47423333333,"ADCK5",23.297127,9.207389,22.120758,283,63,104,18.2084246666667,0.128809799672102
"Adcy1","ADCY1",2824,3.8108,3164,3.94351,2985,4.24365,3.99932,"ADCY1",8.226906,7.911924,8.117026,4358,1027,1689,8.08528533333333,0.550265601638048
"Adcy10","ADCY10",28,0.047448,31,0.0485195,29,0.0517728,0.0492467666667,"ADCY10",0.008435,0.051925,0.226777,2,1,2,0.0957123333333333,0.957593279501311
"Adcy2","ADCY2",1193,0.487918,1241,0.468784,1046,0.450694,0.469132,"ADCY2",7.522754,6.030767,7.545049,1277,248,510,7.03285666666667,0.182890354074951
"Adcy3","ADCY3",766,1.47831,790,1.40818,679,1.38054,1.42234333333,"ADCY3",8.456142,10.516189,8.114078,940,226,368,9.028803,0.241538629618111
"Adcy4","ADCY4",48,0.495381,52,0.495674,50,0.543641,0.511565333333,"ADCY4",0.544269,0.77078,0.996493,76,13,27,0.770514,0.853743790409452
"Adcy5","ADCY5",2046,2.10495,2244,2.13233,1902,2.06154,2.09960666667,"ADCY5",14.862687,15.095945,10.672673,3395,732,1242,13.5437683333333,0.213122665022511
"Adcy6","ADCY6",834,6.43874,803,5.72592,705,5.73413,5.96626333333,"ADCY6",18.039716,27.817246,12.610773,1083,262,415,19.489245,0.339996097139255
"Adcy7","ADCY7",381,1.02736,402,1.00119,304,0.863602,0.964050666667,"ADCY7",1.977884,1.78601,1.899815,506,112,191,1.887903,0.680095788074253
"Adcy8","ADCY8",375,0.258437,431,0.274344,353,0.256296,0.263025666667,"ADCY8",1.469716,1.260958,1.237004,430,89,147,1.32255933333333,0.543807707531978
"Adcy9","ADCY9",1153,1.34584,1190,1.28294,1097,1.34901,1.32593,"ADCY9",6.578852,5.795345,6.654467,1267,271,510,6.342888,0.31675956381195
"Adcyap1","ADCYAP1",3192,65.8725,3117,59.4118,2703,58.7667,61.3503333333,"ADCYAP1",133.941737,113.221038,118.964567,3754,843,1402,122.042447333333,0.50673840357212
"Adcyap1r1","ADCYAP1R1",100,0.313718,123,0.356402,129,0.426357,0.365492333333,"ADCYAP1R1",0.666241,0.717749,0.71448,154,34,74,0.69949,0.803471825861288
"Add1","ADD1",9937,26.2991,10235,25.0189,9082,25.3228,25.5469333333,"ADD1",275.430684,285.43531,265.220373,15049,3535,5787,275.362122333333,0.0960585087028696
