"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","Hs_Avg__TPM","FoldChange"
"ACRBP",0.3985,0.030659,0.225437,4,1,2,0.842184333333333,0.933344,1.400639,0.994766,9,11,8,1.396431,0.768719956190407
"ACRV1",0.027065,0.168649,0.254211,1,3,3,0.138813666666667,0.230836,0.190941,0.387534,4,4,4,1.409463,0.4726421060073
"ACSBG1",0.540764,0.319036,0.523883,30,21,25,19.5671083333333,1.680716,3.357604,1.221717,49,54,34,42.5405296666667,0.472366976028748
"ACSBG2",0.522338,0.103219,0.103778,4,1,1,21.4794623333333,0.206484,0.414199,0.534768,2,2,6,74.0247403333333,0.299627326045482
"ACSF2",61.978687,54.648487,53.059789,577,446,412,0,52.435691,50.495669,51.622443,334,301,283,4.91425733333333,0.169082936984142
"ACSF3",19.299129,13.763293,10.433563,273,225,190,0,19.896846,16.478566,14.431669,339,249,243,1.56849833333333,0.38933254774677
"ACSL1",43.878419,27.152981,30.101182,716,624,486,0.0304663333333333,22.571965,34.049958,24.018834,390,247,333,0.187325333333333,0.867888778588065
"ACSL3",71.523045,48.918818,50.907122,1224,1079,919,3.02931966666667,125.144372,117.20619,162.941162,2688,1748,2708,26.998922,0.143909814337376
"ACSL4",36.054531,15.661033,10.428141,1246,833,675,0.272184333333333,25.373504,30.774505,32.691471,1627,1473,1507,3.55108633333333,0.279534212307845
"ACSL5",0.1358,0,0.182111,3,0,1,13.169485,0.550356,0.183705,0.680974,9,2,6,18.5806646666667,0.723646783253561
"ACSL6",0.165731,0.038947,0.026724,5,3,2,1.68527833333333,5.279576,2.761154,5.097792,259,134,211,6.56396133333333,0.355009526754147
"ACSM1",0,0.159858,0,0,2,0,20.803934,0,0.132055,0,0,1,0,94.2345353333333,0.228949864917001
"ACSM2A",1.918943,2.292445,1.490272,10,6,4,0.474880666666667,0.231348,3.931815,1.327585,4,10,8,22.303694,0.0632895654511541
"ACSM2B",0,0.111241,0,0,2,0,7.360807,0.259345,0.573845,1.003013,6,3,7,8.893309,0.845097125744278
"ACSM3",1.027824,2.197071,1.355443,11,13,11,0.0667716666666667,0.848148,3.771251,3.221045,19,43,27,0.85487,0.57511937045004
"ACSM4",0,0,0,0,0,0,3.68238533333333,0.291138,0.408874,0.146039,9,5,4,8.28690366666667,0.504192301481466
"ACSM5",0.347033,0.226793,0.050724,7,6,1,20.9610366666667,0,0.083985,0,0,1,0,12.967463,1.57229961279773
"ACSM6",0.025569,0.132301,0,1,4,0,112.172129333333,0.184682,0.037403,0,5,1,0,193.311350333333,0.582426755509604
"ACSS1",0.37447,0.329271,0.198105,29,24,13,4.87250566666667,2.170075,1.974672,2.210112,125,92,110,10.940165,0.491827848833468
"ACSS2",136.021315,95.971222,128.057604,1559,1286,1185,0.031335,53.386125,66.083436,55.009702,306,259,305,0.242889333333333,0.829788278280608
"ACSS3",2.79066,4.630495,1.143408,125,108,90,2.06891666666667,7.547094,17.434579,3.069008,223,394,163,0.423533666666667,2.15584410718772
"ACTA1",636.770692,441.289829,564.554107,19134,12570,15960,17.9459846666667,0.240853,0.05949,0.233685,5,1,4,6.335552,2.58276196074497
"ACTA2",51.781238,68.388245,46.909126,1324,1661,1126,0.523173333333333,6.327661,72.105899,6.461854,99,1023,93,2.15443666666667,0.482866988400465
"ACTA2.AS1",0.707881,0.931777,1.036115,18,27,22,1.329382,0.315759,0.698281,0.224611,3,12,3,3.51530733333333,0.515885592726726
"ACTB",429.465479,453.29093,375.743403,7846,7769,6339,39.1342006666667,1508.849694,1933.919489,1684.423797,16993,17349,16522,90.7907526666667,0.437235772675401
"ACTBL2",0,0.022184,0.02198,0,1,1,0.0778526666666667,0.024972,0,0,1,0,0,14.5340663333333,0.0693863823893804
"ACTC1",5080.246607,4691.279529,4052.296585,121009,106500,94643,45.9278836666667,0.053354,2.151921,0.356773,1,24,3,117.71839,0.395287399590465
"ACTG1",124.614163,112.983909,79.093729,2936,2870,2190,10.9412916666667,1419.3332,1648.589858,1463.03336,26010,23050,24917,8.06576833333333,1.31718473576702
"ACTG1P17",0.909905,2.307762,2.809933,6,17,20,3.699029,0.273704,0.544365,0.24387,5,6,5,10.7477633333333,0.399993502309234
"ACTG2",0.271346,0.303675,0.231978,8,3,6,19.4845836666667,7.933159,66.52499,5.367457,155,991,99,96.3586746666667,0.2104032715811
"ACTL10",0.248173,0.129837,0.099075,11,5,4,499.438004,0.108181,0.047738,0.13155,3,1,3,604.161329333333,0.826949740082202
"ACTL6A",129.936939,63.089341,28.578082,238,226,162,117.974004,127.358034,224.770196,142.955043,297,293,270,197.892047333333,0.598183816774762
"ACTL6B",0,0,0,0,0,0,16.1311866666667,28.097481,15.805406,34.483202,158,77,164,30.8968773333333,0.537080369581006
"ACTL7A",0,0,0,0,0,0,9.51919766666667,0,0,0,0,0,0,13.9404776666667,0.704073718481959
"ACTL7B",0,0,0,0,0,0,0.016185,0,0,0.060404,0,0,1,0.560291,0.651279152414518
"ACTL8",0,0,0,0,0,0,0,0,0,0,0,0,0,0.050287,0.952120706054631
"ACTL9",0,0,0,0,0,0,0.385642,0,0,0,0,0,0,2.951647,0.350649235622514
"ACTN1",97.368685,90.347999,62.458246,3154,2333,1894,0.038345,90.571305,205.524402,69.241953,1789,3484,1635,0.220393333333333,0.850828148301914
"ACTN1.AS1",0,0,0.194018,0,0,1,2.013345,0.171928,0.531569,0.196484,1,2,1,1.29680266666667,1.31197383377008
"ACTN2",978.395053,817.138475,753.753803,32985,24389,21981,0.0289636666666667,1.088077,0.737005,1.599137,35,16,39,0.0645133333333333,0.966604770881216
"ACTN3",0.251983,0.266257,0.25194,16,16,15,19.7960553333333,0.045257,0.139648,0.025741,2,5,1,75.4631816666667,0.271974758047495
"ACTN4",80.761957,61.78139,43.622584,1727,1358,1104,10.056911,278.496919,323.301901,259.392949,4353,4197,3672,22.8294763333333,0.464001426020986
"ACTR10",123.432299,114.333934,91.069828,961,968,829,0.167061333333333,106.898089,119.583704,114.844543,926,725,903,0.286794,0.90695273162086
"ACTR1A",64.377145,42.659304,39.165459,3101,2292,2094,6.76042366666667,74.839265,81.902002,83.592002,2113,1784,2155,15.099539,0.482027694498996
"ACTR1B",19.202777,14.33055,13.258617,779,576,553,23.1362953333333,21.363274,19.600556,20.09068,569,419,496,17.4022466666667,1.31159503350497
"ACTR2",26.040333,13.291404,11.523641,1146,882,773,0.0124123333333333,75.976968,94.052154,82.283986,4054,4017,3903,0.0441766666666667,0.969579541137675
"ACTR3",38.861514,29.33901,25.230379,1098,1075,941,3.04894366666667,45.55178,67.520844,47.924974,1318,1529,1194,6.98355033333333,0.507160786569016
"ACTR3B",7.030276,2.889677,2.312428,129,80,93,9.97227333333333,10.065129,3.446338,9.264419,128,93,123,16.65475,0.621491288935461
"ACTR3C",0.6982,1.16039,0.413306,10,10,5,23.9733696666667,0.124921,0.064517,0.014714,4,4,1,32.3947433333333,0.747823374996245
"ACTR5",1.163629,0.795908,0.976133,62,40,49,41.34413,2.283258,2.083983,2.205831,85,62,72,73.8459896666667,0.565750151592402
"ACTR6",7.680683,7.620821,3.561405,89,134,72,326.973199333333,13.415528,14.382194,12.825706,179,170,172,100.668015333333,3.22592310136109
"ACTR8",17.708309,15.074514,11.257858,360,281,217,17.617044,27.345583,31.670753,28.516672,451,420,408,41.686823,0.436130934363515
"ACTRT1",0,0,0,0,0,0,6.09144166666667,0.102041,0,0,2,0,0,50.456778,0.137813558141294
"ACTRT2",0,0,0,0,0,0,41.7767896666667,0,0,0,0,0,0,0.534309333333333,27.8801599764324
"ACTRT3",0.448872,0.581869,0.461129,14,18,14,22.0608373333333,1.292807,1.228868,1.115009,30,23,23,33.5236663333333,0.66797185185015
"ACVR1",7.233818,5.194846,4.253429,358,289,222,3.75857966666667,7.037928,8.229634,8.26402,266,286,274,9.35262066666667,0.45964976597552
"ACVR1B",7.139766,4.870088,4.743164,614,453,436,17.4317896666667,23.506718,19.491365,37.165374,1068,588,961,21.4957263333333,0.819346279091026
"ACVR1C",0.00775,0.013681,0,1,2,0,8.57713666666667,0.0076,0,0,1,0,0,5.124483,1.56374614259957
"ACVR2A",2.344089,1.398215,1.171016,115,94,85,0.728030666666667,16.277364,13.847823,12.988231,858,613,699,33.67373,0.0498368841963834
"ACVR2B",1.1158,1.888897,1.517997,261,178,121,15.4606316666667,4.35859,4.450622,4.619946,801,656,751,79.08499,0.205539535769021
"ACVR2B.AS1",0.180043,0.218239,0.259741,9,11,13,0.181775333333333,0.424389,0.268246,0.324133,16,8,11,0,1.18177533333333
"ACVRL1",1.239071,1.061599,0.85141,40,22,30,9.98287933333333,0.590729,2.94744,0.548938,17,29,14,5.830483,1.60792133343035
"ACY1",29.01427,20.193338,18.22011,288,174,168,3.01667433333333,20.950655,16.690042,15.695317,158,95,107,0.739843333333333,2.30864139108311
"ACY3",0,0,0.038868,0,0,1,9.03709033333333,0,0,0,0,0,0,21.972037,0.436926439450421
"ACYP1",12.321627,16.716988,15.356579,78,114,101,0.150335,10.41891,8.717873,14.17402,56,39,67,0.16162,0.990285119057867
"ACYP2",14.923638,15.092443,14.910934,179,179,196,2.079947,10.213957,4.257689,7.281641,107,43,69,4.69430766666667,0.540881733178801
"ADA",4.945909,4.204043,4.670719,124,113,122,0.207186333333333,1.881756,4.803617,1.30235,34,81,20,3.90720466666667,0.24600284995925
"ADA2",5.734889,4.705926,3.659168,353,262,200,6.597047,2.245861,1.223755,1.282529,57,32,50,5.48943566666667,1.17067914534119
"ADAD1",0,0,0,0,0,0,0.426819666666667,0,0,0,0,0,0,0.138639666666667,1.25309148138466
"ADAD2",0,0,0,0,0,0,1.13278266666667,0.3516,0,0,2,0,0,2.18113066666667,0.670447991657473
"ADAL",13.118704,10.233636,7.871906,497,431,361,23.5231943333333,7.68946,6.63051,7.245079,179,129,165,9.54691866666667,2.32515250267724
"ADAM10",24.348027,13.702235,11.245455,536,434,351,19.9239043333333,123.897107,145.822332,94.147613,2639,2371,2045,189.041460333333,0.110101786718713
"ADAM11",11.764671,7.939555,6.243467,981,771,582,2.53131366666667,76.352617,40.073029,61.625283,3716,1536,3032,4.38252666666667,0.656069887871743
"ADAM12",0.692991,0.787749,1.408243,57,72,53,0.0601496666666667,263.2453,223.75449,242.910757,19064,13110,16722,0.0641973333333333,0.996196507414665
"ADAM15",11.532537,17.778786,12.695181,314,295,237,5.164414,60.668103,38.00024,71.175865,825,388,844,13.8212193333333,0.415918141507835
"ADAM17",5.863159,4.842983,3.098865,292,270,199,22.4467326666667,20.368008,22.287947,19.327487,954,877,913,55.6194626666667,0.414110829781335
"ADAM18",0.106287,0,0.174783,1,0,1,4.16303833333333,0.173553,0,0.041788,3,0,1,17.197763,0.283718297316727
"ADAM19",21.431505,16.071382,16.202989,2888,2073,1947,19.70054,29.941341,40.231067,28.930422,3088,3156,2634,366.704015333333,0.0562967472118422
"ADAM2",0,0,0,0,0,0,2.053243,0,0,0,0,0,0,3.16173666666667,0.73364637038544
"ADAM20",0.018165,0.036213,0.036804,1,2,2,0.0580373333333333,0.04832,0.029938,0.054296,2,1,2,0.0355616666666667,1.02170384187647
"ADAM20P1",0.217782,0.305079,0.13309,11,16,6,39.429094,0.548452,0.338998,0.190061,19,9,7,10.2699263333333,3.58734323581352
"ADAM21",0.092614,0.093693,0.038026,5,5,2,2.50665533333333,0.668215,0.347816,0.872414,26,11,31,8.05146833333333,0.387412870950404
"ADAM21P1",0.024479,0,0,1,0,0,6.565383,0.092513,0.167063,0.171162,3,4,4,11.635704,0.598730628701021
"ADAM22",0.473128,0.221024,0.122401,42,22,22,3.91127866666667,4.293794,2.708427,3.651038,478,274,429,10.1099363333333,0.442061819196144
"ADAM23",41.864549,35.696454,23.789355,1340,1061,895,5.56176566666667,37.576591,23.373305,38.05317,1238,742,1078,3.466875,1.46898349890397
"ADAM28",0.222073,0,0.032833,7,0,4,0.566728,0.348438,0.553339,0.041631,9,6,4,3.34284866666667,0.360760440957878
"ADAM29",0.022632,0,0,1,0,0,26.218493,0.239099,0.065655,0.330303,6,2,12,104.195606333333,0.258741728373643
"ADAM30",0,0,0,0,0,0,2.48062133333333,0,0,0,0,0,0,6.336774,0.474407598398606
"ADAM32",1.741478,1.890163,5.623824,39,39,22,2.83886866666667,2.254211,1.354362,2.923583,55,59,42,22.5945126666667,0.162701757010225
"ADAM33",0.151082,0.049411,0.215616,10,3,12,4.65078733333333,2.494698,2.736092,1.700388,101,92,56,11.6260856666667,0.447548629283549
"ADAM3A",0.13521,0.063743,0.062082,3,1,1,11.144995,0.436679,0.176368,0.214035,6,2,3,24.6463663333333,0.473556169406143
"ADAM3B",0,0,0,0,0,0,41.541501,0,0,0,0,0,0,278.175118,0.152382853116588
"ADAM5",0,0,0,0,0,0,1.27382666666667,0,0.04341,0,0,1,0,10.2367903333333,0.202355530290663
"ADAM6",0,0,0,0,0,0,11.1437606666667,0,0,0,0,0,0,7.65808433333333,1.40259209764377
"ADAM7",0,0,0,0,0,0,7.11613333333333,0,0,0,0,0,0,7.751645,0.927383747093642
"ADAM8",1.440741,0.605901,0.327876,22,10,8,2.65351666666667,5.202434,6.064427,4.039568,86,51,59,7.47368066666667,0.431160532286599
"ADAM9",26.964509,19.212823,18.44891,1015,721,645,2.66716966666667,71.058484,58.878118,62.020836,3410,2438,2937,31.4416803333333,0.11303883242135
"ADAMDEC1",0,0,0,0,0,0,27.0468703333333,0,0,0.041296,0,0,1,5.36314166666667,4.40770798491835
"ADAMTS1",7.164372,3.536363,3.442214,277,249,139,6.80706366666667,58.569233,141.380568,62.579103,2243,3762,2049,16.9064376666667,0.435992005333352
"ADAMTS10",2.733393,2.863047,1.555908,70,54,46,9.13394966666667,42.167717,37.796595,30.528394,656,454,461,29.4872816666667,0.332399253481055
"ADAMTS12",9.689995,10.514763,8.128071,421,377,273,0.600302333333333,2.859441,10.976222,1.680552,349,1188,204,158.937147666667,0.0100058201404755
"ADAMTS13",3.498026,3.363595,2.00095,170,115,87,4.927269,8.033716,6.591312,8.465815,314,196,249,19.3182656666667,0.29172120776647
"ADAMTS14",1.363407,0.882597,0.773,169,102,89,62.807437,1.42471,0.587428,0.773549,121,40,57,65.4003666666667,0.960950070054834
"ADAMTS15",5.729811,5.379448,3.798096,751,656,463,1.73898566666667,17.611965,40.095153,16.907602,1580,2875,1319,5.77883566666667,0.404049574491824
"ADAMTS16",0.036176,0.066894,0.143115,4,7,12,19.9254933333333,38.407432,28.686978,28.018399,364,175,311,63.033851,0.326787988017983
"ADAMTS17",0.492449,0.402607,0.432152,33,26,24,0.193990333333333,1.589791,1.49711,1.624783,80,45,50,0.577586333333333,0.756846270853851
"ADAMTS18",0.121899,0.017094,0.017158,3,2,2,1.426194,0.011209,0.177952,0.012741,1,2,1,0,2.426194
"ADAMTS19",2.13328,0.847573,1.17336,96,45,53,4.06728633333333,0.180133,0.223756,0.149189,4,5,10,5.09970233333333,0.830743216048739
"ADAMTS19.AS1",0.539942,0.541348,0.457923,8,4,9,0,0.111602,0,0,1,0,0,25.9493156666667,0.0371066936306991
"ADAMTS2",0.115833,0.086629,0.03467,13,8,5,2.95041266666667,2.426145,2.693979,2.505131,114,108,129,5.04007666666667,0.65403353047947
"ADAMTS20",0.194401,0.034761,0.182112,12,3,3,91.4967046666667,0.301329,0.112757,0.27111,27,9,20,91.4972293333333,0.999994327758026
"ADAMTS3",0.99259,0.688442,0.66207,83,76,57,0.07598,0.311518,0.618834,0.46883,30,34,23,0.862474,0.577715447302888
"ADAMTS4",0.02932,0.026379,0.464571,6,6,4,6.78070133333333,6.532971,7.047095,3.966088,241,351,176,103.175866333333,0.074688136582779
"ADAMTS5",0.014722,0,0,1,0,0,3.28320166666667,9.333422,9.994655,11.137729,1385,1186,1450,9.99483133333333,0.389565018035444
"ADAMTS6",0.791118,0.693934,0.622677,95,61,55,2.000755,0.660235,2.234675,0.319661,44,48,29,1.85679366666667,1.05039262548538
"ADAMTS7",5.459603,4.568133,3.862321,514,375,312,0.0611696666666667,47.865694,42.976341,40.737031,3447,2438,2449,0,1.06116966666667
"ADAMTS7P1",0.261941,0.082785,0.052621,22,9,6,12.012957,0.2297,0.232345,0.325576,17,14,21,61.5433833333333,0.208062888613584
"ADAMTS8",0.317805,0.100515,0.182645,24,7,13,0.0121673333333333,3.929698,1.378664,3.233674,189,53,134,0,1.01216733333333
"ADAMTS9",11.270211,9.013448,9.75239,594,373,363,9.387062,15.906889,31.515497,16.64845,1115,1769,829,31.3546446666667,0.321037739929231
"ADAMTS9.AS1",0.376241,0.328325,0.127116,8,4,2,0.365410333333333,0.308365,0.600059,0.487865,7,6,5,0.0450203333333333,1.30658733594019
"ADAMTS9.AS2",0.112101,0.18045,0.112638,7,1,5,0.0807746666666667,0.169311,0.907569,0.112358,6,13,4,18.4306493333333,0.0556221589987008
"ADAMTSL1",2.699594,2.503845,1.528651,224,163,120,34.5146873333333,28.516986,26.791015,30.129519,2165,1551,1738,45.9817323333333,0.755925453777613
"ADAMTSL2",0.864767,0.719934,0.473671,77,57,38,8.05587633333333,0.121693,0.420352,0.182929,7,20,9,7.556008,1.05842307923664
"ADAMTSL3",0.184832,0.214714,0.105793,11,12,8,6.332358,0.847963,1.791333,1.116183,48,72,20,70.052826,0.10319586725516
"ADAMTSL4",12.635359,12.932216,10.354914,763,595,511,26.473562,1.589016,2.016736,1.720831,70,68,61,9.97444666666667,2.50341204750186
"ADAMTSL4.AS1",0.08272,0.116549,0.118662,2,2,2,35.3471303333333,1.104908,0.342468,0.654419,16,4,6,35.148877,1.00548435663253
"ADAMTSL5",42.692522,31.619021,21.507695,494,357,323,1.36937866666667,3.215463,1.806809,1.858656,27,25,26,31.6686546666667,0.0725275861783269
"ADAP1",2.559191,2.013888,2.267124,50,43,34,0.149163,12.000304,6.450336,13.338759,167,77,148,1.58942533333333,0.443790745848886
"ADAP2",3.159636,0.302603,0.075168,8,6,4,0.362491,0.829332,2.203443,4.074633,11,7,13,2.805207,0.358059627242355
"ADAR",31.090188,13.016808,8.388818,1562,1005,859,44.516069,81.262583,104.679305,79.527831,3440,3058,3093,59.930796,0.747012545183227
"ADARB1",19.742685,2.826503,2.675535,369,269,279,44.1868456666667,105.018409,174.424258,70.337136,1757,1868,1443,67.596767,0.658731419028344
"ADARB2",0.115823,0.022508,0.083771,3,4,2,12.5098043333333,1.462916,2.153002,0.868352,39,48,24,30.1906413333333,0.433136471576667
"ADARB2.AS1",0,0,0,0,0,0,67.8977103333333,0,0.189939,0,0,1,0,181.208250333333,0.378126183678792
"ADAT1",12.085066,7.251189,8.024499,134,77,60,2.451129,27.014364,30.208847,30.118773,245,210,212,5.39518833333333,0.539644623444762
"ADAT2",0.527551,0.654778,0.610782,63,65,57,27.8647833333333,6.534624,5.544724,3.678619,206,149,184,82.2995163333333,0.346518018397938
"ADAT3",0.613159,0.450686,0.803128,20,11,23,1.174119,1.184894,0.938623,1.665099,19,10,19,2.96224266666667,0.548709199032736
"ADCK1",6.62267,6.828834,4.626745,191,206,136,3.44066566666667,8.663261,7.385662,8.66168,168,137,156,12.024067,0.340958447669738
"ADCK2",8.450675,6.860918,7.832185,216,169,177,23.0130923333333,5.161437,5.534839,5.097272,89,65,99,23.7980023333333,0.96834785361138
"ADCK5",4.110263,2.199273,1.452022,128,66,57,29.7708966666667,4.175554,5.241788,5.289252,108,76,89,81.4874446666667,0.37303733666393
"ADCY1",0.4447,0.546407,0.45112,108,68,50,11.0456536666667,3.661098,3.382841,3.704939,707,474,576,18.6763536666667,0.612189324847976
"ADCY10",0.095948,0.039473,0.019977,1,4,2,25.735917,0.053466,0.167833,0.0602,2,3,2,3.90275333333333,5.45324538728578
"ADCY10P1",2.288528,3.3026,2.270997,123,92,65,0.306997666666667,2.866743,2.976731,2.767627,99,83,71,0.306530333333333,1.00035769038147
"ADCY2",0.17816,0.66433,0.071804,11,16,10,0.306359666666667,14.593373,4.981748,9.636167,252,113,245,3.046413,0.322843878434225
"ADCY3",0.989079,0.854518,0.47374,27,19,13,0.281238,8.478605,7.57696,7.556443,116,100,113,2.53358233333333,0.362588976041028
"ADCY4",0.32983,0.401649,0.214958,5,3,3,13.106424,0.732117,2.361618,0.879664,10,24,9,8.172813,1.5378514747875
"ADCY5",29.485628,24.648613,19.357219,2001,1890,1434,4.10225266666667,6.913004,4.761138,6.939458,315,229,233,6.10311866666667,0.718311618614847
"ADCY6",52.569283,30.652688,27.231797,3885,2826,2457,7.463071,71.638608,61.951681,41.722674,2644,1920,1815,5.82432833333333,1.24013244771097
"ADCY6.DT",0,0.237433,0,0,1,0,2.357441,0,0,0.307701,0,0,1,3.96319333333333,0.67646790574348
"ADCY7",1.115192,0.719433,0.654716,39,31,24,25.6021026666667,3.441974,6.103553,3.220625,163,210,102,47.2240486666667,0.551635613395823
"ADCY8",0.108939,0,0.014524,9,0,1,0.565752666666667,0.058901,0.222647,0.022424,3,2,1,0.0243406666666667,1.52854681808331
"ADCY9",3.831584,2.220177,1.998618,528,363,299,721.500758333333,4.428433,4.191662,3.639031,316,208,256,104.601477333333,6.84176752615633
"ADCYAP1",0,0,0,0,0,0,15.5946036666667,7.110352,6.317393,10.156609,315,201,354,31.6566303333333,0.508154194026816
"ADCYAP1R1",0.006753,0,0,1,0,0,0.204278666666667,2.195651,1.502736,1.773417,188,124,120,2.889036,0.309659943149579
"ADD1",153.183987,134.469754,126.62982,4224,3342,2845,8.32524566666667,150.96491,139.708909,137.07957,2838,2435,2477,20.8397503333333,0.42698499407449
"ADD2",5.559971,3.289912,3.736443,820,551,534,0.134467666666667,6.548549,5.855028,6.811138,746,441,638,4.945631,0.190806941545257
"ADD3",179.187635,64.000519,43.576139,1088,803,587,41.1872083333333,97.347876,172.838369,100.827951,878,926,703,18.0950066666667,2.20933195100569
"ADD3.AS1",0.259903,0.289781,0.213466,16,11,7,11.7062673333333,0.752002,0.885581,0.337018,22,19,7,21.031299,0.576737092684972
"ADGB",0.054045,0.059068,0.038539,7,8,5,0.665349666666667,0.13078,0.101871,0.27447,14,9,8,2.41645966666667,0.48744894690693
"ADGRA1",0,0,0,0,0,0,0,0.123353,0.146378,0.181036,8,7,10,0.0760916666666667,0.929288861698585
"ADGRA2",1.052057,0.576,0.480785,151,82,66,4.73969233333333,14.098574,19.597776,10.284916,1038,1337,801,25.8405113333333,0.213844373605699
