"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"ADARB2",33.98081,33.98081,1.417302,0.902524,0.536378,0.952068,17.9198726683702
"ADAT1",20.76605,20.76605,38.849966,55.207581,52.832268,48.9632716666667,0.435641007362642
"ADAT2",3.09105,3.09105,3.889025,2.159954,2.429168,2.826049,1.06926231211362
"ADAT3",8.67154,8.67154,0.789433,1.103201,1.650664,1.18109933333333,4.43425012891053
"ADCK1",25.14331,25.14331,6.371801,4.972601,7.045702,6.13003466666667,3.66664556656667
"ADCK2",15.91165,15.91165,11.198469,11.32432,12.399282,11.6406903333333,1.33787392571466
"ADCK5",7.48906,7.48906,7.056568,12.014195,5.892048,8.320937,0.910751783860356
"ADCY1",17.79947,17.79947,8.094792,11.432533,9.663837,9.73038733333333,1.75198428686731
"ADCY10",0.6431,0.6431,0.112042,0.05848,0.015777,0.0620996666666667,1.5470299554436
"ADCY10P1",4.81291,4.81291,2.283359,2.212481,2.87769,2.45784333333333,1.68107963248769
"ADCY2",248.83996,248.83996,12.940722,10.140875,15.029355,12.7036506666667,18.2316352100044
"ADCY3",59.08264,59.08264,14.158841,11.038002,13.410534,12.8691256666667,4.33211447095067
"ADCY4",10.14446,10.14446,0.882454,0.117475,0.194074,0.398001,7.97171103597208
"ADCY5",63.0035,63.0035,15.25583,30.492998,24.515758,23.4215286666667,2.62078188771858
"ADCY6",16.90743,16.90743,72.815918,48.329999,61.034132,60.726683,0.290108412272858
"ADCY7",3.21552,3.21552,7.516,7.546295,5.754411,6.938902,0.530995344192434
"ADCY8",7.01191,7.01191,0.668336,0.19604,0.591981,0.485452333333333,5.39358269546179
"ADCY9",14.23128,14.23128,6.52854,10.236519,6.97731,7.914123,1.7086683681614
"ADCYAP1",2.96658,2.96658,0.932518,1.91493,3.584293,2.14391366666667,1.26166950513166
"ADCYAP1R1",22.09375,22.09375,7.602388,9.933134,7.812192,8.449238,2.4439801389276
"ADD1",255.33325,255.33325,181.509736,172.477131,177.693218,177.226695,1.4382427391138
"ADD2",36.0346,36.0346,16.303887,29.595986,28.425267,24.7750466666667,1.436839299612
"ADD3",920.53153,920.53153,355.067866,227.119778,237.317728,273.168457333333,3.36118727501758
"ADGB",1.05801,1.05801,0.201606,0.066185,0.048206,0.105332333333333,1.86189251679058
"ADH1A",3.73416,3.73416,0,0,0,0,4.73416
"ADH1B",13.38072,13.38072,0.05535,0.035988,0,0.030446,13.9558210716525
"ADH1C",0.14522,0.14522,0,0,0,0,1.14522
"ADH4",0,0,0.031894,1.138949,0,0.390281,0.719279052220379
"ADH5",34.64466,34.64466,72.572025,55.358625,70.925156,66.2852686666667,0.529754294013222
"ADH6",0.60161,0.60161,0.882803,0.377119,0.298046,0.519322666666667,1.05416053820474
"ADH7",0.10373,0.10373,0.377781,0.52312,0,0.300300333333333,0.848826976126797
"ADHFE1",16.92817,16.92817,4.069013,2.070513,2.535716,2.89174733333333,4.60671479015167
"ADI1",28.64927,28.64927,10.750894,16.109525,19.319247,15.393222,1.80862981053999
"ADIG",0,0,0,0,0,0,1
"ADIPOQ",0.6431,0.6431,0.072908,0.12475,0.144309,0.113989,1.47496968102917
"ADIPOR1",39.66503,39.66503,32.256444,31.830242,37.463725,33.850137,1.16685423646972
"ADIPOR2",167.16569,167.16569,16.386789,15.287734,16.694558,16.123027,9.82102580344001
"ADK",171.68817,171.68817,20.554919,17.037931,20.523577,19.3721423333333,8.47668189110597
"ADM",26.78219,26.78219,10.690962,0.582258,1.265497,4.17957233333333,5.36379998425867
"ADM2",0.4564,0.4564,0.609662,0.257507,0.259439,0.375536,1.05878726547324
"ADNP",12.46793,12.46793,33.14152,33.326225,36.270268,34.2460043333333,0.38211224945186
"ADNP2",5.24856,5.24856,26.865206,4.853073,21.502089,17.7401226666667,0.333432182443203
"ADO",13.62967,13.62967,10.025081,12.104348,16.995181,13.0415366666667,1.04188525424924
"ADORA1",60.86673,60.86673,8.103956,13.398671,14.181675,11.8947673333333,4.79781669577494
"ADORA2A",8.33961,8.33961,4.458051,6.027596,2.924768,4.47013833333333,1.70738095288876
"ADORA2B",4.4395,4.4395,2.491963,0.55829,0.939664,1.32997233333333,2.33457707723854
"ADORA3",27.25933,27.25933,0.033464,0,0.146614,0.060026,26.6590913807775
"ADPGK",24.9981,24.9981,37.079191,32.770197,40.693949,36.847779,0.686912169932085
"ADPRH",1.41068,1.41068,1.159986,1.567333,1.146179,1.291166,1.05216295982046
"ADPRHL1",3.73416,3.73416,7.212688,2.904292,2.874422,4.33046733333333,0.888132260073257
"ADPRHL2",43.87633,43.87633,10.881896,9.620763,10.437662,10.3134403333333,3.96663867734192
"ADPRM",2.6554,2.6554,4.648023,4.004344,4.175622,4.27599633333333,0.692835962926181
"ADRA1A",5.78794,5.78794,0.148686,0,0.052587,0.067091,6.36116319976459
"ADRA1B",3.63043,3.63043,0.622868,0.88655,1.25758,0.922332666666667,2.40875582061932
"ADRA1D",1.24472,1.24472,0.129118,0.028748,0.614497,0.257454333333333,1.78513043416023
"ADRA2A",0.95428,0.95428,1.392701,0.885525,1.26214,1.180122,0.896408549613279
"ADRA2B",3.56819,3.56819,0.014658,0.019414,0,0.0113573333333333,4.51689017267883
"ADRA2C",5.12409,5.12409,3.734286,2.768347,3.941427,3.48135333333333,1.36657155650897
"ADRB1",1.80484,1.80484,0.021276,0,0,0.007092,2.78508815480611
"ADRB2",3.27776,3.27776,0.205318,0.020799,0.093842,0.106653,3.86549351964889
"ADRB3",0,0,0,0,0,0,1
"ADRM1",65.53443,65.53443,27.997186,35.279077,40.282947,34.5197366666667,1.87316788478443
"ADSL",21.13947,21.13947,121.672974,146.622489,175.128689,147.808050666667,0.148778711237827
"ADTRP",3.58894,3.58894,0.184495,0.265055,0.255863,0.235137666666667,3.71532673955643
"AEBP1",62.75456,62.75456,67.327279,57.652961,57.818912,60.9330506666667,1.02941094155263
"AEBP2",10.93278,10.93278,14.672734,9.325776,8.664046,10.8875186666667,1.00380746685683
"AEN",6.90819,6.90819,5.360447,4.747205,6.867172,5.65827466666667,1.18772360647583
"AFAP1",4.39801,4.39801,15.165396,13.018548,12.358513,13.5141523333333,0.37191355554419
"AFAP1L1",3.50596,3.50596,33.983205,17.877142,17.390687,23.083678,0.187096007511809
"AFAP1L2",27.57051,27.57051,63.126769,44.576435,53.577299,53.7601676666667,0.52173890653354
"AFF1",10.31042,10.31042,4.143677,4.304439,2.95707,3.80172866666667,2.3554891967379
"AFF2",3.38149,3.38149,2.45817,3.100299,2.157437,2.57196866666667,1.22663170057669
"AFF3",21.22245,21.22245,8.893053,7.123453,4.364032,6.79351266666667,2.8514035904563
"AFF4",7.5098,7.5098,17.759701,14.03179,12.014606,14.6020323333333,0.545428942729406
"AFG3L1P",32.65311,32.65311,17.616576,13.553307,13.787041,14.9856413333333,2.10520862430626
"AFG3L2",18.79525,18.79525,33.830329,38.251001,38.240585,36.7739716666667,0.524044709269165
"AFM",0,0,0,0,0,0,1
"AFMID",196.87297,196.87297,25.481346,13.653048,15.747388,18.2939273333333,10.2557124105129
"AFP",0.4564,0.4564,0.320045,0.1408,0,0.153615,1.2624662474049
"AFTPH",12.42644,12.42644,12.004309,15.963136,16.530292,14.832579,0.848026085958579
"AGA",12.8206,12.8206,10.447655,7.690008,11.117989,9.751884,1.28541193338767
"AGAP1",327.56841,327.56841,21.582756,23.19791,18.92196,21.2342086666667,14.7776075562602
"AGAP11",187.84876,187.84876,0,0.231624,0.353817,0.195147,158.012997564316
"AGAP2",112.35659,112.35659,21.955342,18.557331,25.121445,21.8780393333333,4.95482101190548
"AGAP3",335.1197,335.1197,110.162923,94.110047,95.715657,99.996209,3.32804273871309
"AGAP4",1.82559,1.82559,25.17303,24.819937,20.100439,23.3644686666667,0.11597174716417
"AGAP5",1.63888,1.63888,6.633903,4.502461,4.698804,5.27838933333333,0.420311621324535
"AGAP6",6.61775,6.61775,6.4677,5.484844,6.237243,6.06326233333333,1.07850305432518
"AGAP9",0,0,7.383833,7.539014,6.852953,7.2586,0.12108589833628
"AGBL1",0.20745,0.20745,0.637697,0.014167,0.008277,0.220047,0.989674987930793
"AGBL2",2.05379,2.05379,3.145308,0.324972,1.06061,1.51029666666667,1.2165056188578
"AGBL3",3.69266,3.69266,2.735451,1.007063,1.095592,1.612702,1.79609461775587
"AGBL4",18.65003,18.65003,1.435417,1.410235,1.121904,1.32251866666667,8.46065535748834
"AGBL5",12.21899,12.21899,21.863234,24.685973,27.258025,24.6024106666667,0.516318176913341
"AGER",14.72917,14.72917,30.388007,11.563538,19.894568,20.615371,0.727684479715847
"AGFG1",23.04804,23.04804,30.302172,26.453683,34.948506,30.5681203333333,0.76178244843445
"AGFG2",32.54939,32.54939,3.636228,3.576014,3.970832,3.72769133333333,7.09635795455908
"AGGF1",7.75875,7.75875,6.327322,6.281483,7.254199,6.62100133333333,1.14929123049622
"AGK",17.42606,17.42606,21.04368,24.340332,19.779271,21.7210943333333,0.810967100865726
"AGL",2.71764,2.71764,5.007342,3.550082,3.447344,4.00158933333333,0.743291732334682
"AGMAT",2.6554,2.6554,0.465682,0.531145,0.610709,0.535845333333333,2.38005736688764
"AGMO",6.34806,6.34806,0.381156,0.253831,1.51066,0.715215666666667,4.2840443582702
"AGPAT1",67.15256,67.15256,60.103833,59.26444,69.619887,62.9960533333333,1.06494942188102
"AGPAT2",9.50135,9.50135,8.382869,4.858103,5.677696,6.30622266666667,1.43731589894057
"AGPAT3",170.07003,170.07003,15.77028,13.113018,16.357446,15.080248,10.6385193810444
"AGPAT4",189.84031,189.84031,15.696457,14.33158,17.125868,15.7179683333333,11.4152812228679
"AGPAT5",14.35575,14.35575,22.881904,17.623737,21.389621,20.631754,0.709870776082235
"AGPS",6.03688,6.03688,10.780873,11.492016,12.090937,11.4546086666667,0.56500209587744
"AGR2",0,0,0,0.208241,0.229705,0.145982,0.872614055020061
"AGR3",0,0,0,0,0,0,1
"AGRN",105.36542,105.36542,305.21417,214.320803,250.600443,256.711805333333,0.412730103156987
"AGRP",1.63888,1.63888,0.198538,0.262452,0.30045,0.253813333333333,2.10468331277383
"AGT",94.05922,94.05922,3.889058,2.366724,1.550923,2.602235,26.3889557455302
"AGTPBP1",25.95238,25.95238,36.703555,32.807796,29.329583,32.946978,0.793955208619748
"AGTR1",0.82981,0.82981,0.735068,0.073841,0.225448,0.344785666666667,1.3606703620924
"AGTR2",0,0,0.101164,0,0,0.0337213333333333,0.967378700384759
"AGTRAP",19.60432,19.60432,11.358205,6.374383,5.21081,7.64779933333333,2.38260847711622
"AGXT",0,0,0.062805,0.03086,0.044236,0.045967,0.956053106837979
"AGXT2",0,0,0.032249,0,0,0.0107496666666667,0.989364659696483
"AHCTF1",8.02843,8.02843,16.655764,18.161667,22.094244,18.9705583333333,0.452087009752273
"AHCY",42.38266,42.38266,51.809212,47.141732,60.330624,53.093856,0.801988676865632
"AHCYL1",98.29127,98.29127,42.369703,25.77749,26.702941,31.6167113333333,3.04418397628357
"AHCYL2",18.52556,18.52556,17.628371,21.980167,21.187475,20.2653376666667,0.918187160065943
"AHDC1",13.23551,13.23551,13.524363,12.252016,11.895501,12.5572933333333,1.05002596388463
"AHI1",65.63815,65.63815,25.109264,48.55998,47.511254,40.3934993333333,1.60986993303892
"AHNAK",58.23208,58.23208,25.535928,8.221723,14.095113,15.9509213333333,3.49432805658312
"AHNAK2",10.97427,10.97427,29.394939,23.593084,24.084386,25.690803,0.448629065225201
"AHR",7.11564,7.11564,53.49198,19.843543,12.617232,28.6509183333333,0.273706193810411
"AHRR",6.30657,6.30657,7.307137,4.146563,5.104413,5.519371,1.12074769176352
"AHSA1",253.21722,253.21722,223.442003,274.788279,296.325945,264.852075666667,0.956235603436646
"AHSG",0.16596,0.16596,0.048585,0,0.057296,0.0352936666666667,1.12621185422107
"AHSP",1.22397,1.22397,0,0,0,0,2.22397
"AICDA",0.35267,0.35267,0.081179,0,0.177725,0.0863013333333333,1.24520697756055
"AIDA",37.54901,37.54901,30.923177,22.473775,28.922289,27.439747,1.35546248002839
"AIF1",28.13064,28.13064,0.37268,0,0,0.124226666666667,25.9117141264514
"AIF1L",337.42243,337.42243,17.293177,8.597442,15.071041,13.6538866666667,23.0943801940145
"AIFM1",23.73263,23.73263,28.433597,26.767055,34.119729,29.7734603333333,0.803699997728562
"AIFM2",4.93738,4.93738,2.066201,2.230815,2.65694,2.31798533333333,1.78945335904639
"AIFM3",82.79452,82.79452,1.810086,2.309351,1.668205,1.929214,28.6064862451156
"AIG1",439.07443,439.07443,13.213367,20.792068,23.459736,19.155057,21.8344423436758
"AIM2",1.5559,1.5559,1.706372,1.463533,1.000209,1.390038,1.06939722297302
"AIMP1",25.78642,25.78642,22.207127,13.872661,17.198811,17.759533,1.42788309282539
"AIMP2",18.69152,18.69152,11.55745,14.378413,20.742734,15.5595323333333,1.18913503132949
"AIP",72.00696,72.00696,22.613284,20.769834,18.801212,20.72811,3.36002349030818
"AIPL1",0.08298,0.08298,0.05473,0,0.082054,0.0455946666666667,1.03575509183929
"AIRE",1.49366,1.49366,0.045794,0.152647,0.079835,0.0927586666666667,2.28198601948097
"AJAP1",40.95124,40.95124,2.218232,3.975825,4.470698,3.55491833333333,9.21009707089516
"AJUBA",2.09528,2.09528,11.690944,13.297851,16.688082,13.8922923333333,0.207844429233494
"AK1",185.77423,185.77423,87.436843,68.34882,80.529342,78.7716683333333,2.34136045919895
"AK2",63.58437,63.58437,188.33627,192.179745,192.303037,190.939684,0.336482631700071
"AK3",30.37113,30.37113,26.04459,23.194928,29.095988,26.1118353333333,1.15710093449225
"AK4",6.36881,6.36881,17.684579,2.226969,1.23133,7.047626,0.915650155710516
"AK5",2070.54765,2070.54765,31.797751,21.511449,14.256939,22.5220463333333,88.0683432318722
"AK7",3.07031,3.07031,2.396584,1.332213,1.433433,1.72074333333333,1.49602865883466
"AK8",4.04533,4.04533,0.41893,0.342211,0.939223,0.566788,3.22017401205524
"AKAP1",32.07225,32.07225,17.630244,20.951008,26.493062,21.691438,1.457477044866
"AKAP10",31.13871,31.13871,26.47572,45.551661,52.42177,41.4830503333333,0.756506647894422
"AKAP11",14.16905,14.16905,8.484308,7.882844,8.492657,8.286603,1.63343366783311
"AKAP12",14.85364,14.85364,106.725016,92.278926,73.565635,90.8565256666667,0.17259133071863
"AKAP13",10.20669,10.20669,30.197995,38.613052,33.781328,34.1974583333333,0.318394865159535
"AKAP14",0,0,0.978434,0.406526,0.452671,0.612543666666667,0.620138245351909
"AKAP17A",0,0,14.305538,8.056834,10.083215,10.8151956666667,0.0846367701570297
"AKAP3",2.96658,2.96658,1.327598,1.284105,0.59053,1.067411,1.9186218898903
"AKAP4",0,0,0.058874,0,0.029122,0.029332,0.97150384909825
"AKAP5",0.85056,0.85056,2.106467,3.100108,2.588785,2.59845333333333,0.514265388092662
"AKAP6",89.14259,89.14259,61.657005,70.285298,24.549004,52.163769,1.69556432313894
"AKAP7",14.54246,14.54246,5.157296,6.413922,5.100539,5.55725233333333,2.37027023056456
"AKAP8",8.27738,8.27738,9.737464,9.653188,13.090255,10.826969,0.784425832180671
"AKAP8L",38.66925,38.66925,120.624963,92.069403,95.687268,102.793878,0.382192579797433
"AKAP9",26.42952,26.42952,34.788675,38.186371,41.838857,38.271301,0.698462217994764
"AKIP1",30.68231,30.68231,17.853842,15.109955,16.520029,16.4946086666667,1.8109756327597
"AKIRIN1",48.14986,48.14986,56.107507,62.831699,77.134568,65.3579246666667,0.740678076460237
"AKIRIN2",25.45449,25.45449,33.096583,27.055118,32.198098,30.7832663333333,0.832340191928459
"AKNA",16.36805,16.36805,13.899447,3.403643,2.798689,6.700593,2.2554172126744
"AKNAD1",1.7841,1.7841,1.650251,0.119347,0.429944,0.733180666666667,1.60635302109301
"AKR1A1",97.39922,97.39922,100.422883,98.041526,128.35188,108.938763,0.895036630528579
"AKR1B1",95.055,95.055,56.650388,68.549179,80.907313,68.7022933333333,1.37807517380585
"AKR1B10",0.35267,0.35267,0.162969,0.354662,0.297328,0.271653,1.06370999006805
"AKR1B15",0.12447,0.12447,0.454818,0.315128,0.87059,0.546845333333333,0.726944042670933
"AKR1C1",10.06147,10.06147,45.322728,60.080483,74.611978,60.005063,0.181320524166986
"AKR1C2",2.07453,2.07453,49.089881,64.375346,71.28443,61.583219,0.0491270671136299
"AKR1C3",9.87477,9.87477,1.557851,1.125975,0.929279,1.20436833333333,4.93328171864805
"AKR1C4",0,0,0,0,0.08734,0.0291133333333333,0.971710274864446
"AKR1D1",0.12447,0.12447,0.064744,0.027846,0,0.0308633333333333,1.09080414797953
"AKR1E2",3.42298,3.42298,5.357368,4.168866,5.02889,4.851708,0.755844276577027
"AKR7A2",29.97697,29.97697,25.461604,22.751836,22.99709,23.7368433333333,1.25226042719274
"AKR7A3",1.99155,1.99155,0.25022,0,0.639261,0.296493666666667,2.30741582231665
"AKT1",102.46107,102.46107,140.470986,88.161246,97.842624,108.824952,0.94205431567136
"AKT1S1",57.00811,57.00811,19.145791,18.543301,16.360812,18.0166346666667,3.05038777979363
"AKT2",74.28895,74.28895,110.40854,92.838798,122.237385,108.494907666667,0.68760229680453
"AKT3",77.83639,77.83639,22.058408,20.927236,17.210451,20.065365,3.74246494186073
"AKTIP",40.4326,40.4326,20.042852,19.398212,19.414276,19.6184466666667,2.00949182398803
"ALAD",115.69658,115.69658,20.345619,18.909778,18.200855,19.152084,5.79079463940305
"ALAS1",31.3669,31.3669,29.277021,29.259277,30.985037,29.840445,1.04949523264013
"ALAS2",1.92931,1.92931,0,0.091655,0,0.0305516666666667,2.84246786915099
"ALB",14.50097,14.50097,1.050031,0,1.309441,0.786490666666667,8.67677077144913
"ALCAM",52.1537,52.1537,125.925366,120.652159,146.773687,131.117070666667,0.402322725835389
"ALDH16A1",12.3642,12.3642,19.566151,9.319604,24.719604,17.868453,0.708282761708127
"ALDH18A1",7.01191,7.01191,71.662629,39.571366,55.898627,55.710874,0.141276433158128
"ALDH1A1",93.9555,93.9555,0.626846,0.257617,0.12231,0.335591,71.0962412894367
"ALDH1A2",10.53862,10.53862,4.249506,2.837072,5.817486,4.30135466666667,2.17654179460042
"ALDH1A3",10.3934,10.3934,45.925434,30.788044,29.425931,35.379803,0.313179265978983
"ALDH1B1",6.43105,6.43105,7.08833,6.596248,7.538597,7.07439166666667,0.920323202883189
"ALDH1L1",20.76605,20.76605,0.619765,0.068257,0.287033,0.325018333333333,16.4269802556191
"ALDH1L2",2.11602,2.11602,7.323416,7.63165,5.45928,6.804782,0.399244975708482
"ALDH2",165.00818,165.00818,26.377461,35.655589,33.24393,31.7589933333333,5.06756048059271
"ALDH3A1",0.60161,0.60161,0.039417,0.051958,0.591362,0.227579,1.30468996292703
"ALDH3A2",25.72418,25.72418,74.828734,95.945995,93.950804,88.2418443333333,0.299457952708605
"ALDH3B1",6.16136,6.16136,0.47774,0.645695,0.943989,0.689141333333333,4.23964523197585
"ALDH3B2",1.03727,1.03727,0.043658,0,0,0.0145526666666667,2.00804755330592
"ALDH4A1",18.69152,18.69152,12.814983,19.384723,20.230924,17.4768766666667,1.0657385636786
"ALDH5A1",14.1483,14.1483,10.039551,20.478069,17.666083,16.0612343333333,0.887878315486474
"ALDH6A1",42.00925,42.00925,7.224198,6.025171,8.410906,7.22009166666667,5.23221050860138
"ALDH7A1",54.14525,54.14525,258.937854,164.995417,158.874167,194.269146,0.282406366441527
"ALDH8A1",8.23589,8.23589,3.740429,4.582988,6.847804,5.05707366666667,1.52481057822146
"ALDH9A1",37.77721,37.77721,17.123983,17.718274,19.490382,18.1108796666667,2.02906463105597
"ALDOA",2300.38492,2300.38492,1821.26722,850.356534,947.895686,1206.50648,1.90589860851099
"ALDOB",1.14099,1.14099,0.220526,0.198801,0.261344,0.226890333333333,1.74505409475609
"ALDOC",336.2192,336.2192,149.888784,10.032049,9.580176,56.5003363333333,5.86464743519268
"ALG1",14.54246,14.54246,7.687033,9.557751,12.262513,9.83576566666667,1.43436656698956
"ALG10",0.33192,0.33192,1.337597,1.794026,2.099545,1.74372266666667,0.485442649208472
"ALG10B",0.6431,0.6431,2.219308,1.48526,1.471991,1.72551966666667,0.602857510109081
"ALG11",1.70112,1.70112,12.293684,13.142856,5.905583,10.4473743333333,0.235959786178624
"ALG12",12.55091,12.55091,12.628917,9.086696,9.803056,10.506223,1.17770270922091
"ALG13",35.01808,35.01808,84.344072,54.173153,47.306609,61.941278,0.572248946073195
"ALG14",32.88131,32.88131,19.350275,7.94977,17.744426,15.0148236666667,2.11562179548194
"ALG1L",3.83788,3.83788,1.091895,0.437526,0.836497,0.788639333333333,2.70478229447412
"ALG1L2",5.39378,5.39378,0.568736,1.014702,1.959096,1.18084466666667,2.93179064869972
"ALG2",5.16558,5.16558,11.678582,11.627649,12.099764,11.8019983333333,0.481610748530275
"ALG3",21.90704,21.90704,26.809772,26.791477,32.175961,28.5924033333333,0.774085150907536
"ALG5",20.28891,20.28891,14.303079,14.720661,19.741657,16.2551323333333,1.2337726300061
"ALG6",5.3108,5.3108,9.953424,6.686905,8.692191,8.44417333333333,0.668221534829941
"ALG8",33.35845,33.35845,42.783117,43.766238,53.376629,46.6419946666667,0.721179922049723
"ALG9",17.01115,17.01115,25.659875,17.639538,23.455072,22.251495,0.774623309167862
"ALK",2.48944,2.48944,11.932029,11.197519,11.557001,11.562183,0.277773377445624
"ALKBH1",5.45602,5.45602,5.602867,6.665361,8.474423,6.914217,0.815749681869982
"ALKBH2",16.26432,16.26432,11.750567,9.507876,10.088156,10.4488663333333,1.5079501757947
"ALKBH3",30.2674,30.2674,17.37755,21.393461,19.983029,19.58468,1.51896458919935
"ALKBH4",17.0319,17.0319,5.259717,5.352017,6.315695,5.64247633333333,2.71463518951692
"ALKBH5",50.76377,50.76377,23.347593,16.356719,18.253911,19.3194076666667,2.54750388639118
"ALKBH6",35.39149,35.39149,20.033085,16.141946,22.530426,19.5684856666667,1.76928387387197
"ALKBH7",44.35347,44.35347,21.486468,17.541507,27.082404,22.036793,1.96874061419921
"ALKBH8",3.19478,3.19478,2.08368,2.736061,3.095879,2.63854,1.15287450460899
"ALLC",1.34844,1.34844,0,0.097863,0,0.032621,2.27425163733838
"ALMS1",21.51288,21.51288,19.985083,8.8182,11.853731,13.552338,1.54702838815316
"ALOX12",2.01229,2.01229,1.773981,1.702332,1.710089,1.72880066666667,1.10388788627776
"ALOX12B",0.70534,0.70534,0.664101,0.155606,0.179107,0.332938,1.27938433745606
"ALOX12P2",3.92086,3.92086,0.526935,0.143679,0.684365,0.451659666666667,3.38981657546454
"ALOX15",12.69613,12.69613,0.020549,0.235989,0.038188,0.098242,12.470958131268
"ALOX15B",0.66385,0.66385,0.063337,0,0.064103,0.04248,1.59604980431279
"ALOX5",7.42682,7.42682,0.434037,0.061014,0.378232,0.291094333333333,6.52688171765399
"ALOX5AP",9.39762,9.39762,0.230292,0,0,0.076764,9.6563592393505
"ALOXE3",1.28621,1.28621,0.149848,0.131815,0.296167,0.19261,1.91698040432329
"ALPI",0,0,0,0,0,0,1
"ALPK1",6.8667,6.8667,4.264844,1.02584,1.141538,2.144074,2.50207215224578
"ALPK2",0.72609,0.72609,3.152276,0.270697,0.507025,1.30999933333333,0.747225323874552
"ALPK3",3.54745,3.54745,7.896589,1.089814,0.58696,3.191121,1.08501997436963
"ALPL",12.69613,12.69613,0.446383,2.37342,2.037493,1.61909866666667,5.22932953015898
"ALPP",0.08298,0.08298,0,0,0,0,1.08298
"ALS2",6.57626,6.57626,23.522135,21.121391,16.062301,20.2352756666667,0.35677709670106
"ALS2CL",5.47676,5.47676,0.469621,0.383243,0.12448,0.325781333333333,4.88523999935635
"ALX1",0.18671,0.18671,0.235998,0.807251,1.456625,0.833291333333333,0.647311192947329
"ALX3",2.48944,2.48944,0,0,0,0,3.48944
"ALX4",0.12447,0.12447,0.209851,0.03613,0.082642,0.109541,1.01345511342077
"ALYREF",58.91667,58.91667,132.823415,102.094818,159.769552,131.562595,0.451987757179919
"AMACR",9.5221,9.5221,14.877564,12.883959,16.010596,14.5907063333333,0.674895657389395
