"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"ZC3H8",8.48483,8.48483,7.27209,10.192199,6.530801,7.99836333333333,271,164,226,1.05406168306903
"ZC3HAV1",2.92509,2.92509,2.193483,2.81654,2.444633,2.48488533333333,240,226,239,1.12631826432166
"ZC3HAV1L",0.60161,0.60161,2.794502,3.663019,1.639307,2.69894266666667,67,70,34,0.432991301658456
"ZC3HC1",7.59278,7.59278,8.211534,12.232273,13.548796,11.3308676666667,168,150,202,0.696851205631569
"ZC4H2",29.00194,29.00194,18.255248,13.146803,17.60867,16.336907,283,183,278,1.73052436631286
"ZCCHC10",18.87823,18.87823,8.360077,9.814972,10.647965,9.60767133333333,124,125,125,1.87394852040099
"ZCCHC12",13.96159,13.96159,7.37771,4.570295,7.570833,6.50627933333333,238,119,216,1.99320986278244
"ZCCHC13",0,0,0,0,0,0,0,0,0,1
"ZCCHC14",7.55129,7.55129,4.232849,4.787765,4.253219,4.424611,457,421,408,1.57638768936611
"ZCCHC17",55.63891,55.63891,35.212794,36.832107,33.422722,35.1558743333333,665,537,578,1.56652026937107
"ZCCHC18",3.54745,3.54745,26.970631,42.365605,24.142081,31.159439,116,70,114,0.141403275100663
"ZCCHC2",8.46409,8.46409,6.467627,2.49098,3.329185,4.09593066666667,100,76,73,1.8571857858872
"ZCCHC24",130.57097,130.57097,11.418915,10.939188,11.549913,11.302672,869,669,767,10.6945036005187
"ZCCHC3",5.43527,5.43527,9.179681,9.70642,9.018575,9.30155866666667,354,295,300,0.624688962925869
"ZCCHC4",5.62198,5.62198,5.976518,4.22184,3.573312,4.59055666666667,153,97,102,1.18449385183467
"ZCCHC7",13.81637,13.81637,9.80733,8.890061,8.719284,9.13889166666667,235,195,194,1.46134020237255
"ZCCHC8",12.3642,12.3642,8.674898,9.717455,7.968366,8.78690633333333,246,223,199,1.36551833080109
"ZCCHC9",10.1652,10.1652,13.661506,11.872859,16.507987,14.0141173333333,227,212,263,0.743646779368893
"ZCRB1",92.75227,92.75227,18.579748,18.390619,19.860597,18.9436546666667,191,184,176,4.70085706792222
"ZCWPW1",23.54592,23.54592,3.672418,2.716908,4.128396,3.50590733333333,47,35,48,5.44749773667486
"ZCWPW2",2.73838,2.73838,1.506295,0.904762,0.925547,1.11220133333333,22,16,17,1.76989756658298
"ZDBF2",2.26124,2.26124,1.878026,3.061351,2.311992,2.417123,289,308,260,0.954381800128353
"ZDHHC1",8.11142,8.11142,5.782608,4.386622,4.016285,4.728505,78,49,62,1.59054063843882
"ZDHHC11",204.42426,204.42426,7.227278,8.2127,10.148584,8.52952066666667,115,86,131,21.5566204414199
"ZDHHC11B",206.56103,206.56103,3.026772,2.278605,3.328926,2.878101,108,53,92,53.5213059175096
"ZDHHC12",10.89129,10.89129,6.056297,2.912346,5.507536,4.825393,88,38,71,2.04128545490407
"ZDHHC13",6.32732,6.32732,11.693616,6.506602,7.609969,8.60339566666667,162,123,131,0.762992617854233
"ZDHHC14",136.19294,136.19294,17.408752,10.069517,22.135327,16.5378653333333,440,206,368,7.82267039873116
"ZDHHC15",4.00384,4.00384,1.702946,1.95432,1.315574,1.65761333333333,139,88,85,1.88283221537119
"ZDHHC16",14.02383,14.02383,35.776809,38.254832,35.142397,36.391346,509,437,466,0.401799657065033
"ZDHHC17",17.48829,17.48829,18.407439,13.416187,22.552339,18.1253216666667,836,657,734,0.966691714901876
"ZDHHC18",13.52594,13.52594,11.667377,13.118216,11.072798,11.952797,348,259,317,1.12145199218362
"ZDHHC19",6.6385,6.6385,0.560145,0.36298,1.100982,0.674702333333333,3,1,5,4.561109068736
"ZDHHC2",25.84865,25.84865,40.80971,34.357748,38.728528,37.9653286666667,514,580,421,0.689039485068375
"ZDHHC20",59.18636,59.18636,43.314838,43.290607,20.689044,35.7648296666667,697,806,606,1.6370634801164
"ZDHHC20P1",1.0995,1.0995,0,0,0,0,0,0,0,2.0995
"ZDHHC20P2",0,0,0,0,0,0,0,0,0,1
"ZDHHC20P3",0,0,0,0.864759,0,0.288253,0,1,0,0.776245038823896
"ZDHHC21",3.40223,3.40223,3.139554,2.812505,3.099602,3.01722033333333,345,312,315,1.0958398182624
"ZDHHC22",18.52556,18.52556,2.288784,1.751528,1.973698,2.00467,121,75,91,6.49840415087181
"ZDHHC23",2.32347,2.32347,1.3281,0.754709,1.686397,1.256402,92,41,78,1.47290686677285
"ZDHHC24",13.23551,13.23551,3.274475,2.537119,3.106395,2.972663,209,125,180,3.58336712678624
"ZDHHC3",21.84481,21.84481,20.114255,26.096217,18.853298,21.6879233333333,685,562,602,1.00691498575527
"ZDHHC4",18.56705,18.56705,26.331261,20.983945,29.561679,25.6256283333333,322,207,317,0.734895332986508
"ZDHHC4P1",0,0,0,0,0,0,0,0,0,1
"ZDHHC5",11.0365,11.0365,26.982943,27.757166,23.825724,26.188611,1072,949,1001,0.442703748271657
"ZDHHC6",18.79525,18.79525,41.666798,32.567916,37.149053,37.1279223333333,424,323,414,0.519179876284368
"ZDHHC7",16.86594,16.86594,26.91013,29.540195,22.588452,26.346259,642,554,579,0.653323001146153
"ZDHHC8",51.90476,51.90476,35.274358,48.207133,29.776506,37.7526656666667,765,619,599,1.36519021568899
"ZDHHC9",74.35118,74.35118,29.507296,26.930355,29.158119,28.5319233333333,1167,783,1101,2.5515161728376
"ZEB1",43.17098,43.17098,4.892235,7.308841,4.823408,5.674828,392,419,341,6.61754580043111
"ZEB2",619.99426,619.99426,30.801741,59.592047,38.537496,42.9770946666667,1848,2587,1594,14.1208568848614
"ZEB2P1",0.33192,0.33192,0,0.243526,0,0.0811753333333333,0,2,0,1.2319185972303
"ZER1",40.4326,40.4326,17.427017,14.485086,11.869789,14.593964,589,469,536,2.6569639380981
"ZFAND1",17.21861,17.21861,9.341535,10.150898,8.591576,9.36133633333333,163,145,136,1.75832628281635
"ZFAND2A",46.28278,46.28278,11.325541,14.037522,11.321842,12.2283016666667,75,71,76,3.57436511439299
"ZFAND2B",66.7584,66.7584,19.88177,14.66868,15.681064,16.743838,193,116,158,3.81870032853095
"ZFAND3",316.61488,316.61488,64.555723,70.270323,69.750037,68.1920276666667,1207,1046,1108,4.5903392444302
"ZFAND4",7.0534,7.0534,2.65212,2.711276,2.17306,2.512152,61,41,46,2.29301009751286
"ZFAND5",75.34696,75.34696,75.162757,84.315887,78.886405,79.4550163333333,1703,1610,1599,0.948939711648143
"ZFAND6",107.85485,107.85485,36.837683,37.009001,37.635565,37.1607496666667,666,519,601,2.85253436976068
"ZFAT",7.9662,7.9662,4.554255,7.669408,6.401185,6.20828266666667,130,106,99,1.24387463902636
"ZFC3H1",38.85596,38.85596,39.242076,44.402114,47.668775,43.7709883333333,709,799,668,0.890218453594558
"ZFHX2",3.7549,3.7549,4.382261,2.450899,2.847653,3.22693766666667,193,203,144,1.12490421552624
"ZFHX3",1.9708,1.9708,3.425071,3.993639,2.889925,3.43621166666667,729,739,558,0.669670480856977
"ZFHX4",11.4929,11.4929,1.453664,2.713772,1.345926,1.83778733333333,171,206,179,4.40233834764691
"ZFP1",9.83328,9.83328,5.505268,5.33553,4.390882,5.07722666666667,203,134,147,1.78260259065539
"ZFP14",7.42682,7.42682,2.378018,1.877174,2.060175,2.10512233333333,224,176,182,2.71384476854213
"ZFP2",4.79217,4.79217,1.222761,1.264632,1.381508,1.28963366666667,28,32,36,2.52973656193327
"ZFP28",7.82098,7.82098,6.1775,4.485573,4.122319,4.928464,262,187,218,1.48790310609966
"ZFP3",3.04956,3.04956,0.452983,0.465844,0.625487,0.514771333333333,35,29,43,2.67338040461112
"ZFP30",22.69537,22.69537,6.036827,7.773029,6.728477,6.846111,299,218,240,3.02001462890341
"ZFP36",73.68733,73.68733,2.35305,2.809932,2.121377,2.42811966666667,43,50,39,21.7866752803942
"ZFP36L1",135.81953,135.81953,60.024599,71.932778,49.741858,60.5664116666667,2135,2082,1773,2.22230801334938
"ZFP36L2",44.68539,44.68539,8.131239,7.928396,9.715769,8.59180133333333,412,310,414,4.76296249394101
"ZFP37",1.70112,1.70112,2.473665,2.096596,3.126767,2.565676,101,75,116,0.757533774801749
"ZFP41",12.136,12.136,5.496429,5.335932,3.490678,4.77434633333333,197,141,146,2.27488952717823
"ZFP42",0,0,0.157511,0.455047,0.204485,0.272347666666667,5,13,6,0.785948704271867
"ZFP57",11.20247,11.20247,0,0.054753,0,0.018251,0,1,0,11.9837544966811
"ZFP62",13.73339,13.73339,8.216619,6.621182,8.290751,7.70951733333333,259,177,218,1.69164253725197
"ZFP64",6.55552,6.55552,5.070061,3.363936,3.6645,4.03283233333333,162,117,137,1.50124611741155
"ZFP82",5.91241,5.91241,1.84387,1.794476,1.780872,1.806406,106,92,113,2.46308267584947
"ZFP90",22.1145,22.1145,16.263024,15.305292,23.169886,18.2460673333333,814,584,693,1.20099860400918
"ZFP91",28.31734,28.31734,11.19859,12.661719,10.473182,11.444497,981,888,811,2.35584772932164
"ZFP92",1.0995,1.0995,0.189781,0.21187,0.07262,0.158090333333333,18,16,6,1.81289830298212
"ZFPL1",54.78836,54.78836,21.232031,33.274882,35.698985,30.0686326666667,206,166,188,1.79564902641676
"ZFPM1",6.72148,6.72148,0.534365,0.813419,1.068773,0.805519,29,25,34,4.27659858467288
"ZFPM2",13.17327,13.17327,0.684275,0.276443,0.022759,0.327825666666667,15,10,1,10.6740443085275
"ZFR",61.57207,61.57207,32.745997,34.5035,35.192509,34.1473353333333,1515,1378,1371,1.7802791991647
"ZFR2",16.20209,16.20209,10.5778,6.645996,6.895735,8.03984366666667,93,48,69,1.90291897009576
"ZFX",6.74222,6.74222,3.343157,6.819283,2.266483,4.14297433333333,228,270,219,1.5053973631212
"ZFY",0,0,1.991971,4.508495,2.588569,3.02967833333333,146,189,140,0.248158765360511
"ZFYVE1",13.5052,13.5052,17.983866,20.9978,14.318522,17.7667293333333,607,559,568,0.772921042466146
"ZFYVE16",35.08032,35.08032,33.611063,40.47106,31.137323,35.0731486666667,757,712,633,1.000198799761
"ZFYVE19",26.05611,26.05611,12.770568,13.271849,11.673847,12.572088,210,162,156,1.99351124160115
"ZFYVE21",54.12451,54.12451,21.866208,18.232663,18.427823,19.508898,358,275,248,2.68783383680586
"ZFYVE26",11.7211,11.7211,15.266497,10.727575,11.752576,12.582216,764,538,567,0.936599741897788
"ZFYVE27",28.37958,28.37958,32.082442,28.133556,33.060611,31.092203,857,606,780,0.915474079482795
"ZFYVE28",13.83712,13.83712,2.624432,2.260952,1.916523,2.26730233333333,70,33,49,4.54109185080005
"ZFYVE9",8.52632,8.52632,5.350496,6.003745,6.821702,6.05864766666667,393,317,426,1.34959562367541
"ZFYVE9P1",0,0,0,0,0,0,0,0,0,1
"ZG16",0.12447,0.12447,0,0.026263,0.047673,0.0246453333333333,0,1,2,1.0974236288589
"ZG16B",1.24472,1.24472,0.127714,0,0,0.0425713333333333,1,0,0,2.15306130931409
"ZGLP1",6.74222,6.74222,5.742944,4.919834,5.346459,5.33641233333333,79,61,86,1.22186177172708
"ZGPAT",57.00811,57.00811,15.759857,16.24747,16.314051,16.107126,294,233,223,3.39087407200952
"ZHX1",38.10913,38.10913,7.439789,4.667417,6.101172,6.06945933333333,250,211,216,5.53212461603617
"ZHX2",30.03921,30.03921,2.54655,3.450957,2.67967,2.89239233333333,174,186,162,7.97432718541476
"ZHX3",36.30429,36.30429,5.996779,7.232993,5.135952,6.121908,465,393,419,5.23796291667907
"ZIC1",64.5594,64.5594,2.944566,6.608395,3.898171,4.48371066666667,68,107,44,11.9552988815602
"ZIC2",8.40185,8.40185,5.587258,11.727444,1.734231,6.34964433333333,65,94,32,1.27922516704096
"ZIC3",3.09105,3.09105,0.070955,0.643026,0,0.237993666666667,4,11,0,3.30458071810276
"ZIC4",6.20285,6.20285,0.379846,1.461185,0.094075,0.645035333333333,8,13,4,4.37853817121659
"ZIC5",0.93354,0.93354,0,0.226872,0.018959,0.0819436666666667,0,11,1,1.78709858892838
"ZIK1",1.45217,1.45217,3.773045,5.010234,5.078072,4.62045033333333,206,199,219,0.436294221026536
"ZIM3",0,0,0.105339,0.130746,0.089759,0.108614666666667,4,4,3,0.902026673530087
"ZKSCAN1",21.96928,21.96928,27.684843,31.966296,24.84602,28.1657196666667,3273,2728,2525,0.787543741848807
"ZKSCAN2",1.65962,1.65962,4.140624,3.45331,3.712271,3.768735,484,317,384,0.557720233982387
"ZKSCAN3",1.72186,1.72186,2.90666,2.340214,1.913573,2.38681566666667,149,79,96,0.803663460869389
"ZKSCAN4",1.80484,1.80484,1.280137,1.357879,1.353346,1.330454,106,90,99,1.20355947811027
"ZKSCAN5",3.19478,3.19478,5.740139,6.866115,5.57043,6.05889466666667,387,347,335,0.594254511235092
"ZMAT1",22.01077,22.01077,3.877609,2.464831,3.394224,3.24555466666667,177,123,159,5.41996789740233
"ZMAT2",105.07498,105.07498,44.287408,51.171238,52.003739,49.1541283333333,528,457,546,2.11498003304946
"ZMAT3",7.55129,7.55129,6.906995,9.319252,7.06338,7.763209,959,995,863,0.97581719208112
"ZMAT4",53.21171,53.21171,0.345929,0.688513,0.475917,0.503453,6,19,8,36.0581341751289
"ZMAT5",34.54094,34.54094,4.945459,7.083622,6.584665,6.204582,61,71,70,4.93310229517826
"ZMIZ1",36.44951,36.44951,22.028344,20.046386,23.371358,21.8153626666667,2245,1478,2018,1.64141638014433
"ZMIZ2",113.55981,113.55981,53.158572,43.784211,49.605394,48.8493923333333,1455,966,1208,2.29811848525576
"ZMPSTE24",13.87861,13.87861,21.327733,25.071202,21.693001,22.697312,874,802,796,0.627860662002509
"ZMYM1",1.45217,1.45217,3.280249,5.138309,4.88992,4.43615933333333,202,218,187,0.451085012347565
"ZMYM2",38.71074,38.71074,71.725656,90.287003,80.36966,80.7941063333333,1616,1462,1437,0.485496349066617
"ZMYM3",12.19824,12.19824,22.660124,20.323191,19.564958,20.8494243333333,1438,1114,1179,0.604054358533595
"ZMYM4",13.98234,13.98234,21.16389,22.583532,12.476453,18.7412916666667,921,940,776,0.758934129183543
"ZMYM5",7.2816,7.2816,9.546366,8.706661,7.470104,8.574377,287,255,254,0.864975339909845
"ZMYM6",5.66347,5.66347,12.723569,11.294101,9.958627,11.3254323333333,398,279,347,0.540627689138261
"ZMYND10",6.1821,6.1821,0.659909,1.977695,1.135506,1.25770333333333,10,16,11,3.1811531187298
"ZMYND11",64.26896,64.26896,20.308308,24.606654,18.178935,21.031299,812,722,773,2.96255613434324
"ZMYND12",2.13677,2.13677,0.095051,0.060053,0.408437,0.187847,2,1,3,2.64071888046188
"ZMYND15",2.84211,2.84211,0,0.071474,0.126857,0.0661103333333333,0,2,1,3.60385776206403
"ZMYND19",17.55053,17.55053,14.133653,15.221673,15.087796,14.814374,252,218,235,1.17301702868542
"ZMYND8",14.85364,14.85364,66.166562,120.769012,78.715972,88.5505153333333,1291,886,1044,0.177035720464456
"ZNF10",4.06608,4.06608,6.90796,5.810697,5.619667,6.11277466666667,318,242,272,0.712250877810272
"ZNF100",1.38994,1.38994,3.514054,4.234826,2.646533,3.46513766666667,152,155,93,0.535244415383087
"ZNF101",5.16558,5.16558,6.938761,4.265898,7.906307,6.370322,129,96,124,0.836541469965627
"ZNF107",2.63465,2.63465,2.453468,3.226969,2.061859,2.58076533333333,177,214,149,1.01504836582421
"ZNF114",1.57664,1.57664,1.103266,0.730428,0.276772,0.703488666666667,11,12,8,1.51256656437984
"ZNF117",5.16558,5.16558,5.818034,7.788072,6.026561,6.54422233333333,416,475,377,0.817258522824553
"ZNF12",7.75875,7.75875,5.516277,7.016362,8.343136,6.95859166666667,368,400,397,1.10054019188906
"ZNF121",10.12371,10.12371,6.077259,8.69544,4.975805,6.58283466666667,482,420,478,1.46695932180859
"ZNF123P",0,0,0,0,0,0,0,0,0,1
"ZNF124",7.55129,7.55129,8.091458,9.87007,9.284383,9.08197033333333,150,136,132,0.848176469209342
"ZNF131",44.49868,44.49868,25.784642,33.221147,26.682087,28.5626253333333,453,440,384,1.53906087456644
"ZNF132",2.17826,2.17826,2.506831,3.144021,2.161267,2.60403966666667,93,89,71,0.881860438273016
"ZNF133",14.68768,14.68768,12.956633,12.568777,16.655078,14.0601626666667,371,296,361,1.0416673675592
"ZNF134",3.83788,3.83788,5.149337,6.777768,5.067995,5.66503333333333,390,351,341,0.725859835659737
"ZNF135",13.42221,13.42221,5.038698,3.351642,4.445903,4.27874766666667,187,124,183,2.73212718445909
"ZNF136",4.37726,4.37726,3.007971,2.811664,3.608626,3.14275366666667,147,121,160,1.29799173029919
"ZNF138",11.80408,11.80408,2.51044,2.069175,2.625013,2.40154266666667,45,37,44,3.76419796978391
"ZNF14",2.17826,2.17826,1.801319,1.823498,2.21696,1.947259,80,65,88,1.07837824907821
"ZNF140",8.63005,8.63005,10.225323,11.519038,11.135487,10.9599493333333,324,293,289,0.805191538158133
"ZNF141",15.476,15.476,4.499143,6.978217,8.427451,6.634937,310,280,300,2.15797458446612
"ZNF142",8.73377,8.73377,5.724897,9.937082,6.265195,7.309058,336,266,252,1.17146492418274
"ZNF143",15.22706,15.22706,20.485255,53.794843,23.847478,32.709192,156,192,149,0.481383831448704
"ZNF146",29.14716,29.14716,25.498222,30.340032,26.081407,27.3065536666667,1105,993,958,1.0650240348934
"ZNF148",10.01998,10.01998,8.29021,7.86891,10.378195,8.84577166666667,408,380,317,1.11926016294981
"ZNF154",0,0,8.861389,9.872936,6.968406,8.567577,589,564,437,0.104519670967895
"ZNF155",1.26546,1.26546,2.16813,2.789378,3.02043,2.65931266666667,66,70,63,0.619094405524972
"ZNF157",0.20745,0.20745,0.117534,0.180724,0.281116,0.193124666666667,4,5,9,1.01200656874638
"ZNF16",5.3108,5.3108,1.857436,2.228711,4.081861,2.72266933333333,66,61,81,1.69523517533297
"ZNF160",8.27738,8.27738,10.642951,10.854625,9.673292,10.3902893333333,518,414,433,0.814499063939494
"ZNF165",0.74683,0.74683,0.323217,0.264815,0.33113,0.306387333333333,12,8,11,1.33714554284819
"ZNF169",20.03997,20.03997,3.805521,2.620372,1.324886,2.583593,59,41,41,5.87119407812215
"ZNF17",3.00807,3.00807,3.183264,3.502867,2.670902,3.119011,82,78,60,0.973066107373833
"ZNF174",8.73377,8.73377,5.661862,4.521463,4.278165,4.82049666666667,138,89,96,1.67232635931985
"ZNF175",7.98694,7.98694,5.080737,4.825306,4.448644,4.78489566666667,169,129,130,1.55351807843034
"ZNF177",10.04073,10.04073,5.914673,4.472408,6.727787,5.704956,149,89,144,1.64665211822419
"ZNF18",9.5221,9.5221,5.336297,4.022869,4.354476,4.571214,134,101,125,1.88865478870494
"ZNF180",1.38994,1.38994,2.441608,2.786209,2.602102,2.609973,119,106,97,0.662038192529418
"ZNF181",9.60508,9.60508,5.091987,5.140497,3.418351,4.55027833333333,157,130,142,1.91072940185883
"ZNF182",7.38533,7.38533,3.232973,3.730422,3.866845,3.61008,173,161,187,1.81891203623364
"ZNF184",3.67192,3.67192,2.523136,2.669956,2.411811,2.53496766666667,109,94,96,1.32163019312859
"ZNF185",4.68844,4.68844,0.607345,1.0783,0.480634,0.722093,32,53,24,3.30321300882124
"ZNF189",18.69152,18.69152,7.266753,7.6,6.685049,7.183934,311,259,261,2.40611911093125
"ZNF19",4.29428,4.29428,1.446942,1.793351,1.933467,1.72458666666667,27,30,35,1.9431497866343
"ZNF192P1",3.2985,3.2985,1.160806,0.427294,0.714147,0.767415666666667,13,7,8,2.43208209651493
"ZNF192P2",0,0,0,0,0.121241,0.0404136666666667,0,0,2,0.961156155516348
"ZNF195",30.24666,30.24666,21.146983,22.94435,18.300803,20.7973786666667,681,594,612,1.43350539887549
"ZNF197",6.03688,6.03688,6.710876,7.631801,7.092722,7.145133,584,471,456,0.863936782861618
"ZNF2",3.67192,3.67192,1.912613,2.781712,1.981222,2.22518233333333,77,77,80,1.44857546555249
"ZNF20",1.47292,1.47292,1.223149,2.135326,4.227138,2.52853766666667,36,20,48,0.700834236052272
"ZNF200",1.80484,1.80484,4.451605,5.219608,4.41171,4.69430766666667,168,144,136,0.492569099562177
"ZNF202",2.34422,2.34422,6.860556,7.514986,6.274397,6.883313,254,224,231,0.424215047658262
"ZNF205",21.49214,21.49214,6.844434,8.334598,6.162242,7.113758,147,101,106,2.77209894601244
"ZNF207",51.48985,51.48985,66.592044,89.920823,65.025102,73.8459896666667,1973,1778,1720,0.701304775763782
"ZNF208",0.2282,0.2282,1.26116,0.626352,0.615603,0.834371666666667,14,6,6,0.669548065050431
"ZNF211",16.99041,16.99041,12.767345,13.716619,14.014253,13.4994056666667,374,291,324,1.24076878829309
"ZNF212",7.88322,7.88322,5.776689,4.2429,4.331481,4.78369,137,107,106,1.53590873646409
"ZNF213",31.55361,31.55361,3.179071,2.805201,3.91436,3.299544,182,128,147,7.57140989835201
"ZNF214",1.53515,1.53515,0.790562,1.916122,1.506525,1.404403,35,36,28,1.05437815540906
"ZNF215",0.18671,0.18671,1.720051,2.336907,2.274638,2.110532,46,35,52,0.38151351601591
"ZNF217",1.74261,1.74261,5.04001,5.849482,4.582803,5.15743166666667,244,275,257,0.445414606035687
"ZNF219",77.67043,77.67043,23.380347,19.667927,18.561968,20.5367473333333,515,332,349,3.65284640165873
"ZNF22",16.40954,16.40954,7.031169,8.768089,7.246306,7.68185466666667,210,211,193,2.00527890277208
"ZNF221",2.15751,2.15751,0.520992,0.754253,0.298521,0.524588666666667,18,21,9,2.07105698017782
"ZNF222",2.199,2.199,5.49908,3.066398,3.80208,4.12251933333333,85,49,67,0.624497399001195
"ZNF223",2.94583,2.94583,2.468706,2.567064,3.336957,2.790909,68,72,72,1.04086645181934
"ZNF224",7.0534,7.0534,9.389375,12.752771,7.311681,9.81794233333333,356,348,288,0.744448412817385
"ZNF225",2.28198,2.28198,1.740124,2.406681,2.259364,2.13538966666667,103,88,114,1.04675346573084
"ZNF226",15.51749,15.51749,9.542954,13.198305,16.840485,13.1939146666667,255,251,285,1.16370221943
"ZNF227",18.67078,18.67078,5.476685,7.117109,5.66364,6.08581133333333,177,133,141,2.77608012331121
"ZNF229",1.61813,1.61813,3.642098,2.762306,2.610507,3.00497033333333,254,181,187,0.653720198177082
"ZNF23",15.22706,15.22706,6.355314,5.074971,7.181906,6.20406366666667,178,159,187,2.25248703382272
"ZNF230",2.40646,2.40646,1.900167,1.643625,1.265258,1.60301666666667,71,58,46,1.30865854361286
"ZNF232",4.70918,4.70918,6.769535,6.056625,2.763897,5.19668566666667,90,77,63,0.921327998079834
"ZNF233",3.58894,3.58894,2.023565,1.226016,1.793093,1.68089133333333,63,34,36,1.71172174826432
"ZNF234",3.1118,3.1118,6.453703,6.376601,6.251413,6.36057233333333,248,241,221,0.558625038080146
"ZNF235",18.94047,18.94047,2.386707,2.962156,3.368134,2.90566566666667,100,89,104,5.10552405193925
"ZNF236",4.70918,4.70918,3.439673,29.133861,3.669455,12.0809963333333,182,159,137,0.436448406108923
"ZNF239",2.32347,2.32347,3.373276,4.031582,2.400827,3.26856166666667,87,70,71,0.778592476700778
"ZNF24",17.73724,17.73724,11.158652,15.44674,11.546371,12.7172543333333,1072,1069,987,1.36596140486132
"ZNF248",11.57588,11.57588,13.535757,9.762339,11.715315,11.671137,517,415,496,0.992482363658447
"ZNF25",16.74146,16.74146,3.716705,4.793833,4.157708,4.22274866666667,232,225,230,3.39695840874594
"ZNF250",6.57626,6.57626,6.153391,6.802955,5.068444,6.00826333333333,243,196,204,1.08104670724416
"ZNF251",15.0196,15.0196,18.577088,21.743669,14.399378,18.240045,578,385,465,0.832617595229117
"ZNF252P",5.82943,5.82943,5.18906,5.496136,5.613941,5.43304566666667,254,222,221,1.06161690027901
"ZNF253",5.7257,5.7257,14.906451,13.973653,3.690667,10.8569236666667,197,142,128,0.567238196776786
"ZNF254",21.40916,21.40916,9.333093,7.668434,6.112196,7.70457433333333,333,260,252,2.57441192893101
"ZNF256",1.70112,1.70112,2.396762,2.860926,2.196096,2.48459466666667,71,74,59,0.775160458643492
"ZNF257",0.06224,0.06224,0.341843,0.389394,0.067583,0.266273333333333,2,5,3,0.838871017842383
"ZNF26",6.32732,6.32732,2.773426,3.972189,2.504356,3.08332366666667,355,272,291,1.79444996237134
"ZNF260",5.66347,5.66347,9.439101,12.093148,6.062152,9.19813366666667,465,417,423,0.653400927836436
"ZNF263",12.136,12.136,13.507761,16.510972,13.372202,14.463645,450,364,397,0.849476303937396
"ZNF264",5.18633,5.18633,2.80456,2.241248,3.209148,2.751652,416,313,347,1.64896157745974
"ZNF266",12.01153,12.01153,8.422912,7.990969,8.840072,8.41798433333333,337,245,282,1.38156207734896
"ZNF267",2.07453,2.07453,1.751667,2.034107,2.549211,2.11166166666667,75,79,75,0.988066933155222
"ZNF268",1.61813,1.61813,3.369382,5.162733,3.269654,3.933923,300,244,254,0.530638601372579
"ZNF273",11.76259,11.76259,2.413135,2.774677,2.114849,2.43422033333333,85,105,83,3.71629911922755
"ZNF274",12.11526,12.11526,17.604288,14.464992,13.416903,15.162061,606,443,483,0.811484376899703
"ZNF275",5.3108,5.3108,4.652894,4.636275,4.339813,4.542994,463,371,383,1.13851828091461
"ZNF276",66.86213,66.86213,33.97679,22.099846,30.917854,28.9981633333333,641,462,548,2.26220949749257
"ZNF277",37.65273,37.65273,11.070965,7.29847,11.015463,9.794966,136,121,120,3.58062545078882
"ZNF28",21.26394,21.26394,1.419262,11.978073,6.914956,6.77076366666667,104,123,99,2.86509035083682
"ZNF280A",0,0,0,0,0,0,0,0,0,1
"ZNF280B",2.05379,2.05379,0.858225,0.952356,0.852619,0.887733333333333,67,58,62,1.61770200593304
"ZNF280C",0.91279,0.91279,1.706657,1.589864,1.581683,1.626068,120,90,99,0.728385555895735
"ZNF280D",29.33386,29.33386,12.327605,15.948868,9.500974,12.5924823333333,254,227,218,2.23166447865164
"ZNF281",4.81291,4.81291,5.652108,5.957329,5.740898,5.783445,422,351,380,0.85692594249677
"ZNF282",10.04073,10.04073,19.83792,52.085129,45.296236,39.073095,315,260,264,0.275514781176747
"ZNF283",16.61699,16.61699,4.340746,10.190797,7.470922,7.334155,75,93,94,2.11383037632489
"ZNF284",2.90434,2.90434,1.415313,1.959599,1.854135,1.74301566666667,94,105,110,1.42337502750926
"ZNF285",9.08644,9.08644,1.88565,1.507602,1.141346,1.51153266666667,55,54,52,4.01604969502023
"ZNF286A",10.66309,10.66309,26.125978,26.21298,27.756924,26.6986273333333,616,575,596,0.421071046577254
"ZNF286B",0.8713,0.8713,3.572413,3.177038,3.023124,3.257525,286,205,216,0.439527659849326
"ZNF287",4.77142,4.77142,6.076836,10.77009,6.837914,7.89494666666667,167,127,147,0.648842563792775
"ZNF292",15.28929,15.28929,5.909147,8.168239,6.407201,6.82819566666667,411,392,350,2.08084860082913
"ZNF296",2.6554,2.6554,0.224209,0.289031,0.2142,0.24248,5,5,4,2.94201918743159
"ZNF29P",0,0,0,10.747725,0,3.582575,0,1,0,0.218217923329133
"ZNF3",25.55822,25.55822,23.141063,21.259691,19.830091,21.4102816666667,552,448,461,1.18509086119623
"ZNF30",4.27353,4.27353,9.79802,4.425534,9.071805,7.76511966666667,129,63,86,0.601649515414488
"ZNF300",2.96658,2.96658,8.235051,7.518033,8.834517,8.195867,491,360,433,0.431343776503075
"ZNF302",25.28853,25.28853,19.361957,20.04332,18.15453,19.1866023333333,574,510,533,1.30227611194336
