"Hs_symbol","Brain_2_Hippocampus","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"RPS3AP6",1.18248,1.18248,0.697296,0,0,0.232432,5,0,0,1.77087255118335
"RPS3P1",0,0,0,0,0,0,0,0,0,1
"RPS3P2",0,0,0,0.146992,0,0.0489973333333333,0,1,0,0.953291269885656
"RPS3P6",0,0,0,0,0.275177,0.0917256666666667,0,0,1,0.915981029422227
"RPS3P7",0,0,0,0,0,0,0,0,0,1
"RPS4X",574.91471,574.91471,156.177888,134.589275,150.870479,147.212547333333,2383,2278,1779,3.88573518478672
"RPS4XP12",0,0,0,0,0,0,0,0,0,1
"RPS4XP15",0,0,0,0,0,0,0,0,0,1
"RPS4XP16",1.01652,1.01652,0.636606,0.365748,0.558201,0.520185,4,3,3,1.32649644615622
"RPS4XP17",0,0,0,0.131039,0,0.0436796666666667,0,1,0,0.958148397385021
"RPS4XP19",0,0,0,0,0,0,0,0,0,1
"RPS4XP20",0,0,0.138421,0,0,0.0461403333333333,1,0,0,0.955894699914384
"RPS4XP21",0,0,0,0.13261,0.20283,0.111813333333333,0,1,1,0.899431559254551
"RPS4XP22",0.39416,0.39416,0,0.250644,0,0.083548,0,2,0,1.28666196605965
"RPS4Y1",0,0,59.665899,61.413917,61.721834,60.9338833333333,510,578,381,0.0161462505849652
"RPS4Y2",0,0,0,0.111121,0,0.0370403333333333,0,1,0,0.964282649244436
"RPS5",459.32185,459.32185,156.543541,153.162341,188.892883,166.199588333333,1100,1179,952,2.75312789097477
"RPS5P2",0.51863,0.51863,0.179621,0,0,0.0598736666666667,1,0,0,1.43284058068556
"RPS5P3",0,0,0.190376,0,0,0.0634586666666667,1,0,0,0.940328036569984
"RPS5P7",0,0,0,0,0,0,0,0,0,1
"RPS6",1028.59384,1028.59384,165.328122,165.355867,225.621911,185.4353,1350,1463,1292,5.5225262597802
"RPS6KA1",25.49598,25.49598,12.228765,6.308792,12.064458,10.2006716666667,136,161,104,2.36557063616572
"RPS6KA2",80.09763,80.09763,63.831256,54.956724,77.633059,65.4736796666667,3376,3191,2497,1.21999610081261
"RPS6KA3",4.6262,4.6262,11.494322,19.879663,25.104606,18.826197,996,1605,1489,0.283776056497371
"RPS6KA4",27.52902,27.52902,9.331289,13.602083,9.965536,10.9663026666667,184,292,164,2.38411318806689
"RPS6KA5",14.93662,14.93662,2.084291,2.419875,1.242292,1.915486,161,177,101,5.46619671643081
"RPS6KA6",1.22397,1.22397,5.35346,5.257378,4.963665,5.191501,529,513,376,0.359197228588027
"RPS6KB1",23.27624,23.27624,19.953076,15.376239,16.760025,17.3631133333333,579,594,435,1.32201111866652
"RPS6KB2",59.08264,59.08264,19.759882,18.885697,19.705115,19.4502313333333,263,285,225,2.9379931708678
"RPS6KC1",15.0196,15.0196,12.4211,12.312078,12.561989,12.4317223333333,655,720,494,1.1926690860966
"RPS6KL1",92.1714,92.1714,54.817261,69.425366,90.034275,71.425634,836,984,838,1.28644231129547
"RPS6P16",0.99577,0.99577,0,0,0,0,0,0,0,1.99577
"RPS6P21",0,0,0,0,0,0,0,0,0,1
"RPS6P22",0,0,0,0,0,0,0,0,0,1
"RPS6P23",0,0,0,0,0,0,0,0,0,1
"RPS6P8",0,0,0,0,0,0,0,0,0,1
"RPS7",330.30679,330.30679,402.639559,398.334693,492.073983,431.016078333333,1245,1383,995,0.766885323523472
"RPS7P1",0.53938,0.53938,2.195541,1.846643,2.960792,2.33432533333333,10,9,10,0.461676605042339
"RPS7P10",0.60161,0.60161,0.228831,0.211997,0,0.146942666666667,1,1,0,1.39641679270222
"RPS7P11",0,0,0.86742,0,0.686402,0.517940666666667,4,0,2,0.658787278027117
"RPS7P12",0,0,0,0.195072,0,0.065024,0,1,0,0.938945976804279
"RPS7P14",0,0,0,0,1.219745,0.406581666666667,0,0,4,0.710943433785691
"RPS7P3",0.60161,0.60161,0.219919,0,0.310248,0.176722333333333,1,0,1,1.36107725215266
"RPS7P4",0,0,0.22369,0,0.316488,0.180059333333333,1,0,1,0.847415016985022
"RPS7P6",0,0,0,0,0,0,0,0,0,1
"RPS7P7",0,0,0,0,0,0,0,0,0,1
"RPS7P8",0,0,0,0,0,0,0,0,0,1
"RPS7P9",0,0,0,0,0,0,0,0,0,1
"RPS8",1094.8751,1094.8751,408.128977,381.669014,421.76916,403.855717,2415,2483,1792,2.70682876388775
"RPS8P3",0,0,0,0,0,0,0,0,0,1
"RPS8P6",0,0,0,0,0,0,0,0,0,1
"RPS9",909.72323,909.72323,162.952796,182.339913,208.870764,184.721157666667,798,960,750,4.90371286417766
"RPSA",534.64807,534.64807,256.329249,236.146592,321.091114,271.188985,2621,2628,2325,1.96792706361721
"RPSAP1",0,0,0,0,0,0,0,0,0,1
"RPSAP14",46.94663,46.94663,3.134948,3.985576,4.670777,3.93043366666667,5,7,5,9.72462733332247
"RPSAP2",0,0,0,0,0,0,0,0,0,1
"RPSAP4",0.6431,0.6431,0,0,0,0,0,0,0,1.6431
"RPSAP43",1.05801,1.05801,0,0,0,0,0,0,0,2.05801
"RPSAP47",0.35267,0.35267,0,0.111473,0,0.0371576666666667,0,1,0,1.30420864972957
"RPSAP51",0,0,0,0.166158,0,0.055386,0,1,0,0.947520622786355
"RPSAP52",0,0,0.079311,0,0,0.026437,1,0,0,0.97424391365471
"RPSAP53",0,0,0,0,0,0,0,0,0,1
"RPSAP54",0.6846,0.6846,0,0,0,0,0,0,0,1.6846
"RPSAP55",0,0,0,0,0,0,0,0,0,1
"RPSAP56",0.35267,0.35267,0,0.147748,0,0.0492493333333333,0,1,0,1.28917880338579
"RPSAP57",0,0,0,0,0,0,0,0,0,1
"RPSAP63",0,0,0,0,0,0,0,0,0,1
"RPSAP64",0,0,0,0,0,0,0,0,0,1
"RPSAP8",0,0,0,0.316099,0,0.105366333333333,0,3,0,0.904677453839587
"RPTN",0,0,0,0,0,0,0,0,0,1
"RPTOR",26.71996,26.71996,18.254198,12.636558,16.453307,15.7813543333333,537,585,389,1.65183092195002
"RPUSD1",18.60854,18.60854,9.751674,7.605143,9.762667,9.039828,162,192,126,1.95307529172811
"RPUSD2",4.14906,4.14906,4.839588,5.73705,6.890931,5.822523,88,106,83,0.754714934636351
"RPUSD3",45.90937,45.90937,24.923987,24.360115,29.901909,26.395337,240,321,215,1.71231220846088
"RPUSD4",11.53439,11.53439,12.438385,10.223853,17.672904,13.4450473333333,238,244,221,0.867729243854791
"RRAD",15.76643,15.76643,0.450097,0.82771,1.242903,0.840236666666667,3,4,3,9.11101832916418
"RRAGA",53.08724,53.08724,41.267265,47.212695,55.033063,47.8376743333333,773,974,727,1.10749008298054
"RRAGB",14.48022,14.48022,60.940762,57.309391,69.049561,62.433238,537,599,486,0.244039568025835
"RRAGC",13.75414,13.75414,20.435438,20.39076,23.375703,21.4006336666667,558,686,419,0.658648331986918
"RRAGD",11.18172,11.18172,7.130464,8.041636,12.701617,9.291239,296,322,259,1.18369809504959
"RRAS",22.30121,22.30121,1.357477,2.347784,2.187972,1.964411,14,27,16,7.86031693985753
"RRAS2",14.3765,14.3765,13.060206,16.162962,15.640255,14.9544743333333,251,318,215,0.963773527020832
"RRBP1",54.91283,54.91283,5.739477,7.280685,6.316351,6.44550433333333,305,426,256,7.50960949007573
"RREB1",3.9831,3.9831,0.172819,0.271413,0.245925,0.230052333333333,13,28,19,4.05112844792241
"RRH",0.56012,0.56012,0.046928,0.061731,0.197941,0.1022,2,3,3,1.41545998911268
"RRM1",15.43451,15.43451,35.870401,42.257137,44.900129,41.0092223333333,416,520,369,0.391211955070151
"RRM2",0,0,0.503608,0.211098,1.501225,0.738643666666667,13,6,31,0.575160982766068
"RRM2B",16.69997,16.69997,78.154481,118.487478,85.196222,93.9460603333333,516,637,403,0.186421321093888
"RRM2P2",0,0,0.174158,0,0,0.0580526666666667,1,0,0,0.945132535935514
"RRM2P4",0,0,0,0,0,0,0,0,0,1
"RRN3",9.37688,9.37688,14.792168,14.638695,19.603614,16.3448256666667,622,674,522,0.59826948966932
"RRN3P2",2.75913,2.75913,0.053341,0.120359,0,0.0579,1,4,0,3.5533887891105
"RRNAD1",54.3942,54.3942,19.487029,14.315138,19.448665,17.7502773333333,87,109,64,2.95431363575209
"RRP1",30.22591,30.22591,10.588859,12.819575,9.597724,11.0020526666667,197,275,172,2.60171412901093
"RRP12",6.67999,6.67999,14.409454,15.102053,14.335949,14.6158186666667,370,471,313,0.491808349208973
"RRP15",1.65962,1.65962,7.301564,5.082416,3.272118,5.21869933333333,288,236,188,0.427681072430044
"RRP1B",7.24011,7.24011,10.678982,9.372561,10.841442,10.2976616666667,725,695,525,0.729364203241467
"RRP36",16.09836,16.09836,32.202099,37.380418,31.00314,33.5285523333333,405,455,278,0.495194812540504
"RRP7A",30.01846,30.01846,11.440668,14.247854,15.916498,13.86834,442,623,404,2.08620868234114
"RRP8",22.96506,22.96506,6.957046,7.625097,9.150627,7.91092333333333,176,255,168,2.68940255723593
"RRP9",10.3934,10.3934,6.769718,6.540476,6.320986,6.54372666666667,125,133,83,1.5103145306608
"RRS1",14.54246,14.54246,3.108753,3.260195,4.680277,3.683075,63,74,67,3.31885780176487
"RS1",0.26969,0.26969,0,0,0,0,0,0,0,1.26969
"RSAD1",31.98926,31.98926,15.666924,14.277133,14.00603,14.650029,276,280,194,2.10793603002269
"RSAD2",5.33154,5.33154,0.567066,0.166851,0.533361,0.422426,8,8,8,4.45122628523382
"RSBN1",3.83788,3.83788,5.343035,3.918915,5.438657,4.90020233333333,357,370,342,0.81995154177481
"RSBN1L",6.90819,6.90819,9.11245,9.661188,8.407342,9.06032666666667,362,433,272,0.786076860327266
"RSC1A1",0,0,0,0,0,0,0,0,0,1
"RSF1",26.18058,26.18058,6.648612,7.20534,12.049982,8.63464466666667,886,878,779,2.82112946978083
"RSL1D1",27.71573,27.71573,56.018285,66.47568,54.098732,58.8642323333333,1168,1335,902,0.479680919319342
"RSL24D1",41.7603,41.7603,136.65277,120.623708,147.433983,134.903487,635,672,491,0.314637254303858
"RSL24D1P3",0,0,0,0,0,0,0,0,0,1
"RSPH1",16.86594,16.86594,1.443676,1.606407,0.857338,1.30247366666667,23,26,12,7.75945465029567
"RSPH10B",2.82136,2.82136,1.056233,1.11935,0.978229,1.05127066666667,20,22,11,1.86292333922453
"RSPH10B2",0,0,0.83404,0.225675,1.091249,0.716988,10,9,6,0.582415252756571
"RSPH3",2.17826,2.17826,3.039339,4.296807,4.311827,3.88265766666667,219,250,138,0.650928288849249
"RSPH4A",0.72609,0.72609,1.550254,0.505317,0.855593,0.970388,57,20,22,0.876015282269279
"RSPH6A",0,0,0,0.042431,0.096595,0.046342,0,1,2,0.955710465603025
"RSPH9",1.36919,1.36919,1.193716,1.079092,0.937504,1.070104,39,39,22,1.14447873150334
"RSPO1",0.31118,0.31118,0,0.031109,0.048171,0.0264266666666667,0,1,1,1.27742199475202
"RSPO2",53.2532,53.2532,32.576604,18.74602,19.403167,23.5752636666667,711,496,343,2.2076345033721
"RSPO3",3.15329,3.15329,0.271433,0.365267,2.393094,1.00993133333333,15,25,80,2.06638402572294
"RSPO4",6.16136,6.16136,4.539531,5.490593,5.94243,5.32418466666667,138,201,130,1.13237680071961
"RSPRY1",12.07377,12.07377,35.859087,37.267761,38.799317,37.3087216666667,748,817,639,0.341273982299853
"RSRC1",174.94518,174.94518,16.650812,17.288498,20.034466,17.9912586666667,322,340,272,9.26453496780694
"RSRC2",78.37577,78.37577,75.104466,67.734779,76.975766,73.2716703333333,865,938,713,1.06872202609365
"RSU1",151.02584,151.02584,26.677284,26.928737,26.832537,26.8128526666667,511,562,359,5.4660283079197
"RTBDN",9.45986,9.45986,2.91153,4.097391,3.204985,3.40463533333333,28,37,16,2.37473915736952
"RTCA",18.60854,18.60854,30.666698,33.661304,29.174181,31.1673943333333,664,779,522,0.609578127367336
"RTEL1",7.42682,7.42682,15.889324,20.498215,23.248848,19.8787956666667,277,316,266,0.40360661287823
"RTEL1P1",0,0,0,0,0,0,0,0,0,1
"RTF1",34.49945,34.49945,95.526794,98.563525,138.283259,110.791192666667,1202,1306,968,0.317551402334981
"RTKN",138.76536,138.76536,2.169884,3.547764,2.627148,2.78159866666667,38,69,29,36.9593318381397
"RTKN2",0.18671,0.18671,0.181344,0.345611,0.737987,0.421647333333333,17,27,30,0.834742887476547
"RTL1",0.06224,0.06224,0.498006,0.581479,0.225353,0.434946,35,47,11,0.740264790452045
"RTN1",546.68034,546.68034,2401.052261,2518.117425,2368.683381,2429.28435566667,19464,19627,14382,0.225356485023236
"RTN2",56.73842,56.73842,374.652617,347.564252,440.631494,387.616121,1053,1228,871,0.1485744334317
"RTN3",672.08573,672.08573,288.600014,295.56614,266.577926,283.58136,9555,10564,6519,2.36517855561587
"RTN4",1038.82127,1038.82127,526.397404,530.014624,458.741555,505.051194333333,17174,18553,11124,2.05477485606935
"RTN4IP1",12.5924,12.5924,28.760307,12.946787,9.943223,17.2167723333333,75,100,62,0.746147547506449
"RTN4R",12.30197,12.30197,2.461934,3.444018,4.451045,3.45233233333333,50,84,51,2.98764085969324
"RTN4RL1",6.32732,6.32732,3.887608,5.365497,7.479558,5.57755433333333,173,270,234,1.113988517414
"RTN4RL2",18.62929,18.62929,25.063881,26.772431,29.444202,27.0935046666667,432,494,349,0.698712753460426
"RTP1",1.01652,1.01652,0.982173,0.957779,1.592749,1.177567,27,29,31,0.926042688927597
"RTP2",0,0,0,0,0,0,0,0,0,1
"RTP3",0,0,0,0,0,0,0,0,0,1
"RTP4",1.20323,1.20323,0,0,0,0,0,0,0,2.20323
"RTTN",12.136,12.136,1.582419,2.512747,2.039514,2.04489333333333,51,86,41,4.31410843072773
"RUFY1",32.03075,32.03075,20.56591,22.675924,17.108628,20.1168206666667,239,294,164,1.56419143399459
"RUFY2",54.43569,54.43569,33.75043,34.329275,39.813144,35.964283,1088,1095,868,1.49970959804631
"RUFY3",88.52023,88.52023,192.487858,197.614948,228.914528,206.339111333333,7439,7295,5392,0.431757565778705
"RUFY4",0.56012,0.56012,0,0,0,0,0,0,0,1.56012
"RUNDC1",11.86632,11.86632,12.133609,11.296489,10.193193,11.2077636666667,574,584,337,1.0539456981078
"RUNDC3A",353.0229,353.0229,161.437555,177.082046,170.485252,169.668284333333,1922,2339,1371,2.07433326808721
"RUNDC3B",6.6385,6.6385,23.8477,31.412887,34.967675,30.0760873333333,877,1009,869,0.245799927065035
"RUNX1",2.4272,2.4272,2.331141,2.233659,1.864682,2.14316066666667,124,137,70,1.0903674242127
"RUNX1T1",12.77911,12.77911,21.949254,26.944042,36.672595,28.5219636666667,1343,1359,989,0.466740971419799
"RUNX2",4.2113,4.2113,0.167934,0.155094,0.196621,0.173216333333333,12,12,10,4.44189179091438
"RUNX3",1.24472,1.24472,0.291448,0.198768,0.138873,0.209696333333333,15,9,5,1.85560618656638
"RUSC1",32.23821,32.23821,87.120913,88.79139,118.612332,98.1748783333333,2421,2797,2137,0.335147474426781
"RUSC2",42.25819,42.25819,43.081596,42.774797,51.757665,45.8713526666667,2180,2680,2110,0.922913198337537
"RUVBL1",22.07301,22.07301,19.031585,21.617621,21.338659,20.6626216666667,353,401,265,1.06510700113013
"RUVBL2",45.26626,45.26626,53.991232,58.773768,57.144998,56.636666,565,669,443,0.802722697388499
"RWDD1",49.85097,49.85097,50.057671,47.390874,44.163269,47.203938,576,592,453,1.05491318987258
"RWDD2A",5.80869,5.80869,5.100219,5.221832,5.605749,5.30926666666667,254,282,199,1.07915711281818
"RWDD2B",7.21937,7.21937,6.175459,7.694273,6.487592,6.78577466666667,139,150,92,1.05569071182983
"RWDD3",16.13985,16.13985,14.62965,14.768675,15.680145,15.0261566666667,133,148,94,1.06949222801807
"RWDD4",7.0534,7.0534,21.295511,12.294984,20.116884,17.9024596666667,319,304,265,0.426050373444345
"RXFP1",0.51863,0.51863,0,0,0.028649,0.00954966666666667,0,0,1,1.50426477284096
"RXFP2",0,0,0.028242,0.026172,0,0.018138,1,1,0,0.982185126181323
"RXFP3",0,0,0,0,0,0,0,0,0,1
"RXFP4",0,0,0,0.053208,0,0.017736,0,1,0,0.982573083785972
"RXRA",27.30082,27.30082,1.803174,2.37078,2.979628,2.38452733333333,131,193,153,8.36182344319473
"RXRB",30.93125,30.93125,19.328034,23.601333,30.3234,24.417589,430,557,487,1.25626588737429
"RXRG",4.10757,4.10757,14.410341,7.086143,7.400719,9.632401,271,179,100,0.48037785632803
"RYBP",25.93163,25.93163,9.045707,10.471303,12.054406,10.5238053333333,889,1106,846,2.33704312256114
"RYK",12.136,12.136,11.733805,7.699722,12.66337,10.6989656666667,156,170,146,1.12283430640606
"RYKP1",0.14522,0.14522,0.048321,0.043982,0.067651,0.053318,1,1,1,1.08725000427221
"RYR1",3.92086,3.92086,3.198902,2.657553,1.188436,2.348297,81,103,57,1.46966054683918
"RYR2",7.5098,7.5098,10.268712,11.050005,10.105151,10.4746226666667,414,475,271,0.741619157963306
"RYR3",12.92433,12.92433,285.472799,116.381078,169.571924,190.475267,774,530,329,0.0727212982551945
"S100A1",339.95335,339.95335,0.088129,0.053549,0.316561,0.152746333333333,3,2,3,295.774829327875
"S100A10",116.23596,116.23596,261.653869,321.386994,255.812191,279.617684666667,1360,1800,941,0.417778231401415
"S100A11",64.93281,64.93281,9.274903,30.600567,15.343398,18.4062893333333,40,145,47,3.3974970107629
"S100A12",7.98694,7.98694,0,0,0,0,0,0,0,8.98694
"S100A13",110.61398,110.61398,28.786177,36.936565,42.421574,36.0481053333333,115,160,119,3.01267713951292
"S100A14",3.25701,3.25701,0.375082,0.274896,0.127113,0.259030333333333,2,4,1,3.38118144360303
"S100A16",63.75033,63.75033,1.699557,2.551714,1.831489,2.02758666666667,19,32,14,21.3867800096006
"S100A2",4.77142,4.77142,0,0.534431,0,0.178143666666667,0,3,0,4.89874041960361
"S100A3",1.86708,1.86708,0.424816,0.192901,0,0.205905666666667,3,1,0,2.37753257095566
"S100A4",25.37151,25.37151,1.329601,0.243131,0.749532,0.774088,5,1,2,14.8648263220314
"S100A5",0,0,0,0,0,0,0,0,0,1
"S100A6",189.03124,189.03124,89.170256,105.043291,75.619316,89.9442876666667,250,313,144,2.08953464671153
"S100A7",0,0,0,0.359633,0,0.119877666666667,0,1,0,0.892954676894768
"S100A7A",0,0,0,0,0,0,0,0,0,1
"S100A8",66.17753,66.17753,0,0,0,0,0,0,0,67.17753
"S100A9",179.7166,179.7166,0,0,0,0,0,0,0,180.7166
"S100B",943.18541,943.18541,8.193148,12.098733,9.812205,10.0346953333333,85,141,73,85.5651544042026
"S100G",0,0,0,0,0,0,0,0,0,1
"S100P",10.47638,10.47638,1.103121,0,0,0.367707,1,0,0,8.39096385410033
"S100PBP",29.74877,29.74877,26.969077,41.444083,72.246838,46.886666,568,592,414,0.642115489936176
"S100Z",0.93354,0.93354,0,0,0,0,0,0,0,1.93354
"S1PR1",11.20247,11.20247,0.060193,0.262475,0.173139,0.165269,2,3,2,10.4718052226567
"S1PR2",0.95428,0.95428,1.764305,2.035028,1.858034,1.885789,85,108,63,0.677208208916175
