"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"MDH1B",1.39654,1.39654,0.742516,0.291139,1.022785,0.68548,15,6,12,1.42187388755725
"MDH2",123.23723,123.23723,85.81628,84.823537,96.876514,89.1721103333333,1235,926,1142,1.37777888906825
"MDK",45.93077,45.93077,40.509941,41.995305,46.790037,43.0984276666667,332,306,323,1.06422773969953
"MDM1",12.22752,12.22752,4.518638,5.111403,6.854525,5.49485533333333,82,79,72,2.03661503161015
"MDM2",98.28565,98.28565,68.830401,110.161257,86.186962,88.3928733333333,1293,1363,1247,1.1106662790643
"MDM4",16.35508,16.35508,13.443287,10.512566,8.952584,10.969479,972,709,807,1.44994447962188
"MDN1",19.76885,19.76885,12.886168,11.152808,13.200177,12.413051,764,700,595,1.54840610089382
"MDP1",31.56189,31.56189,9.814879,7.27945,10.027782,9.04070366666667,49,28,42,3.24298884629965
"MDS2",0.40345,0.40345,0.117263,0,0.312129,0.143130666666667,3,0,7,1.2277249145038
"ME1",33.73429,33.73429,1.6234,2.720776,2.003243,2.11580633333333,79,107,86,11.1477692398297
"ME2",24.29986,24.29986,23.514141,26.558065,24.376191,24.8161323333333,974,864,938,0.980001948910576
"ME3",24.29986,24.29986,6.627298,9.650677,6.498091,7.592022,149,182,117,2.94457579368395
"MEA1",60.88931,60.88931,21.212075,24.977115,22.18493,22.7913733333333,282,263,262,2.60133406898747
"MEAF6",40.87218,40.87218,17.341177,18.854597,21.43885,19.2115413333333,373,343,387,2.07169652771328
"MECOM",8.22409,8.22409,0.580636,0.774774,0.179756,0.511722,12,19,4,6.10171049968182
"MECP2",53.90659,53.90659,14.769877,31.10593,29.393954,25.0899203333333,868,743,694,2.10451351704013
"MECR",49.43765,49.43765,11.926151,9.258203,11.696287,10.9602136666667,116,81,117,4.21711947676743
"MED1",5.80342,5.80342,7.638545,9.813042,7.398364,8.283317,898,879,756,0.73286520324578
"MED10",38.54461,38.54461,18.032395,18.922812,17.356118,18.103775,224,190,191,2.06998930839585
"MED11",49.77903,49.77903,8.080941,7.604314,8.612014,8.09908966666667,77,57,65,5.58067145837922
"MED12",31.90327,31.90327,35.180765,37.309714,34.14333,35.544603,756,677,617,0.900359213096391
"MED12L",7.13789,7.13789,1.117673,1.145596,1.138447,1.13390533333333,117,75,75,3.8136134124038
"MED13",8.87581,8.87581,7.818219,13.936328,3.729204,8.49458366666667,493,526,467,1.04015197998325
"MED13L",16.0137,16.0137,15.67097,29.47734,24.335033,23.1611143333333,967,1162,705,0.704176958284057
"MED13P1",0,0,0,0,0,0,0,0,0,1
"MED14",13.65509,13.65509,17.515951,27.946587,23.428817,22.963785,822,901,717,0.611551555816412
"MED14P1",0,0,0,0,0,0,0,0,0,1
"MED15",58.09622,58.09622,111.764371,98.238142,98.593551,102.865354666667,1984,1621,1795,0.568969510474946
"MED16",19.89299,19.89299,20.222293,16.353721,16.568021,17.7146783333333,405,257,283,1.116395891389
"MED17",15.9206,15.9206,33.946089,26.661432,27.572551,29.3933573333333,513,395,405,0.556720332486686
"MED18",9.71374,9.71374,8.316568,14.087842,7.3439,9.91610333333333,54,66,63,0.981461944143072
"MED19",13.03441,13.03441,8.788727,7.723749,8.381915,8.29813033333333,141,96,114,1.50937978893319
"MED20",4.81032,4.81032,6.52141,7.602148,8.983583,7.70238033333333,174,158,192,0.667670197973803
"MED21",15.76543,15.76543,6.09737,6.915889,6.370217,6.46115866666667,119,104,96,2.24702767344983
"MED22",33.54809,33.54809,7.729608,7.61379,7.421746,7.58838133333333,304,264,274,4.02265440472601
"MED23",6.79651,6.79651,13.298073,12.852678,12.871408,13.0073863333333,598,542,516,0.556599911965494
"MED24",101.45115,101.45115,125.682958,114.356329,113.115883,117.71839,1035,751,829,0.862976241507318
"MED25",36.62048,36.62048,9.884323,14.824168,11.61456,12.1076836666667,444,382,422,2.87010893432455
"MED26",4.40687,4.40687,3.155075,3.086789,2.848691,3.030185,129,102,106,1.34159350005025
"MED27",43.32389,43.32389,12.583511,11.647136,15.285935,13.172194,194,140,206,3.12752492662745
"MED28",25.38606,25.38606,23.755928,39.250715,24.233435,29.080026,1110,1045,1006,0.877195385402925
"MED29",43.01355,43.01355,9.890512,7.716113,7.135311,8.247312,379,276,284,4.75960473703061
"MED30",11.26545,11.26545,3.199721,4.434881,1.516495,3.05036566666667,18,23,9,3.02823275956072
"MED31",12.19648,12.19648,8.59029,7.156917,8.672149,8.13978533333333,50,34,47,1.44385010355458
"MED4",37.14807,37.14807,24.903572,24.071923,27.188719,25.3880713333333,374,308,365,1.44565586162455
"MED6",15.45508,15.45508,15.750956,17.314964,14.094468,15.7201293333333,235,215,220,0.984147889765127
"MED7",7.5103,7.5103,5.08057,6.319223,4.940639,5.44681066666667,135,122,128,1.3200790964752
"MED8",22.49987,22.49987,22.19866,21.152412,24.019129,22.4567336666667,480,383,483,1.00183897442612
"MED9",15.26888,15.26888,2.821674,3.689704,3.081587,3.197655,95,91,93,3.87570679343586
"MEF2A",33.11361,33.11361,8.173091,9.305432,5.75291,7.743811,520,458,416,3.90145784258146
"MEF2C",29.82397,29.82397,16.456995,39.9493,8.75774,21.721345,523,495,425,1.35660851063174
"MEF2D",21.07229,21.07229,9.507845,13.501306,9.289895,10.7663486666667,702,578,592,1.8758827079916
"MEFV",0.96206,0.96206,0.2923,0.171838,0.081056,0.181731333333333,6,4,3,1.66032662810554
"MEG3",223.57115,223.57115,2.526193,2.978539,2.827394,2.77737533333333,65,76,64,59.4516377597637
"MEGF10",9.80684,9.80684,26.892232,36.327877,21.821305,28.347138,1766,1937,1324,0.368241700434298
"MEGF11",12.22752,12.22752,0.339252,1.034133,1.202747,0.858710666666667,4,11,5,7.11650298091939
"MEGF6",13.06544,13.06544,6.23525,6.506872,6.109522,6.28388133333333,336,412,206,1.93103640165472
"MEGF8",18.55852,18.55852,204.873092,144.885292,146.1896,165.315994666667,4336,3027,2933,0.117598551114699
"MEGF9",16.78956,16.78956,16.801568,20.15281,16.29561,17.749996,1608,1539,1371,0.948776735739037
"MEI1",7.88271,7.88271,3.631103,2.237881,0.942379,2.27045433333333,16,8,13,2.7160477091715
"MEIG1",5.64824,5.64824,1.317794,2.647149,0.79061,1.58518433333333,6,11,3,2.57166961530661
"MEIOB",0.55862,0.55862,0.079549,0.186288,0.209955,0.158597333333333,2,4,5,1.34526461882644
"MEIS1",19.24127,19.24127,1.813589,2.05644,0.319675,1.396568,15,20,11,8.4459401944781
"MEIS2",22.22056,22.22056,47.863323,33.829026,50.202705,43.965018,1141,702,1151,0.516413893129099
"MEIS3",7.72754,7.72754,49.460232,54.617547,63.088613,55.7221306666667,898,658,757,0.153864812506573
"MELK",0.62069,0.62069,1.400007,6.468097,2.038187,3.302097,37,110,44,0.376720934000326
"MEMO1",44.62733,44.62733,26.712939,19.373782,21.510434,22.532385,278,227,284,1.93891651866141
"MEMO1P4",0,0,0,0,0,0,0,0,0,1
"MEN1",12.07235,12.07235,10.847549,11.861365,11.289174,11.332696,452,353,409,1.05997504519693
"MEOX1",0.34138,0.34138,0.132296,0.338721,0.075251,0.182089333333333,3,11,1,1.13475349296782
"MEOX2",1.52068,1.52068,2.491856,1.944281,2.819574,2.41857033333333,86,54,86,0.73734917062308
"MEP1A",0.58965,0.58965,0,0,0,0,0,0,0,1.58965
"MEP1B",0,0,0.259954,0.037144,0.293343,0.196813666666667,1,1,1,0.835551955873944
"MEPCE",48.63076,48.63076,11.091112,10.831111,10.624229,10.8488173333333,350,266,288,4.18866783103979
"MEPE",0.12414,0.12414,0,0.300937,0,0.100312333333333,0,1,0,1.02165536633992
"MERTK",5.2448,5.2448,7.861008,4.919521,8.229694,7.00340766666667,230,75,218,0.780267638497152
"MESP1",20.35851,20.35851,0.031697,0,0.037594,0.023097,1,0,1,20.8763294194001
"MESP2",0.37241,0.37241,0,0,0,0,0,0,0,1.37241
"MEST",9.83788,9.83788,9.143846,21.735666,7.830483,12.9033316666667,107,139,105,0.779516756115651
"MESTP3",0,0,0,0,0,0,0,0,0,1
"MET",1.61378,1.61378,0.875516,2.400277,0.967938,1.414577,91,117,89,1.08250016462511
"METAP1",8.93788,8.93788,13.353318,20.238931,15.520909,16.3710526666667,323,343,338,0.572094287588559
"METAP1D",20.91712,20.91712,15.549835,21.665009,14.471376,17.22874,191,168,143,1.2023387244538
"METAP2",69.17547,69.17547,132.928915,178.539776,144.498703,151.989131333333,651,620,611,0.458695787003989
"METRN",598.83798,598.83798,18.262374,11.031264,25.721634,18.338424,282,149,249,31.0179350706138
"METRNL",29.60673,29.60673,8.134252,7.678682,7.770988,7.86130733333333,86,50,55,3.45397454897739
"METTL1",8.25513,8.25513,10.799492,11.493443,13.515073,11.9360026666667,97,76,90,0.715455171004912
"METTL11B",0,0,0.130966,0,0,0.0436553333333333,1,0,0,0.958170737082421
"METTL14",8.28616,8.28616,12.23172,16.245063,14.202519,14.226434,266,238,223,0.609870965191193
"METTL15",7.04479,7.04479,2.749169,2.973406,3.236011,2.98619533333333,129,109,145,2.01816251520038
"METTL15P3",0,0,0,0,0,0,0,0,0,1
"METTL16",14.36888,14.36888,6.2657,6.33785,4.024689,5.54274633333333,318,266,263,2.34899524098927
"METTL17",45.96181,45.96181,90.774723,127.621391,142.543499,120.313204333333,456,375,441,0.387112105875653
"METTL18",2.91722,2.91722,2.995456,2.415614,3.524697,2.978589,45,37,52,0.984575184820548
"METTL21A",24.73434,24.73434,6.900513,7.654358,9.202466,7.91911233333333,206,192,204,2.88530282367038
"METTL21AP1",0,0,0.157499,0.195441,0,0.117646666666667,1,1,0,0.894737156048125
"METTL21C",0.18621,0.18621,0,0,0.083101,0.0277003333333333,0,0,1,1.15423724360636
"METTL22",30.38259,30.38259,69.038708,69.067331,73.732028,70.612689,288,217,231,0.438226666785268
"METTL23",26.19295,26.19295,18.127214,14.767983,10.890002,14.5950663333333,153,97,107,1.74368928087706
"METTL24",8.09995,8.09995,0.399297,0,0.092748,0.164015,5,0,1,7.817725716593
"METTL25",7.47927,7.47927,4.948348,3.469034,3.141296,3.85289266666667,50,42,38,1.74726098070168
"METTL2A",6.29996,6.29996,8.99126,9.422966,7.785548,8.733258,288,228,260,0.7500016952186
"METTL2B",11.26545,11.26545,17.040414,21.635876,13.027666,17.234652,502,399,363,0.672645137401032
"METTL3",36.89979,36.89979,35.088868,34.018107,33.82067,34.309215,887,708,774,1.07336824112346
"METTL4",9.37236,9.37236,3.603382,5.042975,3.282892,3.97641633333333,69,70,48,2.08430310191758
"METTL5",50.98937,50.98937,42.232143,95.908007,49.435641,62.5252636666667,144,124,129,0.818404631467593
"METTL6",14.05854,14.05854,12.793533,10.351771,10.656228,11.2671773333333,231,172,211,1.22754726623881
"METTL7A",49.22041,49.22041,0.487806,0.45461,0.289717,0.410711,18,22,11,35.5993608896507
"METTL7B",1.76896,1.76896,0.106824,0,0.063464,0.0567626666666667,2,0,1,2.62022882463675
"METTL8",9.37236,9.37236,5.090983,8.874278,5.201454,6.388905,270,213,224,1.40377498425003
"METTL9",78.76507,78.76507,69.455531,77.230836,68.382328,71.689565,1105,985,1085,1.09733866202116
"MEX3A",0.71379,0.71379,15.320186,19.341763,14.206509,16.289486,1473,1517,1251,0.0991232475042925
"MEX3B",0.80689,0.80689,5.169402,4.362035,4.461562,4.664333,262,177,195,0.318994310539299
"MEX3C",8.62754,8.62754,15.650558,18.419058,18.390046,17.486554,725,708,784,0.52078608052101
"MEX3D",12.07235,12.07235,7.85466,9.348651,8.943311,8.71554066666667,206,177,180,1.34550926690578
"MFAP1",12.04131,12.04131,14.651211,13.463758,15.072788,14.395919,426,315,389,0.847062783325893
"MFAP2",4.3448,4.3448,103.342403,112.577925,89.78202,101.900782666667,1115,938,880,0.051941295891925
"MFAP3",9.86891,9.86891,13.538886,16.089758,10.712576,13.4470733333333,349,316,295,0.752326076654049
"MFAP3L",22.22056,22.22056,3.522622,1.29544,2.614399,2.477487,200,97,153,6.67739663728434
"MFAP4",30.28948,30.28948,1.230313,2.126867,2.060629,1.80593633333333,33,37,32,11.1511724725519
"MFAP5",3.35171,3.35171,0.358206,0.485634,0.327866,0.390568666666667,4,6,1,3.12944632243979
"MFF",101.10977,101.10977,38.387239,43.48127,37.053783,39.640764,571,466,487,2.51249632019713
"MFGE8",99.30978,99.30978,301.420605,174.086531,274.160756,249.889297333333,5548,2589,4621,0.399816895603672
"MFHAS1",8.13099,8.13099,3.372839,3.860422,2.079274,3.10417833333333,157,107,114,2.2248034218786
"MFN1",9.09305,9.09305,30.61557,38.928698,34.517277,34.6871816666667,770,670,729,0.282820035896175
"MFN2",55.92382,55.92382,55.093104,76.304498,55.552669,62.316757,1260,1000,1133,0.899032463080824
"MFNG",14.7413,14.7413,4.956339,2.666012,7.271484,4.96461166666667,51,17,56,2.63911565072552
"MFRP",0.06207,0.06207,0,0.028495,0,0.00949833333333333,0,1,0,1.05207702175503
"MFSD1",25.26193,25.26193,23.574623,24.345832,33.3413,27.0872516666667,453,281,440,0.935012450191668
"MFSD10",86.15124,86.15124,67.913059,47.661597,67.985477,61.186711,1163,673,1000,1.40144475561668
"MFSD11",30.10328,30.10328,16.542729,15.099064,13.174028,14.938607,301,234,265,1.95144280801955
"MFSD12",94.40636,94.40636,137.155537,133.730194,154.06985,141.651860333333,2077,1604,1911,0.668805578679905
"MFSD2A",38.20323,38.20323,4.102028,2.918016,3.889222,3.636422,91,67,65,8.45549218772579
"MFSD2B",0.31034,0.31034,2.508134,0.377976,0.106434,0.997514666666667,26,9,3,0.655985170905712
"MFSD3",19.2723,19.2723,5.504314,3.880023,4.860649,4.74832866666667,99,49,75,3.52664246871525
"MFSD5",14.55509,14.55509,15.478593,18.661137,13.700194,15.9466413333333,232,190,223,0.917886305258836
"MFSD6",52.91349,52.91349,7.871269,7.175249,12.208894,9.08513733333333,310,201,340,5.34583597803923
"MFSD6L",0,0,0,0,0,0,0,0,0,1
"MFSD8",23.15159,23.15159,31.065807,34.630526,18.371663,28.0226653333333,324,246,295,0.832163060236278
"MFSD9",5.67928,5.67928,8.086503,17.224404,15.590756,13.6338876666667,290,228,223,0.456425534495128
"MGA",3.2586,3.2586,5.040941,4.809061,3.787876,4.54595933333333,608,587,510,0.767874364747716
"MGAM",0.21724,0.21724,0.356288,0.60429,0.275572,0.41205,35,50,28,0.862037463262632
"MGARP",3.56895,3.56895,0.126488,0,0.214018,0.113502,2,0,3,4.10322567898396
"MGAT1",83.20298,83.20298,30.781047,30.63329,35.984752,32.466363,1190,975,966,2.51604812868372
"MGAT2",0.77586,0.77586,18.105717,18.167757,17.643472,17.9723153333333,697,554,585,0.0936027031387102
"MGAT3",16.29301,16.29301,10.777328,5.919281,7.605676,8.10076166666667,673,354,508,1.90017172555337
"MGAT4A",12.97234,12.97234,4.821943,3.231209,4.947743,4.33363166666667,386,214,377,2.61966721236531
"MGAT4B",69.42374,69.42374,148.79166,124.078059,142.401805,138.423841333333,1349,952,1143,0.5051054348132
"MGAT4C",4.2517,4.2517,1.928188,1.476484,1.451805,1.61882566666667,232,127,230,2.00536449097986
"MGAT5",21.41367,21.41367,9.757349,8.385435,7.727694,8.62349266666667,937,690,760,2.32905773156925
"MGAT5B",8.00685,8.00685,7.756914,5.158921,6.938115,6.61798333333333,355,167,289,1.18231421701719
"MGLL",261.21576,261.21576,31.186488,20.263731,28.588177,26.6794653333333,176,123,151,9.47329570286979
"MGMT",113.43039,113.43039,2.857803,3.335022,3.92957,3.37413166666667,53,48,61,26.1607099923451
"MGP",125.90618,125.90618,2.447595,20.443173,1.727125,8.20596433333333,14,75,10,13.7852130863133
"MGRN1",28.7688,28.7688,43.954035,41.323602,34.143083,39.8069066666667,1305,903,1025,0.729503959787199
"MGST1",96.64083,96.64083,170.781034,255.550088,153.602929,193.311350333333,251,386,251,0.5024967910135
"MGST2",35.0998,35.0998,5.862824,6.422854,5.27252,5.85273266666667,48,38,41,5.26794225836331
"MGST3",265.40539,265.40539,112.477529,107.657369,123.548162,114.56102,629,488,576,2.30532224447309
"MIA",10.64477,10.64477,185.930893,190.061792,218.508672,198.167119,531,382,479,0.0584673316482526
"MIA2",0,0,7.842084,9.318198,11.215853,9.45871166666667,279,259,288,0.0956140710128893
"MIA3",41.3377,41.3377,69.626901,74.971404,53.587187,66.0618306666667,906,837,750,0.631323356059889
"MIAT",6.48617,6.48617,91.358873,67.968054,76.738753,78.68856,11473,6143,9188,0.0939428444936136
"MIB1",6.48617,6.48617,6.120556,7.839425,6.206538,6.722173,890,918,795,0.969438265628082
"MIB2",96.51669,96.51669,58.543284,40.840585,42.288796,47.2242216666667,753,484,506,2.02215166216783
"MICA",13.7482,13.7482,13.907326,15.49453,19.414088,16.2719813333333,259,232,305,0.853880033527904
"MICAL1",37.39634,37.39634,72.398405,55.639709,69.715629,65.9179143333333,2397,1545,1990,0.573782676619883
"MICAL2",65.14101,65.14101,3.22797,21.919371,3.571503,9.572948,91,327,65,6.25568289941462
"MICAL3",38.57564,38.57564,128.527924,137.27788,79.189231,114.998345,3807,3456,2378,0.341174177959177
"MICALL1",27.18605,27.18605,18.689175,27.43731,19.17647,21.7676516666667,716,698,615,1.23798670203947
"MICALL2",40.37563,40.37563,51.990765,39.830024,47.300164,46.373651,1335,739,973,0.873389091332648
"MICB",1.92413,1.92413,0.944623,1.12349,0.503375,0.857162666666667,13,14,9,1.57451474363761
"MICC",0,0,0,0,0,0,0,0,0,1
"MICU1",108.74421,108.74421,19.077153,16.735631,19.22758,18.346788,493,332,409,5.67247700238407
"MID1",2.76205,2.76205,14.884057,22.316369,15.070593,17.423673,1324,1374,1140,0.204196524764633
"MID1IP1",182.54379,182.54379,6.147167,6.720374,6.039153,6.30223133333333,259,213,214,25.1353020222951
"MID2",4.59308,4.59308,1.555683,1.766749,1.11028,1.47757066666667,36,28,24,2.25748555843412
"MIDN",26.81364,26.81364,30.54396,32.622252,25.086831,29.417681,986,684,811,0.914390548049998
"MIEN1",114.36142,114.36142,15.610724,11.35385,13.64065,13.5350746666667,152,88,115,7.93676143023597
"MIER1",10.73787,10.73787,4.004393,6.666007,4.834729,5.16837633333333,263,325,245,1.90291080921403
"MIER2",15.26888,15.26888,18.878599,28.09397,18.003744,21.658771,342,313,272,0.717994810927742
"MIER3",6.39307,6.39307,7.79833,8.207353,5.65439,7.22002433333333,297,315,271,0.899397580858743
"MIF",509.98676,509.98676,126.112965,91.701599,122.555359,113.456641,637,361,519,4.46445706894369
"MIF4GD",28.55156,28.55156,4.840648,8.081733,7.441951,6.78811066666667,76,53,55,3.79444531091238
"MIIP",29.35845,29.35845,15.553957,9.622606,19.520561,14.8990413333333,201,122,205,1.9094516055098
"MINK1",81.24781,81.24781,49.754409,41.305192,44.490897,45.1834993333333,1535,1002,1189,1.78089168614897
"MINPP1",4.12756,4.12756,15.697153,16.283713,12.839222,14.9400293333333,371,293,323,0.321678203519826
"MIOS",8.47237,8.47237,15.556028,17.886973,14.2292,15.8907336666667,568,485,525,0.56080275652522
"MIOX",0.34138,0.34138,0.20501,0.324166,0.146353,0.225176333333333,4,5,3,1.09484648332254
"MIP",1.27241,1.27241,0.086801,0.24196,0.09114,0.139967,1,2,1,1.99339980894184
"MIPEP",5.64824,5.64824,4.628315,4.420116,3.615632,4.22135433333333,113,86,112,1.2732788421497
"MIPOL1",16.44818,16.44818,1.989002,1.731798,2.015008,1.911936,104,123,91,5.99195174619222
"MIR155HG",0.93103,0.93103,0.102515,0.253438,0.116226,0.157393,2,4,2,1.66843068862521
"MIR210HG",6.20686,6.20686,6.360053,4.796193,3.832254,4.99616666666667,36,22,26,1.2019112210579
"MIR22HG",4.12756,4.12756,18.283029,20.946905,20.149154,19.7930293333333,398,407,406,0.246599950291033
"MIRLET7BHG",4.87239,4.87239,0.074135,0.087905,0.064248,0.0754293333333333,5,5,4,5.46050755543212
"MIS12",28.70673,28.70673,16.341882,7.979982,17.593645,13.9718363333333,223,209,247,1.98417410787886
"MIS18A",5.83445,5.83445,6.971424,5.276149,5.766164,6.004579,68,89,87,0.975711745131292
"MIS18BP1",9.80684,9.80684,4.035738,16.84887,15.502949,12.1291856666667,67,128,78,0.823115787556969
"MITD1",28.73777,28.73777,21.411305,20.892811,23.395573,21.8998963333333,226,193,217,1.2985984550818
"MITF",16.0137,16.0137,1.488907,1.669763,1.281504,1.480058,50,19,26,6.86020246300691
"MIXL1",0.71379,0.71379,0.046197,0.19101,0.179742,0.138983,1,4,4,1.50466688264882
"MKI67",0.80689,0.80689,0.273109,2.026351,0.462537,0.920665666666667,29,183,17,0.940762378043585
"MKKS",13.65509,13.65509,9.785677,9.116267,8.562685,9.15487633333333,362,287,292,1.44315789960876
"MKLN1",18.93093,18.93093,5.591444,11.418383,6.163821,7.72454933333333,604,604,476,2.28446527591416
"MKNK1",25.4171,25.4171,26.835055,33.467649,33.37407,31.2255913333333,441,362,418,0.819755321996987
"MKNK2",75.72371,75.72371,20.572576,21.988316,23.563725,22.041539,606,618,558,3.32979971520132
"MKRN1",41.27563,41.27563,51.308277,62.423905,60.686301,58.1394943333333,1028,775,962,0.714845983662255
"MKRN2",15.9206,15.9206,12.12647,13.868655,13.013011,13.002712,471,417,433,1.20838020520596
"MKRN3",10.33442,10.33442,0.266997,0.198666,0.874729,0.446797333333333,5,3,8,7.83414493437459
"MKRN7P",0.40345,0.40345,0.566106,1.33087,0.49303,0.796668666666667,14,22,9,0.781140132311541
"MKS1",10.17925,10.17925,12.752194,9.775742,7.801873,10.1099363333333,153,121,128,1.0062388896378
"MKX",2.1724,2.1724,0.424083,0.681338,0.510479,0.538633333333333,22,30,23,2.0618297623432
"MLANA",0.06207,0.06207,1.1386,0.225837,0.344811,0.569749333333333,6,6,1,0.676585730885271
"MLC1",95.49256,95.49256,0.018673,0.45024,0.085373,0.184762,1,10,4,81.4446783404599
"MLEC",32.58602,32.58602,141.565833,141.615654,126.201545,136.461010666667,5778,4846,4865,0.244331245908294
"MLF1",15.36198,15.36198,5.517226,7.511868,8.118088,7.04906066666667,75,87,91,2.0327812992837
"MLF2",257.39854,257.39854,123.797351,119.526346,143.307676,128.877124333333,1634,1233,1577,1.98956160545111
"MLH1",45.74457,45.74457,102.46012,105.395519,96.526945,101.460861333333,445,339,394,0.456218788244685
"MLH3",17.19301,17.19301,15.927838,15.168917,14.785196,15.2939836666667,297,257,231,1.11654770080679
"MLIP",18.52748,18.52748,2.566448,0.996327,0.618174,1.39364966666667,17,9,6,8.15803593647581
"MLKL",8.44133,8.44133,1.118869,1.425081,1.027937,1.190629,23,27,11,4.30987173090469
"MLLT1",21.78608,21.78608,20.688974,24.139276,22.749732,22.525994,683,620,573,0.968549086597574
"MLLT10",11.20338,11.20338,54.445287,45.391884,32.380864,44.0726783333333,539,527,450,0.270748942624407
"MLLT10P2",3.1655,3.1655,0,3.761704,0,1.25390133333333,0,1,0,1.84812881486678
"MLLT11",13.15855,13.15855,53.7859,52.325589,63.314434,56.4753076666667,1964,1542,2062,0.246341439042202
"MLLT3",12.69303,12.69303,14.645423,14.009365,12.092028,13.582272,357,270,332,0.939018967688986
"MLLT6",98.47186,98.47186,42.73221,37.982742,43.884846,41.533266,1498,1075,1111,2.33868379634896
"MLN",0,0,1.1883,0,0.89525,0.694516666666667,3,0,2,0.590138780969991
"MLNR",0,0,0.067094,0,0.083091,0.0500616666666667,1,0,1,0.952325022181237
"MLPH",12.22752,12.22752,0.848261,1.704494,0.660868,1.07120766666667,9,14,8,6.38638037743841
"MLST8",50.08937,50.08937,21.138733,20.587354,19.101129,20.2757386666667,323,242,287,2.40129712065148
"MLX",16.69646,16.69646,14.121006,14.661731,15.892812,14.8918496666667,344,251,375,1.1135557138524
"MLXIP",9.06202,9.06202,50.187139,61.659383,41.41094,51.0858206666667,2047,1560,1792,0.193181558266958
"MLXIPL",10.42753,10.42753,0.314578,0.253599,0.292205,0.286794,9,6,7,8.88062114060215
"MLYCD",4.12756,4.12756,4.993302,6.217151,4.514542,5.241665,206,143,180,0.821505159280416
"MMAA",1.02413,1.02413,1.630655,1.306422,1.309815,1.41563066666667,68,51,61,0.837930246511194
"MMAB",57.41347,57.41347,8.541243,11.338305,8.797142,9.55889666666667,202,175,174,5.53215661106006
"MMACHC",10.39649,10.39649,2.77629,4.427784,3.105149,3.43640766666667,115,107,94,2.56885544708358
"MMADHC",30.07224,30.07224,51.324938,54.418373,59.396043,55.0464513333333,947,818,979,0.554401559078192
"MMD",18.37231,18.37231,12.879189,12.462714,11.496912,12.279605,411,347,311,1.45880167369436
"MMD2",21.07229,21.07229,0,0,0,0,0,0,0,22.07229
"MME",4.99652,4.99652,2.440827,4.837508,1.276602,2.85164566666667,51,57,32,1.55687218372545
"MMEL1",30.07224,30.07224,0.659393,0.916554,0.455644,0.677197,5,5,3,18.5262911870222
"MMGT1",7.69651,7.69651,8.390113,7.836207,9.389815,8.53871166666667,472,356,471,0.91170697929682
"MMP1",0.27931,0.27931,0.287771,0.580727,0.444241,0.437579666666667,8,13,11,0.889905463789949
"MMP10",0,0,0.187202,0.302817,0.091414,0.193811,2,6,2,0.83765353142164
"MMP11",2.38964,2.38964,11.161599,8.494803,9.929012,9.86180466666667,197,146,187,0.312069688603619
"MMP12",0,0,0.079507,0,0.044784,0.0414303333333333,2,0,1,0.960217854226767
"MMP13",0.06207,0.06207,0.051128,0.219864,0.056583,0.109191666666667,2,4,1,0.957517110808923
"MMP14",8.19306,8.19306,90.594031,134.762393,81.947374,102.434599333333,4505,5670,3628,0.0888779969106276
"MMP15",9.24822,9.24822,305.146132,227.835226,305.623431,279.534929666667,15461,9052,12922,0.0365309945972753
"MMP16",0.62069,0.62069,9.438763,15.066211,9.387621,11.2975316666667,1625,2019,1378,0.13178986189505
"MMP17",13.68613,13.68613,59.234191,42.63324,60.948688,54.2720396666667,762,423,617,0.265706315319079
"MMP19",19.58265,19.58265,8.652765,2.254173,10.65922,7.18871933333333,52,43,48,2.51353711882827
"MMP2",37.42737,37.42737,877.798637,1035.693947,705.849005,873.113863,12473,11729,8896,0.0439615153432248
"MMP20",0,0,0,0,0.16897,0.0563233333333333,0,0,1,0.946679836035052
"MMP21",0.0931,0.0931,0.233399,0.653006,0.32131,0.402571666666667,5,10,5,0.779354115000659
"MMP23A",0,0,0,0.011467,0,0.00382233333333333,0,0,0,0.996192221266247
"MMP23B",1.30344,1.30344,1.759534,2.500234,3.945786,2.73518466666667,18,19,24,0.616687046441434
"MMP24",8.56547,8.56547,6.51014,4.165124,7.260831,5.97869833333333,442,228,432,1.37066678384866
"MMP25",2.85516,2.85516,2.779417,2.480849,1.203044,2.15443666666667,45,51,25,1.22213897674281
"MMP26",0,0,0,0,0,0,0,0,0,1
"MMP27",0,0,0,0,0,0,0,0,0,1
"MMP28",13.43785,13.43785,1.591359,0.862675,1.001252,1.151762,9,12,7,6.70978017085533
"MMP3",4.09653,4.09653,0.038976,0.248496,2.971512,1.086328,1,2,5,2.44282298852338
"MMP7",0.37241,0.37241,0,0.093287,0.079105,0.057464,0,1,1,1.29783141553755
"MMP8",0.15517,0.15517,0.860733,1.382178,1.208696,1.15053566666667,29,31,35,0.537154541496406
"MMP9",1.92413,1.92413,0.716185,0.995669,0.593893,0.768582333333333,25,28,18,1.65337510439152
"MMRN1",0.80689,0.80689,0.538127,2.353218,0.794572,1.228639,39,107,33,0.810759391718443
"MMRN2",14.36888,14.36888,4.123445,2.459092,2.738074,3.10687033333333,101,43,88,3.74223648486264
