"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"FBRSL1",78.14438,78.14438,440.420586,330.38837,267.265921,346.024959,978,571,747,0.228065382467202
"FBXL12",8.96891,8.96891,12.990411,15.663181,15.091219,14.5816036666667,254,229,239,0.639787162686357
"FBXL13",4.22067,4.22067,0.334,0.037699,1.21391,0.528536333333333,3,1,7,3.41547000627398
"FBXL14",11.23442,11.23442,10.457059,7.134062,7.879276,8.49013233333333,97,65,69,1.28917275020787
"FBXL15",20.2654,20.2654,6.406,4.420423,6.397339,5.741254,125,51,108,3.15451694892375
"FBXL16",56.60658,56.60658,60.569352,32.243175,78.419838,57.077455,385,128,273,0.991892292801053
"FBXL17",68.70996,68.70996,8.019889,6.622658,7.880632,7.50772633333333,288,231,291,8.1937238304053
"FBXL18",3.56895,3.56895,3.597836,3.690508,2.933889,3.407411,428,354,312,1.03665167600662
"FBXL19",11.32752,11.32752,47.363422,21.271071,27.248848,31.9611136666667,806,540,591,0.374001926168737
"FBXL2",25.44813,25.44813,15.742417,12.976288,17.872345,15.53035,353,252,350,1.59997398724165
"FBXL20",4.62411,4.62411,3.446622,3.976779,3.061237,3.49487933333333,469,370,429,1.25122602475498
"FBXL22",0.65172,0.65172,0.928194,0.693169,0.112654,0.578005666666667,7,4,2,1.04671360495748
"FBXL3",38.42047,38.42047,7.648023,8.858205,6.544224,7.683484,353,340,288,4.53970664309395
"FBXL4",5.46204,5.46204,1.917342,2.051466,1.817988,1.928932,178,164,156,2.20627860257596
"FBXL5",43.47906,43.47906,12.813758,20.32016,16.047514,16.3938106666667,452,439,453,2.55717742663712
"FBXL6",15.0206,15.0206,17.265553,10.961886,13.953748,14.0603956666667,232,114,191,1.06375691280532
"FBXL7",9.5896,9.5896,3.21136,3.498646,2.767342,3.159116,202,178,155,2.54611797314622
"FBXL8",12.72407,12.72407,5.228245,5.255628,3.480435,4.65476933333333,47,35,30,2.42699024328019
"FBXO10",2.45171,2.45171,15.984313,16.411913,17.025039,16.473755,508,405,418,0.19753682021981
"FBXO11",19.39644,19.39644,38.182317,43.923893,53.459512,45.188574,1343,1104,1222,0.441590597709295
"FBXO15",7.29306,7.29306,1.370212,0.945765,0.76271,1.026229,40,36,30,4.09285426277089
"FBXO16",4.09653,4.09653,15.262234,9.723783,16.993418,13.993145,75,54,71,0.339924011940123
"FBXO17",17.9999,17.9999,2.98356,3.233694,1.856852,2.69136866666667,45,66,41,5.14711526149379
"FBXO2",329.08779,329.08779,7.812923,1.806699,3.405945,4.34185566666667,55,28,43,61.7927197209309
"FBXO21",16.41715,16.41715,19.05477,24.391867,20.139047,21.195228,757,569,685,0.784724986830502
"FBXO22",19.05506,19.05506,39.82228,40.115205,45.084615,41.6740333333333,569,501,500,0.46995932733489
"FBXO24",1.21034,1.21034,0.517956,0.645399,0.263043,0.475466,6,7,5,1.49806230709484
"FBXO25",27.74467,27.74467,17.999003,11.149872,18.753,15.9672916666667,359,271,278,1.69412246601918
"FBXO27",9.52753,9.52753,7.025638,3.466618,5.873704,5.45532,48,43,26,1.63083007503888
"FBXO28",4.65515,4.65515,6.186869,9.172039,7.315475,7.55812766666667,462,450,445,0.660792900066966
"FBXO3",10.45856,10.45856,13.226565,19.854619,22.048087,18.3764236666667,310,270,335,0.591366095060783
"FBXO30",2.11033,2.11033,1.526666,2.076448,1.775169,1.792761,210,231,215,1.11371148479945
"FBXO31",17.37921,17.37921,13.033723,17.408863,14.409983,14.9508563333333,366,249,288,1.15223970524968
"FBXO32",71.34787,71.34787,3.143255,7.823678,2.820202,4.59571166666667,124,186,97,12.9291633146454
"FBXO33",6.14479,6.14479,4.071388,4.680028,3.363406,4.038274,169,146,139,1.41810270739543
"FBXO34",10.11718,10.11718,7.434994,5.812179,6.822512,6.689895,336,224,297,1.44568683967726
"FBXO36",5.92755,5.92755,0.740262,0.877879,0.696726,0.771622333333333,30,29,26,3.91028599586782
"FBXO38",11.88614,11.88614,41.250636,34.66524,31.955467,35.9571143333333,618,463,501,0.348678197214586
"FBXO39",0.15517,0.15517,0,0,0,0,0,0,0,1.15517
"FBXO4",8.47237,8.47237,3.179088,2.278415,3.421748,2.95975033333333,35,24,37,2.39216344532159
"FBXO40",0.18621,0.18621,0.033826,0.013985,0,0.015937,3,1,0,1.16760192807231
"FBXO41",5.30687,5.30687,3.947269,3.278999,3.824442,3.68357,353,228,316,1.34659458489998
"FBXO42",9.4965,9.4965,9.0289,9.170558,8.815388,9.00494866666667,537,415,458,1.04913082012815
"FBXO43",0.49655,0.49655,0.051334,0.145616,0.050018,0.0823226666666667,2,5,2,1.38272074131929
"FBXO44",96.11325,96.11325,15.940269,17.357828,18.497023,17.26504,422,288,390,5.31689227069856
"FBXO45",8.13099,8.13099,3.598208,4.363103,3.241501,3.73427066666667,226,219,176,1.92870045734605
"FBXO46",6.45514,6.45514,5.101911,6.139699,3.769081,5.00356366666667,126,116,96,1.24178578156718
"FBXO47",0,0,0,0,0,0,0,0,0,1
"FBXO48",1.02413,1.02413,0.244211,0.338042,0.406335,0.329529333333333,21,24,31,1.52244102424216
"FBXO5",2.51378,2.51378,1.914024,2.64565,1.833892,2.13118866666667,61,67,51,1.12218725029451
"FBXO6",7.91375,7.91375,1.257804,1.5161,1.727894,1.50059933333333,25,16,27,3.56464543566756
"FBXO7",102.78562,102.78562,53.648521,56.63784,52.732839,54.3397333333333,1586,1377,1386,1.87542681810297
"FBXO8",14.02751,14.02751,3.506525,4.198827,5.089218,4.26485666666667,84,63,100,2.85430562528768
"FBXO9",30.28948,30.28948,58.26061,47.293592,46.843358,50.7991866666667,640,486,581,0.604053499939124
"FBXW10",0.18621,0.18621,0.490889,0.34901,0.296551,0.378816666666667,7,5,4,0.860310169348113
"FBXW11",89.00639,89.00639,39.713162,33.331042,33.31539,35.453198,1337,1033,1327,2.46909448109326
"FBXW11P1",0.46551,0.46551,0.100707,0.374262,0.341047,0.272005333333333,2,6,6,1.15212567242905
"FBXW12",0.12414,0.12414,0.768078,0.598837,0.275062,0.547325666666667,24,15,7,0.726505107629788
"FBXW2",8.28616,8.28616,12.873502,18.034797,13.127456,14.678585,1183,995,1013,0.592283040848393
"FBXW4",676.23754,676.23754,13.988249,11.447123,13.976088,13.1371533333333,189,115,169,47.9048026170285
"FBXW4P1",0.40345,0.40345,0.090581,0.113063,0.069275,0.090973,3,3,2,1.2864204705341
"FBXW5",78.5168,78.5168,23.983785,21.979814,21.495094,22.486231,651,469,519,3.3856773357973
"FBXW7",8.72064,8.72064,63.994091,46.8183,61.178158,57.330183,1664,956,1480,0.166648542830733
"FBXW8",4.68618,4.68618,6.971612,7.83766,6.446117,7.08512966666667,505,404,414,0.703288658862573
"FBXW9",2.45171,2.45171,3.83594,4.096141,4.133068,4.02171633333333,94,80,88,0.687356626874384
"FCAMR",0,0,0,0,0,0,0,0,0,1
"FCAR",2.23447,2.23447,0.391009,0.342753,0.170188,0.301316666666667,12,10,6,2.48553644385814
"FCER1A",0.62069,0.62069,0.119738,0,0,0.0399126666666667,1,0,0,1.55848664214751
"FCER1G",91.92362,91.92362,0.990399,1.353915,1.434835,1.25971633333333,5,6,7,41.1218074717048
"FCER2",0.9931,0.9931,0,0,0.055304,0.0184346666666667,0,0,1,1.95702293454268
"FCF1",38.32737,38.32737,16.761834,16.21715,12.436843,15.138609,302,264,232,2.43685004079348
"FCGBP",1.70689,1.70689,0.732719,0.301468,0.552644,0.528943666666667,35,21,18,1.77043148090697
"FCGR1A",10.52063,10.52063,0.346946,0.152167,0.47697,0.325361,1,1,4,8.69244681260427
"FCGR1B",2.23447,2.23447,1.634334,1.740474,0.321188,1.23199866666667,14,6,5,1.44913617033224
"FCGR2A",111.19592,111.19592,4.965556,9.40426,2.225807,5.53187433333333,26,8,11,17.1766807312021
"FCGR2B",18.31024,18.31024,0.120833,0.057552,0.274645,0.15101,2,2,6,16.776778655268
"FCGR3A",17.59645,17.59645,0,0,0,0,0,0,0,18.59645
"FCGR3B",6.92065,6.92065,0,0,0,0,0,0,0,7.92065
"FCGRT",67.34445,67.34445,130.633879,105.690506,137.820546,124.714977,1021,681,887,0.543646044655443
"FCHO1",21.63091,21.63091,8.50356,4.934599,7.764899,7.067686,99,69,87,2.80513024428566
"FCHO2",9.24822,9.24822,4.420806,7.161746,2.039905,4.540819,193,174,128,1.84958577423302
"FCHSD1",15.23784,15.23784,62.64196,47.364829,54.376108,54.794299,1120,683,823,0.291030450978513
"FCHSD2",166.77836,166.77836,18.923995,13.916766,11.676527,14.839096,340,238,319,10.5926727131397
"FCN1",2.82412,2.82412,0.318092,0.032374,0.732287,0.360917666666667,3,3,6,2.80995690897784
"FCN2",0.12414,0.12414,0,0,0,0,0,0,0,1.12414
"FCN3",3.44481,3.44481,0,0,0,0,0,0,0,4.44481
"FCRL1",0.12414,0.12414,0.070684,0.043543,0,0.0380756666666667,2,1,0,1.08290757224827
"FCRL2",0.71379,0.71379,0.14341,0.100055,0.264813,0.169426,2,1,4,1.46549674797721
"FCRL3",0,0,0,1.367892,0.415863,0.594585,0,3,1,0.627122417431495
"FCRL4",0,0,0,0,0,0,0,0,0,1
"FCRL5",0.03103,0.03103,0.204142,0.300935,0.184329,0.229802,14,11,11,0.838370729597122
"FCRL6",1.86206,1.86206,0,0,0,0,0,0,0,2.86206
"FCRLA",2.38964,2.38964,55.733743,10.908693,51.114814,39.2524166666667,1367,205,1034,0.0842096023220138
"FCRLB",2.32757,2.32757,0.705945,0.435858,0.20804,0.449947666666667,20,8,5,2.29495869161255
"FDCSP",5.2448,5.2448,0,0,0,0,0,0,0,6.2448
"FDFT1",185.46102,185.46102,76.731169,100.73123,88.28463,88.582343,931,918,1008,2.08144834970436
"FDPS",124.78895,124.78895,94.293864,111.035315,103.299525,102.876234666667,809,824,744,1.2109502274861
"FDPSP1",0,0,0,0,0,0,0,0,0,1
"FDPSP4",0,0,0,0,0.08487,0.02829,0,0,1,0.972488305828123
"FDPSP6",0,0,0,0,0,0,0,0,0,1
"FDPSP7",0,0,0,0,0,0,0,0,0,1
"FDPSP8",0,0,0,0,0,0,0,0,0,1
"FDX1",4.93445,4.93445,2.337541,2.496296,2.638142,2.49065966666667,104,89,103,1.70009412738509
"FDXACB1",1.89309,1.89309,1.271688,0.704032,1.362052,1.11259066666667,49,23,46,1.36945128351099
"FDXR",9.12409,9.12409,4.463668,4.156331,3.385215,4.001738,65,53,53,2.02411441782836
"FECH",13.53096,13.53096,8.076711,5.591204,7.713994,7.127303,224,161,170,1.78791906737081
"FEM1A",14.77233,14.77233,2.676025,2.626213,2.842431,2.71488966666667,410,323,382,4.24570617575094
"FEM1AP1",0.0931,0.0931,0,0,0,0,0,0,0,1.0931
"FEM1AP2",0.0931,0.0931,0,0.04548,0,0.01516,0,1,0,1.07677607470744
"FEM1AP3",0,0,0,0,0,0,0,0,0,1
"FEM1B",9.34133,9.34133,7.834691,18.565164,7.049936,11.1499303333333,711,784,679,0.851143151959362
"FEM1C",4.31377,4.31377,2.524967,3.458814,2.965208,2.98299633333333,219,242,228,1.33411370618887
"FEN1",8.62754,8.62754,12.104705,11.703011,12.158085,11.9886003333333,271,258,232,0.741229982671215
"FER",12.35165,12.35165,2.316322,3.275103,2.153712,2.58171233333333,346,328,270,3.72772818066443
"FER1L4",1.89309,1.89309,11.108072,2.033306,2.147692,5.09635666666667,69,40,54,0.474560488860286
"FER1L5",0.12414,0.12414,0.325275,0.460838,0.495668,0.427260333333333,21,23,30,0.787620852164088
"FER1L6",0,0,0,0.039145,0.011879,0.017008,0,3,1,0.983276434403663
"FERD3L",0,0,0.153211,0,0,0.0510703333333333,1,0,0,0.951411117112049
"FERMT1",3.53791,3.53791,0.178718,0.365395,0.282404,0.275505666666667,9,6,18,3.55773409604609
"FERMT2",23.36883,23.36883,36.969496,70.510409,39.029585,48.8364966666667,1208,1766,1182,0.488975582753978
"FERMT3",13.28268,13.28268,3.238081,1.814901,2.721634,2.59153866666667,19,8,19,3.97675796520266
"FERP1",1.39654,1.39654,0.452879,0.420675,0.38026,0.417938,4,3,3,1.69015852597222
"FES",22.3447,22.3447,1.034154,1.148344,0.595228,0.925908666666667,12,14,7,12.1213951648105
"FETUB",0,0,0,0.222249,0,0.074083,0,1,0,0.931026745605321
"FEV",0.0931,0.0931,0,0,0.476109,0.158703,0,0,2,0.943382385304949
"FEZ1",1614.71498,1614.71498,170.70983,99.272797,184.744126,151.575584333333,1377,647,1313,10.5896037499036
"FEZ2",71.34787,71.34787,26.790405,25.234284,26.374411,26.1330333333333,404,329,369,2.66641289645709
"FEZF1",0,0,0,0.067731,0,0.022577,0,1,0,0.977921467038668
"FEZF2",0.18621,0.18621,0,0,0,0,0,0,0,1.18621
"FFAR1",3.2586,3.2586,0.031359,0.03732,0.037762,0.0354803333333333,1,1,1,4.11268071725811
"FFAR2",0.52758,0.52758,0,1.059635,0.116853,0.392162666666667,0,1,3,1.0972712001088
"FFAR3",0.12414,0.12414,0,0,0.043445,0.0144816666666667,0,0,1,1.108092967016
"FGA",12.10338,12.10338,0,0,0,0,0,0,0,13.10338
"FGB",11.69993,11.69993,0.066981,0,0,0.022327,1,0,0,12.4225712516641
"FGD1",4.03446,4.03446,4.448307,5.836526,4.191385,4.825406,283,292,228,0.864224742447136
"FGD2",8.65857,8.65857,0.213278,0.114086,0.126507,0.151290333333333,7,4,5,8.38934343523542
"FGD3",8.44133,8.44133,0.191563,0,0.346189,0.179250666666667,10,0,10,8.00621128897673
"FGD4",10.11718,10.11718,2.014011,3.657555,1.667688,2.446418,237,259,178,3.2257201535043
"FGD5",5.83445,5.83445,0.5678,0.644558,1.025176,0.745844666666667,25,32,32,3.91469535090369
"FGD6",1.45861,1.45861,0.56933,0.823461,0.763145,0.718645333333333,83,78,84,1.43055111622797
"FGF1",744.66819,744.66819,2.831495,7.734211,0.269367,3.611691,11,39,12,161.690839650792
"FGF10",0.43448,0.43448,0.074459,0.118736,0.076849,0.0900146666666667,7,9,3,1.31601898934693
"FGF11",3.10343,3.10343,5.632752,4.059428,5.179176,4.95711866666667,152,102,149,0.688827977015286
"FGF12",41.3377,41.3377,2.189446,0.531246,1.295293,1.33866166666667,35,21,40,18.1033881913944
"FGF13",20.35851,20.35851,61.330641,44.670828,67.710885,57.904118,1813,1090,1795,0.362597908689508
"FGF14",4.06549,4.06549,0.34232,0.040968,0.026535,0.136607666666667,12,7,5,4.45667414408314
"FGF16",0.18621,0.18621,0,0,0,0,0,0,0,1.18621
"FGF17",7.75858,7.75858,2.883857,1.316072,1.894978,2.03163566666667,70,31,44,2.88906087769782
"FGF18",0.80689,0.80689,5.117884,4.211615,5.721681,5.01706,131,84,125,0.300294495983088
"FGF19",0,0,0,0,0,0,0,0,0,1
"FGF2",4.46894,4.46894,0.37793,1.058568,0.410917,0.615805,36,81,34,3.38465346994223
"FGF20",5.46204,5.46204,0.327402,0.40667,0.139067,0.291046333333333,1,2,3,5.00527350038302
"FGF21",0,0,0,0,0,0,0,0,0,1
"FGF22",3.72412,3.72412,0.333749,0.357314,0.856622,0.515895,6,5,15,3.11638998743317
"FGF23",0,0,0.066934,0.027719,0.050964,0.048539,3,1,2,0.953707968897676
"FGF3",1.33448,1.33448,0,0,0,0,0,0,0,2.33448
"FGF4",0,0,0,0,0,0,0,0,0,1
"FGF5",1.05517,1.05517,0.219687,0.114388,0.104061,0.146045333333333,17,6,6,1.79327112132853
"FGF6",0,0,0,0,0,0,0,0,0,1
"FGF7",7.19996,7.19996,0.958805,1.089084,0.941869,0.996586,74,68,64,4.10699063301055
"FGF8",0.40345,0.40345,0.098616,0.868705,0,0.322440333333333,1,5,0,1.06125771017772
"FGF9",0.58965,0.58965,8.987802,4.403712,8.128568,7.17336066666667,179,99,194,0.194491600802966
"FGFBP1",0.34138,0.34138,0,0,0,0,0,0,0,1.34138
"FGFBP2",1.83102,1.83102,0.307459,0.086857,1.067958,0.487424666666667,1,1,4,1.90330311406247
"FGFBP3",6.331,6.331,21.653797,18.338041,23.26175,21.0845293333333,751,494,689,0.331951833310522
"FGFR1",50.08937,50.08937,55.684278,63.267156,38.679699,52.543711,628,486,500,0.954161918287659
"FGFR1OP2",47.82387,47.82387,14.512997,13.820835,13.323208,13.88568,473,392,375,3.27992204588571
"FGFR2",334.39465,334.39465,0.609272,0.77032,0.378506,0.586032666666667,14,28,10,211.46768099354
"FGFR3",23.3378,23.3378,0.718001,2.75875,0.701896,1.39288233333333,33,65,27,10.1709138226187
"FGFR3P6",0,0,0,0,0,0,0,0,0,1
"FGFR4",4.3448,4.3448,1.716885,1.126504,1.580112,1.47450033333333,29,13,15,2.15995121439332
"FGFRL1",70.47891,70.47891,15.747376,8.642903,11.279341,11.8898733333333,554,298,406,5.5453539496897
"FGG",11.73097,11.73097,0,0,0,0,0,0,0,12.73097
"FGGY",63.55826,63.55826,4.260424,2.49143,3.997756,3.58320333333333,35,22,43,14.0858380710435
"FGL1",6.08272,6.08272,0,0,0,0,0,0,0,7.08272
"FGL2",6.85858,6.85858,0.278263,0.142003,0.185269,0.201845,17,7,10,6.53876331806514
"FGR",16.13784,16.13784,0,0.035251,0,0.0117503333333333,0,1,0,16.9388034136221
"FH",23.27573,23.27573,32.066128,32.495043,34.898429,33.1532,411,359,392,0.710789325744001
"FHAD1",1.92413,1.92413,0.862861,0.409415,0.277732,0.516669333333333,4,3,2,1.92799441231752
"FHDC1",0.58965,0.58965,18.104075,18.072946,16.077838,17.4182863333333,1871,1501,1458,0.0863082466647865
"FHIT",227.4194,227.4194,1.050667,10.811513,21.792356,11.2181786666667,27,27,43,18.6950450007061
"FHL1",100.30288,100.30288,49.601855,77.229937,48.323788,58.3851933333333,755,987,628,1.70586091100823
"FHL2",5.52411,5.52411,3.873032,10.146135,4.363903,6.12769,97,170,82,0.915318988339841
"FHL3",18.83782,18.83782,8.890628,15.676664,8.632989,11.0667603333333,175,245,159,1.64400547056527
"FHL5",6.08272,6.08272,0.034767,0,0,0.011589,1,0,0,7.00157870439477
"FHOD1",20.85505,20.85505,19.565509,22.155857,18.331568,20.0176446666667,309,288,215,1.03984296749775
"FHOD3",6.08272,6.08272,7.899188,7.73573,8.665539,8.10015233333333,392,218,351,0.778307850304484
"FHP1",0,0,0.146661,0,0.154738,0.100466333333333,1,0,1,0.908705672958646
"FIBCD1",0,0,0.112461,0.143276,0.569564,0.275100333333333,4,5,3,0.784252010495383
"FIBIN",7.01375,7.01375,11.540557,14.485732,12.580697,12.8689953333333,515,521,499,0.577817628991439
"FIBP",68.67892,68.67892,105.175572,94.475954,118.092048,105.914524666667,605,430,530,0.651725480866532
"FICD",7.66547,7.66547,1.754642,1.607573,1.617014,1.659743,64,49,71,3.25801026640544
"FIG4",12.59993,12.59993,12.775648,9.42763,13.258568,11.8206153333333,294,176,276,1.06078605795468
"FIGLA",0,0,0,0,0,0,0,0,0,1
"FIGN",0.83793,0.83793,5.735108,12.554855,6.089797,8.12658666666667,856,1402,789,0.201381969746996
"FIGNL1",2.94826,2.94826,2.865716,2.371872,2.018483,2.41869033333333,100,95,88,1.15490425134537
"FILIP1",1.11724,1.11724,0.310354,0.165752,0.359553,0.278553,23,16,23,1.65596576755129
"FILIP1L",8.44133,8.44133,8.116165,18.753498,12.979151,13.282938,346,660,359,0.66102156293054
"FIP1L1",41.18253,41.18253,46.604138,50.844472,39.561544,45.6700513333333,434,325,369,0.90384580249801
"FIS1",1116.58332,1116.58332,49.478186,54.263012,59.451038,54.397412,413,338,411,20.173926536496
"FITM1",0.55862,0.55862,0.325854,0,0.498881,0.274911666666667,3,0,6,1.22253175710213
"FITM2",3.35171,3.35171,4.096171,3.328951,4.730982,4.05203466666667,294,193,302,0.861377699704357
"FIZ1",27.74467,27.74467,5.36558,6.186026,5.604773,5.718793,164,127,127,4.27824908432214
"FJX1",12.07235,12.07235,13.651556,15.112046,17.314297,15.3592996666667,295,200,295,0.799077605176212
"FKBP10",35.0998,35.0998,830.605669,705.705292,751.128493,762.479818,18313,12051,15411,0.0472832406946479
"FKBP11",8.03789,8.03789,24.558992,18.480647,27.556041,23.5318933333333,628,360,498,0.368413879727723
"FKBP14",2.79309,2.79309,36.76257,66.360332,32.714944,45.279282,1739,2048,1425,0.0819608653392678
"FKBP15",23.71021,23.71021,6.036495,8.637948,7.012713,7.229052,475,429,448,3.0028015377713
"FKBP1A",81.65126,81.65126,185.208002,163.962256,177.288236,175.486164666667,2217,1609,1912,0.468315803429154
"FKBP1B",14.08958,14.08958,10.942331,11.988668,13.517768,12.149589,136,107,140,1.14753244378969
"FKBP1C",0,0,0,0.076384,0.137582,0.071322,0,1,3,0.933426178123851
"FKBP2",151.94397,151.94397,96.739033,59.010468,100.566952,85.4388176666667,534,266,487,1.76938988904032
"FKBP3",72.06166,72.06166,36.816661,44.600004,41.284697,40.900454,550,526,562,1.74369614229001
"FKBP4",59.05829,59.05829,139.377249,50.670407,86.932284,92.3266466666667,593,408,503,0.643527782740435
"FKBP5",11.20338,11.20338,4.47393,7.109829,3.7259,5.10321966666667,261,333,192,1.9994987345204
"FKBP6",1.0862,1.0862,1.498628,0.426864,0.699365,0.874952333333333,21,10,14,1.11266828650044
"FKBP7",4.40687,4.40687,89.620074,70.74434,100.101362,86.8219253333333,1060,734,1033,0.0615662885945384
"FKBP8",419.8321,419.8321,188.882092,157.64852,183.744706,176.758439333333,1756,1205,1522,2.36743808945607
"FKBP9",22.09643,22.09643,229.032021,209.552048,233.725028,224.103032333333,2907,1978,2685,0.102603815508797
"FKBPL",1.89309,1.89309,2.794777,2.513435,3.101977,2.80339633333333,51,37,50,0.760659617469965
"FKRP",7.3241,7.3241,16.899877,14.831366,18.953498,16.8949136666667,456,339,399,0.465165697642092
"FKTN",3.2586,3.2586,3.332852,4.61301,4.053359,3.99974033333333,284,265,246,0.851764234955935
"FLAD1",26.99985,26.99985,28.868635,23.790145,28.615907,27.0915623333333,320,244,302,0.996735235575541
"FLCN",26.13089,26.13089,59.558528,66.825923,60.433805,62.272752,770,544,611,0.428792634150005
"FLG",0.43448,0.43448,0.043001,0.220819,0.016195,0.0933383333333333,9,37,3,1.3120183901598
"FLG2",0.43448,0.43448,0.016603,0.017077,0.015559,0.016413,2,2,2,1.4113160693537
"FLI1",20.73092,20.73092,0.56368,2.312652,0.08835,0.988227333333333,19,65,5,10.9297964250232
"FLII",175.4059,175.4059,114.271584,127.280333,132.422958,124.658291666667,1263,1130,1046,1.40385403669144
"FLNA",351.27732,351.27732,468.048149,708.518174,428.022288,534.862870333333,14769,18275,10363,0.657401994993357
"FLNB",59.55483,59.55483,47.968799,75.407725,51.742391,58.3729716666667,2208,3002,1721,1.01990566246151
"FLNC",20.69988,20.69988,3.425762,10.358,3.143592,5.64245133333333,512,1250,407,3.2668481726174
"FLOT1",275.33637,275.33637,64.383903,53.420236,62.236116,60.0134183333333,873,622,795,4.52910814618347
"FLOT2",51.05143,51.05143,95.79278,90.607696,118.983169,101.794548333333,829,609,802,0.506363721072173
"FLRT1",4.12756,4.12756,5.077,4.640581,3.837722,4.51843433333333,313,231,207,0.929169342294732
"FLRT2",3.0724,3.0724,9.565652,23.930362,9.466891,14.3209683333333,376,615,304,0.265805653493834
"FLRT3",1.24137,1.24137,36.189375,43.739628,32.604381,37.511128,2140,1949,1765,0.0582005803621229
"FLT1",14.52406,14.52406,1.077526,4.524591,0.882372,2.16149633333333,71,259,52,4.9103520495411
"FLT3",3.1655,3.1655,0,0,0.020275,0.00675833333333333,0,0,1,4.13753714479642
"FLT3LG",10.6758,10.6758,0.87343,0.832483,1.030961,0.912291333333333,12,11,15,6.1056596327547
"FLT4",5.18273,5.18273,0.798672,0.185904,0.435908,0.473494666666667,6,11,8,4.19596360941472
"FLVCR1",2.35861,2.35861,11.630915,12.4289,8.554954,10.8715896666667,494,365,438,0.282911564019972
"FLVCR2",13.25165,13.25165,8.559908,6.003408,0.897547,5.153621,25,29,21,2.31597786083998
