"Hs_symbol","Spinal_cord","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","FoldChange"
"VPREB3",3.69308,3.69308,0.774124,0.254943,0,0.343022333333333,3.49441694566012
"VPS11",30.07224,30.07224,17.791419,24.08574,32.182132,24.6864303333333,1.20967528756526
"VPS13A",3.19653,3.19653,24.33557,15.155772,19.489241,19.6601943333333,0.203121516298096
"VPS13B",11.26545,11.26545,15.773189,16.036643,6.963124,12.9243186666667,0.880865361790533
"VPS13C",21.81712,21.81712,31.499062,22.361261,22.262066,25.3741296666667,0.865132623839252
"VPS13D",19.61368,19.61368,24.617442,27.292822,22.210735,24.7069996666667,0.801870318095854
"VPS16",34.54118,34.54118,21.105303,19.354061,23.458064,21.3058093333333,1.59335980456392
"VPS18",8.16202,8.16202,7.340904,11.521053,11.538292,10.1334163333333,0.822929793128189
"VPS25",21.84815,21.84815,35.884712,37.270413,47.321057,40.1587273333333,0.55512284952251
"VPS26A",23.83435,23.83435,52.643182,51.745539,65.096095,56.4949386666667,0.431939759845296
"VPS26B",21.50677,21.50677,32.899538,37.930749,41.732627,37.5209713333333,0.584273169158749
"VPS28",173.94729,173.94729,71.696149,65.640878,73.371537,70.236188,2.45587663955292
"VPS29",61.88241,61.88241,88.872654,104.934269,123.414429,105.740450666667,0.589115088115673
"VPS33A",7.19996,7.19996,22.758603,30.975355,29.899439,27.877799,0.283953773623814
"VPS33B",19.11713,19.11713,20.025984,24.932098,41.819469,28.9258503333333,0.672232527260629
"VPS35",32.0274,32.0274,97.367961,115.307784,117.232659,109.969468,0.29762601006612
"VPS36",11.14132,11.14132,35.370288,28.281119,29.525131,31.058846,0.37871980794318
"VPS37A",21.56884,21.56884,21.923495,17.493904,17.743923,19.053774,1.12541609374874
"VPS37B",27.4964,27.4964,23.879708,15.540855,21.557855,20.3261393333333,1.33621934821833
"VPS37C",17.78266,17.78266,9.073476,6.235231,6.68157,7.33009233333333,2.25479613531295
"VPS37D",6.05169,6.05169,5.809401,5.112733,7.853623,6.25858566666667,0.971496421456209
"VPS39",16.94473,16.94473,68.3201,59.510068,59.631029,62.4870656666667,0.282651746644226
"VPS41",64.11688,64.11688,82.426858,72.931363,62.527369,72.62853,0.884397393238735
"VPS45",39.41357,39.41357,22.744163,25.567775,27.315713,25.209217,1.54196021956703
"VPS4A",65.17204,65.17204,20.627519,18.091109,23.24258,20.653736,3.05591792566419
"VPS4B",21.44471,21.44471,29.474783,46.500972,37.013277,37.6630106666667,0.580521527242335
"VPS51",99.09254,99.09254,80.423459,80.208552,93.227681,84.6198973333333,1.16903363724348
"VPS52",52.75832,52.75832,27.612156,26.673133,27.689451,27.3249133333333,1.89791648671123
"VPS53",18.24817,18.24817,30.001719,34.660574,36.07355,33.5786143333333,0.556649546868771
"VPS54",8.09995,8.09995,13.798271,9.608897,13.62138,12.3428493333333,0.682009499819978
"VPS72",56.42037,56.42037,95.060853,107.191373,105.328012,102.526746,0.554642855286884
"VPS8",32.77223,32.77223,68.422234,95.793262,68.173696,77.463064,0.430422013598653
"VRK1",6.54824,6.54824,21.366593,33.305844,17.6109,24.0944456666667,0.300793255219279
"VRK2",21.01023,21.01023,2.789885,2.174918,1.893463,2.28608866666667,6.69800246818254
"VRK3",21.22747,21.22747,24.685522,22.490525,26.894285,24.6901106666667,0.86521503501503
"VRTN",0,0,0.031379,0,0,0.0104596666666667,0.989648605469656
"VSIG1",0.31034,0.31034,1.070914,0.048785,0.438304,0.519334333333333,0.862443486763831
"VSIG10",14.02751,14.02751,13.589769,9.866035,13.84184,12.432548,1.11873860417249
"VSIG10L",1.95516,1.95516,5.225192,3.944416,5.398765,4.85612433333333,0.50462726400447
"VSIG2",1.05517,1.05517,0.054014,1.261257,1.294884,0.870051666666667,1.09899102609464
"VSIG4",9.03098,9.03098,0.378957,0.214315,0,0.197757333333333,8.37480157360756
"VSIG8",0.49655,0.49655,0,0,0,0,1.49655
"VSNL1",267.70193,267.70193,12.851174,4.662772,6.187581,7.900509,30.1895015217669
"VSTM1",0.77586,0.77586,0,0.165254,0.840595,0.335283,1.32995028020277
"VSTM2A",3.01033,3.01033,1.80789,0.504152,0.352871,0.888304333333333,2.12377312767204
"VSTM2B",44.37906,44.37906,3.134015,0.962871,0.969319,1.688735,16.8774758390098
"VSTM2L",22.31367,22.31367,24.960398,37.764542,48.626835,37.1172583333333,0.611630296075422
"VSTM4",7.82065,7.82065,7.877821,5.298794,4.766776,5.98113033333333,1.26349882881908
"VSTM5",0.52758,0.52758,1.169239,1.809305,1.596678,1.525074,0.604964448566656
"VSX1",1.27241,1.27241,0.031053,0,0.095331,0.042128,2.18054787895537
"VSX2",0.12414,0.12414,0,0,0,0,1.12414
"VTA1",15.42405,15.42405,30.933432,35.303982,42.95355,36.396988,0.439181091268634
"VTCN1",0,0,0.646943,0.860561,0.51352,0.673674666666667,0.597487683787212
"VTI1A",25.91365,25.91365,12.894708,15.705689,9.034081,12.544826,1.98700596080009
"VTI1B",238.31244,238.31244,64.379438,56.424185,70.240347,63.6813233333333,3.69986926159056
"VTN",4.37584,4.37584,1.245237,1.739179,1.614233,1.532883,2.12241939323688
"VWA1",248.21239,248.21239,15.044952,21.428908,20.906903,19.126921,12.3820424395763
"VWA2",0.9931,0.9931,1.130623,1.193371,1.175826,1.16660666666667,0.919917782338588
"VWA3A",0.71379,0.71379,1.914421,0,0.071788,0.662069666666667,1.03111802974966
"VWA3B",2.76205,2.76205,0.379857,0.067759,0,0.149205333333333,3.27360993799774
"VWA5A",9.62064,9.62064,11.172296,12.418346,12.826541,12.139061,0.808325648233158
"VWA5B1",0.27931,0.27931,0.533665,0.302491,0.327167,0.387774333333333,0.921842960538973
"VWA5B2",10.92408,10.92408,1.951247,1.48885,1.142982,1.527693,4.71737667509464
"VWA7",1.14827,1.14827,1.588867,1.993687,2.987273,2.18994233333333,0.673451045666761
"VWA8",4.00343,4.00343,5.690511,5.893665,3.523686,5.035954,0.828937728816356
"VWC2",5.83445,5.83445,0.031223,0.047059,0.209056,0.0957793333333333,6.23706780379748
"VWC2L",0.12414,0.12414,0.036205,0.910232,0.92719,0.624542333333333,0.691973349622365
"VWCE",6.4241,6.4241,2.880379,4.932051,4.785131,4.199187,1.42793479057399
"VWDE",0.93103,0.93103,0.068731,0.674654,1.162629,0.635338,1.18081399686181
"VWF",16.0137,16.0137,0.0115,0.022743,0.008725,0.0143226666666667,16.7734593331248
"WAC",135.61992,135.61992,67.215105,51.040435,63.965575,60.7403716666667,2.2128133717368
"WARS2",7.3241,7.3241,5.462026,2.910014,3.727914,4.033318,1.65379974005219
"WAS",15.67232,15.67232,5.675599,1.243304,5.538465,4.152456,3.23580055802514
"WASF1",65.8548,65.8548,36.019597,55.710354,54.507376,48.7457756666667,1.34392919004774
"WASF2",39.38254,39.38254,18.005016,8.671908,9.702095,12.1263396666667,3.07645093952188
"WASF3",59.30656,59.30656,17.706633,21.72259,22.262379,20.5638673333333,2.79664862836447
"WASH2P",7.75858,7.75858,12.738496,11.204705,13.631625,12.524942,0.647587250281739
"WASL",15.73439,15.73439,15.769017,12.81577,14.435105,14.339964,1.09090151710917
"WBP1",209.38847,209.38847,53.897195,44.263465,52.700535,50.287065,4.10217410569312
"WBP11",26.6895,26.6895,42.204251,35.931831,40.243456,39.459846,0.684369881190353
"WBP11P1",0.12414,0.12414,0.038667,0.050303,0.046313,0.0450943333333333,1.07563495863053
"WBP1L",23.2447,23.2447,11.489176,9.665005,10.773034,10.642405,2.08244774168224
"WBP2",328.52917,328.52917,64.563042,77.632255,77.708265,73.3011873333333,4.43504581591208
"WBP2NL",2.91722,2.91722,0.741089,0.496996,0.023735,0.420606666666667,2.75742757788926
"WBP4",13.31372,13.31372,6.977937,7.215804,6.738973,6.97757133333333,1.79424531626459
"WDFY1",16.32405,16.32405,31.066126,27.671273,26.72086,28.4860863333333,0.587533041996678
"WDFY2",14.64819,14.64819,11.907034,10.555322,9.184141,10.5488323333333,1.35495862684184
"WDFY3",15.67232,15.67232,18.21082,18.182177,15.815977,17.4029913333333,0.905957064154099
"WDFY4",11.5758,11.5758,0.151348,0.71448,0.561271,0.475699666666667,8.52192372476875
"WDHD1",1.21034,1.21034,7.413416,6.44988,9.754295,7.87253033333333,0.249121718039773
"WDPCP",14.12061,14.12061,3.579715,3.22558,2.700862,3.168719,3.62715980616588
"WDR1",99.9615,99.9615,327.495863,374.084306,321.263545,340.947904666667,0.295254039057259
"WDR11",13.77923,13.77923,80.461675,91.731637,103.022969,91.7387603333333,0.159364109967382
"WDR12",14.24475,14.24475,56.856679,67.99503,97.065077,73.972262,0.203338536057509
"WDR13",146.85434,146.85434,71.461152,52.766225,65.310258,63.1792116666667,2.30377307792318
"WDR17",2.48274,2.48274,7.558942,6.330436,6.141205,6.676861,0.453667195485238
"WDR18",25.97571,25.97571,18.958362,11.834378,21.662397,17.4850456666667,1.45932612158185
"WDR19",15.42405,15.42405,25.75052,14.828079,16.792626,19.1237416666667,0.816152894031884
"WDR20",61.04448,61.04448,11.524028,13.376122,16.349183,13.7497776666667,4.20646882971095
"WDR24",7.01375,7.01375,5.164508,3.744509,4.260253,4.38975666666667,1.48684820032073
"WDR25",29.35845,29.35845,6.92729,6.751745,8.597404,7.42547966666667,3.60317171259765
"WDR26",17.31714,17.31714,44.89217,36.448429,32.252316,37.864305,0.471310113483311
"WDR27",19.73782,19.73782,31.830893,20.1822,20.48078,24.1646243333333,0.824086214254765
"WDR3",3.53791,3.53791,13.716088,12.314987,9.496445,11.8425066666667,0.353350799636208
"WDR31",1.30344,1.30344,2.985347,1.15781,1.856184,1.99978033333333,0.76786955844878
"WDR33",9.86891,9.86891,12.093408,10.143133,13.119616,11.7853856666667,0.850104195787915
"WDR34",16.10681,16.10681,10.409648,6.039326,10.168413,8.87246233333333,1.73278047789969
"WDR35",2.88619,2.88619,4.127393,2.569874,2.495563,3.06427666666667,0.9561824449287
"WDR36",2.0793,2.0793,4.34023,3.231313,3.434637,3.66872666666667,0.659558851878242
"WDR37",6.05169,6.05169,15.647676,18.256919,19.259177,17.7212573333333,0.376667542913606
"WDR38",1.58275,1.58275,0.137695,0.258664,0.220019,0.205459333333333,2.1425442804928
"WDR4",4.09653,4.09653,3.82444,4.215599,6.342191,4.79407666666667,0.879610383707959
"WDR41",42.76527,42.76527,73.221201,76.849685,81.78403,77.284972,0.559050720488218
"WDR43",11.97924,11.97924,20.623499,22.803882,25.610098,23.012493,0.540520303327106
"WDR44",6.5172,6.5172,11.373472,7.786749,7.884058,9.01475966666667,0.750612121529027
"WDR45",156.87842,156.87842,90.265141,99.187273,94.43106,94.6278246666666,1.65096738894064
"WDR46",24.424,24.424,28.043731,35.486266,32.036,31.8553323333333,0.773816552578472
"WDR47",12.10338,12.10338,25.976132,33.656581,31.693673,30.4421286666667,0.416745956958427
"WDR48",22.62401,22.62401,32.144448,29.506813,42.056436,34.5692323333333,0.664169802109027
"WDR49",12.94131,12.94131,1.534067,0,1.400363,0.978143333333333,7.04767433435056
"WDR5",11.60683,11.60683,12.00426,11.786012,13.011681,12.2673176666667,0.950216940359685
"WDR53",6.70341,6.70341,7.807275,6.572984,5.497059,6.62577266666667,1.01018091368927
"WDR54",10.17925,10.17925,32.447144,18.892648,19.247771,23.5291876666667,0.455752964668771
"WDR55",7.91375,7.91375,10.766196,9.959604,10.943945,10.5565816666667,0.771313720363389
"WDR59",53.75142,53.75142,65.450179,66.183642,81.008867,70.880896,0.761696404006984
"WDR5B",3.47584,3.47584,1.849144,1.516184,1.821365,1.72889766666667,1.64016410533533
"WDR6",96.39256,96.39256,163.756868,177.813019,138.165924,159.911937,0.605253791705956
"WDR60",12.94131,12.94131,19.968546,13.146166,13.709674,15.6081286666667,0.839426902320482
"WDR61",121.90276,121.90276,43.421,39.101257,51.372968,44.6317416666667,2.6933611453577
"WDR62",1.67585,1.67585,2.890001,1.499591,3.146272,2.51195466666667,0.761926122053208
"WDR63",1.42758,1.42758,2.290976,0.670592,0.487422,1.14966333333333,1.12928381033309
"WDR64",0.24827,0.24827,0.331985,0,0,0.110661666666667,1.12389761658591
"WDR66",0.55862,0.55862,1.213042,2.461508,2.680865,2.11847166666667,0.49980252078609
"WDR7",22.12746,22.12746,23.271806,29.786897,16.22313,23.0939443333333,0.959886836295366
"WDR70",77.6168,77.6168,20.587262,20.284117,23.648891,21.5067566666667,3.49303105571112
"WDR72",0.31034,0.31034,0.901426,0.886461,0.292165,0.693350666666667,0.773814913705608
"WDR73",12.10338,12.10338,15.296374,22.996555,26.332202,21.5417103333333,0.581294844367843
"WDR74",20.94816,20.94816,22.33105,22.142523,25.176589,23.2167206666667,0.906322548874702
"WDR75",10.21029,10.21029,19.1178,13.936778,12.636949,15.230509,0.690692448400725
"WDR76",2.42068,2.42068,2.320459,0.766227,1.442801,1.509829,1.36291356901207
"WDR77",13.06544,13.06544,22.629518,32.367961,37.473095,30.8235246666667,0.441982468859986
"WDR78",9.65167,9.65167,6.4069,4.988542,18.348751,9.914731,0.97589853565791
"WDR81",11.79304,11.79304,6.067935,8.569392,8.320256,7.65252766666667,1.47853211140652
"WDR82",43.66527,43.66527,42.880907,49.604512,52.167559,48.2176593333333,0.907504960719451
"WDR83",19.83092,19.83092,9.226345,13.567025,18.914169,13.902513,1.39781257026919
"WDR83OS",116.13038,116.13038,60.670466,66.010968,72.256305,66.3125796666667,1.74009643635754
"WDR86",6.331,6.331,18.41871,29.835021,30.239795,26.1645086666667,0.269874198350431
"WDR87",0.03103,0.03103,0.070584,0.007744,0,0.0261093333333333,1.00479546039278
"WDR88",0.62069,0.62069,0.552506,0.418171,0.934284,0.634987,0.99125558796492
"WDR89",3.13446,3.13446,4.973535,4.698303,4.914275,4.86203766666667,0.705294001010911
"WDR90",24.36193,24.36193,26.086914,14.776134,25.416998,22.0933486666667,1.09823526964748
"WDR91",14.52406,14.52406,14.328881,10.15828,5.570656,10.0192723333333,1.40880990417486
"WDR92",11.26545,11.26545,6.415691,6.419347,7.357209,6.730749,1.58657977383563
"WDR93",0.43448,0.43448,0.201606,0,0.046832,0.0828126666666667,1.32477209046317
"WDSUB1",6.76548,6.76548,3.284251,2.794591,3.035818,3.03822,1.92299577536637
"WDTC1",33.51705,33.51705,19.725935,15.726836,18.626158,18.0263096666667,1.81417471936097
"WDYHV1",30.10328,30.10328,24.058256,18.714122,21.990588,21.5876553333333,1.37700348004248
"WEE1",2.38964,2.38964,10.847665,2.672632,5.131455,6.21725066666667,0.469658067393345
"WEE2",0.43448,0.43448,0,0,0,0,1.43448
"WFDC1",9.15512,9.15512,1.240725,1.333967,0.965867,1.18018633333333,4.65791379605321
"WFDC10A",0,0,0,0,0,0,1
"WFDC10B",0,0,0.132,0,0,0.044,0.957854406130268
"WFDC11",0,0,0.556333,0.181975,0,0.246102666666667,0.802502094530467
"WFDC12",0,0,0.238697,0,0,0.0795656666666667,0.926298446566629
"WFDC13",0.21724,0.21724,0,0,0,0,1.21724
"WFDC2",11.42062,11.42062,8.610018,10.433096,13.377217,10.806777,1.05199073379636
"WFDC3",10.55166,10.55166,0.613748,0.299346,0.493454,0.468849333333333,7.86442811924436
"WFDC5",1.21034,1.21034,0,0,0,0,2.21034
"WFDC6",0.40345,0.40345,0,0,0,0,1.40345
"WFDC8",0,0,0.100117,0.067683,0.098026,0.0886086666666667,0.918603746800963
"WFDC9",0,0,0,0,0,0,1
"WFIKKN1",0.58965,0.58965,0.362323,0.618299,1.082909,0.687843666666667,0.94182300848953
"WFIKKN2",0.52758,0.52758,0.050561,0.020545,0.094511,0.0552056666666667,1.44766091412827
"WFS1",15.85853,15.85853,9.120954,10.687374,11.281857,10.363395,1.48358215128489
"WHAMM",9.24822,9.24822,4.044362,2.514802,3.033283,3.19748233333333,2.44151593411511
"WIF1",1.24137,1.24137,1.948581,0.039985,0.044922,0.677829333333333,1.33587484464054
"WIPF1",66.63066,66.63066,12.89698,8.341258,8.016884,9.75170733333333,6.29022516175881
"WIPF2",13.8413,13.8413,9.95691,7.846795,9.496592,9.100099,1.46942124032646
"WIPF3",2.97929,2.97929,26.428794,31.991557,32.895898,30.4387496666667,0.12657278174835
"WIPI1",23.15159,23.15159,27.098665,21.970097,29.938571,26.3357776666667,0.88351574608578
"WIPI2",52.60315,52.60315,32.886959,31.229872,30.996757,31.7045293333333,1.63901303864252
"WIZ",13.59303,13.59303,16.690905,18.195924,22.589805,19.158878,0.723900903611798
"WLS",33.39291,33.39291,106.880248,65.764271,111.967515,94.870678,0.358742743010538
"WNK1",286.07424,286.07424,229.913922,168.51061,88.417994,162.280842,1.75816241809924
"WNK2",24.67227,24.67227,23.79613,37.496259,38.87926,33.3905496666667,0.746491994133001
"WNK3",0.96206,0.96206,1.482279,1.858848,1.934809,1.75864533333333,0.71124039625246
"WNK4",3.56895,3.56895,6.785842,8.722521,0.525705,5.34468933333333,0.720121941352737
"WNT1",0.40345,0.40345,0.098765,0,0,0.0329216666666667,1.35871871535918
"WNT10A",0.71379,0.71379,0.295082,0.350602,0,0.215228,1.41026210719305
"WNT10B",4.81032,4.81032,1.960058,1.596629,2.548989,2.03522533333333,1.91429609399676
"WNT11",1.9862,1.9862,1.438653,0.121055,0.417942,0.659216666666667,1.79976494932348
"WNT16",0.34138,0.34138,0.101613,0.534901,0.319377,0.318630333333333,1.01725249760421
"WNT2",0.15517,0.15517,0,0.085945,0.298046,0.127997,1.02408960307519
"WNT2B",2.04826,2.04826,0.486695,1.207446,1.162523,0.952221333333333,1.5614315589899
"WNT3",20.82402,20.82402,2.561417,1.765724,2.379088,2.23540966666667,6.74536527007554
"WNT3A",0.21724,0.21724,0,0.024525,0,0.008175,1.20736975227515
"WNT4",4.37584,4.37584,0.525508,0.759582,0.321171,0.535420333333333,3.50121714770396
"WNT5A",1.76896,1.76896,2.733346,1.429422,1.357944,1.84023733333333,0.974904444605099
"WNT5B",1.92413,1.92413,5.054367,3.335907,2.486692,3.62565533333333,0.63215475198253
"WNT6",0.71379,0.71379,0.124625,0,0,0.0415416666666667,1.64543585230228
"WNT7A",1.48965,1.48965,0.364476,0.071242,0.490209,0.308642333333333,1.90246787573992
"WNT7B",1.11724,1.11724,9.90038,0.605334,0.973356,3.82635666666667,0.438682871206507
"WNT8A",0,0,0.052487,0,0,0.0174956666666667,0.98280516837582
"WNT8B",0.0931,0.0931,0.053147,0.035173,0.040276,0.0428653333333333,1.04816984999022
"WNT9A",0.74482,0.74482,2.760265,3.576062,3.581982,3.306103,0.405196995984536
"WNT9B",0.86896,0.86896,0.32266,0.057224,0.128589,0.169491,1.59809694986964
"WRAP53",8.03789,8.03789,5.565003,4.823734,5.531621,5.306786,1.43304212319873
"WRAP73",11.26545,11.26545,12.075441,9.936803,9.727733,10.5799923333333,1.059193274653
"WRN",1.67585,1.67585,9.813972,5.376606,7.255122,7.4819,0.315477664202596
"WRNIP1",31.68603,31.68603,20.586277,18.813652,21.584714,20.3282143333333,1.53252539050659
"WSB1",212.3988,212.3988,411.461916,159.060471,154.787522,241.769969666667,0.879016462756928
"WSB2",112.00281,112.00281,93.46841,95.433915,116.510096,101.804140333333,1.09920485336095
"WSCD1",18.46541,18.46541,6.298877,1.785529,6.338757,4.807721,3.35164344154962
"WSCD2",4.18963,4.18963,4.836524,1.592415,2.213293,2.880744,1.33727707882818
"WT1",0,0,0.036051,0,0,0.012017,0.988125693540721
"WTAP",21.81712,21.81712,29.048346,31.954669,40.902661,33.9685586666667,0.652503874051581
"WTAPP1",0,0,0.212074,0.027891,0,0.0799883333333333,0.925935928320213
"WTIP",16.19991,16.19991,6.387138,4.719899,5.061827,5.38962133333333,2.6918512228998
"WWC1",33.57912,33.57912,41.750353,33.747756,25.818849,33.7723193333333,0.994443875558565
"WWC2",8.93788,8.93788,6.592285,4.635863,2.912827,4.71365833333333,1.73931996283759
"WWC3",9.74477,9.74477,5.858936,4.120098,5.569714,5.182916,1.73781594315692
"WWOX",152.0681,152.0681,12.866552,14.932753,13.245023,13.6814426666667,10.4259576851757
"WWP1",15.23784,15.23784,28.035336,21.435456,22.164522,23.878438,0.652687278839612
"WWP2",25.91365,25.91365,18.573786,17.364159,17.329675,17.7558733333333,1.43494517806156
"WWTR1",81.89954,81.89954,94.924378,30.934436,32.775294,52.878036,1.53865185434747
"XAB2",29.29639,29.29639,12.864033,11.584917,10.5204,11.65645,2.39375101232968
"XAF1",74.66854,74.66854,5.355775,3.00713,2.270755,3.54455333333333,16.6503800153444
"XAGE1A",0,0,0,0,0,0,1
"XAGE1B",0,0,0,0,0,0,1
"XAGE2",0,0,0,0.176471,0,0.0588236666666667,0.944444322016477
"XAGE3",0,0,0,0,0,0,1
"XAGE5",0,0,0.090803,0,0,0.0302676666666667,0.970621550451452
"XBP1",29.17225,29.17225,32.596066,28.597126,37.569212,32.9208013333333,0.889491073736819
"XCL1",0.65172,0.65172,0.161504,0.139945,0,0.100483,1.50090460279714
"XCL2",0.96206,0.96206,0,0,0,0,1.96206
"XCR1",0,0,0.009987,0,0,0.003329,0.996682045470628
"XDH",0.06207,0.06207,0.230629,1.36791,0.613456,0.737331666666667,0.611322535804428
"XG",1.95516,1.95516,0,0,0,0,2.95516
"XIAP",42.36183,42.36183,18.109702,16.750567,18.681327,17.8471986666667,2.30070424612705
"XIRP1",0.71379,0.71379,0.985562,0,0,0.328520666666667,1.28999875048989
"XIRP2",1.67585,1.67585,0.451431,0.07613,0,0.175853666666667,2.27566582122889
"XIST",325.95332,325.95332,1.307927,0.767592,0.89414,0.989886333333333,164.307535824073
"XK",0.65172,0.65172,2.906528,6.533815,5.684501,5.04161466666667,0.273390490974709
"XKR3",0,0,0,0,0,0,1
"XKR4",0.46551,0.46551,5.072545,6.323476,5.982772,5.792931,0.215740451360392
"XKR5",0,0,0.450073,0.292323,0.31336,0.351918666666667,0.739689468498598
"XKR6",3.63101,3.63101,5.37501,7.64481,7.361337,6.793719,0.594197712286009
"XKR7",0.12414,0.12414,4.803695,10.266692,10.480482,8.51695633333333,0.118119697162283
"XKR8",12.53786,12.53786,2.299178,1.786844,2.451167,2.179063,4.25844344701568
"XKR9",0.77586,0.77586,0.27272,0.152143,0.231322,0.218728333333333,1.45714180217905
"XKRX",0.0931,0.0931,0.038886,0.033109,0,0.0239983333333333,1.06748220618849
"XPA",16.57232,16.57232,9.652661,10.679442,13.853106,11.3950696666667,1.41768626337424
"XPC",21.94125,21.94125,16.939064,11.598085,13.198231,13.9117933333333,1.53846351590173
"XPNPEP1",22.84125,22.84125,136.34409,128.39711,148.785497,137.842232333333,0.171714683632872
"XPNPEP2",0.12414,0.12414,0.177204,0,0,0.059068,1.06144270245159
"XPNPEP3",169.47835,169.47835,24.478421,21.282206,13.238904,19.6665103333333,8.24901481916049
"XPO1",59.4307,59.4307,327.443558,195.271442,185.769644,236.161548,0.254808169830296
"XPO4",2.79309,2.79309,4.928925,2.487011,2.946266,3.45406733333333,0.851601405217493
"XPO5",10.73787,10.73787,153.782446,194.816792,184.664086,177.754441333333,0.0656647740467144
"XPO6",162.58873,162.58873,294.205695,282.890607,293.644539,290.246947,0.561683930716019
"XPO7",19.67575,19.67575,28.605436,19.41124,21.157078,23.057918,0.859415598639916
"XPOT",17.37921,17.37921,31.884943,22.123498,24.396313,26.134918,0.677326904028234
"XPR1",4.74825,4.74825,49.000091,106.730418,91.300355,82.3436213333333,0.0689704851797816
"XRCC1",21.59988,21.59988,16.629665,14.269785,15.29886,15.3994366666667,1.37808880020472
"XRCC2",0.71379,0.71379,2.570722,1.072039,1.351853,1.66487133333333,0.643104219916058
"XRCC3",22.81022,22.81022,12.962194,4.290277,8.738135,8.66353533333333,2.46392434845964
"XRCC4",26.06882,26.06882,3.950013,2.603815,4.033823,3.529217,5.97648997608196
"XRCC5",48.35145,48.35145,159.776646,120.69121,157.106527,145.858127666667,0.336048476064029
"XRCC6",83.26504,83.26504,121.246728,106.121836,94.297518,107.222027333333,0.778631135235124
"XRN1",4.06549,4.06549,8.56665,2.750588,4.39323,5.23682266666667,0.812190801427308
"XRN2",10.83097,10.83097,21.628234,19.871864,24.298671,21.932923,0.515894550380691
"XRRA1",18.68265,18.68265,4.41725,5.207567,7.618141,5.74765266666667,2.91696253087123
"XXYLT1",17.72059,17.72059,11.981111,11.459996,11.758367,11.733158,1.47022364758216
"XYLB",3.91032,3.91032,5.269329,4.203242,5.995715,5.15609533333333,0.797635470882355
"XYLT1",4.46894,4.46894,7.688136,4.076716,4.484434,5.41642866666667,0.852333951503448
"XYLT2",19.30334,19.30334,10.831663,4.98244,8.578816,8.130973,2.2235680688137
"YAF2",70.54098,70.54098,22.980727,39.325982,25.56941,29.2920396666667,2.36170891056648
"YAP1",8.44133,8.44133,26.243447,11.02782,14.218279,17.163182,0.519805945896485
"YARS2",3.87929,3.87929,12.647929,12.929291,18.678286,14.7518353333333,0.309760094411009
"YBEY",21.01023,21.01023,6.871558,6.840605,7.038194,6.91678566666667,2.78019778818483
"YBX1",304.88103,304.88103,431.746579,333.65619,400.239517,388.547428666667,0.785221535274824
"YBX2",0.86896,0.86896,1.541873,0.810926,3.355793,1.902864,0.643833124803642
"YDJC",18.46541,18.46541,4.294379,5.641774,7.021403,5.65251866666667,2.92602110198263
"YEATS2",11.762,11.762,31.328468,26.392571,32.779089,30.1667093333333,0.409475375263657
"YEATS4",10.21029,10.21029,9.313928,8.101268,9.990185,9.135127,1.10608283448249
"YES1",38.51357,38.51357,13.289187,4.891861,7.967065,8.71603766666667,4.06683993574473
"YIF1A",72.93062,72.93062,62.039124,57.779483,74.176487,64.6650313333333,1.12587504336529
"YIF1B",89.00639,89.00639,35.805636,43.741275,47.606804,42.3845716666667,2.07461746289762
"YIPF1",11.14132,11.14132,17.419327,21.901447,28.340454,22.5537426666667,0.515473068200853
"YIPF2",27.46536,27.46536,31.366001,24.846189,32.472977,29.5617223333333,0.931405622023898
"YIPF3",125.87515,125.87515,231.151253,236.074976,276.617653,247.947960666667,0.509645267469701
"YIPF4",20.63781,20.63781,35.562958,29.233732,21.144345,28.6470116666667,0.729847926775307
"YIPF5",17.96886,17.96886,23.151023,24.411305,38.780087,28.780805,0.636949202682735
"YIPF6",11.17235,11.17235,15.059633,16.206623,14.732591,15.332949,0.745263454872724
"YIPF7",1.64482,1.64482,0.505743,0.472895,0.215026,0.397888,1.89201137716326
"YJEFN3",19.42748,19.42748,6.414371,5.589188,5.706882,5.90348033333333,2.95901183369297
"YKT6",54.99279,54.99279,56.923826,59.171641,61.416896,59.1707876666667,0.930564351428938
"YLPM1",16.72749,16.72749,27.13517,25.739405,28.902832,27.2591356666667,0.627318903490408
"YME1L1",20.63781,20.63781,66.055955,55.343173,58.067559,59.822229,0.355754965836586
"YOD1",1.58275,1.58275,3.441082,2.624023,2.750955,2.93868666666667,0.655738884196593
"YPEL1",11.11028,11.11028,9.390194,7.015071,5.883242,7.42950233333333,1.43665420817449
"YPEL2",10.7689,10.7689,7.608683,6.997704,8.21828,7.60822233333333,1.36716961345523
"YPEL3",149.61639,149.61639,29.372001,38.051178,37.322079,34.915086,4.19368033811753
"YPEL4",9.99305,9.99305,3.114429,1.978999,1.819923,2.30445033333333,3.32674087702534
"YPEL5",64.36515,64.36515,58.74701,47.136657,48.514896,51.4661876666667,1.24585286080407
"YRDC",4.46894,4.46894,8.124237,12.675663,15.492105,12.097335,0.417561282505181
"YTHDC1",45.52733,45.52733,97.597961,60.929467,82.251577,80.2596683333333,0.572575927939324
"YTHDC2",4.77928,4.77928,11.996125,9.766974,9.659893,10.4743306666667,0.503670337546486
"YTHDF1",16.69646,16.69646,14.871878,14.490837,17.056911,15.4732086666667,1.0742570168378
