"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","FoldChange"
"TOMM20","Tomm20",19.684562,22.915769,24.952187,549,516,475,22.517506,158.639017,148.574165,153.14081,4714,3451,3579,7.36263966666667,2.81221084937336
"TOMM20L","Tomm20l",0,0,0,0,0,0,0,0.791428,0.372548,0.945902,4,2,3,0,1
"TOMM22","Tomm22",20.112433,27.184628,26.945475,463,596,454,24.747512,28.878309,23.952793,32.227439,505,340,365,0,25.747512
"TOMM34","Tomm34",2.595113,2.306168,2.905789,158,131,127,2.60235666666667,14.22867,15.215783,16.232762,492,399,373,0.261109,2.85649905493234
"TOMM40","Tomm40",9.450712,12.356806,15.501066,424,455,391,12.4361946666667,30.450534,30.179044,38.033635,711,536,559,0.00746666666666667,13.3366146109052
"TOMM40L","Tomm40l",14.908768,16.024907,19.167962,590,591,486,16.7005456666667,15.188366,14.617009,16.133833,580,537,521,0,17.7005456666667
"TOMM5","Tomm5",30.956294,36.815925,33.376665,415,443,316,33.7162946666667,51.029509,45.43585,55.506459,495,374,415,7.36263966666667,4.15135603714282
"TOMM6","Tomm6",11.778657,15.857084,12.482744,187,232,141,13.3728283333333,82.595902,61.73833,79.276062,590,329,377,0,14.3728283333333
"TOMM7","Tomm7",11.448627,12.144884,9.86593,346,343,214,11.153147,672.292997,345.643312,253.211819,790,390,366,0.00409133333333333,12.103627027289
"TONSL","Tonsl",0.177812,0.253054,0.307671,5,12,3,0.246179,4.000995,2.796832,3.908467,382,189,243,0,1.246179
"TOP1","Top1",5.175002,4.635907,4.867869,581,511,398,4.892926,19.471869,18.563975,22.379667,1307,951,1038,0,5.892926
"TOP1MT","Top1mt",0.999395,0.845963,0.899822,42,41,30,0.91506,10.158189,8.929112,10.28596,208,129,122,0,1.91506
"TOP2A","Top2a",0.698787,0.404897,0.823696,60,49,31,0.64246,28.915251,6.4215,23.235967,2130,339,728,0,1.64246
"TOP2B","Top2b",12.759099,13.293336,16.988063,955,895,821,14.3468326666667,68.955761,55.076368,60.559623,3059,1813,1824,4.73893466666667,2.67416054687037
"TOP3A","Top3a",0.496267,0.650836,0.659726,59,43,37,0.602276333333333,18.402486,14.675867,24.071332,608,445,467,85.6312383333333,0.0184953645377688
"TOP3B","Top3b",7.108311,6.073935,5.844514,211,173,153,6.34225333333333,21.488319,13.811263,19.317788,473,287,319,0,7.34225333333333
"TOPAZ1","Topaz1",0,0,0,0,0,0,0,0.010127,0.013238,0.028668,1,1,2,0,1
"TOPBP1","Topbp1",3.033653,4.088309,2.342506,219,177,151,3.15482266666667,26.517374,31.149891,27.450626,879,684,678,0,4.15482266666667
"TOPORS","Topors",1.37363,1.206519,1.395988,162,133,118,1.325379,5.927617,5.129972,6.921768,395,266,321,0,2.325379
"TOR1A","Tor1a",2.017762,2.618565,1.68224,47,58,37,2.106189,18.914687,18.3478,24.892232,537,421,471,0,3.106189
"TOR1AIP1","Tor1aip1",17.638209,20.693078,19.223502,1243,1156,941,19.1849296666667,16.740511,13.389878,16.809265,537,425,497,0,20.1849296666667
"TOR1AIP2","Tor1aip2",7.97749,10.820636,8.197386,631,741,558,8.998504,13.128165,15.369202,16.760276,1096,935,1048,0,9.998504
"TOR1B","Tor1b",4.839607,3.941037,4.760907,267,269,201,4.51385033333333,15.417066,21.969455,23.80563,392,353,412,0,5.51385033333333
"TOR2A","Tor2a",1.694538,6.303776,1.856831,56,77,45,3.28504833333333,5.100228,9.804559,14.686101,134,161,206,6.308896,0.586278465767379
"TOR3A","Tor3a",1.028144,3.43897,1.581051,103,135,92,2.016055,8.180505,6.722358,8.312655,205,157,163,0,3.016055
"TOR4A","Tor4a",0.358188,0.389057,0.451026,40,41,36,0.399423666666667,0.656525,0.675248,0.619498,45,35,27,0,1.39942366666667
"TOX","Tox",0.061754,0.034783,0.085725,8,4,8,0.060754,3.88838,1.824026,2.670553,283,102,134,0,1.060754
"TOX3","Tox3",0.322193,0.198244,0.20497,33,19,15,0.241802333333333,1.764345,4.459988,3.332981,111,118,114,0,1.24180233333333
"TOX4","Tox4",3.097946,3.505075,2.535017,383,393,301,3.04601266666667,59.990399,57.325972,48.757789,1256,914,931,0,4.04601266666667
"TP53I11","Trp53i11",2.703846,2.988086,3.011675,224,208,166,2.90120233333333,213.269618,209.871904,121.376844,1849,1418,1241,0,3.90120233333333
"TP53INP1","Trp53inp1",1.223981,1.535892,1.386622,217,185,140,1.382165,8.551469,6.186282,7.173296,885,491,522,0,2.382165
"TPBG","Tpbg",0.174544,0.009338,0.027804,3,1,2,0.070562,7.594666,2.594821,4.009289,375,97,133,4.20012266666667,0.205872451213971
"TPBGL","Tpbgl",0.213329,0.143644,0.370565,18,14,20,0.242512666666667,6.75846,9.51833,10.376665,285,299,271,0,1.24251266666667
"TPCN1","Tpcn1",2.564284,2.963094,3.120122,424,440,355,2.8825,10.455349,2.227057,1.924672,498,126,107,12.9628033333333,0.278060208062326
"TPCN2","Tpcn2",0.54788,0.506294,0.585848,29,27,23,0.546674,4.467396,5.099697,6.111989,242,183,193,0,1.546674
"TPD52","Tpd52",3.362796,3.040292,4.186919,210,175,187,3.53000233333333,93.931002,142.413517,150.692713,1432,1768,1831,0,4.53000233333333
"TPD52L1","Tpd52l1",1.911174,2.650181,1.631541,53,66,35,2.06429866666667,10.725099,4.414325,3.01655,146,57,41,0,3.06429866666667
"TPD52L2","Tpd52l2",14.194115,17.251423,13.643971,402,404,317,15.0298363333333,42.167286,39.041347,45.805188,1716,1254,1241,0,16.0298363333333
"TPGS1","Tpgs1",1.378842,1.657694,1.364392,44,59,28,1.466976,4.343919,5.094082,7.407849,71,56,56,6.209303,0.342193413149648
"TPGS2","Tpgs2",0.787044,0.866589,0.891047,100,106,81,0.848226666666667,134.470303,155.172248,150.296653,1920,1669,1556,0,1.84822666666667
"TPH1","Tph1",0,0,0,0,0,0,0,0.293715,0.223139,0.28075,28,16,18,0,1
"TPH2","Tph2",0,0,0,0,0,0,0,0.567888,0.269746,0.452781,19,9,12,0,1
"TPI1","Tpi1",292.190438,291.244336,339.311891,4705,4670,4266,307.582221666667,931.621169,444.910856,575.234991,8864,3193,3295,41.5849133333333,7.24628037284566
"TPK1","Tpk1",0.479236,1.733048,0.466453,37,29,27,0.892912333333333,4.270008,8.011513,7.243823,102,124,132,0,1.89291233333333
"TPM1","Tpm1",2289.615982,2350.692686,2583.881745,67817,64986,55353,2408.063471,238.4691,98.475907,111.434533,2944,1532,1581,0,2409.063471
"TPM2","Tpm2",15.275481,8.663866,19.329709,202,132,156,14.4230186666667,291.117341,23.613667,27.910886,4817,309,282,0,15.4230186666667
"TPM3","Tpm3",21.671241,29.774495,28.376066,493,519,348,26.6072673333333,145.340017,135.323895,131.922854,3072,2256,2464,15.6417103333333,1.65892007374002
"TPM4","Tpm4",16.848795,19.044366,17.846126,1035,1120,786,17.9130956666667,120.499614,75.789018,98.917053,4759,2192,2622,0.0962073333333333,17.2532103111881
"TPMT","Tpmt",3.808227,4.980609,5.17582,30,47,39,4.65488533333333,5.321179,5.453666,6.800167,293,230,256,0,5.65488533333333
"TPO","Tpo",0,0,0.012474,0,0,1,0.004158,0.201606,0.491976,0.89414,2,1,3,0.0233246666666667,0.981270199682473
"TPP1","Tpp1",9.264426,13.997716,10.562536,471,520,369,11.2748926666667,44.301935,46.732795,56.356208,1684,1272,1485,0.0375053333333333,11.8311610285698
"TPP2","Tpp2",14.178339,8.085313,8.754452,650,632,555,10.339368,35.166974,24.376783,25.013154,965,690,660,7.79120966666667,1.28985298155214
"TPPP","Tppp",3.002351,1.762144,1.886825,267,270,220,2.21710666666667,8.197573,10.825481,12.671068,943,943,964,0,3.21710666666667
"TPPP2","Tppp2",0,0,0,0,0,0,0,0.043288,0,0,1,0,0,0,1
"TPPP3","Tppp3",4.505559,4.818121,4.015174,117,122,78,4.44628466666667,32.023297,44.345153,47.045778,510,537,490,0,5.44628466666667
"TPR","Tpr",88.668966,96.152332,119.831585,1753,1694,1388,101.550961,44.022447,37.04144,38.572188,2644,1344,1245,0,102.550961
"TPRA1","Tpra1",23.410364,23.9461,30.692447,182,166,133,26.0163036666667,7.457506,7.10664,6.972883,200,124,126,0.695328,15.9357384922957
"TPRKB","Tprkb",3.558293,2.27836,3.562778,93,92,88,3.13314366666667,30.739349,18.02029,28.22178,223,106,147,0,4.13314366666667
"TPRN","Tprn",0.973078,0.299123,0.977487,22,23,27,0.749896,35.023574,65.705889,70.173465,206,142,151,0.051754,1.66378830030597
"TPSB2","Tpsab1",0,0,0,0,0,0,0,0.054234,0.190449,0.48489,1,3,6,0,1
"TPSG1","Tpsg1",0,0,0,0,0,0,0,0.770344,0.158121,0.87076,8,2,8,0,1
"TPST1","Tpst1",2.608342,2.45023,2.708717,141,131,111,2.58909633333333,53.80444,89.815431,97.363177,463,457,480,0,3.58909633333333
"TPST2","Tpst2",9.820543,15.046419,11.486099,163,196,160,12.117687,3.529349,3.595666,2.90647,132,99,90,0,13.117687
"TPT1","Tpt1",441.980386,445.103565,496.712957,6211,5763,5013,461.265636,1238.403779,730.71972,942.888988,14356,6683,7509,0,462.265636
"TPX2","Tpx2",0.119237,0.547696,0.431997,14,16,13,0.36631,12.202489,4.456484,11.050448,777,216,479,0,1.36631
"TRA2A","Tra2a",6.262089,5.366627,4.438653,399,316,194,5.35578966666667,72.025551,66.789169,72.262795,1139,836,844,0,6.35578966666667
"TRA2B","Tra2b",7.542993,8.54587,7.16989,415,462,327,7.75291766666667,138.325042,102.712356,96.754446,1902,1089,1278,0,8.75291766666667
"TRABD","Trabd",5.052506,6.01076,5.594819,347,354,249,5.552695,8.802369,6.932517,6.913077,289,174,167,0,6.552695
"TRABD2B","Trabd2b",7.767566,8.112011,9.632229,1744,1709,1549,8.50393533333333,0.404302,0.356691,1.027472,45,30,22,0,9.50393533333333
"TRADD","Tradd",0.80337,1.099599,0.722303,25,31,21,0.875090666666667,8.6412,5.202035,2.9613,105,51,48,0,1.87509066666667
"TRAF1","Traf1",0.205526,0.435366,0.293323,7,11,5,0.311405,1.036968,1.683973,2.109933,86,106,111,0,1.311405
"TRAF2","Traf2",1.615422,1.464063,1.628938,127,114,90,1.56947433333333,12.837141,6.904443,16.111932,196,129,141,0,2.56947433333333
"TRAF3","Traf3",1.105229,1.415098,1.707824,270,262,245,1.40938366666667,13.462922,10.46888,7.818323,1004,803,722,0,2.40938366666667
"TRAF3IP1","Traf3ip1",0.764934,0.790037,0.981527,77,78,52,0.845499333333333,7.38376,7.848985,7.91274,217,224,239,0,1.84549933333333
"TRAF3IP2","Traf3ip2",1.464356,3.171939,3.114999,44,34,32,2.58376466666667,7.093304,6.530924,4.017797,86,58,57,13.8792343333333,0.240856793191173
"TRAF3IP3","Traf3ip3",0.03566,0.071337,0.09165,3,1,1,0.0662156666666667,0.038321,0,0.024586,2,0,1,0,1.06621566666667
"TRAF4","Traf4",0.549732,0.293184,0.78176,40,23,36,0.541558666666667,81.058107,76.492174,85.406902,1091,838,863,0,1.54155866666667
"TRAF5","Traf5",1.795291,0.453804,2.924869,44,22,32,1.72465466666667,10.236621,1.149205,1.144326,598,55,55,622.792685333333,0.00436788492511852
"TRAF6","Traf6",0.905232,0.945266,1.082036,183,180,160,0.977511333333333,8.488082,6.880989,5.38887,546,278,271,0,1.97751133333333
"TRAF7","Traf7",10.81797,11.889343,14.799343,380,328,303,12.5022186666667,45.034221,41.390942,39.578818,1185,718,653,1.376554,5.68142725419522
"TRAFD1","Trafd1",9.372746,9.898281,8.109068,450,434,319,9.12669833333333,19.816782,21.552892,19.190076,563,462,472,0,10.1266983333333
"TRAIP","Traip",0.220511,0.23858,0.063418,4,2,2,0.174169666666667,5.299196,1.485073,3.662924,71,33,33,0.149477666666667,1.02148106110805
"TRAK1","Trak1",38.095939,41.530603,49.199738,3462,3415,2814,42.9420933333333,36.380543,39.025607,38.085618,2333,1971,2008,0,43.9420933333333
"TRAM1","Tram1",4.744939,5.457283,4.085821,310,306,259,4.762681,58.704983,38.246633,42.174696,1436,841,910,0.841498333333333,3.1293435870609
"TRAM1L1","Tram1l1",0,0.033505,0.022085,0,4,2,0.01853,3.720993,5.148142,6.16404,127,135,147,0,1.01853
"TRAM2","Tram2",0.354773,0.585802,1.219052,78,74,80,0.719875666666667,15.575167,9.711617,11.098195,2110,997,1004,5.60016366666667,0.260580760345791
"TRANK1","Trank1",0.111708,0,0,1,0,0,0.037236,2.303502,1.020657,1.290509,268,125,92,0,1.037236
"TRAP1","Trap1",19.488091,20.041782,22.669401,1439,1377,1205,20.7330913333333,65.015264,69.359522,74.790444,1136,937,853,0,21.7330913333333
"TRAPPC1","Trappc1",9.359084,11.401011,12.704878,158,165,151,11.154991,360.820487,384.039543,436.927299,867,692,703,0,12.154991
"TRAPPC10","Trappc10",5.429869,4.92153,6.14513,680,663,563,5.498843,20.297627,27.133929,23.706142,794,603,522,0,6.498843
"TRAPPC11","Trappc11",2.280795,2.35503,2.460964,319,313,252,2.36559633333333,21.990202,13.620414,20.812636,791,577,617,0.371683666666667,2.45362426856921
"TRAPPC12","Trappc12",2.826475,2.78947,3.243457,303,278,252,2.953134,69.319875,72.54957,69.182644,582,415,392,0,3.953134
"TRAPPC13","Trappc13",3.96203,4.360689,4.226334,302,286,213,4.18301766666667,28.602302,23.827583,24.501308,573,374,418,0,5.18301766666667
"TRAPPC2","Trappc2",3.125175,2.969525,3.607247,124,106,109,3.23398233333333,10.871053,12.310558,14.569309,371,325,333,2.779421,1.12027274371745
"TRAPPC2L","Trappc2l",9.737777,10.132075,9.097601,144,150,123,9.65581766666667,81.674971,90.513157,70.464263,445,338,346,0,10.6558176666667
"TRAPPC3","Trappc3",6.759764,7.102739,7.263087,237,246,202,7.04186333333333,30.702358,58.648271,42.948163,559,442,415,57.5217626666667,0.137416628735858
"TRAPPC3L","Trappc3l",0,0,0,0,0,0,0,2.337262,0.751973,0.951491,72,24,27,23.7862873333333,0.0403448885487247
"TRAPPC4","Trappc4",14.167011,19.539993,22.218822,170,188,134,18.641942,62.445757,72.639312,71.162413,582,516,498,4.13953533333333,3.82173498693721
"TRAPPC5","Trappc5",2.678043,3.062714,2.877506,224,246,172,2.87275433333333,58.225403,54.401727,56.573651,289,223,218,1.814804,1.37585222037958
"TRAPPC6A","Trappc6a",5.10885,5.076911,5.149378,72,72,45,5.111713,10.59699,13.332553,14.041185,98,76,73,8.40024533333333,0.650165265190242
"TRAPPC6B","Trappc6b",27.141655,33.457888,18.489425,318,357,219,26.3629893333333,27.021564,35.471273,33.017851,1236,1259,1182,0,27.3629893333333
"TRAPPC9","Trappc9",2.639368,2.501051,3.366246,326,294,307,2.835555,19.83069,27.07802,34.06386,768,657,655,0,3.835555
"TRARG1","Trarg1",0.340634,0.355937,0.237169,38,37,19,0.311246666666667,0.103471,0.01953,0,7,1,0,0,1.31124666666667
"TRAT1","Trat1",0.017432,0.023809,0.381778,3,3,2,0.141006333333333,0.161645,0,0,1,0,0,0,1.14100633333333
"TRDMT1","Trdmt1",1.443211,1.530006,1.205881,100,80,59,1.39303266666667,16.329367,5.158452,13.516494,255,152,160,0,2.39303266666667
"TRDN","Trdn",105.956639,124.581826,95.589933,3683,3518,2921,108.709466,5.69655,1.858462,2.074419,324,59,39,0.262507666666667,86.8980592329076
"TREH","Treh",0,0,0,0,0,0,0,0.608757,1.640451,0.710891,19,19,10,0,1
"TREM1","Trem1",0,0.011358,0,0,1,0,0.003786,0.201606,0,0,1,0,0,0,1.003786
"TREM2","Trem2",0.316973,0.610107,0.628027,16,17,17,0.518369,0,0,0,0,0,0,0,1.518369
"TREML1","Treml1",0.221188,0,0.260268,6,0,5,0.160485333333333,0,0,0,0,0,0,0,1.16048533333333
"TREML2","Treml2",0.073696,0.071424,0.111346,9,6,7,0.0854886666666667,0.027984,0.018432,0.021103,2,1,1,0,1.08548866666667
"TREML4","Treml4",0.037089,0,0.14394,1,0,3,0.060343,0,0,0,0,0,0,0,1.060343
"TRERF1","Trerf1",0.124627,0.120474,0.240969,26,24,32,0.162023333333333,2.799418,2.116947,2.158617,385,224,207,10.4094256666667,0.101847662387447
"TREX1","Trex1",2.733833,3.1639,2.960096,83,91,63,2.95260966666667,3.932287,2.686399,3.260078,48,25,31,10.4094256666667,0.346433710350071
"TREX2","Trex2",0,0,0,0,0,0,0,0.051414,0.068502,0.144278,1,1,1,0,1
"TRH","Trh",0,0,0,0,0,0,0,0.376611,0.099381,0.114409,10,2,2,13.8792343333333,0.0672077593239957
"TRHDE","Trhde",0.016077,0.028617,0.037628,3,5,5,0.0274406666666667,4.601861,4.996972,3.563175,239,240,255,0,1.02744066666667
"TRHR","Trhr",0,0.00965,0.012136,0,1,1,0.007262,0.015609,0,0,1,0,0,0,1.007262
"TRIAP1","Triap1",3.60921,5.194313,5.024214,107,143,108,4.60924566666667,11.591174,8.980982,11.856131,206,122,146,0.026309,5.46545501078785
"TRIB1","Trib1",1.708426,1.838868,1.601578,244,257,159,1.71629066666667,4.898988,8.17129,9.260296,306,338,340,0,2.71629066666667
"TRIB2","Trib2",5.181112,5.609918,4.869412,410,367,364,5.22014733333333,101.666142,53.497733,72.754863,4816,2068,2407,27.688083,0.216819901606299
"TRIB3","Trib3",0.479,0.439565,1.228404,32,28,35,0.715656333333333,6.415689,5.920914,6.522749,222,161,157,0,1.71565633333333
"TRIL","Tril",0.453211,0.43103,0.47309,82,79,59,0.452443666666667,4.099889,4.701173,5.156443,363,314,303,0,1.45244366666667
"TRIM10","Trim10",0,0.044191,0.134153,0,3,7,0.059448,0,0,0,0,0,0,0,1.059448
"TRIM11","Trim11",1.549068,1.512176,2.113483,135,128,121,1.724909,8.267438,7.796558,9.491188,307,247,232,0,2.724909
"TRIM13","Trim13",1.288875,1.264356,1.314813,57,53,42,1.289348,14.88722,10.220934,10.50763,878,674,653,0.588798666666667,1.440930212261
"TRIM14","Trim14",0.328389,0.365439,0.739579,6,14,9,0.477802333333333,2.753132,3.423794,3.082693,223,181,146,0.140289666666667,1.29598853390761
"TRIM16","Trim16",0.637327,0.817475,0.78858,69,71,64,0.747794,21.311541,19.666917,21.116583,511,343,362,0,1.747794
"TRIM17","Trim17",0.050837,0.047761,0.030746,6,6,3,0.0431146666666667,0.972276,0.923494,0.699768,35,24,16,1.98185733333333,0.34982044747949
"TRIM2","Trim2",0.517547,0.459009,1.017921,119,101,74,0.664825666666667,65.789709,70.893459,64.839558,7544,6215,4914,0,1.66482566666667
"TRIM21","Trim21",1.233614,1.307526,0.908252,65,60,46,1.14979733333333,5.530085,6.71054,7.452705,161,133,125,61.1502626666667,0.0345903177411082
"TRIM23","Trim23",2.703642,2.556597,2.903134,296,249,231,2.72112433333333,8.883597,10.916466,9.911649,499,425,395,0,3.72112433333333
"TRIM24","Trim24",3.601278,3.328786,3.278011,332,312,248,3.40269166666667,14.015842,21.420698,23.952016,1030,1253,1265,0,4.40269166666667
"TRIM25","Trim25",2.219811,2.126131,2.114327,417,374,259,2.153423,25.548549,15.417445,14.447855,944,554,410,0,3.153423
"TRIM26","Trim26",2.502092,3.251438,2.144979,162,144,93,2.63283633333333,10.964892,14.360246,12.392076,513,499,462,1.15403266666667,1.68652796661394
"TRIM27","Trim27",2.260932,2.011762,2.661886,82,84,71,2.31152666666667,33.308261,24.461161,35.852283,1155,790,904,0,3.31152666666667
"TRIM28","Trim28",16.818099,16.36244,19.767407,416,441,379,17.6493153333333,344.588596,293.906754,394.117505,2472,1565,1930,5.52197966666667,2.85945622134465
"TRIM29","Trim29",0.010822,0.044368,0.057818,1,1,1,0.0376693333333333,1.26605,12.603178,9.986041,5,62,49,0,1.03766933333333
"TRIM3","Trim3",4.553407,3.292693,4.206623,208,176,158,4.01757433333333,29.554201,36.734893,48.887696,577,563,579,0.143819333333333,4.38668431902707
"TRIM31","Trim31",0,0,0,0,0,0,0,0,0,0,0,0,0,11.0439596666667,0.0830291721058847
"TRIM32","Trim32",1.138487,1.044969,1.717642,120,103,105,1.300366,8.600507,8.495675,6.844175,485,358,319,0,2.300366
"TRIM33","Trim33",2.402299,2.689357,2.858961,253,235,186,2.65020566666667,28.153798,15.619621,17.674692,974,614,567,6.209303,0.506318803172327
"TRIM34","Trim34a",0.859742,1.102986,0.523581,69,74,29,0.828769666666667,1.628908,0.432211,1.225006,62,14,26,237.920236333333,0.00765431047086037
"TRIM35","Trim35",7.976689,8.218187,8.692606,954,959,732,8.29582733333333,12.930441,11.781856,10.630099,328,284,257,0,9.29582733333333
"TRIM36","Trim36",0.118497,0.203513,0.149029,15,16,16,0.157013,33.321044,42.415191,44.57961,1118,1343,1286,27.9872733333333,0.0399145165085091
"TRIM37","Trim37",0.974574,1.225015,1.019586,144,135,98,1.07305833333333,28.961758,78.067934,59.451434,1058,990,1021,0,2.07305833333333
"TRIM39","Trim39",1.22113,1.060513,1.024511,128,104,76,1.10205133333333,4.965618,5.488884,7.25605,208,162,172,0,2.10205133333333
"TRIM40","Trim40",0.022053,0.02374,0.030499,1,1,1,0.0254306666666667,0,0,0,0,0,0,0,1.02543066666667
"TRIM41","Trim41",7.068811,7.909409,7.542734,217,239,146,7.50698466666667,17.720374,12.822036,20.744833,753,510,533,0,8.50698466666667
"TRIM42","Trim42",0,0,0,0,0,0,0,0,0,0,0,0,0,12.751969,0.0727168596729676
"TRIM44","Trim44",9.186512,11.121447,8.291628,598,497,387,9.53319566666667,23.718431,19.758343,21.610786,2316,1580,1599,18.9859123333333,0.527031015196588
"TRIM45","Trim45",0.309776,0.439927,0.409508,26,34,19,0.386403666666667,6.485893,2.644949,2.186081,297,100,96,0,1.38640366666667
"TRIM46","Trim46",0.396364,0.032688,0.106396,11,2,5,0.178482666666667,10.516726,16.133922,17.559882,555,652,605,0,1.17848266666667
"TRIM47","Trim47",5.652768,5.462859,5.183388,171,180,118,5.433005,11.728002,7.192808,10.220647,108,74,80,0.054126,6.10269075992813
"TRIM50","Trim50",0,0,0,0,0,0,0,0,0.217469,0.129179,0,3,2,0,1
"TRIM54","Trim54",37.566216,38.940837,40.671308,1687,1667,1292,39.0594536666667,3.02861,0,0,55,0,0,0,40.0594536666667
"TRIM56","Trim56",1.333329,2.067742,1.286587,389,406,298,1.56255266666667,3.696215,2.106155,3.051565,761,328,300,0,2.56255266666667
"TRIM58","Trim58",0,0,0,0,0,0,0,6.207655,9.988322,11.768323,586,718,753,32.9266166666667,0.0294753824062425
"TRIM59","Trim59",0.160768,0.088408,0.063072,16,8,3,0.104082666666667,3.026826,0.895379,1.449867,158,29,60,6.209303,0.153146936210986
"TRIM6","Trim6",0.169416,0.056405,0.021908,12,4,2,0.0825763333333333,1.714199,0.973886,2.068448,70,24,27,34.7410763333333,0.0302894161115032
"TRIM60","Trim60",0,0,0,0,0,0,0,0,0,0.051939,0,0,1,0,1
"TRIM62","Trim62",0.117555,0.156588,0.07318,14,19,6,0.115774333333333,9.682626,5.710179,5.343584,404,253,247,7.36263966666667,0.133423700865743
"TRIM63","Trim63",28.457859,27.270435,36.068172,1685,1494,1519,30.598822,1.725439,0.08573,0.342314,53,2,7,0,31.598822
"TRIM65","Trim65",0.817011,0.890461,0.926931,100,103,76,0.878134333333333,10.725728,6.96573,6.443785,342,197,204,0,1.87813433333333
"TRIM66","Trim66",0.032882,0.006637,0.004307,8,2,1,0.0146086666666667,9.369612,4.218225,2.888048,432,222,221,0,1.01460866666667
"TRIM67","Trim67",0.098598,0.071464,0.097841,29,21,20,0.089301,16.914288,29.322725,28.933125,2887,3824,3294,4.20012266666667,0.20947602005286
"TRIM68","Trim68",2.483541,2.271467,2.602037,137,139,110,2.45234833333333,4.385474,3.877072,3.78403,158,116,146,44.8631616666667,0.07527497468284
"TRIM69","Trim69",0.019684,0,0.027169,1,0,1,0.0156176666666667,38.248698,44.784576,39.542967,1038,994,1010,0,1.01561766666667
"TRIM7","Trim7",10.768911,18.076243,8.475642,361,337,207,12.4402653333333,2.082057,0.530636,0.7507,51,9,15,0,13.4402653333333
"TRIM71","Trim71",0,0,0,0,0,0,0,2.008812,3.798694,3.97156,326,469,440,0,1
"TRIM72","Trim72",40.287823,42.491111,49.054082,2788,2920,2346,43.9443386666667,2.911318,0.202554,0.206983,248,25,22,0,44.9443386666667
"TRIM8","Trim8",3.465292,4.61283,3.876896,227,272,205,3.985006,26.466132,32.228228,27.694566,650,451,473,0,4.985006
"TRIM9","Trim9",0,0,0.057634,0,0,0,0.0192113333333333,12.722758,16.335562,16.205608,512,424,437,0.173028333333333,0.868871880048365
"TRIML1","Triml1",0.018006,0.037091,0,1,2,0,0.0183656666666667,0,0,0,0,0,0,0,1.01836566666667
"TRIO","Trio",6.440767,6.201299,6.287719,610,505,446,6.30992833333333,97.506387,99.031197,90.762798,2948,1992,1757,0,7.30992833333333
"TRIOBP","Triobp",6.034686,6.685227,5.182772,176,200,130,5.96756166666667,22.578327,16.392863,16.876806,1750,1143,955,0,6.96756166666667
"TRIP10","Trip10",25.196604,23.180603,24.475113,834,749,554,24.2841066666667,40.09314,42.158139,63.178314,403,347,344,0,25.2841066666667
"TRIP12","Trip12",34.711773,33.938396,38.244644,1963,1808,1593,35.6316043333333,80.944138,68.372307,73.335459,3429,2126,2026,5.60016366666667,5.55010544940527
"TRIP13","Trip13",0.048132,0.22423,0.643982,2,2,5,0.305448,13.395642,6.864648,21.812717,153,60,84,7.36263966666667,0.156104776964562
"TRIP4","Trip4",2.911771,2.490097,2.316052,291,228,187,2.57264,19.115792,22.304415,28.681751,298,238,259,0,3.57264
"TRIP6","Trip6",1.78773,2.231198,1.757279,78,101,76,1.92540233333333,22.545975,10.516136,12.689835,352,149,148,0,2.92540233333333
"TRIQK","Triqk",0.71745,0.428195,0.842341,29,23,30,0.662662,19.740359,14.030989,12.841317,562,409,384,0,1.662662
"TRIR","Trir",5.934598,8.577233,9.066584,131,206,129,7.85947166666667,65.44962,54.264724,73.039772,797,495,575,0,8.85947166666667
"TRIT1","Trit1",0.973335,1.073612,0.937985,50,56,41,0.994977333333333,22.280416,19.39598,22.343023,345,191,241,0,1.99497733333333
"TRMO","Trmo",0.369892,0.514749,0.332417,17,22,11,0.405686,4.456267,5.412768,7.285016,79,78,78,0,1.405686
"TRMT1","Trmt1",9.363111,10.843766,6.904214,206,207,128,9.03703033333333,32.848015,36.52878,43.190541,342,278,288,0,10.0370303333333
"TRMT10A","Trmt10a",0.762465,0.719239,0.707051,31,19,15,0.729585,4.672565,7.951651,11.921862,128,73,83,32.4266186666667,0.0517427448240452
"TRMT10B","Trmt10b",2.210425,1.844693,1.611657,30,31,29,1.888925,6.713037,4.829191,7.704361,174,109,154,0,2.888925
"TRMT10C","Trmt10c",2.11814,2.069976,2.14726,205,186,148,2.111792,12.077783,16.372618,18.819245,299,307,331,0,3.111792
"TRMT11","Trmt11",1.255151,2.121607,1.143217,52,68,38,1.50665833333333,39.802528,21.86444,37.956733,243,131,162,0,2.50665833333333
"TRMT112","Trmt112",4.698344,4.500321,4.90945,125,104,77,4.702705,72.536294,51.060147,61.878874,547,294,301,0,5.702705
"TRMT12","Trmt12",0.338629,0.354999,0.293381,50,49,31,0.329003,4.980929,5.919332,6.135586,169,175,161,0,1.329003
"TRMT13","Trmt13",2.240817,1.529676,3.052783,43,31,45,2.27442533333333,7.25008,2.932025,3.800626,232,111,123,0.153233,2.83934411635232
