"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"KCMF1","Kcmf1",27.372802,34.239186,28.501313,912,900,696,30.037767,37.945966,36.13875,37.824163,1176,1536,1816,1.54963833333333,12.173399887435
"KCNA1","Kcna1",0.066064,0.051473,0.123811,9,5,12,0.0804493333333333,0.226878,0.189391,0.246542,16,34,34,8.98923566666667,0.108161361828584
"KCNA10","Kcna10",0,0,0,0,0,0,0,0,0,0.023247,0,0,1,56.2090686666667,0.0174797461889579
"KCNA2","Kcna2",0.105183,0.125013,0.142549,41,28,40,0.124248333333333,8.279393,6.143456,5.541005,1108,1194,1168,5.42666166666667,0.174935042739919
"KCNA3","Kcna3",0,0,0.026622,0,0,1,0.008874,0.140044,0.121947,0.253255,5,6,14,18.533494,0.0516484147690116
"KCNA4","Kcna4",0.230802,0.246468,0.139843,13,8,16,0.205704333333333,1.123677,0.876382,0.68454,75,52,33,20.2663923333333,0.0566952924800268
"KCNA5","Kcna5",2.969334,3.410931,1.863764,285,314,127,2.74800966666667,0.618731,0.158756,0.258408,27,10,17,8.68879833333333,0.386839475621246
"KCNA6","Kcna6",0.160548,0.116061,0.351657,17,12,28,0.209422,20.809026,13.27085,16.179729,282,330,342,10.531882,0.104876376639997
"KCNA7","Kcna7",0.877171,0.652537,1.15246,54,44,47,0.894056,0.32653,0.067167,0.18882,21,6,19,7.883992,0.213198751192032
"KCNAB1","Kcnab1",0.299251,0.121403,0.468993,11,7,20,0.296549,1.24686,3.517223,2.541755,74,178,155,427.991942,0.00302231551006615
"KCNAB2","Kcnab2",0.232802,0.438989,0.327411,12,19,11,0.333067333333333,15.413265,21.618782,14.810981,452,802,740,63.7167883333333,0.0205984778859417
"KCNAB3","Kcnab3",0.054831,0.058954,0.020821,1,1,1,0.0448686666666667,2.695938,4.525385,2.281874,61,115,70,54.991448,0.0186612188823312
"KCNB1","Kcnb1",3.628035,3.453709,3.559998,756,711,594,3.54724733333333,31.595643,21.897193,14.958083,1428,1323,1274,107.864886,0.0417696421721631
"KCNB2","Kcnb2",0,0.002254,0.002776,0,1,1,0.00167666666666667,0.672079,0.788187,0.642439,40,64,56,18.011445,0.0526880869216762
"KCNC1","Kcnc1",0.095399,0.030699,0.033503,11,8,6,0.0532003333333333,15.568368,17.086273,15.18596,1093,1454,1429,31.9884096666667,0.0319263748684904
"KCNC2","Kcnc2",0.0836,0.270339,0.021295,7,8,2,0.125078,2.58175,1.204427,2.238502,187,138,207,15.722959,0.0672774477291967
"KCNC3","Kcnc3",0.14251,0.341955,0.171285,15,25,18,0.218583333333333,11.943344,13.196506,13.082242,818,1276,1361,3.98379166666667,0.244509284263153
"KCNC4","Kcnc4",0.008104,0.023931,0.011779,1,3,1,0.0146046666666667,27.792132,11.553966,16.774013,1434,647,1220,0.759287333333333,0.576713449499058
"KCND1","Kcnd1",0.032845,0.02343,0.022893,6,4,3,0.0263893333333333,2.713719,4.509099,6.057915,186,185,259,21.54982,0.0455165200136113
"KCND2","Kcnd2",1.843579,1.853588,2.898753,325,299,367,2.19864,6.167559,4.462779,4.963441,387,493,382,6.01816533333333,0.455765837377442
"KCND3","Kcnd3",1.121188,3.412141,1.1564,244,162,179,1.89657633333333,6.829126,2.833274,3.70072,831,477,654,150.008977,0.019181484378464
"KCNE1B","Kcne1",0.781904,1.237942,1.710718,27,30,35,1.24352133333333,0.025767,0.132809,0.025268,0,2,2,0.122950666666667,1.99788058365283
"KCNE2","Kcne2",0,0,0,0,0,0,0,0.368726,0.291918,0.458826,5,5,9,16.548997,0.0569833136332521
"KCNE3","Kcne3",0,0.083099,0.201845,0,2,1,0.0949813333333333,0.612585,0.27692,0.34148,9,19,25,21.748742,0.0481337092544868
"KCNE4","Kcne4",0.320009,0.486933,0.364088,27,28,19,0.390343333333333,25.382017,39.939071,27.586109,296,621,453,0.255523,1.1073818108735
"KCNF1","Kcnf1",0,0,0,0,0,0,0,0.995123,1.115734,1.339988,30,47,65,15.058247,0.0622732979508909
"KCNG1","Kcng1",0.012733,0.013158,0,1,1,0,0.00863033333333333,4.882045,0.499457,0.234962,114,18,14,1.19244766666667,0.46004762105306
"KCNG3","Kcng3",0,0,0,0,0,0,0,0.01921,0,0,1,0,0,133.877693,0.00741412443939118
"KCNG4","Kcng4",0,0,0,0,0,0,0,0.083117,0.034222,0.040316,7,4,5,16.8272736666667,0.0560938267229158
"KCNH1","Kcnh1",0.005745,0,0.007964,1,0,1,0.00456966666666667,5.166232,3.318756,2.565309,327,417,290,6.384202,0.136043091273325
"KCNH2","Kcnh2",9.282275,13.212572,12.957694,645,802,692,11.8175136666667,26.390239,28.196962,32.107452,1276,1945,2714,42.7105623333333,0.293236073444247
"KCNH3","Kcnh3",0.009148,0.007675,0.012777,1,1,1,0.00986666666666667,4.724955,3.870115,12.531284,66,48,95,50.1830856666667,0.0197304764555129
"KCNH5","Kcnh5",0,0,0,0,0,0,0,0.882864,0.573762,0.927175,147,119,169,0.0844993333333333,0.92208447646195
"KCNH7","Kcnh7",0.022152,0.024313,0.079444,10,10,26,0.0419696666666667,0.429751,0.394557,0.314214,27,22,21,0.281381666666667,0.813161054018514
"KCNH8","Kcnh8",0,0,0,0,0,0,0,2.04252,4.035068,2.574197,168,450,305,0,1
"KCNIP1","Kcnip1",0.14704,0.089701,0.090928,4,4,1,0.109223,19.032515,16.183166,14.931691,364,443,492,10.689653,0.0948893008201356
"KCNIP2","Kcnip2",41.587076,37.185065,48.445635,1519,1481,1244,42.4059253333333,13.900485,11.749735,15.516921,245,248,362,0.100019,39.4592505523389
"KCNIP3","Kcnip3",0.277838,0.266364,0.200214,18,17,13,0.248138666666667,7.040286,5.581192,3.3187,55,48,41,14.6068656666667,0.0799736919202461
"KCNIP4","Kcnip4",0.015826,0.017407,0.087855,1,1,4,0.0403626666666667,6.483736,9.928486,3.958054,173,295,132,0,1.04036266666667
"KCNJ1","Kcnj1",0,0,0.015363,0,0,1,0.005121,0.217562,0,0.035649,3,0,2,18.5920386666667,0.0513025222694198
"KCNJ10","Kcnj10",0.011189,0.015585,0.031093,2,3,4,0.019289,0.374345,0.092722,0.174153,6,3,7,13.9060106666667,0.0683810727627727
"KCNJ11","Kcnj11",25.26609,24.218612,33.252362,1345,1315,1173,27.5790213333333,7.815822,8.306585,5.421651,164,197,180,0.772422666666667,16.1242698318008
"KCNJ12","Kcnj12",3.315376,3.924205,4.156714,232,273,203,3.798765,1.420515,0.826381,0.894614,119,96,113,54.5126143333333,0.0864445866516957
"KCNJ13","Kcnj13",0,0,0,0,0,0,0,0.46417,0,0,2,0,0,0.624299333333333,0.61565007106654
"KCNJ14","Kcnj14",0.077488,0.058347,0.181167,5,5,11,0.105667333333333,0.484789,0.623266,0.619431,31,54,59,57.36175,0.0189450681882112
"KCNJ15","Kcnj15",0.078549,0.448587,0.336641,14,18,17,0.287925666666667,0.090489,0.144794,0.088774,13,27,17,2.90381133333333,0.329914936121401
"KCNJ16","Kcnj16",0.017045,0,0,2,0,0,0.00568166666666667,0.326929,0.342584,0.073024,13,7,6,8.28933066666667,0.108262016151002
"KCNJ2","Kcnj2",3.043769,2.171602,2.491354,548,361,322,2.56890833333333,0.384119,1.352089,0.535073,34,161,64,48.6715963333333,0.0718500832826734
"KCNJ3","Kcnj3",6.908221,7.255453,8.648835,873,849,823,7.60416966666667,6.480352,2.929154,2.636407,349,243,225,0,8.60416966666667
"KCNJ4","Kcnj4",0.055597,0.043812,0.039244,4,3,2,0.0462176666666667,0.763536,0.238087,0.800753,23,10,37,0.150567,0.90930616527909
"KCNJ5","Kcnj5",6.33044,6.634623,8.634862,877,838,798,7.199975,0.360249,0.189043,0.286149,13,14,21,8.917906,0.826784908023932
"KCNJ6","Kcnj6",0,0,0,0,0,0,0,0.942244,0.993462,1.214428,279,447,575,20.4821753333333,0.0465502205658068
"KCNJ8","Kcnj8",4.974818,5.050677,6.077694,379,362,326,5.36772966666667,2.536899,1.28812,1.274723,64,52,64,0.097104,5.8041258318871
"KCNJ9","Kcnj9",0.007401,0,0,1,0,0,0.002467,17.618005,7.514439,8.804246,1176,690,877,0.026887,0.976219389280417
"KCNK1","Kcnk1",0.103593,0.026959,0.072766,4,1,3,0.0677726666666667,2.770364,5.713096,3.532357,51,177,103,9.295252,0.103715058812224
"KCNK13","Kcnk13",0.060442,0.095013,0.058167,6,7,4,0.0712073333333333,0,0.021754,0.039258,0,1,2,386.237405,0.00276628063173116
"KCNK18","Kcnk18",0,0,0,0,0,0,0,0,0,0,0,0,0,6.42343,0.134708618522704
"KCNK2","Kcnk2",0.413734,0.329595,0.576069,36,25,28,0.439799333333333,2.590527,2.337934,2.756476,85,116,110,2.53182066666667,0.407664904088184
"KCNK3","Kcnk3",19.307386,20.901657,23.232033,2284,2321,1724,21.1470253333333,25.464896,9.861315,14.508278,2309,1060,1759,42.0632016666667,0.514291192391214
"KCNK4","Kcnk4",0.224303,0.042294,0.132123,4,2,1,0.132906666666667,4.120862,3.901072,3.363309,54,91,101,1.94392,0.384829297897588
"KCNK7","Kcnk7",0,0,0,0,0,0,0,1.077242,0.390551,1.481418,3,1,7,9.821414,0.0924093653565052
"KCNK9","Kcnk9",0,0,0,0,0,0,0,51.501546,65.621814,50.272821,1920,3251,2563,2.06328533333333,0.32644689971203
"KCNMA1","Kcnma1",0.0216,0.015898,0.069398,3,2,5,0.035632,6.676821,8.03132,6.351119,730,1000,821,0.326718666666667,0.780596539432123
"KCNMB1","Kcnmb1",0.1314,0.188215,0.191838,18,24,19,0.170484333333333,0.094003,0.150423,0.137956,5,12,11,5.063035,0.193052544366532
"KCNMB2","Kcnmb2",0,0,0,0,0,0,0,1.490728,5.374583,3.090222,38,215,149,0.0860616666666667,0.920758029393665
"KCNMB4","Kcnmb4",0.159173,0,0.127953,1,0,4,0.0957086666666667,8.504763,10.626832,8.360423,238,367,302,8.40537866666667,0.116498091730207
"KCNN1","Kcnn1",4.644047,4.3145,1.651744,114,109,111,3.53676366666667,4.108072,5.19712,10.446453,155,277,441,38.5018983333333,0.114849256822636
"KCNN2","Kcnn2",3.022124,5.527826,3.204444,93,209,129,3.91813133333333,0.577866,0.628527,0.372975,14,22,19,0.0884363333333333,4.51852918054616
"KCNN3","Kcnn3",0.096963,0.063778,0.091781,22,12,16,0.084174,2.040066,0.362246,0.421926,136,108,108,12.0459903333333,0.0831040014823456
"KCNN4","Kcnn4",0.032714,0.126253,0,2,1,0,0.052989,0.298403,0.311223,0.388204,2,4,6,9.220139,0.103030790481421
"KCNQ1","Kcnq1",3.769226,7.600311,4.737481,284,317,326,5.369006,0.050658,0.221826,0.164252,2,8,6,0.365884666666667,4.66291639069575
"KCNQ2","Kcnq2",0.004503,0.011277,0,1,1,0,0.00526,523.526127,622.904797,462.016893,3965,8406,8181,44.5814423333333,0.0220541507363593
"KCNQ3","Kcnq3",0.065939,0,0,3,0,0,0.0219796666666667,14.773571,7.329189,11.022375,2467,1702,2829,9.21321533333333,0.1000644393868
"KCNQ4","Kcnq4",0.441879,0.364402,0.546669,50,47,51,0.450983333333333,0.845777,0.505835,0.507207,45,36,41,1.42087166666667,0.59936400318618
"KCNQ5","Kcnq5",0.018359,0.097731,0.006397,4,3,1,0.040829,0.290158,3.867654,0.343078,28,19,51,80.839874,0.012717871486459
"KCNRG","Kcnrg",0.227566,0.042009,0.162787,12,2,6,0.144120666666667,0.310351,0.944769,0.977002,6,25,29,20.715303,0.0526872992132169
"KCNS1","Kcns1",0.011711,0.032786,0,1,3,0,0.0148323333333333,0.588041,0.366823,0.250509,43,37,28,0.161299333333333,0.873876617512912
"KCNS2","Kcns2",0,0,0,0,0,0,0,1.009951,0.429892,0.541733,84,44,67,31.449957,0.0308166818217972
"KCNS3","Kcns3",0.027146,0,0.018742,2,0,1,0.015296,0.193732,0.061082,0.057578,7,3,3,0,1.015296
"KCNT1","Kcnt1",0.234576,0.271382,0.312662,10,7,4,0.272873333333333,22.705144,38.604595,21.76751,665,732,913,57.5570246666667,0.0217373293909503
"KCNU1","Kcnu1",0,0,0.033532,0,0,1,0.0111773333333333,0,0,0,0,0,0,2.71637166666667,0.272087246386821
"KCNV1","Kcnv1",0,0,0,0,0,0,0,0.469046,5.088064,2.905892,52,608,331,59.42242,0.0165501481072754
"KCNV2","Kcnv2",1.128777,0.751545,0.77027,190,119,93,0.883530666666667,0.091522,0.110067,0.060649,3,5,3,213.353672666667,0.00878702306909233
"KCP","Kcp",0.818011,0.594195,0.414652,31,23,23,0.608952666666667,0.451091,0.246917,0.270056,18,17,18,58.8037016666667,0.0269038976154793
"KCTD1","Kctd1",2.066067,1.556219,2.050451,74,68,77,1.89091233333333,13.032612,9.235233,7.325479,204,262,231,35.679636,0.0788151859885778
"KCTD10","Kctd10",5.17572,5.622187,6.377421,487,453,359,5.72510933333333,25.398131,31.580313,19.591922,996,1553,1288,0.546746333333333,4.34790707978619
"KCTD11","Kctd11",0.43156,0.319942,0.509387,39,27,33,0.420296333333333,4.738052,4.097291,4.235981,216,257,289,13.0159886666667,0.101334009830583
"KCTD12","Kctd12",1.85225,1.867332,3.595608,362,351,339,2.43839666666667,4.11001,5.181457,11.518169,399,687,1628,17.6988263333333,0.183883020536815
"KCTD13","Kctd13",0.551882,0.946491,0.962348,28,41,34,0.820240333333333,72.165089,59.231076,68.193139,549,926,998,71.753929,0.0250191344763433
"KCTD15","Kctd15",0.35083,0.518077,0.381189,22,30,15,0.416698666666667,35.082779,61.268707,48.729289,497,883,853,26.26609,0.0519582626869737
"KCTD16","Kctd16",0.05041,0.027661,0,1,1,0,0.0260236666666667,3.254637,3.318203,3.069683,750,1043,995,11.4759226666667,0.0822403035094158
"KCTD19","Kctd19",0.010111,0,0.014025,1,0,1,0.00804533333333333,0.442089,1.063962,0.800359,15,39,28,152.269804333333,0.00657693364794165
"KCTD2","Kctd2",3.989299,4.08179,4.316993,173,188,151,4.12936066666667,36.756889,39.701629,37.981324,1729,2339,2331,659.590696333333,0.00776480912482969
"KCTD20","Kctd20",6.602817,6.623477,7.654396,455,415,337,6.96023,17.219087,17.441101,12.873064,1375,1944,1560,1.30770733333333,3.4494105405047
"KCTD21","Kctd21",0.381533,0.555005,0.585967,37,50,41,0.507501666666667,5.720166,7.701677,5.540498,267,488,352,9.90662766666667,0.138218862212924
"KCTD3","Kctd3",1.90126,3.005129,2.776152,139,140,116,2.560847,31.617638,33.379717,26.958977,907,1256,1189,21.429823,0.158755020046302
"KCTD4","Kctd4",0,0,0,0,0,0,0,0.072576,0.026773,0,2,1,0,0.181811333333333,0.846158749535318
"KCTD5","Kctd5",1.20187,1.236426,1.653383,87,88,77,1.363893,8.790192,8.168239,8.322394,295,413,389,0.0998763333333333,2.14923526250982
"KCTD6","Kctd6",1.375779,1.151494,1.106659,74,60,41,1.21131066666667,13.213033,17.316496,9.473699,193,269,226,5.125345,0.361009978485566
"KCTD7","Kctd7",0.35612,0.222998,0.196094,37,30,20,0.258404,27.505773,33.168268,26.466906,1336,1971,1578,17.8570496666667,0.0667338752479643
"KCTD8","Kctd8",0.034837,0.082388,0,3,7,0,0.039075,0.813382,0.487236,0.618963,30,25,35,101.692671333333,0.0101182975036966
"KCTD9","Kctd9",22.933134,22.42291,17.170432,769,717,615,20.8421586666667,5.280381,3.198328,3.914764,210,144,167,2.24181433333333,6.73763405944593
"KDELR1","Kdelr1",24.398975,28.532113,31.380651,749,736,583,28.103913,64.982113,63.03746,56.31317,1157,1433,1415,1.70472133333333,10.7604109308118
"KDELR2","Kdelr2",3.912222,4.533247,4.642838,221,235,189,4.362769,63.800615,51.777372,52.525306,1984,2193,2312,51.1186433333333,0.102895406653269
"KDELR3","Kdelr3",1.50978,1.09381,1.482473,62,42,44,1.362021,4.540674,0.118878,0.195479,94,4,7,0.611924333333333,1.46534235581364
"KDF1","Kdf1",0,0,0,0,0,0,0,0,0,0.028122,0,0,1,0.755946,0.569493594905538
"KDM1A","Kdm1a",6.28895,4.868627,5.993109,319,269,218,5.71689533333333,63.977619,81.460955,67.715335,2347,3968,3445,0.170562,5.73817989421606
"KDM1B","Kdm1b",2.154604,3.268843,2.860587,209,190,154,2.76134466666667,9.314263,10.051157,10.50651,519,647,568,70.9784046666667,0.0522565717326679
"KDM2A","Kdm2a",5.959172,6.226993,7.698522,590,558,451,6.628229,24.722465,22.271582,16.82813,1253,1750,1506,0,7.628229
"KDM2B","Kdm2b",2.521686,1.473142,1.571062,135,119,84,1.85529666666667,15.073205,18.351144,16.76668,529,820,841,0,2.85529666666667
"KDM3A","Kdm3a",4.142288,4.082767,4.306481,296,270,201,4.17717866666667,19.120063,18.209021,37.807767,637,753,1327,0.306170666666667,3.96363109261883
"KDM3B","Kdm3b",2.119617,2.636121,2.853627,435,383,400,2.536455,19.067533,16.587399,13.220521,1092,1570,1220,0,3.536455
"KDM4A","Kdm4a",2.604609,2.360855,2.766881,393,322,284,2.57744833333333,18.861484,29.431041,12.981282,987,1662,1262,12.87137,0.257901586745457
"KDM4B","Kdm4b",3.142647,2.547936,20.01361,270,253,245,8.56806433333333,17.086698,20.193713,16.628894,986,1596,1722,23.5391056666667,0.389910881973599
"KDM4C","Kdm4c",1.428823,1.803223,1.636019,147,137,120,1.62268833333333,6.116992,10.344077,6.690925,284,474,460,24.77413,0.101756619266425
"KDM4D","Kdm4d",0,0,0,0,0,0,0,0.505656,0.719549,0.556808,22,42,36,16.238461,0.0580098188579595
"KDM5A","Kdm5a",5.521079,4.24803,3.532875,444,461,382,4.43399466666667,9.153635,7.191552,6.448274,347,379,333,0.216864666666667,4.4655702606206
"KDM5B","Kdm5b",0.793294,1.029837,2.39656,164,151,164,1.40656366666667,32.219879,38.14534,30.33818,2214,3416,2813,2.32879833333333,0.722952677117218
"KDM5C","Kdm5c",4.692722,4.078373,4.960941,433,467,353,4.57734533333333,49.531386,78.950479,43.871033,1717,2842,2212,8.61974266666667,0.579781136210574
"KDM5D","Kdm5d",1.519124,1.325646,1.621922,207,171,142,1.48889733333333,10.926591,9.881466,9.328735,663,760,658,6.57716566666667,0.328473395306961
"KDM6A","Kdm6a",1.665549,1.942498,2.4112,200,181,167,2.00641566666667,4.607554,3.007488,2.250134,237,292,267,0.0244556666666667,2.9346469198114
"KDM6B","Kdm6b",1.839881,1.276033,2.299073,259,307,236,1.80499566666667,52.205228,41.762922,29.648488,993,1304,1112,0.057648,2.65210700220363
"KDM7A","Kdm7a",1.653057,1.304883,1.692731,510,363,387,1.55022366666667,1.128964,1.413905,1.235672,150,256,233,0.0202283333333333,2.49965971669741
"KDM8","Kdm8",0.535124,0.904466,1.288229,37,44,44,0.909273,1.771503,3.058337,2.282681,23,72,44,43.7301613333333,0.0426842413058142
"KDR","Kdr",9.032435,8.274716,10.747047,1792,1537,1530,9.35139933333333,0.146854,0,0.00779,13,0,1,0.131025666666667,9.15222318856896
"KDSR","Kdsr",0.408836,0.577817,0.287156,75,62,38,0.424603,16.640865,12.177448,13.900218,511,658,622,34.0848536666667,0.0406045016899553
"KEAP1","Keap1",5.687572,4.941029,4.86606,463,531,375,5.164887,45.716119,48.002295,43.827594,476,722,723,49.2065206666667,0.122790564216353
"KEL","Kel",0,0,0.063678,0,0,1,0.021226,1.336156,0.469493,1.492783,12,11,12,0.418826,0.719768315494641
"KERA","Kera",0,0,0,0,0,0,0,0,0,0,0,0,0,4.14713733333333,0.194282750826155
"KHDC1L","Khdc1c",0,0,0,0,0,0,0,0.182294,0.485103,0.09162,1,5,1,0.476417333333333,0.677315266776422
"KHDC3L","Khdc3",0,0,0,0,0,0,0,0.145543,0.053085,0.19977,2,1,4,5.04837,0.165333800676877
"KHDC4","Khdc4",5.048782,3.8557,4.589255,368,301,209,4.49791233333333,14.513935,17.778668,15.281129,566,908,773,0.108487333333333,4.95983325023711
"KHDRBS1","Khdrbs1",4.791351,4.521601,4.666801,538,469,391,4.65991766666667,55.15694,66.754004,53.513487,2094,3448,3025,4.84956466666667,0.967579296784137
"KHDRBS2","Khdrbs2",0.933293,3.187026,3.871919,4,8,8,2.66407933333333,3.079954,2.638525,2.468725,104,121,117,23.745588,0.148070004775531
"KHDRBS3","Khdrbs3",21.846094,20.130158,22.890524,441,388,366,21.6222586666667,47.544327,85.188624,103.753662,193,368,338,33.817666,0.649735070313635
"KHK","Khk",4.255846,5.315937,4.549336,79,91,55,4.70703966666667,14.168921,11.326985,13.156968,243,340,395,45.9160796666667,0.121643575235069
"KHNYN","Khnyn",1.418058,1.02269,0.965872,268,177,121,1.13554,10.481633,9.257849,7.911258,743,1025,899,0.0489693333333333,2.03584597960919
"KHSRP","Khsrp",2.910812,2.245629,2.285381,289,241,202,2.48060733333333,94.328441,105.337307,104.539107,1301,1949,1865,17.7243833333333,0.18588635317763
"KIF11","Kif11",0.209304,0.212678,0.152243,32,31,17,0.191408333333333,0.32692,0.105819,0.188417,27,12,22,0,1.19140833333333
"KIF12","Kif12",0,0,0,0,0,0,0,5.195798,0.870642,3.709446,72,16,37,0,1
"KIF13A","Kif13a",20.790966,19.972164,23.863313,1689,1723,1424,21.5421476666667,4.052924,17.548418,15.842735,306,381,237,0,22.5421476666667
"KIF14","Kif14",0.003492,0.027798,0.00863,1,5,1,0.0133066666666667,0.115046,0.01315,0.056044,13,2,9,0.459015666666667,0.694513904008799
"KIF15","Kif15",0.416319,0.229514,0.41003,8,8,5,0.351954333333333,0.572431,0.13672,0.544493,15,10,17,43.2755723333333,0.03053499395005
"KIF16B","Kif16b",4.273835,4.436528,4.605826,760,743,685,4.43872966666667,3.208642,5.27639,2.495994,150,213,151,0,5.43872966666667
"KIF17","Kif17",0,0,0,0,0,0,0,5.288522,7.241576,4.03811,169,165,183,3.12074,0.242674859369919
"KIF18A","Kif18a",0.134835,0.177753,0.070721,12,18,6,0.127769666666667,0.191373,0.27797,0.325738,7,14,15,1.04136833333333,0.552457706064804
"KIF18B","Kif18b",0.043884,0.075028,0.024705,5,8,2,0.0478723333333333,0.139187,0.11121,0.020761,9,10,2,2.808564,0.275135807966817
"KIF1A","Kif1a",0.216201,0.072105,0.03345,17,14,7,0.107252,8719.094527,9602.734329,6713.204924,31790,45611,41021,43.455699,0.0249068628973757
"KIF1B","Kif1b",14.36976,14.118744,15.298676,3130,2637,2442,14.5957266666667,54.118758,45.945826,40.369704,9137,10844,10074,6.781298,2.00425773009422
"KIF1C","Kif1c",37.881326,40.227049,45.0811,7192,7281,6081,41.0631583333333,16.054656,10.86564,8.744617,642,681,604,3.61017533333333,9.12398234166944
"KIF20A","Kif20a",0.302962,0.258524,0.397292,12,22,15,0.319592666666667,0.482717,0.015999,0.116261,11,1,4,3.84717866666667,0.272239328775172
"KIF20B","Kif20b",0.406801,0.125794,0.273543,14,6,14,0.268712666666667,0.470605,0.471683,0.457995,32,45,53,165.300783,0.00762902401167087
"KIF21A","Kif21a",2.677468,2.963461,4.602963,317,327,303,3.41463066666667,60.144398,70.989873,57.999777,3974,6133,5694,5.893589,0.640396557825926
"KIF21B","Kif21b",0.08219,0.08558,0.083443,19,25,19,0.0837376666666667,38.00519,31.40879,22.1398,5844,6728,5187,3.57437,0.236915174475757
"KIF22","Kif22",0.648589,0.884594,0.197074,16,12,5,0.576752333333333,9.986307,12.994799,9.131562,170,296,247,4.21183066666667,0.302533300519101
"KIF23","Kif23",1.760657,1.108514,1.065464,22,18,13,1.311545,2.321974,1.515597,1.242022,36,47,46,6.28922733333333,0.317117973455074
"KIF24","Kif24",0.256734,0.343354,0.256766,8,13,12,0.285618,0.098265,0.093907,0.080218,10,13,11,3.94958366666667,0.259742654449522
"KIF26A","Kif26a",0.724863,1.023655,1.830776,182,207,160,1.193098,5.144953,5.096168,4.640164,505,708,776,17.4869636666667,0.118629432044285
"KIF26B","Kif26b",0.099367,0.168947,0.18466,43,58,51,0.150991333333333,9.823531,5.506099,5.343214,2017,1576,1642,0.838263666666667,0.626129621231339
"KIF27","Kif27",0.037999,0.11929,0.156331,4,1,1,0.10454,2.208041,3.086401,2.710299,96,180,153,6.210833,0.153177864471414
"KIF2A","Kif2a",6.92629,9.281366,7.600688,201,197,145,7.93611466666667,169.703392,135.923524,151.998143,2853,3448,3508,0.506564666666667,5.9314511115133
"KIF2B","Kif2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0.863634333333333,0.53658595042697
"KIF2C","Kif2c",0.198064,0.03523,0.01837,5,3,1,0.083888,0.284972,0.079779,0.08811,6,3,6,2.20062566666667,0.338648787106938
"KIF3A","Kif3a",1.482064,1.809512,2.912259,122,112,79,2.067945,81.134474,60.233623,70.424159,3644,4229,4438,0.0659623333333333,2.87809888216813
"KIF3B","Kif3b",0.803306,0.934193,0.955512,150,162,129,0.897670333333333,32.978251,31.285151,24.436518,3307,4265,3552,0.211733,1.56607960114426
"KIF3C","Kif3c",0.610113,0.670217,0.46837,94,78,46,0.5829,295.923626,245.649666,251.439523,8286,9804,9167,5.58529933333333,0.240368724317163
"KIF4A","Kif4",0.189982,0.046905,0.17916,14,7,11,0.138682333333333,0.297373,0.111516,0.16685,21,11,17,7.78792333333333,0.129573539747919
"KIF5A","Kif5a",0.058049,0.062143,0.244501,12,12,11,0.121564333333333,6506.071352,6814.112373,6129.29709,26914,37880,35365,0,1.12156433333333
"KIF5B","Kif5b",13.481691,19.237596,17.951566,2037,1837,1670,16.8902843333333,31.864124,29.118366,25.722443,1630,1982,1770,5.63452133333333,2.69654484995753
"KIF5C","Kif5c",0.33838,0.154369,0.163109,10,22,13,0.218619333333333,196.909742,222.291265,195.940075,17131,26269,24987,5.41141333333333,0.19007031211007
"KIF7","Kif7",0.100388,0.058515,0.083093,15,9,9,0.0806653333333333,4.344165,4.701137,3.559405,215,323,298,0,1.08066533333333
"KIF9","Kif9",0.052675,0.015494,0,5,1,0,0.022723,5.852235,7.790138,9.202925,59,107,116,146.124555,0.00695140930077919
"KIFAP3","Kifap3",3.285219,2.794124,3.469666,415,334,314,3.183003,95.56751,101.74731,90.770455,4243,6258,5919,3.98650433333333,0.83886480796534
"KIFC1","Kifc1",0.068367,0.189952,0.248934,5,12,4,0.169084333333333,0.587767,0.175251,0.207601,12,2,6,16.3019263333333,0.0675696053034865
"KIFC2","Kifc2",0.708784,1.162694,0.682352,76,58,53,0.851276666666667,74.788472,90.762402,78.359347,1492,2279,2535,20.9882033333333,0.0841940852830025
"KIFC3","Kifc3",12.948565,14.383188,16.153306,623,609,560,14.4950196666667,23.196769,31.306067,32.09458,389,767,778,2.22194433333333,4.80921396014187
"KIN","Kin",1.804769,2.288313,1.728227,66,53,46,1.94043633333333,6.110269,7.621519,5.886698,156,255,192,21.1006373333333,0.133047580890277
"KIR3DL3","Kir3dl1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00887666666666667,0.991201435259678
"KIRREL2","Kirrel2",0,0.009124,0,0,1,0,0.00304133333333333,3.139733,3.240057,3.830816,142,203,262,11.0160843333333,0.0834748912797521
"KIRREL3","Kirrel3",0.055848,0.026309,0.086002,3,3,4,0.056053,7.727233,3.151764,4.266113,268,185,199,13.4660843333333,0.0730019938821039
"KISS1","Kiss1",0,0,0,0,0,0,0,0.311942,0.686197,0.640107,1,5,4,776.003326333333,0.00128699577737844
"KISS1R","Kiss1r",0.147869,0.015831,0.054164,7,2,1,0.0726213333333333,1.087696,1.308193,4.197905,19,19,124,1.27224133333333,0.47205431817395
