"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"RNASEH2C","Rnaseh2c",14.761452,20.340146,13.496573,30,48,33,16.1993903333333,8.84711,9.143235,10.422217,153,164,135,0.873018666666667,9.18271165120974
"RNASEK","Rnasek",29.220502,28.645115,37.692135,307,288,237,31.852584,159.508128,175.839938,126.738218,709,852,418,0,32.852584
"RNASEL","Rnasel",0.56111,1.99822,0.551292,46,52,32,1.036874,0.783593,1.217615,0.982635,44,74,39,0.107029666666667,1.83994527096383
"RNASET2","Rnaset2b",67.299011,82.140517,75.210186,931,1020,814,74.883238,10.670444,12.993095,13.625205,118,159,95,0.0135316666666667,74.8701204862864
"RND1","Rnd1",0.225952,0.198411,0.302954,13,11,15,0.242439,2.953702,1.887991,1.623329,33,36,26,0.236395,1.00488840540442
"RND2","Rnd2",0.884778,0.480428,0.875503,34,19,25,0.746903,12.212753,15.545066,17.992332,654,865,632,0,1.746903
"RND3","Rnd3",2.095682,1.919818,2.230239,180,153,138,2.081913,87.350396,86.377594,81.999869,1599,1582,1135,0.152821333333333,2.67336569066499
"RNF10","Rnf10",71.505783,85.977834,103.421102,2830,2880,2504,86.9682396666667,446.295668,491.697186,568.66344,1736,2057,1551,0,87.9682396666667
"RNF103","Rnf103",3.081351,2.961228,3.05271,270,253,192,3.031763,17.957883,17.894001,22.373165,590,656,424,10.521458,0.349935138417377
"RNF11","Rnf11",17.332231,17.846938,19.455549,1275,1113,1060,18.2115726666667,121.187312,131.510886,140.519394,1961,2230,1702,0.420841666666667,13.5212621626853
"RNF111","Rnf111",1.48524,1.465227,1.667111,207,179,159,1.53919266666667,22.880416,27.333984,41.119504,577,662,483,0,2.53919266666667
"RNF112","Rnf112",0,0,0,0,0,0,0,8.052006,8.390047,9.202762,159,166,109,47.4381523333333,0.0206448832548024
"RNF114","Rnf114",10.747015,9.99809,9.77256,709,616,463,10.172555,15.286465,18.678192,24.176744,395,497,344,0,11.172555
"RNF115","Rnf115",3.722934,4.108606,4.120351,233,230,202,3.98396366666667,11.029073,11.143011,11.27901,1286,1433,965,0.418210333333333,3.51426269399156
"RNF121","Rnf121",3.09207,2.836518,3.51074,168,179,151,3.14644266666667,21.97127,19.462936,16.716975,249,295,210,2.85090433333333,1.07674517665245
"RNF122","Rnf122",1.146021,0.743721,0.967884,63,42,42,0.952542,3.012877,3.436198,3.89326,68,86,62,0.236812,1.5786894046953
"RNF123","Rnf123",30.407138,24.712441,28.224023,709,674,536,27.7812006666667,71.481953,116.618107,75.829151,576,702,527,0.186089333333333,24.2656264227428
"RNF125","Rnf125",0.779831,1.281361,0.815271,29,47,22,0.958821,4.193947,8.764612,9.949379,236,333,372,0.900876666666667,1.03048295260257
"RNF126","Rnf126",2.910221,2.380338,2.607909,111,101,75,2.63282266666667,9.082852,12.408269,10.52799,155,228,118,1.76065933333333,1.31592573658129
"RNF128","Rnf128",9.424344,11.181005,12.714674,779,755,625,11.1066743333333,6.85737,4.646505,3.102989,235,172,76,0,12.1066743333333
"RNF13","Rnf13",37.183297,34.967643,39.600164,994,847,819,37.250368,27.943059,30.054948,34.950664,421,488,361,0.000417666666666667,38.2343987661154
"RNF130","Rnf130",8.296491,10.618189,11.38623,423,426,314,10.1003033333333,23.465282,21.146398,26.615279,1766,2019,1782,0,11.1003033333333
"RNF133","Rnf133",0,0,0,0,0,0,0,0,0.057055,0,0,1,0,0,1
"RNF135","Rnf135",1.572448,1.723375,1.117461,44,49,50,1.47109466666667,3.56097,0.844767,0.651928,19,20,10,0.0215506666666667,2.41896437181122
"RNF138","Rnf138",1.143769,0.828693,0.833736,96,56,55,0.935399333333333,15.476638,18.326661,22.52409,238,234,213,4.24731633333333,0.36883603167562
"RNF139","Rnf139",3.644364,3.364457,3.703012,505,428,367,3.570611,12.429619,17.277907,17.595668,417,379,288,0,4.570611
"RNF14","Rnf14",16.791441,19.896359,17.193819,948,992,786,17.9605396666667,47.933113,54.180695,45.869017,972,1174,720,1.63061833333333,7.20763610076465
"RNF141","Rnf141",11.086187,15.466982,9.038571,356,378,316,11.8639133333333,9.807583,10.475613,10.836382,492,562,415,1.71243833333333,4.742564347085
"RNF144A","Rnf144a",2.658223,1.861663,2.6444,164,129,144,2.38809533333333,13.933931,13.953778,15.47997,1032,1115,838,0.346856,2.51555870362781
"RNF144B","Rnf144b",2.842888,3.121794,1.720635,405,407,177,2.56177233333333,0.073961,0.329682,0.103738,5,24,5,0,3.56177233333333
"RNF145","Rnf145",2.115096,1.750274,2.757051,171,175,137,2.20747366666667,69.13233,54.991598,73.468816,1498,1413,1198,0,3.20747366666667
"RNF146","Rnf146",7.26451,6.354287,7.29646,328,281,253,6.97175233333333,30.525584,27.774534,32.582654,604,649,513,0,7.97175233333333
"RNF148","Rnf148",0,0,0,0,0,0,0,0,0,0.166401,0,0,1,0.0528203333333333,0.949829679707934
"RNF149","Rnf149",1.710459,2.725396,1.35526,67,57,36,1.93037166666667,11.71691,15.947163,15.731089,254,294,171,0.589959,1.84304857336992
"RNF150","Rnf150",1.445004,3.220835,2.134506,460,499,483,2.26678166666667,9.961092,7.928119,11.065918,1371,1176,1103,0.215048666666667,2.68860149908947
"RNF151","Rnf151",0.058131,0,0,1,0,0,0.019377,0,0.124536,0.208455,0,1,1,0.462852333333333,0.696842037143416
"RNF152","Rnf152",0.175084,0.152502,0.172239,50,41,35,0.166608333333333,0.806105,0.024522,0.023516,90,3,2,0,1.16660833333333
"RNF157","Rnf157",1.471125,8.854311,3.909079,79,89,68,4.74483833333333,175.112052,224.39733,314.306048,2395,3366,2195,0.133879,5.06653561211852
"RNF165","Rnf165",0.069247,0.016601,0.239082,3,4,6,0.10831,12.800086,14.890183,18.982542,640,771,543,12.2945663333333,0.083365637675683
"RNF166","Rnf166",7.610283,9.543572,8.761807,296,275,274,8.638554,11.104869,15.539151,28.640002,99,120,86,2.280049,2.93853963767005
"RNF167","Rnf167",24.35334,16.420329,21.391363,387,365,287,20.7216773333333,97.210517,117.671879,136.765354,576,668,505,0.846225,11.7654550953071
"RNF168","Rnf168",1.363305,1.359796,1.442831,173,164,131,1.388644,5.225828,5.312623,4.432392,374,399,226,12.917227,0.171632179312732
"RNF169","Rnf169",0.76548,0.848251,0.548886,177,167,91,0.720872333333333,3.084546,3.521017,5.428807,297,306,204,1.23025466666667,0.771603511945721
"RNF17","Rnf17",0.104279,0.098011,0.058302,4,5,2,0.086864,0,0.066085,0,0,2,0,0,1.086864
"RNF170","Rnf170",2.39122,2.083801,2.58076,232,223,198,2.351927,54.910921,79.119249,66.288148,424,560,407,0.275954666666667,2.62699536869648
"RNF180","Rnf180",0.113629,0.040106,0.102799,9,3,4,0.0855113333333333,5.504077,2.71534,2.766581,129,163,121,0,1.08551133333333
"RNF181","Rnf181",9.002885,9.596718,9.537456,335,338,256,9.37901966666667,26.281272,30.877189,41.458354,138,172,137,0.111491333333333,9.3379222630016
"RNF182","Rnf182",0,0,0,0,0,0,0,4.482184,5.87329,6.020193,197,188,121,0,1
"RNF183","Rnf183",0.080421,0,0,1,0,0,0.026807,3.556541,1.789628,0.817663,56,22,8,0.392716333333333,0.737269302746264
"RNF185","Rnf185",2.672103,2.31972,3.561417,196,190,185,2.85108,11.353406,13.115465,16.988264,421,530,398,0,3.85108
"RNF186","Rnf186",0,0.028152,0,0,1,0,0.009384,0,0,0,0,0,0,4.03683433333333,0.200400476410348
"RNF187","Rnf187",15.769683,15.036875,17.040046,852,842,636,15.948868,45.660259,49.736075,60.442392,1513,1837,1417,0.395316,12.1469745921354
"RNF19A","Rnf19a",1.885722,1.958908,2.316773,261,252,224,2.053801,65.131343,109.381442,115.645256,658,766,556,0.130928666666667,2.70025960965413
"RNF19B","Rnf19b",2.95468,3.165998,4.082926,182,176,165,3.40120133333333,11.5358,14.342652,15.788378,322,443,306,0.158366666666667,3.7994889355702
"RNF2","Rnf2",3.391844,4.791052,3.904652,222,187,129,4.02918266666667,19.900865,17.985537,22.812307,568,506,500,0.455497666666667,3.45530108487521
"RNF20","Rnf20",4.975446,4.398098,5.793091,483,377,342,5.055545,21.10476,27.336113,25.290645,771,859,644,0.713127,3.53479047379441
"RNF207","Rnf207",9.620598,9.667111,9.106665,483,431,342,9.46479133333333,28.776553,47.915041,31.387238,184,228,156,0.219181333333333,8.58345764261483
"RNF208","Rnf208",0.029655,0.148292,0.033811,1,6,1,0.070586,13.912599,15.538268,19.003022,153,198,147,0,1.070586
"RNF212","Rnf212",0,0,0,0,0,0,0,5.524613,6.029646,4.723662,39,45,31,1.21678866666667,0.451102991925557
"RNF213","Rnf213",1.99155,3.011817,1.912008,608,1023,516,2.305125,6.703744,12.662,12.92948,293,371,239,0.311544,2.52002601513941
"RNF214","Rnf214",3.53423,5.2849,5.48207,181,210,188,4.76706666666667,6.500675,11.770851,12.84496,211,220,171,0.0478803333333333,5.5035546361687
"RNF215","Rnf215",2.207154,2.309207,2.134135,89,107,76,2.216832,16.252667,18.033063,16.963948,257,326,227,0.0681753333333333,3.01152058057884
"RNF216","Rnf216",2.914833,3.238099,2.913904,314,255,249,3.02227866666667,10.333699,9.157434,11.325061,572,625,480,0,4.02227866666667
"RNF217","Rnf217",0.496593,0.444158,0.559096,178,143,144,0.499949,6.061562,6.993515,6.966704,238,259,256,0.117344333333333,1.34242323986667
"RNF220","Rnf220",6.970335,5.698612,8.4821,218,212,193,7.050349,53.171777,53.094816,60.024967,767,889,637,0.063881,7.56696378636332
"RNF222","Rnf222",0.198616,0.045862,0.108298,23,5,9,0.117592,0.10727,0.165082,0.048039,4,6,1,0.113791666666667,1.00341206838502
"RNF223","Rnf223",0,0,0,0,0,0,0,0,0.131553,0.07432,0,3,1,0.121909333333333,0.891337624430732
"RNF224","Rnf224",0,0,0,0,0,0,0,0.967876,0.592206,0.812228,17,12,10,0.341752,0.745294212343265
"RNF225","Rnf225",0.038751,0,0,4,0,0,0.012917,0,0,0,0,0,0,0.0174596666666667,0.995535285755799
"RNF227","Rnf227",0.150236,0.07745,0.052735,5,2,1,0.0934736666666667,1.357688,2.489766,1.912158,38,36,28,0,1.09347366666667
"RNF24","Rnf24",0.277335,0.39637,0.38417,44,46,40,0.352625,13.244444,11.485208,11.536102,909,935,736,0,1.352625
"RNF25","Rnf25",5.179566,5.023904,4.455585,92,82,83,4.88635166666667,33.805904,35.163371,41.884538,245,284,172,1.11471733333333,2.78351700905022
"RNF26","Rnf26",0.763195,0.655798,0.872335,53,52,55,0.763776,6.547841,8.726718,8.090566,236,347,207,0.0916583333333333,1.61568500522905
"RNF31","Rnf31",9.277036,10.437845,7.351218,195,171,143,9.022033,31.022318,23.69558,31.999663,245,237,213,0,10.022033
"RNF32","Rnf32",0.106866,0.075704,0.018075,7,3,2,0.0668816666666667,1.059565,1.716821,3.903929,22,19,17,0.112691666666667,0.958829564943867
"RNF34","Rnf34",4.865229,7.84724,6.784091,249,291,215,6.49885333333333,14.736502,12.674499,13.728006,257,255,201,0.0634486666666667,7.05144833820532
"RNF38","Rnf38",4.979531,2.603634,2.904405,295,252,204,3.49585666666667,10.02318,11.045957,12.30867,641,770,586,0,4.49585666666667
"RNF4","Rnf4",5.692538,3.887317,4.789569,334,257,224,4.789808,21.520258,32.826569,27.920908,470,606,388,0.332704666666667,4.34440438666831
"RNF40","Rnf40",7.002091,7.147485,7.573685,423,444,357,7.241087,78.032292,84.154128,90.149536,1197,1493,1046,0,8.241087
"RNF41","Rnf41",1.412647,1.591557,2.204527,107,117,116,1.73624366666667,30.839353,37.359843,41.093857,903,1196,767,0.137078666666667,2.40638026803188
"RNF43","Rnf43",0.019511,0,0.024638,2,0,2,0.0147163333333333,0.176691,0.195462,1.319786,7,3,24,0.224770333333333,0.828495192704156
"RNF44","Rnf44",4.267355,5.552668,5.308906,455,445,349,5.04297633333333,31.683678,36.434371,45.397254,1042,1280,978,3.78199533333333,1.26369348192589
"RNF5","Rnf5",5.026018,5.972511,6.169273,177,193,154,5.72260066666667,59.260907,52.105794,64.874225,602,708,572,0.264061333333333,5.31825512686093
"RNF6","Rnf6",5.104546,4.875726,8.658803,465,424,390,6.213025,16.436094,12.797951,10.583967,324,424,231,0.027609,7.01923104994215
"RNF7","Rnf7",30.455272,29.044503,29.779405,454,470,408,29.7597266666667,81.673515,88.120583,81.932543,795,884,589,0,30.7597266666667
"RNF8","Rnf8",3.912012,3.104518,3.843362,131,107,102,3.619964,15.652089,16.984841,21.359501,360,377,244,0,4.619964
"RNFT1","Rnft1",3.476162,3.468217,3.992259,203,184,174,3.645546,7.866695,7.526314,5.76018,91,86,53,0,4.645546
"RNFT2","Rnft2",0.413228,0.264085,0.469335,18,22,25,0.382216,9.394533,14.920796,14.796253,271,461,256,0.611802333333333,0.857559249924567
"RNGTT","Rngtt",1.424348,2.412981,1.961624,139,129,109,1.93298433333333,6.265343,5.813581,8.826309,408,388,361,2.059657,0.95859906301044
"RNH1","Rnh1",9.818047,7.891086,12.504236,334,326,315,10.071123,25.972014,30.79426,34.719824,415,555,339,0.368267333333333,8.09134496621274
"RNLS","Rnls",1.044313,1.325575,0.978797,44,51,29,1.11622833333333,4.012814,3.042683,4.072768,43,45,39,0,2.11622833333333
"RNMT","Rnmt",2.030047,2.382625,3.151906,127,114,88,2.521526,29.854805,29.430621,26.531533,1402,1543,982,1.36841033333333,1.48687326281158
"RNPC3","Rnpc3",5.628369,3.785757,3.096673,122,112,81,4.17026633333333,48.543804,34.615842,66.510557,282,353,298,2.29829466666667,1.56755743675216
"RNPEP","Rnpep",3.386318,4.544569,4.278592,184,225,154,4.06982633333333,17.500953,23.286036,21.35649,225,315,201,0.216942,4.16603776789143
"RNPEPL1","Rnpepl1",18.280895,21.635311,24.966045,630,661,536,21.627417,9.610044,10.234563,13.213977,167,229,161,0.0667203333333333,21.2121362018973
"RNPS1","Rnps1",17.404595,20.849307,18.448412,478,408,363,18.9007713333333,144.735149,153.114377,157.872917,1203,1558,1123,0,19.9007713333333
"ROBO1","Robo1",0.737656,0.370155,0.353156,39,36,32,0.486989,79.728397,65.035738,57.995505,2173,1922,1146,0,1.486989
"ROBO2","Robo2",0.281079,0.178216,0.89605,18,17,23,0.451781666666667,47.663856,50.494888,59.012519,2095,2313,1576,0,1.45178166666667
"ROBO3","Robo3",0,0,0.019621,0,0,1,0.00654033333333333,0.921723,0.966297,6.633634,10,23,57,38255.624993,2.63102229618401e-05
"ROBO4","Robo4",5.963252,4.538106,5.905409,443,367,298,5.46892233333333,0,0.196679,0,0,1,0,0.310162333333333,4.93749680383118
"ROCK1","Rock1",5.848167,5.868033,6.393721,969,894,769,6.03664033333333,7.672966,4.719517,7.199143,241,223,167,0.0141276666666667,6.9386139088997
"ROCK2","Rock2",7.964086,8.978767,8.595799,1738,1723,1366,8.512884,4.015152,3.06703,3.960304,403,365,298,3.50718666666667,2.11060351024586
"ROGDI","Rogdi",5.095147,3.321034,4.087675,104,88,71,4.167952,79.569607,73.458985,101.937617,475,554,428,0.214227333333333,4.25616510032992
"ROM1","Rom1",2.062967,2.66695,3.263562,99,125,113,2.664493,1.003357,0.85589,0.639993,12,13,5,0,3.664493
"ROMO1","Romo1",65.502405,87.544908,59.726794,304,391,192,70.9247023333333,112.623418,149.44127,113.636823,102,137,70,9.46024366666667,6.87600639385998
"ROPN1","Ropn1",0,0,0,0,0,0,0,0.103191,0,0.227847,2,0,3,0.077351,0.928202600638046
"ROPN1L","Ropn1l",0.040631,0,0,1,0,0,0.0135436666666667,0.910683,0.783288,0.549785,9,8,4,0.0227996666666667,0.990950329471493
"ROR1","Ror1",0.343492,0.422077,0.517253,67,78,72,0.427607333333333,0.458566,0.300394,0.615634,29,19,24,14.0313313333333,0.0949754417406451
"ROR2","Ror2",0.075829,0.397634,0.521103,10,9,14,0.331522,1.661171,0.314535,0.520331,25,19,19,0,1.331522
"RORA","Rora",1.871112,1.817394,1.552381,489,418,355,1.74696233333333,1.460575,1.181163,1.746232,95,111,137,0,2.74696233333333
"RORB","Rorb",0.01012,0.035988,0.077758,3,8,6,0.0412886666666667,0.322767,0.267998,0.402982,43,38,38,1.495185,0.417319223491111
"RORC","Rorc",4.900206,4.586938,4.881088,347,302,253,4.78941066666667,0.0181,0,0.051029,1,0,1,0.233409,4.69382878401785
"ROS1","Ros1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.378334666666667,0.725513203856635
"RP1","Rp1",0.142606,0.23858,0.12847,19,20,14,0.169885333333333,0.02386,0.196752,0,2,3,0,0,1.16988533333333
"RP1L1","Rp1l1",0,0,0,0,0,0,0,0.186151,0.116755,0.490911,5,14,8,0.104378,0.90548707055012
"RP2","Rp2",0.899554,1.026337,1.614857,108,96,114,1.18024933333333,1.80043,1.420295,1.269748,81,68,41,0.120446666666667,1.94587515693146
"RPA1","Rpa1",4.996988,5.975524,6.336413,442,465,355,5.76964166666667,22.794046,17.619155,23.999539,304,299,265,0.117942666666667,6.05544619461702
"RPA2","Rpa2",2.137883,2.640567,2.15086,112,119,86,2.30977,14.975309,19.472559,17.657682,181,236,148,3.08807233333333,0.809616300820509
"RPA3","Rpa3",2.617332,2.668422,2.887605,38,35,30,2.724453,17.742726,17.887001,19.460605,81,104,63,0.135279,3.28064995476883
"RPAIN","Rpain",5.202551,9.990919,8.04233,41,58,33,7.74526666666667,48.864321,44.967854,49.765863,677,718,512,0.0640113333333333,8.2191480416562
"RPAP1","Rpap1",1.155882,1.531319,1.824873,160,176,174,1.50402466666667,11.895038,21.342022,24.950514,287,465,286,4.283402,0.473941726687969
"RPAP2","Rpap2",1.803655,1.346806,1.543681,114,79,78,1.564714,2.982501,3.407166,3.513722,708,764,593,0.790177,1.43265945211004
"RPAP3","Rpap3",2.323294,2.169381,2.583434,159,141,130,2.358703,23.064491,18.294346,27.612075,562,551,398,127.580522,0.026121398076141
"RPE","Rpe",1.540491,2.070618,2.443573,91,89,93,2.01822733333333,10.435666,14.553366,11.832013,273,324,241,0.554154333333333,1.94203836041165
"RPE65","Rpe65",0,0,0,0,0,0,0,0,0,0.35005,0,0,8,14.502263,0.0645067110524444
"RPF1","Rpf1",2.953327,3.304249,3.963643,104,106,92,3.407073,4.882281,5.87715,7.084432,119,147,123,0,4.407073
"RPF2","Rpf2",4.016452,4.13972,4.975532,87,81,66,4.37723466666667,8.841875,10.579939,8.723596,220,241,148,0,5.37723466666667
"RPGR","Rpgr",0.439654,0.520217,0.520105,41,43,33,0.493325333333333,4.794575,5.299564,6.043523,113,106,66,0,1.49332533333333
"RPGRIP1","Rpgrip1",0.154575,0,0.032633,5,0,2,0.0624026666666667,0.760236,0.966165,0.649883,11,11,11,0.381863,0.768819099047204
"RPGRIP1L","Rpgrip1l",1.01888,2.746078,7.55531,60,40,49,3.77342266666667,11.131492,10.448478,8.439209,318,391,247,1.551066,1.87114824417191
"RPH3A","Rph3a",0.014403,0.011803,0,2,1,0,0.00873533333333333,11.06224,22.742128,26.233876,359,827,656,2.727143,0.270645728734672
"RPH3AL","Rph3al",0.872364,0.779317,0.926457,55,39,34,0.859379333333333,5.522885,7.294024,6.125715,70,94,59,0,1.85937933333333
"RPIA","Rpia",2.014993,2.457456,2.821081,104,101,91,2.43117666666667,5.509822,4.752123,5.358214,119,112,82,0,3.43117666666667
"RPL10","Rpl10",26.295828,25.719944,17.817403,261,245,132,23.277725,1063.113546,1040.333226,1450.624387,2529,2678,2035,0.266051333333333,19.1759404700283
"RPL10A","Rpl10a",12.246122,12.69331,18.910974,173,191,251,14.616802,182.324956,180.492102,213.439448,1236,1352,1019,0.0744896666666667,14.5341574558341
"RPL10L","Rpl10l",0,0,0,0,0,0,0,0.133746,0.244524,0,1,2,0,1.887178,0.346358970593431
"RPL11","Rpl11",98.141071,112.193665,87.467256,498,527,273,99.2673306666667,340.041649,316.381837,363.565956,1565,1676,1238,17.1994583333333,5.50935796166095
"RPL12","Rpl12",0.800339,0.84234,1.024906,27,29,16,0.889195,492.432874,401.9398,423.9401,2507,2343,1577,0,1.889195
"RPL13","Rpl13",26.662084,25.02077,30.395037,414,394,248,27.359297,338.920075,363.185739,428.795438,1933,2208,1631,2.934023,7.20872679188708
"RPL13A","Rpl13a",703.072629,743.379163,975.085548,1284,1361,968,807.179113333333,383.176017,367.246871,424.435456,2739,2805,2196,0,808.179113333333
"RPL14","Rpl14",48.182245,55.529481,54.659199,595,629,475,52.7903083333333,1564.145258,1645.495895,2215.503271,2919,3091,2320,0.731856666666667,31.0593303525888
"RPL15","Rpl15",53.846003,50.072516,72.921337,870,775,741,58.9466186666667,522.219681,545.905823,591.426035,7414,7864,5868,0.105494333333333,54.2260750318937
"RPL17","Rpl17",26.255655,33.191613,26.914925,470,552,350,28.7873976666667,346.538885,318.290441,370.132804,1525,1532,1039,0,29.7873976666667
"RPL18","Rpl18",459.27441,516.148203,552.895019,987,1042,850,509.439210666667,239.006242,236.251407,283.026084,1179,1323,968,0.765958,289.043799833669
"RPL18A","Rpl18a",219.598748,222.34466,246.137015,1727,1571,1308,229.360141,190.886411,180.161659,240.503351,877,847,614,0.707318,134.925152197775
"RPL19","Rpl19",97.763996,98.152975,115.075156,1759,1647,1480,103.664042333333,361.352315,361.638001,378.572383,1988,2193,1645,0,104.664042333333
"RPL21","Rpl21",43.15522,47.715649,53.058504,570,576,502,47.9764576666667,137.820211,101.686696,167.972242,518,422,423,13.145679,3.46229104072464
"RPL22","Rpl22",73.079876,71.632673,75.756212,816,787,587,73.489587,69.095085,73.699794,68.128824,1536,1533,1138,0.630093333333333,45.696516559379
"RPL22L1","Rpl22l1",15.006457,16.139183,15.143015,142,133,90,15.4295516666667,5.416474,8.148742,6.210559,22,34,19,0.026054,16.012365496033
"RPL23","Rpl23",49.085654,51.248882,52.911458,848,783,623,51.081998,750.672659,690.704473,673.691785,1394,1381,945,0.217083666666667,42.7924549695433
"RPL23A","Rpl23a",129.608639,146.94662,102.382876,1400,1475,796,126.312711666667,227.281642,229.526039,236.527976,1131,1213,819,0,127.312711666667
"RPL24","Rpl24",112.831477,126.87063,139.591259,263,256,204,126.431122,269.95395,254.475272,280.629664,1186,1238,882,0,127.431122
"RPL26","Rpl26",121.732479,126.770793,129.022316,1206,1166,927,125.841862666667,640.33571,598.540436,775.46371,1605,1654,1228,0.269503,99.9145828459379
"RPL27","Rpl27",128.129248,154.986645,183.506708,223,253,222,155.540867,481.13341,492.913296,500.130784,1054,1203,778,0.0691466666666667,146.416644114933
"RPL27A","Rpl27a",16.06012,15.199382,17.412536,376,331,300,16.2240126666667,529.067626,546.630735,559.750293,1321,1412,1077,0.372805,12.5465835764487
"RPL28","Rpl28",145.074873,149.689159,227.74168,362,342,389,174.168570666667,204.775761,190.176186,212.316902,916,954,710,28.839552,5.8703485450005
"RPL29","Rpl29",106.368367,108.669978,133.68168,914,885,735,116.240008333333,251.58034,253.212201,278.311326,1254,1424,1003,4.38121766666667,21.7868920373846
"RPL3","Rpl3",34.373895,39.843027,47.846739,621,673,429,40.687887,297.219229,267.904731,387.873839,2898,3118,2746,0.236785,33.7066563711559
"RPL30","Rpl30",71.151341,66.440492,51.316002,547,450,323,62.9692783333333,874.979961,784.474118,965.419379,1165,1239,879,4.38448366666667,11.880299448087
"RPL31","Rpl31",95.072538,94.631563,90.208417,404,372,274,93.3041726666667,812.797319,817.210642,789.473684,1633,1760,1150,0,94.3041726666667
"RPL32","Rpl32",100.441248,100.882163,103.094359,962,898,719,101.47259,439.064137,425.157697,469.519262,2123,2258,1590,0,102.47259
"RPL34","Rpl34",59.097413,60.953952,59.869892,506,491,368,59.9737523333333,247.718252,262.509534,292.264401,726,822,591,0,60.9737523333333
"RPL35","Rpl35",32.08807,54.408144,27.105423,249,293,208,37.8672123333333,338.108569,305.046758,381.45263,991,977,789,0,38.8672123333333
"RPL35A","Rpl35a",63.249558,70.326075,67.576683,490,505,348,67.050772,241.345912,231.101091,226.784509,1007,1084,715,0.0809983333333333,62.9517825343548
"RPL36","Rpl36",145.180954,176.789956,108.236503,730,850,383,143.402471,336.470397,343.889182,285.922356,786,918,603,0,144.402471
"RPL36A","Rpl36a",13.417069,14.354693,13.136708,106,100,71,13.6361566666667,78.256181,75.287535,103.971083,226,234,195,0,14.6361566666667
"RPL37","Rpl37",46.383193,47.338149,54.622891,319,312,277,49.4480776666667,307.233507,315.339813,293.298961,2920,3121,2562,0.0540926666666667,47.8592435579668
"RPL37A","Rpl37a",42.349819,47.246442,54.699009,448,473,416,48.0984233333333,1023.200994,934.144118,935.965367,2546,2528,1650,0,49.0984233333333
"RPL38","Rpl38",45.353639,46.490514,58.422591,166,160,148,50.0889146666667,696.111309,786.243357,449.831493,1111,1167,747,0,51.0889146666667
"RPL39","Rpl39",32.852315,33.013873,29.510292,419,393,270,31.79216,335.121048,313.086889,381.478176,674,684,543,0,32.79216
"RPL4","Rpl4",76.667988,79.779837,89.613299,3466,3360,2942,82.0203746666667,779.553646,805.689749,909.326327,4952,5248,4091,5.015556,13.8009478536426
"RPL5","Rpl5",2.954409,3.232691,3.156466,141,123,114,3.114522,1347.322895,1210.768969,1408.755346,2574,2497,1733,0.0111386666666667,4.06919657574167
"RPL6","Rpl6",311.472393,325.61547,417.896211,1721,1711,1599,351.661358,830.356503,815.751926,964.135261,3259,3423,2559,0,352.661358
"RPL7","Rpl7",165.59725,174.762755,188.950302,2370,2284,1878,176.436769,411.06456,368.878865,428.49654,2348,2287,1801,0,177.436769
"RPL7A","Rpl7a",115.582377,121.103187,124.482233,1864,1856,1403,120.389265666667,364.356257,355.054842,449.604514,2847,3111,2458,0.150478666666667,105.511965744113
"RPL7L1","Rpl7l1",10.606887,9.893057,9.958569,342,356,279,10.1528376666667,36.960611,38.787214,49.632885,1599,1790,1342,5325.288394,0.00209392298006811
"RPL8","Rpl8",74.22235,77.959064,87.547489,1684,1653,1402,79.9096343333333,431.632904,471.270119,535.909325,2108,2560,1843,0.99299,40.5971100373476
"RPL9","Rpl9",160.906759,165.266838,182.16,1493,1364,1201,169.444532333333,389.550466,407.543053,453.057001,889,1007,697,5.35624166666667,26.8153008132426
"RPLP0","Rplp0",127.49391,136.917709,157.067674,3976,4080,3545,140.493097666667,555.412503,522.386273,560.693576,2871,3026,2420,0.0400483333333333,136.044732856967
"RPLP1","Rplp1",182.480872,201.471922,189.971132,1713,1776,1259,191.307975333333,839.618531,803.528842,689.259442,1222,1274,977,0,192.307975333333
"RPLP2","Rplp2",162.926521,201.480382,162.512979,1061,1228,743,175.639960666667,535.872354,549.108435,673.105745,794,933,656,8.90986466666667,17.8246592267624
"RPN1","Rpn1",14.384079,16.683582,16.051195,626,665,542,15.7062853333333,67.856303,74.319134,71.763777,1695,1988,1255,0.117667666666667,14.9474533723948
"RPN2","Rpn2",18.384766,50.200211,26.2118,716,707,586,31.5989256666667,128.651804,141.416653,177.86083,1886,2261,1626,0,32.5989256666667
"RPP14","Rpp14",8.365796,11.035657,9.125032,244,248,199,9.50882833333333,10.35767,11.834264,13.080117,375,460,367,0.352854333333333,7.7678934637703
"RPP21","Rpp21",10.428337,12.712898,10.813623,72,72,43,11.318286,30.365457,34.348677,47.444171,136,161,119,1.185939,5.6352377628104
"RPP25","Rpp25",0.144745,0.114882,0.287725,6,5,8,0.182450666666667,2.330777,3.734493,2.771299,65,118,54,0,1.18245066666667
"RPP25L","Rpp25l",3.230345,3.689897,3.266592,74,81,53,3.39561133333333,2.157521,3.898375,2.554516,20,39,16,1.48157566666667,1.77129853116172
