"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"SYT4",5174,93.7259,5049,98.1701,4108,78.2352,90.0437333333,"Syt4",33.811721,27.522749,26.404648,2647,3366,639,29.2463726666667,3.01007113602206
"SYT5",184,3.53471,136,2.80424,119,2.40337,2.91410666667,"Syt5",11.98613,10.140719,7.445684,314,337,52,9.857511,0.360497600847008
"SYT6",1389,3.75461,1028,2.98261,523,1.48629,2.74117,"Syt6",6.196986,3.661991,5.097063,556,497,148,4.98534666666667,0.625054856193236
"SYT7",1933,5.12931,2035,5.79605,1080,3.01293,4.64609666667,"Syt7",164.068653,95.924058,92.253775,2867,3250,720,117.415495333333,0.0476803871889953
"SYT9",1832,1.38991,1320,1.07492,1549,1.23552,1.23345,"Syt9",3.273093,2.65188,2.941986,231,276,70,2.955653,0.564622326579202
"SYTL1",18,0.263852,17,0.267471,49,0.755129,0.428817333333,"Sytl1",0.085044,0.08024,0.181539,3,5,2,0.115607666666667,1.28075252261593
"SYTL2",1524,2.27681,1629,2.61218,2308,3.62507,2.83802,"Sytl2",26.632319,24.076475,22.221039,1074,1627,363,24.3099443333333,0.151640791834746
"SYTL3",253,0.384796,304,0.496277,309,0.494091,0.458388,"Sytl3",0.213561,0.084932,0.19592,6,3,2,0.164804333333333,1.25204547945535
"SYTL4",2342,7.09915,2535,8.24779,2135,6.80386,7.3836,"Sytl4",0.624687,0.393177,0.507681,21,41,4,0.508515,5.5575184867237
"SYTL5",16,0.0228613,16,0.0245381,25,0.0375543,0.0283179,"Sytl5",1.123074,0.862026,0.136747,54,61,2,0.707282333333333,0.602312739915894
"SYVN1",1764,24.1625,1846,27.1404,1582,22.7818,24.6949,"Syvn1",11.170751,9.63289,13.469443,682,921,257,11.4243613333333,2.0681063042704
"SZRD1",1186,4.5466,1260,5.18457,1589,6.40419,5.37845333333,"Szrd1",12.449158,15.820031,20.507483,580,889,224,16.2588906666667,0.369574931351131
"SZT2",1513,4.10651,1580,4.6029,1876,5.3531,4.68750333333,"Szt2",13.714731,11.798146,8.631399,1166,1514,257,11.3814253333333,0.459357721765528
"TAB1",691,3.23786,814,4.09397,702,3.45824,3.59669,"Tab1",6.865196,7.772973,8.371039,380,552,157,7.669736,0.530199535487586
"TAB2",2354,2.13108,2425,2.35638,2654,2.526,2.33782,"Tab2",16.659545,13.569666,14.346631,1109,1499,319,14.858614,0.210473626509858
"TAB3",1559,1.84469,1565,1.98762,1490,1.85354,1.89528333333,"Tab3",8.094711,5.969137,6.734112,667,816,145,6.93265333333333,0.364982964925985
"TAC1",9880,205.749,6541,146.206,5958,130.442,160.799,"Tac1",21.41355,11.705335,9.665302,303,258,44,14.2613956666667,10.6018481883276
"TAC3",49,0.453307,50,0.496486,20,0.19452,0.381437666667,"Tac2",29.231469,24.342323,18.476133,272,349,59,24.0166416666667,0.0552207480553911
"TAC4",23,0.413851,43,0.830472,42,0.794518,0.679613666667,"Tac4",0.042624,0.028281,0,1,1,0,0.023635,1.64083258843924
"TACC2",953,0.627351,1230,0.869087,969,0.670624,0.722354,"Tacc2",15.399901,10.952992,12.964675,974,1118,267,13.105856,0.122102054636032
"TACC3",1000,5.41099,1079,6.26669,1041,5.92196,5.86654666667,"Tacc3",7.246712,6.934806,9.35259,159,219,56,7.84470266666667,0.776345675536182
"TACO1",263,6.13921,282,7.06556,233,5.71809,6.30762,"Taco1",5.295062,6.69206,7.289463,142,270,62,6.42552833333333,0.984121219657322
"TACR1",388,0.44286,510,0.624806,434,0.52079,0.529485333333,"Tacr1",3.0723,1.917458,2.043194,339,314,71,2.34431733333333,0.457338577917945
"TACR2",982,13.1803,867,12.4903,602,8.49469,11.38843,"Tacr2",0.12725,0.09853,0,6,7,0,0.07526,11.5213343749419
"TACR3",15,0.0195624,25,0.0349955,11,0.0150821,0.0232133333333,"Tacr3",3.298669,1.755242,2.118389,265,215,53,2.39076666666667,0.301764596010725
"TACSTD2",5,0.479942,11,1.13332,220,22.2014,7.93822066667,"Tacstd2",0.11385,0.037373,0.090804,4,2,1,0.0806756666666667,8.27095579401714
"TADA1",424,3.74955,587,5.57176,500,4.64859,4.65663333333,"Tada1",14.029263,15.097724,13.035954,614,897,176,14.0543136666667,0.375748337558221
"TADA2A",471,1.12964,685,1.7634,689,1.73731,1.54345,"Tada2a",16.939879,12.978249,12.686741,322,388,90,14.201623,0.167314371629924
"TADA2B",559,6.08302,622,7.26504,605,6.92151,6.75652333333,"Tada2b",8.339002,6.917511,7.659453,598,726,192,7.63865533333333,0.89788549653098
"TADA3",1045,13.8808,1120,15.9682,1086,15.1658,15.0049333333,"Tada3",14.235614,12.978419,17.731319,372,510,147,14.981784,1.00144848242849
"TAF1",1428,1.5016,1615,1.8228,2165,2.39344,1.90594666667,"Taf1",21.635652,20.474242,19.316068,1633,2097,357,20.4753206666667,0.135315635644059
"TAF10",2085,58.3169,2299,69.0189,2361,69.4261,65.5873,"Taf10",39.538241,38.061904,52.424497,413,566,165,43.3415473333333,1.50169094234435
"TAF11",712,11.7234,834,14.7395,1029,17.8127,14.7585333333,"Taf11",45.295008,33.437857,31.761163,501,610,130,36.8313426666667,0.416547027477957
"TAF12",320,1.03982,330,1.15096,341,1.16493,1.11857,"Taf12",8.447155,8.356441,5.34404,215,285,51,7.38254533333333,0.252735883404707
"TAF13",1097,14.177,926,12.8449,984,13.3694,13.4637666667,"Taf13",30.953454,40.011375,40.820819,585,1179,231,37.2618826666667,0.378020255634224
"TAF15",5617,6.50611,6051,7.52289,4897,5.96328,6.66409333333,"Taf15",32.701533,28.260638,25.021063,747,998,175,28.661078,0.258388900542657
"TAF1A",202,1.10169,167,0.977605,211,1.20984,1.09637833333,"Taf1a",14.510432,9.548797,10.222591,342,333,78,11.4272733333333,0.168691737688503
"TAF1B",459,0.881426,536,1.10479,612,1.23556,1.07392533333,"Taf1b",6.834611,6.323391,6.897696,229,304,78,6.68523266666667,0.269858496584662
"TAF1C",1040,19.6972,920,18.7025,1106,22.0224,20.1407,"Taf1c",2.267719,2.580126,4.579277,160,207,69,3.142374,5.10352276255114
"TAF1D",745,2.39054,758,2.61066,988,3.333,2.77806666667,"Taf1d",16.474461,11.960797,12.033703,353,417,90,13.4896536666667,0.260742372011376
"TAF1L",53,1.48955,59,1.7798,73,2.15695,1.80876666667,"Taf1",21.635652,20.474242,19.316068,1633,2097,357,20.4753206666667,0.130790441282196
"TAF2",751,1.28541,849,1.55973,1025,1.84443,1.56319,"Taf2",12.371356,10.303548,11.412155,665,791,139,11.362353,0.207338360261999
"TAF3",530,0.467329,582,0.550821,498,0.461652,0.493267333333,"Taf3",2.674265,3.234911,3.232817,251,365,71,3.047331,0.368951126886583
"TAF4",485,0.754206,486,0.811195,488,0.797823,0.787741333333,"Taf4",17.989117,10.91358,4.20908,308,375,97,11.037259,0.148517310571535
"TAF4B",385,0.405787,439,0.49664,469,0.519694,0.474040333333,"Taf4b",1.18469,1.062648,1.236645,129,174,42,1.16132766666667,0.682006877562603
"TAF5",223,1.84722,286,2.54285,218,1.89849,2.09618666667,"Taf5",1.335897,1.202457,0.986033,87,117,20,1.17479566666667,1.42366784803078
"TAF5L",566,3.00208,602,3.42723,576,3.21194,3.21375,"Taf5l",3.31962,3.143234,4.828923,192,261,76,3.76392566666667,0.884512121900587
"TAF6",767,10.4912,697,10.233,675,9.70674,10.1436466667,"Taf6",11.80713,7.803155,7.880582,362,396,106,9.16362233333333,1.09642470973685
"TAF6L",416,4.54615,389,4.5629,377,4.33142,4.48015666667,"Taf6l",10.194919,9.143838,6.224994,127,184,40,8.52125033333333,0.575571114592408
"TAF7",2442,7.0445,2474,7.66028,2926,8.87395,7.85957666667,"Taf7",2.773578,2.586213,2.686596,177,260,53,2.682129,2.40610165115617
"TAF7L",7,0.0493003,9,0.0680353,16,0.11847,0.0786018666667,"Taf7l",0.334631,0.123777,0,9,4,0,0.152802666666667,0.935634430639792
"TAF7L",7,0.0493003,9,0.0680353,16,0.11847,0.0786018666667,"Taf7l2",0,0,0,0,0,0,0,1.0786018666667
"TAF8",603,2.85105,543,2.75568,659,3.27576,2.96083,"Taf8",4.590972,7.000631,4.992598,224,320,83,5.528067,0.606738564417308
"TAF9",1218,40.3687,1291,45.9266,1205,41.9878,42.7610333333,"Taf9",4.766331,4.756924,3.624695,64,95,17,4.38265,8.13001650363668
"TAF9B",753,13.2837,908,17.1929,770,14.2808,14.9191333333,"Taf9b",8.322819,7.865154,8.73579,437,622,144,8.307921,1.71027808823259
"TAFA1",674,0.217497,582,0.201584,371,0.125865,0.181648666667,"Tafa1",2.538888,1.862656,1.567057,163,148,29,1.98953366666667,0.39526186971647
"TAFA2",338,0.103432,432,0.141893,473,0.152172,0.132499,"Tafa2",5.101474,4.084107,3.088844,352,422,73,4.091475,0.222430435188231
"TAFA3",305,7.81623,426,11.7178,172,4.63408,8.05603666667,"Tafa3",0.825258,0.055604,0.144256,8,8,4,0.341706,6.74964311605523
"TAFA4",61,0.0481043,71,0.060097,66,0.0547188,0.0543067,"Tafa4",0.397047,0.175812,0.630973,18,12,9,0.401277333333333,0.75238974821068
"TAFA5",2572,1.24311,2233,1.15842,1924,0.977647,1.12639233333,"Tafa5",27.324262,21.57221,31.727952,1516,1804,552,26.874808,0.0762836584678897
"TAGAP",430,7.03047,471,8.26566,357,6.13652,7.14421666667,"Tagap1",14.909947,10.314324,15.321569,722,744,234,13.51528,0.561078853916011
"TAGAP",430,7.03047,471,8.26566,357,6.13652,7.14421666667,"Tagap",0.28942,0.445851,0.268866,19,44,6,0.334712333333333,6.10185165992323
"TAGLN",4226,91.2018,4486,103.914,12443,282.317,159.144266667,"Tagln",40.511572,10.236126,40.190581,340,132,129,30.3127596666667,5.11434534585204
"TAGLN2",7377,168.995,5844,143.696,5316,128.032,146.907666667,"Tagln2",11.51377,9.885105,19.417886,198,267,86,13.605587,10.1267868704627
"TAGLN3",2316,26.7082,2543,31.477,1506,18.2587,25.4813,"Tagln3",113.712711,122.662955,133.380484,2639,4288,982,123.25205,0.213125658691346
"TAL1",389,4.26577,396,4.66104,236,2.72081,3.88254,"Tal1",0.782503,0.756704,0.999982,71,85,28,0.846396333333333,2.64436183708482
"TAL2",9,2.35373,5,1.40354,12,3.29939,2.35222,"Tal2",0.257642,0.159776,0.103491,16,15,2,0.173636333333333,2.85626808304333
"TALDO1",3459,34.3382,3428,36.5265,2958,30.8719,33.9122,"Taldo1",66.890092,80.708427,92.807123,1383,2576,542,80.135214,0.430296517120174
"TAMM41",578,1.78788,550,1.82606,693,2.25363,1.95585666667,"Tamm41",15.247086,10.186097,13.058443,169,175,49,12.830542,0.213719510534728
"TANC1",2909,1.92485,3247,2.30609,3759,2.61495,2.28196333333,"Tanc1",32.077514,19.205555,10.647658,927,1368,256,20.6435756666667,0.151636835977364
"TANC2",616,0.257363,887,0.397767,617,0.271012,0.308714,"Tanc2",16.999555,12.919044,7.727181,2714,3051,586,12.5485933333333,0.096594086766203
"TANGO2",1914,6.66734,1815,6.78622,1480,5.42014,6.29123333333,"Tango2",101.650494,81.741148,96.066657,1335,1676,475,93.1527663333333,0.0774404578567189
"TANGO6",549,0.396892,608,0.471785,609,0.462866,0.443847666667,"Tango6",1.233766,1.034913,0.839023,118,152,26,1.03590066666667,0.709193572312631
"TANK",1080,1.89961,1127,2.12767,1670,3.08813,2.37180333333,"Tank",25.904002,18.906875,29.564056,332,459,106,24.7916443333333,0.130732391070245
"TAOK1",3836,4.15102,4950,5.7494,4287,4.87718,4.92586666667,"Taok1",9.020799,8.769856,7.443018,2306,3445,590,8.41122433333333,0.629659484970659
"TAOK2",1568,14.8923,1612,16.4331,1356,13.5398,14.9550666667,"Taok2",26.832568,24.249986,38.141052,2094,2681,516,29.741202,0.519012453276876
"TAOK3",2804,2.19561,2862,2.4054,3540,2.9142,2.50507,"Taok3",9.424802,7.654829,7.668629,619,806,170,8.24942,0.378950247691207
"TAP1",1005,20.0197,1091,23.3269,1423,29.8012,24.3826,"Tap1",1.815061,1.504658,3.31759,60,73,34,2.21243633333333,7.90135503593379
"TAP2",1284,13.2432,1168,12.9304,1681,18.2278,14.8004666667,"Tap2",14.015332,12.182139,21.290035,214,283,95,15.8291686666667,0.938873867132593
"TAPBP",2033,24.1706,1814,23.1488,1841,23.0114,23.4436,"Tapbp",32.884547,24.775843,45.915661,571,772,221,34.5253503333333,0.688060772677719
"TAPBPL",10760,126.771,10171,128.621,8347,103.39,119.594,"Tapbpl",2.255942,3.031997,3.156692,111,225,49,2.814877,31.6115041192678
"TAPT1",1058,2.76256,1193,3.34354,1168,3.20632,3.10414,"Tapt1",32.44263,32.841453,31.788045,1487,2067,441,32.357376,0.123035456985585
"TARBP1",771,1.53292,956,2.04015,1621,3.38833,2.32046666667,"Tarbp1",1.514654,1.110029,1.020021,208,229,44,1.21490133333333,1.49914879579436
"TARDBP",2904,36.0394,3101,41.3069,3700,48.2748,41.8737,"Tardbp",122.693116,98.823752,104.316214,3107,3595,755,108.611027333333,0.391144039455252
"TARM1",4,0.0609185,5,0.0817334,3,0.048034,0.0635619666667,"Tarm1",0.342061,0.571172,1.08179,10,21,10,0.665007666666667,0.638773014658811
"TARS1",1372,8.30977,1408,9.15331,1292,8.22689,8.56332333333,"Tars",18.44944,15.713616,15.927811,513,701,157,16.6969556666667,0.540393698976323
"TARS2",573,4.94431,505,4.67717,479,4.34535,4.65561,"Tars2",20.557166,14.500355,22.984919,476,591,133,19.34748,0.277951372848136
"TARS3",1320,3.25352,1429,3.78052,1375,3.56303,3.53235666667,"Tarsl2",17.07753,14.095992,16.449388,811,986,231,15.8743033333333,0.268595187436084
"TAS1R1",25,0.178636,12,0.0920346,21,0.157756,0.142808866667,"Tas1r1",1.00856,0.760031,0.87432,62,71,17,0.880970333333333,0.607563472115899
"TAS1R3",17,0.736031,18,0.836489,24,1.09244,0.88832,"Tas1r3",0.104133,0.1207,0.123077,8,14,3,0.11597,1.69208849700261
"TAS2R4",36,2.64473,40,3.15413,36,2.78048,2.85978,"Tas2r108",0,0,0,0,0,0,0,3.85978
"TASOR",1524,4.21902,1978,5.87751,2251,6.5515,5.54934333333,"Tasor",8.726862,8.052855,7.792918,887,1442,201,8.19087833333333,0.71259166923981
"TASOR2",1140,2.52407,1563,3.71447,1525,3.54981,3.26278333333,"Tasor2",8.094784,20.164667,16.429002,573,800,132,14.896151,0.268164496759624
"TASP1",400,0.280033,460,0.345658,543,0.399656,0.341782333333,"Tasp1",5.545734,4.546043,4.928336,238,280,60,5.00670433333333,0.223380785680922
"TAT",1,0.0152802,7,0.114807,6,0.0963873,0.0754915,"Tat",0.020118,0,0,1,0,0,0.006706,1.06832729714534
"TATDN1",813,2.78633,900,3.31074,895,3.2248,3.10729,"Tatdn1",12.07207,18.048936,7.129354,163,197,36,12.4167866666667,0.306130678085861
"TATDN2",1057,5.56263,1121,6.33215,1068,5.909,5.93459333333,"Tatdn2",15.457282,13.347972,10.471769,537,710,141,13.092341,0.492082425008733
"TATDN3",507,3.54247,510,3.8248,723,5.31098,4.22608333333,"Tatdn3",44.621966,41.898672,38.867036,309,446,85,41.7958913333333,0.122116473579777
"TAX1BP1",4236,7.03219,5023,8.95031,4721,8.23961,8.07403666667,"Tax1bp1",40.456085,35.01333,44.599999,2786,3564,878,40.023138,0.221193139019984
"TAX1BP3",2044,61.726,2093,67.8417,2056,65.2752,64.9476333333,"Tax1bp3",5.517368,3.772768,8.388166,121,138,47,5.89276733333333,9.56765695751518
"TAZ",744,12.739,676,12.4237,739,13.3029,12.8218666667,"Taz",38.385446,31.493517,30.795727,731,889,203,33.55823,0.399958755604671
"TBATA",0,0,0,0,4,0.0518721,0.0172907,"Tbata",0.03782,0.121316,0.20236,1,3,1,0.120498666666667,0.907891040179729
"TBC1D1",1098,0.773179,1008,0.761866,1420,1.05125,0.862098333333,"Tbc1d1",5.903748,4.269066,6.09208,499,600,135,5.42163133333333,0.289972786769499
"TBC1D10A",1095,5.4567,829,4.43415,786,4.11791,4.66958666667,"Tbc1d10a",9.129314,6.769195,10.643047,279,333,99,8.84718533333333,0.575757079282147
"TBC1D10B",933,12.1701,932,13.0488,822,11.2726,12.1638333333,"Tbc1d10b",44.871679,48.032711,41.228889,1226,1834,420,44.711093,0.287978966796965
"TBC1D10C",69,1.9521,83,2.52042,148,4.40203,2.95818333333,"Tbc1d10c",0.478578,0.222626,0.297385,10,16,3,0.332863,2.96968505640115
"TBC1D12",657,0.857879,866,1.21372,904,1.24099,1.10419633333,"Tbc1d12",4.979563,5.02667,4.989898,331,532,102,4.99871033333333,0.350774785979831
"TBC1D13",1000,7.53728,914,7.39437,728,5.76878,6.90014333333,"Tbc1d13",18.661454,16.725569,14.81946,732,983,218,16.7354943333333,0.445442522483397
"TBC1D14",2737,3.85989,2313,3.50119,4004,5.93652,4.43253333333,"Tbc1d14",24.611546,28.95096,23.260992,1624,2604,502,25.6078326666667,0.204170456173068
"TBC1D15",1450,2.89362,1926,4.12545,1713,3.59393,3.53766666667,"Tbc1d15",22.241058,23.071141,16.328102,561,956,172,20.546767,0.210596172811912
"TBC1D16",1439,2.4282,1471,2.66427,1955,3.46824,2.85357,"Tbc1d16",6.570129,10.451799,9.103852,1017,1348,213,8.70859333333333,0.396923618869606
"TBC1D17",1579,24.3554,1482,24.5359,1145,18.5677,22.4863333333,"Tbc1d17",118.228027,119.724724,102.522862,671,827,217,113.491871,0.205135378854102
"TBC1D19",1436,1.39536,1757,1.8325,1175,1.20035,1.47607,"Tbc1d19",77.672983,71.599506,65.348368,752,1064,209,71.5402856666667,0.0341337227616928
"TBC1D2",231,0.712503,231,0.764764,349,1.13172,0.869662333333,"Tbc1d2",1.028614,0.914227,0.906045,84,117,23,0.949628666666667,0.9589838133277
"TBC1D20",1147,7.40392,1188,8.23105,1097,7.44463,7.6932,"Tbc1d20",10.467351,8.132077,12.068524,713,855,236,10.2226506666667,0.774612010852338
"TBC1D21",4,0.0446487,3,0.0359427,0,0,0.0268638,"Tbc1d21",0,0,0,0,0,0,0,1.0268638
"TBC1D22A",1127,0.476625,1155,0.524295,1301,0.578454,0.526458,"Tbc1d22a",5.630567,4.754105,6.225941,394,503,138,5.536871,0.233515086958271
"TBC1D22B",598,1.38925,543,1.354,488,1.19189,1.31171333333,"Tbc1d22b",9.008623,8.203814,8.699963,697,966,217,8.63746666666667,0.23986732336264
"TBC1D23",890,2.41958,1261,3.67964,1379,3.94142,3.34688,"Tbc1d23",21.06976,18.76439,18.68938,728,966,197,19.5078433333333,0.2119618298885
"TBC1D24",626,3.16898,564,3.06454,449,2.38963,2.87438333333,"Tbc1d24",17.185709,10.703039,8.866643,1282,1403,311,12.251797,0.292366637772221
"TBC1D25",561,4.28049,546,4.47161,478,3.8344,4.1955,"Tbc1d25",1.923113,1.578159,1.797753,99,120,31,1.76634166666667,1.87811218787749
"TBC1D2B",1421,2.6497,1396,2.79401,2292,4.49319,3.3123,"Tbc1d2b",20.349057,10.496687,7.187252,556,661,144,12.6776653333333,0.315280414815433
"TBC1D30",616,1.0706,533,0.994293,579,1.05795,1.04094766667,"Tbc1d30",11.277847,8.486042,8.776197,1321,1376,331,9.513362,0.194128925330451
"TBC1D31",301,0.477233,241,0.41013,294,0.49006,0.459141,"Tbc1d31",5.21625,3.4656,3.588646,226,226,48,4.09016533333333,0.2866588616375
"TBC1D32",269,0.184108,439,0.322498,309,0.22234,0.242982,"Tbc1d32",1.637098,1.632889,1.163031,231,364,57,1.47767266666667,0.501673209993572
"TBC1D4",1153,1.0139,1267,1.19586,1499,1.38581,1.19852333333,"Tbc1d4",9.78976,8.181659,9.053169,843,1027,222,9.008196,0.219672289924178
"TBC1D5",3744,0.507957,3868,0.563271,3428,0.488956,0.520061333333,"Tbc1d5",7.677232,7.646331,6.248992,859,1301,236,7.19085166666667,0.18558037615539
"TBC1D7",1414,3.98157,1431,4.32499,1353,4.00535,4.10397,"Tbc1d7",17.429341,19.166588,24.087739,252,375,93,20.2278893333333,0.240436998698002
"TBC1D8",1143,0.814194,1231,0.941196,1634,1.22369,0.993026666667,"Tbc1d8",9.128379,4.479933,8.066407,275,273,81,7.22490633333333,0.242316032048876
"TBC1D8B",288,0.68474,364,0.928913,377,0.942351,0.852001333333,"Tbc1d8b",1.03666,1.254142,0.829816,115,176,21,1.040206,0.907752125683877
"TBC1D9",5140,6.62188,5063,7.0011,4294,5.81592,6.47963333333,"Tbc1d9",20.177484,16.403149,18.228753,1726,2186,459,18.2697953333333,0.3881532317259
"TBC1D9B",4599,17.5447,4461,18.2665,4144,16.6203,17.4771666667,"Tbc1d9b",97.316197,88.215074,97.355467,4535,6605,1557,94.2955793333333,0.193893219349335
"TBCA",1975,1.94258,1881,1.98582,2265,2.34216,2.09018666667,"Tbca",77.810493,68.90444,102.832986,478,655,191,83.1826396666667,0.0367081227068436
"TBCB",2848,42.6746,3163,50.8708,2274,35.8227,43.1227,"Tbcb",94.420806,79.374442,131.97535,881,1228,338,101.923532666667,0.428693991129298
"TBCC",275,29.9142,268,31.2911,256,29.2768,30.1607,"Tbcc",6.140522,7.746388,8.959733,130,246,59,7.61554766666667,3.61679851422098
"TBCCD1",289,2.06267,325,2.48975,325,2.43867,2.33036333333,"Tbccd1",15.795504,18.927382,18.011156,231,332,83,17.578014,0.179263689505778
"TBCD",2302,2.07458,2401,2.32251,2137,2.02473,2.14060666667,"Tbcd",26.891314,24.566756,27.840279,1236,1739,377,26.432783,0.114483706107033
"TBCE",1836,2.66439,2216,3.45172,1978,3.0178,3.04463666667,"Tbce",63.1981,51.200754,65.553674,802,1019,251,59.984176,0.0663227238926701
"TBCE",1836,2.66439,2216,3.45172,1978,3.0178,3.04463666667,"Tbce",63.1981,51.200754,65.553674,802,1019,251,59.984176,0.0663227238926701
"TBCE",1081,2.21957,1308,2.88264,1198,2.58605,2.56275333333,"Tbce",63.1981,51.200754,65.553674,802,1019,251,59.984176,0.0584209473180387
"TBCE",1081,2.21957,1308,2.88264,1198,2.58605,2.56275333333,"Tbce",63.1981,51.200754,65.553674,802,1019,251,59.984176,0.0584209473180387
"TBCEL",829,2.17117,834,2.34447,1018,2.80301,2.43955,"Tbcel",9.962474,8.838861,6.530731,910,1255,221,8.444022,0.364203937686719
"TBCK",1184,0.738999,1341,0.898383,1240,0.813677,0.817019666667,"Tbck",3.436511,3.043128,4.23363,446,614,153,3.57108966666667,0.397502521098434
"TBK1",1053,3.67747,1120,4.19836,1160,4.25909,4.04497333333,"Tbk1",30.500848,23.784909,14.71124,843,1001,222,22.998999,0.210215989980665
"TBKBP1",582,5.65803,433,4.51826,375,3.83276,4.66968333333,"Tbkbp1",26.354312,15.469141,19.179617,1153,1212,381,20.3343566666667,0.265753658379043
"TBL1X",517,0.325191,617,0.416556,542,0.358414,0.366720333333,"Tbl1x",11.744383,8.845468,10.272617,1327,1496,367,10.2874893333333,0.121082757464666
"TBL1XR1",2271,1.90137,2544,2.28616,3245,2.85629,2.34794,"Tbl1xr1",25.876019,17.565633,29.7389,854,1203,250,24.3935173333333,0.13184231062017
"TBL1Y",127,0.115988,137,0.134298,104,0.0998576,0.116714533333,"Tbl1x",11.744383,8.845468,10.272617,1327,1496,367,10.2874893333333,0.0989338284498047
"TBL2",527,8.18004,515,8.58011,477,7.78398,8.18137666667,"Tbl2",4.549173,4.188469,3.11087,473,622,149,3.949504,1.8550094447181
"TBL3",607,9.74923,689,11.8779,486,8.20646,9.94453,"Tbl3",15.712239,15.499861,22.124899,462,662,192,17.7789996666667,0.582806869070182
"TBP",509,4.78872,498,5.02889,583,5.76645,5.19468666667,"Tbp",17.815921,14.122685,13.749222,422,586,119,15.229276,0.381698275799241
"TBPL1",850,3.88088,881,4.31746,656,3.14886,3.7824,"Tbpl1",17.524309,10.976804,12.183082,556,654,144,13.5613983333333,0.328429996249216
"TBPL2",11,0.044498,16,0.0694717,12,0.0510349,0.0550015333333,"Tbpl2",0,0,0,0,0,0,0,1.0550015333333
"TBR1",5,0.0912362,3,0.0587569,4,0.0767353,0.0755761333333,"Tbr1",0.07835,0.084652,0.039395,4,5,1,0.0674656666666667,1.00759787121956
"TBRG1",1766,23.5672,1843,26.3988,2287,32.0865,27.3508333333,"Tbrg1",10.955538,9.374649,12.531209,412,514,143,10.9537986666667,2.37170075587409
"TBRG4",722,10.5568,693,10.876,648,9.96113,10.4646433333,"Tbrg4",17.342001,15.612477,20.207757,419,545,144,17.720745,0.612403156674588
"TBX1",28,0.181904,78,0.5439,37,0.252711,0.326171666667,"Tbx1",2.392915,0.87938,3.367716,43,32,24,2.213337,0.412708553963372
"TBX15",273,0.447774,280,0.492941,617,1.06395,0.668221666667,"Tbx15",0.052053,0.051929,0.124522,4,6,3,0.076168,1.5501498526875
"TBX18",431,0.974722,560,1.35935,834,1.98293,1.43900066667,"Tbx18",0.242075,0.148201,0.354085,14,22,11,0.248120333333333,1.95413903734442
"TBX19",112,0.583198,100,0.558906,216,1.18247,0.774858,"Tbx19",0,0,0,0,0,0,0,1.774858
"TBX2",1341,24.3424,1490,29.031,1014,19.3513,24.2415666667,"Tbx2",0.628982,0.409224,0.647658,44,43,14,0.561954666666667,16.1602428068975
"TBX20",2,0.00676198,0,0,0,0,0.00225399333333,"Tbx20",0,0.009979,0,0,3,0,0.00332633333333333,0.99893121513472
"TBX21",16,0.2169,3,0.0436516,26,0.370553,0.2103682,"Tbx21",0.019571,0.026003,0,1,2,0,0.0151913333333333,1.19225623806875
"TBX3",286,3.58911,318,4.28339,211,2.78382,3.55210666667,"Tbx3",0.914024,0.733515,1.695037,68,57,14,1.114192,2.15311885896361
"TBX4",1,0.00534134,0,0,3,0.0168465,0.00739594666667,"Tbx4",0.032462,0.053103,0.102748,2,5,2,0.062771,0.947895592433996
"TBX6",37,1.06052,23,0.707596,19,0.572544,0.78022,"Tbx6",0.704941,0.591693,0.316085,23,30,3,0.537573,1.15781169414395
"TBXA2R",39,0.552352,50,0.760084,48,0.714712,0.675716,"Tbxa2r",0.553252,0.352037,1.714388,21,21,20,0.873225666666667,0.894561733708183
"TBXAS1",1328,0.953655,1033,0.796221,1844,1.39217,1.04734866667,"Tbxas1",1.716342,1.906737,2.07986,47,69,21,1.90097966666667,0.705743887209827
"TBXT",6,0.0949022,8,0.135817,10,0.166289,0.132336066667,"T",0.023819,0.065818,0,1,1,0,0.029879,1.0994845672812
"TC2N",830,1.65165,1243,2.65492,1203,2.51677,2.27444666667,"Tc2n",0.128716,0.124147,0.03489,10,16,1,0.0959176666666667,2.98785827281125
"TCAF1",4331,14.8871,4665,17.2113,4466,16.1391,16.0791666667,"Tcaf1",41.820606,32.182546,29.00119,4334,4968,986,34.3347806666667,0.483352842283574
"TCAF2",807,1.288,756,1.29511,864,1.44976,1.34429,"Tcaf2",0.533166,0.553422,0.414442,53,60,13,0.500343333333333,1.5625023605708
"TCAF2C",228,4.73225,191,4.25507,211,4.6042,4.53050666667,"Tcaf2",0.533166,0.553422,0.414442,53,60,13,0.500343333333333,3.68616072321446
"TCAIM",791,1.93721,860,2.26068,1036,2.66746,2.28845,"Tcaim",6.578829,5.131038,4.15664,328,461,78,5.28883566666667,0.522902835167103
"TCAP",47,3.46596,40,3.16611,24,1.86069,2.83092,"Tcap",1.142519,0.895808,0.387022,19,23,2,0.808449666666667,2.11834482906077
"TCEA1",1401,4.37802,1826,6.12465,1903,6.25197,5.58488,"Tcea1",23.088643,19.510858,19.983224,1161,1519,312,20.8609083333333,0.301217126918712
