"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"ABHD3",1424,4.61714,1403,4.88271,1271,4.33258,4.61081,"Abhd3",38.388158,39.33974,44.624386,668,1261,1382,40.7840946666667,0.134280999618643
"ABHD4",738,8.60724,755,9.45138,690,8.46048,8.8397,"Abhd4",30.102026,40.118908,40.409999,828,1966,2027,36.8769776666667,0.259780494805935
"ABHD5",469,1.85103,419,1.77498,452,1.8755,1.83383666667,"Abhd5",15.396005,16.375689,21.571022,243,450,555,17.7809053333333,0.150889247156811
"ABHD6",462,1.38769,518,1.67002,434,1.3705,1.47607,"Abhd6",20.131196,19.454461,16.882188,613,1035,897,18.822615,0.124911370169879
"ABHD8",802,7.73824,756,7.82943,603,6.11679,7.22815333333,"Abhd8",73.165664,99.876587,96.017002,1879,5091,5065,89.6864176666667,0.0907319259602245
"ABI1",1701,2.59542,1851,3.03145,2269,3.63979,3.08888666667,"Abi1",83.535127,72.202167,67.21898,1473,2226,1830,74.318758,0.0542877601177385
"ABI2",4245,6.20636,4621,7.25163,4889,7.5148,6.99093,"Abi2",73.550072,33.93638,32.706777,2945,2764,2269,46.7310763333333,0.167415667398631
"ABI3",335,4.56685,245,3.58491,572,8.19797,5.44991,"Abi3",2.741241,3.098633,2.942035,27,77,59,2.927303,1.64232553485178
"ABI3BP",385,0.275246,801,0.614658,1404,1.05528,0.648394666667,"Abi3bp",1.005749,0.614508,0.331046,67,69,42,0.650434333333333,0.998764163696102
"ABITRAM",1122,11.9922,1332,15.2809,1849,20.7769,16.0166666667,"Abitram",7.343123,3.117896,3.047484,317,313,275,4.50283433333333,3.09234580507391
"ABL1",1330,1.3303,1558,1.67265,1785,1.87704,1.62666333333,"Abl1",16.493449,7.635737,7.237194,757,701,772,10.45546,0.229293571216695
"ABL2",1534,2.05583,1795,2.58207,2285,3.21949,2.61913,"Abl2",9.166805,2.613638,2.099504,1313,592,529,4.626649,0.643212327621645
"ABLIM1",9790,5.07585,10498,5.84216,8705,4.74497,5.22099333333,"Ablim1",19.521036,10.009919,8.622963,1779,1479,1369,12.7179726666667,0.453492180258268
"ABLIM2",835,0.75378,569,0.551329,725,0.688072,0.664393666667,"Ablim2",97.913663,59.151526,46.287557,1212,1466,1295,67.7842486666667,0.024197308234517
"ABLIM3",3540,5.19431,3148,4.95792,2904,4.47981,4.87734666667,"Ablim3",4.516867,3.560203,3.140058,289,412,368,3.73904266666667,1.24019703557638
"ABO",280,1.90898,318,2.32708,308,2.20766,2.14790666667,"Abo",0,0,0,0,0,0,0,3.14790666667
"ABR",3546,2.7384,3554,2.94588,3798,3.08355,2.92261,"Abr",121.644538,73.850699,64.046723,7113,7103,6497,86.5139866666667,0.0448226637753447
"ABRA",10,0.16233,32,0.557555,60,1.02397,0.581285,"Abra",0.023622,0.027351,0.115394,1,2,8,0.0554556666666667,1.49820125083416
"ABRACL",136,1.63203,150,1.93206,207,2.61154,2.05854333333,"Abracl",33.217061,37.836813,39.468236,67,98,101,36.8407033333333,0.0808268098610042
"ABRAXAS1",607,1.66127,747,2.19439,763,2.19541,2.01702333333,"Abraxas1",2.097837,2.986823,1.808422,42,70,66,2.297694,0.914888808158064
"ABRAXAS2",669,3.35372,688,3.70194,758,3.99492,3.68352666667,"Abraxas2",15.079319,12.887985,9.021063,380,628,479,12.3294556666667,0.351366686216769
"ABT1",253,11.6712,303,15.003,253,12.2703,12.9815,"Abt1",2.396752,2.64066,2.619396,162,315,315,2.55226933333333,3.93593466261192
"ABTB1",1543,33.7288,1425,33.4342,937,21.5334,29.5654666667,"Abtb1",21.831981,27.654929,23.552319,275,528,482,24.3464096666667,1.20590912356699
"ABTB2",364,0.307165,368,0.333318,470,0.416971,0.352484666667,"Abtb2",3.117546,2.432269,2.363293,188,299,300,2.63770266666667,0.371796375514748
"ACAA1",1192,6.10428,1253,6.88731,1152,6.20224,6.39794333333,"Acaa1a",32.745647,29.059165,34.358911,520,1066,1037,32.0545743333333,0.223809971313703
"ACAA1",1192,6.10428,1253,6.88731,1152,6.20224,6.39794333333,"Acaa1b",0.135692,0.223053,0.257686,3,9,11,0.205477,6.1369427482482
"ACAA2",1316,7.23196,1158,6.83045,1297,7.49339,7.18526666667,"Acaa2",16.998977,25.66273,27.282412,209,607,599,23.3147063333333,0.336638516396503
"ACACA",4300,2.33406,4641,2.70393,4008,2.28723,2.44174,"Acaca",15.981778,6.514919,6.271574,1592,1200,1232,9.58942366666667,0.325016743907781
"ACACB",3042,3.50477,3493,4.31955,2522,3.0548,3.62637333333,"Acacb",0.922284,0.975901,1.144648,109,90,100,1.01427766666667,2.29679026377032
"ACAD10",802,1.97192,897,2.36727,684,1.76811,2.03576666667,"Acad10",1.268187,1.37903,0.87532,38,74,65,1.174179,1.39628184554722
"ACAD10",802,1.97192,897,2.36727,684,1.76811,2.03576666667,"Acad12",1.157293,1.86023,1.664471,45,84,89,1.56066466666667,1.18553854637351
"ACAD11",1114,1.90902,1115,2.05088,1118,2.01421,1.99137,"Acad11",7.725064,8.513703,8.234594,340,530,552,8.157787,0.326647693378324
"ACAD8",819,11.575,885,13.4252,746,11.0844,12.0282,"Acad8",13.864191,15.434606,14.236606,258,559,469,14.511801,0.839889578263672
"ACAD9",1039,4.97676,1126,5.78908,1091,5.49407,5.41997,"Acad9",28.724183,35.433702,31.159821,429,851,844,31.7725686666667,0.19589462349742
"ACADL",894,4.07549,1008,4.93223,2279,10.9226,6.64344,"Acadl",19.503812,22.189297,22.09295,399,856,916,21.2620196666667,0.343339917691505
"ACADM",1245,3.43988,1406,4.16965,1536,4.46173,4.02375333333,"Acadm",46.965469,51.19742,51.99983,336,672,732,50.0542396666667,0.0984003163327885
"ACADS",317,3.89038,354,4.66312,259,3.34173,3.96507666667,"Acads",3.826219,4.460667,5.525779,58,193,222,4.60422166666667,0.885952940834187
"ACADSB",866,3.0667,1330,5.05528,1095,4.07667,4.06621666667,"Acadsb",145.380778,130.594786,130.001808,908,1382,1212,135.325790666667,0.037162569473428
"ACADVL",7556,162.126,6596,151.908,4694,105.887,139.973666667,"Acadvl",18.073398,20.606721,19.713457,479,1011,988,19.4645253333333,6.88868490085999
"ACAN",7,0.0170047,96,0.250313,28,0.0715101,0.1129426,"Acan",0.97749,0.350438,0.41702,94,47,60,0.581649333333333,0.703659513233865
"ACAP1",124,1.44911,135,1.69337,286,3.51385,2.21877666667,"Acap1",0,0.018565,0.036549,0,1,2,0.0183713333333333,3.16071020590721
"ACAP2",1382,1.43455,1840,2.05005,1856,2.02545,1.83668333333,"Acap2",36.691042,10.677867,10.414354,1409,875,776,19.2610876666667,0.140006468556813
"ACAP3",1458,14.7916,1582,17.2268,1149,12.2551,14.7578333333,"Acap3",30.626323,20.849619,19.366028,1311,1961,1795,23.61399,0.640198250397437
"ACAT1",1814,10.2528,2004,12.1575,1738,10.3275,10.9126,"Acat1",43.890942,47.535747,47.180457,948,1985,2072,46.202382,0.252372856946075
"ACAT2",4118,42.1497,3190,35.046,2391,25.7292,34.3083,"Acat3",2.836098,2.697745,2.366028,43,78,76,2.63329033333333,9.71799574508726
"ACAT2",4118,42.1497,3190,35.046,2391,25.7292,34.3083,"Acat2",21.860344,25.469903,26.905039,427,936,993,24.7450953333333,1.37145734140222
"ACBD3",1022,4.24464,1115,4.97056,1412,6.16543,5.12687666667,"Acbd3",10.281829,7.11692,5.836016,516,626,510,7.74492166666667,0.700621103334068
"ACBD4",398,6.0033,374,6.05507,392,6.21629,6.09155333333,"Acbd4",48.447059,53.277535,51.466468,249,586,589,51.0636873333333,0.136209202547006
"ACBD5",1433,5.33589,1976,7.89747,1715,6.71371,6.64902333333,"Acbd5",31.718534,21.222073,20.502479,1208,1400,1161,24.4810286666667,0.300185029159995
"ACBD6",1053,0.788498,1177,0.945995,1134,0.892737,0.875743333333,"Acbd6",46.051315,40.289734,37.283973,465,683,684,41.2083406666667,0.0444401107389265
"ACBD7",50,0.656665,111,1.56472,52,0.717985,0.97979,"Acbd7",0,0.633204,0.507256,0,5,4,0.380153333333333,1.43447104911049
"ACCS",561,5.35173,673,6.89107,851,8.53491,6.92590333333,"Accs",1.702548,1.880763,1.530269,43,62,61,1.70452666666667,2.93060646471595
"ACCSL",0,0,0,0,1,0.0153093,0.0051031,"Accsl",0,0.221119,0.229811,0,2,2,0.15031,0.873767158418166
"ACD",257,13.5889,202,11.4642,154,8.5607,11.2046,"Acd",15.910447,14.66128,14.732569,297,491,503,15.101432,0.75798227139052
"ACE",115,0.942326,128,1.12578,299,2.5758,1.54796866667,"Ace",8.036527,5.639198,4.870534,431,541,552,6.18208633333333,0.354767201118765
"ACE2",22,0.0934765,3,0.0136817,17,0.0759393,0.0610325,"Ace2",0.383734,0.590837,0.631366,19,44,39,0.535312333333333,0.691085766044998
"ACER1",15,0.095391,7,0.0477809,21,0.140402,0.0945246333333,"Acer1",0.030558,0,0,1,0,0,0.010186,1.08348822230094
"ACER2",68,0.273112,56,0.241412,58,0.244905,0.253143,"Acer2",3.118334,2.54008,2.402802,132,184,153,2.687072,0.339874838354119
"ACER3",2305,2.4268,2576,2.91105,2484,2.74949,2.69578,"Acer3",3.481609,5.184627,5.45389,351,403,381,4.70670866666667,0.647620233636131
"ACHE",4545,113.738,4051,108.812,2350,61.8271,94.7923666667,"Ache",33.834013,47.679276,42.808478,660,1514,1703,41.440589,2.25709324313807
"ACIN1",2919,13.7634,2887,14.6109,2946,14.6037,14.326,"Acin1",45.807958,21.09828,21.753088,1080,1089,980,29.5531086666667,0.501618351415763
"ACKR1",1228,67.1667,1253,73.5609,1096,63.0238,67.9171333333,"Ackr1",101.103231,14.233693,28.400341,431,187,207,47.9124216666667,1.40899041562414
"ACKR2",184,0.386247,161,0.362755,256,0.56497,0.437990666667,"Ackr2",0.649428,0.359553,0.708918,12,16,18,0.572633,0.914384135819991
"ACKR3",269,3.22584,286,3.68127,389,4.90432,3.93714333333,"Ackr3",3.231514,3.181414,3.449357,127,255,243,3.28742833333333,1.15153955926105
"ACKR4",190,1.52976,183,1.58148,204,1.72679,1.61267666667,"Ackr4",0.132857,0.125531,0.088747,4,6,5,0.115711666666667,2.34171313676024
"ACLY",16166,44.3873,15499,45.6773,11710,33.8027,41.2891,"Acly",44.180974,41.640376,34.502339,2485,3516,3246,40.1078963333333,1.02873422802005
"ACMSD",92,0.253431,116,0.342981,116,0.335944,0.310785333333,"Acmsd",0.102752,0.079444,0,3,4,0,0.060732,1.23573657939329
"ACO1",1196,2.97775,1339,3.57832,1511,3.95513,3.50373333333,"Aco1",7.262014,5.414308,4.996443,412,554,518,5.89092166666667,0.65357488463638
"ACO2",4207,12.2753,4508,14.1183,3468,10.6384,12.344,"Aco2",263.104087,251.75769,261.873345,6115,11826,11858,258.911707333333,0.0513405115025715
"ACOD1",2,0.0344982,2,0.0370286,5,0.0906724,0.0540664,"Acod1",0,0.073883,0.014681,0,5,1,0.0295213333333333,1.02384124143129
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,"Acot5",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,5.41229880836118
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,"Acot2",2.118218,1.538339,1.968624,59,81,106,1.87506033333333,3.46862402075852
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,"Acot3",0.889756,0.635427,0.487761,33,39,32,0.670981333333333,5.96805190722059
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,"Acot1",10.961634,13.839671,14.384726,95,194,228,13.0620103333333,0.709180486782224
"ACOT11",254,0.457761,264,0.510681,354,0.670729,0.546390333333,"Acot11",21.802128,6.375834,9.361889,792,624,658,12.5132836666667,0.114434831050538
"ACOT12",11,0.0299403,9,0.0262934,9,0.025754,0.0273292333333,"Acot12",0.04416,0.076111,0.025569,2,6,2,0.0486133333333333,0.979702623146727
"ACOT13",1254,5.76037,1129,5.56656,1309,6.32165,5.88286,"Acot13",187.035261,203.440437,207.538666,394,833,891,199.338121333333,0.0343562171502443
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot1",10.961634,13.839671,14.384726,95,194,228,13.0620103333333,0.715904276465117
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot5",0.847002,0.96065,0.720038,13,32,26,0.842563333333333,5.46361319104183
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot2",2.118218,1.538339,1.968624,59,81,106,1.87506033333333,3.50151028714528
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot3",0.889756,0.635427,0.487761,33,39,32,0.670981333333333,6.02463542381283
"ACOT4",60,2.18784,50,1.95693,47,1.80177,1.98218,"Acot4",0.670655,0.306245,0.31109,62,50,51,0.42933,2.08641811198254
"ACOT6",18,0.351586,15,0.314478,34,0.698194,0.454752666667,"Acot6",1.922866,1.41504,1.514438,91,121,132,1.617448,0.555790474793387
"ACOT7",6308,8.46892,5418,7.80757,3619,5.10815,7.12821333333,"Acot7",174.61588,209.453191,230.233611,2449,5334,5637,204.767560666667,0.0395019181205987
"ACOT8",858,9.55638,927,11.0822,784,9.18037,9.93965,"Acot8",8.915559,7.038879,6.834587,102,183,184,7.59634166666667,1.27259367114499
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot10",0,0.03077,0.091905,0,1,3,0.0408916666666667,4.07781789651821
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot9",8.656998,10.402593,11.574608,207,422,487,10.2113996666667,0.378593823507139
"ACOX1",1383,6.41366,1602,7.97419,1794,8.7467,7.71151666667,"Acox1",52.075992,36.160964,33.933861,2775,3505,3371,40.7236056666667,0.208791079473501
"ACOX2",360,1.95632,355,2.07064,277,1.58254,1.86983333333,"Acox2",0.425945,0.503412,0.569201,5,11,9,0.499519333333333,1.91383550017361
"ACOX3",307,0.720462,365,0.919403,387,0.95482,0.864895,"Acox3",14.587127,10.948877,12.068161,399,504,521,12.5347216666667,0.137785988210815
"ACOXL",127,0.0575309,110,0.0534848,122,0.0581026,0.0563727666667,"Acoxl",0.094962,0.026312,0.051821,2,1,2,0.0576983333333333,0.998746744109489
"ACP2",881,16.0239,1004,19.6005,895,17.1141,17.5795,"Acp2",27.775885,13.88201,13.462821,1230,1605,1534,18.373572,0.959012617807392
"ACP4",2,0.0727155,7,0.273172,3,0.114672,0.153519833333,"Acp4",0,0,0,0,0,0,0,1.153519833333
"ACP5",21,0.843569,32,1.37972,35,1.47811,1.23379966667,"Acp5",0.266159,0.463497,0.182784,5,15,6,0.304146666666667,1.71284390304005
"ACP6",610,2.60726,652,2.99118,794,3.5679,3.05544666667,"Acp6",6.776354,4.322587,4.022952,116,152,143,5.040631,0.671361430067488
"ACR",11,0.268994,16,0.419962,20,0.514182,0.401046,"Acr",0.186909,0.423882,0.312842,2,7,5,0.307877666666667,1.07123627515621
"ACRBP",56,1.04532,49,0.981743,62,1.21672,1.081261,"Acrbp",3.307852,1.573221,2.810081,32,37,54,2.563718,0.584013942741822
"ACSBG1",4789,10.6958,4310,10.332,3127,7.34232,9.45670666667,"Acsbg1",75.991695,72.124837,77.401997,1978,4020,4197,75.172843,0.137276045567447
"ACSBG2",50,0.150998,40,0.129659,55,0.174624,0.151760333333,"Acsbg2",0,0,0.028707,0,0,2,0.009569,1.14084360091584
"ACSF2",272,0.975972,284,1.09377,288,1.08642,1.052054,"Acsf2",10.926012,9.765954,9.224856,183,286,301,9.972274,0.187021760484654
"ACSF3",565,1.30309,532,1.31697,506,1.22691,1.28232333333,"Acsf3",6.485458,6.055549,5.885676,203,348,340,6.14222766666667,0.319553427844618
"ACSL1",3565,8.74427,2446,6.43963,4883,12.5918,9.25856666667,"Acsl1",42.346285,28.804089,28.573101,682,880,842,33.2411583333333,0.299597536006351
"ACSL3",2690,5.61472,2686,6.01758,2925,6.41859,6.01696333333,"Acsl3",155.549541,107.251119,90.126894,2978,3760,3462,117.642518,0.0591437492360875
"ACSL4",3112,4.98043,3490,5.99505,3392,5.70717,5.56088333333,"Acsl4",36.923525,27.741878,18.657545,1487,1298,1009,27.774316,0.228011791256133
"ACSL5",712,2.28806,528,1.82122,820,2.77038,2.29322,"Acsl5",90.630157,64.187729,63.662764,978,1441,1317,72.8268833333333,0.0446073279990825
"ACSL6",2020,5.66704,3290,9.90698,1953,5.7603,7.11144,"Acsl6",88.954339,98.112671,85.343388,3610,5149,4996,90.803466,0.0883565768638844
"ACSM1",14,0.0323286,10,0.0247856,19,0.0461265,0.0344135666667,"Acsm1",0,0,0,0,0,0,0,1.0344135666667
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,"Acsm2",0.04055,0,0,4,0,0,0.0135166666666667,1.00342775484695
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,"Acsm2",0.04055,0,0,4,0,0,0.0135166666666667,0.992799690845403
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,"Acsm3",0.261954,2.557811,0.041191,2,4,3,0.953652,1.21035032509884
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,"Acsm4",0.032515,0.018361,0,1,1,0,0.0169586666666667,1.15345854764369
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,"Acsm5",0,0.103164,0.161887,0,6,8,0.0883503333333333,3.61005080778218
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,"Acss1",9.943921,7.44783,6.344807,292,386,415,7.912186,0.672620611822958
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,"Acss2",18.226148,17.723046,18.224044,626,1144,1142,18.057746,0.598813731697337
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,"Acss3",0.734858,0.60194,0.346877,48,65,38,0.561225,1.24598611133373
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,"Acta1",3.585673,4.303819,3.346984,66,151,119,3.745492,0.870619245943308
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,"Acta2",15.624107,13.404868,15.517049,296,436,554,14.8486746666667,0.283388995891644
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,"Actb",1395.959313,1572.045538,1463.033274,8217,16340,16001,1477.01270833333,0.123630646500361
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,"Actbl2",0.024943,0,0.014532,1,0,1,0.0131583333333333,1.00909291900739
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,"Actc1",0,0,0,0,0,0,0,3.86771
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,"Actg1",669.163615,698.177045,673.971237,10977,21201,20212,680.437299,0.8067086056776
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,"Actg2",0.611885,0.175024,0.099914,7,4,3,0.295607666666667,0.99646961027065
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,"Actl10",0.254595,0.105854,0.077653,5,4,3,0.146034,2.01549168698311
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,"Actl6a",5.337694,7.134668,7.305312,89,203,211,6.592558,0.909810193964932
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,"Actl6b",38.475074,40.535358,35.640714,563,1196,1110,38.2170486666667,0.105746356265837
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,"Actn1",23.980828,10.2768,8.384307,975,632,532,14.2139783333333,0.202815678169429
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,"Actn2",7.314407,4.876111,3.283167,131,173,86,5.157895,0.187227886585757
"ACTN3",5,0.0515641,10,0.110692,6,0.0650529,0.0757696666667,"Actn3",0.23681,0.335929,0.780729,10,26,29,0.451156,0.74131910467703
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,"Actr10",99.732217,132.025899,140.933302,1514,2604,2580,124.230472666667,0.153606649593204
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,"Actr1a",63.002197,75.013199,66.463893,2349,4256,4010,68.159763,0.443593191607669
"ACTR1B",1972,42.5002,2092,48.3934,1535,34.7801,41.8912333333,"Actr1b",137.315193,170.468768,166.570017,3046,5855,5218,158.117992666667,0.269556148958918
"ACTR2",6761,27.152,6651,28.6694,9579,40.4436,32.0883333333,"Actr2",92.32534,56.271803,49.74149,4892,5093,4363,66.1128776666667,0.493025101645048
"ACTR3",4285,10.3205,4382,11.3282,5816,14.7269,12.1252,"Actr3",106.79007,92.095801,94.22518,2418,3617,3248,97.7036836666667,0.13297578684424
"ACTR3B",1119,2.04421,1139,2.23337,855,1.6421,1.97322666667,"Actr3b",39.040706,42.988335,39.285356,1058,2070,1912,40.4381323333333,0.0717509815054647
"ACTR5",252,1.82969,252,1.96389,289,2.20604,1.99987333333,"Actr5",1.655298,3.488506,3.028739,57,111,87,2.724181,0.805512227609238
"ACTR8",496,5.7434,673,8.36456,629,7.65731,7.25509,"Actr8",23.439745,26.829135,21.342911,523,1009,917,23.870597,0.331921666375761
"ACTRT3",52,3.43974,53,3.76304,63,4.38128,3.86135333333,"Actrt3",0.363621,0.493898,0.649441,10,24,32,0.50232,3.23589736762474
"ACVR1",561,0.702961,684,0.919952,966,1.27258,0.965164333333,"Acvr1",10.711349,6.741105,6.615735,444,439,393,8.02272966666667,0.217801530793176
"ACVR1B",1040,4.00368,988,4.08247,1082,4.37917,4.15510666667,"Acvr1b",24.009448,11.368391,10.09028,1603,1375,1234,15.1560396666667,0.319082322959758
"ACVR1C",30,0.0513328,36,0.0661175,58,0.104337,0.0739291,"Acvr1c",3.314034,1.219423,0.718173,468,213,168,1.75054333333333,0.39044253074847
"ACVR2A",570,1.15373,724,1.57293,775,1.64918,1.45861333333,"Acvr2a",12.514011,5.744765,5.341047,825,707,544,7.86660766666667,0.277289063163691
"ACVR2B",463,2.06062,484,2.31208,571,2.67173,2.34814333333,"Acvr2b",1.929773,0.686498,0.67679,71,29,40,1.097687,1.59611197158108
"ACVRL1",225,2.38892,317,3.61259,418,4.66588,3.55579666667,"Acvrl1",12.582997,20.940623,17.187393,229,362,348,16.903671,0.254461594310463
"ACY1",265,7.90291,240,7.68233,223,6.99172,7.52565333333,"Acy1",6.602693,9.864639,8.338537,74,156,177,8.268623,0.91984034018106
"ACY3",13,0.277775,28,0.642167,4,0.0898562,0.3365994,"Acy3",1.108628,1.280322,1.709566,12,37,47,1.366172,0.564878377396064
"ACYP2",942,0.492032,1226,0.687343,1085,0.595814,0.591729666667,"Acyp2",14.525832,16.757983,20.208801,131,261,297,17.1642053333333,0.087630019450727
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,"Ada",0.60434,1.298299,0.401885,14,35,17,0.768174666666667,0.68837694013657
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,"Adad1",0,0,0,0,0,0,0,1.00726776333333
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,"Adal",8.868136,6.54983,6.090581,222,329,298,7.16951566666667,0.400944617401839
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,"Adam10",20.699286,11.778541,9.67486,1332,1439,1149,14.0508956666667,0.3406136161952
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,"Adam11",48.344554,24.285039,26.595301,1655,1785,1743,33.0749646666667,0.41325618787142
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,"Adam12",0.827122,0.27961,0.555161,52,33,50,0.553964333333333,0.666981417205393
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,"Adam15",46.208836,42.61884,40.50396,861,1418,1393,43.1105453333333,0.460779461684431
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,"Adam17",6.531468,4.180438,3.7324,226,256,227,4.81476866666667,1.11507273490846
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,"Adam2",0,0,0.029683,0,0,1,0.00989433333333333,1.0002818545703
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,"Adam21",0.327239,0.201938,0.079843,14,15,6,0.203006666666667,1.7111326620523
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,"Adam22",40.93577,14.501028,11.662182,3288,1921,1760,22.3663266666667,0.209597628952804
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,"Adam23",41.066406,24.382817,23.376903,1931,2038,1906,29.6087086666667,0.282969903358332
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,"Adam28",0.062589,0,0.012877,3,0,1,0.0251553333333333,3.84462712317418
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,"Adam29",0,0,0,0,0,0,0,1.01435349
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,"Adam33",1.232301,1.066814,0.682982,34,39,24,0.994032333333333,9.55442547987771
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,"Adam7",0.050089,0,0,2,0,0,0.0166963333333333,1.00918484673723
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,"Adam8",0.663245,0.992273,0.7227,23,26,20,0.792739333333333,1.2603933124336
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,"Adamdec1",0,0,0,0,0,0,0,1.0645283666667
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,"Adamts1",2.782818,0.862728,1.160106,145,113,140,1.601884,24.0005062997812
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,"Adamts10",4.399909,3.414722,3.055412,141,210,201,3.62334766666667,0.912031058592248
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,"Adamts12",0.022268,0.044537,0.008392,3,3,2,0.0250656666666667,1.04323082391144
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,"Adamts13",1.956722,1.346145,0.758726,13,19,12,1.35386433333333,1.0528644174197
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,"Adamts14",0.115884,0.04109,0.038793,9,6,5,0.0652556666666667,1.28853824449686
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,"Adamts15",1.37491,0.984475,0.552745,123,71,93,0.97071,0.897186462408472
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,"Adamts16",0.303483,0.168269,0.211008,23,23,27,0.227586666666667,1.24780680793753
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,"Adamts17",10.756318,5.941493,9.121913,48,40,40,8.60657466666667,0.109329034518162
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,"Adamts18",0.282192,0.177418,0.298096,23,19,20,0.252568666666667,0.808501016311548
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,"Adamts19",0.194895,0.091705,0.075239,14,10,9,0.120613,0.919106834086968
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,"Adamts2",2.38449,9.5115,1.519395,183,164,225,4.471795,0.2554875807056
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,"Adamts20",1.577421,0.670355,0.930797,140,89,77,1.05952433333333,0.490243339360077
