"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot3",0.609176,0.678222,0.564258,19,18,32,0.617218666666667,6.22491784248306
"ACOT4",60,2.18784,50,1.95693,47,1.80177,1.98218,"Acot4",1.124605,1.253735,2.055501,47,57,95,1.477947,1.20348821019981
"ACOT6",18,0.351586,15,0.314478,34,0.698194,0.454752666667,"Acot6",1.865273,2.034413,1.302298,80,89,113,1.73399466666667,0.532097843643806
"ACOT7",6308,8.46892,5418,7.80757,3619,5.10815,7.12821333333,"Acot7",111.188515,131.036078,129.630967,1570,1672,2878,123.951853333333,0.0650507624856625
"ACOT8",858,9.55638,927,11.0822,784,9.18037,9.93965,"Acot8",8.592737,6.335262,7.813267,92,79,179,7.580422,1.27495477495163
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot10",0.357201,0,0.059722,7,0,2,0.138974333333333,3.72665699520007
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot9",7.906744,9.434484,8.697412,173,191,328,8.67954666666667,0.438508828237479
"ACOX1",1383,6.41366,1602,7.97419,1794,8.7467,7.71151666667,"Acox1",42.462694,49.530815,42.902378,2083,2319,3937,44.9652956666667,0.18952378180801
"ACOX2",360,1.95632,355,2.07064,277,1.58254,1.86983333333,"Acox2",0.34875,0,0.118511,1,0,2,0.155753666666667,2.48308390974605
"ACOX3",307,0.720462,365,0.919403,387,0.95482,0.864895,"Acox3",9.86655,14.350914,13.065142,304,335,636,12.4275353333333,0.138885875457015
"ACOXL",127,0.0575309,110,0.0534848,122,0.0581026,0.0563727666667,"Acoxl",0.051151,0.052153,0,1,1,0,0.0344346666666667,1.02120781592783
"ACP2",881,16.0239,1004,19.6005,895,17.1141,17.5795,"Acp2",14.524213,21.164139,23.563349,907,1033,1751,19.750567,0.895373124021141
"ACP4",2,0.0727155,7,0.273172,3,0.114672,0.153519833333,"Acp4",0,0.057198,0,0,1,0,0.019066,1.13193829774813
"ACP5",21,0.843569,32,1.37972,35,1.47811,1.23379966667,"Acp5",0.06068,0,0.126958,1,0,4,0.062546,2.10230866867881
"ACP6",610,2.60726,652,2.99118,794,3.5679,3.05544666667,"Acp6",8.264773,7.340749,10.902368,110,97,263,8.83596333333333,0.412308030157697
"ACR",11,0.268994,16,0.419962,20,0.514182,0.401046,"Acr",0.807444,0.628591,0.846833,11,11,18,0.760956,0.795616699111165
"ACRBP",56,1.04532,49,0.981743,62,1.21672,1.081261,"Acrbp",4.10962,2.495291,4.514207,43,31,95,3.70637266666667,0.442221886664592
"ACSBG1",4789,10.6958,4310,10.332,3127,7.34232,9.45670666667,"Acsbg1",60.868711,58.496547,48.444874,1528,1492,2526,55.9367106666667,0.183654913398287
"ACSBG2",50,0.150998,40,0.129659,55,0.174624,0.151760333333,"Acsbg2",0.061179,0.028799,0.035622,2,1,2,0.0418666666666667,1.10547766828737
"ACSF2",272,0.975972,284,1.09377,288,1.08642,1.052054,"Acsf2",11.545947,8.756051,7.874134,174,149,316,9.392044,0.197463944532952
"ACSF3",565,1.30309,532,1.31697,506,1.22691,1.28232333333,"Acsf3",3.915831,4.53771,4.775548,115,130,272,4.40969633333333,0.421894907347541
"ACSL1",3565,8.74427,2446,6.43963,4883,12.5918,9.25856666667,"Acsl1",26.783503,29.664263,24.04514,610,606,1123,26.8309686666667,0.368602573253469
"ACSL3",2690,5.61472,2686,6.01758,2925,6.41859,6.01696333333,"Acsl3",137.743645,126.020907,116.28694,2455,1981,3863,126.683830666667,0.054955770802715
"ACSL4",3112,4.98043,3490,5.99505,3392,5.70717,5.56088333333,"Acsl4",42.27799,43.593616,27.973049,1208,1128,2020,37.9482183333333,0.168451436653136
"ACSL5",712,2.28806,528,1.82122,820,2.77038,2.29322,"Acsl5",75.63154,74.775796,56.525036,748,800,1379,68.9774573333333,0.0470611554848721
"ACSL6",2020,5.66704,3290,9.90698,1953,5.7603,7.11144,"Acsl6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.102474985550771
"ACSM1",14,0.0323286,10,0.0247856,19,0.0461265,0.0344135666667,"Acsm1",0,0,0,0,0,0,0,1.0344135666667
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,0.974462606613726
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,0.964141334454191
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,"Acsm3",0.282797,5.148762,2.552905,4,5,7,2.661488,0.64580392816527
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,"Acsm4",0,0,0.018442,0,0,1,0.00614733333333333,1.16585278100457
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,"Acsm5",0.163657,0.030481,0.29587,6,1,12,0.163336,3.37735615505752
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,"Acss1",6.028145,10.007418,9.563296,250,241,508,8.532953,0.628820891071214
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,"Acss2",18.71586,17.12475,17.603764,521,478,980,17.8147913333333,0.606546190059615
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,"Acss3",0.270661,0.365425,0.567388,7,19,39,0.401158,1.38832641762528
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,"Acta1",2.92908,4.247516,2.921494,52,74,99,3.36603,0.946286825026397
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,"Acta2",9.888823,10.858859,14.812093,171,196,448,11.8532583333333,0.349432018210687
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,"Actb",1338.442156,1336.811776,1222.922158,6581,7424,12805,1299.39203,0.140517368956037
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,"Actbl2",0.026725,0,0,1,0,0,0.00890833333333333,1.01334369656972
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,"Actc1",0.054823,0,0.057199,1,0,2,0.0373406666666667,3.72848585260644
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,"Actg1",533.854181,697.997865,581.991909,8440,9587,17032,604.614651666667,0.907708114095577
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,"Actg2",0.143131,0.14681,0.401161,1,2,5,0.230367333333333,1.04930749678578
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,"Actl10",0.952299,0.600651,0.862865,17,11,31,0.805271666666667,1.27948720552678
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,"Actl6a",7.557008,12.276269,9.663815,94,111,225,9.832364,0.637698905490067
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,"Actl6b",35.86115,41.196074,36.374725,535,582,1108,37.8106496666667,0.106853660931159
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,"Actn1",33.864388,28.934032,31.956368,1209,985,2176,31.5849293333333,0.0946951058805427
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,"Actn2",14.886157,16.737765,16.669772,268,326,649,16.097898,0.0674310764204465
"ACTN3",5,0.0515641,10,0.110692,6,0.0650529,0.0757696666667,"Actn3",0.366027,0.186996,0.388485,9,5,19,0.313836,0.818800570746044
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,"Actr10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,0.21330639636536
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,"Actr1a",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,0.475082492030882
"ACTR1B",1972,42.5002,2092,48.3934,1535,34.7801,41.8912333333,"Actr1b",122.146702,131.986356,134.627942,2618,2671,4864,129.587,0.328449488335746
"ACTR2",6761,27.152,6651,28.6694,9579,40.4436,32.0883333333,"Actr2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,0.391574021333682
"ACTR3",4285,10.3205,4382,11.3282,5816,14.7269,12.1252,"Actr3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,0.129451268560198
"ACTR3B",1119,2.04421,1139,2.23337,855,1.6421,1.97322666667,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.0731767197996021
"ACTR5",252,1.82969,252,1.96389,289,2.20604,1.99987333333,"Actr5",3.346304,4.096994,3.535604,57,52,114,3.659634,0.643800206911101
"ACTR8",496,5.7434,673,8.36456,629,7.65731,7.25509,"Actr8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,0.321094175369782
"ACTRT3",52,3.43974,53,3.76304,63,4.38128,3.86135333333,"Actrt3",0.35505,0.280845,0.226752,9,7,11,0.287549,3.77566471903594
"ACVR1",561,0.702961,684,0.919952,966,1.27258,0.965164333333,"Acvr1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,0.225877625943027
"ACVR1B",1040,4.00368,988,4.08247,1082,4.37917,4.15510666667,"Acvr1b",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,0.214939395085499
"ACVR1C",30,0.0513328,36,0.0661175,58,0.104337,0.0739291,"Acvr1c",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,0.198637075967852
"ACVR2A",570,1.15373,724,1.57293,775,1.64918,1.45861333333,"Acvr2a",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,0.208931505747016
"ACVR2B",463,2.06062,484,2.31208,571,2.67173,2.34814333333,"Acvr2b",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,0.892285322578338
"ACVRL1",225,2.38892,317,3.61259,418,4.66588,3.55579666667,"Acvrl1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,0.192221216271023
"ACY1",265,7.90291,240,7.68233,223,6.99172,7.52565333333,"Acy1",9.571324,11.354607,9.093965,86,100,183,10.006632,0.774592385148336
"ACY3",13,0.277775,28,0.642167,4,0.0898562,0.3365994,"Acy3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,0.60618026591942
"ACYP2",942,0.492032,1226,0.687343,1085,0.595814,0.591729666667,"Acyp2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,0.111943400468686
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,"Ada",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,0.806672506177547
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,"Adad1",0,0,0,0,0,0,0,1.00726776333333
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,"Adal",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,0.387886516498767
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,"Adam10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,0.283146765443267
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,"Adam11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,0.439127739599813
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,"Adam12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,0.552798807571561
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,"Adam15",42.157036,42.000058,53.519479,670,676,1402,45.892191,0.433446015207522
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,"Adam17",9.399549,5.108095,9.676901,221,176,382,8.061515,0.715541496096403
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,"Adam2",0,0,0.089934,0,0,3,0.029978,0.980777236665929
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,"Adam21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,1.70385132281015
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,"Adam22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,0.111561025272244
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,"Adam23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,0.167609690478721
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,"Adam28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,3.49119466920514
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,"Adam29",0,0,0,0,0,0,0,1.01435349
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,"Adam33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,6.52602709381103
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,"Adam7",0,0.055535,0.057108,0,1,4,0.0375476666666667,0.988903513830497
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,"Adam8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,0.76640649334831
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,"Adamdec1",0,0,0,0,0,0,0,1.0645283666667
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,"Adamts1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,22.9082595249296
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,"Adamts10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,0.547664773263223
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,"Adamts12",0.016006,0.040975,0.022189,2,5,4,0.02639,1.04188476115317
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,"Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,1.19722883287862
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,"Adamts14",0.040442,0.085075,0.10705,2,6,15,0.0775223333333333,1.27386934284765
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,"Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,0.901851826033325
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,"Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,1.06907228342749
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,"Adamts17",2.804391,3.88959,7.425449,38,48,87,4.70647666666667,0.184050088116246
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,"Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,0.647939468674596
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,"Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,0.909392745199058
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,"Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,0.478797869917579
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,"Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0.374449854942609
"ADAMTS3",60,0.0363637,108,0.0702556,75,0.0477877,0.051469,"Adamts3",6.061728,5.219906,4.794973,240,268,459,5.358869,0.165354719526381
"ADAMTS4",344,4.07351,208,2.64371,364,4.53158,3.7496,"Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,0.903582826903848
"ADAMTS5",171,0.607593,172,0.655973,117,0.43706,0.566875333333,"Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,1.28462062962597
"ADAMTS6",127,0.0665904,182,0.102428,173,0.0953657,0.0881280333333,"Adamts6",0.818037,0.747153,0.578188,59,59,115,0.714459333333333,0.634677074094087
"ADAMTS7",329,1.09983,467,1.67566,358,1.2582,1.34456333333,"Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,1.9518996755913
"ADAMTS8",526,3.87942,457,3.61774,393,3.04727,3.51481,"Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,2.83610041872194
"ADAMTS9",2388,2.42059,1539,1.67443,2427,2.58639,2.22713666667,"Adamts9",0.335946,0.307006,0.749196,28,33,57,0.464049333333333,2.20425404608633
"ADAMTSL1",1161,0.20194,1836,0.34277,1358,0.248329,0.264346333333,"Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,0.574434287240693
"ADAMTSL2",533,2.14768,724,3.13127,749,3.17294,2.81729666667,"Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,0.519635108468291
"ADAMTSL3",241,0.109143,354,0.172077,572,0.272341,0.184520333333,"Adamtsl3",0.361326,0.63423,0.567644,31,26,48,0.521066666666667,0.77874320652152
"ADAMTSL4",760,11.4765,649,10.5191,1257,19.9558,13.9838,"Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,1.50459875743092
"ADAMTSL5",89,1.81151,156,3.40813,212,4.53655,3.25206333333,"Adamtsl5",2.893487,6.386214,5.010418,44,58,129,4.763373,0.737773406879964
"ADAP1",1063,3.2292,1090,3.5541,884,2.82327,3.20219,"Adap1",92.281867,92.647166,82.734768,1588,1710,3053,89.221267,0.0465764906626727
"ADAP2",562,1.8532,396,1.40159,1016,3.52224,2.25901,"Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,1.05226819766179
"ADAR",5573,21.185,6126,24.9952,7275,29.0744,25.0848666667,"Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,0.720308175471926
"ADARB1",1308,1.49636,1427,1.75224,1792,2.15529,1.80129666667,"Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,0.0855002958518862
"ADARB2",501,0.156234,944,0.315973,485,0.159007,0.210404666667,"Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,0.22168598525927
"ADAT1",854,5.66843,860,6.12694,899,6.27339,6.02292,"Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,2.50009048083474
"ADAT2",387,2.42638,380,2.55724,638,4.20539,3.06300333333,"Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,1.22708726728524
"ADAT3",46,0.998404,31,0.722189,43,0.981195,0.900596,"Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,1.24239689977546
"ADCK1",284,0.367771,284,0.394746,329,0.447913,0.403476666667,"Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,0.122324959529419
"ADCK2",804,6.02385,817,6.57023,656,5.16725,5.92044333333,"Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,0.389736880444926
"ADCK5",174,1.50917,191,1.77812,151,1.3769,1.55473,"Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.0806891992267168
"ADCY1",332,0.389322,413,0.519831,326,0.401908,0.437020333333,"Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,0.0245846894354908
"ADCY10",49,0.0816584,47,0.0840704,58,0.101618,0.0891156,"Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.859857295155546
"ADCY2",314,0.126411,265,0.11451,271,0.1147,0.118540333333,"Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,0.0350815780631214
"ADCY3",4737,8.22034,3211,5.98091,5227,9.53623,7.91249333333,"Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,0.49049403054312
"ADCY4",682,7.11524,842,9.42883,463,5.07837,7.20748,"Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,1.3031126540393
"ADCY5",771,0.804315,832,0.931613,820,0.89934,0.878422666667,"Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,0.0305069929610965
"ADCY6",1216,9.29934,1150,9.43967,1242,9.98569,9.5749,"Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,0.370516515067043
"ADCY7",1701,4.12732,1462,3.80761,2459,6.27279,4.73590666667,"Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,2.60441713791421
"ADCY8",97,0.0650239,86,0.0618785,86,0.0606091,0.0625038333333,"Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,0.341689629020188
"ADCY9",1169,1.25247,1230,1.41449,1157,1.30324,1.3234,"Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,0.192945927666398
"ADCYAP1",3750,89.7181,2088,53.6191,8078,203.185,115.5074,"Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,6.25565814740115
"ADCYAP1R1",102,0.301925,116,0.368551,105,0.326758,0.332411333333,"Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.0496030609985513
"ADD1",8996,18.2277,9092,19.7734,8285,17.6487,18.5499333333,"Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,0.0839039547738202
"ADD2",6367,6.92561,5742,6.70389,5182,5.92596,6.51848666667,"Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,0.192618967776132
"ADD3",5737,7.20016,7429,10.0076,6888,9.08843,8.76539666667,"Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,0.381898518687747
"ADGB",309,0.249344,316,0.273696,433,0.367339,0.296793,"Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,1.13423451002344
"ADGRA1",75,0.215689,82,0.253116,24,0.072563,0.180456,"Adgra1",16.117526,15.757137,15.399882,546,598,1091,15.7581816666667,0.0704405778311867
"ADGRA2",1605,4.61885,1784,5.51054,1627,4.92249,5.01729333333,"Adgra2",4.229836,2.944187,3.342683,176,173,383,3.50556866666667,1.33552361055941
"ADGRA3",388,0.396402,603,0.661245,564,0.60579,0.554479,"Adgra3",19.324673,31.138297,67.324469,187,209,384,39.2624796666667,0.0386086255210693
"ADGRB1",766,1.40008,581,1.13983,715,1.37394,1.30461666667,"Adgrb1",122.866532,112.035103,117.933367,3167,3286,7153,117.611667333333,0.0194299323033151
"ADGRB2",536,2.47872,328,1.62809,225,1.09392,1.73357666667,"Adgrb2",194.492658,250.351565,234.942248,3245,3697,7454,226.595490333333,0.0120106802760742
"ADGRB3",1909,0.442176,3346,0.831871,2361,0.574942,0.616329666667,"Adgrb3",20.245668,23.942509,19.852774,1162,1292,2048,21.3469836666667,0.0723287621621149
"ADGRD1",279,0.259865,304,0.303919,601,0.588513,0.384099,"Adgrd1",1.023258,0.817564,0.736087,74,59,102,0.858969666666667,0.744551686247705
"ADGRE1",71,0.2345,35,0.124077,287,0.996562,0.451713,"Adgre1",4.200189,2.238701,5.171521,72,68,144,3.870137,0.298084632937431
"ADGRE5",323,1.99921,240,1.59444,349,2.27102,1.95489,"Adgre5",6.255284,6.764807,5.11938,132,118,242,6.04649033333333,0.419342092335234
"ADGRF1",4,0.015653,2,0.00840055,1,0.0041141,0.00938921666667,"Adgrf1",0,0,0.009763,0,0,1,0.00325433333333333,1.00611498313987
"ADGRF2",1,0.00422366,4,0.0181338,2,0.0088809,0.0104127866667,"Adgrf2",0.558834,0.269915,0.446443,19,9,29,0.425064,0.709029760534755
"ADGRF3",59,0.266716,29,0.140713,70,0.332685,0.246704666667,"Adgrf3",0,0,0,0,0,0,0,1.246704666667
"ADGRF4",0,0,4,0.0207437,3,0.0152386,0.0119941,"Adgrf4",0.376858,0.356769,0.408416,14,13,30,0.380681,0.732967354515634
"ADGRF5",957,1.63233,1206,2.20793,1096,1.96538,1.93521333333,"Adgrf5",10.144475,9.973962,10.277928,582,530,1026,10.1321216666667,0.263670612055833
"ADGRG1",3435,10.9249,3158,10.7806,4000,13.3748,11.6934333333,"Adgrg1",66.023719,65.405374,48.076105,709,616,1071,59.835066,0.208653235180184
"ADGRG2",1018,1.33385,1562,2.19675,1412,1.94506,1.82522,"Adgrg2",0.23566,0.288794,0.227666,15,18,25,0.250706666666667,2.25889896911613
"ADGRG3",6,0.0496728,9,0.0799742,4,0.0348149,0.0548206333333,"Adgrg3",0.428962,0.171567,0.471919,5,7,12,0.357482666666667,0.777041695805545
"ADGRG4",4,0.00602785,4,0.00646998,3,0.00475293,0.00575025333333,"Adgrg4",0.084761,0.077704,0,2,1,0,0.054155,0.954081945570936
"ADGRG5",144,0.512993,309,1.18154,148,0.554305,0.749612666667,"Adgrg5",0,0,0,0,0,0,0,1.749612666667
"ADGRG6",1857,2.24645,2427,3.15133,1778,2.26128,2.55302,"Adgrg6",0.604321,0.88079,0.777243,50,74,132,0.754118,2.02553077957127
"ADGRG7",86,0.174945,66,0.144108,93,0.198895,0.172649333333,"Adgrg7",0,0,0.014449,0,0,1,0.00481633333333333,1.16702853489941
"ADGRL1",1569,4.68993,1428,4.58154,1122,3.52593,4.2658,"Adgrl1",138.685163,155.574785,130.719349,6657,6996,12848,141.659765666667,0.0369115985533291
"ADGRL2",70,0.0178192,91,0.0248641,124,0.0331857,0.0252896666667,"Adgrl2",27.454898,29.636314,26.848317,1148,1232,2368,27.979843,0.0353794072199322
"ADGRL3",1814,0.361318,2586,0.552868,1847,0.386774,0.433653333333,"Adgrl3",80.427055,80.961091,74.699422,1271,1300,2227,78.695856,0.0179890574653342
"ADGRL4",524,0.233311,711,0.339793,496,0.23218,0.268428,"Adgrl4",20.526297,16.238805,18.372568,307,278,610,18.3792233333333,0.0654529842699235
"ADGRV1",2309,0.63515,3095,0.913805,1742,0.503778,0.684244333333,"Adgrv1",0.766819,1.031241,0.956273,40,37,70,0.918111,0.878074487520795
"ADH1A",431,5.14488,353,4.52286,738,9.26173,6.30982333333,"Adh1",0.127069,0.157279,0.242605,2,2,6,0.175651,6.21768138106462
