"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"CEP152",489,0.869769,625,1.19321,579,1.08271,1.048563,"Cep152",0.672266,0.513188,0.473757,167,31,46,0.553070333333333,1.31904071311645
"CEP162",478,0.80758,544,0.986499,535,0.950275,0.914784666667,"Cep162",3.286315,2.868124,3.128426,590,138,192,3.09428833333333,0.467672159549177
"CEP164",1163,2.0583,1117,2.12189,1028,1.91276,2.03098333333,"Cep164",7.120016,5.210351,10.271756,1120,281,461,7.534041,0.355163905742895
"CEP170",4516,6.02608,5836,8.35867,5033,7.06068,7.14847666667,"Cep170",42.771554,30.827339,38.744383,5567,1216,2078,37.4477586666667,0.211936324749524
"CEP170B",3039,16.8527,2664,15.8567,2099,12.2374,14.9822666667,"Cep170b",71.815022,69.019877,57.995042,6543,1393,2286,66.276647,0.237560392489537
"CEP19",117,3.42146,142,4.45712,108,3.32038,3.73298666667,"Cep19",22.508043,20.993345,23.489314,1247,287,527,22.330234,0.202869232544774
"CEP192",867,1.13294,1775,2.48959,1447,1.9879,1.87014333333,"Cep192",2.412468,1.702996,2.114079,303,63,127,2.07651433333333,0.932920514048204
"CEP250",869,2.36776,829,2.42445,880,2.5208,2.43767,"Cep250",7.755914,7.568733,10.730892,2307,590,922,8.68517966666667,0.35494127298757
"CEP290",1062,1.99334,1632,3.2879,1096,2.16275,2.48133,"Cep290",5.606874,6.797957,7.119462,968,256,401,6.50809766666667,0.463676706745024
"CEP295",650,1.65346,745,2.03412,766,2.04855,1.91204333333,"Cep295",7.306317,11.095956,8.402556,882,228,363,8.934943,0.293111227042772
"CEP295NL",762,4.12036,858,4.97976,846,4.80938,4.6365,"Cep295nl",0.194727,0.535741,0.099827,14,8,3,0.276765,4.4146730212686
"CEP350",1596,1.7415,2350,2.75232,2245,2.57541,2.35641,"Cep350",8.804952,8.695296,9.53873,2967,615,1257,9.01299266666667,0.335205478695047
"CEP41",609,2.1863,526,2.02683,514,1.93996,2.05103,"Cep41",2.896537,2.483827,3.89479,271,59,119,3.091718,0.745659891517451
"CEP44",602,2.11816,654,2.46991,680,2.51541,2.36782666667,"Cep44",6.455698,8.364124,5.539034,201,72,78,6.78628533333333,0.432533168576834
"CEP55",47,0.25279,30,0.17319,73,0.412783,0.279587666667,"Cep55",0.292459,0.624808,0.24294,27,12,8,0.386735666666667,0.922733652436285
"CEP57",728,2.97645,977,4.28749,1078,4.63367,3.96587,"Cep57",7.970886,7.200329,8.943082,412,132,195,8.038099,0.549437442541844
"CEP57L1",327,0.830051,376,1.02444,413,1.10216,0.985550333333,"Cep57l1",2.35846,2.096245,2.291159,160,33,57,2.24862133333333,0.611197837359417
"CEP63",801,1.56706,899,1.88779,1073,2.20695,1.88726666667,"Cep63",15.332434,18.496352,14.795492,856,220,319,16.2080926666667,0.167785397405655
"CEP68",1223,6.97337,1653,10.1165,1392,8.34437,8.47808,"Cep68",7.33165,6.823386,6.41218,1058,229,368,6.85573866666667,1.20651671372639
"CEP70",570,0.993847,727,1.36057,672,1.23183,1.19541566667,"Cep70",5.950285,9.495623,7.614784,341,80,145,7.68689733333333,0.252727249146339
"CEP72",1411,4.4958,1137,3.88849,851,2.85068,3.74499,"Cep72",0.929388,2.574903,0.736504,46,19,17,1.41359833333333,1.9659402040798
"CEP76",321,1.3696,364,1.66698,263,1.17973,1.40543666667,"Cep76",8.350544,8.647679,6.895277,256,62,84,7.9645,0.268329150166769
"CEP78",489,1.95805,644,2.76784,513,2.15959,2.29516,"Cep78",4.344869,4.333594,4.229978,438,106,171,4.30281366666667,0.621398413584336
"CEP83",722,0.821497,813,0.992887,1085,1.29789,1.03742466667,"Cep83",14.008247,15.664903,12.448074,1214,328,466,14.040408,0.135463390798308
"CEP85",710,2.78052,624,2.62297,643,2.64739,2.68362666667,"Cep85",24.279303,17.574784,25.82089,1017,215,407,22.5583256666667,0.156361989336197
"CEP85L",1722,1.20669,2660,2.00071,1791,1.31946,1.50895333333,"Cep85l",28.111102,29.489778,25.603968,1134,284,493,27.7349493333333,0.0873136508516319
"CEP89",500,0.909256,529,1.03255,531,1.01519,0.985665333333,"Cep89",11.346247,13.300771,11.375095,300,73,109,12.007371,0.152656930699755
"CEP95",964,4.73101,930,4.89892,1158,5.97481,5.20158,"Cep95",4.763771,4.564484,4.536608,152,57,77,4.621621,1.1031657950616
"CEP97",576,2.18896,716,2.92058,673,2.68887,2.59947,"Cep97",3.411403,3.301647,3.746332,892,235,351,3.48646066666667,0.802296123254396
"CEPT1",886,3.40348,1005,4.14377,1374,5.54899,4.36541333333,"Cept1",39.197467,34.14092,31.516857,1998,435,767,34.951748,0.149239289653733
"CER1",1,0.0580396,3,0.18689,0,0,0.0816432,"Cer1",0.589209,0.370095,0.92648,39,6,24,0.628594666666667,0.664157400327153
"CERCAM",465,3.17312,608,4.45326,401,2.87684,3.50107333333,"Cercam",2.278558,4.022672,3.887681,118,28,56,3.39630366666667,1.02383130798214
"CERK",1666,5.40551,1935,6.7388,1573,5.36572,5.83667666667,"Cerk",34.249424,30.238541,32.070451,5087,1108,1886,32.1861386666667,0.206010007230428
"CERKL",156,0.189265,146,0.190125,263,0.335459,0.238283,"Cerkl",1.885835,3.934683,3.160548,42,10,16,2.99368866666667,0.31005997296067
"CERS2",2867,34.729,3201,41.619,3419,43.5414,39.9631333333,"Cers2",36.813379,35.203237,37.857235,2782,650,1118,36.624617,1.08873223435869
"CERS3",23,0.0277873,22,0.0285287,10,0.0127016,0.0230058666667,"Cers3",0.149465,0.305059,0.154336,16,5,8,0.202953333333333,0.850411930637403
"CERS4",765,2.39997,855,2.87906,666,2.19663,2.49188666667,"Cers4",36.380449,38.929325,32.146737,4245,1102,1732,35.818837,0.0948396785773
"CERS5",1112,5.08083,1241,6.08614,1126,5.40886,5.52527666667,"Cers5",34.788371,34.59076,36.435086,2014,470,821,35.2714056666667,0.179901400200398
"CERS6",2433,1.33127,2554,1.49998,2448,1.40823,1.41316,"Cers6",3.73803,2.441413,2.686226,742,147,289,2.955223,0.610119833951208
"CERT1",7278,8.16116,6566,7.9028,5134,6.05249,7.37215,"Cert1",63.39286,63.585103,68.793071,7364,1783,3080,65.2570113333333,0.126358702747403
"CES1",296,1.69616,93,0.572004,175,1.05427,1.107478,"Ces1h",0,0,0,0,0,0,0,2.107478
"CES1",296,1.69616,93,0.572004,175,1.05427,1.107478,"Ces1c",0,0,0,0,0,0,0,2.107478
"CES1",296,1.69616,93,0.572004,175,1.05427,1.107478,"Ces1d",0,0.643791,0,0,1,0,0.214597,1.73512531316972
"CES1",296,1.69616,93,0.572004,175,1.05427,1.107478,"Ces1b",0,0,0,0,0,0,0,2.107478
"CES1",296,1.69616,93,0.572004,175,1.05427,1.107478,"Ces1g",0,0,0,0,0,0,0,2.107478
"CES3",29,0.364349,15,0.202279,55,0.726475,0.431034333333,"Ces3a",0,0,0,0,0,0,0,1.431034333333
"CES3",29,0.364349,15,0.202279,55,0.726475,0.431034333333,"Ces3b",0.311368,0,0.299853,8,0,3,0.203740333333333,1.18882311550553
"CES4A",517,4.26639,664,5.88137,498,4.32053,4.82276333333,"Ces4a",0.050616,0.041737,0.129792,5,1,5,0.0740483333333333,5.42132337309153
"CES5A",15,0.0238491,21,0.0358377,25,0.0417886,0.0338251333333,"Ces5a",1.14461,0.98771,0.82179,47,7,10,0.984703333333333,0.520896557168057
"CETN2",859,39.7106,833,41.3332,783,38.0552,39.6996666667,"Cetn2",28.127997,29.245275,28.603488,1011,248,392,28.65892,1.37225720514098
"CETN3",262,2.61161,348,3.7233,336,3.52116,3.28535666667,"Cetn3",93.167494,98.970835,79.679311,1135,305,420,90.60588,0.0467803667916295
"CFAP100",24,0.100672,21,0.0945488,16,0.0705593,0.0885933666667,"Cfap100",10.42533,18.693715,13.672206,453,134,216,14.2637503333333,0.0713188661301282
"CFAP126",524,29.1165,593,35.3674,482,28.1574,30.8804333333,"Cfap126",1.924105,1.559403,1.580905,41,9,15,1.68813766666667,11.8596728614842
"CFAP157",125,2.42234,117,2.43361,137,2.79115,2.54903333333,"Cfap157",24.643304,22.433654,16.418446,147,27,58,21.1651346666667,0.160117833106029
"CFAP161",89,0.109381,93,0.122681,93,0.120164,0.117408666667,"Cfap161",0.110085,0.035032,0.082932,5,1,1,0.0760163333333333,1.03846812734286
"CFAP20",606,6.70473,666,7.90903,559,6.50217,7.03864333333,"Cfap20",30.88184,19.410225,29.987792,882,174,380,26.7599523333333,0.289576986185147
"CFAP206",66,0.204095,50,0.165958,53,0.172307,0.180786666667,"Cfap206",4.138679,7.394861,6.270141,303,78,142,5.93456033333333,0.170275635355157
"CFAP221",126,0.186828,133,0.211672,111,0.173034,0.190511333333,"Cfap221",0.009937,0,0.148553,1,0,2,0.05283,1.13077261602823
"CFAP298",549,4.67283,532,4.86026,493,4.41156,4.64821666667,"Cfap298",24.088949,20.867017,27.256585,388,104,153,24.0708503333333,0.225290191260897
"CFAP299",104,0.0289294,99,0.0295584,116,0.0339236,0.0308038,"Cfap299",0.887575,0.302447,0.471622,24,2,5,0.553881333333333,0.663373565205751
"CFAP300",89,0.418886,119,0.601165,162,0.801603,0.607218,"Cfap300",8.438069,7.139195,8.083444,440,98,183,7.88690266666667,0.180852436476931
"CFAP36",1132,7.52623,1231,8.78476,1234,8.62551,8.31216666667,"Cfap36",45.568107,45.788211,44.864317,2557,636,1050,45.4068783333333,0.200663500780685
"CFAP410",749,12.5107,789,14.1455,764,13.4163,13.3575,"Cfap410",24.346793,18.253197,21.680675,1021,242,362,21.4268883333333,0.64019135363778
"CFAP43",151,0.257424,180,0.329371,193,0.345914,0.310903,"Cfap43",0.229485,0.239177,0.231933,58,12,23,0.233531666666667,1.06272342690838
"CFAP44",568,0.641508,603,0.73099,533,0.632876,0.668458,"Cfap44",0.31965,0.485669,0.673788,55,8,25,0.493035666666667,1.11749373256767
"CFAP45",16,0.100539,14,0.0944241,12,0.0792746,0.0914125666667,"Cfap45",0.411611,0.030613,0.625145,10,1,3,0.355789666666667,0.805001390333678
"CFAP46",126,0.163741,103,0.14367,125,0.17078,0.159397,"Cfap46",0.096514,0.165776,0.129757,22,7,7,0.130682333333333,1.0253958745265
"CFAP52",29,0.0758186,23,0.0645425,31,0.0852074,0.0751895,"Cfap52",0.951733,0.384175,0.896533,46,5,16,0.744147,0.61645578039007
"CFAP54",71,0.032135,61,0.029634,73,0.0347361,0.0321683666667,"Cfap54",0.303104,0.179035,0.17279,51,9,25,0.218309666666667,0.847213475282311
"CFAP57",65,0.138127,36,0.0821124,51,0.113939,0.1113928,"Cfap57",0.475977,0.509087,0.422945,79,21,28,0.469336333333333,0.756391014628146
"CFAP58",17,0.0293264,12,0.0222194,13,0.0235771,0.0250409666667,"Cfap58",0.229366,0.08814,0.220252,32,3,12,0.179252666666667,0.869229297198989
"CFAP61",84,0.0476166,78,0.0474585,72,0.0429091,0.0459947333333,"Cfap61",62.816931,13.772744,37.03336,225,49,81,37.874345,0.0269070702884717
"CFAP65",30,0.135489,33,0.159969,22,0.104458,0.133305333333,"Cfap65",0.034602,0.045257,0.053822,6,2,3,0.0445603333333333,1.08495919016613
"CFAP69",194,0.514367,246,0.700078,320,0.891988,0.702144333333,"Cfap69",11.159475,14.776601,13.492028,500,107,189,13.1427013333333,0.120354965661416
"CFAP70",378,0.628312,467,0.833184,488,0.852789,0.771428333333,"Cfap70",0.304896,0.95726,2.491604,46,14,16,1.25125333333333,0.786863169552812
"CFAP73",128,2.37408,122,2.42877,123,2.39844,2.40043,"Cfap73",0.032487,0,0,1,0,0,0.010829,3.36400123067304
"CFAP74",71,0.151473,70,0.160293,52,0.116632,0.142799333333,"Cfap74",2.993995,2.45218,2.819331,291,59,110,2.75516866666667,0.30432703155979
"CFAP77",34,0.0363789,51,0.0585708,54,0.0607439,0.0518978666667,"Cfap77",0,0.171904,0.169894,0,2,3,0.113932666666667,0.944310098934795
"CFAP97",1025,3.59283,1256,4.72544,1298,4.78328,4.36718333333,"Cfap97",10.267796,9.213499,10.166777,1749,384,713,9.88269066666667,0.493185325001427
"CFAP97D1",10,0.24311,3,0.0782826,11,0.281147,0.200846533333,"Cfap97d1",0,0,0,0,0,0,0,1.200846533333
"CFAP99",58,0.230447,41,0.174851,44,0.183795,0.196364333333,"Cfap99",1.018116,0.916253,0.837954,87,19,28,0.924107666666667,0.621776189585891
"CFB",376,10.2077,304,8.85842,971,27.714,15.5933733333,"Cfb",2.684837,2.138088,2.366825,118,20,37,2.39658333333333,4.88531318235482
"CFD",119,5.22604,164,7.73054,108,4.98641,5.98099666667,"Cfd",0.280269,0.667981,0.444799,8,5,5,0.464349666666667,4.76730170776834
"CFDP1",886,1.10713,974,1.30636,770,1.01156,1.14168333333,"Cfdp1",47.202866,51.869064,45.568209,1952,522,738,48.2133796666667,0.0435183144875663
"CFHR1",330,4.63691,491,7.4052,1259,18.5985,10.2135366667,"Cfhr1",0.045387,0.060249,0.077022,3,1,2,0.060886,10.5699732739427
"CFHR2",0,0,2,0.0236088,0,0,0.0078696,"Cfhr1",0.045387,0.060249,0.077022,3,1,2,0.060886,0.950026298772912
"CFI",604,1.71613,475,1.4486,1204,3.59649,2.25374,"Cfi",0.122597,0.100675,0.28185,10,2,9,0.168374,2.78484457887628
"CFL1",7252,32.4809,7681,36.9257,7954,37.4536,35.6200666667,"Cfl1",728.750181,651.426378,642.694751,26060,5766,9146,674.290436666667,0.0542286173153318
"CFL2",3062,93.6664,3672,120.565,2875,92.4601,102.2305,"Cfl2",193.964911,191.106653,218.406211,7890,1922,3198,201.159258333333,0.510639487160103
"CFLAR",4771,13.7689,4576,14.1748,5206,15.7955,14.5797333333,"Cflar",23.170991,21.454491,22.810874,2600,624,917,22.4787853333333,0.66356641163975
"CFP",29,0.710159,13,0.341697,19,0.489158,0.513671333333,"Cfp",3.80823,5.763057,5.016869,110,37,43,4.86271866666667,0.258185906470184
"CFTR",150,0.104741,165,0.123665,295,0.216563,0.148323,"Cftr",0.011164,0,0,2,0,0,0.00372133333333333,1.14406555073055
"CGA",3,0.052891,1,0.0189235,4,0.0741411,0.0486518666667,"Cga",0,0,0,0,0,0,0,1.0486518666667
"CGAS",148,0.66667,139,0.672054,264,1.25023,0.862984666667,"Cgas",0.198953,0.258847,0.249388,30,8,14,0.235729333333333,1.50759929089137
"CGGBP1",2499,4.45746,3297,6.3122,3216,6.03081,5.60015666667,"Cggbp1",15.746449,12.318233,14.565517,2271,558,860,14.2100663333333,0.433933457095158
"CGN",106,0.657066,85,0.565539,98,0.638657,0.620420666667,"Cgn",0.599222,0.60567,0.653685,111,27,52,0.619525666666667,1.00055263094544
"CGNL1",323,0.322886,419,0.449573,439,0.461369,0.411276,"Cgnl1",28.287339,23.982196,22.963973,4915,1182,1791,25.077836,0.0541178340104601
"CGREF1",819,7.0691,696,6.44807,488,4.42831,5.98182666667,"Cgref1",19.505956,19.553421,20.171675,1012,247,419,19.743684,0.336576023172644
"CGRRF1",378,2.23996,440,2.7986,424,2.64151,2.56002333333,"Cgrrf1",13.740699,13.521616,11.815852,583,118,227,13.0260556666667,0.253815001019175
"CH25H",83,8.58497,40,4.4408,126,13.7015,8.90909,"Ch25h",0.312138,0.6358,0.396691,16,8,8,0.448209666666667,6.84230345099662
"CHAC1",176,8.6587,170,8.97696,82,4.24123,7.29229666667,"Chac1",2.431613,2.101967,2.765206,153,32,69,2.43292866666667,2.41551674148875
"CHAC2",67,1.58323,75,1.90227,87,2.16136,1.88228666667,"Chac2",15.820926,17.17638,16.783042,619,172,244,16.5934493333333,0.163827263890151
"CHAD",48,1.90106,50,2.12551,53,2.20682,2.07779666667,"Chad",0.305295,0.567614,0.864032,20,9,22,0.578980333333333,1.94923052662256
"CHADL",1099,16.8092,1498,24.5924,871,14.0057,18.4691,"Chadl",4.633632,3.125159,5.406809,271,48,147,4.38853333333333,3.61306106794675
"CHAF1A",149,0.614223,156,0.690248,145,0.628414,0.644295,"Chaf1a",1.010847,1.515434,2.129071,144,32,62,1.551784,0.644370761788615
"CHAF1B",61,0.316936,54,0.301145,97,0.529848,0.382643,"Chaf1b",1.30268,2.10916,2.123685,70,16,34,1.845175,0.485960617536707
"CHAMP1",356,2.6871,368,2.98141,436,3.45986,3.04279,"Champ1",6.658427,6.447487,6.091844,1115,264,401,6.39925266666667,0.546378152244024
"CHAT",74,0.230811,52,0.174088,34,0.111492,0.172130333333,"Chat",0.008409,0,0.043095,1,0,2,0.017168,1.15234684273689
"CHCHD1",243,26.4333,248,28.9559,254,29.048,28.1457333333,"Chchd1",32.292828,29.398152,30.770514,490,114,182,30.820498,0.915942086553768
"CHCHD10",555,37.1487,641,46.052,415,29.2036,37.4681,"Chchd10",136.462823,99.755464,125.652407,1340,249,573,120.623564666667,0.316288213599309
"CHCHD2",2487,88.5964,2565,98.0772,2450,91.7581,92.8105666667,"Chchd2",208.030092,132.132081,220.055551,5985,916,2665,186.739241333333,0.499685446688997
"CHCHD3",5449,3.20279,5649,3.56388,5655,3.49447,3.42038,"Chchd3",56.95996,51.862806,56.94706,1854,382,746,55.2566086666667,0.0785753017248474
"CHCHD4",244,3.33176,271,3.97186,281,4.03393,3.77918333333,"AU015836",0.166899,0.137367,0.171281,7,1,6,0.158515666666667,4.12526431090991
"CHCHD4",244,3.33176,271,3.97186,281,4.03393,3.77918333333,"Chchd4",3.828732,2.849137,3.113072,542,97,174,3.263647,1.12091440340394
"CHCHD5",95,3.29555,121,4.50537,86,3.13647,3.64579666667,"Chchd5",7.79194,8.449993,6.215498,294,75,88,7.48581033333333,0.547478258902479
"CHCHD6",517,0.352561,455,0.333039,390,0.279606,0.321735333333,"Chchd6",18.767718,18.625432,18.36389,742,179,287,18.58568,0.0674847813980929
"CHCHD7",584,14.3212,640,16.8456,963,24.8274,18.6647333333,"Chchd7",76.037681,72.719855,70.678381,400,95,174,73.1453056666667,0.2652188585169
"CHD1",806,1.87811,1053,2.63363,1555,3.80938,2.77370666667,"Chd1",4.279778,3.648447,4.061683,946,214,392,3.996636,0.755249465174169
"CHD1L",1007,3.31228,1055,3.7247,1346,4.65459,3.89719,"Chd1l",2.386269,2.208229,2.381694,278,67,116,2.32539733333333,1.4726631163474
"CHD2",2882,3.93937,2673,3.92168,3534,5.07852,4.31319,"Chd2",23.080454,26.732939,31.91811,1786,403,727,27.2438343333333,0.188118579697565
"CHD3",3804,23.7638,3549,23.797,3599,23.6372,23.7326666667,"Chd3",78.292937,63.511341,74.514554,11893,2788,4399,72.1062773333333,0.33831112140931
"CHD4",3422,13.4514,4052,17.0961,4007,16.5594,15.7023,"Chd4",49.472333,59.085538,47.233762,8733,2243,3260,51.9305443333333,0.315551260814857
"CHD5",1377,3.0631,793,1.89339,605,1.41488,2.12379,"Chd5",37.030632,17.918355,42.776403,3965,1022,1460,32.57513,0.0930388058065598
"CHD6",2700,2.18069,2983,2.58597,2982,2.53207,2.43291,"Chd6",15.859054,12.60664,14.74098,3878,919,1569,14.4022246666667,0.222884036189231
"CHD7",642,0.592516,828,0.820231,944,0.915958,0.776235,"Chd7",1.175091,1.327793,1.923124,250,71,142,1.475336,0.717573291060284
"CHD8",1491,3.67215,1685,4.45433,1868,4.83679,4.32109,"Chd8",38.61944,39.513377,41.540936,3158,742,1195,39.891251,0.130127835903088
"CHD9",1864,1.18795,2799,1.91468,2657,1.78026,1.62763,"Chd9",135.341315,116.0527,116.070598,5369,1218,2030,122.488204333333,0.0212783886054995
"CHDH",204,1.04558,230,1.26531,153,0.824436,1.04510866667,"Chdh",1.588913,2.147626,1.51043,347,84,139,1.74898966666667,0.743949201216835
"CHEK1",112,0.386754,135,0.50037,146,0.53004,0.472388,"Chek1",2.261089,3.366642,2.340983,62,5,21,2.656238,0.402705731957274
"CHEK2",308,0.98404,364,1.24826,522,1.75336,1.32855333333,"Chek2",2.387163,2.044631,1.865489,67,14,27,2.09909433333333,0.751365748465439
"CHERP",665,4.73333,646,4.93535,630,4.71437,4.79435,"Cherp",36.47848,34.318115,30.472719,1240,265,465,33.756438,0.166712998610502
"CHFR",1801,2.34594,1641,2.29431,2017,2.76215,2.46746666667,"Chfr",20.636716,21.12267,18.750069,1143,300,434,20.1698183333333,0.163792934453775
"CHGA",1435,20.657,1312,20.2717,789,11.9407,17.6231333333,"Chga",68.656052,75.547601,67.541909,5115,1357,1977,70.581854,0.260165562815682
"CHGB",1840,23.2192,2104,28.4981,1314,17.4326,23.0499666667,"Chgb",37.330291,40.051915,38.383562,4028,1042,1676,38.5885893333333,0.607497439835526
"CHI3L1",107,2.40453,53,1.27839,1801,42.5498,15.4109066667,"Chil1",1.451584,1.361162,3.385837,55,15,38,2.06619433333333,5.35220696493145
"CHIA",3,0.0176369,2,0.0126203,4,0.0247228,0.0183266666667,"Chil6",0.016063,0,0.081824,1,0,2,0.032629,0.986149591641044
"CHIA",3,0.0176369,2,0.0126203,4,0.0247228,0.0183266666667,"Chil3",0.246806,13.163341,8.272821,14,11,20,7.227656,0.123768746124862
"CHIA",3,0.0176369,2,0.0126203,4,0.0247228,0.0183266666667,"Chia1",3.35429,5.936862,4.311432,216,64,90,4.53419466666667,0.184006296851147
"CHIA",3,0.0176369,2,0.0126203,4,0.0247228,0.0183266666667,"Chil5",0.187651,0.257131,0,8,2,0,0.148260666666667,0.886842766828235
"CHIA",3,0.0176369,2,0.0126203,4,0.0247228,0.0183266666667,"Chil4",0,0,0.108593,0,0,2,0.0361976666666667,0.982753290636664
"CHIC1",854,1.20411,1131,1.71164,872,1.2926,1.40278333333,"Chic1",2.448768,2.517136,2.766513,742,193,329,2.57747233333333,0.671642743660631
"CHIC2",289,0.921029,311,1.06384,279,0.934798,0.973222333333,"Chic2",8.808885,8.178712,8.276473,438,99,176,8.42135666666667,0.209441421564516
"CHID1",813,3.00912,743,2.95174,709,2.75888,2.90658,"Chid1",20.686752,18.531137,18.156494,1546,369,526,19.1247943333333,0.19411776017653
"CHIT1",19,0.05458,24,0.074,42,0.126843,0.085141,"Chit1",0.33415,0.439388,0.430645,22,7,11,0.401394333333333,0.774329518957667
"CHKA",2160,5.50185,2377,6.49867,2605,6.97591,6.32547666667,"Chka",97.13387,117.087927,86.956101,3205,774,1336,100.392632666667,0.0722486089374252
"CHKB",1042,8.08799,932,7.76478,1012,8.25832,8.03703,"Chkb",35.845567,30.439763,36.922507,934,212,412,34.4026123333333,0.255264496159544
"CHKB",1042,8.08799,932,7.76478,1012,8.25832,8.03703,"Gm44502",0.048034,0,0,9,0,0,0.0160113333333333,8.89461534877892
"CHKB-CPT1B",1332,16.507,966,12.8494,1080,14.071,14.4758,"Gm44502",0.048034,0,0,9,0,0,0.0160113333333333,15.2319167043412
"CHKB-CPT1B",1332,16.507,966,12.8494,1080,14.071,14.4758,"Chkb",35.845567,30.439763,36.922507,934,212,412,34.4026123333333,0.437137233102676
"CHL1",11076,9.09909,12247,10.799,13984,12.0777,10.6585966667,"Chl1",24.810959,17.40314,22.260896,5493,1104,1899,21.491665,0.51835187242474
"CHM",878,0.822965,1123,1.12981,1041,1.02583,0.992868333333,"Chm",18.571878,15.839556,25.63738,1988,499,850,20.0162713333333,0.0948250192303221
"CHML",515,7.89072,741,12.1862,484,7.79638,9.2911,"Chml",6.725038,7.056038,7.245583,1899,461,769,7.00888633333333,1.28496017694345
"CHMP1A",1111,14.6076,1144,16.1447,1034,14.293,15.0151,"Chmp1a",211.111028,129.595929,250.64807,3688,790,1384,197.118342333333,0.0808360286654057
"CHMP1B",1373,79.1101,1587,98.1474,1554,94.1349,90.4641333333,"Chmp1b",14.797395,15.393593,14.302068,1448,379,547,14.8310186666667,5.77752671885128
"CHMP2A",887,43.7735,956,50.6391,981,50.8973,48.4366333333,"Chmp2a",72.620351,81.314471,66.901306,1883,504,705,73.6120426666667,0.662582494278582
"CHMP2B",959,5.92294,1115,7.39153,1262,8.19439,7.16962,"Chmp2b",37.592201,36.84839,37.309943,2485,607,1014,37.250178,0.213583842668654
"CHMP3",3380,9.83319,3396,10.6044,3624,11.0842,10.5072633333,"Chmp3",342.199791,390.441549,380.532569,8525,2029,3257,371.057969666667,0.0309286838919472
"CHMP4B",1888,7.66712,2048,8.9269,2095,8.94443,8.51281666667,"Chmp4b",120.555807,120.472411,129.946475,6418,1411,2545,123.658231,0.0763111796979535
"CHMP4C",54,0.34852,53,0.367156,41,0.2782,0.331292,"Chmp4c",0.366457,0.382872,0.357742,72,18,28,0.369023666666667,0.972438996063131
"CHMP5",1999,20.3131,2308,25.1733,2233,23.8556,23.114,"Chmp5",62.834712,57.288968,58.237621,3522,794,1280,59.453767,0.398883331786421
