"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"STAMBPL1",9.496584,12.284557,13.922182,11.9011076666667,289,503,617,"Stambpl1",0.596731,0.848102,0.715087,23,22,18,0.719973333333333,7.50076028310516
"STAP1",0.103189,0.025266,0.072359,0.066938,3,1,3,"Stap1",0.081854,0.029761,0.244889,5,3,6,0.118834666666667,0.95361542843387
"STAP2",3.286541,2.455342,3.316277,3.01938666666667,37,36,42,"Stap2",3.598672,2.575686,2.804169,164,111,95,2.99284233333333,1.00664797933836
"STAR",7.110811,7.171021,9.011551,7.764461,169,249,256,"Star",0.199028,0.263073,0.266152,26,32,25,0.242751,7.05246746934825
"STARD10",46.583712,44.825636,43.97396,45.1277693333333,303,334,425,"Stard10",5.995537,7.291133,10.962908,116,115,105,8.08319266666667,5.07836517688457
"STARD13",9.51426,10.366125,11.658234,10.512873,848,1189,1476,"Stard13",10.638856,7.233046,6.025626,428,353,299,7.96584266666667,1.28408153344055
"STARD3",43.092322,41.609984,48.154297,44.2855343333333,611,810,911,"Stard3",3.065646,2.847114,4.071618,161,160,166,3.328126,10.4630813274228
"STARD3NL",67.320324,67.918441,71.555341,68.9313686666667,1325,1894,2015,"Stard3nl",3.233339,2.513082,3.271433,86,76,66,3.00595133333333,17.4568692546939
"STARD4",12.033488,6.313995,7.225043,8.52417533333333,651,407,482,"Stard4",0.822307,0.731281,0.905657,99,80,76,0.819748333333333,5.23378708960671
"STARD5",1.341307,3.1747,2.56333,2.359779,59,125,101,"Stard5",0.9309,1.491128,0.965773,52,57,34,1.129267,1.57790403927737
"STARD6",0.419062,0.209034,0.396397,0.341497666666667,3,3,4,"Stard6",0.11968,0.748357,0.173639,2,10,4,0.347225333333333,0.995748545900265
"STARD7",125.609203,129.699553,126.681248,127.330001333333,1715,2290,2274,"Stard7",38.752753,43.003912,47.548082,1816,1914,1528,43.1015823333333,2.90987294658445
"STARD8",3.065956,0.915055,1.192293,1.72443466666667,82,46,54,"Stard8",5.454302,4.243821,5.91964,565,516,471,5.205921,0.439005695797073
"STAT1",39.293964,42.436426,39.26057,40.33032,1609,2753,2369,"Stat1",3.436879,7.643342,4.837363,336,513,304,5.30586133333333,6.55427035503054
"STAT3",168.949294,131.300699,123.343236,141.197743,6505,8336,7275,"Stat3",26.963541,27.795492,31.920405,1244,1324,1038,28.893146,4.75686777831949
"STAT4",3.878337,6.157767,6.923036,5.65304666666667,111,255,320,"Stat4",0,0,0,0,0,0,0,6.65304666666667
"STAT5A",3.643199,4.350842,1.982328,3.32545633333333,110,155,93,"Stat5a",2.514544,2.299906,2.363963,250,232,208,2.39280433333333,1.27489118392032
"STAT5B",23.58783,20.18352,15.043176,19.604842,775,993,813,"Stat5b",4.317258,4.407174,5.392646,717,728,602,4.70569266666667,3.61127792956251
"STAT6",32.200638,21.52426,27.304964,27.009954,221,217,220,"Stat6",7.364995,7.336803,9.098974,480,502,429,7.93359066666667,3.13535229507568
"STAU1",45.352038,47.286649,43.523024,45.387237,2320,3296,3301,"Stau1",5.430221,5.58284,9.68373,459,424,389,6.89893033333333,5.87259730652982
"STAU2",299.232909,242.999726,207.47566,249.902765,2375,2945,2832,"Stau2",12.396177,12.921385,12.245374,653,601,525,12.5209786666667,18.5565535739326
"STBD1",2.803643,2.765649,3.637541,3.06894433333333,146,197,283,"Stbd1",1.222218,1.281957,1.804829,73,73,77,1.43633466666667,1.67010895054921
"STC1",23.256526,63.193858,61.185518,49.2119673333333,1412,5262,5379,"Stc1",0.27336,0.203413,0.209287,38,26,21,0.228686666666667,40.8663727665855
"STC2",3.428818,1.195474,3.784105,2.802799,195,47,259,"Stc2",1.680464,1.90336,1.165037,133,141,110,1.58295366666667,1.47226760165139
"STEAP1",0.071939,0.10624,0.088439,0.0888726666666667,1,2,1,"Steap1",0,0,0,0,0,0,0,1.08887266666667
"STEAP1B",0,0,0.219632,0.0732106666666667,0,0,3,"Steap1",0,0,0,0,0,0,0,1.07321066666667
"STEAP2",1.296842,1.356306,2.177033,1.61006033333333,126,136,172,"Steap2",0.113967,0.071076,0.090563,17,9,9,0.0918686666666667,2.39045263685559
"STEAP3",1.980484,1.997877,2.514138,2.16416633333333,128,164,234,"Steap3",3.923395,4.007425,4.607574,346,330,295,4.17946466666667,0.610906056314443
"STEAP4",0.131339,0.042809,0.071484,0.0818773333333333,10,10,13,"Steap4",4.244236,3.471968,4.316422,414,312,305,4.01087533333333,0.215905857033894
"STIL",0.911974,0.47703,0.490553,0.626519,30,17,22,"Stil",0.03222,0.088936,0,5,3,0,0.0403853333333333,1.56338132409915
"STIM1",34.326574,31.89267,22.754757,29.6580003333333,648,894,920,"Stim1",2.049025,2.501635,2.884659,194,207,183,2.47843966666667,8.81372203379695
"STIM2",12.829879,10.113523,11.40173,11.4483773333333,435,537,617,"Stim2",3.094018,2.989434,3.645779,154,141,115,3.243077,2.93380896300806
"STIMATE",10.252182,11.549628,6.010743,9.270851,444,689,501,"Stimate",1.256636,0.931721,1.630359,94,81,87,1.27290533333333,4.51882040548397
"STING1",21.929656,11.32532,13.355756,15.5369106666667,518,353,442,"Sting1",4.247291,6.524267,2.063878,45,58,34,4.27847866666667,3.13289334123797
"STIP1",123.106138,149.697807,119.215325,130.67309,1922,3064,2764,"Stip1",11.613909,12.370219,12.927387,765,757,616,12.3038383333333,9.89737598284605
"STK10",7.965507,8.662368,5.390598,7.339491,181,256,218,"Stk10",0.816526,0.815274,1.143823,144,134,144,0.925207666666667,4.33173581447404
"STK11",19.977508,16.981598,17.326685,18.0952636666667,334,461,605,"Stk11",21.686865,23.055989,25.681168,729,789,573,23.474674,0.780205026088056
"STK11IP",24.938851,26.438167,16.349151,22.5753896666667,243,342,265,"Stk11ip",3.404938,2.690534,2.387827,137,122,98,2.82776633333333,6.15904619395524
"STK16",34.937631,27.575146,28.640045,30.384274,384,438,464,"Stk16",7.24982,6.962242,5.8296,189,154,114,6.680554,4.08619925073113
"STK17B",1.841283,0.614439,0.715414,1.05704533333333,137,62,74,"Stk17b",1.630057,1.737825,1.365241,151,132,105,1.57770766666667,0.798013428727307
"STK19",18.595716,23.812827,20.633564,21.0140356666667,256,436,407,"Stk19",2.416829,1.848969,3.132538,56,37,41,2.466112,6.35121879116043
"STK24",56.955915,50.472302,60.172228,55.866815,1523,1982,2507,"Stk24",11.017693,10.946246,10.977214,401,405,386,10.9803843333333,4.74666032556051
"STK25",168.345426,172.236398,150.953453,163.845092333333,1451,2036,2018,"Stk25",16.039797,13.914218,18.116867,666,610,514,16.0236273333333,9.68331185273048
"STK26",1.054055,1.236255,1.090897,1.127069,39,65,68,"Stk26",0.108388,0.055816,0.122647,11,5,9,0.095617,1.94143482622121
"STK3",3.43059,2.12362,2.421599,2.658603,76,70,64,"Stk3",1.161125,1.038886,1.61256,86,84,74,1.270857,1.61111113557569
"STK31",0.231058,0.661429,0.900004,0.597497,7,16,17,"Stk31",0.010555,0,0.014857,1,0,1,0.00847066666666667,1.58407879654077
"STK32A",17.245069,17.699278,16.458434,17.1342603333333,475,777,780,"Stk32a",0.048362,0.110354,0.056843,8,16,6,0.071853,16.9186076200126
"STK32B",1.1013,1.084766,0.817196,1.00108733333333,58,77,63,"Stk32b",0.01754,0.018753,0.036474,2,2,3,0.0242556666666667,1.95369906016304
"STK32C",16.804816,17.600399,21.871376,18.7588636666667,435,629,835,"Stk32c",0.21399,0.210828,0.184507,13,14,8,0.203108333333333,16.4231791262909
"STK33",14.258538,13.257379,11.096586,12.8708343333333,282,367,300,"Stk33",0,0,0,0,0,0,0,13.8708343333333
"STK35",5.418112,6.008461,4.76314,5.396571,565,849,734,"Stk35",1.672612,1.654446,2.029316,245,241,203,1.785458,2.29641624465348
"STK36",55.270987,58.928812,44.030318,52.7433723333333,739,1039,832,"Stk36",0.17258,0.042783,0,7,5,0,0.0717876666666667,50.1436749132213
"STK38",11.819534,12.770032,9.784461,11.458009,674,989,810,"Stk38",7.789264,9.326982,7.912416,401,300,247,8.34288733333333,1.33342173094099
"STK38L",8.282106,7.647721,4.989304,6.97304366666667,339,419,330,"Stk38l",1.845468,1.315789,1.832299,219,145,154,1.66451866666667,2.99230167399841
"STK39",28.01417,43.43247,36.535241,35.9939603333333,1293,2865,2458,"Stk39",15.149939,14.857883,15.012387,828,762,668,15.0067363333333,2.31114947875383
"STK4",5.622955,4.227262,3.863647,4.571288,427,541,495,"Stk4",1.449427,2.164414,4.058198,242,226,216,2.55734633333333,1.56613595583749
"STK40",19.360924,28.152387,24.591303,24.0348713333333,863,1766,1705,"Stk40",5.721288,5.917564,7.652134,605,640,563,6.43032866666667,3.36928182539794
"STKLD1",7.718353,5.136665,7.350142,6.73505333333333,31,31,41,"Stkld1",0.184947,0,0,2,0,0,0.061649,7.28588576199227
"STMN1",1093.212629,1098.497527,929.932254,1040.54747,10740,15077,14018,"Stmn1",2.419126,3.192057,1.968962,69,78,40,2.526715,295.330773822098
"STMN2",2211.148536,2497.681957,2022.651556,2243.82734966667,40734,62798,55723,"Stmn2",4.452939,0.731176,1.324836,63,38,30,2.16965033333333,708.225549695229
"STMN3",133.381602,164.319489,145.333686,147.678259,4149,7435,7360,"Stmn3",0.060165,0.062995,0,2,2,0,0.0410533333333333,142.8152182405
"STMN4",174.208665,232.587512,185.804431,197.533536,3244,5900,5014,"Stmn4",0.247142,0.142017,0.090892,7,3,2,0.160017,171.147091809861
"STMND1",0.099521,0.169542,0.067286,0.112116333333333,0,5,3,"Stmnd1",0.052841,0,0,2,0,0,0.0176136666666667,1.09286693935256
"STN1",14.591132,11.369943,11.029247,12.3301073333333,459,532,520,"Stn1",6.537841,4.085566,2.153061,128,119,86,4.25882266666667,2.5348082980297
"STOM",38.137389,46.391257,45.172284,43.2336433333333,1390,2300,2381,"Stom",22.79248,21.826976,24.715425,1437,1306,1153,23.111627,1.83453581682121
"STOML1",18.475039,19.48823,17.783183,18.5821506666667,485,673,635,"Stoml1",2.710119,2.654917,2.176612,81,68,64,2.51388266666667,5.57279582850803
"STOML2",32.004812,27.885388,35.463648,31.784616,493,631,690,"Stoml2",16.820507,25.498361,25.146418,325,434,345,22.4884286666667,1.39577731934559
"STOML3",0,0,0,0,0,0,0,"Stoml3",0,0.019779,0,0,1,0,0.006593,0.993450182943851
"STON1",0.797819,0.449763,0.379433,0.542338333333333,60,23,33,"Ston1",1.903572,1.932943,2.790699,114,102,81,2.20907133333333,0.480618276481649
"STON2",5.870793,4.352765,4.372497,4.86535166666667,348,364,392,"Ston2",1.213015,0.521482,1.007803,113,112,124,0.9141,3.06428695818749
"STOX1",0.907362,0.88542,0.767255,0.853345666666667,46,62,57,"Stox1",0.063184,0.12352,0.107235,7,6,4,0.0979796666666667,1.68795991668334
"STOX2",5.480991,4.973701,4.299315,4.91800233333333,916,1145,1096,"Stox2",0.682021,0.824101,0.719607,215,186,168,0.741909666666667,3.397422063027
"STPG1",12.754324,11.760449,13.815115,12.7766293333333,426,669,722,"Stpg1",0.035398,0.117786,0.107283,2,2,6,0.0868223333333333,12.6760638890073
"STPG2",0.035156,0.051808,0.034403,0.0404556666666667,1,2,3,"Stpg2",0,0,0,0,0,0,0,1.04045566666667
"STPG3",0.15506,0.19958,0.141322,0.165320666666667,2,3,2,"Stpg3",0,0,0,0,0,0,0,1.16532066666667
"STPG4",0.263928,0.270134,0,0.178020666666667,3,4,0,"Stpg4",0,0.09029,0,0,1,0,0.0300966666666667,1.1436020567649
"STRA6",3.20412,0.371883,1.093575,1.556526,57,12,31,"Stra6",0,0.02302,0.060792,0,2,4,0.0279373333333333,2.487044605832
"STRA8",0,0,0,0,0,0,0,"Stra8",0,0,0,0,0,0,0,1
"STRADA",44.37567,26.056968,23.004706,31.1457813333333,634,577,670,"Strada",1.196914,1.161522,1.162732,64,73,57,1.17372266666667,14.7883544788296
"STRADB",40.636305,51.401291,39.625749,43.8877816666667,578,877,742,"Stradb",13.414726,16.406134,15.412907,582,567,396,15.0779223333333,2.79188944541694
"STRAP",145.448761,144.878977,139.463031,143.263589666667,2694,4006,3869,"Strap",22.8184,22.8489,21.924433,943,980,769,22.5305776666667,6.13089876969021
"STRBP",39.904474,57.302769,44.498685,47.2353093333333,794,1245,1020,"Strbp",1.228493,0.712025,1.20668,150,94,95,1.049066,23.5401443063978
"STRC",7.170198,6.285872,6.024122,6.49339733333333,155,196,185,"Strc",0,0,0.156331,0,0,1,0.0521103333333333,7.12225428828599
"STRIP1",37.373945,31.229264,21.469614,30.0242743333333,1254,1652,1314,"Strip1",4.036373,3.121792,3.486264,251,237,188,3.548143,6.82130582379079
"STRIP2",1.921561,2.459276,2.761419,2.380752,89,273,217,"Strip2",7.973469,8.998773,9.899219,1408,1453,1271,8.95715366666667,0.339529961390238
"STRN",2.735185,1.753536,1.767525,2.08541533333333,473,555,551,"Strn",2.838052,2.704339,3.00711,501,493,442,2.84983366666667,0.801441205122195
"STRN3",22.568597,20.195751,20.26023,21.0081926666667,592,757,742,"Strn3",14.73257,14.328186,15.115372,1176,1128,850,14.725376,1.39953363701235
"STRN4",60.993315,57.444274,49.187019,55.8748693333333,1093,1632,1541,"Strn4",20.050136,18.888406,25.504102,524,538,496,21.4808813333333,2.52992169168219
"STT3A",75.650072,67.055281,65.284535,69.3299626666667,826,921,926,"Stt3a",15.893942,13.94425,14.181675,399,341,284,14.673289,4.48724978316081
"STT3B",50.28296,38.502991,42.179067,43.655006,1390,1479,1564,"Stt3b",4.377144,4.59501,4.987826,557,579,448,4.65332666666667,7.89889009303077
"STUB1",115.268678,108.737581,115.205355,113.070538,577,729,861,"Stub1",16.241783,16.839637,18.846013,665,665,550,17.3091443333333,6.23024953669326
"STUM",1.000498,3.867655,2.422805,2.43031933333333,130,63,106,"Stum",0.607877,0.663192,0.840133,60,46,49,0.703734,2.01341250062118
"STX11",0.059804,0.033549,0.039764,0.0443723333333333,5,4,5,"Stx11",0.559904,0.239944,0.404709,24,14,25,0.401519,0.745171726771691
"STX12",84.603433,105.645181,78.533643,89.5940856666667,2683,4436,3720,"Stx12",5.501206,5.854486,6.112718,495,428,413,5.82280333333333,13.2781323512671
"STX16",20.140565,19.746691,14.25432,18.047192,850,995,930,"Stx16",8.359769,8.511067,5.00756,294,232,198,7.29279866666667,2.29683521397441
"STX17",9.959348,12.30355,12.865889,11.7095956666667,321,547,524,"Stx17",2.553594,3.081612,4.2078,332,336,338,3.281002,2.96883665708791
"STX18",24.638189,28.394512,20.972584,24.6684283333333,336,557,486,"Stx18",3.612637,3.274604,2.016207,106,76,51,2.967816,6.4691579280222
"STX19",0,0,0,0,0,0,0,"Stx19",0.014288,0.013294,0,1,1,0,0.009194,0.990889759550691
"STX1A",67.53718,67.570488,69.055754,68.054474,1281,1749,1979,"Stx1a",0.48913,0.492204,0.365973,13,21,10,0.449102333333333,47.6532763846676
"STX1B",41.452,40.388007,32.781786,38.2072643333333,1669,2378,2248,"Stx1b",0.131109,0.260654,0.075304,10,12,8,0.155689,33.9254456288269
"STX2",13.364443,12.217566,13.023953,12.868654,489,581,607,"Stx2",5.15219,3.022621,2.878819,132,139,98,3.68454333333333,2.96051354703376
"STX3",23.909097,22.275037,16.472812,20.8856486666667,714,1150,857,"Stx3",5.145279,1.898115,1.472488,159,141,76,2.83862733333333,5.70142573534533
"STX4",19.372999,17.883118,24.970852,20.742323,284,389,451,"Stx4a",18.056247,17.5623,18.882995,382,370,315,18.1671806666667,1.13435164921316
"STX5",10.984031,11.779178,10.30958,11.024263,257,381,368,"Stx5a",6.661017,6.897044,5.364522,228,217,162,6.30752766666667,1.64546253514013
"STX6",9.229,8.765118,8.13908,8.711066,721,906,887,"Stx6",2.423116,3.334165,3.360429,132,134,115,3.03923666666667,2.40418346370725
"STX7",62.116064,55.051266,49.836937,55.668089,2241,2620,2431,"Stx7",9.066428,11.147838,7.266054,361,385,352,9.16010666666667,5.57750925843298
"STX8",75.618642,54.58634,72.657574,67.620852,220,328,353,"Stx8",6.241376,7.987788,7.098691,146,167,118,7.109285,8.46201015255969
"STXBP1",185.992136,171.711569,134.863587,164.189097333333,7099,8261,7943,"Stxbp1",1.173101,1.124908,1.143186,138,130,104,1.147065,76.9371664729914
"STXBP2",6.686671,11.182394,12.084824,9.98462966666667,45,69,68,"Stxbp2",0.521272,0.504929,0.736929,26,12,7,0.58771,6.91853655054554
"STXBP3",17.427238,9.796983,11.396223,12.8734813333333,269,278,263,"Stxbp3",3.100475,2.686125,2.919133,175,155,139,2.901911,3.55556068124909
"STXBP4",0.47536,1.239151,0.502395,0.738968666666667,77,122,82,"Stxbp4",0.612392,0.757859,0.368128,84,79,52,0.579459666666667,1.10098960002988
"STXBP5",17.020724,21.867537,22.512171,20.4668106666667,1095,1657,1773,"Stxbp5",7.501215,5.609365,5.199268,238,224,154,6.10328266666667,3.02209720125643
"STXBP5L",0.659959,0.59124,0.698276,0.649825,103,126,99,"Stxbp5l",0,0,0,0,0,0,0,1.649825
"STXBP6",0.484803,0,0.098646,0.194483,11,0,4,"Stxbp6",1.476663,2.555276,0.85896,72,81,43,1.63029966666667,0.454124301933151
"STYK1",21.405985,13.651649,20.928039,18.661891,133,249,183,"Styk1",0.108885,0.110418,0.005257,2,3,0,0.0748533333333333,18.2926269010346
"STYX",4.751564,4.982274,3.967312,4.56705,249,349,277,"Gm14698",0.411767,0.30472,0.420069,56,37,41,0.378852,4.03745289559721
"STYX",4.751564,4.982274,3.967312,4.56705,249,349,277,"Styx",7.61786,6.779867,8.776937,358,282,282,7.724888,0.638065497230452
"STYXL1",16.489269,12.487182,16.233112,15.0698543333333,131,142,196,"Styxl1",0.064958,0,0,1,0,0,0.0216526666666667,15.7292736148424
"STYXL2",0,0.012496,0.023575,0.0120236666666667,0,1,2,"Dusp27",2.95322,2.824947,3.972218,411,368,395,3.25012833333333,0.238116025516092
"SUB1",199.94729,177.97503,192.187106,190.036475333333,1940,2429,2611,"Sub1",21.292406,21.254744,19.649305,341,329,271,20.7321516666667,8.7904998208875
"SUCLA2",68.567265,68.010763,52.156618,62.9115486666667,1163,1437,1389,"Sucla2",121.616584,125.836581,130.266839,6153,5869,4851,125.906668,0.50361064295429
"SUCLG1",94.503265,95.122793,89.178463,92.9348403333333,855,996,1044,"Suclg1",115.334208,103.143944,121.248425,2875,2669,2397,113.242192333333,0.822242977088993
"SUCLG2",1.379201,1.307438,1.091573,1.259404,46,61,53,"Suclg2",61.275196,72.07059,60.367154,2132,2086,1731,64.57098,0.0344573773336924
"SUCNR1",7.853241,0.113287,0.321633,2.76272033333333,512,10,29,"Sucnr1",0,0.254894,0,0,1,0,0.0849646666666667,3.46805794597305
"SUCO",9.174934,7.844084,6.407684,7.80890066666667,608,730,716,"Suco",17.399036,12.825075,5.621442,221,212,195,11.9485176666667,0.680301861065023
"SUDS3",26.31175,16.748699,18.1714,20.4106163333333,1126,1499,1356,"Suds3",107.030068,151.940751,128.046602,677,676,518,129.005807,0.164689692156084
"SUFU",2.805124,3.455183,2.104085,2.78813066666667,222,365,243,"Sufu",0.700221,2.340637,0.880622,94,96,73,1.30716,1.64190202095506
"SUGCT",0.973778,0.095992,0.294132,0.454634,11,3,8,"Sugct",0.26994,0.291843,0.064076,12,5,2,0.208619666666667,1.20354983467366
"SUGP1",20.751581,21.586171,17.656189,19.9979803333333,279,413,366,"Sugp1",2.037906,1.808331,2.215659,181,151,141,2.020632,6.95151886536769
"SUGP2",94.268204,87.095605,66.978159,82.780656,3609,4628,4020,"Sugp2",4.163959,4.314963,4.934223,344,292,255,4.47104833333333,15.3134556478969
"SUGT1",28.414565,23.810998,23.40172,25.2090943333333,979,1341,1202,"Sugt1",17.771251,21.516454,21.430765,429,472,372,20.23949,1.23397945681998
"SULF1",57.248554,0.77693,2.357809,20.1277643333333,1609,28,93,"Sulf1",3.240019,3.53852,3.419045,270,232,161,3.39919466666667,4.80264365053483
"SULF2",45.52466,50.882119,33.729924,43.378901,1086,1600,1227,"Sulf2",4.135419,5.325843,5.298658,399,396,366,4.91997333333333,7.49646974761148
"SULT1A1",1.592343,2.715114,1.770896,2.02611766666667,68,94,79,"Sult5a1",0.252842,0.073155,0.271201,12,7,8,0.199066,2.52372902464641
"SULT1A2",0.346554,0.528568,0.589257,0.488126333333333,11,22,22,"Sult5a1",0.252842,0.073155,0.271201,12,7,8,0.199066,1.24107124489672
"SULT1A3",20.605376,16.595726,19.639754,18.946952,290,194,366,"Sult5a1",0.252842,0.073155,0.271201,12,7,8,0.199066,16.6354078924763
"SULT1A4",2.626829,6.954275,0.782825,3.454643,25,146,10,"Sult5a1",0.252842,0.073155,0.271201,12,7,8,0.199066,3.71509408156015
"SULT1B1",1.168591,0.448917,0.513102,0.710203333333333,95,70,65,"Sult1b1",0,0,0,0,0,0,0,1.71020333333333
"SULT1C2",0.020025,0.03516,0.033151,0.0294453333333333,2,5,5,"Sult1c2",0,0,0,0,0,0,0,1.02944533333333
"SULT1C3",0,0,0,0,0,0,0,"Sult1c1",0,0,0,0,0,0,0,1
"SULT1E1",0.087077,0.0565,0,0.047859,1,2,0,"Sult1e1",0,0,0,0,0,0,0,1.047859
"SULT2A1",0.122068,0.052084,0.123113,0.0990883333333333,3,2,5,"Sult2a8",0,0,0,0,0,0,0,1.09908833333333
"SULT2A1",0.122068,0.052084,0.123113,0.0990883333333333,3,2,5,"Sult2a3",0,0,0,0,0,0,0,1.09908833333333
"SULT2A1",0.122068,0.052084,0.123113,0.0990883333333333,3,2,5,"Sult2a4",0,0,0,0,0,0,0,1.09908833333333
"SULT2A1",0.122068,0.052084,0.123113,0.0990883333333333,3,2,5,"Sult2a6",0,0,0,0,0,0,0,1.09908833333333
"SULT2A1",0.122068,0.052084,0.123113,0.0990883333333333,3,2,5,"Sult2a5",0,0,0,0,0,0,0,1.09908833333333
"SULT2A1",0.122068,0.052084,0.123113,0.0990883333333333,3,2,5,"Sult2a7",0,0,0,0,0,0,0,1.09908833333333
"SULT2A1",0.122068,0.052084,0.123113,0.0990883333333333,3,2,5,"Sult2a2",0,0,0,0,0,0,0,1.09908833333333
"SULT2A1",0.122068,0.052084,0.123113,0.0990883333333333,3,2,5,"Sult2a1",0,0,0,0,0,0,0,1.09908833333333
"SULT2B1",0.513385,0.391148,0.675035,0.526522666666667,8,9,11,"Sult2b1",0.019523,0,0,1,0,0,0.00650766666666667,1.51665279582239
"SULT4A1",38.239916,59.84434,53.004119,50.3627916666667,1234,2613,2639,"Sult4a1",0,0,0,0,0,0,0,51.3627916666667
"SULT6B1",0,0,0,0,0,0,0,"Sult6b1",0.05545,0.118952,0,1,2,0,0.058134,0.945059888445131
"SUMF1",3.145167,2.225286,1.827855,2.399436,104,79,61,"Sumf1",2.817362,2.662727,3.432091,175,147,147,2.97072666666667,0.856124403761528
"SUMF2",47.842473,41.08549,36.808994,41.912319,834,882,969,"Sumf2",1.617908,1.908767,1.927281,57,49,41,1.81798533333333,15.2280136068842
"SUMO2",180.111791,205.88364,200.880424,195.625285,1565,2376,2342,"Sumo2",28.435893,27.217026,33.251773,665,588,547,29.6348973333333,6.41834320058436
"SUMO3",39.866313,39.416237,41.451952,40.244834,1011,1365,1524,"Sumo3",13.468931,17.781223,17.974853,298,343,283,16.4083356666667,2.36925773892189
"SUN1",40.856475,33.654892,25.708834,33.4067336666667,1203,1419,1286,"Sun1",8.765053,8.981325,7.690177,549,546,413,8.47885166666667,3.62984197628721
"SUN2",45.563643,49.850001,34.017819,43.143821,923,1424,1179,"Sun2",104.657344,78.041932,127.670106,1105,1002,890,103.456460666667,0.422604985065197
"SUN3",0.253241,0,0.175335,0.142858666666667,4,0,1,"Sun3",0.131152,0.140711,0.181347,4,4,4,0.15107,0.9928663475433
"SUN5",0,0,0,0,0,0,0,"Sun5",0,0,0,0,0,0,0,1
"SUPT16H",31.573395,34.11087,28.38533,31.3565316666667,1654,2365,2252,"Supt16",2.080984,2.108298,2.601454,286,270,254,2.26357866666667,9.91443288839572
"SUPT20H",29.285878,27.97551,22.425257,26.562215,524,663,587,"Supt20",2.481586,3.218235,1.69255,196,159,137,2.46412366666667,7.95647547609684
"SUPT3H",7.595629,5.738576,5.738774,6.35765966666667,153,162,172,"Supt3",2.631285,3.568417,4.155481,96,125,101,3.45172766666667,1.65276499767918
"SUPT4H1",81.495892,68.227229,64.7119,71.4783403333333,404,510,532,"Supt4a",5.955184,6.963909,6.54414,99,106,78,6.48774433333333,9.67959603143501
"SUPT5H",187.063401,178.584452,120.119724,161.922525666667,1597,2316,1934,"Supt5",10.092641,11.70373,11.196635,758,659,611,10.9976686666667,13.5795153369519
"SUPT6H",23.325722,19.371641,12.346557,18.3479733333333,1278,1928,1366,"Supt6",2.626221,2.777745,2.936913,577,566,457,2.780293,5.11811474225234
"SUPT7L",23.399665,21.707095,20.182502,21.7630873333333,1105,1436,1360,"Supt7l",1.256057,1.444771,1.636324,102,110,94,1.44571733333333,9.30732551267849
"SUPV3L1",21.442083,17.50944,16.996171,18.6492313333333,259,360,336,"Supv3l1",10.604263,5.423093,5.940196,318,354,291,7.32251733333333,2.36097211292481
"SURF1",19.764445,17.78335,18.052687,18.533494,249,297,319,"Surf1",11.954085,11.902894,12.39594,215,209,170,12.0843063333333,1.49289488509122
"SURF2",18.287755,20.28632,22.225102,20.2663923333333,91,143,156,"Surf2",4.567645,4.204616,4.895707,112,89,75,4.55598933333333,3.82765175695082
"SURF4",71.579871,46.885631,50.161704,56.2090686666667,1372,1349,1427,"Surf4",19.517194,25.240898,27.041438,1068,1129,993,23.9331766666667,2.29449578092269
"SURF6",6.620942,10.268094,9.177359,8.68879833333333,449,763,709,"Surf6",1.412722,1.5239,1.353199,72,83,68,1.42994033333333,3.98725771181487
"SUSD1",7.910394,6.377796,7.479275,7.25582166666667,293,323,311,"Susd1",0.453558,0.166041,0.268337,8,4,4,0.295978666666667,6.37033762901447
