"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"SSX2B",0,0,0,0,0,0,0,"Ssxb2",0,0,0.193785,0,0,2,0.064595,0.939324343999361
"SSX2B",0,0,0,0,0,0,0,"Ssxb1",0,0,0,0,0,0,0,1
"SSX2B",0,0,0,0,0,0,0,"Ssxb3",0,0,0,0,0,0,0,1
"SSX2B",0,0,0,0,0,0,0,"Ssxb10",0,0,0,0,0,0,0,1
"SSX2B",0,0,0,0,0,0,0,"Ssxb9",0,0,0,0,0,0,0,1
"SSX2IP",4.086774,3.404105,3.844911,3.77859666666667,295,379,393,"Ssx2ip",20.909603,18.368469,19.223957,448,1528,910,19.5006763333333,0.233094586196498
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Gm6592",0,0,0,0,0,0,0,1.01915333333333
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssx9",0,0.106137,0,0,1,0,0.035379,0.984328765923718
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssxb10",0,0,0,0,0,0,0,1.01915333333333
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssxb1",0,0,0,0,0,0,0,1.01915333333333
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssxb6",0,0,0,0,0,0,0,1.01915333333333
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Gm14459",0,0,0,0,0,0,0,1.01915333333333
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssxb5",0,0.636928,0.189425,0,6,1,0.275451,0.799053302191408
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssxb3",0,0,0,0,0,0,0,1.01915333333333
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssxb9",0,0,0,0,0,0,0,1.01915333333333
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssxb2",0,0,0.193785,0,0,2,0.064595,0.957315536268096
"SSX3",0.05746,0,0,0.0191533333333333,1,0,0,"Ssxb8",0,0,0,0,0,0,0,1.01915333333333
"SSX4",0,0,0,0,0,0,0,"Gm14459",0,0,0,0,0,0,0,1
"SSX4",0,0,0,0,0,0,0,"Gm6592",0,0,0,0,0,0,0,1
"SSX4",0,0,0,0,0,0,0,"Ssxb6",0,0,0,0,0,0,0,1
"SSX4",0,0,0,0,0,0,0,"Ssxb5",0,0.636928,0.189425,0,6,1,0.275451,0.784036391833163
"SSX4",0,0,0,0,0,0,0,"Ssxb8",0,0,0,0,0,0,0,1
"SSX4",0,0,0,0,0,0,0,"Ssxb3",0,0,0,0,0,0,0,1
"SSX4",0,0,0,0,0,0,0,"Ssx9",0,0.106137,0,0,1,0,0.035379,0.965829903832316
"SSX4",0,0,0,0,0,0,0,"Ssxb2",0,0,0.193785,0,0,2,0.064595,0.939324343999361
"SSX4",0,0,0,0,0,0,0,"Ssxb9",0,0,0,0,0,0,0,1
"SSX4",0,0,0,0,0,0,0,"Ssxb1",0,0,0,0,0,0,0,1
"SSX4",0,0,0,0,0,0,0,"Ssxb10",0,0,0,0,0,0,0,1
"SSX4B",0,0,0,0,0,0,0,"Ssxb1",0,0,0,0,0,0,0,1
"SSX4B",0,0,0,0,0,0,0,"Gm6592",0,0,0,0,0,0,0,1
"SSX4B",0,0,0,0,0,0,0,"Ssxb10",0,0,0,0,0,0,0,1
"SSX4B",0,0,0,0,0,0,0,"Ssxb9",0,0,0,0,0,0,0,1
"SSX4B",0,0,0,0,0,0,0,"Ssxb5",0,0.636928,0.189425,0,6,1,0.275451,0.784036391833163
"SSX4B",0,0,0,0,0,0,0,"Ssx9",0,0.106137,0,0,1,0,0.035379,0.965829903832316
"SSX4B",0,0,0,0,0,0,0,"Ssxb6",0,0,0,0,0,0,0,1
"SSX4B",0,0,0,0,0,0,0,"Ssxb2",0,0,0.193785,0,0,2,0.064595,0.939324343999361
"SSX4B",0,0,0,0,0,0,0,"Gm14459",0,0,0,0,0,0,0,1
"SSX4B",0,0,0,0,0,0,0,"Ssxb3",0,0,0,0,0,0,0,1
"SSX4B",0,0,0,0,0,0,0,"Ssxb8",0,0,0,0,0,0,0,1
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Gm14459",0,0,0,0,0,0,0,1.035499
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssx9",0,0.106137,0,0,1,0,0.035379,1.00011589958846
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssxb8",0,0,0,0,0,0,0,1.035499
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssxb6",0,0,0,0,0,0,0,1.035499
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssxb3",0,0,0,0,0,0,0,1.035499
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssxb10",0,0,0,0,0,0,0,1.035499
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssxb1",0,0,0,0,0,0,0,1.035499
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssxb5",0,0.636928,0.189425,0,6,1,0.275451,0.811868899706849
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssxb9",0,0,0,0,0,0,0,1.035499
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Ssxb2",0,0,0.193785,0,0,2,0.064595,0.972669418886995
"SSX5",0.061529,0.044968,0,0.035499,1,1,0,"Gm6592",0,0,0,0,0,0,0,1.035499
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssxb5",0,0.636928,0.189425,0,6,1,0.275451,0.793750341382512
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssxb6",0,0,0,0,0,0,0,1.01238966666667
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssx9",0,0.106137,0,0,1,0,0.035379,0.977796214397498
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssxb1",0,0,0,0,0,0,0,1.01238966666667
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssxb8",0,0,0,0,0,0,0,1.01238966666667
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssxb9",0,0,0,0,0,0,0,1.01238966666667
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssxb3",0,0,0,0,0,0,0,1.01238966666667
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssxb10",0,0,0,0,0,0,0,1.01238966666667
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Gm6592",0,0,0,0,0,0,0,1.01238966666667
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Gm14459",0,0,0,0,0,0,0,1.01238966666667
"SSX7",0,0,0.037169,0.0123896666666667,0,0,1,"Ssxb2",0,0,0.193785,0,0,2,0.064595,0.950962259513399
"ST13",161.81754,159.600728,164.317599,161.911955666667,3207,4459,4594,"St13",111.801454,83.085548,94.945463,1209,3703,2296,96.6108216666667,1.6689948192732
"ST14",0.305249,0.089721,0.116716,0.170562,16,3,9,"St14",0.289151,0.470017,0.49039,7,29,24,0.416519333333333,0.826365000783611
"ST18",4.921442,1.950257,1.937066,2.936255,181,116,81,"St18",21.62787,26.877779,33.953407,352,1587,1033,27.486352,0.138180381959754
"ST3GAL1",7.338877,6.068203,4.121453,5.84284433333333,517,623,484,"St3gal1",4.090885,6.660336,6.512884,136,555,269,5.75470166666667,1.01304908358894
"ST3GAL2",18.024866,18.357196,14.953495,17.1118523333333,653,878,937,"St3gal2",25.510024,26.572128,27.905237,739,2914,1764,26.662463,0.654744746819303
"ST3GAL3",23.510255,27.468742,25.136157,25.371718,444,531,586,"St3gal3",20.000958,22.276646,24.005165,292,992,578,22.0942563333333,1.14191674411858
"ST3GAL4",11.918537,9.706267,9.494629,10.3731443333333,145,188,241,"St3gal4",14.230793,25.085689,22.886916,122,592,346,20.734466,0.523276915721478
"ST3GAL5",49.42948,40.300752,43.567685,44.432639,1292,1481,1644,"St3gal5",34.515413,46.829915,54.162407,445,1826,1122,45.169245,0.984045526410493
"ST3GAL6",11.409938,12.26563,18.030318,13.901962,253,373,422,"St3gal6",20.797585,25.586386,27.748629,171,572,363,24.7108666666667,0.579597809486521
"ST6GAL1",26.980255,28.298002,24.235494,26.5045836666667,857,1332,1289,"St6gal1",5.32794,8.105599,7.447651,152,598,320,6.96039666666667,3.45517752674804
"ST6GAL2",1.942125,2.349066,1.378479,1.88989,201,354,225,"St6gal2",0.955222,1.208576,0.964131,40,174,85,1.042643,1.41477977306852
"ST6GALNAC1",0.525854,0,0,0.175284666666667,2,0,0,"St6galnac1",0,0,0,0,0,0,0,1.17528466666667
"ST6GALNAC2",0,0,0.015602,0.00520066666666667,0,0,1,"St6galnac2",3.247321,3.681758,4.219313,22,104,65,3.71613066666667,0.213140970366102
"ST6GALNAC3",8.226003,7.149347,7.002095,7.45914833333333,502,604,549,"St6galnac3",8.12584,10.17249,10.629774,110,441,240,9.64270133333333,0.794830942670445
"ST6GALNAC4",4.312189,5.841739,7.173207,5.77571166666667,77,103,110,"St6galnac4",25.4479,27.59732,29.749747,281,1037,664,27.5983223333333,0.236926893392243
"ST6GALNAC5",17.442733,26.766376,13.933518,19.3808756666667,639,1514,834,"St6galnac5",2.246865,1.775973,1.612453,57,203,101,1.87843033333333,7.08055200455897
"ST6GALNAC6",14.398641,16.293782,14.259184,14.983869,395,608,539,"St6galnac6",39.640655,39.445846,43.178145,460,1898,1123,40.754882,0.382802399010492
"ST7",18.791214,29.236713,24.083669,24.0371986666667,494,918,800,"St7",6.89804,10.18325,8.659939,74,295,146,8.58040966666667,2.61337453593234
"ST7L",26.829455,29.688312,18.862801,25.126856,206,271,209,"St7l",21.596742,22.603924,19.525775,159,577,354,21.242147,1.17465530643242
"ST8SIA1",13.834892,12.230698,10.571719,12.2124363333333,1177,934,951,"St8sia1",10.062634,10.838937,11.984068,636,2533,1523,10.9618796666667,1.10454516359594
"ST8SIA2",68.887097,57.575525,50.498621,58.987081,5556,6413,5867,"St8sia2",0.737748,0.862097,0.973722,26,95,77,0.857855666666667,32.2883429947106
"ST8SIA3",23.261972,24.260814,22.821891,23.4482256666667,1363,2213,2016,"St8sia3",24.31193,24.350175,26.96485,559,2192,1404,25.208985,0.932818484449767
"ST8SIA4",5.482887,6.93733,5.26546,5.89522566666667,531,888,701,"St8sia4",3.072067,3.047323,3.557077,115,417,273,3.225489,1.63181720900626
"ST8SIA5",1.912275,1.120349,2.288814,1.77381266666667,113,125,125,"St8sia5",29.807085,32.238845,39.193726,554,2115,1381,33.746552,0.0798298682029419
"ST8SIA6",0.648962,0.095756,0.099427,0.281381666666667,13,7,16,"St8sia6",0.9965,0.924627,0.808353,38,153,88,0.909826666666667,0.670941341971697
"STAB1",0.314324,0.340354,0.709302,0.45466,8,2,17,"Stab1",32.569203,43.624774,24.193096,60,256,133,33.4623576666667,0.042210112670469
"STAB2",0.287429,0.305509,0.014983,0.202640333333333,3,3,3,"Stab2",0.128116,0.060922,0.098498,4,8,9,0.0958453333333333,1.09745444612622
"STAC",22.905921,5.033691,6.90044,11.6133506666667,781,318,394,"Stac",3.885472,3.64556,5.085735,59,223,147,4.205589,2.42304005688245
"STAC2",0.705936,0.72515,0.684009,0.705031666666667,31,43,55,"Stac2",16.395814,21.736071,20.213999,298,1474,674,19.448628,0.0833812257070091
"STAC3",2.862499,2.455158,2.651357,2.656338,30,45,37,"Stac3",0.811997,2.29913,2.480324,5,37,16,1.863817,1.27673590875395
"STAG1",3.378262,3.560934,2.416647,3.11861433333333,335,479,286,"Stag1",18.293306,13.966042,15.313149,355,1367,889,15.857499,0.244319417330728
"STAG2",18.837055,12.278418,14.699158,15.2715436666667,491,594,536,"Stag2",76.220025,40.079475,58.690892,805,2541,1675,58.3301306666667,0.274254303569375
"STAG3",18.25197,19.833192,12.598158,16.89444,374,526,364,"Stag3",0.394638,0.803761,2.389013,3,25,14,1.195804,8.14937945281091
"STAM",110.677647,95.316099,74.344041,93.445929,884,1041,1054,"Stam",50.344643,41.283075,46.868934,458,1653,957,46.1655506666667,2.00243456643766
"STAM2",8.669742,6.402304,6.145957,7.07266766666667,480,549,544,"Stam2",8.919444,5.664707,5.806255,162,562,302,6.796802,1.03538189974129
"STAMBP",33.802127,30.207199,28.911442,30.9735893333333,626,835,839,"Stambp",12.869716,12.896806,15.539234,168,633,396,13.7685853333333,2.16497305677393
"STAMBPL1",9.496584,12.284557,13.922182,11.9011076666667,289,503,617,"Stambpl1",6.786744,8.985442,7.322392,57,249,126,7.69819266666667,1.48319405663506
"STAP1",0.103189,0.025266,0.072359,0.066938,3,1,3,"Stap1",0.351184,0.399473,0.406039,7,26,15,0.385565333333333,0.770038030204759
"STAP2",3.286541,2.455342,3.316277,3.01938666666667,37,36,42,"Stap2",4.59113,5.511721,4.827695,43,195,93,4.97684866666667,0.672492627943399
"STAR",7.110811,7.171021,9.011551,7.764461,169,249,256,"Star",2.012828,1.910302,1.867069,55,197,109,1.93006633333333,2.99121589852516
"STARD10",46.583712,44.825636,43.97396,45.1277693333333,303,334,425,"Stard10",73.418779,76.159211,79.357512,256,1052,578,76.311834,0.596645648495848
"STARD13",9.51426,10.366125,11.658234,10.512873,848,1189,1476,"Stard13",13.116805,6.483983,21.170533,116,512,240,13.5904403333333,0.789069605644298
"STARD3",43.092322,41.609984,48.154297,44.2855343333333,611,810,911,"Stard3",12.178462,12.32523,8.728399,112,448,216,11.0773636666667,3.74962082646569
"STARD3NL",67.320324,67.918441,71.555341,68.9313686666667,1325,1894,2015,"Stard3nl",22.55869,29.929426,24.788332,158,728,360,25.758816,2.61339547559454
"STARD4",12.033488,6.313995,7.225043,8.52417533333333,651,407,482,"Stard4",9.601179,13.226533,15.719535,336,1436,875,12.8490823333333,0.68771165511881
"STARD5",1.341307,3.1747,2.56333,2.359779,59,125,101,"Stard5",5.201126,8.044571,9.648089,78,334,214,7.631262,0.389256982350901
"STARD6",0.419062,0.209034,0.396397,0.341497666666667,3,3,4,"Stard6",0.170098,2.82955,3.132786,2,48,28,2.04414466666667,0.440681312342361
"STARD7",125.609203,129.699553,126.681248,127.330001333333,1715,2290,2274,"Stard7",49.614398,49.603024,55.19485,510,1955,1208,51.4707573333333,2.44574326454039
"STARD8",3.065956,0.915055,1.192293,1.72443466666667,82,46,54,"Stard8",2.156185,2.344243,4.210541,47,244,188,2.90365633333333,0.697918677779781
"STAT1",39.293964,42.436426,39.26057,40.33032,1609,2753,2369,"Stat1",14.788728,11.898078,13.494178,234,820,482,13.3936613333333,2.87142506988724
"STAT3",168.949294,131.300699,123.343236,141.197743,6505,8336,7275,"Stat3",28.907583,29.150244,28.026115,315,1126,692,28.6946473333333,4.78866582935901
"STAT4",3.878337,6.157767,6.923036,5.65304666666667,111,255,320,"Stat4",0.057733,0.047669,0,1,1,0,0.035134,6.4272322874784
"STAT5A",3.643199,4.350842,1.982328,3.32545633333333,110,155,93,"Stat5a",1.352948,0.754389,1.396702,21,73,63,1.168013,1.9951247217306
"STAT5B",23.58783,20.18352,15.043176,19.604842,775,993,813,"Stat5b",9.742129,9.754314,9.694848,336,1237,715,9.73043033333333,1.92022513169789
"STAT6",32.200638,21.52426,27.304964,27.009954,221,217,220,"Stat6",3.58361,3.761093,3.449025,33,195,122,3.59790933333333,6.09188915425909
"STAU1",45.352038,47.286649,43.523024,45.387237,2320,3296,3301,"Stau1",23.662959,28.4769,30.605827,375,1514,920,27.5818953333333,1.62295874570296
"STAU2",299.232909,242.999726,207.47566,249.902765,2375,2945,2832,"Stau2",57.731225,59.395724,69.216846,731,2842,1692,62.1145983333333,3.97535232142147
"STBD1",2.803643,2.765649,3.637541,3.06894433333333,146,197,283,"Stbd1",0.400842,0.894404,0.789123,5,42,21,0.694789666666667,2.40085505202317
"STC1",23.256526,63.193858,61.185518,49.2119673333333,1412,5262,5379,"Stc1",0.352959,0.424613,0.415912,10,45,25,0.397828,35.9214204704251
"STC2",3.428818,1.195474,3.784105,2.802799,195,47,259,"Stc2",0.712435,0.557287,0.577067,19,56,33,0.615596333333333,2.35380516874161
"STEAP1",0.071939,0.10624,0.088439,0.0888726666666667,1,2,1,"Steap1",3.130027,1.881141,3.142537,22,50,39,2.71790166666667,0.292872906357125
"STEAP1B",0,0,0.219632,0.0732106666666667,0,0,3,"Steap1",3.130027,1.881141,3.142537,22,50,39,2.71790166666667,0.288660315115022
"STEAP2",1.296842,1.356306,2.177033,1.61006033333333,126,136,172,"Steap2",16.696555,18.236559,20.885237,639,2516,1574,18.606117,0.133124796375199
"STEAP3",1.980484,1.997877,2.514138,2.16416633333333,128,164,234,"Steap3",1.213601,1.437572,1.272877,19,95,54,1.30801666666667,1.3709460503607
"STEAP4",0.131339,0.042809,0.071484,0.0818773333333333,10,10,13,"Steap4",0.2416,0.295485,0.316926,5,23,14,0.284670333333333,0.842143937835154
"STIL",0.911974,0.47703,0.490553,0.626519,30,17,22,"Stil",0.666505,0.420746,0.481893,24,57,37,0.523048,1.06793679516338
"STIM1",34.326574,31.89267,22.754757,29.6580003333333,648,894,920,"Stim1",23.417234,26.993965,33.293413,463,1881,1190,27.9015373333333,1.06077403356583
"STIM2",12.829879,10.113523,11.40173,11.4483773333333,435,537,617,"Stim2",23.188652,29.532997,29.212835,259,1038,642,27.3114946666667,0.439693399444212
"STIMATE",10.252182,11.549628,6.010743,9.270851,444,689,501,"Stimate",10.339498,8.905101,7.598442,128,464,244,8.94768033333333,1.03248703776535
"STING1",21.929656,11.32532,13.355756,15.5369106666667,518,353,442,"Sting1",2.91798,4.689697,3.241877,4,46,24,3.616518,3.58211766241714
"STIP1",123.106138,149.697807,119.215325,130.67309,1922,3064,2764,"Stip1",89.944495,75.703703,83.002772,1199,3859,2394,82.8836566666667,1.56971089759757
"STK10",7.965507,8.662368,5.390598,7.339491,181,256,218,"Stk10",2.289631,3.808256,3.210203,79,352,201,3.10269666666667,2.03268525010786
"STK11",19.977508,16.981598,17.326685,18.0952636666667,334,461,605,"Stk11",44.54004,49.378959,49.985014,315,1258,719,47.9680043333333,0.389953887781132
"STK11IP",24.938851,26.438167,16.349151,22.5753896666667,243,342,265,"Stk11ip",6.429828,8.70879,10.471641,95,464,243,8.536753,2.47205622989991
"STK16",34.937631,27.575146,28.640045,30.384274,384,438,464,"Stk16",32.204971,27.985524,31.966461,163,574,345,30.7189853333333,0.989447602758541
"STK17B",1.841283,0.614439,0.715414,1.05704533333333,137,62,74,"Stk17b",14.230351,14.170884,17.94839,308,1041,722,15.449875,0.125049298753537
"STK19",18.595716,23.812827,20.633564,21.0140356666667,256,436,407,"Stk19",15.059624,21.736336,15.926607,59,292,134,17.574189,1.18519498572275
"STK24",56.955915,50.472302,60.172228,55.866815,1523,1982,2507,"Stk24",31.846955,33.496908,32.308761,317,1181,625,32.5508746666667,1.69494284619942
"STK25",168.345426,172.236398,150.953453,163.845092333333,1451,2036,2018,"Stk25",81.800116,104.945672,102.775725,666,3053,1643,96.507171,1.69059455466443
"STK26",1.054055,1.236255,1.090897,1.127069,39,65,68,"Stk26",0.837776,0.854668,0.942779,19,56,41,0.878407666666667,1.13237878962376
"STK3",3.43059,2.12362,2.421599,2.658603,76,70,64,"Stk3",4.963651,6.755191,7.125126,92,339,232,6.28132266666667,0.502464066968053
"STK31",0.231058,0.661429,0.900004,0.597497,7,16,17,"Stk31",0.051214,0.01379,0.064691,1,1,1,0.0432316666666667,1.53129650013819
"STK32A",17.245069,17.699278,16.458434,17.1342603333333,475,777,780,"Stk32a",17.727167,7.71247,9.555149,186,596,410,11.6649286666667,1.43184859627845
"STK32B",1.1013,1.084766,0.817196,1.00108733333333,58,77,63,"Stk32b",0.648505,1.022732,1.00462,15,90,50,0.891952333333333,1.05768379999708
"STK32C",16.804816,17.600399,21.871376,18.7588636666667,435,629,835,"Stk32c",8.199747,10.270546,7.992441,107,479,211,8.82091133333333,2.01191752944584
"STK33",14.258538,13.257379,11.096586,12.8708343333333,282,367,300,"Stk33",0.713792,0.519272,0.619883,4,15,12,0.617649,8.57468729825403
"STK35",5.418112,6.008461,4.76314,5.396571,565,849,734,"Stk35",6.404568,7.206293,8.198029,193,848,522,7.26963,0.77350147467299
"STK36",55.270987,58.928812,44.030318,52.7433723333333,739,1039,832,"Stk36",4.386197,2.590748,1.755176,32,129,73,2.910707,13.7426230943237
"STK38",11.819534,12.770032,9.784461,11.458009,674,989,810,"Stk38",28.510163,22.919011,22.132419,205,876,419,24.520531,0.488156339693716
"STK38L",8.282106,7.647721,4.989304,6.97304366666667,339,419,330,"Stk38l",9.563311,8.066957,8.157169,202,763,460,8.59581233333333,0.830887827909098
"STK39",28.01417,43.43247,36.535241,35.9939603333333,1293,2865,2458,"Stk39",28.959269,45.140728,49.928096,634,2420,1428,41.3426976666667,0.873679816637096
"STK4",5.622955,4.227262,3.863647,4.571288,427,541,495,"Stk4",14.034277,9.708215,13.033833,285,805,530,12.258775,0.420196285101753
"STK40",19.360924,28.152387,24.591303,24.0348713333333,863,1766,1705,"Stk40",15.695218,10.557526,14.54496,227,752,478,13.5992346666667,1.71480710495692
"STKLD1",7.718353,5.136665,7.350142,6.73505333333333,31,31,41,"Stkld1",0,0.485262,0.428724,0,8,4,0.304662,5.92877951019753
"STMN1",1093.212629,1098.497527,929.932254,1040.54747,10740,15077,14018,"Stmn1",194.087405,189.767154,196.941301,1020,4079,2332,193.59862,5.35228600285038
"STMN2",2211.148536,2497.681957,2022.651556,2243.82734966667,40734,62798,55723,"Stmn2",510.386183,524.213138,574.539121,2574,9228,5588,536.379480666667,4.17735963212023
"STMN3",133.381602,164.319489,145.333686,147.678259,4149,7435,7360,"Stmn3",274.342355,257.990277,267.431243,1780,6341,3705,266.587958333333,0.555623877569229
"STMN4",174.208665,232.587512,185.804431,197.533536,3244,5900,5014,"Stmn4",113.761262,122.866685,116.776562,587,2382,1326,117.801503,1.6711365680281
"STMND1",0.099521,0.169542,0.067286,0.112116333333333,0,5,3,"Stmnd1",0,0.066265,0.05849,0,2,1,0.041585,1.06771538888649
"STN1",14.591132,11.369943,11.029247,12.3301073333333,459,532,520,"Stn1",9.044985,6.433889,5.289646,34,163,77,6.92284,1.68249104277422
"STOM",38.137389,46.391257,45.172284,43.2336433333333,1390,2300,2381,"Stom",5.013744,6.702127,7.794858,82,344,243,6.50357633333333,5.89500810924426
"STOML1",18.475039,19.48823,17.783183,18.5821506666667,485,673,635,"Stoml1",28.385533,28.732435,31.948665,201,849,493,29.6888776666667,0.638086243471074
"STOML2",32.004812,27.885388,35.463648,31.784616,493,631,690,"Stoml2",44.460815,53.952418,55.566287,155,752,414,51.3265066666667,0.626539360038813
"STOML3",0,0,0,0,0,0,0,"Stoml3",0.272494,0.457998,0.634054,3,19,15,0.454848666666667,0.687356714764835
"STON1",0.797819,0.449763,0.379433,0.542338333333333,60,23,33,"Ston1",2.123164,7.002001,6.622621,21,104,70,5.249262,0.246803275864147
"STON2",5.870793,4.352765,4.372497,4.86535166666667,348,364,392,"Ston2",2.461811,4.458517,5.066692,171,724,449,3.99567333333333,1.17408630935303
"STOX1",0.907362,0.88542,0.767255,0.853345666666667,46,62,57,"Stox1",1.27095,0.337077,0.25701,9,29,10,0.621679,1.14285605638765
"STOX2",5.480991,4.973701,4.299315,4.91800233333333,916,1145,1096,"Stox2",12.447106,11.83707,12.469844,763,3017,1798,12.25134,0.446596520301595
"STPG1",12.754324,11.760449,13.815115,12.7766293333333,426,669,722,"Stpg1",0,0.235943,0.417613,0,11,4,0.217852,11.3122360790419
"STPG2",0.035156,0.051808,0.034403,0.0404556666666667,1,2,3,"Stpg2",0.076072,0.061299,0.072129,1,3,2,0.0698333333333333,0.972539959495248
"STPG3",0.15506,0.19958,0.141322,0.165320666666667,2,3,2,"Stpg3",0,0.022322,0.099261,0,1,1,0.0405276666666667,1.11993241890413
"STPG4",0.263928,0.270134,0,0.178020666666667,3,4,0,"Stpg4",0,0,0,0,0,0,0,1.17802066666667
"STRA6",3.20412,0.371883,1.093575,1.556526,57,12,31,"Stra6",1.063055,2.421819,2.141296,20,126,76,1.87539,0.889105825644521
"STRA8",0,0,0,0,0,0,0,"Stra8",0,0,0,0,0,0,0,1
"STRADA",44.37567,26.056968,23.004706,31.1457813333333,634,577,670,"Strada",7.735176,9.703599,10.91591,98,462,290,9.45156166666667,3.07569168690421
"STRADB",40.636305,51.401291,39.625749,43.8877816666667,578,877,742,"Stradb",15.041553,16.297643,12.986435,142,540,262,14.7752103333333,2.8454632754923
"STRAP",145.448761,144.878977,139.463031,143.263589666667,2694,4006,3869,"Strap",94.057087,83.802856,87.632167,654,2566,1580,88.49737,1.61193105078581
"STRBP",39.904474,57.302769,44.498685,47.2353093333333,794,1245,1020,"Strbp",20.618338,21.378997,23.651192,744,3667,2012,21.8828423333333,2.10792473376741
"STRC",7.170198,6.285872,6.024122,6.49339733333333,155,196,185,"Strc",0.225366,0.152208,0.140048,9,19,10,0.172540666666667,6.39073555942054
"STRIP1",37.373945,31.229264,21.469614,30.0242743333333,1254,1652,1314,"Strip1",30.769286,24.280011,28.204314,401,1507,913,27.7512036666667,1.07906001755683
"STRIP2",1.921561,2.459276,2.761419,2.380752,89,273,217,"Strip2",23.108661,20.643001,23.838724,832,2774,1829,22.5301286666667,0.143677582383527
"STRN",2.735185,1.753536,1.767525,2.08541533333333,473,555,551,"Strn",10.15296,13.157731,13.797173,536,2465,1345,12.369288,0.230783818355423
"STRN3",22.568597,20.195751,20.26023,21.0081926666667,592,757,742,"Strn3",31.046874,30.44874,36.106742,554,1999,1338,32.5341186666667,0.656292562372993
"STRN4",60.993315,57.444274,49.187019,55.8748693333333,1093,1632,1541,"Strn4",70.652577,97.019181,99.396663,381,1861,1105,89.022807,0.631782891788004
"STT3A",75.650072,67.055281,65.284535,69.3299626666667,826,921,926,"Stt3a",20.220266,35.187677,47.009448,291,1028,660,34.1391303333333,2.00147135115495
"STT3B",50.28296,38.502991,42.179067,43.655006,1390,1479,1564,"Stt3b",17.999976,16.005151,16.485314,501,1634,957,16.830147,2.50446650832436
"STUB1",115.268678,108.737581,115.205355,113.070538,577,729,861,"Stub1",64.185658,60.623437,67.632927,542,1888,1179,64.1473406666667,1.75096230840264
"STUM",1.000498,3.867655,2.422805,2.43031933333333,130,63,106,"Stum",2.934173,3.944775,3.546685,132,586,343,3.475211,0.76651566447556
"STX11",0.059804,0.033549,0.039764,0.0443723333333333,5,4,5,"Stx11",0.072773,0.194475,0.069003,2,10,4,0.112083666666667,0.939113094308552
"STX12",84.603433,105.645181,78.533643,89.5940856666667,2683,4436,3720,"Stx12",46.913162,38.240267,41.952393,834,2672,1598,42.3686073333333,2.08893232310542
"STX16",20.140565,19.746691,14.25432,18.047192,850,995,930,"Stx16",51.647419,54.917739,66.004972,404,1760,951,57.5233766666667,0.325462970267209
"STX17",9.959348,12.30355,12.865889,11.7095956666667,321,547,524,"Stx17",8.306162,5.53205,5.21515,167,645,368,6.35112066666667,1.72893307605434
"STX18",24.638189,28.394512,20.972584,24.6684283333333,336,557,486,"Stx18",20.272364,18.971255,24.399325,145,453,309,21.2143146666667,1.15549044471985
"STX19",0,0,0,0,0,0,0,"Stx19",0.054109,0.134207,0,1,9,0,0.062772,0.94093559107692
"STX1A",67.53718,67.570488,69.055754,68.054474,1281,1749,1979,"Stx1a",6.641446,3.985851,4.208061,47,149,75,4.94511933333333,11.6153217670203
