"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"POMT2",39.319733,41.62507,28.598724,36.514509,582,733,620,"Pomt2",5.099829,3.89099,4.815145,282,252,528,4.601988,6.69664215632022
"POMZP3",14.826502,15.867249,9.980819,13.55819,194,302,282,"Zp3",0,0,0,0,0,0,0,14.55819
"PON1",0,0.14437,0.018968,0.054446,0,3,1,"Pon1",0,0,0,0,0,0,0,1.054446
"PON2",25.406107,8.751294,8.047868,14.068423,351,178,148,"Pon2",14.218578,26.773785,26.563856,448,520,916,22.5187396666667,0.640698575415443
"PON3",0,0,0,0,0,0,0,"Pon3",1.268175,1.698475,0.869269,20,23,36,1.27863966666667,0.438858330533173
"POP1",4.425187,4.903625,2.033827,3.78754633333333,135,263,167,"Pop1",4.15098,3.335967,4.576072,71,67,158,4.02100633333333,0.953503344847404
"POP4",24.955957,24.866848,28.730198,26.1843343333333,174,247,271,"Pop4",8.034874,11.264094,8.76068,177,185,340,9.353216,2.62568986615689
"POP5",14.867396,17.258998,12.226591,14.7843283333333,107,150,127,"Pop5",64.860484,78.237662,81.942196,221,267,551,75.0134473333333,0.207651789085635
"POP7",23.854117,26.301901,28.499998,26.218672,211,326,368,"Pop7",9.913948,11.84485,8.688868,95,111,165,10.149222,2.44130684634318
"POPDC2",6.291639,4.80288,2.1432,4.412573,16,17,17,"Popdc2",0.114941,0.116595,0.040305,3,3,2,0.0906136666666667,4.96286922255696
"POPDC3",3.65661,1.860517,1.754582,2.423903,72,42,39,"Popdc3",0.042893,0.259856,0.266711,1,6,10,0.18982,2.87766468877645
"POR",114.57577,97.277582,86.120658,99.32467,772,998,1008,"Por",34.293615,36.851071,34.144724,583,633,1167,35.09647,2.77934850693156
"PORCN",12.555904,13.806109,14.340953,13.5676553333333,208,352,356,"Porcn",15.388687,18.190756,18.500285,369,414,835,17.3599093333333,0.793449197860963
"POSTN",22.001443,0.094981,1.447468,7.847964,574,6,41,"Postn",2.343532,2.803793,2.863478,68,67,136,2.67026766666667,2.41071355104619
"POT1",8.41704,6.91212,4.708532,6.67923066666667,214,238,189,"Pot1b",2.246517,1.91488,2.42701,79,74,200,2.19613566666667,2.40266104682457
"POT1",8.41704,6.91212,4.708532,6.67923066666667,214,238,189,"Pot1a",11.493144,7.812472,8.578784,205,160,358,9.2948,0.745932962919791
"POTEA",0,0,0,0,0,0,0,"A26c3",0,0,0,0,0,0,0,1
"POTEA",0,0,0,0,0,0,0,"A26c2",0,0,0,0,0,0,0,1
"POTEA",0,0,0,0,0,0,0,"Gm21119",0.606484,0.809703,0.221524,21,27,14,0.545903666666667,0.646870837790453
"POTEA",0,0,0,0,0,0,0,"Gm9495",0,0.058296,0,0,2,0,0.019432,0.980938404915679
"POTEA",0,0,0,0,0,0,0,"Gm7697",0.178041,0,0.048491,6,0,3,0.0755106666666667,0.929790871437196
"POTEA",0,0,0,0,0,0,0,"Ankrd7",0.073051,0.075552,0.038802,1,1,1,0.0624683333333333,0.941204522173994
"POTEA",0,0,0,0,0,0,0,"Gm15319",0.330703,0,0.276329,11,0,18,0.202344,0.831708728949452
"POU1F1",0.147722,0.035839,0.068829,0.08413,2,1,2,"Pou1f1",0.046276,0,0.055306,1,0,2,0.0338606666666667,1.0486229285571
"POU2AF1",0.279802,0.230886,0.15032,0.220336,11,11,10,"Pou2af1",0.029197,0.06183,0.015265,1,1,1,0.0354306666666667,1.1785781890434
"POU2F1",3.000317,4.206714,3.554398,3.587143,574,1221,992,"Pou2f1",2.794485,2.237223,8.08296,431,362,797,4.371556,0.853969129242998
"POU2F2",7.656351,1.15331,1.883111,3.56425733333333,65,75,125,"Pou2f2",1.343305,1.981945,2.391252,125,121,234,1.90550066666667,1.57090218071424
"POU2F3",0.043546,0.248987,0.817383,0.369972,2,6,22,"Pou2f3",0.034519,0.07062,0.077401,1,2,5,0.0608466666666667,1.29139492355163
"POU3F1",24.321685,73.750524,66.924619,54.9989426666667,909,3861,4261,"Pou3f1",4.161382,6.633411,5.726954,141,255,467,5.507249,8.60562469127379
"POU3F2",6.018087,10.722984,7.173248,7.97143966666667,449,1097,800,"Pou3f2",4.710018,4.485838,3.914171,353,333,574,4.370009,1.67065635582113
"POU3F3",0,0,0,0,0,0,0,"Pou3f3",12.504154,12.016753,11.758776,1072,1047,2061,12.0932276666667,0.0763753617869065
"POU3F4",0.032532,0,0,0.010844,2,0,0,"Pou3f4",2.880401,3.14738,2.780299,114,123,212,2.93602666666667,0.256818381989282
"POU4F1",0.254057,1.945756,0.305917,0.835243333333333,17,179,31,"Pou4f1",0,0.020001,0.063454,0,1,1,0.0278183333333333,1.78557170446788
"POU4F2",0.042249,0.951593,0.420504,0.471448666666667,2,62,30,"Pou4f2",0,0,0,0,0,0,0,1.47144866666667
"POU4F3",0.099833,0.036339,0.067953,0.0680416666666667,4,2,4,"Pou4f3",0,0,0,0,0,0,0,1.06804166666667
"POU5F1",0.295322,0.362867,0.216203,0.291464,8,9,5,"Pou5f1",0,0,0,0,0,0,0,1.291464
"POU5F1B",0.164928,0.083156,0.062517,0.103533666666667,13,9,7,"Pou5f1",0,0,0,0,0,0,0,1.10353366666667
"POU5F2",0.120705,0.027072,0.066499,0.0714253333333333,17,5,13,"Pou5f2",0,0,0.030598,0,0,1,0.0101993333333333,1.06060784043281
"POU6F1",13.652738,34.769701,32.512646,26.9783616666667,317,370,402,"Pou6f1",49.738426,41.959085,54.556568,1460,1434,2812,48.7513596666667,0.562363759586095
"POU6F2",0.073122,0.086708,0.050728,0.070186,3,4,6,"Pou6f2",1.067837,0.602213,0.809217,30,50,56,0.826422333333333,0.585946623882355
"PP2D1",0.597705,0.871371,0.557811,0.675629,17,33,23,"Pp2d1",0,0.155049,0.047813,0,5,3,0.0676206666666667,1.5694984673083
"PPA1",87.236288,95.487574,91.475483,91.3997816666667,1562,2256,2333,"Ppa1",64.855629,68.974285,59.479589,536,565,1064,64.436501,1.41205260450382
"PPA2",69.141633,95.996515,83.716618,82.9515886666667,487,827,832,"Ppa2",28.821496,29.687896,25.531041,296,330,538,28.0134776666667,2.89353760452915
"PPAN",19.688664,16.81957,18.734236,18.4141566666667,184,305,292,"Ppan",6.01076,4.805999,4.771292,91,93,202,5.196017,3.13332850227278
"PPARA",2.727983,2.856367,1.262644,2.28233133333333,147,237,182,"Ppara",1.011171,1.234311,2.125177,35,39,71,1.45688633333333,1.33597199382036
"PPARD",2.535127,1.276049,2.023904,1.94502666666667,142,88,152,"Ppard",6.402061,5.963291,6.048027,220,200,407,6.137793,0.412596255826789
"PPARG",1.763111,0.780884,1.508926,1.35097366666667,35,22,33,"Pparg",1.093447,1.110892,2.660619,22,20,51,1.62165266666667,0.896752531927062
"PPARGC1A",1.035466,0.879934,1.066034,0.993811333333333,99,87,64,"Ppargc1a",9.897852,8.059324,10.59097,633,589,1040,9.51604866666667,0.189597005161571
"PPARGC1B",2.597652,0.855371,1.109174,1.52073233333333,347,151,227,"Ppargc1b",2.051379,2.534407,2.13761,101,98,175,2.241132,0.77773208043774
"PPAT",9.324255,8.533709,7.164487,8.340817,441,538,535,"Ppat",3.109289,4.593679,2.865292,169,204,265,3.52275333333333,2.06529437083311
"PPBP",0,0,0,0,0,0,0,"Ppbp",0.158725,0,0.167657,2,0,4,0.108794,0.901880782183165
"PPCDC",6.125012,5.007878,1.597318,4.24340266666667,48,33,31,"Ppcdc",19.05969,10.196917,10.375324,143,135,285,13.2106436666667,0.368977140631983
"PPCS",36.584209,36.794181,32.137904,35.172098,396,524,520,"Ppcs",2.477922,3.599423,3.097696,29,43,73,3.058347,8.91301261326348
"PPDPF",150.565405,198.787988,225.560298,191.637897,878,1585,2140,"Ppdpf",29.670104,43.865719,42.083514,166,242,476,38.539779,4.87200237006889
"PPEF1",0.187425,1.118378,0.309882,0.538561666666667,2,13,10,"Ppef1",0.267093,3.741247,2.260675,4,13,23,2.08967166666667,0.497969309576045
"PPEF2",1.297105,0.112643,3.407361,1.605703,6,7,8,"Ppef2",0.752414,0.318183,0.751505,11,3,16,0.607367333333333,1.62109988548562
"PPFIA1",28.924404,30.150792,25.226632,28.1006093333333,592,917,769,"Ppfia1",24.47059,17.399645,23.409745,426,387,843,21.7599933333333,1.27858602184711
"PPFIA2",50.322287,39.641112,42.743269,44.235556,1529,2344,2119,"Ppfia2",18.87675,17.584273,15.367278,1358,1229,2056,17.2761003333333,2.47512079573649
"PPFIA3",47.798138,46.743854,44.071632,46.2045413333333,1404,2061,2197,"Ppfia3",30.241266,30.007613,29.630572,1642,1693,3256,29.959817,1.52470349980859
"PPFIA4",28.978402,14.231762,33.003452,25.4045386666667,844,864,1621,"Ppfia4",14.500882,13.907871,13.681175,736,745,1465,14.029976,1.7567918050346
"PPFIBP1",39.302103,42.631968,37.641568,39.8585463333333,1402,1840,1529,"Ppfibp1",14.140795,12.082634,14.413354,409,393,823,13.5455943333333,2.80899806477485
"PPFIBP2",7.002724,3.761484,4.495745,5.086651,38,26,31,"Ppfibp2",2.398686,2.399906,1.904278,96,93,168,2.23429,1.88191256813706
"PPIA",463.088564,434.023348,453.247473,450.119795,5026,6629,7166,"Ppia",366.96618,451.050517,411.726806,2691,3311,5820,409.914501,1.09784345381377
"PPIB",169.149104,152.057457,141.947283,154.384614666667,1462,1708,1716,"Ppib",65.484371,64.273842,61.583501,913,802,1732,63.7805713333333,2.39862988961804
"PPIC",1.292472,0.767482,1.228468,1.09614066666667,24,19,32,"Ppic",0.945077,0.834692,0.912947,16,14,30,0.897572,1.10464354800064
"PPID",32.745594,39.418897,35.222404,35.7956316666667,498,724,746,"Ppid",52.346539,38.684305,53.813374,758,636,1329,48.281406,0.746643301261873
"PPIE",15.67216,14.941548,16.862481,15.8253963333333,323,430,449,"Ppie",7.849123,8.257996,7.098959,91,100,150,7.73535933333333,1.92612526758105
"PPIF",9.566108,10.500919,8.197273,9.42143333333333,253,338,334,"Ppif",8.808713,9.56792,9.139578,188,202,414,9.17207033333333,1.02451447855043
"PPIG",22.923177,18.514595,14.931108,18.7896266666667,779,901,894,"Ppig",37.738786,39.751094,43.364511,1022,908,1668,40.284797,0.479344167943145
"PPIH",18.974557,14.761119,18.093557,17.276411,120,145,163,"Gm7879",0,0,0,0,0,0,0,18.276411
"PPIH",18.974557,14.761119,18.093557,17.276411,120,145,163,"Ppih",11.158209,12.327362,9.502754,88,89,129,10.9961083333333,1.52352833870429
"PPIL1",32.143157,33.843176,29.707198,31.8978436666667,699,992,913,"Ppil1",8.303796,8.978718,9.752064,109,119,217,9.011526,3.28599692660906
"PPIL2",15.09571,15.650142,10.622976,13.7896093333333,608,934,723,"Ppil2",34.766206,34.310831,34.075502,587,555,1066,34.3841796666667,0.417972367104662
"PPIL3",65.639385,72.148364,58.750233,65.5126606666667,265,315,314,"Ppil3",20.779111,26.013277,21.884157,105,126,239,22.8921816666667,2.78386719114321
"PPIL4",6.326108,8.027232,6.848847,7.06739566666667,235,358,286,"Ppil4",10.064291,10.292523,9.831516,446,476,843,10.0627766666667,0.729237867648056
"PPIL6",6.388769,3.867655,4.034011,4.76347833333333,76,90,95,"Ppil6",4.887283,2.103817,3.124674,24,16,36,3.37192466666667,1.31829314838758
"PPIP5K1",60.962923,53.218067,33.031257,49.070749,802,904,886,"Ppip5k1",31.98517,34.901288,33.418668,1426,1288,2653,33.435042,1.45406382835253
"PPIP5K2",69.40155,73.510271,61.37236,68.094727,1901,2511,2272,"Ppip5k2",7.933101,6.7319,7.46723,426,394,806,7.37741033333333,8.24774294808925
"PPL",2.758046,4.471697,3.456794,3.562179,191,533,482,"Ppl",0.17839,0.060874,0.064668,11,5,11,0.101310666666667,4.14249960350274
"PPM1B",32.302284,26.49911,24.130071,27.6438216666667,802,1011,880,"Ppm1b",36.641011,40.244528,36.58871,1348,1270,2346,37.8247496666667,0.737772217788672
"PPM1D",3.396374,2.136111,2.177769,2.57008466666667,163,153,138,"Ppm1d",4.652385,4.618444,4.740284,168,168,327,4.670371,0.629603365752729
"PPM1E",10.337787,11.009925,8.574308,9.97400666666667,1101,1600,1324,"Ppm1e",35.265429,31.11134,30.55628,3073,2670,5010,32.3110163333333,0.329440763885829
"PPM1F",18.066411,23.267033,11.029156,17.4542,603,931,783,"Ppm1f",17.87571,17.964318,16.095601,875,832,1721,17.3118763333333,1.00777220553896
"PPM1G",31.018586,37.056371,33.883427,33.986128,1046,1713,1666,"Ppm1g",43.412482,48.459222,41.124352,596,629,1104,44.3320186666667,0.771775205010357
"PPM1H",5.404093,5.711722,5.025712,5.380509,557,765,695,"Ppm1h",19.574453,14.448415,16.898279,1033,910,1794,16.9737156666667,0.354991094681276
"PPM1J",4.257359,3.928454,5.709061,4.63162466666667,102,143,232,"Ppm1j",0.283459,0.280844,0.217797,6,6,5,0.2607,4.46706168530711
"PPM1K",25.555219,19.939676,20.768008,22.0876343333333,1966,2008,2059,"Ppm1k",27.48149,38.985939,27.549043,969,1001,1923,31.338824,0.713929310890629
"PPM1L",3.311222,3.472151,2.636084,3.139819,566,843,659,"Ppm1l",17.780394,24.290594,23.068765,2323,2541,4195,21.713251,0.182264485167711
"PPM1M",6.432197,3.716284,3.714702,4.621061,83,65,87,"Ppm1m",11.784264,9.830739,10.012862,138,143,246,10.5426216666667,0.48698304097004
"PPM1N",3.046256,3.317326,4.500804,3.621462,41,60,97,"Ppm1n",0,0.120215,0.061814,0,1,1,0.0606763333333333,4.3570897688236
"PPME1",50.06298,51.670104,43.164153,48.299079,1206,1632,1623,"Ppme1",126.353252,134.396941,112.659329,1952,1980,3422,124.469840666667,0.392915769543152
"PPOX",33.770662,40.823859,40.700722,38.4317476666667,321,500,468,"Ppox",17.078242,9.60188,14.01257,167,142,369,13.5642306666667,2.70743773352303
"PPP1CA",29.057434,36.87879,33.195612,33.0439453333333,502,934,829,"Ppp1ca",191.58023,227.478342,203.442116,1757,1926,3454,207.500229333333,0.163280133754225
"PPP1CB",124.395137,149.355031,102.520197,125.423455,2754,4308,3917,"Ppp1cb",204.292246,215.873829,199.080704,3635,3638,6291,206.415593,0.609517602661628
"PPP1CC",73.999956,75.906865,71.256505,73.7211086666667,1206,1726,1688,"Ppp1cc",139.377038,148.091744,136.663002,1444,1612,2826,141.377261333333,0.52481068933985
"PPP1R10",40.406503,32.444496,27.178524,33.3431743333333,1077,1455,1169,"Ppp1r10",8.306901,9.204755,7.763062,471,477,860,8.424906,3.64387446764279
"PPP1R11",50.354564,51.191357,47.670252,49.7387243333333,1182,1644,1627,"Ppp1r11",69.436155,64.089169,57.148535,477,393,724,63.557953,0.785940724194482
"PPP1R12A",28.484988,19.613025,21.453044,23.1836856666667,783,863,812,"Ppp1r12a",41.845827,32.446532,37.102796,1560,1350,2848,37.1317183333333,0.634214421056556
"PPP1R12B",4.087007,2.605207,2.507411,3.06654166666667,678,891,855,"Ppp1r12b",24.247748,23.727024,22.703157,1720,1769,3371,23.5593096666667,0.165580454901223
"PPP1R12C",38.517694,32.879248,28.982736,33.4598926666667,599,842,728,"Ppp1r12c",68.261885,57.926357,74.405747,924,907,1881,66.864663,0.507773724105381
"PPP1R13B",44.077969,39.724855,35.657532,39.8201186666667,814,1126,1004,"Ppp1r13b",12.97163,17.160605,18.345194,756,818,1505,16.159143,2.37891360114352
"PPP1R13L",2.228947,0.523712,0.889909,1.21418933333333,23,10,31,"Ppp1r13l",1.965122,0.752794,1.794335,21,29,46,1.50408366666667,0.884231370863407
"PPP1R14A",5.194885,1.818835,6.149143,4.387621,24,14,56,"Ppp1r14a",4.379009,6.074102,5.93809,39,56,111,5.46373366666667,0.833515314497539
"PPP1R14B",40.400025,51.122133,53.271908,48.2646886666667,324,546,681,"Ppp1r14bl",0,0,0,0,0,0,0,49.2646886666667
"PPP1R14B",40.400025,51.122133,53.271908,48.2646886666667,324,546,681,"Ppp1r14b",17.648771,20.975338,21.330531,83,98,194,19.98488,2.34762784760583
"PPP1R14C",34.718732,49.656196,45.123356,43.1660946666667,1124,2194,2177,"Ppp1r14c",4.968222,4.594701,4.483678,141,132,260,4.68220033333333,7.77270987923047
"PPP1R14D",0,0.250542,0.158161,0.136234333333333,0,3,2,"Ppp1r14d",0,0.126884,0,0,1,0,0.0422946666666667,1.09012774378583
"PPP1R15A",18.919474,25.218041,21.409056,21.848857,688,1259,1150,"Ppp1r15a",9.615056,6.850425,7.764485,139,134,231,8.07665533333333,2.51732121149178
"PPP1R15B",9.435781,10.105708,7.766827,9.102772,807,1178,949,"Ppp1r15b",11.5349,11.327638,10.531082,793,762,1404,11.1312066666667,0.832792011347044
"PPP1R16A",15.068384,17.421314,16.126672,16.2054566666667,259,417,449,"Ppp1r16a",21.258575,23.699636,22.042545,586,557,1171,22.3335853333333,0.737368750703207
"PPP1R16B",17.423978,25.624046,9.974886,17.6743033333333,679,995,940,"Ppp1r16b",29.203829,24.83644,25.93567,2520,2128,4327,26.6586463333333,0.675170545524046
"PPP1R17",16.174068,3.574605,3.23906,7.66257766666667,347,95,91,"Ppp1r17",0.178403,0.228481,0.023439,4,5,1,0.143441,7.57588512801856
"PPP1R18",26.385873,29.075068,33.339597,29.6001793333333,1251,1853,2025,"Ppp1r18",2.943932,2.75613,2.853321,79,81,149,2.85112766666667,7.94577120831189
"PPP1R1B",0.232085,0.372947,0.605191,0.403407666666667,1,8,18,"Ppp1r1b",276.19793,290.768233,267.015968,3129,4328,7568,277.994043666667,0.00503024239593951
"PPP1R1C",5.188534,3.241412,2.436175,3.62204033333333,45,31,26,"Ppp1r1c",0,0.04405,0.115629,0,2,4,0.0532263333333333,4.38845876432384
"PPP1R2",160.154185,142.689782,202.777546,168.540504333333,1244,1436,1497,"Ppp1r2",46.538824,52.668379,52.62499,2064,2101,3819,50.610731,3.28498552623355
"PPP1R21",28.615326,27.322184,22.984387,26.307299,686,823,836,"Ppp1r21",68.08481,79.54873,99.830723,698,782,1382,82.4880876666667,0.327080183091829
"PPP1R26",14.17987,10.815047,7.463022,10.819313,604,721,615,"Ppp1r26",5.026562,4.313044,4.114067,276,278,503,4.48455766666667,2.15501663367201
"PPP1R27",0.097623,0.230915,0.071145,0.133227666666667,2,3,2,"Ppp1r27",0,0,0,0,0,0,0,1.13322766666667
"PPP1R2B",0,0,0.024589,0.00819633333333333,0,0,1,"Ppp1r2",46.538824,52.668379,52.62499,2064,2101,3819,50.610731,0.0195346261097006
"PPP1R32",9.121705,4.532159,3.442222,5.69869533333333,60,50,51,"Ppp1r32",0.481521,1.24818,0.570732,8,7,20,0.766811,3.79140458902131
"PPP1R35",5.095437,6.651224,8.518784,6.75514833333333,37,71,79,"Ppp1r35",7.389372,16.545693,14.022606,19,45,85,12.652557,0.56803632706557
"PPP1R36",0.508058,0.249798,0.234073,0.330643,8,6,4,"Ppp1r36",0.265998,0.734575,0.641337,5,10,25,0.547303333333333,0.859975527315265
"PPP1R37",51.712848,57.124566,48.45096,52.429458,499,822,961,"Ppp1r37",41.941833,38.39821,43.983943,1094,1110,2370,41.4413286666667,1.25890163382098
"PPP1R3A",0,0,0,0,0,0,0,"Ppp1r3a",0.010006,0,0.010755,1,0,2,0.00692033333333333,0.99312722853612
"PPP1R3B",1.191518,1.123968,1.444388,1.25329133333333,108,138,188,"Ppp1r3b",0.261544,0.327287,0.194599,16,19,22,0.261143333333333,1.78670518550627
"PPP1R3C",1.501331,0.862189,1.04077,1.13476333333333,59,46,59,"Ppp1r3c",11.391231,12.438739,11.52894,417,447,807,11.7863033333333,0.166957038143159
"PPP1R3D",4.838157,3.697807,3.592427,4.042797,264,278,298,"Ppp1r3d",1.725894,1.748874,1.614588,71,74,136,1.696452,1.87016012152265
"PPP1R3E",14.652068,18.280016,13.830941,15.587675,343,521,474,"Ppp1r3e",8.34721,6.962719,8.388797,77,68,161,7.89957533333333,1.86387264321151
"PPP1R3F",10.673687,12.594095,13.155707,12.141163,361,489,585,"Ppp1r3f",10.377458,9.876056,9.293696,184,226,359,9.84907,1.21127091999591
"PPP1R3G",0.115319,0.047521,0.042024,0.068288,7,4,4,"Ppp1r3g",3.25766,2.916156,2.799744,69,70,157,2.99118666666667,0.26766174805154
"PPP1R42",1.023957,1.964047,2.722873,1.90362566666667,4,9,11,"Ppp1r42",0.745674,0.508911,0.733538,6,4,11,0.662707666666667,1.74632361712011
"PPP1R8",18.723296,21.762014,17.733881,19.406397,506,697,636,"Ppp1r8",13.89568,12.789785,13.656712,300,293,575,13.4473923333333,1.41246229971328
"PPP1R9A",3.648307,3.935816,3.203971,3.59603133333333,588,858,736,"Ppp1r9a",60.244357,77.313877,65.702144,5264,6109,10719,67.7534593333333,0.0668480012191193
"PPP1R9B",33.222908,35.880218,26.794605,31.9659103333333,1257,1825,2004,"Ppp1r9b",232.382403,228.513818,219.542348,8021,8352,16623,226.812856333333,0.144706101595504
"PPP2CA",161.10667,182.383846,193.502863,178.997793,3241,4885,4989,"Ppp2ca",74.399771,61.850278,64.624809,4004,4200,7225,66.958286,2.6486511593303
"PPP2CB",454.653504,490.717061,413.273389,452.881318,1594,1970,2062,"Ppp2cb",55.320387,54.534718,44.27503,872,863,1388,51.3767116666667,8.66570854788612
"PPP2R1A",406.350614,479.493376,466.740819,450.861603,5665,9611,9448,"Ppp2r1a",324.847946,421.332025,365.677707,4071,4673,7904,370.619226,1.21592633369297
"PPP2R1B",5.44253,6.356776,6.05494,5.95141533333333,266,394,309,"Ppp2r1b",6.362684,5.60116,5.097141,193,165,319,5.686995,1.03954247510778
"PPP2R2A",30.955116,35.182545,29.625422,31.9210276666667,590,807,852,"Ppp2r2a",43.359869,48.780569,41.829617,1277,1383,2348,44.656685,0.721056022062633
"PPP2R2B",98.696498,102.806309,109.378406,103.627071,3108,5205,5306,"Ppp2r2b",45.817231,48.686759,44.534738,1145,1302,2280,46.3462426666667,2.20982838567802
"PPP2R2C",35.428916,39.892451,37.532413,37.6179266666667,2145,3060,3198,"Ppp2r2c",125.452728,133.015496,119.679326,6890,7197,12599,126.049183333333,0.303960447863301
"PPP2R2D",25.569683,24.565517,18.615524,22.916908,670,891,814,"Ppp2r2d",23.917002,25.792337,25.785688,484,531,961,25.165009,0.914079869034251
"PPP2R3A",5.842721,5.030597,5.323946,5.399088,455,705,634,"Ppp2r3a",8.201613,7.28789,8.663987,560,590,1027,8.05116333333333,0.706990666761437
"PPP2R3C",76.897174,96.57463,83.403015,85.6249396666667,589,893,843,"Ppp2r3c",8.494965,5.808738,8.047233,219,186,363,7.450312,10.2510936479821
"PPP2R5A",1.968583,1.468441,1.427259,1.62142766666667,75,60,70,"Ppp2r5a",254.252623,201.175021,226.877492,954,936,1856,227.435045333333,0.0114755932604013
"PPP2R5B",92.194827,102.991983,102.676245,99.287685,1683,2581,3184,"Ppp2r5b",35.281639,39.241358,39.013888,1041,1123,2270,37.8456283333333,2.58169810356609
"PPP2R5C",227.882179,198.720621,171.856811,199.486537,2869,3422,3356,"Ppp2r5c",62.828443,75.305289,68.184835,1917,2086,3800,68.7728556666667,2.87341739254311
"PPP2R5D",45.721196,52.591705,49.882794,49.398565,1068,1681,1666,"Ppp2r5d",30.005312,26.522737,30.033878,897,965,1860,28.8539756666667,1.68816929318638
"PPP2R5E",15.087919,14.679819,13.505379,14.4243723333333,1114,1780,1634,"Ppp2r5e",69.29559,80.485881,63.957217,1023,992,1852,71.2462293333333,0.213497264503142
