"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"PLG",0.497898,0.678028,0.574013,0.583313,10,14,12,"Plg",0,0,0,0,0,0,0,1.583313
"PLGLB1",5.128515,6.201727,4.658716,5.32965266666667,70,112,92,"Plg",0,0,0,0,0,0,0,6.32965266666667
"PLGLB2",0.739966,0.736157,0.536216,0.670779666666667,35,47,36,"Plg",0,0,0,0,0,0,0,1.67077966666667
"PLGRKT",5.13113,4.341245,2.621044,4.03113966666667,36,34,33,"Plgrkt",15.455182,14.722848,20.939545,119,106,272,17.0391916666667,0.278900505057738
"PLIN1",3.52373,1.347436,0.721847,1.86433766666667,106,49,39,"Plin1",0.047472,0.08208,0.05607,1,3,4,0.061874,2.69743648179225
"PLIN2",3.367843,4.339482,4.154123,3.953816,77,143,149,"Plin2",6.381443,4.201556,5.008271,44,47,99,5.19709,0.799377772470627
"PLIN3",23.125198,22.268964,24.605731,23.3332976666667,455,646,693,"Plin3",4.017373,4.38003,3.081077,128,118,215,3.82616,5.04195834093082
"PLIN4",0.085757,0.103117,0.064035,0.084303,9,15,10,"Plin4",1.649716,0.470993,1.427465,138,39,231,1.18272466666667,0.496765815935862
"PLIN5",0.580821,0.417804,0.542709,0.513778,14,17,17,"Plin5",0.279903,0.118229,0.282083,7,3,14,0.226738333333333,1.23398605787977
"PLK1",4.750746,2.485112,2.105545,3.113801,51,72,61,"Plk1",0.794376,0.302519,0.422878,9,8,24,0.506591,2.73053602470744
"PLK2",114.936454,147.311657,155.360525,139.202878666667,965,1346,1561,"Plk2",53.50314,58.945552,55.964843,1852,2008,3662,56.137845,2.45376560258208
"PLK3",33.30744,24.562282,21.830453,26.566725,605,626,703,"Plk3",4.535872,4.466435,4.107642,136,130,241,4.369983,5.13348459389909
"PLK4",1.825054,1.841256,2.183867,1.950059,26,39,29,"Plk4",1.653554,2.214715,1.275662,39,67,95,1.71464366666667,1.08672052845241
"PLK5",3.998308,5.678428,3.855761,4.51083233333333,28,38,52,"Plk5",4.504087,8.141133,7.127514,111,181,314,6.59091133333333,0.725977697715171
"PLLP",0.453973,0.563506,0.466319,0.494599333333333,52,86,75,"Pllp",31.436075,35.408022,27.598165,362,440,663,31.480754,0.0460149211232391
"PLN",0.023201,0,0,0.00773366666666667,1,0,0,"Pln",1.042315,0.975764,1.374868,23,18,51,1.13098233333333,0.472896302753644
"PLOD1",31.913219,16.453773,25.475038,24.61401,777,681,943,"Plod1",5.557326,4.735664,4.599571,187,190,322,4.964187,4.29463563097535
"PLOD2",10.413479,2.574364,4.064576,5.68413966666667,197,59,127,"Plod2",2.863774,2.85247,2.64173,80,52,126,2.78599133333333,1.76549259577456
"PLOD3",26.843327,28.039839,20.676667,25.186611,347,431,375,"Plod3",13.062936,11.462362,11.290979,235,223,437,11.938759,2.02388892165006
"PLP1",1.203242,0.170176,0,0.457806,19,1,0,"Plp1",474.713783,457.446666,423.004762,16518,15838,28309,451.721737,0.00322009278737151
"PLP2",13.41434,3.347986,9.507515,8.75661366666667,181,65,186,"Gm6169",0,0,0,0,0,0,0,9.75661366666667
"PLP2",13.41434,3.347986,9.507515,8.75661366666667,181,65,186,"Plp2",2.669775,4.365883,3.81055,36,58,95,3.61540266666667,2.11392469331676
"PLPBP",115.121763,81.056778,78.021402,91.399981,425,558,546,"Plpbp",59.303432,69.789166,58.71062,643,595,1317,62.6010726666667,1.4528053871712
"PLPP1",26.952284,13.047438,19.183565,19.7277623333333,388,297,423,"Plpp1",8.426177,10.776963,9.411493,143,184,308,9.538211,1.96691471952244
"PLPP2",3.146923,3.373348,4.716885,3.74571866666667,63,86,82,"Plpp2",1.169152,1.554728,1.290483,23,31,46,1.338121,2.02971474387624
"PLPP3",2.807668,1.063243,1.467188,1.77936633333333,111,28,72,"Plpp3",57.971077,57.491814,56.378825,2439,2375,4560,57.280572,0.0476894141212844
"PLPP4",9.736648,2.303455,3.728943,5.25634866666667,148,61,89,"Plpp4",2.197145,0.949354,2.070685,18,14,42,1.73906133333333,2.28412142164518
"PLPP5",19.089132,9.992593,7.366976,12.149567,217,157,129,"Plpp5",24.979893,20.353055,20.417675,172,166,324,21.9168743333333,0.573794087655031
"PLPP6",7.342513,7.346361,5.926398,6.87175733333333,332,455,400,"Plpp6",15.033449,14.91205,13.476943,536,535,958,14.4741473333333,0.508703785983512
"PLPP7",2.593047,2.370811,2.316108,2.42665533333333,78,100,106,"Plpp7",10.476903,9.567031,9.4127,211,207,402,9.818878,0.31672927020097
"PLPPR1",70.738161,70.941355,62.737595,68.139037,1781,2505,2270,"Plppr1",4.106607,4.646297,4.192056,222,250,431,4.31498666666667,13.0083180515975
"PLPPR2",113.548284,92.969095,109.402981,105.306786666667,2928,3597,4293,"Plppr2",32.668044,34.621428,36.220042,1063,1174,2452,34.5031713333333,2.99428988099598
"PLPPR3",201.48087,269.404484,258.221293,243.035549,2174,3728,5783,"Plppr3",29.428216,28.437177,35.214331,405,449,934,31.0265746666667,7.61978299396447
"PLPPR4",12.158885,6.696011,6.169144,8.34134666666667,898,669,645,"Plppr4",37.05802,39.486188,34.735335,2889,2900,5041,37.093181,0.245223591767426
"PLPPR5",5.017879,4.340882,4.730847,4.696536,282,355,391,"Plppr5",11.05327,12.032562,10.434451,587,618,1059,11.1734276666667,0.46794840007127
"PLRG1",49.814381,59.675707,38.580756,49.356948,591,842,650,"Plrg1",14.693735,14.975631,14.18761,320,323,584,14.618992,3.22408437112971
"PLS1",4.786126,3.29299,1.638899,3.23933833333333,55,43,37,"Pls1",6.068519,4.156692,3.736479,149,146,240,4.65389666666667,0.749808244343577
"PLS3",25.888997,17.258655,11.226994,18.124882,455,128,283,"Pls3",40.270214,45.102028,40.45507,1652,1810,3105,41.9424373333333,0.445360887449084
"PLSCR1",10.004738,3.247921,12.700995,8.651218,58,45,87,"Plscr2",0.482371,1.203274,1.344431,11,19,35,1.01002533333333,4.80154047809679
"PLSCR1",10.004738,3.247921,12.700995,8.651218,58,45,87,"Plscr1",1.12096,1.399765,1.141989,20,23,34,1.22090466666667,4.34562462083769
"PLSCR3",13.585503,12.702008,11.517238,12.601583,277,357,319,"Plscr3",4.326395,4.779564,4.775756,95,111,207,4.62723833333333,2.41709737428928
"PLSCR4",0.285014,0.01739,0,0.100801333333333,4,1,0,"Plscr4",1.046083,0.950136,0.94181,46,41,77,0.979343,0.556144808319394
"PLSCR5",0,0,0,0,0,0,0,"Plscr5",0,0,0.074903,0,0,2,0.0249676666666667,0.975640532400534
"PLTP",16.097735,10.536976,12.011392,12.8820343333333,395,348,427,"Pltp",31.887181,33.16995,31.732783,579,642,1165,32.2633046666667,0.417337798286909
"PLVAP",0.028038,0,0,0.009346,1,0,0,"Plvap",1.143465,2.856085,2.433701,26,69,118,2.144417,0.320996229189704
"PLXDC1",12.314898,7.728592,13.542343,11.1952776666667,145,186,176,"Plxdc1",6.574355,7.683822,6.652199,246,280,496,6.97012533333333,1.53012370027138
"PLXDC2",0.957116,0.440502,0.614686,0.670768,115,112,108,"Plxdc2",7.428656,8.859856,8.676753,459,492,893,8.321755,0.179233202331535
"PLXNA1",66.349412,63.77582,50.979027,60.3680863333333,3929,5637,5045,"Plxna1",34.056243,41.930875,40.308357,1247,1199,2316,38.7651583333333,1.54326271805364
"PLXNA2",10.883936,5.817234,7.280118,7.99376266666667,1508,1083,1263,"Plxna2",15.172452,15.741725,16.112803,2113,2208,4234,15.67566,0.539334734977006
"PLXNA3",366.896467,441.549395,273.134571,360.526811,2705,3756,3278,"Plxna3",7.725737,4.988203,8.032324,267,257,545,6.91542133333333,45.6737292653699
"PLXNA4",9.01435,8.890871,7.219807,8.37500933333333,1887,2671,2192,"Plxna4",7.736693,7.694363,7.706047,1420,1390,2713,7.71236766666667,1.07605758756049
"PLXNB1",143.776187,145.806563,82.282397,123.955049,1878,2457,1700,"Plxnb1",14.216992,13.477492,13.472889,1092,1100,2089,13.7224576666667,8.48737702828737
"PLXNB2",80.907702,54.871345,51.030294,62.2697803333333,1245,1283,1065,"Plxnb2",13.897316,13.314595,13.911909,647,643,1283,13.70794,4.30174316276333
"PLXNB3",4.894051,1.554823,3.578827,3.342567,133,93,151,"Plxnb3",4.136475,2.661864,3.41897,302,200,462,3.40576966666667,0.985654568566113
"PLXNC1",4.295561,6.635697,4.1954,5.04221933333333,338,746,605,"Plxnc1",8.179874,6.709797,7.952125,741,651,1282,7.613932,0.701447298786818
"PLXND1",8.090512,0.545271,0.898955,3.178246,149,17,11,"Plxnd1",47.019594,49.033336,56.898949,881,1201,2087,50.9839596666667,0.0803756779358843
"PM20D1",0.127818,0.113617,0,0.0804783333333333,2,1,0,"Pm20d1",1.565242,1.617286,0.611606,32,18,57,1.26471133333333,0.477093180676154
"PM20D2",2.71165,2.70772,2.450291,2.62322033333333,195,264,252,"Pm20d2",1.217819,1.714982,0.941421,17,25,28,1.29140733333333,1.58122053666582
"PMAIP1",0.05754,0,0,0.01918,1,0,0,"Pmaip1",1.037368,0.867202,1.305201,31,30,61,1.06992366666667,0.492375644770153
"PMCH",0,0,0,0,0,0,0,"Pmch",0,0.275673,0.283472,0,2,4,0.186381666666667,0.842899067051216
"PMEPA1",20.987522,13.08212,24.222385,19.4306756666667,1535,1141,2082,"Pmepa1",16.843652,12.695321,14.541399,715,651,1211,14.6934573333333,1.30185944580047
"PMF1",14.020258,12.803249,12.137587,12.9870313333333,199,249,250,"Pmf1",2.964299,2.626722,3.608862,18,29,58,3.06662766666667,3.43946691947783
"PMFBP1",8.561973,4.865134,7.161212,6.862773,231,143,267,"Pmfbp1",0.063439,0.086635,0.133369,3,4,12,0.094481,7.18401964035922
"PML",9.133415,6.476399,9.678714,8.42950933333333,276,453,430,"Pml",5.591949,5.818813,6.73925,138,154,277,6.050004,1.33751829549789
"PMM1",26.711516,24.68594,27.171984,26.1898133333333,457,603,690,"Pmm1",84.346752,77.156619,94.212212,868,864,1711,85.2385276666667,0.315286149578396
"PMM2",6.053893,6.311014,5.435313,5.93340666666667,121,146,134,"Pmm2",14.500118,15.37982,14.840236,179,172,384,14.9067246666667,0.435878963894809
"PMP2",0.018038,0.026537,0.015265,0.0199466666666667,1,2,1,"Pmp2",0.05758,0,0,1,0,0,0.0191933333333333,1.00073914664539
"PMP22",27.702434,4.735167,6.411845,12.9498153333333,624,145,214,"Pmp22",12.833158,12.428522,10.160498,240,229,393,11.8073926666667,1.08920025304136
"PMPCA",35.561494,42.561862,32.545158,36.8895046666667,569,825,773,"Pmpca",27.640163,31.808397,29.430255,998,1014,1812,29.6262716666667,1.23715694417696
"PMPCB",24.987769,24.493839,22.675362,24.0523233333333,571,870,807,"Pmpcb",109.909943,87.836116,104.312183,390,361,684,100.686080666667,0.246369249056382
"PMS1",25.38576,21.262062,20.272301,22.3067076666667,311,485,398,"Pms1",1.260402,1.381707,1.517424,52,48,84,1.386511,9.76601728073605
"PMS2",9.677,9.021455,7.798457,8.832304,674,902,883,"Pms2",2.354499,2.955404,3.129311,54,55,103,2.81307133333333,2.57857856317751
"PMVK",21.243094,16.378098,17.150871,18.2573543333333,280,297,327,"Pmvk",25.781037,25.199206,22.505527,282,283,487,24.4952566666667,0.75533086742802
"PNCK",118.778058,119.917757,142.076865,126.924226666667,663,984,1025,"Pnck",28.705298,33.941278,31.948465,442,525,942,31.5316803333333,3.93229692889826
"PNISR",63.211965,54.827203,30.839366,49.626178,1676,1973,1664,"Pnisr",94.60995,74.104588,98.013816,2431,1637,4529,88.9094513333333,0.563079601190166
"PNKD",47.368372,43.713093,32.410048,41.1638376666667,446,589,626,"Pnkd",46.504293,60.163154,48.678404,1353,1543,2419,51.7819503333333,0.79883061160851
"PNKP",56.745392,72.88099,129.884342,86.5035746666667,256,380,363,"Pnkp",45.767025,41.182569,27.436943,149,130,283,38.1288456666667,2.23629328123037
"PNLDC1",0.037091,0.054633,0.025648,0.039124,1,2,1,"Pnldc1",1.202295,2.078064,1.172092,9,13,20,1.48415033333333,0.418301576219689
"PNLIP",0.235921,0.243742,0.195872,0.225178333333333,5,7,6,"Pnlip",0.441392,0.887777,0.927491,4,8,16,0.75222,0.699214900716424
"PNLIPRP1",0.305958,0.399941,0.627091,0.44433,4,4,4,"Pnliprp1",0,0,0,0,0,0,0,1.44433
"PNLIPRP2",0.160463,0.073844,0.330347,0.188218,2,2,4,"Pnliprp2",0,0,0.026612,0,0,1,0.00887066666666667,1.1777703914476
"PNMA1",73.502207,80.223584,67.960757,73.895516,2828,4231,3976,"Pnma1",1.471664,1.380474,1.539079,45,42,92,1.463739,30.3991275049833
"PNMA2",57.036773,55.181635,39.277604,50.4986706666667,3608,4935,4055,"Pnma2",12.678772,14.601496,14.153752,750,844,1406,13.81134,3.47697579467264
"PNMA3",18.873531,22.210966,14.613843,18.5661133333333,834,1436,1115,"Pnma3",4.233117,4.41968,4.148988,199,204,373,4.26726166666667,3.71466514700713
"PNMA5",0.748387,0.116042,0.164667,0.343032,39,8,12,"Pnma5",0.069583,0.035219,0.037781,2,1,1,0.0475276666666667,1.28209692472721
"PNMA8A",37.956302,36.737226,30.971202,35.2215766666667,2233,2929,2631,"Pnmal1",29.56708,33.621703,29.225682,1702,1892,3202,30.8048216666667,1.13887061044675
"PNMA8B",7.445518,3.865867,3.537504,4.94962966666667,499,386,396,"Pnmal2",56.279309,57.195862,53.977866,3204,3245,5987,55.817679,0.104714408813966
"PNMT",3.125124,4.855449,4.862368,4.28098033333333,33,66,82,"Pnmt",3.739188,0.302889,1.948079,5,4,7,1.99671866666667,1.76225429236156
"PNN",34.159047,43.808603,23.109177,33.6922756666667,1259,1729,1365,"Pnn",24.255493,15.808673,19.441441,812,620,1462,19.8352023333333,1.66507985435611
"PNO1",9.426973,13.025728,11.792665,11.415122,199,353,337,"Pno1",12.384192,12.081937,11.062565,193,197,367,11.842898,0.966691629879798
"PNOC",0.563813,0,0,0.187937666666667,5,0,0,"Pnoc",4.670603,2.93773,3.006932,84,52,105,3.53842166666667,0.261751276967433
"PNP",23.014486,13.842643,16.410262,17.755797,430,333,452,"Pnp2",0.817355,0.908188,0.984944,14,15,32,0.903495666666667,9.8533436815459
"PNP",23.014486,13.842643,16.410262,17.755797,430,333,452,"Pnp",12.968149,5.77808,4.88089,116,111,214,7.87570633333333,2.11316105959492
"PNPLA1",0.037274,0.040712,0.076652,0.051546,1,2,4,"Pnpla1",0.126587,0.161574,0.288482,8,10,35,0.192214333333333,0.882010868851043
"PNPLA2",10.567328,8.433584,14.168546,11.056486,187,193,266,"Pnpla2",6.517394,7.987788,7.736818,118,134,280,7.414,1.43290777275969
"PNPLA3",6.279043,7.53542,6.847964,6.88747566666667,195,207,254,"Pnpla3",8.082876,7.431529,8.802386,36,26,65,8.105597,0.86622279315312
"PNPLA5",0.088859,0.633926,0.623934,0.448906333333333,3,15,33,"Pnpla5",0,0,0,0,0,0,0,1.44890633333333
"PNPLA6",76.907173,76.193411,63.925189,72.3419243333333,1211,1602,1562,"Pnpla6",63.154741,40.124228,52.298601,516,453,979,51.85919,1.38749618246767
"PNPLA7",2.56177,2.724547,2.061172,2.449163,147,225,179,"Pnpla7",8.61941,7.579181,8.375086,152,132,277,8.19122566666667,0.375266925771271
"PNPLA8",37.885449,38.865784,30.293636,35.681623,1216,1747,1628,"Pnpla8",74.066917,57.483634,56.324575,1719,1652,2867,62.625042,0.576528075219188
"PNPO",34.127121,21.100637,19.951022,25.0595933333333,581,668,781,"Pnpo",13.508835,15.801171,14.462055,358,404,704,14.590687,1.67148460701785
"PNPT1",23.526928,61.066539,30.448518,38.3473283333333,386,636,521,"Pnpt1",7.219917,6.159521,8.105693,222,169,470,7.16171033333333,4.82096603853171
"PNRC1",7.15849,4.235748,5.025177,5.47313833333333,118,110,152,"Pnrc1",14.417491,18.19519,13.424228,230,311,467,15.3456363333333,0.396016294583331
"PNRC2",240.373713,158.021315,119.928845,172.774624333333,404,459,404,"Pnrc2",201.916175,156.581149,155.289701,404,389,730,171.262341666667,1.00877895105822
"POC1A",1.427831,1.083194,0.95314,1.15472166666667,42,43,41,"Poc1a",7.268574,15.331356,7.880768,93,114,169,10.1602326666667,0.193071392956025
"POC1B",10.915985,4.576138,6.218543,7.23688866666667,161,175,231,"Poc1b",1.587003,1.376151,4.140371,48,52,124,2.36784166666667,2.44574700413964
"POC5",12.807946,21.145976,13.556492,15.8368046666667,129,254,216,"Poc5",17.53959,19.042102,15.331783,429,426,855,17.3044916666667,0.919818204912364
"PODN",0.851728,0.401083,0.468187,0.573666,37,21,27,"Podn",1.431757,2.494216,2.165303,28,26,84,2.03042533333333,0.519288821503164
"PODNL1",7.757833,4.61904,5.022185,5.799686,96,73,122,"Podnl1",0.03799,0.024827,0.012682,1,1,1,0.0251663333333333,6.6327636588404
"PODXL",6.173031,7.458778,5.109471,6.24709333333333,411,638,435,"Podxl",7.793256,5.448649,11.664869,462,402,800,8.302258,0.779068193263757
"PODXL2",80.72305,88.149028,87.102875,85.3249843333333,2520,3809,4213,"Podxl2",72.666794,95.024695,94.019671,912,1042,1916,87.2370533333333,0.978330316711997
"POF1B",0.081611,0.072265,0.046588,0.0668213333333333,5,6,4,"Pof1b",0.150966,0.121285,0.124795,8,6,12,0.132348666666667,0.942131487180333
"POFUT1",8.677804,3.614225,3.369163,5.22039733333333,335,314,272,"Pofut1",3.345156,3.468881,3.791816,237,251,526,3.53528433333333,1.37155619717485
"POFUT2",33.401478,23.317844,24.290388,27.0032366666667,616,688,727,"Pofut2",12.408042,10.071466,11.492473,237,196,459,11.3239936666667,2.27225341265863
"POGK",12.820859,15.496402,11.437794,13.251685,1202,1908,1570,"Pogk",14.253616,13.258663,12.587508,919,933,1567,13.3665956666667,0.992001538197857
"POGLUT1",7.547743,6.42725,5.622368,6.53245366666667,269,421,362,"Poglut1",13.802858,14.374129,14.628354,448,503,920,14.268447,0.493334630998599
"POGLUT2",4.639115,5.04245,2.159265,3.94694333333333,68,95,60,"Poglut2",2.996844,3.011955,3.034831,72,73,141,3.01454333333333,1.23225555750218
"POGLUT3",3.498509,2.456675,2.198388,2.71785733333333,142,121,125,"Poglut3",3.079331,2.238701,1.783333,106,99,170,2.36712166666667,1.10416483316859
"POGZ",38.397459,53.464209,26.313206,39.3916246666667,1857,2626,2208,"Pogz",36.385905,25.234096,26.38243,697,609,1251,29.3341436666667,1.33155645039856
"POLA1",1.326198,1.010153,1.932092,1.42281433333333,116,106,114,"Pola1",2.087191,2.346741,1.381697,73,53,119,1.938543,0.824495109764714
"POLA2",5.2197,1.531405,4.565329,3.77214466666667,63,55,97,"Pola2",2.244914,3.078547,2.946044,44,57,112,2.75650166666667,1.27036937292277
"POLB",75.987222,105.524493,86.803191,89.438302,488,896,732,"Polb",23.642868,20.297162,23.30358,390,324,749,22.4145366666667,3.86248522819371
"POLD1",4.123011,5.567651,4.808957,4.83320633333333,76,137,116,"Pold1",2.325203,2.377444,3.389264,35,57,100,2.69730366666667,1.57769197751406
"POLD2",202.933218,169.415235,150.006812,174.118421666667,478,620,639,"Pold2",11.855232,12.617745,7.69458,83,86,134,10.722519,14.9386340654826
"POLD4",14.939631,7.441858,11.911713,11.4310673333333,138,102,162,"Pold4",7.395888,8.71657,6.591752,52,65,95,7.56807,1.4508596840751
"POLDIP2",27.495652,28.484381,29.219431,28.3998213333333,863,1209,1311,"Poldip2",35.087707,37.386932,37.406528,674,745,1401,36.6270556666667,0.781347910763538
"POLDIP3",14.794522,19.523547,14.464688,16.260919,705,1110,957,"Poldip3",14.977472,15.474339,15.049867,591,621,1188,15.167226,1.067648772894
"POLE",11.413633,15.766587,13.72425,13.6348233333333,354,652,565,"Pole",0.343293,0.399788,0.573051,17,18,52,0.438710666666667,10.1721796274998
"POLE2",4.541414,2.775354,0.979927,2.765565,18,17,21,"Pole2",0.382784,0.341846,0.493353,7,6,10,0.405994333333333,2.67822203171516
"POLE3",9.745839,9.335405,7.886463,8.98923566666667,232,348,364,"Pole3",7.583706,11.750437,11.046871,168,209,391,10.1270046666667,0.897747054658076
"POLE4",41.183783,50.357461,57.922509,49.821251,180,267,330,"Pole4",17.416912,20.835097,17.610662,213,255,443,18.6208903333333,2.59016029021177
"POLG",74.50804,97.012623,34.682018,68.734227,552,672,576,"Polg",90.313716,72.690789,116.254656,656,563,1309,93.086387,0.741172333464139
"POLG2",8.344088,7.265285,7.258812,7.62272833333333,137,110,134,"Polg2",1.185146,1.39095,1.284044,24,19,56,1.28671333333333,3.77079549396951
"POLH",7.075761,5.188316,1.950062,4.73804633333333,174,183,207,"Polh",1.389962,1.398907,1.375848,62,58,105,1.388239,2.40262650988169
"POLI",8.053625,5.991431,5.989467,6.67817433333333,299,355,366,"Poli",3.482679,3.538683,2.572967,100,120,169,3.19810966666667,1.82895992315271
"POLK",5.897331,5.208518,4.545726,5.21719166666667,321,381,355,"Polk",2.808001,3.714589,3.077702,130,128,266,3.20009733333333,1.48024942596568
"POLL",15.309347,12.569052,13.08914,13.6558463333333,222,293,321,"Poll",2.668798,2.443436,2.105804,82,74,124,2.40601266666667,4.30293359644973
"POLM",5.721614,6.144742,6.714763,6.19370633333333,123,168,138,"Polm",2.084211,2.889316,2.501931,51,62,104,2.49181933333333,2.06015994718322
"POLN",5.805801,6.016903,5.352988,5.72523066666667,85,124,122,"Poln",0.772265,0.083052,1.006123,8,3,13,0.62048,4.15014728146393
"POLQ",0.567666,0.078248,0.141437,0.262450333333333,11,2,3,"Polq",1.379491,0.940976,1.369461,57,38,96,1.229976,0.56612731856008
"POLR1A",21.080906,27.952159,22.31086,23.7813083333333,1060,1744,1165,"Polr1a",6.663279,7.667852,12.528156,429,419,861,8.95309566666667,2.48980911700939
"POLR1B",9.001238,11.505459,9.419195,9.97529733333333,386,633,608,"Polr1b",6.315104,4.954149,6.133192,192,184,382,5.800815,1.61382089254499
"POLR1C",10.245743,13.334158,11.269036,11.6163123333333,151,257,218,"Polr1c",22.137015,20.774671,19.654706,145,135,265,20.855464,0.577261243839679
"POLR1D",40.563548,43.898766,49.391671,44.617995,578,831,810,"Polr1d",18.78323,20.223313,18.744679,241,265,488,19.2504073333333,2.25269518035374
"POLR1E",7.974634,9.533566,8.007367,8.505189,219,355,320,"Polr1e",5.710559,3.315651,3.604909,61,44,101,4.210373,1.82428187003119
"POLR1G",0.739557,0.813634,0.805372,0.786187666666667,33,48,50,"Cd3eap",8.113795,7.226517,7.160795,222,211,355,7.500369,0.210130603349886
"POLR2A",268.397526,267.975293,211.823587,249.398802,2591,4006,3459,"Polr2a",8.132288,10.628376,10.378123,781,920,1600,9.712929,23.3735145635708
"POLR2B",110.242171,102.621294,81.825858,98.2297743333333,2096,2878,2344,"Polr2b",121.330831,67.792645,64.671301,800,809,1359,84.598259,1.15924991340459
"POLR2C",22.076637,25.542406,20.125039,22.5813606666667,507,674,639,"Polr2c",45.476868,41.672439,35.68773,440,407,761,40.945679,0.562188078220564
"POLR2D",13.442668,13.163677,12.419709,13.0086846666667,522,710,750,"Polr2d",10.033148,9.547503,11.173502,102,98,210,10.2513843333333,1.24506320748146
"POLR2E",75.420857,81.727325,84.126339,80.4248403333333,939,1308,1402,"Polr2e",28.843907,28.140312,24.130142,363,368,590,27.0381203333333,2.90407628490455
"POLR2F",29.457855,36.998321,32.033888,32.8300213333333,258,452,389,"Polr2f",44.547435,49.640606,48.194558,135,160,304,47.4608663333333,0.698089487312027
"POLR2G",121.322716,97.651439,99.892921,106.289025333333,710,891,987,"Polr2g",61.02309,73.129619,60.154629,359,415,725,64.7691126666667,1.63129805136796
"POLR2H",38.783711,37.4348,32.413216,36.2105756666667,249,391,360,"Polr2h",18.043205,18.881189,17.741479,119,125,222,18.2219576666667,1.93583693773265
"POLR2I",83.869882,83.72856,87.78616,85.1282006666667,312,432,530,"Polr2i",32.323216,42.105406,26.61052,69,80,125,33.679714,2.48353261121665
"POLR2J3",53.961081,51.594199,42.02646,49.1939133333333,722,861,747,"Upk3bl",0.086371,0,0,1,0,0,0.0287903333333333,48.7892544350631
"POLR2K",52.170026,51.382879,49.303775,50.9522266666667,613,817,801,"Polr2k",11.400478,10.457719,11.105905,45,43,86,10.988034,4.3336736170974
"POLR2L",27.405941,30.409677,27.98984,28.6018193333333,235,325,308,"Polr2l",5.713249,6.940363,6.42944,119,142,256,6.36101733333333,4.02143046169524
"POLR2M",27.723461,34.297738,81.296375,47.7725246666667,657,781,813,"Polr2m",58.444129,63.892393,97.009153,1501,1635,2884,73.115225,0.658063504046121
"POLR3A",20.000821,19.872658,15.902637,18.5920386666667,1460,2103,1670,"Polr3a",5.89948,7.248185,6.174042,322,359,601,6.440569,2.63313715210042
"POLR3B",2.489636,2.352471,1.655833,2.16598,142,216,161,"Polr3b",3.38407,3.444348,3.134339,171,171,318,3.320919,0.732709870284539
"POLR3C",10.682105,11.438742,9.147126,10.4226576666667,301,446,397,"Polr3c",5.91687,7.466896,7.707273,154,190,312,7.03034633333333,1.42243649184246
"POLR3D",13.919485,10.981791,10.883567,11.928281,534,627,637,"Polr3d",10.838885,10.457871,10.23787,128,139,280,10.511542,1.12307117499984
"POLR3E",18.611428,19.065715,15.153239,17.6101273333333,346,513,452,"Polr3e",7.302406,6.18647,7.865077,362,286,720,7.11798433333333,2.29245667017588
"POLR3F",8.92349,8.372619,8.47325,8.58978633333333,208,284,279,"Polr3f",8.884528,9.552062,8.563669,313,325,581,9.00008633333333,0.958970354222609
"POLR3H",19.622644,23.32923,24.178897,22.3769236666667,449,723,718,"Polr3h",20.849611,21.649411,21.929628,310,315,573,21.4762166666667,1.04007378169369
"POLR3K",5.945408,5.236894,6.575684,5.91932866666667,103,127,168,"Polr3k",10.816938,13.485196,10.095162,432,462,773,11.4657653333333,0.5550664946471
"POLRMT",30.585372,25.813317,23.310909,26.569866,294,519,519,"Polrmt",18.995889,16.644473,16.731171,203,245,428,17.4571776666667,1.49372057298829
"POM121",17.62247,18.994578,14.914036,17.177028,1593,2344,1953,"Pom121",10.296758,10.781072,9.594094,765,803,1407,10.2239746666667,1.61948227253067
"POM121C",46.235606,34.063705,29.797513,36.6989413333333,1161,1673,1422,"Pom121",10.296758,10.781072,9.594094,765,803,1407,10.2239746666667,3.35878710108754
"POM121L12",0,0,0,0,0,0,0,"Pom121l12",0,0,0,0,0,0,0,1
"POM121L2",0.020015,0,0,0.00667166666666667,1,0,0,"Pom121l2",0,0,0,0,0,0,0,1.00667166666667
"POMC",0,0.042153,0,0.014051,0,1,0,"Pomc",0.298271,0.845698,0.807411,3,9,17,0.65046,0.614405074948802
"POMGNT1",54.660711,65.546359,45.330965,55.179345,1141,1556,1261,"Pomgnt1",31.159087,35.522275,36.593338,593,658,1150,34.4249,1.58587166089389
"POMGNT2",12.020979,10.283729,10.893866,11.0661913333333,478,563,632,"Pomgnt2",10.701746,9.194208,13.089523,211,241,485,10.995159,1.00592175004377
"POMK",30.803079,40.551997,27.986554,33.1138766666667,1751,2069,1783,"Pomk",6.094561,7.225055,6.565787,306,355,629,6.62846766666667,4.47191731777675
"POMP",42.216976,41.996754,44.102645,42.772125,730,975,1032,"Pomp",224.003886,225.594196,196.101233,613,630,1106,215.233105,0.202430266170391
"POMT1",54.178502,51.825098,47.269152,51.0909173333333,868,1199,1033,"Pomt1",9.718396,7.192797,7.116803,117,106,242,8.009332,5.78188453187576
