"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"ORAI3",1.981867,1.224197,1.100088,1.435384,48,49,51,"Orai3",4.002808,2.981538,3.775542,139,184,49,3.58662933333333,0.530974670724064
"ORC1",0.16629,0.288038,0.287346,0.247224666666667,8,19,20,"Orc1",6.481458,4.152362,0,10,14,0,3.54460666666667,0.274440618990129
"ORC2",7.533388,6.330778,7.94265,7.26893866666667,224,338,288,"Orc2",15.178753,10.108825,8.898392,530,698,158,11.3953233333333,0.667101490158788
"ORC3",13.773433,13.661451,11.560466,12.99845,438,599,600,"Orc3",27.258493,23.580449,19.988086,791,957,182,23.6090093333333,0.568834356978314
"ORC4",42.698777,40.748495,40.147798,41.1983566666667,1189,1624,1478,"Orc4",50.551974,42.637786,38.098673,681,884,192,43.762811,0.942710158811668
"ORC5",6.399577,8.282899,8.451664,7.71138,179,271,273,"Orc5",11.425829,8.903497,10.998193,470,563,149,10.4425063333333,0.761317472433706
"ORC6",5.563001,4.657389,3.878839,4.699743,129,110,113,"Orc6",11.099269,12.459359,15.843107,211,339,76,13.1339116666667,0.403267201212403
"ORM1",0,0,0,0,0,0,0,"Orm3",0,0.055041,0,0,1,0,0.018347,0.981983547847639
"ORM1",0,0,0,0,0,0,0,"Orm1",0.161588,0.109174,0,2,2,0,0.090254,0.917217455748844
"ORM1",0,0,0,0,0,0,0,"Orm2",0,0,0,0,0,0,0,1
"ORM2",0.222931,0.082555,0.077636,0.127707333333333,2,1,1,"Orm2",0,0,0,0,0,0,0,1.12770733333333
"ORM2",0.222931,0.082555,0.077636,0.127707333333333,2,1,1,"Orm1",0.161588,0.109174,0,2,2,0,0.090254,1.03435285110931
"ORM2",0.222931,0.082555,0.077636,0.127707333333333,2,1,1,"Orm3",0,0.055041,0,0,1,0,0.018347,1.10739004812047
"ORMDL3",44.767781,34.619661,34.797356,38.0615993333333,403,502,462,"Ormdl3",15.211781,13.061006,16.404833,692,900,236,14.89254,2.45785754406365
"OS9",93.990893,78.973037,60.59597,77.8533,1992,2470,2283,"Os9",27.426867,24.733078,27.564856,1451,1983,463,26.5749336666667,2.85960071393825
"OSBP",19.286178,18.636292,15.406472,17.776314,1046,1429,1332,"Osbp",13.932332,13.48438,14.940445,1357,1956,458,14.1190523333333,1.24189754662092
"OSBP2",17.658023,14.231388,14.226987,15.3721326666667,633,760,772,"Osbp2",17.712112,13.766315,16.405738,553,769,156,15.9613883333333,0.965258995603053
"OSBPL10",5.927682,7.773951,10.003057,7.90156333333333,229,344,438,"Osbpl10",4.581334,4.368742,4.189384,197,246,58,4.37982,1.65462103440883
"OSBPL11",3.679978,4.023752,3.415437,3.706389,265,393,354,"Osbpl11",4.828919,4.212818,5.136712,375,528,109,4.72614966666667,0.821911628925289
"OSBPL1A",27.930075,48.025055,32.064568,36.006566,664,1350,1199,"Osbpl1a",75.112554,71.862225,65.112144,2788,4260,941,70.695641,0.516162007673521
"OSBPL2",20.963745,22.279037,20.522122,21.254968,735,1041,990,"Osbpl2",22.497869,18.559881,20.190409,1270,1547,351,20.416053,1.03917225083446
"OSBPL3",1.35902,0.645466,0.862406,0.955630666666667,31,25,42,"Osbpl3",1.974637,1.20389,2.094875,221,184,59,1.75780066666667,0.709126910550219
"OSBPL5",27.409676,29.829961,24.951237,27.396958,671,1029,950,"Osbpl5",21.03614,13.654136,26.95284,752,833,255,20.5477053333333,1.31786459674995
"OSBPL6",4.053687,3.373912,3.238842,3.55548033333333,376,592,575,"Osbpl6",16.067493,12.507853,13.261255,2320,2687,598,13.9455336666667,0.30480546462476
"OSBPL7",14.1232,17.185179,14.002696,15.1036916666667,275,413,392,"Osbpl7",12.641335,16.44427,13.392548,531,874,170,14.1593843333333,1.06229193168861
"OSBPL8",11.339185,17.35751,10.62579,13.107495,1211,2143,1511,"Osbpl8",6.854837,6.327148,4.779076,991,1407,216,5.98702033333333,2.0191003213053
"OSBPL9",189.817119,300.089011,243.927235,244.611121666667,1480,2343,1985,"Osbpl9",79.786214,62.438463,70.446735,1901,2106,526,70.8904706666667,3.41646284116691
"OSCAR",0.390815,0.084973,0.842528,0.439438666666667,7,3,18,"Oscar",1.621856,0.995294,0.878186,30,49,10,1.165112,0.664833351192302
"OSCP1",13.726792,14.764628,13.455533,13.9823176666667,92,95,85,"Oscp1",27.971842,18.293834,37.714622,620,754,183,27.9934326666667,0.516748666462375
"OSER1",9.438628,9.077589,8.411976,8.97606433333333,250,319,316,"Oser1",15.605968,15.17714,13.842655,393,591,135,14.8752543333333,0.628403433662575
"OSGEP",34.590834,40.085918,31.742973,35.4732416666667,497,834,634,"Osgep",21.096618,21.102131,28.097534,333,454,110,23.4320943333333,1.49284139006067
"OSGEPL1",5.084079,4.540788,4.816074,4.813647,117,150,159,"Osgepl1",9.619571,8.899889,9.704711,325,431,103,9.408057,0.558571787222149
"OSGIN1",1.232605,1.87298,1.021174,1.37558633333333,29,54,36,"Osgin1",0.194727,0.209531,0.238204,8,7,3,0.214154,1.95657744679286
"OSGIN2",5.845342,5.073401,5.949471,5.622738,274,436,425,"Osgin2",11.461618,8.986487,9.64302,332,466,105,10.030375,0.60040914293485
"OSM",0,0,0,0,0,0,0,"Osm",0,0,0,0,0,0,0,1
"OSMR",1.352589,1.004124,1.74372,1.366811,112,109,190,"Osmr",1.851376,0.847545,1.064541,128,123,41,1.25448733333333,1.04982226557937
"OSR1",0.152601,0.025396,0,0.0593323333333333,6,1,0,"Osr1",0.132465,0.158603,0.382408,3,10,5,0.224492,0.865119848339829
"OSR2",0,0,0,0,0,0,0,"Osr2",0,0,0.19178,0,0,2,0.0639266666666667,0.939914405128173
"OST4",195.348097,156.32236,176.488943,176.053133333333,651,712,859,"Ost4",35.941087,39.159974,41.781127,312,493,105,38.9607293333333,4.43067822552588
"OSTC",62.19316,53.004757,56.44499,57.2143023333333,572,593,661,"Ostc",21.47979,19.216471,25.345541,406,525,135,22.013934,2.52952417145775
"OSTF1",10.33368,15.684085,14.305655,13.44114,185,380,362,"Ostf1",11.844692,11.524237,16.095929,306,456,110,13.1549526666667,1.02021817663914
"OSTM1",64.18151,62.737164,60.631891,62.516855,1006,1312,1154,"Ostm1",13.369868,13.293584,16.039116,828,1233,307,14.2341893333333,4.16936232117197
"OSTN",1.516896,0.221431,0.57557,0.771299,13,14,8,"Ostn",0.114434,0,0.123386,3,0,1,0.0792733333333333,1.64119592812448
"OTC",0.153919,0,0,0.0513063333333333,1,0,0,"Otc",0,0.014506,0,0,1,0,0.00483533333333333,1.04624737850912
"OTOA",0.05516,0.035362,0.117112,0.0692113333333333,2,3,9,"Otoa",0.19417,0.062856,0.056042,15,8,1,0.104356,0.968176324784158
"OTOF",0.243405,0.062086,0.17665,0.160713666666667,11,6,13,"Otof",3.684687,2.268925,1.776495,599,527,90,2.57670233333333,0.324520622208148
"OTOG",0.232086,0.170177,1.084436,0.495566333333333,2,5,4,"Otog",0.056478,0.086315,0.040578,5,10,2,0.0611236666666667,1.40941756395971
"OTOGL",0.053972,0,0.045344,0.0331053333333333,2,0,2,"Otogl",0.041471,0.020597,0.066386,8,6,4,0.042818,0.990686134429338
"OTOL1",0,0,0,0,0,0,0,"Otol1",0,0,0,0,0,0,0,1
"OTOP1",0.068873,0,0.073322,0.0473983333333333,2,0,3,"Otop1",0.076225,0.015434,0.221045,5,1,4,0.104234666666667,0.948528754757443
"OTOP2",0,0,0,0,0,0,0,"Otop2",0.650153,0.190978,0.068282,5,5,1,0.303137666666667,0.76737863203504
"OTOP3",0.054843,0.099492,0.206792,0.120375666666667,2,5,11,"Otop3",0.020188,0.013269,0,1,1,0,0.0111523333333333,1.10801867308487
"OTOR",0.145951,0.547102,0.371882,0.354978333333333,2,11,11,"Otor",0,0.125075,0,0,3,0,0.0416916666666667,1.30074798204843
"OTOS",0,0.129812,0,0.0432706666666667,0,1,0,"Otos",0.015517,0.187364,0.592687,1,7,5,0.265189333333333,0.824596476732863
"OTP",0.027245,0.039084,0.032999,0.0331093333333333,1,2,2,"Otp",1.657091,1.468863,1.526026,81,108,23,1.55066,0.405036082164355
"OTUB1",55.543729,51.551257,51.280428,52.7918046666667,1032,1319,1390,"Otub1",90.688031,70.426172,84.647073,2029,2432,656,81.9204253333333,0.648715976195588
"OTUB2",2.904004,3.117354,2.576206,2.86585466666667,184,258,236,"Otub2",5.601642,3.256116,4.963347,201,260,95,4.607035,0.689465050007119
"OTUD1",2.319277,3.930925,3.588944,3.27971533333333,88,206,216,"Otud1",1.929405,1.502464,1.653721,92,111,24,1.69519666666667,1.58790465507155
"OTUD3",25.22116,18.658268,30.627122,24.8355166666667,567,801,706,"Otud3",3.704599,2.652947,2.074854,119,128,21,2.8108,6.77955197508835
"OTUD4",6.227235,6.723024,5.840897,6.26371866666667,679,1004,961,"Otud4",9.415576,9.253776,6.254998,1005,1325,262,8.30811666666667,0.780363947594125
"OTUD5",27.621154,24.78283,25.857529,26.087171,675,836,891,"Otud5",24.167825,19.560966,22.572488,1163,1322,379,22.1004263333333,1.17258316401347
"OTUD6A",0,0.114246,0.054512,0.0562526666666667,0,4,2,"Otud6a",0,0,0,0,0,0,0,1.05625266666667
"OTUD6B",5.899488,5.250655,4.333383,5.16117533333333,242,289,239,"Otud6b",16.749433,16.566286,14.471795,1005,1479,272,15.9291713333333,0.363938388478711
"OTUD7A",2.313144,3.614202,2.31329,2.74687866666667,329,496,371,"Otud7a",8.712658,10.145087,10.332591,444,652,131,9.730112,0.349192875774891
"OTUD7B",1.421231,1.128666,0.962791,1.170896,202,210,197,"Otud7b",24.348253,29.073147,17.516463,2881,5632,794,23.6459543333333,0.0880832598583489
"OTULIN",4.719221,5.880069,5.291394,5.29689466666667,226,386,271,"Otulin",8.22069,6.161943,9.032582,179,217,63,7.80507166666667,0.715144056181258
"OTULINL",1.830093,0.634988,1.846382,1.43715433333333,106,89,95,"Otulinl",8.224926,6.746545,10.14885,123,145,46,8.37344033333333,0.260006384706633
"OTX1",0,0.032905,0.129742,0.0542156666666667,0,2,7,"Otx1",0.008555,0,0,1,0,0,0.00285166666666667,1.05121794349779
"OTX2",0.036159,0,0,0.012053,1,0,0,"Otx2",0,0,0,0,0,0,0,1.012053
"OVCA2",6.571917,6.156142,4.21847,5.648843,87,112,84,"Ovca2",5.4519,5.988931,8.56611,251,370,106,6.66898033333333,0.866978752194827
"OVCH2",0,0,0,0,0,0,0,"Ovch2",0,0,0,0,0,0,0,1
"OVGP1",5.179266,5.482345,6.210841,5.62415066666667,113,157,194,"Ovgp1",5.663509,2.814232,1.663229,152,141,29,3.38032333333333,1.51225153089916
"OVOL1",0.059603,0.053897,0.014397,0.0426323333333333,3,4,1,"Ovol1",0.046836,0.010351,0,3,1,0,0.0190623333333333,1.02312910528535
"OVOL2",0,0,0,0,0,0,0,"Ovol2",0.032793,0.113964,0,1,1,0,0.048919,0.953362461734414
"OVOL3",0.277118,0,0.091347,0.122821666666667,2,0,1,"Ovol3",0.088687,0,0,1,0,0,0.0295623333333333,1.09058153189365
"OXA1L",37.377502,36.945499,34.803779,36.3755933333333,796,1107,1156,"Oxa1l",28.192661,23.459012,40.301706,674,826,279,30.6511263333333,1.18086139936105
"OXCT1",238.801073,231.464248,200.340242,223.535187666667,1601,2023,1643,"Oxct1",162.10422,127.421709,140.845024,4817,6152,1334,143.456984333333,1.55433943677347
"OXCT2",0.475072,0.343212,0.646051,0.488111666666667,12,12,26,"Oxct2a",0,0,0,0,0,0,0,1.48811166666667
"OXCT2",0.475072,0.343212,0.646051,0.488111666666667,12,12,26,"Oxct2b",0.123192,0.036862,0,4,2,0,0.0533513333333333,1.41274009874515
"OXGR1",0.343397,0.126737,0.038685,0.169606333333333,2,1,1,"Oxgr1",0.062337,0.016641,0,5,2,0,0.026326,1.13960508974082
"OXLD1",6.573484,5.750791,7.282156,6.535477,91,129,164,"Oxld1",3.841873,4.854489,9.992033,34,49,20,6.229465,1.04232844339104
"OXNAD1",4.819051,3.873855,3.720246,4.13771733333333,163,164,167,"Oxnad1",33.569462,23.133924,17.568989,288,355,85,24.7574583333333,0.199465229326781
"OXR1",35.87298,17.593764,18.866022,24.110922,999,667,800,"Oxr1",77.857232,70.499586,72.159104,2968,4071,789,73.5053073333333,0.337035345517802
"OXSM",19.445601,12.252623,13.403175,15.0337996666667,68,99,80,"Oxsm",2.668026,2.598341,2.714108,196,287,59,2.66015833333333,4.3806300729249
"OXSR1",16.025096,14.29145,13.640828,14.652458,1103,1290,1293,"Oxsr1",27.306401,29.297735,22.53461,1870,3192,639,26.379582,0.571683599844585
"OXT",0,0,0.296604,0.098868,0,0,2,"Oxt",0,0.502701,0,0,5,0,0.167567,0.941160550101193
"OXTR",0.365917,0.233869,0.246229,0.282005,25,22,25,"Oxtr",1.02298,0.686732,0.544767,88,88,16,0.751493,0.731949827946786
"P2RX1",0,0,0,0,0,0,0,"P2rx1",0.367933,0.038043,0.373387,15,3,3,0.259787666666667,0.793784561049045
"P2RX2",0.218938,0.937493,1.591441,0.915957333333333,4,28,50,"P2rx2",0.096833,0.042997,0,3,2,0,0.04661,1.83063159470417
"P2RX3",74.92959,127.107014,107.434159,103.156921,4127,9671,9265,"P2rx3",1.124562,0.89376,0.376085,30,41,4,0.798135666666667,57.9249513431226
"P2RX4",6.293738,5.949589,5.389553,5.87762666666667,103,127,89,"P2rx4",16.863335,13.135264,9.320888,302,436,82,13.1064956666667,0.487550333490574
"P2RX5",30.20118,33.802553,36.005931,33.3365546666667,531,774,929,"P2rx5",6.426477,4.688914,4.873926,280,348,78,5.32977233333333,5.4246113222503
"P2RX6",0.502836,0.387945,2.351545,1.08077533333333,18,23,23,"P2rx6",5.680151,5.557692,6.636605,281,416,107,5.95814933333333,0.299041488426424
"P2RX7",0.872757,0.454597,0.295212,0.540855333333333,43,41,33,"P2rx7",5.615707,6.364225,6.291284,299,417,62,6.09040533333333,0.217315549802136
"P2RY1",0.109357,0,0.013945,0.0411006666666667,11,0,2,"P2ry1",4.727768,4.858218,4.31678,304,489,85,4.63425533333333,0.184780526453481
"P2RY10",0.07869,0.027628,0.013709,0.040009,4,2,1,"P2ry10",0,0,0,0,0,0,0,1.040009
"P2RY12",0,0.023679,0,0.007893,0,1,0,"P2ry12",10.891943,13.304823,8.026495,321,640,87,10.741087,0.0858432443265262
"P2RY13",0.023151,0.03411,0,0.019087,1,2,0,"P2ry13",1.787129,2.194719,2.093978,95,173,35,2.02527533333333,0.336857603924976
"P2RY14",0.581624,0,0,0.193874666666667,19,0,0,"P2ry14",1.074786,0.911124,1.78803,39,51,18,1.25798,0.528735713631948
"P2RY2",0.030127,0.005019,0.040759,0.0253016666666667,3,1,2,"P2ry2",0.827741,0.131761,1.694219,38,11,20,0.884573666666667,0.544049662160549
"P2RY4",0,0,0.029331,0.009777,0,0,1,"P2ry4",0.021199,0.048482,0.067075,2,7,2,0.0455853333333333,0.965752835094601
"P2RY6",0.161966,0.085438,0.037355,0.0949196666666667,5,2,2,"P2ry6",0.502123,0.813088,0.874423,20,44,11,0.729878,0.632946176936563
"P3H1",28.978286,15.850408,16.303647,20.377447,411,326,322,"P3h1",10.256588,4.941596,9.862739,171,157,52,8.353641,2.28546797979525
"P3H2",10.614992,0.459362,2.482676,4.51901,115,17,27,"P3h2",3.494368,2.971052,1.093836,114,107,16,2.519752,1.56801104168703
"P3H3",10.752516,9.534398,6.111686,8.79953333333333,250,342,219,"P3h3",17.193876,10.209442,16.3189,454,417,147,14.5740726666667,0.629220984329126
"P3H4",16.655659,12.436272,13.679304,14.2570783333333,294,280,377,"P3h4",21.984796,25.92539,31.846065,160,279,67,26.585417,0.553084926478847
"P4HA1",13.306211,2.050323,6.020525,7.12568633333333,335,77,216,"P4ha1",10.182429,7.318411,8.802284,654,671,169,8.767708,0.831892838456405
"P4HA2",18.8736,13.581775,16.817651,16.424342,412,338,518,"P4ha2",8.281525,7.022247,12.101902,222,279,59,9.13522466666667,1.719186557088
"P4HA3",0.919704,0.054403,0.861666,0.611924333333333,11,3,8,"P4ha3",3.525175,4.002066,4.118184,142,237,46,3.88180833333333,0.330190008142475
"P4HB",234.816928,169.662846,150.460541,184.980105,1814,1735,1764,"P4hb",88.956131,81.510032,131.506392,2423,3433,920,100.657518333333,1.8294771311471
"P4HTM",51.331189,60.496238,58.339172,56.7221996666667,1223,1663,1695,"P4htm",112.445608,91.455014,80.758095,922,1226,314,94.886239,0.601986273198876
"PABPC1L",13.724585,13.308754,7.429253,11.4875306666667,323,277,241,"Pabpc1l",1.081725,0.935465,0.267741,6,5,1,0.761643666666667,7.08856785452828
"PABPC3",0,0,0.029578,0.00985933333333333,0,0,2,"Pabpc2",0,0,0,0,0,0,0,1.00985933333333
"PABPC3",0,0,0.029578,0.00985933333333333,0,0,2,"Pabpc6",0,0,0,0,0,0,0,1.00985933333333
"PABPC4",229.530832,238.997298,227.417092,231.981740666667,1156,1731,1878,"Pabpc4",13.080297,16.54566,13.601058,431,597,147,14.409005,15.119843277789
"PABPC4L",0.014104,0,0,0.00470133333333333,1,0,0,"Pabpc4l",0.178979,0.045572,0.105619,6,7,3,0.110056666666667,0.905090130533877
"PABPC5",1.923104,3.127172,2.567343,2.53920633333333,82,152,134,"Pabpc5",0.149976,0.219579,0,6,14,0,0.123185,3.15104487091025
"PABPN1L",0.095702,0.492833,0.250181,0.279572,1,12,6,"Pabpn1l",0,0,0,0,0,0,0,1.279572
"PACC1",28.095768,32.486289,42.656578,34.4128783333333,548,878,778,"Pacc1",3.230284,2.943285,3.041858,151,206,45,3.071809,8.69708729788979
"PACRG",20.946275,13.697986,33.465582,22.703281,69,111,127,"Pacrg",21.018761,15.607941,26.027702,276,349,107,20.8848013333333,1.08309326819873
"PACS1",101.068072,92.173051,83.654246,92.2984563333333,2472,3003,3278,"Pacs1",9.649269,6.622698,8.979194,686,738,211,8.41705366666667,9.90739350499613
"PACS2",46.530491,48.696193,42.186484,45.8043893333333,2410,3814,3512,"Pacs2",67.654171,88.45783,67.266026,7006,13765,2211,74.4593423333333,0.620259703915522
"PACSIN1",4.292409,3.654408,4.476242,4.14101966666667,220,298,428,"Pacsin1",85.769618,66.645158,73.952109,5733,7119,1812,75.4556283333333,0.067241873211122
"PACSIN2",22.357463,14.231497,15.220669,17.2698763333333,763,793,855,"Pacsin2",55.238881,52.321752,53.292156,1647,2501,556,53.6175963333333,0.334505316232365
"PACSIN3",1.303288,0,0,0.434429333333333,16,0,0,"Pacsin3",36.772802,35.482413,33.280764,606,1020,225,35.1786596666667,0.0396484929665581
"PADI1",0.028842,0,0,0.009614,1,0,0,"Padi1",0.024436,0.064102,0.038583,2,8,1,0.0423736666666667,0.968572050777696
"PADI2",5.246121,0.604441,0.827162,2.225908,318,45,83,"Padi2",36.012763,64.046203,27.052517,1534,4565,562,42.3704943333333,0.0743802451317844
"PADI3",0,0,0.013484,0.00449466666666667,0,0,1,"Padi3",0.125376,0.113964,0.095458,9,9,2,0.111599333333333,0.903648137008598
"PADI4",0,0.144893,0.067037,0.0706433333333333,0,2,1,"Padi4",0.171837,0.145074,0,5,5,0,0.105637,0.968349768805976
"PADI6",0,0,0,0,0,0,0,"Padi6",0,0,0,0,0,0,0,1
"PAF1",91.742097,125.067792,80.05286,98.9542496666667,566,821,681,"Paf1",60.600678,46.155949,45.596792,750,1012,252,50.784473,1.93019729420953
"PAFAH1B1",213.996229,217.677499,175.92883,202.534186,10752,14824,13276,"Pafah1b1",125.122759,110.652028,79.530007,11811,15812,3040,105.101598,1.91829519853226
"PAFAH1B2",60.223691,57.258726,54.768492,57.4169696666667,3352,4248,3946,"Pafah1b2",73.615264,57.996768,66.834121,4260,5786,1226,66.1487176666667,0.869964039472126
"PAFAH1B3",121.436594,183.094126,151.270144,151.933621333333,982,1967,1768,"Pafah1b3",18.427973,15.714988,23.258099,204,273,87,19.1336866666667,7.59590748904076
"PAFAH2",3.626327,10.63605,7.495553,7.25264333333333,65,68,65,"Pafah2",3.858599,3.618855,2.48157,160,203,43,3.31967466666667,1.9104779804405
"PAG1",10.269097,7.533761,7.623915,8.475591,1261,1304,1134,"Pag1",4.172963,3.497157,3.455755,734,938,189,3.708625,2.01239024131249
"PAGR1",4.750427,5.397684,3.885478,4.677863,294,459,357,"Pagr1a",83.853154,97.393725,45.800187,703,871,250,75.6823553333333,0.0740439306450446
"PAH",0.026985,0.318401,5.193302,1.84622933333333,1,3,4,"Pah",0.116349,0.538233,0.073294,5,12,1,0.242625333333333,2.29049678691029
"PAICS",17.071648,14.858283,21.196306,17.7087456666667,779,825,1339,"Paics",74.04383,72.413775,58.415367,1903,2708,611,68.2909906666667,0.270002571570488
"PAIP1",118.518944,144.442752,118.847526,127.269740666667,1684,2577,2388,"Paip1",69.370804,60.240419,68.08802,1097,1590,310,65.8997476666667,1.91734266780468
"PAIP2",150.28288,126.078634,127.043953,134.468489,1620,1917,1864,"Paip2",146.23164,124.510518,152.341371,2871,3572,879,141.027843,0.95381642175612
"PAIP2B",1.271076,1.242451,1.519876,1.34446766666667,131,174,226,"Paip2b",31.835905,22.018299,23.106844,1626,2016,493,25.6536826666667,0.0879603654019142
"PAK1",144.802065,161.619319,150.388029,152.269804333333,1712,2613,2657,"Pak1",117.661999,95.081722,123.861586,5680,6800,1868,112.201769,1.35395237801746
"PAK1IP1",12.869834,15.585168,15.510919,14.655307,268,438,457,"Pak1ip1",17.448728,21.930093,21.714185,480,653,163,20.3643353333333,0.732777629434325
"PAK2",47.603489,38.368981,38.063179,41.3452163333333,2081,3026,2832,"Pak2",10.96785,9.222619,9.808356,1248,1585,357,9.99960833333333,3.84970219394175
"PAK3",23.318705,17.33156,17.031655,19.2273066666667,3443,3526,3587,"Pak3",14.834869,11.09737,10.696227,2158,2638,521,12.2094886666667,1.53127098081465
"PAK4",5.083396,4.424567,5.203974,4.903979,119,156,158,"Map3k5",4.963163,4.767957,5.003485,294,394,77,4.911535,0.998721820982198
"PAK5",8.086736,8.034893,6.1781,7.433243,591,791,637,"Pak5",3.520179,3.519123,4.257128,337,528,123,3.76547666666667,1.76965361282502
"PAK6",7.120368,4.280505,4.473156,5.291343,341,286,331,"Pak6",6.077247,4.540341,4.725419,288,299,68,5.11433566666667,1.02894956099619
"PALB2",6.710151,6.284273,7.200012,6.73147866666667,130,221,196,"Palb2",1.210674,0.788038,1.312895,43,50,9,1.103869,3.67488596802684
"PALD1",1.41943,0.987051,1.7092,1.37189366666667,105,101,189,"Pald1",4.076926,3.624245,4.738115,294,392,111,4.14642866666667,0.460881481177303
"PALLD",39.893826,26.213213,29.892469,31.999836,1404,1448,1394,"Palld",2.130278,2.630206,1.997634,179,263,54,2.252706,10.1453485190484
"PALM",127.31551,130.181436,110.556213,122.684386333333,2180,3259,3431,"Palm",49.941142,54.466452,29.4862,1393,1965,442,44.6312646666667,2.7105184841323
"PALM2AKAP2",17.674891,17.736846,16.448231,17.286656,1722,2098,2220,"Pakap",15.504147,13.672162,10.857862,1791,2454,519,13.3447236666667,1.27480015822775
"PALM2AKAP2",17.674891,17.736846,16.448231,17.286656,1722,2098,2220,"Pakap",15.504147,13.672162,10.857862,1791,2454,519,13.3447236666667,1.27480015822775
"PALM3",13.407416,19.924089,17.603194,16.978233,473,966,920,"Palm3",4.108938,5.318553,4.904811,171,303,80,4.777434,3.11180240224293
"PALMD",0.962712,0.027203,0.051274,0.347063,32,3,5,"Palmd",4.663852,3.387277,3.344076,214,238,57,3.79840166666667,0.280731604725323
"PAM",125.041091,55.485994,70.039387,83.5221573333333,2253,1331,1737,"Pam",102.420965,72.973628,102.370662,3074,3003,783,92.5884183333333,0.903126250432946
"PAM16",32.126499,41.580726,44.097004,39.2680763333333,119,196,199,"Gm9803",11.05807,8.355586,15.348803,82,94,36,11.5874863333333,3.19905621082568
"PAM16",32.126499,41.580726,44.097004,39.2680763333333,119,196,199,"Pam16",52.944757,44.046923,48.233599,179,252,42,48.4084263333333,0.815004227450299
"PAMR1",3.42977,0.183322,0.649523,1.42087166666667,79,11,14,"Pamr1",4.068243,5.925204,7.309788,186,343,61,5.767745,0.357707281622855
"PAN3",4.125761,4.225931,2.821239,3.72431033333333,315,447,331,"Pan3",38.003465,22.641293,17.583703,656,790,183,26.0761536666667,0.174482328306085
"PANK1",10.544755,8.736074,8.441208,9.240679,353,380,365,"Pank1",6.745244,5.812772,6.173195,524,720,149,6.243737,1.41372871488846
"PANK2",15.274736,12.593231,11.401159,13.0897086666667,349,393,391,"Pank2",23.716886,24.498348,26.617341,769,926,229,24.9441916666667,0.543077573882144
"PANK3",43.828513,35.59284,33.079933,37.5004286666667,3093,3528,3461,"Pank3",9.163345,9.766087,8.410866,1343,2250,380,9.11343266666667,3.80686063136229
"PANK4",18.880735,14.882501,12.208532,15.3239226666667,299,422,380,"Pank4",14.012953,10.746168,17.276317,588,697,203,14.0118126666667,1.08740516745946
"PANX1",13.54821,14.530263,13.180811,13.7530946666667,576,845,846,"Panx1",9.98146,11.206963,15.836699,224,313,74,12.3417073333333,1.10578761009148
"PANX2",2.080648,2.941211,4.019671,3.01384333333333,88,181,277,"Panx2",67.127657,57.602097,87.265011,2346,3018,809,70.6649216666667,0.0560084800204321
"PANX3",0,0,0.02722,0.00907333333333333,0,0,1,"Panx3",0,0,0,0,0,0,0,1.00907333333333
"PAOX",1.884664,2.837718,2.87308,2.53182066666667,15,33,53,"Paox",3.196344,4.123468,6.900158,215,290,77,4.73999,0.615300839664645
"PAPLN",0.590797,0.448999,0.418914,0.486236666666667,22,19,16,"Papln",0.598276,0.328314,0.277734,55,46,8,0.401441333333333,1.06050580307322
"PAPOLA",57.835637,53.999131,45.288597,52.374455,1599,2086,1951,"Papola",85.775959,76.183845,55.608283,1623,1946,451,72.5226956666667,0.725958896311233
"PAPOLB",0.014522,0.010679,0,0.00840033333333333,1,1,0,"Papolb",0.066752,0.036576,0.107369,6,5,3,0.0702323333333333,0.942225628889926
"PAPOLG",7.985748,5.217685,4.980917,6.06145,428,560,529,"Papolg",3.914225,3.495913,3.416561,257,355,74,3.60889966666667,1.53213359168374
"PAPPA",4.231117,0.797385,0.562761,1.86375433333333,566,45,60,"Pappa",1.17029,1.059897,0.856109,279,383,64,1.02876533333333,1.41157495461936
"PAPPA2",1.242246,1.239152,1.569374,1.35025733333333,93,68,67,"Pappa2",0.616533,0.764783,0.86374,49,30,13,0.748352,1.34427010884155
"PAPSS1",101.123856,134.390915,91.675529,109.063433333333,1836,2660,2186,"Papss1",25.411482,27.840286,28.857112,1315,2138,481,27.3696266666667,3.87962219688474
"PAPSS2",0.662365,0.373821,1.211402,0.749196,41,30,27,"Papss2",3.237538,3.710636,3.195442,223,388,72,3.38120533333333,0.399249947655196
"PAQR3",37.218052,54.943797,49.412568,47.1914723333333,1485,2670,2611,"Paqr3",8.208509,9.932931,9.88512,167,217,44,9.34218666666667,4.65969856149054
"PAQR4",11.556662,13.732006,11.604223,12.2976303333333,368,558,604,"Paqr4",51.650274,44.294866,70.250499,1684,2512,680,55.3985463333333,0.235779664510147
"PAQR5",0.207195,0.02764,0.152233,0.129022666666667,4,3,18,"Paqr5",2.43003,1.934988,2.271167,119,149,34,2.21206166666667,0.351494704595231
"PAQR6",1.684189,2.022633,2.44659,2.05113733333333,41,70,73,"Paqr6",38.29737,33.97236,42.971275,929,1284,358,38.4136683333333,0.0774131782793964
