"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"TOMM40","Tomm40",33.261339,33.665529,34.822594,244,1014,588,33.9164873333333,79.96211,79.96211,0.431269483136412
"TOMM40L","Tomm40l",37.63936,48.769249,38.098459,278,1036,617,41.502356,27.74473,27.74473,1.47861385373945
"TOMM5","Tomm5",40.897303,32.16564,36.896893,114,341,217,36.6532786666667,352.02565,352.02565,0.106658761669773
"TOMM6","Tomm6",56.96977,70.988586,66.852403,178,867,466,64.9369196666667,287.51445,287.51445,0.22853940129053
"TOMM7","Tomm7",34.114791,28.462677,32.03562,216,673,429,31.537696,336.41793,336.41793,0.0964314374165001
"TONSL","Tonsl",3.605006,4.576101,3.609353,25,144,56,3.93015333333333,2.08033,2.08033,1.60052764909387
"TOP1","Top1",28.908786,21.557411,22.688328,642,1792,1125,24.3848416666667,7.23412,7.23412,3.08288459078404
"TOP1MT","Top1mt",5.678853,5.286331,4.548893,41,173,116,5.171359,8.61404,8.61404,0.641911100848343
"TOP2A","Top2a",0.494976,0.562783,0.457241,4,22,12,0.505,2.42531,2.42531,0.439376290029224
"TOP2B","Top2b",56.527737,62.044954,63.002075,915,3316,2096,60.524922,34.86386,34.86386,1.71551310985488
"TOP3A","Top3a",2.063617,1.843616,2.364653,45,154,94,2.09062866666667,9.47126,9.47126,0.295153464498701
"TOP3B","Top3b",25.067106,25.83869,30.578371,125,665,374,27.161389,9.0322,9.0322,2.80710003787803
"TOPBP1","Topbp1",19.387432,14.925001,12.057456,137,501,285,15.4566296666667,6.49189,6.49189,2.19659253761957
"TOPORS","Topors",6.462914,5.697259,6.46492,165,539,348,6.20836433333333,3.69024,3.69024,1.53688602999704
"TOR1A","Tor1a",33.83151,22.164479,20.469897,104,342,215,25.4886286666667,33.84983,33.84983,0.76007913572797
"TOR1AIP1","Tor1aip1",28.48378,22.420795,26.176192,361,1336,819,25.693589,12.48199,12.48199,1.97994428122258
"TOR1AIP2","Tor1aip2",21.619697,24.697747,22.384129,347,1431,809,22.9005243333333,8.69767,8.69767,2.46456358417366
"TOR1B","Tor1b",12.385344,9.641004,11.668326,165,643,377,11.231558,11.49932,11.49932,0.97857787463638
"TOR2A","Tor2a",4.790927,7.91517,9.658982,50,225,151,7.45502633333333,18.20029,18.20029,0.440359303600796
"TOR3A","Tor3a",5.714791,6.060044,8.220447,54,180,99,6.665094,18.39892,18.39892,0.39512993506855
"TOR4A","Tor4a",1.233928,1.298167,1.38195,15,96,65,1.30468166666667,2.37304,2.37304,0.68326544205425
"TOX","Tox",1.478818,1.813076,1.838686,39,136,60,1.71019333333333,1.70399,1.70399,1.00229414063415
"TOX3","Tox3",0.959208,1.449193,1.51071,20,111,46,1.30637033333333,1.91307,1.91307,0.791731861346735
"TOX4","Tox4",15.972728,16.021662,19.424986,418,1498,922,17.139792,33.48394,33.48394,0.52603594600849
"TP53I11","Trp53i11",14.709534,16.502019,17.983482,225,983,611,16.398345,73.5434,73.5434,0.233398865627272
"TP53INP1","Trp53inp1",3.613626,4.208318,4.166344,125,540,292,3.996096,3.43934,3.43934,1.12541413813765
"TPBG","Tpbg",7.747113,7.012456,4.742446,109,413,220,6.50067166666667,2.2685,2.2685,2.29483606139412
"TPBGL","Tpbgl",1.216248,1.597649,1.472969,23,104,55,1.42895533333333,79.41851,79.41851,0.0302039335637198
"TPCN1","Tpcn1",9.410679,10.102076,10.440757,298,1243,726,9.984504,47.68038,47.68038,0.225645403754038
"TPCN2","Tpcn2",1.105731,3.404377,2.69896,20,143,77,2.40302266666667,7.73591,7.73591,0.389544153576063
"TPD52","Tpd52",32.335918,27.991317,33.15602,420,1380,821,31.161085,175.61558,175.61558,0.182096534178921
"TPD52L1","Tpd52l1",11.931704,9.42181,10.108824,70,202,116,10.487446,62.19043,62.19043,0.181790913592454
"TPD52L2","Tpd52l2",54.103106,49.892259,48.775954,328,1172,671,50.923773,149.50166,149.50166,0.345004653104823
"TPGS1","Tpgs1",45.012434,22.003339,29.745286,117,381,234,32.2536863333333,69.09003,69.09003,0.474442461122264
"TPGS2","Tpgs2",8.753012,10.072475,9.867816,240,1014,563,9.56443433333333,174.87335,174.87335,0.0600684204476308
"TPH1","Tph1",0.032282,0,0.01509,1,0,1,0.0157906666666667,0.11499,0.11499,0.911031190115308
"TPH2","Tph2",4.131029,6.141734,4.360534,71,398,160,4.87776566666667,1.85035,1.85035,2.06212067523871
"TPI1","Tpi1",605.324185,657.477961,657.918119,2145,8870,5135,640.240088333333,1909.81808,1909.81808,0.335584059542358
"TPK1","Tpk1",5.56057,3.715614,6.160178,27,88,72,5.145454,8.31087,8.31087,0.660030050897499
"TPM1","Tpm1",67.728947,58.755924,59.283269,786,2655,1592,61.9227133333333,122.11236,122.11236,0.511099887398254
"TPM2","Tpm2",28.374196,18.208907,15.219455,83,245,128,20.6008526666667,159.71515,159.71515,0.134404582683503
"TPM3","Tpm3",101.11616,99.736183,94.250115,501,1869,1100,98.367486,163.10222,163.10222,0.605521887516208
"TPM4","Tpm4",18.257645,17.199094,15.860856,251,846,448,17.105865,133.22489,133.22489,0.134892008479202
"TPMT","Tpmt",14.607351,15.638615,17.489931,72,274,190,15.9119656666667,8.35269,8.35269,1.8082461480779
"TPO","Tpo",0.231921,0.181705,0.295843,4,6,10,0.236489666666667,0.21953,0.21953,1.0139067236285
"TPP1","Tpp1",34.295852,42.114876,45.246174,393,1645,895,40.5523006666667,36.72466,36.72466,1.10146256233102
"TPP2","Tpp2",14.702836,21.150398,19.779816,434,1619,920,18.54435,13.51693,13.51693,1.34631426892601
"TPPP","Tppp",63.745786,73.987538,90.068644,1936,7553,4362,75.9339893333333,11.60386,11.60386,6.10400221307864
"TPPP2","Tppp2",0,0,0.171631,0,0,1,0.0572103333333333,0.64814,0.64814,0.641456631920427
"TPPP3","Tppp3",94.246873,94.803719,90.749683,435,1710,930,93.2667583333333,2364.97176,2364.97176,0.0398427233693327
"TPR","Tpr",215.096041,258.533788,297.312473,899,3351,2061,256.980767333333,19.52794,19.52794,12.5672993653203
"TPRA1","Tpra1",106.296739,130.115857,89.039126,158,668,362,108.483907333333,32.80443,32.80443,3.2387443696975
"TPRKB","Tprkb",115.177533,70.189325,85.951468,525,1616,1011,90.439442,40.41489,40.41489,2.20788808083276
"TPRN","Tprn",63.319152,63.570204,55.59395,288,1218,704,60.8277686666667,30.08641,30.08641,1.98890025148181
"TPSB2","Tpsab1",0,0,0,0,0,0,0,8.47814,8.47814,0.10550593259859
"TPSG1","Tpsg1",0,0.057796,0,0,1,0,0.0192653333333333,0.42861,0.42861,0.71346646973865
"TPST1","Tpst1",17.198999,12.818347,14.005615,168,549,339,14.6743203333333,30.29549,30.29549,0.500849174540272
"TPST2","Tpst2",16.659083,30.597055,21.85656,60,283,158,23.037566,20.82423,20.82423,1.10141645318071
"TPT1","Tpt1",494.13787,485.531805,503.249834,1454,5372,3207,494.306503,3662.62859,3662.62859,0.135195610262448
"TPX2","Tpx2",0.5785,0.9957,0.679573,10,56,20,0.751257666666667,1.52627,1.52627,0.6932187243116
"TRA2A","Tra2a",23.102789,26.493795,24.089077,288,1325,686,24.561887,26.60525,26.60525,0.925979188741272
"TRA2B","Tra2b",35.111831,41.760057,39.6308,485,1915,1092,38.8342293333333,49.68753,49.68753,0.785878288670474
"TRABD","Trabd",11.924184,11.148704,12.833732,124,565,316,11.9688733333333,36.92328,36.92328,0.341976573053104
"TRABD2B","Trabd2b",1.651212,1.689352,2.277805,76,294,224,1.87278966666667,1.97579,1.97579,0.965387230505737
"TRADD","Tradd",6.936941,5.431374,4.947901,32,98,52,5.772072,20.76151,20.76151,0.311194949247548
"TRAF1","Traf1",3.035111,3.995682,6.45096,16,70,53,4.49391766666667,5.36287,5.36287,0.863433901158859
"TRAF2","Traf2",4.549751,4.464022,4.185731,74,272,156,4.39983466666667,11.81294,11.81294,0.421436037838831
"TRAF3","Traf3",8.807636,8.590722,10.005429,333,1574,867,9.13459566666667,6.41871,6.41871,1.36608597271853
"TRAF3IP1","Traf3ip1",4.919122,5.046723,4.539394,93,373,226,4.83507966666667,17.92849,17.92849,0.308269685889718
"TRAF3IP2","Traf3ip2",19.33415,17.607007,15.357681,23,151,70,17.432946,11.13344,11.13344,1.51918549067701
"TRAF3IP3","Traf3ip3",0.328567,0.788185,0.334354,1,8,6,0.483702,5.81239,5.81239,0.217794635950085
"TRAF4","Traf4",3.912231,2.883988,3.521674,46,152,105,3.43929766666667,10.84073,10.84073,0.374917565611805
"TRAF5","Traf5",1.407928,2.536762,1.528437,10,47,27,1.82437566666667,2.88528,2.88528,0.726942631333306
"TRAF6","Traf6",3.537355,3.822503,4.956495,148,580,380,4.105451,2.09079,2.09079,1.65182720275399
"TRAF7","Traf7",42.132939,38.209743,39.083223,197,837,515,39.808635,17.46852,17.46852,2.2096321199533
"TRAFD1","Trafd1",29.549334,22.111094,22.355187,189,831,509,24.6718716666667,11.71886,11.71886,2.01840979983007
"TRAIP","Traip",1.518785,1.697141,0.565972,14,43,22,1.26063266666667,2.33123,2.33123,0.678618007963025
"TRAK1","Trak1",40.807641,43.739685,51.648826,818,3405,1966,45.3987173333333,27.70292,27.70292,1.61651557867051
"TRAM1","Tram1",12.065781,10.59558,12.324332,196,687,441,11.6618976666667,24.99535,24.99535,0.487083177055384
"TRAM1L1","Tram1l1",4.555358,5.688211,5.709289,119,547,312,5.31761933333333,5.5824,5.5824,0.959774449035813
"TRAM2","Tram2",0.245344,0.3276,0.299053,11,56,28,0.290665666666667,2.98982,2.98982,0.323489697947944
"TRANK1","Trank1",14.483872,21.885749,19.479034,470,2852,1290,18.6162183333333,1.60991,1.60991,7.51605163907312
"TRAP1","Trap1",27.857446,27.288773,27.493438,345,1372,884,27.5465523333333,97.63971,97.63971,0.289402232968176
"TRAPPC1","Trappc1",29.919887,28.886574,32.140569,103,372,225,30.3156766666667,494.38727,494.38727,0.0632145365113372
"TRAPPC10","Trappc10",20.727918,26.348189,28.286974,666,2527,1526,25.121027,11.80249,11.80249,2.04030833064505
"TRAPPC11","Trappc11",11.75749,12.406814,12.458815,337,1318,779,12.2077063333333,11.29024,11.29024,1.0746499932738
"TRAPPC12","Trappc12",14.183021,15.783023,16.15637,302,1266,746,15.374138,123.79544,123.79544,0.131207822978147
"TRAPPC2","Trappc2",24.801754,24.260193,27.349106,208,727,470,25.470351,12.62835,12.62835,1.94230049859301
"TRAPPC2L","Trappc2l",37.941203,32.2297,33.902145,98,414,239,34.691016,131.29091,131.29091,0.26979190029005
"TRAPPC3","Trappc3",44.754615,46.957263,50.005232,326,1311,800,47.2390366666667,65.45206,65.45206,0.725922366690614
"TRAPPC4","Trappc4",84.581806,97.972791,84.110225,189,741,410,88.888274,162.98723,162.98723,0.548141913245318
"TRAPPC5","Trappc5",10.838933,10.879378,12.328804,185,701,451,11.3490383333333,347.78136,347.78136,0.0354062451426112
"TRAPPC6A","Trappc6a",8.004339,8.195764,11.750197,22,85,65,9.31676666666667,82.48151,82.48151,0.123581457339076
"TRAPPC6B","Trappc6b",93.036413,96.353578,101.223355,294,1000,612,96.8711153333333,26.11392,26.11392,3.60962617479632
"TRAPPC9","Trappc9",16.568101,19.050795,19.844319,417,1785,1042,18.4877383333333,51.95603,51.95603,0.367998475968333
"TRAT1","Trat1",0.066347,0.163435,0.108313,2,19,7,0.112698333333333,0.07318,0.07318,1.03682358349329
"TRDMT1","Trdmt1",2.214191,2.431622,2.079459,26,122,69,2.24175733333333,2.21623,2.21623,1.00793703601214
"TRDN","Trdn",0,0.101041,0,0,1,0,0.0336803333333333,2.61348,2.61348,0.286062281604806
"TREH","Treh",0,0,0,0,0,0,0,24.72355,24.72355,0.0388748831323826
"TREM1","Trem1",0,0.020025,0,0,1,0,0.006675,1.11857,1.11857,0.475167211845726
"TREM2","Trem2",5.453213,5.19747,3.605533,26,112,53,4.752072,64.09305,64.09305,0.0883669147474269
"TREML1","Treml1",0,0.18159,0.10755,0,3,1,0.09638,4.56837,4.56837,0.196894243737395
"TREML2","Treml2",0.07455,0.048878,0.123701,2,5,7,0.0823763333333333,0.05227,0.05227,1.02861084449175
"TREML4","Treml4",0,0.271182,0.39335,0,3,2,0.221510666666667,0.06272,0.06272,1.14941910067249
"TRERF1","Trerf1",1.543554,2.158303,1.374108,64,337,127,1.69198833333333,0.66905,0.66905,1.61288657220175
"TREX1","Trex1",4.051714,6.100666,5.140639,24,137,66,5.097673,97.93242,97.93242,0.0616347300510793
"TREX2","Trex2",0,0,0,0,0,0,0,1.77717,1.77717,0.36007878523821
"TRH","Trh",3.316907,3.872117,2.325427,27,121,41,3.17148366666667,0.05227,0.05227,3.96427121049414
"TRHDE","Trhde",5.887465,5.309002,5.591367,230,746,447,5.59594466666667,0.51224,0.51224,4.36170493219771
"TRHR","Trhr",0.838054,1.373639,1.4848,20,120,48,1.23216433333333,0,0,2.23216433333333
"TRIAP1","Triap1",9.829179,10.628952,11.238012,59,244,146,10.565381,29.07238,29.07238,0.384584825012187
"TRIB1","Trib1",2.991694,3.154729,3.596239,87,347,223,3.247554,7.40138,7.40138,0.505578131211777
"TRIB2","Trib2",11.835055,16.073541,13.123897,221,965,584,13.6774976666667,33.79756,33.79756,0.421796748584288
"TRIB3","Trib3",1.631872,0.548259,0.467768,12,14,13,0.882633,5.72875,5.72875,0.279789411109047
"TRIL","Tril",13.973804,15.765187,18.717933,526,2157,1453,16.152308,1.11857,1.11857,8.09617241818774
"TRIM10","Trim10",0,0.018153,0,0,1,0,0.006051,0.01045,0.01045,0.995646494136276
"TRIM11","Trim11",4.225746,4.453827,4.55816,69,273,152,4.41257766666667,12.10565,12.10565,0.41299574356607
"TRIM13","Trim13",2.352058,6.014609,5.738868,22,212,115,4.701845,18.09575,18.09575,0.298592356938062
"TRIM14","Trim14",2.151976,0.354065,0.061521,5,7,1,0.855854,19.1516,19.1516,0.0920946227594831
"TRIM16","Trim16",1.963351,1.658277,1.731467,27,128,86,1.784365,21.84871,21.84871,0.121860927816056
"TRIM17","Trim17",0.798886,1.013197,0.8404,16,88,37,0.884161,0.18817,0.18817,1.58576718819698
"TRIM2","Trim2",45.242224,48.918922,55.200057,2213,8930,5105,49.7870676666667,36.58876,36.58876,1.3511237845214
"TRIM21","Trim21",1.953656,1.502781,0.984445,13,59,28,1.480294,24.67128,24.67128,0.096617465120555
"TRIM23","Trim23",17.411885,19.311672,19.98927,395,1599,944,18.9042756666667,6.20963,6.20963,2.76079017462292
"TRIM24","Trim24",6.634473,7.675219,8.335525,143,602,365,7.54840566666667,5.62421,5.62421,1.29047926721325
"TRIM25","Trim25",1.263621,1.152353,1.061878,39,167,87,1.159284,5.90647,5.90647,0.312646547367903
"TRIM26","Trim26",9.681334,12.987883,16.069117,130,539,351,12.912778,15.60772,15.60772,0.837729561914579
"TRIM27","Trim27",12.924057,12.381371,12.47041,107,368,209,12.591946,32.8567,32.8567,0.401455132957435
"TRIM28","Trim28",104.711555,118.100063,113.50884,528,2206,1345,112.106819333333,75.90599,75.90599,1.4707153413321
"TRIM29","Trim29",0,0.058095,0.195821,0,4,3,0.0846386666666667,3.36617,3.36617,0.248418789618056
"TRIM3","Trim3",61.966015,70.230988,69.567499,615,2763,1648,67.254834,38.26139,38.26139,1.73847217329799
"TRIM31","Trim31",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"TRIM32","Trim32",43.319392,45.641318,41.83499,801,3287,1905,43.5985666666667,5.34196,5.34196,7.03230021423451
"TRIM33","Trim33",17.519363,16.794784,20.24582,458,1592,1049,18.1866556666667,2.88528,2.88528,4.93829419415503
"TRIM34","Trim34a",1.015135,0.974716,0.694239,16,61,25,0.894696666666667,4.74608,4.74608,0.329737258560039
"TRIM35","Trim35",25.226183,29.014528,30.915826,617,2656,1603,28.3855123333333,6.56507,6.56507,3.8843675383484
"TRIM36","Trim36",3.647416,4.307413,4.147772,98,411,225,4.03420033333333,119.17481,119.17481,0.0418906452469809
"TRIM37","Trim37",81.021234,68.167025,70.45922,2507,8696,5094,73.2158263333333,41.85754,41.85754,1.73168656748225
"TRIM39","Trim39",7.215792,7.633163,8.072623,162,626,377,7.640526,9.26218,9.26218,0.841977630483971
"TRIM40","Trim40",0,0,0,0,0,0,0,0,0,1
"TRIM41","Trim41",23.414777,31.466649,34.478995,179,865,467,29.786807,20.47925,20.47925,1.43332783965921
"TRIM42","Trim42",0,0,0,0,0,0,0,0,0,1
"TRIM44","Trim44",123.560617,116.178832,119.604097,1751,6225,3891,119.781182,12.07429,12.07429,9.2380681474864
"TRIM45","Trim45",2.474825,2.78006,2.262717,40,186,93,2.50586733333333,4.30702,4.30702,0.660609406660109
"TRIM46","Trim46",9.883982,10.914498,9.937103,159,701,374,10.2451943333333,6.17827,6.17827,1.56656051295554
"TRIM47","Trim47",2.892297,3.060192,2.261804,15,48,36,2.73809766666667,56.48259,56.48259,0.0650300841814307
"TRIM50","Trim50",0,0.025041,0,0,1,0,0.008347,0.16726,0.16726,0.863858095025958
"TRIM54","Trim54",0,0,0,0,0,0,0,1.21266,1.21266,0.451944718122079
"TRIM56","Trim56",1.043965,1.331607,1.507162,68,305,167,1.29424466666667,1.11857,1.11857,1.08292134159677
"TRIM58","Trim58",0.070795,0.094272,0.233836,1,5,7,0.132967666666667,4.29657,4.29657,0.213905917729147
"TRIM59","Trim59",10.431223,7.551491,11.115036,166,541,434,9.69925,2.37304,2.37304,3.17199025211679
"TRIM6","Trim6",0.038688,0.034698,0.050933,1,1,2,0.0414396666666667,2.19533,2.19533,0.325925543423267
"TRIM60","Trim60",0,0,0,0,0,0,0,0,0,1
"TRIM62","Trim62",24.500764,25.312775,28.363162,596,2276,1444,26.0589003333333,9.14719,9.14719,2.66663976266664
"TRIM63","Trim63",0,0.118781,0.288091,0,3,4,0.135624,0.04182,0.04182,1.09003858632009
"TRIM65","Trim65",1.096034,2.23393,1.778737,28,207,91,1.70290033333333,14.19644,14.19644,0.177864047983168
"TRIM66","Trim66",3.584664,4.189867,3.884605,200,964,524,3.88637866666667,0.71087,0.71087,2.85607829155147
"TRIM67","Trim67",4.588673,4.608902,5.086815,278,1034,647,4.76146333333333,7.48501,7.48501,0.679016681575311
"TRIM68","Trim68",1.222028,1.205624,1.135061,18,44,31,1.187571,5.10152,5.10152,0.358528858382829
"TRIM69","Trim69",0,0,0,0,0,0,0,70.71038,70.71038,0.0139449825813223
"TRIM7","Trim7",2.932002,4.773958,5.523283,12,60,28,4.40974766666667,4.82972,4.82972,0.927960119296753
"TRIM71","Trim71",0.048009,0.044015,0.054195,3,10,7,0.0487396666666667,0.01045,0.01045,1.03789367773434
"TRIM72","Trim72",0.539694,0.116261,0.10323,6,6,3,0.253061666666667,0.19862,0.19862,1.04542028888778
"TRIM8","Trim8",19.299248,23.122483,21.204774,318,1057,643,21.208835,51.80968,51.80968,0.420544775124561
"TRIM9","Trim9",41.014461,53.279996,55.254524,894,3613,2326,49.8496603333333,6.18873,6.18873,7.0735248553407
"TRIML1","Triml1",0,0.136164,0.120825,0,6,3,0.085663,0,0,1.085663
"TRIO","Trio",55.163493,66.925811,72.182129,1147,4626,2887,64.7571443333333,16.62175,16.62175,3.7315899007382
"TRIOBP","Triobp",14.370375,14.091919,18.414657,123,537,296,15.6256503333333,20.38516,20.38516,0.777438669307751
"TRIP10","Trip10",6.194695,3.263627,3.267303,23,124,57,4.241875,41.00031,41.00031,0.124805626434662
"TRIP12","Trip12",64.756463,68.103415,73.422595,1052,4626,2805,68.7608243333333,25.60168,25.60168,2.62242175431527
"TRIP13","Trip13",0,0.181713,0.160308,0,10,3,0.114007,1.39037,1.39037,0.466039567096307
"TRIP4","Trip4",12.110047,12.676532,15.171995,297,1128,656,13.3195246666667,16.20359,16.20359,0.832356773595899
"TRIP6","Trip6",1.064051,2.770448,2.161926,15,119,55,1.99880833333333,52.75053,52.75053,0.0557912328182314
"TRIQK","Triqk",7.844943,9.039747,6.652104,78,317,167,7.845598,6.45008,6.45008,1.18731584090372
"TRIT1","Trit1",5.642384,6.477073,8.566089,53,193,129,6.895182,7.51638,7.51638,0.927058445020067
"TRMT1","Trmt1",45.095356,55.354383,39.239206,176,883,457,46.5629816666667,34.78023,34.78023,1.32930899736158
"TRMT10A","Trmt10a",5.594203,4.28145,7.507537,43,170,113,5.79439666666667,2.80165,2.80165,1.78722309172771
"TRMT10B","Trmt10b",18.175642,14.188894,13.643827,74,277,135,15.336121,4.94471,4.94471,2.74800974311615
"TRMT10C","Trmt10c",3.218855,3.474624,3.86438,64,255,161,3.51928633333333,22.03689,22.03689,0.196176060802189
"TRMT11","Trmt11",4.577561,5.578439,7.676573,39,162,110,5.944191,8.1227,8.1227,0.761199096758635
"TRMT112","Trmt112",18.918889,18.079154,21.717218,61,211,149,19.5717536666667,301.345,301.345,0.0680406610549758
"TRMT12","Trmt12",1.245196,1.492459,1.66557,38,171,108,1.46774166666667,6.15736,6.15736,0.344783784337614
"TRMT13","Trmt13",5.362066,7.03577,6.558816,34,143,72,6.318884,2.54031,2.54031,2.06730032115832
"TRMT1L","Trmt1l",8.218571,9.078998,8.023406,133,546,283,8.440325,8.63495,8.63495,0.979800102750922
"TRMT2A","Trmt2a",77.350122,67.179043,54.355964,141,628,334,66.295043,59.82784,59.82784,1.10631978712379
"TRMT2B","Trmt2b",9.069165,8.818465,8.94074,182,689,404,8.94279,8.66631,8.66631,1.02860243464155
"TRMT44","Trmt44",4.372268,4.736752,4.110303,35,112,69,4.406441,5.21651,5.21651,0.869690710704238
"TRMT5","Trmt5",27.185056,35.454068,49.548735,52,215,95,37.395953,3.38707,3.38707,8.75207211191068
"TRMT6","Trmt6",11.83138,12.439648,11.083454,170,639,313,11.7848273333333,8.80221,8.80221,1.30428008921798
"TRMT61A","Trmt61a",1.937154,3.765855,4.921687,22,162,109,3.54156533333333,25.15216,25.15216,0.173659282190585
"TRMU","Trmu",10.681186,18.427656,13.506257,60,275,136,14.205033,34.02754,34.02754,0.434087949082351
"TRNAU1AP","Trnau1ap",10.424344,9.859745,13.175755,54,194,154,11.1532813333333,26.08256,26.08256,0.448749355058508
"TRNP1","Trnp1",89.351489,91.795739,98.315399,406,1617,942,93.154209,108.57452,108.57452,0.85927101483082
"TRNT1","Trnt1",22.715075,23.502924,24.532896,271,1019,563,23.5836316666667,17.23853,17.23853,1.34789545356269
"TROAP","Troap",0.222659,0.058601,0,1,3,0,0.0937533333333333,1.81898,1.81898,0.387996130988277
"TRPA1","Trpa1",0.046074,0.024552,0.021659,1,2,1,0.0307616666666667,8.08089,8.08089,0.113508881471603
"TRPC1","Trpc1",14.130906,12.188774,12.563438,246,765,508,12.9610393333333,5.3315,5.3315,2.20501292479402
"TRPC2","Trpc2",0,0.457004,0.228173,0,33,9,0.228392333333333,0.57497,0.57497,0.77994649633538
"TRPC3","Trpc3",217.74373,187.744869,242.020117,441,1534,1018,215.836238666667,4.47428,4.47428,39.6100014370231
"TRPC4","Trpc4",0.835838,0.608084,0.770404,19,52,36,0.738108666666667,0.5227,0.5227,1.14146494166065
"TRPC4AP","Trpc4ap",56.013117,56.559593,53.820956,1026,4051,2359,55.4645553333333,68.86004,68.86004,0.808252547999305
"TRPC5","Trpc5",2.350812,1.923929,2.171794,66,205,131,2.148845,0.44952,0.44952,2.1723363596225
"TRPC6","Trpc6",0.32456,0.334487,0.283873,7,27,12,0.314306666666667,0.12545,0.12545,1.16780547040443
"TRPC7","Trpc7",0.975629,1.48082,1.202369,22,111,59,1.219606,0.03136,0.03136,2.15211565311821
"TRPM1","Trpm1",0.177749,0.038994,0.054516,3,4,3,0.0904196666666667,0.01045,0.01045,1.07914262622264
"TRPM2","Trpm2",14.262903,18.046838,13.359364,223,1048,552,15.223035,18.89025,18.89025,0.815627505938839
"TRPM4","Trpm4",2.987032,5.666457,7.639869,24,165,90,5.43111933333333,8.87539,8.87539,0.651226871377569
"TRPM5","Trpm5",0.583772,0.553639,0.902169,2,9,9,0.67986,0.02091,0.02091,1.64545356593627
