"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"TMEM176B","Tmem176b",15.313564,21.482788,19.115468,88,430,233,18.6372733333333,471.51407,471.51407,0.0415591293045164
"TMEM177","Tmem177",3.166572,2.519127,2.917722,70,212,139,2.867807,15.48227,15.48227,0.234664703344867
"TMEM179","Tmem179",22.970637,27.7595,23.455555,282,1365,654,24.728564,231.50229,231.50229,0.110659400386981
"TMEM179B","Tmem179b",4.896468,7.133371,8.140466,20,95,50,6.723435,60.66416,60.66416,0.12524998313445
"TMEM18","Tmem18",10.043654,14.109683,14.346135,167,814,482,12.8331573333333,66.42427,66.42427,0.205165845078239
"TMEM182","Tmem182",0.056054,0.059729,0.158239,1,4,6,0.0913406666666667,5.43604,5.43604,0.169567104409958
"TMEM184A","Tmem184a",0.075798,0.18679,0.296044,1,12,8,0.186210666666667,0.16726,0.16726,1.0162351718269
"TMEM184B","Tmem184b",23.497552,26.512504,27.599751,370,1687,1039,25.8699356666667,48.62123,48.62123,0.541500798482155
"TMEM184C","Tmem184c",40.507631,36.154031,42.133499,489,1823,1077,39.598387,15.57636,15.57636,2.44917382344495
"TMEM185A","Tmem185a",25.425982,25.990463,25.529674,259,950,526,25.6487063333333,9.11583,9.11583,2.63435687761986
"TMEM185B","Tmem185b",3.690915,4.237691,4.194625,69,248,142,4.041077,5.9901,5.9901,0.721173802949886
"TMEM186","Tmem186",4.67779,5.371794,5.690189,106,461,276,5.246591,9.06356,9.06356,0.620713842815067
"TMEM19","Tmem19",20.587521,23.235016,15.222823,182,665,367,19.6817866666667,8.96947,8.96947,2.07451215226754
"TMEM190","Tmem190",1.2759,1.66439,2.304714,2,11,8,1.74833466666667,0.31362,0.31362,2.09218393954619
"TMEM192","Tmem192",15.770638,19.007523,13.519598,65,319,166,16.099253,7.86136,7.86136,1.92964206397212
"TMEM198","Tmem198",9.542518,10.813854,12.958656,108,388,216,11.1050093333333,6.42917,6.42917,1.62938919601158
"TMEM199","Tmem199",20.658157,20.916568,24.550911,145,541,307,22.0418786666667,9.45035,9.45035,2.20489061769861
"TMEM200A","Tmem200a",1.401167,1.468738,1.240312,35,126,63,1.37007233333333,2.59257,2.59257,0.659715004393327
"TMEM201","Tmem201",18.932345,21.700716,23.739698,408,2001,1171,21.4575863333333,10.5062,10.5062,1.95178132948613
"TMEM202","Tmem202",0.631179,0.980424,1.276684,4,21,15,0.962762333333333,0,0,1.96276233333333
"TMEM203","Tmem203",5.004698,5.843002,5.542586,22,95,51,5.46342866666667,60.58053,60.58053,0.104958964573164
"TMEM204","Tmem204",6.198629,5.861812,5.94863,69,257,147,6.00302366666667,22.4655,22.4655,0.298439141150483
"TMEM205","Tmem205",11.958776,16.597779,20.105978,44,239,161,16.2208443333333,170.98448,170.98448,0.100130222990664
"TMEM207","Tmem207",0,0.015458,0.054421,0,1,2,0.023293,0.01045,0.01045,1.01271017863328
"TMEM208","Tmem208",20.898033,23.227672,22.024575,80,355,191,22.0500933333333,176.73415,176.73415,0.129688601393336
"TMEM209","Tmem209",12.493905,13.605584,17.911028,169,640,394,14.6701723333333,4.64155,4.64155,2.77763599247252
"TMEM210","Tmem210",3.57731,0.951618,0.484023,5,6,2,1.67098366666667,0,0,2.67098366666667
"TMEM211","Tmem211",0,0,0.040798,0,0,1,0.0135993333333333,0.08363,0.08363,0.935374005272402
"TMEM212","Tmem212",2.985554,1.954628,3.17811,10,25,23,2.70609733333333,0.29271,0.29271,2.86692091291421
"TMEM213","Tmem213",0,0,0.336989,0,0,2,0.112329666666667,0.06272,0.06272,1.04668178510489
"TMEM214","Tmem214",16.456731,22.486493,23.851823,205,885,509,20.9316823333333,39.68312,39.68312,0.539085555221265
"TMEM215","Tmem215",0.480664,0.463324,0.589178,9,37,29,0.511055333333333,0.61678,0.61678,0.934607883158706
"TMEM216","Tmem216",5.5761,5.251937,5.442639,27,101,58,5.42355866666667,13.46466,13.46466,0.444086391706868
"TMEM218","Tmem218",2.120998,2.58192,2.376742,36,165,86,2.35988666666667,16.42312,16.42312,0.192840700555737
"TMEM219","Tmem219",16.961386,19.989008,28.699459,40,169,106,21.8832843333333,166.6461,166.6461,0.136497564412971
"TMEM220","Tmem220",0.6209,0.903565,0.795632,6,33,16,0.773365666666667,7.27594,7.27594,0.214279666922025
"TMEM221","Tmem221",0,0.057545,0,0,2,0,0.0191816666666667,0.32407,0.32407,0.769733976803845
"TMEM222","Tmem222",35.780213,39.104321,37.021722,222,966,539,37.3020853333333,88.82705,88.82705,0.426398120981746
"TMEM223","Tmem223",29.792406,30.569855,28.906927,108,422,225,29.756396,27.797,27.797,1.0680416710074
"TMEM225","Tmem225",0,0,0,0,0,0,0,0,0,1
"TMEM229A","Tmem229a",20.331552,20.495068,18.82543,699,2499,1312,19.8840166666667,2.59257,2.59257,5.81311336081598
"TMEM230","Tmem230",19.381687,20.971286,24.963126,167,513,355,21.772033,143.71018,143.71018,0.1573630341694
"TMEM231","Tmem231",3.534158,2.980966,3.491939,70,220,148,3.33568766666667,8.89629,8.89629,0.438112430685304
"TMEM232","Tmem232",0.152035,0.345192,0.166134,2,17,5,0.221120333333333,3.063,3.063,0.300546476331118
"TMEM233","Tmem233",0,0,0.029054,0,0,1,0.00968466666666667,113.5715,113.5715,0.00881270356647741
"TMEM234","Tmem234",55.637835,48.904555,57.714198,266,981,623,54.0855293333333,12.49245,12.49245,4.08269286403384
"TMEM235","Tmem235",0.086371,0.04613,0.040919,1,2,1,0.0578066666666667,0.02091,0.02091,1.03614095920959
"TMEM236","Tmem236",0,0.076349,0.057711,0,7,3,0.0446866666666667,0.01045,0.01045,1.03388259356392
"TMEM237","Tmem237",10.928438,13.027009,11.327118,98,345,199,11.760855,7.40138,7.40138,1.51889987121163
"TMEM238","Tmem238",10.253024,5.482703,7.61615,17,32,24,7.783959,0.86768,0.86768,4.70313918872612
"TMEM239","Tmem239",0,0.179629,0.256605,0,5,4,0.145411333333333,0.86768,0.86768,0.613280290699335
"TMEM240","Tmem240",24.799211,19.592072,25.679296,227,722,481,23.3568596666667,18.69163,18.69163,1.23691434719557
"TMEM241","Tmem241",12.497537,7.351686,5.622818,50,169,101,8.49068033333333,5.16424,5.16424,1.53963511046509
"TMEM242","Tmem242",41.09057,38.83024,34.4444,205,745,374,38.1217366666667,29.03056,29.03056,1.30273084040613
"TMEM245","Tmem245",4.998019,5.25716,5.214609,438,2205,1244,5.156596,14.9073,14.9073,0.387029602760997
"TMEM247","Tmem247",0,0,0,0,0,0,0,0,0,1
"TMEM248","Tmem248",15.576206,14.825978,17.72357,310,1237,686,16.041918,44.51284,44.51284,0.374441981647377
"TMEM25","Tmem25",52.739681,41.210058,50.824798,414,1627,975,48.258179,30.30594,30.30594,1.57344513533214
"TMEM251","Tmem251",1.733728,1.723823,1.677253,39,143,79,1.71160133333333,14.05008,14.05008,0.180171888344337
"TMEM252","Tmem252",1.10653,0.965842,1.118538,38,125,82,1.06363666666667,0.15681,0.15681,1.78390285929986
"TMEM26","Tmem26",0.173371,0.185124,0.163341,6,24,12,0.173945333333333,0.3868,0.3868,0.846513796750312
"TMEM30A","Tmem30a",114.037198,111.351369,112.560315,2725,9558,5539,112.649627333333,82.07381,82.07381,1.36805603755664
"TMEM30B","Tmem30b",0.152066,0.197423,0.123868,3,14,5,0.157785666666667,1.07675,1.07675,0.55749881625938
"TMEM33","Tmem33",42.317741,37.879919,41.021044,856,2900,1782,40.4062346666667,18.72299,18.72299,2.09938932518176
"TMEM37","Tmem37",0.257146,0.449195,0.611247,2,13,10,0.439196,3.67978,3.67978,0.307534969592588
"TMEM38A","Tmem38a",22.757016,28.639959,29.666652,287,1238,820,27.021209,23.68861,23.68861,1.13498528268704
"TMEM38B","Tmem38b",3.905586,4.542467,4.372983,62,219,147,4.27367866666667,2.96892,2.96892,1.32874400760576
"TMEM39A","Tmem39a",14.713408,38.783927,22.328343,31,195,85,25.275226,6.02146,6.02146,3.74213140856745
"TMEM39B","Tmem39b",2.319621,2.430392,2.864169,24,86,47,2.53806066666667,11.7084,11.7084,0.278403313294094
"TMEM40","Tmem40",0.271389,0.698884,0.79755,2,12,12,0.589274333333333,0.45997,0.45997,1.08856643173033
"TMEM41A","Tmem41a",6.107545,9.150224,8.40174,49,259,142,7.886503,25.44487,25.44487,0.33603882340885
"TMEM41B","Tmem41b",28.502226,32.443814,33.30257,327,1430,787,31.4162033333333,15.74362,15.74362,1.93603314775021
"TMEM42","Tmem42",6.570578,5.253539,5.660871,30,107,67,5.82832933333333,26.23937,26.23937,0.250678680649858
"TMEM43","Tmem43",9.843959,10.644152,12.520261,188,683,467,11.0027906666667,27.41021,27.41021,0.42248158907191
"TMEM45A","Tmem45a",1.871859,0.376945,0.878786,10,9,4,1.04253,5.89602,5.89602,0.296189686224808
"TMEM45B","Tmem45b",0,0.155635,0,0,7,0,0.0518783333333333,12.01157,12.01157,0.0808417687745086
"TMEM47","Tmem47",37.109729,37.429451,39.47334,984,3347,2167,38.0041733333333,22.41323,22.41323,1.66590313823993
"TMEM50A","Tmem50a",39.571085,39.623167,38.471332,262,983,540,39.2218613333333,68.41052,68.41052,0.579477885100606
"TMEM50B","Tmem50b",44.728838,44.431913,42.755299,616,2211,1305,43.9720166666667,71.76623,71.76623,0.618034171437309
"TMEM51","Tmem51",5.126085,5.254312,5.037497,60,233,126,5.139298,10.84073,10.84073,0.518489822840315
"TMEM52","Tmem52",2.831633,2.442921,2.135764,14,41,21,2.470106,4.02476,4.02476,0.690601342153655
"TMEM52B","Tmem52b",0,0,0,0,0,0,0,1.73535,1.73535,0.365583928930484
"TMEM53","Tmem53",5.297171,4.931945,2.489894,11,48,19,4.23967,36.5783,36.5783,0.139433396401647
"TMEM54","Tmem54",0,0,0,0,0,0,0,248.68855,248.68855,0.00400498941581422
"TMEM59","Tmem59",173.363234,172.539956,180.55575,1191,4213,2488,175.486313333333,371.25043,371.25043,0.474106405554275
"TMEM59L","Tmem59l",126.354829,139.175006,151.005554,1128,4730,2881,138.845129666667,305.76701,305.76701,0.455867564333814
"TMEM60","Tmem60",11.738753,10.927035,12.105468,77,271,168,11.5904186666667,37.43552,37.43552,0.327572481565663
"TMEM62","Tmem62",75.949545,76.691408,54.207867,223,934,593,68.9496066666667,14.17553,14.17553,4.60936828345808
"TMEM63A","Tmem63a",49.325502,49.504492,34.741755,299,1422,675,44.5239163333333,9.94169,9.94169,4.16059277253636
"TMEM63B","Tmem63b",32.622483,34.242466,35.87529,479,2088,1155,34.2467463333333,81.20613,81.20613,0.428760559989058
"TMEM63C","Tmem63c",9.753423,17.956088,18.959692,219,1016,601,15.556401,28.66468,28.66468,0.558118307697909
"TMEM64","Tmem64",13.706492,11.143091,12.11921,416,1227,760,12.322931,7.06686,7.06686,1.65156343360366
"TMEM65","Tmem65",28.239688,30.654482,33.824758,669,2616,1645,30.9063093333333,7.60001,7.60001,3.71003165500195
"TMEM67","Tmem67",2.43216,2.384889,2.317369,58,213,114,2.37813933333333,2.35213,2.35213,1.00775904673546
"TMEM68","Tmem68",29.936664,13.56615,13.65552,191,550,372,19.052778,5.45695,5.45695,3.10561147290904
"TMEM69","Tmem69",6.691392,5.555081,5.539056,47,191,97,5.92850966666667,13.22422,13.22422,0.487092414674876
"TMEM70","Tmem70",20.411002,21.297016,17.35249,176,620,349,19.686836,63.48672,63.48672,0.320792187910937
"TMEM71","Tmem71",0.205454,0.235255,0.146011,4,17,6,0.195573333333333,1.00358,1.00358,0.596718540479209
"TMEM72","Tmem72",0.986723,1.63394,1.914143,120,751,498,1.511602,15.40909,15.40909,0.1530616262084
"TMEM74","Tmem74",2.088204,2.316323,2.635655,49,203,131,2.34672733333333,2.4044,2.4044,0.983059374143266
"TMEM79","Tmem79",1.542245,0.352776,0.540265,6,6,6,0.811762,2.49849,2.49849,0.517869709503243
"TMEM80","Tmem80",18.138961,19.709362,18.650142,117,469,261,18.8328216666667,27.39975,27.39975,0.69834493848244
"TMEM81","Tmem81",2.417262,2.468752,2.374407,26,101,55,2.42014033333333,7.23412,7.23412,0.415361973511843
"TMEM82","Tmem82",0.555867,0.100924,0.212509,10,6,8,0.289766666666667,0,0,1.28976666666667
"TMEM86A","Tmem86a",5.113048,7.049246,8.458882,59,283,143,6.87372533333333,6.05283,6.05283,1.11639233234508
"TMEM86B","Tmem86b",2.945773,5.68623,4.969792,17,104,56,4.53393166666667,6.1051,6.1051,0.778867527081486
"TMEM87A","Tmem87a",9.606219,11.989004,12.191552,182,722,405,11.2622583333333,22.88365,22.88365,0.51341643062653
"TMEM87B","Tmem87b",12.249771,9.900258,11.608121,275,913,575,11.2527166666667,4.32793,4.32793,2.29971427302286
"TMEM88","Tmem88",1.030983,0.95119,0.674665,10,35,14,0.885612666666667,10.29712,10.29712,0.16691091770882
"TMEM88B","Tmem88b",34.158286,35.389059,33.720241,790,3029,1637,34.4225286666667,0.39725,0.39725,25.3516039840162
"TMEM89","Tmem89",0,0.125549,0,0,1,0,0.0418496666666667,0.18817,0.18817,0.87685235838867
"TMEM8B","Tmem8b",10.641104,20.018049,15.278352,222,1057,606,15.3125016666667,19.21432,19.21432,0.806977512311404
"TMEM9","Tmem9",33.548565,41.474267,39.328088,196,1004,588,38.1169733333333,171.50718,171.50718,0.226755624509851
"TMEM91","Tmem91",28.01514,26.126808,25.436504,35,188,83,26.5261506666667,10.0985,10.0985,2.48016855130573
"TMEM92","Tmem92",0,0,0,0,0,0,0,0.19862,0.19862,0.834292770018855
"TMEM95","Tmem95",0.14737,0.038444,0.271808,1,1,4,0.152540666666667,0.05227,0.05227,1.0952898654021
"TMEM97","Tmem97",6.053215,6.864276,6.242368,49,212,109,6.38661966666667,42.05616,42.05616,0.171557790259667
"TMEM98","Tmem98",8.228645,7.407221,8.441013,80,268,173,8.02562633333333,31.80086,31.80086,0.275164319878605
"TMEM9B","Tmem9b",44.967231,38.754549,42.203143,469,1522,938,41.9749743333333,63.37173,63.37173,0.667606328637328
"TMF1","Tmf1",24.774778,17.0965,16.276889,353,1169,721,19.3827223333333,4.09794,4.09794,3.99822719242151
"TMIE","Tmie",2.435729,2.089999,3.239115,45,130,105,2.588281,2.1326,2.1326,1.14546415118432
"TMIGD1","Tmigd1",0,0,0,0,0,0,0,0,0,1
"TMOD1","Tmod1",34.980454,26.892395,35.32267,356,1135,698,32.3985063333333,77.00365,77.00365,0.428165942662085
"TMOD2","Tmod2",56.8768,49.369636,50.39296,2940,10544,6275,52.213132,19.86247,19.86247,2.55066308064194
"TMOD3","Tmod3",13.379205,21.760841,19.234037,201,677,431,18.1246943333333,6.16782,6.16782,2.66813261679748
"TMOD4","Tmod4",0.33066,0.502567,0.622951,1,2,5,0.485392666666667,0.3868,0.3868,1.07109364484184
"TMPO","Tmpo",30.187727,24.422304,25.011943,411,1198,683,26.540658,6.99368,6.99368,3.44530404019175
"TMPRSS11A","Tmprss11a",0,0.166131,0.272818,0,11,10,0.146316333333333,0,0,1.14631633333333
"TMPRSS11B","Tmprss11b",0.035937,0.069127,0,1,7,0,0.0350213333333333,0,0,1.03502133333333
"TMPRSS11CP","Tmprss11c",0,0,0,0,0,0,0,0.08363,0.08363,0.922824211216005
"TMPRSS11D","Tmprss11d",0.069153,0.089879,0.032501,1,6,1,0.0638443333333333,0,0,1.06384433333333
"TMPRSS11E","Tmprss11e",0,0,0,0,0,0,0,0,0,1
"TMPRSS11F","Tmprss11f",0,0,0,0,0,0,0,0,0,1
"TMPRSS11GP","Tmprss11g",0,0.131969,0.117189,0,7,4,0.0830526666666667,0.01045,0.01045,1.07185181519785
"TMPRSS12","Tmprss12",0,0,0,0,0,0,0,0.05227,0.05227,0.950326437131155
"TMPRSS13","Tmprss13",0,0,0.043442,0,0,2,0.0144806666666667,0.10454,0.10454,0.918464398452448
"TMPRSS15","Tmprss15",0.035484,0.019132,0,1,2,0,0.0182053333333333,0,0,1.01820533333333
"TMPRSS2","Tmprss2",0,0.613638,0.503721,0,6,7,0.372453,3.76341,3.76341,0.288124053986535
"TMPRSS3","Tmprss3",0,0.13122,0.438716,0,9,17,0.189978666666667,0.30316,0.30316,0.913148551725549
"TMPRSS4","Tmprss4",0.115135,0.079907,0.095801,1,4,2,0.0969476666666667,0.87813,0.87813,0.584063758454775
"TMPRSS5","Tmprss5",2.01976,3.925714,4.082574,25,93,61,3.34268266666667,18.07485,18.07485,0.227665363904129
"TMPRSS6","Tmprss6",0.092945,0.073323,0.130036,1,6,2,0.098768,1.18129,1.18129,0.503723943171243
"TMPRSS7","Tmprss7",1.547488,1.028841,0.282522,6,31,10,0.952950333333333,0.07318,0.07318,1.81977891251545
"TMPRSS9","Tmprss9",0.080341,0.087504,0.096341,1,6,5,0.088062,0.28226,0.28226,0.848550216024831
"TMSB10","Tmsb10",72.233183,80.497192,73.34154,169,713,369,75.357305,6896.05015,6896.05015,0.0110710091037978
"TMSB4X","Tmsb4x",460.154874,340.842243,350.583542,1528,4238,2482,383.860219666667,7046.51357,7046.51357,0.0546093619890209
"TMTC1","Tmtc1",7.878452,9.583952,9.122299,449,2035,1111,8.86156766666667,24.76536,24.76536,0.382745192252958
"TMTC2","Tmtc2",11.73064,8.139561,11.333418,215,761,497,10.4012063333333,7.82999,7.82999,1.29119130750242
"TMTC3","Tmtc3",5.57776,3.61434,5.448663,134,534,337,4.88025433333333,2.94801,2.94801,1.48942235033177
"TMTC4","Tmtc4",14.451572,12.36957,17.397076,150,641,369,14.739406,7.23412,7.23412,1.91148610901954
"TMUB1","Tmub1",14.026813,14.695112,15.779589,68,264,148,14.833838,68.10736,68.10736,0.229119416513668
"TMUB2","Tmub2",22.368934,26.027301,25.469792,219,982,575,24.622009,46.16456,46.16456,0.543247069409743
"TMX1","Tmx1",26.795891,25.311104,26.048217,299,1077,657,26.0517373333333,12.03247,12.03247,2.07571836599918
"TMX2","Tmx2",130.497768,139.181517,147.031698,1364,5753,3334,138.903661,126.03258,126.03258,1.1013211020354
"TMX3","Tmx3",67.862101,65.467493,65.478083,665,2360,1446,66.2692256666667,14.15462,14.15462,4.43885928295574
"TMX4","Tmx4",74.923189,48.676568,48.317077,1724,6777,3825,57.3056113333333,30.975,30.975,1.82347494396664
"TNC","Tnc",1.537719,1.47197,1.758387,74,275,183,1.58935866666667,14.64596,14.64596,0.165496950437472
"TNF","Tnf",0,0,0,0,0,0,0,0.72132,0.72132,0.580949503869124
"TNFAIP1","Tnfaip1",14.02752,11.384408,13.211386,352,1084,710,12.874438,14.67732,14.67732,0.885000625106842
"TNFAIP2","Tnfaip2",1.32841,3.177147,4.75645,7,59,39,3.08733566666667,97.14837,97.14837,0.0416444579432819
"TNFAIP3","Tnfaip3",0.851256,0.539241,0.665727,18,61,42,0.685408,4.53701,4.53701,0.304389553206514
"TNFAIP6","Tnfaip6",8.234099,9.495895,8.902431,84,359,192,8.877475,3.83659,3.83659,2.04223947037065
"TNFAIP8","Tnfaip8",3.097103,5.695786,5.759972,42,229,147,4.85095366666667,5.80193,5.80193,0.860190220520744
"TNFAIP8L1","Tnfaip8l1",0.231474,0.471515,0.370225,4,29,14,0.357738,3.92022,3.92022,0.27595066887253
"TNFAIP8L2","Tnfaip8l2",0.477653,0.622496,0.590286,3,15,8,0.563478333333333,19.33977,19.33977,0.0768680439028235
"TNFAIP8L3","Tnfaip8l3",0.404233,0.346103,0.192438,12,38,12,0.314258,3.60661,3.60661,0.285298299617289
"TNFRSF10D","Tnfrsf10b",0.259384,0.594771,0.855333,5,42,31,0.569829333333333,1.73535,1.73535,0.573904375430323
"TNFRSF11A","Tnfrsf11a",0.404861,0.451246,0.518762,14,59,38,0.458289666666667,4.10839,4.10839,0.285469524971012
"TNFRSF11B","Tnfrsf11b",3.061699,1.812131,1.978927,54,119,74,2.28425233333333,0.47043,0.47043,2.23353191470069
"TNFRSF12A","Tnfrsf12a",13.167771,10.782955,14.174907,63,190,120,12.7085443333333,25.42396,25.42396,0.518792199705621
"TNFRSF13B","Tnfrsf13b",0.782697,0.287144,1.019505,2,18,12,0.696448666666667,0.01045,0.01045,1.67890411862701
"TNFRSF13C","Tnfrsf13c",0.573258,0.217745,0.613143,1,10,5,0.468048666666667,0.63769,0.63769,0.896414258294712
"TNFRSF14","Tnfrsf14",0.343778,0.549425,1.022805,2,14,12,0.638669333333333,51.17199,51.17199,0.0314089865717856
"TNFRSF17","Tnfrsf17",0,0.257311,0.113828,0,4,1,0.123713,0.1359,0.1359,0.989271062593538
"TNFRSF18","Tnfrsf18",0.764016,1.503893,0.90228,5,38,13,1.05672966666667,0.78404,0.78404,1.15284952504802
"TNFRSF19","Tnfrsf19",6.728337,7.216762,9.02725,180,735,453,7.65744966666667,6.17827,6.17827,1.20606353155658
"TNFRSF1A","Tnfrsf1a",49.921747,49.664743,44.25162,42,222,152,47.9460366666667,100.62953,100.62953,0.481612348956712
"TNFRSF1B","Tnfrsf1b",0.46641,1.912852,0.795189,12,78,44,1.05815033333333,20.27017,20.27017,0.0967622888455209
"TNFRSF21","Tnfrsf21",14.611568,18.83325,17.278565,354,1679,879,16.9077943333333,31.43497,31.43497,0.55211379364104
"TNFRSF4","Tnfrsf4",0,0.787974,0.229385,0,9,3,0.339119666666667,0.97222,0.97222,0.678991018581429
"TNFRSF8","Tnfrsf8",0.131561,0.145329,0.162405,3,12,8,0.146431666666667,1.02449,1.02449,0.566281713748483
"TNFRSF9","Tnfrsf9",0.238666,0.035515,0.03712,3,1,1,0.103767,0.03136,0.03136,1.07020535991312
"TNFSF10","Tnfsf10",0.944422,0.693222,0.906572,23,86,65,0.848072,23.87678,23.87678,0.0742890357996493
"TNFSF11","Tnfsf11",0,0.020131,0.035202,0,1,1,0.0184443333333333,0,0,1.01844433333333
"TNFSF12","Tnfsf12",18.939005,22.178709,13.24432,42,222,155,18.120678,63.4449,63.4449,0.296698078513583
"TNFSF13","Tnfsf13",1.360251,0.934208,0.960436,11,30,18,1.084965,28.90512,28.90512,0.0697193323417528
"TNFSF13B","Tnfsf13b",1.587617,2.226713,1.408183,29,119,46,1.74083766666667,2.96892,2.96892,0.690575185860805
"TNFSF14","Tnfsf14",0,0,0,0,0,0,0,0.32407,0.32407,0.755247079081922
"TNFSF15","Tnfsf15",0.044748,0.071794,0.021129,1,6,1,0.0458903333333333,0.02091,0.02091,1.02446869296347
"TNFSF18","Tnfsf18",0,0.020858,0,0,1,0,0.00695266666666667,0.77359,0.77359,0.567748277035091
"TNFSF4","Tnfsf4",0,0,0,0,0,0,0,0.62724,0.62724,0.614537499078194
"TNFSF8","Tnfsf8",0,0.020959,0.036938,0,2,2,0.019299,1.3172,1.3172,0.439883911617469
"TNFSF9","Tnfsf9",0.395467,1.04315,1.355529,3,30,22,0.931382,6.54416,6.54416,0.256010211872495
"TNIK","Tnik",19.777464,26.596942,28.57428,718,3154,1918,24.9828953333333,6.74279,6.74279,3.35575358925314
"TNIP1","Tnip1",7.282411,13.955033,10.820044,130,605,317,10.6858293333333,65.5566,65.5566,0.175577318152269
"TNIP2","Tnip2",1.794009,4.403837,3.358445,21,104,46,3.18543033333333,38.4391,38.4391,0.1061238804469
"TNK1","Tnk1",0,0.023745,0,0,1,0,0.007915,2.06988,2.06988,0.328323908426388
"TNK2","Tnk2",345.033256,354.139381,395.922018,1241,5403,3096,365.031551666667,62.43087,62.43087,5.77055858869138
"TNKS","Tnks",16.041006,21.469802,20.898468,979,3866,2342,19.4697586666667,7.50592,7.50592,2.40653082402217
"TNKS1BP1","Tnks1bp1",9.971722,13.295342,13.25629,199,935,477,12.1744513333333,54.51725,54.51725,0.237303744932131
"TNKS2","Tnks2",73.319235,80.049598,50.636165,951,3502,2162,68.001666,8.33178,8.33178,7.39426626002756
"TNMD","Tnmd",0.502072,0.501772,0.472591,4,15,8,0.492145,0.47043,0.47043,1.0147677890141
"TNN","Tnn",0.099337,0.039149,0.188707,4,6,15,0.109064333333333,0.01045,0.01045,1.09759447111023
"TNNC1","Tnnc1",0.830762,1.672961,2.570703,2,20,16,1.69147533333333,160.25875,160.25875,0.0166904142152493
"TNNC2","Tnnc2",0.308063,0.755384,0.142061,1,2,1,0.401836,2.93755,2.93755,0.356017320414979
"TNNI1","Tnni1",10.228065,9.059953,7.873352,25,116,62,9.05379,0.15681,0.15681,8.69096048616454
"TNNI2","Tnni2",0.539185,0.075015,0,1,1,0,0.204733333333333,2.50894,2.50894,0.343332554370646
"TNNI3","Tnni3",3.739119,2.574997,1.570673,8,18,8,2.628263,1.11857,1.11857,1.7126000084963
"TNNT1","Tnnt1",2.41576,2.093902,3.407013,4,29,15,2.63889166666667,11.41569,11.41569,0.293088154316568
"TNNT2","Tnnt2",0.854521,2.209681,2.959419,5,32,18,2.00787366666667,18.03303,18.03303,0.158034410005483
"TNNT3","Tnnt3",0.623197,0.722359,0.6961,1,4,1,0.680552,0.76314,0.76314,0.953158569370555
"TNP1","Tnp1",0,0,0,0,0,0,0,0,0,1
"TNP2","Tnp2",0,0,0,0,0,0,0,0,0,1
"TNPO1","Tnpo1",13.382641,13.010031,12.789714,735,2613,1563,13.0607953333333,19.06797,19.06797,0.700658578487676
"TNPO2","Tnpo2",51.979291,45.455441,52.255723,728,3336,2038,49.8968183333333,36.92328,36.92328,1.34209958456477
"TNPO3","Tnpo3",33.285262,31.501218,24.689907,423,1675,1002,29.8254623333333,12.06384,12.06384,2.35960194960542
"TNR","Tnr",8.118385,10.173959,12.841717,554,2878,1745,10.3780203333333,0.06272,0.06272,10.7065081426277
"TNRC18","Tnrc18",10.488896,17.372229,19.965257,381,1668,1054,15.9421273333333,9.45035,9.45035,1.62120190551832
"TNRC6A","Tnrc6a",27.29158,26.544961,30.295645,582,2802,1615,28.044062,7.67318,7.67318,3.3487212302754
"TNRC6B","Tnrc6b",4.50785,52.96247,48.390546,516,3007,1853,35.2869553333333,1.39037,1.39037,15.1804763837119
"TNRC6C","Tnrc6c",9.087114,9.56504,10.707367,405,1726,1111,9.786507,2.33123,2.33123,3.23799527501854
"TNS3","Tns3",17.504054,17.424023,19.100276,699,2587,1472,18.009451,26.40663,26.40663,0.693607751117157
"TNS4","Tns4",0,0.099772,0.150499,0,9,6,0.0834236666666667,0.07318,0.07318,1.00954515241308
"TOB1","Tob1",18.271636,15.261404,18.472838,254,774,536,17.3352926666667,15.96315,15.96315,1.08088961464508
"TOB2","Tob2",12.837478,12.452708,11.55448,268,1235,668,12.2815553333333,12.42972,12.42972,0.988967404631916
"TOE1","Toe1",9.012535,9.226872,8.578646,86,253,151,8.939351,7.715,7.715,1.14048777969019
"TOLLIP","Tollip",40.178302,37.520165,45.468043,1020,3609,2433,41.0555033333333,163.11268,163.11268,0.256259926614649
"TOM1","Tom1",66.349057,56.83813,55.744488,221,885,559,59.6438916666667,76.66913,76.66913,0.780797875123188
"TOM1L1","Tom1l1",10.474811,8.994722,11.790574,159,523,324,10.4200356666667,6.18873,6.18873,1.58860266927074
"TOM1L2","Tom1l2",58.807747,67.19356,72.36146,1654,7059,4188,66.1209223333333,81.43612,81.43612,0.814217388364874
"TOMM20","Tomm20",82.39288,78.979205,70.129972,1764,6518,4072,77.1673523333333,98.69556,98.69556,0.784060517171811
"TOMM20L","Tomm20l",0,0.244131,0,0,2,0,0.081377,0.10454,0.10454,0.979029279156934
"TOMM22","Tomm22",58.040839,53.592344,55.87479,271,1028,639,55.835991,67.40694,67.40694,0.830851241116764
"TOMM34","Tomm34",17.438441,19.037647,18.370341,213,890,485,18.282143,123.71181,123.71181,0.154613608767285
