"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"SERTAD1","Sertad1",3.248772,3.43742,6.408917,22,88,67,4.36503633333333,5.06915,6.96358,6.16125,6.06466,0.759418901027556
"SERTAD2","Sertad2",4.724308,4.540861,4.949004,182,571,367,4.73805766666667,7.3221,4.58712,4.63186,5.51369333333333,0.880922292933656
"SERTAD3","Sertad3",1.542251,1.24112,1.842948,12,37,31,1.54210633333333,7.04048,16.99446,23.31225,15.7823966666667,0.15147457087476
"SERTAD4","Sertad4",4.702299,3.566939,3.334186,76,280,146,3.867808,9.90637,4.22789,2.05375,5.39600333333333,0.761070272529564
"SERTM1","Sertm1",1.131649,1.810088,2.310613,23,137,100,1.75078333333333,0.43071,0.2487,5.98646,2.22195666666667,0.853761741053832
"SESN1","Sesn1",23.289408,20.766065,21.8805,407,1362,818,21.9786576666667,57.79822,46.89366,40.09182,48.2612333333333,0.466465334133602
"SESN2","Sesn2",4.086573,4.152881,5.087296,96,366,253,4.44225,5.54956,6.57672,7.79988,6.64205333333333,0.71214499070058
"SESN3","Sesn3",19.147798,18.902572,19.560562,1218,4433,2552,19.203644,29.05649,30.67293,15.90564,25.2116866666667,0.77078763594763
"SESTD1","Sestd1",10.849345,9.993973,12.048665,454,1721,1165,10.9639943333333,43.26998,56.81401,27.13572,42.40657,0.275626347194292
"SET","Set",69.613769,69.540852,76.44998,760,2682,1611,71.8682003333333,211.46297,225.62566,208.91444,215.334356666667,0.33683138201488
"SETBP1","Setbp1",2.466367,3.490444,4.032323,171,905,593,3.32971133333333,2.86589,2.26593,3.3865,2.83944,1.12769344835011
"SETD1A","Setd1a",15.740165,16.557953,19.486066,249,1084,704,17.2613946666667,8.46514,9.20188,7.60324,8.42342,1.9378733693995
"SETD1B","Setd1b",7.314528,6.254281,5.950938,272,1202,772,6.50658233333333,6.42755,6.24512,5.92092,6.19786333333333,1.04289036700243
"SETD2","Setd2",32.079727,30.024924,31.312743,606,2125,1378,31.1391313333333,11.23164,9.28478,13.96113,11.4925166666667,2.5726706788464
"SETD3","Setd3",339.053101,193.587065,106.014536,845,3361,1885,212.884900666667,45.97021,52.64138,33.66839,44.0933266666667,4.74316082837978
"SETD4","Setd4",3.555248,5.827157,4.935169,19,102,62,4.77252466666667,21.60186,17.0221,27.07017,21.8980433333333,0.252096853108119
"SETD5","Setd5",19.228535,24.576552,23.477769,640,2641,1556,22.4276186666667,60.99543,55.87447,59.84278,58.9042266666667,0.391084568990903
"SETD6","Setd6",12.306792,13.301132,11.401843,33,162,70,12.336589,22.47985,19.61962,17.91569,20.0050533333333,0.634922882049335
"SETD7","Setd7",67.518228,67.857694,76.964415,2147,7530,4543,70.7801123333333,11.33104,10.11378,8.41164,9.95215333333333,6.55397255212521
"SETDB1","Setdb1",6.368146,8.200803,7.91055,189,989,550,7.49316633333333,16.89716,13.23634,14.50734,14.88028,0.534824721814309
"SETDB2","Setdb2",2.900047,3.386507,4.440284,40,136,72,3.57561266666667,3.95924,4.22789,5.70243,4.62985333333333,0.812741006870516
"SETMAR","Setmar",2.771274,2.250111,2.344598,27,83,49,2.45532766666667,20.72387,21.60922,11.99477,18.1092866666667,0.180819291004409
"SETX","Setx",14.820588,15.543643,22.26368,603,2355,1506,17.542637,19.24951,19.70252,13.15274,17.3682566666667,1.00949357015736
"SEZ6","Sez6",33.290878,43.768935,45.057394,335,1880,1146,40.7057356666667,158.70076,109.34485,34.14906,100.731556666667,0.40995868964553
"SEZ6L","Sez6l",22.604026,22.474715,26.278937,886,3329,2207,23.7858926666667,14.29632,9.31241,49.35554,24.3214233333333,0.978850688619795
"SEZ6L2","Sez6l2",139.022367,167.875162,167.729196,2085,9280,5048,158.208908333333,72.60808,49.18722,74.656,65.4837666666667,2.39470349403589
"SF1","Sf1",67.380956,75.993769,72.515612,639,2583,1538,71.9634456666667,204.93602,191.30514,194.80037,197.013843333333,0.368476488504095
"SF3A1","Sf3a1",18.94693,15.37243,18.36806,388,1600,901,17.5624733333333,80.39403,61.81563,56.43443,66.2146966666667,0.276166883938924
"SF3A2","Sf3a2",29.988823,24.226606,27.53819,116,544,304,27.2512063333333,67.98621,55.95737,83.59199,69.1785233333333,0.402561994631121
"SF3A3","Sf3a3",17.13172,14.72469,15.034616,187,626,363,15.630342,43.07119,28.13067,24.97273,32.0581966666667,0.503062588915165
"SF3B1","Sf3b1",55.566004,53.241892,53.925434,1430,5758,3302,54.2444433333333,167.96107,113.21351,92.92126,124.698613333333,0.439499226509632
"SF3B3","Sf3b3",32.417297,15.723172,25.022488,478,1746,1088,24.3876523333333,83.64093,76.84813,82.41218,80.96708,0.309729861467962
"SF3B4","Sf3b4",18.495099,19.14162,20.518769,230,863,525,19.3851626666667,21.3368,21.63685,26.76429,23.24598,0.840764640846304
"SF3B5","Sf3b5",3.050596,3.293342,2.613706,79,318,143,2.98588133333333,132.84148,122.88516,93.38008,116.368906666667,0.0339602834049859
"SFI1","Sfi1",6.104205,11.150723,9.056981,67,381,203,8.77063633333333,95.75056,73.8361,98.55815,89.3816033333333,0.108104259860257
"SFMBT1","Sfmbt1",4.784457,5.553928,5.54042,252,1013,555,5.292935,3.74388,10.00324,3.51759,5.75490333333333,0.931609926813658
"SFMBT2","Sfmbt2",0.440912,1.161273,0.687521,19,135,64,0.763235333333333,5.25137,3.67523,5.04698,4.65786,0.311643507144633
"SFN","Sfn",1.103341,1.552852,0.940257,11,59,20,1.19881666666667,5.81461,5.02926,2.05375,4.29920666666667,0.41493317867706
"SFPQ","Sfpq",93.193593,88.907029,84.537962,776,3074,1661,88.879528,253.55677,220.099,280.18393,251.2799,0.356269080493531
"SFR1","Sfr1",54.72534,44.844565,46.819467,549,1667,995,48.7964573333333,4.38995,3.61996,8.04021,5.35004,7.8419123869036
"SFRP1","Sfrp1",3.06092,3.143999,3.13677,89,340,192,3.11389633333333,8.15039,5.05689,6.42343,6.54357,0.545351383142641
"SFRP2","Sfrp2",0.883378,2.548898,2.193166,11,84,48,1.87514733333333,1.97134,10.00324,4.98144,5.65200666666667,0.432222557403731
"SFRP4","Sfrp4",0.687625,0.886216,0.913815,7,44,27,0.829218666666667,2.68367,5.83062,1.9882,3.50083,0.406418075480893
"SFRP5","Sfrp5",3.604294,3.367656,3.065526,43,145,75,3.34582533333333,1.50749,0.71847,0.93948,1.05514666666667,2.11460593242332
"SFSWAP","Sfswap",48.157299,68.48824,65.267553,256,1205,601,60.6376973333333,38.34992,34.54159,38.56243,37.1513133333333,1.61561141538684
"SFT2D1","Sft2d1",41.31953,52.320136,48.392276,91,384,209,47.3439806666667,71.16685,71.01751,75.04927,72.41121,0.658536763890238
"SFT2D2","Sft2d2",4.721394,5.37208,5.646892,179,740,427,5.24678866666667,1.50749,3.03966,0.76469,1.77061333333333,2.25465913684575
"SFT2D3","Sft2d3",1.903157,2.056316,2.067557,32,122,70,2.00901,3.54509,3.64759,3.23356,3.47541333333333,0.672342368377148
"SFTA2","Sfta2",0.352629,0.09975,0,1,1,0,0.150793,1.34183,0.4974,0,0.613076666666667,0.71341494411301
"SFTPA2","Sftpa1",0,0,0,0,0,0,0,19.69679,8.42815,0.721,9.61531333333333,0.0942035311251607
"SFTPB","Sftpb",0,0.03946,0,0,1,0,0.0131533333333333,22.71177,23.68171,1.20166,15.8650466666667,0.0600741494143509
"SFTPC","Sftpc",0,0.46718,0.472917,0,7,4,0.313365666666667,150.40127,99.53504,24.71054,91.54895,0.0141910380038527
"SFTPD","Sftpd",0,0,0,0,0,0,0,7.07361,8.28998,7.93097,7.76485333333333,0.114092040330776
"SFXN1","Sfxn1",12.882135,12.384184,13.479156,237,859,529,12.9151583333333,36.39515,35.17715,36.09356,35.88862,0.377220897212564
"SFXN2","Sfxn2",1.762966,1.736045,2.92355,22,144,69,2.14085366666667,5.35077,4.11736,1.63863,3.70225333333333,0.667946502244314
"SFXN3","Sfxn3",25.533555,33.576637,27.081085,252,1300,678,28.7304256666667,52.46402,37.19438,59.95202,49.87014,0.584437661596109
"SFXN4","Sfxn4",3.758553,5.65238,6.596487,35,198,133,5.33580666666667,31.29287,26.27924,38.08177,31.8846266666667,0.192667738967793
"SFXN5","Sfxn5",56.666211,49.3055,55.925284,1310,4417,2868,53.965665,148.06549,254.64059,355.8668,252.857626666667,0.216521621673293
"SGCA","Sgca",0.113928,0.569494,1.904037,1,9,9,0.862486333333333,2.50144,6.13459,5.06883,4.56828666666667,0.334481043241308
"SGCB","Sgcb",15.67716,13.652054,14.530012,399,1252,784,14.619742,20.72387,21.88555,17.41318,20.0075333333333,0.743530511276907
"SGCD","Sgcd",2.41787,0.879996,1.19158,15,28,14,1.496482,3.77701,3.42653,8.91415,5.37256333333333,0.391754756981623
"SGCE","Sgce",21.135694,16.777917,16.607219,170,542,334,18.17361,82.96173,78.72719,62.59568,74.7615333333333,0.253078431182755
"SGCG","Sgcg",0.132605,1.387681,2.294636,2,28,28,1.27164066666667,1.3584,0.52503,1.33275,1.07206,1.09631992638566
"SGCZ","Sgcz",0.78488,0.73389,0.556622,12,45,19,0.691797333333333,2.45174,0.93953,2.1193,1.83685666666667,0.59636334581585
"SGIP1","Sgip1",43.842541,54.149427,57.288152,847,3249,1908,51.76004,85.39691,53.74671,70.35186,69.8318266666667,0.744863467213514
"SGK1","Sgk1",95.877036,117.042186,58.915126,768,3867,973,90.6114493333333,191.468,91.07926,91.7196,124.75562,0.728487914363854
"SGK2","Sgk2",0.912401,1.426578,1.30674,16,72,44,1.21523966666667,7.23927,4.36606,4.19489,5.26674,0.35349155488606
"SGK3","Sgk3",5.147835,4.850635,5.339024,115,380,241,5.112498,27.18455,29.51233,12.10402,22.9336333333333,0.255393651054513
"SGMS1","Sgms1",25.951277,32.657931,33.152718,295,1088,569,30.5873086666667,17.4604,18.54192,14.11407,16.7054633333333,1.78404304208174
"SGMS2","Sgms2",3.996809,4.089098,7.403371,45,304,170,5.16309266666667,18.60344,18.15506,10.09396,15.6174866666667,0.370879952564026
"SGPL1","Sgpl1",13.58753,14.237901,11.772903,251,895,588,13.1994446666667,13.21954,15.97203,12.40989,13.8671533333333,0.955088331189158
"SGPP1","Sgpp1",17.393408,17.135677,18.695159,369,1312,817,17.7414146666667,8.23322,7.70968,8.8923,8.2784,2.01989725239984
"SGPP2","Sgpp2",21.675887,22.060738,22.025783,584,2252,1273,21.9208026666667,12.50721,9.17425,4.54447,8.74197666666667,2.35278767861279
"SGSM1","Sgsm1",16.708657,20.100127,19.950763,492,2280,1272,18.919849,20.54164,8.51105,13.6771,14.2432633333333,1.30679688229489
"SGSM2","Sgsm2",7.163158,7.313246,7.118268,180,902,499,7.198224,223.53946,238.08826,349.81479,270.480836666667,0.0301981683151583
"SGSM3","Sgsm3",29.497259,41.269936,39.629985,172,846,475,36.79906,103.13893,90.91346,208.56486,134.20575,0.279566956286992
"SGTA","Sgta",40.01835,48.594297,49.416523,420,1970,1128,46.0097233333333,74.72851,65.26979,77.12487,72.37439,0.640682986711485
"SGTB","Sgtb",23.652752,19.135692,19.941778,459,1412,847,20.910074,18.83536,17.46423,29.82307,22.0408866666667,0.950921477848219
"SH2B1","Sh2b1",16.667532,22.985575,27.438274,270,1229,819,22.3637936666667,133.98453,132.28047,160.30174,142.188913333333,0.163167616282397
"SH2B2","Sh2b2",8.101556,2.253404,1.686134,31,111,59,4.013698,9.65789,16.16546,34.34569,20.0563466666667,0.238108636762566
"SH2B3","Sh2b3",4.251623,6.013918,7.976797,114,503,382,6.08077933333333,8.44858,6.10695,5.61504,6.72352333333333,0.916780985534668
"SH2D1A","Sh2d1a",0.067744,0.272633,0,1,6,0,0.113459,0.84486,0.19343,0.08739,0.375226666666667,0.80965489325396
"SH2D1B","Sh2d1b2",0,0,0,0,0,0,0,0,0,0.43697,0.145656666666667,0.872861852154659
"SH2D2A","Sh2d2a",0.03284,0,0,1,0,0,0.0109466666666667,0.49698,0.2487,2.73105,1.15891,0.468267165683918
"SH2D3C","Sh2d3c",7.791027,9.632444,10.932542,109,520,329,9.45200433333333,9.37627,8.17945,16.99806,11.5179266666667,0.834962898541771
"SH2D4A","Sh2d4a",0.413368,0.32651,0.144137,5,14,4,0.294671666666667,2.25295,2.56989,3.08062,2.63448666666667,0.356218576488564
"SH2D4B","Sh2d4b",0.153634,0.080472,0.281029,1,5,9,0.171711666666667,0,0.22107,0.30588,0.17565,0.996650080097535
"SH2D5","Sh2d5",7.049909,10.169624,7.333205,130,585,331,8.184246,87.30198,61.31823,30.28189,59.6340333333333,0.151470147953212
"SH2D6","Sh2d6",0.570763,0.294223,0.267318,3,7,4,0.377434666666667,2.6174,7.59915,3.34281,4.51978666666667,0.249544909948211
"SH2D7","Sh2d7",0,0,0.025543,0,0,1,0.00851433333333333,0.43071,0.13817,0.50251,0.35713,0.743122864672753
"SH3BGR","Sh3bgr",64.544639,59.255184,62.550905,85,277,141,62.1169093333333,169.02128,244.49918,159.58074,191.033733333333,0.328676156203112
"SH3BGRL","Sh3bgrl",33.049879,33.420118,28.7728,298,1289,742,31.747599,209.74012,251.5733,290.29974,250.53772,0.130189615299049
"SH3BGRL2","Sh3bgrl2",20.166983,17.457302,15.135104,411,1618,873,17.586463,20.62447,15.97203,18.63669,18.4110633333333,0.957519053996527
"SH3BGRL3","Sh3bgrl3",86.420165,67.499238,77.117923,147,582,341,77.012442,192.24659,180.52816,157.89841,176.891053333333,0.438540559169211
"SH3BP1","Sh3bp1",4.849524,18.670294,14.065483,40,191,106,12.5284336666667,8.23322,5.05689,10.00657,7.76556,1.54336216587037
"SH3BP2","Sh3bp2",0.999663,0.965537,11.770414,19,64,38,4.578538,24.25239,40.45511,22.50386,29.0704533333333,0.185515593601515
"SH3BP4","Sh3bp4",1.924598,2.813132,2.951998,66,368,218,2.56324266666667,9.24374,8.70448,12.21326,10.0538266666667,0.322353767081566
"SH3BP5","Sh3bp5",32.101654,56.202578,49.080584,327,1359,820,45.7949386666667,40.71884,31.41903,38.14731,36.7617266666667,1.23921607398249
"SH3BP5L","Sh3bp5l",54.391485,39.086951,46.867342,276,1274,693,46.781926,23.17561,17.51949,24.6013,21.7654666666667,2.09887751038122
"SH3D19","Sh3d19",4.871148,4.192558,4.068311,130,502,313,4.377339,8.94555,13.67847,10.2906,10.97154,0.449176881169841
"SH3D21","Sh3d21",0.457306,0.674506,0.819601,6,30,20,0.650471,7.2724,5.44375,7.42846,6.71487,0.213933740944436
"SH3GL1","Sh3gl1",11.85963,12.361001,11.803569,139,627,337,12.0080666666667,28.62577,30.3966,48.00094,35.6744366666667,0.354690292448028
"SH3GL2","Sh3gl2",130.874606,131.192026,142.756703,2011,7676,4776,134.941111666667,70.48766,54.60334,340.48552,155.192173333333,0.870345221309851
"SH3GL3","Sh3gl3",16.767303,13.894504,12.948379,97,333,165,14.5367286666667,111.33902,111.69368,106.22694,109.753213333333,0.140282418893851
"SH3GLB1","Sh3glb1",31.232902,32.893007,28.963148,560,2224,1369,31.0296856666667,25.26291,22.82508,18.89887,22.3289533333333,1.37295853821703
"SH3GLB2","Sh3glb2",88.741667,122.343518,124.165631,611,2965,1698,111.750272,171.53929,132.08704,254.5339,186.05341,0.602770470744158
"SH3KBP1","Sh3kbp1",7.666382,8.165668,8.254567,138,490,299,8.02887233333333,23.29157,34.18236,42.08003,33.1846533333333,0.264120634639559
"SH3PXD2A","Sh3pxd2a",3.370331,3.752192,3.921455,243,993,598,3.681326,25.71019,30.70056,18.02493,24.8118933333333,0.18136313905941
"SH3PXD2B","Sh3pxd2b",3.053591,3.313408,3.598361,158,640,363,3.32178666666667,7.75281,20.42099,12.47544,13.5497466666667,0.297035183201357
"SH3RF1","Sh3rf1",1.777184,2.752099,2.520697,65,297,194,2.34999333333333,11.26477,16.0273,14.55104,13.9477033333333,0.224114250773419
"SH3RF2","Sh3rf2",0.500259,0.043666,0.061726,3,5,4,0.201883666666667,10.41991,14.56273,2.09745,9.02669666666667,0.119868358106641
"SH3RF3","Sh3rf3",0.559864,1.177554,1.562022,18,101,59,1.09981333333333,6.34472,8.06892,13.93928,9.45097333333333,0.200920360846773
"SH3TC2","Sh3tc2",1.11345,1.128565,1.12131,34,127,75,1.12110833333333,6.16249,4.22789,4.54447,4.97828333333333,0.35480224256127
"SH3YL1","Sh3yl1",6.012587,4.640129,3.751769,56,191,87,4.801495,42.27603,41.86441,42.99766,42.3793666666667,0.133738582321395
"SHANK1","Shank1",19.775951,22.716256,25.516944,1014,4356,2697,22.669717,22.61237,15.1154,149.74896,62.4922433333333,0.372796986802535
"SHANK2","Shank2",15.090478,15.027899,18.45581,866,3114,2105,16.1913956666667,27.41647,14.39693,33.38436,25.06592,0.659535349861684
"SHANK3","Shank3",43.872683,40.854056,45.390608,776,2993,1824,43.372449,62.30413,68.72395,78.7635,69.9305266666667,0.62557619526111
"SHARPIN","Sharpin",49.675879,57.759108,60.675752,136,535,307,56.036913,82.9286,91.68719,112.2571,95.6242966666667,0.590295763774253
"SHB","Shb",3.866329,4.689048,3.081373,22,131,54,3.87891666666667,12.77226,12.73894,6.24864,10.5866133333333,0.421082202910025
"SHBG","Shbg",0,0,0,0,0,0,0,4.40651,4.58712,1.28906,3.42756333333333,0.225857864634347
"SHC1","Shc1",5.094946,3.320492,4.380335,65,231,141,4.26525766666667,23.4241,27.63327,22.91898,24.6587833333333,0.205202935706876
"SHC2","Shc2",5.687102,6.731022,6.022414,120,531,272,6.146846,73.03879,60.2958,128.84004,87.3915433333333,0.0808544090360379
"SHC3","Shc3",5.470337,6.429109,7.491614,93,348,233,6.46368666666667,10.75123,11.21911,12.34435,11.43823,0.600060190772053
"SHC4","Shc4",2.405653,2.555688,2.352142,66,266,138,2.43782766666667,11.59609,7.23992,6.62007,8.48536,0.362435128099162
"SHCBP1","Shcbp1",0.492391,1.137638,0.840355,5,25,9,0.823461333333333,2.40205,1.7409,1.79157,1.97817333333333,0.612275085846805
"SHCBP1L","Shcbp1l",0.792334,1.032505,1.170871,9,32,24,0.99857,0,0,0,0,1.99857
"SHD","Shd",29.867006,35.729233,34.487271,109,619,309,33.36117,1.97134,1.9896,10.94605,4.96899666666667,5.75660733601795
"SHE","She",1.026135,1.069789,0.986317,40,143,81,1.02741366666667,9.77385,7.98602,5.72428,7.82805,0.229655888522003
"SHF","Shf",71.501559,80.212546,89.047659,369,1511,1091,80.2539213333333,49.11772,32.38619,23.90215,35.1353533333333,2.24859905433331
"SHH","Shh",1.861285,1.571299,1.431206,34,102,53,1.62126333333333,1.88851,1.71326,1.92266,1.84147666666667,0.922500390055405
"SHISA2","Shisa2",0.84493,1.385061,1.559191,17,100,64,1.26306066666667,2.36892,2.45936,0.32773,1.71867,0.832414624307719
"SHISA3","Shisa3",0.080567,0.245042,0.18572,2,16,8,0.170443,1.9879,2.32119,0.10924,1.47277666666667,0.473331464089627
"SHISA4","Shisa4",40.590794,43.859017,43.771383,348,1408,806,42.740398,163.98526,166.71152,191.23908,173.97862,0.249975671313444
"SHISA5","Shisa5",29.303501,28.184738,27.60899,166,572,304,28.365743,117.03767,102.13257,113.63355,110.934596666667,0.262347333840395
"SHISA6","Shisa6",49.749175,67.080066,59.870958,622,2485,1751,58.9000663333333,16.48301,6.16222,37.73219,20.1258066666667,2.83539782780681
"SHISA7","Shisa7",2.19294,5.160837,4.834626,76,437,244,4.062801,44.24736,30.45186,23.00637,32.56853,0.150819860148776
"SHISA8","Shisa8",9.227401,8.601031,9.095675,86,254,182,8.97470233333333,0,0.44213,6.24864,2.23025666666667,3.0878977625101
"SHISA9","Shisa9",9.157559,8.788939,9.779643,242,865,552,9.242047,22.13196,16.22073,16.05858,18.13709,0.535193543009935
"SHKBP1","Shkbp1",4.511108,9.380889,7.02099,29,139,94,6.97099566666667,8.58111,9.75454,8.49903,8.94489333333333,0.801516456687318
"SHMT1","Shmt1",1.692088,4.274253,2.551221,12,93,47,2.83918733333333,11.14881,13.1258,19.99129,14.7553,0.24367592704254
"SHMT2","Shmt2",13.883233,17.199351,15.329745,109,585,331,15.4707763333333,20.85639,16.8563,19.29214,19.00161,0.823472527128233
"SHOC2","Shoc2",26.830188,30.098676,35.617985,390,1296,827,30.8489496666667,16.61554,18.79062,28.0315,21.1458866666667,1.43814289967467
"SHOX2","Shox2",6.677646,6.67697,5.100513,56,208,110,6.15170966666667,0,0.02763,0.08739,0.03834,6.88763763956572
"SHPK","Shpk",0.86279,1.189867,1.027785,16,84,41,1.026814,4.12489,6.10695,7.95282,6.06155333333333,0.287020985939826
"SHPRH","Shprh",10.962343,10.325946,10.725291,445,1815,1127,10.6711933333333,4.30712,5.69245,3.03693,4.3455,2.18336794188258
"SHQ1","Shq1",1.951297,1.342826,1.393957,22,123,69,1.56269333333333,4.25742,3.53706,3.97641,3.92363,0.520488609691088
"SHROOM1","Shroom1",14.756405,22.244081,20.808409,43,183,79,19.2696316666667,34.65574,46.11993,38.80277,39.85948,0.496081488718571
"SHROOM2","Shroom2",15.348936,18.508581,16.246912,379,1630,895,16.7014763333333,7.38837,4.83582,6.99149,6.40522666666667,2.39040303965487
"SHROOM3","Shroom3",1.339187,1.864859,3.597052,51,207,116,2.26703266666667,6.46068,6.46619,7.79988,6.90891666666667,0.413082196255282
"SHROOM4","Shroom4",0.882364,1.403281,1.068902,50,224,131,1.11818233333333,11.13225,4.58712,9.35112,8.35683,0.226378200024296
"SIAE","Siae",7.111889,6.890772,7.163023,125,501,283,7.055228,27.89688,24.40018,23.9677,25.4215866666667,0.304872985170207
"SIAH1","Siah1a",11.312275,11.268897,12.3635,139,512,319,11.648224,61.39301,56.53767,52.74205,56.89091,0.218483765413257
"SIAH2","Siah2",6.290626,7.406809,9.303258,89,364,252,7.66689766666667,11.48013,14.01007,11.97293,12.48771,0.642577403181612
"SIDT1","Sidt1",12.124337,7.717691,9.318658,118,533,295,9.72022866666667,1.72285,1.18823,9.02339,3.97815666666667,2.15345345365453
"SIDT2","Sidt2",147.679008,158.703027,156.096653,287,1479,847,154.159562666667,48.62074,37.66415,26.69875,37.6612133333333,4.0133133259139
"SIGIRR","Sigirr",1.208127,1.50409,1.435887,7,34,17,1.38270133333333,151.29583,131.3962,102.42532,128.37245,0.0184173781460685
"SIGLEC1","Siglec1",0.025322,0.062676,0.09597,1,10,9,0.0613226666666667,1.50749,0.69083,0.91763,1.03865,0.520600724335549
"SIGMAR1","Sigmar1",18.872675,21.198652,22.773089,124,541,307,20.9481386666667,53.42484,41.94731,50.22948,48.5338766666667,0.443093497695819
"SIK1","Sik1",1.658557,4.83889,5.415341,52,292,141,3.97092933333333,9.85668,6.43855,48.89673,21.7306533333333,0.218688361501854
"SIK2","Sik2",6.961861,7.038275,6.597129,152,747,398,6.865755,16.84746,14.06534,11.86368,14.2588266666667,0.515488849295533
"SIK3","Sik3",120.42724,193.835915,168.034989,745,3746,1979,160.766048,114.51966,72.86894,42.36405,76.5842166666667,2.08503810375521
"SIKE1","Sike1",20.702107,19.364038,23.728449,201,880,531,21.2648646666667,10.32052,9.17425,15.7964,11.7637233333333,1.74438634285659
"SIL1","Sil1",26.730253,29.509968,24.766318,115,381,246,27.0021796666667,336.48537,309.9624,349.94588,332.131216666667,0.0840575072695329
"SIM1","Sim1",0,0.010627,0,0,2,0,0.00354233333333333,0,0,0,0,1.00354233333333
"SIM2","Sim2",0,0,0.019829,0,0,1,0.00660966666666667,2.50144,2.70806,2.55626,2.58858666666667,0.280503094997473
"SIN3A","Sin3a",7.354609,15.534698,13.542769,221,863,562,12.1440253333333,21.80065,15.00487,11.77629,16.1939366666667,0.764457005289268
"SIN3B","Sin3b",20.838133,29.638484,31.807904,261,1190,656,27.4281736666667,34.53978,25.94764,49.68327,36.7235633333333,0.75359195035393
"SIPA1","Sipa1",29.024145,17.895122,32.045698,44,187,100,26.321655,43.98231,53.69145,55.10167,50.9251433333333,0.526173896615147
"SIPA1L1","Sipa1l1",14.592066,13.571982,13.291828,571,2317,1403,13.8186253333333,161.16907,127.74861,100.15308,129.690253333333,0.113387379359787
"SIPA1L2","Sipa1l2",11.057803,11.692262,11.135077,497,1983,1072,11.2950473333333,8.16696,10.83224,11.44856,10.1492533333333,1.10276867569009
"SIPA1L3","Sipa1l3",11.395698,14.75934,15.634483,360,1633,974,13.9298403333333,7.38837,8.20708,7.18812,7.59452333333333,1.73713419049418
"SIRPA","Sirpa",105.209919,98.325175,108.621293,1541,5921,3860,104.052129,104.18258,117.57957,145.59776,122.453303333333,0.850946278175734
"SIRT1","Sirt1",7.431171,5.898091,6.414397,143,437,293,6.58121966666667,7.38837,7.84785,6.40158,7.2126,0.923120530242148
"SIRT2","Sirt2",72.203154,98.114446,101.473923,750,3122,1728,90.5971743333333,177.9337,167.48526,162.74876,169.38924,0.537576048424967
"SIRT3","Sirt3",24.214152,26.397694,27.661892,155,768,401,26.091246,72.79031,56.81401,35.15408,54.9194666666667,0.484468962507988
"SIRT4","Sirt4",8.171759,16.204108,14.556697,36,208,97,12.9775213333333,0.97738,2.10013,3.34281,2.14010666666667,4.45128870356846
"SIRT5","Sirt5",15.127156,14.375326,15.849134,119,569,351,15.1172053333333,18.98445,16.1931,15.44682,16.87479,0.901672429904538
"SIRT6","Sirt6",4.769387,4.946101,4.205789,47,196,104,4.64042566666667,21.28711,16.57996,25.93406,21.2670433333333,0.253308244935378
"SIRT7","Sirt7",11.097547,11.01292,10.500233,86,386,222,10.8702333333333,28.1288,20.31045,27.85671,25.4319866666667,0.449085930733419
"SIT1","Sit1",0,0,0,0,0,0,0,0,0,0.28403,0.0946766666666667,0.913511752328694
"SIVA1","Siva1",14.640772,10.771567,9.212325,31,102,53,11.5415546666667,69.85815,83.09325,68.4292,73.7935333333333,0.167682339738819
"SIX1","Six1",0.089737,0.057457,0.101823,2,3,4,0.0830056666666667,0.7289,2.01723,1.74787,1.498,0.433549105951428
"SIX2","Six2",0.237538,0.067374,0.085082,3,3,2,0.129998,0.14909,0.27633,0.19664,0.207353333333333,0.935929829986251
"SIX3","Six3",0.906436,0.769128,0.480792,14,47,16,0.718785333333333,52.69594,69.19371,1.13612,41.00859,0.0409150922069351
"SIX4","Six4",0.886675,0.800934,0.841772,40,133,79,0.843127,0.91112,1.02243,1.09242,1.00865666666667,0.917591856580766
"SIX5","Six5",0.356632,0.450665,0.522138,7,32,21,0.443145,5.68208,11.02568,6.94779,7.88518333333333,0.162421521971972
"SIX6","Six6",0,0.019694,0,0,2,0,0.00656466666666667,0,0,0,0,1.00656466666667
"SKA1","Ska1",0,0.047034,0,0,3,0,0.015678,1.82224,0.88426,1.63863,1.44837666666667,0.414837313975382
"SKA2","Ska2",2.725519,6.523048,6.889066,49,220,144,5.379211,28.808,36.14432,36.07171,33.6746766666667,0.18397319350154
"SKA3","Ska3",0.414067,0.880308,0.765775,6,20,13,0.686716666666667,0.53011,0.7461,0.08739,0.454533333333333,1.15962737189477
"SKAP1","Skap1",1.083534,0.539583,0.603491,7,18,11,0.742202666666667,0.81173,0.22107,0,0.344266666666667,1.29602459829399
"SKAP2","Skap2",15.147149,20.103262,17.361375,109,393,231,17.537262,16.56584,8.81501,16.40815,13.9296666666667,1.24163937573958
"SKI","Ski",27.522829,27.71288,31.81936,934,3513,2318,29.0183563333333,142.05209,114.04251,164.45294,140.182513333333,0.212620923261648
"SKIDA1","Skida1",2.803327,2.985945,2.376961,49,182,99,2.72207766666667,1.57375,1.85143,2.38148,1.93555333333333,1.26793052076497
