"Hs_symbol","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"NUP93","Nup93",5.277542,10.795044,9.516796,93,475,261,8.529794,50.6393,50.6393,0.184545375324607
"NUP98","Nup98",6.546554,6.979381,7.57819,247,1030,659,7.03470833333333,28.83598,28.83598,0.269295941790192
"NUPR1","Nupr1",7.859613,8.310233,6.618204,13,48,32,7.59601666666667,118.93285,118.93285,0.0716735795627859
"NUS1","Nus1",15.97666,16.164122,16.299986,484,1798,1033,16.1469226666667,7.69651,7.69651,1.97170159830399
"NUSAP1","Nusap1",0.759119,0.837027,1.087939,18,74,53,0.894695,5.37303,5.37303,0.297298930022297
"NUTF2","Nutf2",7.842931,6.302183,5.631022,14,49,34,6.59204533333333,116.96204,116.96204,0.064360071539398
"NVL","Nvl",9.168956,12.821072,10.189932,278,1159,624,10.7266533333333,23.54592,23.54592,0.477743483777888
"NWD1","Nwd1",10.556173,8.8501,9.918196,620,2178,1378,9.774823,2.80062,2.80062,2.83501718140724
"NXF1","Nxf1",71.172227,69.099752,70.047094,316,1386,736,70.1063576666667,86.69464,86.69464,0.810840407882017
"NXN","Nxn",7.168705,7.782739,8.942421,126,485,318,7.96462166666667,13.0488,13.0488,0.638105864320559
"NXNL1","Nxnl1",0,0.119196,0.032075,0,8,1,0.0504236666666667,3.56819,3.56819,0.229943077382216
"NXNL2","Nxnl2",0.147546,0.047888,0.024674,1,3,1,0.0733693333333333,2.80062,2.80062,0.282419535058315
"NXPE2","Nxpe2",0.044503,0.570827,0.166846,1,10,4,0.260725333333333,0,0,1.26072533333333
"NXPE4","Nxpe4",3.507383,3.611088,4.047891,74,291,183,3.72212066666667,0,0,4.72212066666667
"NXPH1","Nxph1",10.539254,12.5653,11.784062,188,815,436,11.6295386666667,55.4937,55.4937,0.223556585365566
"NXPH2","Nxph2",0.713495,0.646243,0.569154,12,40,20,0.642964,5.02036,5.02036,0.272901288295052
"NXPH3","Nxph3",4.591731,4.833324,5.889769,61,240,165,5.10494133333333,11.28545,11.28545,0.496924519112717
"NXT1","Nxt1",4.194558,5.394962,4.443422,23,107,51,4.67764733333333,6.45179,6.45179,0.761917248517918
"NXT2","Nxt2",19.684507,17.283151,20.778758,293,934,642,19.2488053333333,4.56397,4.56397,3.63927291723955
"NYAP1","Nyap1",11.204015,14.323245,14.030676,266,1161,628,13.1859786666667,33.56591,33.56591,0.410403737863886
"NYAP2","Nyap2",2.876531,3.853502,3.342182,131,613,308,3.357405,4.10757,4.10757,0.853126829392451
"NYNRIN","Nynrin",2.386322,2.625529,3.483267,119,526,302,2.831706,1.63888,1.63888,1.45201979627721
"NYX","Nyx",0.199649,0.242502,0.327708,7,31,24,0.256619666666667,0,0,1.25661966666667
"OACYLP","Oacyl",0.046079,0.114855,0.085998,1,3,4,0.0823106666666667,0.70534,0.70534,0.63465975504396
"OAF","Oaf",2.550489,8.163582,7.568391,16,80,48,6.094154,29.45834,29.45834,0.232913349841127
"OAS1","Oas1c",0.524158,1.621517,0.604332,4,25,13,0.916669,4.72993,4.72993,0.334501294082127
"OAS2","Oas2",0,0.110643,0.347518,0,11,4,0.152720333333333,2.92509,2.92509,0.293679975066389
"OAS3","Oas3",0,0.041112,0.120554,0,4,7,0.0538886666666667,5.33154,5.33154,0.166450605487238
"OASL","Oasl1",0,0.153593,0.297594,0,2,3,0.150395666666667,0.85056,0.85056,0.621647321171249
"OAT","Oat",42.829132,41.254037,47.891663,577,2011,1315,43.9916106666667,65.03654,65.03654,0.681313870573272
"OAZ1","Oaz1",407.405552,448.115576,444.868191,1001,4053,2282,433.463106333333,577.3834,577.3834,0.751168007818574
"OAZ2","Oaz2",88.896715,93.770729,101.098148,689,2950,1722,94.5885306666667,108.64318,108.64318,0.871814650639161
"OAZ3","Oaz3",1.355222,0.532088,0.884366,4,11,9,0.923892,8.87899,8.87899,0.194745819157626
"OBP2B","Obp2a",0,0,0,0,0,0,0,0,0,1
"OBSCN","Obscn",0.013367,0.183607,0.151317,2,37,15,0.116097,7.34384,7.34384,0.133762991620165
"OBSL1","Obsl1",9.662387,11.861279,10.512156,86,338,180,10.6786073333333,69.08187,69.08187,0.166642347490633
"OC90","Oc90",0,0,0.04711,0,0,1,0.0157033333333333,0,0,1.01570333333333
"OCA2","Oca2",0.290444,0.742131,0.45014,6,33,20,0.494238333333333,3.65117,3.65117,0.321260743712514
"OCEL1","Ocel1",2.810621,3.234103,2.909297,43,192,124,2.98467366666667,14.6047,14.6047,0.25535086651244
"OCIAD1","Ociad1",283.941742,274.136208,273.799786,1564,5861,3368,277.292578666667,185.91945,185.91945,1.48883692235702
"OCIAD2","Ociad2",23.867676,24.171433,23.371695,159,585,311,23.8036013333333,109.99162,109.99162,0.223472739053032
"OCLN","Ocln",7.236224,11.17308,10.100852,121,444,262,9.50338533333333,12.48868,12.48868,0.778681482052605
"OCM2","Ocm",0,0,0,0,0,0,0,0,0,1
"OCRL","Ocrl",17.247952,16.624086,19.351025,388,1549,896,17.741021,11.70035,11.70035,1.47563027790573
"OCSTAMP","Ocstamp",0.206382,0.118183,0.095856,5,11,5,0.140140333333333,0,0,1.14014033333333
"ODAM","Odam",0,0,0,0,0,0,0,0,0,1
"ODC1","Odc1",60.530572,57.532729,59.989022,441,1662,984,59.3507743333333,17.40531,17.40531,3.27898711476923
"ODF1","Odf1",0,0,0,0,0,0,0,0.8713,0.8713,0.53438785870785
"ODF2","Odf2",21.48316,37.429228,38.935291,313,1516,893,32.615893,13.98234,13.98234,2.24370111744894
"ODF2L","Odf2l",14.678808,15.424134,16.607851,71,285,162,15.5702643333333,24.23052,24.23052,0.65675476895971
"ODF3","Odf3",0,0.026098,0.145797,0,1,2,0.0572983333333333,0.16596,0.16596,0.906804979015861
"ODF3B","Odf3b",12.296437,3.729498,7.241414,13,56,46,7.755783,6.88744,6.88744,1.11009186757681
"ODF3L1","Odf3l1",0,0.075312,0.133244,0,2,2,0.0695186666666667,0.4564,0.4564,0.734357777167445
"ODF3L2","Odf3l2",0,0.071602,0,0,2,0,0.0238673333333333,1.82559,1.82559,0.362355236723422
"ODF4","Odf4",0.504544,0.2475,0.161711,3,6,1,0.304585,0.37342,0.37342,0.949880590059851
"OFCC1","Ofcc1",0,0,0,0,0,0,0,0,0,1
"OFD1","Ofd1",1.503443,2.230919,2.030527,46,254,131,1.92162966666667,31.94777,31.94777,0.088674579999395
"OGDH","Ogdh",71.431316,74.054118,78.470834,1867,7584,4532,74.6520893333334,37.05112,37.05112,1.98816984449691
"OGFOD1","Ogfod1",20.373537,24.390926,24.549303,541,2255,1187,23.1045886666667,20.72456,20.72456,1.10955474664005
"OGFOD2","Ogfod2",10.756767,13.741764,15.118193,79,381,225,13.2055746666667,31.13871,31.13871,0.442008240737312
"OGFR","Ogfr",18.103989,12.572679,12.736025,195,631,389,14.4708976666667,56.1368,56.1368,0.270769410724203
"OGFRL1","Ogfrl1",34.009466,34.554623,38.551132,1055,3289,2228,35.7050736666667,8.1944,8.1944,3.99211190144726
"OGG1","Ogg1",3.715818,2.93984,2.996164,19,77,39,3.217274,23.81561,23.81561,0.169944401930881
"OGN","Ogn",3.137956,4.48904,3.916061,53,279,138,3.84768566666667,2.67614,2.67614,1.31868907785521
"OGT","Ogt",46.259187,51.352225,50.180225,1296,5505,3028,49.263879,37.38304,37.38304,1.30953355961383
"OIP5","Oip5",0.177461,0.087392,0.169069,2,3,4,0.144640666666667,0.78832,0.78832,0.640064790790612
"OIT3","Oit3",0.112542,0,0.052323,2,0,2,0.054955,0,0,1.054955
"OLA1","Ola1",44.953231,41.878921,43.215599,433,1451,867,43.3492503333333,170.09078,170.09078,0.259214729942393
"OLAH","Olah",0,0,0,0,0,0,0,0.74683,0.74683,0.572465551885415
"OLFM1","Olfm1",160.379055,163.620231,173.315189,1860,6747,4071,165.771491666667,347.75359,347.75359,0.478192903094321
"OLFM2","Olfm2",16.003131,21.917112,19.228328,201,984,498,19.0495236666667,78.45875,78.45875,0.252326190214
"OLFM3","Olfm3",42.214952,42.037236,45.846229,836,2972,1900,43.366139,7.01191,7.01191,5.53752338705752
"OLFM4","Olfm4",1.559367,0.922379,0.86846,9,38,22,1.11673533333333,0.41491,0.41491,1.49602118391511
"OLFML2A","Olfml2a",1.198166,0.83374,0.932712,46,122,77,0.988206,1.47292,1.47292,0.803991233036249
"OLFML2B","Olfml2b",0.877125,1.058798,1.242629,18,83,55,1.05951733333333,4.89589,4.89589,0.349314070196923
"OLFML3","Olfml3",2.084509,2.401041,2.411863,58,253,144,2.29913766666667,7.11564,7.11564,0.406516019274717
"OLIG1","Olig1",42.698585,44.131054,38.228203,591,2162,1066,41.6859473333333,654.59743,654.59743,0.0651099979652656
"OLIG2","Olig2",8.686106,9.692238,7.94158,136,540,252,8.773308,172.02009,172.02009,0.0564865502035053
"OLIG3","Olig3",0.151042,0.186862,0.109667,2,9,3,0.149190333333333,0,0,1.14919033333333
"OLR1","Olr1",0,0.022559,0,0,2,0,0.00751966666666667,45.70191,45.70191,0.0215734145919657
"OMA1","Oma1",7.781156,4.476401,7.739262,49,131,73,6.66560633333333,59.6635,59.6635,0.126362744209176
"OMD","Omd",1.679311,0.998863,0.654919,18,37,14,1.111031,1.84633,1.84633,0.74166769137802
"OMG","Omg",42.849504,40.706076,40.871392,609,2155,1228,41.4756573333333,97.87636,97.87636,0.429583545888353
"OMP","Omp",0.073189,0.11457,0.033944,1,6,1,0.073901,0,0,1.073901
"ONECUT1","Onecut1",0,0.208084,0.134966,0,21,6,0.11435,0.93354,0.93354,0.576326323737807
"ONECUT2","Onecut2",0.21869,0.524511,0.472502,25,221,113,0.405234333333333,0.04149,0.04149,1.34925379344337
"ONECUT3","Onecut3",0.099811,0.186305,0.190482,3,20,12,0.158866,0.02075,0.02075,1.13530835170218
"OOEP","Ooep",0.14574,0.291594,0.240249,2,15,7,0.225861,0.82981,0.82981,0.669938955410671
"OPA1","Opa1",29.958025,32.170608,33.093296,1177,4384,2600,31.740643,23.52518,23.52518,1.33498074224124
"OPA3","Opa3",14.295739,13.928569,14.291828,322,1194,691,14.1720453333333,6.01614,6.01614,2.16244905793404
"OPALIN","Opalin",6.824278,10.809601,11.903355,82,496,314,9.84574466666667,389.67986,389.67986,0.0277612075182649
"OPHN1","Ophn1",10.326566,23.245757,22.06707,222,1029,548,18.5464643333333,252.76083,252.76083,0.0770271138115892
"OPLAH","Oplah",13.567262,16.546361,19.255819,130,673,357,16.4564806666667,16.61699,16.61699,0.990888946787542
"OPN1LW","Opn1mw",0.403639,0.082232,0.559552,1,1,3,0.348474333333333,0,0,1.34847433333333
"OPN1SW","Opn1sw",0,0.033877,0,0,2,0,0.0112923333333333,0.26969,0.26969,0.796487594084645
"OPN3","Opn3",4.356815,2.237308,3.140532,50,93,74,3.244885,3.38149,3.38149,0.968822249965195
"OPN4","Opn4",0.075957,0.337069,0.117957,1,11,2,0.176994333333333,0.66385,0.66385,0.707392092636556
"OPN5","Opn5",0,0,0,0,0,0,0,0.74683,0.74683,0.572465551885415
"OPRD1","Oprd1",0.951608,1.459227,1.158385,26,149,67,1.18974,0.4564,0.4564,1.50352925020599
"OPRK1","Oprk1",0.796419,1.130673,1.217115,24,128,79,1.048069,0.24894,0.24894,1.63984578922927
"OPRL1","Oprl1",10.51378,14.620107,16.988767,168,1017,574,14.0408846666667,3.48521,3.48521,3.35344045577948
"OPRM1","Oprm1",8.558942,17.465976,19.170909,16,85,36,15.0652756666667,0.12447,0.12447,14.2869757900759
"OPTC","Optc",0.185169,0.403009,0.705446,1,14,16,0.431208,0,0,1.431208
"OPTN","Optn",11.260348,10.831184,11.234025,156,596,375,11.108519,67.36001,67.36001,0.177128689712011
"OR10H3","Olfr63",0.208809,0.348184,0.21772,10,63,22,0.258237666666667,0,0,1.25823766666667
"OR1J1","Olfr3",0,0,0,0,0,0,0,0,0,1
"OR1M1","Olfr24",0.042781,0,0,1,0,0,0.0142603333333333,0,0,1.01426033333333
"OR2A7","Olfr13",0,0,0,0,0,0,0,0.24894,0.24894,0.800678975771454
"OR2B6","Olfr11",0,0.04366,0.024282,0,3,1,0.0226473333333333,0,0,1.02264733333333
"OR2C1","Olfr15",0,0.052883,0.011091,0,2,1,0.0213246666666667,0.82981,0.82981,0.558158861666876
"OR2V1","Olfr56",0,0.186434,0.188275,0,8,5,0.124903,0,0,1.124903
"OR2Y1","Olfr10",0,0,0.026042,0,0,1,0.00868066666666667,0,0,1.00868066666667
"OR4C3","Olfr140",0,0.011549,0,0,1,0,0.00384966666666667,0,0,1.00384966666667
"OR4E2","Olfr1509",0,0,0,0,0,0,0,0,0,1
"OR5AP2","Olfr1020",0,0.015948,0,0,1,0,0.005316,0,0,1.005316
"OR5AR1","Olfr1019",0,0,0,0,0,0,0,0,0,1
"OR5B21","Olfr1444",0,0,0,0,0,0,0,0,0,1
"OR5H15","Olfr183",0,0,0,0,0,0,0,0,0,1
"OR5H6","Olfr187",0,0,0,0,0,0,0,0,0,1
"OR5J2","Olfr1052",0,0,0,0,0,0,0,0,0,1
"OR5K4","Olfr180",0,0,0,0,0,0,0,0,0,1
"OR5P2","Olfr502",0,0,0,0,0,0,0,0,0,1
"OR5P3","Olfr480",0,0,0,0,0,0,0,0,0,1
"OR5T2","Olfr1086",0,0,0,0,0,0,0,0,0,1
"OR7A17","Olfr19",0,0,0,0,0,0,0,0,0,1
"OR8A1","Olfr151",0,0,0,0,0,0,0,0,0,1
"OR8B3","Olfr147",0.231117,0.202376,0.180469,8,25,13,0.204654,0,0,1.204654
"OR8B8","Olfr145",0,0,0,0,0,0,0,0,0,1
"OR8U1","Olfr1044",0.075028,0.060684,0.035643,1,3,1,0.0571183333333333,0,0,1.05711833333333
"ORAI1","Orai1",3.301693,3.43629,3.64946,27,121,70,3.462481,11.86632,11.86632,0.34683429294468
"ORAI2","Orai2",12.96463,12.664887,15.536247,300,1178,782,13.7219213333333,13.81637,13.81637,0.993625384175296
"ORAI3","Orai3",6.235404,6.356542,7.922477,79,303,214,6.838141,7.44757,7.44757,0.927857478541166
"ORC1","Orc1",0.480813,0.133879,0.070845,4,10,3,0.228512333333333,0.08298,0.08298,1.13438136746139
"ORC2","Orc2",12.751711,16.363473,15.697684,158,663,405,14.9376226666667,8.77527,8.77527,1.63040229749835
"ORC3","Orc3",31.042471,31.643271,31.561992,271,1075,659,31.4159113333333,11.61737,11.61737,2.56914961940034
"ORC4","Orc4",56.425641,57.268431,54.09017,260,1098,591,55.9280806666667,23.17251,23.17251,2.35507527628147
"ORC5","Orc5",13.142395,10.509875,11.641082,142,489,283,11.7644506666667,6.03688,6.03688,1.81393610046877
"ORC6","Orc6",15.108324,15.630751,11.151926,57,273,143,13.963667,8.46409,8.46409,1.58109939782906
"ORM2","Orm3",0,0.281951,0,0,4,0,0.0939836666666667,0.39416,0.39416,0.784690183814388
"ORMDL1","Ormdl1",6.262451,6.7785,6.456963,75,303,164,6.49930466666667,39.45757,39.45757,0.185362211983237
"ORMDL2","Ormdl2",10.654498,7.505267,8.403598,45,128,72,8.85445433333333,15.26855,15.26855,0.605736487476348
"ORMDL3","Ormdl3",20.8408,20.394464,21.404736,293,1087,644,20.88,69.642,69.642,0.309730755074885
"OS9","Os9",34.685058,36.38755,35.357822,496,2160,1241,35.47681,96.52792,96.52792,0.374014025932266
"OSBP","Osbp",14.420801,14.236958,14.515234,431,1605,927,14.3909976666667,9.25241,9.25241,1.50120778106481
"OSBP2","Osbp2",33.482585,28.585748,32.032078,312,1258,805,31.3668036666667,21.18096,21.18096,1.45921563659403
"OSBPL10","Osbpl10",4.206563,6.079316,6.176782,57,267,150,5.48755366666667,10.99501,10.99501,0.540854377500866
"OSBPL11","Osbpl11",5.09263,4.637735,4.662817,152,507,293,4.79772733333333,5.35229,5.35229,0.912698780020014
"OSBPL1A","Osbpl1a",100.465896,91.002529,101.190916,1221,4264,2695,97.5531136666667,191.4377,191.4377,0.51212997072126
"OSBPL2","Osbpl2",21.404027,22.712587,22.31732,362,1483,834,22.1446446666667,23.71189,23.71189,0.936579301165013
"OSBPL3","Osbpl3",2.987371,3.019116,3.090957,97,340,199,3.03248133333333,5.97465,5.97465,0.578162536232404
"OSBPL5","Osbpl5",16.280404,15.364276,18.020231,132,611,333,16.5549703333333,34.04305,34.04305,0.500954407031732
"OSBPL6","Osbpl6",15.773389,16.419308,16.693171,712,2644,1560,16.2952893333333,4.97887,4.97887,2.89273547231054
"OSBPL8","Osbpl8",12.676602,12.322712,12.947455,622,2136,1248,12.648923,8.50558,8.50558,1.4358853431353
"OSBPL9","Osbpl9",63.034321,67.338482,67.27738,487,2041,1188,65.8833943333333,43.60664,43.60664,1.49940444591508
"OSCAR","Oscar",1.976225,1.036231,0.246616,6,21,6,1.08635733333333,3.87937,3.87937,0.427587441274864
"OSCP1","Oscp1",9.181763,19.604158,15.389659,113,499,267,14.7251933333333,15.14407,15.14407,0.974053837311987
"OSGEP","Osgep",31.999439,20.581661,23.513013,116,348,211,25.3647043333333,69.12336,69.12336,0.375976056100753
"OSGEPL1","Osgepl1",14.075715,9.370362,8.807311,99,381,201,10.7511293333333,10.6216,10.6216,1.01114556802276
"OSGIN1","Osgin1",1.040486,0.272799,0.338323,2,12,6,0.550536,4.83366,4.83366,0.265791287116493
"OSM","Osm",0,0,0.063333,0,0,2,0.021111,2.84211,2.84211,0.265768288778822
"OSMR","Osmr",1.199139,0.791138,0.660055,30,83,46,0.883444,3.46447,3.46447,0.421874041039586
"OSR1","Osr1",0.852607,0.559366,0.59685,4,27,9,0.669607666666667,0.99577,0.99577,0.836573185620922
"OSR2","Osr2",0,0,0.059322,0,0,1,0.019774,0.99577,0.99577,0.510967696678475
"OST4","Ost4",34.72438,43.29562,45.876415,99,439,261,41.298805,131.94016,131.94016,0.318179284574353
"OSTC","Ostc",21.350825,21.172764,21.869216,126,470,276,21.4642683333333,18.94047,18.94047,1.12656664227741
"OSTF1","Ostf1",11.723807,10.05788,11.359763,87,309,177,11.04715,40.32888,40.32888,0.291494712656138
"OSTM1","Ostm1",19.002805,16.060246,17.288378,348,1149,723,17.4504763333333,9.79179,9.79179,1.70967710948168
"OSTN","Ostn",0.236771,0.285329,0.111905,2,9,2,0.211335,0.14522,0.14522,1.05773126560835
"OTC","Otc",0,0,0,0,0,0,0,1.12025,1.12025,0.471642494988799
"OTOA","Otoa",0.073355,0.245322,0.568077,2,14,5,0.295584666666667,0.31118,0.31118,0.988105879182619
"OTOF","Otof",0.805176,1.144805,0.795302,40,217,85,0.915094333333333,0.89205,0.89205,1.01217955832739
"OTOG","Otog",0.402594,0.010894,0.0207,1,1,1,0.144729333333333,0.08298,0.08298,1.05701798124927
"OTOGL","Otogl",0.016364,0.043751,0.023138,1,10,3,0.027751,0.47714,0.47714,0.695770881568436
"OTOL1","Otol1",0,0,0,0,0,0,0,0.39416,0.39416,0.717277787341482
"OTOP1","Otop1",0,0.019808,0,0,1,0,0.00660266666666667,0.26969,0.26969,0.792794041590205
"OTOP2","Otop2",0,0.939418,0.16249,0,7,5,0.367302666666667,0,0,1.36730266666667
"OTOP3","Otop3",0,0.017048,0.060619,0,1,2,0.025889,0,0,1.025889
"OTOR","Otor",0,0,0,0,0,0,0,0,0,1
"OTOS","Otos",0.550906,0.013275,0.141359,1,1,2,0.23518,6.36881,6.36881,0.167622723343389
"OTP","Otp",0.902662,1.546205,1.446105,14,82,44,1.298324,0,0,2.298324
"OTUB1","Otub1",78.700437,91.808258,95.221194,561,2459,1373,88.5766296666667,104.05846,104.05846,0.852636043462532
"OTUB2","Otub2",4.362692,5.443258,4.0692,82,302,161,4.62505,0.58087,0.58087,3.55819896639192
"OTUD1","Otud1",4.299446,3.135117,3.866141,68,168,119,3.76690133333333,4.37726,4.37726,0.886492625116385
"OTUD3","Otud3",2.314683,3.014796,2.875678,23,111,60,2.73505233333333,3.27776,3.27776,0.873132745486735
"OTUD4","Otud4",7.672915,8.731719,11.502169,287,1286,861,9.30226766666667,8.52632,8.52632,1.08145303398024
"OTUD5","Otud5",27.1027,29.920331,29.646128,346,1388,797,28.8897196666667,59.51829,59.51829,0.493895641576566
"OTUD6A","Otud6a",0,0,0,0,0,0,0,1.53515,1.53515,0.394453977082224
"OTUD6B","Otud6b",22.827847,21.484463,20.305468,453,1539,834,21.5392593333333,6.38955,6.38955,3.05015316674673
"OTUD7A","Otud7a",16.386397,12.799121,14.786882,188,651,423,14.6574666666667,19.60432,19.60432,0.759911837258724
"OTUD7B","Otud7b",12.628999,15.718006,14.719461,713,2578,1373,14.3554886666667,16.82444,16.82444,0.861485054602931
"OTX1","Otx1",0.250931,0.099313,0.051057,3,9,2,0.133767,0.78832,0.78832,0.633984409949002
"OTX2","Otx2",4.233532,7.55013,7.286938,51,286,168,6.35686666666667,0.80907,0.80907,4.06665671680292
"OVCA2","Ovca2",4.791054,7.021718,6.715536,73,276,167,6.17610266666667,0,0,7.17610266666667
"OVCH2","Ovch2",0,0,0,0,0,0,0,0.53938,0.53938,0.649612181527628
"OVGP1","Ovgp1",3.485525,3.320335,2.620478,18,124,72,3.14211266666667,2.75913,2.75913,1.10188066565047
"OVOL1","Ovol1",0,0.01333,0.023624,0,1,1,0.012318,0.29043,0.29043,0.784481141944933
"OVOL2","Ovol2",0,0,0,0,0,0,0,0.31118,0.31118,0.762671791821108
"OVOL3","Ovol3",0,0,0,0,0,0,0,0.91279,0.91279,0.522796543269256
"OXA1L","Oxa1l",25.06612,31.838283,27.664602,201,854,484,28.1896683333333,48.27433,48.27433,0.592390973826196
"OXCT1","Oxct1",195.721828,189.150388,200.063349,1974,6804,4159,194.978521666667,75.3677,75.3677,2.5662488416787
"OXGR1","Oxgr1",0,0.021252,0.056198,0,2,3,0.0258166666666667,0,0,1.02581666666667
"OXLD1","Oxld1",3.359181,7.349216,4.736874,12,66,28,5.14842366666667,24.43797,24.43797,0.24170260703455
"OXNAD1","Oxnad1",31.392522,21.836427,38.287136,91,379,231,30.5053616666667,5.87092,5.87092,4.5853192391509
"OXR1","Oxr1",112.454973,112.298947,124.173701,1606,5470,3286,116.309207,35.8064,35.8064,3.18719589527908
"OXSM","Oxsm",2.494452,3.431699,3.4724,47,231,142,3.13285033333333,3.36074,3.36074,0.947740597543842
"OXSR1","Oxsr1",21.304314,16.895498,18.81055,430,1740,969,19.003454,8.46409,8.46409,2.11361620610117
"OXT","Oxt",0.442175,0.164482,0,1,1,0,0.202219,0.72609,0.72609,0.696498444461181
"OXTR","Oxtr",0.16086,0.349305,0.654588,4,37,35,0.388251,0.91279,0.91279,0.725772823990088
"P2RX1","P2rx1",0.15964,0.13649,0.124297,2,7,3,0.140142333333333,1.90857,1.90857,0.391994118530183
"P2RX2","P2rx2",0,0,0.146465,0,0,3,0.0488216666666667,1.49366,1.49366,0.42059529633818
"P2RX3","P2rx3",0.260169,0.733561,0.540239,2,22,9,0.511323,0.74683,0.74683,0.865180355272121
"P2RX4","P2rx4",12.553085,13.38865,11.670472,99,343,221,12.5374023333333,21.49214,21.49214,0.601872580080567
"P2RX6","P2rx6",1.401482,2.507435,2.04439,19,147,68,1.98443566666667,8.31887,8.31887,0.320257248643523
"P2RX7","P2rx7",4.914328,4.180193,6.540298,72,266,143,5.21160633333333,41.84329,41.84329,0.144984344884189
"P2RY1","P2ry1",1.970209,3.959231,3.898209,45,302,167,3.275883,0.62236,0.62236,2.63559444266377
"P2RY10","P2ry10",0,0,0,0,0,0,0,0.33192,0.33192,0.75079584359421
"P2RY12","P2ry12",6.443698,9.619089,9.671875,79,364,209,8.57822066666667,15.2478,15.2478,0.589508774521269
"P2RY14","P2ry14",4.25177,2.897159,3.109528,16,73,42,3.41948566666667,2.09528,2.09528,1.42781450035753
"P2RY2","P2ry2",0,0.102066,0.738754,0,6,10,0.280273333333333,0.35267,0.35267,0.946478692758273
"P2RY4","P2ry4",0.033191,0.008798,0,1,1,0,0.0139963333333333,0.16596,0.16596,0.869666483698697
"P2RY6","P2ry6",0.655487,0.4046,0.416347,8,19,11,0.492144666666667,1.90857,1.90857,0.513016591200028
"P4HA1","P4ha1",11.500103,9.225083,9.396312,215,680,400,10.0404993333333,14.10681,14.10681,0.730829297074189
"P4HA2","P4ha2",2.527172,10.898047,4.085421,35,178,98,5.83688,8.25663,8.25663,0.738592770803197
"P4HA3","P4ha3",0.863053,1.72879,1.048334,10,63,30,1.21339233333333,0,0,2.21339233333333
"P4HB","P4hb",86.983423,76.599211,80.701517,755,2767,1627,81.4280503333333,228.86223,228.86223,0.358597627515113
"P4HTM","P4htm",88.009992,95.010219,98.471816,270,1148,623,93.8306756666667,86.46644,86.46644,1.08419498571871
"PA2G4","Pa2g4",23.923654,22.314091,23.607555,377,1274,785,23.2817666666667,48.50253,48.50253,0.490515669939833
"PABPC1","Pabpc1",75.106061,71.349868,77.831562,740,2212,1396,74.762497,454.69565,454.69565,0.166256792225249
"PABPN1L","Pabpn1l",0.160728,0,0,1,0,0,0.053576,0,0,1.053576
"PACRG","Pacrg",21.3799,11.851402,12.585931,50,200,128,15.272411,48.44029,48.44029,0.329132596107345
"PACRGL","Pacrgl",6.15757,3.920881,4.483951,38,125,65,4.854134,24.79064,24.79064,0.22698676729232
"PACS1","Pacs1",13.635122,10.455946,11.203034,210,900,507,11.7647006666667,34.4787,34.4787,0.359784903806133
"PACS2","Pacs2",37.521415,47.008978,44.319551,1286,6039,3314,42.9499813333333,206.02165,206.02165,0.212296546440111
"PACSIN1","Pacsin1",114.503031,105.48844,109.753972,1917,8188,4779,109.915147666667,165.52681,165.52681,0.666049795024997
"PACSIN2","Pacsin2",49.786611,48.31531,49.68808,455,1749,947,49.2633336666667,55.47295,55.47295,0.890042642834608
"PACSIN3","Pacsin3",38.783726,37.120812,39.147105,210,809,466,38.3505476666667,36.80218,36.80218,1.04095974535507
"PADI1","Padi1",0,0.010297,0.03664,0,1,2,0.0156456666666667,0.49789,0.49789,0.678050902714262
"PADI2","Padi2",14.497521,20.36704,16.329296,234,1050,587,17.064619,192.62018,192.62018,0.0932992573398083
"PADI3","Padi3",0.180458,0.035411,0,4,3,0,0.0719563333333333,0,0,1.07195633333333
"PADI4","Padi4",0,0,0.031013,0,0,1,0.0103376666666667,0.47714,0.47714,0.683982335233401
"PADI6","Padi6",0,0,0,0,0,0,0,0,0,1
"PAF1","Paf1",56.751239,49.522887,49.973048,245,890,569,52.0823913333333,58.00388,58.00388,0.899642385099647
"PAFAH1B1","Pafah1b1",146.153211,145.677041,150.431281,4069,15052,8963,147.420511,72.60858,72.60858,2.01634797193479
"PAFAH1B2","Pafah1b2",72.375969,65.311272,71.639758,1423,5762,3368,69.7756663333333,53.52289,53.52289,1.29809088134054
"PAFAH1B3","Pafah1b3",15.504923,18.433709,17.396615,58,226,118,17.111749,26.49176,26.49176,0.658806456916545
"PAFAH2","Pafah2",1.807469,1.945246,1.793197,36,116,63,1.84863733333333,9.41837,9.41837,0.273424473630072
"PAG1","Pag1",3.152981,4.223204,4.655741,171,890,547,4.010642,5.539,5.539,0.766270377733598
"PAH","Pah",0,0.325064,0.34519,0,6,3,0.223418,5.87092,5.87092,0.178057378051265
"PAICS","Paics",62.100043,81.142814,80.141511,677,2519,1513,74.461456,39.1049,39.1049,1.88160189901982
"PAIP1","Paip1",79.57464,76.714408,88.426801,593,1719,1126,81.5719496666667,72.9405,72.9405,1.11673507302042
"PAIP2","Paip2",135.907008,139.198542,144.692452,886,3316,1913,139.932667333333,197.03893,197.03893,0.711641227981455
