"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Brain_2_Hippocampus","dHs_Avg_TPM","FoldChange"
"NOC3L","Noc3l",3.18578,2.555177,3.06315,176,138,322,2.93470233333333,2.94583,2.94583,0.997179892021028
"NOC4L","Noc4l",7.429865,7.228537,10.664576,116,143,291,8.44099266666667,42.52788,42.52788,0.216895301739176
"NOD1","Nod1",4.5958,1.658373,3.306108,56,35,111,3.18676033333333,3.36074,3.36074,0.960103178206757
"NOD2","Nod2",0.331854,0.212262,0.227819,22,14,29,0.257311666666667,0.06224,0.06224,1.18364180097404
"NODAL","Nodal",0.110626,0.111237,0.209181,3,3,11,0.143681333333333,0.33192,0.33192,0.858671191462951
"NOG","Nog",2.813992,2.729789,2.891417,50,52,112,2.81173266666667,2.199,2.199,1.19153881421277
"NOL10","Nol10",4.676711,5.779704,5.449642,194,234,430,5.302019,8.33961,8.33961,0.674762543617988
"NOL11","Nol11",16.555705,13.985898,16.707784,283,292,529,15.7497956666667,24.62468,24.62468,0.653658725364245
"NOL12","Nol12",13.05887,15.122456,13.796266,133,145,263,13.9925306666667,38.75223,38.75223,0.37714942448931
"NOL3","Nol3",4.226351,5.783287,5.11503,180,247,429,5.041556,105.78032,105.78032,0.0565793022534489
"NOL4","Nol4",84.453241,74.442921,55.993169,1065,1147,2052,71.629777,30.84827,30.84827,2.28049363434811
"NOL6","Nol6",28.735727,30.340429,25.619561,1099,1222,2243,28.2319056666667,12.05302,12.05302,2.23947451751906
"NOL7","Nol7",42.380569,29.495372,80.810694,260,245,471,50.895545,41.05496,41.05496,1.2339934457196
"NOL8","Nol8",10.698562,10.128525,7.471513,321,329,551,9.43286666666667,20.91127,20.91127,0.476141577675172
"NOL9","Nol9",4.696103,5.137279,4.945359,218,232,421,4.926247,8.48483,8.48483,0.62481320171263
"NOLC1","Nolc1",14.423695,16.449862,15.598676,600,649,1230,15.4907443333333,36.22131,36.22131,0.443045780315989
"NOM1","Nom1",11.704882,15.16014,10.490347,301,328,603,12.4517896666667,5.64272,5.64272,2.02504240230909
"NOMO3","Nomo1",23.273098,23.942284,20.909277,1341,1355,2277,22.7082196666667,18.7745,18.7745,1.19892890675702
"NONO","Nono",72.255085,74.332517,70.60243,1127,1150,2121,72.3966773333333,198.65706,198.65706,0.367613733936247
"NOP10","Nop10",15.916746,16.366349,14.057663,201,203,340,15.4469193333333,175.44307,175.44307,0.0932137449962378
"NOP14","Nop14",15.873357,11.45866,9.839272,202,209,337,12.3904296666667,11.57588,11.57588,1.06477078873738
"NOP16","Nop16",13.240023,12.166062,10.164604,132,146,237,11.8568963333333,27.23859,27.23859,0.455295265568618
"NOP2","Nop2",7.463867,6.532454,5.750241,228,225,385,6.58218733333333,10.04073,10.04073,0.686746921021829
"NOP56","Nop56",95.958443,91.267032,112.624505,582,598,1204,99.9499933333333,122.08613,122.08613,0.820157342938098
"NOP58","Nop58",42.960921,50.116361,49.564005,486,548,967,47.5470956666667,31.03498,31.03498,1.51544017404308
"NOP9","Nop9",3.606303,3.680003,3.553531,107,82,180,3.613279,10.78756,10.78756,0.391368442663282
"NOS1","Nos1",4.385528,4.168462,4.429742,632,588,1091,4.32791066666667,3.02881,3.02881,1.32245270108709
"NOS1AP","Nos1ap",48.236325,55.894384,45.745783,860,862,1508,49.9588306666667,15.91165,15.91165,3.0132382509493
"NOS2","Nos2",0.084778,0.171491,0.175659,5,4,12,0.143976,0.6846,0.6846,0.679078713047608
"NOS3","Nos3",1.799994,1.535333,1.716734,102,87,190,1.68402033333333,6.47254,6.47254,0.359184471857405
"NOSIP","Nosip",23.501343,28.722877,26.495924,309,334,546,26.240048,39.47832,39.47832,0.672954015878129
"NOSTRIN","Nostrin",3.191247,1.371776,3.727618,51,31,109,2.763547,9.12794,9.12794,0.371600443920481
"NOTCH1","Notch1",6.457122,42.526017,15.080344,352,372,672,21.3544943333333,17.11488,17.11488,1.23404043158626
"NOTCH2","Notch2",1.481686,1.674436,1.800092,226,251,525,1.65207133333333,6.09912,6.09912,0.373577476269359
"NOTCH3","Notch3",2.657313,3.808877,3.269633,201,219,480,3.24527433333333,10.04073,10.04073,0.384510293552449
"NOTCH4","Notch4",3.635753,1.710077,8.983268,104,68,192,4.776366,22.94431,22.94431,0.241241697923223
"NOTO","Noto",0,0,0,0,0,0,0,0.08298,0.08298,0.923378086391254
"NOTUM","Notum",2.306398,1.674363,1.620199,26,22,42,1.86698666666667,0.85056,0.85056,1.54925355928296
"NOVA1","Nova1",18.818547,22.734201,16.225319,795,859,1454,19.2593556666667,169.44767,169.44767,0.118859680901867
"NOX1","Nox1",0.116902,0.184276,0.046097,4,2,3,0.115758333333333,2.69689,2.69689,0.301809989838306
"NOX3","Nox3",0,0.044372,0.022757,0,1,1,0.0223763333333333,0.12447,0.12447,0.90920730062459
"NOX4","Nox4",0.498534,0.516101,0.785811,9,9,23,0.600148666666667,2.55167,2.55167,0.450534161863762
"NOXA1","Noxa1",0,0,0,0,0,0,0,13.9201,13.9201,0.0670236794659553
"NOXO1","Noxo1",0.616226,0.450244,1.300442,13,12,27,0.788970666666667,3.48521,3.48521,0.398859956761593
"NOXRED1","Noxred1",0.551341,0.893653,0.808503,9,15,25,0.751165666666667,1.05801,1.05801,0.850902408961408
"NPAS1","Npas1",2.213861,2.422222,2.721716,53,61,138,2.45259966666667,9.35613,9.35613,0.333387053529327
"NPAS2","Npas2",9.430826,7.260607,8.211661,527,421,899,8.30103133333333,20.80754,20.80754,0.426505297403253
"NPAS3","Npas3",7.698242,18.682978,3.187764,123,134,214,9.856328,55.59742,55.59742,0.191816658780559
"NPAS4","Npas4",3.577806,2.393303,3.102434,140,118,243,3.02451433333333,0.51863,0.51863,2.65009537104715
"NPAT","Npat",5.559459,4.706131,4.604492,345,345,640,4.956694,4.4395,4.4395,1.0950811655483
"NPB","Npb",0.269222,0.240657,0.24158,1,1,2,0.250486333333333,1.49366,1.49366,0.501466251747766
"NPBWR1","Npbwr1",0.157917,0.381034,0.197949,8,19,19,0.245633333333333,0,0,1.24563333333333
"NPC1","Npc1",15.504323,15.078616,14.28246,758,775,1415,14.955133,86.61166,86.61166,0.18211198144174
"NPC1L1","Npc1l1",0.252847,0.242522,0.282561,16,15,34,0.25931,0.08298,0.08298,1.16281925797337
"NPC2","Npc2",12.552948,10.979189,11.162307,516,464,885,11.5648146666667,159.63514,159.63514,0.0782195892297704
"NPDC1","Npdc1",103.51851,111.259166,117.52853,1085,1111,2307,110.768735333333,301.55379,301.55379,0.369417733399847
"NPEPL1","Npepl1",4.258726,6.187892,5.409027,99,99,191,5.285215,32.65311,32.65311,0.186764759631428
"NPEPPS","Npepps",90.042286,61.367625,84.612152,1661,1619,3045,78.674021,111.60975,111.60975,0.707523291722076
"NPFF","Npff",1.366607,0.640583,1.067982,11,7,17,1.02505733333333,4.66769,4.66769,0.357298534911636
"NPFFR2","Npffr2",0.193541,0.098642,0.075926,4,2,3,0.122703,0.70534,0.70534,0.658345549861025
"NPHP1","Nphp1",4.097578,5.836375,6.835354,124,117,258,5.589769,5.26931,5.26931,1.05111551350946
"NPHP3","Nphp3",17.441246,16.203149,13.601271,84,83,183,15.7485553333333,18.65003,18.65003,0.852342481580605
"NPHP4","Nphp4",3.124672,3.499336,2.551653,146,175,306,3.05855366666667,8.79601,8.79601,0.414306811310591
"NPHS1","Nphs1",0.96129,0.603766,0.780818,16,22,39,0.781958,0.51863,0.51863,1.17339839197171
"NPHS2","Nphs2",0.120294,0.266041,0.376305,5,11,16,0.254213333333333,0.16596,0.16596,1.07569156174597
"NPL","Npl",2.026386,1.918757,1.76955,43,40,71,1.90489766666667,13.56743,13.56743,0.19941044279373
"NPLOC4","Nploc4",20.84866,18.53853,19.402293,647,700,1246,19.5964943333333,33.79411,33.79411,0.591953475267318
"NPM1","Npm1",96.048125,107.697752,109.876705,1196,1233,2278,104.540860666667,316.3037,316.3037,0.332617806431714
"NPM2","Npm2",0,0.181999,0.3493,0,2,4,0.177099666666667,80.98968,80.98968,0.014356680824546
"NPM3","Npm3",5.247544,5.033448,4.507153,50,43,77,4.92938166666667,17.4468,17.4468,0.32143144971847
"NPNT","Npnt",3.808431,5.036009,4.137147,242,284,508,4.32719566666667,7.53055,7.53055,0.624484431445413
"NPPA","Nppa",0.219665,0.4442,0.057004,2,4,1,0.240289666666667,66.36424,66.36424,0.0184116924152439
"NPPB","Nppb",0,0,0,0,0,0,0,1.45217,1.45217,0.407802069187699
"NPPC","Nppc",2.16321,2.158391,1.551323,24,24,34,1.95764133333333,12.09451,12.09451,0.225868805578317
"NPR1","Npr1",1.697108,2.075052,1.159513,25,36,62,1.643891,1.22397,1.22397,1.18881594625827
"NPR2","Npr2",31.125127,41.749324,38.631814,351,419,859,37.168755,16.47177,16.47177,2.18459577936294
"NPR3","Npr3",1.929797,1.487703,2.094463,156,133,300,1.837321,0.78832,0.78832,1.58658461572873
"NPRL2","Nprl2",14.179865,16.478634,15.114064,227,233,411,15.257521,35.91013,35.91013,0.440462306689248
"NPRL3","Nprl3",17.582738,21.126249,19.683773,211,222,433,19.4642533333333,36.61547,36.61547,0.544038219736011
"NPS","Nps",0,0,0.06011,0,0,1,0.0200366666666667,0,0,1.02003666666667
"NPSR1","Npsr1",1.135155,2.047026,0.763357,31,33,51,1.31517933333333,0.41491,0.41491,1.63627321407958
"NPTN","Nptn",611.643009,696.202532,614.83042,6519,7313,12130,640.891987,111.52677,111.52677,5.70434916953539
"NPTX1","Nptx1",48.491497,46.476518,43.749509,3464,3326,6150,46.2391746666667,38.54478,38.54478,1.194574218561
"NPTX2","Nptx2",15.530723,9.953109,9.438174,469,311,590,11.6406686666667,13.00731,13.00731,0.90243370544856
"NPTXR","Nptxr",122.260127,131.73722,120.093886,7057,7720,13880,124.697077666667,75.67888,75.67888,1.63926595780568
"NPVF","Npvf",0,0.121349,0,0,1,0,0.0404496666666667,0,0,1.04044966666667
"NPY","Npy",86.579289,93.100553,78.361705,408,431,707,86.013849,61.73804,61.73804,1.38693923176433
"NPY1R","Npy1r",5.791355,7.893571,6.976687,232,307,529,6.88720433333333,4.46024,4.46024,1.44447942459184
"NPY2R","Npy2r",1.561138,1.362142,1.631893,62,59,119,1.518391,1.05801,1.05801,1.22370202282788
"NPY5R","Npy5r",2.48156,2.571501,1.771591,59,64,92,2.274884,0.6846,0.6846,1.9440128220349
"NPY6R","Npy6r",0.029155,0,0,1,0,0,0.00971833333333333,0.41491,0.41491,0.713627250732084
"NQO1","Nqo1",1.393014,2.265412,1.67655,27,43,62,1.77832533333333,17.77873,17.77873,0.147950651259874
"NQO2","Nqo2",3.155811,3.552355,2.285657,91,91,142,2.997941,73.50062,73.50062,0.0536631909908938
"NR0B1","Nr0b1",0,0,0.022552,0,0,1,0.00751733333333333,3.04956,3.04956,0.248796741703625
"NR0B2","Nr0b2",0,0,0,0,0,0,0,0.49789,0.49789,0.66760576544339
"NR1D1","Nr1d1",29.226903,35.883095,30.18623,1022,1232,1983,31.7654093333333,25.30928,25.30928,1.24539361523133
"NR1D2","Nr1d2",36.03679,37.349908,38.49207,1766,1882,3579,37.2929226666667,8.94123,8.94123,3.8519300596271
"NR1H2","Nr1h2",64.682972,56.575332,91.511017,291,288,606,70.923107,72.96125,72.96125,0.972443096891954
"NR1H3","Nr1h3",1.697502,1.311954,2.642164,29,10,55,1.88387333333333,23.60816,23.60816,0.117191749945276
"NR1H4","Nr1h4",0,0,0.14319,0,0,7,0.04773,0,0,1.04773
"NR1I2","Nr1i2",0,0,0,0,0,0,0,0.49789,0.49789,0.66760576544339
"NR1I3","Nr1i3",0.122239,0.050649,0.091392,5,2,7,0.0880933333333333,18.69152,18.69152,0.0552569498613278
"NR2C1","Nr2c1",2.037609,2.571314,2.398469,102,112,203,2.33579733333333,31.90628,31.90628,0.101372666048345
"NR2C2","Nr2c2",19.799031,22.478689,20.332871,2052,2098,3766,20.870197,10.35191,10.35191,1.92656539736485
"NR2C2AP","Nr2c2ap",7.103528,9.16254,7.979251,91,114,190,8.081773,15.20631,15.20631,0.560384998188977
"NR2E1","Nr2e1",4.569789,3.610675,4.268777,123,150,286,4.149747,7.34384,7.34384,0.617191484975743
"NR2E3","Nr2e3",0,0,0,0,0,0,0,0.24894,0.24894,0.800678975771454
"NR2F1","Nr2f1",15.694693,17.054084,17.261499,353,447,848,16.670092,45.7434,45.7434,0.378023250341225
"NR2F2","Nr2f2",2.766791,5.471963,2.704988,80,121,171,3.647914,16.38879,16.38879,0.267293698986531
"NR2F6","Nr2f6",13.178413,20.429368,17.564932,104,122,285,17.057571,14.66693,14.66693,1.15259154154643
"NR3C1","Nr3c1",15.948975,21.043343,19.997054,1322,1501,2451,18.9964573333333,12.42644,12.42644,1.48933427873162
"NR3C2","Nr3c2",13.852448,8.81738,11.053433,442,472,892,11.241087,23.64965,23.64965,0.496602872657421
"NR4A1","Nr4a1",30.543239,25.721132,23.180362,830,659,1330,26.4815776666667,272.17843,272.17843,0.100599368942367
"NR4A2","Nr4a2",4.888798,25.490743,17.457745,217,337,488,15.945762,19.27239,19.27239,0.835903512116726
"NR4A3","Nr4a3",5.790435,4.469018,4.668006,398,319,649,4.97581966666667,6.1821,6.1821,0.832043506309668
"NR5A1","Nr5a1",0.025566,0.051005,0,1,2,0,0.0255236666666667,0.14522,0.14522,0.895481799712428
"NR5A2","Nr5a2",0,0,0.054936,0,0,5,0.018312,0.33192,0.33192,0.764544417082107
"NR6A1","Nr6a1",1.97939,1.585401,2.815364,116,124,245,2.12671833333333,1.3277,1.3277,1.34326516876459
"NRADDP","Nradd",1.598304,1.953844,2.447377,16,14,18,1.99984166666667,0,0,2.99984166666667
"NRAP","Nrap",0.152237,0.197905,0.201351,11,14,22,0.183831,3.9831,3.9831,0.237569183841384
"NRARP","Nrarp",4.292633,5.508411,5.31701,131,175,338,5.03935133333333,9.00346,9.00346,0.603726244052891
"NRAS","Nras",59.147162,54.092847,56.628218,592,591,1076,56.6227423333333,6.11987,6.11987,8.09322955803032
"NRBF2","Nrbf2",7.848596,8.54436,7.90405,174,195,337,8.099002,10.33116,10.33116,0.803007106068576
"NRBP1","Nrbp1",70.826647,50.473995,53.79695,654,700,1254,58.365864,33.77336,33.77336,1.70722254047351
"NRBP2","Nrbp2",62.518273,54.568902,66.363396,996,937,2021,61.1501903333333,131.11034,131.11034,0.470441528901775
"NRCAM","Nrcam",135.342996,132.65175,121.551487,4187,4310,7593,129.848744333333,109.03734,109.03734,1.18913038368006
"NREP","Nrep",20.961454,25.078487,21.867505,579,684,1118,22.6358153333333,35.45373,35.45373,0.648378515266705
"NRF1","Nrf1",5.648775,4.727976,4.152402,168,133,288,4.843051,13.33923,13.33923,0.407487082639723
"NRG2","Nrg2",11.371489,8.929992,8.005293,46,49,117,9.43559133333333,8.25663,8.25663,1.12736399027868
"NRG3","Nrg3",8.48069,10.505255,8.770871,410,486,823,9.252272,17.38457,17.38457,0.557656338984268
"NRG4","Nrg4",1.187089,0.623523,0.974921,21,15,36,0.928511,7.90396,7.90396,0.216590258716346
"NRGN","Nrgn",466.042555,745.369298,706.909292,6161,8380,15778,639.440381666667,901.73628,901.73628,0.709443495133115
"NRIP1","Nrip1",5.334866,5.803238,5.543449,605,534,1063,5.56051766666667,1.5559,1.5559,2.56681312518747
"NRIP2","Nrip2",6.928251,6.912701,6.538082,143,145,253,6.79301133333333,13.25625,13.25625,0.546638234692386
"NRIP3","Nrip3",22.892038,23.572748,20.120753,1249,1260,1909,22.1951796666667,40.72304,40.72304,0.555932158027475
"NRK","Nrk",0,0.044107,0.037403,0,1,3,0.02717,0.06224,0.06224,0.966984862178039
"NRL","Nrl",0.186452,0.136267,0.1573,5,5,12,0.160006333333333,2.44795,2.44795,0.336433629644668
"NRM","Nrm",7.498448,1.631053,3.385367,23,22,31,4.17162266666667,3.73416,3.73416,1.09240555170646
"NRN1","Nrn1",93.850208,90.852678,79.640145,1579,1440,2407,88.1143436666667,71.36386,71.36386,1.23147581771711
"NRN1L","Nrn1l",2.30091,2.517175,1.766526,12,13,19,2.19487033333333,3.27776,3.27776,0.74685590901157
"NRP1","Nrp1",5.72624,4.500986,4.881544,285,219,461,5.03625666666667,8.67154,8.67154,0.624125699388791
"NRP2","Nrp2",5.320584,5.805554,5.500683,488,529,974,5.54227366666667,16.20209,16.20209,0.380318534937712
"NRSN1","Nrsn1",141.464638,147.335242,128.43808,3842,3909,6725,139.07932,42.75608,42.75608,3.20136812986904
"NRSN2","Nrsn2",35.932304,42.939201,34.591595,649,758,1188,37.8210333333333,91.34159,91.34159,0.420406810553439
"NRTN","Nrtn",0,0.448503,0.877223,0,3,14,0.441908666666667,1.28621,1.28621,0.63069825898175
"NRXN1","Nrxn1",137.088693,155.951133,149.67418,4761,4941,8369,147.571335333333,70.55479,70.55479,2.07632969551491
"NRXN2","Nrxn2",114.934179,134.302668,129.392005,2877,3260,5891,126.209617333333,119.90788,119.90788,1.0521201540655
"NRXN3","Nrxn3",33.425606,37.29152,31.618391,3090,3106,5343,34.111839,63.27319,63.27319,0.54629059176929
"NSA2","Nsa2",23.087494,22.550911,23.744106,434,454,813,23.1275036666667,38.21286,38.21286,0.615295687860224
"NSD1","Nsd1",12.619387,12.830086,12.29672,1968,1939,3757,12.5820643333333,22.30121,22.30121,0.582890945720558
"NSDHL","Nsdhl",6.978708,7.799405,7.490542,199,218,406,7.422885,11.70035,11.70035,0.66320101414528
"NSF","Nsf",357.110634,542.539803,421.060173,7986,8726,14733,440.23687,65.84561,65.84561,6.60083541761381
"NSFL1C","Nsfl1c",53.709306,50.660436,49.674285,605,625,1173,51.348009,79.51676,79.51676,0.650150465567666
"NSG1","Nsg1",198.175529,214.045056,197.53727,2515,2585,4594,203.252618333333,26.98965,26.98965,7.29743381333219
"NSL1","Nsl1",0.386775,0.089473,0.292212,9,6,21,0.256153333333333,34.7069,34.7069,0.0351795684680925
"NSMAF","Nsmaf",19.198147,17.368237,18.283389,409,356,753,18.2832576666667,10.22744,10.22744,1.71751153127219
"NSMCE1","Nsmce1",6.323997,6.896401,5.883459,75,67,112,6.36795233333333,41.44912,41.44912,0.173571379885692
"NSMCE2","Nsmce2",10.665224,9.689965,11.945836,228,204,432,10.7670083333333,38.79373,38.79373,0.295700059615757
"NSRP1","Nsrp1",28.306844,28.676199,16.366528,164,151,326,24.449857,154.78074,154.78074,0.163369727220451
"NSUN2","Nsun2",27.185219,31.307236,25.8131,720,747,1260,28.1018516666667,33.87709,33.87709,0.834411691648204
"NSUN3","Nsun3",9.341136,12.86144,4.215257,140,153,186,8.80594433333333,5.22782,5.22782,1.57453881668599
"NSUN4","Nsun4",11.728326,17.009582,13.107237,109,112,170,13.9483816666667,11.01576,11.01576,1.24406460071329
"NSUN5","Nsun5",5.125164,4.584187,8.788076,66,55,147,6.165809,30.24666,30.24666,0.229330398833027
"NSUN6","Nsun6",2.827957,3.5129,1.867565,75,76,137,2.73614066666667,24.72841,24.72841,0.145214596108608
"NSUN7","Nsun7",2.472852,1.956239,2.720076,107,76,205,2.38305566666667,0.35267,0.35267,2.50102069733687
"NT5C","Nt5c",30.783617,53.605116,39.457478,127,173,302,41.2820703333333,42.17521,42.17521,0.979313599941571
"NT5C1A","Nt5c1a",2.079313,1.973078,1.919984,30,28,53,1.99079166666667,0.51863,0.51863,1.96940114884249
"NT5C1B","Nt5c1b",0.123581,0,0.08269,2,0,3,0.068757,0,0,1.068757
"NT5C2","Nt5c2",57.201785,53.617714,45.97359,883,940,1662,52.264363,137.54139,137.54139,0.384465342811993
"NT5DC1","Nt5dc1",0.808865,0.69934,0.705951,16,12,31,0.738052,82.73229,82.73229,0.0207572490851498
"NT5DC3","Nt5dc3",41.993729,43.108458,34.211425,1352,1326,2295,39.771204,6.09912,6.09912,5.7431349237652
"NT5E","Nt5e",2.09811,4.400677,4.020512,111,104,216,3.506433,4.75068,4.75068,0.783634804927417
"NT5M","Nt5m",14.415026,17.7218,15.44857,218,272,467,15.8617986666667,25.39226,25.39226,0.63889180641092
"NTAN1","Ntan1",32.349721,37.243192,37.859722,257,296,582,35.817545,29.06418,29.06418,1.22463160478683
"NTF3","Ntf3",0.608007,0.500402,0.288794,10,9,9,0.465734333333333,2.30273,2.30273,0.443794779874023
"NTHL1","Nthl1",3.170576,1.553772,1.986193,29,18,46,2.236847,54.89208,54.89208,0.0579124448401276
"NTM","Ntm",86.865353,98.055951,81.146491,2499,2531,4422,88.689265,329.78815,329.78815,0.271138083392649
"NTMT1","Ntmt1",14.948054,19.115935,15.246115,149,170,285,16.4367013333333,37.03037,37.03037,0.458494128070101
"NTN1","Ntn1",2.125124,2.338549,2.315399,163,183,337,2.25969066666667,7.0949,7.0949,0.402684488587465
"NTN3","Ntn3",2.852072,4.157722,1.726842,72,78,142,2.912212,0.12447,0.12447,3.47916084911114
"NTN4","Ntn4",2.771374,3.06967,2.737618,131,118,209,2.859554,5.29005,5.29005,0.613596712267788
"NTN5","Ntn5",1.085565,1.310687,0.952838,17,24,36,1.11636333333333,1.0995,1.0995,1.00803207112805
"NTNG1","Ntng1",5.357181,7.357639,4.829929,242,277,391,5.84824966666667,24.18903,24.18903,0.271874290779227
"NTNG2","Ntng2",9.504852,11.339473,13.029374,175,200,419,11.291233,50.66004,50.66004,0.237925348102711
"NTPCR","Ntpcr",13.490659,15.004243,15.246487,109,132,240,14.580463,30.84827,30.84827,0.489209084198294
"NTRK1","Ntrk1",0.884815,0.764876,0.916708,30,26,61,0.855466333333333,1.14099,1.14099,0.866639420704129
"NTRK2","Ntrk2",80.27644,72.18965,75.812201,8386,7454,14757,76.0927636666667,76.81987,76.81987,0.990656546543533
"NTRK3","Ntrk3",128.668558,71.321737,144.60248,2802,2470,5170,114.864258333333,231.31018,231.31018,0.49874808901329
"NTS","Nts",9.533532,7.109218,5.439522,141,100,149,7.36075733333333,6.45179,6.45179,1.12197973014985
"NTSR1","Ntsr1",1.685657,1.675042,1.051215,92,90,110,1.470638,1.36919,1.36919,1.04281969787142
"NTSR2","Ntsr2",39.919072,37.234264,37.115813,803,746,1537,38.0897163333333,19.66655,19.66655,1.89144856462899
"NUAK1","Nuak1",14.257219,16.119067,17.191705,1001,898,1669,15.855997,14.04457,14.04457,1.12040403946407
"NUAK2","Nuak2",0.329527,0.229872,0.305425,13,9,23,0.288274666666667,2.34422,2.34422,0.385224257574761
"NUB1","Nub1",21.182317,23.542384,21.211063,961,1049,1847,21.978588,23.77412,23.77412,0.927523883794863
"NUBP1","Nubp1",5.756085,4.395776,5.413189,116,128,237,5.18835,13.44296,13.44296,0.428468264123144
"NUBP2","Nubp2",10.369871,10.77181,10.272544,141,156,303,10.4714083333333,63.58437,63.58437,0.177618955380897
"NUBPL","Nubpl",1.182419,3.154837,2.846624,46,70,71,2.39462666666667,50.30737,50.30737,0.0661625545543782
"NUCB1","Nucb1",36.486745,35.21523,32.726229,619,578,1040,34.8094013333333,127.72886,127.72886,0.278176947526245
"NUCB2","Nucb2",9.871465,11.207097,11.272869,149,156,262,10.7838103333333,70.57554,70.57554,0.164634599100941
"NUCKS1","Nucks1",22.394214,22.378341,21.393449,1808,1753,3153,22.0553346666667,620.16022,620.16022,0.0371165665867442
"NUDC","Nudc",631.592988,467.684054,508.703387,786,787,1499,535.993476333333,116.77534,116.77534,4.55947294512869
"NUDCD1","Nudcd1",4.721092,5.79787,6.058796,214,248,461,5.52591933333333,3.92086,3.92086,1.32617455756379
"NUDCD2","Nudcd2",12.672755,12.701218,15.00107,120,118,250,13.4583476666667,48.64775,48.64775,0.291218588287821
"NUDCD3","Nudcd3",30.896712,36.535691,34.700779,1322,1496,2773,34.044394,140.67393,140.67393,0.247359510673559
"NUDT1","Nudt1",28.537504,29.358965,5.009345,25,30,52,20.9686046666667,23.71189,23.71189,0.888989254430425
"NUDT11","Nudt10",9.691158,9.850467,7.602861,199,205,317,9.048162,7.84173,7.84173,1.13644750518281
"NUDT12","Nudt12",2.979037,3.152279,2.610663,82,91,140,2.913993,7.40607,7.40607,0.465615085289559
"NUDT13","Nudt13",10.520119,12.757834,11.11166,102,101,173,11.4632043333333,1.53515,1.53515,4.91616051647174
"NUDT14","Nudt14",24.796476,25.538681,25.826443,362,356,717,25.3872,69.37231,69.37231,0.374965664762177
"NUDT15","Nudt15",1.785224,2.264087,1.771921,89,72,122,1.94041066666667,8.02843,8.02843,0.325683498312183
"NUDT16","Nudt16",7.130937,14.876608,12.853298,79,117,209,11.620281,36.11758,36.11758,0.340008184800841
"NUDT16L1","Nudt16l1",20.133793,22.992208,23.349477,310,343,668,22.1584926666667,41.73956,41.73956,0.541851452534061
"NUDT17","Nudt17",3.39102,3.307753,3.834763,29,36,74,3.51117866666667,9.95775,9.95775,0.411688409268934
"NUDT18","Nudt18",11.555025,15.899655,13.373458,253,355,584,13.6093793333333,10.68383,10.68383,1.25039300754404
"NUDT19","Nudt19",41.220083,50.890437,37.287699,451,534,848,43.1327396666667,3.48521,3.48521,9.83961501616795
"NUDT2","Nudt2",12.7684,11.170951,10.478577,115,98,179,11.4726426666667,42.6731,42.6731,0.285590962552845
"NUDT21","Nudt21",20.907368,18.173538,16.35371,899,801,1624,18.4782053333333,18.21438,18.21438,1.01373061911617
"NUDT22","Nudt22",2.23963,3.824079,4.099543,22,41,67,3.38775066666667,51.2824,51.2824,0.0839240483731938
"NUDT3","Nudt3",244.488192,258.896777,237.042584,2648,2643,4789,246.809184333333,254.06778,254.06778,0.971542483073845
"NUDT4","Nudt4",47.115718,50.336996,40.741506,1898,2011,3215,46.06474,29.37536,29.37536,1.54943809719457
"NUDT5","Nudt5",8.164894,8.622885,8.253326,214,209,376,8.347035,19.70804,19.70804,0.451372268935158
"NUDT6","Nudt6",2.876515,2.727161,2.592211,15,8,32,2.73196233333333,6.05763,6.05763,0.528784072462474
"NUDT7","Nudt7",3.497351,3.216829,3.239272,41,36,82,3.31781733333333,4.39801,4.39801,0.799890576959534
"NUDT8","Nudt8",1.936942,3.625088,3.379864,17,31,57,2.98063133333333,5.97465,5.97465,0.570728471440622
"NUDT9","Nudt9",19.835034,27.809965,21.357919,327,324,588,23.0009726666667,29.8525,29.8525,0.777926348486076
"NUF2","Nuf2",0.991685,0.931044,0.774675,27,19,41,0.899134666666667,0.4564,0.4564,1.30399249290488
"NUFIP1","Nufip1",2.319372,2.841799,2.478056,127,153,261,2.546409,2.84211,2.84211,0.923036820913508
"NUFIP2","Nufip2",7.167667,5.941355,7.276963,518,418,903,6.79532833333333,8.8375,8.8375,0.792409487505294
"NUGGC","Nuggc",0,0.029432,0,0,1,0,0.00981066666666667,0.24894,0.24894,0.808534170309756
"NUMA1","Numa1",23.253239,24.880632,22.012623,1021,1044,2006,23.3821646666667,250.83151,250.83151,0.0968193561904413
"NUMB","Numb",20.45542,20.220779,16.426003,492,461,882,19.0340673333333,30.30889,30.30889,0.639884305490656
"NUMBL","Numbl",22.386015,24.161794,23.202697,653,637,1523,23.2501686666667,40.90975,40.90975,0.578628330320908
"NUP107","Nup107",6.120013,12.898392,9.729633,139,151,253,9.58267933333333,19.16866,19.16866,0.524709094869631
"NUP133","Nup133",6.997679,6.567792,7.056762,303,366,694,6.87407766666667,22.25971,22.25971,0.338528625965959
"NUP155","Nup155",5.490853,5.279094,5.927619,302,266,548,5.56585533333333,2.73838,2.73838,1.75633705865464
"NUP160","Nup160",27.136271,44.207314,28.492859,170,170,333,33.2788146666667,7.738,7.738,3.92295887693599
"NUP188","Nup188",4.543789,3.201133,4.777571,222,201,414,4.17416433333333,15.57973,15.57973,0.312077719802031
