"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"M6PR","M6pr",27.908124,28.764516,26.109987,951,958,1700,27.594209,86.30641,86.30641,0.327515574171473
"MAB21L1","Mab21l1",0.303708,0.415182,0.044904,10,13,3,0.254598,1.95516,1.95516,0.424544863899078
"MAB21L2","Mab21l2",0.029115,0.059207,0.015198,1,2,1,0.0345066666666667,4.53101,4.53101,0.187037569389075
"MACF1","Macf1",55.852908,49.713749,50.529959,6000,5553,11640,52.0322053333333,169.85076,169.85076,0.310400757557844
"MACROD1","Macrod1",2.149406,3.593649,3.01972,26,46,78,2.920925,299.04658,299.04658,0.0130677210185165
"MACROD2","Macrod2",16.042625,26.98044,21.766646,655,757,1231,21.5965703333333,21.81712,21.81712,0.990334026964548
"MAD1L1","Mad1l1",11.115,8.395501,4.250354,111,125,219,7.920285,251.43995,251.43995,0.0353362651196849
"MAD2L1","Mad2l1",9.615056,9.786322,3.092409,106,96,172,7.497929,2.23447,2.23447,2.62730184543372
"MAD2L1BP","Mad2l1bp",3.443916,3.665476,3.703075,53,55,108,3.60415566666667,9.34133,9.34133,0.445218909624455
"MAD2L2","Mad2l2",5.696524,6.729286,8.58132,51,51,110,7.00237666666667,57.04106,57.04106,0.137874405923439
"MADCAM1","Madcam1",0.196447,0.156254,0.080216,2,2,2,0.144305666666667,3.97239,3.97239,0.230131921805544
"MADD","Madd",101.597082,105.64796,90.375731,2322,2197,4282,99.2069243333333,85.68572,85.68572,1.15597960463769
"MAEA","Maea",44.763951,50.768898,47.834322,684,704,1219,47.789057,38.2653,38.2653,1.24254894270514
"MAEL","Mael",0,0,0,0,0,0,0,0.80689,0.80689,0.55343712124147
"MAF","Maf",4.125616,3.94301,3.765069,238,233,420,3.944565,15.88957,15.88957,0.29275848941092
"MAF1","Maf1",42.773297,40.596531,47.559301,414,468,839,43.643043,80.81333,80.81333,0.545669550426563
"MAFA","Mafa",0.788644,0.589567,0.42692,18,16,25,0.601710333333333,1.58275,1.58275,0.620156938663569
"MAFB","Mafb",3.330853,3.762674,3.507846,134,160,300,3.533791,13.59303,13.59303,0.310681948848183
"MAFF","Maff",0.652506,0.30193,0.444975,14,7,21,0.466470333333333,21.91022,21.91022,0.0640094391644137
"MAFG","Mafg",24.817352,17.504367,23.731292,1008,805,1869,22.0176703333333,13.00337,13.00337,1.64372364176147
"MAFK","Mafk",2.607758,2.566312,2.320719,90,99,173,2.498263,40.90322,40.90322,0.083484347980895
"MAG","Mag",86.640896,92.685854,95.068769,1658,1613,2772,91.465173,697.03053,697.03053,0.132465800600441
"MAGEB16","Mageb16",0,0.047155,0,0,1,0,0.0157183333333333,0,0,1.01571833333333
"MAGEB18","Mageb18",0,0,0,0,0,0,0,0,0,1
"MAGEB2","Mageb4",0,0,0,0,0,0,0,0.12414,0.12414,0.889568914903838
"MAGED1","Maged1",125.046285,137.104107,122.700079,4633,4791,8589,128.283490333333,59.77207,59.77207,2.12735044788393
"MAGEE1","Magee1",31.291716,34.389081,30.518508,1473,1642,2874,32.066435,3.87929,3.87929,6.77689479411964
"MAGEH1","Mageh1",16.645185,15.199193,12.05698,289,257,397,14.633786,35.44118,35.44118,0.429014263533728
"MAGEL2","Magel2",1.187068,0.964868,0.969515,73,61,121,1.04048366666667,0.86896,0.86896,1.09177492651885
"MAGI1","Magi1",27.659749,30.639209,22.797959,1186,1100,2024,27.0323056666667,10.5827,10.5827,2.42018749226576
"MAGI2","Magi2",35.483888,27.996227,30.91722,1404,1312,2350,31.4657783333333,38.20323,38.20323,0.828140393874008
"MAGI3","Magi3",9.272094,9.651661,8.914117,809,847,1489,9.27929066666667,3.69308,3.69308,2.19030799957952
"MAGIX","Magix",0.189544,0,0.223667,5,0,10,0.137737,10.02408,10.02408,0.103204711867113
"MAGOH","Magoh",20.798232,19.110628,17.005974,133,107,189,18.9716113333333,31.15844,31.15844,0.621037940065915
"MAGOHB","Magohb",8.11129,7.755157,8.307171,37,30,62,8.05787266666667,17.75162,17.75162,0.483044807150884
"MAGT1","Magt1",4.200584,3.899224,3.956251,240,189,398,4.01868633333333,27.99294,27.99294,0.173100290392535
"MAK","Mak",0.767766,1.347477,0.769423,49,58,87,0.961555333333333,0.49655,0.49655,1.31071820743265
"MAK16","Mak16",12.220343,14.369001,10.869792,291,304,464,12.4863786666667,6.08272,6.08272,1.90412421593211
"MAL","Mal",78.58481,72.91822,68.530186,2864,2659,4910,73.3444053333333,406.36321,406.36321,0.182501520776344
"MAL2","Mal2",49.385778,56.086161,46.806024,1874,2097,3458,50.759321,1.92413,1.92413,17.7007592001724
"MALL","Mall",0.22808,0.232908,0.139313,6,6,7,0.200100333333333,4.96549,4.96549,0.201173806901585
"MALSU1","Malsu1",8.754208,5.221944,7.941209,73,62,166,7.305787,35.41014,35.41014,0.22811741454441
"MALT1","Malt1",3.329102,3.036783,3.000944,100,88,238,3.12227633333333,4.09653,4.09653,0.808839805383925
"MAMDC2","Mamdc2",0.299268,0.292269,0.348782,14,13,31,0.313439666666667,2.73102,2.73102,0.352032330747803
"MAMDC4","Mamdc4",0.306875,0.56151,0.50395,17,13,24,0.457445,7.63444,7.63444,0.168794386202232
"MAML1","Maml1",1.904986,1.983676,1.732263,134,137,231,1.87364166666667,13.96544,13.96544,0.192018521785304
"MAMLD1","Mamld1",5.039813,4.635385,5.023444,336,301,640,4.89954733333333,5.95859,5.95859,0.847807865290717
"MAMSTR","Mamstr",0.947867,2.086043,0.514184,15,19,34,1.182698,3.22757,3.22757,0.516300853681902
"MAN1A2","Man1a2",17.525841,24.387161,20.915609,1746,1894,3223,20.9428703333333,6.67238,6.67238,2.85998221325499
"MAN1B1","Man1b1",28.511497,30.18015,34.034217,731,811,1452,30.9086213333333,35.03773,35.03773,0.885422620496167
"MAN2A1","Man2a1",3.711566,5.105584,5.066727,317,383,709,4.627959,49.15834,49.15834,0.11220385283883
"MAN2A2","Man2a2",81.06805,46.238447,74.931011,2254,2324,4462,67.4125026666667,164.85424,164.85424,0.412485702305028
"MAN2B1","Man2b1",10.016794,12.921511,8.759234,438,527,824,10.5658463333333,44.09975,44.09975,0.256450342481573
"MAN2B2","Man2b2",6.660071,5.399218,7.101639,199,209,405,6.386976,11.60683,11.60683,0.585950314234427
"MAN2C1","Man2c1",56.39546,42.928869,54.51206,468,439,1066,51.2787963333333,122.55448,122.55448,0.423123437801149
"MANBA","Manba",12.080893,14.179004,10.186684,99,100,207,12.1488603333333,12.13441,12.13441,1.00110018899466
"MANBAL","Manbal",20.680307,19.521301,18.934678,265,245,462,19.7120953333333,46.05491,46.05491,0.440168631357139
"MANEA","Manea",8.090326,9.986154,7.963452,539,487,859,8.67997733333333,6.26893,6.26893,1.33169219311967
"MANEAL","Maneal",14.24773,18.105139,14.716605,491,622,997,15.6898246666667,4.65515,4.65515,2.95126118081159
"MANF","Manf",27.693991,33.420773,34.851259,259,287,578,31.9886743333333,60.64104,60.64104,0.535173876581792
"MANSC1","Mansc1",2.542082,3.766523,3.087516,81,117,187,3.13204033333333,10.45856,10.45856,0.360607295622952
"MANSC4","Mansc4",1.378838,0.546453,0.505984,12,7,10,0.810425,0.49655,0.49655,1.20973238448431
"MAOA","Maoa",7.407128,8.195068,6.633894,436,466,735,7.41203,11.69993,11.69993,0.662368217777578
"MAOB","Maob",8.255583,10.716034,9.281217,222,284,545,9.41761133333333,89.81328,89.81328,0.114714624703935
"MAP1A","Map1a",136.026024,172.12125,136.554081,15829,17653,30718,148.233785,42.64114,42.64114,3.41956660618856
"MAP1B","Map1b",73.589241,75.629473,70.570557,12655,12709,23075,73.2630903333333,91.98569,91.98569,0.798650742209187
"MAP1LC3A","Map1lc3a",104.186831,104.489501,98.791682,884,899,1677,102.489338,218.69876,218.69876,0.471051079214102
"MAP1LC3B","Map1lc3b",72.037317,67.97299,66.053689,1567,1625,2854,68.6879986666667,79.47886,79.47886,0.865916821717737
"MAP1S","Map1s",9.346914,11.351058,12.653096,308,382,796,11.1170226666667,20.23437,20.23437,0.570632548395204
"MAP2","Map2",268.880634,235.919322,233.575831,16701,14726,28349,246.125262333333,49.34455,49.34455,4.9086795359842
"MAP2K1","Map2k1",116.554063,132.45645,108.659129,2312,2848,4707,119.223214,25.4171,25.4171,4.55096183911179
"MAP2K2","Map2k2",42.22396,49.173188,42.411815,459,511,930,44.6029876666667,112.46833,112.46833,0.401900580247076
"MAP2K3","Map2k3",4.089368,3.906872,6.678833,107,108,230,4.891691,8.96891,8.96891,0.591006539330779
"MAP2K4","Map2k4",49.196609,66.605921,59.732724,2105,2344,3983,58.5117513333333,12.13441,12.13441,4.53098017599065
"MAP2K5","Map2k5",8.217002,9.245023,9.46796,238,268,544,8.97666166666667,43.32389,43.32389,0.225085426091137
"MAP2K6","Map2k6",4.072285,3.679098,3.791922,96,93,196,3.84776833333333,12.44476,12.44476,0.360569346967393
"MAP2K7","Map2k7",66.23961,53.601086,73.517755,702,666,1375,64.452817,29.88604,29.88604,2.11917154157671
"MAP3K1","Map3k1",3.531411,2.449898,3.780279,161,119,252,3.25386266666667,6.36203,6.36203,0.577811101919806
"MAP3K10","Map3k10",55.170178,66.728368,61.134905,1266,1587,3038,61.0111503333333,23.77228,23.77228,2.50324759502691
"MAP3K11","Map3k11",10.435036,7.811888,7.506107,195,194,420,8.58434366666667,62.19275,62.19275,0.151668406053965
"MAP3K12","Map3k12",19.166982,22.475861,23.081125,1129,1266,2429,21.574656,30.87914,30.87914,0.708132528041848
"MAP3K13","Map3k13",3.604457,3.758656,3.791713,444,455,891,3.71827533333333,53.44108,53.44108,0.0866675557011972
"MAP3K14","Map3k14",1.677711,1.513386,0.846635,46,43,78,1.34591066666667,5.30687,5.30687,0.371961157700518
"MAP3K15","Map3k15",0.238016,0.465655,0.255279,14,27,29,0.31965,4.65515,4.65515,0.233353668779785
"MAP3K2","Map3k2",4.380237,3.724962,3.833782,648,537,1040,3.97966033333333,8.06892,8.06892,0.549090777439136
"MAP3K3","Map3k3",7.67982,7.561417,8.419103,271,279,556,7.88678,13.77923,13.77923,0.60130196228085
"MAP3K4","Map3k4",6.562634,8.36882,8.394366,461,468,953,7.77527333333333,14.58612,14.58612,0.563018463436271
"MAP3K5","Map3k5",7.583817,17.210085,13.282582,553,556,953,12.6921613333333,11.01718,11.01718,1.13938222888675
"MAP3K6","Map3k6",1.101485,1.369661,1.463469,39,30,91,1.31153833333333,21.41367,21.41367,0.103130738220619
"MAP3K7","Map3k7",14.26111,16.930666,17.24711,697,701,1349,16.1462953333333,16.60335,16.60335,0.974035926873767
"MAP3K8","Map3k8",0.361671,0.283984,0.934166,7,9,43,0.526607,5.64824,5.64824,0.229625735533013
"MAP3K9","Map3k9",5.58283,6.675258,6.85983,309,361,735,6.37263933333333,1.64482,1.64482,2.78757697436246
"MAP4","Map4",117.801929,122.61453,103.032047,5345,5392,9315,114.482835333333,2141.08785,2141.08785,0.0539113441744853
"MAP4K1","Map4k1",0.498508,1.505978,0.386942,11,15,26,0.797142666666667,14.9275,14.9275,0.112832689792288
"MAP4K2","Map4k2",160.882292,117.220728,153.356974,649,634,1384,143.819998,30.97224,30.97224,4.5295543258777
"MAP4K3","Map4k3",14.951436,14.403097,14.537405,825,779,1512,14.630646,30.78603,30.78603,0.491745776367794
"MAP4K4","Map4k4",130.402841,99.728286,81.826595,1363,1320,2531,103.985907333333,743.02337,743.02337,0.141105658190997
"MAP4K5","Map4k5",12.08919,11.733118,12.333191,572,514,1081,12.051833,28.95501,28.95501,0.435714526551652
"MAP6","Map6",28.514674,33.314867,30.996007,1022,1088,2067,30.9418493333333,52.94453,52.94453,0.592123971296688
"MAP6D1","Map6d1",12.592947,16.692306,12.413817,540,716,1049,13.89969,113.89591,113.89591,0.129679898962461
"MAP7","Map7",52.422668,58.014151,66.349617,906,916,1960,58.928812,120.72345,120.72345,0.492335798894954
"MAP7D1","Map7d1",80.306847,80.037631,90.086977,1622,1812,3627,83.4771516666667,344.01529,344.01529,0.244850457690344
"MAP7D2","Map7d2",40.043906,42.582538,39.240116,1791,1810,3156,40.6221866666667,3.04136,3.04136,10.2990544437186
"MAP7D3","Map7d3",0.055606,0.113002,0.087162,2,2,3,0.0852566666666667,4.18963,4.18963,0.209120239143574
"MAP9","Map9",69.284962,56.415267,73.224841,1645,1757,3087,66.3083566666667,5.02756,5.02756,11.1667667624489
"MAPK1","Mapk1",176.251907,218.670228,199.308201,6379,7371,12793,198.076778666667,36.77565,36.77565,5.26997625895694
"MAPK10","Mapk10",263.706557,242.982604,227.329536,3685,3832,6714,244.672899,396.4943,396.4943,0.618053891590395
"MAPK11","Mapk11",12.315613,9.114382,11.46547,384,271,639,10.965155,11.73097,11.73097,0.93984629607956
"MAPK12","Mapk12",6.831486,5.229797,5.989876,82,73,155,6.017053,15.64129,15.64129,0.421665207444856
"MAPK13","Mapk13",0.218013,0.7416,0.088527,3,7,4,0.34938,2.29654,2.29654,0.409332208922082
"MAPK14","Mapk14",142.881145,177.603878,193.645509,995,980,1857,171.376844,7.66547,7.66547,19.8923825251256
"MAPK15","Mapk15",1.370204,1.291122,0.674173,11,9,13,1.111833,1.9862,1.9862,0.70719744156453
"MAPK1IP1L","Mapk1ip1l",10.541572,8.695235,9.57892,577,503,993,9.60524233333333,21.32057,21.32057,0.475133132054125
"MAPK3","Mapk3",106.459565,146.533275,124.243134,1001,1159,2063,125.745324666667,225.12286,225.12286,0.560515308654183
"MAPK4","Mapk4",15.805808,18.064227,16.913089,940,926,1768,16.927708,14.80336,14.80336,1.13442381873222
"MAPK6","Mapk6",43.615482,28.31055,24.586112,824,822,1540,32.1707146666667,15.11371,15.11371,2.05853988104953
"MAPK7","Mapk7",5.573005,9.574491,6.344874,160,175,265,7.16412333333333,9.80684,9.80684,0.755458888383036
"MAPK8","Mapk8",34.836814,41.636875,31.315433,1410,1542,2534,35.9297073333333,25.97571,25.97571,1.36899852991203
"MAPK8IP1","Mapk8ip1",80.855104,82.029903,82.422934,2992,3148,6279,81.7693136666667,510.42124,510.42124,0.161841760163631
"MAPK8IP2","Mapk8ip2",76.807126,86.531688,71.69431,2644,3070,5333,78.3443746666667,34.94463,34.94463,2.20740551973039
"MAPK8IP3","Mapk8ip3",102.541825,92.544968,92.751963,4573,4527,8349,95.946252,114.42349,114.42349,0.839917871136976
"MAPK9","Mapk9",52.757419,60.678975,54.987129,2645,2960,5080,56.1411743333333,20.63781,20.63781,2.64080211136586
"MAPKAP1","Mapkap1",22.66792,25.185913,23.751046,449,457,876,23.868293,167.8025,167.8025,0.147321828764384
"MAPKAPK2","Mapkapk2",11.283478,9.237857,8.228896,294,252,505,9.58341033333333,102.07183,102.07183,0.102679949830456
"MAPKAPK3","Mapkapk3",1.448166,1.094999,1.253579,35,25,47,1.26558133333333,14.9275,14.9275,0.142243373620049
"MAPKAPK5","Mapkapk5",38.062748,30.897835,42.357342,257,217,487,37.105975,19.70678,19.70678,1.84026560382638
"MAPKBP1","Mapkbp1",8.811081,8.168394,9.415483,654,666,1334,8.79831933333333,18.96196,18.96196,0.490849562534607
"MAPRE1","Mapre1",36.18978,39.033526,31.184785,1051,1064,1927,35.4693636666667,39.19633,39.19633,0.907280930041789
"MAPRE2","Mapre2",64.765905,65.129645,62.508396,2846,2909,5206,64.1346486666667,354.38075,354.38075,0.183281307911773
"MAPRE3","Mapre3",111.138075,134.939028,119.904121,1244,1568,2735,121.993741333333,100.27185,100.27185,1.21449091068578
"MAPT","Mapt",130.777015,170.436388,146.505768,5287,5344,9457,149.239723666667,137.2337,137.2337,1.08685308768171
"MARCKS","Marcks",34.553959,36.979539,32.062617,1706,1825,3168,34.5320383333333,86.80296,86.80296,0.404679276568049
"MARCKSL1","Marcksl1",21.854454,24.392795,24.749167,388,449,911,23.665472,1047.96647,1047.96647,0.0235140709502373
"MARCO","Marco",0,0,0,0,0,0,0,4.81032,4.81032,0.172107560340911
"MARK1","Mark1",24.290135,24.846856,23.813705,1233,1167,2164,24.3168986666667,18.21714,18.21714,1.31741240718789
"MARK2","Mark2",37.342844,48.887954,42.122116,1107,1185,2151,42.7843046666667,31.53086,31.53086,1.34593136076534
"MARK3","Mark3",44.288895,39.116443,45.444595,704,755,1370,42.9499776666667,58.15829,58.15829,0.74292170491518
"MARK4","Mark4",14.326248,16.462851,15.929428,554,659,1295,15.5728423333333,19.70678,19.70678,0.800358256249081
"MARS2","Mars2",2.559533,2.451247,2.35182,410,372,695,2.4542,2.0793,2.0793,1.1217484493229
"MARVELD1","Marveld1",2.481722,2.490934,2.649259,94,101,206,2.54063833333333,6.98272,6.98272,0.443537833386782
"MARVELD2","Marveld2",0.181002,0.182226,0.137389,6,5,11,0.166872333333333,1.70689,1.70689,0.431074898992324
"MARVELD3","Marveld3",0.227484,0.066222,0.21795,7,2,12,0.170552,0.9931,0.9931,0.587302192564347
"MAS1","Mas1",13.971669,8.455658,13.142098,147,117,230,11.856475,0,0,12.856475
"MASP1","Masp1",4.200613,4.568069,3.868375,140,152,258,4.21235233333333,24.88951,24.88951,0.201330667646214
"MASP2","Masp2",0.272162,0,0.574718,2,0,8,0.282293333333333,1.52068,1.52068,0.508709290085744
"MAST1","Mast1",11.802016,13.719211,13.97078,679,752,1490,13.1640023333333,13.12751,13.12751,1.00258306901452
"MAST2","Mast2",43.105678,38.002291,37.293552,1316,1285,2424,39.4671736666667,36.34117,36.34117,1.08371466846557
"MAST3","Mast3",42.166786,41.545658,55.383896,2383,2424,4688,46.3654466666667,16.75853,16.75853,2.66719411272592
"MAST4","Mast4",9.639094,6.617704,8.812788,740,759,1388,8.35652866666667,7.69651,7.69651,1.07589465965849
"MASTL","Mastl",0.266938,0.145125,0.211559,21,11,31,0.207874,2.79309,2.79309,0.318440638107717
"MAT1A","Mat1a",0.022625,0,0.011875,1,0,1,0.0115,0.49655,0.49655,0.675887875446861
"MAT2A","Mat2a",112.881059,114.418711,116.588124,2315,1854,3935,114.629298,95.8029,95.8029,1.19448175622838
"MAT2B","Mat2b",41.516602,55.332614,51.22353,1009,1348,2241,49.357582,26.37916,26.37916,1.83926687305235
"MATK","Matk",47.199129,63.678103,63.981787,1103,1117,2533,58.2863396666667,9.71374,9.71374,5.53367355066174
"MATN1","Matn1",0.154942,0.117125,0.060082,4,3,3,0.110716333333333,0.77586,0.77586,0.625452644540298
"MATN2","Matn2",5.620498,5.009716,5.645003,276,238,472,5.42507233333333,29.855,29.855,0.20823439745044
"MATN3","Matn3",0.025402,0.026857,0.04128,1,1,3,0.0311796666666667,5.27583,5.27583,0.164309687589796
"MATN4","Matn4",1.778029,1.916255,2.009275,65,71,139,1.90118633333333,0.43448,0.43448,2.02246551595933
"MATR3","Matr3",272.896611,284.852013,248.911885,5968,6068,10217,268.886836333333,132.36132,132.36132,2.02372649230926
"MAU2","Mau2",13.260089,12.899507,14.258687,813,737,1626,13.472761,35.34808,35.34808,0.398171265167238
"MAVS","Mavs",1.577483,2.145814,2.132536,62,84,161,1.95194433333333,8.37926,8.37926,0.314731048433814
"MAX","Max",153.801342,101.335819,146.333646,486,441,880,133.823602333333,173.07833,173.07833,0.774499630903705
"MAZ","Maz",59.138795,49.470413,55.815689,1097,1016,2149,54.808299,87.2064,87.2064,0.632701243900669
"MB","Mb",0.129448,0.83501,1.350862,1,4,7,0.771773333333333,63.93067,63.93067,0.0272871561826381
"MB21D2","Mb21d2",10.324847,10.500059,9.027785,433,431,721,9.950897,1.33448,1.33448,4.69093631129845
"MBD1","Mbd1",13.704599,11.181376,11.103998,489,437,864,11.9966576666667,49.06524,49.06524,0.259594434515178
"MBD2","Mbd2",31.429048,33.782698,28.914317,323,358,612,31.3753543333333,64.33412,64.33412,0.495535171107123
"MBD3","Mbd3",59.450636,62.622657,54.20003,648,694,1252,58.7577743333333,60.61,60.61,0.969936281988855
"MBD3L1","Mbd3l1",0,0,0,0,0,0,0,0,0,1
"MBD4","Mbd4",2.079995,2.814906,2.665586,94,111,195,2.52016233333333,21.87919,21.87919,0.153858695755109
"MBD5","Mbd5",30.411422,31.262265,32.052518,757,870,1475,31.2420683333333,56.3583,56.3583,0.562116874686546
"MBD6","Mbd6",12.428535,8.966149,12.750363,279,277,693,11.3816823333333,39.94115,39.94115,0.302426344480635
"MBIP","Mbip",10.968909,11.118414,10.657092,144,138,272,10.914805,15.33095,15.33095,0.72958431689522
"MBL1P","Mbl1",0,0,0,0,0,0,0,1.9862,1.9862,0.334873752595272
"MBL2","Mbl2",0,0,0.041717,0,0,1,0.0139056666666667,0,0,1.01390566666667
"MBLAC1","Mblac1",1.319372,1.634251,1.588002,18,24,47,1.513875,2.45171,2.45171,0.728298437586008
"MBLAC2","Mblac2",6.166495,6.230871,5.763587,297,316,570,6.053651,1.55172,1.55172,2.76427311774019
"MBNL1","Mbnl1",26.995262,26.795105,28.288014,1300,1201,2301,27.3594603333333,42.11355,42.11355,0.657785321165465
"MBNL2","Mbnl2",66.626879,74.124165,69.18239,2772,2710,5082,69.9778113333333,100.52012,100.52012,0.699150191443167
"MBNL3","Mbnl3",0.234819,0.144506,1.117691,9,8,18,0.499005333333333,1.24137,1.24137,0.668789772921621
"MBOAT1","Mboat1",1.568126,0.740146,1.648424,26,24,61,1.31889866666667,18.65162,18.65162,0.118000381987168
"MBOAT2","Mboat2",11.828273,10.242984,11.352803,652,687,1320,11.1413533333333,70.1065,70.1065,0.170748853245953
"MBOAT4","Mboat4",0.04231,0.085997,0.176691,1,2,8,0.101666,0,0,1.101666
"MBOAT7","Mboat7",69.753473,81.885422,81.786487,1495,1617,2945,77.8084606666667,53.03763,53.03763,1.45839964977492
"MBP","Mbp",2431.435432,1963.987781,1849.130279,21812,20145,36269,2081.51783066667,0,0,2082.51783066667
"MBTD1","Mbtd1",6.469582,5.554537,6.819565,385,306,716,6.281228,4.06549,4.06549,1.43741829516987
"MBTPS1","Mbtps1",36.59067,42.127541,34.919287,959,1003,1860,37.879166,35.34808,35.34808,1.06963465470528
"MBTPS2","Mbtps2",5.348471,6.098883,7.460712,328,311,574,6.30268866666667,5.27583,5.27583,1.16362117308255
"MC1R","Mc1r",0.157741,0.031721,0.046743,8,2,5,0.078735,3.01033,3.01033,0.268989085686215
"MC2R","Mc2r",0,0,0,0,0,0,0,0,0,1
"MC3R","Mc3r",0.140697,0.431813,0.16274,5,15,11,0.245083333333333,0,0,1.24508333333333
"MC4R","Mc4r",0.443959,0.4555,0.825256,17,17,60,0.574905,0,0,1.574905
"MC5R","Mc5r",0.256831,0.168869,0.182993,14,9,19,0.202897666666667,0,0,1.20289766666667
"MCAM","Mcam",9.53783,6.278121,5.124129,218,210,375,6.98002666666667,80.75127,80.75127,0.0976134886548755
"MCAT","Mcat",7.33683,8.975619,6.314672,108,111,201,7.54237366666667,7.29306,7.29306,1.03006292811901
"MCCC1","Mccc1",11.371279,8.785054,11.800184,282,234,492,10.6521723333333,29.35845,29.35845,0.383819738271662
"MCCC2","Mccc2",10.602941,10.332368,6.899356,184,176,273,9.27822166666667,14.67923,14.67923,0.655531022037859
"MCEE","Mcee",19.864997,30.947154,25.941077,89,129,203,25.5844093333333,16.04474,16.04474,1.5596840628448
"MCF2L","Mcf2l",57.446215,49.919461,63.792241,1668,1501,3464,57.052639,78.48576,78.48576,0.730352694621024
"MCFD2","Mcfd2",25.814813,22.702577,29.471456,586,540,1043,25.996282,21.1654,21.1654,1.21794698042896
"MCHR1","Mchr1",6.961782,7.469694,6.863394,200,212,380,7.09829,0.55862,0.55862,5.19580783000347
"MCL1","Mcl1",17.873953,16.517323,15.475716,743,691,1290,16.6223306666667,68.77202,68.77202,0.252570165901269
"MCM10","Mcm10",0.655653,0.552711,0.656166,19,8,22,0.62151,0.65172,0.65172,0.981709975056305
"MCM2","Mcm2",1.08288,8.906797,2.261036,42,47,74,4.083571,4.03446,4.03446,1.00975496875534
"MCM3","Mcm3",0.85254,1.709099,0.978137,32,33,54,1.17992533333333,13.15855,13.15855,0.153965295410429
"MCM3AP","Mcm3ap",26.134428,24.65296,37.369185,633,596,1293,29.3855243333333,32.64809,32.64809,0.903038607342447
"MCM4","Mcm4",6.335929,7.439417,5.727138,103,136,240,6.500828,16.47922,16.47922,0.429128302063822
"MCM5","Mcm5",1.835109,2.37796,1.580788,67,66,101,1.93128566666667,13.06544,13.06544,0.208403410534378
"MCM6","Mcm6",2.390319,2.030477,1.681105,66,72,130,2.033967,6.98272,6.98272,0.380066819329752
"MCM7","Mcm7",6.962823,6.799387,5.743015,121,99,237,6.50174166666667,134.99923,134.99923,0.0551601775000246
"MCM8","Mcm8",1.391881,1.802788,1.858061,58,78,128,1.68424333333333,1.67585,1.67585,1.00313669799628
"MCM9","Mcm9",15.146297,11.313421,11.536779,133,118,229,12.665499,6.26893,6.26893,1.87998770107843
"MCMBP","Mcmbp",10.686344,11.992228,10.102015,242,281,508,10.9268623333333,13.65509,13.65509,0.813837535855006
"MCMDC2","Mcmdc2",3.673565,1.855366,3.007993,47,23,86,2.84564133333333,1.21034,1.21034,1.73984153267521
"MCOLN1","Mcoln1",33.842587,44.33197,39.321608,459,563,1037,39.1653883333333,27.21709,27.21709,1.42344190465187
"MCOLN2","Mcoln2",0.029948,0,0,1,0,0,0.00998266666666667,0.9931,0.9931,0.506739584901243
"MCOLN3","Mcoln3",0,0,0,0,0,0,0,0.80689,0.80689,0.55343712124147
"MCPH1","Mcph1",1.949572,2.385242,3.351759,99,123,225,2.562191,15.14474,15.14474,0.220640964177807
"MCRS1","Mcrs1",50.348302,75.389569,66.940455,534,629,1063,64.2261086666667,62.06861,62.06861,1.03420875561815
"MCTP1","Mctp1",16.804211,20.145212,18.437331,880,1067,1911,18.4622513333333,15.79646,15.79646,1.15871149833556
"MCTP2","Mctp2",0.519827,1.162658,0.27211,15,28,35,0.651531666666667,0.40345,0.40345,1.17676558955906
"MCTS1","Mcts1",54.313416,54.113518,45.914315,294,288,522,51.447083,21.63091,21.63091,2.31749774975907
"MCU","Mcu",10.022489,8.258787,8.216588,330,299,559,8.83262133333333,4.37584,4.37584,1.82903905870214
"MDC1","Mdc1",5.13913,2.730511,3.385742,223,231,483,3.75179433333333,34.54118,34.54118,0.133698271507399
"MDFI","Mdfi",0.305343,0.27394,0.859158,2,2,4,0.479480333333333,5.92755,5.92755,0.213564728270938
"MDFIC","Mdfic",0.765895,1.928887,0.984511,28,40,81,1.226431,7.60341,7.60341,0.258784714432998
"MDGA1","Mdga1",22.329319,22.658576,26.253204,354,287,537,23.747033,6.82755,6.82755,3.16152985289139
"MDGA2","Mdga2",13.199424,10.606493,12.652272,641,645,1151,12.1527296666667,4.03446,4.03446,2.6125403055475
"MDH1","Mdh1",536.100365,611.036291,488.365616,6175,7007,11337,545.167424,127.70617,127.70617,4.24352168975271
"MDH1B","Mdh1b",0.551927,0.140636,0.289082,12,3,12,0.327215,1.39654,1.39654,0.55380465170621
"MDH2","Mdh2",199.768111,242.265277,234.608857,2029,2274,4145,225.547415,123.23723,123.23723,1.82350664933531
"MDK","Mdk",8.699619,9.231517,11.603291,66,72,181,9.844809,45.93077,45.93077,0.231080994409425
"MDM1","Mdm1",4.649716,2.290903,5.525983,75,53,129,4.155534,12.22752,12.22752,0.389758170843817
"MDM2","Mdm2",13.042243,19.559405,20.160594,394,390,784,17.587414,98.28565,98.28565,0.187211485244847
"MDM4","Mdm4",17.947725,15.642127,22.205322,1143,986,2262,18.5983913333333,16.35508,16.35508,1.12925963656366
"MDP1","Mdp1",13.753274,15.013732,14.390351,303,324,593,14.3857856666667,31.56189,31.56189,0.472508987244496
