"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"NPRL2","Nprl2",14.179865,16.478634,15.114064,227,233,411,15.257521,19.01412,19.01412,0.812302564389541
"NPRL3","Nprl3",17.582738,21.126249,19.683773,211,222,433,19.4642533333333,6.41394,6.41394,2.76023994439304
"NPS","Nps",0,0,0.06011,0,0,1,0.0200366666666667,0,0,1.02003666666667
"NPSR1","Npsr1",1.135155,2.047026,0.763357,31,33,51,1.31517933333333,0,0,2.31517933333333
"NPTN","Nptn",611.643009,696.202532,614.83042,6519,7313,12130,640.891987,265.52717,265.52717,2.408354791746
"NPTX1","Nptx1",48.491497,46.476518,43.749509,3464,3326,6150,46.2391746666667,0,0,47.2391746666667
"NPTX2","Nptx2",15.530723,9.953109,9.438174,469,311,590,11.6406686666667,3.50427,3.50427,2.80637454385875
"NPTXR","Nptxr",122.260127,131.73722,120.093886,7057,7720,13880,124.697077666667,9.96881,9.96881,11.4594999518331
"NPVF","Npvf",0,0.121349,0,0,1,0,0.0404496666666667,0,0,1.04044966666667
"NPY","Npy",86.579289,93.100553,78.361705,408,431,707,86.013849,0,0,87.013849
"NPY1R","Npy1r",5.791355,7.893571,6.976687,232,307,529,6.88720433333333,3.60547,3.60547,1.71257316480909
"NPY2R","Npy2r",1.561138,1.362142,1.631893,62,59,119,1.518391,0,0,2.518391
"NPY5R","Npy5r",2.48156,2.571501,1.771591,59,64,92,2.274884,0.72109,0.72109,1.90279648362375
"NPY6R","Npy6r",0.029155,0,0,1,0,0,0.00971833333333333,345.64454,345.64454,0.00291283495575419
"NQO1","Nqo1",1.393014,2.265412,1.67655,27,43,62,1.77832533333333,17.74904,17.74904,0.148184938179946
"NQO2","Nqo2",3.155811,3.552355,2.285657,91,91,142,2.997941,33.80288,33.80288,0.11487385526715
"NR0B1","Nr0b1",0,0,0.022552,0,0,1,0.00751733333333333,0,0,1.00751733333333
"NR0B2","Nr0b2",0,0,0,0,0,0,0,1.25243,1.25243,0.443964962285176
"NR1D1","Nr1d1",29.226903,35.883095,30.18623,1022,1232,1983,31.7654093333333,3.85849,3.85849,6.7439491145054
"NR1D2","Nr1d2",36.03679,37.349908,38.49207,1766,1882,3579,37.2929226666667,32.98058,32.98058,1.12690609361779
"NR1H2","Nr1h2",64.682972,56.575332,91.511017,291,288,606,70.923107,3.47896,3.47896,16.0579927036634
"NR1H3","Nr1h3",1.697502,1.311954,2.642164,29,10,55,1.88387333333333,12.27125,12.27125,0.217302313899093
"NR1H4","Nr1h4",0,0,0.14319,0,0,7,0.04773,0.18976,0.18976,0.880622982786444
"NR1I2","Nr1i2",0,0,0,0,0,0,0,0.41748,0.41748,0.705477325958744
"NR1I3","Nr1i3",0.122239,0.050649,0.091392,5,2,7,0.0880933333333333,16.3448,16.3448,0.06273311501622
"NR2C1","Nr2c1",2.037609,2.571314,2.398469,102,112,203,2.33579733333333,100.0297,100.0297,0.0330179871199591
"NR2C2","Nr2c2",19.799031,22.478689,20.332871,2052,2098,3766,20.870197,8.60253,8.60253,2.27754529275097
"NR2C2AP","Nr2c2ap",7.103528,9.16254,7.979251,91,114,190,8.081773,4.46572,4.46572,1.66158767737828
"NR2E1","Nr2e1",4.569789,3.610675,4.268777,123,150,286,4.149747,0,0,5.149747
"NR2E3","Nr2e3",0,0,0,0,0,0,0,0.40482,0.40482,0.711834968180977
"NR2F1","Nr2f1",15.694693,17.054084,17.261499,353,447,848,16.670092,0.11386,0.11386,15.8638356705511
"NR2F2","Nr2f2",2.766791,5.471963,2.704988,80,121,171,3.647914,44.70785,44.70785,0.101687434434129
"NR2F6","Nr2f6",13.178413,20.429368,17.564932,104,122,285,17.057571,6.79347,6.79347,2.31701296085056
"NR3C1","Nr3c1",15.948975,21.043343,19.997054,1322,1501,2451,18.9964573333333,23.16357,23.16357,0.827545653781016
"NR3C2","Nr3c2",13.852448,8.81738,11.053433,442,472,892,11.241087,13.57428,13.57428,0.839910239133597
"NR4A1","Nr4a1",30.543239,25.721132,23.180362,830,659,1330,26.4815776666667,5.27537,5.27537,4.37927606924638
"NR4A2","Nr4a2",4.888798,25.490743,17.457745,217,337,488,15.945762,0.97411,0.97411,8.584000891541
"NR4A3","Nr4a3",5.790435,4.469018,4.668006,398,319,649,4.97581966666667,1.70785,1.70785,2.20685033021278
"NR5A1","Nr5a1",0.025566,0.051005,0,1,2,0,0.0255236666666667,0,0,1.02552366666667
"NR5A2","Nr5a2",0,0,0.054936,0,0,5,0.018312,1.29038,1.29038,0.444603952182607
"NR6A1","Nr6a1",1.97939,1.585401,2.815364,116,124,245,2.12671833333333,1.17652,1.17652,1.43656770134588
"NRADDP","Nradd",1.598304,1.953844,2.447377,16,14,18,1.99984166666667,0,0,2.99984166666667
"NRAP","Nrap",0.152237,0.197905,0.201351,11,14,22,0.183831,710.2779,710.2779,0.00166437197050548
"NRARP","Nrarp",4.292633,5.508411,5.31701,131,175,338,5.03935133333333,3.02354,3.02354,1.50100442230805
"NRAS","Nras",59.147162,54.092847,56.628218,592,591,1076,56.6227423333333,13.42247,13.42247,3.99534492589226
"NRBF2","Nrbf2",7.848596,8.54436,7.90405,174,195,337,8.099002,14.82671,14.82671,0.574914306258218
"NRBP1","Nrbp1",70.826647,50.473995,53.79695,654,700,1254,58.365864,70.86966,70.86966,0.826021216741529
"NRBP2","Nrbp2",62.518273,54.568902,66.363396,996,937,2021,61.1501903333333,23.83406,23.83406,2.50261899718908
"NRCAM","Nrcam",135.342996,132.65175,121.551487,4187,4310,7593,129.848744333333,0.51868,0.51868,86.1595229629239
"NREP","Nrep",20.961454,25.078487,21.867505,579,684,1118,22.6358153333333,69.55397,69.55397,0.335003336216705
"NRF1","Nrf1",5.648775,4.727976,4.152402,168,133,288,4.843051,13.0303,13.0303,0.416459448479363
"NRG2","Nrg2",11.371489,8.929992,8.005293,46,49,117,9.43559133333333,1.29038,1.29038,4.55627072072465
"NRG3","Nrg3",8.48069,10.505255,8.770871,410,486,823,9.252272,0.08856,0.08856,9.41819651649886
"NRG4","Nrg4",1.187089,0.623523,0.974921,21,15,36,0.928511,1.73316,1.73316,0.705597550088542
"NRGN","Nrgn",466.042555,745.369298,706.909292,6161,8380,15778,639.440381666667,1.23978,1.23978,285.938967964116
"NRIP1","Nrip1",5.334866,5.803238,5.543449,605,534,1063,5.56051766666667,7.21094,7.21094,0.798997150955514
"NRIP2","Nrip2",6.928251,6.912701,6.538082,143,145,253,6.79301133333333,6.09767,6.09767,1.09796754897499
"NRIP3","Nrip3",22.892038,23.572748,20.120753,1249,1260,1909,22.1951796666667,0.60724,0.60724,14.43168392192
"NRK","Nrk",0,0.044107,0.037403,0,1,3,0.02717,3.15004,3.15004,0.247508457749805
"NRL","Nrl",0.186452,0.136267,0.1573,5,5,12,0.160006333333333,0.48073,0.48073,0.783401655489747
"NRM","Nrm",7.498448,1.631053,3.385367,23,22,31,4.17162266666667,3.64342,3.64342,1.11375293784897
"NRN1","Nrn1",93.850208,90.852678,79.640145,1579,1440,2407,88.1143436666667,15.67431,15.67431,5.34440967372363
"NRN1L","Nrn1l",2.30091,2.517175,1.766526,12,13,19,2.19487033333333,0,0,3.19487033333333
"NRP1","Nrp1",5.72624,4.500986,4.881544,285,219,461,5.03625666666667,134.55367,134.55367,0.0445303817053914
"NRP2","Nrp2",5.320584,5.805554,5.500683,488,529,974,5.54227366666667,2.71992,2.71992,1.75871353864241
"NRSN1","Nrsn1",141.464638,147.335242,128.43808,3842,3909,6725,139.07932,0,0,140.07932
"NRSN2","Nrsn2",35.932304,42.939201,34.591595,649,758,1188,37.8210333333333,8.65313,8.65313,4.02160059310641
"NRTN","Nrtn",0,0.448503,0.877223,0,3,14,0.441908666666667,1.22713,1.22713,0.64742905293659
"NRXN1","Nrxn1",137.088693,155.951133,149.67418,4761,4941,8369,147.571335333333,5.23742,5.23742,23.8193572556174
"NRXN2","Nrxn2",114.934179,134.302668,129.392005,2877,3260,5891,126.209617333333,0.29097,0.29097,98.5380119858195
"NRXN3","Nrxn3",33.425606,37.29152,31.618391,3090,3106,5343,34.111839,1.32833,1.32833,15.0802674019576
"NSA2","Nsa2",23.087494,22.550911,23.744106,434,454,813,23.1275036666667,191.74783,191.74783,0.125176525549816
"NSD1","Nsd1",12.619387,12.830086,12.29672,1968,1939,3757,12.5820643333333,13.33392,13.33392,0.947547100397751
"NSDHL","Nsdhl",6.978708,7.799405,7.490542,199,218,406,7.422885,18.40688,18.40688,0.434015411029491
"NSF","Nsf",357.110634,542.539803,421.060173,7986,8726,14733,440.23687,18.7864,18.7864,22.3000075809647
"NSFL1C","Nsfl1c",53.709306,50.660436,49.674285,605,625,1173,51.348009,57.94056,57.94056,0.888149162478266
"NSG1","Nsg1",198.175529,214.045056,197.53727,2515,2585,4594,203.252618333333,9.75375,9.75375,18.9936178852338
"NSL1","Nsl1",0.386775,0.089473,0.292212,9,6,21,0.256153333333333,38.63547,38.63547,0.0316926564345858
"NSMAF","Nsmaf",19.198147,17.368237,18.283389,409,356,753,18.2832576666667,30.93115,30.93115,0.603901133115051
"NSMCE1","Nsmce1",6.323997,6.896401,5.883459,75,67,112,6.36795233333333,34.51132,34.51132,0.207481792660293
"NSMCE2","Nsmce2",10.665224,9.689965,11.945836,228,204,432,10.7670083333333,44.58134,44.58134,0.258154067724497
"NSRP1","Nsrp1",28.306844,28.676199,16.366528,164,151,326,24.449857,63.15268,63.15268,0.396707620009016
"NSUN2","Nsun2",27.185219,31.307236,25.8131,720,747,1260,28.1018516666667,52.65254,52.65254,0.542413307304121
"NSUN3","Nsun3",9.341136,12.86144,4.215257,140,153,186,8.80594433333333,5.98382,5.98382,1.4040946549787
"NSUN4","Nsun4",11.728326,17.009582,13.107237,109,112,170,13.9483816666667,10.10797,10.10797,1.34573478922491
"NSUN5","Nsun5",5.125164,4.584187,8.788076,66,55,147,6.165809,2.22654,2.22654,2.22089575830456
"NSUN6","Nsun6",2.827957,3.5129,1.867565,75,76,137,2.73614066666667,16.3195,16.3195,0.215718737069007
"NSUN7","Nsun7",2.472852,1.956239,2.720076,107,76,205,2.38305566666667,0.32892,0.32892,2.54571807683432
"NT5C","Nt5c",30.783617,53.605116,39.457478,127,173,302,41.2820703333333,4.99706,4.99706,7.05046645078311
"NT5C1A","Nt5c1a",2.079313,1.973078,1.919984,30,28,53,1.99079166666667,1.84701,1.84701,1.05050269112742
"NT5C1B","Nt5c1b",0.123581,0,0.08269,2,0,3,0.068757,0.46808,0.46808,0.727996430712223
"NT5C2","Nt5c2",57.201785,53.617714,45.97359,883,940,1662,52.264363,68.87083,68.87083,0.762326181040071
"NT5DC1","Nt5dc1",0.808865,0.69934,0.705951,16,12,31,0.738052,39.34392,39.34392,0.0430808905034513
"NT5DC3","Nt5dc3",41.993729,43.108458,34.211425,1352,1326,2295,39.771204,1.60665,1.60665,15.6412268620643
"NT5E","Nt5e",2.09811,4.400677,4.020512,111,104,216,3.506433,3.93439,3.93439,0.913270535973038
"NT5M","Nt5m",14.415026,17.7218,15.44857,218,272,467,15.8617986666667,2.65666,2.65666,4.61125690292963
"NTAN1","Ntan1",32.349721,37.243192,37.859722,257,296,582,35.817545,72.19799,72.19799,0.502985737723126
"NTF3","Ntf3",0.608007,0.500402,0.288794,10,9,9,0.465734333333333,1.11327,1.11327,0.693585927653983
"NTHL1","Nthl1",3.170576,1.553772,1.986193,29,18,46,2.236847,0.8476,0.8476,1.75191978783286
"NTM","Ntm",86.865353,98.055951,81.146491,2499,2531,4422,88.689265,1.89762,1.89762,30.9527353483203
"NTMT1","Ntmt1",14.948054,19.115935,15.246115,149,170,285,16.4367013333333,16.2689,16.2689,1.00971696711043
"NTN1","Ntn1",2.125124,2.338549,2.315399,163,183,337,2.25969066666667,3.88379,3.88379,0.6674510301767
"NTN3","Ntn3",2.852072,4.157722,1.726842,72,78,142,2.912212,0,0,3.912212
"NTN4","Ntn4",2.771374,3.06967,2.737618,131,118,209,2.859554,67.4666,67.4666,0.0563713401863098
"NTN5","Ntn5",1.085565,1.310687,0.952838,17,24,36,1.11636333333333,0,0,2.11636333333333
"NTNG1","Ntng1",5.357181,7.357639,4.829929,242,277,391,5.84824966666667,0.12651,0.12651,6.07917343535935
"NTNG2","Ntng2",9.504852,11.339473,13.029374,175,200,419,11.291233,0.96146,0.96146,6.26636943909129
"NTPCR","Ntpcr",13.490659,15.004243,15.246487,109,132,240,14.580463,51.3242,51.3242,0.29776782062602
"NTRK1","Ntrk1",0.884815,0.764876,0.916708,30,26,61,0.855466333333333,0.12651,0.12651,1.64709264305983
"NTRK2","Ntrk2",80.27644,72.18965,75.812201,8386,7454,14757,76.0927636666667,3.51692,3.51692,17.0675512664972
"NTRK3","Ntrk3",128.668558,71.321737,144.60248,2802,2470,5170,114.864258333333,2.17593,2.17593,36.4819937257223
"NTS","Nts",9.533532,7.109218,5.439522,141,100,149,7.36075733333333,0,0,8.36075733333333
"NTSR1","Ntsr1",1.685657,1.675042,1.051215,92,90,110,1.470638,0,0,2.470638
"NTSR2","Ntsr2",39.919072,37.234264,37.115813,803,746,1537,38.0897163333333,0,0,39.0897163333333
"NUAK1","Nuak1",14.257219,16.119067,17.191705,1001,898,1669,15.855997,26.70579,26.70579,0.608392577869103
"NUAK2","Nuak2",0.329527,0.229872,0.305425,13,9,23,0.288274666666667,0.12651,0.12651,1.14359807428844
"NUB1","Nub1",21.182317,23.542384,21.211063,961,1049,1847,21.978588,112.50336,112.50336,0.202448526633925
"NUBP1","Nubp1",5.756085,4.395776,5.413189,116,128,237,5.18835,26.36422,26.36422,0.226147502103111
"NUBP2","Nubp2",10.369871,10.77181,10.272544,141,156,303,10.4714083333333,0.44278,0.44278,7.95090612105334
"NUBPL","Nubpl",1.182419,3.154837,2.846624,46,70,71,2.39462666666667,54.96763,54.96763,0.0606533931607729
"NUCB1","Nucb1",36.486745,35.21523,32.726229,619,578,1040,34.8094013333333,77.72638,77.72638,0.45485898542945
"NUCB2","Nucb2",9.871465,11.207097,11.272869,149,156,262,10.7838103333333,161.00645,161.00645,0.0727366739616437
"NUCKS1","Nucks1",22.394214,22.378341,21.393449,1808,1753,3153,22.0553346666667,169.48247,169.48247,0.135235808506685
"NUDC","Nudc",631.592988,467.684054,508.703387,786,787,1499,535.993476333333,57.29537,57.29537,9.2115973589898
"NUDCD1","Nudcd1",4.721092,5.79787,6.058796,214,248,461,5.52591933333333,13.44778,13.44778,0.451690109714664
"NUDCD2","Nudcd2",12.672755,12.701218,15.00107,120,118,250,13.4583476666667,26.55398,26.55398,0.524728103405267
"NUDCD3","Nudcd3",30.896712,36.535691,34.700779,1322,1496,2773,34.044394,47.20005,47.20005,0.727061361969542
"NUDT1","Nudt1",28.537504,29.358965,5.009345,25,30,52,20.9686046666667,3.70668,3.70668,4.66753734408684
"NUDT11","Nudt10",9.691158,9.850467,7.602861,199,205,317,9.048162,0.18976,0.18976,8.44553691500807
"NUDT12","Nudt12",2.979037,3.152279,2.610663,82,91,140,2.913993,19.17858,19.17858,0.193967712296901
"NUDT13","Nudt13",10.520119,12.757834,11.11166,102,101,173,11.4632043333333,14.44719,14.44719,0.80682663535137
"NUDT14","Nudt14",24.796476,25.538681,25.826443,362,356,717,25.3872,0.53133,0.53133,17.2315568819262
"NUDT15","Nudt15",1.785224,2.264087,1.771921,89,72,122,1.94041066666667,30.81729,30.81729,0.0924154969410238
"NUDT16","Nudt16",7.130937,14.876608,12.853298,79,117,209,11.620281,76.10708,76.10708,0.163672142687805
"NUDT16L1","Nudt16l1",20.133793,22.992208,23.349477,310,343,668,22.1584926666667,9.91821,9.91821,2.12108877431984
"NUDT17","Nudt17",3.39102,3.307753,3.834763,29,36,74,3.51117866666667,10.18388,10.18388,0.40336436609358
"NUDT18","Nudt18",11.555025,15.899655,13.373458,253,355,584,13.6093793333333,0.61989,0.61989,9.01874777505468
"NUDT19","Nudt19",41.220083,50.890437,37.287699,451,534,848,43.1327396666667,20.65872,20.65872,2.03764302168672
"NUDT2","Nudt2",12.7684,11.170951,10.478577,115,98,179,11.4726426666667,19.20388,19.20388,0.617338979773522
"NUDT21","Nudt21",20.907368,18.173538,16.35371,899,801,1624,18.4782053333333,41.10238,41.10238,0.462639055876018
"NUDT22","Nudt22",2.23963,3.824079,4.099543,22,41,67,3.38775066666667,9.57664,9.57664,0.414852984186534
"NUDT3","Nudt3",244.488192,258.896777,237.042584,2648,2643,4789,246.809184333333,73.76668,73.76668,3.31443343924504
"NUDT4","Nudt4",47.115718,50.336996,40.741506,1898,2011,3215,46.06474,259.84697,259.84697,0.180430464651362
"NUDT5","Nudt5",8.164894,8.622885,8.253326,214,209,376,8.347035,19.17858,19.17858,0.46321569704112
"NUDT6","Nudt6",2.876515,2.727161,2.592211,15,8,32,2.73196233333333,43.67048,43.67048,0.0835442630867932
"NUDT7","Nudt7",3.497351,3.216829,3.239272,41,36,82,3.31781733333333,39.17946,39.17946,0.107463299241287
"NUDT8","Nudt8",1.936942,3.625088,3.379864,17,31,57,2.98063133333333,0.99941,0.99941,1.99090298304667
"NUDT9","Nudt9",19.835034,27.809965,21.357919,327,324,588,23.0009726666667,54.70196,54.70196,0.430882013248127
"NUF2","Nuf2",0.991685,0.931044,0.774675,27,19,41,0.899134666666667,0.48073,0.48073,1.28256648184792
"NUFIP1","Nufip1",2.319372,2.841799,2.478056,127,153,261,2.546409,4.84525,4.84525,0.606716393652966
"NUFIP2","Nufip2",7.167667,5.941355,7.276963,518,418,903,6.79532833333333,19.43159,19.43159,0.381533122646516
"NUGGC","Nuggc",0,0.029432,0,0,1,0,0.00981066666666667,0.06325,0.06325,0.949739634767615
"NUMA1","Numa1",23.253239,24.880632,22.012623,1021,1044,2006,23.3821646666667,44.21447,44.21447,0.539255788393996
"NUMB","Numb",20.45542,20.220779,16.426003,492,461,882,19.0340673333333,37.25654,37.25654,0.523676927744468
"NUMBL","Numbl",22.386015,24.161794,23.202697,653,637,1523,23.2501686666667,1.23978,1.23978,10.8270315239294
"NUP107","Nup107",6.120013,12.898392,9.729633,139,151,253,9.58267933333333,27.98352,27.98352,0.365127470139353
"NUP133","Nup133",6.997679,6.567792,7.056762,303,366,694,6.87407766666667,53.51279,53.51279,0.144444591198995
"NUP155","Nup155",5.490853,5.279094,5.927619,302,266,548,5.56585533333333,10.6393,10.6393,0.56411084286283
"NUP160","Nup160",27.136271,44.207314,28.492859,170,170,333,33.2788146666667,17.0153,17.0153,1.90276124553389
"NUP188","Nup188",4.543789,3.201133,4.777571,222,201,414,4.17416433333333,12.03089,12.03089,0.397069143652762
"NUP210","Nup210",17.585939,14.009062,15.799592,345,307,674,15.7981976666667,0.64519,0.64519,10.2104909868566
"NUP210L","Nup210l",0.086479,0.050454,0.045295,7,4,7,0.0607426666666667,0.12651,0.12651,0.941618509082624
"NUP214","Nup214",26.394918,20.388866,27.998667,425,452,795,24.9274836666667,27.38893,27.38893,0.913295558045572
"NUP35","Nup35",7.947644,7.918519,6.079003,133,135,216,7.31505533333333,16.11709,16.11709,0.485775054833113
"NUP37","Nup37",3.02234,1.892383,2.357026,37,23,56,2.42391633333333,30.0456,30.0456,0.110286685821287
"NUP43","Nup43",1.984422,4.022625,3.318758,29,41,81,3.10860166666667,29.08414,29.08414,0.136570354567778
"NUP50","Nup50",6.437051,7.037542,6.621826,431,422,755,6.69880633333333,11.81583,11.81583,0.600726315293924
"NUP54","Nup54",17.814472,14.943489,16.078669,159,125,275,16.2788766666667,30.9691,30.9691,0.540486803402869
"NUP62","Nup62",10.451437,6.537507,7.10929,230,216,425,8.03274466666667,9.47543,9.47543,0.862279129989572
"NUP85","Nup85",29.300285,26.23166,31.410204,271,261,531,28.9807163333333,49.78081,49.78081,0.590394606413985
"NUP88","Nup88",30.023022,30.276511,32.396092,507,556,1010,30.8985416666667,90.09884,90.09884,0.35015310476694
"NUP93","Nup93",8.135835,13.684841,9.891346,237,266,454,10.570674,25.25095,25.25095,0.440771629217228
"NUP98","Nup98",6.497277,6.195001,6.000033,519,493,947,6.23077033333333,31.23477,31.23477,0.224315865549322
"NUPR1","Nupr1",10.901081,11.764363,9.646494,35,45,89,10.770646,14.6243,14.6243,0.753355094308225
"NUS1","Nus1",21.896393,25.234722,21.617195,1200,1208,2211,22.9161033333333,20.29185,20.29185,1.12325154147401
"NUSAP1","Nusap1",1.087885,0.962666,1.113188,52,46,86,1.05457966666667,0.96146,0.96146,1.04747467022864
"NUTF2","Nutf2",3.777156,4.080701,8.212723,16,12,55,5.35686,74.61429,74.61429,0.0840695588095848
"NVL","Nvl",15.905265,13.201104,17.096215,758,559,1495,15.4008613333333,19.92497,19.92497,0.783793780030907
"NWD1","Nwd1",9.298213,9.514592,8.277586,1172,1033,2027,9.03013033333333,0.01265,0.01265,9.90483418094439
"NXF1","Nxf1",53.346683,54.28487,54.895142,708,614,1418,54.175565,67.85877,67.85877,0.801285950939873
"NXN","Nxn",3.577895,2.7936,2.94938,125,90,200,3.10695833333333,5.6549,5.6549,0.617132989726868
"NXNL1","Nxnl1",0.034452,0.02797,0,1,1,0,0.0208073333333333,0,0,1.02080733333333
"NXNL2","Nxnl2",0.026511,0,0.043549,1,0,3,0.0233533333333333,0,0,1.02335333333333
"NXPE2","Nxpe2",0.378473,0.360757,0.258473,8,4,12,0.332567666666667,0.10121,0.10121,1.21009404806228
"NXPE4","Nxpe4",2.647528,3.200647,3.284631,134,142,306,3.04426866666667,0.0506,0.0506,3.84948473887937
"NXPH1","Nxph1",8.503451,10.419662,8.363929,308,368,571,9.09568066666667,0,0,10.0956806666667
"NXPH2","Nxph2",0.595129,0.622536,0.806584,21,21,53,0.674749666666667,0,0,1.67474966666667
"NXPH3","Nxph3",7.307741,8.091899,6.792585,189,212,351,7.39740833333333,1.23978,1.23978,3.74921123205553
"NXT1","Nxt1",4.323777,5.861458,4.42524,46,63,92,4.87015833333333,6.13563,6.13563,0.822654528518622
"NXT2","Nxt2",10.235224,11.061487,9.992208,319,300,569,10.4296396666667,2.92233,2.92233,2.91399236338265
"NYAP1","Nyap1",15.140426,18.105622,17.087445,639,747,1417,16.777831,0.0506,0.0506,16.9215981343994
"NYAP2","Nyap2",5.638934,7.099832,5.967076,579,649,1092,6.23528066666667,0,0,7.23528066666667
"NYNRIN","Nynrin",1.278287,1.379224,2.069138,138,144,290,1.57554966666667,4.9085,4.9085,0.435905841866238
"NYX","Nyx",0.267211,0.101763,0.109582,18,7,15,0.159518666666667,0,0,1.15951866666667
"OACYLP","Oacyl",0.421133,0.647955,0.444351,12,15,24,0.504479666666667,0.34157,0.34157,1.12143210318259
"OAF","Oaf",16.568893,13.663589,14.415248,114,108,232,14.8825766666667,9.7158,9.7158,1.48216434299508
"OAS1","Oas1c",1.193628,0.534691,0.325724,19,16,19,0.684681,7.62842,7.62842,0.195247913291194
"OAS2","Oas2",0.147221,0.075364,0.106332,8,4,11,0.109639,12.72668,12.72668,0.0808381196327153
"OAS3","Oas3",0.131064,0.064621,0.12532,5,3,12,0.107001666666667,5.95852,5.95852,0.159085792189527
"OASL","Oasl1",0.256003,0.316538,0.081437,6,3,1,0.217992666666667,0.12651,0.12651,1.08120892550147
"OAT","Oat",32.990296,30.871847,29.182314,816,840,1463,31.014819,77.81493,77.81493,0.406202466969139
"OAZ1","Oaz1",327.024834,336.595391,332.784329,1630,1652,3241,332.134851333333,162.32213,162.32213,2.03974104019666
"OAZ2","Oaz2",74.877547,98.99265,83.034484,1434,1607,2803,85.6348936666667,102.11708,102.11708,0.84016046290941
"OAZ3","Oaz3",1.551744,0.713092,1.524136,8,7,15,1.26299066666667,0.70844,0.70844,1.32459475701029
"OBP2B","Obp2a",0,0,0,0,0,0,0,0,0,1
"OBSCN","Obscn",0.513904,0.754602,1.238126,58,85,147,0.835544,13.28332,13.28332,0.128509618212012
"OBSL1","Obsl1",7.169064,4.878369,11.672321,121,105,376,7.90658466666667,22.7461,22.7461,0.375075682603319
"OC90","Oc90",0,0,0.02573,0,0,1,0.00857666666666667,0,0,1.00857666666667
"OCA2","Oca2",0.027282,0.331598,0.073297,1,5,6,0.144059,0.0253,0.0253,1.11582853798888
"OCEL1","Ocel1",3.716897,5.188884,8.091438,164,163,370,5.66573966666667,6.08502,6.08502,0.940821573780549
"OCIAD1","Ociad1",221.930515,233.129737,217.728793,2753,2766,4976,224.263015,338.90168,338.90168,0.66272992531252
"OCIAD2","Ociad2",59.588411,53.871467,55.24207,816,701,1504,56.2339826666667,19.96293,19.96293,2.73024728254431
"OCLN","Ocln",4.773432,3.886767,4.973817,107,114,203,4.544672,1.35363,1.35363,2.35579594073835
"OCM2","Ocm",3.323723,3.382926,1.731625,4,4,7,2.812758,0,0,3.812758
"OCRL","Ocrl",18.638859,17.600264,21.088083,845,868,1777,19.1090686666667,18.6346,18.6346,1.02416492654124
"OCSTAMP","Ocstamp",0.140327,0.094758,0.114456,7,5,11,0.116513666666667,0,0,1.11651366666667
"ODAM","Odam",0,0,0,0,0,0,0,0,0,1
"ODC1","Odc1",31.945932,31.83919,31.346168,603,561,1034,31.71043,64.11414,64.11414,0.502355248798494
"ODF1","Odf1",0,0,0.041103,0,0,1,0.013701,0,0,1.013701
"ODF2","Odf2",31.717081,24.42187,31.011889,680,646,1476,29.05028,19.12798,19.12798,1.49296054546954
"ODF2L","Odf2l",16.537532,13.798915,14.828377,182,114,294,15.0549413333333,22.05031,22.05031,0.696517371494498
"ODF3","Odf3",0.126948,0.155875,0.053371,2,3,2,0.112064666666667,0,0,1.11206466666667
"ODF3B","Odf3b",0.449422,3.535658,3.957676,4,17,17,2.64758533333333,0.31627,0.31627,2.77115282832043
"ODF3L1","Odf3l1",0.159995,0,0,2,0,0,0.0533316666666667,0.16446,0.16446,0.904566637468583
"ODF3L2","Odf3l2",0.277778,0.068565,0.210641,4,1,6,0.185661333333333,0,0,1.18566133333333
"ODF4","Odf4",0,0.38661,0.705124,0,5,12,0.363911333333333,0,0,1.36391133333333
"OFCC1","Ofcc1",0.027013,0,0,1,0,0,0.00900433333333333,0,0,1.00900433333333
"OFD1","Ofd1",1.587742,1.85724,1.419385,99,114,170,1.62145566666667,19.57075,19.57075,0.127436076305758
"OGDH","Ogdh",47.37355,50.961392,46.38008,2697,2804,4791,48.2383406666667,217.49217,217.49217,0.225355172529371
"OGFOD1","Ogfod1",33.727917,28.811302,28.594929,1359,1326,2461,30.3780493333333,43.03795,43.03795,0.712522933818067
"OGFOD2","Ogfod2",11.558689,11.121321,11.970004,187,182,349,11.5500046666667,2.04943,2.04943,4.11552475927195
"OGFR","Ogfr",10.982135,12.112875,12.801772,299,329,598,11.965594,11.411,11.411,1.04468568205624
"OGFRL1","Ogfrl1",24.692599,33.157422,27.892087,1632,1707,2914,28.5807026666667,8.00794,8.00794,3.28384765736302
"OGG1","Ogg1",3.711317,3.149902,2.817892,45,41,85,3.22637033333333,9.48808,9.48808,0.402968925993445
"OGN","Ogn",2.634929,2.771312,4.055074,93,94,268,3.15377166666667,20.15269,20.15269,0.196370847710937
"OGT","Ogt",73.814424,60.3628,75.413537,4123,3579,8151,69.863587,115.34979,115.34979,0.609056423737421
"OIP5","Oip5",0.634505,0.602723,0.462094,8,10,12,0.566440666666667,0.69579,0.69579,0.923723259758972
"OIT3","Oit3",0.054025,0.027706,0.20269,2,1,1,0.094807,0,0,1.094807
"OLA1","Ola1",41.678031,50.831866,47.170614,885,1009,1766,46.5601703333333,154.02322,154.02322,0.306793848904269
"OLAH","Olah",0.089623,0,0,2,0,0,0.0298743333333333,0.21506,0.21506,0.847591339796663
