"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"NTRK1","Ntrk1",0.884815,0.764876,0.916708,30,26,61,0.855466333333333,201.01863,201.01863,0.00918462982019694
"NTRK2","Ntrk2",80.27644,72.18965,75.812201,8386,7454,14757,76.0927636666667,15.11638,15.11638,4.78350371899066
"NTRK3","Ntrk3",128.668558,71.321737,144.60248,2802,2470,5170,114.864258333333,13.59011,13.59011,7.94128751142612
"NTS","Nts",9.533532,7.109218,5.439522,141,100,149,7.36075733333333,0.17772,0.17772,7.09910448437093
"NTSR1","Ntsr1",1.685657,1.675042,1.051215,92,90,110,1.470638,0.11499,0.11499,2.21583870707361
"NTSR2","Ntsr2",39.919072,37.234264,37.115813,803,746,1537,38.0897163333333,5.5824,5.5824,5.93852034718846
"NUAK1","Nuak1",14.257219,16.119067,17.191705,1001,898,1669,15.855997,12.94197,12.94197,1.20901113687664
"NUAK2","Nuak2",0.329527,0.229872,0.305425,13,9,23,0.288274666666667,0.80495,0.80495,0.713745348439938
"NUB1","Nub1",21.182317,23.542384,21.211063,961,1049,1847,21.978588,30.22231,30.22231,0.735966941587602
"NUBP1","Nubp1",5.756085,4.395776,5.413189,116,128,237,5.18835,19.19342,19.19342,0.306453785441
"NUBP2","Nubp2",10.369871,10.77181,10.272544,141,156,303,10.4714083333333,77.45317,77.45317,0.146219819203397
"NUBPL","Nubpl",1.182419,3.154837,2.846624,46,70,71,2.39462666666667,6.60688,6.60688,0.446257423104698
"NUCB1","Nucb1",36.486745,35.21523,32.726229,619,578,1040,34.8094013333333,204.47888,204.47888,0.17427290499799
"NUCB2","Nucb2",9.871465,11.207097,11.272869,149,156,262,10.7838103333333,56.69166,56.69166,0.204255005547307
"NUCKS1","Nucks1",22.394214,22.378341,21.393449,1808,1753,3153,22.0553346666667,42.53704,42.53704,0.529556778932759
"NUDC","Nudc",631.592988,467.684054,508.703387,786,787,1499,535.993476333333,110.52941,110.52941,4.81481500111346
"NUDCD1","Nudcd1",4.721092,5.79787,6.058796,214,248,461,5.52591933333333,7.77772,7.77772,0.743464058244434
"NUDCD2","Nudcd2",12.672755,12.701218,15.00107,120,118,250,13.4583476666667,30.02369,30.02369,0.466042165411873
"NUDCD3","Nudcd3",30.896712,36.535691,34.700779,1322,1496,2773,34.044394,69.2991,69.2991,0.498504162926695
"NUDT1","Nudt1",28.537504,29.358965,5.009345,25,30,52,20.9686046666667,31.94721,31.94721,0.666781941981329
"NUDT11","Nudt10",9.691158,9.850467,7.602861,199,205,317,9.048162,7.76727,7.76727,1.14609929886955
"NUDT12","Nudt12",2.979037,3.152279,2.610663,82,91,140,2.913993,4.33838,4.33838,0.733179916004481
"NUDT13","Nudt13",10.520119,12.757834,11.11166,102,101,173,11.4632043333333,1.74581,1.74581,4.53899007336026
"NUDT14","Nudt14",24.796476,25.538681,25.826443,362,356,717,25.3872,111.25073,111.25073,0.23507374963174
"NUDT15","Nudt15",1.785224,2.264087,1.771921,89,72,122,1.94041066666667,11.0289,11.0289,0.244445515938005
"NUDT16","Nudt16",7.130937,14.876608,12.853298,79,117,209,11.620281,53.58685,53.58685,0.231196359562788
"NUDT16L1","Nudt16l1",20.133793,22.992208,23.349477,310,343,668,22.1584926666667,55.42674,55.42674,0.410416987879623
"NUDT17","Nudt17",3.39102,3.307753,3.834763,29,36,74,3.51117866666667,8.33178,8.33178,0.48342102649941
"NUDT18","Nudt18",11.555025,15.899655,13.373458,253,355,584,13.6093793333333,39.43223,39.43223,0.361330041240202
"NUDT19","Nudt19",41.220083,50.890437,37.287699,451,534,848,43.1327396666667,6.34554,6.34554,6.00810010791129
"NUDT2","Nudt2",12.7684,11.170951,10.478577,115,98,179,11.4726426666667,51.04654,51.04654,0.239644031412399
"NUDT21","Nudt21",20.907368,18.173538,16.35371,899,801,1624,18.4782053333333,22.88365,22.88365,0.815545585927332
"NUDT22","Nudt22",2.23963,3.824079,4.099543,22,41,67,3.38775066666667,71.024,71.024,0.0609206745899515
"NUDT3","Nudt3",244.488192,258.896777,237.042584,2648,2643,4789,246.809184333333,92.01549,92.01549,2.6641711432508
"NUDT4","Nudt4",47.115718,50.336996,40.741506,1898,2011,3215,46.06474,36.54694,36.54694,1.25349069724457
"NUDT5","Nudt5",8.164894,8.622885,8.253326,214,209,376,8.347035,36.86056,36.86056,0.246880526859613
"NUDT6","Nudt6",2.876515,2.727161,2.592211,15,8,32,2.73196233333333,8.68722,8.68722,0.385245956356244
"NUDT7","Nudt7",3.497351,3.216829,3.239272,41,36,82,3.31781733333333,3.51252,3.51252,0.956852785878696
"NUDT8","Nudt8",1.936942,3.625088,3.379864,17,31,57,2.98063133333333,26.98159,26.98159,0.142258940014965
"NUDT9","Nudt9",19.835034,27.809965,21.357919,327,324,588,23.0009726666667,48.75713,48.75713,0.482362480847803
"NUF2","Nuf2",0.991685,0.931044,0.774675,27,19,41,0.899134666666667,1.10812,1.10812,0.900866490838599
"NUFIP1","Nufip1",2.319372,2.841799,2.478056,127,153,261,2.546409,2.50894,2.50894,1.01067815351645
"NUFIP2","Nufip2",7.167667,5.941355,7.276963,518,418,903,6.79532833333333,6.09464,6.09464,1.09876305680533
"NUGGC","Nuggc",0,0.029432,0,0,1,0,0.00981066666666667,0.02091,0.02091,0.989128000182843
"NUMA1","Numa1",23.253239,24.880632,22.012623,1021,1044,2006,23.3821646666667,61.09277,61.09277,0.392673167369835
"NUMB","Numb",20.45542,20.220779,16.426003,492,461,882,19.0340673333333,21.44101,21.44101,0.89274356784001
"NUMBL","Numbl",22.386015,24.161794,23.202697,653,637,1523,23.2501686666667,49.37391,49.37391,0.481403342854797
"NUP107","Nup107",6.120013,12.898392,9.729633,139,151,253,9.58267933333333,6.73233,6.73233,1.3686274814103
"NUP133","Nup133",6.997679,6.567792,7.056762,303,366,694,6.87407766666667,15.03275,15.03275,0.491124583534744
"NUP155","Nup155",5.490853,5.279094,5.927619,302,266,548,5.56585533333333,5.09106,5.09106,1.07794954134967
"NUP160","Nup160",27.136271,44.207314,28.492859,170,170,333,33.2788146666667,5.08061,5.08061,5.63739734445502
"NUP188","Nup188",4.543789,3.201133,4.777571,222,201,414,4.17416433333333,7.48501,7.48501,0.609800617009683
"NUP210","Nup210",17.585939,14.009062,15.799592,345,307,674,15.7981976666667,1.53673,1.53673,6.62198880711257
"NUP210L","Nup210l",0.086479,0.050454,0.045295,7,4,7,0.0607426666666667,0.01045,0.01045,1.04977254358619
"NUP214","Nup214",26.394918,20.388866,27.998667,425,452,795,24.9274836666667,30.14914,30.14914,0.83236595510074
"NUP35","Nup35",7.947644,7.918519,6.079003,133,135,216,7.31505533333333,6.84732,6.84732,1.05960446793725
"NUP37","Nup37",3.02234,1.892383,2.357026,37,23,56,2.42391633333333,8.73949,8.73949,0.351549858702389
"NUP43","Nup43",1.984422,4.022625,3.318758,29,41,81,3.10860166666667,7.51638,7.51638,0.482435220911545
"NUP50","Nup50",6.437051,7.037542,6.621826,431,422,755,6.69880633333333,8.68722,8.68722,0.794738462978371
"NUP54","Nup54",17.814472,14.943489,16.078669,159,125,275,16.2788766666667,14.46824,14.46824,1.11705511853105
"NUP62","Nup62",10.451437,6.537507,7.10929,230,216,425,8.03274466666667,17.06081,17.06081,0.500129543839211
"NUP85","Nup85",29.300285,26.23166,31.410204,271,261,531,28.9807163333333,35.12521,35.12521,0.829911198670771
"NUP88","Nup88",30.023022,30.276511,32.396092,507,556,1010,30.8985416666667,48.85122,48.85122,0.639874844921883
"NUP93","Nup93",8.135835,13.684841,9.891346,237,266,454,10.570674,103.08621,103.08621,0.11116433195137
"NUP98","Nup98",6.497277,6.195001,6.000033,519,493,947,6.23077033333333,16.70538,16.70538,0.408393964621676
"NUPR1","Nupr1",10.901081,11.764363,9.646494,35,45,89,10.770646,119.25844,119.25844,0.0978779202524164
"NUS1","Nus1",21.896393,25.234722,21.617195,1200,1208,2211,22.9161033333333,13.99781,13.99781,1.59463970628601
"NUSAP1","Nusap1",1.087885,0.962666,1.113188,52,46,86,1.05457966666667,1.98625,1.98625,0.688013283103111
"NUTF2","Nutf2",3.777156,4.080701,8.212723,16,12,55,5.35686,310.13675,310.13675,0.0204310805457729
"NVL","Nvl",15.905265,13.201104,17.096215,758,559,1495,15.4008613333333,12.59699,12.59699,1.20621264951532
"NWD1","Nwd1",9.298213,9.514592,8.277586,1172,1033,2027,9.03013033333333,0.11499,0.11499,8.99571326499191
"NXF1","Nxf1",53.346683,54.28487,54.895142,708,614,1418,54.175565,62.54587,62.54587,0.868279323266799
"NXN","Nxn",3.577895,2.7936,2.94938,125,90,200,3.10695833333333,6.66961,6.66961,0.53548463785425
"NXNL1","Nxnl1",0.034452,0.02797,0,1,1,0,0.0208073333333333,0.08363,0.08363,0.942025722186847
"NXNL2","Nxnl2",0.026511,0,0.043549,1,0,3,0.0233533333333333,3.89932,3.89932,0.208876606005187
"NXPE2","Nxpe2",0.378473,0.360757,0.258473,8,4,12,0.332567666666667,0.03136,0.03136,1.29204900972179
"NXPE4","Nxpe4",2.647528,3.200647,3.284631,134,142,306,3.04426866666667,0,0,4.04426866666667
"NXPH1","Nxph1",8.503451,10.419662,8.363929,308,368,571,9.09568066666667,1.93398,1.93398,3.44095074494941
"NXPH2","Nxph2",0.595129,0.622536,0.806584,21,21,53,0.674749666666667,0.21953,0.21953,1.37327467685638
"NXPH3","Nxph3",7.307741,8.091899,6.792585,189,212,351,7.39740833333333,4.80881,4.80881,1.44563315607385
"NXT1","Nxt1",4.323777,5.861458,4.42524,46,63,92,4.87015833333333,16.34995,16.34995,0.338338631139187
"NXT2","Nxt2",10.235224,11.061487,9.992208,319,300,569,10.4296396666667,2.78075,2.78075,3.02311437325046
"NYAP1","Nyap1",15.140426,18.105622,17.087445,639,747,1417,16.777831,30.29549,30.29549,0.568063673072382
"NYAP2","Nyap2",5.638934,7.099832,5.967076,579,649,1092,6.23528066666667,0.96176,0.96176,3.68815791262268
"NYNRIN","Nynrin",1.278287,1.379224,2.069138,138,144,290,1.57554966666667,2.43577,2.43577,0.749628079489217
"NYX","Nyx",0.267211,0.101763,0.109582,18,7,15,0.159518666666667,0.02091,0.02091,1.13576972178416
"OACYLP","Oacyl",0.421133,0.647955,0.444351,12,15,24,0.504479666666667,0.11499,0.11499,1.3493212196223
"OAF","Oaf",16.568893,13.663589,14.415248,114,108,232,14.8825766666667,42.50568,42.50568,0.365069036196346
"OAS1","Oas1c",1.193628,0.534691,0.325724,19,16,19,0.684681,27.18022,27.18022,0.0597823934660553
"OAS2","Oas2",0.147221,0.075364,0.106332,8,4,11,0.109639,7.79863,7.79863,0.126114974717655
"OAS3","Oas3",0.131064,0.064621,0.12532,5,3,12,0.107001666666667,6.16782,6.16782,0.154440494692482
"OASL","Oasl1",0.256003,0.316538,0.081437,6,3,1,0.217992666666667,4.03522,4.03522,0.241894627576683
"OAT","Oat",32.990296,30.871847,29.182314,816,840,1463,31.014819,196.33527,196.33527,0.162235666234424
"OAZ1","Oaz1",327.024834,336.595391,332.784329,1630,1652,3241,332.134851333333,1725.38984,1725.38984,0.192966179257249
"OAZ2","Oaz2",74.877547,98.99265,83.034484,1434,1607,2803,85.6348936666667,114.60644,114.60644,0.749395048119003
"OAZ3","Oaz3",1.551744,0.713092,1.524136,8,7,15,1.26299066666667,7.41184,7.41184,0.269024454419802
"OBP2B","Obp2a",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"OBSCN","Obscn",0.513904,0.754602,1.238126,58,85,147,0.835544,3.38707,3.38707,0.418398612285649
"OBSL1","Obsl1",7.169064,4.878369,11.672321,121,105,376,7.90658466666667,91.73324,91.73324,0.0960452224754216
"OC90","Oc90",0,0,0.02573,0,0,1,0.00857666666666667,0.02091,0.02091,0.987919274634068
"OCA2","Oca2",0.027282,0.331598,0.073297,1,5,6,0.144059,0.35543,0.35543,0.844056129789071
"OCEL1","Ocel1",3.716897,5.188884,8.091438,164,163,370,5.66573966666667,18.68117,18.68117,0.338686148570774
"OCIAD1","Ociad1",221.930515,233.129737,217.728793,2753,2766,4976,224.263015,213.87696,213.87696,1.04833489360609
"OCIAD2","Ociad2",59.588411,53.871467,55.24207,816,701,1504,56.2339826666667,258.89159,258.89159,0.220222526887718
"OCLN","Ocln",4.773432,3.886767,4.973817,107,114,203,4.544672,0.60633,0.60633,3.45176395883785
"OCM2","Ocm",3.323723,3.382926,1.731625,4,4,7,2.812758,0,0,3.812758
"OCRL","Ocrl",18.638859,17.600264,21.088083,845,868,1777,19.1090686666667,10.88254,10.88254,1.69232072155168
"OCSTAMP","Ocstamp",0.140327,0.094758,0.114456,7,5,11,0.116513666666667,0,0,1.11651366666667
"ODAM","Odam",0,0,0,0,0,0,0,0.02091,0.02091,0.979518272913381
"ODC1","Odc1",31.945932,31.83919,31.346168,603,561,1034,31.71043,37.05918,37.05918,0.859462290044084
"ODF1","Odf1",0,0,0.041103,0,0,1,0.013701,0.14636,0.14636,0.884278062737709
"ODF2","Odf2",31.717081,24.42187,31.011889,680,646,1476,29.05028,7.88226,7.88226,3.38317950611669
"ODF2L","Odf2l",16.537532,13.798915,14.828377,182,114,294,15.0549413333333,16.24541,16.24541,0.930968955410937
"ODF3","Odf3",0.126948,0.155875,0.053371,2,3,2,0.112064666666667,0,0,1.11206466666667
"ODF3B","Odf3b",0.449422,3.535658,3.957676,4,17,17,2.64758533333333,29.95051,29.95051,0.117852188326891
"ODF3L1","Odf3l1",0.159995,0,0,2,0,0,0.0533316666666667,0.29271,0.29271,0.814824412796889
"ODF3L2","Odf3l2",0.277778,0.068565,0.210641,4,1,6,0.185661333333333,0.87813,0.87813,0.631298862876017
"ODF4","Odf4",0,0.38661,0.705124,0,5,12,0.363911333333333,0,0,1.36391133333333
"OFCC1","Ofcc1",0.027013,0,0,1,0,0,0.00900433333333333,0,0,1.00900433333333
"OFD1","Ofd1",1.587742,1.85724,1.419385,99,114,170,1.62145566666667,17.5626,17.5626,0.141222440103577
"OGDH","Ogdh",47.37355,50.961392,46.38008,2697,2804,4791,48.2383406666667,54.48589,54.48589,0.8874029175105
"OGFOD1","Ogfod1",33.727917,28.811302,28.594929,1359,1326,2461,30.3780493333333,17.33262,17.33262,1.71159656030253
"OGFOD2","Ogfod2",11.558689,11.121321,11.970004,187,182,349,11.5500046666667,36.49467,36.49467,0.334714365179549
"OGFR","Ogfr",10.982135,12.112875,12.801772,299,329,598,11.965594,41.98298,41.98298,0.301644837095985
"OGFRL1","Ogfrl1",24.692599,33.157422,27.892087,1632,1707,2914,28.5807026666667,27.85972,27.85972,1.02498231676075
"OGG1","Ogg1",3.711317,3.149902,2.817892,45,41,85,3.22637033333333,18.25256,18.25256,0.219522511984553
"OGN","Ogn",2.634929,2.771312,4.055074,93,94,268,3.15377166666667,6.94141,6.94141,0.523052161601865
"OGT","Ogt",73.814424,60.3628,75.413537,4123,3579,8151,69.863587,18.80662,18.80662,3.5777728355469
"OIP5","Oip5",0.634505,0.602723,0.462094,8,10,12,0.566440666666667,0.73178,0.73178,0.904526364010825
"OIT3","Oit3",0.054025,0.027706,0.20269,2,1,1,0.094807,0.02091,0.02091,1.07238346181348
"OLA1","Ola1",41.678031,50.831866,47.170614,885,1009,1766,46.5601703333333,105.69969,105.69969,0.445738598990619
"OLAH","Olah",0.089623,0,0,2,0,0,0.0298743333333333,0.74223,0.74223,0.591124210542427
"OLFM1","Olfm1",339.591305,414.944753,354.858012,6375,7496,12943,369.798023333333,825.96504,825.96504,0.448384158214637
"OLFM2","Olfm2",38.445406,42.326236,37.34203,908,1045,1710,39.371224,6.42917,6.42917,5.43414997906899
"OLFM3","Olfm3",13.338322,14.439422,13.095112,628,617,938,13.6242853333333,7.10867,7.10867,1.8035368726725
"OLFM4","Olfm4",0.291431,0.23823,0.223315,11,9,16,0.250992,0.34498,0.34498,0.930119406980029
"OLFML2A","Olfml2a",0.692058,0.696545,0.709226,55,54,108,0.699276333333333,27.99563,27.99563,0.0586045667341366
"OLFML2B","Olfml2b",1.407296,1.1751,1.405039,60,49,114,1.329145,9.87896,9.87896,0.214096292292646
"OLFML3","Olfml3",3.463864,3.110306,3.389706,201,178,380,3.321292,35.74199,35.74199,0.117611811445161
"OLIG1","Olig1",26.376405,26.235934,25.539288,625,678,1343,26.0505423333333,1.43219,1.43219,11.1218869962188
"OLIG2","Olig2",6.236535,5.440242,6.104223,174,161,366,5.927,0.04182,0.04182,6.6489412758442
"OLIG3","Olig3",0,0,0.01958,0,0,1,0.00652666666666667,0.08363,0.08363,0.928847177234542
"OLR1","Olr1",0,0.405351,0.021446,0,5,2,0.142265666666667,9.10537,9.10537,0.113035511482179
"OMA1","Oma1",3.018134,2.707518,2.632747,57,43,89,2.786133,7.45365,7.45365,0.447869618448836
"OMD","Omd",0.899453,0.730879,0.892584,18,15,38,0.840972,15.18956,15.18956,0.11371352896558
"OMG","Omg",39.445855,45.235623,38.166584,1160,1294,2125,40.949354,17.87622,17.87622,2.22233868857218
"OMP","Omp",0.177598,0.180669,0.13003,5,5,7,0.162765666666667,0.71087,0.71087,0.679634143252653
"ONECUT1","Onecut1",0,0.071292,0.021661,0,2,2,0.0309843333333333,0.29271,0.29271,0.797537215101092
"ONECUT2","Onecut2",0.700855,0.539625,0.617141,163,123,275,0.619207,1.42173,1.42173,0.668615824224831
"ONECUT3","Onecut3",0.091555,0.074459,0.104055,5,4,12,0.090023,0,0,1.090023
"OOEP","Ooep",0.143505,0.077662,0.076311,4,2,4,0.0991593333333333,0.4077,0.4077,0.780819303355355
"OPA1","Opa1",28.115721,28.806564,25.693027,2206,2310,3945,27.5384373333333,31.81131,31.81131,0.869774395881583
"OPA3","Opa3",13.01449,13.680793,11.981083,595,618,1058,12.892122,12.48199,12.48199,1.03042073165757
"OPALIN","Opalin",6.613894,9.079815,6.407057,170,218,306,7.366922,0,0,8.366922
"OPHN1","Ophn1",28.009089,23.189363,27.536895,584,499,1045,26.2451156666667,4.95516,4.95516,4.57504343572073
"OPLAH","Oplah",9.162535,12.511397,11.718407,198,205,414,11.1307796666667,16.79947,16.79947,0.681524768246845
"OPN1LW","Opn1mw",0.318952,0.154036,0.315616,3,1,4,0.262868,0.01045,0.01045,1.24980751150478
"OPN1SW","Opn1sw",0,0,0.032511,0,0,2,0.010837,0.39725,0.39725,0.723447486133476
"OPN3","Opn3",1.345709,1.617332,1.282347,29,36,57,1.41512933333333,7.26548,7.26548,0.292194686011379
"OPN4","Opn4",0.036896,0,0.138327,1,0,5,0.0584076666666667,0.06272,0.06272,0.995942173542106
"OPN5","Opn5",0,0.08213,0.042156,0,2,2,0.0414286666666667,0.02091,0.02091,1.02009840893582
"OPRD1","Oprd1",4.29481,4.11653,3.921771,231,223,419,4.111037,0.5436,0.5436,3.31111492614667
"OPRK1","Oprk1",3.203728,4.001951,3.361898,167,239,367,3.52252566666667,2.74938,2.74938,1.20620627054784
"OPRL1","Oprl1",13.081983,14.231876,11.456118,397,515,803,12.9233256666667,4.67291,4.67291,2.45435335069068
"OPRM1","Oprm1",16.20994,9.180128,11.130655,35,30,72,12.1735743333333,0.59587,0.59587,8.25479163925215
"OPTC","Optc",0.651246,0.293693,0.441378,14,4,15,0.462105666666667,0.02091,0.02091,1.4321592174302
"OPTN","Optn",5.074279,5.163021,4.472808,150,157,284,4.90336933333333,158.22024,158.22024,0.0370767518836383
"OR10H3","Olfr63",0.370916,0.291459,0.317802,38,29,61,0.326725666666667,0,0,1.32672566666667
"OR1J1","Olfr3",0,0,0,0,0,0,0,0,0,1
"OR1M1","Olfr24",0,0,0.011025,0,0,1,0.003675,0,0,1.003675
"OR2A7","Olfr13",0,0,0.021011,0,0,2,0.00700366666666667,0.08363,0.08363,0.929287364383292
"OR2B6","Olfr11",0,0,0.014897,0,0,1,0.00496566666666667,0.01045,0.01045,0.994572385240899
"OR2C1","Olfr15",0,0.011686,0.011998,0,1,2,0.00789466666666667,0.07318,0.07318,0.939166464774471
"OR2V1","Olfr56",0.178768,0.122807,0.168477,7,4,10,0.156684,0,0,1.156684
"OR2Y1","Olfr10",0,0,0.050502,0,0,2,0.016834,0,0,1.016834
"OR4C3","Olfr140",0,0,0.010981,0,0,1,0.00366033333333333,0,0,1.00366033333333
"OR4E2","Olfr1509",0,0,0.016302,0,0,1,0.005434,0,0,1.005434
"OR5AP2","Olfr1020",0.08493,0,0,3,0,0,0.02831,0,0,1.02831
"OR5AR1","Olfr1019",0,0,0.012598,0,0,1,0.00419933333333333,0,0,1.00419933333333
"OR5B21","Olfr1444",0,0,0,0,0,0,0,0,0,1
"OR5H15","Olfr183",0,0.078117,0,0,2,0,0.026039,0,0,1.026039
"OR5H6","Olfr187",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"OR5J2","Olfr1052",0,0,0,0,0,0,0,0,0,1
"OR5K4","Olfr180",0,0,0,0,0,0,0,0,0,1
"OR5P2","Olfr502",0,0,0,0,0,0,0,0,0,1
"OR5P3","Olfr480",0,0,0,0,0,0,0,0,0,1
"OR5T2","Olfr1086",0,0,0,0,0,0,0,0,0,1
"OR7A17","Olfr19",0,0,0,0,0,0,0,0,0,1
"OR8A1","Olfr151",0,0,0,0,0,0,0,0,0,1
"OR8B3","Olfr147",0.229826,0.260631,0.155406,17,18,21,0.215287666666667,0.01045,0.01045,1.20271925049895
"OR8B8","Olfr145",0,0,0.022012,0,0,4,0.00733733333333333,0,0,1.00733733333333
"OR8U1","Olfr1044",0.145655,0.149524,0.09613,4,4,5,0.130436333333333,0,0,1.13043633333333
"ORAI1","Orai1",1.615434,1.860476,1.726524,27,33,63,1.73414466666667,13.8201,13.8201,0.184488948567598
"ORAI2","Orai2",12.183691,15.366013,13.627936,652,760,1327,13.72588,17.5626,17.5626,0.793309126954198
"ORAI3","Orai3",3.894147,5.069497,4.857141,98,128,242,4.60692833333333,10.6421,10.6421,0.481607985959005
"ORC1","Orc1",0.691398,0.482926,0.382196,6,5,20,0.51884,0.86768,0.86768,0.813222821896685
"ORC2","Orc2",11.271419,17.024695,11.540719,339,363,582,13.2789443333333,2.78075,2.78075,3.77674914589257
"ORC3","Orc3",27.012899,24.033498,25.04888,459,439,844,25.3650923333333,42.38023,42.38023,0.607767463043265
"ORC4","Orc4",57.134992,61.301171,54.373553,616,572,1093,57.6032386666667,27.96426,27.96426,2.02329486983844
"ORC5","Orc5",7.32475,9.569648,7.816788,184,252,372,8.237062,15.8168,15.8168,0.549275843204415
"ORC6","Orc6",16.560979,13.564625,14.558806,151,147,310,14.8948033333333,6.35599,6.35599,2.16079730034072
"ORM2","Orm3",0,0,0,0,0,0,0,0,0,1
"ORMDL1","Ormdl1",3.142027,3.519369,3.820458,78,85,180,3.49395133333333,57.28754,57.28754,0.0770996911747062
"ORMDL2","Ormdl2",4.153735,3.639763,2.893794,33,29,67,3.56243066666667,85.75359,85.75359,0.0525906843355608
"ORMDL3","Ormdl3",18.840767,16.461308,15.907582,534,464,877,17.0698856666667,49.96979,49.96979,0.35452148550478
"OS9","Os9",33.924064,32.051041,30.107136,1044,1054,1933,32.0274136666667,143.33384,143.33384,0.228826543149317
"OSBP","Osbp",13.037671,14.182068,12.24905,799,856,1446,13.156263,12.80606,12.80606,1.02536589005118
"OSBP2","Osbp2",39.323057,43.056045,38.053008,855,1017,1758,40.1440366666667,6.08419,6.08419,5.80786747202809
"OSBPL10","Osbpl10",13.705342,14.744604,10.514242,253,275,507,12.9880626666667,8.94856,8.94856,1.40603893092736
"OSBPL11","Osbpl11",4.23142,4.077448,3.755193,231,209,400,4.02135366666667,4.17112,4.17112,0.971037931176741
"OSBPL1A","Osbpl1a",120.84971,125.479097,110.141904,2905,3244,5503,118.823570333333,47.52357,47.52357,2.46938900689569
"OSBPL2","Osbpl2",20.561091,17.243329,15.564583,608,602,1083,17.7896676666667,15.34637,15.34637,1.14947035131755
"OSBPL3","Osbpl3",6.711559,7.048932,7.776676,478,444,941,7.17905566666667,24.79672,24.79672,0.317057969643686
"OSBPL5","Osbpl5",8.329222,9.073428,9.361377,222,228,436,8.92134233333333,29.46963,29.46963,0.325614138843607
"OSBPL6","Osbpl6",10.193181,8.406987,9.238491,861,857,1536,9.279553,5.22697,5.22697,1.65081138980917
"OSBPL8","Osbpl8",23.735724,25.625732,25.255291,2354,2331,4461,24.872249,19.99837,19.99837,1.23210749215296
"OSBPL9","Osbpl9",32.241288,31.98589,34.24071,553,547,1013,32.8226293333333,42.48477,42.48477,0.777804029625391
"OSCAR","Oscar",0.968423,0.575912,1.261346,11,13,32,0.935227,6.83687,6.83687,0.246938765093717
"OSCP1","Oscp1",29.043537,27.485729,27.077086,398,471,764,27.868784,17.09218,17.09218,1.59564983324287
"OSGEP","Osgep",22.499572,18.102856,22.469845,189,153,369,21.024091,30.88091,30.88091,0.690823787652235
"OSGEPL1","Osgepl1",5.567384,5.756073,5.607301,144,136,260,5.643586,4.56837,4.56837,1.19309349055469
"OSGIN1","Osgin1",1.529668,0.120253,0.205996,9,3,10,0.618639,6.81596,6.81596,0.207094074176429
"OSM","Osm",0,0.130603,0.017312,0,1,1,0.049305,1.30674,1.30674,0.454886549849571
"OSMR","Osmr",0.81131,0.628939,1.263883,57,48,106,0.901377333333333,46.76043,46.76043,0.0398107247638544
"OSR1","Osr1",0.311644,0.552832,1.199539,8,14,42,0.688005,0.62724,0.62724,1.03734237113149
"OSR2","Osr2",0,0,0,0,0,0,0,16.07814,16.07814,0.058554385899167
"OST4","Ost4",27.825017,31.905065,31.885428,161,169,324,30.5385033333333,368.97147,368.97147,0.0852457713383503
"OSTC","Ostc",22.341252,21.042478,22.275776,249,235,469,21.886502,69.45591,69.45591,0.3248343822399
"OSTF1","Ostf1",3.804873,4.310218,5.128346,84,79,151,4.414479,90.2906,90.2906,0.059310367113372
"OSTM1","Ostm1",15.3664,16.85082,16.763832,617,659,1138,16.3270173333333,25.85257,25.85257,0.645264767332636
"OSTN","Ostn",0.113407,0.058526,0.030004,2,1,1,0.0673123333333333,0.08363,0.08363,0.984941662129448
"OTC","Otc",0,0,0.052168,0,0,3,0.0173893333333333,0.82586,0.82586,0.557211031148792
"OTOA","Otoa",0.049151,0.202402,0.129319,3,3,6,0.126957333333333,0.15681,0.15681,0.974193975962633
"OTOF","Otof",3.369837,3.218229,4.148895,344,323,808,3.578987,10.43302,10.43302,0.400505465747458
"OTOG","Otog",0.057509,0.103171,0.033971,3,5,4,0.0648836666666667,0.03136,0.03136,1.03250433085117
"OTOGL","Otogl",0.055216,0.032435,0.066645,7,4,16,0.051432,0.06272,0.06272,0.989378199337549
"OTOL1","Otol1",0.035209,0,0.018814,1,0,1,0.0180076666666667,0,0,1.01800766666667
"OTOP1","Otop1",0,0.037261,0,0,1,0,0.0124203333333333,0.01045,0.01045,1.0019499562901
"OTOP2","Otop2",1.933369,0.277808,0.480348,7,8,13,0.897175,0.04182,0.04182,1.82101994586397
"OTOP3","Otop3",0.095354,0,0.016595,3,0,1,0.0373163333333333,0.02091,0.02091,1.01607030329151
"OTOR","Otor",0,0,0,0,0,0,0,0.01045,0.01045,0.989658073135732
"OTOS","Otos",0.293292,0.274017,0.154732,2,1,3,0.240680333333333,3.87841,3.87841,0.254320635890246
"OTP","Otp",0.077568,0.246834,0.067786,2,7,4,0.130729333333333,0.26135,0.26135,0.896443757349929
"OTUB1","Otub1",94.440958,97.228569,88.906233,1312,1406,2429,93.5252533333333,241.24535,241.24535,0.390204614178697
"OTUB2","Otub2",9.578297,10.960681,9.417569,367,240,543,9.98551566666667,3.04209,3.04209,2.71778106540593
