"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"ACOT9",18.917753,21.089502,23.207269,21.071508,535,461,410,"Acot9",4.072205,4.855018,4.790514,198,221,169,4.572579,3.96073487697528
"ACOT9",18.917753,21.089502,23.207269,21.071508,535,461,410,"Acot10",0,0,0,0,0,0,0,22.071508
"ACOX1",21.711569,42.59937,35.250653,33.1871973333333,754,736,847,"Acox1",32.90367,31.658302,34.80923,3684,3423,2793,33.123734,1.00185980037628
"ACOX2",5.471821,1.789143,2.323278,3.19474733333333,63,12,15,"Acox2",0.180945,0.256774,0.112875,6,4,5,0.183531333333333,3.54426386120182
"ACOX3",11.236717,10.706481,12.961887,11.6350283333333,231,182,207,"Acox3",5.436548,3.876888,8.096525,278,282,221,5.80332033333333,1.85718556738055
"ACOXL",0.106301,0.156535,0.132989,0.131941666666667,4,4,4,"Acoxl",0.021636,0,0,2,0,0,0.007212,1.12383655741459
"ACP1",74.872622,58.654584,76.070071,69.865759,1230,785,941,"Acp1",5.66495,7.242556,7.48916,190,232,154,6.79888866666667,9.08664837118246
"ACP2",104.027156,109.16421,127.822959,113.671441666667,638,547,541,"Acp2",1.730692,1.916966,2.292059,251,242,234,1.97990566666667,38.4815677051074
"ACP3",0.265858,0.022854,0.050647,0.113119666666667,3,1,2,"Acpp",0.022749,0.024615,0.063146,1,1,2,0.0368366666666667,1.0735728224632
"ACP4",0.279935,0.062067,0,0.114000666666667,6,1,0,"Acp4",0,0,0,0,0,0,0,1.11400066666667
"ACP5",0,2.031601,2.612106,1.54790233333333,0,11,8,"Acp5",0.07349,0.157873,0.034358,3,6,1,0.0885736666666667,2.34058788243086
"ACP6",17.588665,10.559517,14.810767,14.3196496666667,472,247,242,"Acp6",3.884854,3.981793,3.69741,158,166,131,3.85468566666667,3.15564193411218
"ACR",0.041913,0,0.163679,0.0685306666666667,1,0,1,"Acr",0.021936,0,0.11907,1,0,2,0.047002,1.0205622020461
"ACRBP",0.967429,0.571787,0.527381,0.688865666666667,14,5,4,"Acrbp",0.973677,0.635086,0.428227,20,12,5,0.678996666666667,1.00587791518347
"ACRV1",0.120346,0.767177,1.18959,0.692371,4,7,14,"Acrv1",0,0.020824,0.013454,0,2,1,0.011426,1.67325241787338
"ACSBG1",6.630397,3.875408,5.355253,5.28701933333333,156,78,93,"Acsbg1",0.030745,0,0.04316,3,0,3,0.024635,6.13586236399629
"ACSBG2",0.74582,0.53011,0.820644,0.698858,10,3,4,"Acsbg2",0.011693,0,0,1,0,0,0.00389766666666667,1.69226212631898
"ACSF2",42.632059,13.17411,6.555456,20.7872083333333,402,55,44,"Acsf2",7.891,12.373069,10.895599,350,367,340,10.386556,1.91341511281667
"ACSF3",22.250491,16.962759,21.849371,20.354207,350,268,226,"Acsf3",2.997409,3.249149,4.273128,216,222,220,3.506562,4.73846959167543
"ACSL1",85.585307,101.814344,82.647096,90.0155823333333,1143,969,970,"Acsl1",205.487387,212.938162,241.722004,10340,9955,9069,220.049184333333,0.411743579185008
"ACSL3",127.281776,105.351012,89.76463,107.465806,3228,2050,1832,"Acsl3",1.316494,1.101578,1.23888,64,36,54,1.218984,48.8808418627624
"ACSL4",69.219653,62.683685,53.413498,61.7722786666667,3943,2820,2527,"Acsl4",3.808227,3.388927,6.217699,163,151,156,4.47161766666667,11.4723437364928
"ACSL5",0.206791,0.83348,0.182037,0.407436,6,12,5,"Acsl5",6.898301,9.129866,3.381648,183,235,138,6.46993833333333,0.188413335853063
"ACSL6",13.388689,15.367533,10.761177,13.1724663333333,980,1036,796,"Acsl6",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,3.92891618024257
"ACSM1",0.060423,0,0,0.020141,2,0,0,"Acsm1",0,0,0,0,0,0,0,1.020141
"ACSM2A",0.816039,2.615985,1.21988,1.55063466666667,4,7,2,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,2.42430340797591
"ACSM2B",0.4576,0.459343,0.100414,0.339119,8,5,3,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,1.27279331603688
"ACSM3",1.696961,2.786466,2.358993,2.28080666666667,15,14,19,"Acsm3",0.028766,0.030908,0.038958,1,1,1,0.0328773333333333,3.17637589749283
"ACSM4",0.215017,0.529825,0.278182,0.341008,8,15,7,"Acsm4",0,0,0,0,0,0,0,1.341008
"ACSM5",0.201606,0,0.029441,0.0770156666666667,1,0,1,"Acsm5",0.870292,1.135048,0.688642,49,59,32,0.897994,0.567449458041841
"ACSS1",7.426916,3.07265,5.466344,5.32197,515,157,255,"Acss1",65.371472,67.562517,72.050659,4063,3934,3335,68.328216,0.0911889900643051
"ACSS2",183.462238,133.340645,131.295035,149.365972666667,1363,636,598,"Acss2",4.763676,4.718603,4.527287,336,365,266,4.66985533333333,26.5202485471999
"ACSS3",6.876982,2.730375,3.127256,4.244871,286,78,82,"Acss3",0.160808,0.170282,0.21361,18,20,20,0.181566666666667,4.43891246085705
"ACTA1",43.17532,0.074509,0.342321,14.5307166666667,1089,1,4,"Acta1",51.289934,61.467194,82.964551,2091,2521,2549,65.2405596666667,0.23445932137077
"ACTA2",25.800466,5.539749,5.485474,12.2752296666667,558,76,68,"Acta2",17.260344,17.274081,24.335669,702,685,755,19.6233646666667,0.643698537131688
"ACTB",2138.164791,2243.689595,2712.36844,2364.740942,29266,23222,24748,"Actb",136.830217,155.493589,196.557468,1850,2109,1892,162.960424666667,14.4287314869401
"ACTBL2",0,0.02739,0.030881,0.0194236666666667,0,1,1,"Actbl2",0,0,0,0,0,0,0,1.01942366666667
"ACTC1",869.621513,0.354562,0.525835,290.167303333333,16803,6,3,"Actc1",1652.587288,1979.343797,2200.213129,72329,80862,69991,1944.04807133333,0.149696713219914
"ACTG1",1869.624603,1654.156602,1676.836666,1733.53929033333,40874,26878,29741,"Actg1",50.783003,73.060644,81.120304,2154,2389,1859,68.321317,25.0217301891903
"ACTG2",5.162967,3.078347,2.858471,3.69992833333333,118,58,48,"Actg2",0.588708,0.126647,0.270987,11,4,6,0.328780666666667,3.53702341645549
"ACTL10",0.061689,0.082599,0,0.048096,2,2,0,"Actl10",0.041749,0,0,2,0,0,0.0139163333333333,1.03371053956129
"ACTL6A",158.27347,137.510766,210.020503,168.601579666667,387,170,252,"Actl6a",5.758671,7.408636,7.139931,198,174,137,6.76907933333333,21.8303318050813
"ACTL6B",50.973446,92.448261,75.837415,73.086374,303,437,363,"Actl6b",0.019678,0,0,2,0,0,0.00655933333333333,73.6035835608962
"ACTL7A",0,0,0.059905,0.0199683333333333,0,0,1,"Actl7a",0,0,0,0,0,0,0,1.01996833333333
"ACTL7B",0.043131,0,0,0.014377,1,0,0,"Actl7b",0,0,0,0,0,0,0,1.014377
"ACTL9",0,0,0,0,0,0,0,"Actl9",0,0,0,0,0,0,0,1
"ACTN1",69.241658,47.821745,50.974833,56.0127453333333,1648,918,920,"Actn1",3.268112,3.770261,3.860983,265,258,210,3.63311866666667,12.3054791891078
"ACTN2",69.76771,1.253103,0.801863,23.940892,2414,37,25,"Actn2",327.332679,319.092711,346.539041,15681,14365,11696,330.988143666667,0.0751258515576446
"ACTN3",0.648357,0.142398,0.028312,0.273022333333333,33,2,1,"Actn3",0.03636,0,0,2,0,0,0.01212,1.25777806320726
"ACTR10",157.019067,205.113642,237.357145,199.829951333333,1492,1517,1594,"Actr10",29.53719,31.341786,36.781408,412,385,366,32.5534613333333,5.9853721003091
"ACTR1A",115.943189,124.852514,131.407319,124.067674,3642,2918,2824,"Actr1a",12.536819,14.606975,18.850522,933,877,754,15.3314386666667,7.65809286938509
"ACTR1B",30.556702,30.517172,34.362579,31.812151,1047,814,792,"Actr1b",15.67809,21.241687,19.613595,865,888,683,18.8444573333333,1.65346678162292
"ACTR2",96.131777,93.793262,100.811332,96.9121236666667,5682,4350,4406,"Actr2",8.312352,7.902644,9.416639,925,794,758,8.54387833333333,10.2591546378682
"ACTR3",61.541822,74.758475,82.615188,72.9718283333333,1929,1669,1860,"Actr3",19.559059,27.877054,23.424273,871,852,820,23.6201286666667,3.00452647241784
"ACTR3B",12.200305,11.066625,8.231572,10.4995006666667,240,204,198,"Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,1.30094694572097
"ACTR3C",0.478798,0.028455,0.143524,0.216925666666667,7,2,9,"Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,0.137671693329129
"ACTR5",2.300345,2.272068,2.6564,2.40960433333333,103,77,79,"Actr5",0.89832,0.671854,0.734117,34,37,33,0.768097,1.92840343789585
"ACTR8",26.624084,28.334546,22.577852,25.845494,586,511,414,"Actr8",5.710714,4.109577,5.914341,299,257,184,5.24487733333333,4.29880245312531
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",0.786164,0.893232,0.943422,0.874272666666667,22,19,18,"Actrt3",0,0.018259,0,0,1,0,0.00608633333333333,1.86293422797712
"ACVR1",7.530875,6.531985,5.489665,6.51750833333333,334,179,196,"Acvr1",1.693994,1.35383,1.836462,137,113,117,1.62809533333333,2.86043974051677
"ACVR1B",35.019207,49.193225,49.103909,44.4387803333333,1431,1584,1379,"Acvr1b",1.643187,1.566738,1.574481,251,224,172,1.594802,17.5114634308642
"ACVR1C",0.202768,0.064909,0.072133,0.11327,22,3,2,"Acvr1c",0.006982,0.003505,0,1,1,0,0.00349566666666667,1.10939193559049
"ACVR2A",16.001132,14.786883,12.909514,14.565843,1121,784,770,"Acvr2a",2.08354,1.882725,2.207467,282,231,222,2.05791066666667,5.09035243235795
"ACVR2B",4.136669,3.378978,3.850929,3.78885866666667,910,569,582,"Acvr2b",0.459848,0.362405,0.568235,35,25,22,0.463496,3.27220482096751
"ACVRL1",1.158399,0.437574,0.500078,0.698683666666667,37,18,23,"Acvrl1",10.263452,13.048464,12.868665,312,312,204,12.0601936666667,0.130065733328457
"ACY1",16.513926,11.864692,15.383214,14.5872773333333,136,84,80,"Acy1",4.757062,3.849426,5.091179,101,91,77,4.565889,2.80050093225598
"ACY3",0,0,0,0,0,0,0,"Acy3",5.171134,6.449468,5.868099,142,172,139,5.829567,0.146422167027573
"ACYP2",13.526342,21.437315,22.138132,19.0339296666667,163,188,173,"Acyp2",19.970122,18.999944,21.835026,397,333,315,20.268364,0.941959130785361
"ADA",2.752245,0.680643,2.280619,1.90450233333333,55,11,27,"Ada",0.18598,0.200169,0.265664,9,6,10,0.217271,2.38607699791857
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0.231674,0.001766,0.0778133333333333,0,1,0,"Adad2",0,0,0,0,0,0,0,1.07781333333333
"ADAL",12.105016,15.600091,15.33191,14.3456723333333,307,321,294,"Adal",2.157559,1.683546,2.011885,130,108,87,1.95099666666667,5.20016593263971
"ADAM10",70.311374,70.683677,76.336447,72.4438326666667,1888,1354,1326,"Adam10",3.834291,4.05923,4.559764,563,536,471,4.151095,14.2579068463437
"ADAM11",21.676701,61.251494,63.202393,48.710196,1266,2768,2775,"Adam11",1.448247,1.954793,3.153951,139,140,158,2.18566366666667,15.6043453425874
"ADAM12",253.498386,167.661955,151.796176,190.985505666667,20837,10523,10029,"Adam12",0.150907,0.080352,0.115723,10,9,10,0.115660666666667,172.082346723108
"ADAM15",30.979275,23.526472,41.074168,31.8599716666667,498,372,446,"Adam15",17.491003,13.636563,13.20672,547,513,361,14.7780953333333,2.08263234392085
"ADAM17",14.349408,16.247264,14.244751,14.947141,856,534,597,"Adam17",6.123527,7.983441,5.618549,390,395,318,6.57517233333333,2.1051852417703
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.050539,0.081262,0,2,3,0,0.0439336666666667,0.957915269839942
"ADAM20",0.060308,0.079075,0.087706,0.0756963333333333,3,3,3,"Adam20",0,0,0,0,0,0,0,1.07569633333333
"ADAM20",0.060308,0.079075,0.087706,0.0756963333333333,3,3,3,"Adam39",0,0,0,0,0,0,0,1.07569633333333
"ADAM20",0.060308,0.079075,0.087706,0.0756963333333333,3,3,3,"Adam25",0,0,0,0,0,0,0,1.07569633333333
"ADAM21",0.188727,0.221899,0.309121,0.239915666666667,9,8,10,"Adam21",0.033798,0.012098,0,3,1,0,0.0152986666666667,1.22123243866501
"ADAM22",13.135,11.196035,9.8092,11.3800783333333,1606,1240,1028,"Adam22",0.895829,1.635207,0.492153,144,161,94,1.00772966666667,6.16620780121627
"ADAM23",48.84821,52.745915,47.205046,49.5997236666667,2519,1761,1594,"Adam23",0.655264,0.749025,0.282187,39,27,24,0.562158666666667,32.390899046533
"ADAM28",1.502507,0.416905,0.03323,0.650880666666667,52,9,3,"Adam28",0.010701,0,0,1,0,0,0.003567,1.64501290563228
"ADAM29",0.184234,0.673702,0.264276,0.374070666666667,8,7,9,"Adam29",0,0,0,0,0,0,0,1.37407066666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0.009117,0,0,1,0,0,0.003039,0.996970207539288
"ADAM33",1.225579,0.212729,0.396698,0.611668666666667,54,8,12,"Adam33",0.209084,0.129254,0.201373,14,10,3,0.179903666666667,1.36593241651649
"ADAM7",0.297177,0.021595,0.063257,0.127343,18,1,2,"Adam7",0,0,0,0,0,0,0,1.127343
"ADAM8",5.896302,4.237317,5.824988,5.31953566666667,93,66,47,"Adam8",0.319007,0.245131,0.090992,9,2,6,0.218376666666667,5.18684889456736
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0,0,0,0,0,1
"ADAMTS1",53.416922,36.50485,34.398098,41.4399566666667,2281,1139,1236,"Adamts1",3.856536,3.310445,4.459133,479,383,325,3.87537133333333,8.70496907107383
"ADAMTS10",30.984806,32.271974,30.357747,31.2048423333333,529,437,369,"Adamts10",3.951995,3.513514,2.316164,242,203,155,3.26055766666667,7.55883263482018
"ADAMTS12",3.104435,1.18569,1.477975,1.9227,449,149,114,"Adamts12",0.095355,0.087801,0.080389,28,24,17,0.0878483333333333,2.68667966888767
"ADAMTS13",8.251614,7.895253,8.511647,8.21950466666667,354,284,270,"Adamts13",0,0,0,0,0,0,0,9.21950466666667
"ADAMTS14",1.91118,0.569069,0.357461,0.945903333333333,195,44,24,"Adamts14",0.048595,0.056218,0.076699,9,10,10,0.060504,1.83488542554609
"ADAMTS15",3.856279,2.752015,3.081575,3.22995633333333,417,225,219,"Adamts15",0.346914,0.20895,0.849725,71,41,53,0.468529666666667,2.88040237071592
"ADAMTS16",38.568071,1.033011,1.581908,13.7276633333333,238,65,86,"Adamts16",0,0,0,0,0,0,0,14.7276633333333
"ADAMTS17",0.604486,0.821092,0.902747,0.776108333333333,37,26,26,"Adamts17",0.190093,1.242606,1.628445,9,9,5,1.02038133333333,0.879095596474857
"ADAMTS18",0.836196,0.34132,0.027707,0.401741,21,6,2,"Adamts18",0.017685,0,0.012506,2,0,1,0.0100636666666667,1.38777489603791
"ADAMTS19",0.691824,0.172356,0.296478,0.386886,17,12,6,"Adamts19",0.032772,0.021315,0.071086,5,3,7,0.0417243333333333,1.33133685719159
"ADAMTS2",1.05629,1.019052,1.068975,1.04810566666667,93,20,17,"Adamts2",5.077637,5.422281,10.754545,236,210,191,7.084821,0.25332727424227
"ADAMTS20",1.283844,0.25905,0.359154,0.634016,110,21,25,"Adamts20",0.13816,0.044996,0.024598,6,5,2,0.0692513333333333,1.52818701184692
"ADAMTS3",6.587764,4.025588,2.784121,4.46582433333333,750,346,213,"Adamts3",0.872053,0.572352,0.534859,47,37,36,0.659754666666667,3.29315195980771
"ADAMTS4",25.829682,6.699742,10.583665,14.3710296666667,847,236,217,"Adamts4",0.032952,0.042039,0.036994,5,6,4,0.0373283333333333,14.8179020785769
"ADAMTS5",2.810816,3.243508,4.167592,3.40730533333333,494,438,505,"Adamts5",0.864561,0.807712,0.929118,327,282,251,0.867130333333333,2.36047010465793
"ADAMTS6",1.385549,0.272905,0.54382,0.734091333333333,98,28,26,"Adamts6",0.183717,0.260604,0.160965,39,36,26,0.201762,1.44295736870806
"ADAMTS7",30.711528,21.35642,27.594435,26.5541276666667,2499,1418,1547,"Adamts7",1.76571,1.758245,2.959173,246,217,232,2.16104266666667,8.71678448292589
"ADAMTS8",1.292831,3.322689,5.300198,3.30523933333333,79,144,195,"Adamts8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,4.07459935333725
"ADAMTS9",11.33945,7.446555,7.577687,8.78789733333333,1039,380,389,"Adamts9",1.379221,0.847281,1.32475,327,198,218,1.18375066666667,4.4821496715437
"ADAMTSL1",5.919842,5.793045,6.199496,5.97079433333333,392,254,315,"Adamtsl1",0.307662,0.16213,0.688565,21,18,24,0.386119,5.02900135798826
"ADAMTSL2",0.70847,0.709747,0.641205,0.686474,50,37,29,"Adamtsl2",1.860771,1.723828,1.757645,138,112,78,1.780748,0.606482140776511
"ADAMTSL3",1.068124,0.941684,1.198236,1.069348,69,31,31,"Adamtsl3",1.139235,0.629925,0.845288,101,84,80,0.871482666666667,1.10572651131509
"ADAMTSL4",1.307851,0.581012,0.686961,0.858608,61,25,23,"Adamtsl4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,0.0910863403406413
"ADAMTSL5",5.943779,4.096958,2.883372,4.30803633333333,62,23,23,"Adamtsl5",22.14108,20.030403,30.03998,685,699,594,24.0704876666667,0.211724494709005
"ADAP1",34.213031,38.13869,48.991537,40.4477526666667,519,451,555,"Adap1",0.401047,0.782644,0.394686,16,34,20,0.526125666666667,27.1588071493457
"ADAP2",1.058876,0.353861,4.97029,2.12767566666667,7,3,13,"Adap2",1.964154,2.02781,1.565743,110,98,63,1.852569,1.0964417220641
"ADAR",105.908597,112.956385,96.851585,105.238855666667,5486,4023,3650,"Adar",1.032564,2.061203,1.430071,180,240,129,1.507946,42.3609023745594
"ADARB1",68.1759,68.438509,91.97377,76.1960596666667,1634,1218,1112,"Adarb1",1.986814,1.694822,1.838799,320,262,242,1.840145,27.1803234224544
"ADARB2",1.417302,0.902524,0.536378,0.952068,56,24,10,"Adarb2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,1.91301444772125
"ADAT1",38.849966,55.207581,52.832268,48.9632716666667,508,481,421,"Adat1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,37.1523399013252
"ADAT2",3.889025,2.159954,2.429168,2.826049,236,114,122,"Adat2",0.40984,0.616578,0.282704,18,26,9,0.436374,2.66368578100133
"ADAT3",0.789433,1.103201,1.650664,1.18109933333333,15,14,18,"Adat3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,1.68620536546057
"ADCK1",6.371801,4.972601,7.045702,6.13003466666667,158,98,124,"Adck1",3.591062,4.04341,4.426302,262,263,222,4.020258,1.42025263774624
"ADCK2",11.198469,11.32432,12.399282,11.6406903333333,275,218,192,"Adck2",4.046497,2.37639,3.740476,83,71,60,3.38778766666667,2.88088013678571
"ADCK5",7.056568,12.014195,5.892048,8.320937,112,122,102,"Adck5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,1.64180068171327
"ADCY1",8.094792,11.432533,9.663837,9.73038733333333,1872,2052,1484,"Adcy1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,8.76139280160122
"ADCY10",0.112042,0.05848,0.015777,0.0620996666666667,4,2,1,"Adcy10",0,0,0,0,0,0,0,1.06209966666667
"ADCY2",12.940722,10.140875,15.029355,12.7036506666667,374,286,287,"Adcy2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,13.5183323545292
"ADCY3",14.158841,11.038002,13.410534,12.8691256666667,322,189,174,"Adcy3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,8.18076139553988
"ADCY4",0.882454,0.117475,0.194074,0.398001,22,5,5,"Adcy4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,0.247343127422195
"ADCY5",15.25583,30.492998,24.515758,23.4215286666667,870,987,926,"Adcy5",3.629472,4.997427,4.835043,794,805,733,4.487314,4.45054331985862
"ADCY6",72.815918,48.329999,61.034132,60.726683,3230,1716,1967,"Adcy6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,1.38059976181194
"ADCY7",7.516,7.546295,5.754411,6.938902,737,407,340,"Adcy7",0.762151,0.984523,1.04764,158,167,145,0.931438,4.11035818907985
"ADCY8",0.668336,0.19604,0.591981,0.485452333333333,32,5,29,"Adcy8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,1.43405900474109
"ADCY9",6.52854,10.236519,6.97731,7.914123,529,588,463,"Adcy9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,2.93856105457086
"ADCYAP1",0.932518,1.91493,3.584293,2.14391366666667,47,65,121,"Adcyap1",0.010071,0.011162,0,1,1,0,0.00707766666666667,3.121818476099
"ADCYAP1R1",7.602388,9.933134,7.812192,8.449238,766,669,518,"Adcyap1r1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,6.43165537160269
"ADD1",181.509736,172.477131,177.693218,177.226695,4281,3516,3583,"Add1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,5.54469397199526
"ADD2",16.303887,29.595986,28.425267,24.7750466666667,1946,3077,2617,"Add2",0,0.028096,0,0,3,0,0.00936533333333333,25.5358945026842
"ADD3",355.067866,227.119778,237.317728,273.168457333333,2481,1480,1440,"Add3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,51.6368797792053
"ADGB",0.201606,0.066185,0.048206,0.105332333333333,20,6,4,"Adgb",0,0.009494,0,0,1,0,0.00316466666666667,1.10184536005056
"ADGRA1",0.851701,0.725263,0.664019,0.746994333333333,60,38,32,"Adgra1",0,0,0,0,0,0,0,1.74699433333333
"ADGRA2",12.374584,8.841367,7.64648,9.62081033333333,1163,397,398,"Adgra2",0.810751,0.954395,1.327309,113,156,111,1.03081833333333,5.22981802902114
"ADGRA3",55.903032,22.5217,64.869103,47.7646116666667,956,392,414,"Adgra3",15.849236,36.202475,32.378263,214,228,197,28.1433246666667,1.67326865498096
"ADGRB1",21.019601,17.595041,26.976846,21.8638293333333,989,754,770,"Adgrb1",0,0.004904,0.022226,0,1,2,0.00904333333333333,22.6589171921919
"ADGRB2",18.911626,16.91334,18.434336,18.086434,1200,820,832,"Adgrb2",0.952137,1.019499,1.295453,18,29,19,1.08902966666667,9.13650691732637
"ADGRB3",5.500771,8.658558,10.683484,8.28093766666667,322,292,302,"Adgrb3",0.038428,0.035898,0.043041,3,2,2,0.0391223333333333,8.93151592353419
"ADGRD1",3.127697,0.24652,0.860047,1.41142133333333,49,10,12,"Adgrd1",0.558539,0.495183,0.781655,86,80,70,0.611792333333333,1.49611167857232
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",3.747284,1.28269,1.66859,119,104,88,2.23285466666667,0.309324143244299
"ADGRE5",7.481854,2.967783,3.625122,4.69158633333333,171,73,78,"Adgre5",10.857707,12.930749,12.970681,525,533,465,12.2530456666667,0.429454970312862
"ADGRF1",0.331628,0.272164,0.300118,0.301303333333333,13,9,7,"Adgrf1",0,0,0.011202,0,0,1,0.003734,1.29646234294478
"ADGRF2",0.010476,0,0,0.003492,1,0,0,"Adgrf2",0.057734,0.013876,0,5,1,0,0.02387,0.980097082637444
"ADGRF3",0.063293,0.172733,0.239091,0.158372333333333,4,8,4,"Adgrf3",0,0.168489,0,0,1,0,0.056163,1.09677420372929
"ADGRF4",0.018054,0,0,0.006018,1,0,0,"Adgrf4",0,0.050784,0.049042,0,4,3,0.0332753333333333,0.973620454825529
"ADGRF5",0.189589,0,0,0.0631963333333333,20,0,0,"Adgrf5",21.381142,20.302235,21.041374,2682,2557,1832,20.9082503333333,0.0485294953799064
"ADGRG1",37.215184,26.241016,24.257898,29.2380326666667,1259,725,770,"Adgrg1",30.762372,24.307622,20.722441,558,505,330,25.264145,1.15130466522579
"ADGRG2",1.585699,16.05258,16.692148,11.4434756666667,138,1043,985,"Adgrg2",0.094779,0.126673,0.289501,13,16,7,0.170317666666667,10.6325624410238
"ADGRG3",0,0,0,0,0,0,0,"Adgrg3",0.395031,0.22548,0.098728,15,11,6,0.239746333333333,0.806616622378933
"ADGRG4",1.15453,2.423339,1.931793,1.836554,204,326,233,"Adgrg4",0,0,0,0,0,0,0,2.836554
"ADGRG5",0.453469,1.110357,2.00311,1.18897866666667,26,40,47,"Adgrg5",0,0,0.046221,0,0,2,0.015407,2.15576479841745
"ADGRG6",30.479615,16.683097,15.824211,20.995641,2021,965,1007,"Adgrg6",0.143986,0.138782,0.133625,27,24,20,0.138797666666667,19.3147928238935
"ADGRG7",0,0,0,0,0,0,0,"Adgrg7",0,0,0,0,0,0,0,1
"ADGRL1",41.851819,49.252627,44.659058,45.2545013333333,3344,3253,2988,"Adgrl1",2.926985,2.667661,3.489296,285,311,232,3.02798066666667,11.4832977516774
"ADGRL2",91.608301,53.137077,54.662472,66.4692833333333,3334,1327,1177,"Adgrl2",5.20495,5.417703,8.326572,619,646,670,6.31640833333333,9.22163994400714
