"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"ACKR3",2.012493,0.697493,1.28327,1.33108533333333,52,13,22,"Ackr3",1.643219,1.944276,2.196828,207,60,91,1.92810766666667,0.796106427325134
"ACKR4",0.105038,0.101865,0.037545,0.0814826666666667,4,3,1,"Ackr4",0.241529,0.299142,0.237301,17,5,6,0.259324,0.858780319176532
"ACLY",200.668971,184.300449,184.729433,189.899617666667,7551,5465,5135,"Acly",260.392702,266.512395,241.396209,29254,7300,11058,256.100435333333,0.742509896644723
"ACMSD",0.185122,0.039662,0.088863,0.104549,6,1,2,"Acmsd",0.189202,0.252901,0.032532,16,5,1,0.158211666666667,0.95366765142238
"ACO1",9.64322,6.563351,6.68116,7.62924366666667,860,462,416,"Aco1",7.573506,6.423898,6.797077,1067,248,407,6.93149366666667,1.08797208058457
"ACO2",71.653142,76.994982,73.567485,74.0718696666667,2492,1993,1982,"Aco2",152.882375,199.289559,138.928187,10153,2348,3906,163.700040333333,0.455809661702147
"ACOD1",0,0,0,0,0,0,0,"Acod1",0,0,0,0,0,0,0,1
"ACOT1",4.205801,4.758707,5.368048,4.77751866666667,99,81,76,"Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,5.65445141640573
"ACOT1",4.205801,4.758707,5.368048,4.77751866666667,99,81,76,"Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,2.05241883868697
"ACOT1",4.205801,4.758707,5.368048,4.77751866666667,99,81,76,"Acot1",7.148477,6.705464,7.257272,166,41,75,7.037071,0.718858731827387
"ACOT1",4.205801,4.758707,5.368048,4.77751866666667,99,81,76,"Acot5",0.022455,0,0.05176,1,0,1,0.0247383333333333,5.63804288249195
"ACOT11",1.265227,0.289037,0.841305,0.798523,109,23,34,"Acot11",5.597158,7.963591,11.898845,600,147,282,8.48653133333333,0.189586998324713
"ACOT12",0.237945,0.109798,0.174106,0.173949666666667,8,3,2,"Acot12",0.253707,0.347489,0.164709,20,3,8,0.255301666666667,0.935193266957079
"ACOT13",11.326065,11.195552,12.209772,11.5771296666667,355,281,284,"Acot13",205.896612,167.600238,198.430747,1013,228,414,190.642532333333,0.0656280707290522
"ACOT2",24.173517,18.076715,19.437196,20.562476,254,164,153,"Acot1",7.148477,6.705464,7.257272,166,41,75,7.037071,2.68287738157346
"ACOT2",24.173517,18.076715,19.437196,20.562476,254,164,153,"Acot5",0.022455,0,0.05176,1,0,1,0.0247383333333333,21.0419336318377
"ACOT2",24.173517,18.076715,19.437196,20.562476,254,164,153,"Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,21.1031724852494
"ACOT2",24.173517,18.076715,19.437196,20.562476,254,164,153,"Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,7.65990289334171
"ACOT4",0.591094,0.748843,1.193545,0.844494,24,23,33,"Acot4",0.992779,0.335627,0.515927,108,21,53,0.614777666666667,1.1422588001279
"ACOT6",0.245134,0.088672,0.12044,0.151415333333333,3,1,1,"Acot6",2.60611,2.315262,2.593869,342,74,141,2.50508033333333,0.328498985425061
"ACOT7",80.632403,114.029529,128.44021,107.700714,1778,1946,1942,"Acot7",344.989077,443.110743,384.06596,14119,3064,5131,390.721926666667,0.277494586338278
"ACOT8",20.763417,18.37889,19.993785,19.7120306666667,370,284,270,"Acot8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,2.85784040381332
"ACOT9",18.917753,21.089502,23.207269,21.071508,535,461,410,"Acot9",26.639485,27.561747,26.413979,1699,442,663,26.871737,0.791895675536835
"ACOT9",18.917753,21.089502,23.207269,21.071508,535,461,410,"Acot10",0.019903,0,0.102498,1,0,2,0.0408003333333333,21.2062845227119
"ACOX1",21.711569,42.59937,35.250653,33.1871973333333,754,736,847,"Acox1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,0.734786387637204
"ACOX2",5.471821,1.789143,2.323278,3.19474733333333,63,12,15,"Acox2",0.274602,0.923317,0.505337,7,3,3,0.567752,2.67564470230836
"ACOX3",11.236717,10.706481,12.961887,11.6350283333333,231,182,207,"Acox3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,0.411322823278369
"ACOXL",0.106301,0.156535,0.132989,0.131941666666667,4,4,4,"Acoxl",0.278136,0.365673,0.129186,7,1,3,0.257665,0.900034322865522
"ACP1",74.872622,58.654584,76.070071,69.865759,1230,785,941,"Acp1",69.524444,80.252228,59.21009,2779,715,1126,69.662254,1.00287996757081
"ACP2",104.027156,109.16421,127.822959,113.671441666667,638,547,541,"Acp2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,5.1181820099704
"ACP3",0.265858,0.022854,0.050647,0.113119666666667,3,1,2,"Acpp",134.809442,127.300134,124.943353,24531,5637,8911,129.017643,0.00856129707463369
"ACP4",0.279935,0.062067,0,0.114000666666667,6,1,0,"Acp4",0.036404,0,0,2,0,0,0.0121346666666667,1.10064470999248
"ACP5",0,2.031601,2.612106,1.54790233333333,0,11,8,"Acp5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,1.88973198845054
"ACP6",17.588665,10.559517,14.810767,14.3196496666667,472,247,242,"Acp6",4.6856,4.305309,3.799063,212,42,65,4.263324,2.9106415768185
"ACR",0.041913,0,0.163679,0.0685306666666667,1,0,1,"Acr",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,0.748609781273499
"ACRBP",0.967429,0.571787,0.527381,0.688865666666667,14,5,4,"Acrbp",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,0.49742798379161
"ACRV1",0.120346,0.767177,1.18959,0.692371,4,7,14,"Acrv1",0.114023,0.122849,0.250645,15,4,13,0.162505666666667,1.45579591439984
"ACSBG1",6.630397,3.875408,5.355253,5.28701933333333,156,78,93,"Acsbg1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,0.193304752003659
"ACSBG2",0.74582,0.53011,0.820644,0.698858,10,3,4,"Acsbg2",0,0,0,0,0,0,0,1.698858
"ACSF2",42.632059,13.17411,6.555456,20.7872083333333,402,55,44,"Acsf2",2.962773,6.226708,2.39288,242,54,70,3.860787,4.48223885007373
"ACSF3",22.250491,16.962759,21.849371,20.354207,350,268,226,"Acsf3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,2.52086697434204
"ACSL1",85.585307,101.814344,82.647096,90.0155823333333,1143,969,970,"Acsl1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,2.97491942535486
"ACSL3",127.281776,105.351012,89.76463,107.465806,3228,2050,1832,"Acsl3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,1.91798354365314
"ACSL4",69.219653,62.683685,53.413498,61.7722786666667,3943,2820,2527,"Acsl4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,1.35085322031617
"ACSL5",0.206791,0.83348,0.182037,0.407436,6,12,5,"Acsl5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,0.0157019958648155
"ACSL6",13.388689,15.367533,10.761177,13.1724663333333,980,1036,796,"Acsl6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,0.270911834021561
"ACSM1",0.060423,0,0,0.020141,2,0,0,"Acsm1",0,0,0,0,0,0,0,1.020141
"ACSM2A",0.816039,2.615985,1.21988,1.55063466666667,4,7,2,"Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,2.44650724097855
"ACSM2B",0.4576,0.459343,0.100414,0.339119,8,5,3,"Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,1.2844506400101
"ACSM3",1.696961,2.786466,2.358993,2.28080666666667,15,14,19,"Acsm3",1.668536,0.086036,4.170879,7,1,6,1.97515033333333,1.10273643315055
"ACSM4",0.215017,0.529825,0.278182,0.341008,8,15,7,"Acsm4",0.011681,0,0,1,0,0,0.00389366666666667,1.33580681353702
"ACSM5",0.201606,0,0.029441,0.0770156666666667,1,0,1,"Acsm5",0.010922,0,0.067589,1,0,1,0.0261703333333333,1.04954862919119
"ACSS1",7.426916,3.07265,5.466344,5.32197,515,157,255,"Acss1",5.087956,4.342374,2.77257,379,83,138,4.06763333333333,1.24751922330608
"ACSS2",183.462238,133.340645,131.295035,149.365972666667,1363,636,598,"Acss2",32.116218,36.911547,32.976423,2928,717,1271,34.001396,4.29599929861845
"ACSS3",6.876982,2.730375,3.127256,4.244871,286,78,82,"Acss3",0.843975,1.166672,1.521837,128,38,81,1.17749466666667,2.40867226004687
"ACTA1",43.17532,0.074509,0.342321,14.5307166666667,1089,1,4,"Acta1",1.394919,0.378221,25.322945,73,5,539,9.03202833333333,1.54811331772887
"ACTA2",25.800466,5.539749,5.485474,12.2752296666667,558,76,68,"Acta2",4.303764,4.087699,3.435474,254,52,85,3.94231233333333,2.68603616512298
"ACTB",2138.164791,2243.689595,2712.36844,2364.740942,29266,23222,24748,"Actb",1556.786857,1612.427402,1492.218794,24658,5626,8954,1553.81101766667,1.5215617300875
"ACTBL2",0,0.02739,0.030881,0.0194236666666667,0,1,1,"Actbl2",0,0,0,0,0,0,0,1.01942366666667
"ACTC1",869.621513,0.354562,0.525835,290.167303333333,16803,6,3,"Actc1",0.036088,0.148678,0.092232,2,2,2,0.0923326666666667,266.555521242308
"ACTG1",1869.624603,1654.156602,1676.836666,1733.53929033333,40874,26878,29741,"Actg1",2004.01029,1523.633044,1856.611586,88405,19214,32920,1794.75164,0.965912686196034
"ACTG2",5.162967,3.078347,2.858471,3.69992833333333,118,58,48,"Actg2",0.473826,0.461321,0.243348,22,4,4,0.392831666666667,3.37436924059979
"ACTL10",0.061689,0.082599,0,0.048096,2,2,0,"Actl10",0.710671,1.282088,1.125032,41,18,26,1.03926366666667,0.513958061006007
"ACTL6A",158.27347,137.510766,210.020503,168.601579666667,387,170,252,"Actl6a",15.588001,15.09347,14.716698,542,125,207,15.132723,10.5128923162362
"ACTL6B",50.973446,92.448261,75.837415,73.086374,303,437,363,"Actl6b",27.33672,29.359854,27.058544,1222,287,444,27.9183726666667,2.56191366139344
"ACTL7A",0,0,0.059905,0.0199683333333333,0,0,1,"Actl7a",0,0,0,0,0,0,0,1.01996833333333
"ACTL7B",0.043131,0,0,0.014377,1,0,0,"Actl7b",0.036577,0,0,2,0,0,0.0121923333333333,1.00215835132783
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.05846,0.08034,0,3,1,0,0.0462666666666667,0.955779278705238
"ACTN1",69.241658,47.821745,50.974833,56.0127453333333,1648,918,920,"Actn1",26.457163,22.758434,23.531673,2408,540,957,24.24909,2.25801188610494
"ACTN2",69.76771,1.253103,0.801863,23.940892,2414,37,25,"Actn2",0.779912,0.277064,1.615409,32,6,43,0.890795,13.1906906883084
"ACTN3",0.648357,0.142398,0.028312,0.273022333333333,33,2,1,"Actn3",0.298521,0.370089,4.380687,36,4,187,1.683099,0.47445969505163
"ACTR10",157.019067,205.113642,237.357145,199.829951333333,1492,1517,1594,"Actr10",185.797811,187.589243,180.691628,4556,1115,1722,184.692894,1.08151662138096
"ACTR1A",115.943189,124.852514,131.407319,124.067674,3642,2918,2824,"Actr1a",165.00618,161.356953,178.532191,14779,3373,5588,168.298441333333,0.738740847316799
"ACTR1B",30.556702,30.517172,34.362579,31.812151,1047,814,792,"Actr1b",227.024848,189.513865,231.271463,13607,3035,5063,215.936725333333,0.151252172492152
"ACTR2",96.131777,93.793262,100.811332,96.9121236666667,5682,4350,4406,"Actr2",96.296041,101.249478,99.582966,13928,3643,5634,99.0428283333333,0.978702074879697
"ACTR3",61.541822,74.758475,82.615188,72.9718283333333,1929,1669,1860,"Actr3",145.131737,168.363044,170.156065,9217,2330,3769,161.216948666667,0.456005546530993
"ACTR3B",12.200305,11.066625,8.231572,10.4995006666667,240,204,198,"Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.364794896794778
"ACTR3C",0.478798,0.028455,0.143524,0.216925666666667,7,2,9,"Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.0386041347225961
"ACTR5",2.300345,2.272068,2.6564,2.40960433333333,103,77,79,"Actr5",3.185785,3.273232,1.840116,157,40,66,2.76637766666667,0.90527414802534
"ACTR8",26.624084,28.334546,22.577852,25.845494,586,511,414,"Actr8",24.912195,25.178437,23.250779,1393,346,585,24.447137,1.05495144699382
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",0.786164,0.893232,0.943422,0.874272666666667,22,19,18,"Actrt3",0.065465,0.160985,0.13359,5,3,4,0.120013333333333,1.67343781621647
"ACVR1",7.530875,6.531985,5.489665,6.51750833333333,334,179,196,"Acvr1",6.331841,5.288368,7.568124,673,151,282,6.396111,1.01641367109462
"ACVR1B",35.019207,49.193225,49.103909,44.4387803333333,1431,1584,1379,"Acvr1b",11.607059,11.481997,11.118233,2190,527,822,11.4024296666667,3.66369990030717
"ACVR1C",0.202768,0.064909,0.072133,0.11327,22,3,2,"Acvr1c",0.080072,0.045659,0.043683,23,3,6,0.0564713333333333,1.05376261984077
"ACVR2A",16.001132,14.786883,12.909514,14.565843,1121,784,770,"Acvr2a",7.64131,6.40039,7.648165,1424,353,587,7.229955,1.89136429057024
"ACVR2B",4.136669,3.378978,3.850929,3.78885866666667,910,569,582,"Acvr2b",1.358074,0.918885,2.699623,132,27,71,1.65886066666667,1.80109425315254
"ACVRL1",1.158399,0.437574,0.500078,0.698683666666667,37,18,23,"Acvrl1",6.082505,9.150695,10.053328,277,93,123,8.42884266666667,0.180158236458006
"ACY1",16.513926,11.864692,15.383214,14.5872773333333,136,84,80,"Acy1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,2.92078627034391
"ACY3",0,0,0,0,0,0,0,"Acy3",1.653723,1.194308,1.348363,53,11,18,1.398798,0.416875451788771
"ACYP2",13.526342,21.437315,22.138132,19.0339296666667,163,188,173,"Acyp2",48.054839,48.618364,51.955606,1220,310,511,49.5429363333333,0.39637447129193
"ADA",2.752245,0.680643,2.280619,1.90450233333333,55,11,27,"Ada",2.553355,2.584854,2.5156,167,36,64,2.55126966666667,0.817877155484954
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0.231674,0.001766,0.0778133333333333,0,1,0,"Adad2",0,0,0,0,0,0,0,1.07781333333333
"ADAL",12.105016,15.600091,15.33191,14.3456723333333,307,321,294,"Adal",9.814622,8.060594,10.907806,724,153,280,9.59434066666667,1.44847827874895
"ADAM10",70.311374,70.683677,76.336447,72.4438326666667,1888,1354,1326,"Adam10",20.803336,22.193819,23.33995,3832,1035,1664,22.1123683333333,3.17768528120694
"ADAM11",21.676701,61.251494,63.202393,48.710196,1266,2768,2775,"Adam11",137.812725,161.782235,134.020864,11859,2760,4460,144.538608,0.341560199613837
"ADAM12",253.498386,167.661955,151.796176,190.985505666667,20837,10523,10029,"Adam12",0.563817,0.709663,0.437105,105,22,29,0.570195,122.268575346799
"ADAM15",30.979275,23.526472,41.074168,31.8599716666667,498,372,446,"Adam15",63.263206,51.405287,70.5958,3352,696,1175,61.7547643333333,0.523625130549849
"ADAM17",14.349408,16.247264,14.244751,14.947141,856,534,597,"Adam17",8.31185,6.102938,11.098401,847,190,321,8.50439633333333,1.6778699499379
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0.078051,0,0,1,0,0.026017,0.97464272034479
"ADAM20",0.060308,0.079075,0.087706,0.0756963333333333,3,3,3,"Adam20",0,0,0,0,0,0,0,1.07569633333333
"ADAM20",0.060308,0.079075,0.087706,0.0756963333333333,3,3,3,"Adam39",0,0,0,0,0,0,0,1.07569633333333
"ADAM20",0.060308,0.079075,0.087706,0.0756963333333333,3,3,3,"Adam25",0,0,0,0,0,0,0,1.07569633333333
"ADAM21",0.188727,0.221899,0.309121,0.239915666666667,9,8,10,"Adam21",0.204589,0.03484,0.152023,24,1,7,0.130484,1.09680072134295
"ADAM22",13.135,11.196035,9.8092,11.3800783333333,1606,1240,1028,"Adam22",73.005469,65.709896,69.824886,12397,2947,4961,69.513417,0.175570534800963
"ADAM23",48.84821,52.745915,47.205046,49.5997236666667,2519,1761,1594,"Adam23",107.87443,102.211616,126.643939,15260,3452,6510,112.243328333333,0.446822999741986
"ADAM28",1.502507,0.416905,0.03323,0.650880666666667,52,9,3,"Adam28",0.058131,0.12204,0.083089,7,4,4,0.0877533333333333,1.51769763978353
"ADAM29",0.184234,0.673702,0.264276,0.374070666666667,8,7,9,"Adam29",0,0,0,0,0,0,0,1.37407066666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",1.225579,0.212729,0.396698,0.611668666666667,54,8,12,"Adam33",1.08604,1.806548,0.918762,72,23,28,1.27045,0.709845478502793
"ADAM7",0.297177,0.021595,0.063257,0.127343,18,1,2,"Adam7",0.220917,0.074536,0.327898,20,2,9,0.207783666666667,0.933398116826109
"ADAM8",5.896302,4.237317,5.824988,5.31953566666667,93,66,47,"Adam8",7.150305,7.312317,5.429994,379,89,132,6.630872,0.828153802955503
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0.052747,0,0,2,0.0175823333333333,0.982721463652245
"ADAMTS1",53.416922,36.50485,34.398098,41.4399566666667,2281,1139,1236,"Adamts1",1.972872,2.418183,2.902107,371,102,193,2.431054,12.3693642439515
"ADAMTS10",30.984806,32.271974,30.357747,31.2048423333333,529,437,369,"Adamts10",6.12289,6.497636,5.084381,491,119,180,5.90163566666667,4.66626230197508
"ADAMTS12",3.104435,1.18569,1.477975,1.9227,449,149,114,"Adamts12",0.178758,0.087886,0.199341,55,8,29,0.155328333333333,2.52975705318979
"ADAMTS13",8.251614,7.895253,8.511647,8.21950466666667,354,284,270,"Adamts13",0.247012,0,0.680334,5,0,3,0.309115333333333,7.04254578028012
"ADAMTS14",1.91118,0.569069,0.357461,0.945903333333333,195,44,24,"Adamts14",0.192023,0.34364,0.261029,43,18,23,0.265564,1.5375779757747
"ADAMTS15",3.856279,2.752015,3.081575,3.22995633333333,417,225,219,"Adamts15",3.714761,5.700539,6.051831,943,226,410,5.15571033333333,0.68715974343822
"ADAMTS16",38.568071,1.033011,1.581908,13.7276633333333,238,65,86,"Adamts16",0.211167,0.245886,0.270788,42,11,23,0.242613666666667,11.8521659051446
"ADAMTS17",0.604486,0.821092,0.902747,0.776108333333333,37,26,26,"Adamts17",9.208173,8.081907,4.724541,140,28,59,7.338207,0.213008424153218
"ADAMTS18",0.836196,0.34132,0.027707,0.401741,21,6,2,"Adamts18",0.220331,0.258775,0.412392,37,12,28,0.297166,1.08061805505232
"ADAMTS19",0.691824,0.172356,0.296478,0.386886,17,12,6,"Adamts19",0.154421,0.135047,0.096842,31,6,8,0.12877,1.22867014537948
"ADAMTS2",1.05629,1.019052,1.068975,1.04810566666667,93,20,17,"Adamts2",6.094016,1.726416,1.766584,414,103,172,3.195672,0.488147230447629
"ADAMTS20",1.283844,0.25905,0.359154,0.634016,110,21,25,"Adamts20",1.574943,1.493663,1.521023,361,75,147,1.52987633333333,0.645887697540947
"ADAMTS3",6.587764,4.025588,2.784121,4.46582433333333,750,346,213,"Adamts3",2.699881,3.257766,2.563263,416,85,142,2.84030333333333,1.42327932428949
"ADAMTS4",25.829682,6.699742,10.583665,14.3710296666667,847,236,217,"Adamts4",0.058826,0.154843,0.136769,11,7,10,0.116812666666667,13.763301693689
"ADAMTS5",2.810816,3.243508,4.167592,3.40730533333333,494,438,505,"Adamts5",4.137986,4.408364,4.740094,1902,504,861,4.42881466666667,0.811835659153097
"ADAMTS6",1.385549,0.272905,0.54382,0.734091333333333,98,28,26,"Adamts6",0.376293,0.30588,0.157867,52,20,19,0.280013333333333,1.35474474224227
"ADAMTS7",30.711528,21.35642,27.594435,26.5541276666667,2499,1418,1547,"Adamts7",1.506469,1.401897,1.187099,135,33,69,1.365155,11.6500304067457
"ADAMTS8",1.292831,3.322689,5.300198,3.30523933333333,79,144,195,"Adamts8",1.705504,1.753598,1.893282,241,60,111,1.784128,1.54635107772823
"ADAMTS9",11.33945,7.446555,7.577687,8.78789733333333,1039,380,389,"Adamts9",1.969646,2.202028,1.971447,560,151,217,2.047707,3.21156112885305
"ADAMTSL1",5.919842,5.793045,6.199496,5.97079433333333,392,254,315,"Adamtsl1",1.041698,1.147851,1.06388,117,34,53,1.08447633333333,3.34414654743821
"ADAMTSL2",0.70847,0.709747,0.641205,0.686474,50,37,29,"Adamtsl2",2.665958,2.016539,2.342673,119,34,44,2.34172333333333,0.504671940725195
"ADAMTSL3",1.068124,0.941684,1.198236,1.069348,69,31,31,"Adamtsl3",2.561912,1.950429,2.810193,297,56,132,2.44084466666667,0.601406980107791
"ADAMTSL4",1.307851,0.581012,0.686961,0.858608,61,25,23,"Adamtsl4",11.314464,7.309392,8.231005,298,67,137,8.95162033333333,0.186764359746977
"ADAMTSL5",5.943779,4.096958,2.883372,4.30803633333333,62,23,23,"Adamtsl5",11.286791,5.808438,10.442508,412,101,178,9.17924566666667,0.521456747106048
"ADAP1",34.213031,38.13869,48.991537,40.4477526666667,519,451,555,"Adap1",106.404698,100.798629,102.857309,6578,1401,2262,103.353545333333,0.397185860185884
"ADAP2",1.058876,0.353861,4.97029,2.12767566666667,7,3,13,"Adap2",0.756104,1.038981,1.135843,42,14,31,0.976976,1.58205039750946
"ADAR",105.908597,112.956385,96.851585,105.238855666667,5486,4023,3650,"Adar",17.754365,14.530618,18.285544,3192,734,1207,16.8568423333333,5.94947604304882
"ADARB1",68.1759,68.438509,91.97377,76.1960596666667,1634,1218,1112,"Adarb1",11.689801,9.665161,10.36096,2984,649,1040,10.571974,6.67094997505755
"ADARB2",1.417302,0.902524,0.536378,0.952068,56,24,10,"Adarb2",0.098649,0.117972,0.093987,21,5,8,0.103536,1.76892099578084
"ADAT1",38.849966,55.207581,52.832268,48.9632716666667,508,481,421,"Adat1",2.988552,2.521812,2.702469,384,77,129,2.737611,13.3677024352365
"ADAT2",3.889025,2.159954,2.429168,2.826049,236,114,122,"Adat2",1.887569,1.711842,1.641896,104,23,36,1.74710233333333,1.39275809043396
"ADAT3",0.789433,1.103201,1.650664,1.18109933333333,15,14,18,"Adat3",2.379345,1.291363,1.587192,51,3,15,1.75263333333333,0.792368277649281
"ADCK1",6.371801,4.972601,7.045702,6.13003466666667,158,98,124,"Adck1",8.364382,8.074955,7.663834,768,185,269,8.03439033333333,0.7892103842757
"ADCK2",11.198469,11.32432,12.399282,11.6406903333333,275,218,192,"Adck2",23.992903,19.824526,20.347792,629,144,245,21.388407,0.564608742968329
"ADCK5",7.056568,12.014195,5.892048,8.320937,112,122,102,"Adck5",23.297127,9.207389,22.120758,283,63,104,18.2084246666667,0.485252547345805
"ADCY1",8.094792,11.432533,9.663837,9.73038733333333,1872,2052,1484,"Adcy1",8.226906,7.911924,8.117026,4358,1027,1689,8.08528533333333,1.18107323431706
"ADCY10",0.112042,0.05848,0.015777,0.0620996666666667,4,2,1,"Adcy10",0.008435,0.051925,0.226777,2,1,2,0.0957123333333333,0.969323456856225
"ADCY2",12.940722,10.140875,15.029355,12.7036506666667,374,286,287,"Adcy2",7.522754,6.030767,7.545049,1277,248,510,7.03285666666667,1.70594985511588
"ADCY3",14.158841,11.038002,13.410534,12.8691256666667,322,189,174,"Adcy3",8.456142,10.516189,8.114078,940,226,368,9.028803,1.38292931535964
"ADCY4",0.882454,0.117475,0.194074,0.398001,22,5,5,"Adcy4",0.544269,0.77078,0.996493,76,13,27,0.770514,0.789601776659207
"ADCY5",15.25583,30.492998,24.515758,23.4215286666667,870,987,926,"Adcy5",14.862687,15.095945,10.672673,3395,732,1242,13.5437683333333,1.6791747576654
"ADCY6",72.815918,48.329999,61.034132,60.726683,3230,1716,1967,"Adcy6",18.039716,27.817246,12.610773,1083,262,415,19.489245,3.01263824020846
"ADCY7",7.516,7.546295,5.754411,6.938902,737,407,340,"Adcy7",1.977884,1.78601,1.899815,506,112,191,1.887903,2.74901961734864
"ADCY8",0.668336,0.19604,0.591981,0.485452333333333,32,5,29,"Adcy8",1.469716,1.260958,1.237004,430,89,147,1.32255933333333,0.639575623328173
"ADCY9",6.52854,10.236519,6.97731,7.914123,529,588,463,"Adcy9",6.578852,5.795345,6.654467,1267,271,510,6.342888,1.21398052101571
"ADCYAP1",0.932518,1.91493,3.584293,2.14391366666667,47,65,121,"Adcyap1",133.941737,113.221038,118.964567,3754,843,1402,122.042447333333,0.0255514558983821
"ADCYAP1R1",7.602388,9.933134,7.812192,8.449238,766,669,518,"Adcyap1r1",0.666241,0.717749,0.71448,154,34,74,0.69949,5.56004330710978
"ADD1",181.509736,172.477131,177.693218,177.226695,4281,3516,3583,"Add1",275.430684,285.43531,265.220373,15049,3535,5787,275.362122333333,0.644902758363653
"ADD2",16.303887,29.595986,28.425267,24.7750466666667,1946,3077,2617,"Add2",60.067129,53.527453,55.233238,19591,4287,7146,56.27594,0.450015253641698
"ADD3",355.067866,227.119778,237.317728,273.168457333333,2481,1480,1440,"Add3",13.770719,11.618171,15.650723,2026,473,829,13.679871,18.6764895504418
"ADGB",0.201606,0.066185,0.048206,0.105332333333333,20,6,4,"Adgb",0.709139,1.1436,0.999638,133,38,67,0.950792333333333,0.566606867602685
"ADGRA1",0.851701,0.725263,0.664019,0.746994333333333,60,38,32,"Adgra1",1.974302,2.719455,1.080129,241,62,87,1.92462866666667,0.597338853046415
"ADGRA2",12.374584,8.841367,7.64648,9.62081033333333,1163,397,398,"Adgra2",3.760546,2.808438,3.527116,626,138,255,3.36536666666667,2.4329709608204
"ADGRA3",55.903032,22.5217,64.869103,47.7646116666667,956,392,414,"Adgra3",134.829051,87.027523,117.866451,1365,302,543,113.241008333333,0.426857328888247
"ADGRB1",21.019601,17.595041,26.976846,21.8638293333333,989,754,770,"Adgrb1",16.922598,13.512347,14.584145,1414,319,590,15.0063633333333,1.42842123830335
"ADGRB2",18.911626,16.91334,18.434336,18.086434,1200,820,832,"Adgrb2",10.441854,2.963454,13.030392,510,98,224,8.8119,1.94523323719157
"ADGRB3",5.500771,8.658558,10.683484,8.28093766666667,322,292,302,"Adgrb3",5.409408,6.54154,5.561977,842,248,369,5.83764166666667,1.35733021984919
"ADGRD1",3.127697,0.24652,0.860047,1.41142133333333,49,10,12,"Adgrd1",1.412643,1.446831,1.608786,316,76,140,1.48942,0.968667936038649
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",1.472139,3.651292,0.535302,85,22,28,1.88624433333333,0.346471013715286
"ADGRE5",7.481854,2.967783,3.625122,4.69158633333333,171,73,78,"Adgre5",6.939442,5.241608,6.523235,376,84,157,6.23476166666667,0.786699907414596
