"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg__TPM","FoldChange"
"HACD4",0.258675,0.105258,0.249898,24,19,39,99.3623356666667,0.502191,0.446923,0.251566,51,28,19,113.114738,0.879486185795446
"HACE1",6.867154,5.069761,5.838881,307,312,370,55.393129,7.18914,5.916417,5.825074,382,195,167,73.5313996666667,0.75663585082545
"HACL1",4.877953,5.190673,5.200303,114,189,166,0.343132333333333,4.84341,4.32756,3.940768,136,80,82,0.503515333333333,0.893327991777492
"HADH",15.583382,15.417324,14.943981,369,457,450,0.374977666666667,16.491175,12.220337,13.811706,503,266,249,0.097509,1.25281675746319
"HADHA",52.586848,42.514248,39.666429,2091,2341,2318,15.771778,59.936312,49.056177,57.229663,2785,1731,1779,31.9347776666667,0.509242180704767
"HADHB",25.647685,17.71078,20.105148,598,645,684,134.498985,48.713162,42.994736,48.124209,1423,799,892,94.3146276666667,1.42159696068756
"HAGH",59.665975,68.354362,65.745692,676,1007,1058,45.277469,60.201374,69.49742,67.925422,822,669,639,55.1810116666667,0.823720820026767
"HAGHL",18.859401,19.613842,22.118465,156,204,278,63.875543,22.514771,18.500307,17.802696,212,140,135,79.170728,0.809217336781574
"HAGLR",13.728874,9.792274,7.702827,739,760,577,192.301338666667,0.441572,0.649645,0.365253,29,4,4,275.080952333333,0.70016180773413
"HAL",0.032426,0,0.016741,2,0,1,31.9976603333333,0.114632,0,0.020855,2,0,1,19.0236076666667,1.64793781833154
"HAMP",0.536379,0.265296,0.788676,8,10,8,0,0.131427,0.110885,0.287284,6,4,9,0,1
"HAND1",0,0,0,0,0,0,15.3105306666667,0,0,0,0,0,0,20.907105,0.744531542011903
"HAND2",33.518161,4.057019,8.441602,739,120,308,0.0137663333333333,0.215774,0,0,8,0,0,0,1.01376633333333
"HAND2.AS1",13.866304,1.15997,1.999825,304,41,117,4.65715566666667,1.15741,0.263622,0.178562,15,6,6,10.5488323333333,0.489846549277406
"HAO1",0,0,0,0,0,0,9.72202533333333,0,0,0,0,0,0,10.8174243333333,0.907306451126561
"HAO2",0.041299,0,0,1,0,0,0.516194,0,0,0,0,0,0,5.807543,0.222722647510269
"HAO2.IT1",0,0,0,0,0,0,61.557224,0,0,0,0,0,0,68.5205673333333,0.899837650922124
"HAP1",37.43378,41.420354,39.615365,1430,2057,2217,18.5043093333333,5.569263,9.351128,6.356609,239,356,283,36.49135,0.520234916409607
"HAPLN1",0.953498,1.3876,1.424897,30,55,73,4.904885,7.918574,11.827713,4.75803,227,261,113,5.64740466666667,0.888299313205645
"HAPLN2",3.302391,2.475234,4.179119,32,34,79,1.50898733333333,3.321585,2.16562,2.084337,41,25,17,0.681273666666667,1.49231346631849
"HAPLN3",1.977797,0.654749,0.821871,57,20,31,4.15419733333333,3.945289,4.857285,5.400137,112,102,103,3.89734666666667,1.05244690322106
"HAPLN4",5.52739,2.556111,5.445732,313,240,565,24.6757206666667,1.639835,0.632429,1.63392,131,38,85,27.877799,0.889116260787973
"HAR1B",1.130702,1.213786,0.980738,12,13,13,5.72572866666667,0.095678,0.324121,0.024707,3,2,1,20.3261393333333,0.315374881573346
"HARBI1",3.468114,2.84092,2.323842,81,95,85,8.20500066666667,2.023392,3.017954,3.909292,61,77,72,6.91291633333333,1.16328800645729
"HARS1",48.6974,53.901633,44.947156,1560,2357,2082,37.362771,39.99062,50.067705,54.965053,1643,1491,1462,39.440687,0.948618182475486
"HARS2",12.11657,14.878406,13.276835,385,582,563,0.195694666666667,17.07065,15.881976,20.292241,497,384,412,1.60223833333333,0.459486992928524
"HAS1",6.765554,4.009682,3.733884,109,85,126,14.2367713333333,0.485232,0.078588,0.045633,6,2,1,10.507409,1.32408358244096
"HAS2",0.019449,0.028121,0.024146,1,3,2,12.017598,10.042296,5.779097,6.573073,752,334,344,16.307738,0.752125898832071
"HAS3",5.785936,9.000338,7.128961,395,758,661,18.718088,2.05784,3.362196,3.125076,149,186,164,12.0264156666667,1.51370020000641
"HASPIN",0.072351,0.017543,0.01579,3,1,1,0.0234476666666667,0.838173,0.363893,0.721841,41,13,23,0.050337,0.974399327707837
"HAT1",8.280674,7.675931,6.720975,192,257,228,9.212167,20.899927,12.548744,17.970968,562,259,345,14.8219446666667,0.645443225541976
"HAUS1",18.611441,22.030705,12.531338,103,142,120,0.012679,34.934603,27.388095,45.249615,206,126,160,0.0298873333333333,0.98329105254879
"HAUS2",14.643916,17.0803,13.34148,527,815,727,0.0190773333333333,12.594492,12.122373,11.313606,531,429,457,0.460285333333333,0.697861787741939
"HAUS3",3.887106,2.930873,2.813266,225,243,244,2.15030133333333,6.575983,4.971693,5.99005,422,261,285,3.069026,0.774215090622015
"HAUS4",4.500083,4.036108,2.769136,29,36,30,0.495059,11.316554,7.740821,11.575397,105,50,62,1.33420033333333,0.640501579341733
"HAUS5",6.439309,4.757963,5.537826,150,199,218,0.510310333333333,6.218929,4.798387,4.359111,221,96,118,0.615399,0.934945690404249
"HAUS6",2.451222,2.36852,2.13923,234,291,241,21.40889,10.885551,4.333054,5.465886,652,314,343,32.3490213333333,0.671950453238688
"HAUS7",12.672328,15.534779,14.685237,78,117,121,0.750029,21.392714,11.172769,14.534215,148,66,84,1.31989233333333,0.754357853101516
"HAUS8",0.704609,0.893011,0.7621,17,24,23,15.9859413333333,4.214583,2.121277,5.747837,94,37,46,1.12733933333333,7.98459421455721
"HAVCR1",0.719436,0.083136,0.261283,6,3,5,4.194463,0.104599,0.101325,0.618873,3,2,8,7.39884466666667,0.618473517032144
"HAVCR1P1",0.811704,1.301771,0.787361,11,24,16,7.271238,1.781813,1.170326,1.124415,28,14,12,0.267140333333333,6.52748380145214
"HAVCR2",1.05128,0.784135,0.554028,27,31,25,0.640309333333333,0.636399,0.092404,0.118983,20,1,1,1.26581666666667,0.723937358862515
"HAX1",34.511433,33.880057,32.75028,480,658,646,3.902933,30.992801,27.997049,34.43572,495,362,353,6.423649,0.660447847143635
"HBA1",0,0,0.306845,0,0,2,31.4880493333333,2.611022,0,0,16,0,0,11.6375876666667,2.57074769253826
"HBA2",0,0,0,0,0,0,0.107611,0,0,0,0,0,0,0.453256,0.76215821575827
"HBB",0,0,0,0,0,0,1.48802566666667,0,0,0,0,0,0,3.209503,0.591049743085268
"HBD",0,0,0.70322,0,0,2,2.47101666666667,0,0,0,0,0,0,9.46917566666667,0.331546320090722
"HBE1",0,0,0.10546,0,0,1,1.082425,0,0,0,0,0,0,27.6541883333333,0.0726743670340688
"HBEGF",17.127345,15.377555,16.143454,609,731,845,4.40917933333333,10.61303,11.428951,13.853963,435,354,380,11.817546,0.422013647022085
"HBG1",0.047933,0,0,1,0,0,2128.28135366667,0,0.054881,0,0,1,0,1584.09957666667,1.34331078312718
"HBG2",0,0,0,0,0,0,29.2687863333333,0,0,0.221137,0,0,1,31.9425513333333,0.918835521482681
"HBM",0,0,0,0,0,0,4.137152,0,0,0,0,0,0,3.11906566666667,1.24716438525662
"HBP1",15.885205,9.793296,12.011694,263,228,263,14.4673423333333,39.407018,23.344669,29.576455,1026,490,539,16.505054,0.883592951688886
"HBQ1",1.355628,3.503818,3.394172,6,22,25,7.85469,2.419881,1.491389,1.149798,13,6,4,9.48020633333333,0.844896533366598
"HBS1L",38.998483,33.056925,31.690002,739,794,825,0.209426333333333,39.870215,35.457586,41.235067,848,634,694,0.239915666666667,0.975410155583162
"HBZ",0.162951,0.115335,0.140934,2,1,2,1.04272,0.165124,0.12133,0,1,1,0,1.08637033333333,0.979078338760888
"HCAR1",0.169441,0.106617,0.109493,13,11,12,21.544681,0.083347,0.18668,0.141876,8,13,9,19.1015603333333,1.12153885699188
"HCAR2",0.03142,0.023214,0,1,1,0,135.530792,0.054704,0,0,2,0,0,48.9245096666667,2.73474477589428
"HCAR3",0,0,0,0,0,0,3.42446966666667,0,0.036306,0,0,1,0,4.86203766666667,0.754766502410169
"HCCAT5",0.106845,0,0,1,0,0,0.649898666666667,1.461187,1.056838,0.910164,23,11,11,0.612764333333333,1.02302526944937
"HCCS",7.877701,7.528802,7.266658,206,286,281,0.794600333333333,10.065513,6.406883,11.206383,287,157,228,0.456717,1.23194850704243
"HCFC1",16.444495,19.786799,11.945132,1203,1694,1279,4.86535166666667,22.521729,17.248791,13.448208,1540,1024,1105,3.07645733333333,1.43883553464561
"HCFC1R1",99.148689,99.343867,96.829378,690,949,1002,1.79242666666667,61.436803,50.416563,66.602817,502,315,355,4.950419,0.469282359219858
"HCFC2",4.896356,4.458536,4.601058,297,413,406,0.0371516666666667,6.177617,3.899835,4.704545,387,188,180,0.0204946666666667,1.01632247628928
"HCG11",2.704325,1.940843,1.714402,248,242,228,3.02788566666667,2.796473,3.473003,3.907848,291,276,284,4.22462566666667,0.770942441362785
"HCG14",0,0,0,0,0,0,1.81415233333333,0,0,0,0,0,0,3.06930033333333,0.691556804073034
"HCG17",2.872339,3.369837,2.770634,6,11,12,1.629212,2.994147,3.280384,6.518112,10,9,14,1.72074333333333,0.966357968349336
"HCG18",18.630404,17.389098,18.663034,527,727,766,0.0784416666666667,14.839184,16.038153,12.793278,708,636,434,0.343538,0.802687878323253
"HCG20",0.528638,0.412622,0.260558,7,8,5,0.053796,0.212711,0.516677,0.431332,3,6,4,1.57391933333333,0.409412986006554
"HCG22",0,0.079147,0,0,1,0,3.865543,0.164673,0,0,2,0,0,6.065077,0.688675155274316
"HCG23",6.507261,6.698254,7.419849,243,234,290,0.364837333333333,2.938707,3.366195,2.671188,134,114,80,0.236001,1.10423643130817
"HCG25",1.347594,1.026617,0.422987,32,23,17,10.8471376666667,1.00691,0.466857,0.934353,20,15,18,9.97443833333333,1.07952109318275
"HCG27",1.339104,1.149614,1.333152,16,24,24,618.116599666667,1.642228,1.073546,1.599202,24,14,17,662.776068,0.932719074268683
"HCG9",0,10.837581,39.976282,0,3,4,0.00988,0,16.565939,0.255032,0,2,1,0,1.00988
"HCK",0.030982,0.188768,0.085703,1,6,4,9.56219833333333,0.065822,0.037596,0.216323,2,1,5,13.7497776666667,0.716092036912737
"HCLS1",0.058351,0.031838,0.040607,1,1,1,28.2449743333333,0.050751,0.71605,0.090263,1,6,3,30.6449336666667,0.924159760971111
"HCN1",31.111348,7.632765,24.271442,360,956,946,7.437869,31.607189,59.951256,31.597547,2387,2312,1840,9.54697766666667,0.800027198945113
"HCN2",19.344865,22.380201,26.167221,734,1192,1740,0.085467,12.93018,10.199514,11.643962,589,346,329,0.0280446666666667,1.05585587396657
"HCN3",36.826412,31.507533,34.157508,1010,1305,1273,13.6137853333333,17.520174,17.681623,21.986025,523,445,451,17.2392473333333,0.80122743369052
"HCN4",5.262054,9.317012,5.596574,526,1294,910,34.8416963333333,0.886094,1.95372,2.477422,105,174,189,129.369215333333,0.274924538294503
"HCP5",2.388901,7.821932,8.619963,140,368,400,10.6772246666667,2.310917,2.411883,0.709002,84,38,30,10.3371243333333,1.02999881833644
"HCP5B",0,0.026125,0,0,1,0,120.633479333333,0,0,0,0,0,0,250.140171666667,0.484325062478555
"HCRT",3.713359,1.361414,1.653838,16,8,13,10.2102373333333,0.201606,1.325275,0,1,5,0,12.2817293333333,0.844034466596067
"HCRTR1",9.626442,3.33685,3.08075,235,101,114,0,0.112688,0.630622,0.483596,4,12,9,0,1
"HCRTR2",7.838261,13.470152,9.417619,214,505,371,0.150045333333333,0.793664,2.676296,1.941812,25,64,41,0.173719666666667,0.9798296526797
"HCST",0.584084,0.63629,1.007059,2,3,5,10.847918,0,0.41173,1.140484,0,2,3,9.66171866666667,1.11125779721068
"HDAC1",20.064434,20.212904,15.757916,317,457,362,2.61597,37.958279,27.281952,28.612459,701,377,430,0.027513,3.51914768961561
"HDAC10",34.466996,38.33687,30.791724,453,736,653,1.765907,24.529473,32.339278,31.699681,405,422,365,4.74034433333333,0.48183642642111
"HDAC11",70.518894,42.895065,62.426514,361,444,486,0.0148496666666667,62.356557,103.074388,67.651225,473,332,298,0.0440306666666667,0.972049671593299
"HDAC11.AS1",0,0.157424,0,0,1,0,0.191135666666667,0,0,0,0,0,0,0.261607333333333,0.944141362526428
"HDAC2",168.659037,224.718381,157.971132,2650,4844,3883,8.84798666666667,125.545178,98.605495,148.295071,2280,1515,1914,18.0059516666667,0.518152778633991
"HDAC2.AS2",3.159545,4.806296,3.027633,33,61,42,213.856379666667,2.569114,2.320838,5.262039,37,20,27,180.443621333333,1.1841495340966
"HDAC3",68.141032,65.889836,78.588131,569,787,835,246.832933,100.933488,80.939684,82.971333,888,570,553,232.965971666667,1.05926913745
"HDAC4",4.250102,5.02615,3.578015,478,741,727,7.558659,14.584036,11.376969,9.110578,1266,770,730,8.83067366666667,0.87060757891092
"HDAC4.AS1",0.42677,0.62071,0.585418,1,2,2,39.9848233333333,0,0.969507,1.103876,0,2,2,34.691568,1.14830548585967
"HDAC5",78.722312,75.810512,82.596461,2366,3171,3453,5.54347466666667,44.043651,50.716111,52.539845,1420,1244,1151,7.12048366666667,0.805798636542626
"HDAC6",171.585801,165.688651,136.317127,1674,2182,1916,43.6869696666667,193.789746,175.844505,202.637095,2132,1428,1410,47.103597,0.92897355818665
"HDAC7",33.604239,37.679999,31.258208,784,1084,835,64.4805996666667,33.89883,40.111732,32.283008,1081,648,629,145.910139333333,0.445718722777151
"HDAC8",26.691485,29.52723,26.406514,372,533,468,14.244258,28.298432,31.295471,35.946289,449,298,310,24.8463306666667,0.589803566185127
"HDAC9",3.840472,2.193352,2.144944,291,217,206,23.0560003333333,7.580777,4.219171,4.119116,432,269,238,43.4408476666667,0.541303813864397
"HDC",0,0,0.044549,0,0,2,0.573954333333333,0.027851,0,0.104241,1,0,3,0.539864666666667,1.0221380926549
"HDDC2",42.234116,44.311923,48.006194,381,554,634,113.679916333333,51.098423,32.620101,36.015441,535,278,306,179.006256333333,0.637088502751652
"HDDC3",10.606973,13.873657,19.214354,126,146,172,0,17.146082,12.546889,19.735546,122,83,78,0,1
"HDGF",30.585655,29.60881,26.903024,673,903,925,22.4496463333333,60.48147,32.647718,47.194364,1658,734,905,33.372821,0.682214774671341
"HDGFL1",0.066444,0.024001,0.042923,2,1,2,38.5329273333333,0.028187,0,0,1,0,0,33.1356,1.15811432443939
"HDGFL2",140.263862,141.270611,115.732963,609,797,811,142.167872666667,195.913823,189.193963,221.056164,933,564,669,170.233558333333,0.836097048149684
"HDGFL3",143.928545,130.183767,125.841096,3234,4016,3796,37.7338343333333,74.529367,72.416956,86.063892,1860,1525,1560,44.6317416666667,0.848835326433044
"HDHD2",33.098976,39.464264,33.415153,667,1028,923,5.96359233333333,27.876831,25.732545,30.477363,509,455,480,10.2080876666667,0.621300666129099
"HDHD3",5.961334,6.460194,7.716563,136,197,223,25.0298716666667,5.580223,6.88358,11.185835,133,124,153,21.328802,1.16575316788902
"HDHD5",11.831646,15.075555,15.536682,302,515,560,83.4481393333333,18.12456,15.208628,20.281552,563,336,396,133.880953,0.626093880974679
"HDHD5.AS1",1.934041,0,0,3,0,0,16.469155,0.555849,1.471402,0.207394,1,2,1,13.187655,1.2312926272876
"HDLBP",440.757125,412.222695,348.2823,4169,5807,4958,3.87202766666667,815.546616,641.717827,719.823029,8498,5410,5308,4.131744,0.94939023978333
"HDX",2.7156,2.299153,1.944568,203,280,278,180.770178666667,2.022066,2.107004,2.696098,166,138,119,149.459846666667,1.20809759343545
"HEATR1",4.376777,2.632166,2.784621,321,402,549,9.49964833333333,5.883633,4.031264,3.91606,832,496,438,25.2464803333333,0.40004024158617
"HEATR3",12.033252,15.098177,11.975757,252,365,380,2.89147733333333,10.340961,11.210228,13.965264,282,222,255,10.6859763333333,0.333004040255772
"HEATR4",0.750654,2.132719,0.76438,16,25,14,6.870745,0.650957,1.699558,0.840732,13,18,19,12.8115906666667,0.569865208863705
"HEATR5A",3.583444,2.796844,2.511107,263,287,298,19.023396,9.689766,10.166766,8.301208,917,592,552,19.038037,0.99926933960647
"HEATR5B",13.884535,15.504732,14.513675,973,1475,1408,0.673203,9.717949,15.522498,12.420266,984,879,682,0.875798333333333,0.891995141624144
"HEATR6",10.864688,11.014571,7.000071,303,393,354,77.7364366666667,14.833728,9.879476,16.537625,393,298,307,80.6292743333333,0.964561271795045
"HEATR9",0.109397,0.142824,0.134196,3,2,3,8.42950933333333,0.201606,0.22128,0.063301,1,1,2,12.1605943333333,0.716495706386918
"HEBP1",8.553005,8.088667,9.127754,119,157,178,2.63061266666667,7.498083,2.435477,3.055028,116,31,31,2.013522,1.2047739046427
"HEBP2",83.358902,48.665925,49.979923,1027,804,1055,2.10579666666667,26.103731,22.95772,25.288531,385,226,217,0.776108333333333,1.74865271919412
"HECA",10.117937,5.658601,5.912273,894,684,767,10.0464183333333,5.53452,3.727805,3.788313,555,286,262,8.95176033333333,1.10999641905899
"HECTD1",52.904556,58.606295,48.782345,1771,2468,2154,28.7640223333333,56.861264,47.226117,59.840024,2656,1726,1547,30.9651933333333,0.931138505028073
"HECTD2",4.835195,3.705916,3.653408,284,259,256,0.169629333333333,8.452054,4.61837,5.364103,593,248,257,0.167999,1.0013958345284
"HECTD3",25.813975,25.038546,27.197319,524,696,730,13.686845,27.912958,20.858576,33.293871,623,441,430,5.19925366666667,2.36913115508905
"HECTD4",63.938921,47.359296,44.050788,4697,4722,3661,1.27402,44.304986,45.70492,55.491177,3808,3297,2445,1.489006,0.913625760645013
"HECW1",11.749728,10.294552,8.351477,825,1038,810,10.799186,7.691668,17.94851,9.417761,473,735,597,4.62425466666667,2.09791104765052
"HECW1.IT1",0.036578,0,0,1,0,0,10.9030696666667,0,0.041865,0,0,1,0,18.911844,0.597788415109453
"HECW2",4.498558,2.136615,1.637082,310,399,313,0.189789,4.358761,3.904573,3.818947,347,317,292,0.138258333333333,1.04527150397903
"HEG1",4.135709,0.860133,1.180565,511,163,191,0.040378,5.716889,5.375145,5.756895,504,334,318,0.428666,0.728216392074845
"HEIH",5.149824,3.681712,4.211566,121,113,149,1.15147233333333,4.337862,6.12592,7.415338,117,127,130,4.734237,0.375197665065698
"HELB",0.827014,0.528198,0.397534,27,25,33,0.271783666666667,0.656081,0.26993,0.325288,29,9,14,0.02143,1.24510114904268
"HELLS",5.340975,2.253849,0.831844,109,137,82,68.734227,7.610838,3.441255,7.610054,465,157,313,84.2491196666667,0.818005244777523
"HELQ",3.953606,2.568356,2.511805,111,111,136,0.111045333333333,4.465438,3.955824,4.45343,174,125,136,6.34018533333333,0.151364752097994
"HELT",0,0,0,0,0,0,3.391547,0,0,0,0,0,0,41.8417036666667,0.102506357687565
"HELZ",3.328538,2.776499,2.687641,541,729,714,12.7353106666667,4.506039,4.517016,4.298192,1113,597,527,29.9276033333333,0.444111705605812
"HELZ2",5.257236,6.734244,5.014444,159,412,242,0.371168666666667,16.548725,11.033643,9.920147,808,437,392,0.0828126666666667,1.26630275843344
"HEMGN",0,0,0.044537,0,0,2,0.870050666666667,0.112448,0,0,4,0,0,2.00287233333333,0.622753969893492
"HEMK1",6.59942,5.847523,5.155758,217,312,329,14.503554,9.11586,5.447444,4.860431,505,232,204,17.532682,0.836552097532348
"HENMT1",6.368493,6.103108,4.948706,101,149,142,4.94058333333333,6.329421,8.346589,8.200081,136,171,153,3.24944333333333,1.39796742004639
"HEPACAM",0.14391,0.074999,0.040631,7,5,3,15.7580453333333,0.193827,0.069944,0.321701,11,3,9,140.842486,0.118145457020073
"HEPACAM2",0.107842,0.079607,0,1,1,0,6.50468933333333,0,0,0,0,0,0,12.485114,0.556516565846854
"HEPH",19.723348,15.577217,15.064586,1128,1087,1368,16.784299,15.144762,5.786387,4.171978,1073,181,155,18.2748696666667,0.922667665595456
"HEPHL1",0.147595,0.131898,0.124793,14,17,17,58.987081,0.036929,0.036295,0.080255,4,3,6,4.88083333333333,10.2004388833782
"HEPN1",0,0,0,0,0,0,0.5218,0,0,0,0,0,0,0.705581,0.892247275268662
"HERC1",137.593274,137.444225,124.987045,3587,4369,4214,91.043261,76.143975,81.222944,115.620153,3023,2374,1886,142.427525666667,0.641740562504812
"HERC2",81.884751,79.918423,68.93924,2674,3551,2842,16.3181966666667,67.593289,97.997414,94.900273,3364,3221,2647,46.554171,0.3641782897796
"HERC2P2",60.317397,51.637756,43.902278,2052,2605,2149,8.12007366666667,70.244987,72.330242,63.489097,3234,2150,2112,9.29185233333333,0.88614501756195
"HERC2P3",52.359753,34.442048,27.23177,1065,1171,974,13.6902146666667,62.925682,76.029169,52.430353,1720,1336,1149,13.3948313333333,1.02052009686625
"HERC2P9",25.773822,27.479982,20.974698,734,960,879,11.2637086666667,38.56947,44.679027,36.670428,1052,968,831,8.31680066666667,1.31630042387226
"HERC3",12.080255,9.379136,10.577956,323,591,657,58.095758,11.685662,15.111989,15.231835,360,380,320,67.8883356666667,0.857848537464303
"HERC3.1",1.517918,0.527166,0.275502,122,58,32,1.073338,0.565726,0.407902,0.858347,52,29,54,0.476441,1.40428097025211
"HERC4",15.015954,13.745512,12.956566,864,1104,1048,52.263814,20.776064,26.490169,28.795898,1117,1120,1271,57.650244,0.908160143374681
"HERC5",0.116121,0.195898,0.121465,4,4,7,5.93340666666667,0.649056,0.413071,0.546564,17,13,9,15.1423493333333,0.429516579247201
"HERC6",2.459779,3.879889,5.491662,77,205,246,0.833029333333333,8.346107,5.029135,5.028455,362,200,148,0.072838,1.70857979800616
"HERPUD1",67.093398,82.037751,61.352988,533,852,731,0.165665,73.694587,93.548608,104.582444,708,647,650,0.161986,1.00316613108936
"HERPUD2",7.094405,5.854826,4.357397,183,232,238,6.12896433333333,9.739893,10.360266,8.878287,295,195,205,14.8783833333333,0.448972932802773
"HES1",1.237079,0,0.157296,26,0,4,30.8099776666667,20.397936,10.078693,15.20464,483,182,241,33.17121,0.930899949596946
"HES2",0.234914,0.15339,0.234461,8,11,11,7.91683266666667,0.666203,0.119273,0.222414,14,7,5,5.98284833333333,1.27696209927706
"HES3",0.343201,0.12022,0.090579,2,1,1,17.297856,0,0.18876,0.227452,0,1,1,16.846684,1.0252804386518
"HES4",15.198865,19.39073,30.653582,119,223,455,111.992041333333,9.367053,6.818477,11.325769,92,49,62,104.368341666667,1.07235284855089
"HES5",0.384963,0.274626,0.193735,6,6,5,312.534722333333,1.345416,0.143322,0.675029,25,2,8,296.177208333333,1.0550429627216
"HES6",8.806796,7.164696,9.846574,134,169,207,11.5302803333333,26.769582,8.282969,20.623757,429,117,214,16.3523543333333,0.722108371730461
"HES7",1.279397,1.939393,1.52831,16,32,32,0.270773666666667,1.700887,1.366006,1.284054,24,17,8,0.590219333333333,0.799118486380705
"HESX1",0.738739,0.644333,0.45403,8,8,6,25.363541,1.066348,0.405193,0.497013,14,4,3,35.3902643333333,0.724466872746816
"HEXA",30.968989,22.937884,19.201867,590,617,536,0.769734333333333,61.209184,58.880592,72.434661,1216,992,987,0.620100333333333,1.09236094636937
"HEXA.AS1",0.09598,0.070581,0.066973,4,4,4,0,0.084481,0.193212,0.120624,4,7,4,0.00802833333333333,0.992035607464737
"HEXB",40.202428,38.279851,37.32018,387,419,471,0.584860333333333,64.710363,69.436999,89.911902,579,608,730,1.28748366666667,0.692840065451833
"HEXD",18.054114,17.625412,15.565302,264,364,328,33.5571063333333,21.391663,18.755603,26.453839,365,221,287,50.093272,0.676353362793703
"HEXIM1",6.25866,6.635217,5.164952,362,524,430,7.378854,12.503224,12.248988,14.12128,828,619,636,11.0274653333333,0.696643371465686
"HEXIM2",4.826553,4.254083,5.416477,67,90,95,0.272423,6.301638,4.076009,5.960719,107,57,72,0.472913666666667,0.863881589801258
"HEY1",15.192567,9.033492,13.541299,522,411,644,0.131771666666667,6.603685,12.573287,10.568848,252,350,273,0.247520333333333,0.907217009956551
"HEY2",0.078882,0.019264,0.018184,3,1,1,7.46773266666667,2.644541,1.536037,1.835695,116,51,56,8.03574533333333,0.937137154079449
"HEYL",0.452651,0.055091,0.134554,30,5,13,4.93258833333333,11.533985,4.714409,5.851127,888,275,298,1.949196,2.01159513756744
"HFE",0.328169,0.068765,0.034456,13,4,4,10.838775,2.057454,0.702011,1.466563,71,25,25,21.5047686666667,0.52605628501906
"HFM1",2.574495,2.342203,1.956513,77,141,79,3.83336566666667,1.955791,1.187385,1.431081,62,32,38,3.25782433333333,1.13517263472511
"HGC6.3",0,0.108641,0.307819,0,2,6,37.4234183333333,0.193136,0.654644,0.348088,3,7,3,28.347809,1.3092431647396
"HGD",0.041241,0.154113,0,1,1,0,28.8658053333333,0.364481,0,0.174274,3,0,1,32.2315186666667,0.898719244007667
"HGF",2.430557,0.340354,0.946342,86,8,36,1.09841066666667,2.686436,0.050802,0.121316,174,2,4,0.401741,1.49700313158184
"HGFAC",4.144603,7.168276,6.160805,76,230,197,1.321425,2.379709,3.426833,4.908786,56,58,81,1.61219066666667,0.888688957365542
"HGH1",17.558334,9.374813,11.051214,212,323,288,53.0651316666667,7.838648,8.529751,9.629192,224,175,191,58.920466,0.902281562140499
"HGS",133.832148,144.528391,125.772907,943,1489,1430,7.62139466666667,126.740546,134.915934,161.390885,1049,829,935,32.2694386666667,0.259138567171096
"HGSNAT",28.151655,27.659455,21.432947,1570,2169,1938,0.0717866666666667,25.240395,26.803826,25.171228,1508,1260,1160,0.152075333333333,0.930309534156621
"HHAT",1.245834,1.301094,0.86856,61,77,58,16.6183423333333,3.882442,3.225372,3.179684,201,128,125,14.9519133333333,1.10446577568333
"HHATL",0.54206,0,0,2,0,0,23.857845,12.108456,10.399448,7.272104,135,67,53,70.5598136666667,0.347371572483273
