"Hs_symbol","Heart","dHs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1","Nociceptor(4Weeks)-S23_rep_2","Nociceptor(4Weeks)-S27_rep_3","Hs_Avg_TPM","Nociceptor(4Weeks)-S19_rep_1_read","Nociceptor(4Weeks)-S23_rep_2_read","Nociceptor(4Weeks)-S27_rep_3_read","FoldChange"
"LIPG",0.0506,0.0506,0.61285,2.176215,0.477479,1.088848,33,64,24,0.502956653619603
"LIPH",0.22771,0.22771,8.731732,3.838486,6.734472,6.43489666666667,80,26,54,0.165128051544316
"LIPI",0.06325,0.06325,0.352147,0.064284,0.057862,0.158097666666667,4,1,1,0.918100459575517
"LIPJ",0.0506,0.0506,0.018806,0.023306,0.021147,0.0210863333333333,1,1,1,1.02890418342034
"LIPK",0,0,0,0,0,0,0,0,0,1
"LIPM",0,0,0.064673,0,0,0.0215576666666667,1,0,0,0.978897259185564
"LIPN",0,0,0,0,0,0,0,0,0,1
"LIPT1",14.94057,14.94057,3.154818,3.010663,2.786358,2.98394633333333,33,30,28,4.00120098672681
"LIPT2",2.34039,2.34039,1.403048,6.514991,1.084062,3.00070033333333,21,15,31,0.834951313940784
"LITAF",47.61753,47.61753,39.854654,45.049727,37.447487,40.783956,1327,1133,1128,1.16354540484391
"LIX1",0.0253,0.0253,0.450839,0.957458,0.61494,0.674412333333333,25,43,30,0.612334237862956
"LIX1L",25.33951,25.33951,5.454294,6.014385,5.372308,5.61366233333333,327,289,284,3.98259068462673
"LLGL1",0.83495,0.83495,12.502392,13.021865,10.850393,12.1248833333333,877,740,681,0.139806957014221
"LLGL2",0.48073,0.48073,1.112458,1.32044,1.56017,1.33102266666667,28,19,30,0.635227628274171
"LLPH",66.93526,66.93526,8.616654,10.908665,7.712666,9.07932833333333,254,235,211,6.74005824131469
"LMAN1",55.53691,55.53691,42.338144,47.301367,39.010473,42.883328,2659,2575,2440,1.28834599782405
"LMAN1L",2.84642,2.84642,0.119528,0.18745,0.369709,0.225562333333333,3,3,3,3.13849397569061
"LMAN2",14.85201,14.85201,121.081632,85.692433,122.950932,109.908332333333,1827,992,1638,0.142928936595647
"LMAN2L",28.13533,28.13533,26.943771,15.263189,35.521581,25.9095136666667,408,276,397,1.08271484802382
"LMBR1",23.89732,23.89732,16.846572,18.168343,18.390896,17.801937,536,478,538,1.32418909817643
"LMBR1L",31.04501,31.04501,153.923445,117.141018,147.69322,139.585894333333,1118,707,960,0.227939013028009
"LMBRD1",83.55839,83.55839,20.530991,14.157801,18.646481,17.7784243333333,487,304,413,4.50295448111168
"LMBRD2",8.60253,8.60253,2.515836,2.349934,2.902181,2.589317,301,228,304,2.67530842218728
"LMCD1",26.56663,26.56663,19.752335,31.789085,20.122368,23.8879293333333,400,451,336,1.1076305156122
"LMF1",2.5175,2.5175,17.754543,14.10779,17.709795,16.5240426666667,384,257,321,0.200724231668918
"LMF2",0.59459,0.59459,52.91634,40.430413,53.600697,48.9824833333333,1364,877,1269,0.0319029766761622
"LMLN",6.85672,6.85672,2.227129,2.390212,2.142594,2.25331166666667,173,157,128,2.41499149328351
"LMNA",23.50514,23.50514,286.244755,296.404532,249.343817,277.331034666667,3054,2386,2546,0.08804314628208
"LMNB1",2.07473,2.07473,10.762909,19.46879,12.814288,14.3486623333333,240,288,231,0.200325600578396
"LMNB2",3.17535,3.17535,15.719278,25.780597,13.810607,18.4368273333333,741,789,621,0.214816437291669
"LMO1",0.27832,0.27832,4.206465,1.888633,3.867286,3.32079466666667,60,16,55,0.295852985068179
"LMO2",11.52486,11.52486,6.597613,5.14106,6.76743,6.168701,125,78,117,1.74715893437319
"LMO3",1.13857,1.13857,0.425045,1.39571,1.337898,1.05288433333333,10,25,18,1.04173915952076
"LMO4",44.88496,44.88496,51.963445,104.176099,48.289146,68.1428966666667,1106,1895,904,0.663625075200542
"LMO7",457.62923,457.62923,13.583859,56.694761,13.126629,27.8017496666667,257,737,214,15.9236586425438
"LMOD1",13.48573,13.48573,0.645878,2.150154,0.649598,1.14854333333333,40,107,32,6.74211675196994
"LMOD2",890.70329,890.70329,0.090893,0,0,0.0302976666666667,1,0,0,865.481228240512
"LMOD3",264.05968,264.05968,0.390592,0.4122,0.258214,0.353668666666667,30,25,17,195.808388364853
"LMTK2",10.01942,10.01942,4.493668,4.178884,4.322356,4.331636,645,482,504,2.06679900878455
"LMTK3",0.01265,0.01265,9.189153,5.319217,8.24431,7.58422666666667,267,116,193,0.117966363112499
"LMX1A",0.10121,0.10121,0,0,0,0,0,0,0,1.10121
"LMX1B",0.10121,0.10121,0.259711,0.576861,0.167354,0.334642,25,45,14,0.825097666640193
"LNP1",7.80553,7.80553,1.141856,1.695801,1.735904,1.52452033333333,30,36,38,3.48800121897744
"LNPEP",16.78758,16.78758,10.548305,10.266614,10.977551,10.59749,1836,1472,1720,1.53374393942137
"LNX1",12.60017,12.60017,0.355766,0.330712,0.532777,0.406418333333333,20,15,26,9.67007445627249
"LNX2",13.30862,13.30862,1.87223,1.700393,2.10599,1.892871,131,96,130,4.94616593688415
"LOH12CR2",3.73198,3.73198,0.811032,0.473679,0.481449,0.58872,17,8,9,2.97848582506672
"LONP1",15.4466,15.4466,33.332028,36.667618,36.695192,35.564946,807,668,697,0.449791447798118
"LONP2",38.91379,38.91379,23.602118,30.258113,31.718431,28.5262206666667,1237,1027,1117,1.35180829441745
"LONRF1",19.81112,19.81112,9.366145,8.763958,8.468806,8.866303,217,175,188,2.10931288041732
"LONRF2",8.24831,8.24831,2.703188,1.644449,2.525565,2.29106733333333,634,309,521,2.81012482070153
"LONRF2P1",0,0,0,0,0,0,0,0,0,1
"LONRF3",1.12592,1.12592,0.225807,0.374141,0.340136,0.313361333333333,8,9,8,1.61868630211945
"LOX",6.48985,6.48985,28.209782,76.907614,27.408993,44.175463,1262,2876,1145,0.165794648302774
"LOXHD1",0.20241,0.20241,0.606035,0.694016,0.227667,0.509239333333333,10,18,10,0.796699352742375
"LOXL1",5.26272,5.26272,40.612862,53.308477,51.875671,48.5990033333333,362,337,304,0.126267053350064
"LOXL2",2.61871,2.61871,780.450361,896.745545,696.851928,791.349278,24529,21363,22027,0.00456706417292905
"LOXL3",7.21094,7.21094,384.785104,221.052091,408.316047,338.051080666667,10842,4820,10385,0.0242174128566559
"LOXL4",0.89821,0.89821,9.568087,2.711458,9.129785,7.13644333333333,533,122,446,0.233297267888959
"LPA",0,0,0.040699,0,0.065694,0.0354643333333333,2,0,3,0.965750309120578
"LPAL2",0.21506,0.21506,2.410484,2.560567,1.590327,2.187126,24,23,20,0.381240026280731
"LPAR1",11.67667,11.67667,11.117284,12.146583,11.105388,11.4564183333333,512,483,451,1.01768178145376
"LPAR2",0.20241,0.20241,52.9589,30.278183,45.005201,42.747428,669,333,588,0.02748527296279
"LPAR3",13.46043,13.46043,2.701384,1.92593,2.622114,2.416476,137,78,118,4.23255717294663
"LPAR4",0.22771,0.22771,9.784508,8.232455,8.833808,8.950257,223,191,221,0.123384752775732
"LPAR5",7.84348,7.84348,0.198772,0.169535,0,0.122769,6,3,0,7.87649106806476
"LPAR6",41.5325,41.5325,4.849612,10.714089,4.713242,6.758981,92,114,78,5.48171209595693
"LPCAT1",14.61165,14.61165,57.34997,46.364195,46.843107,50.1857573333333,1820,1296,1634,0.304999883040381
"LPCAT2",9.22242,9.22242,25.121882,40.42679,35.01376,33.5208106666667,981,1013,888,0.296123405058699
"LPCAT2BP",0,0,0,0,0,0,0,0,0,1
"LPCAT3",103.77433,103.77433,22.188129,24.457592,24.66509,23.7702703333333,316,229,306,4.22984200778
"LPCAT4",58.34539,58.34539,79.75188,52.453629,93.899838,75.368449,894,416,831,0.777093037466297
"LPGAT1",20.34245,20.34245,10.559453,17.604053,7.780225,11.9812436666667,963,1172,838,1.64409902071273
"LPIN1",42.96204,42.96204,28.91483,32.073524,36.423347,32.470567,543,482,455,1.31345369799083
"LPIN2",4.78199,4.78199,3.118512,3.234743,3.210778,3.188011,307,257,280,1.38060525628992
"LPIN3",6.85672,6.85672,6.574688,7.936119,8.219357,7.57672133333333,212,210,188,0.916051681598298
"LPL",933.75389,933.75389,690.863238,394.684746,572.152307,552.566763666667,24113,11269,18337,1.68860190197919
"LPO",0,0,0.123603,0.030436,0,0.0513463333333333,2,1,0,0.951161352158296
"LPP",20.59547,20.59547,2.259778,5.239876,2.879958,3.45987066666667,626,940,641,4.84217404809646
"LPXN",10.67726,10.67726,2.652539,2.808918,2.891829,2.78442866666667,70,59,67,3.08560710969494
"LRAT",0,0,0.30118,0.309605,0.153162,0.254649,20,10,8,0.7970356649549
"LRBA",28.12268,28.12268,25.810782,17.055723,21.898101,21.588202,378,354,304,1.28928721285563
"LRCH1",14.96587,14.96587,7.039483,7.167545,6.176118,6.794382,423,411,393,2.04838177035716
"LRCH2",1.6952,1.6952,2.574053,2.735128,2.603596,2.63759233333333,184,156,160,0.740929646047014
"LRCH3",40.97587,40.97587,172.120166,189.07168,165.08118,175.424342,1158,1090,1085,0.237925614595746
"LRCH4",2.78317,2.78317,32.903172,23.146032,24.726372,26.925192,593,369,451,0.135475165219992
"LRCOL1",0,0,0,0.297916,0.237184,0.178366666666667,0,2,2,0.84863228762977
"LRFN1",0,0,2.922446,1.272222,1.952974,2.049214,154,51,85,0.327953367654746
"LRFN2",0,0,1.310006,0.969751,0.844772,1.04150966666667,63,37,35,0.489833585570417
"LRFN3",1.08797,1.08797,6.581037,5.953618,7.35386,6.629505,252,147,184,0.27367044126716
"LRFN4",0.0759,0.0759,34.547718,22.270179,16.782349,24.5334153333333,324,182,244,0.0421369403957267
"LRFN5",0.39217,0.39217,66.70551,7.703591,42.261099,38.8900666666667,309,140,297,0.0349001672931106
"LRG1",0.10121,0.10121,0.102275,0.126198,0.034837,0.08777,4,4,1,1.01235555310406
"LRGUK",0.08856,0.08856,0.271236,0.303617,0.105792,0.226881666666667,14,12,5,0.887257532307517
"LRIF1",22.61959,22.61959,8.125409,10.636974,9.575693,9.44602533333333,260,276,260,2.26110786124841
"LRIG1",99.27065,99.27065,21.198324,32.831357,16.890412,23.640031,962,1176,681,4.06942061071271
"LRIG2",5.81936,5.81936,3.850332,3.949736,3.625179,3.80841566666667,656,497,590,1.41821349748812
"LRIG3",5.08561,5.08561,28.39389,78.863671,33.003816,46.7537923333333,469,834,398,0.127437208704199
"LRIT1",0,0,0,0,0,0,0,0,0,1
"LRIT2",0.11386,0.11386,0.326794,0.322693,0.196867,0.282118,15,12,8,0.868765589438726
"LRIT3",0.06325,0.06325,0.073004,0.29415,0.119258,0.162137333333333,4,13,6,0.914909081313396
"LRP1",7.93204,7.93204,213.99096,252.665379,171.059331,212.57189,13267,11032,7975,0.0418221705112972
"LRP10",8.21035,8.21035,24.126327,25.469734,27.880413,25.8254913333333,1087,894,880,0.343343198659524
"LRP11",13.58694,13.58694,10.651217,12.149863,9.330549,10.710543,279,186,286,1.24562456241354
"LRP12",26.87025,26.87025,22.611886,24.65687,19.086495,22.118417,853,832,716,1.20554318230353
"LRP1B",0.12651,0.12651,4.15652,2.771454,4.382849,3.77027433333333,324,198,294,0.236152036818567
"LRP2",0,0,22.675699,34.770348,24.460062,27.3020363333333,1230,1356,788,0.0353331466408383
"LRP2BP",3.83319,3.83319,1.329062,1.397872,1.486523,1.40448566666667,70,61,69,2.0100722857293
"LRP3",0.11386,0.11386,10.1697,12.659347,12.893778,11.9076083333333,397,270,322,0.0862948403170481
"LRP4",25.22565,25.22565,1.068878,3.846217,1.25046,2.055185,64,143,60,8.58398100278707
"LRP5",0.69579,0.69579,60.870591,89.573111,94.188911,81.5442043333333,1279,979,961,0.0205440226082014
"LRP5L",0.8729,0.8729,3.14194,3.115175,3.102813,3.119976,77,56,47,0.45459002673802
"LRP6",8.62783,8.62783,8.464186,9.722948,7.986923,8.72468566666667,1170,1129,966,0.990040226493011
"LRP8",0.8476,0.8476,9.507416,12.012355,12.697019,11.4055966666667,736,565,674,0.1489327800705
"LRPAP1",50.65371,50.65371,190.661,109.195794,170.07807,156.644954666667,3089,1511,2573,0.327658503941465
"LRPPRC",124.00292,124.00292,37.258405,46.401857,43.452919,42.3710603333333,1777,1492,1702,2.88217348248522
"LRR1",9.09591,9.09591,4.356419,8.239291,9.40918,7.33496333333333,81,93,109,1.21127227514298
"LRRC1",10.31038,10.31038,6.512251,3.98676,7.300398,5.93313633333333,166,105,161,1.63135116002575
"LRRC10",58.04177,58.04177,0.081303,0.071639,0.084907,0.079283,3,2,3,54.7046233471666
"LRRC10B",0.0759,0.0759,0.101257,0.044598,0.204423,0.116759333333333,3,1,5,0.963412588447884
"LRRC14",5.08561,5.08561,8.81566,7.658149,8.340905,8.27157133333333,314,215,262,0.656373098066009
"LRRC14B",2.98558,2.98558,0,0.034681,0.03182,0.022167,0,1,1,3.89914759525596
"LRRC15",0.0253,0.0253,1.215814,0.131962,2.060331,1.13603566666667,114,10,171,0.480001348292093
"LRRC17",5.54104,5.54104,7.84411,10.07522,9.247125,9.055485,189,200,168,0.650494729990647
"LRRC18",0,0,0,0.055482,0,0.018494,0,1,0,0.981841817428478
"LRRC19",0.0759,0.0759,0.060481,0.479198,0,0.179893,3,4,0,0.911862346839925
"LRRC2",157.97026,157.97026,0.110864,0.067165,0.046317,0.074782,8,4,3,147.909306259316
"LRRC20",25.63048,25.63048,3.000071,2.583405,3.568146,3.05054066666667,138,95,148,6.57454947166724
"LRRC23",17.52133,17.52133,5.893498,4.383336,6.191473,5.48943566666667,48,45,54,2.85407405995806
"LRRC24",0,0,3.293607,0.526821,2.005611,1.942013,73,8,35,0.33990332469639
"LRRC25",0.44278,0.44278,0.036081,0.093908,0.122237,0.0840753333333333,1,2,3,1.33088536897497
"LRRC26",0,0,0.131294,0.227308,0,0.119534,1,2,0,0.893228789835771
"LRRC27",7.3248,7.3248,8.87493,13.375522,17.615747,13.288733,169,144,161,0.582612888070622
"LRRC28",22.65754,22.65754,8.033497,11.150301,6.62709,8.60362933333333,188,175,164,2.46339578287209
"LRRC29",0,0,1.970291,1.056483,2.146078,1.724284,29,13,28,0.367068925266235
"LRRC3",1.35363,1.35363,2.415872,2.281783,2.34622,2.34795833333333,225,171,191,0.703004567460268
"LRRC30",0,0,0,0,0,0,0,0,0,1
"LRRC31",0.06325,0.06325,0,0.052066,0,0.0173553333333333,0,1,0,1.04511173742639
"LRRC32",31.96851,31.96851,4.633915,7.942666,2.890798,5.155793,120,267,62,5.35568853598553
"LRRC34",5.33863,5.33863,1.200988,1.787476,0.86297,1.28381133333333,39,27,24,2.77546131218662
"LRRC36",0.08856,0.08856,1.342777,1.083553,2.086567,1.504299,19,11,23,0.434676530238602
"LRRC37A",1.53074,1.53074,1.585109,1.358298,1.175396,1.37293433333333,93,69,73,1.06650233192294
"LRRC37A11P",0,0,0.065204,0.061958,0.028645,0.0519356666666667,3,2,1,0.950628476329509
"LRRC37A13P",0,0,0,0,1.673594,0.557864666666667,0,0,1,0.641904281801115
"LRRC37A14P",0,0,0.30222,0,0,0.10074,1,0,0,0.908479749986373
"LRRC37A15P",0.48073,0.48073,0.167562,0.550722,0.176697,0.298327,3,8,3,1.14049080085371
"LRRC37A2",7.96999,7.96999,7.712449,7.031461,7.867211,7.53704033333333,399,305,345,1.05071425807562
"LRRC37A3",2.74522,2.74522,11.67754,14.594546,17.381809,14.5512983333333,306,281,237,0.240830052881973
"LRRC37A5P",0,0,0,0.41204,0.081301,0.164447,0,5,1,0.858776741234251
"LRRC37A6P",1.08797,1.08797,0.040388,0.075698,0.04548,0.0538553333333333,3,3,2,1.98126814369841
"LRRC37B",9.17181,9.17181,12.179005,12.222732,11.990476,12.1307376666667,120,106,112,0.774656402269149
"LRRC38",0.12651,0.12651,0.138475,0.354564,0.162304,0.218447666666667,4,8,4,0.924545247874139
"LRRC39",474.82163,474.82163,0.84057,0.583743,1.302053,0.908788666666667,22,12,26,249.279366704818
"LRRC3B",0.06325,0.06325,0.0474,0.022913,0.101719,0.057344,2,2,2,1.00558569396526
"LRRC3C",0,0,0,0,0.109843,0.0366143333333333,0,0,1,0.964678924305825
"LRRC4",2.02412,2.02412,1.548342,2.618536,3.127127,2.431335,79,67,80,0.881324615637937
"LRRC40",22.55634,22.55634,10.259654,11.843317,10.855246,10.9860723333333,413,387,384,1.96530934779108
"LRRC41",18.77375,18.77375,28.116761,28.206331,28.353451,28.2255143333333,1281,1019,1128,0.676592027584847
"LRRC42",18.16652,18.16652,12.94867,14.026898,11.639226,12.871598,289,270,226,1.38170959106514
"LRRC43",0,0,0.927336,1.146991,1.028539,1.03428866666667,7,7,11,0.491572320283618
"LRRC45",0.7717,0.7717,9.262658,7.222629,6.867683,7.78432333333333,200,105,137,0.201688841902829
"LRRC46",0.70844,0.70844,2.532837,1.37312,1.09751,1.66782233333333,37,20,20,0.640387472079288
"LRRC47",68.30155,68.30155,22.785846,24.824523,29.160284,25.5902176666667,507,393,480,2.60627990596993
"LRRC49",163.75166,163.75166,11.989495,12.968261,12.116134,12.3579633333333,166,117,157,12.33359127352
"LRRC4B",0,0,1.772505,4.787377,1.499655,2.68651233333333,58,99,55,0.271259095204438
"LRRC4C",0.53133,0.53133,3.721471,4.425559,4.654356,4.26712866666667,168,171,170,0.290733357187781
"LRRC52",0.96146,0.96146,0.268055,0.199339,0.121273,0.196222333333333,5,3,2,1.63971190416943
"LRRC53",0.17711,0.17711,0.01704,0,0.019107,0.012049,1,0,1,1.16309585800688
"LRRC55",0.15181,0.15181,7.249057,6.877101,6.155409,6.76052233333333,614,470,462,0.148419133471557
"LRRC56",0,0,0.889239,0.554228,0.596099,0.679855333333333,37,18,21,0.595289356265996
"LRRC57",11.94233,11.94233,10.872203,11.914852,13.898824,12.2286263333333,448,377,388,0.978357818406895
"LRRC58",8.34951,8.34951,3.375815,3.703982,3.315789,3.46519533333333,402,354,347,2.09386360551901
"LRRC59",27.86966,27.86966,46.124422,46.93372,45.826367,46.2948363333333,1982,1626,1744,0.610418858340624
"LRRC6",3.08679,3.08679,0.541657,1.224087,1.111004,0.958916,15,16,18,2.08625076317719
"LRRC61",0.32892,0.32892,0.515805,0.613714,0.380089,0.503202666666667,13,12,7,0.884059102254564
"LRRC63",0,0,0.102036,0.038814,0.548939,0.229929666666667,3,1,5,0.813054621822549
"LRRC66",0.67049,0.67049,0.788139,0.659599,0.798377,0.748705,40,27,36,0.95527261602157
"LRRC69",2.64401,2.64401,0.411455,2.485621,1.467261,1.454779,11,12,13,1.48445542348211
"LRRC7",0.91086,0.91086,5.968506,5.350871,6.673525,5.997634,184,182,182,0.273072298436872
"LRRC70",3.45366,3.45366,0.066691,0,0.036799,0.0344966666666667,2,0,1,4.30514678635987
"LRRC71",0.20241,0.20241,1.344241,1.684504,0.921927,1.31689066666667,21,18,13,0.51897571918226
"LRRC72",0,0,0,0.092269,0,0.0307563333333333,0,1,0,0.970161392815437
"LRRC73",0.03795,0.03795,0.275111,0.368618,0.531721,0.391816666666667,7,7,11,0.745751954879115
"LRRC8A",6.81877,6.81877,15.896292,17.290073,16.239837,16.4754006666667,1021,905,939,0.447415778850431
"LRRC8B",3.74463,3.74463,2.650906,3.204905,2.860666,2.90549233333333,312,296,299,1.21486091766322
"LRRC8C",9.7917,9.7917,0.988215,1.281202,1.181092,1.15016966666667,106,111,114,5.0189992758711
"LRRC8D",7.91939,7.91939,11.925096,9.012508,13.158401,11.365335,504,351,526,0.721322147762273
"LRRC8E",0.0253,0.0253,1.979235,0.960977,0.44898,1.12973066666667,22,20,12,0.481422377039225
"LRRC9",0.18976,0.18976,0.523418,0.504443,0.26932,0.432393666666667,5,5,3,0.830609648511431
"LRRCC1",5.43983,5.43983,1.254593,3.605467,1.332288,2.064116,66,141,63,2.10169262521393
"LRRD1",0.24036,0.24036,0.268266,0.714722,0.547015,0.510001,9,5,17,0.821429919582835
"LRRFIP1",175.49159,175.49159,30.188464,24.075305,30.721313,28.3283606666667,812,598,736,6.0177789002913
"LRRFIP2",200.33771,200.33771,28.217163,36.752198,25.496585,30.1553153333333,497,430,487,6.46238716719349
"LRRIQ1",0.0253,0.0253,0.656207,0.693127,0.2382,0.529178,12,7,7,0.670490943500364
"LRRIQ3",1.63195,1.63195,0.825495,0.075411,0.374054,0.424986666666667,11,3,2,1.84699973800924
"LRRIQ4",0.0506,0.0506,0,0,0,0,0,0,0,1.0506
"LRRK1",0.7717,0.7717,4.415202,4.691238,3.811839,4.306093,400,405,279,0.33389916083265
"LRRK2",4.12415,4.12415,2.245406,4.139677,0.8402,2.40842766666667,81,111,46,1.5033764835653
"LRRN1",0.29097,0.29097,29.329425,21.800778,26.814388,25.9815303333333,2168,1245,1878,0.0478464336177818
"LRRN2",0.22771,0.22771,3.707686,4.45071,3.700932,3.95310933333333,202,192,175,0.247866525323352
"LRRN3",3.78258,3.78258,2.799168,3.835168,2.893696,3.17601066666667,148,165,137,1.14525090612795
"LRRN4",0,0,0.023467,0.090694,0,0.0380536666666667,1,3,0,0.963341330136753
"LRRN4CL",2.69462,2.69462,0.370372,0.340293,0.15779,0.289485,12,8,4,2.86519036669678
"LRRTM1",0.08856,0.08856,0.592291,0.352624,0.146974,0.363963,9,10,5,0.798086165093921
"LRRTM2",0.12651,0.12651,2.178915,1.263686,2.053193,1.83193133333333,172,84,171,0.397788599864827
"LRRTM3",0.0506,0.0506,0.908541,0.752341,0.364605,0.675162333333333,35,20,29,0.627163098820075
"LRRTM4",0.70844,0.70844,1.2918,2.040439,1.689157,1.67379866666667,49,44,56,0.63895611187878
"LRSAM1",10.74051,10.74051,12.314527,11.422934,11.625574,11.7876783333333,547,403,481,0.918111145273047
"LRTM1",0,0,0.366186,0.513823,0.236431,0.372146666666667,7,8,4,0.728785066708126
"LRTM2",0,0,0,0,0,0,0,0,0,1
"LRTOMT",6.54045,6.54045,25.369271,31.505797,33.23665,30.0372393333333,43,39,29,0.242948476152056
"LRWD1",1.73316,1.73316,25.68043,24.361565,21.211278,23.751091,301,179,260,0.110425839410473
"LSAMP",6.26213,6.26213,63.7066,66.404601,60.606317,63.572506,4358,3084,3729,0.112464738475536
"LSG1",28.83112,28.83112,22.610194,22.065319,14.604765,19.7600926666667,471,390,399,1.43694541633228
"LSM1",89.76992,89.76992,21.802045,22.383336,20.287645,21.4910086666667,229,192,179,4.03583144470207
"LSM10",26.68049,26.68049,14.871341,16.2285,14.37117,15.1570036666667,149,128,130,1.71321926831689
"LSM11",1.89762,1.89762,2.980387,3.187238,2.901819,3.023148,301,258,260,0.720236988547277
"LSM12",40.57104,40.57104,12.763397,16.165651,16.456251,15.128433,331,306,364,2.57750024444408
"LSM14A",62.41894,62.41894,69.25827,66.231487,54.258478,63.2494116666667,1046,942,894,0.987074252586541
"LSM14B",23.20153,23.20153,21.970385,19.431103,20.460452,20.6206466666667,668,482,575,1.11937123681469
"LSM2",36.06737,36.06737,21.595314,19.475017,28.470834,23.1803883333333,145,114,108,1.53295180743237
"LSM3",34.66313,34.66313,4.553995,5.27964,4.826801,4.886812,232,217,219,6.05813978771532
"LSM4",30.57693,30.57693,40.497703,46.94705,50.851487,46.0987466666667,406,353,424,0.670440982718295
"LSM5",117.79139,117.79139,31.383472,37.106225,31.635773,33.3751566666667,245,226,244,3.45573377750424
"LSM6",39.10355,39.10355,8.203458,13.699512,13.51208,11.8050166666667,40,51,52,3.1318623820612
"LSM7",9.31097,9.31097,62.626499,82.480234,65.714492,70.2737416666667,306,306,273,0.144667162953537
"LSP1",4.9085,4.9085,0.148924,0.311404,0.169097,0.209808333333333,2,2,2,4.88383146090634
"LSP1P2",0,0,0,0,13.723472,4.57449066666667,0,0,1,0.179388586293564
"LSR",0.51868,0.51868,4.078008,2.454716,3.949938,3.49422066666667,32,22,24,0.3379184318349
"LSS",11.85378,11.85378,189.225877,147.103565,156.073298,164.134246666667,2428,2074,2083,0.0778383664167865
"LST1",3.42836,3.42836,21.358422,10.783951,18.254028,16.7988003333333,27,19,16,0.248801038107418
"LTA",0.06325,0.06325,0.05332,0.066054,0.120895,0.0800896666666667,1,1,2,0.984409010486475
"LTA4H",69.74374,69.74374,23.661476,20.950531,22.948765,22.5202573333333,701,559,621,3.00777916658848
"LTB",0.13916,0.13916,0.159861,0,0,0.053287,2,0,0,1.08152858622579
"LTB4R",1.87232,1.87232,5.401141,3.427839,4.094735,4.307905,137,82,113,0.541140054315215
"LTB4R2",0.78435,0.78435,2.478935,2.062542,3.44521,2.662229,96,53,84,0.487230590987074
"LTBP1",96.7658,96.7658,13.512934,16.805642,12.88488,14.401152,781,664,502,6.34795371151457
"LTBP2",8.83024,8.83024,1.359846,5.493574,1.023712,2.62571066666667,126,264,70,2.71125881344457
"LTBP3",19.09002,19.09002,32.143954,37.88974,22.945014,30.9929026666667,465,378,318,0.627952399609297
"LTBP4",5.50309,5.50309,141.087973,200.220354,145.106336,162.138221,702,887,584,0.0398624550405021
"LTBR",11.79052,11.79052,11.577104,6.232064,13.367252,10.39214,194,100,184,1.12274954486163
"LTC4S",0,0,0.78419,0,0.48411,0.422766666666667,4,0,2,0.702855937961249
"LTF",1.6446,1.6446,0,0,0,0,0,0,0,2.6446
"LTK",0.20241,0.20241,0.715696,0.885304,0.42478,0.67526,25,17,10,0.717745305206356
"LTN1",11.70197,11.70197,4.441993,5.677165,3.989297,4.70281833333333,492,480,420,2.22731450619007
"LTV1",40.45719,40.45719,9.973786,10.620052,10.507785,10.3672076666667,261,224,245,3.64708653309551
"LTV1P1",0,0,0,0,0,0,0,0,0,1
"LUC7L",57.7255,57.7255,111.980066,97.009163,108.644985,105.878071333333,1533,1026,1259,0.549462572325485
"LUC7L2",114.55279,114.55279,45.403748,41.566105,45.859343,44.2763986666667,1294,1032,1135,2.55216389560312
"LUC7L3",197.37743,197.37743,503.49507,441.919961,521.999264,489.138098333333,2838,2218,2560,0.404737829347613
"LUM",172.01262,172.01262,85.742104,167.959567,56.250237,103.317302666667,1203,2010,787,1.65852275295922
"LURAP1",10.00677,10.00677,1.656054,0.855028,1.235255,1.248779,44,18,29,4.89455388902155
"LURAP1L",3.64342,3.64342,0.930668,1.056175,0.693699,0.893514,31,19,19,2.4522765609338
"LUZP1",16.12974,16.12974,7.073934,7.71978,4.685396,6.49303666666667,601,688,496,2.28608783888686
"LUZP2",0.0253,0.0253,1.443154,4.1473,1.366514,2.31898933333333,94,118,88,0.308919341711252
"LUZP4",0,0,0,0,0,0,0,0,0,1
"LVRN",0.54398,0.54398,0,0.070838,0.128128,0.066322,0,3,5,1.44794911855893
"LXN",9.07061,9.07061,1.193901,0.920736,1.657567,1.25740133333333,16,9,19,4.46115179046585
"LY6D",0,0,0,0,0,0,0,0,0,1
"LY6E",5.89526,5.89526,127.20107,54.762303,139.532387,107.165253333333,1610,522,1541,0.0637474585184102
"LY6G5B",13.52368,13.52368,11.709031,13.824102,10.525201,12.0194446666667,291,258,251,1.11553759563836
"LY6G5C",1.73316,1.73316,9.636501,8.266759,6.161646,8.02163533333333,57,42,42,0.302956160276337
"LY6G6C",0.21506,0.21506,0.878177,1.000323,0.303894,0.727464666666667,10,9,3,0.703377628177248
"LY6G6D",0,0,0,0,0,0,0,0,0,1
"LY6G6F",0,0,0,0,0,0,0,0,0,1
"LY6H",0,0,21.259711,9.924926,23.820156,18.334931,245,85,225,0.0517198639084877
"LY6K",0.16446,0.16446,0.242278,0,0,0.0807593333333333,3,0,0,1.07744616593642
"LY75",1.11327,1.11327,0.064931,0.069079,0.073069,0.0690263333333333,7,6,7,1.97681753396159
"LY86",2.08738,2.08738,0,0,0,0,0,0,0,3.08738
"LY9",0.40482,0.40482,0.090992,0.141032,0.061386,0.0978033333333333,7,6,4,1.2796645422222
"LY96",8.32421,8.32421,0.669274,1.246974,1.137304,1.01785066666667,3,4,5,4.62086226400632
