"Hs_symbol","Heart","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"LPO",0,0,0.126007,0.171243,0.136826,0.144692,3,3,6,0.873597439311186
"LPP",20.59547,20.59547,2.733671,1.321397,1.580458,1.87850866666667,627,521,608,7.50231196107799
"LPXN",10.67726,10.67726,1.137413,1.335753,1.01814,1.16376866666667,32,49,40,5.39672293988298
"LRAT",0,0,5.544655,1.388705,1.555203,2.829521,217,53,133,0.26112926394711
"LRBA",28.12268,28.12268,7.717288,5.328061,4.444064,5.82980433333333,188,152,127,4.264057735573
"LRCH1",14.96587,14.96587,3.8411,3.262526,2.752001,3.285209,271,320,301,3.72580893954064
"LRCH2",1.6952,1.6952,6.151864,6.310123,5.552723,6.00490333333333,458,636,572,0.384759056870164
"LRCH3",40.97587,40.97587,41.600968,27.37946,23.754676,30.9117013333333,611,732,592,1.3153754969546
"LRCH4",2.78317,2.78317,15.874052,20.840143,13.632965,16.7823866666667,366,560,480,0.212748157540158
"LRCOL1",0,0,0.086439,0,0.12636,0.070933,1,0,2,0.933765230878122
"LRFN1",0,0,8.443047,8.83246,12.728122,10.0012096666667,435,639,1087,0.090899094763185
"LRFN2",0,0,2.465947,1.82359,2.138837,2.14279133333333,121,124,159,0.318188480855766
"LRFN3",1.08797,1.08797,9.878579,9.45195,13.227308,10.8526123333333,371,547,698,0.17616116525873
"LRFN4",0.0759,0.0759,53.839707,89.077279,71.053532,71.323506,508,1091,1278,0.0148762146569609
"LRFN5",0.39217,0.39217,29.042042,56.785378,65.627291,50.4849036666667,308,1101,701,0.0270403535959483
"LRG1",0.10121,0.10121,0.122121,0.110672,0.122439,0.118410666666667,5,6,2,0.984620437573318
"LRGUK",0.08856,0.08856,0.520216,0.986526,0.499008,0.668583333333333,17,36,22,0.652385756380163
"LRIF1",22.61959,22.61959,6.408541,5.422776,4.664778,5.49869833333333,213,278,238,3.63451091103116
"LRIG1",99.27065,99.27065,6.860106,9.115612,4.862259,6.94599233333333,347,566,358,12.619021739974
"LRIG2",5.81936,5.81936,3.330351,3.366245,2.555229,3.08394166666667,637,780,709,1.66979858102772
"LRIG3",5.08561,5.08561,1.446529,0.170176,0.079241,0.565315333333333,61,1,2,3.88778533654348
"LRIT1",0,0,0,0,0,0,0,0,0,1
"LRIT2",0.11386,0.11386,0.413806,0.396617,0.273699,0.361374,20,26,19,0.81818809526258
"LRIT3",0.06325,0.06325,0.302306,0.160612,0.082129,0.181682333333333,18,13,7,0.899776505078776
"LRP1",7.93204,7.93204,93.547763,74.217813,72.439529,80.0683683333333,5448,6666,5534,0.110179101709234
"LRP10",8.21035,8.21035,17.618873,11.155873,13.729742,14.1681626666667,772,843,986,0.607215929997938
"LRP11",13.58694,13.58694,20.523145,21.703749,18.250622,20.159172,548,863,833,0.689390870304377
"LRP12",26.87025,26.87025,14.552702,18.531616,17.355858,16.813392,625,1020,845,1.56456726489823
"LRP1B",0.12651,0.12651,6.29715,5.193138,4.085389,5.19189233333333,454,399,330,0.181933073018012
"LRP2",0,0,0.033395,0.141983,0.051058,0.0754786666666667,5,8,10,0.929818536614394
"LRP2BP",3.83319,3.83319,1.057257,1.119842,1.288298,1.15513233333333,56,47,76,2.24264186715835
"LRP3",0.11386,0.11386,27.174265,30.603843,28.043089,28.6070656666667,874,1653,1849,0.0376214249848491
"LRP4",25.22565,25.22565,1.396434,0.387433,0.284204,0.689357,55,15,19,15.524042579514
"LRP5",0.69579,0.69579,8.121787,19.938084,13.653142,13.9043376666667,139,242,171,0.113778286424133
"LRP5L",0.8729,0.8729,3.985799,3.196546,2.74719,3.309845,83,112,107,0.434563191947738
"LRP6",8.62783,8.62783,3.476158,2.947485,2.099644,2.84109566666667,463,580,425,2.50653220734674
"LRP8",0.8476,0.8476,28.75189,26.2092,22.159972,25.7070206666667,1408,1745,1549,0.0691803111646224
"LRPAP1",50.65371,50.65371,28.477999,20.94349,17.972106,22.4645316666667,941,1029,986,2.20135269409099
"LRPPRC",124.00292,124.00292,47.325147,44.340711,39.950638,43.8721653333333,2322,3243,3177,2.78575636079549
"LRR1",9.09591,9.09591,7.300239,6.172491,1.949602,5.14077733333333,46,65,36,1.6440768736553
"LRRC1",10.31038,10.31038,1.886355,9.668706,4.571392,5.37548433333333,61,282,186,1.77404247405413
"LRRC10",58.04177,58.04177,0.0782,0.053638,0.051177,0.061005,3,3,3,55.6470233410776
"LRRC10B",0.0759,0.0759,0.658933,0.369881,0.572077,0.533630333333333,19,15,28,0.701538028177586
"LRRC14",5.08561,5.08561,6.42584,4.792559,4.344311,5.18757,208,272,263,0.983521802581627
"LRRC14B",2.98558,2.98558,0.232085,0.09063,0.034053,0.118922666666667,1,5,2,3.56197985681465
"LRRC15",0.0253,0.0253,0.20346,0.572082,0.493422,0.422988,20,74,70,0.720526104225756
"LRRC17",5.54104,5.54104,8.716034,0.456123,0.678528,3.28356166666667,189,8,14,1.52700964968015
"LRRC18",0,0,0.04274,0,0,0.0142466666666667,1,0,0,0.985953449851121
"LRRC19",0.0759,0.0759,0.018829,0.014653,0.042267,0.0252496666666667,1,1,3,1.04940292592146
"LRRC2",157.97026,157.97026,0.964208,1.032982,1.367135,1.12144166666667,75,86,123,74.9350135324642
"LRRC20",25.63048,25.63048,12.155367,11.770264,12.508408,12.1446796666667,581,779,855,2.0259512346681
"LRRC23",17.52133,17.52133,6.592994,5.045644,8.969587,6.86940833333333,81,77,143,2.3535860912881
"LRRC24",0,0,6.052515,6.890685,7.86911,6.93743666666667,124,197,294,0.125985257205202
"LRRC25",0.44278,0.44278,0.035441,0.23779,0.190077,0.154436,1,10,8,1.24977045067895
"LRRC26",0,0,0.525183,0.907267,1.479528,0.970659333333333,5,12,33,0.507444378175968
"LRRC27",7.3248,7.3248,17.492538,15.512725,12.437608,15.1476236666667,236,410,336,0.515543350021513
"LRRC28",22.65754,22.65754,23.443882,19.209296,21.340204,21.3311273333333,469,616,624,1.05939747899278
"LRRC29",0,0,2.818684,1.963725,2.023598,2.268669,32,32,44,0.305934923358713
"LRRC3",1.35363,1.35363,2.74725,2.702774,2.123424,2.52448266666667,265,360,303,0.667794460236623
"LRRC30",0,0,0,0,0,0,0,0,0,1
"LRRC31",0.06325,0.06325,0.040177,0.032782,0,0.0243196666666667,1,1,0,1.03800603913036
"LRRC32",31.96851,31.96851,2.339693,4.368043,3.042661,3.25013233333333,106,210,177,7.75705493719137
"LRRC34",5.33863,5.33863,0.688011,1.102339,0.846145,0.878831666666667,27,44,35,3.37370830631447
"LRRC36",0.08856,0.08856,1.523593,2.206707,1.650133,1.79347766666667,24,41,49,0.38967914903681
"LRRC37A",1.53074,1.53074,2.024464,1.618383,1.826194,1.82301366666667,130,144,167,0.896467498504258
"LRRC37A11P",0,0,0.065244,0.069178,0.104662,0.0796946666666667,3,4,7,0.926187774074399
"LRRC37A13P",0,0,0,0,0,0,0,0,0,1
"LRRC37A14P",0,0,0,0,0,0,0,0,0,1
"LRRC37A15P",0.48073,0.48073,0.280634,0.469911,0.036336,0.262293666666667,5,12,1,1.17304715939054
"LRRC37A2",7.96999,7.96999,9.240856,8.007426,6.866347,8.03820966666667,501,581,509,0.992452081863263
"LRRC37A3",2.74522,2.74522,15.333942,16.608464,9.02279,13.6550653333333,302,449,266,0.25555805551282
"LRRC37A5P",0,0,0.073742,0.101536,0.047423,0.0742336666666667,1,2,1,0.930896164428534
"LRRC37A6P",1.08797,1.08797,0.123641,0.05834,0.093829,0.0919366666666667,11,7,7,1.91217134082868
"LRRC37B",9.17181,9.17181,20.683989,19.268579,13.257476,17.7366813333333,247,310,259,0.542882158213575
"LRRC38",0.12651,0.12651,0,0,0.021539,0.00717966666666667,0,0,1,1.11847968866197
"LRRC39",474.82163,474.82163,2.565995,1.657269,1.530465,1.91790966666667,63,56,57,163.069349073978
"LRRC3B",0.06325,0.06325,0.485534,0.693518,0.414748,0.531266666666667,10,41,21,0.694359789281205
"LRRC3C",0,0,0,0,0,0,0,0,0,1
"LRRC4",2.02412,2.02412,5.409607,10.633909,8.838883,8.294133,213,522,450,0.325379462506078
"LRRC40",22.55634,22.55634,26.013263,29.008556,22.970796,25.9975383333333,1117,1684,1363,0.8725365886754
"LRRC41",18.77375,18.77375,22.137406,25.621922,20.491354,22.7502273333333,1066,1638,1363,0.832570978057445
"LRRC42",18.16652,18.16652,9.316917,7.844328,8.284895,8.48204666666667,196,260,285,2.02134841493433
"LRRC43",0,0,2.350935,2.9269,3.548882,2.942239,35,42,59,0.25366295650771
"LRRC45",0.7717,0.7717,6.325941,6.779766,4.971879,6.025862,135,219,177,0.252168346033554
"LRRC46",0.70844,0.70844,0.821939,1.01185,0.322055,0.718614666666667,17,28,12,0.994079727780747
"LRRC47",68.30155,68.30155,30.973591,32.397519,28.696997,30.689369,790,1037,1127,2.18690217530049
"LRRC49",163.75166,163.75166,50.374876,60.835984,48.664677,53.2918456666667,566,973,953,3.03455625751828
"LRRC4B",0,0,34.231687,42.845946,38.551633,38.5430886666667,1158,1926,2398,0.0252888692744672
"LRRC4C",0.53133,0.53133,9.990669,6.43466,8.790807,8.40537866666667,480,397,590,0.162814284705744
"LRRC52",0.96146,0.96146,0,0,0,0,0,0,0,1.96146
"LRRC53",0.17711,0.17711,0,0,0,0,0,0,0,1.17711
"LRRC55",0.15181,0.15181,15.318942,11.730073,11.304976,12.7846636666667,1354,1412,1434,0.083557352420955
"LRRC56",0,0,1.027095,1.315087,1.286422,1.20953466666667,43,77,84,0.452583982992497
"LRRC57",11.94233,11.94233,9.459205,11.991275,10.129596,10.526692,452,669,654,1.12281390011983
"LRRC58",8.34951,8.34951,2.263842,2.324927,2.295715,2.294828,285,398,409,2.83763219202945
"LRRC59",27.86966,27.86966,18.404143,20.733569,18.849674,19.3291286666667,831,1265,1200,1.4201130050073
"LRRC6",3.08679,3.08679,4.72546,3.281766,4.718931,4.24205233333333,73,91,106,0.779616405966188
"LRRC61",0.32892,0.32892,5.931405,4.286423,3.93219,4.71667266666667,160,160,157,0.232463895956261
"LRRC63",0,0,0.204668,0.413743,0.440148,0.352853,7,12,18,0.739178609945057
"LRRC66",0.67049,0.67049,0.35654,0.456112,0.364342,0.392331333333333,19,33,28,1.19977907557444
"LRRC69",2.64401,2.64401,1.068155,0.501989,0.63138,0.733841333333333,13,13,8,2.10169750250119
"LRRC7",0.91086,0.91086,13.202189,9.903933,8.856746,10.6542893333333,403,525,413,0.163961949574617
"LRRC70",3.45366,3.45366,0.084955,0,0.04406,0.043005,2,0,2,4.2700274687082
"LRRC71",0.20241,0.20241,0,0.250327,0.1845,0.144942333333333,0,4,5,1.05019262978892
"LRRC72",0,0,0,0,0,0,0,0,0,1
"LRRC73",0.03795,0.03795,4.366471,3.83245,5.260882,4.486601,107,133,233,0.189179056395754
"LRRC8A",6.81877,6.81877,21.653976,26.988135,22.504733,23.7156146666667,1399,2363,2013,0.316349405242386
"LRRC8B",3.74463,3.74463,1.993506,2.698104,2.539558,2.41038933333333,249,458,448,1.39122825468216
"LRRC8C",9.7917,9.7917,1.054112,0.963781,1.494545,1.17081266666667,117,150,226,4.97127189540998
"LRRC8D",7.91939,7.91939,9.876774,11.413135,10.092499,10.4608026666667,504,709,714,0.778251773406912
"LRRC8E",0.0253,0.0253,1.355196,0.163873,0.892939,0.804002666666667,7,10,20,0.568347275170325
"LRRC9",0.18976,0.18976,0.805047,0.575129,0.462868,0.614348,16,16,22,0.736991032912358
"LRRCC1",5.43983,5.43983,2.040408,1.596553,1.786329,1.80776333333333,92,96,98,2.29358006194729
"LRRD1",0.24036,0.24036,0.456159,0.435162,0.253015,0.381445333333333,17,22,15,0.897871215075225
"LRRFIP1",175.49159,175.49159,59.86267,48.100017,50.046042,52.6695763333333,945,1245,1241,3.28848487463062
"LRRFIP2",200.33771,200.33771,52.245917,49.349042,37.402609,46.3325226666667,788,1066,947,4.25368644341852
"LRRIQ1",0.0253,0.0253,1.380656,2.858417,1.363808,1.867627,30,41,44,0.357543013788055
"LRRIQ3",1.63195,1.63195,0.165167,0.51053,0.319902,0.331866333333333,4,7,8,1.97613674445308
"LRRIQ4",0.0506,0.0506,0.036675,0.053953,0.025426,0.0386846666666667,1,2,1,1.01147155986385
"LRRK1",0.7717,0.7717,6.209951,2.568652,2.793143,3.85724866666667,1104,666,664,0.364753818794261
"LRRK2",4.12415,4.12415,0.195564,0.343494,0.449298,0.329452,15,26,25,3.85433246179629
"LRRN1",0.29097,0.29097,6.825789,6.737718,9.660645,7.741384,484,719,972,0.147684851735149
"LRRN2",0.22771,0.22771,10.668943,8.821826,7.791773,9.09418066666667,551,588,631,0.121625522718667
"LRRN3",3.78258,3.78258,16.281473,19.025051,11.180602,15.4957086666667,911,1447,872,0.289928738233859
"LRRN4",0,0,0.16439,0.202113,0.117508,0.161337,7,12,8,0.861076500619545
"LRRN4CL",2.69462,2.69462,0.204945,0.095086,0.121396,0.140475666666667,7,4,6,3.23954303277551
"LRRTM1",0.08856,0.08856,4.83876,13.64531,5.053799,7.84595633333333,172,625,258,0.123057356263233
"LRRTM2",0.12651,0.12651,3.041436,2.401689,2.39619,2.613105,249,309,337,0.311784462394533
"LRRTM3",0.0506,0.0506,4.262329,3.335631,2.699326,3.43242866666667,99,185,130,0.237025811131685
"LRRTM4",0.70844,0.70844,12.854317,16.73318,8.489931,12.692476,592,1088,585,0.124772174148781
"LRSAM1",10.74051,10.74051,22.213866,22.027231,20.408363,21.54982,1075,1479,1400,0.520647614925529
"LRTM1",0,0,0.17082,0.183917,0.069274,0.141337,3,5,2,0.876165409515332
"LRTM2",0,0,0.228171,0.144008,0.228483,0.200220666666667,8,6,16,0.833180120766681
"LRTOMT",6.54045,6.54045,16.666054,11.605971,17.645893,15.3059726666667,32,55,45,0.462434848515016
"LRWD1",1.73316,1.73316,28.347425,32.135275,63.463126,41.3152753333333,430,669,701,0.0645903867686047
"LSAMP",6.26213,6.26213,13.607297,24.661737,23.885053,20.718029,1800,4422,4476,0.334382553775943
"LSG1",28.83112,28.83112,18.44819,23.490127,21.713595,21.217304,502,934,834,1.34269756582527
"LSM1",89.76992,89.76992,20.931021,23.38582,18.981423,21.0994213333333,229,334,298,4.10734374583322
"LSM10",26.68049,26.68049,29.129721,33.559107,31.921051,31.5366263333333,312,494,484,0.850748621458695
"LSM11",1.89762,1.89762,15.224901,15.212709,13.988586,14.808732,1609,2191,2168,0.18329237284812
"LSM12",40.57104,40.57104,14.913622,19.659639,18.645056,17.739439,470,729,776,2.21837163855332
"LSM14A",62.41894,62.41894,37.283049,40.14641,33.751599,37.0603526666667,695,938,851,1.66627305205037
"LSM14B",23.20153,23.20153,35.827481,38.837526,35.053354,36.572787,1162,1717,1666,0.644123897436727
"LSM2",36.06737,36.06737,23.231378,25.83027,21.538582,23.53341,186,236,259,1.51089351215343
"LSM3",34.66313,34.66313,3.907038,4.613741,4.569419,4.36339933333333,209,336,353,6.64935198435718
"LSM4",30.57693,30.57693,41.109606,41.834598,42.050444,41.6648826666667,428,586,642,0.740115242943596
"LSM5",117.79139,117.79139,36.682786,33.979194,34.236733,34.9662376666667,295,432,368,3.3028583946131
"LSM6",39.10355,39.10355,15.472986,19.21874,19.51862,18.0701153333333,81,133,141,2.1029526722317
"LSM7",9.31097,9.31097,89.948776,99.796567,98.502491,96.0826113333333,403,608,655,0.10620820616987
"LSP1",4.9085,4.9085,0.505907,2.273019,4.755875,2.51160033333333,3,1,5,1.68256619180562
"LSP1P2",0,0,0,17.01768,0,5.67256,0,2,0,0.14986751711487
"LSR",0.51868,0.51868,1.312366,0.673748,0.852984,0.946366,12,9,15,0.780264349048432
"LSS",11.85378,11.85378,277.78336,193.489763,133.768602,201.680575,4295,4353,3721,0.0634189043523288
"LST1",3.42836,3.42836,2.637329,0.079655,0.284023,1.00033566666667,2,3,4,2.21380844914862
"LTA",0.06325,0.06325,0.153333,0.100419,0.070556,0.108102666666667,3,3,2,0.959523004486949
"LTA4H",69.74374,69.74374,18.045972,19.512289,17.089969,18.2160766666667,542,648,693,3.68148718529606
"LTB",0.13916,0.13916,0.275392,0.230843,0.242522,0.249585666666667,3,3,6,0.911630175015345
"LTB4R",1.87232,1.87232,0.845812,3.516732,2.161832,2.174792,44,108,94,0.904726986838823
"LTB4R2",0.78435,0.78435,0.610187,1.050566,0.791616,0.817456333333333,28,53,50,0.981784248278134
"LTBP1",96.7658,96.7658,6.461501,1.887045,1.033873,3.127473,363,112,114,23.6865995246971
"LTBP2",8.83024,8.83024,3.780269,0.279065,0.305325,1.45488633333333,335,53,63,4.00435648140667
"LTBP3",19.09002,19.09002,68.945562,27.830376,47.397598,48.0578453333333,882,412,985,0.409516966419832
"LTBP4",5.50309,5.50309,126.074463,77.982008,95.599255,99.885242,758,612,787,0.0644602706112357
"LTBR",11.79052,11.79052,0.978323,0.972895,0.8249,0.925372666666667,18,10,17,6.64313990815285
"LTC4S",0,0,1.356747,0.675285,0.297393,0.776475,6,5,3,0.562912509323238
"LTF",1.6446,1.6446,0.030191,0,0,0.0100636666666667,1,0,0,2.61825079673196
"LTK",0.20241,0.20241,3.944672,2.231519,2.063666,2.746619,159,126,139,0.320932018974975
"LTN1",11.70197,11.70197,4.188584,3.804524,3.602556,3.86522133333333,509,648,640,2.61076919830437
"LTV1",40.45719,40.45719,7.224057,8.722782,6.837445,7.59476133333333,199,326,271,4.82354173573329
"LTV1P1",0,0,0,0,0,0,0,0,0,1
"LUC7L",57.7255,57.7255,84.181071,91.664625,72.715441,82.8537123333333,1097,1537,1295,0.700332738597854
"LUC7L2",114.55279,114.55279,28.675406,30.303466,22.290256,27.0897093333333,895,1268,1150,4.11370543670512
"LUC7L3",197.37743,197.37743,638.686667,582.401619,396.542155,539.210147,3184,4189,3659,0.367222702316252
"LUM",172.01262,172.01262,15.602477,0,0.149633,5.25070333333333,233,0,6,27.6789044006248
"LURAP1",10.00677,10.00677,1.756455,1.589844,1.694168,1.68015566666667,48,60,68,4.10676519162382
"LURAP1L",3.64342,3.64342,1.076586,3.923818,2.515637,2.505347,40,153,125,1.32466771477973
"LUZP1",16.12974,16.12974,5.909272,4.89736,5.237529,5.34805366666667,673,802,867,2.69842394212063
"LUZP2",0.0253,0.0253,1.108342,0.932639,1.062889,1.03462333333333,65,62,75,0.503926197641824
"LUZP4",0,0,0,0,0,0,0,0,0,1
"LVRN",0.54398,0.54398,0.095409,0.089235,0.404182,0.196275333333333,7,6,15,1.29065605298223
"LXN",9.07061,9.07061,1.714982,0.62207,0.846276,1.06110933333333,21,12,16,4.88601445693969
"LY6D",0,0,0,0,0,0,0,0,0,1
"LY6E",5.89526,5.89526,52.940995,38.560542,45.034823,45.51212,640,627,803,0.148246521551802
"LY6G5B",13.52368,13.52368,4.790958,6.488227,3.625155,4.96811333333333,119,223,145,2.43354627984053
"LY6G5C",1.73316,1.73316,10.696756,11.846722,6.886057,9.809845,62,100,75,0.252839888083502
"LY6G6C",0.21506,0.21506,0.352418,0.451892,0.599766,0.468025333333333,4,7,10,0.827683264321506
"LY6G6D",0,0,0,0.3042,0.259305,0.187835,0,2,1,0.841867767829707
"LY6G6F",0,0,0,0,0,0,0,0,0,1
"LY6H",0,0,142.279269,125.029427,132.992448,133.433714666667,1561,1925,2388,0.00743861019149502
"LY6K",0.16446,0.16446,0.120651,0,0.016144,0.0455983333333333,1,0,1,1.11367813325385
"LY75",1.11327,1.11327,0.590624,0.302689,0.513543,0.468952,15,8,16,1.43862427090878
"LY86",2.08738,2.08738,0,0,0,0,0,0,0,3.08738
"LY9",0.40482,0.40482,0.155539,0.11475,0.050993,0.107094,10,10,6,1.26892567388135
"LY96",8.32421,8.32421,0.961678,1.645355,1.987771,1.53160133333333,4,10,9,3.68312730651114
"LYAR",15.93998,15.93998,1.642254,2.764037,1.920993,2.10909466666667,32,66,54,5.44852499398539
"LYG1",1.70785,1.70785,1.569048,1.333419,1.223669,1.37537866666667,21,24,24,1.13996561390352
"LYG2",0,0,0.2769,0.105736,0.427701,0.270112333333333,3,1,6,0.787331934157005
"LYL1",0.59459,0.59459,0.148557,0,0.030668,0.0597416666666667,3,0,1,1.50469689940158
"LYN",5.51574,5.51574,1.011549,0.459361,0.689309,0.720073,42,17,54,3.7880601579119
"LYNX1",9.7664,9.7664,40.19452,34.990571,32.503942,35.8963443333333,1221,1187,1206,0.291801266345872
"LYPD1",0,0,39.523348,25.677874,15.77175,26.9909906666667,1324,1180,815,0.0357257809096003
"LYPD2",0,0,0,0.243705,0,0.081235,0,2,0,0.924868321872673
"LYPD3",0.0506,0.0506,1.337116,1.101587,1.180814,1.20650566666667,27,36,41,0.476137458367431
"LYPD4",0,0,0,0,0.072003,0.024001,0,0,3,0.976561546326615
"LYPD5",0.31627,0.31627,0.641748,0.46793,0.617094,0.575590666666667,23,23,28,0.835413681895382
"LYPD6",0.16446,0.16446,0.326005,0.67631,0.296404,0.432906333333333,15,43,22,0.81265604939518
"LYPD6B",0,0,0.387052,1.020227,0.717109,0.708129333333333,3,20,15,0.585435763256022
"LYPD8",0,0,0,0,0,0,0,0,0,1
"LYPLA1",83.26742,83.26742,122.646374,136.014875,134.522623,131.061290666667,718,978,880,0.638093263927715
"LYPLA2",4.9085,4.9085,49.70034,69.805512,52.049257,57.1850363333333,650,1344,1195,0.101546726999552
"LYPLAL1",183.90435,183.90435,17.38552,16.116088,16.548891,16.6834996666667,134,178,168,10.4563210611836
"LYRM1",76.85347,76.85347,19.05559,22.254064,23.521575,21.6104096666667,346,586,618,3.4432578245044
"LYRM2",54.37304,54.37304,20.320566,15.455677,16.591603,17.4559486666667,673,679,863,3.00028142687725
"LYRM4",34.25831,34.25831,17.476803,19.321563,18.585358,18.4612413333333,293,489,457,1.81171947853138
"LYRM7",29.62812,29.62812,17.103876,14.656289,13.66059,15.1402516666667,277,287,311,1.89762344680499
"LYSMD1",13.22006,13.22006,8.297338,9.018911,9.506694,8.940981,294,390,396,1.43044836319474
"LYSMD2",11.73992,11.73992,9.500026,11.398828,11.6449,10.847918,126,184,213,1.07528765813538
"LYSMD3",17.1165,17.1165,2.781152,2.266199,1.61368,2.22034366666667,163,196,130,5.6256418181455
"LYSMD4",6.85672,6.85672,7.833634,8.860172,7.637588,8.11046466666667,242,382,326,0.862384114033847
"LYST",7.88143,7.88143,3.753648,4.579828,6.64244,4.991972,471,639,606,1.48222154576156
"LYVE1",27.35098,27.35098,0.019827,0,0,0.006609,1,0,0,28.1648385818128
"LYZ",25.65578,25.65578,0.421685,0.346126,0.292283,0.353364666666667,7,10,8,19.6959331483458
"LYZL1",0,0,0,0,0,0,0,0,0,1
"LYZL2",0,0,0,0,0,0,0,0,0,1
"LYZL4",0,0,0,0,0,0,0,0,0,1
"LYZL6",0,0,0,0,0,0,0,0,0,1
"LZIC",65.9485,65.9485,22.951051,22.74517,22.950466,22.882229,835,1291,1291,2.80327686331121
"LZTFL1",10.29773,10.29773,5.582206,3.628717,4.314916,4.508613,178,200,196,2.0509209850102
"LZTR1",11.70197,11.70197,51.280635,65.062756,42.343922,52.895771,1059,1769,1396,0.235676561710194
"LZTS1",0.88555,0.88555,174.063724,255.265201,154.574956,194.634627,2750,6255,4258,0.00963811994284631
"LZTS2",4.78199,4.78199,11.725625,7.527597,8.587392,9.28020466666667,400,456,615,0.562439191385749
"M6PR",128.34214,128.34214,146.77303,138.048798,134.268587,139.696805,638,781,720,0.919296923622395
"MAB21L1",1.02471,1.02471,2.975551,3.027042,2.002911,2.66850133333333,130,179,123,0.551917476927908
"MAB21L2",0.03795,0.03795,6.202059,2.480396,1.681639,3.454698,247,135,97,0.233001204570994
"MAB21L3",0.96146,0.96146,0.172384,0.064711,0.059095,0.09873,9,5,4,1.78520655666087
"MACC1",0.03795,0.03795,0.089891,0.050909,0.029939,0.056913,13,10,6,0.982058125881695
"MACF1",212.98849,212.98849,129.382023,124.765102,105.688289,119.945138,5125,6096,5734,1.76930212771348
"MACROD1",110.87141,110.87141,132.180197,196.551225,162.348679,163.693367,207,285,329,0.679270890126377
"MACROD2",1.79641,1.79641,15.041807,14.577927,13.209087,14.2762736666667,557,581,529,0.183055767461266
"MAD1L1",3.09944,3.09944,34.736163,36.596952,30.544741,33.9592853333333,249,364,342,0.117263266709037
"MAD2L1",3.44101,3.44101,4.063191,2.07373,2.567018,2.901313,79,65,89,1.1383372726054
"MAD2L1BP",25.76963,25.76963,11.822785,13.042922,10.919019,11.928242,192,288,264,2.07063187709512
"MAD2L2",6.38864,6.38864,20.120728,25.528959,22.707381,22.7856893333333,274,466,437,0.310633839383647
"MADCAM1",0,0,0.502958,0.662119,0.600286,0.588454333333333,7,12,15,0.62954280712718
"MADD",26.98411,26.98411,488.993661,493.590899,535.141157,505.908572333333,3685,4653,4543,0.0552054384702695
"MAEA",22.94851,22.94851,25.974562,34.030799,23.342984,27.7827816666667,796,1248,1093,0.832042930295885
"MAEL",5.6549,5.6549,0.694865,0.619818,1.108855,0.807846,15,25,36,3.68112106894061
"MAF",8.72904,8.72904,3.064568,0.724654,0.857381,1.54886766666667,143,64,96,3.81700475361412
"MAF1",80.37039,80.37039,21.725052,24.680808,22.002659,22.8028396666667,336,474,510,3.41851607369143
"MAFA",0.03795,0.03795,3.892193,2.088882,3.38211,3.12106166666667,120,91,155,0.25186470961973
"MAFB",4.33922,4.33922,5.41251,15.608489,8.226866,9.74928833333333,268,1072,642,0.496704510515657
"MAFF",1.92292,1.92292,7.844363,8.966691,10.453817,9.08829033333333,258,406,556,0.289733929478834
"MAFG",4.55428,4.55428,11.460412,9.144569,7.856376,9.487119,904,963,901,0.529628776025141
"MAFK",3.74463,3.74463,8.952215,6.316008,7.803844,7.690689,417,359,499,0.545944055758985
"MAG",0,0,0,0,0,0,0,0,0,1
"MAGEA1",0,0,0,0,0,0,0,0,0,1
"MAGEA10",0,0,0.105078,0.054356,0.069351,0.0762616666666667,4,3,4,0.929142076663513
"MAGEA11",0,0,0,0,0,0,0,0,0,1
"MAGEA12",0.0506,0.0506,0,0,0,0,0,0,0,1.0506
"MAGEA2",0,0,0,0.029704,0,0.00990133333333333,0,1,0,0.990195741894258
"MAGEA2B",0,0,0.350259,0,0,0.116753,2,0,0,0.895453157502151
"MAGEA3",0,0,0,0,0,0,0,0,0,1
"MAGEA4",0,0,0.038946,0,0,0.012982,1,0,0,0.98718437247651
"MAGEA6",0,0,0,0.028111,0,0.00937033333333333,0,1,0,0.990716654706515
"MAGEA8",0,0,0,0,0,0,0,0,0,1
"MAGEA9",0,0,0,0,0,0,0,0,0,1
"MAGEA9B",0,0,0,0,0,0,0,0,0,1
"MAGEB1",0,0,0,0,0,0,0,0,0,1
"MAGEB10",0,0,0,0.025494,0.048104,0.0245326666666667,0,1,2,0.976054773591081
"MAGEB16",0,0,0,0,0,0,0,0,0,1
"MAGEB17",0.20241,0.20241,0.143911,0.036873,0.034911,0.0718983333333333,3,1,1,1.12175750498726
"MAGEB18",0,0,0,0,0,0,0,0,0,1
"MAGEB2",0,0,0,0,0,0,0,0,0,1
"MAGEB3",0,0,0,0,0,0,0,0,0,1
"MAGEB4",0,0,0,0,0.021624,0.007208,0,0,1,0.992843583450489
"MAGEB5",0,0,0,0,0,0,0,0,0,1
"MAGEB6",0,0,0,0,0,0,0,0,0,1
"MAGEC1",0,0,0,0.153681,0,0.051227,0,3,0,0.951269326225449
"MAGEC2",0,0,0,0,0,0,0,0,0,1
"MAGEC3",0,0,1.009608,0.326297,0.525957,0.620620666666667,14,11,18,0.617047542690434
