"Hs_symbol","Heart","dHs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Hs_Avg_TPM","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","FoldChange"
"MAGED1",68.4154,68.4154,299.650112,294.966632,243.246366,279.287703333333,7453,10438,9175,0.247657671651216
"MAGED2",78.38422,78.38422,548.412835,524.341675,439.984602,504.246370666667,5553,7550,6968,0.157119822345786
"MAGED4",0,0,156.40431,151.037744,131.805136,146.41573,1937,2539,2155,0.00678353660087699
"MAGED4B",0,0,112.229738,146.520687,118.489746,125.746723666667,2161,3474,3222,0.0078897502915335
"MAGEE1",3.44101,3.44101,30.455712,35.778766,28.275718,31.5033986666667,1720,2792,2407,0.136632173316522
"MAGEE2",0.03795,0.03795,0.145151,0.02129,0.100469,0.08897,5,1,5,0.953148387926205
"MAGEF1",40.83671,40.83671,30.417847,28.437019,24.999377,27.9514143333333,733,942,910,1.44506618980031
"MAGEH1",15.56046,15.56046,49.524967,40.897202,40.549195,43.6571213333333,1016,1141,1185,0.370835815331402
"MAGEL2",0,0,14.040478,13.031875,11.02542,12.6992576666667,905,1171,1131,0.0729966560475187
"MAGI1",10.67726,10.67726,34.252177,29.391292,23.853913,29.165794,2306,2599,2159,0.387102689887758
"MAGI2",3.13739,3.13739,69.01658,90.077181,32.863652,63.9858043333333,865,1754,1541,0.0636660581867692
"MAGI3",5.17417,5.17417,5.788729,3.921924,3.643588,4.45141366666667,555,518,549,1.13258145089093
"MAGIX",0.97411,0.97411,1.834087,2.356811,1.882763,2.02455366666667,19,33,38,0.652694651034461
"MAGOH",72.53956,72.53956,20.528457,15.024089,17.516354,17.6896333333333,116,135,144,3.93477810336925
"MAGOHB",21.44307,21.44307,11.696676,7.57701,8.168948,9.14754466666667,91,102,92,2.21167491617184
"MAGT1",61.29302,61.29302,4.962829,3.209935,2.718369,3.63037766666667,300,239,226,13.453118618906
"MAK",0.20241,0.20241,0.370109,0.287475,0.108174,0.255252666666667,17,20,6,0.957902764861682
"MAK16",14.42189,14.42189,4.814306,5.741281,5.601208,5.38559833333333,248,322,308,2.4151049275205
"MAL",8.61518,8.61518,0.126286,0,0.255047,0.127111,1,0,4,8.53081905863753
"MAL2",0.96146,0.96146,6.619262,8.397002,5.914755,6.97700633333333,208,369,367,0.245889236893757
"MALAT1",684.57152,684.57152,1784.269024,674.403418,806.599862,1088.42410133333,14747,9364,10610,0.629297184779497
"MALL",5.38923,5.38923,1.473737,0.425755,0.430523,0.776671666666667,43,18,22,3.59617937285355
"MALSU1",137.10913,137.10913,23.896254,29.731623,27.732629,27.1201686666667,122,205,207,4.9113905267472
"MALT1",13.58694,13.58694,5.083441,3.773804,4.429945,4.42906333333333,282,421,380,2.6868244307336
"MAMDC2",26.89555,26.89555,1.481393,0.904387,1.360895,1.24889166666667,65,64,44,12.4041324059629
"MAMDC4",0.73375,0.73375,3.981824,4.571216,2.096967,3.55000233333333,132,283,183,0.381043760636899
"MAML1",7.31215,7.31215,8.105529,9.357666,9.327057,8.930084,452,575,497,0.837067440718527
"MAML2",4.28861,4.28861,1.334638,1.517824,1.558901,1.47045433333333,157,243,263,2.14074388206326
"MAML3",1.30303,1.30303,2.648956,1.532423,1.458464,1.87994766666667,301,238,197,0.799677725625338
"MAMLD1",2.64401,2.64401,1.801218,0.72372,0.796209,1.107049,105,54,56,1.72943771122551
"MAMSTR",0.80965,0.80965,1.504253,0.568277,1.159251,1.07726033333333,40,21,47,0.871171499768686
"MAN1A1",21.96175,21.96175,0.852249,0.900263,0.666093,0.806201666666667,65,94,75,12.7127277223566
"MAN1A2",13.34657,13.34657,6.715579,8.310058,11.469988,8.831875,773,1482,1316,1.45918962558006
"MAN1B1",14.68755,14.68755,39.535298,37.448194,36.374402,37.7859646666667,1001,1509,1323,0.404464608133935
"MAN1C1",11.71462,11.71462,28.049252,11.768286,18.549079,19.455539,1002,672,1104,0.621573452549943
"MAN2A1",9.41218,9.41218,2.686576,3.377344,3.73992,3.26794666666667,213,260,301,2.4396228006598
"MAN2A2",24.80817,24.80817,94.546129,97.612214,83.529146,91.8958296666667,1493,2234,1927,0.277818391768566
"MAN2B1",3.41571,3.41571,16.347958,16.686724,17.309826,16.7815026666667,268,282,329,0.248331655809816
"MAN2B2",12.37246,12.37246,12.686503,29.364183,10.241565,17.4307503333333,606,693,682,0.725551578647069
"MAN2C1",50.94468,50.94468,91.424852,84.496856,74.42271,83.4481393333333,775,941,913,0.615107454232522
"MANBA",15.35804,15.35804,9.544807,8.535662,7.210917,8.430462,302,395,382,1.73459582361925
"MANBAL",23.63165,23.63165,28.990344,24.687329,25.696889,26.4581873333333,487,569,625,0.897060308496693
"MANEA",9.02,9.02,1.321429,1.673223,1.055139,1.34993033333333,79,112,96,4.26395619387866
"MANEAL",0.37952,0.37952,60.322606,62.836238,58.940068,60.6996373333333,1664,2255,2367,0.0223586403360383
"MANF",77.38481,77.38481,78.189053,61.350441,57.052991,65.5308283333333,446,448,489,1.1781727653724
"MANSC1",11.57546,11.57546,8.481982,9.032137,6.499827,8.00464866666667,227,334,264,1.39655198836927
"MANSC4",0.10121,0.10121,0.141207,0.243637,0.028611,0.137818333333333,3,8,1,0.967825853863607
"MAOA",108.72078,108.72078,13.315456,3.845765,3.911784,7.024335,683,147,249,13.6735044087766
"MAOB",295.93964,295.93964,4.374527,1.006839,0.849916,2.077094,167,54,49,96.5000224237544
"MAP1A",25.25095,25.25095,90.473592,104.959537,77.941195,91.1247746666667,15879,25181,19794,0.284949950705262
"MAP1B",23.06237,23.06237,205.723193,188.708449,161.759263,185.396968333333,40475,50488,45790,0.129092067404065
"MAP1LC3A",3.2386,3.2386,106.501681,111.199213,121.137427,112.946107,1181,1738,2124,0.0371982870814533
"MAP1LC3B",173.74578,173.74578,107.782513,95.242338,101.254324,101.426391666667,3466,4150,4650,1.70606205252927
"MAP1LC3B2",1.40424,1.40424,8.051134,5.162214,9.779499,7.66428233333333,49,49,84,0.277488649088728
"MAP1LC3C",0.89821,0.89821,0.368982,0.148287,0.167488,0.228252333333333,6,3,4,1.54545605042612
"MAP1S",0.0759,0.0759,34.212392,37.267688,36.503158,35.9944126666667,444,727,806,0.0290827701386763
"MAP2",11.99294,11.99294,176.095339,157.09156,133.96004,155.715646333333,15375,17821,15383,0.0829077396162735
"MAP2K1",43.0759,43.0759,25.215939,20.285526,27.512645,24.3380366666667,796,930,1286,1.73951520316425
"MAP2K2",17.71109,17.71109,218.463977,236.216082,254.016498,236.232185666667,1052,1608,1888,0.0788724765462087
"MAP2K3",7.18564,7.18564,9.56116,7.057844,7.313412,7.977472,174,207,230,0.911797886977537
"MAP2K4",31.13356,31.13356,80.457771,58.792943,64.988752,68.079822,3774,4442,4828,0.465165645620801
"MAP2K4P1",0.0759,0.0759,0.07836,0.09619,0.036495,0.0703483333333333,3,4,2,1.00518678498744
"MAP2K5",35.35892,35.35892,14.80462,18.339339,14.337981,15.8273133333333,233,307,387,2.16070856230961
"MAP2K6",2.60606,2.60606,2.944996,2.45326,1.120628,2.17296133333333,213,278,151,1.13649667334952
"MAP2K7",3.58017,3.58017,110.371833,142.537845,70.54238,107.817352666667,356,565,517,0.0420904376715554
"MAP3K1",6.73021,6.73021,2.530731,3.330758,2.83881,2.90009966666667,210,369,364,1.98205447570186
"MAP3K10",0.30362,0.30362,39.861618,47.813495,43.644475,43.773196,610,967,1035,0.0291160809695158
"MAP3K11",4.63018,4.63018,6.911766,8.014998,6.152913,7.026559,240,327,271,0.701443794283453
"MAP3K12",9.13386,9.13386,39.872718,94.144702,32.161967,55.393129,1461,2270,1627,0.179700261001655
"MAP3K13",19.73521,19.73521,19.197951,19.238245,20.859693,19.7652963333333,661,872,880,0.998551124296501
"MAP3K14",2.70727,2.70727,1.493081,2.583035,1.670454,1.91552333333333,99,250,141,1.27156245248137
"MAP3K15",25.90879,25.90879,0.35186,0.266487,0.708909,0.442418666666667,21,14,40,18.6553256844522
"MAP3K2",8.9441,8.9441,3.50631,3.202649,3.465609,3.39152266666667,588,708,691,2.26438544322668
"MAP3K3",19.46955,19.46955,10.783351,16.284508,8.887992,11.9852836666667,470,852,580,1.57636525511919
"MAP3K4",21.2027,21.2027,41.585973,49.024706,33.965971,41.52555,410,603,471,0.522102594793013
"MAP3K5",41.65901,41.65901,2.782149,6.968447,12.406432,7.385676,84,348,582,5.08712833646327
"MAP3K6",10.20918,10.20918,8.97213,10.455839,13.289666,10.9058783333333,166,221,314,0.941482827740414
"MAP3K7",35.06796,35.06796,10.687601,9.678573,8.908747,9.758307,691,867,826,3.35256839203417
"MAP3K8",9.28567,9.28567,1.357938,0.491458,0.885108,0.911501333333333,25,20,35,5.38093791546749
"MAP3K9",0.72109,0.72109,11.364991,10.157802,9.063253,10.1953486666667,2063,2522,2376,0.153732594780582
"MAP4",518.20115,518.20115,244.147409,208.94738,171.49755,208.197446333333,6842,8403,8204,2.48187135694147
"MAP4K1",1.34098,1.34098,15.359291,30.42002,48.314116,31.3644756666667,40,67,94,0.0723317758677938
"MAP4K2",1.08797,1.08797,15.478715,17.280581,17.458905,16.7394003333333,328,551,559,0.117702400349835
"MAP4K3",55.18269,55.18269,93.916029,118.257993,119.042699,110.405573666667,944,1465,1230,0.504307712360089
"MAP4K4",93.74226,93.74226,71.546929,70.674919,51.721219,64.647689,4120,6217,5022,1.44319261566085
"MAP4K5",20.73462,20.73462,42.832001,44.386467,31.423593,39.5473536666667,1209,1715,1441,0.536030542922156
"MAP6",4.9085,4.9085,135.348009,141.322217,130.73835,135.802858666667,4708,7267,6533,0.0431898869481714
"MAP6D1",2.75787,2.75787,3.563115,3.842813,5.314915,4.240281,90,101,189,0.71711230752702
"MAP7",2.01147,2.01147,4.975312,5.694453,7.050269,5.906678,296,472,586,0.436022933167002
"MAP7D1",74.66489,74.66489,196.549383,218.394083,148.260079,187.734515,3112,4648,4879,0.400906479665365
"MAP7D2",0.32892,0.32892,17.274944,24.448764,18.026086,19.916598,1006,1965,1472,0.0635342324789146
"MAP7D3",19.72256,19.72256,0.592612,0.425813,0.385599,0.468008,22,17,18,14.1161083590825
"MAP9",5.80671,5.80671,6.948265,7.718446,6.623963,7.09689133333333,715,1171,1004,0.840657200372456
"MAPK1",55.14474,55.14474,54.049101,44.08699,34.635043,44.2570446666667,2405,2836,2583,1.24057459813218
"MAPK10",3.70668,3.70668,61.767993,47.62748,48.781982,52.7258183333333,1182,1275,1291,0.0876055525259411
"MAPK11",0.60724,0.60724,23.731638,22.642436,19.358121,21.9107316666667,850,1066,1016,0.0701522772552222
"MAPK12",1.93557,1.93557,22.914459,27.759809,22.379205,24.3511576666667,701,1186,1023,0.115796289802571
"MAPK13",0.27832,0.27832,4.297647,5.870764,4.729312,4.96590766666667,269,321,388,0.214270832105291
"MAPK14",30.9438,30.9438,9.472082,8.898556,8.371397,8.91401166666667,376,483,495,3.22208618206521
"MAPK15",0,0,23.820709,12.807153,13.647322,16.7583946666667,261,177,231,0.0563113963154027
"MAPK1IP1L",61.71049,61.71049,34.323013,34.48503,32.846591,33.884878,1750,2121,1952,1.79764108677691
"MAPK3",37.71197,37.71197,189.879743,169.907447,174.180603,177.989264333333,1376,1733,1883,0.216280960448591
"MAPK4",22.025,22.025,8.810194,11.551714,8.451287,9.60439833333333,647,1163,933,2.17126887129696
"MAPK6",15.24419,15.24419,37.645192,40.306548,35.916365,37.956035,2668,3934,3833,0.416987765823704
"MAPK7",2.16328,2.16328,19.611942,21.146665,23.676871,21.4784926666667,341,559,613,0.140724738393639
"MAPK8",20.19064,20.19064,75.417753,79.31384,69.839728,74.857107,1806,2799,2447,0.279349435248038
"MAPK8IP1",0.75905,0.75905,97.571067,94.565125,107.78041,99.9722006666667,3725,5013,6180,0.0174211316420353
"MAPK8IP2",0.03795,0.03795,31.426198,37.09871,34.882905,34.469271,2702,4433,4728,0.0292633586971663
"MAPK8IP3",5.93321,5.93321,162.752173,164.238338,119.489185,148.826565333333,2759,4048,3555,0.0462749044842284
"MAPK9",38.87584,38.87584,49.602709,50.294454,49.987396,49.9615196666667,2418,3530,3700,0.782469601786273
"MAPKAP1",137.13443,137.13443,31.972644,40.124051,38.815287,36.9706606666667,623,851,894,3.63792537645425
"MAPKAPK2",128.93672,128.93672,117.010353,83.892361,121.388589,107.430434333333,820,974,1257,1.19834178290343
"MAPKAPK3",263.22473,263.22473,4.518708,5.317867,5.174731,5.00376866666667,124,213,217,44.0098119481175
"MAPKAPK5",28.24919,28.24919,28.489631,23.073734,22.245639,24.6030013333333,831,1115,1038,1.14241254840383
"MAPKBP1",8.1977,8.1977,89.003529,91.595256,76.815131,85.8046386666667,1355,2010,1494,0.105958623194315
"MAPRE1",75.90467,75.90467,70.29639,79.21888,66.595708,72.0369926666667,2798,4275,3825,1.05295504636924
"MAPRE1P3",0,0,0.107485,0,0,0.0358283333333333,1,0,0,0.965410935209663
"MAPRE2",151.278,151.278,129.225277,112.624946,97.068459,112.972894,5651,7608,6882,1.3360896144306
"MAPRE3",47.71873,47.71873,100.567187,93.309582,94.059261,95.9786766666667,2145,2788,3076,0.502365382520687
"MAPT",15.75022,15.75022,263.085994,256.038045,194.731293,237.951777333333,14477,22025,20341,0.0700987462279209
"MARCKS",31.67755,31.67755,74.419678,71.645031,58.218484,68.0943976666667,4666,6183,5487,0.472940659496692
"MARCKSL1",16.73698,16.73698,288.913289,366.313405,319.054923,324.760539,6214,10862,10362,0.0544479084374305
"MARCO",1.23978,1.23978,0.18018,0,0,0.06006,1,0,0,2.11288040299606
"MARK1",21.32921,21.32921,72.575071,79.994859,74.438593,75.6695076666667,1321,1934,1791,0.291239772884416
"MARK2",23.42924,23.42924,17.284012,20.436729,13.775694,17.1654783333333,640,1002,851,1.34481677562945
"MARK2P10",0,0,0,0,0,0,0,0,0,1
"MARK2P11",0,0,0,0,0,0,0,0,0,1
"MARK2P12",0,0,0,0,0,0,0,0,0,1
"MARK2P13",0,0,0,0,0,0,0,0,0,1
"MARK2P4",0,0,0,0,0.019036,0.00634533333333333,0,0,1,0.993694676048911
"MARK2P5",0,0,0,0,0,0,0,0,0,1
"MARK3",125.74873,125.74873,79.39146,87.556323,69.65744,78.8684076666667,1274,1778,1621,1.58696953780511
"MARK4",12.82789,12.82789,92.509063,101.136651,97.749646,97.1317866666667,1353,1916,2154,0.14091142604965
"MARS2",6.32539,6.32539,2.387324,2.468221,1.96472,2.27342166666667,112,157,131,2.23783879559258
"MARVELD1",10.57605,10.57605,8.109963,5.73883,4.681357,6.17671666666667,233,248,235,1.61300083835923
"MARVELD2",0.69579,0.69579,0.348,0.381939,0.600854,0.443597666666667,21,21,31,1.17469710512601
"MARVELD3",0.0253,0.0253,0.303299,0.372237,0.141733,0.272423,12,21,8,0.805785497432851
"MAS1",0,0,0.012344,0.037681,0.063721,0.0379153333333333,2,8,16,0.963469724248542
"MAS1L",0,0,0,0,0,0,0,0,0,1
"MAS1LP1",0,0,0,0,0,0,0,0,0,1
"MASP1",190.50806,190.50806,0.421138,11.588787,9.671309,7.227078,11,320,225,23.277773712611
"MASP2",3.47896,3.47896,1.252839,1.831405,1.128718,1.40432066666667,47,94,62,1.86287963252822
"MAST1",0,0,171.130768,152.514281,111.380864,145.008637666667,2728,3972,3878,0.00684890987259925
"MAST2",47.56692,47.56692,69.001261,51.669584,37.704771,52.791872,2572,3908,3244,0.902867258458676
"MAST3",0.94881,0.94881,18.255365,16.94119,12.37843,15.8583283333333,749,923,838,0.115599243380893
"MAST4",50.10973,50.10973,0.803503,0.323886,1.543202,0.890197,83,60,48,27.0393667961593
"MASTL",3.44101,3.44101,2.19252,1.709644,1.734112,1.87875866666667,112,134,148,1.54268228574446
"MAT1A",0.22771,0.22771,0.023766,0.241776,0.07292,0.112820666666667,1,2,3,1.10324155254725
"MAT2A",346.606,346.606,81.741416,92.218929,68.33898,80.7664416666667,2855,4316,3528,4.25120615395089
"MAT2B",90.61752,90.61752,7.236216,7.204627,7.145023,7.19528866666667,212,275,277,11.17929138636
"MATK",0,0,5.618721,5.071332,7.16313,5.951061,87,155,214,0.143862929702386
"MATN1",0.0253,0.0253,0.858542,0.654297,0.588583,0.700474,22,30,34,0.602949530542661
"MATN2",42.34215,42.34215,9.796995,3.034791,6.345191,6.39232566666667,155,90,100,5.86312778337643
"MATN3",0.59459,0.59459,0.982961,1.420427,1.160094,1.18782733333333,25,54,45,0.72884636538959
"MATN4",0,0,0,0.023813,0.085473,0.0364286666666667,0,1,4,0.964851737665818
"MATR3",364.17793,364.17793,426.436592,489.954307,399.830936,438.740611666667,7308,11230,8730,0.830439400663801
"MAU2",17.25566,17.25566,18.410996,24.188067,13.580922,18.7266616666667,709,1086,825,0.925430785425174
"MAVS",14.34598,14.34598,6.457212,5.637836,4.608875,5.56797433333333,1280,1523,1315,2.33648598809486
"MAX",46.99764,46.99764,52.490521,48.156759,41.693365,47.4468816666667,731,958,866,0.990727129358756
"MAZ",4.69344,4.69344,200.012365,223.577801,204.980661,209.523609,2721,4266,4661,0.0270441877138825
"MB",9724.85508,9724.85508,0.142198,0,0,0.0473993333333333,1,0,0,9285.71822654078
"MB21D2",2.71992,2.71992,5.57725,12.129861,10.701272,9.469461,270,798,740,0.355311510306022
"MBD1",21.30391,21.30391,34.95198,31.833874,26.537263,31.1077056666667,879,1256,1116,0.694659102445782
"MBD2",54.99293,54.99293,60.084898,43.812018,45.464722,49.7872126666667,314,306,325,1.10250055200903
"MBD3",1.10062,1.10062,20.261389,19.445655,18.643459,19.4501676666667,621,876,830,0.10271896222269
"MBD3L1",0,0,0,0,0,0,0,0,0,1
"MBD3L2",0,0,0,0,0,0,0,0,0,1
"MBD3L3",0,0,0,0,0,0,0,0,0,1
"MBD3L4",0,0,0,0,0,0,0,0,0,1
"MBD3L5",0,0,0,0,0,0,0,0,0,1
"MBD4",38.02824,38.02824,18.713725,11.806079,15.756325,15.4253763333333,242,289,294,2.37609411242511
"MBD5",14.24478,14.24478,44.44938,19.595786,16.367532,26.8042326666667,449,545,473,0.54828990185643
"MBD6",8.83024,8.83024,10.217643,11.024163,10.197496,10.4797673333333,156,196,160,0.856310037874751
"MBIP",21.86054,21.86054,11.752256,12.042107,9.94935,11.2479043333333,174,230,175,1.86648583935978
"MBL1P",2.40365,2.40365,0.467162,0.28384,0.1547,0.301900666666667,5,8,4,2.61436996473361
"MBL2",0.0253,0.0253,0,0,0,0,0,0,0,1.0253
"MBL3P",0,0,0,0.21077,0,0.0702566666666667,0,2,0,0.934355310408407
"MBLAC1",0.61989,0.61989,1.941116,2.255564,4.303178,2.833286,23,40,85,0.422585218008779
"MBLAC2",0.88555,0.88555,8.203729,7.00028,6.304674,7.169561,523,610,561,0.230801875400649
"MBNL1",101.95262,101.95262,3.260198,2.645872,2.458358,2.78814266666667,206,187,206,27.1775983797865
"MBNL2",58.56045,58.56045,11.129964,8.016388,8.490149,9.212167,525,542,607,5.83230278157417
"MBNL3",1.89762,1.89762,0.021681,0,0.005023,0.00890133333333333,4,0,1,2.87205488214242
"MBOAT1",6.5784,6.5784,0.047784,0.035471,0.032333,0.0385293333333333,3,3,3,7.29724212572394
"MBOAT2",16.12974,16.12974,20.84534,16.015781,18.272756,18.377959,1398,1672,1877,0.883980609103363
"MBOAT4",0.12651,0.12651,0.040803,0,0.028376,0.0230596666666667,1,0,1,1.10111857275187
"MBOAT7",3.09944,3.09944,57.113804,51.454561,51.170428,53.2462643333333,1230,1530,1676,0.0755709181153875
"MBP",21.29126,21.29126,4.587799,4.466671,3.506994,4.18715466666667,235,265,197,4.29739644033492
"MBTD1",12.48632,12.48632,3.764977,4.879887,3.577773,4.07421233333333,298,528,395,2.65781546259035
"MBTPS1",66.84671,66.84671,35.826392,27.985969,18.06298,27.2917803333333,1214,1451,1252,2.39810677167117
"MBTPS2",12.68873,12.68873,16.427218,16.573441,14.919646,15.973435,1171,1604,1510,0.80647965482532
"MC1R",0.65784,0.65784,3.783097,4.530433,3.132023,3.81518433333333,136,226,163,0.344294192129578
"MC2R",0,0,0.03482,0.025987,0,0.020269,2,2,0,0.98013367063
"MC3R",0,0,0,0,0,0,0,0,0,1
"MC4R",0,0,0.279329,0,0,0.0931096666666667,7,0,0,0.914821294234278
"MC5R",0,0,0.107568,0,0,0.035856,2,0,0,0.965385150059468
"MCAM",27.46484,27.46484,367.29264,226.281157,254.103879,282.559225333333,2486,2013,2876,0.100384108351751
"MCAT",4.78199,4.78199,7.53811,9.359009,9.949707,8.948942,127,211,237,0.581166318991507
"MCC",20.3045,20.3045,0.960484,0.340353,0.34036,0.547065666666667,110,44,37,13.7709086686042
"MCCC1",79.52279,79.52279,23.172371,20.150683,26.573969,23.2990076666667,204,292,276,3.31383038783353
"MCCC2",251.48481,251.48481,10.18539,9.962428,6.955895,9.034571,381,492,416,25.1614951949615
"MCCD1",0,0,0.123718,0,0.085458,0.0697253333333333,1,0,1,0.934819405355144
"MCCD1P1",0,0,0,0,0,0,0,0,0,1
"MCEE",65.08825,65.08825,7.067969,7.879096,5.853687,6.933584,47,64,66,8.3301884747171
"MCF2",0.31627,0.31627,4.794692,5.459013,4.866441,5.04004866666667,182,276,282,0.217923740791051
"MCF2L",27.84436,27.84436,85.775813,94.481844,69.955409,83.4043553333333,2052,3160,2618,0.341740184923949
"MCF2L2",0.16446,0.16446,14.796503,14.512506,13.595733,14.3015806666667,484,723,664,0.0761006346577441
"MCFD2",80.15533,80.15533,49.670496,33.086526,27.127434,36.628152,2386,2336,2250,2.15677161078758
"MCHR1",0.15181,0.15181,14.666085,14.092703,11.889236,13.5493413333333,337,445,437,0.0791657830833304
"MCHR2",0,0,0,0.050114,0.036722,0.0289453333333333,0,4,3,0.971868929868642
"MCL1",142.24534,142.24534,29.619792,32.757671,24.46192,28.946461,1658,2566,1966,4.7833812482884
"MCM10",0.11386,0.11386,0.089067,0.100479,0.09125,0.0935986666666667,5,10,10,1.01852721107926
"MCM2",1.5687,1.5687,2.606201,1.07844,2.169389,1.95134333333333,68,59,98,0.8703494340995
"MCM3",33.73962,33.73962,3.85834,4.261473,4.313901,4.14457133333333,146,227,206,6.7526753443792
"MCM3AP",34.65048,34.65048,98.047663,55.031549,67.235438,73.4382166666667,1219,1728,1354,0.478927110245566
"MCM4",41.4313,41.4313,73.841863,126.600389,101.394109,100.612120333333,355,664,533,0.417581090334561
"MCM5",1.80906,1.80906,2.106259,0.513556,1.040311,1.220042,23,18,16,1.26531840388605
"MCM6",3.87114,3.87114,11.65268,11.863155,8.432668,10.649501,328,430,440,0.418141515246018
"MCM7",21.56958,21.56958,8.15388,7.174806,5.012312,6.78033266666667,239,282,243,2.9008502549891
"MCM8",6.5025,6.5025,0.789794,0.696851,0.690602,0.725749,94,112,112,4.34738771397231
"MCM9",4.33922,4.33922,1.30241,1.165089,1.310646,1.25938166666667,67,90,87,2.36313327613971
"MCMBP",41.73491,41.73491,6.730273,6.867475,6.178956,6.59223466666667,322,440,407,5.62876568971525
"MCMDC2",4.99706,4.99706,0.169008,0.290063,0.269012,0.242694333333333,14,30,28,4.8258528578897
"MCOLN1",2.40365,2.40365,11.00411,11.846162,11.182177,11.3441496666667,191,233,232,0.27572980658125
"MCOLN2",0.03795,0.03795,0.379157,0.121752,0.117596,0.206168333333333,8,8,8,0.860534944680193
"MCOLN3",1.80906,1.80906,0.302785,0.348226,0.259082,0.303364333333333,13,20,14,2.15523773986961
"MCPH1",10.32303,10.32303,8.985439,7.036445,7.4717,7.83119466666667,285,396,289,1.282162881398
"MCRS1",24.54251,24.54251,29.00528,37.648859,28.885765,31.8466346666667,485,820,648,0.777629436294153
"MCTP1",7.33745,7.33745,1.746006,1.173907,1.582582,1.50083166666667,69,66,60,3.33387093226987
"MCTP2",1.05001,1.05001,0.913112,0.172572,0.479716,0.5218,35,25,29,1.34709554474964
