"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"METTL25","Mettl25",2.297284,1.977802,3.135161,66,99,121,2.47008233333333,11.60076,11.60076,0.275386749159045
"METTL2A","Mettl2",6.563256,6.185146,6.306143,124,208,225,6.351515,10.00677,10.00677,0.667908478145723
"METTL3","Mettl3",14.825326,10.637095,9.672996,187,257,244,11.7118056666667,57.81405,57.81405,0.216135526573441
"METTL4","Mettl4",3.384084,2.736162,2.184367,312,369,308,2.76820433333333,9.56399,9.56399,0.356702754672556
"METTL5","Mettl5",11.00776,9.709877,11.072827,87,146,180,10.5968213333333,179.88141,179.88141,0.0641128424050505
"METTL6","Mettl6",31.587703,18.679768,17.397562,208,322,321,22.555011,12.82789,12.82789,1.70344217375174
"METTL7B","Mettl7b",0,0,0.034363,0,0,1,0.0114543333333333,10.77846,10.77846,0.0858732239472166
"METTL8","Mettl8",4.099643,5.019562,4.470631,131,210,206,4.52994533333333,11.22124,11.22124,0.45248643618269
"METTL9","Mettl9",39.636442,42.220088,34.123836,626,1153,964,38.660122,85.03853,85.03853,0.460957689537467
"MEX3B","Mex3b",4.325681,2.051551,2.236743,192,170,182,2.871325,1.46749,1.46749,1.56893239688915
"MEX3C","Mex3c",10.372668,7.916316,6.849032,517,697,593,8.37933866666667,17.35687,17.35687,0.510944331286688
"MEX3D","Mex3d",3.345518,3.684499,4.297752,115,238,272,3.775923,0.96146,0.96146,2.4348816697766
"MFAP1","Mfap1b",16.673648,15.963462,14.92535,839,1399,1307,15.8541533333333,43.02529,43.02529,0.382828899783132
"MFAP2","Mfap2",2.381111,4.104472,1.920722,26,57,45,2.80210166666667,1.22713,1.22713,1.70717545301202
"MFAP3","Mfap3",6.539384,4.383111,3.651003,425,525,437,4.85783266666667,22.59429,22.59429,0.248273318106485
"MFAP3L","Mfap3l",8.509099,3.606199,3.539966,771,571,539,5.21842133333333,2.3657,2.3657,1.84758633667093
"MFAP4","Mfap4",2.518994,0.835631,0.690277,19,30,30,1.34830066666667,29.83053,29.83053,0.0761680278174481
"MFAP5","Mfap5",0.602307,0.660594,0.416197,3,8,6,0.559699333333333,50.95733,50.95733,0.0300188507248801
"MFF","Mff",207.336329,239.273995,242.89063,2099,4109,4131,229.833651333333,159.58956,159.58956,1.43741381029585
"MFGE8","Mfge8",49.427014,67.085742,63.448342,1377,3276,3172,59.9870326666667,238.68222,238.68222,0.254449548517477
"MFHAS1","Mfhas1",10.225612,3.875347,3.685495,819,588,521,5.928818,9.70315,9.70315,0.647362505430644
"MFN1","Mfn1",252.282352,186.422576,181.586791,836,1254,1219,206.763906333333,63.3804,63.3804,3.22712978380584
"MFN2","Mfn2",73.436557,42.275333,40.990993,2891,3653,3367,52.2342943333333,504.52566,504.52566,0.10530483127866
"MFNG","Mfng",1.167828,2.015872,1.679146,30,93,76,1.62094866666667,3.51692,3.51692,0.580251292178446
"MFRP","Mfrp",5.462681,2.270091,1.742598,137,147,93,3.15845666666667,0,0,4.15845666666667
"MFSD1","Mfsd1",13.614927,11.660995,11.115399,370,540,490,12.1304403333333,40.54574,40.54574,0.316047814609472
"MFSD10","Mfsd10",41.214034,20.623474,22.635807,100,151,153,28.1577716666667,1.13857,1.13857,13.6342376759548
"MFSD11","Mfsd11",19.281638,19.949859,22.358681,302,649,662,20.5300593333333,31.72815,31.72815,0.657845290165601
"MFSD12","Mfsd12",6.323482,5.914709,5.646779,351,642,632,5.96165666666667,3.41571,3.41571,1.57656564101054
"MFSD2A","Mfsd2a",12.768399,12.861681,8.491627,329,542,422,11.3739023333333,0.12651,0.12651,10.9842809503097
"MFSD2B","Mfsd2b",0.641612,0.064293,0.117558,15,5,9,0.274487666666667,0.06325,0.06325,1.19867168273376
"MFSD3","Mfsd3",7.569017,12.049336,21.795837,40,102,123,13.80473,0.48073,0.48073,9.99826436960148
"MFSD5","Mfsd5",12.762774,14.552576,13.690586,300,641,616,13.6686453333333,25.69373,25.69373,0.54951650943249
"MFSD6","Mfsd6",25.261177,8.72819,9.258912,1585,1001,1033,14.416093,23.01176,23.01176,0.64202261725088
"MFSD6L","Mfsd6l",0,0,0.018524,0,0,1,0.00617466666666667,0,0,1.00617466666667
"MFSD8","Mfsd8",7.063444,4.550063,21.882434,226,285,293,11.1653136666667,17.64783,17.64783,0.652371544928641
"MFSD9","Mfsd9",1.397159,1.248076,1.591821,66,105,134,1.412352,2.13798,2.13798,0.768759520455835
"MGA","Mga",12.735487,4.199672,3.726843,1100,514,497,6.887334,6.65431,6.65431,1.03044350176567
"MGARP","Mgarp",0,0.199643,0.30875,0,5,8,0.169464333333333,2.58076,2.58076,0.326596681523848
"MGAT1","Mgat1",39.89664,43.71789,37.881543,624,1128,1111,40.498691,35.63724,35.63724,1.13269151824755
"MGAT2","Mgat2",9.580808,11.446928,9.732565,321,700,585,10.2534336666667,0,0,11.2534336666667
"MGAT3","Mgat3",37.595072,18.740514,17.099453,2660,2409,2232,24.4783463333333,0.83495,0.83495,13.88503574121
"MGAT4A","Mgat4a",7.228416,4.296257,4.261059,609,464,430,5.26191066666667,9.90556,9.90556,0.57419432534108
"MGAT4B","Mgat4b",16.74123,22.839389,25.453628,455,974,931,21.6780823333333,59.05383,59.05383,0.377629242520141
"MGAT4C","Mgat4c",4.652356,3.518871,3.789612,121,155,155,3.98694633333333,10.5128,10.5128,0.433165375350335
"MGAT5","Mgat5",13.069713,4.874377,4.765449,1707,1136,1119,7.56984633333333,28.72992,28.72992,0.288256622733372
"MGAT5B","Mgat5b",24.772693,15.851978,13.670502,837,979,896,18.098391,0,0,19.098391
"MGLL","Mgll",56.989578,71.762232,65.048959,2175,4431,4166,64.6002563333333,24.3401,24.3401,2.588792322577
"MGMT","Mgmt",0.330818,0.31368,0.257253,14,24,20,0.300583666666667,1.84701,1.84701,0.456824411107326
"MGP","Mgp",32.035549,41.154273,54.717054,190,436,589,42.6356253333333,570.03138,570.03138,0.0764154595730507
"MGRN1","Mgrn1",105.960038,88.07017,83.00634,2331,3668,3446,92.345516,6.69226,6.69226,12.1349923169524
"MGST1","Mgst1",18.733276,25.701301,22.344345,89,256,223,22.2596406666667,53.70255,53.70255,0.425202127993424
"MGST2","Mgst2",0.024332,0.11371,0.887481,1,1,6,0.341841,233.62191,233.62191,0.00571916322733883
"MGST3","Mgst3",42.230126,68.989757,68.22509,575,1672,1677,59.814991,1303.2325,1303.2325,0.0466289492095926
"MIA","Mia",10.390848,11.625168,14.412407,9,30,35,12.1428076666667,0.7464,0.7464,7.52565716139869
"MIA2","Mia2",100.700672,103.685352,69.663641,516,773,714,91.3498883333333,0,0,92.3498883333333
"MIA3","Mia3",44.744075,17.930838,17.55627,1766,1331,1302,26.7437276666667,67.82082,67.82082,0.403129861961346
"MIB1","Mib1",32.234205,9.925486,8.501417,2962,1421,1277,16.887036,9.26037,9.26037,1.74331296044879
"MIB2","Mib2",37.120002,21.543805,19.287873,847,1163,1093,25.9838933333333,1.83436,1.83436,9.52027735832193
"MICAL1","Mical1",4.475513,2.891284,4.169285,104,160,194,3.84536066666667,7.4007,7.4007,0.576780585744839
"MICAL2","Mical2",144.463504,54.66491,50.133246,4296,2904,2570,83.08722,45.03677,45.03677,1.8265230162759
"MICAL3","Mical3",24.271775,11.570003,5.344657,1237,595,655,13.7288116666667,24.83348,24.83348,0.570144311438748
"MICALL1","Micall1",11.890041,3.917585,7.674035,833,588,733,7.82722033333333,3.2133,3.2133,2.09508469212573
"MICALL2","Micall2",0.517228,0.329463,0.757613,25,28,46,0.534768,1.23978,1.23978,0.685231585244979
"MICU1","Micu1",71.509717,112.500884,85.1578,901,2026,1958,89.7228003333333,64.68343,64.68343,1.38121289240427
"MID1","Mid1",9.181365,4.058301,3.434697,178,187,154,5.558121,4.68079,4.68079,1.15443820313724
"MID1IP1","Mid1ip1",77.246248,79.384165,86.616395,912,2070,2366,81.0822693333333,7.60312,7.60312,9.54098854059148
"MID2","Mid2",7.040138,3.833134,3.710111,553,593,542,4.86112766666667,1.85966,1.85966,2.04958899542836
"MIDN","Midn",13.642574,7.227362,6.69281,649,532,549,9.187582,6.48985,6.48985,1.36018505043492
"MIEN1","Mien1",47.044806,60.95416,66.941928,376,875,977,58.3136313333333,72.86848,72.86848,0.802962661927433
"MIER1","Mier1",12.266006,17.950162,13.666269,585,650,602,14.627479,17.45807,17.45807,0.846647509734225
"MIER2","Mier2",24.727225,27.270782,14.006494,247,473,425,22.0015003333333,1.48014,1.48014,9.2742749737246
"MIER3","Mier3",5.784482,2.788145,2.574479,296,271,214,3.715702,12.89114,12.89114,0.339475521807425
"MIF","Mif",155.297325,241.487905,241.152285,719,2145,2182,212.645838333333,0.31627,0.31627,162.311560951274
"MIF4GD","Mif4gd",8.480648,10.245446,13.10325,89,222,226,10.6097813333333,14.42189,14.42189,0.752811836508582
"MIIP","Miip",6.486884,6.886663,6.308047,82,170,193,6.56053133333333,1.6699,1.6699,2.83176573404747
"MINK1","Mink1",91.32198,48.049469,40.890526,3700,3799,3446,60.087325,14.87731,14.87731,3.84746062147807
"MINPP1","Minpp1",17.427754,19.960276,17.701116,584,1247,1140,18.3630486666667,10.15857,10.15857,1.73526255305713
"MIOS","Mios",5.461183,3.325322,3.733119,302,320,359,4.173208,29.02088,29.02088,0.172320331715792
"MIOX","Miox",0,0,0,0,0,0,0,0,0,1
"MIP","Mip",0.065718,0.054853,0.126342,2,3,7,0.0823043333333333,0.03795,0.03795,1.04273263002393
"MIPEP","Mipep",7.326118,8.14971,8.159966,320,631,642,7.878598,30.65283,30.65283,0.280499342396873
"MIPOL1","Mipol1",5.556832,4.623652,2.037473,42,86,89,4.07265233333333,5.51574,5.51574,0.778522828310113
"MIS12","Mis12",20.697129,10.690059,12.124748,315,413,325,14.5039786666667,22.45513,22.45513,0.661005872347187
"MIS18A","Mis18a",2.027541,2.488763,2.971244,35,75,66,2.49584933333333,4.56693,4.56693,0.627967179995677
"MIS18BP1","Mis18bp1",0.573909,0.084908,0.138078,11,9,5,0.265631666666667,7.23624,7.23624,0.153666195577917
"MITD1","Mitd1",5.584069,4.881957,4.899075,59,102,107,5.12170033333333,43.79699,43.79699,0.136654278185506
"MITF","Mitf",2.165533,1.319485,1.271689,126,139,132,1.585569,69.28831,69.28831,0.0367851923029591
"MIXL1","Mixl1",0.096183,0.035751,0.03574,3,2,2,0.0558913333333333,0.13916,0.13916,0.926903449325234
"MKI67","Mki67",0.140002,0.043773,0.03235,22,12,9,0.0720416666666667,0.41748,0.41748,0.756301088316355
"MKKS","Mkks",9.944237,11.184066,9.88729,259,486,397,10.338531,58.29478,58.29478,0.191223089115096
"MKLN1","Mkln1",56.688426,41.717072,37.190037,1885,1394,1220,45.1985116666667,24.55516,24.55516,1.80779582936153
"MKNK1","Mknk1",16.111104,18.611263,15.867434,253,377,382,16.863267,41.82347,41.82347,0.41713730811632
"MKNK2","Mknk2",16.126746,11.063607,12.012759,403,603,564,13.067704,27.37628,27.37628,0.495755750930002
"MKRN1","Mkrn1",44.78019,40.624861,36.109879,1297,2005,1912,40.5049766666667,92.05971,92.05971,0.446003718114603
"MKRN2","Mkrn2",11.628653,12.844398,10.450481,464,818,754,11.6411773333333,41.06442,41.06442,0.30051947306853
"MKRN3","Mkrn3",0.194687,0.22928,0.2927,7,15,19,0.238889,0.96146,0.96146,0.631615735217644
"MKS1","Mks1",2.124271,2.298854,1.997281,43,86,98,2.14013533333333,7.99529,7.99529,0.34908661458756
"MKX","Mkx",4.285294,3.603927,2.766333,138,168,167,3.55185133333333,0.0253,0.0253,4.43953119412205
"MLC1","Mlc1",48.708731,64.050922,65.334941,1990,4701,4870,59.3648646666667,0,0,60.3648646666667
"MLEC","Mlec",30.119382,19.324869,19.170986,1950,2163,2009,22.8717456666667,115.33714,115.33714,0.205194537760398
"MLF1","Mlf1",1.308387,2.174153,2.034042,15,52,47,1.83886066666667,244.9064,244.9064,0.0115444765433786
"MLF2","Mlf2",216.013392,245.048163,234.164155,3462,6997,6881,231.741903333333,95.34891,95.34891,2.41561532282341
"MLH1","Mlh1",3.918891,5.2421,6.283301,87,160,162,5.14809733333333,122.30772,122.30772,0.0498597925039351
"MLIP","Mlip",25.715474,13.758383,13.465983,429,343,315,17.6466133333333,452.08818,452.08818,0.0411544907954415
"MLKL","Mlkl",0.216658,0.289025,0.101172,6,3,5,0.202285,8.40012,8.40012,0.127901026795403
"MLLT10","Mllt10",27.13626,27.660027,24.036489,328,375,380,26.277592,28.38834,28.38834,0.928177365581043
"MLLT11","Mllt11",119.316378,131.370674,128.444641,2732,5313,5135,126.377231,90.45306,90.45306,1.39281540716079
"MLLT3","Mllt3",14.311621,10.027109,8.395934,463,509,379,10.9115546666667,19.27978,19.27978,0.587361138368694
"MLPH","Mlph",0.693297,0.185633,0.255005,34,20,32,0.377978333333333,52.53868,52.53868,0.0257379960307825
"MLST8","Mlst8",12.770086,10.039619,11.885965,405,700,736,11.5652233333333,3.94704,3.94704,2.53994779369751
"MLX","Mlx",24.327396,28.871923,29.482378,258,514,527,27.5605656666667,63.11473,63.11473,0.445460281384117
"MLXIP","Mlxip",7.170974,0.9389,1.132966,409,177,222,3.08094666666667,7.22359,7.22359,0.496248799692916
"MLXIPL","Mlxipl",1.65294,0.562701,0.690255,33,24,29,0.968632,0.21506,0.21506,1.62019324148602
"MLYCD","Mlycd",9.179508,11.26669,11.764131,238,561,603,10.7367763333333,121.9535,121.9535,0.0954570332144537
"MMAA","Mmaa",6.443265,5.88151,6.089919,241,347,335,6.13823133333333,5.56634,5.56634,1.08709438337542
"MMAB","Mmab",8.218923,5.333096,6.061005,285,422,463,6.53767466666667,27.7052,27.7052,0.262589170835482
"MMACHC","Mmachc",5.696779,7.605433,6.144774,150,279,266,6.48232866666667,16.66107,16.66107,0.423662250739432
"MMADHC","Mmadhc",26.530134,28.188022,29.133017,352,748,809,27.950391,224.37419,224.37419,0.128454775588988
"MMD","Mmd",76.721887,65.126807,52.461454,2969,4425,3520,64.7700493333333,18.77375,18.77375,3.32612930442295
"MMD2","Mmd2",35.445257,45.055461,46.576856,1755,3926,4166,42.3591913333333,0,0,43.3591913333333
"MME","Mme",1.885022,1.771018,1.087708,169,237,158,1.58124933333333,2.20124,2.20124,0.806327964580392
"MMEL1","Mmel1",0.360903,0.536608,0.583937,11,34,39,0.493816,0,0,1.493816
"MMGT1","Mmgt1",11.678169,9.470752,8.375702,748,1050,912,9.841541,33.3854,33.3854,0.315294892599766
"MMP1","Mmp1b",0,0,0,0,0,0,0,0,0,1
"MMP10","Mmp10",0,0,0,0,0,0,0,0,0,1
"MMP11","Mmp11",0.884723,0.408614,2.181034,11,22,34,1.15812366666667,0.46808,0.46808,1.4700313788531
"MMP12","Mmp12",0.017887,0,0.018483,1,0,2,0.0121233333333333,0,0,1.01212333333333
"MMP13","Mmp13",0,0.014872,0,0,1,0,0.00495733333333333,0,0,1.00495733333333
"MMP14","Mmp14",4.434283,2.876433,4.642246,129,171,224,3.98432066666667,8.32421,8.32421,0.53455688649941
"MMP15","Mmp15",4.283282,2.977355,3.163924,312,412,356,3.47485366666667,2.65666,2.65666,1.22375437329877
"MMP16","Mmp16",6.586217,2.237502,2.078241,338,223,198,3.63398666666667,0.797,0.797,2.57873492858468
"MMP17","Mmp17",29.65308,26.778493,20.340793,1966,2864,2440,25.5907886666667,0,0,26.5907886666667
"MMP19","Mmp19",1.240916,0.158649,0.275543,10,12,17,0.558369333333333,13.20741,13.20741,0.109687081131137
"MMP2","Mmp2",0.797561,0.903566,1.503273,36,41,48,1.06813333333333,114.04676,114.04676,0.0179764587315048
"MMP20","Mmp20",0,0,0,0,0,0,0,0,0,1
"MMP21","Mmp21",0,0,0,0,0,0,0,0,0,1
"MMP23B","Mmp23",0.98538,0.676691,1.019255,12,14,17,0.893775333333333,0,0,1.89377533333333
"MMP24","Mmp24",8.657771,5.845582,5.30883,494,680,629,6.604061,0.75905,0.75905,4.32282254626077
"MMP25","Mmp25",0.041731,0.057788,0.055971,2,7,5,0.05183,0.12651,0.12651,0.933706758040319
"MMP3","Mmp3",0,0,0,0,0,0,0,0,0,1
"MMP7","Mmp7",0,0,0,0,0,0,0,0.08856,0.08856,0.918644815168663
"MMP8","Mmp8",0,0,0.016583,0,0,1,0.00552766666666667,0,0,1.00552766666667
"MMP9","Mmp9",0.918149,1.272584,0.792169,20,36,30,0.994300666666666,0.0759,0.0759,1.85361155002014
"MMRN1","Mmrn1",0.015045,0.008724,0.035391,1,1,4,0.01972,1.45484,1.45484,0.415391634485343
"MMRN2","Mmrn2",1.439177,1.546873,1.523296,86,88,102,1.50311533333333,19.98823,19.98823,0.119262812220627
"MMS19","Mms19",73.098393,56.30588,27.249638,393,453,443,52.2179703333333,59.10443,59.10443,0.885425089853332
"MMS22L","Mms22l",1.372401,0.64746,1.041775,11,14,23,1.02054533333333,2.32774,2.32774,0.607182452154716
"MN1","Mn1",4.045635,1.393721,1.725743,383,260,296,2.38836633333333,3.80788,3.80788,0.704752683788558
"MNAT1","Mnat1",6.695295,7.207303,6.73901,141,235,233,6.880536,68.2636,68.2636,0.113776009332463
"MND1","Mnd1",0.394385,0.384874,0.39235,4,7,7,0.390536333333333,0.53133,0.53133,0.908057919150891
"MNS1","Mns1",0.372699,0.547274,0.636465,30,58,34,0.518812666666667,2.93498,2.93498,0.38597722648315
"MNT","Mnt",8.694513,2.951248,4.397948,474,330,411,5.347903,1.45484,1.45484,2.58587239901582
"MNX1","Mnx1",0,0,0,0,0,0,0,0,0,1
"MOAP1","Moap1",11.60978,15.704095,14.831625,193,464,444,14.0485,83.69754,83.69754,0.177673401140104
"MOB1A","Mob1a",6.941249,5.242128,5.096932,434,595,572,5.760103,44.7205,44.7205,0.147857153793156
"MOB1B","Mob1b",5.15373,2.580016,1.966919,516,467,308,3.233555,13.27067,13.27067,0.296661263977094
"MOB2","Mob2",15.036704,18.784471,19.900533,288,621,669,17.907236,10.99353,10.99353,1.57645297089347
"MOB3A","Mob3a",5.17835,3.909082,4.780918,139,277,305,4.62278333333333,5.49044,5.49044,0.866317743224394
"MOB3B","Mob3b",1.162903,0.438654,0.663523,108,71,107,0.755026666666667,1.40424,1.40424,0.729971494803625
"MOB3C","Mob3c",2.242629,0.740545,0.974118,38,55,63,1.31909733333333,11.09473,11.09473,0.191744448477422
"MOB4","Mob4",37.20524,42.996084,37.804867,813,1354,1226,39.335397,92.09766,92.09766,0.433258977722963
"MOBP","Mobp",444.241835,514.381323,581.037306,12629,23446,27006,513.220154666667,0.0759,0.0759,477.944190600118
"MOCOS","Mocos",0.381539,0.379231,0.500325,16,29,39,0.420365,0.31627,0.31627,1.07908331877198
"MOCS1","Mocs1",4.231639,3.2802,2.912194,78,83,92,3.47467766666667,23.68226,23.68226,0.181291245885371
"MOCS2","Mocs2",28.94867,34.129942,41.056155,435,793,844,34.711589,202.18473,202.18473,0.175759216748227
"MOCS3","Mocs3",4.310901,4.181612,3.609537,84,164,151,4.03401666666667,3.55487,3.55487,1.10519436705475
"MOG","Mog",48.716359,84.870211,95.107967,867,2578,3047,76.2315123333333,4.32657,4.32657,14.4992954815826
"MOGAT1","Mogat1",0.22878,1.305274,1.86827,2,7,12,1.134108,0.65784,0.65784,1.28728224677894
"MOGAT2","Mogat2",0,0,0,0,0,0,0,0.0506,0.0506,0.951837045497811
"MOGS","Mogs",8.411245,8.590743,7.39253,270,430,428,8.131506,14.96587,14.96587,0.571939142683737
"MOK","Mok",2.220507,3.665728,3.070813,50,134,112,2.98568266666667,12.11944,12.11944,0.303799755680629
"MON1A","Mon1a",6.425212,7.048098,7.668931,190,403,438,7.04741366666667,1.22713,1.22713,3.6133560531566
"MON1B","Mon1b",6.470584,3.639919,3.862087,476,501,526,4.65753,7.45131,7.45131,0.669426396617802
"MON2","Mon2",42.192877,18.912056,16.448304,1384,936,949,25.851079,25.68108,25.68108,1.00637151869415
"MORC1","Morc1",0.016583,0.012786,0,1,1,0,0.00978966666666667,0,0,1.00978966666667
"MORC2","Morc2a",8.366725,4.488401,4.724979,590,539,524,5.860035,12.73933,12.73933,0.499299092459385
"MORC3","Morc3",75.618113,60.271804,42.826986,301,500,457,59.572301,24.82083,24.82083,2.34586963316051
"MORC4","Morc4",2.848807,0.724512,1.317024,42,55,59,1.63011433333333,6.51515,6.51515,0.3499749616885
"MORF4L1","Morf4l1",211.249635,224.504525,254.325517,4079,7734,7728,230.026559,655.08256,655.08256,0.352130315733435
"MORF4L2","Morf4l2",227.254407,222.447858,201.142444,2794,5002,4626,216.948236333333,251.34565,251.34565,0.86368929416193
"MORN2","Morn2",13.537394,13.930499,15.736173,86,156,178,14.4013553333333,53.27242,53.27242,0.283778673096452
"MORN3","Morn3",2.395529,1.920364,2.490392,5,6,9,2.26876166666667,0,0,3.26876166666667
"MORN4","Morn4",21.499133,21.460909,19.52233,539,970,898,20.8274573333333,24.40335,24.40335,0.859235389558201
"MORN5","Morn5",0.529543,0.884087,1.233989,4,12,17,0.882539666666667,0.15181,0.15181,1.63441858176841
"MOS","Mos",0,0.056934,0.0561,0,2,2,0.037678,0,0,1.037678
"MOSPD1","Mospd1",5.940239,7.315111,6.199894,143,301,245,6.48508133333333,38.79993,38.79993,0.188067700956593
"MOSPD2","Mospd2",5.985129,6.972026,4.927833,156,291,272,5.96166266666667,8.80494,8.80494,0.710015835555002
"MOSPD3","Mospd3",6.651352,11.994979,11.194494,82,160,187,9.94694166666667,3.47896,3.47896,2.44408114086008
"MOV10","Mov10",1.347239,0.761341,1.390345,66,51,56,1.16630833333333,12.81524,12.81524,0.156805696704026
"MOV10L1","Mov10l1",0.122605,0,0,2,0,0,0.0408683333333333,0.0506,0.0506,0.99073703915223
"MOXD1","Moxd1",3.259548,1.911852,1.005538,146,152,81,2.05897933333333,4.8326,4.8326,0.524462389557544
"MOXD2P","Moxd2",0,0,0,0,0,0,0,0,0,1
"MPC1","Mpc1",102.755821,134.153288,186.556151,915,2122,2049,141.155086666667,1089.04218,1089.04218,0.130412464099937
"MPC2","Mpc2",96.73275,105.101854,114.886295,526,1045,1183,105.573633,493.92431,493.92431,0.215333195089972
"MPDU1","Mpdu1",32.596107,39.481243,44.010204,306,763,822,38.6958513333333,45.85907,45.85907,0.847132718027339
"MPDZ","Mpdz",27.017812,6.771163,4.356731,1199,484,440,12.7152353333333,71.85642,71.85642,0.188250195841812
"MPEG1","Mpeg1",5.628266,5.108715,4.260964,370,585,495,4.999315,8.55193,8.55193,0.62807359350414
"MPG","Mpg",5.965346,6.561565,8.161848,132,262,335,6.896253,0.0759,0.0759,7.33920717538805
"MPHOSPH10","Mphosph10",7.681805,6.621681,7.649104,208,308,325,7.31753,42.99999,42.99999,0.189034815689731
"MPHOSPH6","Mphosph6",7.477867,6.977212,6.16916,99,158,142,6.87474633333333,30.61488,30.61488,0.249083543361017
"MPHOSPH8","Mphosph8",20.742887,15.557817,10.515454,739,879,722,15.605386,43.96145,43.96145,0.36932496616546
"MPHOSPH9","Mphosph9",8.867698,2.137758,4.611632,311,165,180,5.205696,24.42865,24.42865,0.244043470652197
"MPI","Mpi",17.937449,20.786522,19.206797,422,900,820,19.310256,49.47719,49.47719,0.402365028639669
"MPL","Mpl",0.204327,0.055754,0.03774,6,4,3,0.0992736666666667,0.0506,0.0506,1.04632939907355
"MPLKIP","Mplkip",5.468076,4.984802,6.9037,110,169,198,5.785526,18.74845,18.74845,0.343597902620206
"MPND","Mpnd",84.656261,115.104023,120.92115,489,1211,1328,106.893811333333,1.03736,1.03736,52.9576566406199
"MPO","Mpo",0.140763,0,0.087413,2,0,5,0.0760586666666667,0.18976,0.18976,0.904433387125695
"MPP1","Mpp1",58.552512,76.745294,73.917673,390,887,830,69.738493,57.7761,57.7761,1.20352478303256
"MPP2","Mpp2",41.767625,19.081394,15.467577,1794,1516,1415,25.4388653333333,5.7055,5.7055,3.94286262520816
"MPP3","Mpp3",14.262819,10.191021,11.491026,506,740,728,11.981622,57.0044,57.0044,0.223804090724152
"MPP4","Mpp4",0.52952,0.211994,0.096781,9,17,8,0.279431666666667,0.08856,0.08856,1.17534326694593
"MPP5","Mpp5",14.725294,10.591089,11.837733,857,1150,980,12.3847053333333,13.68814,13.68814,0.9112593788821
"MPP6","Mpp6",26.812569,25.016682,26.452194,531,771,838,26.093815,0.60724,0.60724,16.8573548443294
"MPP7","Mpp7",2.842498,1.663334,2.183404,125,179,160,2.22974533333333,13.70079,13.70079,0.219698759953263
"MPPE1","Mppe1",7.454303,7.566455,8.192868,96,217,222,7.73787533333333,41.4819,41.4819,0.205684664135393
"MPPED1","Mpped1",54.79119,39.107335,38.495668,2188,3364,2886,44.1313976666667,0,0,45.1313976666667
"MPPED2","Mpped2",14.89934,12.899183,11.960951,351,563,489,13.253158,13.72609,13.72609,0.967884754201557
"MPRIP","Mprip",74.436289,52.072907,56.281393,5052,4611,4621,60.9301963333333,239.01114,239.01114,0.258030507806151
"MPST","Mpst",10.666208,15.907856,19.767895,175,464,564,15.4473196666667,6.64166,6.64166,2.15232288097961
"MPV17","Mpv17",24.68675,34.374187,33.897921,460,996,1049,30.986286,130.74579,130.74579,0.242787917549396
"MPV17L","Mpv17l",22.18814,21.198827,18.099669,697,1255,1013,20.4955453333333,5.59164,5.59164,3.26103144791483
"MPV17L2","Mpv17l2",12.591903,19.516146,27.589273,93,311,350,19.8991073333333,3.25125,3.25125,4.91599113986082
"MPZ","Mpz",0.071602,0.117513,0.097646,2,6,5,0.095587,2.17593,2.17593,0.344965726574578
"MPZL1","Mpzl1",14.968256,15.486871,17.040971,214,473,524,15.8320326666667,53.39893,53.39893,0.309418451183997
"MPZL2","Mpzl2",0.902418,0.637494,0.633406,38,52,51,0.724439333333333,9.60194,9.60194,0.162653187372625
"MPZL3","Mpzl3",1.39233,1.076833,1.255835,53,96,90,1.241666,1.82171,1.82171,0.794435289239504
"MR1","Mr1",2.080897,2.10586,2.198713,82,145,148,2.12849,3.89644,3.89644,0.638931550269175
"MRAP","Mrap",0.316701,0.354674,0.490854,3,7,10,0.387409666666667,0,0,1.38740966666667
"MRAP2","Mrap2",3.478241,3.220581,4.69545,99,158,238,3.79809066666667,0.25302,0.25302,3.829221135071
"MRAS","Mras",100.584264,73.457849,56.502942,2478,3344,2760,76.8483516666667,102.97733,102.97733,0.748705046250627
"MRC1","Mrc1",0.901844,0.519043,0.368023,74,55,40,0.596303333333333,1.08797,1.08797,0.764524075218194
"MRC2","Mrc2",1.87713,0.555873,0.814367,123,91,118,1.08245666666667,1.83436,1.83436,0.734718478480739
"MREG","Mreg",2.531526,2.3887,2.697274,78,130,146,2.53916666666667,0.69579,0.69579,2.08703121652249
"MRFAP1","Mrfap1",150.094552,131.375529,124.542468,3130,5107,4971,135.337516333333,402.91461,402.91461,0.337540442850862
"MRGPRD","Mrgprd",0,0.012032,0,0,1,0,0.00401066666666667,0,0,1.00401066666667
"MRGPRE","Mrgpre",2.605475,2.142138,1.906841,146,220,199,2.21815133333333,0,0,3.21815133333333
"MRGPRF","Mrgprf",0.477292,0.572837,0.416258,14,31,21,0.488795666666667,1.05001,1.05001,0.726238245992296
"MRGPRG","Mrgprg",0,0,0,0,0,0,0,0,0,1
"MRGPRX1","Mrgprb2",0,0,0,0,0,0,0,0,0,1
"MRGPRX2","Mrgprb1",0,0,0,0,0,0,0,0.03795,0.03795,0.963437545161135
"MRGPRX3","Mrgpra1",0,0,0,0,0,0,0,0,0,1
"MRGPRX4","Mrgprx1",0,0,0,0,0,0,0,0,0,1
