"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"ACOXL",0.725081,0.07677,0.356086,0.385979,14,3,7,"Acoxl",0.021636,0,0,2,0,0,0.007212,1.37605489211804
"ACP1",30.223411,32.418039,30.824921,31.155457,582,628,585,"Acp1",5.66495,7.242556,7.48916,190,232,154,6.79888866666667,4.12308193825565
"ACP2",43.214406,45.839884,42.704658,43.9196493333333,569,466,395,"Acp2",1.730692,1.916966,2.292059,251,242,234,1.97990566666667,15.0741850105546
"ACP3",0.862381,0.252187,0.58269,0.565752666666667,9,11,11,"Acpp",0.022749,0.024615,0.063146,1,1,2,0.0368366666666667,1.51012470623788
"ACP4",0,0.080253,0,0.026751,0,2,0,"Acp4",0,0,0,0,0,0,0,1.026751
"ACP5",0.224677,1.062225,0,0.428967333333333,1,4,0,"Acp5",0.07349,0.157873,0.034358,3,6,1,0.0885736666666667,1.312696951148
"ACP6",5.616296,6.558338,5.860511,6.011715,182,148,113,"Acp6",3.884854,3.981793,3.69741,158,166,131,3.85468566666667,1.44431905203337
"ACR",0,0.037509,0.037908,0.025139,0,1,1,"Acr",0.021936,0,0.11907,1,0,2,0.047002,0.979118473508169
"ACRBP",0.3985,0.030659,0.225437,0.218198666666667,4,1,2,"Acrbp",0.973677,0.635086,0.428227,20,12,5,0.678996666666667,0.725551569488921
"ACRV1",0.027065,0.168649,0.254211,0.149975,1,3,3,"Acrv1",0,0.020824,0.013454,0,2,1,0.011426,1.13698382284023
"ACSBG1",0.540764,0.319036,0.523883,0.461227666666667,30,21,25,"Acsbg1",0.030745,0,0.04316,3,0,3,0.024635,1.4260957967146
"ACSBG2",0.522338,0.103219,0.103778,0.243111666666667,4,1,1,"Acsbg2",0.011693,0,0,1,0,0,0.00389766666666667,1.23828524354906
"ACSF2",61.978687,54.648487,53.059789,56.562321,577,446,412,"Acsf2",7.891,12.373069,10.895599,350,367,340,10.386556,5.05528809589133
"ACSF3",19.299129,13.763293,10.433563,14.4986616666667,273,225,190,"Acsf3",2.997409,3.249149,4.273128,216,222,220,3.506562,3.43913201830279
"ACSL1",43.878419,27.152981,30.101182,33.7108606666667,716,624,486,"Acsl1",205.487387,212.938162,241.722004,10340,9955,9069,220.049184333333,0.157027770861729
"ACSL3",71.523045,48.918818,50.907122,57.1163283333333,1224,1079,919,"Acsl3",1.316494,1.101578,1.23888,64,36,54,1.218984,26.1905125649096
"ACSL4",36.054531,15.661033,10.428141,20.7145683333333,1246,833,675,"Acsl4",3.808227,3.388927,6.217699,163,151,156,4.47161766666667,3.96858290476314
"ACSL5",0.1358,0,0.182111,0.105970333333333,3,0,1,"Acsl5",6.898301,9.129866,3.381648,183,235,138,6.46993833333333,0.148056153073999
"ACSL6",0.165731,0.038947,0.026724,0.077134,5,3,2,"Acsl6",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,0.298604992338976
"ACSM1",0,0.159858,0,0.053286,0,2,0,"Acsm1",0,0,0,0,0,0,0,1.053286
"ACSM2A",1.918943,2.292445,1.490272,1.90055333333333,10,6,4,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,2.75689083305902
"ACSM2B",0,0.111241,0,0.0370803333333333,0,2,0,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,0.985714426021859
"ACSM3",1.027824,2.197071,1.355443,1.52677933333333,11,13,11,"Acsm3",0.028766,0.030908,0.038958,1,1,1,0.0328773333333333,2.44634987310529
"ACSM4",0,0,0,0,0,0,0,"Acsm4",0,0,0,0,0,0,0,1
"ACSM5",0.347033,0.226793,0.050724,0.208183333333333,7,6,1,"Acsm5",0.870292,1.135048,0.688642,49,59,32,0.897994,0.636558036186275
"ACSS1",0.37447,0.329271,0.198105,0.300615333333333,29,24,13,"Acss1",65.371472,67.562517,72.050659,4063,3934,3335,68.328216,0.018760259651472
"ACSS2",136.021315,95.971222,128.057604,120.016713666667,1559,1286,1185,"Acss2",4.763676,4.718603,4.527287,336,365,266,4.66985533333333,21.3438803200505
"ACSS3",2.79066,4.630495,1.143408,2.85485433333333,125,108,90,"Acss3",0.160808,0.170282,0.21361,18,20,20,0.181566666666667,3.26249414619009
"ACTA1",636.770692,441.289829,564.554107,547.538209333333,19134,12570,15960,"Acta1",51.289934,61.467194,82.964551,2091,2521,2549,65.2405596666667,8.28100203400556
"ACTA2",51.781238,68.388245,46.909126,55.6928696666667,1324,1661,1126,"Acta2",17.260344,17.274081,24.335669,702,685,755,19.6233646666667,2.74896315819401
"ACTB",429.465479,453.29093,375.743403,419.499937333333,7846,7769,6339,"Actb",136.830217,155.493589,196.557468,1850,2109,1892,162.960424666667,2.5646428898206
"ACTBL2",0,0.022184,0.02198,0.0147213333333333,0,1,1,"Actbl2",0,0,0,0,0,0,0,1.01472133333333
"ACTC1",5080.246607,4691.279529,4052.296585,4607.940907,121009,106500,94643,"Actc1",1652.587288,1979.343797,2200.213129,72329,80862,69991,1944.04807133333,2.36957686286929
"ACTG1",124.614163,112.983909,79.093729,105.563933666667,2936,2870,2190,"Actg1",50.783003,73.060644,81.120304,2154,2389,1859,68.321317,1.53724623648836
"ACTG2",0.271346,0.303675,0.231978,0.268999666666667,8,3,6,"Actg2",0.588708,0.126647,0.270987,11,4,6,0.328780666666667,0.955010633809141
"ACTL10",0.248173,0.129837,0.099075,0.159028333333333,11,5,4,"Actl10",0.041749,0,0,2,0,0,0.0139163333333333,1.14312029033296
"ACTL6A",129.936939,63.089341,28.578082,73.8681206666667,238,226,162,"Actl6a",5.758671,7.408636,7.139931,198,174,137,6.76907933333333,9.63667861460032
"ACTL6B",0,0,0,0,0,0,0,"Actl6b",0.019678,0,0,2,0,0,0.00655933333333333,0.993483411145162
"ACTL7A",0,0,0,0,0,0,0,"Actl7a",0,0,0,0,0,0,0,1
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0,0,0,0,0,1
"ACTL9",0,0,0,0,0,0,0,"Actl9",0,0,0,0,0,0,0,1
"ACTN1",97.368685,90.347999,62.458246,83.3916433333333,3154,2333,1894,"Actn1",3.268112,3.770261,3.860983,265,258,210,3.63311866666667,18.214867652861
"ACTN2",978.395053,817.138475,753.753803,849.762443666667,32985,24389,21981,"Actn2",327.332679,319.092711,346.539041,15681,14365,11696,330.988143666667,2.56262899713936
"ACTN3",0.251983,0.266257,0.25194,0.256726666666667,16,16,15,"Actn3",0.03636,0,0,2,0,0,0.01212,1.24167753494316
"ACTR10",123.432299,114.333934,91.069828,109.612020333333,961,968,829,"Actr10",29.53719,31.341786,36.781408,412,385,366,32.5534613333333,3.29659045409563
"ACTR1A",64.377145,42.659304,39.165459,48.7339693333333,3101,2292,2094,"Actr1a",12.536819,14.606975,18.850522,933,877,754,15.3314386666667,3.04529015161677
"ACTR1B",19.202777,14.33055,13.258617,15.5973146666667,779,576,553,"Actr1b",15.67809,21.241687,19.613595,865,888,683,18.8444573333333,0.836370296646392
"ACTR2",26.040333,13.291404,11.523641,16.9517926666667,1146,882,773,"Actr2",8.312352,7.902644,9.416639,925,794,758,8.54387833333333,1.88097459331261
"ACTR3",38.861514,29.33901,25.230379,31.1436343333333,1098,1075,941,"Actr3",19.559059,27.877054,23.424273,871,852,820,23.6201286666667,1.30558352348714
"ACTR3B",7.030276,2.889677,2.312428,4.07746033333333,129,80,93,"Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,0.574416812011376
"ACTR3C",0.6982,1.16039,0.413306,0.757298666666667,10,10,5,"Actr3b",6.941237,8.886885,7.689871,391,466,315,7.839331,0.198804487202331
"ACTR5",1.163629,0.795908,0.976133,0.978556666666667,62,40,49,"Actr5",0.89832,0.671854,0.734117,34,37,33,0.768097,1.11903174241383
"ACTR8",17.708309,15.074514,11.257858,14.680227,360,281,217,"Actr8",5.710714,4.109577,5.914341,299,257,184,5.24487733333333,2.51089431593852
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",0.448872,0.581869,0.461129,0.49729,14,18,14,"Actrt3",0,0.018259,0,0,1,0,0.00608633333333333,1.4882321232207
"ACVR1",7.233818,5.194846,4.253429,5.56069766666667,358,289,222,"Acvr1",1.693994,1.35383,1.836462,137,113,117,1.62809533333333,2.49636974102664
"ACVR1B",7.139766,4.870088,4.743164,5.58433933333333,614,453,436,"Acvr1b",1.643187,1.566738,1.574481,251,224,172,1.594802,2.53751127574795
"ACVR1C",0.00775,0.013681,0,0.00714366666666667,1,2,0,"Acvr1c",0.006982,0.003505,0,1,1,0,0.00349566666666667,1.00363529223013
"ACVR2A",2.344089,1.398215,1.171016,1.63777333333333,115,94,85,"Acvr2a",2.08354,1.882725,2.207467,282,231,222,2.05791066666667,0.862606407076204
"ACVR2B",1.1158,1.888897,1.517997,1.50756466666667,261,178,121,"Acvr2b",0.459848,0.362405,0.568235,35,25,22,0.463496,1.71340725677875
"ACVRL1",1.239071,1.061599,0.85141,1.05069333333333,40,22,30,"Acvrl1",10.263452,13.048464,12.868665,312,312,204,12.0601936666667,0.157018600617484
"ACY1",29.01427,20.193338,18.22011,22.475906,288,174,168,"Acy1",4.757062,3.849426,5.091179,101,91,77,4.565889,4.21781785443439
"ACY3",0,0,0.038868,0.012956,0,0,1,"Acy3",5.171134,6.449468,5.868099,142,172,139,5.829567,0.148319212623582
"ACYP2",14.923638,15.092443,14.910934,14.9756716666667,179,179,196,"Acyp2",19.970122,18.999944,21.835026,397,333,315,20.268364,0.75114718116855
"ADA",4.945909,4.204043,4.670719,4.60689033333333,124,113,122,"Ada",0.18598,0.200169,0.265664,9,6,10,0.217271,4.60611509954097
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0,0,0,0,0,0,"Adad2",0,0,0,0,0,0,0,1
"ADAL",13.118704,10.233636,7.871906,10.408082,497,431,361,"Adal",2.157559,1.683546,2.011885,130,108,87,1.95099666666667,3.8658403545017
"ADAM10",24.348027,13.702235,11.245455,16.4319056666667,536,434,351,"Adam10",3.834291,4.05923,4.559764,563,536,471,4.151095,3.38411651632646
"ADAM11",11.764671,7.939555,6.243467,8.649231,981,771,582,"Adam11",1.448247,1.954793,3.153951,139,140,158,2.18566366666667,3.02895472016244
"ADAM12",0.692991,0.787749,1.408243,0.962994333333333,57,72,53,"Adam12",0.150907,0.080352,0.115723,10,9,10,0.115660666666667,1.75949049023867
"ADAM15",11.532537,17.778786,12.695181,14.002168,314,295,237,"Adam15",17.491003,13.636563,13.20672,547,513,361,14.7780953333333,0.950822496826085
"ADAM17",5.863159,4.842983,3.098865,4.601669,292,270,199,"Adam17",6.123527,7.983441,5.618549,390,395,318,6.57517233333333,0.73947743411074
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.050539,0.081262,0,2,3,0,0.0439336666666667,0.957915269839942
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam20",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam39",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam25",0,0,0,0,0,0,0,1.030394
"ADAM21",0.092614,0.093693,0.038026,0.0747776666666667,5,5,2,"Adam21",0.033798,0.012098,0,3,1,0,0.0152986666666667,1.05858276185398
"ADAM22",0.473128,0.221024,0.122401,0.272184333333333,42,22,22,"Adam22",0.895829,1.635207,0.492153,144,161,94,1.00772966666667,0.633643241146841
"ADAM23",41.864549,35.696454,23.789355,33.7834526666667,1340,1061,895,"Adam23",0.655264,0.749025,0.282187,39,27,24,0.562158666666667,22.2662738484098
"ADAM28",0.222073,0,0.032833,0.0849686666666667,7,0,4,"Adam28",0.010701,0,0,1,0,0,0.003567,1.08111233895362
"ADAM29",0.022632,0,0,0.007544,1,0,0,"Adam29",0,0,0,0,0,0,0,1.007544
"ADAM30",0,0,0,0,0,0,0,"Adam30",0.009117,0,0,1,0,0,0.003039,0.996970207539288
"ADAM33",0.151082,0.049411,0.215616,0.138703,10,3,12,"Adam33",0.209084,0.129254,0.201373,14,10,3,0.179903666666667,0.965081330085987
"ADAM7",0,0,0,0,0,0,0,"Adam7",0,0,0,0,0,0,0,1
"ADAM8",1.440741,0.605901,0.327876,0.791506,22,10,8,"Adam8",0.319007,0.245131,0.090992,9,2,6,0.218376666666667,1.47040406223582
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0,0,0,0,0,1
"ADAMTS1",7.164372,3.536363,3.442214,4.71431633333333,277,249,139,"Adamts1",3.856536,3.310445,4.459133,479,383,325,3.87537133333333,1.17207817469493
"ADAMTS10",2.733393,2.863047,1.555908,2.384116,70,54,46,"Adamts10",3.951995,3.513514,2.316164,242,203,155,3.26055766666667,0.794289448650423
"ADAMTS12",9.689995,10.514763,8.128071,9.44427633333333,421,377,273,"Adamts12",0.095355,0.087801,0.080389,28,24,17,0.0878483333333333,9.60085704349105
"ADAMTS13",3.498026,3.363595,2.00095,2.95419033333333,170,115,87,"Adamts13",0,0,0,0,0,0,0,3.95419033333333
"ADAMTS14",1.363407,0.882597,0.773,1.00633466666667,169,102,89,"Adamts14",0.048595,0.056218,0.076699,9,10,10,0.060504,1.89186902328201
"ADAMTS15",5.729811,5.379448,3.798096,4.96911833333333,751,656,463,"Adamts15",0.346914,0.20895,0.849725,71,41,53,0.468529666666667,4.06469032858036
"ADAMTS16",0.036176,0.066894,0.143115,0.0820616666666667,4,7,12,"Adamts16",0,0,0,0,0,0,0,1.08206166666667
"ADAMTS17",0.492449,0.402607,0.432152,0.442402666666667,33,26,24,"Adamts17",0.190093,1.242606,1.628445,9,9,5,1.02038133333333,0.713925951932507
"ADAMTS18",0.121899,0.017094,0.017158,0.0520503333333333,3,2,2,"Adamts18",0.017685,0,0.012506,2,0,1,0.0100636666666667,1.04156833678141
"ADAMTS19",2.13328,0.847573,1.17336,1.38473766666667,96,45,53,"Adamts19",0.032772,0.021315,0.071086,5,3,7,0.0417243333333333,2.28922142870171
"ADAMTS2",0.115833,0.086629,0.03467,0.079044,13,8,5,"Adamts2",5.077637,5.422281,10.754545,236,210,191,7.084821,0.133465416241126
"ADAMTS20",0.194401,0.034761,0.182112,0.137091333333333,12,3,3,"Adamts20",0.13816,0.044996,0.024598,6,5,2,0.0692513333333333,1.06344626177693
"ADAMTS3",0.99259,0.688442,0.66207,0.781034,83,76,57,"Adamts3",0.872053,0.572352,0.534859,47,37,36,0.659754666666667,1.0730706385522
"ADAMTS4",0.02932,0.026379,0.464571,0.173423333333333,6,6,4,"Adamts4",0.032952,0.042039,0.036994,5,6,4,0.0373283333333333,1.13119761181368
"ADAMTS5",0.014722,0,0,0.00490733333333333,1,0,0,"Adamts5",0.864561,0.807712,0.929118,327,282,251,0.867130333333333,0.53820952688359
"ADAMTS6",0.791118,0.693934,0.622677,0.702576333333333,95,61,55,"Adamts6",0.183717,0.260604,0.160965,39,36,26,0.201762,1.41673337427322
"ADAMTS7",5.459603,4.568133,3.862321,4.630019,514,375,312,"Adamts7",1.76571,1.758245,2.959173,246,217,232,2.16104266666667,1.78106390633976
"ADAMTS8",0.317805,0.100515,0.182645,0.200321666666667,24,7,13,"Adamts8",0.043988,0.043234,0.082591,5,5,7,0.0566043333333333,1.13601811841897
"ADAMTS9",11.270211,9.013448,9.75239,10.0120163333333,594,373,363,"Adamts9",1.379221,0.847281,1.32475,327,198,218,1.18375066666667,5.04270771449488
"ADAMTSL1",2.699594,2.503845,1.528651,2.24403,224,163,120,"Adamtsl1",0.307662,0.16213,0.688565,21,18,24,0.386119,2.34036904479341
"ADAMTSL2",0.864767,0.719934,0.473671,0.686124,77,57,38,"Adamtsl2",1.860771,1.723828,1.757645,138,112,78,1.780748,0.606356275361881
"ADAMTSL3",0.184832,0.214714,0.105793,0.168446333333333,11,12,8,"Adamtsl3",1.139235,0.629925,0.845288,101,84,80,0.871482666666667,0.624342588977581
"ADAMTSL4",12.635359,12.932216,10.354914,11.974163,763,595,511,"Adamtsl4",12.342952,19.690712,26.181047,471,546,397,19.4049036666667,0.635835542864852
"ADAMTSL5",42.692522,31.619021,21.507695,31.939746,494,357,323,"Adamtsl5",22.14108,20.030403,30.03998,685,699,594,24.0704876666667,1.31388533154846
"ADAP1",2.559191,2.013888,2.267124,2.28006766666667,50,43,34,"Adap1",0.401047,0.782644,0.394686,16,34,20,0.526125666666667,2.14927757150623
"ADAP2",3.159636,0.302603,0.075168,1.17913566666667,8,6,4,"Adap2",1.964154,2.02781,1.565743,110,98,63,1.852569,0.76392040531418
"ADAR",31.090188,13.016808,8.388818,17.4986046666667,1562,1005,859,"Adar",1.032564,2.061203,1.430071,180,240,129,1.507946,7.3759979946405
"ADARB1",19.742685,2.826503,2.675535,8.41490766666667,369,269,279,"Adarb1",1.986814,1.694822,1.838799,320,262,242,1.840145,3.31493908468288
"ADARB2",0.115823,0.022508,0.083771,0.074034,3,4,2,"Adarb2",0.032479,0.008418,0.020347,5,1,2,0.0204146666666667,1.05254661176959
"ADAT1",12.085066,7.251189,8.024499,9.12025133333333,134,77,60,"Adat1",0.410222,0.293219,0.331024,40,28,19,0.344821666666667,7.5253482184131
"ADAT2",0.527551,0.654778,0.610782,0.597703666666667,63,65,57,"Adat2",0.40984,0.616578,0.282704,18,26,9,0.436374,1.11231731197214
"ADAT3",0.613159,0.450686,0.803128,0.622324333333333,20,11,23,"Adat3",0.004299,0.178723,0.697465,0,1,4,0.293495666666667,1.25421706089983
"ADCK1",6.62267,6.828834,4.626745,6.026083,191,206,136,"Adck1",3.591062,4.04341,4.426302,262,263,222,4.020258,1.39954619862166
"ADCK2",8.450675,6.860918,7.832185,7.71459266666667,216,169,177,"Adck2",4.046497,2.37639,3.740476,83,71,60,3.38778766666667,1.98610172795508
"ADCK5",4.110263,2.199273,1.452022,2.587186,128,66,57,"Adck5",3.210799,3.725496,7.095499,38,14,23,4.67726466666667,0.631851113276734
"ADCY1",0.4447,0.546407,0.45112,0.480742333333333,108,68,50,"Adcy1",0.192263,0.213369,0.268574,61,70,68,0.224735333333333,1.20903046807936
"ADCY10",0.095948,0.039473,0.019977,0.0517993333333333,1,4,2,"Adcy10",0,0,0,0,0,0,0,1.05179933333333
"ADCY2",0.17816,0.66433,0.071804,0.304764666666667,11,16,10,"Adcy2",0.022696,0.007908,0.010522,3,1,1,0.0137086666666667,1.28711996806446
"ADCY3",0.989079,0.854518,0.47374,0.772445666666667,27,19,13,"Adcy3",0.293902,0.612807,1.179294,44,40,38,0.695334333333333,1.04548444033556
"ADCY4",0.32983,0.401649,0.214958,0.315479,5,3,3,"Adcy4",5.619367,2.216158,6.120689,241,182,133,4.65207133333333,0.23274281629142
"ADCY5",29.485628,24.648613,19.357219,24.4971533333333,2001,1890,1434,"Adcy5",3.629472,4.997427,4.835043,794,805,733,4.487314,4.64656357068929
"ADCY6",52.569283,30.652688,27.231797,36.8179226666667,3885,2826,2457,"Adcy6",42.177247,44.540191,44.412709,2510,2141,1745,43.710049,0.845848383361572
"ADCY7",1.115192,0.719433,0.654716,0.829780333333333,39,31,24,"Adcy7",0.762151,0.984523,1.04764,158,167,145,0.931438,0.947366849639146
"ADCY8",0.108939,0,0.014524,0.0411543333333333,9,0,1,"Adcy8",0.034799,0.022239,0.050475,7,5,8,0.0358376666666667,1.00513272189046
"ADCY9",3.831584,2.220177,1.998618,2.68345966666667,528,363,299,"Adcy9",1.941075,2.046833,2.11259,299,297,234,2.03349933333333,1.21426091187537
"ADCYAP1",0,0,0,0,0,0,0,"Adcyap1",0.010071,0.011162,0,1,1,0,0.00707766666666667,0.992972074646345
"ADCYAP1R1",0.006753,0,0,0.002251,1,0,0,"Adcyap1r1",0.525403,0.411459,0.470668,73,52,66,0.469176666666667,0.68218548710956
"ADD1",153.183987,134.469754,126.62982,138.094520333333,4224,3342,2845,"Add1",32.191182,27.263398,33.976366,1379,1239,1129,31.1436486666667,4.32727851700221
"ADD2",5.559971,3.289912,3.736443,4.195442,820,551,534,"Add2",0,0.028096,0,0,3,0,0.00936533333333333,5.14723641522594
"ADD3",179.187635,64.000519,43.576139,95.5880976666667,1088,803,587,"Add3",3.509416,3.791738,5.627488,428,425,481,4.30954733333333,18.191399681153
"ADGB",0.054045,0.059068,0.038539,0.0505506666666667,7,8,5,"Adgb",0,0.009494,0,0,1,0,0.00316466666666667,1.04723651218444
"ADGRA1",0,0,0,0,0,0,0,"Adgra1",0,0,0,0,0,0,0,1
"ADGRA2",1.052057,0.576,0.480785,0.702947333333333,151,82,66,"Adgra2",0.810751,0.954395,1.327309,113,156,111,1.03081833333333,0.838552274903959
"ADGRA3",26.061508,22.676209,17.139068,21.9589283333333,503,415,325,"Adgra3",15.849236,36.202475,32.378263,214,228,197,28.1433246666667,0.787793726211105
"ADGRB1",0,0.242985,0.016005,0.08633,0,3,2,"Adgrb1",0,0.004904,0.022226,0,1,2,0.00904333333333333,1.07659400157905
"ADGRB2",15.420485,13.604855,10.864538,13.296626,1003,721,599,"Adgrb2",0.952137,1.019499,1.295453,18,29,19,1.08902966666667,6.84366824852814
"ADGRB3",0.034338,0,0.364223,0.132853666666667,2,0,2,"Adgrb3",0.038428,0.035898,0.043041,3,2,2,0.0391223333333333,1.09020240478583
"ADGRD1",10.457535,3.538922,4.19323,6.063229,275,217,185,"Adgrd1",0.558539,0.495183,0.781655,86,80,70,0.611792333333333,4.38222024880376
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",3.747284,1.28269,1.66859,119,104,88,2.23285466666667,0.309324143244299
"ADGRE5",5.268911,2.790159,3.153039,3.73736966666667,167,156,138,"Adgre5",10.857707,12.930749,12.970681,525,533,465,12.2530456666667,0.357455168103875
"ADGRF1",0.060606,0.230254,0.111599,0.134153,5,8,4,"Adgrf1",0,0,0.011202,0,0,1,0.003734,1.12993382708965
"ADGRF2",0.023203,0.023839,0.039741,0.0289276666666667,1,2,4,"Adgrf2",0.057734,0.013876,0,5,1,0,0.02387,1.00493975472147
"ADGRF3",0.040836,0.044289,0,0.028375,3,4,0,"Adgrf3",0,0.168489,0,0,1,0,0.056163,0.973689667219927
"ADGRF4",0.063151,0.032288,0,0.031813,4,2,0,"Adgrf4",0,0.050784,0.049042,0,4,3,0.0332753333333333,0.998584759273585
"ADGRF5",0.145344,0.152902,0.153877,0.150707666666667,15,11,7,"Adgrf5",21.381142,20.302235,21.041374,2682,2557,1832,20.9082503333333,0.0525239418556337
"ADGRG1",0.426519,0.391658,0.399369,0.405848666666667,9,5,9,"Adgrg1",30.762372,24.307622,20.722441,558,505,330,25.264145,0.0535272961166894
"ADGRG2",0.154332,0.157483,0.118789,0.143534666666667,15,14,11,"Adgrg2",0.094779,0.126673,0.289501,13,16,7,0.170317666666667,0.97711476057925
"ADGRG3",0,0,0,0,0,0,0,"Adgrg3",0.395031,0.22548,0.098728,15,11,6,0.239746333333333,0.806616622378933
"ADGRG4",0,0,0.005261,0.00175366666666667,0,0,1,"Adgrg4",0,0,0,0,0,0,0,1.00175366666667
"ADGRG5",0.081545,0,0.028829,0.0367913333333333,2,0,2,"Adgrg5",0,0,0.046221,0,0,2,0.015407,1.02105986400855
"ADGRG6",2.013663,1.199546,1.17163,1.461613,175,144,91,"Adgrg6",0.143986,0.138782,0.133625,27,24,20,0.138797666666667,2.16158943072416
"ADGRG7",0,0,0,0,0,0,0,"Adgrg7",0,0,0,0,0,0,0,1
"ADGRL1",4.074955,3.683864,2.645567,3.46812866666667,442,348,298,"Adgrl1",2.926985,2.667661,3.489296,285,311,232,3.02798066666667,1.10927261981231
"ADGRL2",41.325873,22.437562,16.607941,26.7904586666667,907,657,457,"Adgrl2",5.20495,5.417703,8.326572,619,646,670,6.31640833333333,3.79837447563638
"ADGRL3",4.87296,3.729253,3.553545,4.05191933333333,485,318,256,"Adgrl3",0.351548,0.444645,0.653412,21,25,26,0.483201666666667,3.40609065299055
"ADGRL4",1.349637,0.532718,0.359264,0.747206333333333,23,17,17,"Adgrl4",18.550583,15.978649,22.777518,830,723,570,19.10225,0.0869159588271628
"ADGRV1",2.169258,1.793583,1.284269,1.74903666666667,39,35,35,"Adgrv1",0.111708,0.434368,0.042501,1,8,2,0.196192333333333,2.29815606576089
"ADH1A",0.524325,0.037682,0,0.187335666666667,4,1,0,"Adh1",3.602286,4.212609,3.050104,121,155,79,3.62166633333333,0.256906401507854
"ADH1B",0.014292,0.010538,0.024878,0.0165693333333333,1,1,2,"Adh1",3.602286,4.212609,3.050104,121,155,79,3.62166633333333,0.219957318424617
"ADH1C",0,0,0,0,0,0,0,"Adh1",3.602286,4.212609,3.050104,121,155,79,3.62166633333333,0.216372175721037
"ADH4",0.029115,0,0,0.009705,1,0,0,"Adh4",0,0,0,0,0,0,0,1.009705
