"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ACOT13",28.624228,30.396445,27.420034,28.813569,613,576,520,"Acot13",91.817633,140.443014,291.317742,173,570,376,174.526129666667,0.169852597198021
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot1",10.727808,10.211123,13.832099,46,140,108,11.5903433333333,6.95169366575389
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot5",0.262587,0.519585,0.226514,2,16,4,0.336228666666667,65.5009222473399
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot3",0.109079,0.207848,0.217536,1,10,7,0.178154333333333,74.2892569536023
"ACOT2",88.207517,93.696934,77.668179,86.52421,1144,999,964,"Acot2",1.585568,1.620148,1.475092,22,79,41,1.56026933333333,34.1855479267285
"ACOT4",0.124947,0.174781,0.261237,0.186988333333333,6,8,12,"Acot4",0.107848,1.515178,1.377756,5,43,25,1.00026066666667,0.593416824673851
"ACOT6",0.188194,0,0.040322,0.076172,5,0,1,"Acot6",1.879721,2.153377,2.397557,42,175,111,2.14355166666667,0.342342711084225
"ACOT7",18.509861,18.078012,11.411107,15.99966,521,479,300,"Acot7",251.136288,215.300178,179.593733,1118,4564,2557,215.343399666667,0.0785772065438206
"ACOT8",14.918157,12.104523,11.463739,12.8288063333333,289,242,204,"Acot8",10.297145,8.541505,9.081612,50,177,114,9.306754,1.34172275124965
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot9",5.697424,9.097912,8.198204,61,348,179,7.66451333333333,3.06190538110623
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot10",0,0,0,0,0,0,0,26.52992
"ACOX1",26.743277,25.166,14.165662,22.0249796666667,569,533,438,"Acox1",43.253675,46.046219,46.908816,1058,3903,2410,45.4029033333333,0.496196962101006
"ACOX2",17.904677,19.718667,13.035042,16.8861286666667,296,273,205,"Acox2",0.063548,0.608585,0.661379,1,12,5,0.444504,12.3821939341578
"ACOX3",11.241262,6.789727,5.371668,7.80088566666667,239,160,120,"Acox3",9.973444,19.362258,19.637784,198,866,525,16.3244953333333,0.508002426467988
"ACOXL",0.725081,0.07677,0.356086,0.385979,14,3,7,"Acoxl",0.106043,0.028109,0.049084,1,2,1,0.0610786666666667,1.30619815810075
"ACP1",30.223411,32.418039,30.824921,31.155457,582,628,585,"Acp1",70.115091,40.378466,30.815997,259,1021,517,47.1031846666667,0.668468360729602
"ACP2",43.214406,45.839884,42.704658,43.9196493333333,569,466,395,"Acp2",27.545288,17.097309,16.681153,483,1845,1102,20.44125,2.09501075419266
"ACP3",0.862381,0.252187,0.58269,0.565752666666667,9,11,11,"Acpp",0.164336,0.304189,0.092433,5,17,6,0.186986,1.31909952321819
"ACP4",0,0.080253,0,0.026751,0,2,0,"Acp4",0.146144,0,0,1,0,0,0.0487146666666667,0.979056584822564
"ACP5",0.224677,1.062225,0,0.428967333333333,1,4,0,"Acp5",0,0.131785,0.116811,0,4,2,0.0828653333333333,1.31961684370725
"ACP6",5.616296,6.558338,5.860511,6.011715,182,148,113,"Acp6",3.569569,7.034978,8.482897,33,199,122,6.36248133333333,0.952357592847774
"ACR",0,0.037509,0.037908,0.025139,0,1,1,"Acr",0.262898,0.331001,0.321071,1,11,6,0.30499,0.785553146001119
"ACRBP",0.3985,0.030659,0.225437,0.218198666666667,4,1,2,"Acrbp",4.871569,6.490464,4.630272,25,115,59,5.33076833333333,0.19242509005621
"ACRV1",0.027065,0.168649,0.254211,0.149975,1,3,3,"Acrv1",0,0.036969,0,0,3,0,0.012323,1.13597636327536
"ACSBG1",0.540764,0.319036,0.523883,0.461227666666667,30,21,25,"Acsbg1",94.207837,117.349815,128.950509,1456,5807,3500,113.502720333333,0.0127615104899939
"ACSBG2",0.522338,0.103219,0.103778,0.243111666666667,4,1,1,"Acsbg2",0,0.015367,0.027109,0,1,1,0.0141586666666667,1.22575658772658
"ACSF2",61.978687,54.648487,53.059789,56.562321,577,446,412,"Acsf2",13.151681,17.421665,16.907815,103,469,261,15.8270536666667,3.42081995697365
"ACSF3",19.299129,13.763293,10.433563,14.4986616666667,273,225,190,"Acsf3",6.433811,7.398949,7.850011,91,401,238,7.22759033333333,1.88374251010958
"ACSL1",43.878419,27.152981,30.101182,33.7108606666667,716,624,486,"Acsl1",34.24096,29.027217,22.595622,239,1064,585,28.6212663333333,1.1718223075293
"ACSL3",71.523045,48.918818,50.907122,57.1163283333333,1224,1079,919,"Acsl3",164.82735,125.218524,133.505579,1233,3872,2280,141.183817666667,0.408740806704039
"ACSL4",36.054531,15.661033,10.428141,20.7145683333333,1246,833,675,"Acsl4",15.650734,15.820655,27.954734,343,1313,799,19.8087076666667,1.04353276912616
"ACSL5",0.1358,0,0.182111,0.105970333333333,3,0,1,"Acsl5",23.386902,25.908157,26.057943,121,580,317,25.1176673333333,0.0423456780890157
"ACSL6",0.165731,0.038947,0.026724,0.077134,5,3,2,"Acsl6",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,0.00800588618828437
"ACSM1",0,0.159858,0,0.053286,0,2,0,"Acsm1",0,0,0,0,0,0,0,1.053286
"ACSM2A",1.918943,2.292445,1.490272,1.90055333333333,10,6,4,"Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,2.82372357969462
"ACSM2B",0,0.111241,0,0.0370803333333333,0,2,0,"Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,1.00961018631073
"ACSM3",1.027824,2.197071,1.355443,1.52677933333333,11,13,11,"Acsm3",0.578683,7.953216,0.307985,1,9,5,2.946628,0.64023752259735
"ACSM4",0,0,0,0,0,0,0,"Acsm4",0,0,0,0,0,0,0,1
"ACSM5",0.347033,0.226793,0.050724,0.208183333333333,7,6,1,"Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,0.631480777167977
"ACSS1",0.37447,0.329271,0.198105,0.300615333333333,29,24,13,"Acss1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,0.14000705588777
"ACSS2",136.021315,95.971222,128.057604,120.016713666667,1559,1286,1185,"Acss2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,4.76591491701122
"ACSS3",2.79066,4.630495,1.143408,2.85485433333333,125,108,90,"Acss3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,1.34844413516573
"ACTA1",636.770692,441.289829,564.554107,547.538209333333,19134,12570,15960,"Acta1",0.383569,0.39472,0.53884,2,13,10,0.439043,381.182639666315
"ACTA2",51.781238,68.388245,46.909126,55.6928696666667,1324,1661,1126,"Acta2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,5.07710525616635
"ACTB",429.465479,453.29093,375.743403,419.499937333333,7846,7769,6339,"Actb",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,0.359264707204708
"ACTBL2",0,0.022184,0.02198,0.0147213333333333,0,1,1,"Actbl2",0,0.059496,0.105002,0,4,4,0.0548326666666667,0.961973747494863
"ACTC1",5080.246607,4691.279529,4052.296585,4607.940907,121009,106500,94643,"Actc1",0,0.029694,0,0,1,0,0.009898,4563.76872416818
"ACTG1",124.614163,112.983909,79.093729,105.563933666667,2936,2870,2190,"Actg1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,0.220559111209783
"ACTG2",0.271346,0.303675,0.231978,0.268999666666667,8,3,6,"Actg2",0,0.312093,0.151151,0,9,2,0.154414666666667,1.099258094434
"ACTL10",0.248173,0.129837,0.099075,0.159028333333333,11,5,4,"Actl10",0.106591,0.285117,0.45635,1,10,9,0.282686,0.903594748312006
"ACTL6A",129.936939,63.089341,28.578082,73.8681206666667,238,226,162,"Actl6a",12.522326,10.655135,12.492026,71,254,145,11.889829,5.80830984388285
"ACTL6B",0,0,0,0,0,0,0,"Actl6b",25.579593,21.634274,24.562795,168,689,394,23.925554,0.0401194693606409
"ACTL7A",0,0,0,0,0,0,0,"Actl7a",0,0,0,0,0,0,0,1
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0.053651,0,0,1,0.0178836666666667,0.982430539704767
"ACTL9",0,0,0,0,0,0,0,"Actl9",0,0.032174,0.056975,0,1,1,0.0297163333333333,0.971141243106111
"ACTN1",97.368685,90.347999,62.458246,83.3916433333333,3154,2333,1894,"Actn1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,7.43478989279422
"ACTN2",978.395053,817.138475,753.753803,849.762443666667,32985,24389,21981,"Actn2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,360.299230822331
"ACTN3",0.251983,0.266257,0.25194,0.256726666666667,16,16,15,"Actn3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,0.674358518020343
"ACTR10",123.432299,114.333934,91.069828,109.612020333333,961,968,829,"Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,0.828867665854719
"ACTR1A",64.377145,42.659304,39.165459,48.7339693333333,3101,2292,2094,"Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,0.734127607587793
"ACTR1B",19.202777,14.33055,13.258617,15.5973146666667,779,576,553,"Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,0.116453715073681
"ACTR2",26.040333,13.291404,11.523641,16.9517926666667,1146,882,773,"Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,0.281104928000219
"ACTR3",38.861514,29.33901,25.230379,31.1436343333333,1098,1075,941,"Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,0.381269252473811
"ACTR3B",7.030276,2.889677,2.312428,4.07746033333333,129,80,93,"Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.239010581822125
"ACTR3C",0.6982,1.16039,0.413306,0.757298666666667,10,10,5,"Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.082721074943289
"ACTR5",1.163629,0.795908,0.976133,0.978556666666667,62,40,49,"Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,0.427857123240442
"ACTR8",17.708309,15.074514,11.257858,14.680227,360,281,217,"Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,0.619370639007182
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",0.448872,0.581869,0.461129,0.49729,14,18,14,"Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,0.77487316518628
"ACVR1",7.233818,5.194846,4.253429,5.56069766666667,358,289,222,"Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,0.647194805866973
"ACVR1B",7.139766,4.870088,4.743164,5.58433933333333,614,453,436,"Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,0.38003826083122
"ACVR1C",0.00775,0.013681,0,0.00714366666666667,1,2,0,"Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,0.340007834481554
"ACVR2A",2.344089,1.398215,1.171016,1.63777333333333,115,94,85,"Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,0.374346038523678
"ACVR2B",1.1158,1.888897,1.517997,1.50756466666667,261,178,121,"Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,0.836780740290201
"ACVRL1",1.239071,1.061599,0.85141,1.05069333333333,40,22,30,"Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,0.112049160529208
"ACY1",29.01427,20.193338,18.22011,22.475906,288,174,168,"Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,1.85473687309778
"ACY3",0,0,0.038868,0.012956,0,0,1,"Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,0.248190859956206
"ACYP2",14.923638,15.092443,14.910934,14.9756716666667,179,179,196,"Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,0.605115309170116
"ADA",4.945909,4.204043,4.670719,4.60689033333333,124,113,122,"Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,3.67097162945355
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0,0,0,0,0,0,"Adad2",0,0.022048,0.039075,0,1,1,0.0203743333333333,0.980032491343863
"ADAL",13.118704,10.233636,7.871906,10.408082,497,431,361,"Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,0.889485172572762
"ADAM10",24.348027,13.702235,11.245455,16.4319056666667,536,434,351,"Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,0.762375290043412
"ADAM11",11.764671,7.939555,6.243467,8.649231,981,771,582,"Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,0.17193936750612
"ADAM12",0.692991,0.787749,1.408243,0.962994333333333,57,72,53,"Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,1.20515383304079
"ADAM15",11.532537,17.778786,12.695181,14.002168,314,295,237,"Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,0.300894411760185
"ADAM17",5.863159,4.842983,3.098865,4.601669,292,270,199,"Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,0.490057065597836
"ADAM2",0,0,0,0,0,0,0,"Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,0.903169673970801
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam20",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam39",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam25",0.058434,0.015596,0,1,1,0,0.0246766666666667,1.0055796462624
"ADAM21",0.092614,0.093693,0.038026,0.0747776666666667,5,5,2,"Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,0.824141846132454
"ADAM22",0.473128,0.221024,0.122401,0.272184333333333,42,22,22,"Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,0.0299761623504943
"ADAM23",41.864549,35.696454,23.789355,33.7834526666667,1340,1061,895,"Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,0.499926805409397
"ADAM28",0.222073,0,0.032833,0.0849686666666667,7,0,4,"Adam28",0,0.146549,0,0,7,0,0.0488496666666667,1.03443677501924
"ADAM29",0.022632,0,0,0.007544,1,0,0,"Adam29",0,0,0,0,0,0,0,1.007544
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.151082,0.049411,0.215616,0.138703,10,3,12,"Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,0.501514478419563
"ADAM7",0,0,0,0,0,0,0,"Adam7",0,0,0.052884,0,0,1,0.017628,0.982677363437327
"ADAM8",1.440741,0.605901,0.327876,0.791506,22,10,8,"Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,0.735574232528819
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,0.988860160669999
"ADAMTS1",7.164372,3.536363,3.442214,4.71431633333333,277,249,139,"Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,0.923492439761912
"ADAMTS10",2.733393,2.863047,1.555908,2.384116,70,54,46,"Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,0.143831640465186
"ADAMTS12",9.689995,10.514763,8.128071,9.44427633333333,421,377,273,"Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,9.97080913782086
"ADAMTS13",3.498026,3.363595,2.00095,2.95419033333333,170,115,87,"Adamts13",0.045027,0,0,1,0,0,0.015009,3.89571947966307
"ADAMTS14",1.363407,0.882597,0.773,1.00633466666667,169,102,89,"Adamts14",0.027831,0.051349,0.131896,1,7,8,0.0703586666666667,1.87445080714377
"ADAMTS15",5.729811,5.379448,3.798096,4.96911833333333,751,656,463,"Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,2.4429841823764
"ADAMTS16",0.036176,0.066894,0.143115,0.0820616666666667,4,7,12,"Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,0.600881761316193
"ADAMTS17",0.492449,0.402607,0.432152,0.442402666666667,33,26,24,"Adamts17",17.387976,4.829382,11.034687,9,54,33,11.084015,0.119364521367001
"ADAMTS18",0.121899,0.017094,0.017158,0.0520503333333333,3,2,2,"Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.320230778346779
"ADAMTS19",2.13328,0.847573,1.17336,1.38473766666667,96,45,53,"Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,2.20820152371863
"ADAMTS2",0.115833,0.086629,0.03467,0.079044,13,8,5,"Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.126426013218068
"ADAMTS20",0.194401,0.034761,0.182112,0.137091333333333,12,3,3,"Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,0.488042837877781
"ADAMTS3",0.99259,0.688442,0.66207,0.781034,83,76,57,"Adamts3",2.945839,2.973748,5.010465,68,282,188,3.64335066666667,0.383566550936063
"ADAMTS4",0.02932,0.026379,0.464571,0.173423333333333,6,6,4,"Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,0.101006397030686
"ADAMTS5",0.014722,0,0,0.00490733333333333,1,0,0,"Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,0.585350178475456
"ADAMTS6",0.791118,0.693934,0.622677,0.702576333333333,95,61,55,"Adamts6",1.210118,1.102027,0.637601,54,191,66,0.983248666666667,0.858478496392955
"ADAMTS7",5.459603,4.568133,3.862321,4.630019,514,375,312,"Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,5.40667813727922
"ADAMTS8",0.317805,0.100515,0.182645,0.200321666666667,24,7,13,"Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,0.795591878830245
"ADAMTS9",11.270211,9.013448,9.75239,10.0120163333333,594,373,363,"Adamts9",0.388191,0.488374,0.496959,15,97,54,0.457841333333333,7.55364529839095
"ADAMTSL1",2.699594,2.503845,1.528651,2.24403,224,163,120,"Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,1.02897687107225
"ADAMTSL2",0.864767,0.719934,0.473671,0.686124,77,57,38,"Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,0.811077821988085
"ADAMTSL3",0.184832,0.214714,0.105793,0.168446333333333,11,12,8,"Adamtsl3",0.8204,0.296658,0.562892,14,39,21,0.559983333333333,0.749012062094681
"ADAMTSL4",12.635359,12.932216,10.354914,11.974163,763,595,511,"Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,0.705053205470124
"ADAMTSL5",42.692522,31.619021,21.507695,31.939746,494,357,323,"Adamtsl5",6.493737,13.686001,5.601469,43,180,91,8.59373566666667,3.43346399614165
"ADAP1",2.559191,2.013888,2.267124,2.28006766666667,50,43,34,"Adap1",57.708642,66.610485,62.776251,608,2283,1291,62.365126,0.0517645568426182
"ADAP2",3.159636,0.302603,0.075168,1.17913566666667,8,6,4,"Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,0.924018258153809
"ADAR",31.090188,13.016808,8.388818,17.4986046666667,1562,1005,859,"Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,0.533285338517014
"ADARB1",19.742685,2.826503,2.675535,8.41490766666667,369,269,279,"Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,0.176580538385681
"ADARB2",0.115823,0.022508,0.083771,0.074034,3,4,2,"Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,0.184630178893072
"ADAT1",12.085066,7.251189,8.024499,9.12025133333333,134,77,60,"Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,3.11688692736581
"ADAT2",0.527551,0.654778,0.610782,0.597703666666667,63,65,57,"Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,0.551132416931619
"ADAT3",0.613159,0.450686,0.803128,0.622324333333333,20,11,23,"Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,0.907162823675981
"ADCK1",6.62267,6.828834,4.626745,6.026083,191,206,136,"Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,0.672204898184867
"ADCK2",8.450675,6.860918,7.832185,7.71459266666667,216,169,177,"Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,0.335808658752849
"ADCK5",4.110263,2.199273,1.452022,2.587186,128,66,57,"Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,0.149289459388624
"ADCY1",0.4447,0.546407,0.45112,0.480742333333333,108,68,50,"Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,0.0147570844587305
"ADCY10",0.095948,0.039473,0.019977,0.0517993333333333,1,4,2,"Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,0.95890100406
"ADCY2",0.17816,0.66433,0.071804,0.304764666666667,11,16,10,"Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,0.092158455432938
"ADCY3",0.989079,0.854518,0.47374,0.772445666666667,27,19,13,"Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,0.130383092593935
"ADCY4",0.32983,0.401649,0.214958,0.315479,5,3,3,"Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,0.360477761916645
"ADCY5",29.485628,24.648613,19.357219,24.4971533333333,2001,1890,1434,"Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,1.62088473400685
"ADCY6",52.569283,30.652688,27.231797,36.8179226666667,3885,2826,2457,"Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,2.24609524509411
"ADCY7",1.115192,0.719433,0.654716,0.829780333333333,39,31,24,"Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,0.651611757531916
"ADCY8",0.108939,0,0.014524,0.0411543333333333,9,0,1,"Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,0.182239280822243
"ADCY9",3.831584,2.220177,1.998618,2.68345966666667,528,363,299,"Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,0.421396274023721
"ADCYAP1",0,0,0,0,0,0,0,"Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,0.0398280738879275
"ADCYAP1R1",0.006753,0,0,0.002251,1,0,0,"Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.0314133787249891
"ADD1",153.183987,134.469754,126.62982,138.094520333333,4224,3342,2845,"Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,0.780368284682264
"ADD2",5.559971,3.289912,3.736443,4.195442,820,551,534,"Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,0.238547484656932
"ADD3",179.187635,64.000519,43.576139,95.5880976666667,1088,803,587,"Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,2.72735549839702
"ADGB",0.054045,0.059068,0.038539,0.0505506666666667,7,8,5,"Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,0.924193404131472
"ADGRA1",0,0,0,0,0,0,0,"Adgra1",4.948972,9.858207,10.226583,162,830,435,8.34458733333333,0.107013821405775
"ADGRA2",1.052057,0.576,0.480785,0.702947333333333,151,82,66,"Adgra2",2.403945,3.531273,4.233742,86,419,223,3.38965333333333,0.387945745146162
"ADGRA3",26.061508,22.676209,17.139068,21.9589283333333,503,415,325,"Adgra3",50.580781,44.165152,72.622632,133,463,261,55.7895216666667,0.404281065582726
"ADGRB1",0,0.242985,0.016005,0.08633,0,3,2,"Adgrb1",38.355595,50.531998,49.863997,644,3090,1807,46.25053,0.0229908532242919
"ADGRB2",15.420485,13.604855,10.864538,13.296626,1003,721,599,"Adgrb2",51.758279,80.804951,88.191552,494,2379,1444,73.5849273333333,0.191682508935161
"ADGRB3",0.034338,0,0.364223,0.132853666666667,2,0,2,"Adgrb3",15.471725,17.855866,18.554494,503,2037,1263,17.2940283333333,0.0619247792790671
"ADGRD1",10.457535,3.538922,4.19323,6.063229,275,217,185,"Adgrd1",0,0.143342,0.188371,0,19,14,0.110571,6.35999769487948
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",0.65131,3.42316,4.787978,14,85,44,2.95414933333333,0.252898895742262
"ADGRE5",5.268911,2.790159,3.153039,3.73736966666667,167,156,138,"Adgre5",9.519959,7.227289,4.434871,64,305,179,7.06070633333333,0.587711482190622
"ADGRF1",0.060606,0.230254,0.111599,0.134153,5,8,4,"Adgrf1",0,0,0,0,0,0,0,1.134153
"ADGRF2",0.023203,0.023839,0.039741,0.0289276666666667,1,2,4,"Adgrf2",0.182756,0.401875,0.283815,3,25,10,0.289482,0.797938758871133
"ADGRF3",0.040836,0.044289,0,0.028375,3,4,0,"Adgrf3",0,0,0,0,0,0,0,1.028375
"ADGRF4",0.063151,0.032288,0,0.031813,4,2,0,"Adgrf4",0.20397,0.501305,0.91826,4,35,13,0.541178333333333,0.669496175545335
"ADGRF5",0.145344,0.152902,0.153877,0.150707666666667,15,11,7,"Adgrf5",15.192628,11.268365,13.804088,301,1158,730,13.4216936666667,0.0797900505490791
"ADGRG1",0.426519,0.391658,0.399369,0.405848666666667,9,5,9,"Adgrg1",122.43462,90.534526,91.5501,384,1621,939,101.506415333333,0.0137147383614488
"ADGRG2",0.154332,0.157483,0.118789,0.143534666666667,15,14,11,"Adgrg2",0.569072,0.877941,0.821036,18,89,55,0.756016333333333,0.651209584421102
