"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"EIF1AX","Eif1a",16.570003,17.694318,15.681382,453,460,791,16.6485676666667,30.59545,29.808166,37.338023,1769,1825,1555,0.02034,17.2967517363493
"EIF1AY","Eif1ax",28.999143,32.845451,32.125801,2138,2341,3918,31.323465,14.226551,14.96818,19.126749,138,144,113,32.1256143333333,0.975784620165485
"EIF1B","Eif1b",53.318875,64.645701,68.761582,544,593,1111,62.2420526666667,76.935646,88.525929,83.347515,795,973,616,25.4125616666667,2.39439299621134
"EIF2A","Eif2a",21.358348,21.952685,19.556187,440,430,786,20.95574,108.289842,131.394264,153.087119,557,654,466,6.651248,2.8695632398793
"EIF2AK1","Eif2ak1",13.108845,13.101026,12.42093,790,774,1437,12.8769336666667,48.40055,44.991129,48.204585,1174,1310,1032,0.611104333333333,8.61330540769861
"EIF2AK2","Eif2ak2",1.804361,2.108833,2.005514,109,108,172,1.97290266666667,5.67242,6.171841,6.258308,785,916,576,1.642536,1.12501879507665
"EIF2AK3","Eif2ak3",8.753947,14.679483,6.912548,331,373,548,10.115326,14.051726,19.792186,13.274953,288,406,216,17.022597,0.616743857724833
"EIF2AK4","Eif2ak4",4.930786,3.520083,5.59148,244,226,484,4.680783,13.240724,15.742004,12.011584,497,688,430,115.887137333333,0.0486005828323078
"EIF2B1","Eif2b1",10.748304,10.01342,11.980965,186,189,389,10.9142296666667,21.405798,21.110183,29.037585,392,459,352,3.55603366666667,2.61504425523341
"EIF2B2","Eif2b2",26.709714,34.356737,35.709865,180,203,431,32.258772,30.581131,28.42091,32.546793,348,355,281,28.281237,1.13583903576205
"EIF2B4","Eif2b4",87.843093,117.227918,105.488571,225,207,403,103.519860666667,20.602049,19.479749,20.949388,333,379,240,0.291651333333333,80.9195623999666
"EIF2B5","Eif2b5",19.616443,18.6527,18.115302,502,495,927,18.794815,40.405642,35.455651,38.460446,696,680,491,0.0401476666666667,19.0307738356381
"EIF2D","Eif2d",10.292014,8.960129,10.837941,235,216,478,10.030028,7.034825,10.882902,12.185169,140,184,133,0.0551326666666667,10.453688288171
"EIF2S1","Eif2s1",19.435632,23.132046,20.320872,416,369,719,20.96285,48.565457,57.483025,58.404727,761,871,604,18.589578,1.12114972563472
"EIF2S2","Eif2s2",18.92437,18.185863,18.814784,593,559,1136,18.6416723333333,22.356413,22.79598,24.148965,730,807,560,4.15159866666667,3.81273340651019
"EIF2S3","Eif2s3x",23.240719,27.503096,24.454313,1179,1364,2193,25.0660426666667,98.701411,137.874963,116.837062,1023,1219,922,20.322597,1.22246097258541
"EIF3A","Eif3a",48.382269,39.925115,41.80779,2025,1981,3677,43.3717246666667,30.527708,29.20634,32.556448,2278,2359,1808,0.321155333333333,33.5855470943866
"EIF3B","Eif3b",47.557436,43.650604,38.758493,921,899,1627,43.3221776666667,49.224303,57.214744,59.876747,864,983,717,122.059754666667,0.360167934567419
"EIF3C","Eif3c",61.300739,64.610036,62.203,1866,1907,3302,62.7045916666667,365.840893,370.631587,454.390072,4354,4876,3361,20.932101,2.90462786336187
"EIF3D","Eif3d",197.456149,213.698776,184.762666,639,650,1112,198.639197,36.916757,34.295741,32.821885,499,641,442,0.964729333333333,101.611552091654
"EIF3E","Eif3e",41.588028,44.399398,40.975539,740,783,1422,42.3209883333333,240.546488,194.32107,214.606303,899,849,666,0.023534,42.324913811689
"EIF3F","Eif3f",51.484471,67.083536,67.884383,719,880,1690,62.1507966666667,41.875074,39.890497,51.613521,1565,1570,1243,50.3158513333333,1.23062942591475
"EIF3G","Eif3g",39.609374,37.597762,35.241539,431,461,798,37.4828916666667,83.649115,74.111103,93.958555,407,507,362,0.250263,30.7798372555748
"EIF3H","Eif3h",95.484558,82.931476,81.098233,855,892,1602,86.5047556666667,69.895587,68.172053,74.894222,839,870,658,6.451342,11.7434893830758
"EIF3I","Eif3i",45.745988,45.689387,43.81964,545,547,1043,45.085005,59.163195,66.479093,67.858242,726,917,580,19.4129536666667,2.25763531101599
"EIF3J","Eif3j1",5.668778,6.660824,5.940678,438,462,851,6.09009333333333,71.192701,63.51775,60.931267,891,952,642,0.0658036666666667,6.65234466260359
"EIF3K","Eif3k",63.685337,67.448993,69.185406,475,481,969,66.7732453333333,98.461207,107.504301,117.572563,582,703,481,5.16738066666667,10.9889836538926
"EIF3L","Eif3l",108.493375,71.489342,68.316349,572,558,1077,82.7663553333333,305.579676,314.642257,340.548851,1758,2028,1481,0,83.7663553333333
"EIF3M","Eif3m",40.379008,48.939573,45.678628,544,600,1045,44.9990696666667,63.542908,82.678033,77.631507,750,875,588,0.263885333333333,36.3949706935439
"EIF4A1","Eif4a1",198.936359,187.846137,157.588062,2013,1888,3329,181.456852666667,855.866092,1029.124466,902.60337,4277,4462,3536,7.76748766666667,20.810619826744
"EIF4A2","Eif4a2",314.71068,328.551146,305.333416,5828,5911,10602,316.198414,438.891483,416.135421,527.011237,5308,5712,4720,0,317.198414
"EIF4A3","Eif4a3",50.9604,55.567302,47.247877,363,387,693,51.2585263333333,30.911452,27.740099,28.712858,480,509,373,0.229797666666667,42.4935969141807
"EIF4B","Eif4b",49.109059,46.759609,44.679247,1936,2164,3859,46.849305,118.437123,126.78154,156.46572,2379,2777,2214,8.97928233333333,4.79486434011103
"EIF4E","Eif4e",264.792698,260.409634,254.600007,1171,1172,2207,259.934113,81.172572,76.900673,94.741997,1071,1129,916,1.22029666666667,117.522183822282
"EIF4E1B","Eif4e1b",0.26532,0,0.559894,2,0,6,0.275071333333333,2.347685,1.928429,2.526368,9,19,12,0.927629666666667,0.661471108990679
"EIF4E2","Eif4e2",19.230595,17.454571,18.857957,514,513,947,18.5143743333333,122.013522,165.093865,133.444568,752,927,669,63.3589296666667,0.303211604580807
"EIF4E3","Eif4e3",4.731207,4.475469,4.5697,157,145,288,4.59212533333333,17.132867,15.870175,15.753253,803,959,683,0.0134446666666667,5.51793848965278
"EIF4EBP1","Eif4ebp1",2.190614,1.495185,1.60187,27,20,58,1.76255633333333,5.337632,5.42058,5.294436,34,42,24,0.883015333333333,1.46709178859581
"EIF4EBP2","Eif4ebp2",10.324716,10.497088,10.376429,851,848,1635,10.399411,26.045519,25.975569,27.432487,2638,2864,1969,18.2755393333333,0.591392583256382
"EIF4EBP3","Eif4ebp3",2.686446,1.583501,2.642226,20,11,37,2.30405766666667,0.680808,1.997457,1.529971,4,14,7,55.6961313333333,0.0582765982257437
"EIF4ENIF1","Eif4enif1",55.394166,57.296039,63.390958,580,575,1072,58.693721,68.399529,64.682804,67.612542,480,526,386,0.0446553333333333,57.1420248337091
"EIF4G1","Eif4g1",116.807504,134.859197,127.049354,2892,2881,5504,126.238685,168.472683,190.431167,195.747797,3831,4449,2885,0,127.238685
"EIF4G2","Eif4g2",555.026102,508.712603,476.089843,7930,7961,13774,513.276182666667,9106.827106,8931.26806,10216.824968,20535,22875,18267,14.3984753333333,33.3978638491179
"EIF4G3","Eif4g3",40.912915,39.758717,40.297524,2821,2789,5230,40.323052,103.254365,97.631608,118.149437,4055,4350,3161,26.695969,1.49202405591947
"EIF4H","Eif4h",102.11348,106.992351,98.432635,3175,3280,5845,102.512822,75.504113,79.044242,77.867752,1934,2223,1476,1.52843566666667,40.9394723245875
"EIF5","Eif5",90.101482,101.472879,87.484701,2683,2715,4615,93.0196873333333,177.061521,211.691612,203.795045,2866,3261,2291,91.7703616666667,1.01346686209067
"EIF5A","Eif5a",143.479047,169.880026,148.890035,1712,1988,3436,154.083036,165.184858,190.309824,181.958183,1748,2189,1421,6.319114,21.188771755707
"EIF5A2","Eif5a2",10.973121,12.00154,10.75336,778,816,1423,11.2426736666667,1.669399,5.502816,2.078934,52,97,52,186.434132,0.0653172052284835
"EIF5B","Eif5b",23.230411,22.339545,21.516129,1081,971,1878,22.3620283333333,27.80676,23.427493,26.256016,1150,1139,815,46.8850666666667,0.487877118266516
"EIF6","Eif6",48.644683,57.100453,48.550347,232,244,477,51.4318276666667,52.086808,58.369441,53.700935,560,653,436,109.855926666667,0.472972706496101
"EIPR1","Eipr1",18.617093,24.17599,20.729147,361,423,673,21.1740766666667,14.504932,15.76383,19.905002,230,257,207,0,22.1740766666667
"ELAC1","Elac1",4.813431,5.543537,5.216786,338,380,696,5.19125133333333,4.86366,4.808539,6.098287,82,87,62,19.9142253333333,0.296030631527415
"ELAC2","Elac2",9.362887,9.754784,11.948933,274,272,484,10.3555346666667,57.212481,58.006236,59.370225,655,745,520,3.448116,2.55288636057753
"ELANE","Elane",0,0,0,0,0,0,0,0.115633,0,0,1,0,0,0.003758,0.996256069690105
"ELAVL1","Elavl1",11.507108,11.246232,11.308824,847,820,1538,11.3540546666667,18.947407,15.901304,16.909393,990,1064,827,0.282543666666667,9.63246319618487
"ELAVL2","Elavl2",31.761344,45.248696,36.404055,903,911,1435,37.8046983333333,161.647469,150.86068,219.969598,3527,3696,3690,29.6029143333333,1.26800663200454
"ELAVL3","Elavl3",55.975593,62.224541,61.824725,2307,2266,4399,60.0082863333333,76.505336,88.460492,94.539447,2407,3161,2278,0.213801,50.2621816371327
"ELAVL4","Elavl4",29.144155,32.715255,28.526511,1140,962,1662,30.1286403333333,109.835417,107.977735,145.724655,2809,2730,2416,5.45286733333333,4.82400128893605
"ELF1","Elf1",1.450091,1.370193,1.136081,78,71,115,1.31878833333333,0.87682,1.42213,0.99639,30,35,23,1.85771566666667,0.811413241835233
"ELF2","Elf2",7.52191,8.722973,8.334935,321,273,550,8.19327266666667,15.751352,11.27604,17.312136,382,386,350,42.9535416666667,0.209158859970518
"ELF3","Elf3",0,0.082748,0,0,2,0,0.0275826666666667,0.569928,1.004226,1.291683,14,14,9,0.601631333333333,0.641585017276136
"ELF4","Elf4",0.224766,0.287454,0.294828,16,19,34,0.269016,0.444929,0.406397,0.237576,10,25,12,0.470827,0.862790797286153
"ELF5","Elf5",0.102033,0.389943,0.251524,3,5,13,0.247833333333333,0.067522,0,0,2,0,0,1.66480533333333,0.468264348515264
"ELFN1","Elfn1",4.393683,4.714917,5.7119,225,226,456,4.94016666666667,6.255092,7.38795,6.789011,273,379,204,22.6595133333333,0.25106884418868
"ELFN2","Elfn2",25.166062,25.649123,31.06517,1806,1641,3524,27.2934516666667,4.037708,5.110049,5.526561,377,585,303,19.380467,1.38826316721136
"ELK1","Elk1",12.198054,12.247882,12.166924,590,586,1128,12.2042866666667,6.121264,7.584074,6.701403,172,230,165,13.83517,0.890066420989221
"ELK3","Elk3",2.87507,2.973749,2.397842,98,83,169,2.748887,0.837182,1.554348,2.124854,14,51,46,0,3.748887
"ELK4","Elk4",37.911298,20.949754,23.804777,342,327,664,27.5552763333333,2.38265,1.07323,1.694519,173,157,143,0,28.5552763333333
"ELL","Ell",6.435968,8.57747,6.098334,161,175,322,7.03725733333333,2.782256,2.232204,2.473875,81,88,85,0,8.03725733333333
"ELL2","Ell2",14.796505,12.00295,13.411317,320,293,550,13.4035906666667,1.390612,1.471309,0.766443,109,85,43,15.161078,0.891251850072543
"ELL3","Ell3",1.83104,1.48758,1.356305,45,32,62,1.55830833333333,1.268147,2.048069,1.268056,8,13,5,0.057944,2.41818880142364
"ELMO1","Elmo1",18.143741,18.387065,16.821864,1280,1276,2240,17.7842233333333,31.48247,23.628035,22.096811,398,322,272,1.90066466666667,6.47583415938922
"ELMO2","Elmo2",59.535918,49.782451,51.753751,1764,1628,2963,53.6907066666667,44.842921,53.449021,67.055386,953,1062,844,0.082285,50.5326292673988
"ELMO3","Elmo3",1.903148,1.931741,2.141212,23,28,70,1.99203366666667,0.647212,1.163919,0.781475,12,33,16,1.126097,1.40728935070538
"ELMOD1","Elmod1",81.29958,88.829694,80.758924,2517,2721,4778,83.6293993333333,15.874686,13.468118,17.27713,489,463,369,0.0416093333333333,81.2486952881887
"ELMOD2","Elmod2",4.183596,4.26664,4.544894,249,243,476,4.33171,14.081163,14.789346,14.733661,691,686,546,31.0534796666667,0.166337946938865
"ELMOD3","Elmod3",7.792868,10.56374,7.745225,139,191,330,8.700611,10.668647,14.679369,12.42119,175,202,134,10.0222193333333,0.880095986718706
"ELN","Eln",1.478278,1.719501,2.063756,61,70,182,1.753845,0.719889,1.396989,1.858166,4,12,15,39.504589,0.0679884691583959
"ELOA","Eloa",4.86022,5.798837,4.993075,323,377,633,5.21737733333333,7.99401,10.175863,11.357229,531,671,500,13.9500203333333,0.415877516866699
"ELOB","Elob",243.575227,252.682165,243.128673,646,687,1252,246.462021666667,263.019603,306.356188,315.461469,731,954,625,30.482744,7.8602431118033
"ELOC","Eloc",145.42047,163.694245,138.780037,1090,1179,1956,149.298250666667,87.325152,79.073439,75.217122,685,656,466,148.366805333333,1.0062359593971
"ELOF1","Elof1",23.430078,25.025826,23.061398,216,233,407,23.8391006666667,21.63522,24.731313,23.688958,185,233,153,5.698544,3.70813428510235
"ELOVL1","Elovl1",10.294512,9.000226,12.616075,135,120,277,10.6369376666667,14.806663,11.578067,11.954455,158,153,94,1.824155,4.12050247478154
"ELOVL2","Elovl2",3.490731,4.048509,3.154387,184,208,316,3.56454233333333,1.39879,1.284837,2.310301,73,72,86,30.7590283333333,0.14372424387249
"ELOVL3","Elovl3",0,0,0.021535,0,0,1,0.00717833333333333,0.245154,0.280439,0,4,5,0,0.0596233333333333,0.950505997414175
"ELOVL4","Elovl4",14.63811,15.765997,12.117281,599,626,939,14.173796,50.870506,49.276562,49.414203,1921,1991,1335,39.4021443333333,0.375569075611688
"ELOVL5","Elovl5",32.61189,29.661635,24.220442,842,789,1408,28.8313223333333,38.477604,34.841854,32.753265,1316,1309,805,405.324351,0.0734175105673972
"ELOVL6","Elovl6",8.782865,7.981474,7.813412,716,655,1163,8.19258366666667,101.392257,81.635746,58.518182,1254,1154,860,0.091171,8.42451244274881
"ELOVL7","Elovl7",3.216294,3.722411,3.016357,163,178,285,3.318354,0.709328,1.392905,0.877031,27,71,27,5.20778366666667,0.695635388067378
"ELP1","Elp1",25.768307,32.483472,30.412193,760,873,1604,29.5546573333333,75.34813,69.785791,95.011973,2526,2578,2081,5.30656633333333,4.84489589395688
"ELP2","Elp2",38.998487,38.183027,38.100809,884,952,1695,38.427441,57.147717,65.822088,75.889613,1085,1175,813,0,39.427441
"ELP3","Elp3",18.850718,21.875993,18.619559,727,822,1364,19.78209,23.311947,30.871492,36.613031,468,565,411,9.12819166666667,2.05190528417791
"ELP4","Elp4",8.362805,10.506509,9.628178,125,151,251,9.499164,3.233257,12.797615,11.114609,114,160,108,0.428770666666667,7.34838994454907
"ELP5","Elp5",47.911432,54.836898,50.07229,418,444,802,50.9402066666667,24.975294,34.78088,31.237452,263,359,254,0,51.9402066666667
"ELP6","Elp6",4.918145,6.231334,4.647769,78,99,165,5.26574933333333,21.538164,19.098668,28.933094,215,223,211,0.0712923333333333,5.84877641552555
"EMB","Emb",6.763354,6.455649,5.732617,243,227,392,6.31720666666667,21.764232,15.330793,15.126039,846,750,514,23.7947203333333,0.295111482133945
"EMC1","Emc1",12.418868,13.773713,16.147021,647,680,1256,14.1132006666667,35.716835,36.108345,31.573488,965,1145,745,0.259120333333333,12.0029835644515
"EMC10","Emc10",50.771455,57.087922,58.070696,1029,1205,2331,55.3100243333333,65.44798,79.122359,78.553251,1586,2146,1306,1.92861033333333,19.2275577574847
"EMC2","Emc2",33.436643,29.845931,34.037007,494,430,958,32.4398603333333,51.994821,47.523885,47.172122,321,401,235,3.02523,8.30756511636188
"EMC3","Emc3",23.970292,24.880991,23.024114,613,614,1103,23.9584656666667,50.71561,55.555653,52.081503,588,678,440,1.82462066666667,8.83604158292878
"EMC4","Emc4",54.272738,65.684545,59.575556,584,698,1228,59.8442796666667,84.924007,89.772899,79.15172,517,585,376,6.39037866666667,8.23290421383911
"EMC6","Emc6",13.484586,15.706259,16.415945,205,234,427,15.2022633333333,18.462991,24.364287,18.656096,107,159,78,22.5797363333333,0.68712656936834
"EMC7","Emc7",16.045476,16.84462,14.767715,1326,1359,2319,15.885937,66.26823,67.521466,52.839433,562,642,347,24.5649516666667,0.660511203782835
"EMC8","Emc8",19.979312,23.740877,24.536157,626,669,1199,22.7521153333333,16.409126,16.56561,23.973498,166,213,153,33.5285523333333,0.687897804229788
"EMC9","Emc9",23.093228,21.952808,30.545138,123,113,273,25.197058,14.629148,12.171897,14.473136,102,101,80,0.332422333333333,19.6612270333705
"EMCN","Emcn",4.536903,3.326992,5.606377,67,54,142,4.49009066666667,0,0.249578,0.033883,0,3,1,0.00820933333333333,5.44538766420201
"EMD","Emd",15.529506,15.83594,16.570373,235,228,454,15.9786063333333,29.045127,43.986737,41.427694,245,394,238,53.8025663333333,0.309814073853074
"EME1","Eme1",0.15137,0.155199,0.063882,5,5,4,0.123483666666667,0.332738,1.509016,1.091013,6,9,9,0.0827073333333333,1.03766145483452
"EME2","Eme2",10.584103,8.335414,8.392523,196,185,335,9.10401333333333,32.272831,33.29241,29.251578,1003,1143,803,0.0239966666666667,9.86723264073125
"EMG1","Emg1",25.963925,26.835006,24.531776,225,215,398,25.7769023333333,4.44828,6.770286,6.441862,100,152,74,14.4929333333333,1.72833005585342
"EMID1","Emid1",3.256779,3.056449,3.075402,47,43,89,3.12954333333333,3.178592,5.048836,7.566328,72,124,90,129.066732,0.0317494202386305
"EMILIN1","Emilin1",0.847377,0.995896,0.8759,23,22,52,0.906391,0.707778,0.476473,2.892471,19,24,60,60.2428463333333,0.0311283866465623
"EMILIN2","Emilin2",3.04891,0.596141,1.749774,46,30,90,1.798275,0.681168,1.324665,0.146753,30,52,8,0.084297,2.58072742062369
"EMILIN3","Emilin3",0.022409,0.022093,0.033716,1,1,3,0.0260726666666667,1.45878,2.389304,2.605426,70,128,88,6.279534,0.140953070164473
"EML1","Eml1",43.250088,43.872481,29.695483,689,673,1221,38.9393506666667,91.515478,80.783615,127.312487,1351,1222,1382,23.2464073333333,1.64722757139195
"EML2","Eml2",50.837051,60.487799,60.64593,1082,1363,2385,57.3235933333333,193.279564,265.951001,194.764686,543,877,403,13.4974836666667,4.02301493654611
"EML3","Eml3",4.507894,6.280237,7.934619,91,107,170,6.24091666666667,8.938333,4.731113,6.110526,74,75,48,4.23020833333333,1.38444134634535
"EML4","Eml4",5.990265,6.620247,6.607309,412,398,821,6.40594033333333,23.676232,23.90335,28.006818,1378,1491,1223,0,7.40594033333333
"EML5","Eml5",62.461315,35.058775,47.260192,1440,927,2347,48.260094,2.017136,1.489203,1.996063,81,101,99,6.66533733333333,6.42634392432914
"EML6","Eml6",14.236693,11.341509,15.373778,353,330,775,13.65066,13.007885,12.883856,13.378404,193,238,131,239.557816666667,0.0609028640308162
"EMP1","Emp1",0.930835,1.368336,1.000494,35,23,68,1.09988833333333,0.847197,1.769646,4.486692,3,19,46,3.607705,0.455734109135314
"EMP2","Emp2",5.509857,5.323681,5.215229,263,249,476,5.349589,0.553229,0.592206,1.132357,34,40,49,0.923714,3.30069282648044
"EMP3","Emp3",2.568909,3.137599,5.621174,12,16,40,3.775894,16.64868,22.4079,38.543682,19,19,21,4.63147266666667,0.848071948971548
"EMSY","Emsy",28.033149,24.657391,26.852323,782,685,1418,26.5142876666667,13.013318,10.027329,11.319968,268,275,229,0,27.5142876666667
"EMX1","Emx1",4.046619,6.99207,4.520631,57,113,150,5.18644,0.106447,0.092337,0,2,1,0,9.64845666666667,0.580970575704711
"EMX2","Emx2",5.05763,9.107502,8.512992,79,80,192,7.55937466666667,0.527815,0.29194,0.17814,10,6,4,0.277662333333333,6.69924630581841
"EN1","En1",0,0,0.016174,0,0,1,0.00539133333333333,0,0,0.288649,0,0,5,14.8679176666667,0.0633600044097364
"EN2","En2",0.104497,0.148066,0.121193,4,6,10,0.124585333333333,0.075494,0.134623,1.114795,3,6,31,0,1.12458533333333
"ENAH","Enah",45.203611,33.18147,39.276203,2035,1751,3769,39.220428,25.978409,24.648762,34.998969,2660,2775,2356,40.951548,0.958735253345121
"ENAM","Enam",0,0,0,0,0,0,0,0,0.048219,0,0,4,0,1.648568,0.377562516801532
"ENC1","Enc1",122.798087,106.097654,107.269926,7983,6825,13516,112.055222333333,21.301377,47.059077,61.54959,1268,2864,2680,0.0425626666666667,108.439737915035
"ENDOD1","Endod1",18.994167,19.697756,17.64192,1131,1021,1928,18.7779476666667,24.013843,27.888948,19.16426,1473,1861,834,0.180445,16.7546541064316
"ENDOG","Endog",7.501456,7.391503,9.437542,66,73,194,8.110167,15.302961,16.844562,17.115353,138,182,103,26.5633516666667,0.330517388094614
"ENDOU","Endou",0.782639,1.38613,0.874129,24,36,47,1.01429933333333,0.033821,0.062051,0,1,2,0,0.146168333333333,1.75742015788838
"ENDOV","Endov",5.546135,7.557847,6.626457,268,329,550,6.576813,26.884558,28.963972,31.202673,259,313,223,1.21392466666667,3.42234454228644
"ENG","Eng",11.614215,9.144119,7.738955,235,292,508,9.49909633333333,0.349086,1.530968,0.85394,10,31,22,12.4205563333333,0.782314538426115
"ENGASE","Engase",3.050057,4.535676,4.179929,101,107,170,3.92188733333333,19.153385,27.755241,54.023002,289,330,270,40.6689516666667,0.118118818364001
"ENHO","Enho",24.827166,25.4643,22.083538,276,303,536,24.1250013333333,21.039958,27.097152,33.584236,222,322,250,50.3161656666667,0.489611821283322
"ENKD1","Enkd1",2.403623,2.68442,2.522758,48,44,98,2.53693366666667,13.286595,17.033512,27.918754,37,64,34,5.94923633333333,0.508967244314471
"ENKUR","Enkur",2.138304,2.527588,1.652294,26,28,39,2.106062,0.338299,0.253407,0.334832,5,5,5,0.0490016666666667,2.96096955676905
"ENO1","Eno1",853.983947,774.350924,722.336933,6277,6398,11523,783.557268,291.956801,303.160348,257.231713,4579,5079,2814,0.230052333333333,637.82429961652
"ENO2","Eno2",467.488964,523.68092,456.688862,8084,8435,14551,482.619582,585.825481,680.609832,710.619816,9408,11433,7665,28.029537,16.6595692518279
"ENO3","Eno3",8.578818,5.877328,6.656939,51,44,104,7.037695,4.430383,4.168303,4.31521,29,31,19,81.970462,0.0968741743296548
