"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"OR5AP2","Olfr1020",0.08493,0,0,3,0,0,0.02831,0,0,0,0,0,0,4.74716166666667,0.178924843190711
"OR5AR1","Olfr1019",0,0,0.012598,0,0,1,0.00419933333333333,0,0,0,0,0,0,3.918058,0.204186150983444
"OR5B21","Olfr1444",0,0,0,0,0,0,0,0,0,0,0,0,0,7.24328566666667,0.121310851089839
"OR5H15","Olfr183",0,0.078117,0,0,2,0,0.026039,0,0,0,0,0,0,49.650326,0.0202573029835978
"OR5H6","Olfr187",0,0,0,0,0,0,0,0,0,0,0,0,0,8.38942933333333,0.106502745214761
"OR5J2","Olfr1052",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OR5K4","Olfr180",0,0,0,0,0,0,0,0,0,0,0,0,0,2.95605566666667,0.25277702951096
"OR5P2","Olfr502",0,0,0,0,0,0,0,0,0,0,0,0,0,13.190757,0.0704684041873171
"OR5P3","Olfr480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OR5T2","Olfr1086",0,0,0,0,0,0,0,0,0,0,0,0,0,15356.5798616667,6.51144261665898e-05
"OR7A17","Olfr19",0,0,0,0,0,0,0,0.036771,0.039435,0.044637,3,3,3,3312.43432766667,0.000301801665918094
"OR8A1","Olfr151",0,0,0,0,0,0,0,0.04271,0.066703,0.058605,4,7,6,1.953931,0.33853194268925
"OR8B3","Olfr147",0.229826,0.260631,0.155406,17,18,21,0.215287666666667,0,0,0,0,0,0,9.12749966666667,0.119998786143299
"OR8B8","Olfr145",0,0,0.022012,0,0,4,0.00733733333333333,0.08768,0,0,1,0,0,0,1.00733733333333
"OR8U1","Olfr1044",0.145655,0.149524,0.09613,4,4,5,0.130436333333333,0,0,0,0,0,0,1.102914,0.537557091413787
"ORAI1","Orai1",1.615434,1.860476,1.726524,27,33,63,1.73414466666667,5.989775,6.441621,4.823349,190,195,144,6.70398133333333,0.354900219557472
"ORAI2","Orai2",12.183691,15.366013,13.627936,652,760,1327,13.72588,1.593656,1.149944,0.975474,231,143,130,0.956386333333333,7.5270818187069
"ORAI3","Orai3",3.894147,5.069497,4.857141,98,128,242,4.60692833333333,10.909521,9.15634,7.953409,442,336,315,3.60849366666667,1.21665097944874
"ORC1","Orc1",0.691398,0.482926,0.382196,6,5,20,0.51884,0.54075,0.512782,0.274646,36,32,17,0.239089666666667,1.22577085489374
"ORC2","Orc2",11.271419,17.024695,11.540719,339,363,582,13.2789443333333,5.380072,3.693587,2.530287,191,178,137,1.09872633333333,6.80362375339075
"ORC3","Orc3",27.012899,24.033498,25.04888,459,439,844,25.3650923333333,10.319531,8.482035,8.433055,350,340,293,0.781862333333333,14.7963688552819
"ORC4","Orc4",57.134992,61.301171,54.373553,616,572,1093,57.6032386666667,6.210839,5.59091,5.298011,290,324,261,3.52552766666667,12.9494819130852
"ORC5","Orc5",7.32475,9.569648,7.816788,184,252,372,8.237062,3.40646,2.69622,3.306055,85,97,66,3.576644,2.01830467914918
"ORC6","Orc6",16.560979,13.564625,14.558806,151,147,310,14.8948033333333,11.170605,7.775901,6.822078,250,192,153,0.644848333333333,9.66338537798318
"ORM2","Orm3",0,0,0,0,0,0,0,0.16655,0,0,2,0,0,0,1
"ORMDL1","Ormdl1",3.142027,3.519369,3.820458,78,85,180,3.49395133333333,27.958772,28.600349,22.911416,334,415,312,0.02489,4.38481332956057
"ORMDL2","Ormdl2",4.153735,3.639763,2.893794,33,29,67,3.56243066666667,16.799154,17.501808,17.241832,124,119,123,11987.2016826667,0.000380576735980621
"ORMDL3","Ormdl3",18.840767,16.461308,15.907582,534,464,877,17.0698856666667,116.390524,96.829442,95.389284,1240,1023,938,11.0920656666667,1.49435887670364
"OS9","Os9",33.924064,32.051041,30.107136,1044,1054,1933,32.0274136666667,42.210854,38.419822,35.087874,1276,1047,953,7866.140976,0.00419814692115245
"OSBP","Osbp",13.037671,14.182068,12.24905,799,856,1446,13.156263,9.710334,7.478879,5.934228,879,678,559,0,14.156263
"OSBP2","Osbp2",39.323057,43.056045,38.053008,855,1017,1758,40.1440366666667,14.609278,10.765615,9.36593,873,647,584,3.91555466666667,8.37017172155004
"OSBPL10","Osbpl10",13.705342,14.744604,10.514242,253,275,507,12.9880626666667,1.194791,0.895004,0.784933,38,44,29,7.54998266666667,1.63603403796374
"OSBPL11","Osbpl11",4.23142,4.077448,3.755193,231,209,400,4.02135366666667,2.806004,2.418135,1.667436,245,212,146,433.931603333333,0.0115451570504024
"OSBPL1A","Osbpl1a",120.84971,125.479097,110.141904,2905,3244,5503,118.823570333333,10.279708,7.211615,5.565846,222,177,152,16011.3007916667,0.00748322005015628
"OSBPL2","Osbpl2",20.561091,17.243329,15.564583,608,602,1083,17.7896676666667,15.723945,12.329183,10.752527,793,598,541,7.323749,2.25735635068605
"OSBPL3","Osbpl3",6.711559,7.048932,7.776676,478,444,941,7.17905566666667,2.006027,1.607199,2.375752,102,80,72,52.8208606666667,0.151968132158323
"OSBPL5","Osbpl5",8.329222,9.073428,9.361377,222,228,436,8.92134233333333,5.914308,3.375846,3.925091,206,130,123,0.671801,5.93452350688469
"OSBPL6","Osbpl6",10.193181,8.406987,9.238491,861,857,1536,9.279553,1.038159,0.722084,0.909959,77,54,62,4.57532733333333,1.84375775365536
"OSBPL8","Osbpl8",23.735724,25.625732,25.255291,2354,2331,4461,24.872249,6.52478,2.526526,1.415729,268,182,164,36.0240356666667,0.69879602626067
"OSBPL9","Osbpl9",32.241288,31.98589,34.24071,553,547,1013,32.8226293333333,69.401206,65.676005,60.255498,2095,1816,1421,3.203242,8.04679562426654
"OSCAR","Oscar",0.968423,0.575912,1.261346,11,13,32,0.935227,0.073681,0,0.027818,2,0,1,0.0132593333333333,1.90990296001879
"OSCP1","Oscp1",29.043537,27.485729,27.077086,398,471,764,27.868784,7.940635,4.964298,2.614303,70,46,25,0.341382,21.52167242441
"OSER1","Oser1",13.406713,12.697232,8.361025,161,158,262,11.4883233333333,8.26924,7.97325,6.978459,269,254,234,6.068053,1.76686894302198
"OSGEP","Osgep",22.499572,18.102856,22.469845,189,153,369,21.024091,19.061463,18.071663,13.179215,316,279,185,2.74349233333333,5.8833006825979
"OSGEPL1","Osgepl1",5.567384,5.756073,5.607301,144,136,260,5.643586,2.871406,2.536572,2.400197,91,84,78,2.84077966666667,1.72974931565544
"OSGIN1","Osgin1",1.529668,0.120253,0.205996,9,3,10,0.618639,0.692586,0.631694,0.355323,19,21,13,1.254418,0.717985307072601
"OSM","Osm",0,0.130603,0.017312,0,1,1,0.049305,0,0,0,0,0,0,1.13305633333333,0.491925592213614
"OSMR","Osmr",0.81131,0.628939,1.263883,57,48,106,0.901377333333333,0.915352,0.333007,1.153087,38,31,36,0,1.90137733333333
"OSR1","Osr1",0.311644,0.552832,1.199539,8,14,42,0.688005,0.024765,0.211593,0.026404,1,8,1,42.7278516666667,0.038602513859302
"OSR2","Osr2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.414852,0.70678770641735
"OST4","Ost4",27.825017,31.905065,31.885428,161,169,324,30.5385033333333,201.811691,207.586198,199.11683,897,890,845,3.83644433333333,6.52101030419524
"OSTC","Ostc",22.341252,21.042478,22.275776,249,235,469,21.886502,52.650656,48.506262,47.488518,454,536,356,0.323011,17.2987994808811
"OSTF1","Ostf1",3.804873,4.310218,5.128346,84,79,151,4.414479,6.233785,5.532018,6.082148,129,116,127,20374.1636206667,0.000265739166605173
"OSTM1","Ostm1",15.3664,16.85082,16.763832,617,659,1138,16.3270173333333,17.592961,19.240682,8.651171,275,300,243,0.363467666666667,12.7080515049495
"OSTN","Ostn",0.113407,0.058526,0.030004,2,1,1,0.0673123333333333,0,0.022237,0.297568,0,1,1,0.567188333333333,0.681036420851355
"OTC","Otc",0,0,0.052168,0,0,3,0.0173893333333333,0,0,0,0,0,0,0.513974666666667,0.671998914997257
"OTOA","Otoa",0.049151,0.202402,0.129319,3,3,6,0.126957333333333,0.037666,0.026787,0,4,1,0,4.06352866666667,0.222563632502393
"OTOF","Otof",3.369837,3.218229,4.148895,344,323,808,3.578987,0,0,0,0,0,0,15.6080756666667,0.275708462070069
"OTOG","Otog",0.057509,0.103171,0.033971,3,5,4,0.0648836666666667,0.027598,0.00901,0,5,2,0,60.800761,0.017230915112302
"OTOGL","Otogl",0.055216,0.032435,0.066645,7,4,16,0.051432,0.265415,0.275075,0.27761,18,16,10,22.0770033333333,0.0455618948791878
"OTOL1","Otol1",0.035209,0,0.018814,1,0,1,0.0180076666666667,0,0.03812,0,0,1,0,8.46999433333333,0.107498233983456
"OTOP1","Otop1",0,0.037261,0,0,1,0,0.0124203333333333,0,0,0,0,0,0,0.008127,1.004258722694
"OTOP2","Otop2",1.933369,0.277808,0.480348,7,8,13,0.897175,0,0,0,0,0,0,8.648934,0.19662016550222
"OTOP3","Otop3",0.095354,0,0.016595,3,0,1,0.0373163333333333,0,0,0,0,0,0,0,1.03731633333333
"OTOR","Otor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTOS","Otos",0.293292,0.274017,0.154732,2,1,3,0.240680333333333,0,0,0,0,0,0,0,1.24068033333333
"OTP","Otp",0.077568,0.246834,0.067786,2,7,4,0.130729333333333,0,0,0,0,0,0,0,1.13072933333333
"OTUB1","Otub1",94.440958,97.228569,88.906233,1312,1406,2429,93.5252533333333,37.095244,32.567649,30.120108,966,935,798,0,94.5252533333333
"OTUB2","Otub2",9.578297,10.960681,9.417569,367,240,543,9.98551566666667,0.276651,0.194897,0.09951,20,16,8,0,10.9855156666667
"OTUD1","Otud1",6.599688,7.694338,5.546242,182,224,335,6.61342266666667,13.824912,15.004299,11.145926,606,657,501,0,7.61342266666667
"OTUD3","Otud3",4.295483,3.677179,4.321953,83,72,168,4.098205,1.308956,0.90743,0.679871,178,123,91,0,5.098205
"OTUD4","Otud4",15.153163,14.789572,13.539548,946,830,1783,14.4940943333333,5.07067,3.097915,2.538325,565,413,347,0,15.4940943333333
"OTUD5","Otud5",23.736184,32.480505,32.535854,768,745,1386,29.584181,14.103808,10.83914,10.871181,481,398,377,0,30.584181
"OTUD6A","Otud6a",0,0,0,0,0,0,0,0.060873,0.068299,0.092425,2,2,3,0,1
"OTUD6B","Otud6b",18.357329,17.644661,17.557522,731,685,1308,17.8531706666667,1.735013,1.541162,1.225094,70,67,58,0,18.8531706666667
"OTUD7A","Otud7a",14.621642,15.121232,16.242787,374,388,791,15.3285536666667,0.031815,0.009011,0.013534,5,2,3,0,16.3285536666667
"OTUD7B","Otud7b",10.028394,10.2098,7.893958,768,690,1274,9.377384,1.819802,1.381647,1.245649,338,254,224,0,10.377384
"OTULIN","Otulin",9.220904,9.298297,8.264882,127,128,228,8.92802766666667,6.427779,5.518769,6.356842,228,174,162,0,9.92802766666667
"OTULINL","Otulinl",25.077999,29.876936,22.530727,244,232,417,25.828554,0.401614,0.136462,0.022329,8,4,3,0,26.828554
"OTX1","Otx1",0.946404,1.497633,0.898885,36,56,65,1.11430733333333,0.055613,0,0,2,0,0,0,2.11430733333333
"OTX2","Otx2",0.412729,0.279081,0.487103,11,6,17,0.392971,0,0,0,0,0,0,0,1.392971
"OVCA2","Ovca2",8.651896,8.57022,6.132149,184,206,358,7.784755,16.246276,15.652907,14.3654,307,273,252,0,8.784755
"OVCH2","Ovch2",0,0,0,0,0,0,0,0.108546,0.1135,0.076173,3,3,2,0,1
"OVGP1","Ovgp1",3.535094,2.358429,3.260259,41,33,90,3.05126066666667,1.574017,1.401399,0.676848,49,32,29,0,4.05126066666667
"OVOL1","Ovol1",0.024839,0,0.012901,1,0,1,0.01258,0,0,0,0,0,0,0,1.01258
"OVOL2","Ovol2",2.486399,2.011211,2.427213,44,37,89,2.30827433333333,0,0,0,0,0,0,0,3.30827433333333
"OVOL3","Ovol3",0,0,0.073146,0,0,1,0.024382,0,0,0.101659,0,0,1,5.05865766666667,0.169077385843388
"OXA1L","Oxa1l",21.408946,21.590778,20.111761,315,369,628,21.0371616666667,61.409395,57.077972,50.355981,1914,1697,1487,40.7275076666667,0.528120726565001
"OXCT1","Oxct1",144.631308,164.476283,156.261462,3299,3542,6251,155.123017666667,226.081119,120.319729,146.850422,1420,1105,1078,0,156.123017666667
"OXGR1","Oxgr1",0.038531,0.05926,0.091295,2,3,9,0.0630286666666667,0,0,0,0,0,0,0,1.06302866666667
"OXLD1","Oxld1",2.741612,5.569452,3.135931,22,23,43,3.815665,13.478127,15.111934,13.519927,201,208,178,0,4.815665
"OXNAD1","Oxnad1",13.109697,40.523904,21.048254,133,149,251,24.8939516666667,8.351029,5.082117,4.782368,264,200,181,0,25.8939516666667
"OXR1","Oxr1",135.493361,140.2233,119.242097,3441,3495,5787,131.652919333333,6.761015,6.43467,3.812199,192,170,100,0,132.652919333333
"OXSM","Oxsm",1.995663,2.483803,2.078515,86,82,187,2.18599366666667,13.058439,8.645066,16.116293,108,107,103,0,3.18599366666667
"OXSR1","Oxsr1",13.979335,13.443323,13.215309,646,645,1236,13.545989,5.796149,4.34156,4.54985,541,403,419,0,14.545989
"OXT","Oxt",0.807665,8.494975,1.564949,3,32,12,3.62252966666667,0,0,0,0,0,0,0,4.62252966666667
"OXTR","Oxtr",1.31877,1.023667,1.304166,69,59,138,1.21553433333333,0.370768,0.199453,0.070566,11,17,6,0,2.21553433333333
"P2RX1","P2rx1",0.236956,0.06106,0.135621,7,2,8,0.144545666666667,4.734395,3.212163,2.133788,240,159,110,0,1.14454566666667
"P2RX2","P2rx2",0,0.077614,0,0,2,0,0.0258713333333333,0,0,0,0,0,0,0,1.02587133333333
"P2RX3","P2rx3",0.716892,0.574394,0.904273,14,13,30,0.731853,0.14525,0.088319,0,2,2,0,0,1.731853
"P2RX4","P2rx4",12.609057,10.046579,9.53839,136,128,218,10.731342,1.876145,2.967779,2.289815,74,75,54,0,11.731342
"P2RX6","P2rx6",1.516762,1.864589,1.562041,49,61,99,1.64779733333333,2.461323,5.453602,2.135703,83,69,74,3.62734433333333,0.57220667894969
"P2RX7","P2rx7",3.610054,3.043331,4.67979,94,95,175,3.777725,0.077595,0.082518,0.121619,8,8,13,0,4.777725
"P2RY1","P2ry1",1.305421,1.330759,1.534543,57,54,133,1.390241,0.184934,0.23349,0.139636,20,27,16,0,2.390241
"P2RY10","P2ry10",0.032397,0,0,1,0,0,0.010799,0.01885,0.07709,0.035394,1,5,1,0,1.010799
"P2RY12","P2ry12",19.666377,20.76626,19.767255,430,476,836,20.0666306666667,0,0,0,0,0,0,0,21.0666306666667
"P2RY14","P2ry14",2.458739,1.831952,2.585781,33,32,66,2.29215733333333,0.096988,0.444382,0.182112,4,6,1,0,3.29215733333333
"P2RY2","P2ry2",0.252259,0.435132,0.336098,7,11,8,0.341163,0.766748,0.501499,0.432065,75,34,23,0,1.341163
"P2RY4","P2ry4",0.047761,0.016364,0.050915,3,1,6,0.0383466666666667,0,0,0,0,0,0,0,1.03834666666667
"P2RY6","P2ry6",0.805783,0.644766,0.828271,16,16,40,0.759606666666667,0.982925,0.51682,1.16502,9,11,11,0,1.75960666666667
"P3H1","P3h1",4.592596,7.04303,5.062622,68,54,143,5.56608266666667,14.30744,11.19167,9.945617,244,191,158,48.8089883333333,0.131825256572667
"P3H2","P3h2",1.658098,2.355247,2.269639,34,34,62,2.094328,26.908054,18.384263,17.461374,686,540,441,0,3.094328
"P3H3","P3h3",13.67535,9.170702,8.905568,183,152,313,10.5838733333333,2.777059,2.104835,2.11538,107,81,82,0,11.5838733333333
"P3H4","P3h4",16.596054,26.150113,12.857319,71,75,125,18.5344953333333,16.254878,16.344536,12.801291,449,418,342,0,19.5344953333333
"P4HA1","P4ha1",14.212179,12.304456,14.163076,600,495,1089,13.5599036666667,22.087034,17.120934,18.866458,482,403,410,0,14.5599036666667
"P4HA2","P4ha2",6.264249,4.569098,6.470105,123,99,256,5.76781733333333,15.974162,13.185054,14.113014,534,404,428,0,6.76781733333333
"P4HA3","P4ha3",1.187373,0.835951,1.485063,31,24,60,1.16946233333333,0.398917,0.627288,0.448356,6,8,4,0,2.16946233333333
"P4HB","P4hb",57.103276,53.075782,59.822487,1063,1141,2060,56.6671816666667,359.503749,251.680861,253.915939,4422,3641,3377,18.1220633333333,3.01574054334095
"P4HTM","P4htm",88.833761,78.535071,86.076834,470,535,977,84.4818886666667,14.684661,12.45615,12.453187,456,335,273,0,85.4818886666667
"PA2G4","Pa2g4",19.359571,20.565412,18.174997,628,634,1126,19.36666,96.746412,86.858033,89.351706,1422,1240,1169,0,20.36666
"PABPC1","Pabpc1",84.36479,82.887954,91.846799,1445,1481,2763,86.3665143333333,359.127564,316.28335,260.359067,3072,2705,2249,4.82989,14.9859627425789
"PABPN1L","Pabpn1l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PACC1","Pacc1",2.552326,3.018636,2.627113,76,88,149,2.73269166666667,2.577687,3.362248,1.4636,32,41,36,0,3.73269166666667
"PACRG","Pacrg",9.799177,13.844905,10.577058,91,97,153,11.4070466666667,6.468179,5.283423,6.057712,20,22,16,0,12.4070466666667
"PACRGL","Pacrgl",7.084057,8.2279,8.145094,93,94,197,7.819017,6.302139,2.57758,3.009351,76,53,48,11.2125576666667,0.722126948400899
"PACS1","Pacs1",16.052717,23.393721,17.063063,796,979,1606,18.8365003333333,65.086133,38.936687,39.683362,3054,2361,2075,0,19.8365003333333
"PACS2","Pacs2",24.017283,22.329616,21.646827,1486,1500,2761,22.6645753333333,13.311797,10.636932,7.547134,999,681,519,0,23.6645753333333
"PACSIN1","Pacsin1",104.379275,96.938332,98.738418,4201,4094,7576,100.018675,1.100184,0.780397,0.717768,90,71,65,0,101.018675
"PACSIN2","Pacsin2",34.596729,34.217071,29.677199,668,623,1071,32.830333,11.649714,8.963743,9.716244,741,600,562,0,33.830333
"PACSIN3","Pacsin3",20.846822,18.415308,19.980135,231,211,390,19.7474216666667,24.273529,21.472466,19.571153,478,367,367,0,20.7474216666667
"PADI1","Padi1",0.038474,0.039048,0.03012,2,2,3,0.0358806666666667,0.127808,0.135835,0.208298,6,11,3,0,1.03588066666667
"PADI2","Padi2",11.411866,12.258656,9.438601,285,315,560,11.0363743333333,0.310682,0.224813,0.232188,29,20,21,0,12.0363743333333
"PADI3","Padi3",0,0.024216,0.014121,0,1,1,0.012779,0.02877,0,0,2,0,0,0,1.012779
"PADI4","Padi4",0.065232,0.033061,0.033995,2,1,2,0.044096,0.073753,0,0,1,0,0,0,1.044096
"PADI6","Padi6",0.498663,2.978446,1.7274,11,3,12,1.73483633333333,0,0,0,0,0,0,25.424348,0.103496833047057
"PAF1","Paf1",52.786387,42.34387,52.487011,429,404,860,49.205756,109.212657,105.182457,69.724914,757,627,527,0,50.205756
"PAFAH1B1","Pafah1b1",112.294611,135.808367,116.639843,7637,7948,13528,121.580940333333,44.497263,29.669349,29.579748,1938,1667,1431,0,122.580940333333
"PAFAH1B2","Pafah1b2",44.704174,55.468246,52.14924,2330,2372,3933,50.7738866666667,15.773975,9.234069,7.046506,636,633,508,0,51.7738866666667
"PAFAH1B3","Pafah1b3",11.410494,8.665344,6.825061,61,56,87,8.96696633333333,9.842513,12.298641,7.14348,119,120,79,0,9.96696633333333
"PAFAH2","Pafah2",3.323881,2.267314,1.700142,80,52,94,2.43044566666667,81.640663,55.462211,24.098704,715,612,498,0,3.43044566666667
"PAG1","Pag1",3.673927,3.532895,3.604648,431,407,812,3.60382333333333,6.246278,3.180567,1.258046,391,259,254,34.9410853333333,0.128093609044787
"PAGR1","Pagr1a",28.365521,82.257913,104.848909,348,278,758,71.8241143333333,1.98807,2.626808,2.005405,173,215,164,32.795084,2.15487300855158
"PAH","Pah",0.350476,0,0.092555,4,0,2,0.147677,0.023424,0,0,1,0,0,2.219377,0.356490401714369
"PAICS","Paics",52.877847,73.521788,52.52971,951,1019,1710,59.643115,20.506458,16.635902,12.327794,994,964,699,0,60.643115
"PAIP1","Paip1",59.065107,66.933411,59.070799,813,734,1338,61.6897723333333,75.08482,88.391588,56.609975,1486,1520,1060,0,62.6897723333333
"PAIP2","Paip2",80.302324,83.787166,85.396443,1083,1049,2036,83.1619776666667,129.093594,108.717211,113.098393,1092,1228,944,0,84.1619776666667
"PAIP2B","Paip2b",25.688736,25.793409,24.363892,878,958,1548,25.2820123333333,3.289215,2.655758,2.539822,428,347,326,0,26.2820123333333
"PAK1","Pak1",157.866095,151.338082,141.329497,4733,4915,8088,150.177891333333,7.103637,6.116922,2.424494,161,108,101,6.38831866666667,20.4617448372106
"PAK1IP1","Pak1ip1",18.153989,20.997845,25.428553,315,329,636,21.5267956666667,3.068546,3.724176,2.359716,75,94,59,41.820909,0.526070001612219
"PAK2","Pak2",8.701325,7.806691,8.202386,628,603,1187,8.23680066666667,14.889164,5.117211,5.570122,705,559,457,0,9.23680066666667
"PAK3","Pak3",18.108888,22.96172,16.398,1684,1779,2837,19.1562026666667,0.024365,0.04334,0.043987,4,6,3,0,20.1562026666667
"PAK4","Pak4",1.362305,1.846562,1.606596,46,68,113,1.60515433333333,15.219787,14.630199,8.396631,474,453,350,0,2.60515433333333
"PAK6","Pak6",37.349884,28.253566,30.796634,741,743,1468,32.1333613333333,1.276276,0.498849,0.556335,64,42,45,0,33.1333613333333
"PALB2","Palb2",0.421396,0.482852,0.646378,12,12,21,0.516875333333333,2.915495,1.880609,2.659527,88,63,55,0,1.51687533333333
"PALD1","Pald1",2.16932,3.56905,2.719945,126,144,228,2.81943833333333,0.484157,0.325872,0.325277,51,32,32,0,3.81943833333333
"PALLD","Palld",1.521009,0.900005,1.446598,53,50,120,1.289204,189.935072,92.795432,75.011112,8198,5817,4556,0,2.289204
"PALM","Palm",120.570123,110.054474,116.287374,1577,1840,3480,115.637323666667,22.965152,16.991446,14.109267,694,581,487,5.70974766666667,17.3832652822563
"PALM3","Palm3",0.934797,0.951448,0.495401,18,15,31,0.793882,0.191152,0.13033,0.021736,10,6,1,0,1.793882
"PALMD","Palmd",11.637917,9.636753,9.255618,204,141,323,10.1767626666667,0.506023,0.615264,0.449696,20,21,16,0,11.1767626666667
"PAM","Pam",120.423062,110.883473,118.666921,2215,2127,4000,116.657818666667,749.578322,567.771454,573.558723,17029,13183,11719,0,117.657818666667
"PAM16","Pam16",38.846276,63.85673,35.296204,80,147,144,45.9997366666667,37.546978,37.035422,34.70706,184,142,135,0,46.9997366666667
"PAMR1","Pamr1",8.97694,10.166101,10.129221,235,288,509,9.75742066666667,0.0197,0.020765,0.10241,1,1,3,0,10.7574206666667
"PAN2","Pan2",3.502906,3.463011,3.70218,223,214,451,3.55603233333333,44.122603,27.836327,22.910893,726,524,425,46.036946,0.0968607173886955
"PAN3","Pan3",35.150238,32.820914,38.799991,475,399,849,35.590381,1.742238,1.408757,0.826178,150,139,80,0,36.590381
"PANK1","Pank1",5.022553,4.167419,4.611162,323,287,597,4.600378,2.303131,2.932737,3.271055,123,103,132,0,5.600378
"PANK3","Pank3",9.921795,11.40259,9.529902,1017,1124,1836,10.2847623333333,12.895092,21.782774,3.348142,597,509,421,3.75935866666667,2.37106785255941
"PANK4","Pank4",12.432434,9.247244,11.537796,313,250,571,11.0724913333333,14.11627,10.550124,11.149856,416,302,292,14.5093773333333,0.778399485283441
"PANX1","Panx1",11.798732,11.123789,12.3757,179,183,293,11.7660736666667,3.030714,1.530961,2.036694,179,86,115,1.670826,4.77982229717199
"PANX2","Panx2",34.635607,44.970475,44.494352,597,779,1412,41.3668113333333,0.415422,0.566184,0.30876,28,31,18,18.4434616666667,2.17897471446485
"PANX3","Panx3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PAOX","Paox",1.044683,2.493618,1.934574,50,89,148,1.82429166666667,1.123238,0.496183,1.337957,32,15,17,0,2.82429166666667
"PAPLN","Papln",1.298854,0.796497,1.035123,72,45,114,1.04349133333333,0.234245,0.16402,0.248837,16,11,16,18.6647783333333,0.103916316710749
"PAPOLA","Papola",101.525114,106.388267,105.636489,1242,1074,2299,104.516623333333,44.784848,41.469648,30.108386,1051,1082,784,3.70999366666667,22.40271023719
"PAPOLB","Papolb",0.067724,0.086598,0.088618,4,5,10,0.08098,0.012346,0,0,1,0,0,0,1.08098
"PAPOLG","Papolg",5.104331,5.263734,5.357972,250,252,483,5.24201233333333,2.001493,1.293763,0.903156,114,94,66,0,6.24201233333333
"PAPPA","Pappa",0.057825,0.105454,0.04048,9,16,12,0.0679196666666667,1.614905,0.799553,0.628563,333,177,138,3.00748666666667,0.266481152775721
"PAPSS1","Papss1",20.995978,22.271361,20.282803,684,703,1217,21.1833806666667,8.31952,8.458557,7.587987,186,150,108,0,22.1833806666667
"PAPSS2","Papss2",3.448791,3.483144,3.655733,160,155,340,3.52922266666667,1.319034,1.367039,0.602755,69,48,46,4.836459,0.776022356477903
"PAQR3","Paqr3",5.519713,9.433766,6.671423,112,142,251,7.20830066666667,3.304307,2.432142,1.368266,109,114,75,0,8.20830066666667
"PAQR4","Paqr4",23.34291,23.7587,22.70131,451,509,1004,23.26764,3.980957,4.403749,3.323661,201,184,149,8.94455666666667,2.44029380227106
"PAQR5","Paqr5",2.993464,1.672551,2.462764,71,46,132,2.37625966666667,0.052687,0.040303,0.02246,5,4,2,0,3.37625966666667
"PAQR6","Paqr6",2.72292,2.620746,3.301451,39,45,79,2.88170566666667,8.174186,7.856781,5.806717,286,268,211,21.7273993333333,0.170794097896345
"PAQR7","Paqr7",16.287781,20.506609,17.373897,626,698,1184,18.0560956666667,1.50235,1.541274,1.244748,91,86,68,0,19.0560956666667
"PAQR8","Paqr8",30.317619,23.131734,25.17225,2147,1623,3422,26.207201,2.417011,1.689883,1.811191,229,162,172,0,27.207201
"PAQR9","Paqr9",8.052249,8.551166,7.585951,930,979,1704,8.063122,0.11387,0.049336,0.094764,20,9,17,0,9.063122
"PARD3","Pard3",23.189721,15.760986,21.253787,261,276,528,20.0681646666667,13.427368,9.155494,10.098518,669,496,433,0,21.0681646666667
"PARD3B","Pard3b",0.395121,0.822051,0.440558,43,52,92,0.552576666666667,0.814318,0.310347,0.384207,60,50,37,0,1.55257666666667
"PARD6A","Pard6a",12.747289,9.986593,11.165325,146,145,262,11.2997356666667,0.43362,0.42694,0.569056,11,9,13,41.69281,0.288098526816733
"PARD6B","Pard6b",1.058635,1.358179,1.198722,47,60,104,1.20517866666667,0.885937,1.092052,1.012128,69,59,34,1.20911466666667,0.998218290766256
"PARD6G","Pard6g",1.815771,1.671024,1.568254,78,70,128,1.68501633333333,2.20101,1.413296,1.092675,85,43,28,0,2.68501633333333
"PARG","Parg",22.641243,29.516393,22.193714,415,443,745,24.7837833333333,6.508932,4.083764,4.177836,327,254,194,0,25.7837833333333
"PARK7","Park7",80.059341,85.702494,79.214034,613,656,1167,81.658623,168.471052,159.368708,128.268105,1651,1482,1176,0,82.658623
"PARL","Parl",27.385271,41.743492,41.907968,159,194,345,37.0122436666667,24.443668,26.976649,19.108274,298,280,214,0,38.0122436666667
"PARM1","Parm1",9.28311,10.50685,9.082718,661,736,1240,9.624226,5.624425,4.972889,4.350178,589,486,414,0,10.624226
"PARN","Parn",6.501762,7.528292,7.764179,212,280,437,7.26474433333333,20.295921,15.146465,13.882548,517,437,338,0,8.26474433333333
