"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"PARP1","Parp1",22.471715,16.959194,25.947551,775,762,1415,21.79282,89.226108,81.812427,69.362586,3279,2194,1988,11.4865903333333,1.82538382308851
"PARP10","Parp10",1.378212,1.590835,1.56152,35,39,69,1.510189,1.412247,1.485038,1.776392,62,50,55,0,2.510189
"PARP11","Parp11",11.613676,9.333849,5.858241,204,202,327,8.93525533333333,1.013711,0.894141,0.357222,64,71,30,6.13272266666667,1.39291204742387
"PARP12","Parp12",2.758214,2.97556,2.826848,86,98,171,2.85354066666667,16.897959,12.058388,9.980875,360,289,271,0,3.85354066666667
"PARP14","Parp14",0.794097,0.556309,0.837426,81,58,108,0.729277333333333,1.452228,1.170882,0.869956,149,130,98,0,1.72927733333333
"PARP16","Parp16",0.611828,0.963167,0.725131,17,30,46,0.766708666666667,2.260065,1.917281,1.777034,103,98,89,0,1.76670866666667
"PARP2","Parp2",53.654022,62.385136,52.050513,162,144,293,56.0298903333333,23.393517,21.139834,18.486648,481,414,336,17.677891,3.05333671415757
"PARP3","Parp3",2.426413,1.339183,1.646753,36,27,68,1.80411633333333,6.445219,4.385622,2.699038,138,139,109,5.012478,0.466382801456127
"PARP4","Parp4",2.773901,2.541009,1.247651,89,97,166,2.18752033333333,5.417401,3.302753,3.069665,598,381,350,0,3.18752033333333
"PARP6","Parp6",54.976257,59.581419,61.302457,1238,1285,2329,58.6200443333333,36.704569,26.759686,17.074599,453,361,278,0,59.6200443333333
"PARP8","Parp8",4.665475,3.934077,4.028761,171,157,310,4.20943766666667,4.798566,4.869258,3.563776,157,125,77,0,5.20943766666667
"PARP9","Parp9",2.408303,1.003058,1.16534,45,35,82,1.525567,2.361586,1.877188,1.662191,143,99,79,0,2.525567
"PARPBP","Parpbp",0.452569,0.526253,0.118874,5,11,7,0.365898666666667,1.448696,1.278204,1.340651,39,36,32,0,1.36589866666667
"PARS2","Pars2",2.899584,2.632886,2.372939,51,84,129,2.63513633333333,1.471966,0.952334,1.114181,73,45,52,0,3.63513633333333
"PARVA","Parva",28.293912,15.764001,15.806261,816,827,1437,19.9547246666667,81.378681,64.7355,61.370696,1037,843,748,1.20911466666667,9.48557582041916
"PARVB","Parvb",14.233473,6.871985,12.503947,240,243,461,11.203135,18.713808,14.285677,12.963996,556,414,407,1.89699666666667,4.21234002110231
"PARVG","Parvg",1.38774,2.087537,3.355301,43,47,105,2.27685933333333,0,0,0,0,0,0,5.60766533333333,0.495917872353907
"PASK","Pask",2.864705,2.350737,1.552635,46,35,125,2.25602566666667,12.166901,8.496428,1.337136,101,71,47,0,3.25602566666667
"PATE2","Pate2",0.205733,0.034459,0.087503,3,1,4,0.109231666666667,0,0,0,0,0,0,0,1.10923166666667
"PATE3","Pate3",0,0,0,0,0,0,0,0,0,0,0,0,0,1.89699666666667,0.345185070975804
"PATE4","Pate4",0,0,0,0,0,0,0,0.025444,0.025736,0.052197,1,1,2,0,1
"PATJ","Patj",2.650068,3.874338,3.210145,105,126,240,3.24485033333333,9.445157,5.084462,4.86025,342,206,163,0,4.24485033333333
"PATL1","Patl1",4.997794,4.702333,4.787155,284,258,520,4.829094,6.086238,4.369001,3.995081,439,370,333,0,5.829094
"PATL2","Patl2",0,0.031174,0,0,1,0,0.0103913333333333,0.188203,0.246407,0.077742,3,3,3,0,1.01039133333333
"PAWR","Pawr",1.599493,0.698284,1.49529,24,12,51,1.26435566666667,17.20627,13.770096,6.980362,309,288,212,0,2.26435566666667
"PAX1","Pax1",0.063848,0.061009,0.060248,2,1,2,0.0617016666666667,0.016189,0,0.017618,1,0,1,0,1.06170166666667
"PAX2","Pax2",0.051684,0.074849,0.050202,2,3,4,0.0589116666666667,0,0,0,0,0,0,0,1.05891166666667
"PAX3","Pax3",0.046181,0.023015,0.023658,2,1,2,0.0309513333333333,0.025169,0,0,1,0,0,42.710618,0.0235858329281305
"PAX4","Pax4",0,0,0.096519,0,0,2,0.032173,0,0,0,0,0,0,40.277346,0.0250057985801703
"PAX5","Pax5",0.034528,0.035318,0.092438,4,4,3,0.0540946666666667,0,0,0,0,0,0,0,1.05409466666667
"PAX6","Pax6",4.607586,4.802649,3.478499,87,76,173,4.29624466666667,0.348223,0.024678,0.546335,2,1,3,0,5.29624466666667
"PAX7","Pax7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PAX8","Pax8",0,0.022036,0.058178,0,1,3,0.026738,0,0.01785,0,0,1,0,0,1.026738
"PAX9","Pax9",0,0,0.023235,0,0,3,0.007745,0,0.065217,0,0,5,0,0,1.007745
"PAXBP1","Paxbp1",42.197343,49.254206,60.587251,580,446,1111,50.6796,13.673573,7.293674,5.997373,261,229,142,0,51.6796
"PAXIP1","Paxip1",14.916701,18.297537,18.085541,414,416,788,17.0999263333333,1.580296,1.301365,0.92493,117,100,63,0,18.0999263333333
"PAXX","Paxx",26.888146,27.191358,28.07874,167,179,357,27.3860813333333,11.387106,11.400635,9.892748,136,130,110,0.145289,24.7850816111334
"PBDC1","Pbdc1",4.063138,4.950459,5.309896,129,129,263,4.77449766666667,8.677789,8.561142,7.72382,173,164,153,0.416039,4.07792275966034
"PBK","Pbk",0.367538,0.67826,0.694365,8,11,17,0.580054333333333,9.941468,11.458775,9.333004,189,280,198,1.517786,0.627557041517164
"PBLD","Pbld1",0.338424,0,0.253742,4,0,9,0.197388666666667,5.1062,6.801432,5.654289,157,132,109,0.130420333333333,1.05924197518268
"PBRM1","Pbrm1",10.239642,11.081303,10.853073,752,774,1404,10.7246726666667,4.77813,2.995288,2.661793,547,354,338,24.2098693333333,0.465082643294938
"PBX1","Pbx1",26.471301,38.049278,33.048866,1962,2044,3778,32.5231483333333,13.941544,11.831634,9.408792,1202,909,805,0.790687333333333,18.7208273098859
"PBX2","Pbx2",16.23344,26.723512,20.280881,347,471,847,21.0792776666667,20.955763,16.422376,16.163126,1114,973,919,0.035114,21.3302860039248
"PBX3","Pbx3",10.327555,12.226436,8.422548,234,310,454,10.325513,13.674428,6.527099,5.796443,324,270,232,0,11.325513
"PBX4","Pbx4",7.648853,9.839359,10.778308,46,52,103,9.42217333333333,0.106634,0.085927,0.113335,3,2,3,0.0528636666666667,9.89888212813878
"PBXIP1","Pbxip1",10.887164,10.175518,11.626722,565,508,1083,10.896468,27.39895,23.415918,21.374318,1816,1527,1390,0.134944333333333,10.4819836978789
"PCARE","Pcare",0.084967,0.028719,0.051636,6,2,7,0.0551073333333333,0.129732,0.018938,0.019141,6,3,3,0.507516666666667,0.699897624127981
"PCBD1","Pcbd1",3.586398,4.941141,6.887849,23,39,73,5.13846266666667,92.280323,98.420046,92.48196,1063,1110,932,0.573395333333333,3.90141151217346
"PCBD2","Pcbd2",6.403586,6.05568,5.336768,28,26,45,5.93201133333333,7.623662,8.011069,6.412889,246,249,243,0,6.93201133333333
"PCBP1","Pcbp1",45.164319,47.893702,46.520722,887,984,1921,46.5262476666667,72.168788,67.100107,64.802829,2388,2128,2054,0,47.5262476666667
"PCBP2","Pcbp2",240.70179,257.751301,239.809199,1869,1856,3145,246.08743,244.026372,223.022459,175.364738,5293,4943,4023,16.4013166666667,14.1993525394151
"PCBP3","Pcbp3",37.571994,46.130303,39.78882,381,403,760,41.1637056666667,1.880473,1.175248,1.507179,23,19,12,0.100212666666667,38.3232323568958
"PCBP4","Pcbp4",536.546945,404.811659,500.883005,769,863,1730,480.747203,24.801488,19.060412,17.688772,942,732,697,0.144384666666667,420.966146289971
"PCCA","Pcca",53.098214,70.847805,64.88198,252,272,500,62.9426663333333,29.937127,22.256187,19.669907,376,273,257,0.020628,62.6503156226689
"PCCB","Pccb",18.642325,17.153208,17.278138,431,502,780,17.6912236666667,71.352048,43.992501,45.32479,1239,939,802,0.0474856666666667,17.8438944431061
"PCDH12","Pcdh12",0.039221,0.100438,0.071573,2,5,7,0.0704106666666667,0.291531,0.138594,0.082272,13,17,10,0.034565,1.03464805659061
"PCDH15","Pcdh15",4.457333,2.609489,4.593268,315,237,582,3.88669666666667,0.123912,0,0.015124,4,0,1,0.426850666666667,3.42481296804711
"PCDH18","Pcdh18",0.911945,2.134373,1.420103,63,93,130,1.488807,0.159661,0.446547,0.159431,9,7,6,0,2.488807
"PCDH19","Pcdh19",9.185039,12.517525,7.517625,459,447,834,9.740063,0.012336,0,0.030976,2,0,5,0,10.740063
"PCDH20","Pcdh20",3.853945,4.03988,2.991231,269,266,409,3.628352,2.116619,1.281594,0.884919,188,117,80,0.0295763333333333,4.49539470766131
"PCDH8","Pcdh8",7.099669,5.470064,4.788962,249,220,472,5.78623166666667,0.085091,0,0.364223,3,0,2,0.038722,6.53325111691739
"PCDHA10","Pcdha9",1.743573,1.611591,1.32572,132,120,192,1.56029466666667,0.101028,0.141184,0.074748,18,23,11,0,2.56029466666667
"PCDHA12","Pcdha10",0.774699,1.039893,1.46711,59,77,213,1.09390066666667,0.579026,0.080736,0.168938,64,9,15,6.44973833333333,0.281070364216372
"PCDHA4","Pcdha4",2.147259,2.678397,1.855109,141,180,236,2.22692166666667,0.590587,0.276041,0.214915,66,35,19,0.211472,2.66363701898737
"PCDHA7","Pcdha7",1.154798,1.092633,0.895717,87,81,130,1.047716,0.036082,0.021879,0.019448,4,2,2,4.99863566666667,0.341363622294781
"PCDHGA4","Pcdhga4",4.044391,4.238726,4.488479,222,212,395,4.25719866666667,0,0,0.018574,0,0,2,0.314436333333333,3.99958410563311
"PCED1A","Pced1a",5.065134,5.164138,4.936796,180,175,328,5.055356,10.261948,9.668202,8.246051,205,163,153,0,6.055356
"PCED1B","Pced1b",1.402196,3.545572,3.306054,34,46,68,2.751274,0.087051,0.054721,0.055338,1,2,2,0,3.751274
"PCGF1","Pcgf1",12.952916,10.054211,8.587573,81,70,122,10.5315666666667,29.115142,16.350718,6.842859,68,52,40,0,11.5315666666667
"PCGF2","Pcgf2",9.312066,8.301648,10.892453,168,172,357,9.50205566666667,16.784622,18.44816,15.722997,354,352,297,0.015354,10.3432454756338
"PCGF5","Pcgf5",10.085922,10.981784,10.017391,419,384,684,10.361699,54.915415,52.671465,47.823552,1516,1395,1232,0,11.361699
"PCGF6","Pcgf6",6.542773,4.279307,6.092811,191,124,350,5.638297,3.796471,3.007037,3.019327,124,110,87,0,6.638297
"PCID2","Pcid2",25.192072,26.649096,19.989757,244,269,497,23.9436416666667,22.290984,20.971512,16.679299,541,468,352,0.209495666666667,20.6231757203485
"PCIF1","Pcif1",8.875678,16.74085,14.099176,496,593,1015,13.238568,7.875465,6.808156,6.908643,317,235,211,0.522613333333333,9.35140109986339
"PCK1","Pck1",0.055501,0.028402,0.02921,2,1,2,0.0377043333333333,0,0,0.00348,0,0,0,5.23615733333333,0.166401243244237
"PCK2","Pck2",9.266703,8.822536,10.044521,186,155,349,9.37792,1.375418,1.59179,1.059835,35,38,30,0.0398263333333333,9.98043583559947
"PCLAF","Pclaf",0.463549,1.267067,0.679583,14,23,23,0.803399666666667,5.843733,7.579725,6.392093,56,81,76,2.28969366666667,0.548196838185845
"PCLO","Pclo",25.313432,24.099603,24.824459,4101,3985,7892,24.7458313333333,0.366059,0.206627,0.120449,31,17,12,0,25.7458313333333
"PCM1","Pcm1",15.482201,15.14844,14.538732,1428,1396,2419,15.0564576666667,78.34267,64.017352,48.185987,1585,1189,750,2.66899,4.37626095101558
"PCMT1","Pcmt1",54.334292,68.050904,60.223668,1340,1632,2689,60.8696213333333,27.968156,42.774875,25.351211,736,741,582,0.0353786666666667,59.7555496604141
"PCMTD1","Pcmtd1",42.220606,35.562856,35.833026,2027,1875,3346,37.8721626666667,8.549504,6.170925,5.52072,374,353,332,0.0207233333333333,38.082956857392
"PCMTD2","Pcmtd2",34.72623,40.732733,42.246985,1009,992,1769,39.235316,19.969991,9.528076,10.625261,439,285,320,0.066034,37.7429950639473
"PCNA","Pcna",26.308925,26.770456,25.109415,349,352,699,26.062932,24.263076,23.588528,19.667013,525,519,428,0.0843043333333333,24.9587972380448
"PCNP","Pcnp",75.037269,79.195649,68.217118,1530,1476,2588,74.150012,52.280196,29.110386,25.44753,515,511,435,5.012121,12.4997504208581
"PCNT","Pcnt",6.567369,8.056238,7.281196,360,364,641,7.301601,7.071401,6.136844,2.704089,403,238,197,1.15145433333333,3.85859967900783
"PCNX2","Pcnx2",11.884757,14.235718,13.258751,969,1189,2134,13.1264086666667,2.711158,2.247105,3.711868,53,35,39,0.228887333333333,11.4952838095817
"PCNX3","Pcnx3",22.69708,19.582264,24.418511,551,623,1256,22.2326183333333,12.783717,8.403388,7.10663,362,314,222,7.16898666666667,2.84400247929568
"PCNX4","Pcnx4",7.188885,7.721068,7.31621,430,450,830,7.408721,27.431236,13.157432,10.776375,516,402,319,0.213180666666667,6.93113666499796
"PCOLCE","Pcolce",3.213393,5.320565,4.328511,46,55,129,4.28748966666667,11.742657,9.295747,7.917788,102,80,73,3.46069533333333,1.18535099834211
"PCOLCE2","Pcolce2",2.88785,1.472161,2.851614,60,36,87,2.403875,1.106537,0.283767,0.922467,12,3,14,0.0973993333333333,3.10176514292275
"PCP2","Pcp2",0,0,0.051895,0,0,2,0.0172983333333333,2.312806,1.76919,3.968258,19,11,22,0,1.01729833333333
"PCP4","Pcp4",399.687728,488.693876,392.529249,2320,2784,4351,426.970284333333,0.624964,0.898919,1.076633,4,6,8,1.61966833333333,163.368117592494
"PCP4L1","Pcp4l1",69.130922,83.277139,75.248839,1336,1605,2844,75.8856333333333,0,0.039222,0,0,1,0,0,76.8856333333333
"PCSK1","Pcsk1",14.039365,7.211502,10.073488,710,473,1148,10.4414516666667,0.137191,0.045414,0,2,3,0,3.54486866666667,2.51744384839577
"PCSK1N","Pcsk1n",23.579743,53.729142,72.298976,536,1337,3703,49.869287,2.002014,1.557138,1.67538,29,19,24,5.21507933333333,8.1848170026041
"PCSK2","Pcsk2",65.864839,77.343586,69.637002,4381,4987,8740,70.9484756666667,0.017267,0.039241,0,1,2,0,3.56102,15.7746459490786
"PCSK4","Pcsk4",0.754409,2.153479,2.194061,16,32,85,1.70064966666667,2.933545,0.82038,0.325352,44,22,15,0,2.70064966666667
"PCSK5","Pcsk5",1.538308,1.190156,1.252597,113,91,190,1.32702033333333,0.402501,0.426061,0.436278,14,23,14,0.070586,2.17359495952061
"PCSK7","Pcsk7",19.872222,20.561474,21.986758,231,222,445,20.806818,26.03712,21.878826,16.167081,1121,910,677,0.167130333333333,18.6841326775559
"PCSK9","Pcsk9",1.042337,1.609271,1.07336,48,76,100,1.241656,0,0.014871,0,0,1,0,0.0100736666666667,2.21929951643791
"PCTP","Pctp",0.569605,0.553998,0.582905,21,20,41,0.568836,6.63374,5.930075,5.657563,167,156,139,1.091896,0.749958888969624
"PCYOX1","Pcyox1",36.41654,48.729116,38.241403,1174,1466,2373,41.1290196666667,11.217977,6.215773,4.405209,827,678,453,1.30803766666667,18.2531768329026
"PCYOX1L","Pcyox1l",5.668171,7.037226,6.208174,135,168,281,6.30452366666667,4.913337,3.543901,3.230909,259,190,165,3.17358633333333,1.75017912252764
"PCYT1A","Pcyt1a",7.296431,8.331094,7.641116,436,487,858,7.75621366666667,26.162506,15.680779,18.383414,1318,1073,963,0.00655266666666667,8.69921063908562
"PCYT1B","Pcyt1b",19.9917,25.773877,15.276022,554,602,990,20.3471996666667,1.372709,0.598348,0.614529,89,64,48,0.0218196666666667,20.8913572159993
"PCYT2","Pcyt2",39.575243,33.031305,34.744725,553,498,1005,35.7837576666667,18.871812,16.814426,14.246038,651,547,504,0.0829923333333333,33.9649289607159
"PDAP1","Pdap1",50.219578,48.073093,45.188239,734,697,1263,47.82697,151.427611,117.369124,168.728798,1136,929,981,0,48.82697
"PDC","Pdc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PDCD1","Pdcd1",0,0,0,0,0,0,0,0.104641,0.378741,0.11346,2,1,3,5.562989,0.152369598669143
"PDCD10","Pdcd10",35.536276,38.335539,35.636363,427,377,657,36.502726,36.170214,28.354738,19.90196,240,242,201,2.96542233333333,9.45743551317401
"PDCD11","Pdcd11",3.751764,3.452543,3.495642,315,284,556,3.56664966666667,5.62082,6.605449,6.131524,513,334,278,18.334887,0.236187036762442
"PDCD1LG2","Pdcd1lg2",0,0.097325,0,0,2,0,0.0324416666666667,0.10832,0.021433,0,5,1,0,38.868904,0.0258959129317091
"PDCD2","Pdcd2",17.840716,25.691051,25.861212,61,87,169,23.130993,19.248304,16.815875,12.657251,366,330,243,11.377681,1.94955686772021
"PDCD2L","Pdcd2l",10.211601,11.417376,13.193852,76,69,163,11.6076096666667,6.374445,6.594286,7.549972,38,37,41,7.44145533333333,1.49353508000951
"PDCD4","Pdcd4",24.895479,27.710617,28.247335,677,727,1393,26.9511436666667,17.311071,12.983133,12.365514,212,239,190,11.0577903333333,2.31809833261047
"PDCD5","Pdcd5",20.608861,18.913126,22.561781,78,68,160,20.6945893333333,215.820833,257.535135,251.366545,483,575,468,14.0366626666667,1.44277954585135
"PDCD6","Pdcd6",37.927578,34.914508,35.203311,428,436,797,36.0151323333333,39.0042,34.849468,25.338017,504,404,324,0.469743666666667,25.1847537586486
"PDCD6IP","Pdcd6ip",29.789267,27.20666,24.94643,907,854,1656,27.314119,54.40055,47.096033,34.57249,1137,943,688,0,28.314119
"PDCD7","Pdcd7",6.644742,7.971371,6.902523,161,173,313,7.17287866666667,17.948435,10.526204,12.899578,257,210,183,21.4473336666667,0.364091289773228
"PDCL","Pdcl",8.272972,10.57799,9.672756,265,271,447,9.507906,3.638782,2.328377,2.0561,73,59,63,0,10.507906
"PDCL2","Pdcl2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.018362,0.981969083685369
"PDCL3","Pdcl3",23.418482,21.921376,21.111413,206,181,347,22.1504236666667,10.62837,8.520327,6.890744,183,141,112,42.9441473333333,0.526814719854768
"PDE10A","Pde10a",43.914333,59.335568,59.043034,4382,5320,9321,54.097645,2.287063,2.027374,1.416604,304,271,159,9.28426766666667,5.35746897939873
"PDE11A","Pde11a",1.161345,1.372538,1.245994,43,48,79,1.259959,0.082206,0.084561,0.14562,15,7,10,0.076166,2.1000096639366
"PDE12","Pde12",1.919895,2.128359,1.786559,208,225,370,1.94493766666667,2.347772,1.299572,1.029518,179,129,115,1.184167,1.3483115836228
"PDE1A","Pde1a",35.012485,44.314265,36.918807,1882,2248,3707,38.748519,0.026044,0,0,2,0,0,11.765281,3.1137989833518
"PDE1B","Pde1b",102.763689,117.301956,104.022912,3853,4476,7695,108.029519,0.362834,0.052652,0.249686,8,3,4,2.61446866666667,30.1647431628033
"PDE1C","Pde1c",2.370853,2.199021,2.610179,240,201,429,2.393351,4.586248,2.996635,2.304209,355,264,198,44.166056,0.0751305582227503
"PDE2A","Pde2a",0,5e-06,0.004044,0,0,0,0.00134966666666667,0.376856,0.178072,0.434535,8,7,8,0.0589053333333333,0.945646069714762
"PDE3A","Pde3a",0.585554,0.559217,0.572097,101,94,189,0.572289333333333,0.051591,0.057397,0.008822,11,13,2,0.044506,1.50529468795137
"PDE3B","Pde3b",2.910019,2.635394,2.580841,185,162,295,2.70875133333333,0.668032,0.577909,0.287197,74,51,32,0,3.70875133333333
"PDE4A","Pde4a",22.964456,22.420921,21.698233,1213,1150,2252,22.3612033333333,0.282143,0.095728,0.152848,7,7,8,6.75017966666667,3.01427893779151
"PDE4C","Pde4c",0.773174,1.032292,1.003276,33,24,80,0.936247333333333,0.406757,0.354779,0.464469,16,14,13,0.0165676666666667,1.90469104696425
"PDE4D","Pde4d",10.929621,13.004978,11.8189,467,557,939,11.917833,2.135138,1.476956,0.477615,97,86,65,0,12.917833
"PDE4DIP","Pde4dip",52.604966,50.194791,58.680801,2699,2669,4987,53.8268526666667,926.862594,644.89337,558.040838,11841,7814,6168,0.625229333333333,33.7348407035069
"PDE5A","Pde5a",2.480966,5.842195,4.720241,155,155,302,4.34780066666667,1.233498,2.104842,2.837463,36,46,34,0,5.34780066666667
"PDE6A","Pde6a",0.015409,0.075008,0.109938,1,3,7,0.066785,0.174693,0.196951,0.061862,17,19,5,0,1.066785
"PDE6B","Pde6b",0.026288,0.070365,0.049876,1,1,2,0.048843,7.405771,10.788218,8.460023,147,129,107,0.368333666666667,0.766511140922986
"PDE6C","Pde6c",0.028982,0.05901,0.015149,1,2,1,0.0343803333333333,0.029879,0.199612,0.074854,2,3,5,17.8470883333333,0.0548827657110254
"PDE6D","Pde6d",16.461276,18.028774,19.523802,218,237,494,18.0046173333333,13.537526,14.561048,11.346659,269,285,208,3.601317,4.13025604046262
"PDE6G","Pde6g",0.102913,0.0756,0.355607,3,2,11,0.17804,0.8373,1.054956,0.533753,9,7,5,26.585919,0.0427043956737493
"PDE6H","Pde6h",0.66781,0.479051,3.187765,6,4,9,1.44487533333333,0,0,0,0,0,0,25.373397,0.0927023292954386
"PDE7A","Pde7a",12.334891,13.607828,11.099785,350,307,650,12.3475013333333,6.703336,5.140445,3.745109,344,322,231,4.990049,2.22827915653667
"PDE7B","Pde7b",17.477183,21.447968,17.821227,947,1056,1763,18.9154593333333,0.134294,0.168244,0.057305,14,18,6,0.0663543333333333,18.676211753254
"PDE8A","Pde8a",6.492337,6.571445,5.370284,212,221,397,6.14468866666667,5.564241,10.223277,3.270319,211,161,138,1.25303266666667,3.17114295428177
"PDE8B","Pde8b",52.306057,53.13174,56.096281,1058,1070,2025,53.8446926666667,0.210773,0.21861,0.138616,14,14,11,33.9506606666667,1.56920331749189
"PDE9A","Pde9a",16.171632,22.10483,12.339216,155,139,251,16.8718926666667,0.217413,0.692624,0.355234,9,20,8,0.71863,10.3989181305264
"PDGFA","Pdgfa",25.859635,24.232796,22.422783,283,290,518,24.171738,4.566589,5.259234,3.589817,140,134,125,0.346604666666667,18.6927452600541
"PDGFB","Pdgfb",9.524677,7.140851,8.665674,243,202,495,8.443734,4.685831,2.764474,3.167648,282,206,188,11.53654,0.753296683135857
"PDGFC","Pdgfc",1.796634,2.32744,1.881495,68,87,141,2.00185633333333,6.024927,4.921385,4.364546,127,149,124,0.054961,2.84546664126288
"PDGFD","Pdgfd",1.199619,0.891597,1.117655,44,32,78,1.06962366666667,13.282424,9.955916,6.287467,744,709,441,0,2.06962366666667
"PDGFRA","Pdgfra",8.190179,7.257241,7.693909,760,663,1350,7.71377633333333,1.574685,0.722682,0.342019,78,51,44,10.4520276666667,0.760893754972009
"PDGFRB","Pdgfrb",3.956262,4.431119,3.713337,306,335,546,4.03357266666667,1.720435,0.154369,0.040771,21,13,5,26.5096133333333,0.182975042421534
"PDGFRL","Pdgfrl",0.618397,0.507393,0.617191,15,10,24,0.580993666666667,0.639525,1.045252,0.522236,16,24,12,0,1.58099366666667
"PDHA1","Pdha1",61.684797,70.1775,61.240026,2385,2598,4390,64.367441,483.707544,398.990878,407.709354,4615,3858,3764,23.6112853333333,2.65599460225943
"PDHA2","Pdha2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490526666666667,0.953240987583083
"PDHB","Pdhb",60.221448,59.950223,53.397261,978,1047,1690,57.8563106666667,77.840066,76.042508,64.704703,2155,2127,1733,0,58.8563106666667
"PDHX","Pdhx",18.019431,15.409311,15.187629,471,403,733,16.205457,57.219136,36.854924,33.586835,942,744,634,0,17.205457
"PDIA2","Pdia2",0.387289,0.161592,0.083127,2,3,2,0.210669333333333,0.023759,0.214179,0.025567,1,3,1,0.796359333333333,0.673957214944746
"PDIA3","Pdia3",93.847178,78.591473,80.302903,2024,1705,3241,84.2471846666667,94.888082,98.226838,72.316416,3049,2913,2371,55.9338856666667,1.49730136400258
"PDIA4","Pdia4",11.586017,11.883391,13.596794,362,365,739,12.3554006666667,14.926928,13.965112,11.699034,733,632,527,8.83114066666667,1.35847925683225
"PDIA5","Pdia5",1.024648,1.600286,2.174655,24,24,60,1.599863,6.360143,4.019688,3.176631,77,54,33,0,2.599863
"PDIA6","Pdia6",34.993687,32.338484,32.37906,969,784,1602,33.237077,28.315284,25.606468,20.550745,1240,1122,886,0.071037,31.9662878126526
"PDIK1L","Pdik1l",5.897128,3.538882,5.336677,194,171,315,4.924229,0.75585,0.484808,0.338052,43,36,25,0.357296666666667,4.36472669939512
"PDILT","Pdilt",0.193284,0,0.018649,1,0,1,0.0706443333333333,0,0,0,0,0,0,0,1.07064433333333
