"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"ABCA6","Abca6",20.340663,20.054591,22.962028,4456,1036,1929,21.119094,30.9185,30.9185,0.692986637843257
"ABCA7","Abca7",28.284582,28.185107,28.557071,8307,2009,3301,28.3422533333333,1.44219,1.44219,12.0147299486663
"ABCA8","Abca8b",12.161258,12.465005,14.473483,3737,944,1732,13.0332486666667,93.07177,93.07177,0.149175981983401
"ABCA9","Abca9",2.510507,2.960071,2.962372,676,194,314,2.81098333333333,44.49278,44.49278,0.083771168377341
"ABCB1","Abcb1a",40.156561,54.850987,5.961506,1174,289,483,33.6563513333333,11.91703,11.91703,2.68299689118422
"ABCB10","Abcb10",5.679646,5.373036,5.311046,963,220,368,5.454576,14.34598,14.34598,0.420603702077026
"ABCB11","Abcb11",0,0,0.012404,0,0,1,0.00413466666666667,0.06325,0.06325,0.944401285367192
"ABCB4","Abcb4",2.85706,2.376162,2.887682,430,81,174,2.706968,7.66637,7.66637,0.427741718851145
"ABCB5","Abcb5",0,0,0,0,0,0,0,0,0,1
"ABCB6","Abcb6",11.693171,5.646987,10.839573,709,152,266,9.39324366666667,17.10385,17.10385,0.574090244156169
"ABCB7","Abcb7",7.456802,7.129243,7.31946,1722,415,663,7.301835,55.72667,55.72667,0.146348005268069
"ABCB8","Abcb8",25.498487,22.60307,29.797684,1350,316,528,25.9664136666667,6.61636,6.61636,3.54059073713252
"ABCB9","Abcb9",15.429411,12.471241,16.112352,1637,348,695,14.6710013333333,0.8223,0.8223,8.59957270116519
"ABCC1","Abcc1",8.351031,6.08049,11.592946,994,209,349,8.67482233333333,6.17358,6.17358,1.34867420915824
"ABCC10","Abcc10",2.622562,2.513981,2.584121,288,85,131,2.57355466666667,5.79406,5.79406,0.525982206025067
"ABCC12","Abcc12",0.581075,0.452147,0.584976,67,15,32,0.539399333333333,0.24036,0.24036,1.24109075859697
"ABCC2","Abcc2",0.140255,0.055143,0.014914,11,3,2,0.070104,0.22771,0.22771,0.871626035464401
"ABCC3","Abcc3",0.786365,0.247674,1.21136,64,13,30,0.748466333333333,1.12592,1.12592,0.822451613105542
"ABCC5","Abcc5",198.841532,203.71343,188.884774,9456,2400,3630,197.146578666667,58.93997,58.93997,3.305750381034
"ABCC6","Abcc6",0.085526,0.0381,0.217017,4,2,4,0.113547666666667,0.55663,0.55663,0.715357963463807
"ABCC9","Abcc9",0.457331,0.586749,0.748134,144,44,89,0.597404666666667,61.837,61.837,0.0254214024645777
"ABCD1","Abcd1",3.015163,2.892315,3.204815,439,97,175,3.037431,0.64519,0.64519,2.45408189935509
"ABCD2","Abcd2",12.532056,12.875819,24.69632,1069,277,522,16.7013983333333,4.75669,4.75669,3.07492644789512
"ABCD3","Abcd3",23.050902,26.579739,25.839073,2983,814,1204,25.1565713333333,69.59193,69.59193,0.370532032958064
"ABCD4","Abcd4",7.701302,7.200632,7.596608,671,162,279,7.499514,31.47513,31.47513,0.261723786786997
"ABCE1","Abce1",34.359215,33.442045,35.396792,5248,1252,2130,34.3993506666667,44.60664,44.60664,0.776188525764377
"ABCF1","Abcf1",48.874882,43.044373,42.180863,2775,693,1070,44.7000393333333,71.80581,71.80581,0.627697697935554
"ABCF2","Abcf2",34.216991,31.769168,33.397482,3604,812,1372,33.1278803333333,34.68843,34.68843,0.95627295270017
"ABCF3","Abcf3",239.440985,240.481862,262.081136,2543,620,992,247.334661,31.91791,31.91791,7.54405917629643
"ABCG1","Abcg1",18.773829,17.063098,18.789429,2286,536,842,18.2087853333333,14.34598,14.34598,1.25171447723334
"ABCG2","Abcg2",54.978868,56.39503,59.840227,2779,666,1263,57.071375,2.97293,2.97293,14.6167626915148
"ABCG5","Abcg5",0.010563,0.043488,0,1,1,0,0.018017,0.06325,0.06325,0.957457794498001
"ABCG8","Abcg8",0.091383,0.209021,0.104162,14,7,6,0.134855333333333,0,0,1.13485533333333
"ABHD1","Abhd1",0.248361,0.11232,0.155026,13,1,3,0.171902333333333,11.14533,11.14533,0.0964899540262252
"ABHD10","Abhd10",17.746552,16.650794,17.367814,1666,373,628,17.2550533333333,71.17327,71.17327,0.252933715395372
"ABHD11","Abhd11",21.328858,20.942596,21.510674,760,193,291,21.2607093333333,9.04531,9.04531,2.21603010094595
"ABHD12","Abhd12",214.181303,199.363481,208.134202,7251,1684,2832,207.226328666667,28.31244,28.31244,7.10368460171404
"ABHD13","Abhd13",3.425154,2.566317,3.608387,713,132,298,3.19995266666667,8.53927,8.53927,0.440280300973415
"ABHD14A","Abhd14a",19.7553,20.709479,18.454951,796,192,283,19.63991,3.30185,3.30185,4.79791485058754
"ABHD14B","Abhd14b",18.377497,14.011024,14.704548,754,156,268,15.6976896666667,13.7514,13.7514,1.13193931875393
"ABHD15","Abhd15",1.258226,1.963905,0.849918,121,26,37,1.35734966666667,4.35187,4.35187,0.440472146495835
"ABHD16A","Abhd16a",70.646955,78.385633,75.72245,2758,659,1094,74.918346,17.74904,17.74904,4.04918577164484
"ABHD16B","Abhd16b",0.100346,0.059159,0.073675,7,1,2,0.0777266666666667,0.0506,0.0506,1.0258201662542
"ABHD2","Abhd2",36.723837,35.505954,38.19751,10887,2566,4419,36.8091003333333,18.11591,18.11591,1.977886500477
"ABHD3","Abhd3",14.353249,12.050526,13.142816,749,205,280,13.182197,11.79052,11.79052,1.10880534958704
"ABHD4","Abhd4",50.359455,48.462447,50.512159,4010,834,1505,49.7780203333333,10.93027,10.93027,4.25623396061726
"ABHD5","Abhd5",30.875776,28.899154,33.675929,1450,328,540,31.1502863333333,29.64077,29.64077,1.0492649608131
"ABHD6","Abhd6",12.397356,10.977638,11.245281,974,215,348,11.5400916666667,6.11033,6.11033,1.76364411590836
"ABHD8","Abhd8",37.222072,31.595592,35.732559,2814,569,1151,34.8500743333333,0.37952,0.37952,25.987353813887
"ABI1","Abi1",73.499723,76.395454,73.837698,3519,880,1307,74.577625,24.88408,24.88408,2.91984976866089
"ABI2","Abi2",33.5103,22.271769,32.250394,3171,695,1283,29.3441543333333,57.51043,57.51043,0.51861102940678
"ABI3","Abi3",0.648225,0.232863,1.080233,18,6,10,0.653773666666667,1.26508,1.26508,0.730117111389737
"ABL1","Abl1",8.536541,8.902709,11.083969,1262,319,543,9.50773966666667,13.83995,13.83995,0.708071096376111
"ABL2","Abl2",5.264426,4.654585,6.798877,2047,472,841,5.57262933333333,3.52957,3.52957,1.45104929018281
"ABLIM1","Ablim1",44.867705,42.117908,43.063424,9236,2061,3536,43.349679,752.16463,752.16463,0.0588844420375928
"ABLIM2","Ablim2",27.7936,29.426839,21.693994,1532,345,560,26.304811,7.41336,7.41336,3.24541098918862
"ABLIM3","Ablim3",13.169178,12.081958,12.860354,2375,528,912,12.70383,133.68077,133.68077,0.101750457767653
"ABO","Abo",0.10168,0,0.037192,7,0,1,0.0462906666666667,0.17711,0.17711,0.888863969099461
"ABR","Abr",59.447352,52.550682,58.358209,10128,2156,3916,56.7854143333333,99.67548,99.67548,0.573977043201913
"ABRA","Abra",0.017227,0,0.044071,2,0,2,0.0204326666666667,26.17446,26.17446,0.037551166303458
"ABRACL","Abracl",37.088713,47.865666,52.35161,184,56,84,45.768663,12.22065,12.22065,3.53754641413244
"ABT1","Abt1",1.783222,1.437852,1.858162,334,66,136,1.69307866666667,6.18623,6.18623,0.374755423451054
"ABTB1","Abtb1",46.710301,42.045226,46.427737,1463,361,559,45.061088,4.75669,4.75669,8.00131464435292
"ABTB2","Abtb2",16.08518,16.368571,14.737303,2968,692,1128,15.7303513333333,9.24772,9.24772,1.63259255066818
"ACAA1","Acaa1b",0.255714,0.200968,0.42739,5,3,3,0.294690666666667,53.95557,53.95557,0.0235588615797574
"ACAA2","Acaa2",48.921519,40.774913,50.141634,1806,371,659,46.6126886666667,464.92872,464.92872,0.102188782581736
"ACACA","Acaca",28.483863,24.922881,36.571534,7673,1813,3098,29.9927593333333,12.71403,12.71403,2.25993083968267
"ACACB","Acacb",2.097291,2.286744,2.776692,428,116,205,2.386909,82.2427,82.2427,0.040687159354514
"ACAD10","Acad10",5.900381,5.058764,3.772682,398,85,139,4.910609,36.26978,36.26978,0.158589854836814
"ACAD11","Acad11",8.306437,8.234552,10.686786,908,217,371,9.075925,82.07824,82.07824,0.121282359857407
"ACAD8","Acad8",19.029721,18.683449,17.581744,1000,249,370,18.431638,42.62047,42.62047,0.44547062422757
"ACAD9","Acad9",35.76316,32.365758,33.771603,1593,407,659,33.9668403333333,27.40158,27.40158,1.23115827828358
"ACADL","Acadl",73.220247,63.531695,77.515492,4260,1046,1720,71.422478,2.37835,2.37835,21.4372335607619
"ACADM","Acadm",104.286834,133.069582,89.941463,2042,555,727,109.099293,605.13729,605.13729,0.181640850705621
"ACADS","Acads",9.784882,10.757871,9.318308,551,138,214,9.953687,4.26331,4.26331,2.08114038504287
"ACADSB","Acadsb",96.232375,126.89331,108.03208,1698,455,653,110.385921666667,53.39893,53.39893,2.04757559876025
"ACADVL","Acadvl",42.023617,41.941155,42.073591,3114,819,1237,42.0127876666667,1863.68724,1863.68724,0.0230670252597785
"ACAN","Acan",0.130892,0.191164,0.119876,36,15,14,0.147310666666667,0.48073,0.48073,0.774827731366736
"ACAP1","Acap1",0.091783,0.232758,0.226778,10,6,5,0.183773,2.32774,2.32774,0.355728812948127
"ACAP2","Acap2",20.793923,20.213468,20.579347,2488,592,1000,20.5289126666667,9.82965,9.82965,1.98796015260573
"ACAT1","Acat1",45.268253,39.492711,43.532401,3117,754,1257,42.764455,1020.66473,1020.66473,0.0428364156213947
"ACAT2","Acat2",118.574216,110.048324,111.242826,6929,1639,2550,113.288455333333,7.69167,7.69167,13.1491940367425
"ACBD3","Acbd3",19.496714,17.2792,18.511416,2687,586,1015,18.42911,32.47455,32.47455,0.580414374502421
"ACBD5","Acbd5",54.568877,48.479724,53.439881,5713,1396,2284,52.1628273333333,76.06913,76.06913,0.689807025631836
"ACBD6","Acbd6",31.172844,27.736285,33.386355,1047,224,446,30.7651613333333,51.90614,51.90614,0.600405951621746
"ACBD7","Acbd7",2.097597,1.943282,1.424488,26,6,7,1.821789,0.13916,0.13916,2.47707872467432
"ACCS","Accs",5.583149,6.109839,6.953522,303,83,147,6.21550333333333,14.88997,14.88997,0.454091690124861
"ACCSL","Accsl",0.399985,0.65421,0.94449,14,3,7,0.666228333333333,0,0,1.66622833333333
"ACD","Acd",9.397863,8.513551,9.52039,513,112,212,9.14393466666667,0.54398,0.54398,6.56999097570348
"ACE","Ace",1.529936,1.266676,2.28227,228,53,111,1.69296066666667,3.12474,3.12474,0.652880100725541
"ACE2","Ace2",0.39351,0.513533,0.554108,55,13,29,0.487050333333333,58.85142,58.85142,0.0248456984534926
"ACE3P","Ace3",0.011205,0.046179,0,1,1,0,0.019128,0,0,1.019128
"ACER1","Acer1",0.010316,0,0,1,0,0,0.00343866666666667,0,0,1.00343866666667
"ACER2","Acer2",1.42388,1.059207,1.465725,188,45,74,1.31627066666667,1.63195,1.63195,0.880058765047462
"ACER3","Acer3",11.530842,8.637076,12.811604,2090,500,908,10.993174,7.31215,7.31215,1.44284860114411
"ACHE","Ache",38.543926,55.551307,51.784107,3098,717,1169,48.6264466666667,0.20241,0.20241,41.2724833182248
"ACIN1","Acin1",47.715773,48.866846,39.717388,3077,703,1044,45.4333356666667,105.63399,105.63399,0.435445918010446
"ACLY","Acly",260.392702,266.512395,241.396209,29254,7300,11058,256.100435333333,22.50573,22.50573,10.9377771008743
"ACMSD","Acmsd",0.189202,0.252901,0.032532,16,5,1,0.158211666666667,0.18976,0.18976,0.973483447642101
"ACO1","Aco1",7.573506,6.423898,6.797077,1067,248,407,6.93149366666667,76.4613,76.4613,0.102392984195549
"ACO2","Aco2",152.882375,199.289559,138.928187,10153,2348,3906,163.700040333333,389.11261,389.11261,0.422185892256426
"ACOT1","Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,5.59164,5.59164,0.155009173235593
"ACOT11","Acot11",5.597158,7.963591,11.898845,600,147,282,8.48653133333333,13.32127,13.32127,0.662408524756068
"ACOT12","Acot12",0.253707,0.347489,0.164709,20,3,8,0.255301666666667,0,0,1.25530166666667
"ACOT13","Acot13",205.896612,167.600238,198.430747,1013,228,414,190.642532333333,205.92936,205.92936,0.926125380822389
"ACOT2","Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,29.46366,29.46366,0.0924045348895482
"ACOT4","Acot4",0.992779,0.335627,0.515927,108,21,53,0.614777666666667,1.16387,1.16387,0.746245230381985
"ACOT6","Acot6",2.60611,2.315262,2.593869,342,74,141,2.50508033333333,0,0,3.50508033333333
"ACOT7","Acot7",344.989077,443.110743,384.06596,14119,3064,5131,390.721926666667,1.83436,1.83436,138.204718760731
"ACOT8","Acot8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,13.29597,13.29597,0.50695694893969
"ACOT9","Acot9",26.639485,27.561747,26.413979,1699,442,663,26.871737,106.24123,106.24123,0.259897587895999
"ACOX1","Acox1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,34.67578,34.67578,1.30415412547859
"ACOX2","Acox2",0.274602,0.923317,0.505337,7,3,3,0.567752,92.35068,92.35068,0.0167942215311126
"ACOX3","Acox3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,7.42601,7.42601,3.645620366777
"ACOXL","Acoxl",0.278136,0.365673,0.129186,7,1,3,0.257665,0,0,1.257665
"ACP1","Acp1",69.524444,80.252228,59.21009,2779,715,1126,69.662254,107.3545,107.3545,0.652139541966416
"ACP2","Acp2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,15.85142,15.85142,1.32954500768086
"ACP5","Acp5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,3.2639,3.2639,0.316209964273709
"ACP6","Acp6",4.6856,4.305309,3.799063,212,42,65,4.263324,12.65078,12.65078,0.3855694692904
"ACR","Acr",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,0.46808,0.46808,0.972258550850998
"ACRBP","Acrbp",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,1.01206,1.01206,1.68742300594084
"ACRV1","Acrv1",0.114023,0.122849,0.250645,15,4,13,0.162505666666667,0.13916,0.13916,1.02049375563281
"ACSBG1","Acsbg1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,136.09706,136.09706,0.237232466302827
"ACSBG2","Acsbg2",0,0,0,0,0,0,0,0.16446,0.16446,0.858767153873899
"ACSF2","Acsf2",2.962773,6.226708,2.39288,242,54,70,3.860787,23.65695,23.65695,0.197136588264161
"ACSF3","Acsf3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,9.56399,9.56399,0.801872903451568
"ACSL1","Acsl1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,696.3241,696.3241,0.043873862478963
"ACSL3","Acsl3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,49.31273,49.31273,1.12400977512716
"ACSL4","Acsl4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,42.81023,42.81023,1.06067955665454
"ACSL5","Acsl5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,14.33333,14.33333,5.84571064037188
"ACSL6","Acsl6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,3.50427,3.50427,11.6143000604611
"ACSM1","Acsm1",0,0,0,0,0,0,0,0.70844,0.70844,0.585329306267706
"ACSM2B","Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.51868,0.51868,0.68649199743637
"ACSM3","Acsm3",1.668536,0.086036,4.170879,7,1,6,1.97515033333333,75.80346,75.80346,0.0387371914407676
"ACSM4","Acsm4",0.011681,0,0,1,0,0,0.00389366666666667,0,0,1.00389366666667
"ACSM5","Acsm5",0.010922,0,0.067589,1,0,1,0.0261703333333333,1.12592,1.12592,0.482694707859813
"ACSS1","Acss1",5.087956,4.342374,2.77257,379,83,138,4.06763333333333,86.78433,86.78433,0.0577282224895187
"ACSS2","Acss2",32.116218,36.911547,32.976423,2928,717,1271,34.001396,127.14031,127.14031,0.273148988011657
"ACSS3","Acss3",0.843975,1.166672,1.521837,128,38,81,1.17749466666667,33.436,33.436,0.0632330894025632
"ACTA1","Acta1",1.394919,0.378221,25.322945,73,5,539,9.03202833333333,2743.75123,2743.75123,0.00365498636950546
"ACTA2","Acta2",4.303764,4.087699,3.435474,254,52,85,3.94231233333333,189.23033,189.23033,0.0259806747606091
"ACTB","Actb",1556.786857,1612.427402,1492.218794,24658,5626,8954,1553.81101766667,881.43027,881.43027,1.76196473594074
"ACTBL2","Actbl2",0,0,0,0,0,0,0,0,0,1
"ACTC1","Actc1",0.036088,0.148678,0.092232,2,2,2,0.0923326666666667,12463.16647,12463.16647,8.76378431959973e-05
"ACTG1","Actg1",2004.01029,1523.633044,1856.611586,88405,19214,32920,1794.75164,170.15296,170.15296,10.4920863770045
"ACTG2","Actg2",0.473826,0.461321,0.243348,22,4,4,0.392831666666667,4.54163,4.54163,0.251339708112354
"ACTL10","Actl10",0.710671,1.282088,1.125032,41,18,26,1.03926366666667,0.08856,0.08856,1.87335899414517
"ACTL6A","Actl6a",15.588001,15.09347,14.716698,542,125,207,15.132723,42.96204,42.96204,0.366969389955516
"ACTL6B","Actl6b",27.33672,29.359854,27.058544,1222,287,444,27.9183726666667,0,0,28.9183726666667
"ACTL7A","Actl7a",0,0,0,0,0,0,0,0,0,1
"ACTL7B","Actl7b",0.036577,0,0,2,0,0,0.0121923333333333,0,0,1.01219233333333
"ACTL9","Actl9",0.05846,0.08034,0,3,1,0,0.0462666666666667,0,0,1.04626666666667
"ACTN1","Actn1",26.457163,22.758434,23.531673,2408,540,957,24.24909,35.48543,35.48543,0.692032134471212
"ACTN2","Actn2",0.779912,0.277064,1.615409,32,6,43,0.890795,1533.36279,1533.36279,0.00123229982656188
"ACTN4","Actn4",66.49921,55.517959,60.484435,5436,1108,1968,60.833868,49.46454,49.46454,1.22529340404173
"ACTR10","Actr10",185.797811,187.589243,180.691628,4556,1115,1722,184.692894,210.81256,210.81256,0.876684999227619
"ACTR1A","Actr1a",165.00618,161.356953,178.532191,14779,3373,5588,168.298441333333,83.50778,83.50778,2.00334739988831
"ACTR1B","Actr1b",227.024848,189.513865,231.271463,13607,3035,5063,215.936725333333,20.64607,20.64607,10.0219913052731
"ACTR2","Actr2",96.296041,101.249478,99.582966,13928,3643,5634,99.0428283333333,93.84347,93.84347,1.0548204144506
"ACTR3","Actr3",145.131737,168.363044,170.156065,9217,2330,3769,161.216948666667,104.47012,104.47012,1.53803701623423
"ACTR3B","Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,13.92851,13.92851,2.11161026787
"ACTR5","Actr5",3.185785,3.273232,1.840116,157,40,66,2.76637766666667,3.65607,3.65607,0.808917749661553
"ACTR6","Actr6",10.46017,18.046925,8.818544,494,121,198,12.4418796666667,30.9944,30.9944,0.420132262729311
"ACTR8","Actr8",24.912195,25.178437,23.250779,1393,346,585,24.447137,19.38099,19.38099,1.24857217436444
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,1
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0,0,1
"ACTRT3","Actrt3",0.065465,0.160985,0.13359,5,3,4,0.120013333333333,1.25243,1.25243,0.497246677292228
"ACVR1","Acvr1",6.331841,5.288368,7.568124,673,151,282,6.396111,23.97322,23.97322,0.296161688400615
"ACVR1B","Acvr1b",11.607059,11.481997,11.118233,2190,527,822,11.4024296666667,10.04472,10.04472,1.12292839172624
"ACVR1C","Acvr1c",0.080072,0.045659,0.043683,23,3,6,0.0564713333333333,0.0759,0.0759,0.981941940081172
"ACVR2A","Acvr2a",7.64131,6.40039,7.648165,1424,353,587,7.229955,7.17299,7.17299,1.00696990942115
"ACVR2B","Acvr2b",1.358074,0.918885,2.699623,132,27,71,1.65886066666667,0.0506,0.0506,2.53080208135034
"ACVRL1","Acvrl1",6.082505,9.150695,10.053328,277,93,123,8.42884266666667,13.16946,13.16946,0.665434156747446
"ACY1","Acy1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,5.02236,5.02236,0.886142918501496
"ACY3","Acy3",1.653723,1.194308,1.348363,53,11,18,1.398798,0,0,2.398798
"ACYP1","Acyp1",26.517249,34.281691,30.917967,451,147,210,30.5723023333333,40.39393,40.39393,0.762727828291088
"ACYP2","Acyp2",48.054839,48.618364,51.955606,1220,310,511,49.5429363333333,157.43893,157.43893,0.319005791905647
"ADA","Ada",2.553355,2.584854,2.5156,167,36,64,2.55126966666667,5.95852,5.95852,0.51034841700055
"ADAD1","Adad1",0,0,0,0,0,0,0,0.0506,0.0506,0.951837045497811
"ADAD2","Adad2",0,0,0,0,0,0,0,0,0,1
"ADAL","Adal",9.814622,8.060594,10.907806,724,153,280,9.59434066666667,43.1518,43.1518,0.239952633112731
"ADAM10","Adam10",20.803336,22.193819,23.33995,3832,1035,1664,22.1123683333333,30.8426,30.8426,0.725831695066776
"ADAM11","Adam11",137.812725,161.782235,134.020864,11859,2760,4460,144.538608,0.64519,0.64519,88.4631003106024
"ADAM12","Adam12",0.563817,0.709663,0.437105,105,22,29,0.570195,0.08856,0.08856,1.44245149555376
"ADAM15","Adam15",63.263206,51.405287,70.5958,3352,696,1175,61.7547643333333,10.82907,10.82907,5.30513086264037
"ADAM17","Adam17",8.31185,6.102938,11.098401,847,190,321,8.50439633333333,16.67372,16.67372,0.537769995978964
"ADAM18","Adam18",0,0,0,0,0,0,0,0,0,1
"ADAM19","Adam19",16.653565,13.812622,15.82849,4496,862,1569,15.431559,8.9188,8.9188,1.65660755333306
"ADAM1A","Adam1a",4.005928,4.500711,4.215947,647,182,278,4.240862,2.55546,2.55546,1.4740320521114
"ADAM1B","Adam1b",0.010781,0.08714,0.030064,1,3,2,0.0426616666666667,5.26272,5.26272,0.166487032258614
"ADAM2","Adam2",0,0.078051,0,0,1,0,0.026017,0,0,1.026017
"ADAM20","Adam25",0,0,0,0,0,0,0,0.21506,0.21506,0.823004625285994
"ADAM21","Adam21",0.204589,0.03484,0.152023,24,1,7,0.130484,0.44278,0.44278,0.783545654916204
"ADAM22","Adam22",73.005469,65.709896,69.824886,12397,2947,4961,69.513417,2.3657,2.3657,20.9505948242565
"ADAM23","Adam23",107.87443,102.211616,126.643939,15260,3452,6510,112.243328333333,83.65959,83.65959,1.33763142880013
"ADAM24P","Adam24",0,0,0,0,0,0,0,0,0,1
"ADAM28","Adam28",0.058131,0.12204,0.083089,7,4,4,0.0877533333333333,3.2892,3.2892,0.253602847461842
"ADAM29","Adam29",0,0,0,0,0,0,0,0,0,1
"ADAM32","Adam32",0.996486,0.363115,0.343112,14,7,4,0.567571,0.54398,0.54398,1.01527934299667
"ADAM33","Adam33",1.08604,1.806548,0.918762,72,23,28,1.27045,8.48867,8.48867,0.239280109857335
"ADAM3A","Adam3",0,0,0,0,0,0,0,0,0,1
"ADAM5","Adam5",0.725722,0.804606,0.833005,67,17,29,0.787777666666667,0,0,1.78777766666667
"ADAM7","Adam7",0.220917,0.074536,0.327898,20,2,9,0.207783666666667,0,0,1.20778366666667
"ADAM8","Adam8",7.150305,7.312317,5.429994,379,89,132,6.630872,0.0253,0.0253,7.44257485613967
"ADAM9","Adam9",30.134785,39.35857,31.863215,4872,1257,2019,33.7855233333333,112.00998,112.00998,0.307809304393588
"ADAMDEC1","Adamdec1",0,0,0.052747,0,0,2,0.0175823333333333,0.08856,0.08856,0.934796734523897
"ADAMTS1","Adamts1",1.972872,2.418183,2.902107,371,102,193,2.431054,36.80111,36.80111,0.090765958989035
"ADAMTS10","Adamts10",6.12289,6.497636,5.084381,491,119,180,5.90163566666667,0.27832,0.27832,5.39898903769531
"ADAMTS12","Adamts12",0.178758,0.087886,0.199341,55,8,29,0.155328333333333,1.32833,1.32833,0.496204718975976
"ADAMTS13","Adamts13",0.247012,0,0.680334,5,0,3,0.309115333333333,2.06208,2.06208,0.427524863273766
"ADAMTS15","Adamts15",3.714761,5.700539,6.051831,943,226,410,5.15571033333333,5.11091,5.11091,1.00733120489965
"ADAMTS16","Adamts16",0.211167,0.245886,0.270788,42,11,23,0.242613666666667,0,0,1.24261366666667
"ADAMTS18","Adamts18",0.220331,0.258775,0.412392,37,12,28,0.297166,0,0,1.297166
"ADAMTS19","Adamts19",0.154421,0.135047,0.096842,31,6,8,0.12877,0.17711,0.17711,0.958933319740721
"ADAMTS2","Adamts2",6.094016,1.726416,1.766584,414,103,172,3.195672,2.34039,2.34039,1.25604255790492
"ADAMTS20","Adamts20",1.574943,1.493663,1.521023,361,75,147,1.52987633333333,0,0,2.52987633333333
"ADAMTS4","Adamts4",0.058826,0.154843,0.136769,11,7,10,0.116812666666667,2.37835,2.37835,0.330579326199673
"ADAMTS5","Adamts5",4.137986,4.408364,4.740094,1902,504,861,4.42881466666667,4.52898,4.52898,0.981883578285085
"ADAMTS7","Adamts7",1.506469,1.401897,1.187099,135,33,69,1.365155,0.97411,0.97411,1.19808673275552
"ADAMTS8","Adamts8",1.705504,1.753598,1.893282,241,60,111,1.784128,0.35422,0.35422,2.05589047569819
"ADAMTSL1","Adamtsl1",1.041698,1.147851,1.06388,117,34,53,1.08447633333333,1.82171,1.82171,0.738728052611124
"ADAMTSL2","Adamtsl2",2.665958,2.016539,2.342673,119,34,44,2.34172333333333,0.0506,0.0506,3.1807760644711
"ADAMTSL4","Adamtsl4",11.314464,7.309392,8.231005,298,67,137,8.95162033333333,11.84113,11.84113,0.77498010948673
"ADAP2","Adap2",0.756104,1.038981,1.135843,42,14,31,0.976976,3.88379,3.88379,0.40480364634843
"ADAR","Adar",17.754365,14.530618,18.285544,3192,734,1207,16.8568423333333,42.98734,42.98734,0.405954129832205
"ADARB1","Adarb1",11.689801,9.665161,10.36096,2984,649,1040,10.571974,10.68991,10.68991,0.989911299573735
"ADARB2","Adarb2",0.098649,0.117972,0.093987,21,5,8,0.103536,0.10121,0.10121,1.00211222201033
"ADAT1","Adat1",2.988552,2.521812,2.702469,384,77,129,2.737611,23.21418,23.21418,0.154356290405044
"ADAT2","Adat2",1.887569,1.711842,1.641896,104,23,36,1.74710233333333,4.28861,4.28861,0.51943749554861
"ADAT3","Adat3",2.379345,1.291363,1.587192,51,3,15,1.75263333333333,0,0,2.75263333333333
"ADCK1","Adck1",8.364382,8.074955,7.663834,768,185,269,8.03439033333333,9.7917,9.7917,0.837160997186109
"ADCK2","Adck2",23.992903,19.824526,20.347792,629,144,245,21.388407,7.2742,7.2742,2.70580926252689
"ADCK5","Adck5",23.297127,9.207389,22.120758,283,63,104,18.2084246666667,0.24036,0.24036,15.486169069195
"ADCY1","Adcy1",8.226906,7.911924,8.117026,4358,1027,1689,8.08528533333333,1.29038,1.29038,3.96671527577665
"ADCY10","Adcy10",0.008435,0.051925,0.226777,2,1,2,0.0957123333333333,0.50603,0.50603,0.727550137336795
"ADCY2","Adcy2",7.522754,6.030767,7.545049,1277,248,510,7.03285666666667,0.13916,0.13916,7.05156138441191
"ADCY3","Adcy3",8.456142,10.516189,8.114078,940,226,368,9.028803,11.71462,11.71462,0.788761520202727
"ADCY4","Adcy4",0.544269,0.77078,0.996493,76,13,27,0.770514,34.05589,34.05589,0.0505054642743345
"ADCY5","Adcy5",14.862687,15.095945,10.672673,3395,732,1242,13.5437683333333,55.96704,55.96704,0.25530145735733
"ADCY6","Adcy6",18.039716,27.817246,12.610773,1083,262,415,19.489245,57.8267,57.8267,0.348298391716686
"ADCY7","Adcy7",1.977884,1.78601,1.899815,506,112,191,1.887903,0.27832,0.27832,2.25913933913261
